Orthogroup	schistosoma_mansoni	opisthorchis_viverrini
OG0000409	Smp_345840.1	T265_03788
OG0000411	Smp_080280.1	T265_13195
OG0000412	Smp_170800.1	T265_09842
OG0000413	Smp_132320.1	T265_02540
OG0000414	Smp_244610.1	T265_06878, T265_06876, T265_06877
OG0000415	Smp_012780.1	T265_13626, T265_04888
OG0000416	Smp_067480.1, Smp_136640.1	T265_07350
OG0000416	Smp_067490.1	T265_09488
OG0000417	Smp_130000.1	T265_01300
OG0000418	Smp_153010.1	T265_07406, T265_14544
OG0000419	Smp_153760.1	T265_00950
OG0000420	Smp_310080.1	T265_01216
OG0000421	Smp_000480.1, Smp_000480.2	T265_13603
OG0000422	Smp_014010.1	T265_01327
OG0000425	Smp_140950.1	T265_00752
OG0000426	Smp_047650.1, Smp_047680.1, Smp_311630.1, Smp_311640.1, Smp_047640.2, Smp_047640.1	T265_12440
OG0000427	Smp_128770.1	T265_13396
OG0000428	Smp_302740.1	T265_08399
OG0000429	Smp_300560.1	T265_07901
OG0000429	Smp_163090.1	T265_10847
OG0000430	Smp_033760.1	T265_11497
OG0000431	Smp_157350.1	T265_00379
OG0000432	Smp_140120.1	T265_10186
OG0000433	Smp_196260.1	T265_13054
OG0000434	Smp_127820.1, Smp_127820.2	T265_05326
OG0000435	Smp_140640.1	T265_01204
OG0000436	Smp_245820.1, Smp_245820.2	T265_03713
OG0000437	Smp_028650.1	T265_13806
OG0000438	Smp_007510.1	T265_09760
OG0000439	Smp_061510.1	T265_02427
OG0000440	Smp_300220.1, Smp_300210.1, Smp_300200.1	T265_08332
OG0000441	Smp_128480.1	T265_00253
OG0000441	Smp_241420.1	T265_07836
OG0000442	Smp_000030.1	T265_09824
OG0000444	Smp_148940.1, Smp_148940.2	T265_11552
OG0000445	Smp_002840.1	T265_12793
OG0000446	Smp_244750.1	T265_02125
OG0000447	Smp_312150.1	T265_03299
OG0000448	Smp_161790.1	T265_05426
OG0000449	Smp_246790.1, Smp_246790.3	T265_03361
OG0000450	Smp_003980.1	T265_11348, T265_01101
OG0000451	Smp_267100.1	T265_05748
OG0000452	Smp_248190.1	T265_09821
OG0000453	Smp_311970.1, Smp_311970.2	T265_06719
OG0000454	Smp_158110.2, Smp_158110.1	T265_12900
OG0000454	Smp_309480.1, Smp_314640.1, Smp_062900.2	T265_02660
OG0000455	Smp_129160.1, Smp_157720.1	T265_13543
OG0000456	Smp_149040.1	T265_00028
OG0000457	Smp_034980.1	T265_06520
OG0000458	Smp_345710.1	T265_14731
OG0000459	Smp_322900.1, Smp_302920.1	T265_12673
OG0000460	Smp_323500.2, Smp_323490.1, Smp_323500.1, Smp_323510.1, Smp_336840.1, Smp_336850.1, Smp_178360.1, Smp_323480.1	T265_02175
OG0000465	Smp_030760.1	T265_12004, T265_15852
OG0000466	Smp_245780.1	T265_00717, T265_09088
OG0000467	Smp_126540.1	T265_06392, T265_14024, T265_15837
OG0000468	Smp_141580.1	T265_13212
OG0000469	Smp_031070.1, Smp_031070.2	T265_06265
OG0000470	Smp_156450.1	T265_02354
OG0000471	Smp_138860.1	T265_04176
OG0000472	Smp_302020.1, Smp_126580.1, Smp_302030.1	T265_08287, T265_14526, T265_08288
OG0000473	Smp_138590.1	T265_09380
OG0000474	Smp_266840.1	T265_02290
OG0000474	Smp_122810.1	T265_12460
OG0000475	Smp_169800.1	T265_14673
OG0000476	Smp_342610.1, Smp_342610.2	T265_07244
OG0000477	Smp_090450.1	T265_01343
OG0000478	Smp_096450.1	T265_09689
OG0000479	Smp_094330.1	T265_11380
OG0000480	Smp_134950.1	T265_00389, T265_13589, T265_12846, T265_01772, T265_01033, T265_11693, T265_01859, T265_07661, T265_10676, T265_03719, T265_08374, T265_04371, T265_02027, T265_11038, T265_06133, T265_09446, T265_08269, T265_15662, T265_11568, T265_08423, T265_12491, T265_15632, T265_04892, T265_02994, T265_13852, T265_01186, T265_13974, T265_12776, T265_05455, T265_09979, T265_00308, T265_04912, T265_05271, T265_00689, T265_08138, T265_05417, T265_10575, T265_14180, T265_01804, T265_00016, T265_09320, T265_09509, T265_04945, T265_00925, T265_02510, T265_10253, T265_03397
OG0000481	Smp_134880.1	T265_00530
OG0000482	Smp_172280.1	T265_12690
OG0000483	Smp_309950.1, Smp_309960.1	T265_06074
OG0000484	Smp_332380.1	T265_09654
OG0000485	Smp_058400.1	T265_13168
OG0000490	Smp_100130.1	T265_01437, T265_16063
OG0000491	Smp_081260.1	T265_14314
OG0000493	Smp_004730.1	T265_10148, T265_15065
OG0000493	Smp_340320.1	T265_15185, T265_10559
OG0000495	Smp_336640.1	T265_15686
OG0000496	Smp_092770.1	T265_07584
OG0000497	Smp_068920.1, Smp_068920.2, Smp_245240.1	T265_07772
OG0000498	Smp_331830.1	T265_12716, T265_12902
OG0000499	Smp_343450.1	T265_12977
OG0000500	Smp_347050.1	T265_12964
OG0000501	Smp_161970.1, Smp_161970.2	T265_13462
OG0000502	Smp_137330.1	T265_07436, T265_06036
OG0000503	Smp_022400.1	T265_11949
OG0000504	Smp_133710.1	T265_03966
OG0000505	Smp_072350.1	T265_12584
OG0000506	Smp_212200.1	T265_07729, T265_16032
OG0000507	Smp_246510.1, Smp_246510.2	T265_02979, T265_07797, T265_07796
OG0000508	Smp_024000.1	T265_10226, T265_16175
OG0000509	Smp_046790.1, Smp_127200.1	T265_06851, T265_06853, T265_06854, T265_14152
OG0000510	Smp_152500.1, Smp_344480.2, Smp_344480.1	T265_03984, T265_03985, T265_13373
OG0000511	Smp_329270.1, Smp_336120.1, Smp_329280.1, Smp_149750.1, Smp_149750.2, Smp_149750.3	T265_07656, T265_07655, T265_07657
OG0000512	Smp_166940.1	T265_12454
OG0000513	Smp_333620.1	T265_01157, T265_06044
OG0000514	Smp_122840.1	T265_01214, T265_01215
OG0000515	Smp_153720.1	T265_00984, T265_00985
OG0000516	Smp_129110.1	T265_03354
OG0000517	Smp_161980.1	T265_01106
OG0000521	Smp_316340.1	T265_12415
OG0000522	Smp_166440.1	T265_04037
OG0000523	Smp_155750.1	T265_07660
OG0000524	Smp_065810.1	T265_07885
OG0000525	Smp_122900.1	T265_05091
OG0000526	Smp_304370.1	T265_02282, T265_12113
OG0000527	Smp_062680.1	T265_03411
OG0000528	Smp_140520.1	T265_06055
OG0000529	Smp_102160.2, Smp_102160.1	T265_09182, T265_03656
OG0000529	Smp_123870.1	T265_07511
OG0000530	Smp_005670.1, Smp_349020.1, Smp_337130.1	T265_09699
OG0000531	Smp_145090.1	T265_14416, T265_14417
OG0000532	Smp_324710.1, Smp_092880.1	T265_00995, T265_06267
OG0000533	Smp_347530.1, Smp_347530.2	T265_13786
OG0000534	Smp_149080.1	T265_09156
OG0000535	Smp_029470.1, Smp_029500.1	T265_13029, T265_02526, T265_16334
OG0000536	Smp_079740.1	T265_04792
OG0000537	Smp_060860.1	T265_03566
OG0000539	Smp_021170.1, Smp_021170.3, Smp_021170.2	T265_02944
OG0000540	Smp_245200.1	T265_06424
OG0000541	Smp_333760.1	T265_02592
OG0000542	Smp_123290.1	T265_10499
OG0000543	Smp_336650.1	T265_05515
OG0000544	Smp_090070.1	T265_14759
OG0000545	Smp_047900.1	T265_01309
OG0000545	Smp_142050.1	T265_13998
OG0000546	Smp_322440.1	T265_14392
OG0000547	Smp_169940.1	T265_07333
OG0000548	Smp_140820.1	T265_14116
OG0000549	Smp_165440.2, Smp_165440.1	T265_14374, T265_06649, T265_14373, T265_03050, T265_07757
OG0000550	Smp_244030.1, Smp_244040.1	T265_09507, T265_14868
OG0000551	Smp_337740.1	T265_04197, T265_11408, T265_09018, T265_09780, T265_09887
OG0000551	Smp_086860.1	T265_05015
OG0000552	Smp_212260.1	T265_05767
OG0000553	Smp_300840.1, Smp_300840.2	T265_05228, T265_05227
OG0000554	Smp_078280.1	T265_06137
OG0000555	Smp_005500.1	T265_04699, T265_04748, T265_04698
OG0000556	Smp_168160.1	T265_05172
OG0000557	Smp_068070.1	T265_09726
OG0000558	Smp_044970.1	T265_02473, T265_07551
OG0000559	Smp_347940.1	T265_15777, T265_15105
OG0000561	Smp_023010.1	T265_05307
OG0000562	Smp_144020.1	T265_09617, T265_14904, T265_14905
OG0000563	Smp_039870.1	T265_00934
OG0000564	Smp_088950.1, Smp_088950.2	T265_04694
OG0000565	Smp_028210.2, Smp_028210.1	T265_06308
OG0000566	Smp_053060.1	T265_06381
OG0000567	Smp_197370.1	T265_09355
OG0000568	Smp_088650.1	T265_14125
OG0000568	Smp_340020.1	T265_06795
OG0000568	Smp_032180.1	T265_05196
OG0000569	Smp_333030.1	T265_16092, T265_15315, T265_15990
OG0000570	Smp_135790.1, Smp_135790.3, Smp_135790.2	T265_14462
OG0000571	Smp_011680.1, Smp_011680.2	T265_09677
OG0000572	Smp_243200.1	T265_13892
OG0000574	Smp_168310.1, Smp_168310.2, Smp_242540.1	T265_09231
OG0000575	Smp_174240.3, Smp_174240.1, Smp_174240.2	T265_13730
OG0000576	Smp_061590.1	T265_04125
OG0000577	Smp_181080.1, Smp_181080.2	T265_03389
OG0000580	Smp_033700.1	T265_11930
OG0000581	Smp_246950.1	T265_03176, T265_03173
OG0000582	Smp_146750.1, Smp_146740.1	T265_01669, T265_01670, T265_01668, T265_01664, T265_01665, T265_01666
OG0000582	Smp_045680.1	T265_01671
OG0000583	Smp_341630.1	T265_02005
OG0000584	Smp_343410.1, Smp_343410.2	T265_13228
OG0000585	Smp_141830.1	T265_00232
OG0000586	Smp_194160.1	T265_11386
OG0000587	Smp_333670.1	T265_07724
OG0000587	Smp_322850.1	T265_12893, T265_14323
OG0000588	Smp_160370.1, Smp_160370.2, Smp_160370.3	T265_11101, T265_10758
OG0000589	Smp_034410.1	T265_12428, T265_12429, T265_12430, T265_12204, T265_12431, T265_08812, T265_15994, T265_12432, T265_12433, T265_00017
OG0000590	Smp_019990.1	T265_09102
OG0000590	Smp_060700.1	T265_06033
OG0000591	Smp_028200.1, Smp_028200.2	T265_06310
OG0000592	Smp_128960.1	T265_14113
OG0000593	Smp_125790.1	T265_10773
OG0000594	Smp_103810.1	T265_05797, T265_06525
OG0000595	Smp_128150.1	T265_03869
OG0000598	Smp_135900.1	T265_02456
OG0000599	Smp_105930.1	T265_07673
OG0000600	Smp_187940.1	T265_10590
OG0000601	Smp_134600.1	T265_04621, T265_04618
OG0000601	Smp_172040.1	T265_14218
OG0000602	Smp_346610.2, Smp_346610.3, Smp_346610.1, Smp_346610.4	T265_09208, T265_12351
OG0000603	Smp_123010.1	T265_14992, T265_14991, T265_11543
OG0000605	Smp_097750.1, Smp_097800.1	T265_14198
OG0000606	Smp_026880.1	T265_10475
OG0000606	Smp_082240.1	T265_13221
OG0000606	Smp_348800.1	T265_13221
OG0000607	Smp_154420.1	T265_10825
OG0000608	Smp_245720.1	T265_02880, T265_02883
OG0000609	Smp_163570.1, Smp_163570.2	T265_09254
OG0000610	Smp_035430.1	T265_07616, T265_15716
OG0000610	Smp_176600.1	T265_05701
OG0000611	Smp_320240.1, Smp_051640.1, Smp_331730.1	T265_06968
OG0000612	Smp_213240.1	T265_09078
OG0000613	Smp_196510.1	T265_02832
OG0000614	Smp_097180.1, Smp_097180.2	T265_12100
OG0000615	Smp_157150.1	T265_03195
OG0000616	Smp_341160.1, Smp_341160.2	T265_08938
OG0000617	Smp_136240.1	T265_08274
OG0000618	Smp_127380.1, Smp_127380.2	T265_13264
OG0000620	Smp_135230.1	T265_10505
OG0000620	Smp_171580.1	T265_00373, T265_00374
OG0000621	Smp_208090.1	T265_14537
OG0000622	Smp_137080.1	T265_00170
OG0000623	Smp_212030.1	T265_04780, T265_13600
OG0000624	Smp_133150.1	T265_15535, T265_11776, T265_13342
OG0000625	Smp_167590.1	T265_03633
OG0000626	Smp_245970.1	T265_02683, T265_13068
OG0000627	Smp_132020.1	T265_09410
OG0000628	Smp_132450.1	T265_08778, T265_14669, T265_16036
OG0000629	Smp_054790.1	T265_05422
OG0000630	Smp_138180.1	T265_11517
OG0000631	Smp_165170.1, Smp_335840.1, Smp_347080.1	T265_00494
OG0000632	Smp_046140.1	T265_03948
OG0000633	Smp_148220.1	T265_08226
OG0000636	Smp_144760.1	T265_09528
OG0000637	Smp_242110.1	T265_08691
OG0000638	Smp_347950.1, Smp_347950.2	T265_12571, T265_16335
OG0000639	Smp_197390.1	T265_08132
OG0000640	Smp_143980.1, Smp_242850.1	T265_06014
OG0000641	Smp_174920.1	T265_11906
OG0000641	Smp_007690.1	T265_08520
OG0000642	Smp_145980.1	T265_00484
OG0000643	Smp_045420.1	T265_06781
OG0000643	Smp_045410.1, Smp_045410.2	T265_00368
OG0000644	Smp_170550.1, Smp_170550.2	T265_10096
OG0000645	Smp_132850.1, Smp_210550.2	T265_06416, T265_14031
OG0000646	Smp_011660.1, Smp_011660.2, Smp_011660.3	T265_14032, T265_09682
OG0000647	Smp_129420.1	T265_01179
OG0000649	Smp_247230.1	T265_14362
OG0000650	Smp_042340.1	T265_04859
OG0000651	Smp_302650.1	T265_08308
OG0000652	Smp_049600.1	T265_02580, T265_06040
OG0000653	Smp_306290.1, Smp_306300.1	T265_08906
OG0000654	Smp_331710.1	T265_12621
OG0000656	Smp_043150.1	T265_15627
OG0000657	Smp_082280.1	T265_02650
OG0000659	Smp_157510.1	T265_14212
OG0000663	Smp_343540.1	T265_04735, T265_02871
OG0000664	Smp_157740.1	T265_04576
OG0000665	Smp_334140.1	T265_10655
OG0000666	Smp_145890.1	T265_14484
OG0000667	Smp_006320.1, Smp_006320.2	T265_06220
OG0000668	Smp_014780.1	T265_07209
OG0000669	Smp_177120.1	T265_04795
OG0000670	Smp_340760.2	T265_08098
OG0000671	Smp_169530.1	T265_06752
OG0000672	Smp_245600.1, Smp_245600.2	T265_08111
OG0000673	Smp_173730.1	T265_06693, T265_15660, T265_03059
OG0000674	Smp_041760.1	T265_00038
OG0000675	Smp_089180.1	T265_10356
OG0000676	Smp_129950.1, Smp_129950.2	T265_02244
OG0000677	Smp_304500.1	T265_03024
OG0000678	Smp_341660.1	T265_14566
OG0000679	Smp_089240.1	T265_13839
OG0000680	Smp_096640.1, Smp_096640.2	T265_15068
OG0000681	Smp_139540.1	T265_15309
OG0000682	Smp_310140.1	T265_05067
OG0000683	Smp_028730.1	T265_03513
OG0000684	Smp_210150.1	T265_02396
OG0000685	Smp_145410.1, Smp_145410.2	T265_14345
OG0000686	Smp_166830.1	T265_06598
OG0000687	Smp_169260.2, Smp_169260.1	T265_13762
OG0000688	Smp_244830.1	T265_09228
OG0000690	Smp_176620.1	T265_15342
OG0000691	Smp_201940.1, Smp_205780.1, Smp_348270.1	T265_13940
OG0000695	Smp_126480.1	T265_07910
OG0000695	Smp_078690.1	T265_07140
OG0000696	Smp_302850.1	T265_00960
OG0000697	Smp_148720.1	T265_02565
OG0000698	Smp_015220.1, Smp_015220.2	T265_04366
OG0000699	Smp_008490.1	T265_08805
OG0000699	Smp_157950.1	T265_03971
OG0000700	Smp_349610.1, Smp_319400.1, Smp_092150.1, Smp_151640.1	T265_06924, T265_06925
OG0000701	Smp_132270.1	T265_02016
OG0000702	Smp_123060.1	T265_08615
OG0000703	Smp_123720.1	T265_14823, T265_09393, T265_14824
OG0000704	Smp_072110.1	T265_10029
OG0000705	Smp_347680.1	T265_10453
OG0000706	Smp_104670.1	T265_01271, T265_09997
OG0000706	Smp_014660.1	T265_00020
OG0000707	Smp_152960.1	T265_15248, T265_15672
OG0000708	Smp_041060.1	T265_05018
OG0000709	Smp_198940.1	T265_13137
OG0000710	Smp_346720.1	T265_14772
OG0000711	Smp_334200.1	T265_13046
OG0000712	Smp_148370.1	T265_00357
OG0000713	Smp_312660.1	T265_15192
OG0000714	Smp_196150.1, Smp_196150.2	T265_12461
OG0000715	Smp_076950.1	T265_06936, T265_16285
OG0000716	Smp_244580.1	T265_01851
OG0000717	Smp_311920.1, Smp_346240.1	T265_15060
OG0000718	Smp_135560.1	T265_15816
OG0000721	Smp_122800.1	T265_00362
OG0000722	Smp_166610.1	T265_03018, T265_03020
OG0000723	Smp_169520.1	T265_10513, T265_14119
OG0000724	Smp_157560.1	T265_15804, T265_04091, T265_04747
OG0000725	Smp_155780.1	T265_05721
OG0000727	Smp_079700.1	T265_07029
OG0000728	Smp_071960.1	T265_02822
OG0000729	Smp_128370.1	T265_03115
OG0000730	Smp_074070.1	T265_10980
OG0000731	Smp_347040.1	T265_11322
OG0000732	Smp_343150.1	T265_11823
OG0000733	Smp_169150.1, Smp_169150.2	T265_05137, T265_13691, T265_13693
OG0000737	Smp_305100.1, Smp_305110.1	T265_05237
OG0000738	Smp_205270.1, Smp_346410.1	T265_05635, T265_05639
OG0000740	Smp_093920.1	T265_04555
OG0000741	Smp_129260.1	T265_10490
OG0000743	Smp_150340.1	T265_02255
OG0000744	Smp_171640.1	T265_13534
OG0000745	Smp_142600.1	T265_15592, T265_01499
OG0000746	Smp_018250.1, Smp_018250.2	T265_08923
OG0000747	Smp_344430.1, Smp_344430.2	T265_14015
OG0000748	Smp_053220.1	T265_08449, T265_15607, T265_15918, T265_12210
OG0000748	Smp_150700.1	T265_12895
OG0000749	Smp_213300.1, Smp_213300.2	T265_15534
OG0000750	Smp_306910.1	T265_01999
OG0000751	Smp_159490.1, Smp_057620.1	T265_14248
OG0000752	Smp_015020.1, Smp_130300.1	T265_14207
OG0000753	Smp_334530.1	T265_11361
OG0000754	Smp_123040.1	T265_01325
OG0000755	Smp_145510.1, Smp_145510.2	T265_14500, T265_14501
OG0000756	Smp_344380.1	T265_04901
OG0000757	Smp_148250.1	T265_14154
OG0000758	Smp_190020.2, Smp_190020.1	T265_03111
OG0000759	Smp_135460.1	T265_14472, T265_14473, T265_15924
OG0000760	Smp_056640.1	T265_14346
OG0000761	Smp_175340.1	T265_01230
OG0000762	Smp_136300.1	T265_07913
OG0000762	Smp_172200.1	T265_01864
OG0000763	Smp_038140.1, Smp_038140.2	T265_06905
OG0000764	Smp_128420.1, Smp_128420.2	T265_00997
OG0000765	Smp_094420.1	T265_00442
OG0000765	Smp_024520.1	T265_00440
OG0000766	Smp_127460.1, Smp_127460.2	T265_12796
OG0000767	Smp_243680.1	T265_12911
OG0000768	Smp_049390.1	T265_06451
OG0000769	Smp_343570.1	T265_01586
OG0000770	Smp_130580.1	T265_12873
OG0000773	Smp_162030.1, Smp_162030.2	T265_00411
OG0000774	Smp_131070.1, Smp_131070.2, Smp_131070.3	T265_08743
OG0000775	Smp_167020.1	T265_13684
OG0000776	Smp_001360.1	T265_07866
OG0000776	Smp_032810.1	T265_12745
OG0000777	Smp_130070.2, Smp_130070.3, Smp_130070.4, Smp_130070.1, Smp_130070.5	T265_02206
OG0000778	Smp_306370.1	T265_01511, T265_10392, T265_10394
OG0000779	Smp_171600.1	T265_07269
OG0000780	Smp_146830.1, Smp_146830.3, Smp_146830.2	T265_06690
OG0000781	Smp_143130.1	T265_11274
OG0000781	Smp_048560.2, Smp_048560.1	T265_10911
OG0000782	Smp_161680.1	T265_10870, T265_12889
OG0000783	Smp_337480.1, Smp_337480.2	T265_10176
OG0000784	Smp_094340.1	T265_12066
OG0000785	Smp_194420.1	T265_09886
OG0000786	Smp_247200.1	T265_03503
OG0000787	Smp_300570.1, Smp_121920.1, Smp_121920.2	T265_06799
OG0000788	Smp_058360.1	T265_03219
OG0000789	Smp_123840.1, Smp_123860.1	T265_01031
OG0000790	Smp_247160.2, Smp_247160.1	T265_00688
OG0000791	Smp_343700.1, Smp_343700.2	T265_14202, T265_14203
OG0000792	Smp_158720.1	T265_14379
OG0000793	Smp_140330.1	T265_07034
OG0000794	Smp_335080.1, Smp_334400.1, Smp_159110.1	T265_00948
OG0000795	Smp_125340.1, Smp_125340.2	T265_16059
OG0000796	Smp_151200.1, Smp_151210.1, Smp_333180.1	T265_14897
OG0000797	Smp_039820.1	T265_15019
OG0000798	Smp_341650.1	T265_15843
OG0000799	Smp_030320.1	T265_01805
OG0000800	Smp_244710.1	T265_10271, T265_16198
OG0000801	Smp_020550.1, Smp_020550.3, Smp_020550.2	T265_05496
OG0000802	Smp_137020.1	T265_12896
OG0000802	Smp_340590.1	T265_06568
OG0000803	Smp_212940.1	T265_00805
OG0000804	Smp_332620.1	T265_08025
OG0000805	Smp_010280.1	T265_13484
OG0000806	Smp_127030.1	T265_09116
OG0000807	Smp_304360.1	T265_06277
OG0000808	Smp_010690.1	T265_09441
OG0000808	Smp_127830.1	T265_09443
OG0000809	Smp_173330.1	T265_05763
OG0000810	Smp_003670.1, Smp_003670.2	T265_11471
OG0000811	Smp_178750.1	T265_14828
OG0000812	Smp_017750.1	T265_15805
OG0000813	Smp_179270.1	T265_10364
OG0000814	Smp_150230.1, Smp_150230.2	T265_15846, T265_11631
OG0000815	Smp_307960.1	T265_14139, T265_14138
OG0000816	Smp_304140.1, Smp_314620.1	T265_10520, T265_15172
OG0000817	Smp_030860.1	T265_03538
OG0000818	Smp_346810.1, Smp_177290.1	T265_12681
OG0000819	Smp_002600.1, Smp_002600.2	T265_02518
OG0000820	Smp_040130.1	T265_01694
OG0000820	Smp_346190.1	T265_13819
OG0000821	Smp_310830.1, Smp_310820.1	T265_13288
OG0000822	Smp_064020.1	T265_03848
OG0000823	Smp_082810.1	T265_00829
OG0000823	Smp_130230.1, Smp_062300.1, Smp_062300.2	T265_11555
OG0000824	Smp_028670.1	T265_07875
OG0000826	Smp_155630.1	T265_06114
OG0000827	Smp_043120.1	T265_04215, T265_13453, T265_08146, T265_00316
OG0000830	Smp_157410.1	T265_03604
OG0000831	Smp_040350.1	T265_11740
OG0000832	Smp_029240.1	T265_06731
OG0000833	Smp_196700.1	T265_15296
OG0000834	Smp_171150.1	T265_08688
OG0000835	Smp_310870.1	T265_05875
OG0000836	Smp_083770.1	T265_07620, T265_16203
OG0000837	Smp_140390.1	T265_08390
OG0000838	Smp_213910.1, Smp_213900.1	T265_02612
OG0000839	Smp_071140.1	T265_03005
OG0000840	Smp_345540.1	T265_12899
OG0000841	Smp_032510.1	T265_06170
OG0000842	Smp_179810.1	T265_14136
OG0000843	Smp_150510.1	T265_02386
OG0000844	Smp_166560.1, Smp_166560.2	T265_00279
OG0000845	Smp_141460.1	T265_12579
OG0000846	Smp_341400.1	T265_05703
OG0000847	Smp_056360.1	T265_07827, T265_09008, T265_01575, T265_07199
OG0000848	Smp_343320.1	T265_00764
OG0000849	Smp_196290.1	T265_12610
OG0000850	Smp_163620.1	T265_10398
OG0000851	Smp_173320.2, Smp_173320.1	T265_04154
OG0000852	Smp_193440.1	T265_08766
OG0000853	Smp_043670.2, Smp_043670.1	T265_06027
OG0000854	Smp_345740.1	T265_15559, T265_14260, T265_15560
OG0000855	Smp_147670.1	T265_13837, T265_15500
OG0000856	Smp_164880.1, Smp_327030.1	T265_14822
OG0000857	Smp_139100.2, Smp_139100.1, Smp_139100.3	T265_14322
OG0000858	Smp_007650.1	T265_15000
OG0000860	Smp_150500.1	T265_06072
OG0000860	Smp_181470.1	T265_05631
OG0000861	Smp_333080.1	T265_04574
OG0000862	Smp_098320.1, Smp_098320.2	T265_09368, T265_09366, T265_09369
OG0000863	Smp_350030.1	T265_05435
OG0000864	Smp_302460.1, Smp_059790.1	T265_05363
OG0000865	Smp_007180.1, Smp_007180.2	T265_05335
OG0000866	Smp_244800.1	T265_09230
OG0000867	Smp_322570.1	T265_03080
OG0000869	Smp_063090.1	T265_14256
OG0000870	Smp_015840.1	T265_06698
OG0000872	Smp_139030.1	T265_16288, T265_12059
OG0000873	Smp_162310.1	T265_15131
OG0000874	Smp_051530.1, Smp_051530.2	T265_04488, T265_09986, T265_09985
OG0000876	Smp_171020.1	T265_03229
OG0000877	Smp_171860.1	T265_14662
OG0000879	Smp_333470.1, Smp_335800.1, Smp_307800.1, Smp_350500.1, Smp_350500.2, Smp_325630.1, Smp_138000.1, Smp_325620.1, Smp_325610.1	T265_08209
OG0000881	Smp_214000.1	T265_09970
OG0000882	Smp_333390.1, Smp_333390.2	T265_15327, T265_15326
OG0000882	Smp_148670.1	T265_00439, T265_08858
OG0000883	Smp_148660.1	T265_08857
OG0000884	Smp_171790.1	T265_10076, T265_15490
OG0000885	Smp_332820.1	T265_12962, T265_02246
OG0000886	Smp_085290.1	T265_01994
OG0000887	Smp_157920.1	T265_15509
OG0000888	Smp_247480.1, Smp_055240.1	T265_14777, T265_14776
OG0000889	Smp_167330.1	T265_10291, T265_03241
OG0000890	Smp_172060.1	T265_04042, T265_05866
OG0000891	Smp_144570.1	T265_13383, T265_13385
OG0000892	Smp_045360.1	T265_13465, T265_04286
OG0000894	Smp_165000.1	T265_14564, T265_08709
OG0000895	Smp_155330.1	T265_08916
OG0000896	Smp_307090.1	T265_11745, T265_15524
OG0000897	Smp_159120.1, Smp_159130.1	T265_09054
OG0000898	Smp_213760.1	T265_03575
OG0000899	Smp_132180.1	T265_00966
OG0000900	Smp_304260.1, Smp_304250.1	T265_15960
OG0000901	Smp_181390.1	T265_03340
OG0000902	Smp_194520.1	T265_03522
OG0000903	Smp_135270.1	T265_02094
OG0000904	Smp_331780.1	T265_06409
OG0000905	Smp_180790.1	T265_08905
OG0000906	Smp_213030.1	T265_09792
OG0000907	Smp_135490.1	T265_00831
OG0000908	Smp_337250.1, Smp_341790.1, Smp_323680.1, Smp_323710.1	T265_13306
OG0000910	Smp_078400.1	T265_10833
OG0000911	Smp_105700.1	T265_11627, T265_11628
OG0000912	Smp_167950.1	T265_06227
OG0000913	Smp_210780.1	T265_10377, T265_05795, T265_15140
OG0000914	Smp_160760.1, Smp_160760.2	T265_06456
OG0000915	Smp_034660.3, Smp_034660.2, Smp_034660.1	T265_00756
OG0000916	Smp_147990.1	T265_11901
OG0000917	Smp_343610.1	T265_02425
OG0000918	Smp_246670.1	T265_13665
OG0000919	Smp_129210.1	T265_11299
OG0000920	Smp_300910.3, Smp_300910.1, Smp_300910.2	T265_04838
