Orthogroup	schistosoma_mansoni	schistosoma_margrebowiei
OG0000112	Smp_156910.3, Smp_156910.4, Smp_156910.1, Smp_156910.5, Smp_156910.6, Smp_156910.2	SMRG1_84400.11, SMRG1_84400.3, SMRG1_84400.8, SMRG1_84400.10, SMRG1_84400.1, SMRG1_84400.5, SMRG1_84400.12, SMRG1_84400.2, SMRG1_84400.4, SMRG1_84400.6, SMRG1_84400.9, SMRG1_84400.7
OG0000113	Smp_349770.1, Smp_336365.1, Smp_349460.1	SMRG1_10460.3, SMRG1_10460.4, SMRG1_26630.4, SMRG1_26630.5, SMRG1_26630.6, SMRG1_12980.4, SMRG1_12980.2, SMRG1_10460.1, SMRG1_10460.2, SMRG1_12980.1, SMRG1_12980.3, SMRG1_26630.1, SMRG1_26630.2, SMRG1_26630.3
OG0000114	Smp_144700.1	SMRG1_95870.6, SMRG1_95870.1, SMRG1_95870.2, SMRG1_95870.8, SMRG1_95870.5, SMRG1_95870.7, SMRG1_95870.11, SMRG1_95870.9, SMRG1_95870.10, SMRG1_95870.12, SMRG1_95870.3, SMRG1_95870.4
OG0000115	Smp_094320.1	SMRG1_36780.14, SMRG1_36780.16, SMRG1_36780.18, SMRG1_36780.2, SMRG1_36780.3, SMRG1_36780.4, SMRG1_36780.1, SMRG1_36780.11, SMRG1_36780.12, SMRG1_36780.13, SMRG1_36780.5, SMRG1_36780.6, SMRG1_36780.9, SMRG1_36780.10, SMRG1_36780.15, SMRG1_36780.17, SMRG1_36780.7, SMRG1_36780.8
OG0000116	Smp_013840.1, Smp_013840.2	SMRG1_50820.3, SMRG1_50820.5, SMRG1_50820.4, SMRG1_50820.7, SMRG1_50820.10, SMRG1_50820.1, SMRG1_50820.2, SMRG1_50820.8, SMRG1_50820.6, SMRG1_50820.9
OG0000117	Smp_014170.1	SMRG1_30060.1
OG0000118	Smp_319790.1	SMRG1_39540.1, SMRG1_39540.2
OG0000118	Smp_344080.1	SMRG1_39520.1
OG0000118	Smp_319780.1, Smp_319770.1, Smp_319770.2	SMRG1_39530.1
OG0000119	Smp_247020.1	SMRG1_96690.2, SMRG1_96690.1, SMRG1_96690.3, SMRG1_96690.8, SMRG1_96690.7, SMRG1_96690.4, SMRG1_96690.6, SMRG1_96690.5, SMRG1_96700.1
OG0000120	Smp_167850.1	SMRG1_30130.18, SMRG1_30130.12, SMRG1_30130.13, SMRG1_30130.8, SMRG1_30130.10, SMRG1_30130.11, SMRG1_30130.15, SMRG1_30130.16, SMRG1_30130.7, SMRG1_30130.9, SMRG1_30130.5, SMRG1_30130.1, SMRG1_30130.2, SMRG1_30130.4, SMRG1_30130.3, SMRG1_30130.14, SMRG1_30130.17, SMRG1_30130.6
OG0000122	Smp_344340.1	SMRG1_80900.10, SMRG1_80900.1, SMRG1_80900.5, SMRG1_80900.8, SMRG1_80900.4, SMRG1_80900.9, SMRG1_80900.2, SMRG1_80900.3, SMRG1_80900.6, SMRG1_80900.7
OG0000123	Smp_165350.3, Smp_165350.1, Smp_165350.2, Smp_165350.5, Smp_165350.4	SMRG1_78990.10, SMRG1_78990.2, SMRG1_78990.1, SMRG1_78990.4, SMRG1_78990.5, SMRG1_78990.15, SMRG1_78990.17, SMRG1_78990.16, SMRG1_78990.14, SMRG1_78990.11, SMRG1_78990.13, SMRG1_78990.9, SMRG1_78990.7, SMRG1_78990.3, SMRG1_78990.8, SMRG1_78990.12, SMRG1_78990.6
OG0000125	Smp_097830.2, Smp_097830.1, Smp_097830.3	SMRG1_290.1, SMRG1_290.10, SMRG1_290.2, SMRG1_290.4, SMRG1_290.9, SMRG1_290.5, SMRG1_290.6, SMRG1_290.3, SMRG1_290.11, SMRG1_290.12, SMRG1_290.13, SMRG1_290.8, SMRG1_290.7
OG0000126	Smp_008620.1	SMRG1_72460.3, SMRG1_72460.9, SMRG1_72460.10, SMRG1_72460.4, SMRG1_72460.5, SMRG1_72460.6, SMRG1_72460.7, SMRG1_72460.8, SMRG1_72460.25, SMRG1_72460.15, SMRG1_72460.1, SMRG1_72460.11, SMRG1_72460.12, SMRG1_72460.13, SMRG1_72460.14, SMRG1_72460.16, SMRG1_72460.17, SMRG1_72460.18, SMRG1_72460.19, SMRG1_72460.2, SMRG1_72460.20, SMRG1_72460.21, SMRG1_72460.22, SMRG1_72460.23, SMRG1_72460.24
OG0000127	Smp_316780.1, Smp_308060.3, Smp_308060.1, Smp_184350.2, Smp_184350.1, Smp_317400.1, Smp_349030.1, Smp_319340.2, Smp_319340.1, Smp_319340.3, Smp_243170.1, Smp_184350.3	SMRG1_21350.2, SMRG1_21350.5, SMRG1_21350.7, SMRG1_21350.8, SMRG1_21350.1, SMRG1_21350.3, SMRG1_21350.4, SMRG1_21350.9, SMRG1_21350.6
OG0000128	Smp_332660.1	SMRG1_43330.1
OG0000129	Smp_140420.1	SMRG1_32350.1, SMRG1_32350.5, SMRG1_32350.2, SMRG1_32350.6, SMRG1_32350.9, SMRG1_32350.4, SMRG1_32350.8, SMRG1_32350.7, SMRG1_32350.10, SMRG1_32350.3
OG0000130	Smp_060420.1, Smp_060420.2	SMRG1_82830.1, SMRG1_82830.3, SMRG1_82830.4, SMRG1_82830.2, SMRG1_82830.5
OG0000131	Smp_322720.1	SMRG1_8260.1
OG0000131	Smp_342380.1	SMRG1_8330.1
OG0000131	Smp_155520.1, Smp_155520.2	SMRG1_86920.1, SMRG1_86880.1, SMRG1_86960.1
OG0000131	Smp_336270.1	SMRG1_86930.1, SMRG1_86890.1, SMRG1_86900.1, SMRG1_86850.1, SMRG1_86860.1, SMRG1_86870.1
OG0000132	Smp_028030.1	SMRG1_35650.2, SMRG1_35650.1, SMRG1_35650.4, SMRG1_35650.3
OG0000133	Smp_072980.1	SMRG1_31690.2, SMRG1_31690.3, SMRG1_31690.7, SMRG1_31690.6, SMRG1_31690.1, SMRG1_31690.4, SMRG1_31690.5
OG0000134	Smp_032480.1	SMRG1_19740.6, SMRG1_19740.4, SMRG1_19740.1, SMRG1_19740.5, SMRG1_19740.9, SMRG1_19740.2, SMRG1_19740.7, SMRG1_19740.8
OG0000135	Smp_046060.1, Smp_046060.2	SMRG1_12940.1
OG0000136	Smp_174310.1	SMRG1_7080.1, SMRG1_7050.1
OG0000137	Smp_320100.1	SMRG1_42370.1
OG0000137	Smp_320110.1	SMRG1_42380.1
OG0000137	Smp_334920.1	SMRG1_42280.1
OG0000137	Smp_166340.1	SMRG1_42310.1
OG0000137	Smp_081900.1	SMRG1_42340.1, SMRG1_42350.1, SMRG1_42360.1
OG0000137	Smp_166350.1	SMRG1_42300.1
OG0000137	Smp_348070.1	SMRG1_42290.1
OG0000138	Smp_158600.1	SMRG1_88720.1, SMRG1_88720.2, SMRG1_88720.3
OG0000138	Smp_335620.1	SMRG1_45290.1, SMRG1_45290.2, SMRG1_45290.4, SMRG1_45290.3
OG0000139	Smp_031040.1	SMRG1_3830.2, SMRG1_3830.1, SMRG1_3830.3, SMRG1_3830.4, SMRG1_3830.5
OG0000140	Smp_059210.1, Smp_059210.2	SMRG1_76690.9, SMRG1_76690.12, SMRG1_76690.3, SMRG1_76690.4, SMRG1_76690.2, SMRG1_76690.31, SMRG1_76690.26, SMRG1_76690.14, SMRG1_76690.8, SMRG1_76690.10, SMRG1_76690.16, SMRG1_76690.19, SMRG1_76690.21, SMRG1_76690.18
OG0000142	Smp_139680.1	SMRG1_19600.1
OG0000142	Smp_120070.1	SMRG1_19610.1
OG0000142	Smp_203950.1	SMRG1_19620.1, SMRG1_19620.2
OG0000142	Smp_309700.1, Smp_306970.1, Smp_032370.1, Smp_306960.1	SMRG1_19660.1, SMRG1_19630.1, SMRG1_19650.1
OG0000143	Smp_202190.1, Smp_301550.1, Smp_326730.1	SMRG1_69760.1, SMRG1_69750.1, SMRG1_69800.1, SMRG1_69770.1, SMRG1_69780.1
OG0000144	Smp_034190.1	SMRG1_55210.1, SMRG1_55210.2, SMRG1_55210.3
OG0000144	Smp_097660.1	SMRG1_27740.1, SMRG1_27740.2, SMRG1_27740.3, SMRG1_27740.4
OG0000144	Smp_166400.1	SMRG1_57620.1, SMRG1_57620.2
OG0000145	Smp_110280.1, Smp_110280.2	SMRG1_33300.21, SMRG1_33300.24, SMRG1_33300.28, SMRG1_33300.25, SMRG1_33300.27, SMRG1_33300.11, SMRG1_33300.12, SMRG1_33300.7, SMRG1_33300.15, SMRG1_33300.10, SMRG1_33300.13, SMRG1_33300.23, SMRG1_33300.18, SMRG1_33300.1, SMRG1_33300.29, SMRG1_33300.8, SMRG1_33300.16, SMRG1_33300.26, SMRG1_33300.4, SMRG1_33300.5, SMRG1_33300.14, SMRG1_33300.6, SMRG1_33300.2, SMRG1_33300.9, SMRG1_33300.20, SMRG1_33300.3, SMRG1_33300.19, SMRG1_33300.17, SMRG1_33300.30, SMRG1_33300.31, SMRG1_33300.32
OG0000146	Smp_016630.1	SMRG1_92560.1
OG0000146	Smp_246100.1	SMRG1_57150.1
OG0000146	Smp_020080.1	SMRG1_29220.1
OG0000146	Smp_016250.1	SMRG1_47900.1
OG0000147	Smp_019170.1	SMRG1_36190.1, SMRG1_36190.2, SMRG1_36190.3, SMRG1_36190.4, SMRG1_36190.6, SMRG1_36190.7, SMRG1_36190.8, SMRG1_36190.5
OG0000148	Smp_346640.1	SMRG1_31320.3, SMRG1_31320.1, SMRG1_31320.6, SMRG1_31320.4, SMRG1_31320.2, SMRG1_31320.5
OG0000151	Smp_167920.1	SMRG1_64190.7, SMRG1_64190.3, SMRG1_64190.1, SMRG1_64190.2, SMRG1_64190.6, SMRG1_64190.10, SMRG1_64190.12, SMRG1_64190.8, SMRG1_64190.11, SMRG1_64190.4, SMRG1_64190.5, SMRG1_64190.9
OG0000152	Smp_078310.1	SMRG1_10680.3, SMRG1_10680.1, SMRG1_10680.2, SMRG1_10680.5, SMRG1_10680.4
OG0000153	Smp_013950.1	SMRG1_50760.1, SMRG1_50760.2, SMRG1_50760.3
OG0000153	Smp_169090.1	SMRG1_51420.1, SMRG1_51430.1
OG0000153	Smp_169050.2, Smp_169050.1	SMRG1_51370.1, SMRG1_51370.2, SMRG1_51370.3
OG0000154	Smp_333260.1	SMRG1_16600.10, SMRG1_16600.5, SMRG1_16600.3, SMRG1_16600.4, SMRG1_16600.8, SMRG1_16600.1, SMRG1_16600.9, SMRG1_16600.2, SMRG1_16600.6, SMRG1_16600.7
OG0000155	Smp_302040.1, Smp_302040.2, Smp_302040.3	SMRG1_48180.1, SMRG1_37110.4, SMRG1_37110.1, SMRG1_37110.6, SMRG1_37110.5, SMRG1_37110.2, SMRG1_37110.3, SMRG1_37110.7
OG0000156	Smp_143840.1	SMRG1_19380.2, SMRG1_19380.1
OG0000156	Smp_039750.3, Smp_039750.1, Smp_039750.2	SMRG1_19370.4, SMRG1_19370.2, SMRG1_19370.1, SMRG1_19370.3, SMRG1_19370.5
OG0000157	Smp_212410.1, Smp_212410.2	SMRG1_62340.1
OG0000157	Smp_332710.1	SMRG1_44190.1
OG0000157	Smp_153100.1	SMRG1_95740.2, SMRG1_95740.3, SMRG1_95740.1
OG0000158	Smp_068960.1	SMRG1_5270.1
OG0000159	Smp_129520.1	SMRG1_62800.15, SMRG1_62800.10, SMRG1_62800.12, SMRG1_62800.13, SMRG1_62800.2, SMRG1_62800.3, SMRG1_62800.1, SMRG1_62800.11, SMRG1_62800.14, SMRG1_62800.4, SMRG1_62800.5, SMRG1_62800.7, SMRG1_62800.8, SMRG1_62800.9, SMRG1_62800.6
OG0000160	Smp_136550.1	SMRG1_14090.1, SMRG1_14090.3, SMRG1_14090.2, SMRG1_14090.4
OG0000161	Smp_301780.1	SMRG1_34830.1, SMRG1_34830.2, SMRG1_34830.8, SMRG1_34830.10, SMRG1_34830.3, SMRG1_34830.4, SMRG1_34830.11, SMRG1_34830.5, SMRG1_34830.7, SMRG1_34830.9, SMRG1_34830.6
OG0000164	Smp_179910.1	SMRG1_59430.1
OG0000164	Smp_062510.1	SMRG1_77760.1
OG0000164	Smp_142450.1	SMRG1_56000.1
OG0000164	Smp_071250.1	SMRG1_30410.1
OG0000165	Smp_002820.1	SMRG1_66180.2, SMRG1_66180.3, SMRG1_66180.4, SMRG1_66180.6, SMRG1_66180.5, SMRG1_66180.1, SMRG1_66180.10, SMRG1_66180.9, SMRG1_66180.7, SMRG1_66180.8
OG0000166	Smp_173060.1	SMRG1_88760.12, SMRG1_88760.19, SMRG1_88760.1, SMRG1_88760.2, SMRG1_88760.4, SMRG1_88760.17, SMRG1_88760.18, SMRG1_88760.22, SMRG1_88760.7, SMRG1_88760.16, SMRG1_88760.13, SMRG1_88760.10, SMRG1_88760.26, SMRG1_88760.28, SMRG1_88760.20, SMRG1_88760.24, SMRG1_88760.6, SMRG1_88760.25, SMRG1_88760.5, SMRG1_88760.9, SMRG1_88760.8, SMRG1_88760.3, SMRG1_88760.15, SMRG1_88760.23, SMRG1_88760.14, SMRG1_88760.21, SMRG1_88760.11, SMRG1_88760.27
OG0000167	Smp_042550.1, Smp_042550.2	SMRG1_75530.10, SMRG1_75530.4, SMRG1_75530.7, SMRG1_75530.8, SMRG1_75530.9, SMRG1_75530.1, SMRG1_75530.2, SMRG1_75530.3, SMRG1_75530.5, SMRG1_75530.6
OG0000168	Smp_137740.1, Smp_137740.2	SMRG1_120.1
OG0000169	Smp_041460.1	SMRG1_95990.1
OG0000169	Smp_155310.1	SMRG1_44290.1, SMRG1_44290.2
OG0000169	Smp_140000.1	SMRG1_95480.1
OG0000170	Smp_343440.1	SMRG1_72530.1
OG0000172	Smp_161110.1, Smp_161110.6, Smp_161110.5, Smp_161110.4, Smp_161110.2, Smp_161110.3	SMRG1_16170.5, SMRG1_16170.6, SMRG1_16170.4
OG0000173	Smp_344580.1	SMRG1_83250.10, SMRG1_83250.13, SMRG1_83250.11, SMRG1_83250.12, SMRG1_83250.1, SMRG1_83250.3, SMRG1_83250.8, SMRG1_83250.9, SMRG1_83250.14, SMRG1_83250.6, SMRG1_83250.2, SMRG1_83250.5, SMRG1_83250.7, SMRG1_83250.4
OG0000175	Smp_195090.1	SMRG1_41520.1, SMRG1_41520.2, SMRG1_41560.1
OG0000175	Smp_169200.1	SMRG1_41510.1
OG0000175	Smp_169190.1	SMRG1_41490.1
OG0000175	Smp_086530.1	SMRG1_41480.1
OG0000177	Smp_333480.1, Smp_333480.2	SMRG1_59150.6, SMRG1_59150.7, SMRG1_59150.3, SMRG1_59150.4, SMRG1_59150.1, SMRG1_59150.2, SMRG1_59150.9, SMRG1_59150.5, SMRG1_59150.8
OG0000178	Smp_150750.1	SMRG1_26250.2, SMRG1_26250.1, SMRG1_26250.3, SMRG1_26250.4
OG0000179	Smp_134080.1	SMRG1_56470.1, SMRG1_56470.2
OG0000179	Smp_246010.1	SMRG1_56500.1, SMRG1_56500.3, SMRG1_56500.2, SMRG1_56500.4
OG0000180	Smp_346170.1	SMRG1_81380.2, SMRG1_81380.1, SMRG1_81380.3
OG0000180	Smp_314210.1, Smp_345210.1	SMRG1_81390.1
OG0000180	Smp_314200.1, Smp_317150.1	SMRG1_81370.1
OG0000182	Smp_159990.1	SMRG1_58350.3, SMRG1_58350.1, SMRG1_58350.2
OG0000182	Smp_020270.1, Smp_020270.2	SMRG1_28980.1
OG0000183	Smp_152870.1	SMRG1_32730.1, SMRG1_32730.8, SMRG1_32730.4, SMRG1_32730.7, SMRG1_32730.10, SMRG1_32730.12, SMRG1_32730.3, SMRG1_32730.11, SMRG1_32730.13, SMRG1_32730.2, SMRG1_32730.6, SMRG1_32730.5, SMRG1_32730.9
OG0000184	Smp_167750.1	SMRG1_50570.1, SMRG1_50570.2, SMRG1_50570.3, SMRG1_50570.4, SMRG1_50570.5, SMRG1_50570.6, SMRG1_50570.7, SMRG1_50570.8
OG0000184	Smp_004220.1	SMRG1_50580.1
OG0000185	Smp_057120.1, Smp_057120.2	SMRG1_32860.3, SMRG1_32860.4, SMRG1_32860.7, SMRG1_32860.11, SMRG1_32860.1, SMRG1_32860.2, SMRG1_32860.5, SMRG1_32860.8, SMRG1_32860.10, SMRG1_32860.6, SMRG1_32860.9
OG0000186	Smp_334080.1	SMRG1_72910.1
OG0000187	Smp_014670.1	SMRG1_52940.5, SMRG1_52940.7, SMRG1_52940.10, SMRG1_52940.11, SMRG1_52940.3, SMRG1_52940.4, SMRG1_52940.1, SMRG1_52940.9, SMRG1_52940.2, SMRG1_52940.8, SMRG1_52940.12, SMRG1_52940.6
OG0000188	Smp_125770.1	SMRG1_31810.3, SMRG1_31810.4, SMRG1_31810.5, SMRG1_31810.2, SMRG1_31810.1
OG0000189	Smp_347670.1	SMRG1_6470.1
OG0000190	Smp_113610.1, Smp_344690.2, Smp_344690.4, Smp_344690.1, Smp_344690.3	SMRG1_52360.2, SMRG1_52360.3, SMRG1_52360.1, SMRG1_52360.4
OG0000191	Smp_154670.1	SMRG1_38000.1
OG0000191	Smp_187360.1	SMRG1_38070.1
OG0000191	Smp_154680.1	SMRG1_38010.1
OG0000192	Smp_009990.1	SMRG1_63620.6, SMRG1_63620.10, SMRG1_63620.3, SMRG1_63620.7, SMRG1_63620.4, SMRG1_63620.1, SMRG1_63620.8, SMRG1_63620.5, SMRG1_63620.9, SMRG1_63620.11, SMRG1_63620.2
OG0000193	Smp_151750.1, Smp_211070.1	SMRG1_58530.1, SMRG1_58530.2, SMRG1_58530.6, SMRG1_58540.1, SMRG1_58530.3, SMRG1_58530.4, SMRG1_58530.5
OG0000194	Smp_145190.1, Smp_145190.2	SMRG1_75470.8, SMRG1_75470.4, SMRG1_75470.1, SMRG1_75470.5, SMRG1_75470.10, SMRG1_75470.7, SMRG1_75470.9, SMRG1_75470.6, SMRG1_75470.2, SMRG1_75470.3
OG0000195	Smp_089930.1	SMRG1_49310.3, SMRG1_49310.1, SMRG1_49310.6, SMRG1_49310.5, SMRG1_49310.2, SMRG1_49310.4
OG0000196	Smp_051090.1	SMRG1_90180.1, SMRG1_90180.2
OG0000196	Smp_337400.1, Smp_337400.3	SMRG1_13350.1
OG0000197	Smp_020070.1	SMRG1_29230.7, SMRG1_29230.1, SMRG1_29230.8, SMRG1_29230.2, SMRG1_29230.10, SMRG1_29230.9, SMRG1_29230.3, SMRG1_29230.4, SMRG1_29230.6, SMRG1_29230.5
OG0000198	Smp_342030.1	SMRG1_24800.1
OG0000198	Smp_058690.1, Smp_058700.1	SMRG1_14160.2, SMRG1_14180.2, SMRG1_14200.1, SMRG1_14200.2, SMRG1_14200.3
OG0000199	Smp_033950.1	SMRG1_32210.10, SMRG1_32210.2, SMRG1_32210.9, SMRG1_32210.5, SMRG1_32210.4, SMRG1_32210.1, SMRG1_32210.3, SMRG1_32210.8, SMRG1_32210.6, SMRG1_32210.7
OG0000201	Smp_158560.1, Smp_158560.2	SMRG1_40670.1, SMRG1_40670.4, SMRG1_40670.2, SMRG1_40670.3, SMRG1_40670.6, SMRG1_40670.5
OG0000202	Smp_129710.1	SMRG1_50740.1
OG0000203	Smp_168040.1	SMRG1_82920.1
OG0000204	Smp_336300.1	SMRG1_87700.1
OG0000204	Smp_309060.1, Smp_331260.1	SMRG1_87660.1, SMRG1_87680.1
OG0000204	Smp_089330.1	SMRG1_87640.1, SMRG1_87650.1, SMRG1_87670.1, SMRG1_87690.1
OG0000204	Smp_170890.1	SMRG1_88030.1
OG0000205	Smp_129770.1, Smp_129770.2	SMRG1_16310.1, SMRG1_16310.3, SMRG1_16310.4, SMRG1_16310.5, SMRG1_16310.2, SMRG1_16310.6
OG0000206	Smp_031920.1	SMRG1_34810.4
OG0000207	Smp_137320.1	SMRG1_35740.1
OG0000207	Smp_319310.1, Smp_319310.2	SMRG1_35770.1
OG0000207	Smp_137310.1	SMRG1_35760.1
OG0000207	Smp_178420.1	SMRG1_35780.1
OG0000207	Smp_027940.1	SMRG1_35750.1
OG0000209	Smp_214240.1, Smp_128390.1	SMRG1_8520.3, SMRG1_8520.7, SMRG1_8520.1, SMRG1_8520.4, SMRG1_8520.6, SMRG1_8520.5, SMRG1_8520.2, SMRG1_8520.9, SMRG1_8520.8, SMRG1_8520.10, SMRG1_8520.11
OG0000210	Smp_143690.1, Smp_143690.2	SMRG1_86140.5, SMRG1_86140.7, SMRG1_86140.8, SMRG1_86140.1, SMRG1_86140.2, SMRG1_86140.3, SMRG1_86140.4, SMRG1_86140.6
OG0000212	Smp_123940.1	SMRG1_25500.1, SMRG1_25500.2, SMRG1_25500.3, SMRG1_25500.4, SMRG1_25500.7, SMRG1_25500.6, SMRG1_25500.8, SMRG1_25500.5, SMRG1_25500.9
OG0000213	Smp_333170.1	SMRG1_15210.1, SMRG1_15220.1, SMRG1_15220.4, SMRG1_15220.5, SMRG1_15220.2, SMRG1_15220.3
OG0000214	Smp_134410.1, Smp_134410.3	SMRG1_4490.10, SMRG1_4490.5, SMRG1_4490.6, SMRG1_4490.8, SMRG1_4490.9, SMRG1_4490.4, SMRG1_4490.1, SMRG1_4490.3, SMRG1_4490.2, SMRG1_4490.7
OG0000216	Smp_321830.1	SMRG1_23510.1, SMRG1_23510.2
OG0000216	Smp_135200.1	SMRG1_45430.1, SMRG1_45430.2
OG0000217	Smp_343380.1	SMRG1_32460.2, SMRG1_32460.1, SMRG1_32460.3
OG0000218	Smp_244280.1	SMRG1_18220.1, SMRG1_18220.7, SMRG1_18220.3, SMRG1_18220.4, SMRG1_18220.6, SMRG1_18220.8, SMRG1_18220.10, SMRG1_18220.5, SMRG1_18220.9, SMRG1_18220.2
OG0000219	Smp_162080.1	SMRG1_60450.2, SMRG1_60450.3, SMRG1_60450.1, SMRG1_60450.4, SMRG1_60450.13, SMRG1_60450.14, SMRG1_60450.12, SMRG1_60450.6, SMRG1_60450.8, SMRG1_60450.10, SMRG1_60450.7, SMRG1_60450.9, SMRG1_60450.11, SMRG1_60450.5
OG0000220	Smp_329410.1, Smp_126840.1	SMRG1_74690.1
OG0000221	Smp_165820.1	SMRG1_9570.1
OG0000221	Smp_153140.1	SMRG1_2320.1
OG0000222	Smp_313450.1	SMRG1_76960.1, SMRG1_76900.1, SMRG1_76900.2
OG0000223	Smp_159100.1	SMRG1_9820.1
OG0000225	Smp_017730.1	SMRG1_2930.9, SMRG1_2930.8, SMRG1_2930.1, SMRG1_2930.4, SMRG1_2930.6, SMRG1_2930.7, SMRG1_2930.5, SMRG1_2930.2, SMRG1_2930.3
OG0000226	Smp_124820.1	SMRG1_35270.2, SMRG1_35270.1
OG0000227	Smp_122680.1	SMRG1_69010.4, SMRG1_69010.7, SMRG1_69010.2, SMRG1_69010.3, SMRG1_69010.5, SMRG1_69010.1, SMRG1_69010.6, SMRG1_69010.8, SMRG1_69010.9
OG0000228	Smp_104030.1	SMRG1_42400.8, SMRG1_42400.7, SMRG1_42400.3, SMRG1_42400.9, SMRG1_42400.5, SMRG1_42400.12, SMRG1_42400.13, SMRG1_42400.4, SMRG1_42400.6, SMRG1_42400.14, SMRG1_42400.1, SMRG1_42400.2, SMRG1_42400.15, SMRG1_42400.10, SMRG1_42400.11
OG0000229	Smp_307880.1	SMRG1_61800.3, SMRG1_61800.4, SMRG1_61800.1, SMRG1_61800.2
OG0000230	Smp_308600.1, Smp_308590.1	SMRG1_63810.4, SMRG1_63810.1, SMRG1_63810.3, SMRG1_63810.8, SMRG1_63810.7, SMRG1_63810.5, SMRG1_63810.6, SMRG1_63810.2
OG0000231	Smp_333830.1, Smp_170490.1, Smp_344860.1, Smp_327960.1	SMRG1_49470.3, SMRG1_49560.1, SMRG1_49550.1
OG0000231	Smp_327950.1	SMRG1_49510.1, SMRG1_49520.1, SMRG1_49520.2
OG0000232	Smp_331240.1, Smp_315230.1, Smp_317430.1, Smp_331230.1, Smp_331230.2	SMRG1_87490.1, SMRG1_87470.1, SMRG1_87470.2, SMRG1_87470.3, SMRG1_87500.1, SMRG1_87500.2, SMRG1_87500.6, SMRG1_87500.4, SMRG1_87500.3, SMRG1_87500.5
OG0000234	Smp_337850.1	SMRG1_38360.11, SMRG1_38360.5, SMRG1_38360.12, SMRG1_38360.4, SMRG1_38360.1, SMRG1_38360.2, SMRG1_38360.8, SMRG1_38360.9, SMRG1_38360.15, SMRG1_38360.6, SMRG1_38360.16, SMRG1_38360.10, SMRG1_38360.13, SMRG1_38360.3, SMRG1_38360.7, SMRG1_38360.14
OG0000235	Smp_342880.2	SMRG1_3690.1
OG0000236	Smp_147620.1	SMRG1_54900.2, SMRG1_54900.5, SMRG1_54900.6, SMRG1_54900.4, SMRG1_54900.3, SMRG1_54900.1
OG0000237	Smp_130030.1	SMRG1_52780.1, SMRG1_52780.4, SMRG1_52780.5, SMRG1_52780.2, SMRG1_52780.3, SMRG1_52780.6
OG0000238	Smp_158450.1	SMRG1_37750.1, SMRG1_37750.3, SMRG1_37750.2, SMRG1_37750.4
OG0000239	Smp_163610.1	SMRG1_27450.3, SMRG1_27450.2, SMRG1_27450.1
OG0000239	Smp_336250.1	SMRG1_85960.1, SMRG1_85960.4, SMRG1_85960.2, SMRG1_85960.3
OG0000240	Smp_168370.2	SMRG1_29520.4, SMRG1_29520.2
OG0000240	Smp_168370.1	SMRG1_29520.1, SMRG1_29520.3
OG0000241	Smp_244950.1	SMRG1_6860.1
OG0000241	Smp_244960.1	SMRG1_6850.1
OG0000241	Smp_171030.1	SMRG1_23810.1, SMRG1_23810.3, SMRG1_23810.2
OG0000242	Smp_346520.1	SMRG1_7190.3, SMRG1_7190.4, SMRG1_7190.5, SMRG1_7190.6, SMRG1_7190.1, SMRG1_7190.2
OG0000243	Smp_246870.1	SMRG1_5060.1, SMRG1_5060.4, SMRG1_5060.2, SMRG1_5060.5, SMRG1_5060.6, SMRG1_5060.3
OG0000245	Smp_315810.1, Smp_315810.2	SMRG1_16840.1, SMRG1_16840.2
OG0000246	Smp_334490.1	SMRG1_82890.4, SMRG1_82890.6, SMRG1_82890.7, SMRG1_82890.1, SMRG1_82890.5, SMRG1_82890.3, SMRG1_82890.2
OG0000247	Smp_340410.1	SMRG1_4690.3, SMRG1_4690.2, SMRG1_4690.4, SMRG1_4690.5, SMRG1_4690.6, SMRG1_4690.1
OG0000248	Smp_023360.1	SMRG1_65600.1, SMRG1_65600.2, SMRG1_65600.5, SMRG1_65600.4, SMRG1_65600.3, SMRG1_65600.6, SMRG1_65600.7
OG0000249	Smp_340960.1	SMRG1_18550.4, SMRG1_18550.1, SMRG1_18550.2, SMRG1_18550.3
OG0000250	Smp_049380.1	SMRG1_40120.2, SMRG1_40120.1, SMRG1_40120.3
OG0000251	Smp_055220.1	SMRG1_79160.1
OG0000252	Smp_088550.1	SMRG1_39220.4, SMRG1_39220.3, SMRG1_39220.5, SMRG1_39220.2, SMRG1_39220.1, SMRG1_39220.8, SMRG1_39220.7, SMRG1_39220.9, SMRG1_39220.6
OG0000253	Smp_130520.2, Smp_130520.1, Smp_130520.4, Smp_130520.3	SMRG1_17090.1
OG0000254	Smp_133740.1	SMRG1_8860.5, SMRG1_8860.6, SMRG1_8860.7, SMRG1_8860.2, SMRG1_8860.4, SMRG1_8860.1, SMRG1_8860.3
OG0000255	Smp_034870.1	SMRG1_28770.7, SMRG1_28770.6, SMRG1_28770.9, SMRG1_28770.11, SMRG1_28770.10, SMRG1_28770.5, SMRG1_28770.8, SMRG1_28770.1, SMRG1_28770.2, SMRG1_28770.3, SMRG1_28770.4
OG0000256	Smp_343260.1	SMRG1_45450.1
OG0000257	Smp_164930.1	SMRG1_26150.7, SMRG1_26150.1, SMRG1_26150.2, SMRG1_26150.3, SMRG1_26150.4, SMRG1_26150.8, SMRG1_26150.9, SMRG1_26150.10, SMRG1_26150.5, SMRG1_26150.6
OG0000258	Smp_065840.1	SMRG1_12000.1, SMRG1_12000.2, SMRG1_12000.3
