Orthogroup	schistosoma_mansoni	schistosoma_turkestanicum
OG0000250	Smp_049380.1	STRK1_38330.1, STRK1_99630.1, STRK1_99640.1
OG0000251	Smp_055220.1	STRK1_76350.1, STRK1_76350.2
OG0000252	Smp_088550.1	STRK1_41280.1, STRK1_41280.2
OG0000253	Smp_130520.2, Smp_130520.1, Smp_130520.4, Smp_130520.3	STRK1_4200.1
OG0000254	Smp_133740.1	STRK1_8800.2, STRK1_8800.5, STRK1_8800.1, STRK1_8800.3, STRK1_8790.1, STRK1_8800.4
OG0000255	Smp_034870.1	STRK1_27350.1
OG0000256	Smp_343260.1	STRK1_43030.1, STRK1_43030.3, STRK1_43030.2
OG0000257	Smp_164930.1	STRK1_26610.1, STRK1_26610.2, STRK1_26610.3, STRK1_26610.4
OG0000259	Smp_079370.1	STRK1_26930.1
OG0000260	Smp_081450.1	STRK1_20550.1
OG0000261	Smp_334030.1, Smp_334030.2	STRK1_68260.4, STRK1_68260.2, STRK1_68260.1, STRK1_68260.3
OG0000262	Smp_012580.2, Smp_012580.1	STRK1_29090.1, STRK1_29090.2
OG0000263	Smp_144430.1	STRK1_58480.1
OG0000264	Smp_347000.1	STRK1_82020.1
OG0000264	Smp_133490.1	STRK1_82030.1
OG0000264	Smp_134260.1	STRK1_99780.1
OG0000266	Smp_337080.1	STRK1_79400.1
OG0000267	Smp_179490.1, Smp_179490.3, Smp_179490.2	STRK1_78620.1, STRK1_78620.2
OG0000268	Smp_067810.1	STRK1_69760.1
OG0000268	Smp_194270.1	STRK1_12950.1
OG0000269	Smp_318690.1, Smp_031000.1, Smp_031000.2	STRK1_16300.1
OG0000270	Smp_246700.1	STRK1_25920.1, STRK1_25920.5, STRK1_25920.6, STRK1_25920.2, STRK1_25920.3, STRK1_25920.4
OG0000271	Smp_134670.1	STRK1_52250.1
OG0000272	Smp_045950.1, Smp_045950.2	STRK1_4830.1, STRK1_4830.2, STRK1_4830.4, STRK1_4830.3
OG0000273	Smp_171880.1	STRK1_7040.1, STRK1_7050.1
OG0000274	Smp_334430.3, Smp_334430.1, Smp_334430.2	STRK1_76560.5, STRK1_76560.3, STRK1_76560.4, STRK1_76560.1, STRK1_76560.2
OG0000275	Smp_196840.1	STRK1_33550.1
OG0000276	Smp_312920.1	STRK1_71710.1
OG0000277	Smp_332260.1, Smp_332260.2	STRK1_89530.1, STRK1_89530.2, STRK1_89530.3
OG0000281	Smp_154160.1	STRK1_81070.1
OG0000281	Smp_323740.1, Smp_344370.1	STRK1_15090.1
OG0000281	Smp_007730.1	STRK1_15770.1
OG0000282	Smp_034270.1	STRK1_48760.1, STRK1_48760.2
OG0000283	Smp_126240.1, Smp_126240.2	STRK1_60510.1, STRK1_60510.2, STRK1_60500.1, STRK1_60950.1, STRK1_60960.1
OG0000284	Smp_121950.1	STRK1_37300.1, STRK1_37300.2
OG0000285	Smp_000020.1	STRK1_31040.1, STRK1_31040.2
OG0000286	Smp_102430.1	STRK1_37690.1
OG0000286	Smp_040510.1	STRK1_37650.3, STRK1_37650.1, STRK1_37650.2
OG0000287	Smp_120640.1	STRK1_71740.1, STRK1_71740.2, STRK1_71740.3
OG0000288	Smp_123180.1	STRK1_84080.1
OG0000289	Smp_194590.1	STRK1_14180.1, STRK1_14180.3, STRK1_14180.2
OG0000290	Smp_163580.1, Smp_163580.2	STRK1_25340.1, STRK1_25340.2
OG0000290	Smp_176050.1	STRK1_20740.1, STRK1_20740.2
OG0000291	Smp_130440.1	STRK1_4320.1
OG0000292	Smp_083040.1, Smp_083040.2	STRK1_27610.3, STRK1_27610.6, STRK1_27610.5, STRK1_27610.1, STRK1_27610.2, STRK1_27610.4
OG0000293	Smp_035580.1	STRK1_23670.1
OG0000293	Smp_028990.1	STRK1_59880.1
OG0000294	Smp_324700.1, Smp_324700.2, Smp_340380.1	STRK1_16350.1, STRK1_16350.2
OG0000295	Smp_247750.1, Smp_179250.1, Smp_247760.1	STRK1_103260.1
OG0000295	Smp_089290.1	STRK1_83870.1
OG0000296	Smp_322820.1	STRK1_8690.2, STRK1_8690.4, STRK1_8690.9, STRK1_8690.10, STRK1_8690.5, STRK1_8690.7, STRK1_8690.6, STRK1_8690.8, STRK1_8700.1, STRK1_8690.1, STRK1_8690.3
OG0000297	Smp_050520.1	STRK1_76660.1
OG0000298	Smp_336620.1	STRK1_40640.1
OG0000298	Smp_135040.1, Smp_135040.2	STRK1_99160.1
OG0000299	Smp_074050.1	STRK1_58170.1
OG0000300	Smp_061840.1	STRK1_10620.1, STRK1_10620.2, STRK1_10620.3
OG0000301	Smp_042160.1	STRK1_74980.1, STRK1_74980.2
OG0000302	Smp_104500.3, Smp_104500.1, Smp_104500.4, Smp_104500.2	STRK1_57360.1, STRK1_57360.2, STRK1_57360.3
OG0000303	Smp_153710.3, Smp_153710.2, Smp_153710.1, Smp_153710.4	STRK1_4940.1, STRK1_4940.2
OG0000304	Smp_340500.1	STRK1_8000.1, STRK1_8000.2, STRK1_8000.3
OG0000305	Smp_060940.1	STRK1_46100.1
OG0000306	Smp_342740.1	STRK1_7470.1
OG0000307	Smp_343920.1	STRK1_6030.1, STRK1_105410.1, STRK1_6020.1
OG0000307	Smp_011000.1	STRK1_87110.1, STRK1_80540.1
OG0000308	Smp_350480.1, Smp_304450.1, Smp_015480.1	STRK1_32670.1
OG0000310	Smp_247080.1	STRK1_110000.1, STRK1_29000.1, STRK1_98240.1
OG0000311	Smp_161120.1, Smp_161120.2	STRK1_3950.1
OG0000312	Smp_152840.1	STRK1_33980.1
OG0000313	Smp_045980.1	STRK1_4880.1, STRK1_4880.2
OG0000314	Smp_159070.1	STRK1_33380.1
OG0000315	Smp_007260.1	STRK1_34570.1, STRK1_34570.2, STRK1_34570.3
OG0000315	Smp_136710.2, Smp_136710.1	STRK1_62060.1, STRK1_62060.2
OG0000316	Smp_168660.1	STRK1_2600.4, STRK1_2600.2, STRK1_2600.3, STRK1_2600.1
OG0000317	Smp_097820.1, Smp_097820.2	STRK1_850.1
OG0000318	Smp_065130.1	STRK1_50180.1, STRK1_50180.2
OG0000319	Smp_167160.1, Smp_167160.2	STRK1_35360.1, STRK1_35360.2, STRK1_35360.3
OG0000320	Smp_306980.1	STRK1_18610.1
OG0000320	Smp_140860.1	STRK1_30360.1, STRK1_30360.2, STRK1_30360.3
OG0000320	Smp_245990.2, Smp_245990.1	STRK1_54950.1
OG0000321	Smp_083780.1	STRK1_33670.1, STRK1_33670.2, STRK1_33670.3
OG0000322	Smp_194030.1	STRK1_23800.1
OG0000323	Smp_306120.1, Smp_344820.1, Smp_344820.2, Smp_344820.3	STRK1_108650.1, STRK1_1080.4, STRK1_1080.3, STRK1_1080.6, STRK1_1080.5, STRK1_1080.2, STRK1_1080.1, STRK1_101620.1, STRK1_1070.1
OG0000324	Smp_147250.1	STRK1_49820.1
OG0000325	Smp_151050.1	STRK1_77730.1, STRK1_77730.2
OG0000326	Smp_069130.1	STRK1_57480.1
OG0000327	Smp_168450.1, Smp_336080.1	STRK1_68400.1, STRK1_68410.1
OG0000328	Smp_035090.1	STRK1_27160.1
OG0000329	Smp_018240.1, Smp_018240.2	STRK1_5220.1
OG0000332	Smp_084870.1	STRK1_106830.2, STRK1_106830.1, STRK1_63230.1, STRK1_63230.3, STRK1_63230.2, STRK1_63230.4
OG0000333	Smp_044610.1, Smp_342180.1	STRK1_5710.1
OG0000334	Smp_135470.1	STRK1_73690.1, STRK1_73690.2
OG0000334	Smp_345090.1	STRK1_73680.1
OG0000335	Smp_153190.1	STRK1_17750.1, STRK1_17760.1, STRK1_17770.1, STRK1_17780.1
OG0000336	Smp_007760.1	STRK1_15820.1, STRK1_15830.1
OG0000336	Smp_130540.1	STRK1_4180.1, STRK1_4180.2
OG0000337	Smp_099690.1	STRK1_51530.1
OG0000337	Smp_019490.1	STRK1_30640.1, STRK1_30640.2, STRK1_30640.3, STRK1_30640.4, STRK1_30640.5
OG0000339	Smp_246410.1	STRK1_29490.1
OG0000340	Smp_031770.1	STRK1_92470.2
OG0000340	Smp_031770.2	STRK1_92470.1
OG0000342	Smp_071630.1	STRK1_4000.1
OG0000342	Smp_022810.1	STRK1_6430.1
OG0000342	Smp_004910.1	STRK1_3850.1
OG0000343	Smp_033540.1	STRK1_33940.1, STRK1_33940.2, STRK1_33940.3, STRK1_33940.4, STRK1_33940.5, STRK1_33940.6
OG0000344	Smp_153780.1	STRK1_3600.1
OG0000345	Smp_089460.1	STRK1_54230.1, STRK1_54230.2
OG0000346	Smp_141230.1	STRK1_26620.1
OG0000347	Smp_160940.1	STRK1_29530.1
OG0000348	Smp_347690.2	STRK1_104550.3, STRK1_104550.1, STRK1_3320.1, STRK1_104550.2, STRK1_104550.4
OG0000349	Smp_130750.1	STRK1_300.2, STRK1_300.1, STRK1_300.3
OG0000350	Smp_079650.1	STRK1_28740.1
OG0000351	Smp_133790.1	STRK1_98220.1
OG0000352	Smp_315890.1	STRK1_36020.1
OG0000353	Smp_126740.1	STRK1_68740.1
OG0000354	Smp_304130.1, Smp_304130.2	STRK1_17160.1
OG0000355	Smp_158050.1	STRK1_13090.1
OG0000356	Smp_332940.1	STRK1_6220.3, STRK1_6220.4, STRK1_6220.1, STRK1_6220.2
OG0000357	Smp_040560.1	STRK1_41100.1, STRK1_41100.2
OG0000358	Smp_335900.1, Smp_018800.1, Smp_132470.1, Smp_309540.1, Smp_132480.1, Smp_335890.1, Smp_335890.3	STRK1_110780.1, STRK1_106040.1, STRK1_106040.2, STRK1_61870.1, STRK1_61880.1
OG0000359	Smp_194800.1	STRK1_15140.2, STRK1_15140.1, STRK1_15140.3
OG0000360	Smp_039640.1	STRK1_17970.2, STRK1_17970.1, STRK1_17970.3
OG0000361	Smp_157340.1	STRK1_50210.1
OG0000362	Smp_246570.1	STRK1_59660.1, STRK1_59660.2
OG0000363	Smp_302930.1	STRK1_40850.1, STRK1_98170.1, STRK1_95120.1, STRK1_95120.2, STRK1_40840.1, STRK1_40890.1, STRK1_40880.1, STRK1_40880.2, STRK1_100250.1
OG0000364	Smp_164940.1	STRK1_26960.1
OG0000365	Smp_190770.1, Smp_325650.1	STRK1_55470.1, STRK1_55470.2
OG0000366	Smp_147240.1	STRK1_49790.1, STRK1_49790.4, STRK1_49790.2, STRK1_49790.3
OG0000367	Smp_006700.1	STRK1_31860.1
OG0000368	Smp_244010.1	STRK1_3780.1
OG0000369	Smp_171610.1	STRK1_16540.1
OG0000370	Smp_147950.1, Smp_147950.2	STRK1_38050.2, STRK1_38050.1, STRK1_38050.3
OG0000371	Smp_302090.1	STRK1_28830.1
OG0000372	Smp_091840.1	STRK1_9220.1, STRK1_9240.1, STRK1_9240.3, STRK1_9240.2
OG0000373	Smp_025260.1	STRK1_8160.1
OG0000374	Smp_099850.1	STRK1_39660.1, STRK1_39660.2
OG0000375	Smp_191870.1	STRK1_15760.1
OG0000376	Smp_347860.1	STRK1_59900.1
OG0000377	Smp_174410.1	STRK1_46210.5, STRK1_46210.6, STRK1_46210.1, STRK1_46210.7, STRK1_46210.2, STRK1_46210.3, STRK1_46210.4
OG0000378	Smp_163210.3, Smp_163210.1, Smp_163210.2	STRK1_24070.1, STRK1_24070.2
OG0000380	Smp_070380.1	STRK1_20160.1
OG0000380	Smp_198560.1	STRK1_20130.1
OG0000380	Smp_075500.1	STRK1_20140.1, STRK1_20110.1
OG0000381	Smp_105410.1	STRK1_47440.1
OG0000381	Smp_012440.1	STRK1_47450.1
OG0000382	Smp_070250.1, Smp_336880.1	STRK1_88500.1
OG0000382	Smp_154260.1, Smp_176170.1, Smp_176160.1, Smp_154290.1	STRK1_86640.1
OG0000383	Smp_142650.2, Smp_142650.1	STRK1_32920.1
OG0000384	Smp_316270.1, Smp_315420.1	STRK1_31790.1
OG0000385	Smp_326090.1	STRK1_59690.1
OG0000386	Smp_163760.1	STRK1_19380.1
OG0000387	Smp_169140.1, Smp_320670.1	STRK1_17240.1
OG0000388	Smp_344630.1, Smp_344630.2	STRK1_86400.1
OG0000389	Smp_137210.1	STRK1_71300.1
OG0000390	Smp_069960.1	STRK1_93900.1
OG0000391	Smp_163340.1	STRK1_11350.1
OG0000392	Smp_096020.1	STRK1_65590.1, STRK1_65590.2
OG0000393	Smp_171540.1	STRK1_43610.1, STRK1_43620.1, STRK1_43620.2, STRK1_43620.3, STRK1_43620.4
OG0000394	Smp_018760.1	STRK1_60380.1
OG0000395	Smp_149200.1	STRK1_98140.1, STRK1_76670.1
OG0000396	Smp_126300.1	STRK1_15800.1
OG0000397	Smp_027390.1	STRK1_77170.1
OG0000398	Smp_244150.1	STRK1_18050.1
OG0000398	Smp_160360.1	STRK1_21020.1
OG0000398	Smp_078930.1	STRK1_20970.1
OG0000399	Smp_141290.4	STRK1_24380.1
OG0000399	Smp_141290.2	STRK1_24380.3
OG0000399	Smp_141290.3	STRK1_24380.2
OG0000399	Smp_141390.1	STRK1_24370.1
OG0000400	Smp_335630.1	STRK1_42200.1, STRK1_42190.3, STRK1_42190.5, STRK1_42190.4, STRK1_42190.2, STRK1_42190.1, STRK1_43310.5, STRK1_43310.4, STRK1_43310.2, STRK1_43310.1, STRK1_43310.3, STRK1_43300.1
OG0000400	Smp_303270.1, Smp_303290.1, Smp_173150.1	STRK1_42490.1
OG0000401	Smp_144770.1	STRK1_90880.1
OG0000402	Smp_155420.1	STRK1_10630.1, STRK1_10630.2, STRK1_10630.3, STRK1_10630.4, STRK1_10630.5
OG0000403	Smp_137580.1	STRK1_16780.1
OG0000404	Smp_303450.1, Smp_314670.1	STRK1_104930.1
OG0000404	Smp_346850.1, Smp_346850.2	STRK1_81240.1, STRK1_99860.1
OG0000405	Smp_068060.1	STRK1_33240.1, STRK1_99330.3, STRK1_99330.2, STRK1_99320.1, STRK1_99330.1
OG0000406	Smp_143240.1	STRK1_28780.1
OG0000407	Smp_308420.1	STRK1_59600.1
OG0000408	Smp_345870.1	STRK1_26240.1, STRK1_26240.2
OG0000409	Smp_345840.1	STRK1_88020.1, STRK1_88020.2
OG0000410	Smp_001040.1	STRK1_67150.1
OG0000411	Smp_080280.1	STRK1_25600.1, STRK1_25600.2, STRK1_25600.3, STRK1_25600.4, STRK1_25600.5, STRK1_25600.6
OG0000412	Smp_170800.1	STRK1_69900.1
OG0000413	Smp_132320.1	STRK1_60230.1
OG0000414	Smp_244610.1	STRK1_10070.1
OG0000415	Smp_012780.1	STRK1_29250.1, STRK1_29250.2, STRK1_29250.3, STRK1_29250.4
OG0000416	Smp_067480.1	STRK1_104130.1
OG0000416	Smp_136640.1	STRK1_86990.1
OG0000416	Smp_067490.1	STRK1_84970.1
OG0000417	Smp_130000.1	STRK1_46560.1, STRK1_46560.5, STRK1_46560.6, STRK1_46560.2, STRK1_46560.3, STRK1_46560.4, STRK1_46560.7, STRK1_46560.8
OG0000418	Smp_153010.1	STRK1_90170.1
OG0000419	Smp_153760.1	STRK1_3640.1
OG0000420	Smp_310080.1	STRK1_43540.1
OG0000421	Smp_000480.1, Smp_000480.2	STRK1_65080.1, STRK1_65080.2
OG0000422	Smp_014010.1	STRK1_49160.1
OG0000423	Smp_332510.1, Smp_060620.1	STRK1_33060.1, STRK1_33060.2, STRK1_33060.4, STRK1_33060.6, STRK1_33060.7, STRK1_33060.3, STRK1_33060.5
OG0000425	Smp_140950.1	STRK1_99400.1
OG0000426	Smp_047680.1, Smp_311630.1, Smp_311640.1	STRK1_48080.1, STRK1_48110.1
OG0000427	Smp_128770.1	STRK1_47550.1, STRK1_99650.1
OG0000428	Smp_302740.1	STRK1_37200.1
OG0000429	Smp_300560.1	STRK1_93540.1, STRK1_93540.2
OG0000429	Smp_163090.1	STRK1_43070.1
OG0000430	Smp_033760.1	STRK1_31470.3, STRK1_31470.1, STRK1_31470.2
OG0000431	Smp_157350.1	STRK1_50230.1
OG0000432	Smp_140120.1	STRK1_94640.1, STRK1_94640.2
OG0000433	Smp_196260.1	STRK1_35200.1, STRK1_35200.2, STRK1_35200.3, STRK1_35200.4, STRK1_35200.9, STRK1_35200.5, STRK1_35200.6, STRK1_35200.7, STRK1_35200.8
OG0000434	Smp_127820.1, Smp_127820.2	STRK1_91860.1
OG0000435	Smp_140640.1	STRK1_48870.1
OG0000436	Smp_245820.1, Smp_245820.2	STRK1_22550.1, STRK1_22550.2
OG0000437	Smp_028650.1	STRK1_17000.1
OG0000438	Smp_007510.1	STRK1_63880.1
OG0000439	Smp_061510.1	STRK1_81640.1
OG0000440	Smp_300220.1, Smp_300210.1, Smp_300200.1	STRK1_87330.1, STRK1_87340.1, STRK1_87350.1
OG0000441	Smp_128480.1	STRK1_11950.1
OG0000441	Smp_241420.1	STRK1_5190.1
OG0000442	Smp_000030.1	STRK1_31050.1
OG0000443	Smp_133530.1	STRK1_3380.1
OG0000444	Smp_148940.1, Smp_148940.2	STRK1_110220.1, STRK1_110220.2, STRK1_69110.1, STRK1_69120.1
OG0000445	Smp_002840.1	STRK1_63330.3, STRK1_63330.1, STRK1_63330.2, STRK1_63330.4
OG0000446	Smp_244750.1	STRK1_8630.1, STRK1_11970.1, STRK1_11970.2
OG0000447	Smp_312150.1	STRK1_52960.1
OG0000448	Smp_161790.1	STRK1_32240.1
OG0000449	Smp_246790.1, Smp_246790.3	STRK1_56520.3, STRK1_56520.1, STRK1_56520.2
OG0000450	Smp_003980.1	STRK1_23450.1, STRK1_23450.2, STRK1_23450.3
OG0000451	Smp_267100.1	STRK1_84560.1
OG0000452	Smp_248190.1	STRK1_37810.1
OG0000453	Smp_311970.1, Smp_311970.2	STRK1_59750.1, STRK1_59750.2
OG0000454	Smp_309480.1, Smp_314640.1	STRK1_81030.1, STRK1_81040.1
OG0000454	Smp_062900.2	STRK1_69830.1
OG0000455	Smp_129160.1, Smp_157720.1	STRK1_13250.1
OG0000456	Smp_149040.1	STRK1_68890.1
OG0000457	Smp_034980.1	STRK1_27270.1
OG0000458	Smp_345710.1	STRK1_27660.3, STRK1_27660.2, STRK1_27660.5, STRK1_27650.1, STRK1_27660.1, STRK1_27660.4
OG0000459	Smp_302920.1	STRK1_8930.1
OG0000460	Smp_323500.2, Smp_323490.1, Smp_323500.1, Smp_323510.1, Smp_336840.1, Smp_336850.1, Smp_178360.1, Smp_323480.1	STRK1_7890.1
OG0000461	Smp_347140.2, Smp_347140.3, Smp_347140.1, Smp_347140.4, Smp_347140.5	STRK1_75350.10, STRK1_75350.3, STRK1_75350.1, STRK1_75350.4, STRK1_75350.7, STRK1_75350.2, STRK1_75350.8, STRK1_75350.5, STRK1_75350.6, STRK1_75350.9
OG0000462	Smp_328770.1, Smp_348940.1, Smp_348930.1, Smp_349400.1, Smp_350440.1, Smp_348950.1, Smp_348500.1, Smp_349820.1, Smp_349810.1	STRK1_99940.1, STRK1_100430.1, STRK1_109960.1
OG0000462	Smp_317990.1, Smp_317990.2	STRK1_91500.1
OG0000463	Smp_129980.1, Smp_014410.1	STRK1_46540.1, STRK1_46540.2, STRK1_46540.3, STRK1_46540.4
OG0000463	Smp_014430.1	STRK1_53130.1
OG0000464	Smp_047190.1	STRK1_11120.1, STRK1_11120.2
OG0000465	Smp_030760.1	STRK1_75780.1, STRK1_75780.2, STRK1_75780.3, STRK1_75780.4
OG0000466	Smp_245780.1	STRK1_103390.1, STRK1_47590.1
OG0000467	Smp_126540.1	STRK1_28040.1, STRK1_28040.2
OG0000468	Smp_141580.1	STRK1_68640.1
OG0000469	Smp_031070.1, Smp_031070.2	STRK1_16240.1, STRK1_16240.2
OG0000470	Smp_156450.1	STRK1_52630.1
OG0000471	Smp_138860.1	STRK1_87690.1
OG0000472	Smp_302020.1, Smp_126580.1, Smp_302030.1	STRK1_97050.1
OG0000473	Smp_138590.1	STRK1_6710.4, STRK1_6710.3, STRK1_6710.1, STRK1_6710.2
OG0000474	Smp_122810.1	STRK1_43340.1
OG0000475	Smp_169800.1	STRK1_63660.1, STRK1_63660.2
OG0000476	Smp_342610.1, Smp_342610.2	STRK1_19840.1
OG0000477	Smp_090450.1	STRK1_43550.1, STRK1_43560.1, STRK1_100280.1
OG0000478	Smp_096450.1	STRK1_5900.1
OG0000479	Smp_094330.1	STRK1_32110.1
OG0000480	Smp_134950.1	STRK1_58780.1
OG0000481	Smp_134880.1	STRK1_62290.1, STRK1_62290.2, STRK1_62290.3
OG0000483	Smp_309950.1, Smp_309960.1	STRK1_56570.1, STRK1_56590.1, STRK1_56580.1
OG0000484	Smp_332380.1	STRK1_92410.1
OG0000485	Smp_058400.1	STRK1_11680.1, STRK1_11690.1
OG0000487	Smp_125560.1	STRK1_5690.2, STRK1_5690.1, STRK1_5690.3
OG0000487	Smp_311350.1, Smp_266800.1	STRK1_5700.2, STRK1_2660.1, STRK1_104880.1, STRK1_104880.2
OG0000488	Smp_315060.1, Smp_337100.1, Smp_337100.4, Smp_337100.2, Smp_337100.3, Smp_337100.5, Smp_334670.1, Smp_205300.1, Smp_316490.1, Smp_316490.2, Smp_331120.1, Smp_341290.1	STRK1_83170.1, STRK1_83200.1, STRK1_83200.2
OG0000489	Smp_179070.1	STRK1_52970.10, STRK1_52970.6, STRK1_52970.7, STRK1_52970.8, STRK1_52970.1, STRK1_52970.3, STRK1_52970.5, STRK1_52970.2, STRK1_52970.4, STRK1_52970.9
OG0000490	Smp_100130.1	STRK1_66240.1, STRK1_109000.1, STRK1_109230.1, STRK1_109230.5, STRK1_109230.3, STRK1_109230.6, STRK1_66240.2, STRK1_109230.2, STRK1_109230.4, STRK1_109230.7, STRK1_109230.8, STRK1_109220.1
OG0000491	Smp_081260.1	STRK1_29770.1
OG0000492	Smp_181440.1	STRK1_57770.1, STRK1_110990.1, STRK1_57780.1, STRK1_59570.1, STRK1_59570.2, STRK1_59570.3
OG0000493	Smp_004730.1	STRK1_45450.1
OG0000493	Smp_340320.1	STRK1_100970.1, STRK1_36870.1, STRK1_36870.2
OG0000495	Smp_336640.1	STRK1_16990.1, STRK1_16990.2
OG0000496	Smp_092770.1	STRK1_33180.1
OG0000497	Smp_068920.1, Smp_068920.2, Smp_245240.1	STRK1_3120.1, STRK1_3130.1
OG0000498	Smp_124070.1	STRK1_23090.1, STRK1_23080.1
OG0000498	Smp_331830.1	STRK1_25590.1
OG0000499	Smp_343450.1	STRK1_68590.1
OG0000500	Smp_347050.1	STRK1_3870.3, STRK1_3870.1, STRK1_3870.2, STRK1_3870.4
OG0000501	Smp_161970.1, Smp_161970.2	STRK1_26790.1
OG0000502	Smp_137330.1	STRK1_108460.1
OG0000503	Smp_022400.1	STRK1_16410.4, STRK1_16410.5, STRK1_16410.6, STRK1_16410.7, STRK1_16410.3, STRK1_16410.2, STRK1_16410.1
OG0000504	Smp_133710.1	STRK1_44940.1
OG0000505	Smp_072350.1	STRK1_39250.1, STRK1_39250.2
OG0000506	Smp_212200.1	STRK1_66680.1, STRK1_8850.1
OG0000507	Smp_246510.1, Smp_246510.2	STRK1_32390.1
OG0000508	Smp_024000.1	STRK1_4570.1
OG0000509	Smp_046790.1	STRK1_49740.1, STRK1_49740.5, STRK1_49740.3, STRK1_49740.2, STRK1_49740.4
OG0000509	Smp_127200.1	STRK1_52320.1
OG0000510	Smp_152500.1	STRK1_76470.1, STRK1_76470.2
OG0000510	Smp_344480.2, Smp_344480.1	STRK1_77670.1
OG0000511	Smp_329270.1, Smp_336120.1, Smp_329280.1, Smp_149750.1, Smp_149750.2, Smp_149750.3	STRK1_70300.1
OG0000512	Smp_166940.1	STRK1_52010.1
OG0000513	Smp_333620.1	STRK1_65050.1, STRK1_65060.1
OG0000515	Smp_153720.1	STRK1_4950.2, STRK1_4950.1, STRK1_4950.3
OG0000516	Smp_129110.1	STRK1_64250.3, STRK1_64250.1, STRK1_64250.2, STRK1_64250.4
OG0000517	Smp_161980.1	STRK1_26830.3, STRK1_26830.1, STRK1_26830.2
OG0000521	Smp_316340.1	STRK1_69510.1
OG0000522	Smp_166440.1	STRK1_52980.1
OG0000523	Smp_155750.1	STRK1_74090.1
OG0000524	Smp_065810.1	STRK1_7820.1
OG0000525	Smp_122900.1	STRK1_54540.3, STRK1_54540.2, STRK1_54540.4, STRK1_54540.1, STRK1_54540.5
OG0000526	Smp_304370.1	STRK1_14230.1, STRK1_14230.2
OG0000527	Smp_062680.1	STRK1_3770.1
OG0000528	Smp_140520.1	STRK1_31650.1
OG0000529	Smp_102160.2, Smp_102160.1	STRK1_2970.1
OG0000529	Smp_123870.1	STRK1_22660.3
OG0000530	Smp_104310.1	STRK1_94810.1
OG0000530	Smp_005670.1, Smp_349020.1, Smp_337130.1	STRK1_92620.1, STRK1_92970.1
OG0000531	Smp_145090.1	STRK1_74880.1
OG0000532	Smp_324710.1, Smp_092880.1	STRK1_6670.1
OG0000533	Smp_347530.1, Smp_347530.2	STRK1_2020.1, STRK1_2020.2, STRK1_2020.3
OG0000534	Smp_149080.1	STRK1_102840.1, STRK1_68810.1, STRK1_68820.1
OG0000535	Smp_029470.1, Smp_029500.1	STRK1_56300.1, STRK1_56300.2
OG0000536	Smp_079740.1	STRK1_59070.1
OG0000537	Smp_060860.1	STRK1_47810.2, STRK1_47810.1, STRK1_47810.3
OG0000538	Smp_314170.1, Smp_303010.1, Smp_348060.1, Smp_332150.1, Smp_316790.1, Smp_335780.1, Smp_335930.1, Smp_317470.1, Smp_317470.3, Smp_317470.2, Smp_315690.1, Smp_315690.2, Smp_187410.1	STRK1_83160.1, STRK1_83140.1, STRK1_83190.1
OG0000539	Smp_021170.1, Smp_021170.3, Smp_021170.2	STRK1_44830.1, STRK1_99010.1
OG0000540	Smp_245200.1	STRK1_3360.1
OG0000541	Smp_333760.1	STRK1_37050.2, STRK1_37050.1, STRK1_37050.3
OG0000542	Smp_123290.1	STRK1_84850.1
OG0000543	Smp_336650.1	STRK1_4650.1
OG0000544	Smp_090070.1	STRK1_106880.1
OG0000545	Smp_047900.1	STRK1_44550.1
OG0000545	Smp_142050.1	STRK1_67630.1, STRK1_67630.2
OG0000546	Smp_322440.1	STRK1_30390.3
OG0000547	Smp_169940.1	STRK1_85510.1
OG0000548	Smp_140820.1	STRK1_30290.1, STRK1_30290.2
OG0000549	Smp_165440.2, Smp_165440.1	STRK1_10270.1, STRK1_10260.1, STRK1_10260.2, STRK1_10260.3, STRK1_10260.4
OG0000550	Smp_244030.1	STRK1_2100.1, STRK1_2100.2
OG0000550	Smp_244040.1	STRK1_2110.1
OG0000551	Smp_089870.1	STRK1_50560.1
OG0000551	Smp_337740.1	STRK1_50540.1
OG0000551	Smp_086860.1	STRK1_104720.1
OG0000552	Smp_068950.1	STRK1_3140.1, STRK1_3140.3
OG0000552	Smp_212260.1	STRK1_83390.1
OG0000553	Smp_300840.1, Smp_300840.2	STRK1_90980.1
OG0000554	Smp_078280.1	STRK1_10400.2, STRK1_10400.1, STRK1_10400.3
OG0000555	Smp_005500.1	STRK1_40410.1
OG0000556	Smp_168160.1	STRK1_58920.1
OG0000557	Smp_068070.1	STRK1_33500.1, STRK1_33510.1
OG0000558	Smp_044970.1	STRK1_4080.1, STRK1_4080.2
OG0000559	Smp_347940.1	STRK1_78900.1
OG0000560	Smp_175780.1	STRK1_90490.1
OG0000561	Smp_023010.1	STRK1_94500.1
OG0000561	Smp_134510.1	STRK1_94490.1, STRK1_94490.2
OG0000562	Smp_144020.1	STRK1_81860.3, STRK1_81860.2, STRK1_81860.1
OG0000563	Smp_039870.1	STRK1_18270.1
OG0000564	Smp_088950.1, Smp_088950.2	STRK1_41560.1, STRK1_97520.1
OG0000565	Smp_028210.2, Smp_028210.1	STRK1_16670.1, STRK1_16670.2
OG0000566	Smp_053060.1	STRK1_80890.1, STRK1_80040.1
OG0000567	Smp_197370.1	STRK1_63470.2, STRK1_63470.3
OG0000568	Smp_088650.1	STRK1_53100.1, STRK1_53100.2
