Orthogroup	schistosoma_mansoni	schistosoma_rodhaini
OG0000085	Smp_127430.1	SRDH2_34030.12, SRDH2_34030.16, SRDH2_34030.20, SRDH2_34030.21, SRDH2_34030.1, SRDH2_34030.10, SRDH2_34030.11, SRDH2_34030.13, SRDH2_34030.14, SRDH2_34030.17, SRDH2_34030.2, SRDH2_34030.23, SRDH2_34030.6, SRDH2_34030.7, SRDH2_34030.8, SRDH2_34030.9, SRDH2_34030.4, SRDH2_34030.15, SRDH2_34030.18, SRDH2_34030.19, SRDH2_34030.22, SRDH2_34030.3, SRDH2_34030.5, SRDH2_34030.24
OG0000086	Smp_149300.1	SRDH2_75060.1, SRDH2_75060.3, SRDH2_75060.9, SRDH2_75060.12, SRDH2_75060.14, SRDH2_75060.15, SRDH2_75060.13, SRDH2_75060.16, SRDH2_75060.5, SRDH2_75060.8, SRDH2_75060.10, SRDH2_75060.11, SRDH2_75060.7, SRDH2_75060.17, SRDH2_75060.2, SRDH2_75060.4, SRDH2_75060.6
OG0000087	Smp_245790.1	SRDH2_53130.2, SRDH2_53130.4, SRDH2_53130.3, SRDH2_53130.7, SRDH2_53130.6, SRDH2_53130.1, SRDH2_53130.5
OG0000088	Smp_028690.1, Smp_028690.2	SRDH2_3180.1
OG0000088	Smp_131890.1	SRDH2_3170.1, SRDH2_3170.2, SRDH2_3170.3
OG0000090	Smp_310930.1	SRDH2_50750.1, SRDH2_50750.4, SRDH2_50750.7, SRDH2_50750.6, SRDH2_50750.10, SRDH2_50750.3, SRDH2_50750.8, SRDH2_50750.9, SRDH2_50750.2, SRDH2_50750.5
OG0000091	Smp_146060.1	SRDH2_48630.15, SRDH2_48630.4, SRDH2_48630.14, SRDH2_48630.2, SRDH2_48630.9, SRDH2_48630.6, SRDH2_48630.7, SRDH2_48630.8, SRDH2_48630.3, SRDH2_48630.11, SRDH2_48630.16, SRDH2_48630.1, SRDH2_48630.5, SRDH2_48630.12, SRDH2_48630.10, SRDH2_48630.13
OG0000092	Smp_180470.1, Smp_180470.2	SRDH2_2270.6, SRDH2_2270.2, SRDH2_2270.1, SRDH2_2270.3, SRDH2_2270.4, SRDH2_2270.5
OG0000092	Smp_064870.1	SRDH2_15150.2, SRDH2_15150.6, SRDH2_15150.1, SRDH2_15150.3, SRDH2_15150.4, SRDH2_15150.5
OG0000093	Smp_049550.1	SRDH2_40310.1
OG0000093	Smp_302170.1	SRDH2_100060.1
OG0000093	Smp_302180.1	SRDH2_100060.1
OG0000093	Smp_303400.1	SRDH2_100060.1
OG0000093	Smp_303410.1	SRDH2_100060.1
OG0000093	Smp_303550.1	SRDH2_100060.1
OG0000093	Smp_320760.1	SRDH2_100050.2, SRDH2_100040.1, SRDH2_100050.1
OG0000094	Smp_128570.1	SRDH2_8770.1, SRDH2_8770.2, SRDH2_8770.3, SRDH2_8770.4, SRDH2_8770.5, SRDH2_8770.8, SRDH2_8770.9, SRDH2_8770.7, SRDH2_8770.6
OG0000095	Smp_162630.1	SRDH2_63030.1, SRDH2_63030.4, SRDH2_63030.5, SRDH2_63030.6, SRDH2_63030.11, SRDH2_63030.8, SRDH2_63030.9, SRDH2_63030.10, SRDH2_63030.7, SRDH2_63030.2, SRDH2_63030.3
OG0000096	Smp_005190.2, Smp_005190.1, Smp_005190.3	SRDH2_32910.7, SRDH2_32910.12, SRDH2_32910.3, SRDH2_32910.9, SRDH2_32910.11, SRDH2_32910.13, SRDH2_32910.10, SRDH2_32910.8, SRDH2_32910.4, SRDH2_32910.2, SRDH2_32910.1, SRDH2_32910.5, SRDH2_32910.6
OG0000097	Smp_168050.1	SRDH2_7020.1
OG0000097	Smp_168050.1	SRDH2_7020.3
OG0000097	Smp_168050.1	SRDH2_7020.4
OG0000098	Smp_072330.1	SRDH2_41370.1
OG0000098	Smp_340630.1, Smp_340630.2	SRDH2_69360.12, SRDH2_69360.9, SRDH2_69360.13, SRDH2_69360.11, SRDH2_69360.14, SRDH2_69360.6, SRDH2_69360.7, SRDH2_69360.2, SRDH2_69360.5, SRDH2_69360.1, SRDH2_69360.4, SRDH2_69360.3, SRDH2_69360.10, SRDH2_69360.8
OG0000099	Smp_000100.1	SRDH2_68410.6, SRDH2_68410.4, SRDH2_68410.7, SRDH2_68410.2, SRDH2_68410.1, SRDH2_68410.5, SRDH2_68410.3
OG0000099	Smp_317420.1	SRDH2_73740.1
OG0000100	Smp_043250.1	SRDH2_8090.1, SRDH2_13380.1
OG0000100	Smp_334830.1	SRDH2_78930.1
OG0000100	Smp_316360.1	SRDH2_35080.1, SRDH2_35080.2
OG0000102	Smp_036590.1	SRDH2_6050.1
OG0000102	Smp_138050.1	SRDH2_60210.4, SRDH2_60210.7, SRDH2_60210.1, SRDH2_60210.2, SRDH2_60210.3, SRDH2_60210.5
OG0000103	Smp_067000.1	SRDH2_76030.13, SRDH2_76030.6, SRDH2_76030.11, SRDH2_76030.14, SRDH2_76030.15, SRDH2_76030.16, SRDH2_76030.5, SRDH2_76030.17, SRDH2_76030.3, SRDH2_76030.18, SRDH2_76030.1, SRDH2_76030.8, SRDH2_76030.9, SRDH2_76030.19, SRDH2_76030.4, SRDH2_76030.12, SRDH2_76030.10, SRDH2_76030.2, SRDH2_76030.7
OG0000104	Smp_006250.1	SRDH2_6200.1
OG0000104	Smp_006250.1	SRDH2_6200.16
OG0000104	Smp_006250.1	SRDH2_6200.17
OG0000104	Smp_006250.1	SRDH2_6200.2
OG0000104	Smp_006250.1	SRDH2_6200.3
OG0000104	Smp_006250.1	SRDH2_6200.4
OG0000104	Smp_006250.1	SRDH2_6200.5
OG0000104	Smp_006250.1	SRDH2_6200.7
OG0000104	Smp_006250.1	SRDH2_6200.8
OG0000105	Smp_019790.1	SRDH2_7880.8
OG0000105	Smp_019790.1	SRDH2_7880.9
OG0000106	Smp_316240.1	SRDH2_75440.1
OG0000106	Smp_316210.1, Smp_316220.1, Smp_316250.1	SRDH2_75460.1, SRDH2_75460.2, SRDH2_75450.1
OG0000107	Smp_089430.1	SRDH2_57800.1
OG0000107	Smp_046690.3, Smp_046690.1	SRDH2_50150.1
OG0000108	Smp_093930.1	SRDH2_8600.10, SRDH2_8600.11, SRDH2_8600.12, SRDH2_8600.13, SRDH2_8600.9, SRDH2_8600.7, SRDH2_8600.3, SRDH2_8600.2, SRDH2_8600.5, SRDH2_8600.6, SRDH2_8600.4, SRDH2_8600.8, SRDH2_8600.1
OG0000110	Smp_333980.1	SRDH2_30270.1
OG0000110	Smp_055260.1	SRDH2_30240.1
OG0000110	Smp_129920.1	SRDH2_30280.1
OG0000110	Smp_129900.1	SRDH2_30290.3, SRDH2_30290.1, SRDH2_30290.2
OG0000111	Smp_072140.1	SRDH2_41480.1
OG0000111	Smp_146600.1, Smp_146600.2	SRDH2_54050.1
OG0000111	Smp_330190.1	SRDH2_31530.1
OG0000111	Smp_330250.1	SRDH2_31540.1
OG0000111	Smp_104110.1	SRDH2_31560.1
OG0000112	Smp_156910.3, Smp_156910.4, Smp_156910.1, Smp_156910.5, Smp_156910.6, Smp_156910.2	SRDH2_86040.1
OG0000113	Smp_349770.1, Smp_336365.1, Smp_349460.1	SRDH2_27640.1, SRDH2_27640.2
OG0000114	Smp_144700.1	SRDH2_97870.1, SRDH2_97870.2, SRDH2_97870.3, SRDH2_97870.4, SRDH2_97870.5, SRDH2_97870.6, SRDH2_97870.7
OG0000115	Smp_094320.1	SRDH2_34280.2, SRDH2_34280.10, SRDH2_34280.5, SRDH2_34280.7, SRDH2_34280.9, SRDH2_34280.3, SRDH2_34280.6, SRDH2_34280.1, SRDH2_34280.12, SRDH2_34280.13, SRDH2_34280.4, SRDH2_34280.8, SRDH2_34280.11
OG0000116	Smp_013840.1, Smp_013840.2	SRDH2_50930.2, SRDH2_50930.5, SRDH2_50930.7, SRDH2_50930.3, SRDH2_50930.4, SRDH2_50930.8, SRDH2_50930.15, SRDH2_50930.16, SRDH2_50930.11, SRDH2_50930.12, SRDH2_50930.14, SRDH2_50930.10, SRDH2_50930.6, SRDH2_50930.9, SRDH2_50930.1, SRDH2_50930.13
OG0000117	Smp_014170.1	SRDH2_30390.1
OG0000118	Smp_319790.1	SRDH2_39660.1
OG0000118	Smp_148080.1	SRDH2_39670.1
OG0000118	Smp_344080.1	SRDH2_39610.2, SRDH2_39610.4, SRDH2_39610.3, SRDH2_39610.1
OG0000118	Smp_344070.1	SRDH2_39640.1, SRDH2_39640.2
OG0000118	Smp_319780.1	SRDH2_39650.1
OG0000118	Smp_319770.1, Smp_319770.2	SRDH2_39620.1
OG0000119	Smp_347870.1	SRDH2_98760.1
OG0000119	Smp_247020.1	SRDH2_98760.6, SRDH2_98760.4, SRDH2_98760.7, SRDH2_98760.2, SRDH2_98760.5, SRDH2_98760.3, SRDH2_98770.1
OG0000120	Smp_167850.1	SRDH2_30480.1
OG0000122	Smp_344340.1	SRDH2_82460.1
OG0000123	Smp_165350.3, Smp_165350.1, Smp_165350.2, Smp_165350.5, Smp_165350.4	SRDH2_80470.1
OG0000125	Smp_097830.2, Smp_097830.1, Smp_097830.3	SRDH2_1420.1
OG0000126	Smp_008620.1	SRDH2_74920.2, SRDH2_74920.4, SRDH2_74920.3, SRDH2_74920.7, SRDH2_74920.1, SRDH2_74920.5, SRDH2_74920.6
OG0000127	Smp_316780.1	SRDH2_95890.1
OG0000127	Smp_308060.3, Smp_308060.1	SRDH2_23600.1
OG0000127	Smp_317400.1, Smp_349030.1	SRDH2_99930.11, SRDH2_99930.14, SRDH2_99930.5, SRDH2_99930.2, SRDH2_99930.7, SRDH2_99930.8, SRDH2_99930.10, SRDH2_99930.12, SRDH2_99930.13, SRDH2_99930.15, SRDH2_99930.3, SRDH2_99930.9, SRDH2_99930.1, SRDH2_99930.16, SRDH2_99930.6, SRDH2_99930.4
OG0000127	Smp_319340.2, Smp_319340.1, Smp_319340.3, Smp_243170.1, Smp_184350.3	SRDH2_23590.1
OG0000128	Smp_332660.1	SRDH2_43330.11, SRDH2_43330.12, SRDH2_43330.13, SRDH2_43330.2, SRDH2_43330.3, SRDH2_43330.5, SRDH2_43330.6, SRDH2_43330.9, SRDH2_43330.10, SRDH2_43330.7, SRDH2_43330.8, SRDH2_43330.1, SRDH2_43330.4
OG0000129	Smp_140420.1	SRDH2_36300.7, SRDH2_36300.8, SRDH2_36300.9, SRDH2_36300.2, SRDH2_36300.6, SRDH2_36300.1, SRDH2_36300.3, SRDH2_36300.5, SRDH2_36300.4
OG0000130	Smp_060420.1, Smp_060420.2	SRDH2_84310.24, SRDH2_84310.1, SRDH2_84310.18, SRDH2_84310.19, SRDH2_84310.21, SRDH2_84310.20, SRDH2_84310.4, SRDH2_84310.2, SRDH2_84310.5, SRDH2_84310.7, SRDH2_84310.22, SRDH2_84310.23, SRDH2_84310.12, SRDH2_84310.10, SRDH2_84310.9, SRDH2_84310.15, SRDH2_84310.16, SRDH2_84310.17, SRDH2_84310.11, SRDH2_84310.13, SRDH2_84310.14, SRDH2_84310.3, SRDH2_84310.6, SRDH2_84310.8
OG0000131	Smp_322720.1	SRDH2_8900.5, SRDH2_8900.1, SRDH2_8900.3, SRDH2_8900.6, SRDH2_8900.7, SRDH2_8900.2, SRDH2_8900.4
OG0000131	Smp_342380.1	SRDH2_8950.1
OG0000131	Smp_336270.1	SRDH2_88710.1
OG0000132	Smp_028030.1	SRDH2_33100.10, SRDH2_33100.8, SRDH2_33100.9, SRDH2_33100.4, SRDH2_33100.12, SRDH2_33100.1, SRDH2_33100.11, SRDH2_33100.13, SRDH2_33100.15, SRDH2_33100.16, SRDH2_33100.3, SRDH2_33100.5, SRDH2_33100.7, SRDH2_33100.14, SRDH2_33100.6, SRDH2_33100.23, SRDH2_33100.21, SRDH2_33100.2, SRDH2_33100.22, SRDH2_33100.24, SRDH2_33100.20, SRDH2_33100.17, SRDH2_33100.18, SRDH2_33100.19
OG0000133	Smp_072980.1	SRDH2_36890.3, SRDH2_36890.6, SRDH2_36890.7, SRDH2_36890.8, SRDH2_36890.1, SRDH2_36890.2, SRDH2_36890.4, SRDH2_36890.5, SRDH2_36890.9, SRDH2_78770.1, SRDH2_36890.10, SRDH2_36890.12, SRDH2_36890.11
OG0000134	Smp_032480.1	SRDH2_20730.1, SRDH2_20730.2, SRDH2_20730.3
OG0000135	Smp_046060.1, Smp_046060.2	SRDH2_15340.2, SRDH2_15340.4, SRDH2_15340.1, SRDH2_15340.3
OG0000136	Smp_174310.1	SRDH2_7550.8, SRDH2_7550.5, SRDH2_7550.2, SRDH2_7550.4, SRDH2_7550.7, SRDH2_7550.3, SRDH2_7550.10, SRDH2_7550.9, SRDH2_7550.13, SRDH2_7550.11, SRDH2_7550.12, SRDH2_7550.6, SRDH2_7550.1
OG0000137	Smp_320100.1	SRDH2_42390.1
OG0000137	Smp_320110.1	SRDH2_42400.1, SRDH2_42400.2
OG0000137	Smp_334920.1	SRDH2_42350.1
OG0000137	Smp_166340.1	SRDH2_42370.1
OG0000137	Smp_081900.1	SRDH2_42380.1
OG0000137	Smp_348070.1	SRDH2_42360.1
OG0000138	Smp_158600.1	SRDH2_89830.3, SRDH2_89830.2, SRDH2_89830.4, SRDH2_89830.1
OG0000138	Smp_335620.1	SRDH2_45390.1
OG0000139	Smp_031040.1	SRDH2_4050.1
OG0000139	Smp_031040.1	SRDH2_4050.2
OG0000139	Smp_031040.1	SRDH2_4050.3
OG0000139	Smp_031040.1	SRDH2_4050.4
OG0000139	Smp_031040.1	SRDH2_4050.5
OG0000140	Smp_059210.1, Smp_059210.2	SRDH2_77970.1
OG0000142	Smp_139680.1	SRDH2_20580.1
OG0000142	Smp_120070.1	SRDH2_20590.1
OG0000142	Smp_203950.1	SRDH2_20600.1
OG0000142	Smp_309700.1	SRDH2_20610.1
OG0000142	Smp_306970.1	SRDH2_20620.1
OG0000142	Smp_032370.1, Smp_306960.1	SRDH2_20630.1
OG0000143	Smp_202190.1	SRDH2_70190.1
OG0000143	Smp_301550.1	SRDH2_70220.1
OG0000143	Smp_326730.1	SRDH2_70210.1
OG0000144	Smp_034190.1	SRDH2_55700.1
OG0000144	Smp_034190.1	SRDH2_55700.2
OG0000144	Smp_034190.1	SRDH2_55700.3
OG0000144	Smp_034190.1	SRDH2_55700.4
OG0000144	Smp_097660.1	SRDH2_28020.2, SRDH2_28020.4, SRDH2_28020.3, SRDH2_28020.1
OG0000144	Smp_166400.1	SRDH2_56920.1
OG0000145	Smp_110280.1, Smp_110280.2	SRDH2_35180.1, SRDH2_35180.2
OG0000146	Smp_016630.1	SRDH2_94240.1
OG0000146	Smp_246100.1	SRDH2_58100.1
OG0000146	Smp_020080.1	SRDH2_29490.2, SRDH2_29490.1
OG0000146	Smp_016250.1	SRDH2_48020.1
OG0000147	Smp_019170.1	SRDH2_33690.7, SRDH2_33690.1, SRDH2_33690.2, SRDH2_33690.3, SRDH2_33690.4, SRDH2_33690.5, SRDH2_33690.6, SRDH2_33690.8
OG0000148	Smp_346640.1	SRDH2_31590.20, SRDH2_31590.19, SRDH2_31590.25, SRDH2_31590.23, SRDH2_31590.26, SRDH2_31590.24, SRDH2_31590.11, SRDH2_31590.6, SRDH2_31590.9, SRDH2_31590.12, SRDH2_31590.7, SRDH2_31590.10, SRDH2_31590.3, SRDH2_31590.4, SRDH2_31590.8, SRDH2_31590.1, SRDH2_31590.2, SRDH2_31590.5, SRDH2_31590.22, SRDH2_31590.27, SRDH2_31590.28, SRDH2_31590.13, SRDH2_31590.16, SRDH2_31590.17, SRDH2_31590.14, SRDH2_31590.15, SRDH2_31590.18, SRDH2_31590.29, SRDH2_31590.21, SRDH2_31590.30
OG0000149	Smp_123410.1	SRDH2_54780.12
OG0000149	Smp_123410.1	SRDH2_54780.3
OG0000149	Smp_123410.1	SRDH2_54780.6
OG0000150	Smp_095400.1	SRDH2_56390.1
OG0000151	Smp_167920.1	SRDH2_65190.6, SRDH2_65190.9, SRDH2_65190.11, SRDH2_65190.2, SRDH2_65190.3, SRDH2_65190.4, SRDH2_65190.5, SRDH2_65190.8, SRDH2_65190.1, SRDH2_65190.10, SRDH2_65190.7
OG0000152	Smp_078310.1	SRDH2_11450.7, SRDH2_11450.11, SRDH2_11450.9, SRDH2_11450.1, SRDH2_11450.2, SRDH2_11450.3, SRDH2_11450.4, SRDH2_11450.10, SRDH2_11450.6, SRDH2_11450.8, SRDH2_11450.5
OG0000153	Smp_013950.1	SRDH2_50850.1
OG0000153	Smp_169090.1	SRDH2_51780.2, SRDH2_51780.3, SRDH2_51780.1
OG0000153	Smp_169050.2, Smp_169050.1	SRDH2_51720.1
OG0000154	Smp_333260.1	SRDH2_18900.6, SRDH2_18900.7, SRDH2_18900.3, SRDH2_18900.4, SRDH2_18900.5, SRDH2_18900.8, SRDH2_18900.2, SRDH2_18900.11, SRDH2_18900.10, SRDH2_18900.9, SRDH2_18900.1, SRDH2_18900.12
OG0000155	Smp_302040.1, Smp_302040.2, Smp_302040.3	SRDH2_37970.1
OG0000156	Smp_143840.1	SRDH2_20350.2, SRDH2_20350.1
OG0000156	Smp_039750.3, Smp_039750.1, Smp_039750.2	SRDH2_20340.1
OG0000157	Smp_212410.1, Smp_212410.2	SRDH2_63350.1
OG0000157	Smp_332710.1	SRDH2_44190.2, SRDH2_44190.1
OG0000157	Smp_153100.1	SRDH2_97750.1, SRDH2_97750.2, SRDH2_97750.3
OG0000158	Smp_068960.1	SRDH2_5590.14, SRDH2_5590.10, SRDH2_5590.6, SRDH2_5590.8, SRDH2_5590.3, SRDH2_5590.1, SRDH2_5590.12, SRDH2_5590.9, SRDH2_5590.13, SRDH2_5590.2, SRDH2_5590.5, SRDH2_5590.4, SRDH2_5590.11, SRDH2_5590.7
OG0000158	Smp_159520.1	SRDH2_5600.1
OG0000159	Smp_129520.1	SRDH2_63790.1
OG0000160	Smp_136550.1	SRDH2_12220.13, SRDH2_12220.11, SRDH2_12220.1, SRDH2_12220.2, SRDH2_12220.12, SRDH2_12220.8, SRDH2_12220.9, SRDH2_12220.4, SRDH2_12220.5, SRDH2_12220.10, SRDH2_12220.6, SRDH2_12220.3, SRDH2_12220.7, SRDH2_12220.14
OG0000161	Smp_301780.1	SRDH2_32350.1, SRDH2_32350.6, SRDH2_32350.2, SRDH2_32350.7, SRDH2_32350.4, SRDH2_32350.3, SRDH2_32350.5
OG0000164	Smp_179910.1	SRDH2_62870.1
OG0000164	Smp_062510.1	SRDH2_79160.1
OG0000164	Smp_142450.1	SRDH2_56640.1
OG0000164	Smp_071250.1	SRDH2_30720.1
OG0000165	Smp_002820.1	SRDH2_66120.10, SRDH2_66120.12, SRDH2_66120.15, SRDH2_66120.16, SRDH2_66120.3, SRDH2_66120.5, SRDH2_66120.7, SRDH2_66120.1, SRDH2_66120.11, SRDH2_66120.13, SRDH2_66120.2, SRDH2_66120.8, SRDH2_66120.9, SRDH2_66120.14, SRDH2_66120.4, SRDH2_66120.6
OG0000166	Smp_173060.1	SRDH2_89890.1, SRDH2_89890.2, SRDH2_89890.3, SRDH2_89870.1, SRDH2_89870.4, SRDH2_89870.5, SRDH2_89870.2, SRDH2_89870.9, SRDH2_89870.3, SRDH2_89870.6, SRDH2_89870.7, SRDH2_89870.8
OG0000167	Smp_042550.1, Smp_042550.2	SRDH2_76740.1, SRDH2_76740.4, SRDH2_76740.2, SRDH2_76740.10, SRDH2_76740.3, SRDH2_76740.5, SRDH2_76740.6, SRDH2_76740.7, SRDH2_76740.8, SRDH2_76740.9
OG0000168	Smp_350170.1, Smp_142860.1, Smp_336380.1	SRDH2_1920.1, SRDH2_1910.2, SRDH2_1910.1
OG0000169	Smp_041460.1	SRDH2_98000.1
OG0000169	Smp_155310.1	SRDH2_44290.2, SRDH2_44290.3, SRDH2_44290.4, SRDH2_44290.5, SRDH2_44290.1
OG0000169	Smp_140000.1	SRDH2_97500.1
OG0000170	Smp_343440.1	SRDH2_74990.1
OG0000172	Smp_161110.1, Smp_161110.6, Smp_161110.5, Smp_161110.4, Smp_161110.2, Smp_161110.3	SRDH2_19280.25, SRDH2_19280.14, SRDH2_19280.12, SRDH2_19280.11, SRDH2_19280.15, SRDH2_19280.21, SRDH2_19280.20, SRDH2_19280.19, SRDH2_19280.4, SRDH2_19280.10, SRDH2_19280.1, SRDH2_19280.6, SRDH2_19280.18, SRDH2_19280.5, SRDH2_19280.24, SRDH2_19280.23, SRDH2_19280.22, SRDH2_19280.3, SRDH2_19280.16, SRDH2_19280.7, SRDH2_19280.9, SRDH2_19280.8, SRDH2_19280.17, SRDH2_19280.2
OG0000173	Smp_344580.1	SRDH2_84740.3, SRDH2_84740.1, SRDH2_84740.4, SRDH2_84740.2, SRDH2_84740.6, SRDH2_84740.5
OG0000175	Smp_195090.1	SRDH2_41580.1
OG0000175	Smp_169200.1	SRDH2_41570.1
OG0000175	Smp_169190.1	SRDH2_41560.1
OG0000175	Smp_086530.1	SRDH2_41550.1, SRDH2_41550.2, SRDH2_41550.3
OG0000177	Smp_333480.1, Smp_333480.2	SRDH2_60330.13, SRDH2_60330.4, SRDH2_60330.9, SRDH2_60330.17, SRDH2_60330.16, SRDH2_60330.19, SRDH2_60330.1, SRDH2_60330.6, SRDH2_60330.5, SRDH2_60330.2, SRDH2_60330.10, SRDH2_60330.12, SRDH2_60330.15, SRDH2_60330.18, SRDH2_60330.8, SRDH2_60330.7, SRDH2_60330.14, SRDH2_60330.3, SRDH2_60330.11
OG0000178	Smp_150750.1	SRDH2_26600.26, SRDH2_26600.22, SRDH2_26600.21, SRDH2_26600.23, SRDH2_26600.25, SRDH2_26600.24, SRDH2_26600.20, SRDH2_26600.15, SRDH2_26600.3, SRDH2_26600.17, SRDH2_26600.2, SRDH2_26600.12, SRDH2_26600.1, SRDH2_26600.11, SRDH2_26600.14, SRDH2_26600.18, SRDH2_26600.8, SRDH2_26600.10, SRDH2_26600.13, SRDH2_26600.16, SRDH2_26600.6, SRDH2_26600.7, SRDH2_26600.9, SRDH2_26600.4, SRDH2_26600.5, SRDH2_26600.19
OG0000179	Smp_134080.1	SRDH2_57290.1
OG0000179	Smp_246010.1	SRDH2_57280.1, SRDH2_57280.6, SRDH2_57280.7, SRDH2_57280.2, SRDH2_57280.3, SRDH2_57280.4, SRDH2_57280.5
OG0000180	Smp_314210.1, Smp_345210.1	SRDH2_82910.1
OG0000182	Smp_159990.1	SRDH2_59230.1, SRDH2_59230.2
OG0000182	Smp_020270.1, Smp_020270.2	SRDH2_29260.1
OG0000183	Smp_152870.1	SRDH2_34610.11, SRDH2_34610.3, SRDH2_34610.1, SRDH2_34610.10, SRDH2_34610.9, SRDH2_34610.8, SRDH2_34610.4, SRDH2_34610.7, SRDH2_34610.6, SRDH2_34610.5, SRDH2_34610.2
OG0000184	Smp_167750.1	SRDH2_50650.1
OG0000184	Smp_004220.1	SRDH2_50670.1
OG0000185	Smp_057120.1, Smp_057120.2	SRDH2_34710.3, SRDH2_34710.6, SRDH2_34710.1, SRDH2_34710.7, SRDH2_34710.5, SRDH2_34710.2, SRDH2_34710.4
OG0000186	Smp_334080.1	SRDH2_73450.13, SRDH2_73450.7, SRDH2_73450.9, SRDH2_73450.6, SRDH2_73450.5, SRDH2_73450.2, SRDH2_73450.4, SRDH2_73450.1, SRDH2_73450.3, SRDH2_73450.11, SRDH2_73450.12, SRDH2_73450.10, SRDH2_73450.8
OG0000187	Smp_014670.1	SRDH2_53660.1
OG0000188	Smp_125770.1	SRDH2_36770.10, SRDH2_36770.13, SRDH2_36770.14, SRDH2_36770.15, SRDH2_36770.16, SRDH2_36770.12, SRDH2_36770.23, SRDH2_36770.6, SRDH2_36770.4, SRDH2_36770.5, SRDH2_36770.24, SRDH2_36770.9, SRDH2_36770.7, SRDH2_36770.8, SRDH2_36770.22, SRDH2_36770.20, SRDH2_36770.17, SRDH2_36770.11, SRDH2_36770.1, SRDH2_36770.2, SRDH2_36770.3, SRDH2_36770.19, SRDH2_36770.18, SRDH2_36770.21
OG0000189	Smp_347670.1	SRDH2_6760.1
OG0000190	Smp_113610.1	SRDH2_54250.1
OG0000190	Smp_344690.2, Smp_344690.4, Smp_344690.1, Smp_344690.3	SRDH2_54270.1, SRDH2_54270.4, SRDH2_54270.5, SRDH2_54270.6, SRDH2_54270.2, SRDH2_54270.9, SRDH2_54270.10, SRDH2_54270.3, SRDH2_54270.7, SRDH2_54270.8
OG0000191	Smp_154670.1	SRDH2_31790.1
OG0000191	Smp_187360.1	SRDH2_31860.1
OG0000191	Smp_154680.1	SRDH2_31800.1
OG0000192	Smp_009990.1	SRDH2_64580.1
OG0000193	Smp_151750.1	SRDH2_59720.2, SRDH2_59720.4, SRDH2_59720.3, SRDH2_59720.1, SRDH2_59720.6, SRDH2_59720.7, SRDH2_59720.8, SRDH2_59720.5
OG0000193	Smp_211070.1	SRDH2_59710.1, SRDH2_59710.4, SRDH2_59710.2, SRDH2_59710.3
OG0000194	Smp_145190.1, Smp_145190.2	SRDH2_76680.1
OG0000195	Smp_089930.1	SRDH2_49400.8, SRDH2_49400.1, SRDH2_49400.3, SRDH2_49400.4, SRDH2_49400.6, SRDH2_49400.7, SRDH2_49400.9, SRDH2_49400.5, SRDH2_49400.10, SRDH2_49400.11, SRDH2_49400.12, SRDH2_49400.2
OG0000196	Smp_051090.1	SRDH2_93650.1
OG0000196	Smp_337400.1, Smp_337400.3	SRDH2_13050.1, SRDH2_13050.3
OG0000196	Smp_335720.1	SRDH2_11050.2
OG0000197	Smp_020070.1	SRDH2_29500.3, SRDH2_29500.10, SRDH2_29500.13, SRDH2_29500.8, SRDH2_29500.11, SRDH2_29500.12, SRDH2_29500.9, SRDH2_29500.4, SRDH2_29500.15, SRDH2_29500.1, SRDH2_29500.5, SRDH2_29500.6, SRDH2_29500.2, SRDH2_29500.14, SRDH2_29500.7
OG0000198	Smp_342030.1	SRDH2_25080.1
OG0000198	Smp_058690.1, Smp_058700.1	SRDH2_12500.1, SRDH2_12510.1
OG0000199	Smp_033950.1	SRDH2_36430.9, SRDH2_36430.11, SRDH2_36430.6, SRDH2_36430.13, SRDH2_36430.8, SRDH2_36430.3, SRDH2_36430.12, SRDH2_36430.5, SRDH2_36430.10, SRDH2_36430.14, SRDH2_36430.15, SRDH2_36430.7, SRDH2_36430.1, SRDH2_36430.2, SRDH2_36430.4
OG0000201	Smp_158560.1, Smp_158560.2	SRDH2_40690.1
OG0000202	Smp_129710.1	SRDH2_50830.2, SRDH2_50830.4, SRDH2_50830.1, SRDH2_50830.3
OG0000203	Smp_168040.1	SRDH2_84400.1
OG0000204	Smp_336300.1	SRDH2_89480.1
OG0000204	Smp_309060.1	SRDH2_89500.1
OG0000204	Smp_331260.1	SRDH2_89510.1
OG0000204	Smp_089330.1	SRDH2_89520.1
OG0000204	Smp_089320.1	SRDH2_89530.1
OG0000204	Smp_170890.2	SRDH2_89470.1
OG0000204	Smp_170890.1	SRDH2_89460.1
OG0000204	Smp_089370.1	SRDH2_89490.1
OG0000205	Smp_129770.1, Smp_129770.2	SRDH2_19150.5, SRDH2_19150.6, SRDH2_19150.8, SRDH2_19150.10, SRDH2_19150.2, SRDH2_19150.3, SRDH2_19150.4, SRDH2_19150.7, SRDH2_19150.1, SRDH2_19150.9
OG0000206	Smp_031920.1	SRDH2_32330.1
OG0000206	Smp_031920.1	SRDH2_32330.8
OG0000207	Smp_137320.1	SRDH2_33190.1
OG0000207	Smp_137310.1	SRDH2_33210.1
OG0000207	Smp_178420.1	SRDH2_33230.1
OG0000207	Smp_137300.1	SRDH2_33220.1
OG0000207	Smp_027940.1	SRDH2_33200.1
OG0000208	Smp_312880.1	SRDH2_72790.1
OG0000209	Smp_214240.1	SRDH2_9170.1, SRDH2_9170.3
OG0000209	Smp_128390.1	SRDH2_9170.2, SRDH2_9170.4
