Orthogroup	schistosoma_mansoni	schistosoma_bovis
OG0000104	Smp_006250.1	SBOV2_6070.1, SBOV2_6070.10, SBOV2_6070.11, SBOV2_6070.2, SBOV2_6070.8, SBOV2_6070.9, SBOV2_6070.3, SBOV2_6070.4, SBOV2_6070.6, SBOV2_6070.7, SBOV2_6070.15, SBOV2_6070.18, SBOV2_6070.19, SBOV2_6070.20, SBOV2_6070.12, SBOV2_6070.13, SBOV2_6070.14, SBOV2_6070.16, SBOV2_6070.17, SBOV2_6070.5, SBOV2_6070.21
OG0000105	Smp_019790.1	SBOV2_7670.1
OG0000106	Smp_345820.1	SBOV2_72820.1
OG0000106	Smp_168430.1	SBOV2_72830.1
OG0000107	Smp_089430.1	SBOV2_55660.2, SBOV2_55660.3, SBOV2_55660.4, SBOV2_55660.1
OG0000107	Smp_046690.3, Smp_046690.1	SBOV2_54410.1, SBOV2_54410.2
OG0000108	Smp_093930.1	SBOV2_8260.1, SBOV2_8260.6, SBOV2_8260.7, SBOV2_8260.4, SBOV2_8260.3, SBOV2_8260.2, SBOV2_8260.9, SBOV2_8260.5, SBOV2_8260.11, SBOV2_8260.8, SBOV2_8260.12, SBOV2_8260.13, SBOV2_8260.14, SBOV2_8260.15, SBOV2_8260.16, SBOV2_8260.19, SBOV2_8260.17, SBOV2_8260.18, SBOV2_8260.10
OG0000110	Smp_333980.1	SBOV2_37740.1
OG0000110	Smp_055260.1	SBOV2_37770.1, SBOV2_37770.2
OG0000110	Smp_129920.1	SBOV2_37730.2, SBOV2_37730.3, SBOV2_37730.1
OG0000110	Smp_129900.1	SBOV2_37710.1, SBOV2_37720.1
OG0000111	Smp_072140.1	SBOV2_26650.1
OG0000111	Smp_146600.1, Smp_146600.2	SBOV2_53560.1
OG0000111	Smp_330190.1	SBOV2_36430.1, SBOV2_36430.2
OG0000111	Smp_330250.1	SBOV2_36420.1, SBOV2_36420.2
OG0000111	Smp_104110.1	SBOV2_36400.1, SBOV2_36400.2
OG0000112	Smp_156910.3, Smp_156910.4, Smp_156910.1, Smp_156910.5, Smp_156910.6, Smp_156910.2	SBOV2_82930.3, SBOV2_82930.2, SBOV2_82930.4, SBOV2_82930.5, SBOV2_82930.6, SBOV2_82930.13, SBOV2_82930.10, SBOV2_82930.8, SBOV2_82930.1, SBOV2_82930.11, SBOV2_82930.12, SBOV2_82930.9, SBOV2_82930.7
OG0000113	Smp_349770.1, Smp_336365.1, Smp_349460.1	SBOV2_80430.1
OG0000114	Smp_144700.1	SBOV2_93530.3, SBOV2_93530.4, SBOV2_93530.14, SBOV2_93530.5, SBOV2_93530.17, SBOV2_93530.18, SBOV2_93530.11, SBOV2_93530.20, SBOV2_93530.19, SBOV2_93530.21, SBOV2_93530.22, SBOV2_93530.1, SBOV2_93530.10, SBOV2_93530.15, SBOV2_93530.6, SBOV2_93530.12, SBOV2_93530.16, SBOV2_93530.2, SBOV2_93530.7, SBOV2_93530.8, SBOV2_93530.9, SBOV2_93530.13
OG0000115	Smp_094320.1	SBOV2_31010.2, SBOV2_31010.4, SBOV2_31010.5, SBOV2_31010.7, SBOV2_31010.10, SBOV2_31010.11, SBOV2_31010.8, SBOV2_31010.9, SBOV2_31010.1, SBOV2_31010.12, SBOV2_31010.13, SBOV2_31010.14, SBOV2_31010.3, SBOV2_31010.6
OG0000116	Smp_013840.1, Smp_013840.2	SBOV2_49500.1
OG0000117	Smp_014170.1	SBOV2_37640.10, SBOV2_37640.11, SBOV2_37640.3, SBOV2_37640.12, SBOV2_37640.2, SBOV2_37640.5, SBOV2_37640.8, SBOV2_37640.6, SBOV2_37640.13, SBOV2_37640.9, SBOV2_37640.1, SBOV2_37640.7, SBOV2_37640.4
OG0000118	Smp_319790.1	SBOV2_28280.3, SBOV2_28280.1, SBOV2_28280.2
OG0000118	Smp_344080.1	SBOV2_28310.4, SBOV2_28310.5, SBOV2_28310.2, SBOV2_28310.1, SBOV2_28310.3
OG0000118	Smp_319780.1, Smp_319770.1, Smp_319770.2	SBOV2_28300.1
OG0000119	Smp_247020.1	SBOV2_94370.2, SBOV2_94370.4, SBOV2_94370.1, SBOV2_94370.3, SBOV2_94360.1, SBOV2_94370.5
OG0000120	Smp_167850.1	SBOV2_37560.1
OG0000122	Smp_344340.1	SBOV2_79470.16, SBOV2_79470.19, SBOV2_79470.17, SBOV2_79470.18, SBOV2_79470.6, SBOV2_79470.2, SBOV2_79470.4, SBOV2_79470.10, SBOV2_79470.12, SBOV2_79470.1, SBOV2_79470.3, SBOV2_79470.5, SBOV2_79470.8, SBOV2_79470.13, SBOV2_79470.14, SBOV2_79470.9, SBOV2_79470.11, SBOV2_79470.15, SBOV2_79470.7
OG0000123	Smp_165350.3, Smp_165350.1, Smp_165350.2, Smp_165350.5, Smp_165350.4	SBOV2_77610.14, SBOV2_77610.4, SBOV2_77610.9, SBOV2_77610.1, SBOV2_77610.12, SBOV2_77610.5, SBOV2_77610.6, SBOV2_77610.7, SBOV2_77610.10, SBOV2_77610.11, SBOV2_77610.13, SBOV2_77610.15, SBOV2_77610.8, SBOV2_77610.3, SBOV2_77610.2
OG0000125	Smp_097830.2, Smp_097830.1, Smp_097830.3	SBOV2_1380.1, SBOV2_1380.5, SBOV2_1380.9, SBOV2_1380.4, SBOV2_1380.10, SBOV2_1380.2, SBOV2_1380.11, SBOV2_1380.3, SBOV2_1380.7, SBOV2_1380.8, SBOV2_1380.6
OG0000126	Smp_008620.1	SBOV2_70130.8, SBOV2_70130.3, SBOV2_70130.6, SBOV2_70130.1, SBOV2_70130.2, SBOV2_70130.5, SBOV2_70130.7, SBOV2_70130.4
OG0000127	Smp_316780.1, Smp_308060.3, Smp_308060.1, Smp_184350.2, Smp_184350.1, Smp_317400.1, Smp_349030.1, Smp_319340.2, Smp_319340.1, Smp_319340.3, Smp_243170.1, Smp_184350.3	SBOV2_22060.1, SBOV2_22070.1, SBOV2_22070.2
OG0000128	Smp_332660.1	SBOV2_42240.1, SBOV2_42240.2, SBOV2_42240.4, SBOV2_42240.6, SBOV2_42240.7, SBOV2_42240.8, SBOV2_42240.10, SBOV2_42240.3, SBOV2_42240.5, SBOV2_42240.9
OG0000129	Smp_140420.1	SBOV2_35350.7, SBOV2_35350.6, SBOV2_35350.8, SBOV2_35350.2, SBOV2_35350.3, SBOV2_35350.1, SBOV2_35350.5, SBOV2_35350.4
OG0000130	Smp_060420.1, Smp_060420.2	SBOV2_81240.5, SBOV2_81240.1, SBOV2_81240.2, SBOV2_81240.3, SBOV2_81240.4
OG0000131	Smp_322720.1	SBOV2_8510.1
OG0000131	Smp_155520.1, Smp_155520.2	SBOV2_85110.1
OG0000131	Smp_336270.1	SBOV2_85090.1
OG0000132	Smp_028030.1	SBOV2_32130.10, SBOV2_32130.11, SBOV2_32130.1, SBOV2_32130.2, SBOV2_32130.3, SBOV2_32130.4, SBOV2_32130.5, SBOV2_32130.6, SBOV2_32130.7, SBOV2_32130.8, SBOV2_32130.9
OG0000133	Smp_072980.1	SBOV2_36000.9, SBOV2_36000.1, SBOV2_36000.2, SBOV2_36000.3, SBOV2_36000.4, SBOV2_36000.7, SBOV2_36000.5, SBOV2_36000.6, SBOV2_36000.8
OG0000134	Smp_032480.1	SBOV2_19740.11, SBOV2_19740.20, SBOV2_19740.22, SBOV2_19740.19, SBOV2_19740.16, SBOV2_19740.21, SBOV2_19740.15, SBOV2_19740.9, SBOV2_19740.17, SBOV2_19740.18, SBOV2_19740.4, SBOV2_19740.7, SBOV2_19740.2, SBOV2_19740.1, SBOV2_19740.5, SBOV2_19740.3, SBOV2_19740.6, SBOV2_19740.10, SBOV2_19740.13, SBOV2_19740.8, SBOV2_19740.14, SBOV2_19740.12
OG0000135	Smp_046060.1, Smp_046060.2	SBOV2_13090.13, SBOV2_13090.8, SBOV2_13090.14, SBOV2_13090.9, SBOV2_13090.11, SBOV2_13090.1, SBOV2_13090.4, SBOV2_13090.5, SBOV2_13090.2, SBOV2_13090.6, SBOV2_13090.3, SBOV2_13090.10, SBOV2_13090.7, SBOV2_13090.12
OG0000136	Smp_174310.1	SBOV2_8010.6, SBOV2_8010.14, SBOV2_8010.16, SBOV2_8010.19, SBOV2_8010.7, SBOV2_8010.2, SBOV2_8010.1, SBOV2_8010.12, SBOV2_8010.13, SBOV2_8010.15, SBOV2_8010.3, SBOV2_8010.4, SBOV2_8010.10, SBOV2_8010.18, SBOV2_8010.8, SBOV2_8010.5, SBOV2_8010.17, SBOV2_8010.9, SBOV2_7980.1, SBOV2_8010.11
OG0000137	Smp_320110.1	SBOV2_25780.1
OG0000137	Smp_334920.1	SBOV2_25830.1
OG0000137	Smp_166340.1	SBOV2_25800.1
OG0000137	Smp_081900.1	SBOV2_25790.1
OG0000137	Smp_166350.1	SBOV2_25810.1
OG0000137	Smp_348070.1	SBOV2_25820.2, SBOV2_25820.1, SBOV2_25820.3
OG0000138	Smp_158600.1	SBOV2_86790.1, SBOV2_86790.2, SBOV2_86790.3, SBOV2_86790.4
OG0000138	Smp_335620.1	SBOV2_44280.1
OG0000139	Smp_031040.1	SBOV2_4010.12, SBOV2_4010.8, SBOV2_4010.1, SBOV2_4010.3, SBOV2_4010.6, SBOV2_4010.9, SBOV2_4010.11, SBOV2_4010.4, SBOV2_4010.5, SBOV2_4010.10, SBOV2_4010.2, SBOV2_4010.7
OG0000140	Smp_059210.1, Smp_059210.2	SBOV2_75210.1
OG0000142	Smp_139680.1	SBOV2_19580.1
OG0000142	Smp_120070.1	SBOV2_19590.1
OG0000142	Smp_203950.1	SBOV2_19600.1
OG0000142	Smp_309700.1, Smp_306970.1, Smp_032370.1, Smp_306960.1	SBOV2_19630.1, SBOV2_19610.1, SBOV2_19620.1
OG0000143	Smp_202190.1, Smp_301550.1, Smp_326730.1	SBOV2_67720.2, SBOV2_67720.1, SBOV2_67730.1
OG0000144	Smp_034190.1	SBOV2_50930.1, SBOV2_50930.2, SBOV2_50930.3
OG0000144	Smp_097660.1	SBOV2_39970.1
OG0000144	Smp_166400.1	SBOV2_56210.1
OG0000145	Smp_110280.1, Smp_110280.2	SBOV2_34400.9, SBOV2_34400.8, SBOV2_34400.1, SBOV2_34400.11, SBOV2_34400.10, SBOV2_34400.6, SBOV2_34400.7, SBOV2_34400.5, SBOV2_34400.4, SBOV2_34400.2, SBOV2_34400.3
OG0000146	Smp_016630.1	SBOV2_90430.1
OG0000146	Smp_246100.1	SBOV2_55950.1
OG0000146	Smp_020080.1	SBOV2_38490.2, SBOV2_38490.1
OG0000146	Smp_016250.1	SBOV2_46580.1
OG0000147	Smp_019170.1	SBOV2_31560.11, SBOV2_31560.10, SBOV2_31560.2, SBOV2_31560.3, SBOV2_31560.4, SBOV2_31560.5, SBOV2_31560.7, SBOV2_31560.8, SBOV2_31560.6, SBOV2_31560.1, SBOV2_31560.9
OG0000148	Smp_346640.1	SBOV2_36370.1, SBOV2_36370.2, SBOV2_36370.7, SBOV2_36370.5, SBOV2_36370.6, SBOV2_36370.3, SBOV2_36370.4
OG0000149	Smp_123410.1	SBOV2_51750.1, SBOV2_51750.10, SBOV2_51750.2, SBOV2_51750.3, SBOV2_51750.4, SBOV2_51750.8, SBOV2_51750.5, SBOV2_51750.9
OG0000150	Smp_095400.1	SBOV2_96510.1, SBOV2_96520.1
OG0000151	Smp_167920.1	SBOV2_63120.6, SBOV2_63120.5, SBOV2_63120.1, SBOV2_63120.3, SBOV2_63120.4, SBOV2_63120.2
OG0000152	Smp_078310.1	SBOV2_10970.1, SBOV2_10850.1, SBOV2_10850.2, SBOV2_10850.3, SBOV2_10850.4, SBOV2_10850.7, SBOV2_10850.5, SBOV2_10850.6
OG0000153	Smp_013950.1	SBOV2_49420.1
OG0000153	Smp_169090.1	SBOV2_54720.1, SBOV2_54730.1, SBOV2_54740.1, SBOV2_54760.1
OG0000153	Smp_169050.2, Smp_169050.1	SBOV2_54810.1
OG0000154	Smp_333260.1	SBOV2_17880.1, SBOV2_17880.3, SBOV2_17880.6, SBOV2_17880.4, SBOV2_17880.5, SBOV2_17880.7, SBOV2_17880.2
OG0000155	Smp_302040.1, Smp_302040.2, Smp_302040.3	SBOV2_30700.8, SBOV2_30700.7, SBOV2_30700.4, SBOV2_30700.3, SBOV2_30700.5, SBOV2_30700.6, SBOV2_30700.10, SBOV2_30700.14, SBOV2_30700.11, SBOV2_30700.9, SBOV2_30700.2, SBOV2_30700.1, SBOV2_30700.17, SBOV2_30700.15, SBOV2_30700.16, SBOV2_30700.13, SBOV2_30700.12
OG0000156	Smp_039750.3, Smp_039750.1, Smp_039750.2	SBOV2_19360.1, SBOV2_19360.2, SBOV2_19360.6, SBOV2_19360.5, SBOV2_19360.7, SBOV2_19360.4, SBOV2_19360.8, SBOV2_19360.10, SBOV2_19360.9, SBOV2_19360.3
OG0000157	Smp_212410.1, Smp_212410.2	SBOV2_61330.1, SBOV2_61330.2
OG0000157	Smp_332710.1	SBOV2_43240.1
OG0000157	Smp_153100.1	SBOV2_93390.2, SBOV2_93390.4, SBOV2_93390.3, SBOV2_93390.1
OG0000158	Smp_068960.1	SBOV2_5480.6, SBOV2_5480.1
OG0000159	Smp_129520.1	SBOV2_61760.1
OG0000160	Smp_136550.1	SBOV2_14300.2, SBOV2_14300.7, SBOV2_14300.3, SBOV2_14300.4, SBOV2_14300.8, SBOV2_14300.9, SBOV2_14300.6, SBOV2_14300.1, SBOV2_14300.5
OG0000161	Smp_301780.1	SBOV2_32910.4, SBOV2_32910.6, SBOV2_32910.5, SBOV2_32910.1, SBOV2_32910.2, SBOV2_32910.3
OG0000164	Smp_179910.1	SBOV2_60890.1
OG0000164	Smp_062510.1	SBOV2_76260.1
OG0000164	Smp_142450.1	SBOV2_50040.1
OG0000164	Smp_071250.1	SBOV2_37240.1
OG0000165	Smp_002820.1	SBOV2_65130.1
OG0000166	Smp_173060.1	SBOV2_86830.1
OG0000167	Smp_042550.1, Smp_042550.2	SBOV2_74020.7, SBOV2_74020.6, SBOV2_74020.5, SBOV2_74020.2, SBOV2_74020.4, SBOV2_74020.3, SBOV2_74020.1
OG0000168	Smp_137740.1, Smp_137740.2	SBOV2_1900.3, SBOV2_1900.1
OG0000169	Smp_041460.1	SBOV2_93670.1
OG0000169	Smp_155310.1	SBOV2_43140.1
OG0000169	Smp_140000.1	SBOV2_93140.1, SBOV2_93140.2
OG0000170	Smp_343440.1	SBOV2_70050.1
OG0000172	Smp_161110.1, Smp_161110.6, Smp_161110.5, Smp_161110.4, Smp_161110.2, Smp_161110.3	SBOV2_18270.1
OG0000173	Smp_344580.1	SBOV2_81670.8, SBOV2_81670.1, SBOV2_81670.4, SBOV2_81670.3, SBOV2_81670.5, SBOV2_81670.6, SBOV2_81670.2, SBOV2_81670.10, SBOV2_81670.11, SBOV2_81670.9, SBOV2_81670.7
OG0000175	Smp_195090.1	SBOV2_26570.1
OG0000175	Smp_169200.1	SBOV2_26580.1, SBOV2_26580.2
OG0000175	Smp_169190.1	SBOV2_26590.1
OG0000175	Smp_086530.1	SBOV2_26600.1, SBOV2_26600.2, SBOV2_26600.3
OG0000177	Smp_333480.1, Smp_333480.2	SBOV2_58230.3, SBOV2_58230.1, SBOV2_58230.2
OG0000178	Smp_150750.1	SBOV2_41350.5, SBOV2_41350.4, SBOV2_41350.1, SBOV2_41350.6, SBOV2_41350.2, SBOV2_41350.3
OG0000179	Smp_134080.1	SBOV2_55230.6, SBOV2_55230.9, SBOV2_55230.7, SBOV2_55230.8, SBOV2_55230.1, SBOV2_55230.2, SBOV2_55230.3, SBOV2_55230.4, SBOV2_55230.5
OG0000179	Smp_246010.1	SBOV2_55240.1
OG0000180	Smp_346170.1	SBOV2_79920.1, SBOV2_79920.2
OG0000180	Smp_314210.1, Smp_345210.1	SBOV2_79930.3, SBOV2_79930.2, SBOV2_79930.4, SBOV2_79930.1
OG0000180	Smp_314200.1, Smp_317150.1	SBOV2_79910.1
OG0000182	Smp_159990.1	SBOV2_57380.1
OG0000182	Smp_020270.1, Smp_020270.2	SBOV2_38720.1, SBOV2_38720.2, SBOV2_38720.4, SBOV2_38720.3
OG0000183	Smp_152870.1	SBOV2_34990.10, SBOV2_34990.9, SBOV2_34990.12, SBOV2_34990.13, SBOV2_34990.8, SBOV2_34990.1, SBOV2_34990.2, SBOV2_34990.3, SBOV2_34990.4, SBOV2_34990.6, SBOV2_34990.5, SBOV2_34990.11, SBOV2_34990.7
OG0000184	Smp_167750.1	SBOV2_49230.1, SBOV2_49230.2, SBOV2_49230.3, SBOV2_49230.4, SBOV2_49230.5
OG0000184	Smp_004220.1	SBOV2_49240.1, SBOV2_96710.1
OG0000185	Smp_057120.1, Smp_057120.2	SBOV2_34880.5, SBOV2_34880.7, SBOV2_34880.1, SBOV2_34880.6, SBOV2_34880.10, SBOV2_34880.13, SBOV2_34880.11, SBOV2_34880.12, SBOV2_34880.9, SBOV2_34880.2, SBOV2_34880.3, SBOV2_34880.4, SBOV2_34880.8
OG0000186	Smp_334080.1	SBOV2_71520.3, SBOV2_71520.4, SBOV2_71520.7, SBOV2_71520.2, SBOV2_71520.5, SBOV2_71520.1, SBOV2_71520.6
OG0000187	Smp_014670.1	SBOV2_53200.1
OG0000188	Smp_125770.1	SBOV2_35880.4, SBOV2_35880.2, SBOV2_35880.3, SBOV2_35880.1, SBOV2_35880.5, SBOV2_35880.10, SBOV2_35880.11, SBOV2_35880.7, SBOV2_35880.8, SBOV2_35880.9, SBOV2_35880.6
OG0000189	Smp_347670.1	SBOV2_6630.1
OG0000190	Smp_113610.1, Smp_344690.2, Smp_344690.4, Smp_344690.1, Smp_344690.3	SBOV2_53780.1
OG0000191	Smp_154670.1	SBOV2_29780.1
OG0000191	Smp_187360.1	SBOV2_29690.1
OG0000191	Smp_154680.1	SBOV2_29730.1, SBOV2_29740.1, SBOV2_29770.1
OG0000192	Smp_009990.1	SBOV2_62620.7, SBOV2_62620.10, SBOV2_62620.11, SBOV2_62620.3, SBOV2_62620.4, SBOV2_62620.13, SBOV2_62620.5, SBOV2_62620.12, SBOV2_62620.1, SBOV2_62620.14, SBOV2_62620.6, SBOV2_62620.16, SBOV2_62620.8, SBOV2_62620.9, SBOV2_62620.15, SBOV2_62620.2
OG0000193	Smp_151750.1, Smp_211070.1	SBOV2_57540.1, SBOV2_57540.3, SBOV2_57540.4, SBOV2_57550.1, SBOV2_57540.2
OG0000194	Smp_145190.1, Smp_145190.2	SBOV2_73960.3, SBOV2_73960.1, SBOV2_73960.2, SBOV2_73960.6, SBOV2_73960.4, SBOV2_73960.5
OG0000195	Smp_089930.1	SBOV2_48040.3, SBOV2_48040.10, SBOV2_48040.2, SBOV2_48040.5, SBOV2_48040.7, SBOV2_48040.8, SBOV2_48040.4, SBOV2_48040.11, SBOV2_48040.6, SBOV2_48040.1, SBOV2_48040.9
OG0000196	Smp_051090.1	SBOV2_89060.1
OG0000196	Smp_337400.1, Smp_337400.3	SBOV2_13600.1
OG0000197	Smp_020070.1	SBOV2_38480.7, SBOV2_38480.1, SBOV2_38480.4, SBOV2_38480.6, SBOV2_38480.2, SBOV2_38480.5, SBOV2_38480.3
OG0000198	Smp_342030.1	SBOV2_24130.1
OG0000198	Smp_058690.1, Smp_058700.1	SBOV2_14360.1, SBOV2_14390.2
OG0000199	Smp_033950.1	SBOV2_35200.1, SBOV2_35480.1
OG0000201	Smp_158560.1, Smp_158560.2	SBOV2_27340.13, SBOV2_27340.9, SBOV2_27340.2, SBOV2_27340.4, SBOV2_27340.7, SBOV2_27340.3, SBOV2_27340.12, SBOV2_27340.1, SBOV2_27340.10, SBOV2_27340.11, SBOV2_27340.5, SBOV2_27340.6, SBOV2_27340.8
OG0000202	Smp_129710.1	SBOV2_49400.1, SBOV2_49400.2, SBOV2_49400.3
OG0000203	Smp_168040.1	SBOV2_81340.18, SBOV2_81340.4, SBOV2_81340.5, SBOV2_81340.1, SBOV2_81340.11, SBOV2_81340.15, SBOV2_81340.17, SBOV2_81340.9, SBOV2_81340.21, SBOV2_81340.23, SBOV2_81340.7, SBOV2_81340.8, SBOV2_81340.10, SBOV2_81340.13, SBOV2_81340.19, SBOV2_81340.20, SBOV2_81340.14, SBOV2_81340.16, SBOV2_81340.22, SBOV2_81340.3, SBOV2_81340.6, SBOV2_81340.12, SBOV2_81340.2
OG0000204	Smp_336300.1	SBOV2_85820.1
OG0000204	Smp_309060.1, Smp_331260.1	SBOV2_85770.1, SBOV2_85790.1
OG0000204	Smp_089330.1	SBOV2_85760.1, SBOV2_85780.1
OG0000204	Smp_089320.1, Smp_170890.2	SBOV2_85750.1, SBOV2_85750.2
OG0000204	Smp_170890.1	SBOV2_86160.1
OG0000205	Smp_129770.1, Smp_129770.2	SBOV2_18140.3, SBOV2_18140.4, SBOV2_18140.1, SBOV2_18140.2, SBOV2_18140.5, SBOV2_18140.6, SBOV2_18140.7, SBOV2_18140.8, SBOV2_18140.9
OG0000206	Smp_031920.1	SBOV2_32930.3
OG0000207	Smp_137320.1	SBOV2_32040.1
OG0000207	Smp_319310.1, Smp_319310.2	SBOV2_32010.1
OG0000207	Smp_137310.1	SBOV2_32020.1
OG0000207	Smp_178420.1	SBOV2_32000.1
OG0000207	Smp_027940.1	SBOV2_32030.1
OG0000208	Smp_312880.1	SBOV2_72090.8, SBOV2_72090.6, SBOV2_72090.10, SBOV2_72090.1, SBOV2_72090.2, SBOV2_72090.5, SBOV2_72090.9, SBOV2_72090.7, SBOV2_72090.3, SBOV2_72090.4
OG0000209	Smp_214240.1, Smp_128390.1	SBOV2_8730.1, SBOV2_8730.4, SBOV2_8730.3, SBOV2_8730.2, SBOV2_8730.6, SBOV2_8730.9, SBOV2_8730.11, SBOV2_8730.7, SBOV2_8730.8, SBOV2_8730.10, SBOV2_8730.5
OG0000210	Smp_143690.1, Smp_143690.2	SBOV2_84490.1, SBOV2_84490.11, SBOV2_84490.2, SBOV2_84490.8, SBOV2_84490.6, SBOV2_84490.4, SBOV2_84490.5, SBOV2_84490.7, SBOV2_84490.10, SBOV2_84490.9, SBOV2_84490.12, SBOV2_84490.3, SBOV2_84490.13
OG0000212	Smp_123940.1	SBOV2_24920.3, SBOV2_24920.9, SBOV2_24920.8, SBOV2_24920.7, SBOV2_24920.1, SBOV2_24920.2, SBOV2_24920.4, SBOV2_24920.5, SBOV2_24920.6
OG0000213	Smp_333170.1	SBOV2_15330.12, SBOV2_15330.11, SBOV2_15330.10, SBOV2_15330.4, SBOV2_15330.6, SBOV2_15330.8, SBOV2_15330.13, SBOV2_15330.14, SBOV2_15330.9, SBOV2_15330.1, SBOV2_15330.2, SBOV2_15330.3, SBOV2_15330.5, SBOV2_15330.7
OG0000214	Smp_134410.1, Smp_134410.3	SBOV2_4700.1
OG0000215	Smp_327230.1, Smp_327220.1, Smp_327240.1, Smp_093620.1	SBOV2_96730.1, SBOV2_96730.2
OG0000217	Smp_343380.1	SBOV2_35260.8, SBOV2_35260.4, SBOV2_35260.1, SBOV2_35260.2, SBOV2_35260.3, SBOV2_35260.5, SBOV2_35260.6, SBOV2_35260.7
OG0000218	Smp_244280.1	SBOV2_16240.2, SBOV2_16240.8, SBOV2_16240.18, SBOV2_16240.17, SBOV2_16240.19, SBOV2_16240.1, SBOV2_16240.10, SBOV2_16240.11, SBOV2_16240.12, SBOV2_16240.14, SBOV2_16240.16, SBOV2_16240.20, SBOV2_16240.9, SBOV2_16240.7, SBOV2_16240.4, SBOV2_16240.6, SBOV2_16240.15, SBOV2_16240.3, SBOV2_16240.5, SBOV2_16240.13
OG0000219	Smp_162080.1	SBOV2_59900.8, SBOV2_59900.10, SBOV2_59900.4, SBOV2_59900.6, SBOV2_59900.7, SBOV2_59900.3, SBOV2_59900.9, SBOV2_59900.11, SBOV2_59900.2, SBOV2_59900.5, SBOV2_59900.12, SBOV2_59900.1
OG0000220	Smp_329410.1, Smp_126840.1	SBOV2_73220.1
OG0000221	Smp_165820.1	SBOV2_9760.1
OG0000221	Smp_153140.1	SBOV2_2510.1, SBOV2_2510.2
OG0000222	Smp_313450.1	SBOV2_75430.3, SBOV2_75430.1, SBOV2_75430.2, SBOV2_75430.4
OG0000223	Smp_159100.1	SBOV2_9970.4, SBOV2_9970.17, SBOV2_9970.11, SBOV2_9970.16, SBOV2_9970.2, SBOV2_9970.6, SBOV2_9970.1, SBOV2_9970.10, SBOV2_9970.12, SBOV2_9970.13, SBOV2_9970.14, SBOV2_9970.15, SBOV2_9970.3, SBOV2_9970.7, SBOV2_9970.9, SBOV2_9970.5, SBOV2_9970.8
OG0000224	Smp_153770.1	SBOV2_6020.4, SBOV2_6020.1, SBOV2_6020.10, SBOV2_6020.2, SBOV2_6020.3, SBOV2_6020.5, SBOV2_6020.6, SBOV2_6020.7, SBOV2_6020.8, SBOV2_6020.9
OG0000225	Smp_017730.1	SBOV2_3090.1
OG0000226	Smp_124820.1	SBOV2_32530.11, SBOV2_32530.15, SBOV2_32530.7, SBOV2_32530.8, SBOV2_32530.10, SBOV2_32530.9, SBOV2_32530.12, SBOV2_32530.16, SBOV2_32530.1, SBOV2_32530.3, SBOV2_32530.5, SBOV2_32530.14, SBOV2_32530.4, SBOV2_32530.6, SBOV2_32530.17, SBOV2_32530.2, SBOV2_32530.13
OG0000227	Smp_122680.1	SBOV2_68480.1
OG0000228	Smp_104030.1	SBOV2_25760.8, SBOV2_25760.9, SBOV2_25760.12, SBOV2_25760.18, SBOV2_25760.15, SBOV2_25760.13, SBOV2_25760.11, SBOV2_25760.14, SBOV2_25760.5, SBOV2_25760.7, SBOV2_25760.4, SBOV2_25760.6, SBOV2_25760.10, SBOV2_25760.16, SBOV2_25760.17, SBOV2_25760.1, SBOV2_25760.3, SBOV2_25760.2, SBOV2_25760.19
OG0000229	Smp_307880.1	SBOV2_58630.1, SBOV2_58630.3, SBOV2_58630.6, SBOV2_58630.7, SBOV2_58630.2, SBOV2_58630.4, SBOV2_58630.5, SBOV2_58630.8
OG0000230	Smp_308600.1, Smp_308590.1	SBOV2_62800.7, SBOV2_62800.9, SBOV2_62800.6, SBOV2_62800.8, SBOV2_62800.12, SBOV2_62800.4, SBOV2_62800.1, SBOV2_62800.11, SBOV2_62800.3, SBOV2_62800.5, SBOV2_62800.2, SBOV2_62800.10
OG0000231	Smp_333830.1, Smp_170490.1, Smp_344860.1, Smp_327960.1	SBOV2_48250.1, SBOV2_48230.1
OG0000231	Smp_327950.1	SBOV2_48220.1, SBOV2_48240.1
OG0000232	Smp_331240.1, Smp_315230.1, Smp_317430.1, Smp_331230.1, Smp_331230.2	SBOV2_85620.1, SBOV2_85630.1
OG0000234	Smp_337850.1	SBOV2_29380.3, SBOV2_29380.5, SBOV2_29380.8, SBOV2_29380.1, SBOV2_29380.2, SBOV2_29380.4, SBOV2_29380.6, SBOV2_29380.7, SBOV2_29380.11, SBOV2_29380.10, SBOV2_29380.9
OG0000236	Smp_147620.1	SBOV2_51250.5, SBOV2_51250.3, SBOV2_51250.4, SBOV2_51250.2, SBOV2_51250.1, SBOV2_51250.6, SBOV2_51250.7
OG0000237	Smp_130030.1	SBOV2_53370.5, SBOV2_53370.10, SBOV2_53370.6, SBOV2_53370.13, SBOV2_53370.4, SBOV2_53370.9, SBOV2_53370.12, SBOV2_53370.2, SBOV2_53370.3, SBOV2_53370.8, SBOV2_53370.1, SBOV2_53370.11, SBOV2_53370.14, SBOV2_53370.7
OG0000238	Smp_158450.1	SBOV2_30040.4, SBOV2_30040.7, SBOV2_30040.9, SBOV2_30040.3, SBOV2_30040.1, SBOV2_30040.2, SBOV2_30040.5, SBOV2_30040.8, SBOV2_30040.10, SBOV2_30040.6
OG0000239	Smp_163610.1	SBOV2_40250.1
OG0000239	Smp_336250.1	SBOV2_84300.1
