Orthogroup	schistosoma_mansoni	schistosoma_japonicum
OG0000264	Smp_134260.1	EWB00_006350
OG0000266	Smp_337080.1	EWB00_009335.3, EWB00_009335.4, EWB00_009335.2, EWB00_009335.1
OG0000268	Smp_067810.1	EWB00_002781.2, EWB00_002781.1, EWB00_002781.3
OG0000268	Smp_194270.1	EWB00_000422.2, EWB00_000422.3, EWB00_000422.1
OG0000269	Smp_318690.1, Smp_031000.1, Smp_031000.2	EWB00_009039
OG0000270	Smp_246700.1	EWB00_005015.1, EWB00_005015.2, EWB00_005015.3
OG0000271	Smp_134670.1	EWB00_010608.4, EWB00_010608.1, EWB00_010608.2, EWB00_010608.3, EWB00_010608.5
OG0000272	Smp_045950.1, Smp_045950.2	EWB00_004167.1, EWB00_004167.2, EWB00_004167.4, EWB00_004167.5, EWB00_004167.3
OG0000273	Smp_171880.1	EWB00_007794
OG0000274	Smp_334430.3, Smp_334430.1, Smp_334430.2	EWB00_010594.5, EWB00_010594.2, EWB00_010594.1, EWB00_010594.3, EWB00_010594.4
OG0000275	Smp_196840.1	EWB00_001311
OG0000276	Smp_312920.1	EWB00_004524.5, EWB00_004524.3, EWB00_004524.2, EWB00_004524.1, EWB00_004524.4
OG0000277	Smp_332260.1, Smp_332260.2	EWB00_009160.5, EWB00_009160.1, EWB00_009160.2, EWB00_009160.3, EWB00_009160.4, EWB00_009160.6
OG0000281	Smp_154160.1	EWB00_009452
OG0000281	Smp_323740.1, Smp_344370.1	EWB00_010291
OG0000282	Smp_034270.1	EWB00_000750
OG0000283	Smp_126240.1, Smp_126240.2	EWB00_011116
OG0000284	Smp_121950.1	EWB00_003225.3, EWB00_003225.1, EWB00_003225.2
OG0000285	Smp_000020.1	EWB00_004295
OG0000286	Smp_102430.1	EWB00_006409.1, EWB00_006409.2
OG0000286	Smp_040510.1	EWB00_002827
OG0000287	Smp_120640.1	EWB00_001190.1, EWB00_001190.2, EWB00_001190.3
OG0000288	Smp_123180.1	EWB00_008053
OG0000289	Smp_194590.1	EWB00_000082
OG0000290	Smp_163580.1, Smp_163580.2	EWB00_010888.2, EWB00_010888.3, EWB00_010888.4, EWB00_010888.6, EWB00_010888.1, EWB00_010888.5
OG0000290	Smp_176050.1	EWB00_009745
OG0000291	Smp_130440.1	EWB00_006455
OG0000292	Smp_083040.1, Smp_083040.2	EWB00_007865
OG0000293	Smp_035580.1	EWB00_006949.2, EWB00_006949.1
OG0000293	Smp_028990.1	EWB00_000820
OG0000293	Smp_004810.1	EWB00_007238
OG0000294	Smp_324700.1, Smp_324700.2, Smp_340380.1	EWB00_009046
OG0000295	Smp_247750.1, Smp_179250.1, Smp_247760.1, Smp_089290.1	EWB00_005285, EWB00_005283, EWB00_005284
OG0000297	Smp_050520.1	EWB00_002278.3, EWB00_002278.2, EWB00_002278.1, EWB00_002278.4
OG0000298	Smp_336620.1	EWB00_001802, EWB00_001803
OG0000298	Smp_135040.1, Smp_135040.2	EWB00_000994
OG0000299	Smp_074050.1	EWB00_007963.1, EWB00_007963.2
OG0000300	Smp_061840.1	EWB00_009379, EWB00_009380
OG0000301	Smp_042160.1	EWB00_004573.5, EWB00_004573.1, EWB00_004573.7, EWB00_004573.2, EWB00_004573.3, EWB00_004573.4, EWB00_004573.6, EWB00_004573.8
OG0000302	Smp_104500.3, Smp_104500.1, Smp_104500.4, Smp_104500.2	EWB00_011256
OG0000303	Smp_153710.3, Smp_153710.2, Smp_153710.1, Smp_153710.4	EWB00_004180
OG0000304	Smp_340500.1	EWB00_009739.1, EWB00_009739.2
OG0000305	Smp_060940.1	EWB00_007763
OG0000306	Smp_342740.1	EWB00_002091.1, EWB00_002091.2
OG0000307	Smp_343920.1	EWB00_005330, EWB00_008525
OG0000307	Smp_011000.1	EWB00_011426
OG0000308	Smp_350480.1, Smp_304450.1, Smp_015480.1	EWB00_007449, EWB00_007446, EWB00_007447
OG0000310	Smp_247080.1	EWB00_004381
OG0000311	Smp_161120.1, Smp_161120.2	EWB00_001060
OG0000312	Smp_152840.1	EWB00_005964.1, EWB00_005964.2, EWB00_005964.3
OG0000313	Smp_045980.1	EWB00_004170.1, EWB00_004170.2
OG0000314	Smp_159070.1	EWB00_007714.1, EWB00_007714.2
OG0000315	Smp_007260.1	EWB00_002931
OG0000316	Smp_168660.1	EWB00_005434.1, EWB00_005434.2, EWB00_005434.3
OG0000317	Smp_097820.1, Smp_097820.2	EWB00_005657.1, EWB00_005657.2
OG0000318	Smp_065130.1	EWB00_008744
OG0000319	Smp_167160.1, Smp_167160.2	EWB00_007862
OG0000320	Smp_306980.1	EWB00_002513
OG0000320	Smp_140860.1	EWB00_006052
OG0000320	Smp_245990.2, Smp_245990.1	EWB00_003791.1, EWB00_003791.2
OG0000321	Smp_083780.1	EWB00_001296.1, EWB00_001296.2
OG0000322	Smp_194030.1	EWB00_003360
OG0000323	Smp_306120.1, Smp_344820.1, Smp_344820.2, Smp_344820.3	EWB00_009314, EWB00_009313, EWB00_003324
OG0000324	Smp_147250.1	EWB00_002977
OG0000325	Smp_151050.1	EWB00_003497.1, EWB00_003497.2, EWB00_003497.3
OG0000326	Smp_069130.1	EWB00_003851.1, EWB00_003851.3, EWB00_003851.2
OG0000327	Smp_168450.1, Smp_336080.1	EWB00_000974, EWB00_000972, EWB00_000973
OG0000328	Smp_035090.1	EWB00_003307.1, EWB00_003307.2, EWB00_003309, EWB00_003308
OG0000329	Smp_018240.1, Smp_018240.2	EWB00_000879, EWB00_009351.1, EWB00_009351.3, EWB00_009351.2, EWB00_009351.4, EWB00_009351.5, EWB00_009351.7, EWB00_009351.6
OG0000332	Smp_084870.1	EWB00_004112, EWB00_004113
OG0000333	Smp_044610.1, Smp_342180.1	EWB00_008457
OG0000334	Smp_135470.1	EWB00_007243.1, EWB00_007243.2
OG0000334	Smp_345090.1	EWB00_008221.1, EWB00_008221.2
OG0000335	Smp_153190.1	EWB00_007904.1, EWB00_007904.2
OG0000336	Smp_007760.1	EWB00_004857
OG0000336	Smp_130540.1	EWB00_000600
OG0000337	Smp_099690.1	EWB00_005375.2, EWB00_005375.1
OG0000337	Smp_019490.1	EWB00_004252.1, EWB00_004252.5, EWB00_004252.3, EWB00_004252.6, EWB00_004252.2, EWB00_004252.7, EWB00_004252.4, EWB00_004252.8
OG0000339	Smp_246410.1	EWB00_006069.1, EWB00_006069.2
OG0000340	Smp_031770.2	EWB00_009968.1, EWB00_009968.4, EWB00_009968.6
OG0000342	Smp_071630.1	EWB00_001054.1, EWB00_001054.2
OG0000342	Smp_022810.1	EWB00_000866.3, EWB00_000866.1, EWB00_000866.2
OG0000342	Smp_004910.1	EWB00_000044.1, EWB00_000044.2
OG0000343	Smp_033530.1, Smp_140270.1, Smp_033540.1	EWB00_005957.3, EWB00_005957.1, EWB00_005957.2
OG0000344	Smp_153780.1	EWB00_009241.1, EWB00_009241.3, EWB00_009241.2, EWB00_009241.4, EWB00_009241.5, EWB00_009241.6, EWB00_009241.7, EWB00_009241.8, EWB00_009241.9, EWB00_009241.10
OG0000345	Smp_089460.1	EWB00_002967.8, EWB00_002967.4, EWB00_002967.7, EWB00_002967.1, EWB00_002967.5, EWB00_002967.3, EWB00_002967.6, EWB00_002967.2
OG0000346	Smp_130250.1	EWB00_007409
OG0000347	Smp_160940.1	EWB00_006075.1, EWB00_006075.3, EWB00_006075.2, EWB00_006074.1, EWB00_006074.2, EWB00_006074.3
OG0000348	Smp_347690.1, Smp_347690.2	EWB00_006331
OG0000349	Smp_130750.1	EWB00_005661
OG0000350	Smp_079650.1	EWB00_009542.3, EWB00_009542.1, EWB00_009542.2
OG0000351	Smp_133790.1	EWB00_004665
OG0000352	Smp_315890.1	EWB00_008371.1, EWB00_008371.2
OG0000353	Smp_126740.1	EWB00_000949
OG0000354	Smp_304130.1, Smp_304130.2	EWB00_007574.1, EWB00_007574.2
OG0000355	Smp_158050.1	EWB00_004441.1, EWB00_004441.2
OG0000356	Smp_332940.1	EWB00_005497.1, EWB00_005494, EWB00_005497.2, EWB00_005497.3, EWB00_005497.4
OG0000357	Smp_040560.1	EWB00_006405.2, EWB00_006405.1
OG0000358	Smp_335900.1, Smp_018800.1, Smp_132470.1, Smp_309540.1, Smp_132480.1, Smp_335890.1, Smp_335890.3	EWB00_003642
OG0000359	Smp_194800.1	EWB00_010287.3, EWB00_010287.1, EWB00_010287.2
OG0000360	Smp_039640.1	EWB00_010308.1, EWB00_010308.2
OG0000361	Smp_157340.1	EWB00_008734, EWB00_008735
OG0000362	Smp_246570.1	EWB00_007742
OG0000363	Smp_302930.1	EWB00_006373
OG0000364	Smp_164940.1	EWB00_000344
OG0000365	Smp_190770.1, Smp_325650.1	EWB00_002237, EWB00_002238.1, EWB00_002238.2
OG0000366	Smp_147240.1	EWB00_002980
OG0000367	Smp_006700.1	EWB00_002905
OG0000368	Smp_244010.1	EWB00_001036
OG0000369	Smp_171610.1	EWB00_009078.1, EWB00_009078.2, EWB00_009078.3
OG0000370	Smp_147950.1, Smp_147950.2	EWB00_004595.5, EWB00_004595.1, EWB00_004595.2, EWB00_004595.3, EWB00_004595.4
OG0000371	Smp_302090.1	EWB00_010143
OG0000372	Smp_091820.1	EWB00_000802
OG0000373	Smp_025260.1	EWB00_004686.1, EWB00_004686.2
OG0000374	Smp_099850.1	EWB00_004719
OG0000376	Smp_347860.1	EWB00_000822
OG0000377	Smp_174410.1	EWB00_007751
OG0000378	Smp_163210.3, Smp_163210.1, Smp_163210.2	EWB00_001092.1, EWB00_001092.3, EWB00_001092.2
OG0000379	Smp_320480.1	EWB00_006139
OG0000380	Smp_075500.1	EWB00_010793, EWB00_010794
OG0000381	Smp_105410.1	EWB00_010680.1, EWB00_010680.2, EWB00_010680.3, EWB00_010680.4
OG0000381	Smp_012440.1	EWB00_010681
OG0000382	Smp_070250.1, Smp_336880.1	EWB00_002068, EWB00_009778
OG0000383	Smp_142650.2, Smp_142650.1	EWB00_003144.1, EWB00_003144.2
OG0000384	Smp_316270.1, Smp_315420.1	EWB00_011218
OG0000385	Smp_326080.1	EWB00_009179
OG0000385	Smp_326090.1	EWB00_009180
OG0000386	Smp_163760.1	EWB00_006133.1, EWB00_006133.2
OG0000387	Smp_169140.1, Smp_320670.1	EWB00_007580.1, EWB00_007580.2
OG0000388	Smp_344630.1, Smp_344630.2	EWB00_001878.1, EWB00_001878.2, EWB00_001878.3
OG0000389	Smp_137210.1	EWB00_009230
OG0000390	Smp_069960.1	EWB00_007282.3, EWB00_007282.1, EWB00_007282.2
OG0000391	Smp_163340.1	EWB00_010131, EWB00_005064, EWB00_009419
OG0000392	Smp_096020.1	EWB00_006590.1, EWB00_006590.3, EWB00_006590.4
OG0000393	Smp_171540.1	EWB00_004074.5, EWB00_004074.1, EWB00_004074.2, EWB00_004074.3, EWB00_004074.4
OG0000394	Smp_018760.1	EWB00_011094.1, EWB00_011094.2, EWB00_011094.3
OG0000395	Smp_149200.1	EWB00_002277.1, EWB00_002277.2, EWB00_002277.3
OG0000396	Smp_126300.1	EWB00_004864.1, EWB00_004864.3, EWB00_004864.2
OG0000397	Smp_027390.1	EWB00_008188
OG0000398	Smp_244150.1	EWB00_010315.1, EWB00_010315.2
OG0000398	Smp_160360.1, Smp_078930.1	EWB00_005760, EWB00_005757
OG0000399	Smp_141290.4	EWB00_006965.1
OG0000399	Smp_141290.2	EWB00_006965.3, EWB00_006965.4
OG0000399	Smp_141290.1	EWB00_006965.5
OG0000399	Smp_141390.1	EWB00_006964
OG0000400	Smp_335630.1	EWB00_004734
OG0000400	Smp_303270.1, Smp_303290.1, Smp_173150.1	EWB00_001015.1, EWB00_001015.2
OG0000401	Smp_144770.1	EWB00_000575
OG0000402	Smp_155420.1	EWB00_004189, EWB00_004190
OG0000403	Smp_137580.1	EWB00_010108, EWB00_007326
OG0000404	Smp_303450.1, Smp_314670.1, Smp_346850.1, Smp_346850.2	EWB00_010184
OG0000405	Smp_068060.1	EWB00_007704
OG0000406	Smp_143240.1	EWB00_009549
OG0000407	Smp_308420.1	EWB00_007739.3, EWB00_007739.1, EWB00_007739.2
OG0000408	Smp_345870.1	EWB00_005048.1, EWB00_005048.2, EWB00_005048.5, EWB00_005048.3, EWB00_005048.4
OG0000409	Smp_345840.1	EWB00_008991
OG0000410	Smp_001040.1	EWB00_010063, EWB00_007265
OG0000411	Smp_080280.1	EWB00_000669
OG0000412	Smp_170800.1	EWB00_002751.1, EWB00_002751.2
OG0000413	Smp_132320.1	EWB00_011342, EWB00_011343
OG0000414	Smp_244610.1	EWB00_004672.1, EWB00_004672.2, EWB00_004672.3
OG0000415	Smp_012780.1	EWB00_002898.1, EWB00_002898.4, EWB00_002898.2, EWB00_002898.3, EWB00_002898.5, EWB00_002898.6
OG0000416	Smp_067480.1	EWB00_007510.4
OG0000416	Smp_136640.1	EWB00_006715.1, EWB00_006715.2
OG0000416	Smp_067490.1	EWB00_007511.1, EWB00_007511.2, EWB00_007511.3
OG0000417	Smp_130000.1	EWB00_006824
OG0000418	Smp_153010.1	EWB00_008940.1, EWB00_008940.2, EWB00_008940.3
OG0000419	Smp_153760.1	EWB00_010845
OG0000420	Smp_310080.1	EWB00_004042
OG0000421	Smp_000480.1, Smp_000480.2	EWB00_005791.5, EWB00_005791.2, EWB00_005791.1, EWB00_005791.6, EWB00_005791.3, EWB00_005791.4, EWB00_005791.7
OG0000422	Smp_014010.1	EWB00_005355.3, EWB00_005355.4, EWB00_005355.6, EWB00_005355.1, EWB00_005355.7, EWB00_005355.2, EWB00_005355.5
OG0000423	Smp_332510.1, Smp_060620.1	EWB00_004922, EWB00_003163, EWB00_003165, EWB00_003168, EWB00_003166
OG0000425	Smp_140950.1	EWB00_007944.2, EWB00_007944.3, EWB00_007944.1
OG0000426	Smp_047650.1, Smp_047680.1, Smp_311630.1, Smp_311640.1	EWB00_002147
OG0000427	Smp_128770.1	EWB00_010690.1, EWB00_010690.2
OG0000428	Smp_302740.1	EWB00_003239.1, EWB00_003239.2
OG0000429	Smp_300560.1	EWB00_002245, EWB00_002244
OG0000429	Smp_163090.1	EWB00_008214
OG0000430	Smp_033760.1	EWB00_003415
OG0000431	Smp_157350.1	EWB00_008732.1, EWB00_008732.2
OG0000432	Smp_140120.1	EWB00_004758
OG0000433	Smp_196260.1	EWB00_003929.2, EWB00_003929.1, EWB00_003929.3
OG0000434	Smp_127820.1, Smp_127820.2	EWB00_005877
OG0000435	Smp_140640.1	EWB00_009645, EWB00_004584, EWB00_003007, EWB00_009646, EWB00_009651, EWB00_010296
OG0000436	Smp_245820.1, Smp_245820.2	EWB00_000282.1, EWB00_000282.2
OG0000437	Smp_028650.1	EWB00_007320.2, EWB00_007320.1, EWB00_007320.3
OG0000438	Smp_007510.1	EWB00_010404
OG0000439	Smp_061510.1	EWB00_007287.1, EWB00_007287.2
OG0000440	Smp_300220.1, Smp_300210.1, Smp_300200.1	EWB00_011409
OG0000441	Smp_241420.1	EWB00_009358.1, EWB00_009358.2
OG0000442	Smp_000030.1	EWB00_004296.1, EWB00_004296.2, EWB00_004296.3
OG0000443	Smp_133530.1	EWB00_002041
OG0000444	Smp_148940.1, Smp_148940.2	EWB00_006083, EWB00_008676
OG0000445	Smp_002840.1	EWB00_010477.3, EWB00_010477.1, EWB00_010477.2
OG0000446	Smp_244750.1	EWB00_009918
OG0000447	Smp_312150.1	EWB00_005165
OG0000448	Smp_161790.1	EWB00_004614.4, EWB00_004614.6, EWB00_004614.8
OG0000449	Smp_246790.1, Smp_246790.3	EWB00_008853
OG0000450	Smp_003980.1	EWB00_001128.4, EWB00_001128.3, EWB00_001128.1, EWB00_001128.2
OG0000451	Smp_267100.1	EWB00_005055
OG0000452	Smp_248190.1	EWB00_006169
OG0000453	Smp_311970.1, Smp_311970.2	EWB00_009174.3, EWB00_009174.1, EWB00_009174.2
OG0000454	Smp_309480.1, Smp_314640.1	EWB00_009448.1, EWB00_009448.2, EWB00_009449
OG0000454	Smp_062900.2	EWB00_002766
OG0000455	Smp_129160.1, Smp_157720.1	EWB00_007676.2, EWB00_007676.1, EWB00_007676.3
OG0000456	Smp_149040.1	EWB00_006086
OG0000457	Smp_034980.1	EWB00_003299.1, EWB00_003299.2
OG0000458	Smp_345710.1	EWB00_005936
OG0000459	Smp_302920.1	EWB00_000897.5, EWB00_000897.1, EWB00_000897.2, EWB00_000897.3, EWB00_000897.4, EWB00_000897.6
OG0000460	Smp_323500.2, Smp_323490.1, Smp_323500.1, Smp_323510.1, Smp_336840.1, Smp_336850.1, Smp_178360.1, Smp_323480.1	EWB00_007690
OG0000461	Smp_347140.2, Smp_347140.3, Smp_347140.1, Smp_347140.4, Smp_347140.5	EWB00_011060.3, EWB00_011060.4, EWB00_011060.1, EWB00_011060.2
OG0000462	Smp_328770.1, Smp_348940.1, Smp_348930.1, Smp_349400.1, Smp_350440.1, Smp_348950.1, Smp_348500.1, Smp_349820.1, Smp_349810.1	EWB00_001020, EWB00_001022
OG0000462	Smp_317990.1, Smp_317990.2	EWB00_005102
OG0000463	Smp_129980.1, Smp_014410.1, Smp_014430.1	EWB00_003535.1, EWB00_003535.2
OG0000464	Smp_047190.1	EWB00_003710
OG0000465	Smp_030760.1	EWB00_007185
OG0000466	Smp_245780.1	EWB00_005412
OG0000467	Smp_126540.1	EWB00_005609
OG0000468	Smp_141580.1	EWB00_000960.2, EWB00_000960.1, EWB00_000960.3
OG0000469	Smp_031070.1, Smp_031070.2	EWB00_009028
OG0000470	Smp_156450.1	EWB00_005326
OG0000471	Smp_138860.1	EWB00_004466
OG0000472	Smp_302020.1, Smp_126580.1, Smp_302030.1	EWB00_005614
OG0000473	Smp_138590.1	EWB00_006340
OG0000474	Smp_266840.1	EWB00_002484
OG0000474	Smp_122810.1	EWB00_003623.1, EWB00_003623.2
OG0000475	Smp_169800.1	EWB00_010428
OG0000476	Smp_342610.1, Smp_342610.2	EWB00_003522
OG0000477	Smp_090450.1	EWB00_004065, EWB00_004064
OG0000478	Smp_096450.1	EWB00_008984.1, EWB00_008984.2, EWB00_008984.3, EWB00_008984.4
OG0000479	Smp_094330.1	EWB00_002579.3, EWB00_002579.1, EWB00_002579.2
OG0000480	Smp_134950.1	EWB00_008894.1, EWB00_008894.2
OG0000481	Smp_134880.1	EWB00_000921.1, EWB00_000921.2
OG0000483	Smp_309950.1, Smp_309960.1	EWB00_003191
OG0000484	Smp_332380.1	EWB00_003750, EWB00_003752
OG0000488	Smp_315060.1, Smp_337100.1, Smp_337100.4, Smp_337100.2, Smp_337100.3, Smp_337100.5, Smp_334670.1, Smp_205300.1, Smp_316490.1, Smp_316490.2, Smp_331120.1, Smp_341290.1	EWB00_003897, EWB00_003894
OG0000489	Smp_179070.1	EWB00_005166
OG0000490	Smp_100130.1	EWB00_009758
OG0000491	Smp_081260.1	EWB00_005990.1, EWB00_005990.2
OG0000492	Smp_181440.1	EWB00_009576.1, EWB00_009576.2
OG0000493	Smp_004730.1	EWB00_006874
OG0000493	Smp_340320.1	EWB00_000632
OG0000495	Smp_336640.1	EWB00_007321
OG0000496	Smp_092770.1	EWB00_007698.3, EWB00_007698.4, EWB00_007698.2, EWB00_007698.1
OG0000497	Smp_068920.1, Smp_068920.2, Smp_245240.1	EWB00_006312.1, EWB00_006312.2, EWB00_006312.3
OG0000498	Smp_124070.1	EWB00_004227
OG0000498	Smp_331830.1	EWB00_007012
OG0000499	Smp_343450.1	EWB00_000965.1, EWB00_000965.3, EWB00_000965.2, EWB00_000965.4
OG0000500	Smp_347050.1	EWB00_000046
OG0000501	Smp_161970.1, Smp_161970.2	EWB00_004102.7, EWB00_004102.5, EWB00_004102.4, EWB00_004102.6, EWB00_004102.1, EWB00_004102.2, EWB00_004102.3
OG0000502	Smp_137330.1	EWB00_006854
OG0000503	Smp_022400.1	EWB00_009062.1, EWB00_009062.3, EWB00_009062.2, EWB00_009062.4
OG0000504	Smp_133710.1	EWB00_009953.2, EWB00_009953.1
OG0000505	Smp_072350.1	EWB00_004150.1, EWB00_004150.2
OG0000506	Smp_212200.1	EWB00_005767, EWB00_005768, EWB00_005769
OG0000507	Smp_246510.1, Smp_246510.2	EWB00_004627.1, EWB00_004627.2
OG0000508	Smp_024000.1	EWB00_002355.1, EWB00_002355.2
OG0000509	Smp_046790.1	EWB00_007622.5, EWB00_007622.1, EWB00_007622.3, EWB00_007622.4, EWB00_007622.2
OG0000509	Smp_127200.1	EWB00_006782.1, EWB00_006782.2
OG0000510	Smp_152500.1	EWB00_001266.2, EWB00_001266.1, EWB00_001266.3
OG0000510	Smp_344480.2, Smp_344480.1	EWB00_002661, EWB00_002662
OG0000511	Smp_329270.1, Smp_336120.1, Smp_329280.1, Smp_149750.1, Smp_149750.2, Smp_149750.3	EWB00_000649
OG0000513	Smp_333620.1	EWB00_005795
OG0000514	Smp_122840.1	EWB00_004043.2, EWB00_004043.1, EWB00_004043.3, EWB00_004043.4
OG0000515	Smp_153720.1	EWB00_004181.1, EWB00_004181.2
OG0000516	Smp_129110.1	EWB00_007127
OG0000517	Smp_161980.1	EWB00_001698.1, EWB00_001698.2, EWB00_001698.3
OG0000521	Smp_316340.1	EWB00_007360.3, EWB00_007360.1, EWB00_007360.2
OG0000522	Smp_166440.1	EWB00_005154.1, EWB00_005154.2
OG0000523	Smp_155750.1	EWB00_002027
OG0000524	Smp_065810.1	EWB00_007681.1, EWB00_007681.2
OG0000525	Smp_122900.1	EWB00_005219
OG0000526	Smp_304370.1	EWB00_007651
OG0000527	Smp_062680.1	EWB00_001037.3, EWB00_001037.2, EWB00_001037.1
OG0000528	Smp_140520.1	EWB00_007848.1, EWB00_007848.2
OG0000529	Smp_102160.2, Smp_102160.1	EWB00_004121.1, EWB00_004121.2
OG0000530	Smp_104310.1	EWB00_000579
OG0000530	Smp_005670.1, Smp_349020.1, Smp_337130.1	EWB00_009987, EWB00_009985.3, EWB00_009985.1, EWB00_009985.2
OG0000531	Smp_145090.1	EWB00_004559.1, EWB00_004559.2, EWB00_004559.3
OG0000532	Smp_324710.1, Smp_092880.1	EWB00_006344
OG0000533	Smp_347530.1, Smp_347530.2	EWB00_008818.1, EWB00_008818.2, EWB00_008818.3
OG0000534	Smp_149080.1	EWB00_009516, EWB00_003670.1, EWB00_003670.2
OG0000535	Smp_029470.1, Smp_029500.1	EWB00_005272, EWB00_005271
OG0000536	Smp_079740.1	EWB00_010396.1, EWB00_010396.2
OG0000537	Smp_060860.1	EWB00_005391
OG0000538	Smp_314170.1, Smp_303010.1, Smp_348060.1, Smp_332150.1, Smp_316790.1, Smp_335780.1, Smp_335930.1, Smp_317470.1, Smp_317470.3, Smp_317470.2, Smp_315690.1, Smp_315690.2, Smp_187410.1	EWB00_000099
OG0000539	Smp_021170.1, Smp_021170.3, Smp_021170.2	EWB00_002550.1, EWB00_002550.2
OG0000540	Smp_245200.1	EWB00_002037, EWB00_002039
OG0000541	Smp_333760.1	EWB00_003281
OG0000542	Smp_123290.1	EWB00_006936.2, EWB00_006936.4, EWB00_006936.1, EWB00_006936.3
OG0000543	Smp_336650.1	EWB00_002348, EWB00_002347
OG0000544	Smp_090070.1	EWB00_010583
OG0000545	Smp_047900.1	EWB00_004095.1, EWB00_004095.3, EWB00_004095.4, EWB00_004095.2
OG0000545	Smp_142050.1	EWB00_008683.2, EWB00_008683.3, EWB00_008683.4
OG0000547	Smp_169940.1	EWB00_009286
OG0000548	Smp_140820.1	EWB00_006045.1, EWB00_006045.2, EWB00_006045.3
OG0000549	Smp_165440.2, Smp_165440.1	EWB00_005545
OG0000550	Smp_244030.1, Smp_244040.1	EWB00_005481
OG0000551	Smp_089870.1	EWB00_008080.1
OG0000551	Smp_089870.1	EWB00_008080.2
OG0000551	Smp_337740.1	EWB00_010470
OG0000551	Smp_086860.1	EWB00_006186
OG0000552	Smp_068950.1	EWB00_006314.2, EWB00_006314.3, EWB00_006314.1
OG0000553	Smp_300840.1, Smp_300840.2	EWB00_000563
OG0000554	Smp_078280.1	EWB00_011076
OG0000555	Smp_005500.1	EWB00_006082, EWB00_009497, EWB00_009582, EWB00_009583.1, EWB00_009583.2, EWB00_009583.3
OG0000556	Smp_168160.1	EWB00_008873.2, EWB00_008873.1, EWB00_008873.3
OG0000557	Smp_068070.1	EWB00_007706.1, EWB00_007706.2
OG0000558	Smp_044970.1	EWB00_006560
OG0000559	Smp_347940.1	EWB00_006759.1, EWB00_006759.2
OG0000560	Smp_175780.1	EWB00_006673
OG0000561	Smp_023010.1	EWB00_001438.2, EWB00_001438.1, EWB00_001438.4, EWB00_001438.5, EWB00_001438.3
OG0000561	Smp_134510.1	EWB00_001439.2, EWB00_001439.1, EWB00_001439.3, EWB00_001439.4
OG0000562	Smp_144020.1	EWB00_004493.2, EWB00_004493.1, EWB00_004493.4, EWB00_004493.3
OG0000563	Smp_039870.1	EWB00_010331.1, EWB00_010331.2
OG0000564	Smp_088950.1, Smp_088950.2	EWB00_005735.1, EWB00_005735.2, EWB00_005735.3, EWB00_005735.4, EWB00_005735.5
OG0000565	Smp_028210.2, Smp_028210.1	EWB00_001645.3, EWB00_001645.1, EWB00_001645.2
OG0000566	Smp_053060.1	EWB00_001505.1, EWB00_001505.4, EWB00_001505.2, EWB00_001505.3
OG0000567	Smp_197370.1	EWB00_010450.2
OG0000568	Smp_088650.1	EWB00_005140.1, EWB00_005140.2, EWB00_005140.3, EWB00_005140.4
OG0000568	Smp_340020.1	EWB00_009855.1, EWB00_009855.2
OG0000569	Smp_333030.1	EWB00_008513.2, EWB00_008513.4, EWB00_008513.1, EWB00_008513.3, EWB00_008513.5
OG0000570	Smp_135790.1, Smp_135790.3, Smp_135790.2	EWB00_010004
OG0000571	Smp_011680.1, Smp_011680.2	EWB00_003064.1, EWB00_003064.2
OG0000572	Smp_243200.1	EWB00_000508
OG0000574	Smp_168310.1, Smp_168310.2	EWB00_007575
OG0000574	Smp_242540.1	EWB00_007578
OG0000575	Smp_174240.3, Smp_174240.1, Smp_174240.2	EWB00_009684.3, EWB00_009684.4, EWB00_009684.2, EWB00_009684.5, EWB00_009684.6, EWB00_009684.7, EWB00_009684.1
OG0000576	Smp_061590.1	EWB00_004903
OG0000577	Smp_181080.1, Smp_181080.2	EWB00_010674.1, EWB00_010674.2
OG0000579	Smp_043270.1, Smp_134460.1, Smp_348040.1, Smp_043300.1, Smp_043340.1, Smp_043320.1	EWB00_010560, EWB00_010557, EWB00_004099, EWB00_010135
OG0000580	Smp_033700.1	EWB00_003419
OG0000581	Smp_246950.1	EWB00_011088.3, EWB00_011088.2, EWB00_011088.1
OG0000582	Smp_146750.1	EWB00_007044, EWB00_009714
OG0000582	Smp_146740.1	EWB00_007043
OG0000582	Smp_045680.1	EWB00_007042
OG0000583	Smp_341630.1	EWB00_011310.1, EWB00_011310.2
OG0000584	Smp_343410.1, Smp_343410.2	EWB00_003311
OG0000585	Smp_141830.1	EWB00_010839, EWB00_010840
OG0000586	Smp_194160.1	EWB00_007451.1, EWB00_007451.2
OG0000587	Smp_333670.1	EWB00_000903
OG0000587	Smp_322850.1	EWB00_005771
OG0000588	Smp_160370.1, Smp_160370.2, Smp_160370.3	EWB00_005759.1, EWB00_005759.2
OG0000589	Smp_034410.1	EWB00_000767.3, EWB00_000767.4, EWB00_000767.1, EWB00_000767.2
OG0000590	Smp_019990.1	EWB00_007928
OG0000590	Smp_060700.1	EWB00_002833
OG0000591	Smp_028200.1, Smp_028200.2	EWB00_001644.1, EWB00_001644.2
OG0000592	Smp_128960.1	EWB00_004130
OG0000593	Smp_125790.1	EWB00_009305, EWB00_010907
OG0000594	Smp_103810.1	EWB00_002991
OG0000595	Smp_128150.1	EWB00_010775
OG0000598	Smp_135900.1	EWB00_004687
OG0000599	Smp_105930.1	EWB00_005904.1, EWB00_005904.2
