Orthogroup	schistosoma_mansoni	fasciola_gigantica
OG0000416	Smp_067480.1, Smp_136640.1	FGIG_10985, FGIG_07789, FGIG_12457
OG0000416	Smp_067490.1	FGIG_07250
OG0000417	Smp_130000.1	FGIG_07860
OG0000418	Smp_153010.1	FGIG_07977, FGIG_11738, FGIG_12450
OG0000419	Smp_153760.1	FGIG_09307
OG0000420	Smp_310080.1	FGIG_09853
OG0000421	Smp_000480.1, Smp_000480.2	FGIG_09942
OG0000422	Smp_014010.1	FGIG_10041
OG0000425	Smp_140950.1	FGIG_00596
OG0000426	Smp_047650.1, Smp_047680.1, Smp_311630.1, Smp_311640.1, Smp_047640.2, Smp_047640.1	FGIG_00984
OG0000427	Smp_128770.1	FGIG_01900, FGIG_06350
OG0000428	Smp_302740.1	FGIG_02141, FGIG_04993, FGIG_02140
OG0000429	Smp_300560.1	FGIG_05114
OG0000429	Smp_163090.1	FGIG_08773
OG0000430	Smp_033760.1	FGIG_02540, FGIG_02734
OG0000431	Smp_157350.1	FGIG_02682
OG0000432	Smp_140120.1	FGIG_02953
OG0000433	Smp_196260.1	FGIG_03051
OG0000434	Smp_127820.1, Smp_127820.2	FGIG_07436, FGIG_07788, FGIG_12172, FGIG_03250
OG0000435	Smp_140640.1	FGIG_03380, FGIG_03381
OG0000436	Smp_245820.1, Smp_245820.2	FGIG_04181
OG0000437	Smp_028650.1	FGIG_04672
OG0000438	Smp_007510.1	FGIG_04722
OG0000439	Smp_061510.1	FGIG_05052
OG0000440	Smp_300220.1, Smp_300210.1, Smp_300200.1	FGIG_05435
OG0000441	Smp_128480.1	FGIG_06666
OG0000441	Smp_241420.1	FGIG_10681, FGIG_09295
OG0000442	Smp_000030.1	FGIG_06753
OG0000443	Smp_133530.1	FGIG_07760
OG0000444	Smp_148940.1, Smp_148940.2	FGIG_09462, FGIG_11910, FGIG_09471
OG0000445	Smp_002840.1	FGIG_11201
OG0000447	Smp_312150.1	FGIG_00135
OG0000448	Smp_161790.1	FGIG_00556
OG0000449	Smp_246790.1, Smp_246790.3	FGIG_00826
OG0000450	Smp_003980.1	FGIG_01291, FGIG_04679
OG0000451	Smp_267100.1	FGIG_01553
OG0000452	Smp_248190.1	FGIG_03230
OG0000453	Smp_311970.1, Smp_311970.2	FGIG_04192
OG0000454	Smp_158110.2, Smp_158110.1	FGIG_06158
OG0000454	Smp_309480.1, Smp_314640.1, Smp_062900.2	FGIG_09647
OG0000455	Smp_129160.1, Smp_157720.1	FGIG_06485
OG0000456	Smp_149040.1	FGIG_08883
OG0000457	Smp_034980.1	FGIG_08921
OG0000458	Smp_345710.1	FGIG_09209
OG0000459	Smp_322900.1, Smp_302920.1	FGIG_09431
OG0000464	Smp_047190.1	FGIG_00328, FGIG_00327
OG0000465	Smp_030760.1	FGIG_00532
OG0000466	Smp_245780.1	FGIG_01561, FGIG_03877, FGIG_01560, FGIG_01559
OG0000467	Smp_126540.1	FGIG_02474, FGIG_02706, FGIG_02707, FGIG_02708, FGIG_02710, FGIG_02709
OG0000468	Smp_141580.1	FGIG_02572
OG0000469	Smp_031070.1, Smp_031070.2	FGIG_03009
OG0000470	Smp_156450.1	FGIG_04092
OG0000471	Smp_138860.1	FGIG_05330, FGIG_05331
OG0000472	Smp_302020.1, Smp_126580.1, Smp_302030.1	FGIG_10508, FGIG_06143
OG0000473	Smp_138590.1	FGIG_06411, FGIG_12123, FGIG_06410
OG0000474	Smp_122810.1	FGIG_07254
OG0000475	Smp_169800.1	FGIG_07645
OG0000476	Smp_342610.1, Smp_342610.2	FGIG_08382, FGIG_08383
OG0000477	Smp_090450.1	FGIG_08447, FGIG_12672
OG0000478	Smp_096450.1	FGIG_10674
OG0000479	Smp_094330.1	FGIG_09169
OG0000480	Smp_134950.1	FGIG_09555
OG0000481	Smp_134880.1	FGIG_11554, FGIG_10028
OG0000482	Smp_172280.1	FGIG_10421
OG0000483	Smp_309950.1, Smp_309960.1	FGIG_11522, FGIG_10429
OG0000484	Smp_332380.1	FGIG_10469, FGIG_11973
OG0000485	Smp_058400.1	FGIG_10899
OG0000490	Smp_100130.1	FGIG_00244
OG0000491	Smp_081260.1	FGIG_01361
OG0000492	Smp_181440.1	FGIG_01399, FGIG_01400
OG0000493	Smp_004730.1	FGIG_10535, FGIG_02574, FGIG_02575
OG0000493	Smp_340320.1	FGIG_02106
OG0000495	Smp_336640.1	FGIG_02597, FGIG_02595
OG0000496	Smp_092770.1	FGIG_02657
OG0000497	Smp_068920.1, Smp_068920.2, Smp_245240.1	FGIG_03046
OG0000498	Smp_124070.1	FGIG_08610
OG0000498	Smp_331830.1	FGIG_06356, FGIG_06355, FGIG_09764
OG0000499	Smp_343450.1	FGIG_03308, FGIG_03309
OG0000500	Smp_347050.1	FGIG_05535
OG0000501	Smp_161970.1, Smp_161970.2	FGIG_05786
OG0000502	Smp_137330.1	FGIG_12630, FGIG_06672, FGIG_05947, FGIG_05868, FGIG_09687
OG0000503	Smp_022400.1	FGIG_06020
OG0000504	Smp_133710.1	FGIG_06236
OG0000505	Smp_072350.1	FGIG_06258
OG0000506	Smp_212200.1	FGIG_07761
OG0000507	Smp_246510.1, Smp_246510.2	FGIG_08020, FGIG_08019
OG0000508	Smp_024000.1	FGIG_09651
OG0000509	Smp_046790.1, Smp_127200.1	FGIG_11147, FGIG_09900
OG0000510	Smp_152500.1, Smp_344480.2, Smp_344480.1	FGIG_09919, FGIG_09920
OG0000511	Smp_329270.1, Smp_336120.1, Smp_329280.1, Smp_149750.1, Smp_149750.2, Smp_149750.3	FGIG_10110
OG0000512	Smp_166940.1	FGIG_10635
OG0000513	Smp_333620.1	FGIG_11295, FGIG_10901
OG0000514	Smp_122840.1	FGIG_11731
OG0000515	Smp_153720.1	FGIG_11760, FGIG_11877
OG0000516	Smp_129110.1	FGIG_11912, FGIG_11911
OG0000517	Smp_161980.1	FGIG_11937
OG0000521	Smp_316340.1	FGIG_00188
OG0000522	Smp_166440.1	FGIG_00655
OG0000523	Smp_155750.1	FGIG_00791
OG0000524	Smp_065810.1	FGIG_00872, FGIG_04807
OG0000525	Smp_122900.1	FGIG_03698
OG0000526	Smp_304370.1	FGIG_03947, FGIG_03948, FGIG_03949, FGIG_03950
OG0000527	Smp_062680.1	FGIG_04305, FGIG_04306
OG0000528	Smp_140520.1	FGIG_05456, FGIG_05455
OG0000529	Smp_102160.2, Smp_102160.1	FGIG_05544
OG0000529	Smp_123870.1	FGIG_08863
OG0000530	Smp_005670.1, Smp_349020.1, Smp_337130.1	FGIG_05770
OG0000531	Smp_145090.1	FGIG_05789, FGIG_10492, FGIG_10493
OG0000532	Smp_324710.1, Smp_092880.1	FGIG_07231
OG0000533	Smp_347530.1, Smp_347530.2	FGIG_07562
OG0000534	Smp_149080.1	FGIG_13988, FGIG_07681
OG0000535	Smp_029470.1, Smp_029500.1	FGIG_12466, FGIG_08126, FGIG_08125
OG0000536	Smp_079740.1	FGIG_08935, FGIG_08934
OG0000537	Smp_060860.1	FGIG_12232, FGIG_12182
OG0000539	Smp_021170.1, Smp_021170.3, Smp_021170.2	FGIG_00008
OG0000540	Smp_245200.1	FGIG_00485, FGIG_00487
OG0000541	Smp_333760.1	FGIG_00810
OG0000542	Smp_123290.1	FGIG_00859
OG0000543	Smp_336650.1	FGIG_01118
OG0000544	Smp_090070.1	FGIG_01478, FGIG_01480
OG0000545	Smp_047900.1	FGIG_02161
OG0000545	Smp_142050.1	FGIG_04734
OG0000546	Smp_322440.1	FGIG_02171
OG0000547	Smp_169940.1	FGIG_02243
OG0000548	Smp_140820.1	FGIG_02293
OG0000549	Smp_165440.2, Smp_165440.1	FGIG_02503
OG0000550	Smp_244030.1, Smp_244040.1	FGIG_02524, FGIG_04548
OG0000551	Smp_337740.1	FGIG_11586
OG0000552	Smp_068950.1	FGIG_03044
OG0000552	Smp_212260.1	FGIG_10688
OG0000553	Smp_300840.1, Smp_300840.2	FGIG_06277, FGIG_03255
OG0000554	Smp_078280.1	FGIG_03594, FGIG_03593, FGIG_09273
OG0000555	Smp_005500.1	FGIG_06696, FGIG_03633, FGIG_07782
OG0000556	Smp_168160.1	FGIG_04270
OG0000557	Smp_068070.1	FGIG_04408
OG0000558	Smp_044970.1	FGIG_04989
OG0000559	Smp_347940.1	FGIG_05022, FGIG_05024, FGIG_05023
OG0000560	Smp_175780.1	FGIG_05328
OG0000561	Smp_023010.1	FGIG_05533
OG0000562	Smp_144020.1	FGIG_05555, FGIG_05553
OG0000563	Smp_039870.1	FGIG_06026
OG0000564	Smp_088950.1, Smp_088950.2	FGIG_06399, FGIG_10134
OG0000565	Smp_028210.2, Smp_028210.1	FGIG_06423
OG0000566	Smp_053060.1	FGIG_06842
OG0000567	Smp_197370.1	FGIG_07651
OG0000568	Smp_088650.1	FGIG_08587
OG0000568	Smp_340020.1	FGIG_08255
OG0000568	Smp_032180.1	FGIG_08984
OG0000569	Smp_333030.1	FGIG_08518
OG0000570	Smp_135790.1, Smp_135790.3, Smp_135790.2	FGIG_11175, FGIG_11174, FGIG_08779
OG0000571	Smp_011680.1, Smp_011680.2	FGIG_09381, FGIG_08972
OG0000572	Smp_243200.1	FGIG_10316
OG0000574	Smp_168310.1, Smp_168310.2, Smp_242540.1	FGIG_11179, FGIG_10756
OG0000575	Smp_174240.3, Smp_174240.1, Smp_174240.2	FGIG_10778
OG0000576	Smp_061590.1	FGIG_11079
OG0000580	Smp_125890.1	FGIG_01348
OG0000580	Smp_033700.1	FGIG_06846
OG0000581	Smp_246950.1	FGIG_01599, FGIG_01600, FGIG_01602
OG0000582	Smp_146750.1, Smp_146740.1	FGIG_08180, FGIG_01623, FGIG_12483, FGIG_04914
OG0000582	Smp_045680.1	FGIG_04913
OG0000583	Smp_341630.1	FGIG_01854
OG0000584	Smp_343410.1, Smp_343410.2	FGIG_02128
OG0000585	Smp_141830.1	FGIG_03970
OG0000586	Smp_194160.1	FGIG_04310
OG0000587	Smp_322850.1	FGIG_06053, FGIG_06054, FGIG_06186, FGIG_06185, FGIG_10628
OG0000588	Smp_160370.1, Smp_160370.2, Smp_160370.3	FGIG_04873, FGIG_04872
OG0000589	Smp_034410.1	FGIG_05822
OG0000590	Smp_019990.1	FGIG_06108
OG0000590	Smp_060700.1	FGIG_09604
OG0000591	Smp_028200.1, Smp_028200.2	FGIG_07049
OG0000592	Smp_128960.1	FGIG_07330
OG0000593	Smp_125790.1	FGIG_07487
OG0000594	Smp_103810.1	FGIG_09951
OG0000595	Smp_128150.1	FGIG_10443
OG0000598	Smp_135900.1	FGIG_00058
OG0000599	Smp_105930.1	FGIG_00310
OG0000600	Smp_187940.1	FGIG_00415
OG0000601	Smp_134600.1	FGIG_00679, FGIG_00677
OG0000601	Smp_172040.1	FGIG_06993, FGIG_06994
OG0000602	Smp_346610.2, Smp_346610.3, Smp_346610.1, Smp_346610.4	FGIG_07880, FGIG_00906
OG0000603	Smp_123010.1	FGIG_01276
OG0000604	Smp_090930.1	FGIG_01861
OG0000605	Smp_097750.1, Smp_097800.1	FGIG_04127, FGIG_05340, FGIG_08932, FGIG_04128, FGIG_06075, FGIG_02168, FGIG_09785, FGIG_11355, FGIG_08151
OG0000606	Smp_074610.1	FGIG_02582
OG0000606	Smp_089860.1	FGIG_02582
OG0000606	Smp_074610.1	FGIG_04619
OG0000606	Smp_089860.1	FGIG_04619
OG0000606	Smp_074610.1	FGIG_05706
OG0000606	Smp_089860.1	FGIG_05706
OG0000606	Smp_026880.1, Smp_318950.1	FGIG_02444
OG0000606	Smp_082240.1	FGIG_11978
OG0000606	Smp_348800.1	FGIG_11978
OG0000607	Smp_154420.1	FGIG_02390
OG0000608	Smp_245720.1	FGIG_12153, FGIG_02513
OG0000609	Smp_163570.1, Smp_163570.2	FGIG_03553
OG0000610	Smp_035430.1	FGIG_06791
OG0000610	Smp_176600.1	FGIG_04026
OG0000611	Smp_320240.1, Smp_051640.1, Smp_331730.1	FGIG_04031, FGIG_04611, FGIG_04610
OG0000612	Smp_213240.1	FGIG_05075, FGIG_07356
OG0000613	Smp_196510.1	FGIG_05297
OG0000614	Smp_097180.1, Smp_097180.2	FGIG_07551, FGIG_05357, FGIG_05708
OG0000615	Smp_157150.1	FGIG_05820
OG0000616	Smp_341160.1, Smp_341160.2	FGIG_05900, FGIG_05899, FGIG_05901, FGIG_05902
OG0000617	Smp_136240.1	FGIG_06140
OG0000618	Smp_127380.1, Smp_127380.2	FGIG_06230
OG0000619	Smp_337320.1	FGIG_06508
OG0000620	Smp_135230.1	FGIG_06888
OG0000620	Smp_171580.1	FGIG_07590
OG0000621	Smp_208090.1	FGIG_08191
OG0000622	Smp_137080.1	FGIG_08378
OG0000623	Smp_212030.1	FGIG_08778
OG0000624	Smp_133150.1	FGIG_09639
OG0000625	Smp_167590.1	FGIG_12467, FGIG_09809
OG0000626	Smp_245970.1	FGIG_10065
OG0000627	Smp_132020.1	FGIG_10215, FGIG_11735
OG0000628	Smp_132450.1	FGIG_10311
OG0000629	Smp_054790.1	FGIG_11102, FGIG_11404, FGIG_11103
OG0000630	Smp_138180.1	FGIG_11115
OG0000631	Smp_165170.1, Smp_335840.1, Smp_347080.1	FGIG_11204
OG0000632	Smp_046140.1	FGIG_11309
OG0000633	Smp_148220.1	FGIG_11961, FGIG_11512
OG0000636	Smp_144760.1	FGIG_00195, FGIG_00194
OG0000637	Smp_242110.1	FGIG_00401, FGIG_09972
OG0000638	Smp_347950.1, Smp_347950.2	FGIG_00444, FGIG_00445
OG0000639	Smp_197390.1	FGIG_12024, FGIG_00548
OG0000640	Smp_143980.1, Smp_242850.1	FGIG_07362, FGIG_01307
OG0000641	Smp_174920.1	FGIG_10155
OG0000641	Smp_007690.1	FGIG_06676
OG0000642	Smp_145980.1	FGIG_01513
OG0000643	Smp_045420.1	FGIG_07634
OG0000643	Smp_045410.1, Smp_045410.2	FGIG_01520
OG0000644	Smp_170550.1, Smp_170550.2	FGIG_02755
OG0000645	Smp_132850.1, Smp_210550.2	FGIG_03205, FGIG_03204
OG0000646	Smp_011660.1, Smp_011660.2, Smp_011660.3	FGIG_06464, FGIG_04063
OG0000647	Smp_129420.1	FGIG_04352
OG0000648	Smp_214260.1	FGIG_04810
OG0000649	Smp_247230.1	FGIG_12167, FGIG_04864
OG0000650	Smp_042340.1	FGIG_05802
OG0000651	Smp_302650.1	FGIG_06711
OG0000652	Smp_049600.1	FGIG_07451, FGIG_11251
OG0000653	Smp_306290.1, Smp_306300.1	FGIG_08008
OG0000654	Smp_331710.1	FGIG_08135
OG0000655	Smp_314360.1, Smp_332750.1, Smp_316680.1, Smp_316680.2, Smp_101230.1	FGIG_08460
OG0000656	Smp_043150.1	FGIG_11331
OG0000657	Smp_082280.1	FGIG_12016
OG0000663	Smp_343540.1	FGIG_00042
OG0000664	Smp_157740.1	FGIG_00049
OG0000665	Smp_334140.1	FGIG_00160, FGIG_00161
OG0000666	Smp_145890.1	FGIG_00549
OG0000667	Smp_006320.1, Smp_006320.2	FGIG_01542
OG0000668	Smp_014780.1	FGIG_01730, FGIG_09027
OG0000669	Smp_177120.1	FGIG_01837
OG0000670	Smp_340760.2	FGIG_01974
OG0000671	Smp_169530.1	FGIG_08408, FGIG_02086
OG0000672	Smp_245600.1, Smp_245600.2	FGIG_02238
OG0000673	Smp_173730.1	FGIG_09403, FGIG_02862, FGIG_11262
OG0000674	Smp_041760.1	FGIG_03748
OG0000675	Smp_089180.1	FGIG_04836
OG0000676	Smp_129950.1, Smp_129950.2	FGIG_04981
OG0000677	Smp_304500.1	FGIG_08608, FGIG_05149
OG0000678	Smp_341660.1	FGIG_05212, FGIG_08440
OG0000679	Smp_089240.1	FGIG_05421
OG0000680	Smp_096640.1, Smp_096640.2	FGIG_06325
OG0000681	Smp_139540.1	FGIG_07672, FGIG_07674, FGIG_07673
OG0000682	Smp_310140.1	FGIG_08671, FGIG_10440
OG0000683	Smp_028730.1	FGIG_08868
OG0000683	Smp_000510.1	FGIG_11508
OG0000684	Smp_210150.1	FGIG_09603
OG0000685	Smp_145410.1, Smp_145410.2	FGIG_10349
OG0000686	Smp_166830.1	FGIG_10794
OG0000687	Smp_169260.2, Smp_169260.1	FGIG_10988
OG0000688	Smp_244830.1	FGIG_11395
OG0000689	Smp_169580.1	FGIG_11959, FGIG_11996, FGIG_12497
OG0000695	Smp_126480.1	FGIG_01172
OG0000695	Smp_078690.1	FGIG_00165
OG0000696	Smp_302850.1	FGIG_00322
OG0000697	Smp_148720.1	FGIG_00451
OG0000698	Smp_015220.1, Smp_015220.2	FGIG_00723
OG0000699	Smp_008490.1	FGIG_00957
OG0000699	Smp_157950.1	FGIG_08660
OG0000700	Smp_349610.1, Smp_319400.1, Smp_092150.1, Smp_151640.1	FGIG_01249
OG0000701	Smp_132270.1	FGIG_01998
OG0000702	Smp_123060.1	FGIG_02188
OG0000703	Smp_123720.1	FGIG_02284, FGIG_02283, FGIG_09761, FGIG_07532, FGIG_07531, FGIG_06144
OG0000704	Smp_072110.1	FGIG_02296
OG0000705	Smp_347680.1	FGIG_02537, FGIG_04858
OG0000706	Smp_104670.1	FGIG_03088
OG0000706	Smp_014660.1	FGIG_06242
OG0000707	Smp_152960.1	FGIG_03479, FGIG_13999
OG0000708	Smp_041060.1	FGIG_03513, FGIG_05397
OG0000709	Smp_198940.1	FGIG_03634
OG0000710	Smp_346720.1	FGIG_04123
OG0000711	Smp_334200.1	FGIG_04685
OG0000712	Smp_148370.1	FGIG_04717
OG0000713	Smp_312660.1	FGIG_04850
OG0000714	Smp_196150.1, Smp_196150.2	FGIG_09522, FGIG_05276
OG0000715	Smp_076950.1	FGIG_05565
OG0000716	Smp_244580.1	FGIG_06079, FGIG_11256
OG0000717	Smp_311920.1, Smp_346240.1	FGIG_06905, FGIG_06906
OG0000718	Smp_135560.1	FGIG_07103
OG0000719	Smp_137650.1	FGIG_07183
OG0000720	Smp_213520.1	FGIG_07280
OG0000721	Smp_122800.1	FGIG_07460
OG0000722	Smp_166610.1	FGIG_07693, FGIG_07988
OG0000723	Smp_169520.1	FGIG_08409
OG0000724	Smp_157560.1	FGIG_08545, FGIG_08543
OG0000725	Smp_155780.1	FGIG_08674, FGIG_12036
OG0000726	Smp_175570.1	FGIG_08836
OG0000726	Smp_097240.1	FGIG_08835
OG0000727	Smp_079700.1	FGIG_09069
OG0000728	Smp_071960.1	FGIG_12215, FGIG_09158
OG0000729	Smp_128370.1	FGIG_12577, FGIG_12004, FGIG_09493, FGIG_11791
OG0000730	Smp_074070.1	FGIG_10454
OG0000731	Smp_347040.1	FGIG_10487
OG0000732	Smp_343150.1	FGIG_11075
OG0000733	Smp_169150.1, Smp_169150.2	FGIG_12111, FGIG_11583
OG0000736	Smp_144940.1	FGIG_00111
OG0000737	Smp_305100.1, Smp_305110.1	FGIG_00338, FGIG_00337, FGIG_00339
OG0000738	Smp_205270.1, Smp_346410.1	FGIG_02670, FGIG_00476, FGIG_08925
OG0000740	Smp_093920.1	FGIG_01427
OG0000741	Smp_129260.1	FGIG_02730
OG0000742	Smp_112480.1	FGIG_02978
OG0000743	Smp_150340.1	FGIG_03357
OG0000744	Smp_171640.1	FGIG_04615
OG0000745	Smp_142600.1	FGIG_04697, FGIG_11035
OG0000746	Smp_018250.1, Smp_018250.2	FGIG_05601
OG0000747	Smp_344430.1, Smp_344430.2	FGIG_05634
OG0000748	Smp_053220.1	FGIG_05694, FGIG_05760, FGIG_05761
OG0000749	Smp_213300.1, Smp_213300.2	FGIG_05710
OG0000750	Smp_306910.1	FGIG_06338
OG0000751	Smp_159490.1, Smp_057620.1	FGIG_06853, FGIG_12237
OG0000752	Smp_015020.1, Smp_130300.1	FGIG_06872
OG0000753	Smp_334530.1	FGIG_07104
OG0000754	Smp_123040.1	FGIG_07172
OG0000755	Smp_145510.1, Smp_145510.2	FGIG_07206
OG0000756	Smp_344380.1	FGIG_07332
OG0000757	Smp_148250.1	FGIG_07577
OG0000758	Smp_190020.2, Smp_190020.1	FGIG_07692
OG0000759	Smp_135460.1	FGIG_08239, FGIG_08240, FGIG_11630, FGIG_08238
OG0000760	Smp_056640.1	FGIG_08405
OG0000761	Smp_175340.1	FGIG_08641
OG0000762	Smp_136300.1	FGIG_11563, FGIG_11679
OG0000762	Smp_172200.1	FGIG_08717
OG0000763	Smp_038140.1, Smp_038140.2	FGIG_10588
OG0000764	Smp_128420.1, Smp_128420.2	FGIG_10711
OG0000765	Smp_094420.1	FGIG_12043, FGIG_11357
OG0000765	Smp_024520.1	FGIG_11560, FGIG_12698
OG0000766	Smp_127460.1, Smp_127460.2	FGIG_11419
OG0000767	Smp_243680.1	FGIG_11449
OG0000768	Smp_049390.1	FGIG_11533, FGIG_12305
OG0000769	Smp_343570.1	FGIG_12118, FGIG_12119
OG0000770	Smp_130580.1	FGIG_12503, FGIG_12181
OG0000773	Smp_162030.1, Smp_162030.2	FGIG_04534, FGIG_00207
OG0000774	Smp_131070.1, Smp_131070.2, Smp_131070.3	FGIG_00300, FGIG_00299
OG0000775	Smp_167020.1	FGIG_00308
OG0000776	Smp_001360.1	FGIG_10546
OG0000776	Smp_032810.1	FGIG_00374
OG0000777	Smp_130070.2, Smp_130070.3, Smp_130070.4, Smp_130070.1, Smp_130070.5	FGIG_00633
OG0000778	Smp_306370.1	FGIG_03692
OG0000779	Smp_171600.1	FGIG_00938
OG0000780	Smp_146830.1, Smp_146830.3, Smp_146830.2	FGIG_01425
OG0000781	Smp_143130.1	FGIG_01631
OG0000781	Smp_048560.2, Smp_048560.1	FGIG_06825
OG0000782	Smp_161680.1	FGIG_01653, FGIG_01652
OG0000783	Smp_337480.1, Smp_337480.2	FGIG_02146, FGIG_11024, FGIG_11880
OG0000784	Smp_094340.1	FGIG_02281
OG0000785	Smp_194420.1	FGIG_02641, FGIG_02640
OG0000786	Smp_247200.1	FGIG_02834
OG0000787	Smp_300570.1, Smp_121920.1, Smp_121920.2	FGIG_03330
OG0000788	Smp_058360.1	FGIG_03424
OG0000789	Smp_123840.1, Smp_123860.1	FGIG_03779
OG0000790	Smp_247160.2, Smp_247160.1	FGIG_08832, FGIG_03836
OG0000791	Smp_343700.1, Smp_343700.2	FGIG_09865, FGIG_04257, FGIG_04256
OG0000792	Smp_158720.1	FGIG_04315
OG0000793	Smp_140330.1	FGIG_04387, FGIG_04388
OG0000794	Smp_335080.1, Smp_334400.1, Smp_159110.1	FGIG_04456
OG0000795	Smp_125340.1, Smp_125340.2	FGIG_09877, FGIG_04474
OG0000796	Smp_151200.1, Smp_151210.1, Smp_333180.1	FGIG_04495, FGIG_08360
OG0000797	Smp_039820.1	FGIG_10416, FGIG_04513
OG0000798	Smp_341650.1	FGIG_04574
OG0000799	Smp_030320.1	FGIG_04575
OG0000800	Smp_244710.1	FGIG_04703
OG0000801	Smp_020550.1, Smp_020550.3, Smp_020550.2	FGIG_04893
OG0000802	Smp_137020.1	FGIG_07812
OG0000802	Smp_340590.1	FGIG_12596, FGIG_05603
OG0000803	Smp_212940.1	FGIG_05677
OG0000804	Smp_332620.1	FGIG_11847, FGIG_05852
OG0000805	Smp_010280.1	FGIG_06069
OG0000806	Smp_127030.1	FGIG_06119
OG0000807	Smp_304360.1	FGIG_06243
OG0000808	Smp_127830.1	FGIG_06270
OG0000809	Smp_173330.1	FGIG_06731, FGIG_11853
OG0000810	Smp_003670.1, Smp_003670.2	FGIG_06961
OG0000811	Smp_178750.1	FGIG_07144
OG0000812	Smp_017750.1	FGIG_07516
OG0000813	Smp_179270.1	FGIG_07818
OG0000814	Smp_150230.1, Smp_150230.2	FGIG_08219
OG0000815	Smp_307960.1	FGIG_08221, FGIG_11100, FGIG_08223
OG0000816	Smp_304140.1, Smp_314620.1	FGIG_08709
OG0000817	Smp_030860.1	FGIG_09135
OG0000818	Smp_346810.1, Smp_177290.1	FGIG_09435
OG0000819	Smp_002600.1, Smp_002600.2	FGIG_09439
OG0000820	Smp_040130.1	FGIG_11717
OG0000820	Smp_346190.1	FGIG_09466
OG0000821	Smp_310830.1, Smp_310820.1	FGIG_09921
OG0000822	Smp_064020.1	FGIG_10054
OG0000823	Smp_082810.1	FGIG_10877
OG0000823	Smp_130230.1, Smp_062300.1, Smp_062300.2	FGIG_10391
OG0000824	Smp_028670.1	FGIG_10848
OG0000825	Smp_145290.1, Smp_307840.1, Smp_313560.1	FGIG_11216
OG0000826	Smp_155630.1	FGIG_11695
OG0000827	Smp_202690.1	FGIG_12190
OG0000830	Smp_157410.1	FGIG_00108
OG0000831	Smp_040350.1	FGIG_00177
OG0000832	Smp_029240.1	FGIG_00455
OG0000833	Smp_196700.1	FGIG_00489, FGIG_06899
OG0000834	Smp_171150.1	FGIG_00772
OG0000835	Smp_310870.1	FGIG_00786
OG0000836	Smp_083770.1	FGIG_00855
OG0000837	Smp_140390.1	FGIG_01009
OG0000838	Smp_213910.1, Smp_213900.1	FGIG_01017, FGIG_01016
OG0000839	Smp_071140.1	FGIG_01333
OG0000840	Smp_345540.1	FGIG_01498
OG0000841	Smp_032510.1	FGIG_01937
OG0000842	Smp_179810.1	FGIG_01947
OG0000843	Smp_150510.1	FGIG_02333
OG0000844	Smp_166560.1, Smp_166560.2	FGIG_02635
OG0000845	Smp_141460.1	FGIG_03440
OG0000846	Smp_341400.1	FGIG_04141, FGIG_04373
OG0000847	Smp_056360.1	FGIG_04277
OG0000848	Smp_343320.1	FGIG_04531
OG0000849	Smp_196290.1	FGIG_04536
OG0000850	Smp_163620.1	FGIG_04635
OG0000851	Smp_173320.2, Smp_173320.1	FGIG_04677
OG0000852	Smp_193440.1	FGIG_04776
OG0000853	Smp_043670.2, Smp_043670.1	FGIG_04849, FGIG_06913
OG0000854	Smp_345740.1	FGIG_04960
OG0000855	Smp_147670.1	FGIG_05067
OG0000856	Smp_164880.1, Smp_327030.1	FGIG_05440
OG0000857	Smp_139100.2, Smp_139100.1, Smp_139100.3	FGIG_06616
OG0000858	Smp_007650.1	FGIG_06646
OG0000859	Smp_046930.1	FGIG_07329
OG0000860	Smp_150500.1	FGIG_08877
OG0000860	Smp_181470.1	FGIG_08075
OG0000861	Smp_333080.1	FGIG_09232
OG0000862	Smp_098320.1, Smp_098320.2	FGIG_09618
OG0000863	Smp_350030.1	FGIG_09756, FGIG_11821
OG0000864	Smp_302460.1, Smp_059790.1	FGIG_10031
OG0000865	Smp_007180.1, Smp_007180.2	FGIG_11450
OG0000866	Smp_244800.1	FGIG_11612
OG0000867	Smp_322570.1	FGIG_12103
OG0000869	Smp_063090.1	FGIG_08036, FGIG_00173, FGIG_10748
OG0000870	Smp_015840.1	FGIG_00458
OG0000871	Smp_034940.1	FGIG_00704, FGIG_00705
OG0000872	Smp_139030.1	FGIG_01168
OG0000873	Smp_162310.1	FGIG_01237
OG0000874	Smp_051530.1, Smp_051530.2	FGIG_09975, FGIG_05621, FGIG_02068
OG0000875	Smp_160600.2, Smp_160600.1	FGIG_02491
OG0000876	Smp_171020.1	FGIG_02493, FGIG_13987
OG0000877	Smp_171860.1	FGIG_02724
OG0000878	Smp_341200.1, Smp_341200.2	FGIG_11660, FGIG_02764
OG0000879	Smp_333470.1, Smp_335800.1, Smp_307800.1, Smp_350500.1, Smp_350500.2, Smp_325630.1, Smp_138000.1, Smp_325620.1, Smp_325610.1	FGIG_03120
OG0000880	Smp_055720.1	FGIG_03926
OG0000881	Smp_126260.1	FGIG_04172
OG0000881	Smp_214000.1	FGIG_04278
OG0000882	Smp_333390.1, Smp_333390.2	FGIG_05170
OG0000882	Smp_148670.1	FGIG_04211
OG0000883	Smp_148660.1	FGIG_04212
OG0000884	Smp_171790.1	FGIG_04519
OG0000885	Smp_332820.1	FGIG_06559, FGIG_04824
OG0000886	Smp_085290.1	FGIG_06109
