Orthogroup	schistosoma_mansoni	fasciola_hepatica
OG0000252	Smp_088550.1	FhHiC23_g6260.t1
OG0000253	Smp_130520.2, Smp_130520.1, Smp_130520.4, Smp_130520.3	FhHiC23_g11116.t1, FhHiC23_g11116.t4, FhHiC23_g11116.t3, FhHiC23_g11116.t2
OG0000254	Smp_133740.1	FhHiC23_g13286.t1
OG0000255	Smp_034870.1	FhHiC23_g5544.t1
OG0000256	Smp_343260.1	FhHiC23_g3326.t1, FhHiC23_g3327.t1, FhHiC23_g15942.t1, FhHiC23_g15942.t2, FhHiC23_g15941.t1, FhHiC23_g15940.t1, FhHiC23_g15940.t2, FhHiC23_g7466.t1
OG0000257	Smp_164930.1	FhHiC23_g10162.t3, FhHiC23_g10162.t1
OG0000258	Smp_065840.1	FhHiC23_g12915.t1
OG0000259	Smp_079370.1	FhHiC23_g10025.t1
OG0000260	Smp_081450.1	FhHiC23_g15473.t1, FhHiC23_g15473.t2
OG0000261	Smp_334030.1, Smp_334030.2	FhHiC23_g2307.t1, FhHiC23_g2307.t2, FhHiC23_g2305.t1
OG0000262	Smp_012580.2, Smp_012580.1	FhHiC23_g4985.t1
OG0000263	Smp_144430.1	FhHiC23_g8061.t2, FhHiC23_g8061.t1, FhHiC23_g8061.t3
OG0000264	Smp_347000.1, Smp_133490.1	FhHiC23_g3584.t1, FhHiC23_g3584.t2
OG0000264	Smp_134260.1	FhHiC23_g13507.t1
OG0000266	Smp_154560.1	FhHiC23_g4182.t2, FhHiC23_g4182.t1
OG0000267	Smp_179490.1, Smp_179490.3, Smp_179490.2	FhHiC23_g4202.t1, FhHiC23_g4238.t1
OG0000268	Smp_067810.1	FhHiC23_g3356.t1
OG0000268	Smp_194270.1	FhHiC23_g13680.t2, FhHiC23_g13680.t1, FhHiC23_g13864.t1
OG0000269	Smp_318690.1, Smp_031000.1, Smp_031000.2	FhHiC23_g12982.t1
OG0000270	Smp_246700.1	FhHiC23_g9687.t1, FhHiC23_g9686.t1
OG0000271	Smp_134670.1	FhHiC23_g36.t1, FhHiC23_g36.t2
OG0000272	Smp_045950.1, Smp_045950.2	FhHiC23_g16207.t2, FhHiC23_g10827.t1
OG0000273	Smp_171880.1	FhHiC23_g12063.t1
OG0000274	Smp_334430.3, Smp_334430.1, Smp_334430.2	FhHiC23_g696.t1, FhHiC23_g696.t2, FhHiC23_g696.t3
OG0000275	Smp_196840.1	FhHiC23_g4968.t1
OG0000276	Smp_312920.1	FhHiC23_g376.t1
OG0000277	Smp_332260.1, Smp_332260.2	FhHiC23_g4344.t1, FhHiC23_g4344.t2
OG0000281	Smp_154160.1	FhHiC23_g4052.t1
OG0000281	Smp_323740.1, Smp_344370.1	FhHiC23_g10797.t1
OG0000281	Smp_007730.1	FhHiC23_g13011.t1
OG0000282	Smp_034270.1	FhHiC23_g3192.t1
OG0000283	Smp_126240.1, Smp_126240.2	FhHiC23_g7893.t1, FhHiC23_g7896.t2, FhHiC23_g7896.t1
OG0000284	Smp_121950.1	FhHiC23_g14077.t1, FhHiC23_g14077.t2, FhHiC23_g14077.t3
OG0000285	Smp_000020.1	FhHiC23_g6443.t1
OG0000286	Smp_102430.1, Smp_040510.1	FhHiC23_g14201.t1, FhHiC23_g14201.t2, FhHiC23_g13965.t1
OG0000287	Smp_120640.1	FhHiC23_g899.t1
OG0000288	Smp_123180.1	FhHiC23_g16819.t1, FhHiC23_g16819.t2, FhHiC23_g16819.t3, FhHiC23_g16819.t4
OG0000289	Smp_194590.1	FhHiC23_g15589.t1
OG0000290	Smp_163580.1, Smp_163580.2	FhHiC23_g10191.t1, FhHiC23_g10191.t2
OG0000290	Smp_176050.1	FhHiC23_g15400.t1, FhHiC23_g15400.t2
OG0000291	Smp_130440.1	FhHiC23_g10897.t1
OG0000292	Smp_083040.1, Smp_083040.2	FhHiC23_g6233.t2, FhHiC23_g6233.t1, FhHiC23_g6233.t3
OG0000293	Smp_035580.1	FhHiC23_g6637.t1, FhHiC23_g3376.t1, FhHiC23_g9306.t1
OG0000293	Smp_028990.1	FhHiC23_g8615.t1
OG0000293	Smp_004810.1	FhHiC23_g1971.t1
OG0000294	Smp_324700.1, Smp_324700.2, Smp_340380.1	FhHiC23_g13370.t1
OG0000295	Smp_247750.1, Smp_179250.1, Smp_247760.1, Smp_089290.1	FhHiC23_g16837.t1, FhHiC23_g16838.t1
OG0000296	Smp_322820.1	FhHiC23_g13388.t1
OG0000296	Smp_322830.1, Smp_322810.1	FhHiC23_g1383.t1
OG0000297	Smp_050520.1	FhHiC23_g2527.t1
OG0000298	Smp_336620.1	FhHiC23_g14252.t1, FhHiC23_g14251.t1
OG0000298	Smp_135040.1, Smp_135040.2	FhHiC23_g14009.t1, FhHiC23_g14009.t2
OG0000299	Smp_074050.1	FhHiC23_g7838.t1
OG0000300	Smp_061840.1	FhHiC23_g11087.t2, FhHiC23_g11087.t1
OG0000301	Smp_042160.1	FhHiC23_g2910.t1
OG0000302	Smp_104500.3, Smp_104500.1, Smp_104500.4, Smp_104500.2	FhHiC23_g7936.t1, FhHiC23_g7936.t2
OG0000303	Smp_153710.3, Smp_153710.2, Smp_153710.1, Smp_153710.4	FhHiC23_g10713.t1
OG0000304	Smp_340500.1	FhHiC23_g11210.t1
OG0000305	Smp_060940.1	FhHiC23_g62.t2, FhHiC23_g62.t1
OG0000306	Smp_342740.1	FhHiC23_g12553.t2, FhHiC23_g12553.t1, FhHiC23_g12553.t3
OG0000307	Smp_343920.1, Smp_011000.1	FhHiC23_g12864.t4, FhHiC23_g12864.t1, FhHiC23_g12864.t3, FhHiC23_g12864.t2
OG0000308	Smp_350480.1, Smp_304450.1, Smp_015480.1	FhHiC23_g5394.t3, FhHiC23_g5394.t1, FhHiC23_g5394.t2
OG0000311	Smp_161120.1, Smp_161120.2	FhHiC23_g11486.t1
OG0000312	Smp_152840.1	FhHiC23_g5211.t1
OG0000313	Smp_045980.1	FhHiC23_g11477.t1
OG0000314	Smp_159070.1	FhHiC23_g4786.t1, FhHiC23_g4787.t1
OG0000315	Smp_007260.1	FhHiC23_g6036.t1, FhHiC23_g6036.t2
OG0000315	Smp_136710.2, Smp_136710.1	FhHiC23_g6901.t2, FhHiC23_g6901.t3, FhHiC23_g6901.t1
OG0000316	Smp_168660.1	FhHiC23_g10904.t1
OG0000317	Smp_097820.1, Smp_097820.2	FhHiC23_g12826.t2, FhHiC23_g12826.t1
OG0000318	Smp_065130.1	FhHiC23_g8913.t1, FhHiC23_g2171.t1, FhHiC23_g2171.t2
OG0000319	Smp_167160.1, Smp_167160.2	FhHiC23_g6198.t1, FhHiC23_g6198.t2, FhHiC23_g6198.t3
OG0000320	Smp_306980.1	FhHiC23_g15004.t1
OG0000320	Smp_140860.1	FhHiC23_g6220.t1
OG0000320	Smp_245990.2, Smp_245990.1	FhHiC23_g2257.t1, FhHiC23_g2257.t2
OG0000321	Smp_083780.1	FhHiC23_g5944.t1
OG0000322	Smp_194030.1	FhHiC23_g9569.t4, FhHiC23_g9569.t3, FhHiC23_g9569.t2, FhHiC23_g9569.t1
OG0000323	Smp_306120.1, Smp_344820.1, Smp_344820.2, Smp_344820.3	FhHiC23_g13048.t1
OG0000324	Smp_147250.1	FhHiC23_g1567.t1, FhHiC23_g1567.t2
OG0000325	Smp_151050.1	FhHiC23_g2587.t1
OG0000326	Smp_069130.1	FhHiC23_g7759.t1
OG0000327	Smp_168450.1, Smp_336080.1	FhHiC23_g3001.t1, FhHiC23_g3001.t2, FhHiC23_g14221.t1, FhHiC23_g14218.t1, FhHiC23_g14218.t2, FhHiC23_g3158.t1, FhHiC23_g3158.t2, FhHiC23_g2996.t1, FhHiC23_g2671.t1, FhHiC23_g2671.t2, FhHiC23_g2671.t3
OG0000328	Smp_035090.1	FhHiC23_g5277.t1
OG0000329	Smp_018240.1, Smp_018240.2	FhHiC23_g10756.t1
OG0000332	Smp_084870.1	FhHiC23_g7573.t1
OG0000333	Smp_044610.1, Smp_342180.1	FhHiC23_g11619.t1, FhHiC23_g11619.t2
OG0000334	Smp_135470.1, Smp_345090.1	FhHiC23_g2400.t1
OG0000335	Smp_153190.1	FhHiC23_g13358.t1, FhHiC23_g13357.t1
OG0000336	Smp_007760.1	FhHiC23_g12795.t1
OG0000336	Smp_130540.1	FhHiC23_g11235.t1, FhHiC23_g11235.t2
OG0000337	Smp_099690.1	FhHiC23_g840.t1, FhHiC23_g839.t1
OG0000337	Smp_019490.1	FhHiC23_g5617.t1
OG0000339	Smp_246410.1	FhHiC23_g14236.t1, FhHiC23_g5601.t1
OG0000340	Smp_031770.1	FhHiC23_g9774.t2
OG0000342	Smp_071630.1	FhHiC23_g10913.t1
OG0000342	Smp_022810.1	FhHiC23_g12760.t1
OG0000342	Smp_004910.1	FhHiC23_g15297.t1
OG0000343	Smp_033530.1, Smp_140270.1, Smp_033540.1	FhHiC23_g6199.t1
OG0000344	Smp_153780.1	FhHiC23_g12927.t1
OG0000345	Smp_089460.1	FhHiC23_g578.t2, FhHiC23_g578.t1, FhHiC23_g578.t3
OG0000346	Smp_141230.1	FhHiC23_g4990.t1
OG0000346	Smp_130250.1	FhHiC23_g9674.t1
OG0000347	Smp_160940.1	FhHiC23_g5608.t1
OG0000348	Smp_347690.1, Smp_347690.2	FhHiC23_g12762.t1
OG0000349	Smp_130750.1	FhHiC23_g13497.t1, FhHiC23_g13497.t2
OG0000350	Smp_079650.1	FhHiC23_g5035.t1, FhHiC23_g5035.t2
OG0000351	Smp_133790.1	FhHiC23_g13389.t1
OG0000352	Smp_315890.1	FhHiC23_g6291.t1, FhHiC23_g6292.t1
OG0000353	Smp_126740.1	FhHiC23_g2530.t1, FhHiC23_g290.t2, FhHiC23_g290.t1
OG0000354	Smp_304130.1, Smp_304130.2	FhHiC23_g12375.t2, FhHiC23_g12375.t1
OG0000355	Smp_158050.1	FhHiC23_g13171.t2, FhHiC23_g13171.t1
OG0000356	Smp_332940.1	FhHiC23_g11244.t1, FhHiC23_g11244.t2
OG0000357	Smp_040560.1	FhHiC23_g13991.t1
OG0000359	Smp_194800.1	FhHiC23_g11766.t3, FhHiC23_g11766.t1, FhHiC23_g11766.t2
OG0000360	Smp_039640.1	FhHiC23_g286.t1
OG0000361	Smp_157340.1	FhHiC23_g702.t3, FhHiC23_g702.t1, FhHiC23_g702.t2
OG0000363	Smp_302930.1	FhHiC23_g14310.t1, FhHiC23_g14310.t2
OG0000364	Smp_164940.1	FhHiC23_g9563.t1
OG0000366	Smp_147240.1	FhHiC23_g218.t3, FhHiC23_g218.t1, FhHiC23_g218.t2
OG0000367	Smp_006700.1	FhHiC23_g5906.t1
OG0000368	Smp_244010.1	FhHiC23_g15375.t1, FhHiC23_g15375.t2
OG0000369	Smp_171610.1	FhHiC23_g12468.t1
OG0000370	Smp_147950.1, Smp_147950.2	FhHiC23_g4732.t1, FhHiC23_g4732.t2
OG0000371	Smp_302090.1	FhHiC23_g6466.t1, FhHiC23_g6466.t2
OG0000372	Smp_091840.1, Smp_091820.1	FhHiC23_g12873.t1
OG0000373	Smp_025260.1	FhHiC23_g10982.t1, FhHiC23_g10981.t2, FhHiC23_g10981.t3, FhHiC23_g10981.t1
OG0000374	Smp_099850.1	FhHiC23_g14139.t1
OG0000375	Smp_191870.1	FhHiC23_g13010.t2, FhHiC23_g13010.t1
OG0000376	Smp_347860.1	FhHiC23_g8088.t1, FhHiC23_g8088.t2
OG0000377	Smp_174410.1	FhHiC23_g2381.t1
OG0000378	Smp_163210.3, Smp_163210.1, Smp_163210.2	FhHiC23_g5255.t1, FhHiC23_g5255.t2
OG0000379	Smp_320480.1	FhHiC23_g13359.t1
OG0000380	Smp_070380.1	FhHiC23_g15109.t1, FhHiC23_g15108.t1, FhHiC23_g15116.t1
OG0000380	Smp_198560.1, Smp_075500.1	FhHiC23_g15106.t1
OG0000381	Smp_105410.1	FhHiC23_g1178.t1
OG0000381	Smp_012440.1	FhHiC23_g1181.t1, FhHiC23_g1180.t1, FhHiC23_g1180.t2, FhHiC23_g1179.t1
OG0000383	Smp_142650.2, Smp_142650.1	FhHiC23_g9223.t1, FhHiC23_g14054.t1, FhHiC23_g14054.t3, FhHiC23_g14054.t2
OG0000384	Smp_316270.1, Smp_315420.1	FhHiC23_g5481.t1, FhHiC23_g6270.t1
OG0000385	Smp_326080.1	FhHiC23_g8172.t1
OG0000385	Smp_326090.1	FhHiC23_g8212.t1, FhHiC23_g8214.t1
OG0000386	Smp_163760.1	FhHiC23_g16443.t1, FhHiC23_g16443.t2, FhHiC23_g16442.t1, FhHiC23_g15019.t1
OG0000387	Smp_169140.1, Smp_320670.1	FhHiC23_g13532.t1
OG0000388	Smp_344630.1, Smp_344630.2	FhHiC23_g4347.t2, FhHiC23_g4347.t1
OG0000389	Smp_137210.1	FhHiC23_g2705.t2, FhHiC23_g2705.t1
OG0000390	Smp_069960.1	FhHiC23_g3668.t1
OG0000391	Smp_163340.1	FhHiC23_g12566.t1, FhHiC23_g12567.t1
OG0000392	Smp_096020.1	FhHiC23_g7851.t1, FhHiC23_g7851.t2
OG0000393	Smp_171540.1	FhHiC23_g53.t1, FhHiC23_g53.t2
OG0000394	Smp_018760.1	FhHiC23_g8471.t1, FhHiC23_g8471.t2
OG0000395	Smp_149200.1	FhHiC23_g2548.t3, FhHiC23_g2548.t2, FhHiC23_g2548.t1
OG0000396	Smp_126300.1	FhHiC23_g13231.t1, FhHiC23_g13231.t2
OG0000397	Smp_027390.1	FhHiC23_g2584.t3, FhHiC23_g2584.t1, FhHiC23_g2584.t2
OG0000398	Smp_244150.1, Smp_160360.1, Smp_078930.1	FhHiC23_g15361.t2, FhHiC23_g15361.t3, FhHiC23_g15361.t1, FhHiC23_g15458.t1, FhHiC23_g15458.t2
OG0000399	Smp_141290.4, Smp_141290.2, Smp_141290.1, Smp_141290.3, Smp_141390.1	FhHiC23_g9940.t1
OG0000400	Smp_335630.1, Smp_303270.1, Smp_303290.1, Smp_173150.1	FhHiC23_g14722.t1, FhHiC23_g14725.t1, FhHiC23_g14728.t1, FhHiC23_g14727.t1
OG0000401	Smp_144770.1	FhHiC23_g9177.t1, FhHiC23_g9177.t2, FhHiC23_g9177.t3
OG0000402	Smp_155420.1	FhHiC23_g10817.t1
OG0000405	Smp_068060.1	FhHiC23_g5442.t1, FhHiC23_g5442.t2
OG0000406	Smp_143240.1	FhHiC23_g6441.t2, FhHiC23_g6441.t1
OG0000407	Smp_308420.1	FhHiC23_g7160.t1
OG0000408	Smp_345870.1	FhHiC23_g9276.t1
OG0000409	Smp_345840.1	FhHiC23_g16168.t1, FhHiC23_g16168.t2
OG0000410	Smp_001040.1	FhHiC23_g7296.t1
OG0000411	Smp_080280.1	FhHiC23_g10118.t1, FhHiC23_g10118.t2, FhHiC23_g10882.t1, FhHiC23_g10883.t1
OG0000412	Smp_170800.1	FhHiC23_g1467.t1
OG0000413	Smp_132320.1	FhHiC23_g7322.t1
OG0000414	Smp_244610.1	FhHiC23_g12586.t1
OG0000415	Smp_012780.1	FhHiC23_g6176.t1
OG0000416	Smp_067480.1, Smp_136640.1	FhHiC23_g16527.t3, FhHiC23_g16527.t1, FhHiC23_g16527.t2, FhHiC23_g16529.t3
OG0000416	Smp_067490.1	FhHiC23_g16130.t2, FhHiC23_g16130.t1
OG0000417	Smp_130000.1	FhHiC23_g327.t1, FhHiC23_g327.t2
OG0000418	Smp_153010.1	FhHiC23_g9417.t1, FhHiC23_g9417.t2
OG0000419	Smp_153760.1	FhHiC23_g12931.t1
OG0000420	Smp_310080.1	FhHiC23_g3059.t1, FhHiC23_g3060.t2
OG0000421	Smp_000480.1, Smp_000480.2	FhHiC23_g6991.t1, FhHiC23_g6991.t2
OG0000422	Smp_014010.1	FhHiC23_g1572.t1, FhHiC23_g1572.t2
OG0000425	Smp_140950.1	FhHiC23_g5889.t1, FhHiC23_g5889.t2
OG0000426	Smp_047650.1, Smp_047680.1, Smp_311630.1, Smp_311640.1, Smp_047640.2, Smp_047640.1	FhHiC23_g1873.t4, FhHiC23_g1873.t3, FhHiC23_g1873.t2, FhHiC23_g1873.t1
OG0000427	Smp_128770.1	FhHiC23_g2187.t1
OG0000428	Smp_302740.1	FhHiC23_g14650.t1, FhHiC23_g14650.t2, FhHiC23_g1389.t1
OG0000429	Smp_300560.1	FhHiC23_g9889.t1
OG0000429	Smp_163090.1	FhHiC23_g14324.t2, FhHiC23_g14324.t1
OG0000430	Smp_033760.1	FhHiC23_g2888.t1, FhHiC23_g2884.t1
OG0000431	Smp_157350.1	FhHiC23_g700.t1, FhHiC23_g700.t2, FhHiC23_g700.t3
OG0000432	Smp_140120.1	FhHiC23_g9661.t2, FhHiC23_g9661.t1
OG0000434	Smp_127820.1, Smp_127820.2	FhHiC23_g12437.t1, FhHiC23_g9208.t1
OG0000435	Smp_140640.1	FhHiC23_g1907.t1
OG0000436	Smp_245820.1, Smp_245820.2	FhHiC23_g9591.t1, FhHiC23_g9591.t2
OG0000437	Smp_028650.1	FhHiC23_g11757.t1
OG0000438	Smp_007510.1	FhHiC23_g7751.t1, FhHiC23_g7751.t2
OG0000439	Smp_061510.1	FhHiC23_g3593.t1, FhHiC23_g3593.t2
OG0000440	Smp_300220.1, Smp_300210.1, Smp_300200.1	FhHiC23_g16588.t1
OG0000441	Smp_128480.1	FhHiC23_g12334.t1, FhHiC23_g12334.t2, FhHiC23_g12334.t3, FhHiC23_g3407.t1
OG0000441	Smp_241420.1	FhHiC23_g12169.t1, FhHiC23_g12169.t2, FhHiC23_g12169.t4
OG0000442	Smp_000030.1	FhHiC23_g5482.t2, FhHiC23_g5482.t1
OG0000443	Smp_133530.1	FhHiC23_g13427.t1, FhHiC23_g13427.t2
OG0000444	Smp_148940.1, Smp_148940.2	FhHiC23_g831.t1
OG0000445	Smp_002840.1	FhHiC23_g7076.t1
OG0000446	Smp_244750.1	FhHiC23_g955.t1, FhHiC23_g960.t3
OG0000447	Smp_312150.1	FhHiC23_g3050.t1, FhHiC23_g3050.t2
OG0000448	Smp_161790.1	FhHiC23_g5761.t1, FhHiC23_g5761.t4, FhHiC23_g5761.t5, FhHiC23_g5761.t2, FhHiC23_g5761.t3
OG0000449	Smp_246790.1, Smp_246790.3	FhHiC23_g7226.t3, FhHiC23_g7226.t2, FhHiC23_g7226.t1, FhHiC23_g7226.t4
OG0000450	Smp_003980.1	FhHiC23_g10194.t1, FhHiC23_g10165.t1, FhHiC23_g10165.t2
OG0000451	Smp_267100.1	FhHiC23_g16604.t1
OG0000452	Smp_248190.1	FhHiC23_g5472.t1
OG0000453	Smp_311970.1, Smp_311970.2	FhHiC23_g7003.t1
OG0000454	Smp_158110.2, Smp_158110.1	FhHiC23_g2306.t1
OG0000454	Smp_309480.1, Smp_314640.1, Smp_062900.2	FhHiC23_g2824.t1
OG0000455	Smp_129160.1, Smp_157720.1	FhHiC23_g12095.t1
OG0000456	Smp_149040.1	FhHiC23_g2604.t1, FhHiC23_g2604.t2, FhHiC23_g2604.t4, FhHiC23_g2604.t3
OG0000457	Smp_034980.1	FhHiC23_g5250.t4, FhHiC23_g5250.t2, FhHiC23_g5250.t3
OG0000458	Smp_345710.1	FhHiC23_g6446.t1, FhHiC23_g6446.t2
OG0000459	Smp_322900.1, Smp_302920.1	FhHiC23_g13471.t1
OG0000461	Smp_347140.2, Smp_347140.3, Smp_347140.1, Smp_347140.4, Smp_347140.5	FhHiC23_g2553.t2, FhHiC23_g2553.t1, FhHiC23_g2553.t3
OG0000464	Smp_047190.1	FhHiC23_g12146.t1, FhHiC23_g12146.t2
OG0000465	Smp_030760.1	FhHiC23_g593.t1, FhHiC23_g593.t2
OG0000466	Smp_245780.1	FhHiC23_g1818.t1, FhHiC23_g1818.t2
OG0000467	Smp_126540.1	FhHiC23_g14179.t1, FhHiC23_g14181.t1
OG0000468	Smp_141580.1	FhHiC23_g2533.t1, FhHiC23_g2533.t2, FhHiC23_g2533.t3
OG0000469	Smp_031070.1, Smp_031070.2	FhHiC23_g12605.t1
OG0000470	Smp_156450.1	FhHiC23_g1052.t1
OG0000471	Smp_138860.1	FhHiC23_g4332.t1
OG0000472	Smp_302020.1, Smp_126580.1, Smp_302030.1	FhHiC23_g14787.t2, FhHiC23_g14787.t1, FhHiC23_g14786.t1
OG0000473	Smp_138590.1	FhHiC23_g12963.t1
OG0000474	Smp_266840.1	FhHiC23_g15488.t1
OG0000474	Smp_122810.1	FhHiC23_g2166.t1, FhHiC23_g2166.t2
OG0000475	Smp_169800.1	FhHiC23_g8551.t1, FhHiC23_g8553.t1
OG0000476	Smp_342610.1, Smp_342610.2	FhHiC23_g15639.t1
OG0000477	Smp_090450.1	FhHiC23_g203.t1
OG0000478	Smp_096450.1	FhHiC23_g11150.t1
OG0000479	Smp_094330.1	FhHiC23_g5073.t1
OG0000480	Smp_134950.1	FhHiC23_g7266.t1
OG0000481	Smp_134880.1	FhHiC23_g7614.t2, FhHiC23_g7614.t1
OG0000482	Smp_172280.1	FhHiC23_g13756.t1
OG0000483	Smp_309950.1, Smp_309960.1	FhHiC23_g8435.t1
OG0000484	Smp_332380.1	FhHiC23_g9219.t1
OG0000485	Smp_058400.1	FhHiC23_g11693.t1, FhHiC23_g11697.t1, FhHiC23_g11697.t2, FhHiC23_g11697.t3
OG0000490	Smp_100130.1	FhHiC23_g7771.t1, FhHiC23_g7771.t2
OG0000491	Smp_081260.1	FhHiC23_g5580.t1
OG0000492	Smp_181440.1	FhHiC23_g7373.t1
OG0000493	Smp_004730.1	FhHiC23_g184.t2, FhHiC23_g184.t1
OG0000493	Smp_340320.1	FhHiC23_g4635.t1
OG0000495	Smp_336640.1	FhHiC23_g11080.t1, FhHiC23_g11082.t1
OG0000496	Smp_092770.1	FhHiC23_g5347.t1
OG0000497	Smp_068920.1, Smp_068920.2, Smp_245240.1	FhHiC23_g13076.t1, FhHiC23_g13075.t1
OG0000498	Smp_124070.1	FhHiC23_g10257.t2, FhHiC23_g10257.t1
OG0000498	Smp_331830.1	FhHiC23_g6627.t1, FhHiC23_g6629.t1
OG0000499	Smp_343450.1	FhHiC23_g1519.t1
OG0000500	Smp_347050.1	FhHiC23_g14973.t1
OG0000501	Smp_161970.1, Smp_161970.2	FhHiC23_g9614.t1, FhHiC23_g9614.t2, FhHiC23_g9615.t1, FhHiC23_g9615.t2
OG0000502	Smp_137330.1	FhHiC23_g4748.t1
OG0000503	Smp_022400.1	FhHiC23_g12875.t3, FhHiC23_g12875.t1, FhHiC23_g12875.t2
OG0000504	Smp_133710.1	FhHiC23_g626.t1
OG0000505	Smp_072350.1	FhHiC23_g5731.t1, FhHiC23_g5731.t2
OG0000506	Smp_212200.1	FhHiC23_g13425.t1
OG0000507	Smp_246510.1, Smp_246510.2	FhHiC23_g5629.t1, FhHiC23_g5629.t2
OG0000508	Smp_024000.1	FhHiC23_g15064.t1, FhHiC23_g15064.t2, FhHiC23_g15064.t3
OG0000509	Smp_046790.1, Smp_127200.1	FhHiC23_g22.t1, FhHiC23_g19.t1
OG0000512	Smp_166940.1	FhHiC23_g1881.t1
OG0000513	Smp_333620.1	FhHiC23_g7045.t1, FhHiC23_g7045.t2, FhHiC23_g7045.t3
OG0000514	Smp_122840.1	FhHiC23_g3289.t1, FhHiC23_g3290.t1
OG0000515	Smp_153720.1	FhHiC23_g11798.t1, FhHiC23_g11798.t2
OG0000516	Smp_129110.1	FhHiC23_g7104.t1
OG0000517	Smp_161980.1	FhHiC23_g9480.t1
OG0000521	Smp_316340.1	FhHiC23_g2979.t3, FhHiC23_g2979.t1, FhHiC23_g2979.t2, FhHiC23_g2979.t4
OG0000522	Smp_166440.1	FhHiC23_g2242.t1, FhHiC23_g2242.t2
OG0000523	Smp_155750.1	FhHiC23_g674.t1
OG0000524	Smp_065810.1	FhHiC23_g8004.t1
OG0000525	Smp_122900.1	FhHiC23_g6591.t2, FhHiC23_g2202.t1, FhHiC23_g2202.t2, FhHiC23_g2202.t3
OG0000526	Smp_304370.1	FhHiC23_g15281.t1, FhHiC23_g15281.t2
OG0000527	Smp_062680.1	FhHiC23_g15342.t1
OG0000528	Smp_140520.1	FhHiC23_g5951.t2, FhHiC23_g5951.t1
OG0000529	Smp_102160.2, Smp_102160.1	FhHiC23_g15029.t1, FhHiC23_g15029.t2
OG0000529	Smp_123870.1	FhHiC23_g9585.t3, FhHiC23_g9585.t2
OG0000530	Smp_005670.1, Smp_349020.1, Smp_337130.1	FhHiC23_g9868.t2, FhHiC23_g9868.t1
OG0000531	Smp_145090.1	FhHiC23_g3283.t1, FhHiC23_g3283.t2, FhHiC23_g3283.t3
OG0000532	Smp_324710.1, Smp_092880.1	FhHiC23_g13021.t1
OG0000533	Smp_347530.1, Smp_347530.2	FhHiC23_g15454.t1
OG0000534	Smp_149080.1	FhHiC23_g189.t1, FhHiC23_g189.t2
OG0000535	Smp_029470.1, Smp_029500.1	FhHiC23_g7928.t1
OG0000536	Smp_079740.1	FhHiC23_g7971.t1
OG0000537	Smp_060860.1	FhHiC23_g1733.t1, FhHiC23_g1733.t2
OG0000539	Smp_021170.1, Smp_021170.3, Smp_021170.2	FhHiC23_g2184.t1, FhHiC23_g2184.t2, FhHiC23_g2184.t3, FhHiC23_g2184.t4
OG0000540	Smp_245200.1	FhHiC23_g12881.t1, FhHiC23_g12883.t1, FhHiC23_g12883.t2
OG0000541	Smp_333760.1	FhHiC23_g5888.t1, FhHiC23_g5887.t1
OG0000542	Smp_123290.1	FhHiC23_g16015.t1
OG0000543	Smp_336650.1	FhHiC23_g15476.t1, FhHiC23_g15476.t2, FhHiC23_g15476.t3
OG0000544	Smp_090070.1	FhHiC23_g615.t1
OG0000545	Smp_047900.1	FhHiC23_g1987.t1
OG0000545	Smp_142050.1	FhHiC23_g2490.t1
OG0000546	Smp_322440.1	FhHiC23_g6229.t1
OG0000547	Smp_169940.1	FhHiC23_g8659.t1
OG0000548	Smp_140820.1	FhHiC23_g5750.t1
OG0000549	Smp_165440.2, Smp_165440.1	FhHiC23_g10861.t1
OG0000550	Smp_244030.1, Smp_244040.1	FhHiC23_g10667.t1, FhHiC23_g10667.t2, FhHiC23_g10667.t3, FhHiC23_g10666.t2, FhHiC23_g10666.t1
OG0000551	Smp_089870.1	FhHiC23_g1006.t1
OG0000551	Smp_337740.1	FhHiC23_g4746.t1
OG0000551	Smp_086860.1	FhHiC23_g6247.t1
OG0000552	Smp_068950.1	FhHiC23_g13077.t1
OG0000552	Smp_212260.1	FhHiC23_g15968.t1
OG0000553	Smp_300840.1, Smp_300840.2	FhHiC23_g9188.t1, FhHiC23_g9187.t1, FhHiC23_g9187.t2
OG0000554	Smp_078280.1	FhHiC23_g11173.t3, FhHiC23_g11173.t2, FhHiC23_g11173.t1, FhHiC23_g11173.t4
OG0000555	Smp_005500.1	FhHiC23_g14400.t1, FhHiC23_g14297.t1, FhHiC23_g14301.t1
OG0000556	Smp_168160.1	FhHiC23_g7433.t1
OG0000557	Smp_068070.1	FhHiC23_g5443.t1, FhHiC23_g5443.t2
OG0000558	Smp_044970.1	FhHiC23_g34.t1, FhHiC23_g11572.t1, FhHiC23_g11572.t2
OG0000559	Smp_347940.1	FhHiC23_g3882.t1, FhHiC23_g3882.t2
OG0000560	Smp_175780.1	FhHiC23_g9914.t1, FhHiC23_g9914.t2
OG0000561	Smp_023010.1	FhHiC23_g9491.t1, FhHiC23_g9493.t1
OG0000561	Smp_134510.1	FhHiC23_g9496.t1
OG0000562	Smp_144020.1	FhHiC23_g3482.t1, FhHiC23_g3480.t1
OG0000563	Smp_039870.1	FhHiC23_g15092.t1, FhHiC23_g15092.t2
OG0000564	Smp_088950.1, Smp_088950.2	FhHiC23_g13924.t3, FhHiC23_g13924.t1, FhHiC23_g13924.t2
