Orthogroup	schistosoma_japonicum	schistosoma_guineensis
OG0000092	EWB00_010016.2, EWB00_010016.3, EWB00_010016.4, EWB00_010016.5, EWB00_010016.1	SGUI1_12290.3, SGUI1_12290.1, SGUI1_12290.2
OG0000093	EWB00_003936	SGUI1_40090.1
OG0000094	EWB00_009097.1, EWB00_009097.2	SGUI1_7960.4, SGUI1_7960.6, SGUI1_7960.1, SGUI1_7960.7, SGUI1_7960.3, SGUI1_7960.5, SGUI1_7960.2
OG0000095	EWB00_011141.2, EWB00_011141.1, EWB00_011141.3	SGUI1_61880.6, SGUI1_61880.3, SGUI1_61880.1, SGUI1_61880.2, SGUI1_61880.7, SGUI1_61880.8, SGUI1_61880.4, SGUI1_61880.10, SGUI1_61880.9, SGUI1_61880.11, SGUI1_61880.5, SGUI1_61880.12
OG0000096	EWB00_006828.2, EWB00_006828.3, EWB00_006828.4, EWB00_006828.1, EWB00_006828.5	SGUI1_35170.2, SGUI1_35170.1, SGUI1_35170.3, SGUI1_35170.8, SGUI1_35170.6, SGUI1_35170.7, SGUI1_35170.5, SGUI1_35170.4
OG0000097	EWB00_007768	SGUI1_6600.1
OG0000098	EWB00_011356	SGUI1_41100.1, SGUI1_41090.1
OG0000098	EWB00_009825, EWB00_009827.1, EWB00_009827.2	SGUI1_67180.1, SGUI1_67180.5, SGUI1_67180.4, SGUI1_67180.3, SGUI1_67180.2, SGUI1_67180.6
OG0000099	EWB00_006234.2	SGUI1_68110.1, SGUI1_68110.2, SGUI1_68110.3, SGUI1_68110.4
OG0000099	EWB00_002775.1, EWB00_002775.2, EWB00_002775.3	SGUI1_72250.1
OG0000100	EWB00_007164	SGUI1_47610.1
OG0000100	EWB00_003625	SGUI1_84170.1
OG0000102	EWB00_010834.2, EWB00_010834.1	SGUI1_5540.1, SGUI1_5540.2, SGUI1_5540.4, SGUI1_5540.8, SGUI1_5540.10, SGUI1_5540.11, SGUI1_5540.3, SGUI1_5540.5, SGUI1_5540.6, SGUI1_5540.7, SGUI1_5540.9
OG0000102	EWB00_010035.1, EWB00_010035.3, EWB00_010035.2	SGUI1_58960.2, SGUI1_58960.1, SGUI1_58960.3, SGUI1_58960.4
OG0000103	EWB00_009133.1, EWB00_009133.2, EWB00_009133.3	SGUI1_74500.11, SGUI1_74500.9, SGUI1_74500.6, SGUI1_74500.7, SGUI1_74500.2, SGUI1_74500.3, SGUI1_74500.1, SGUI1_74500.10, SGUI1_74500.5, SGUI1_74500.8, SGUI1_74500.4
OG0000104	EWB00_008979.1, EWB00_008979.2	SGUI1_5790.1
OG0000105	EWB00_002088, EWB00_004453	SGUI1_7260.8, SGUI1_7260.4, SGUI1_7260.7, SGUI1_7260.6, SGUI1_7260.1, SGUI1_7260.3, SGUI1_7260.5, SGUI1_7260.2
OG0000106	EWB00_009226, EWB00_003434, EWB00_009640, EWB00_009641, EWB00_009643, EWB00_000001, EWB00_000002, EWB00_000004	SGUI1_97120.1, SGUI1_73920.1
OG0000107	EWB00_007831	SGUI1_56630.1
OG0000107	EWB00_002983.2, EWB00_002983.4	SGUI1_51180.1
OG0000108	EWB00_010849.2, EWB00_010849.4, EWB00_010849.1, EWB00_010849.3, EWB00_010849.5	SGUI1_7790.1
OG0000110	EWB00_006025	SGUI1_29610.1, SGUI1_29610.2
OG0000110	EWB00_006029	SGUI1_29580.1
OG0000110	EWB00_006024	SGUI1_29620.1
OG0000110	EWB00_006023	SGUI1_29630.1, SGUI1_29630.2, SGUI1_29630.3
OG0000111	EWB00_007674.3, EWB00_007674.1, EWB00_007674.2, EWB00_007674.4	SGUI1_41190.1
OG0000111	EWB00_003555.1, EWB00_003555.2	SGUI1_52130.1, SGUI1_52130.2
OG0000111	EWB00_007470.1, EWB00_007470.2, EWB00_007470.3	SGUI1_31010.1, SGUI1_31010.2
OG0000112	EWB00_002626.4, EWB00_002626.3, EWB00_002626.2, EWB00_002626.1	SGUI1_84190.1, SGUI1_84190.5, SGUI1_84190.2, SGUI1_84190.3, SGUI1_84190.4
OG0000113	EWB00_010713, EWB00_006167, EWB00_009422	SGUI1_86320.1, SGUI1_12130.22, SGUI1_12130.23, SGUI1_69560.1, SGUI1_12130.6, SGUI1_12130.7, SGUI1_12130.24, SGUI1_5140.5, SGUI1_5140.2, SGUI1_5140.1, SGUI1_12260.1, SGUI1_5140.6, SGUI1_5140.3, SGUI1_5140.4, SGUI1_69560.2, SGUI1_82070.1, SGUI1_64130.1
OG0000114	EWB00_000559.1, EWB00_000559.2	SGUI1_94910.5, SGUI1_94910.1, SGUI1_94910.2, SGUI1_94910.3, SGUI1_94910.4, SGUI1_94910.6, SGUI1_94910.7, SGUI1_94910.8, SGUI1_94910.9, SGUI1_94910.10, SGUI1_94910.11
OG0000115	EWB00_004338.2, EWB00_004338.1, EWB00_004338.4, EWB00_004338.3	SGUI1_36570.1
OG0000116	EWB00_005342.1, EWB00_005342.2, EWB00_005342.3, EWB00_005342.4, EWB00_005342.5	SGUI1_50270.10, SGUI1_50270.7, SGUI1_50270.8, SGUI1_50270.1, SGUI1_50270.5, SGUI1_50270.2, SGUI1_50270.9, SGUI1_50270.13, SGUI1_50270.11, SGUI1_50270.14, SGUI1_50270.12, SGUI1_50270.4, SGUI1_50270.6, SGUI1_50270.3
OG0000117	EWB00_006015.1, EWB00_006015.2	SGUI1_29710.5, SGUI1_29710.7, SGUI1_29710.8, SGUI1_29710.9, SGUI1_29710.1, SGUI1_29710.13, SGUI1_29710.10, SGUI1_29710.11, SGUI1_29710.2, SGUI1_29710.3, SGUI1_29710.6, SGUI1_29710.14, SGUI1_29710.4, SGUI1_29710.12
OG0000118	EWB00_006159.1, EWB00_006159.2, EWB00_006159.4, EWB00_006159.3, EWB00_006159.5, EWB00_006159.6, EWB00_006159.7, EWB00_006159.8	SGUI1_39420.1, SGUI1_39430.1
OG0000118	EWB00_006163.1, EWB00_006163.2	SGUI1_39400.2, SGUI1_39400.1
OG0000118	EWB00_006161	SGUI1_39410.1
OG0000119	EWB00_005837.4, EWB00_005837.2, EWB00_005837.3, EWB00_005837.1	SGUI1_95670.1, SGUI1_95670.8, SGUI1_95670.4, SGUI1_95670.6, SGUI1_95670.7, SGUI1_95670.2, SGUI1_95670.5, SGUI1_95670.3, SGUI1_95680.1
OG0000120	EWB00_006006.2, EWB00_006006.1, EWB00_006006.3	SGUI1_29810.1
OG0000122	EWB00_003485	SGUI1_80920.11, SGUI1_80920.9, SGUI1_80920.8, SGUI1_80920.1, SGUI1_80920.10, SGUI1_80920.7, SGUI1_80920.4, SGUI1_80920.3, SGUI1_80920.2, SGUI1_80920.5, SGUI1_80920.6
OG0000123	EWB00_001234.1, EWB00_001234.2	SGUI1_78980.1
OG0000125	EWB00_005656.2, EWB00_005656.1, EWB00_005656.3	SGUI1_1330.3, SGUI1_1330.8, SGUI1_1330.10, SGUI1_1330.7, SGUI1_1330.14, SGUI1_1330.13, SGUI1_1330.9, SGUI1_1330.6, SGUI1_1330.5, SGUI1_1330.4, SGUI1_1330.11, SGUI1_1330.1, SGUI1_1330.2, SGUI1_1330.12
OG0000126	EWB00_000954	SGUI1_71100.1, SGUI1_71100.10, SGUI1_71100.11, SGUI1_71100.15, SGUI1_71100.18, SGUI1_71100.8, SGUI1_71100.2, SGUI1_71100.6, SGUI1_71100.19, SGUI1_71100.17, SGUI1_71100.13, SGUI1_71100.20, SGUI1_71100.16, SGUI1_71100.4, SGUI1_71100.5, SGUI1_71100.12, SGUI1_71100.14, SGUI1_71100.3, SGUI1_71100.7, SGUI1_71100.9
OG0000127	EWB00_008561.1, EWB00_008561.2, EWB00_008561.3, EWB00_008561.4	SGUI1_22280.1
OG0000128	EWB00_006375.2, EWB00_006375.1, EWB00_006375.5, EWB00_006375.4, EWB00_006375.3	SGUI1_43050.11, SGUI1_43050.12, SGUI1_43050.13, SGUI1_43050.14, SGUI1_43050.15, SGUI1_43050.17, SGUI1_43050.18, SGUI1_43050.19, SGUI1_43050.2, SGUI1_43050.4, SGUI1_43050.5, SGUI1_43050.6, SGUI1_43050.8, SGUI1_43050.3, SGUI1_43050.1, SGUI1_43050.10, SGUI1_43050.16, SGUI1_43050.7, SGUI1_43050.20, SGUI1_43050.9
OG0000129	EWB00_003410.3, EWB00_003410.5, EWB00_003410.2, EWB00_003410.6, EWB00_003410.7, EWB00_003410.8, EWB00_003410.4, EWB00_003410.1	SGUI1_32060.5, SGUI1_32060.7, SGUI1_32060.1, SGUI1_32060.4, SGUI1_32060.10, SGUI1_32060.8, SGUI1_32060.9, SGUI1_32060.6, SGUI1_32060.2, SGUI1_32060.3
OG0000130	EWB00_009336.1, EWB00_009336.2, EWB00_009336.3	SGUI1_81220.12, SGUI1_81220.8, SGUI1_81220.5, SGUI1_81220.7, SGUI1_81220.9, SGUI1_81220.13, SGUI1_81220.1, SGUI1_81220.4, SGUI1_81220.10, SGUI1_81220.11, SGUI1_81220.2, SGUI1_81220.3, SGUI1_81220.6
OG0000132	EWB00_006847.1, EWB00_006847.2, EWB00_006847.3	SGUI1_35380.5, SGUI1_35380.6, SGUI1_35380.4, SGUI1_35380.1, SGUI1_35380.3, SGUI1_35380.2
OG0000133	EWB00_002574.1, EWB00_002574.2	SGUI1_31420.5, SGUI1_31420.15, SGUI1_31420.12, SGUI1_31420.7, SGUI1_31420.4, SGUI1_31420.10, SGUI1_31420.11, SGUI1_31420.9, SGUI1_31420.13, SGUI1_31420.6, SGUI1_31420.1, SGUI1_31420.16, SGUI1_31420.17, SGUI1_31420.18, SGUI1_31420.2, SGUI1_31420.3, SGUI1_31420.8, SGUI1_31420.14
OG0000134	EWB00_002521	SGUI1_20420.1
OG0000135	EWB00_002678.2, EWB00_002678.1	SGUI1_12530.1, SGUI1_12620.1
OG0000136	EWB00_002100.1, EWB00_002100.2	SGUI1_6930.5, SGUI1_6930.1, SGUI1_6930.9, SGUI1_6930.11, SGUI1_6930.10, SGUI1_6930.12, SGUI1_6930.2, SGUI1_6930.3, SGUI1_6930.4, SGUI1_6930.7, SGUI1_6930.6, SGUI1_6930.8
OG0000137	EWB00_003246	SGUI1_42040.1
OG0000137	EWB00_003243, EWB00_003242, EWB00_010379, EWB00_003244	SGUI1_42060.1
OG0000138	EWB00_007536.1, EWB00_007536.2	SGUI1_88050.3, SGUI1_88050.1, SGUI1_88050.2, SGUI1_88050.4
OG0000138	EWB00_009704	SGUI1_45000.2, SGUI1_45000.5, SGUI1_45000.1, SGUI1_45000.3, SGUI1_45000.6, SGUI1_45000.4
OG0000139	EWB00_009035	SGUI1_3940.14, SGUI1_3940.4, SGUI1_3940.5, SGUI1_3940.7, SGUI1_3940.8, SGUI1_3940.1, SGUI1_3940.10, SGUI1_3940.2, SGUI1_3940.3, SGUI1_3940.13, SGUI1_3940.11, SGUI1_3940.12, SGUI1_3940.6, SGUI1_3940.9
OG0000140	EWB00_010959	SGUI1_76580.2, SGUI1_76580.1, SGUI1_76580.3
OG0000141	EWB00_007088, EWB00_002941, EWB00_002719, EWB00_002942, EWB00_003683, EWB00_002908, EWB00_010265	SGUI1_79580.1, SGUI1_75680.1, SGUI1_3090.1, SGUI1_75670.1, SGUI1_75670.3, SGUI1_75670.5, SGUI1_75670.4, SGUI1_75670.2, SGUI1_82710.1, SGUI1_58640.1, SGUI1_90630.1, SGUI1_90630.3, SGUI1_90640.1, SGUI1_90630.2, SGUI1_86910.1, SGUI1_86910.2, SGUI1_86910.3, SGUI1_77780.1, SGUI1_86910.4
OG0000143	EWB00_006280.1, EWB00_006280.2	SGUI1_68550.1, SGUI1_68560.1
OG0000144	EWB00_000741.1, EWB00_000741.2, EWB00_000741.3, EWB00_000741.4, EWB00_000741.5, EWB00_000741.6	SGUI1_54910.1
OG0000144	EWB00_001080	SGUI1_27330.1
OG0000144	EWB00_005163	SGUI1_57340.1
OG0000145	EWB00_002936	SGUI1_33040.1
OG0000146	EWB00_006706.5, EWB00_006706.4, EWB00_006706.1, EWB00_006706.2, EWB00_006706.3	SGUI1_91800.1
OG0000146	EWB00_005122	SGUI1_56870.1
OG0000146	EWB00_007935.1, EWB00_007935.2	SGUI1_28820.1
OG0000146	EWB00_006903	SGUI1_47170.3, SGUI1_47170.1
OG0000147	EWB00_004283	SGUI1_36010.6, SGUI1_36010.1, SGUI1_36010.10, SGUI1_36010.2, SGUI1_36010.3, SGUI1_36010.4, SGUI1_36010.7, SGUI1_36010.8, SGUI1_36010.9, SGUI1_36010.5, SGUI1_36010.11
OG0000148	EWB00_007473	SGUI1_31040.4, SGUI1_31040.1, SGUI1_31040.2, SGUI1_31040.3
OG0000149	EWB00_006487.1, EWB00_006487.2, EWB00_006487.3, EWB00_006487.4	SGUI1_54060.1
OG0000151	EWB00_008868	SGUI1_63970.9, SGUI1_63970.4, SGUI1_63970.5, SGUI1_63970.1, SGUI1_63970.2, SGUI1_63970.7, SGUI1_63970.10, SGUI1_63970.3, SGUI1_63970.6, SGUI1_63970.8
OG0000152	EWB00_011078.3, EWB00_011078.2, EWB00_011078.1, EWB00_011078.4, EWB00_011078.5	SGUI1_10330.1, SGUI1_10220.2, SGUI1_10220.10, SGUI1_10220.3, SGUI1_10220.1, SGUI1_10220.4, SGUI1_10220.8, SGUI1_10220.9, SGUI1_10220.6, SGUI1_10220.7, SGUI1_10220.5
OG0000153	EWB00_005352.1, EWB00_005352.2	SGUI1_50190.1
OG0000153	EWB00_003676	SGUI1_50890.3, SGUI1_50900.1, SGUI1_50900.2, SGUI1_50890.1, SGUI1_50890.2
OG0000153	EWB00_008423, EWB00_003671, EWB00_008422	SGUI1_50830.1
OG0000154	EWB00_005454.3, EWB00_005454.1, EWB00_005454.2	SGUI1_18070.1, SGUI1_18070.2, SGUI1_18070.3, SGUI1_18070.4, SGUI1_18070.5, SGUI1_18070.7, SGUI1_18070.6, SGUI1_18070.8, SGUI1_18070.9, SGUI1_18070.10, SGUI1_18070.11
OG0000155	EWB00_005616	SGUI1_36860.12, SGUI1_36860.4, SGUI1_36860.6, SGUI1_36860.3, SGUI1_36860.7, SGUI1_36860.1, SGUI1_36860.8, SGUI1_36860.10, SGUI1_36860.11, SGUI1_36860.13, SGUI1_36860.9, SGUI1_36860.5, SGUI1_36860.2
OG0000156	EWB00_010322	SGUI1_20850.3, SGUI1_20850.2, SGUI1_20850.1
OG0000156	EWB00_010321	SGUI1_20870.1
OG0000157	EWB00_001166	SGUI1_62170.1
OG0000157	EWB00_005728	SGUI1_43930.1
OG0000157	EWB00_011201	SGUI1_94780.1, SGUI1_94780.2
OG0000158	EWB00_006315	SGUI1_5160.1
OG0000159	EWB00_009175	SGUI1_62640.10, SGUI1_62640.11, SGUI1_62640.12, SGUI1_62640.5, SGUI1_62640.3, SGUI1_62640.14, SGUI1_62640.4, SGUI1_62640.8, SGUI1_62640.13, SGUI1_62640.7, SGUI1_62640.6, SGUI1_62640.15, SGUI1_62640.17, SGUI1_62640.1, SGUI1_62640.16, SGUI1_62640.2, SGUI1_62640.9
OG0000160	EWB00_009370.4, EWB00_009370.1, EWB00_009370.5, EWB00_009370.2, EWB00_009370.3	SGUI1_14330.9, SGUI1_14330.2, SGUI1_14330.11, SGUI1_14330.4, SGUI1_14330.8, SGUI1_14330.10, SGUI1_14330.3, SGUI1_14330.5, SGUI1_14330.1, SGUI1_14330.6, SGUI1_14330.7, SGUI1_14330.13, SGUI1_14330.14, SGUI1_14330.16, SGUI1_14330.12, SGUI1_14330.15
OG0000161	EWB00_003371.1, EWB00_003371.2	SGUI1_34570.2, SGUI1_34570.3, SGUI1_34570.1, SGUI1_34570.4, SGUI1_34570.5
OG0000164	EWB00_011122.1, EWB00_011122.2	SGUI1_61710.1
OG0000164	EWB00_002005.1, EWB00_002005.2, EWB00_002005.3, EWB00_002005.4	SGUI1_77660.1
OG0000164	EWB00_003801.1, EWB00_003801.2	SGUI1_55790.1
OG0000164	EWB00_005981.1, EWB00_005981.2, EWB00_005981.3, EWB00_005981.5, EWB00_005981.4	SGUI1_30150.1
OG0000165	EWB00_010478	SGUI1_66010.1
OG0000166	EWB00_005058.4, EWB00_005058.5, EWB00_005058.3, EWB00_005058.2, EWB00_005058.6, EWB00_005058.1	SGUI1_88090.1
OG0000167	EWB00_001382.4, EWB00_001382.1, EWB00_001382.2, EWB00_001382.3, EWB00_001382.5, EWB00_001382.6	SGUI1_75310.1, SGUI1_75310.3, SGUI1_75310.2, SGUI1_75310.4
OG0000168	EWB00_009789, EWB00_009892, EWB00_003828, EWB00_008795	SGUI1_1870.1, SGUI1_1870.2, SGUI1_1900.4, SGUI1_1900.1, SGUI1_1900.2, SGUI1_1900.3, SGUI1_92910.1, SGUI1_92900.1, SGUI1_1890.2, SGUI1_1890.3, SGUI1_1890.1, SGUI1_1880.1
OG0000169	EWB00_000574	SGUI1_95020.1
OG0000169	EWB00_004911.1, EWB00_004911.2	SGUI1_44030.1, SGUI1_44030.3, SGUI1_44030.2
OG0000169	EWB00_009686	SGUI1_94530.1, SGUI1_94530.2
OG0000170	EWB00_000962	SGUI1_71010.28, SGUI1_71010.5, SGUI1_71010.19, SGUI1_71010.12, SGUI1_71010.18, SGUI1_71010.22, SGUI1_71010.11, SGUI1_71010.13, SGUI1_71010.14, SGUI1_71010.17, SGUI1_71010.23, SGUI1_71010.1, SGUI1_71010.6, SGUI1_71010.25, SGUI1_71010.10, SGUI1_71010.3, SGUI1_71010.15, SGUI1_71010.16, SGUI1_71010.9, SGUI1_71010.8, SGUI1_71010.4, SGUI1_71010.20, SGUI1_71010.24, SGUI1_71010.30, SGUI1_71010.2, SGUI1_71010.21, SGUI1_71010.27, SGUI1_71010.26, SGUI1_71010.29, SGUI1_71010.7
OG0000171	EWB00_006697	SGUI1_78580.1, SGUI1_29130.1, SGUI1_10600.1, SGUI1_25310.1, SGUI1_3180.1
OG0000172	EWB00_001058.1, EWB00_001058.2	SGUI1_18480.10, SGUI1_18480.9, SGUI1_18480.1, SGUI1_18480.5, SGUI1_18480.2, SGUI1_18480.3, SGUI1_18480.6, SGUI1_18480.7, SGUI1_18480.4, SGUI1_18480.8
OG0000173	EWB00_008475	SGUI1_83030.6, SGUI1_83030.5, SGUI1_83030.1, SGUI1_83030.3, SGUI1_83030.4, SGUI1_83030.7, SGUI1_83030.2
OG0000175	EWB00_007666	SGUI1_41300.1, SGUI1_41270.1
OG0000175	EWB00_007667	SGUI1_41260.1
OG0000175	EWB00_007668	SGUI1_41250.1
OG0000175	EWB00_007669	SGUI1_41240.1
OG0000177	EWB00_010516.1, EWB00_010516.2	SGUI1_59030.1
OG0000178	EWB00_003718	SGUI1_25920.9, SGUI1_25920.1, SGUI1_25920.3, SGUI1_25920.7, SGUI1_25920.2, SGUI1_25920.6, SGUI1_25920.8, SGUI1_25920.4, SGUI1_25920.5
OG0000179	EWB00_000893	SGUI1_56190.1, SGUI1_56190.2, SGUI1_56190.3, SGUI1_56190.4, SGUI1_56190.5, SGUI1_56190.6
OG0000179	EWB00_009104	SGUI1_56200.2, SGUI1_56200.1
OG0000180	EWB00_006752	SGUI1_82490.1
OG0000180	EWB00_006753.1, EWB00_006753.2, EWB00_006754, EWB00_010162, EWB00_010163	SGUI1_82480.1, SGUI1_82460.1, SGUI1_82470.1
OG0000180	EWB00_006750.1, EWB00_006750.2	SGUI1_82500.1
OG0000182	EWB00_005564.3, EWB00_005564.1, EWB00_005564.2	SGUI1_58230.1
OG0000182	EWB00_000643	SGUI1_28560.2, SGUI1_28560.4, SGUI1_28560.3, SGUI1_28560.1
OG0000183	EWB00_005958.1, EWB00_005958.2	SGUI1_32410.1
OG0000184	EWB00_006467.1, EWB00_006467.2	SGUI1_49940.1, SGUI1_49940.2, SGUI1_49940.3, SGUI1_49940.4
OG0000184	EWB00_006468	SGUI1_49950.1
OG0000185	EWB00_005969.1, EWB00_005969.2	SGUI1_32550.7, SGUI1_32550.2, SGUI1_32550.6, SGUI1_32550.8, SGUI1_32550.10, SGUI1_32550.1, SGUI1_32550.3, SGUI1_32550.9, SGUI1_32550.4, SGUI1_32550.5
OG0000186	EWB00_002720	SGUI1_72540.10, SGUI1_72540.9, SGUI1_72540.8, SGUI1_72540.4, SGUI1_72540.5, SGUI1_72540.1, SGUI1_72540.2, SGUI1_72540.3, SGUI1_72540.7, SGUI1_72540.6
OG0000187	EWB00_006798.2, EWB00_006798.1, EWB00_006798.3	SGUI1_52520.1
OG0000188	EWB00_010904	SGUI1_31550.10, SGUI1_31550.1, SGUI1_31550.9, SGUI1_31550.2, SGUI1_31550.4, SGUI1_31550.5, SGUI1_31550.6, SGUI1_31550.8, SGUI1_31550.3, SGUI1_31550.7
OG0000189	EWB00_003827.2, EWB00_003827.1, EWB00_003827.3, EWB00_003827.4	SGUI1_6370.1, SGUI1_6370.2, SGUI1_6380.2, SGUI1_6380.3, SGUI1_6380.7, SGUI1_6380.9, SGUI1_6380.1, SGUI1_6380.8, SGUI1_6380.6, SGUI1_6380.5, SGUI1_6380.10, SGUI1_6380.4
OG0000190	EWB00_007758.3, EWB00_007758.1, EWB00_007758.2	SGUI1_51910.5, SGUI1_51910.1, SGUI1_51910.4, SGUI1_51910.6, SGUI1_51910.7, SGUI1_51910.2, SGUI1_51910.3
OG0000191	EWB00_004926	SGUI1_37800.1
OG0000191	EWB00_003159	SGUI1_37880.1
OG0000191	EWB00_004925, EWB00_003164, EWB00_003167	SGUI1_37810.1, SGUI1_37840.1
OG0000192	EWB00_003964.1, EWB00_003964.2	SGUI1_63430.4, SGUI1_63430.1, SGUI1_63430.7, SGUI1_63430.10, SGUI1_63430.9, SGUI1_63430.3, SGUI1_63430.12, SGUI1_63430.2, SGUI1_63430.5, SGUI1_63430.8, SGUI1_63430.11, SGUI1_63430.6
OG0000193	EWB00_003263.4, EWB00_003263.2, EWB00_003263.1, EWB00_003263.3, EWB00_003263.5, EWB00_003263.6	SGUI1_58440.1
OG0000194	EWB00_001391	SGUI1_75240.6, SGUI1_75240.8, SGUI1_75240.7, SGUI1_75240.1, SGUI1_75240.5, SGUI1_75240.2, SGUI1_75240.3, SGUI1_75240.4
OG0000195	EWB00_008076.1, EWB00_008076.2, EWB00_008076.3	SGUI1_48690.1, SGUI1_48690.6, SGUI1_48690.2, SGUI1_48690.3, SGUI1_48690.4, SGUI1_48690.5
OG0000196	EWB00_011394.1, EWB00_011394.2, EWB00_011394.3	SGUI1_89530.1
OG0000196	EWB00_009417.2, EWB00_009417.1	SGUI1_13320.1, SGUI1_13320.2
OG0000197	EWB00_007934.6, EWB00_007934.4, EWB00_007934.2, EWB00_007934.3, EWB00_007934.1, EWB00_007934.5, EWB00_007934.7	SGUI1_28830.1
OG0000198	EWB00_001112	SGUI1_24380.1
OG0000198	EWB00_009378.1, EWB00_009378.2, EWB00_009378.3	SGUI1_14410.1
OG0000199	EWB00_007850.1, EWB00_007850.2	SGUI1_31950.4, SGUI1_31950.12, SGUI1_31950.2, SGUI1_31950.8, SGUI1_31950.11, SGUI1_31950.3, SGUI1_31950.5, SGUI1_31950.1, SGUI1_31950.10, SGUI1_31950.9, SGUI1_31950.13, SGUI1_31950.6
OG0000201	EWB00_003900.1, EWB00_003900.2, EWB00_003900.3	SGUI1_40430.1
OG0000202	EWB00_005354.3, EWB00_005354.1, EWB00_005354.2	SGUI1_50170.10, SGUI1_50170.5, SGUI1_50170.6, SGUI1_50170.1, SGUI1_50170.11, SGUI1_50170.13, SGUI1_50170.2, SGUI1_50170.4, SGUI1_50170.8, SGUI1_50170.9, SGUI1_50170.3, SGUI1_50170.12, SGUI1_50170.7
OG0000203	EWB00_003779.1, EWB00_003779.2, EWB00_003779.3	SGUI1_82630.4, SGUI1_82630.6, SGUI1_82630.8, SGUI1_82630.10, SGUI1_82630.11, SGUI1_82630.12, SGUI1_82630.5, SGUI1_82630.1, SGUI1_82630.13, SGUI1_82630.2, SGUI1_82630.14, SGUI1_82630.15, SGUI1_82630.9, SGUI1_82630.3, SGUI1_82630.7, SGUI1_82630.16
OG0000204	EWB00_005277	SGUI1_87040.1, SGUI1_87050.1, SGUI1_87030.1
OG0000205	EWB00_005482	SGUI1_18350.12, SGUI1_18350.13, SGUI1_18350.2, SGUI1_18350.4, SGUI1_18350.9, SGUI1_18350.7, SGUI1_18350.11, SGUI1_18350.6, SGUI1_18350.8, SGUI1_18350.1, SGUI1_18350.10, SGUI1_18350.5, SGUI1_18350.3
OG0000207	EWB00_006855	SGUI1_35480.1
OG0000207	EWB00_006859	SGUI1_35510.1
OG0000207	EWB00_006857	SGUI1_35500.1
OG0000207	EWB00_006860, EWB00_006858	SGUI1_35520.1
OG0000207	EWB00_006856	SGUI1_35490.1
OG0000208	EWB00_006604	SGUI1_73140.7, SGUI1_73140.8, SGUI1_73140.6, SGUI1_73140.1, SGUI1_73140.4, SGUI1_73140.5, SGUI1_73140.2, SGUI1_73140.3
OG0000210	EWB00_008607	SGUI1_85630.2, SGUI1_85630.3, SGUI1_85630.6, SGUI1_85630.1, SGUI1_85630.4, SGUI1_85630.5
OG0000211	EWB00_008540.1, EWB00_008540.2, EWB00_008540.3, EWB00_008540.4	SGUI1_6590.1
OG0000212	EWB00_000254.1, EWB00_000254.2	SGUI1_25120.1, SGUI1_25110.1
OG0000215	EWB00_003195.1, EWB00_003195.2, EWB00_003195.3, EWB00_003195.4, EWB00_003195.5, EWB00_003195.6, EWB00_003193	SGUI1_57610.1, SGUI1_57620.1
OG0000216	EWB00_007182	SGUI1_43970.1, SGUI1_2980.1, SGUI1_34210.1, SGUI1_54590.1, SGUI1_82550.1
OG0000216	EWB00_005703	SGUI1_67380.1, SGUI1_28730.1
OG0000217	EWB00_003421.5, EWB00_003421.6, EWB00_003421.2, EWB00_003421.1	SGUI1_32150.4, SGUI1_32150.1
OG0000218	EWB00_007629	SGUI1_16330.5, SGUI1_16330.6, SGUI1_16330.3, SGUI1_16330.4, SGUI1_16330.1, SGUI1_16330.7, SGUI1_16330.2
OG0000219	EWB00_011278.1, EWB00_011278.2	SGUI1_60750.3, SGUI1_60750.6, SGUI1_60750.4, SGUI1_60750.1, SGUI1_60750.5, SGUI1_60750.7, SGUI1_60750.2
OG0000220	EWB00_011054.2, EWB00_011054.1, EWB00_011054.3	SGUI1_74380.13, SGUI1_74380.14, SGUI1_74380.2, SGUI1_74380.3, SGUI1_74380.5, SGUI1_74380.6, SGUI1_74380.1, SGUI1_74380.10, SGUI1_74380.11, SGUI1_74380.12, SGUI1_74380.4, SGUI1_74380.9, SGUI1_74380.7, SGUI1_74380.8
OG0000221	EWB00_009959, EWB00_008502	SGUI1_9230.1
OG0000221	EWB00_007895, EWB00_007896	SGUI1_2530.1
OG0000222	EWB00_010985.3, EWB00_010985.4, EWB00_010985.1, EWB00_010985.2	SGUI1_76800.1
OG0000223	EWB00_008468	SGUI1_9430.1
OG0000224	EWB00_010846	SGUI1_5740.5, SGUI1_5740.6, SGUI1_5740.7, SGUI1_5740.9, SGUI1_5740.1, SGUI1_5740.2, SGUI1_5740.8, SGUI1_5740.10, SGUI1_5740.11, SGUI1_5740.12, SGUI1_5740.3, SGUI1_5740.4
OG0000225	EWB00_008634	SGUI1_2970.1, SGUI1_2970.6, SGUI1_2970.3, SGUI1_2970.5, SGUI1_2970.4, SGUI1_2970.2, SGUI1_2990.1, SGUI1_2990.2
OG0000226	EWB00_001463.1, EWB00_001463.2	SGUI1_35000.1
OG0000227	EWB00_010050	SGUI1_69300.7, SGUI1_69300.6, SGUI1_69300.8, SGUI1_69300.2, SGUI1_69300.1, SGUI1_69300.4, SGUI1_69300.5, SGUI1_69300.3
OG0000228	EWB00_003240.1, EWB00_003240.2	SGUI1_42110.1
