Orthogroup	schistosoma_japonicum	opisthorchis_viverrini
OG0000337	EWB00_004252.1, EWB00_004252.5, EWB00_004252.3, EWB00_004252.6, EWB00_004252.2, EWB00_004252.7, EWB00_004252.4, EWB00_004252.8	T265_00559
OG0000339	EWB00_006069.1, EWB00_006069.2	T265_13393
OG0000340	EWB00_009968.7, EWB00_009968.5, EWB00_009968.2, EWB00_009968.3, EWB00_009968.1, EWB00_009968.4, EWB00_009968.6	T265_02762
OG0000341	EWB00_001402, EWB00_004087	T265_00227, T265_10507, T265_02670, T265_11860, T265_02303, T265_07144, T265_12151, T265_10850, T265_01497, T265_10851, T265_12148
OG0000342	EWB00_001054.1, EWB00_001054.2	T265_06197
OG0000342	EWB00_000866.3, EWB00_000866.1, EWB00_000866.2	T265_03316
OG0000342	EWB00_000044.1, EWB00_000044.2	T265_12666
OG0000343	EWB00_005957.3, EWB00_005957.1, EWB00_005957.2	T265_13980
OG0000344	EWB00_009241.1, EWB00_009241.3, EWB00_009241.2, EWB00_009241.4, EWB00_009241.5, EWB00_009241.6, EWB00_009241.7, EWB00_009241.8, EWB00_009241.9, EWB00_009241.10	T265_08425
OG0000345	EWB00_002967.8, EWB00_002967.4, EWB00_002967.7, EWB00_002967.1, EWB00_002967.5, EWB00_002967.3, EWB00_002967.6, EWB00_002967.2	T265_05949
OG0000346	EWB00_007409	T265_02834
OG0000347	EWB00_006075.1, EWB00_006075.3, EWB00_006075.2, EWB00_006074.1, EWB00_006074.2, EWB00_006074.3	T265_10741
OG0000348	EWB00_006331	T265_16293, T265_14984, T265_16184
OG0000349	EWB00_005661	T265_04375
OG0000350	EWB00_009542.3, EWB00_009542.1, EWB00_009542.2	T265_06604
OG0000351	EWB00_004665	T265_06873
OG0000352	EWB00_008371.1, EWB00_008371.2	T265_13524
OG0000353	EWB00_000949	T265_07437
OG0000354	EWB00_007574.1, EWB00_007574.2	T265_10467
OG0000355	EWB00_004441.1, EWB00_004441.2	T265_00276, T265_16001
OG0000356	EWB00_005497.1, EWB00_005494, EWB00_005497.2, EWB00_005497.3, EWB00_005497.4	T265_05555
OG0000357	EWB00_006405.2, EWB00_006405.1	T265_04749
OG0000359	EWB00_010287.3, EWB00_010287.1, EWB00_010287.2	T265_02465
OG0000360	EWB00_010308.1, EWB00_010308.2	T265_09152
OG0000361	EWB00_008734, EWB00_008735	T265_00382
OG0000362	EWB00_007742	T265_09349
OG0000363	EWB00_006373	T265_04138
OG0000364	EWB00_000344	T265_04227
OG0000365	EWB00_002237, EWB00_002238.1, EWB00_002238.2	T265_13943
OG0000366	EWB00_002980	T265_09296, T265_14802
OG0000367	EWB00_002905	T265_01910
OG0000368	EWB00_001036	T265_13246, T265_13243
OG0000369	EWB00_009078.1, EWB00_009078.2, EWB00_009078.3	T265_07721, T265_07722
OG0000370	EWB00_004595.5, EWB00_004595.1, EWB00_004595.2, EWB00_004595.3, EWB00_004595.4	T265_00271, T265_00274, T265_03617, T265_00269, T265_00272
OG0000371	EWB00_010143	T265_06459
OG0000372	EWB00_000802	T265_01134, T265_03329
OG0000373	EWB00_004686.1, EWB00_004686.2	T265_14558
OG0000374	EWB00_004719	T265_11863
OG0000376	EWB00_000822	T265_11878
OG0000378	EWB00_001092.1, EWB00_001092.3, EWB00_001092.2	T265_05203
OG0000381	EWB00_010680.1, EWB00_010680.2, EWB00_010680.3, EWB00_010680.4	T265_00434, T265_15881
OG0000381	EWB00_010681	T265_00435
OG0000382	EWB00_001933, EWB00_001935, EWB00_001934, EWB00_002068, EWB00_009778	T265_02482
OG0000383	EWB00_003144.1, EWB00_003144.2	T265_08239
OG0000384	EWB00_011218	T265_09198, T265_09197
OG0000385	EWB00_009179	T265_01125
OG0000385	EWB00_009180	T265_09329, T265_09330
OG0000386	EWB00_006133.1, EWB00_006133.2	T265_11583
OG0000387	EWB00_007580.1, EWB00_007580.2	T265_06420
OG0000388	EWB00_001878.1, EWB00_001878.2, EWB00_001878.3	T265_11998
OG0000389	EWB00_009230	T265_00782
OG0000390	EWB00_007282.3, EWB00_007282.1, EWB00_007282.2	T265_11108, T265_11109
OG0000391	EWB00_010131, EWB00_005064, EWB00_009419	T265_09227
OG0000392	EWB00_006590.1, EWB00_006590.3, EWB00_006590.4, EWB00_006590.2	T265_14483
OG0000393	EWB00_004074.5, EWB00_004074.1, EWB00_004074.2, EWB00_004074.3, EWB00_004074.4	T265_15423
OG0000394	EWB00_011094.1, EWB00_011094.2, EWB00_011094.3	T265_08783
OG0000395	EWB00_002277.1, EWB00_002277.2, EWB00_002277.3	T265_08193
OG0000396	EWB00_004864.1, EWB00_004864.3, EWB00_004864.2	T265_13488
OG0000397	EWB00_008188	T265_01775
OG0000398	EWB00_010315.1, EWB00_010315.2, EWB00_005760, EWB00_005757	T265_10761, T265_10760
OG0000399	EWB00_006965.1, EWB00_006965.3, EWB00_006965.4, EWB00_006965.5, EWB00_006965.2, EWB00_006964	T265_14889, T265_03269
OG0000400	EWB00_004734, EWB00_004735.1, EWB00_004735.2, EWB00_001015.1, EWB00_001015.2	T265_14201, T265_08063, T265_08065, T265_10204
OG0000401	EWB00_000575	T265_05655
OG0000405	EWB00_007704	T265_09724
OG0000406	EWB00_009549	T265_05341
OG0000407	EWB00_007739.3, EWB00_007739.1, EWB00_007739.2	T265_12731
OG0000408	EWB00_005048.1, EWB00_005048.2, EWB00_005048.5, EWB00_005048.3, EWB00_005048.4	T265_07479
OG0000409	EWB00_008991	T265_03788
OG0000411	EWB00_000669	T265_13195
OG0000412	EWB00_002751.1, EWB00_002751.2	T265_09842
OG0000413	EWB00_011342, EWB00_011343	T265_02540
OG0000414	EWB00_004672.1, EWB00_004672.2, EWB00_004672.3	T265_06878, T265_06876, T265_06877
OG0000415	EWB00_002898.1, EWB00_002898.4, EWB00_002898.2, EWB00_002898.3, EWB00_002898.5, EWB00_002898.6	T265_13626, T265_04888
OG0000416	EWB00_007510.4, EWB00_006715.1, EWB00_006715.2	T265_07350
OG0000416	EWB00_007511.1, EWB00_007511.2, EWB00_007511.3	T265_09488
OG0000417	EWB00_006824	T265_01300
OG0000418	EWB00_008940.1, EWB00_008940.2, EWB00_008940.3	T265_07406, T265_14544
OG0000419	EWB00_010845	T265_00950
OG0000420	EWB00_004042	T265_01216
OG0000421	EWB00_005791.5, EWB00_005791.2, EWB00_005791.1, EWB00_005791.6, EWB00_005791.3, EWB00_005791.4, EWB00_005791.7	T265_13603
OG0000422	EWB00_005355.3, EWB00_005355.4, EWB00_005355.6, EWB00_005355.1, EWB00_005355.7, EWB00_005355.2, EWB00_005355.5	T265_01327
OG0000425	EWB00_007944.2, EWB00_007944.3, EWB00_007944.1	T265_00752
OG0000426	EWB00_002147	T265_12440
OG0000427	EWB00_010690.1, EWB00_010690.2	T265_13396
OG0000428	EWB00_003239.1, EWB00_003239.2	T265_08399
OG0000429	EWB00_002245, EWB00_002244	T265_07901
OG0000429	EWB00_008214	T265_10847
OG0000430	EWB00_003415	T265_11497
OG0000431	EWB00_008732.1, EWB00_008732.2	T265_00379
OG0000432	EWB00_004758	T265_10186
OG0000433	EWB00_003929.2, EWB00_003929.1, EWB00_003929.3	T265_13054
OG0000434	EWB00_005877	T265_05326
OG0000435	EWB00_009645, EWB00_004584, EWB00_003007, EWB00_009646, EWB00_009651, EWB00_010296	T265_01204
OG0000436	EWB00_000282.1, EWB00_000282.2	T265_03713
OG0000437	EWB00_007320.2, EWB00_007320.1, EWB00_007320.3	T265_13806
OG0000438	EWB00_010404	T265_09760
OG0000439	EWB00_007287.1, EWB00_007287.2	T265_02427
OG0000440	EWB00_011409	T265_08332
OG0000441	EWB00_009358.1, EWB00_009358.2	T265_07836
OG0000442	EWB00_004296.1, EWB00_004296.2, EWB00_004296.3	T265_09824
OG0000444	EWB00_006083, EWB00_008676	T265_11552
OG0000445	EWB00_010477.3, EWB00_010477.1, EWB00_010477.2	T265_12793
OG0000446	EWB00_009918	T265_02125
OG0000447	EWB00_005165	T265_03299
OG0000448	EWB00_004614.4, EWB00_004614.6, EWB00_004614.8, EWB00_004614.7, EWB00_004614.5, EWB00_004614.2, EWB00_004614.1, EWB00_004614.3	T265_05426
OG0000449	EWB00_008853	T265_03361
OG0000450	EWB00_001128.4, EWB00_001128.3, EWB00_001128.1, EWB00_001128.2	T265_11348, T265_01101
OG0000451	EWB00_005055	T265_05748
OG0000452	EWB00_006169	T265_09821
OG0000453	EWB00_009174.3, EWB00_009174.1, EWB00_009174.2	T265_06719
OG0000454	EWB00_009448.1, EWB00_009448.2, EWB00_009449, EWB00_002766	T265_02660
OG0000455	EWB00_007676.2, EWB00_007676.1, EWB00_007676.3	T265_13543
OG0000456	EWB00_006086	T265_00028
OG0000457	EWB00_003299.1, EWB00_003299.2	T265_06520
OG0000458	EWB00_005936	T265_14731
OG0000459	EWB00_000897.5, EWB00_000897.1, EWB00_000897.2, EWB00_000897.3, EWB00_000897.4, EWB00_000897.6	T265_12673
OG0000460	EWB00_007690	T265_02175
OG0000465	EWB00_007185	T265_12004, T265_15852
OG0000466	EWB00_005412	T265_00717, T265_09088
OG0000467	EWB00_005609	T265_06392, T265_14024, T265_15837
OG0000468	EWB00_000960.2, EWB00_000960.1, EWB00_000960.3	T265_13212
OG0000469	EWB00_009028	T265_06265
OG0000470	EWB00_005326	T265_02354
OG0000471	EWB00_004466	T265_04176
OG0000472	EWB00_005614	T265_08287, T265_14526, T265_08288
OG0000473	EWB00_006340	T265_09380
OG0000474	EWB00_002484	T265_02290
OG0000474	EWB00_003623.1, EWB00_003623.2	T265_12460
OG0000475	EWB00_010428	T265_14673
OG0000476	EWB00_003522	T265_07244
OG0000477	EWB00_004065, EWB00_004064	T265_01343
OG0000478	EWB00_008984.1, EWB00_008984.2, EWB00_008984.3, EWB00_008984.4	T265_09689
OG0000479	EWB00_002579.3, EWB00_002579.1, EWB00_002579.2	T265_11380
OG0000480	EWB00_008894.1, EWB00_008894.2	T265_00389, T265_13589, T265_12846, T265_01772, T265_01033, T265_11693, T265_01859, T265_07661, T265_10676, T265_03719, T265_08374, T265_04371, T265_02027, T265_11038, T265_06133, T265_09446, T265_08269, T265_15662, T265_11568, T265_08423, T265_12491, T265_15632, T265_04892, T265_02994, T265_13852, T265_01186, T265_13974, T265_12776, T265_05455, T265_09979, T265_00308, T265_04912, T265_05271, T265_00689, T265_08138, T265_05417, T265_10575, T265_14180, T265_01804, T265_00016, T265_09320, T265_09509, T265_04945, T265_00925, T265_02510, T265_10253, T265_03397
OG0000481	EWB00_000921.1, EWB00_000921.2	T265_00530
OG0000482	EWB00_000805	T265_12690
OG0000483	EWB00_003191	T265_06074
OG0000484	EWB00_003750, EWB00_003752	T265_09654
OG0000490	EWB00_009758	T265_01437, T265_16063
OG0000491	EWB00_005990.1, EWB00_005990.2	T265_14314
OG0000493	EWB00_006874	T265_15065
OG0000493	EWB00_000632	T265_15185, T265_10559
OG0000494	EWB00_010190.1, EWB00_010190.2, EWB00_003809	T265_10046
OG0000495	EWB00_007321	T265_15686
OG0000496	EWB00_007698.3, EWB00_007698.4, EWB00_007698.2, EWB00_007698.1	T265_07584
OG0000497	EWB00_006312.1, EWB00_006312.2, EWB00_006312.3	T265_07772
OG0000498	EWB00_007012	T265_12716, T265_12902
OG0000499	EWB00_000965.1, EWB00_000965.3, EWB00_000965.2, EWB00_000965.4	T265_12977
OG0000500	EWB00_000046	T265_12964
OG0000501	EWB00_004102.7, EWB00_004102.5, EWB00_004102.4, EWB00_004102.6, EWB00_004102.1, EWB00_004102.2, EWB00_004102.3	T265_13462
OG0000502	EWB00_006854	T265_07436, T265_06036
OG0000503	EWB00_009062.1, EWB00_009062.3, EWB00_009062.2, EWB00_009062.4	T265_11949
OG0000504	EWB00_009953.2, EWB00_009953.1	T265_03966
OG0000505	EWB00_004150.1, EWB00_004150.2	T265_12584
OG0000506	EWB00_005767, EWB00_005768, EWB00_005769	T265_07729, T265_16032
OG0000507	EWB00_004627.1, EWB00_004627.2	T265_02979, T265_07797, T265_07796
OG0000508	EWB00_002355.1, EWB00_002355.2	T265_10226, T265_16175
OG0000509	EWB00_007622.5, EWB00_007622.1, EWB00_007622.3, EWB00_007622.4, EWB00_007622.2, EWB00_006782.1, EWB00_006782.2	T265_06851, T265_06853, T265_06854, T265_14152
OG0000510	EWB00_001266.2, EWB00_001266.1, EWB00_001266.3, EWB00_002661, EWB00_002662	T265_03984, T265_03985, T265_13373
OG0000511	EWB00_000649	T265_07656, T265_07655, T265_07657
OG0000513	EWB00_005795	T265_01157, T265_06044
OG0000514	EWB00_004043.2, EWB00_004043.1, EWB00_004043.3, EWB00_004043.4	T265_01214, T265_01215
OG0000515	EWB00_004181.1, EWB00_004181.2	T265_00984, T265_00985
OG0000516	EWB00_007127	T265_03354
OG0000517	EWB00_001698.1, EWB00_001698.2, EWB00_001698.3	T265_01106
OG0000521	EWB00_007360.3, EWB00_007360.1, EWB00_007360.2	T265_12415
OG0000522	EWB00_005154.1, EWB00_005154.2	T265_04037
OG0000523	EWB00_002027	T265_07660
OG0000524	EWB00_007681.1, EWB00_007681.2	T265_07885
OG0000525	EWB00_005219	T265_05091
OG0000526	EWB00_007651	T265_02282, T265_12113
OG0000527	EWB00_001037.3, EWB00_001037.2, EWB00_001037.1	T265_03411
OG0000528	EWB00_007848.1, EWB00_007848.2	T265_06055
OG0000529	EWB00_004121.1, EWB00_004121.2	T265_09182, T265_03656
OG0000529	EWB00_000267	T265_07511
OG0000530	EWB00_009987, EWB00_009985.3, EWB00_009985.1, EWB00_009985.2	T265_09699
OG0000531	EWB00_004559.1, EWB00_004559.2, EWB00_004559.3	T265_14416, T265_14417
OG0000532	EWB00_006344	T265_00995, T265_06267
OG0000533	EWB00_008818.1, EWB00_008818.2, EWB00_008818.3	T265_13786
OG0000534	EWB00_009516, EWB00_003670.1, EWB00_003670.2	T265_09156
OG0000535	EWB00_005272, EWB00_005271	T265_13029, T265_02526, T265_16334
OG0000536	EWB00_010396.1, EWB00_010396.2	T265_04792
OG0000537	EWB00_005391	T265_03566
OG0000539	EWB00_002550.1, EWB00_002550.2	T265_02944
OG0000540	EWB00_002037, EWB00_002039	T265_06424
OG0000541	EWB00_003281	T265_02592
OG0000542	EWB00_006936.2, EWB00_006936.4, EWB00_006936.1, EWB00_006936.3	T265_10499
OG0000543	EWB00_002348, EWB00_002347	T265_05515
OG0000544	EWB00_010583	T265_14759
OG0000545	EWB00_004095.1, EWB00_004095.3, EWB00_004095.4, EWB00_004095.2	T265_01309
OG0000545	EWB00_008683.2, EWB00_008683.3, EWB00_008683.4	T265_13998
OG0000546	EWB00_006057	T265_14392
OG0000547	EWB00_009286	T265_07333
OG0000548	EWB00_006045.1, EWB00_006045.2, EWB00_006045.3	T265_14116
OG0000549	EWB00_005545	T265_14374, T265_06649, T265_14373, T265_03050, T265_07757
OG0000550	EWB00_005481	T265_09507, T265_14868
OG0000551	EWB00_011286, EWB00_008082, EWB00_008083, EWB00_010470	T265_04197, T265_11408, T265_09018, T265_09780, T265_09887
OG0000551	EWB00_006186	T265_05015
OG0000552	EWB00_006314.2, EWB00_006314.3, EWB00_006314.1	T265_02926, T265_04606
OG0000552	EWB00_000619.3, EWB00_000619.1, EWB00_000619.2	T265_05767
OG0000553	EWB00_000563, EWB00_000561	T265_05228, T265_05227
OG0000554	EWB00_011076	T265_06137
OG0000555	EWB00_009247, EWB00_006082, EWB00_009497, EWB00_009582, EWB00_009583.1, EWB00_009583.2, EWB00_009583.3	T265_04699, T265_04748, T265_04698
OG0000556	EWB00_008873.2, EWB00_008873.1, EWB00_008873.3	T265_05172
OG0000557	EWB00_007706.1, EWB00_007706.2	T265_09726
OG0000558	EWB00_006560	T265_02473, T265_07551
OG0000559	EWB00_006759.1, EWB00_006759.2	T265_15777, T265_15105
OG0000561	EWB00_001438.2, EWB00_001438.1, EWB00_001438.4, EWB00_001438.5, EWB00_001438.3	T265_05307
OG0000562	EWB00_004493.2, EWB00_004493.1, EWB00_004493.4, EWB00_004493.3	T265_09617, T265_14904, T265_14905
OG0000563	EWB00_010331.1, EWB00_010331.2	T265_00934
OG0000564	EWB00_005735.1, EWB00_005735.2, EWB00_005735.3, EWB00_005735.4, EWB00_005735.5	T265_04694
OG0000565	EWB00_001645.3, EWB00_001645.1, EWB00_001645.2	T265_06308
OG0000566	EWB00_001505.1, EWB00_001505.4, EWB00_001505.2, EWB00_001505.3	T265_06381
OG0000567	EWB00_010450.2	T265_09355
OG0000568	EWB00_005140.1, EWB00_005140.2, EWB00_005140.3, EWB00_005140.4	T265_14125
OG0000568	EWB00_009855.1, EWB00_009855.2	T265_06795
OG0000569	EWB00_008513.2, EWB00_008513.4, EWB00_008513.1, EWB00_008513.3, EWB00_008513.5	T265_16092, T265_15315, T265_15990
OG0000570	EWB00_010004	T265_14462
OG0000571	EWB00_003064.1, EWB00_003064.2	T265_09677
OG0000572	EWB00_000508	T265_13892
OG0000574	EWB00_007575, EWB00_007578	T265_09231
OG0000575	EWB00_009684.3, EWB00_009684.4, EWB00_009684.2, EWB00_009684.5, EWB00_009684.6, EWB00_009684.7, EWB00_009684.1	T265_13730
OG0000576	EWB00_004903	T265_04125
OG0000577	EWB00_010674.1, EWB00_010674.2	T265_03389
OG0000580	EWB00_003419	T265_11930
OG0000581	EWB00_011088.3, EWB00_011088.2, EWB00_011088.1	T265_03176, T265_03173
OG0000582	EWB00_007044, EWB00_009714, EWB00_007043	T265_01669, T265_01670, T265_01668, T265_01664, T265_01665, T265_01666
OG0000582	EWB00_007042	T265_01671
OG0000583	EWB00_011310.1, EWB00_011310.2	T265_02005
OG0000584	EWB00_003311	T265_13228
OG0000585	EWB00_010839, EWB00_010840	T265_00232
OG0000586	EWB00_007451.1, EWB00_007451.2	T265_11386
OG0000587	EWB00_000903	T265_07724
OG0000587	EWB00_005771, EWB00_005770	T265_12893, T265_14323
OG0000588	EWB00_005759.1, EWB00_005759.2	T265_11101, T265_10758
OG0000589	EWB00_000767.3, EWB00_000767.4, EWB00_000767.1, EWB00_000767.2	T265_12428, T265_12429, T265_12430, T265_12204, T265_12431, T265_08812, T265_15994, T265_12432, T265_12433, T265_00017
OG0000590	EWB00_007928	T265_09102
OG0000590	EWB00_002833	T265_06033
OG0000591	EWB00_001644.1, EWB00_001644.2	T265_06310
OG0000592	EWB00_004130	T265_14113
OG0000593	EWB00_009305, EWB00_010907	T265_10773
OG0000594	EWB00_002991	T265_05797, T265_06525
OG0000595	EWB00_010775	T265_03869
OG0000598	EWB00_004687	T265_02456
OG0000599	EWB00_005904.1, EWB00_005904.2	T265_07673
OG0000600	EWB00_006231.1, EWB00_006231.2	T265_10590
OG0000601	EWB00_001427.1, EWB00_001427.2	T265_04621, T265_04618
OG0000601	EWB00_007989, EWB00_007990	T265_14218
OG0000602	EWB00_002351, EWB00_002350	T265_09208, T265_12351
OG0000603	EWB00_004420.1, EWB00_004420.2	T265_14992, T265_14991, T265_11543
OG0000605	EWB00_007008.2, EWB00_007008.1, EWB00_010874.1, EWB00_010874.2	T265_14198
OG0000606	EWB00_006291	T265_13221
OG0000607	EWB00_007459.1, EWB00_007459.5, EWB00_007459.2, EWB00_007459.3, EWB00_007459.4	T265_10825
OG0000608	EWB00_003677	T265_02880, T265_02883
OG0000609	EWB00_010886.1, EWB00_010886.2	T265_09254
OG0000610	EWB00_007565.1, EWB00_007565.2, EWB00_007565.3	T265_05701
OG0000611	EWB00_006356	T265_06968
OG0000612	EWB00_003067	T265_09078
OG0000613	EWB00_005606.2, EWB00_005606.4, EWB00_005606.1, EWB00_005606.3	T265_02832
OG0000614	EWB00_009700.1, EWB00_009700.2, EWB00_009700.4, EWB00_009700.3	T265_12100
OG0000615	EWB00_002696.1, EWB00_002696.2	T265_03195
OG0000616	EWB00_007965	T265_08938
OG0000617	EWB00_000154.3, EWB00_000154.9, EWB00_000154.4, EWB00_000154.1, EWB00_000154.2, EWB00_000154.6, EWB00_000154.7, EWB00_000154.8, EWB00_000154.5, EWB00_000154.12, EWB00_000154.10, EWB00_000154.11	T265_08274
OG0000618	EWB00_004319.1, EWB00_004319.2, EWB00_004319.3	T265_13264
OG0000620	EWB00_002375.1, EWB00_002375.3, EWB00_002375.2	T265_10505
OG0000620	EWB00_004068.1, EWB00_004068.2	T265_00373, T265_00374
OG0000621	EWB00_006007	T265_14537
OG0000622	EWB00_004548	T265_00170
OG0000623	EWB00_009348, EWB00_010005.2, EWB00_010005.1	T265_04780, T265_13600
OG0000624	EWB00_000634	T265_15535, T265_11776, T265_13342
OG0000625	EWB00_001308.1, EWB00_001308.2, EWB00_001308.3, EWB00_001308.4	T265_03633
OG0000626	EWB00_000746, EWB00_000745	T265_02683, T265_13068
OG0000627	EWB00_000167, EWB00_002190	T265_09410
OG0000628	EWB00_011095.1, EWB00_011095.2	T265_08778, T265_14669, T265_16036
OG0000629	EWB00_009522, EWB00_006221	T265_05422
OG0000630	EWB00_005268.2, EWB00_005268.1, EWB00_005268.3, EWB00_005268.4, EWB00_005268.5	T265_11517
OG0000631	EWB00_008869.1, EWB00_008869.2, EWB00_011103, EWB00_011102	T265_00494
OG0000632	EWB00_002685	T265_03948
OG0000633	EWB00_010638	T265_08226
OG0000634	EWB00_003343	T265_08726, T265_05043, T265_16055
OG0000636	EWB00_000571.1, EWB00_000571.2	T265_09528
OG0000637	EWB00_007605.1, EWB00_007605.2	T265_08691
OG0000638	EWB00_008903, EWB00_008904	T265_12571, T265_16335
OG0000639	EWB00_001158	T265_08132
OG0000640	EWB00_004497	T265_06014
OG0000641	EWB00_005331, EWB00_011086.3, EWB00_010148, EWB00_011086.1, EWB00_011086.2, EWB00_011086.4	T265_11906
OG0000643	EWB00_003546.3, EWB00_003546.1, EWB00_003546.2	T265_06781
OG0000643	EWB00_003547.2, EWB00_003547.3, EWB00_003547.1	T265_00368
OG0000645	EWB00_009473.1, EWB00_009473.2	T265_06416, T265_14031
OG0000646	EWB00_003065.2, EWB00_003065.3, EWB00_003065.1	T265_14032, T265_09682
OG0000647	EWB00_000545.3, EWB00_000545.6, EWB00_000545.1, EWB00_000545.2, EWB00_000545.5, EWB00_000545.4	T265_01179
OG0000649	EWB00_006577	T265_14362
OG0000650	EWB00_004553.2, EWB00_004553.1	T265_04859
OG0000651	EWB00_008758	T265_08308
OG0000652	EWB00_003930.1, EWB00_003930.2, EWB00_003930.3	T265_02580, T265_06040
OG0000653	EWB00_007802	T265_08906
OG0000654	EWB00_005929.2, EWB00_005929.3, EWB00_005929.1, EWB00_005929.5, EWB00_005929.4	T265_12621
OG0000656	EWB00_010547.1, EWB00_010547.2, EWB00_010547.3	T265_15627
OG0000657	EWB00_001860.1, EWB00_001860.2	T265_02650
OG0000659	EWB00_009331	T265_14212
OG0000660	EWB00_008215	T265_07239, T265_13296, T265_04880, T265_03012, T265_06901, T265_08010, T265_08215, T265_05291, T265_04002, T265_09644, T265_09741, T265_11699, T265_06246, T265_04085, T265_06372, T265_11169, T265_05990, T265_06162, T265_10212, T265_10126, T265_01017, T265_02334, T265_12046, T265_14617, T265_08453, T265_09616, T265_02381, T265_14934, T265_11958, T265_08953, T265_08312, T265_00959, T265_14571, T265_05654, T265_14697, T265_11770, T265_02062, T265_11929, T265_06171, T265_00675, T265_03309, T265_05112, T265_09020, T265_07953, T265_08925, T265_02326, T265_01333, T265_02214, T265_07020, T265_14232, T265_10706, T265_04427, T265_14584, T265_04964, T265_01547, T265_00333, T265_06809, T265_14311
OG0000663	EWB00_003146	T265_04735, T265_02871
OG0000664	EWB00_004155	T265_04576
OG0000665	EWB00_006628.2, EWB00_006628.3, EWB00_006628.1	T265_10655
OG0000666	EWB00_001159.3, EWB00_001159.1, EWB00_001159.2, EWB00_001159.4	T265_14484
OG0000667	EWB00_008456.2, EWB00_008456.1	T265_06220
OG0000668	EWB00_010649	T265_07209
OG0000669	EWB00_006275	T265_04795
OG0000671	EWB00_011016	T265_06752
OG0000672	EWB00_008803	T265_08111
OG0000673	EWB00_003113.3, EWB00_003113.1, EWB00_003113.2	T265_06693, T265_15660, T265_03059
OG0000674	EWB00_007398	T265_00038
OG0000675	EWB00_002750	T265_10356
OG0000676	EWB00_000145.1, EWB00_000145.2	T265_02244
OG0000677	EWB00_006281	T265_03024
OG0000678	EWB00_003399	T265_14566
OG0000679	EWB00_002723	T265_13839
OG0000680	EWB00_007650.3, EWB00_007650.1, EWB00_007650.2	T265_15068
OG0000681	EWB00_008171	T265_15309
OG0000682	EWB00_006378.1, EWB00_006378.2	T265_05067
OG0000683	EWB00_002223.1, EWB00_002223.3, EWB00_002223.2	T265_03513
OG0000684	EWB00_009748, EWB00_004484.1, EWB00_004484.2, EWB00_004484.3, EWB00_004484.4, EWB00_004484.5, EWB00_004484.6, EWB00_004484.7, EWB00_004484.8	T265_02396
OG0000685	EWB00_001176.4, EWB00_001176.3, EWB00_001176.1, EWB00_001176.2	T265_14345
OG0000686	EWB00_007957.1, EWB00_007957.2, EWB00_007957.3	T265_06598
OG0000687	EWB00_005020.3, EWB00_005020.1, EWB00_005020.2	T265_13762
OG0000688	EWB00_010232.1, EWB00_010232.3, EWB00_010232.2	T265_09228
