Orthogroup	schistosoma_japonicum	schmidtea_mediterranea
OG0000229	EWB00_007972	h1SMcT0002720.3, h1SMcT0023063.1, h1SMcT0002720.5, h1SMcT0002720.1, h1SMcT0002720.2, h1SMcT0002720.4
OG0000230	EWB00_007125	h1SMcT0016060.1, h1SMcT0003291.4, h1SMcT0003291.1, h1SMcT0003291.5, h1SMcT0003291.2, h1SMcT0003291.3
OG0000235	EWB00_009052, EWB00_009056	h1SMcT0013355.1, h1SMcT0013355.2, h1SMcT0015883.2, h1SMcT0015883.3, h1SMcT0003207.1, h1SMcT0003207.3, h1SMcT0014695.1, h1SMcT0017363.2
OG0000236	EWB00_007746	h1SMcT0020439.1, h1SMcT0020439.3, h1SMcT0020439.2
OG0000237	EWB00_006822	h1SMcT0016068.1
OG0000238	EWB00_007715.1, EWB00_007715.2, EWB00_007715.3	h1SMcT0021500.1, h1SMcT0021500.2
OG0000239	EWB00_002853.1, EWB00_002853.2	h1SMcT0019805.1, h1SMcT0019805.3, h1SMcT0019812.2, h1SMcT0019812.4, h1SMcT0019812.6, h1SMcT0019812.7, h1SMcT0019812.5, h1SMcT0019812.3, h1SMcT0019812.1, h1SMcT0019805.2
OG0000240	EWB00_007941.1, EWB00_007941.2	h1SMcT0022933.1, h1SMcT0022933.2
OG0000242	EWB00_004683	h1SMcT0006326.1, h1SMcT0008643.1
OG0000244	EWB00_008588	h1SMcT0003275.2, h1SMcT0003275.3, h1SMcT0003275.4
OG0000245	EWB00_005430.3, EWB00_005430.1, EWB00_005430.2, EWB00_005430.4, EWB00_005431, EWB00_005432.2, EWB00_005432.1	h1SMcT0020223.2, h1SMcT0020223.13, h1SMcT0020223.12, h1SMcT0020223.8, h1SMcT0020223.9, h1SMcT0020223.4, h1SMcT0020223.10, h1SMcT0020223.5, h1SMcT0020223.11, h1SMcT0020223.6, h1SMcT0020223.7, h1SMcT0020223.3
OG0000246	EWB00_003780.1, EWB00_003780.2	h1SMcT0006409.1, h1SMcT0006409.2, h1SMcT0015152.1, h1SMcT0015152.2
OG0000247	EWB00_006352.1, EWB00_006352.2	h1SMcT0022281.1, h1SMcT0022281.4, h1SMcT0022281.3, h1SMcT0022281.2, h1SMcT0022281.5
OG0000248	EWB00_000905.1, EWB00_000905.3, EWB00_000905.2	h1SMcT0007514.1, h1SMcT0007514.9, h1SMcT0007514.3, h1SMcT0007514.4, h1SMcT0007514.5, h1SMcT0007514.6, h1SMcT0007514.8, h1SMcT0007514.10, h1SMcT0007514.2, h1SMcT0007514.7, h1SMcT0007514.11
OG0000250	EWB00_003949.1, EWB00_003949.3, EWB00_003949.2, EWB00_003949.4	h1SMcT0017080.1, h1SMcT0017553.1, h1SMcT0017553.2
OG0000251	EWB00_001254.3, EWB00_001254.1, EWB00_001254.2	h1SMcT0009291.2, h1SMcT0009291.1, h1SMcT0009291.3
OG0000253	EWB00_000597.2, EWB00_000597.3, EWB00_000597.1	h1SMcT0004683.1, h1SMcT0004683.2
OG0000254	EWB00_009459.1, EWB00_009459.2, EWB00_009459.3	h1SMcT0006413.1
OG0000255	EWB00_003290.1, EWB00_003290.2	h1SMcT0004493.3, h1SMcT0004493.1, h1SMcT0004493.2
OG0000256	EWB00_008201, EWB00_009917	h1SMcT0009206.1, h1SMcT0009157.1, h1SMcT0009159.1, h1SMcT0009177.1, h1SMcT0009175.7, h1SMcT0009175.9, h1SMcT0009175.10, h1SMcT0009175.6, h1SMcT0009175.1, h1SMcT0009175.4, h1SMcT0009175.2, h1SMcT0009175.3, h1SMcT0009175.5, h1SMcT0007334.4, h1SMcT0007334.3, h1SMcT0007334.5, h1SMcT0007333.1, h1SMcT0007332.2, h1SMcT0007332.14, h1SMcT0007332.10, h1SMcT0007332.11, h1SMcT0007332.12, h1SMcT0007332.8, h1SMcT0007332.7, h1SMcT0007332.1, h1SMcT0007332.5, h1SMcT0007332.6, h1SMcT0007332.3, h1SMcT0007332.9, h1SMcT0007332.4, h1SMcT0007332.15, h1SMcT0007332.13
OG0000258	EWB00_007679.1, EWB00_007679.2	h1SMcT0009889.1, h1SMcT0009889.3, h1SMcT0009889.2, h1SMcT0002316.1, h1SMcT0002317.2, h1SMcT0002318.1, h1SMcT0002318.2
OG0000260	EWB00_002420.5, EWB00_002420.1, EWB00_002420.4, EWB00_002420.7, EWB00_002420.2, EWB00_002420.8, EWB00_002420.3, EWB00_002420.6	h1SMcT0010473.2, h1SMcT0010473.4, h1SMcT0010473.3, h1SMcT0010473.5, h1SMcT0010473.1
OG0000263	EWB00_004713	h1SMcT0006997.1, h1SMcT0010756.5, h1SMcT0010756.3, h1SMcT0010756.2, h1SMcT0010756.4, h1SMcT0010756.1
OG0000264	EWB00_004506, EWB00_004507	h1SMcT0006536.1
OG0000264	EWB00_006350	h1SMcT0021907.1, h1SMcT0021907.2
OG0000268	EWB00_002781.2, EWB00_002781.1, EWB00_002781.3	h1SMcT0021765.1
OG0000268	EWB00_000422.4, EWB00_000422.5, EWB00_000422.2, EWB00_000422.3, EWB00_000422.1	h1SMcT0002710.1, h1SMcT0002710.2, h1SMcT0003360.1, h1SMcT0005169.3, h1SMcT0005169.5, h1SMcT0005169.1, h1SMcT0005169.2, h1SMcT0005169.4
OG0000269	EWB00_009039	h1SMcT0002989.1, h1SMcT0011658.1
OG0000270	EWB00_005015.1, EWB00_005015.2, EWB00_005015.3	h1SMcT0001015.1
OG0000271	EWB00_010608.4, EWB00_010608.1, EWB00_010608.2, EWB00_010608.3, EWB00_010608.5	h1SMcT0018377.1, h1SMcT0018377.2
OG0000272	EWB00_004167.1, EWB00_004167.2, EWB00_004167.4, EWB00_004167.5, EWB00_004167.3	h1SMcT0006461.1, h1SMcT0002538.4, h1SMcT0002538.3, h1SMcT0002538.2, h1SMcT0002538.1
OG0000273	EWB00_007794	h1SMcT0016394.1
OG0000274	EWB00_010594.5, EWB00_010594.2, EWB00_010594.1, EWB00_010594.3, EWB00_010594.4	h1SMcT0011962.1, h1SMcT0011962.3, h1SMcT0011962.2, h1SMcT0011962.4
OG0000275	EWB00_001311	h1SMcT0015560.1, h1SMcT0015560.2
OG0000276	EWB00_004524.5, EWB00_004524.3, EWB00_004524.2, EWB00_004524.1, EWB00_004524.4	h1SMcT0018597.1, h1SMcT0018597.2
OG0000277	EWB00_009160.5, EWB00_009160.1, EWB00_009160.2, EWB00_009160.3, EWB00_009160.4, EWB00_009160.6	h1SMcT0001813.1, h1SMcT0001813.5, h1SMcT0001813.4, h1SMcT0001813.3, h1SMcT0001813.2, h1SMcT0001813.6
OG0000281	EWB00_009452	h1SMcT0002047.1
OG0000281	EWB00_010291, EWB00_010289	h1SMcT0012470.1, h1SMcT0012470.2, h1SMcT0010040.1
OG0000283	EWB00_011116	h1SMcT0009472.1, h1SMcT0009472.2
OG0000285	EWB00_004295	h1SMcT0000508.1, h1SMcT0000508.2, h1SMcT0022996.1
OG0000286	EWB00_006409.1, EWB00_006409.2, EWB00_002827	h1SMcT0000559.1, h1SMcT0000559.2
OG0000287	EWB00_001190.1, EWB00_001190.2, EWB00_001190.3	h1SMcT0016844.1
OG0000288	EWB00_008053	h1SMcT0014480.1, h1SMcT0014480.2, h1SMcT0014480.3, h1SMcT0014480.4, h1SMcT0014480.5, h1SMcT0014480.6, h1SMcT0014480.7
OG0000289	EWB00_000082	h1SMcT0004610.1, h1SMcT0004610.2, h1SMcT0004610.3
OG0000290	EWB00_010888.2, EWB00_010888.3, EWB00_010888.4, EWB00_010888.6, EWB00_010888.1, EWB00_010888.5, EWB00_009745	h1SMcT0003889.1
OG0000291	EWB00_006455	h1SMcT0012050.3, h1SMcT0012050.1, h1SMcT0012050.2
OG0000292	EWB00_007865	h1SMcT0018657.1
OG0000293	EWB00_006949.2, EWB00_006949.1	h1SMcT0000623.1
OG0000293	EWB00_000820, EWB00_007238	h1SMcT0002891.2, h1SMcT0002537.1, h1SMcT0002537.2, h1SMcT0005583.1, h1SMcT0021223.1, h1SMcT0011997.2
OG0000294	EWB00_009046	h1SMcT0010914.1, h1SMcT0017108.1, h1SMcT0017108.2
OG0000295	EWB00_005285, EWB00_005283, EWB00_005284	h1SMcT0022505.1, h1SMcT0022504.1, h1SMcT0022504.2
OG0000297	EWB00_002278.3, EWB00_002278.2, EWB00_002278.1, EWB00_002278.4	h1SMcT0018885.1
OG0000298	EWB00_001802, EWB00_001803	h1SMcT0001124.1
OG0000298	EWB00_000994	h1SMcT0015895.1, h1SMcT0015896.1, h1SMcT0015893.2, h1SMcT0003944.1, h1SMcT0008538.1, h1SMcT0008538.2, h1SMcT0010671.4, h1SMcT0010671.3, h1SMcT0010671.1, h1SMcT0010671.2, h1SMcT0014141.1, h1SMcT0000852.2, h1SMcT0000852.1, h1SMcT0000852.4, h1SMcT0000852.3
OG0000299	EWB00_007963.1, EWB00_007963.2	h1SMcT0004949.1
OG0000300	EWB00_009379, EWB00_009380	h1SMcT0019486.1
OG0000302	EWB00_011256	h1SMcT0018643.1, h1SMcT0000067.1, h1SMcT0000067.4, h1SMcT0000067.2, h1SMcT0000067.3
OG0000303	EWB00_004180	h1SMcT0014221.1
OG0000304	EWB00_009739.1, EWB00_009739.2	h1SMcT0004280.3, h1SMcT0004280.1, h1SMcT0004280.2
OG0000305	EWB00_007763	h1SMcT0016514.3, h1SMcT0016512.1, h1SMcT0016514.1, h1SMcT0016514.2
OG0000306	EWB00_002091.1, EWB00_002091.2	h1SMcT0008311.1
OG0000307	EWB00_005330, EWB00_008525, EWB00_011426	h1SMcT0019667.1, h1SMcT0019667.2, h1SMcT0010518.2, h1SMcT0010518.1, h1SMcT0010518.3, h1SMcT0010518.4, h1SMcT0012637.1, h1SMcT0012637.3, h1SMcT0012637.2, h1SMcT0006863.1, h1SMcT0012636.1, h1SMcT0012635.1, h1SMcT0011859.1, h1SMcT0011859.2, h1SMcT0011859.3
OG0000308	EWB00_007449, EWB00_007446, EWB00_007447	h1SMcT0009753.1, h1SMcT0009753.2
OG0000313	EWB00_004170.1, EWB00_004170.2	h1SMcT0002808.1
OG0000315	EWB00_002931	h1SMcT0020481.1, h1SMcT0020481.3, h1SMcT0020481.2
OG0000316	EWB00_005434.1, EWB00_005434.2, EWB00_005434.3	h1SMcT0009861.1
OG0000317	EWB00_005657.1, EWB00_005657.2	h1SMcT0016761.1
OG0000318	EWB00_008744	h1SMcT0019821.1
OG0000320	EWB00_002513	h1SMcT0000432.1
OG0000320	EWB00_006052	h1SMcT0013413.1
OG0000320	EWB00_003791.1, EWB00_003791.2	h1SMcT0003799.1, h1SMcT0001481.1, h1SMcT0001482.1, h1SMcT0009859.1, h1SMcT0011979.1, h1SMcT0006554.1, h1SMcT0019013.1, h1SMcT0019013.2
OG0000321	EWB00_001296.1, EWB00_001296.2	h1SMcT0004173.2, h1SMcT0004173.1, h1SMcT0004173.3
OG0000322	EWB00_003360	h1SMcT0021255.1, h1SMcT0021255.2
OG0000323	EWB00_009314, EWB00_009313, EWB00_003324	h1SMcT0014354.1
OG0000324	EWB00_002977	h1SMcT0017121.1
OG0000325	EWB00_003497.1, EWB00_003497.2, EWB00_003497.3	h1SMcT0000858.1, h1SMcT0000858.2
OG0000326	EWB00_003851.1, EWB00_003851.3, EWB00_003851.2	h1SMcT0001183.1, h1SMcT0001183.2
OG0000327	EWB00_000974, EWB00_000972, EWB00_000973	h1SMcT0002212.1, h1SMcT0002213.1, h1SMcT0002213.2
OG0000328	EWB00_003307.1, EWB00_003307.2, EWB00_003309, EWB00_003308	h1SMcT0000504.1, h1SMcT0000504.2, h1SMcT0000504.3
OG0000329	EWB00_000879, EWB00_009351.1, EWB00_009351.3, EWB00_009351.2, EWB00_009351.4, EWB00_009351.5, EWB00_009351.7, EWB00_009351.6	h1SMcT0022515.1, h1SMcT0022515.2, h1SMcT0011832.1, h1SMcT0011832.2, h1SMcT0017211.1
OG0000332	EWB00_004112, EWB00_004113	h1SMcT0001683.3, h1SMcT0001683.2, h1SMcT0001683.1, h1SMcT0017927.1, h1SMcT0021747.1
OG0000333	EWB00_008457	h1SMcT0015881.1, h1SMcT0015881.2
OG0000334	EWB00_007243.1, EWB00_007243.2, EWB00_008221.1, EWB00_008221.2	h1SMcT0001029.1
OG0000335	EWB00_007904.1, EWB00_007904.2	h1SMcT0018968.1
OG0000336	EWB00_004857, EWB00_000600	h1SMcT0022462.2, h1SMcT0022462.1, h1SMcT0022462.3, h1SMcT0023085.2, h1SMcT0023084.1, h1SMcT0023084.2, h1SMcT0023084.3
OG0000337	EWB00_005375.2, EWB00_005375.1	h1SMcT0006556.1
OG0000337	EWB00_004252.1, EWB00_004252.5, EWB00_004252.3, EWB00_004252.6, EWB00_004252.2, EWB00_004252.7, EWB00_004252.4, EWB00_004252.8	h1SMcT0020284.2, h1SMcT0020284.1, h1SMcT0020284.3
OG0000340	EWB00_009968.7, EWB00_009968.5, EWB00_009968.2, EWB00_009968.3, EWB00_009968.1, EWB00_009968.4, EWB00_009968.6	h1SMcT0013219.1
OG0000341	EWB00_001402, EWB00_004087	h1SMcT0007161.1, h1SMcT0016492.1, h1SMcT0000328.1, h1SMcT0022947.1, h1SMcT0022949.1, h1SMcT0022917.1, h1SMcT0022953.1
OG0000342	EWB00_001054.1, EWB00_001054.2	h1SMcT0000150.1, h1SMcT0013894.1
OG0000342	EWB00_000044.1, EWB00_000044.2	h1SMcT0005672.1, h1SMcT0006970.1
OG0000343	EWB00_005957.3, EWB00_005957.1, EWB00_005957.2	h1SMcT0003519.3, h1SMcT0003519.1, h1SMcT0003519.2
OG0000344	EWB00_009241.1, EWB00_009241.3, EWB00_009241.2, EWB00_009241.4, EWB00_009241.5, EWB00_009241.6, EWB00_009241.7, EWB00_009241.8, EWB00_009241.9, EWB00_009241.10	h1SMcT0004826.1, h1SMcT0004828.1, h1SMcT0004827.1, h1SMcT0004827.2, h1SMcT0004827.3, h1SMcT0004827.4
OG0000345	EWB00_002967.8, EWB00_002967.4, EWB00_002967.7, EWB00_002967.1, EWB00_002967.5, EWB00_002967.3, EWB00_002967.6, EWB00_002967.2	h1SMcT0020725.1, h1SMcT0012045.1, h1SMcT0012045.12, h1SMcT0012045.11, h1SMcT0012045.6, h1SMcT0012045.9, h1SMcT0012045.16, h1SMcT0012045.10, h1SMcT0012045.15, h1SMcT0012045.13, h1SMcT0012045.3, h1SMcT0012045.5, h1SMcT0012045.2, h1SMcT0012045.8, h1SMcT0012045.14, h1SMcT0012045.4, h1SMcT0012045.7
OG0000346	EWB00_007409	h1SMcT0021873.1, h1SMcT0011213.1, h1SMcT0011213.2, h1SMcT0011213.3, h1SMcT0011214.1, h1SMcT0015737.3, h1SMcT0015737.1, h1SMcT0015737.2, h1SMcT0015741.4, h1SMcT0015741.5, h1SMcT0015741.6, h1SMcT0015741.2, h1SMcT0015741.7, h1SMcT0015741.3, h1SMcT0015741.1
OG0000347	EWB00_006075.1, EWB00_006075.3, EWB00_006075.2, EWB00_006074.1, EWB00_006074.2, EWB00_006074.3	h1SMcT0006099.1
OG0000349	EWB00_005661	h1SMcT0010516.1, h1SMcT0010516.2
OG0000350	EWB00_009542.3, EWB00_009542.1, EWB00_009542.2	h1SMcT0011109.1, h1SMcT0011109.2
OG0000351	EWB00_004665	h1SMcT0006088.1, h1SMcT0006088.2, h1SMcT0006088.3, h1SMcT0006088.4
OG0000352	EWB00_008371.1, EWB00_008371.2	h1SMcT0005069.2, h1SMcT0005069.3, h1SMcT0005069.1, h1SMcT0005069.4, h1SMcT0005069.5, h1SMcT0005069.6, h1SMcT0013145.1, h1SMcT0013145.3, h1SMcT0013145.2
OG0000353	EWB00_000949	h1SMcT0013795.1
OG0000354	EWB00_007574.1, EWB00_007574.2	h1SMcT0021622.2, h1SMcT0021622.1, h1SMcT0021622.3
OG0000355	EWB00_004441.1, EWB00_004441.2	h1SMcT0009801.1, h1SMcT0011241.1, h1SMcT0011241.2
OG0000357	EWB00_006405.2, EWB00_006405.1	h1SMcT0008114.1
OG0000360	EWB00_010308.1, EWB00_010308.2	h1SMcT0011168.1, h1SMcT0011168.2, h1SMcT0011168.3
OG0000361	EWB00_008734, EWB00_008735	h1SMcT0003937.1, h1SMcT0003937.2
OG0000362	EWB00_007742	h1SMcT0006901.1
OG0000365	EWB00_002237, EWB00_002238.1, EWB00_002238.2	h1SMcT0008169.2, h1SMcT0008169.8, h1SMcT0008169.3, h1SMcT0008169.6, h1SMcT0008169.1, h1SMcT0008169.4, h1SMcT0008169.7, h1SMcT0008169.5
OG0000366	EWB00_002980	h1SMcT0003450.1, h1SMcT0003450.2
OG0000369	EWB00_009078.1, EWB00_009078.2, EWB00_009078.3	h1SMcT0006976.1
OG0000370	EWB00_004595.5, EWB00_004595.1, EWB00_004595.2, EWB00_004595.3, EWB00_004595.4	h1SMcT0011968.1
OG0000371	EWB00_010143	h1SMcT0000193.6, h1SMcT0000193.7, h1SMcT0000193.5, h1SMcT0000193.2, h1SMcT0000193.4, h1SMcT0000195.3, h1SMcT0000195.1, h1SMcT0000195.2
OG0000372	EWB00_000802	h1SMcT0007109.1
OG0000373	EWB00_004686.1, EWB00_004686.2	h1SMcT0018072.1, h1SMcT0018072.2
OG0000374	EWB00_004719	h1SMcT0003967.1, h1SMcT0003967.2, h1SMcT0003967.3
OG0000376	EWB00_000822	h1SMcT0010584.1
OG0000377	EWB00_007751	h1SMcT0015376.1, h1SMcT0015374.1, h1SMcT0015374.2
OG0000378	EWB00_001092.1, EWB00_001092.3, EWB00_001092.2	h1SMcT0015273.2, h1SMcT0015273.1, h1SMcT0015273.3, h1SMcT0010411.6, h1SMcT0010411.1, h1SMcT0010411.4, h1SMcT0010411.5, h1SMcT0010411.8, h1SMcT0010411.7, h1SMcT0010411.3, h1SMcT0010411.2
OG0000380	EWB00_010793, EWB00_010794	h1SMcT0014995.1, h1SMcT0014888.1, h1SMcT0014887.1, h1SMcT0014890.1, h1SMcT0014889.1
OG0000381	EWB00_010680.1, EWB00_010680.2, EWB00_010680.3, EWB00_010680.4, EWB00_010681	h1SMcT0021933.1, h1SMcT0021931.1, h1SMcT0021932.1
OG0000384	EWB00_011218	h1SMcT0002250.1, h1SMcT0002250.2
OG0000385	EWB00_009179, EWB00_009180	h1SMcT0015147.1, h1SMcT0010047.1, h1SMcT0010663.1, h1SMcT0010663.2
OG0000386	EWB00_006133.1, EWB00_006133.2	h1SMcT0018292.1
OG0000387	EWB00_007580.1, EWB00_007580.2	h1SMcT0018543.1
OG0000388	EWB00_001878.1, EWB00_001878.2, EWB00_001878.3	h1SMcT0015109.8, h1SMcT0015109.10, h1SMcT0015109.3, h1SMcT0015109.14, h1SMcT0015109.5, h1SMcT0015109.12, h1SMcT0015109.2, h1SMcT0015109.7, h1SMcT0015109.4, h1SMcT0015109.6, h1SMcT0015109.9, h1SMcT0015109.1, h1SMcT0015109.13, h1SMcT0015109.11
OG0000389	EWB00_009230	h1SMcT0010313.1
OG0000390	EWB00_007282.3, EWB00_007282.1, EWB00_007282.2	h1SMcT0018017.1, h1SMcT0018017.2
OG0000391	EWB00_010131, EWB00_005064, EWB00_009419	h1SMcT0007228.1, h1SMcT0007227.1, h1SMcT0007227.2, h1SMcT0007227.3
OG0000392	EWB00_006590.1, EWB00_006590.3, EWB00_006590.4, EWB00_006590.2	h1SMcT0006365.2, h1SMcT0006365.3, h1SMcT0006365.4, h1SMcT0006365.1, h1SMcT0006365.5
OG0000394	EWB00_011094.1, EWB00_011094.2, EWB00_011094.3	h1SMcT0009687.1
OG0000395	EWB00_002277.1, EWB00_002277.2, EWB00_002277.3	h1SMcT0012016.3, h1SMcT0012016.1, h1SMcT0012016.2, h1SMcT0012016.4, h1SMcT0012016.5
OG0000396	EWB00_004864.1, EWB00_004864.3, EWB00_004864.2	h1SMcT0022283.1, h1SMcT0022283.3, h1SMcT0022283.2
OG0000397	EWB00_008188	h1SMcT0011673.4, h1SMcT0011673.1, h1SMcT0011673.3, h1SMcT0011673.2
OG0000398	EWB00_010315.1, EWB00_010315.2, EWB00_005760, EWB00_005757	h1SMcT0001252.2, h1SMcT0022500.1
OG0000401	EWB00_000575	h1SMcT0015607.5, h1SMcT0015607.2, h1SMcT0015607.6, h1SMcT0015607.4, h1SMcT0015607.1, h1SMcT0015607.3
OG0000405	EWB00_007704	h1SMcT0005943.1, h1SMcT0005943.2, h1SMcT0001859.3, h1SMcT0001859.1, h1SMcT0001859.2
OG0000406	EWB00_009549	h1SMcT0021067.2, h1SMcT0021067.4, h1SMcT0021067.7, h1SMcT0021067.1, h1SMcT0021067.3, h1SMcT0021067.8, h1SMcT0021067.6, h1SMcT0021067.5, h1SMcT0021067.9
OG0000407	EWB00_007739.3, EWB00_007739.1, EWB00_007739.2	h1SMcT0011438.1
OG0000409	EWB00_008991	h1SMcT0020712.1, h1SMcT0020712.2, h1SMcT0020712.3
OG0000410	EWB00_010063, EWB00_007265	h1SMcT0010422.1, h1SMcT0010422.2, h1SMcT0010422.3
OG0000412	EWB00_002751.1, EWB00_002751.2	h1SMcT0008657.1
OG0000413	EWB00_011342, EWB00_011343	h1SMcT0013610.1, h1SMcT0009509.1, h1SMcT0009509.2
OG0000414	EWB00_004672.1, EWB00_004672.2, EWB00_004672.3	h1SMcT0005664.1, h1SMcT0011493.1, h1SMcT0011499.1, h1SMcT0011500.1, h1SMcT0011500.2, h1SMcT0011496.1, h1SMcT0011497.1, h1SMcT0011497.2, h1SMcT0011488.1, h1SMcT0011488.2, h1SMcT0011498.1, h1SMcT0011490.1, h1SMcT0011492.1, h1SMcT0011501.1
OG0000415	EWB00_002898.1, EWB00_002898.4, EWB00_002898.2, EWB00_002898.3, EWB00_002898.5, EWB00_002898.6	h1SMcT0002424.1, h1SMcT0002424.2
OG0000416	EWB00_007510.4, EWB00_006715.1, EWB00_006715.2, EWB00_007511.1, EWB00_007511.2, EWB00_007511.3	h1SMcT0020907.1, h1SMcT0011096.1, h1SMcT0013958.1
OG0000417	EWB00_006824	h1SMcT0021885.1
OG0000419	EWB00_010845	h1SMcT0006795.1, h1SMcT0008962.1
OG0000420	EWB00_004042	h1SMcT0008831.1, h1SMcT0014083.1, h1SMcT0017216.1
OG0000421	EWB00_005791.5, EWB00_005791.2, EWB00_005791.1, EWB00_005791.6, EWB00_005791.3, EWB00_005791.4, EWB00_005791.7	h1SMcT0018870.1, h1SMcT0018874.1, h1SMcT0018874.2
OG0000422	EWB00_005355.3, EWB00_005355.4, EWB00_005355.6, EWB00_005355.1, EWB00_005355.7, EWB00_005355.2, EWB00_005355.5	h1SMcT0001452.1, h1SMcT0001452.2, h1SMcT0001452.3, h1SMcT0001452.4
OG0000423	EWB00_004922, EWB00_003163, EWB00_003165, EWB00_003168, EWB00_003166	h1SMcT0004878.2, h1SMcT0004878.3, h1SMcT0004878.4
OG0000425	EWB00_007944.2, EWB00_007944.3, EWB00_007944.1	h1SMcT0001635.1, h1SMcT0001635.2, h1SMcT0001635.3
OG0000426	EWB00_002147	h1SMcT0007345.1
OG0000427	EWB00_010690.1, EWB00_010690.2	h1SMcT0018199.1, h1SMcT0018199.2
OG0000429	EWB00_002245, EWB00_002244	h1SMcT0006726.4, h1SMcT0006726.1, h1SMcT0006726.2, h1SMcT0006726.3, h1SMcT0018296.1, h1SMcT0018296.2, h1SMcT0006783.1, h1SMcT0006783.3, h1SMcT0006783.2
OG0000429	EWB00_008214	h1SMcT0007446.1, h1SMcT0007446.2, h1SMcT0007446.3, h1SMcT0007446.4, h1SMcT0013828.1, h1SMcT0013828.2, h1SMcT0004246.1, h1SMcT0004246.2
OG0000430	EWB00_003415	h1SMcT0004654.1, h1SMcT0004654.2
OG0000431	EWB00_008732.1, EWB00_008732.2	h1SMcT0013565.1, h1SMcT0013565.2
OG0000435	EWB00_009645, EWB00_004584, EWB00_003007, EWB00_009646, EWB00_009651, EWB00_010296	h1SMcT0001783.2, h1SMcT0001783.1, h1SMcT0001783.3
OG0000436	EWB00_000282.1, EWB00_000282.2	h1SMcT0014116.1
OG0000437	EWB00_007320.2, EWB00_007320.1, EWB00_007320.3	h1SMcT0005620.1, h1SMcT0005620.2
OG0000438	EWB00_010404	h1SMcT0011030.2, h1SMcT0011030.1, h1SMcT0011030.3, h1SMcT0011030.4
OG0000439	EWB00_007287.1, EWB00_007287.2	h1SMcT0015617.1, h1SMcT0022787.2, h1SMcT0015617.2, h1SMcT0015617.3, h1SMcT0022787.1
OG0000441	EWB00_009358.1, EWB00_009358.2	h1SMcT0010643.1, h1SMcT0022777.3, h1SMcT0022777.1, h1SMcT0022777.2
OG0000442	EWB00_004296.1, EWB00_004296.2, EWB00_004296.3	h1SMcT0006291.1, h1SMcT0012813.1
OG0000444	EWB00_006083, EWB00_008676	h1SMcT0010629.1, h1SMcT0010629.2
OG0000445	EWB00_010477.3, EWB00_010477.1, EWB00_010477.2	h1SMcT0010845.2, h1SMcT0010845.1, h1SMcT0010845.3
OG0000447	EWB00_005165	h1SMcT0018376.1
OG0000448	EWB00_004614.4, EWB00_004614.6, EWB00_004614.8, EWB00_004614.7, EWB00_004614.5, EWB00_004614.2, EWB00_004614.1, EWB00_004614.3	h1SMcT0002478.1
OG0000449	EWB00_008853	h1SMcT0001406.1, h1SMcT0001406.2
OG0000450	EWB00_001128.4, EWB00_001128.3, EWB00_001128.1, EWB00_001128.2	h1SMcT0007392.5
OG0000451	EWB00_005055	h1SMcT0022634.1
OG0000452	EWB00_006169	h1SMcT0011541.1, h1SMcT0011503.1, h1SMcT0011503.3, h1SMcT0011503.2
OG0000453	EWB00_009174.3, EWB00_009174.1, EWB00_009174.2	h1SMcT0016798.1
OG0000454	EWB00_000479.1	h1SMcT0008509.2, h1SMcT0008509.1, h1SMcT0008509.3
OG0000454	EWB00_009448.1, EWB00_009448.2, EWB00_009449, EWB00_002766	h1SMcT0014136.1, h1SMcT0003146.1, h1SMcT0003146.2
OG0000455	EWB00_007676.2, EWB00_007676.1, EWB00_007676.3	h1SMcT0015219.1
OG0000456	EWB00_006086	h1SMcT0019434.2, h1SMcT0019434.4, h1SMcT0019434.5, h1SMcT0019434.1, h1SMcT0019434.3
OG0000457	EWB00_003299.1, EWB00_003299.2	h1SMcT0014197.1, h1SMcT0014197.2, h1SMcT0014197.3, h1SMcT0014197.4
OG0000458	EWB00_005936	h1SMcT0018395.1
OG0000459	EWB00_000897.5, EWB00_000897.1, EWB00_000897.2, EWB00_000897.3, EWB00_000897.4, EWB00_000897.6	h1SMcT0005845.1
OG0000460	EWB00_007690	h1SMcT0022335.1, h1SMcT0022335.2
OG0000461	EWB00_011060.3, EWB00_011060.4, EWB00_011060.1, EWB00_011060.2	h1SMcT0004458.8, h1SMcT0004458.5, h1SMcT0004458.10, h1SMcT0004458.3, h1SMcT0004458.2, h1SMcT0004458.6, h1SMcT0004458.4, h1SMcT0004458.1, h1SMcT0004458.7
OG0000462	EWB00_008218, EWB00_008220, EWB00_008219.1, EWB00_008219.2, EWB00_009706, EWB00_001020, EWB00_001022, EWB00_005102, EWB00_011162	h1SMcT0008325.1
OG0000464	EWB00_003710	h1SMcT0021723.1
OG0000465	EWB00_007185	h1SMcT0014443.1, h1SMcT0014443.2
OG0000466	EWB00_005412	h1SMcT0003950.1, h1SMcT0003950.2, h1SMcT0003950.3
OG0000467	EWB00_005609	h1SMcT0001827.1, h1SMcT0021709.1, h1SMcT0021709.2
OG0000468	EWB00_000960.2, EWB00_000960.1, EWB00_000960.3	h1SMcT0019187.1, h1SMcT0019191.4, h1SMcT0019191.3, h1SMcT0019191.6, h1SMcT0019191.2, h1SMcT0019191.5, h1SMcT0019191.1
OG0000469	EWB00_009028	h1SMcT0010305.1, h1SMcT0010305.2
OG0000470	EWB00_005326	h1SMcT0017452.1
