Orthogroup	schistosoma_turkestanicum	schistosoma_japonicum
OG0000208	STRK1_70670.1	EWB00_006604
OG0000209	STRK1_12090.7, STRK1_12090.2, STRK1_12090.3, STRK1_12090.4, STRK1_12090.5, STRK1_12090.6, STRK1_12090.1	EWB00_003068
OG0000210	STRK1_82570.1, STRK1_82570.2, STRK1_82580.1, STRK1_82590.1	EWB00_008607
OG0000211	STRK1_6370.1	EWB00_008540.1, EWB00_008540.2, EWB00_008540.3, EWB00_008540.4
OG0000212	STRK1_22730.1	EWB00_000254.1, EWB00_000254.2
OG0000214	STRK1_6400.1, STRK1_6400.2, STRK1_6400.5, STRK1_6400.4, STRK1_6400.3	EWB00_000769.1, EWB00_000769.2, EWB00_000769.3
OG0000216	STRK1_45300.1, STRK1_57560.1	EWB00_007182
OG0000217	STRK1_31420.1	EWB00_003421.5, EWB00_003421.6, EWB00_003421.2, EWB00_003421.1
OG0000218	STRK1_14420.1	EWB00_007629
OG0000219	STRK1_61660.1	EWB00_011278.1, EWB00_011278.2
OG0000220	STRK1_96360.1, STRK1_75400.1, STRK1_75400.2	EWB00_011054.2, EWB00_011054.1, EWB00_011054.3
OG0000221	STRK1_9390.1, STRK1_9390.2	EWB00_009959, EWB00_008502
OG0000221	STRK1_17630.1	EWB00_007895, EWB00_007896
OG0000222	STRK1_72970.1, STRK1_72970.2	EWB00_010985.3, EWB00_010985.4, EWB00_010985.1, EWB00_010985.2
OG0000223	STRK1_9570.1	EWB00_008468
OG0000224	STRK1_3630.1, STRK1_3630.2, STRK1_3630.3	EWB00_010846
OG0000225	STRK1_17080.1	EWB00_008634
OG0000226	STRK1_110110.1, STRK1_111280.1, STRK1_36050.1	EWB00_001463.1, EWB00_001463.2
OG0000227	STRK1_105550.1, STRK1_67030.1	EWB00_010050
OG0000228	STRK1_37190.1	EWB00_003240.1, EWB00_003240.2
OG0000229	STRK1_57310.1, STRK1_57310.2	EWB00_007972
OG0000230	STRK1_64230.1, STRK1_64230.2	EWB00_007125
OG0000231	STRK1_107750.1	EWB00_005747.1, EWB00_005747.2, EWB00_005747.3
OG0000234	STRK1_32720.1, STRK1_100400.1, STRK1_100400.2	EWB00_004388, EWB00_004387
OG0000235	STRK1_16390.1, STRK1_16390.2	EWB00_009052, EWB00_009056
OG0000236	STRK1_48030.1	EWB00_007746
OG0000237	STRK1_46580.1, STRK1_46580.2	EWB00_006822
OG0000238	STRK1_33370.1	EWB00_007715.1, EWB00_007715.2, EWB00_007715.3
OG0000239	STRK1_25400.1	EWB00_002853.1, EWB00_002853.2
OG0000240	STRK1_36510.1	EWB00_007941.1, EWB00_007941.2
OG0000241	STRK1_22340.1	EWB00_007058.1, EWB00_007058.2
OG0000242	STRK1_7310.1	EWB00_004683
OG0000243	STRK1_15380.2, STRK1_15380.5, STRK1_15380.3, STRK1_15380.4, STRK1_15380.1	EWB00_006288.2, EWB00_006288.4, EWB00_006288.3, EWB00_006288.1
OG0000244	STRK1_5740.1	EWB00_008588
OG0000245	STRK1_2620.1	EWB00_005430.3, EWB00_005430.1, EWB00_005430.2, EWB00_005430.4, EWB00_005431, EWB00_005432.2, EWB00_005432.1
OG0000246	STRK1_110700.1	EWB00_003780.1, EWB00_003780.2
OG0000247	STRK1_6610.2, STRK1_6610.1, STRK1_6610.3, STRK1_96250.1	EWB00_006352.1, EWB00_006352.2
OG0000248	STRK1_62100.3, STRK1_62100.4, STRK1_62100.1, STRK1_62100.2	EWB00_000905.1, EWB00_000905.3, EWB00_000905.2
OG0000249	STRK1_3790.1	EWB00_001035
OG0000250	STRK1_38330.1, STRK1_99630.1, STRK1_99640.1	EWB00_003949.1, EWB00_003949.3, EWB00_003949.2, EWB00_003949.4
OG0000251	STRK1_76350.1, STRK1_76350.2	EWB00_001254.3, EWB00_001254.1, EWB00_001254.2
OG0000252	STRK1_41280.1, STRK1_41280.2	EWB00_006197
OG0000253	STRK1_4200.1	EWB00_000597.2, EWB00_000597.3, EWB00_000597.1
OG0000254	STRK1_8800.2, STRK1_8800.5, STRK1_8800.1, STRK1_8800.3, STRK1_8790.1, STRK1_8800.4	EWB00_009459.1, EWB00_009459.2, EWB00_009459.3
OG0000255	STRK1_27350.1	EWB00_003290.1, EWB00_003290.2
OG0000256	STRK1_43030.1, STRK1_43030.3, STRK1_43030.2	EWB00_008201, EWB00_009917
OG0000259	STRK1_26930.1	EWB00_003467
OG0000260	STRK1_20550.1	EWB00_002420.5, EWB00_002420.1, EWB00_002420.4, EWB00_002420.7, EWB00_002420.2, EWB00_002420.8, EWB00_002420.3, EWB00_002420.6
OG0000261	STRK1_68260.4, STRK1_68260.2, STRK1_68260.1, STRK1_68260.3	EWB00_007911, EWB00_007909, EWB00_007910
OG0000262	STRK1_29090.1, STRK1_29090.2	EWB00_004140, EWB00_004139
OG0000263	STRK1_58480.1	EWB00_004713
OG0000264	STRK1_82020.1, STRK1_102900.1	EWB00_004506
OG0000264	STRK1_82030.1	EWB00_004507
OG0000264	STRK1_99780.1	EWB00_006350
OG0000266	STRK1_79400.1	EWB00_009335.3, EWB00_009335.4, EWB00_009335.2, EWB00_009335.1
OG0000268	STRK1_69760.1	EWB00_002781.2, EWB00_002781.1, EWB00_002781.3
OG0000268	STRK1_12970.1	EWB00_000422.4, EWB00_000422.5
OG0000268	STRK1_12950.1	EWB00_000422.2, EWB00_000422.3, EWB00_000422.1
OG0000269	STRK1_16300.1	EWB00_009039
OG0000270	STRK1_25920.1, STRK1_25920.5, STRK1_25920.6, STRK1_25920.2, STRK1_25920.3, STRK1_25920.4	EWB00_005015.1, EWB00_005015.2, EWB00_005015.3
OG0000271	STRK1_52250.1	EWB00_010608.4, EWB00_010608.1, EWB00_010608.2, EWB00_010608.3, EWB00_010608.5
OG0000272	STRK1_4830.1, STRK1_4830.2	EWB00_004167.1, EWB00_004167.2
OG0000272	STRK1_4830.4	EWB00_004167.4, EWB00_004167.5
OG0000272	STRK1_4830.3	EWB00_004167.3
OG0000273	STRK1_7040.1, STRK1_7050.1	EWB00_007794
OG0000274	STRK1_76560.5, STRK1_76560.3, STRK1_76560.4, STRK1_76560.1, STRK1_76560.2	EWB00_010594.5, EWB00_010594.2, EWB00_010594.1, EWB00_010594.3, EWB00_010594.4
OG0000275	STRK1_33550.1	EWB00_001311
OG0000276	STRK1_71710.1	EWB00_004524.5, EWB00_004524.3, EWB00_004524.2, EWB00_004524.1, EWB00_004524.4
OG0000277	STRK1_89530.1, STRK1_89530.2, STRK1_89530.3	EWB00_009160.5, EWB00_009160.1, EWB00_009160.2, EWB00_009160.3, EWB00_009160.4, EWB00_009160.6
OG0000281	STRK1_81070.1	EWB00_009452
OG0000281	STRK1_15090.1	EWB00_010291, EWB00_010289
OG0000282	STRK1_48760.1, STRK1_48760.2	EWB00_000750
OG0000283	STRK1_60510.1, STRK1_60510.2, STRK1_60500.1, STRK1_60950.1, STRK1_60960.1	EWB00_011116
OG0000284	STRK1_37300.1, STRK1_37300.2	EWB00_003225.3, EWB00_003225.1, EWB00_003225.2
OG0000285	STRK1_31040.1, STRK1_31040.2	EWB00_004295
OG0000286	STRK1_37690.1	EWB00_006409.1, EWB00_006409.2
OG0000286	STRK1_37650.3, STRK1_37650.1, STRK1_37650.2	EWB00_002827
OG0000287	STRK1_71740.1, STRK1_71740.2, STRK1_71740.3	EWB00_001190.1, EWB00_001190.2, EWB00_001190.3
OG0000288	STRK1_84080.1	EWB00_008053
OG0000289	STRK1_14180.1, STRK1_14180.3, STRK1_14180.2	EWB00_000082
OG0000290	STRK1_25340.1, STRK1_25340.2	EWB00_010888.2, EWB00_010888.3, EWB00_010888.4, EWB00_010888.6, EWB00_010888.1, EWB00_010888.5
OG0000290	STRK1_20740.1, STRK1_20740.2	EWB00_009745
OG0000291	STRK1_4320.1	EWB00_006455
OG0000292	STRK1_27610.3, STRK1_27610.6, STRK1_27610.5, STRK1_27610.1, STRK1_27610.2, STRK1_27610.4	EWB00_007865
OG0000293	STRK1_23670.1	EWB00_006949.2, EWB00_006949.1
OG0000293	STRK1_59880.1	EWB00_000820
OG0000293	STRK1_45510.1	EWB00_007238
OG0000294	STRK1_16350.1, STRK1_16350.2	EWB00_009046
OG0000295	STRK1_103260.1, STRK1_83870.1	EWB00_005285, EWB00_005283, EWB00_005284
OG0000297	STRK1_76660.1	EWB00_002278.3, EWB00_002278.2, EWB00_002278.1, EWB00_002278.4
OG0000298	STRK1_40640.1	EWB00_001802, EWB00_001803
OG0000298	STRK1_42780.1, STRK1_99160.1	EWB00_000994
OG0000299	STRK1_58170.1	EWB00_007963.1, EWB00_007963.2
OG0000300	STRK1_10620.1, STRK1_10620.2, STRK1_10620.3	EWB00_009379, EWB00_009380
OG0000301	STRK1_74980.1, STRK1_74980.2	EWB00_004573.5, EWB00_004573.1, EWB00_004573.7, EWB00_004573.2, EWB00_004573.3, EWB00_004573.4, EWB00_004573.6, EWB00_004573.8
OG0000302	STRK1_57360.1, STRK1_57360.2, STRK1_57360.3	EWB00_011256
OG0000303	STRK1_4940.1, STRK1_4940.2	EWB00_004180
OG0000304	STRK1_8000.1, STRK1_8000.2, STRK1_8000.3	EWB00_009739.1, EWB00_009739.2
OG0000305	STRK1_46100.1	EWB00_007763
OG0000306	STRK1_7470.1	EWB00_002091.1, EWB00_002091.2
OG0000307	STRK1_6030.1, STRK1_105410.1, STRK1_6020.1	EWB00_005330, EWB00_008525
OG0000307	STRK1_87110.1, STRK1_80540.1	EWB00_011426
OG0000308	STRK1_32670.1	EWB00_007449, EWB00_007446, EWB00_007447
OG0000310	STRK1_110000.1, STRK1_29000.1, STRK1_98240.1	EWB00_004381
OG0000311	STRK1_3950.1	EWB00_001060
OG0000312	STRK1_33980.1	EWB00_005964.1, EWB00_005964.2, EWB00_005964.3
OG0000313	STRK1_4880.1, STRK1_4880.2	EWB00_004170.1, EWB00_004170.2
OG0000314	STRK1_33380.1	EWB00_007714.1, EWB00_007714.2
OG0000315	STRK1_34570.1, STRK1_34570.2, STRK1_34570.3	EWB00_002931
OG0000316	STRK1_2600.4, STRK1_2600.2, STRK1_2600.3, STRK1_2600.1	EWB00_005434.1, EWB00_005434.2, EWB00_005434.3
OG0000317	STRK1_850.1	EWB00_005657.1, EWB00_005657.2
OG0000318	STRK1_50180.1, STRK1_50180.2	EWB00_008744
OG0000319	STRK1_35360.1, STRK1_35360.2, STRK1_35360.3	EWB00_007862
OG0000320	STRK1_18610.1	EWB00_002513
OG0000320	STRK1_30360.1, STRK1_30360.2, STRK1_30360.3	EWB00_006052
OG0000320	STRK1_54950.1	EWB00_003791.1, EWB00_003791.2
OG0000321	STRK1_33670.1, STRK1_33670.2, STRK1_33670.3	EWB00_001296.1, EWB00_001296.2
OG0000322	STRK1_23800.1	EWB00_003360
OG0000323	STRK1_101620.1	EWB00_003324
OG0000324	STRK1_49820.1	EWB00_002977
OG0000325	STRK1_77730.1, STRK1_77730.2	EWB00_003497.1, EWB00_003497.2, EWB00_003497.3
OG0000326	STRK1_57480.1	EWB00_003851.1, EWB00_003851.3, EWB00_003851.2
OG0000327	STRK1_68400.1, STRK1_68410.1	EWB00_000974, EWB00_000972, EWB00_000973
OG0000328	STRK1_27160.1	EWB00_003307.1, EWB00_003307.2, EWB00_003309, EWB00_003308
OG0000329	STRK1_5220.1	EWB00_000879, EWB00_009351.1, EWB00_009351.3, EWB00_009351.2, EWB00_009351.4, EWB00_009351.5, EWB00_009351.7, EWB00_009351.6
OG0000332	STRK1_106830.2, STRK1_106830.1, STRK1_63230.1, STRK1_63230.3, STRK1_63230.2, STRK1_63230.4	EWB00_004112, EWB00_004113
OG0000333	STRK1_5710.1	EWB00_008457
OG0000334	STRK1_73690.1, STRK1_73690.2	EWB00_007243.1, EWB00_007243.2
OG0000334	STRK1_73680.1	EWB00_008221.1, EWB00_008221.2
OG0000335	STRK1_17750.1, STRK1_17760.1, STRK1_17770.1, STRK1_17780.1	EWB00_007904.1, EWB00_007904.2
OG0000336	STRK1_15820.1, STRK1_15830.1	EWB00_004857
OG0000336	STRK1_4180.1, STRK1_4180.2	EWB00_000600
OG0000337	STRK1_51530.1	EWB00_005375.2, EWB00_005375.1
OG0000337	STRK1_30640.1, STRK1_30640.2, STRK1_30640.3, STRK1_30640.4, STRK1_30640.5	EWB00_004252.1, EWB00_004252.5, EWB00_004252.3, EWB00_004252.6, EWB00_004252.2, EWB00_004252.7, EWB00_004252.4, EWB00_004252.8
OG0000339	STRK1_29490.1	EWB00_006069.1, EWB00_006069.2
OG0000340	STRK1_92470.1	EWB00_009968.1, EWB00_009968.4, EWB00_009968.6
OG0000342	STRK1_4000.1	EWB00_001054.1, EWB00_001054.2
OG0000342	STRK1_6430.1	EWB00_000866.3, EWB00_000866.1, EWB00_000866.2
OG0000342	STRK1_3850.1	EWB00_000044.1, EWB00_000044.2
OG0000343	STRK1_33900.2, STRK1_33900.1, STRK1_33900.3, STRK1_33940.1, STRK1_33940.2, STRK1_33940.3, STRK1_33940.4, STRK1_33940.5, STRK1_33940.6	EWB00_005957.3, EWB00_005957.1, EWB00_005957.2
OG0000344	STRK1_3600.1	EWB00_009241.1, EWB00_009241.3, EWB00_009241.2, EWB00_009241.4, EWB00_009241.5, EWB00_009241.6, EWB00_009241.7, EWB00_009241.8, EWB00_009241.9, EWB00_009241.10
OG0000345	STRK1_54230.1, STRK1_54230.2	EWB00_002967.8, EWB00_002967.4, EWB00_002967.7, EWB00_002967.1, EWB00_002967.5, EWB00_002967.3, EWB00_002967.6, EWB00_002967.2
OG0000347	STRK1_29530.1	EWB00_006075.1, EWB00_006075.3, EWB00_006075.2, EWB00_006074.1, EWB00_006074.2, EWB00_006074.3
OG0000348	STRK1_3330.1, STRK1_104550.3, STRK1_104550.1, STRK1_3320.1, STRK1_104550.2, STRK1_104550.4	EWB00_006331
OG0000349	STRK1_300.2, STRK1_300.1, STRK1_300.3	EWB00_005661
OG0000350	STRK1_28740.1	EWB00_009542.3, EWB00_009542.1, EWB00_009542.2
OG0000351	STRK1_8730.2, STRK1_8730.1, STRK1_98220.1	EWB00_004665
OG0000352	STRK1_36020.1	EWB00_008371.1, EWB00_008371.2
OG0000353	STRK1_68740.1	EWB00_000949
OG0000354	STRK1_17160.1	EWB00_007574.1, EWB00_007574.2
OG0000355	STRK1_13090.1	EWB00_004441.1, EWB00_004441.2
OG0000356	STRK1_6220.3, STRK1_6220.4, STRK1_6220.1, STRK1_6220.2	EWB00_005497.1, EWB00_005494, EWB00_005497.2, EWB00_005497.3, EWB00_005497.4
OG0000357	STRK1_41100.1, STRK1_41100.2	EWB00_006405.2, EWB00_006405.1
OG0000358	STRK1_110780.1, STRK1_106040.1, STRK1_106040.2, STRK1_61870.1, STRK1_61880.1	EWB00_003642
OG0000359	STRK1_15140.2, STRK1_15140.1, STRK1_15140.3	EWB00_010287.3, EWB00_010287.1, EWB00_010287.2
OG0000360	STRK1_17970.2, STRK1_17970.1, STRK1_17970.3	EWB00_010308.1, EWB00_010308.2
OG0000361	STRK1_50210.1	EWB00_008734, EWB00_008735
OG0000362	STRK1_59660.1, STRK1_59660.2	EWB00_007742
OG0000363	STRK1_40850.1, STRK1_98170.1, STRK1_95120.1, STRK1_95120.2, STRK1_40840.1, STRK1_40890.1, STRK1_40880.1, STRK1_40880.2, STRK1_100250.1	EWB00_006373
OG0000364	STRK1_26960.1	EWB00_000344
OG0000365	STRK1_55470.1, STRK1_55470.2	EWB00_002237, EWB00_002238.1, EWB00_002238.2
OG0000366	STRK1_49790.1, STRK1_49790.4, STRK1_49790.2, STRK1_49790.3	EWB00_002980
OG0000367	STRK1_31860.1	EWB00_002905
OG0000368	STRK1_3780.1	EWB00_001036
OG0000369	STRK1_16540.1	EWB00_009078.1, EWB00_009078.2, EWB00_009078.3
OG0000370	STRK1_38050.2, STRK1_38050.1, STRK1_38050.3	EWB00_004595.5, EWB00_004595.1, EWB00_004595.2, EWB00_004595.3, EWB00_004595.4
OG0000371	STRK1_28830.1	EWB00_010143
OG0000373	STRK1_8160.1	EWB00_004686.1, EWB00_004686.2
OG0000374	STRK1_39660.1, STRK1_39660.2	EWB00_004719
OG0000376	STRK1_59900.1	EWB00_000822
OG0000377	STRK1_46210.5, STRK1_46210.6, STRK1_46210.1, STRK1_46210.7, STRK1_46210.2, STRK1_46210.3, STRK1_46210.4	EWB00_007751
OG0000378	STRK1_24070.1, STRK1_24070.2	EWB00_001092.1, EWB00_001092.3, EWB00_001092.2
OG0000380	STRK1_20140.1	EWB00_010793, EWB00_010794
OG0000381	STRK1_47440.1	EWB00_010680.1, EWB00_010680.2, EWB00_010680.3, EWB00_010680.4
OG0000381	STRK1_47450.1	EWB00_010681
OG0000382	STRK1_88500.1	EWB00_002068, EWB00_009778
OG0000383	STRK1_32920.1	EWB00_003144.1, EWB00_003144.2
OG0000384	STRK1_31790.1	EWB00_011218
OG0000385	STRK1_59690.1	EWB00_009180
OG0000386	STRK1_19380.1	EWB00_006133.1, EWB00_006133.2
OG0000387	STRK1_17240.1	EWB00_007580.1, EWB00_007580.2
OG0000388	STRK1_86400.1	EWB00_001878.1, EWB00_001878.2, EWB00_001878.3
OG0000389	STRK1_71300.1	EWB00_009230
OG0000390	STRK1_93900.1	EWB00_007282.3, EWB00_007282.1, EWB00_007282.2
OG0000391	STRK1_11350.1	EWB00_010131, EWB00_005064, EWB00_009419
OG0000392	STRK1_65590.1, STRK1_65590.2	EWB00_006590.1, EWB00_006590.3, EWB00_006590.4, EWB00_006590.2
OG0000393	STRK1_43610.1, STRK1_43620.1, STRK1_43620.2, STRK1_43620.3, STRK1_43620.4	EWB00_004074.5, EWB00_004074.1, EWB00_004074.2, EWB00_004074.3, EWB00_004074.4
OG0000394	STRK1_60380.1	EWB00_011094.1, EWB00_011094.2, EWB00_011094.3
OG0000395	STRK1_98140.1, STRK1_76670.1	EWB00_002277.1, EWB00_002277.2, EWB00_002277.3
OG0000396	STRK1_15800.1	EWB00_004864.1, EWB00_004864.3, EWB00_004864.2
OG0000397	STRK1_77170.1	EWB00_008188
OG0000398	STRK1_18050.1	EWB00_010315.1, EWB00_010315.2
OG0000398	STRK1_21020.1, STRK1_20970.1	EWB00_005760, EWB00_005757
OG0000399	STRK1_24380.1	EWB00_006965.1
OG0000399	STRK1_24380.3	EWB00_006965.3, EWB00_006965.4
OG0000399	STRK1_24370.1	EWB00_006964
OG0000400	STRK1_42200.1, STRK1_42190.3, STRK1_42190.5, STRK1_42190.4, STRK1_42190.2, STRK1_42190.1, STRK1_43310.5, STRK1_43310.4, STRK1_43310.2, STRK1_43310.1, STRK1_43310.3, STRK1_43300.1	EWB00_004734
OG0000400	STRK1_42490.1	EWB00_001015.1, EWB00_001015.2
OG0000401	STRK1_90880.1	EWB00_000575
OG0000402	STRK1_10630.1, STRK1_10630.2, STRK1_10630.3, STRK1_10630.4, STRK1_10630.5	EWB00_004189, EWB00_004190
OG0000403	STRK1_16780.1	EWB00_010108, EWB00_007326
OG0000404	STRK1_82270.1, STRK1_82280.1	EWB00_010183
OG0000404	STRK1_104930.1, STRK1_81240.1, STRK1_99860.1	EWB00_010184
OG0000405	STRK1_33240.1, STRK1_99330.3, STRK1_99330.2, STRK1_99320.1, STRK1_99330.1	EWB00_007704
OG0000406	STRK1_28780.1	EWB00_009549
OG0000407	STRK1_59600.1	EWB00_007739.3, EWB00_007739.1, EWB00_007739.2
OG0000408	STRK1_26240.1, STRK1_26240.2	EWB00_005048.1, EWB00_005048.2, EWB00_005048.5, EWB00_005048.3, EWB00_005048.4
OG0000409	STRK1_88020.1, STRK1_88020.2	EWB00_008991
OG0000410	STRK1_67150.1	EWB00_010063, EWB00_007265
OG0000411	STRK1_25600.1, STRK1_25600.2, STRK1_25600.3, STRK1_25600.4, STRK1_25600.5, STRK1_25600.6	EWB00_000669
OG0000412	STRK1_69900.1	EWB00_002751.1, EWB00_002751.2
OG0000413	STRK1_60230.1	EWB00_011342, EWB00_011343
OG0000414	STRK1_10070.1	EWB00_004672.1, EWB00_004672.2, EWB00_004672.3
OG0000415	STRK1_29250.1, STRK1_29250.2, STRK1_29250.3, STRK1_29250.4	EWB00_002898.1, EWB00_002898.4, EWB00_002898.2, EWB00_002898.3, EWB00_002898.5, EWB00_002898.6
OG0000416	STRK1_104130.1	EWB00_007510.4
OG0000416	STRK1_86990.1	EWB00_006715.1, EWB00_006715.2
OG0000416	STRK1_84970.1	EWB00_007511.1, EWB00_007511.2, EWB00_007511.3
OG0000417	STRK1_46560.1, STRK1_46560.5, STRK1_46560.6, STRK1_46560.2, STRK1_46560.3, STRK1_46560.4, STRK1_46560.7, STRK1_46560.8	EWB00_006824
OG0000418	STRK1_90170.1	EWB00_008940.1, EWB00_008940.2, EWB00_008940.3
OG0000419	STRK1_3640.1	EWB00_010845
OG0000420	STRK1_43540.1	EWB00_004042
OG0000421	STRK1_65080.1, STRK1_65080.2	EWB00_005791.5, EWB00_005791.2, EWB00_005791.1, EWB00_005791.6, EWB00_005791.3, EWB00_005791.4, EWB00_005791.7
OG0000422	STRK1_49160.1	EWB00_005355.3, EWB00_005355.4, EWB00_005355.6, EWB00_005355.1, EWB00_005355.7, EWB00_005355.2, EWB00_005355.5
OG0000423	STRK1_33060.1, STRK1_33060.2, STRK1_33060.4, STRK1_33060.6, STRK1_33060.7, STRK1_33060.3, STRK1_33060.5	EWB00_004922, EWB00_003163, EWB00_003165, EWB00_003168, EWB00_003166
OG0000425	STRK1_99400.1	EWB00_007944.2, EWB00_007944.3, EWB00_007944.1
OG0000426	STRK1_48070.1, STRK1_48140.1, STRK1_48150.1, STRK1_48090.1, STRK1_48100.1, STRK1_48080.1, STRK1_48110.1	EWB00_002147
OG0000427	STRK1_47550.1, STRK1_99650.1	EWB00_010690.1, EWB00_010690.2
OG0000428	STRK1_37200.1	EWB00_003239.1, EWB00_003239.2
OG0000429	STRK1_93540.1, STRK1_93540.2	EWB00_002245, EWB00_002244
OG0000429	STRK1_43070.1	EWB00_008214
OG0000430	STRK1_31470.3, STRK1_31470.1, STRK1_31470.2	EWB00_003415
OG0000431	STRK1_50230.1	EWB00_008732.1, EWB00_008732.2
OG0000432	STRK1_94640.1, STRK1_94640.2	EWB00_004758
OG0000433	STRK1_35200.1, STRK1_35200.2, STRK1_35200.3, STRK1_35200.4, STRK1_35200.9, STRK1_35200.5, STRK1_35200.6, STRK1_35200.7, STRK1_35200.8	EWB00_003929.2, EWB00_003929.1, EWB00_003929.3
OG0000434	STRK1_91860.1	EWB00_005877
OG0000435	STRK1_48870.1	EWB00_009645, EWB00_004584, EWB00_003007, EWB00_009646, EWB00_009651, EWB00_010296
OG0000436	STRK1_22550.1, STRK1_22550.2	EWB00_000282.1, EWB00_000282.2
OG0000437	STRK1_17000.1	EWB00_007320.2, EWB00_007320.1, EWB00_007320.3
OG0000438	STRK1_63880.1	EWB00_010404
OG0000439	STRK1_81640.1	EWB00_007287.1, EWB00_007287.2
OG0000440	STRK1_87330.1, STRK1_87340.1, STRK1_87350.1	EWB00_011409
OG0000441	STRK1_5190.1	EWB00_009358.1, EWB00_009358.2
OG0000442	STRK1_31050.1	EWB00_004296.1, EWB00_004296.2, EWB00_004296.3
OG0000443	STRK1_3380.1	EWB00_002041
OG0000444	STRK1_110220.1, STRK1_110220.2, STRK1_69110.1, STRK1_69120.1	EWB00_006083, EWB00_008676
OG0000445	STRK1_63330.3, STRK1_63330.1, STRK1_63330.2, STRK1_63330.4	EWB00_010477.3, EWB00_010477.1, EWB00_010477.2
OG0000446	STRK1_8630.1, STRK1_11970.1, STRK1_11970.2	EWB00_009918
OG0000447	STRK1_52960.1	EWB00_005165
OG0000448	STRK1_32240.1	EWB00_004614.4, EWB00_004614.6, EWB00_004614.8
OG0000449	STRK1_56520.3, STRK1_56520.1, STRK1_56520.2	EWB00_008853
OG0000450	STRK1_23450.1, STRK1_23450.2, STRK1_23450.3	EWB00_001128.4, EWB00_001128.3, EWB00_001128.1, EWB00_001128.2
OG0000451	STRK1_84560.1	EWB00_005055
OG0000452	STRK1_37810.1	EWB00_006169
OG0000453	STRK1_59750.1, STRK1_59750.2	EWB00_009174.3, EWB00_009174.1, EWB00_009174.2
OG0000454	STRK1_81030.1, STRK1_81040.1	EWB00_009448.1, EWB00_009448.2, EWB00_009449
OG0000454	STRK1_69830.1	EWB00_002766
OG0000455	STRK1_13250.1	EWB00_007676.2, EWB00_007676.1, EWB00_007676.3
OG0000456	STRK1_68890.1	EWB00_006086
OG0000457	STRK1_27270.1	EWB00_003299.1, EWB00_003299.2
OG0000458	STRK1_27660.3, STRK1_27660.2, STRK1_27660.5, STRK1_27650.1, STRK1_27660.1, STRK1_27660.4	EWB00_005936
OG0000459	STRK1_8930.1	EWB00_000897.5, EWB00_000897.1, EWB00_000897.2, EWB00_000897.3, EWB00_000897.4, EWB00_000897.6
OG0000460	STRK1_7890.1	EWB00_007690
OG0000461	STRK1_75350.10, STRK1_75350.3, STRK1_75350.1, STRK1_75350.4, STRK1_75350.7, STRK1_75350.2, STRK1_75350.8, STRK1_75350.5, STRK1_75350.6, STRK1_75350.9	EWB00_011060.3, EWB00_011060.4, EWB00_011060.1, EWB00_011060.2
OG0000462	STRK1_109580.1	EWB00_008218, EWB00_008220, EWB00_008219.1, EWB00_008219.2, EWB00_009706
OG0000462	STRK1_99940.1, STRK1_100430.1, STRK1_109960.1	EWB00_001020, EWB00_001022
OG0000462	STRK1_91500.1	EWB00_005102
OG0000463	STRK1_46540.1, STRK1_46540.2, STRK1_46540.3, STRK1_46540.4, STRK1_53130.1	EWB00_003535.1, EWB00_003535.2
OG0000464	STRK1_11120.1, STRK1_11120.2	EWB00_003710
OG0000465	STRK1_75780.1, STRK1_75780.2, STRK1_75780.3, STRK1_75780.4	EWB00_007185
OG0000466	STRK1_103390.1, STRK1_47590.1	EWB00_005412
OG0000467	STRK1_28040.1, STRK1_28040.2	EWB00_005609
OG0000468	STRK1_68640.1	EWB00_000960.2, EWB00_000960.1, EWB00_000960.3
OG0000469	STRK1_16240.1, STRK1_16240.2	EWB00_009028
OG0000470	STRK1_52630.1	EWB00_005326
OG0000471	STRK1_87690.1	EWB00_004466
OG0000472	STRK1_97050.1	EWB00_005614
OG0000473	STRK1_6710.4, STRK1_6710.3, STRK1_6710.1, STRK1_6710.2	EWB00_006340
OG0000474	STRK1_43340.1	EWB00_003623.1, EWB00_003623.2
OG0000475	STRK1_63660.1, STRK1_63660.2	EWB00_010428
OG0000476	STRK1_19840.1	EWB00_003522
OG0000477	STRK1_43550.1, STRK1_43560.1, STRK1_100280.1	EWB00_004065, EWB00_004064
OG0000478	STRK1_5900.1	EWB00_008984.1, EWB00_008984.2, EWB00_008984.3, EWB00_008984.4
OG0000479	STRK1_32110.1	EWB00_002579.3, EWB00_002579.1, EWB00_002579.2
OG0000480	STRK1_58780.1	EWB00_008894.1, EWB00_008894.2
OG0000481	STRK1_62290.1, STRK1_62290.2, STRK1_62290.3	EWB00_000921.1, EWB00_000921.2
OG0000482	STRK1_9270.1	EWB00_000805
OG0000483	STRK1_56570.1, STRK1_56590.1, STRK1_56580.1	EWB00_003191
OG0000484	STRK1_92410.1	EWB00_003750, EWB00_003752
OG0000488	STRK1_83170.1, STRK1_83200.1, STRK1_83200.2	EWB00_003897, EWB00_003894
OG0000489	STRK1_52970.10, STRK1_52970.6, STRK1_52970.7, STRK1_52970.8, STRK1_52970.1, STRK1_52970.3, STRK1_52970.5, STRK1_52970.2, STRK1_52970.4, STRK1_52970.9	EWB00_005166
OG0000490	STRK1_66240.1, STRK1_109000.1, STRK1_109230.1, STRK1_109230.5, STRK1_109230.3, STRK1_109230.6, STRK1_66240.2, STRK1_109230.2, STRK1_109230.4, STRK1_109230.7, STRK1_109230.8, STRK1_109220.1	EWB00_009758
