Orthogroup	schistosoma_turkestanicum	s.mekongi
OG0000281	STRK1_15770.1	KAK4474343.1
OG0000282	STRK1_48760.1, STRK1_48760.2	KAK4469862.1
OG0000283	STRK1_60510.1, STRK1_60510.2, STRK1_60500.1, STRK1_60950.1, STRK1_60960.1	KAK4471958.1
OG0000284	STRK1_37300.1, STRK1_37300.2	KAK4473458.1
OG0000285	STRK1_31040.1, STRK1_31040.2	KAK4474033.1
OG0000286	STRK1_37650.3, STRK1_37650.1, STRK1_37650.2	KAK4473497.1
OG0000287	STRK1_71740.1, STRK1_71740.2, STRK1_71740.3	KAK4470322.1
OG0000288	STRK1_84080.1	KAK4468827.1
OG0000289	STRK1_14180.1, STRK1_14180.3, STRK1_14180.2	KAK4474869.1
OG0000290	STRK1_25340.1, STRK1_25340.2	KAK4473084.1
OG0000290	STRK1_20740.1, STRK1_20740.2	KAK4475486.1
OG0000291	STRK1_4320.1	KAK4475323.1
OG0000292	STRK1_27610.3, STRK1_27610.6, STRK1_27610.5, STRK1_27610.1, STRK1_27610.2, STRK1_27610.4	KAK4472551.1
OG0000293	STRK1_23670.1	KAK4473120.1
OG0000293	STRK1_59880.1	KAK4471757.1
OG0000293	STRK1_45510.1	KAK4469130.1
OG0000294	STRK1_16350.1, STRK1_16350.2	KAK4475667.1, KAK4467246.1
OG0000295	STRK1_103260.1, STRK1_83870.1	KAK4468851.1
OG0000296	STRK1_8690.2, STRK1_8690.4, STRK1_8690.9, STRK1_8690.10, STRK1_8690.5, STRK1_8690.7, STRK1_8690.6, STRK1_8690.8, STRK1_8700.1, STRK1_8690.1, STRK1_8690.3	KAK4475927.1
OG0000297	STRK1_76660.1	KAK4470949.1
OG0000298	STRK1_40640.1	KAK4473556.1
OG0000298	STRK1_42780.1, STRK1_99160.1	KAK4473971.1
OG0000299	STRK1_58170.1	KAK4471833.1
OG0000300	STRK1_10620.1, STRK1_10620.2, STRK1_10620.3	KAK4474560.1
OG0000301	STRK1_74980.1, STRK1_74980.2	KAK4470788.1
OG0000302	STRK1_57360.1, STRK1_57360.2, STRK1_57360.3	KAK4472070.1
OG0000304	STRK1_8000.1, STRK1_8000.2, STRK1_8000.3	KAK4474657.1, KAK4474658.1
OG0000305	STRK1_46100.1	KAK4469933.1
OG0000306	STRK1_7470.1	KAK4474242.1, KAK4476079.1
OG0000307	STRK1_6030.1, STRK1_105410.1, STRK1_6020.1	KAK4476060.1
OG0000307	STRK1_87110.1, STRK1_80540.1	KAK4468423.1
OG0000310	STRK1_110000.1, STRK1_29000.1, STRK1_98240.1	KAK4473952.1
OG0000311	STRK1_3950.1	KAK4475143.1
OG0000312	STRK1_33980.1	KAK4472510.1
OG0000313	STRK1_4880.1, STRK1_4880.2	KAK4467534.1, KAK4467392.1, KAK4467538.1
OG0000314	STRK1_33380.1	KAK4473872.1
OG0000315	STRK1_34570.1, STRK1_34570.2, STRK1_34570.3	KAK4472350.1
OG0000315	STRK1_62060.1, STRK1_62060.2	KAK4471203.1
OG0000316	STRK1_2600.4, STRK1_2600.2, STRK1_2600.3, STRK1_2600.1	KAK4475212.1
OG0000317	STRK1_850.1	KAK4474513.1, KAK4474523.1
OG0000318	STRK1_50180.1, STRK1_50180.2	KAK4468970.1, KAK4467294.1
OG0000319	STRK1_35360.1, STRK1_35360.2, STRK1_35360.3	KAK4472555.1
OG0000320	STRK1_18610.1	KAK4475005.1
OG0000320	STRK1_30360.1, STRK1_30360.2, STRK1_30360.3	KAK4472423.1
OG0000320	STRK1_54950.1	KAK4469809.1
OG0000321	STRK1_33670.1, STRK1_33670.2, STRK1_33670.3	KAK4473857.1
OG0000322	STRK1_23800.1	KAK4473133.1
OG0000323	STRK1_101620.1	KAK4474841.1, KAK4474302.1
OG0000324	STRK1_49820.1	KAK4469242.1
OG0000325	STRK1_77730.1, STRK1_77730.2	KAK4470078.1
OG0000326	STRK1_57480.1	KAK4472025.1
OG0000328	STRK1_27160.1	KAK4472902.1
OG0000329	STRK1_5220.1	KAK4474582.1
OG0000332	STRK1_106830.2, STRK1_106830.1, STRK1_63230.1, STRK1_63230.3, STRK1_63230.2, STRK1_63230.4	KAK4471340.1
OG0000333	STRK1_5710.1	KAK4475969.1
OG0000334	STRK1_73690.1, STRK1_73690.2	KAK4467411.1
OG0000334	STRK1_73680.1	KAK4470467.1
OG0000335	STRK1_17750.1, STRK1_17760.1, STRK1_17770.1, STRK1_17780.1	KAK4475523.1
OG0000336	STRK1_15820.1, STRK1_15830.1	KAK4475727.1
OG0000336	STRK1_4180.1, STRK1_4180.2	KAK4474964.1
OG0000337	STRK1_30640.1, STRK1_30640.2, STRK1_30640.3, STRK1_30640.4, STRK1_30640.5	KAK4472168.1
OG0000339	STRK1_29490.1	KAK4467425.1, KAK4472411.1
OG0000340	STRK1_92470.3	KAK4467851.1
OG0000342	STRK1_4000.1	KAK4475138.1
OG0000342	STRK1_6430.1	KAK4475770.1
OG0000342	STRK1_3850.1	KAK4475114.1
OG0000343	STRK1_33900.2, STRK1_33900.1, STRK1_33900.3, STRK1_33940.1, STRK1_33940.2, STRK1_33940.3, STRK1_33940.4, STRK1_33940.5, STRK1_33940.6	KAK4472517.1
OG0000344	STRK1_3600.1	KAK4475916.1
OG0000345	STRK1_54230.1, STRK1_54230.2	KAK4469954.1
OG0000347	STRK1_29530.1	KAK4472404.1
OG0000348	STRK1_104550.3, STRK1_104550.1, STRK1_3320.1, STRK1_104550.2, STRK1_104550.4	KAK4475811.1
OG0000349	STRK1_300.2, STRK1_300.1, STRK1_300.3	KAK4474470.1
OG0000350	STRK1_28740.1	KAK4473804.1
OG0000351	STRK1_8730.2, STRK1_8730.1, STRK1_98220.1	KAK4475929.1
OG0000352	STRK1_36020.1	KAK4474141.1
OG0000353	STRK1_68740.1	KAK4470494.1
OG0000354	STRK1_17160.1	KAK4475576.1
OG0000355	STRK1_13090.1	KAK4476092.1
OG0000356	STRK1_6220.3, STRK1_6220.4, STRK1_6220.1, STRK1_6220.2	KAK4476066.1
OG0000357	STRK1_41100.1, STRK1_41100.2	KAK4473507.1
OG0000358	STRK1_110780.1, STRK1_106040.1, STRK1_106040.2, STRK1_61870.1, STRK1_61880.1	KAK4467361.1, KAK4467360.1
OG0000359	STRK1_15140.2, STRK1_15140.1, STRK1_15140.3	KAK4474769.1
OG0000360	STRK1_17970.2, STRK1_17970.1, STRK1_17970.3	KAK4475054.1
OG0000361	STRK1_50210.1	KAK4469276.1
OG0000362	STRK1_59660.1, STRK1_59660.2	KAK4471736.1
OG0000363	STRK1_40850.1, STRK1_98170.1, STRK1_95120.1, STRK1_95120.2, STRK1_40840.1, STRK1_40890.1, STRK1_40880.1, STRK1_40880.2, STRK1_100250.1	KAK4473533.1
OG0000364	STRK1_26960.1	KAK4472841.1
OG0000365	STRK1_55470.1, STRK1_55470.2	KAK4471088.1, KAK4472119.1
OG0000366	STRK1_49790.1, STRK1_49790.4, STRK1_49790.2, STRK1_49790.3	KAK4469245.1
OG0000367	STRK1_31860.1	KAK4472601.1
OG0000368	STRK1_3780.1	KAK4475121.1
OG0000369	STRK1_16540.1	KAK4467393.1, KAK4475644.1
OG0000370	STRK1_38050.2, STRK1_38050.1, STRK1_38050.3	KAK4473705.1
OG0000371	STRK1_28830.1	KAK4473814.1
OG0000372	STRK1_9220.1, STRK1_9240.1, STRK1_9240.3, STRK1_9240.2	KAK4474367.1
OG0000373	STRK1_8160.1	KAK4474690.1
OG0000374	STRK1_39660.1, STRK1_39660.2	KAK4473375.1
OG0000375	STRK1_15760.1	KAK4475736.1, KAK4467517.1
OG0000376	STRK1_59900.1	KAK4471759.1
OG0000378	STRK1_24070.1, STRK1_24070.2	KAK4473152.1
OG0000380	STRK1_20160.1	KAK4475417.1
OG0000380	STRK1_20140.1	KAK4475418.1
OG0000381	STRK1_47440.1	KAK4469535.1
OG0000381	STRK1_47450.1	KAK4469537.1
OG0000382	STRK1_88500.1	KAK4467541.1, KAK4467323.1, KAK4468641.1, KAK4468644.1, KAK4468642.1
OG0000383	STRK1_32920.1	KAK4473926.1
OG0000384	STRK1_31790.1	KAK4472592.1
OG0000385	STRK1_59690.1	KAK4471739.1
OG0000386	STRK1_19380.1	KAK4475366.1
OG0000387	STRK1_17240.1	KAK4475570.1
OG0000388	STRK1_86400.1	KAK4468526.1
OG0000389	STRK1_71300.1	KAK4470603.1
OG0000390	STRK1_93900.1	KAK4468203.1
OG0000391	STRK1_11350.1	KAK4474521.1
OG0000392	STRK1_65590.1, STRK1_65590.2	KAK4471811.1
OG0000393	STRK1_43610.1, STRK1_43620.1, STRK1_43620.2, STRK1_43620.3, STRK1_43620.4	KAK4469470.1
OG0000394	STRK1_60380.1	KAK4471941.1
OG0000395	STRK1_98140.1, STRK1_76670.1	KAK4470950.1
OG0000396	STRK1_15800.1	KAK4467519.1, KAK4475731.1
OG0000397	STRK1_77170.1	KAK4470932.1
OG0000398	STRK1_18050.1	KAK4475045.1
OG0000398	STRK1_21020.1, STRK1_20970.1	KAK4475519.1, KAK4475514.1
OG0000399	STRK1_24380.1, STRK1_24380.3	KAK4473103.1
OG0000399	STRK1_24370.1	KAK4473104.1
OG0000400	STRK1_42200.1, STRK1_42190.3, STRK1_42190.5, STRK1_42190.4, STRK1_42190.2, STRK1_42190.1, STRK1_43310.5, STRK1_43310.4, STRK1_43310.2, STRK1_43310.1, STRK1_43310.3, STRK1_43300.1	KAK4473612.1
OG0000400	STRK1_42490.1	KAK4474079.1
OG0000401	STRK1_90880.1	KAK4467755.1
OG0000402	STRK1_10630.1, STRK1_10630.2, STRK1_10630.3, STRK1_10630.4, STRK1_10630.5	KAK4474603.1
OG0000403	STRK1_16780.1	KAK4475601.1, KAK4475602.1
OG0000404	STRK1_104930.1, STRK1_81240.1, STRK1_99860.1	KAK4468163.1
OG0000405	STRK1_33240.1, STRK1_99330.3, STRK1_99330.2, STRK1_99320.1, STRK1_99330.1	KAK4473889.1
OG0000406	STRK1_28780.1	KAK4473809.1
OG0000407	STRK1_59600.1	KAK4471734.1
OG0000408	STRK1_26240.1, STRK1_26240.2	KAK4472973.1
OG0000409	STRK1_88020.1, STRK1_88020.2	KAK4468703.1
OG0000410	STRK1_67150.1	KAK4471325.1
OG0000411	STRK1_25600.1, STRK1_25600.2, STRK1_25600.3, STRK1_25600.4, STRK1_25600.5, STRK1_25600.6	KAK4472925.1
OG0000412	STRK1_69900.1	KAK4470212.1
OG0000413	STRK1_60230.1	KAK4471924.1
OG0000414	STRK1_10070.1	KAK4475938.1
OG0000415	STRK1_29250.1, STRK1_29250.2, STRK1_29250.3, STRK1_29250.4	KAK4472715.1
OG0000416	STRK1_86990.1	KAK4468438.1
OG0000416	STRK1_84970.1	KAK4468726.1
OG0000417	STRK1_46560.1, STRK1_46560.5, STRK1_46560.6, STRK1_46560.2, STRK1_46560.3, STRK1_46560.4, STRK1_46560.7, STRK1_46560.8	KAK4469705.1
OG0000418	STRK1_90170.1	KAK4467700.1
OG0000419	STRK1_3640.1	KAK4475912.1, KAK4475910.1
OG0000420	STRK1_43540.1	KAK4469112.1
OG0000421	STRK1_65080.1, STRK1_65080.2	KAK4471594.1
OG0000422	STRK1_49160.1	KAK4469383.1
OG0000423	STRK1_33060.1, STRK1_33060.2, STRK1_33060.4, STRK1_33060.6, STRK1_33060.7, STRK1_33060.3, STRK1_33060.5	KAK4473911.1
OG0000425	STRK1_99400.1	KAK4472740.1
OG0000426	STRK1_48070.1, STRK1_48140.1, STRK1_48150.1, STRK1_48090.1, STRK1_48100.1, STRK1_48080.1, STRK1_48110.1	KAK4469886.1
OG0000427	STRK1_47550.1, STRK1_99650.1	KAK4469545.1
OG0000428	STRK1_37200.1	KAK4473446.1
OG0000429	STRK1_93540.1, STRK1_93540.2	KAK4467920.1
OG0000429	STRK1_43070.1	KAK4473670.1
OG0000430	STRK1_31470.3, STRK1_31470.1, STRK1_31470.2	KAK4472238.1
OG0000431	STRK1_50230.1	KAK4469274.1
OG0000432	STRK1_94640.1, STRK1_94640.2	KAK4467945.1
OG0000433	STRK1_35200.1, STRK1_35200.2, STRK1_35200.3, STRK1_35200.4, STRK1_35200.9, STRK1_35200.5, STRK1_35200.6, STRK1_35200.7, STRK1_35200.8	KAK4473662.1
OG0000434	STRK1_91860.1	KAK4467761.1
OG0000435	STRK1_48870.1	KAK4469872.1
OG0000436	STRK1_22550.1, STRK1_22550.2	KAK4473268.1
OG0000437	STRK1_17000.1	KAK4475593.1
OG0000438	STRK1_63880.1	KAK4471311.1
OG0000439	STRK1_81640.1	KAK4468198.1
OG0000440	STRK1_87330.1, STRK1_87340.1, STRK1_87350.1	KAK4468410.1, KAK4468411.1
OG0000441	STRK1_11950.1	KAK4476204.1
OG0000441	STRK1_5190.1	KAK4474578.1
OG0000442	STRK1_31050.1	KAK4474032.1
OG0000443	STRK1_3380.1	KAK4475883.1, KAK4475884.1
OG0000444	STRK1_110220.1, STRK1_110220.2, STRK1_69110.1, STRK1_69120.1	KAK4470100.1
OG0000445	STRK1_63330.3, STRK1_63330.1, STRK1_63330.2, STRK1_63330.4	KAK4471266.1, KAK4471265.1
OG0000446	STRK1_8630.1, STRK1_11970.1, STRK1_11970.2	KAK4476206.1
OG0000447	STRK1_52960.1	KAK4469770.1
OG0000449	STRK1_56520.3, STRK1_56520.1, STRK1_56520.2	KAK4471127.1
OG0000450	STRK1_23450.1, STRK1_23450.2, STRK1_23450.3	KAK4473185.1
OG0000451	STRK1_84560.1	KAK4468749.1
OG0000452	STRK1_37810.1	KAK4473733.1
OG0000453	STRK1_59750.1, STRK1_59750.2	KAK4471747.1
OG0000454	STRK1_69830.1	KAK4470198.1
OG0000455	STRK1_13250.1	KAK4467551.1, KAK4467556.1, KAK4467557.1, KAK4467558.1
OG0000456	STRK1_68890.1	KAK4470105.1
OG0000457	STRK1_27270.1	KAK4472829.1, KAK4472828.1
OG0000458	STRK1_27660.3, STRK1_27660.2, STRK1_27660.5, STRK1_27650.1, STRK1_27660.1, STRK1_27660.4	KAK4472547.1
OG0000459	STRK1_8930.1	KAK4476162.1
OG0000460	STRK1_7890.1	KAK4474648.1, KAK4467531.1, KAK4474647.1
OG0000461	STRK1_75350.10, STRK1_75350.3, STRK1_75350.1, STRK1_75350.4, STRK1_75350.7, STRK1_75350.2, STRK1_75350.8, STRK1_75350.5, STRK1_75350.6, STRK1_75350.9	KAK4470644.1
OG0000462	STRK1_109580.1	KAK4473680.1
OG0000462	STRK1_99940.1, STRK1_100430.1, STRK1_109960.1	KAK4474130.1
OG0000462	STRK1_91500.1	KAK4467359.1
OG0000463	STRK1_46540.1, STRK1_46540.2, STRK1_46540.3, STRK1_46540.4, STRK1_53130.1	KAK4469707.1
OG0000464	STRK1_11120.1, STRK1_11120.2	KAK4474498.1
OG0000465	STRK1_75780.1, STRK1_75780.2, STRK1_75780.3, STRK1_75780.4	KAK4470509.1
OG0000466	STRK1_103390.1, STRK1_47590.1	KAK4469330.1
OG0000467	STRK1_28040.1, STRK1_28040.2	KAK4473827.1
OG0000468	STRK1_68640.1	KAK4470611.1
OG0000469	STRK1_16240.1, STRK1_16240.2	KAK4475681.1, KAK4475679.1
OG0000470	STRK1_52630.1	KAK4469640.1
OG0000471	STRK1_87690.1	KAK4468673.1
OG0000472	STRK1_97050.1	KAK4473823.1
OG0000473	STRK1_6710.4, STRK1_6710.3, STRK1_6710.1, STRK1_6710.2	KAK4475783.1
OG0000474	STRK1_43340.1	KAK4469729.1
OG0000475	STRK1_63660.1, STRK1_63660.2	KAK4471300.1, KAK4471299.1
OG0000476	STRK1_19840.1	KAK4475400.1
OG0000477	STRK1_43550.1, STRK1_43560.1, STRK1_100280.1	KAK4469093.1
OG0000479	STRK1_32110.1	KAK4472631.1
OG0000480	STRK1_58780.1	KAK4471463.1
OG0000481	STRK1_62290.1, STRK1_62290.2, STRK1_62290.3	KAK4471219.1
OG0000482	STRK1_9270.1	KAK4474371.1
OG0000483	STRK1_56570.1, STRK1_56590.1, STRK1_56580.1	KAK4471160.1
OG0000484	STRK1_92410.1	KAK4467873.1
OG0000485	STRK1_11680.1, STRK1_11690.1	KAK4474743.1
OG0000487	STRK1_5690.2, STRK1_5690.1, STRK1_5690.3, STRK1_5700.2, STRK1_2660.1, STRK1_104880.1, STRK1_104880.2	KAK4468181.1
OG0000488	STRK1_83170.1, STRK1_83200.1, STRK1_83200.2	KAK4468908.1, KAK4468901.1
OG0000489	STRK1_52970.10, STRK1_52970.6, STRK1_52970.7, STRK1_52970.8, STRK1_52970.1, STRK1_52970.3, STRK1_52970.5, STRK1_52970.2, STRK1_52970.4, STRK1_52970.9	KAK4469769.1
OG0000490	STRK1_66240.1, STRK1_109000.1, STRK1_109230.1, STRK1_109230.5, STRK1_109230.3, STRK1_109230.6, STRK1_66240.2, STRK1_109230.2, STRK1_109230.4, STRK1_109230.7, STRK1_109230.8, STRK1_109220.1	KAK4471519.1
OG0000491	STRK1_29770.1	KAK4472485.1
OG0000492	STRK1_57770.1, STRK1_110990.1, STRK1_57780.1, STRK1_59570.1, STRK1_59570.2, STRK1_59570.3	KAK4471712.1
OG0000493	STRK1_45450.1	KAK4469124.1
OG0000493	STRK1_100970.1, STRK1_36870.1, STRK1_36870.2	KAK4472786.1, KAK4472785.1
OG0000495	STRK1_16990.1, STRK1_16990.2	KAK4475594.1
OG0000496	STRK1_33180.1	KAK4473897.1
OG0000497	STRK1_3120.1, STRK1_3130.1	KAK4475832.1
OG0000498	STRK1_23090.1, STRK1_23080.1	KAK4473225.1
OG0000498	STRK1_25590.1	KAK4472209.1
OG0000499	STRK1_68590.1	KAK4470653.1
OG0000500	STRK1_3870.3, STRK1_3870.1, STRK1_3870.2, STRK1_3870.4	KAK4475112.1
OG0000501	STRK1_26790.1	KAK4472851.1
OG0000502	STRK1_108460.1	KAK4474193.1, KAK4474094.1
OG0000503	STRK1_16410.4, STRK1_16410.5, STRK1_16410.6, STRK1_16410.7, STRK1_16410.3, STRK1_16410.2, STRK1_16410.1	KAK4475659.1
OG0000504	STRK1_44940.1	KAK4469069.1
OG0000505	STRK1_39250.1, STRK1_39250.2	KAK4473033.1
OG0000506	STRK1_66680.1, STRK1_8850.1	KAK4475979.1, KAK4475980.1
OG0000507	STRK1_32390.1	KAK4472652.1
OG0000508	STRK1_4570.1	KAK4475295.1
OG0000509	STRK1_49740.1, STRK1_49740.5, STRK1_49740.3, STRK1_49740.2, STRK1_49740.4	KAK4469240.1
OG0000509	STRK1_52320.1	KAK4469667.1
OG0000510	STRK1_76470.1, STRK1_76470.2	KAK4470887.1
OG0000510	STRK1_77670.1	KAK4470889.1
OG0000512	STRK1_52010.1	KAK4469151.1
OG0000515	STRK1_4950.2, STRK1_4950.1, STRK1_4950.3	KAK4474608.1
OG0000516	STRK1_64250.3, STRK1_64250.1, STRK1_64250.2, STRK1_64250.4	KAK4471404.1, KAK4471405.1
OG0000517	STRK1_26830.3, STRK1_26830.1, STRK1_26830.2	KAK4472849.1
OG0000521	STRK1_69510.1	KAK4470167.1
OG0000522	STRK1_52980.1	KAK4469781.1
OG0000523	STRK1_74090.1	KAK4470425.1
OG0000524	STRK1_7820.1	KAK4474637.1, KAK4467261.1
OG0000525	STRK1_54540.3, STRK1_54540.2, STRK1_54540.4, STRK1_54540.1, STRK1_54540.5	KAK4469434.1
OG0000526	STRK1_14230.1, STRK1_14230.2	KAK4474864.1
OG0000527	STRK1_3770.1	KAK4475122.1
OG0000528	STRK1_31650.1	KAK4472573.1
OG0000529	STRK1_2970.1	KAK4475249.1
OG0000529	STRK1_22660.1, STRK1_22660.2	KAK4473254.1
OG0000530	STRK1_94810.1	KAK4467723.1
OG0000530	STRK1_92620.1, STRK1_92970.1	KAK4467863.1, KAK4467865.1
OG0000531	STRK1_74880.1	KAK4470778.1
OG0000532	STRK1_6670.1	KAK4467382.1, KAK4475786.1
OG0000533	STRK1_2020.1, STRK1_2020.2, STRK1_2020.3	KAK4475105.1
OG0000534	STRK1_102840.1, STRK1_68810.1, STRK1_68820.1	KAK4470412.1
OG0000535	STRK1_56300.1, STRK1_56300.2	KAK4472091.1
OG0000536	STRK1_59070.1	KAK4471326.1
OG0000537	STRK1_47810.2, STRK1_47810.1, STRK1_47810.3	KAK4469348.1
OG0000538	STRK1_83160.1, STRK1_83140.1, STRK1_83190.1	KAK4475760.1, KAK4475761.1
OG0000539	STRK1_44830.1, STRK1_99010.1	KAK4469058.1
OG0000540	STRK1_3360.1	KAK4475879.1
OG0000541	STRK1_37050.2, STRK1_37050.1, STRK1_37050.3	KAK4472810.1
OG0000542	STRK1_84850.1	KAK4468792.1
OG0000543	STRK1_4650.1	KAK4475287.1
OG0000544	STRK1_76710.1, STRK1_76630.1, STRK1_106880.1	KAK4470987.1
OG0000545	STRK1_44550.1	KAK4469836.1
OG0000545	STRK1_67630.1, STRK1_67630.2	KAK4470093.1
OG0000546	STRK1_30390.1, STRK1_30390.2	KAK4472420.1
OG0000547	STRK1_85510.1	KAK4468655.1
OG0000548	STRK1_30290.1, STRK1_30290.2	KAK4472431.1
OG0000549	STRK1_10270.1, STRK1_10260.1, STRK1_10260.2, STRK1_10260.3, STRK1_10260.4	KAK4474391.1
OG0000550	STRK1_2100.1, STRK1_2100.2, STRK1_2110.1	KAK4475158.1
OG0000551	STRK1_50560.1	KAK4469308.1
OG0000551	STRK1_50530.1	KAK4469305.1
OG0000551	STRK1_50530.1	KAK4469306.1
OG0000551	STRK1_104720.1	KAK4473748.1
OG0000552	STRK1_3140.2, STRK1_3140.1, STRK1_3140.3	KAK4475830.1
OG0000552	STRK1_83410.1, STRK1_83420.1	KAK4468870.1
OG0000553	STRK1_90980.1	KAK4467767.1
OG0000553	STRK1_91000.1	KAK4467768.1
OG0000554	STRK1_10400.2, STRK1_10400.1, STRK1_10400.3	KAK4474414.1
OG0000555	STRK1_40400.1, STRK1_40400.2	KAK4473577.1
OG0000555	STRK1_40410.1	KAK4467388.1
OG0000556	STRK1_58920.1	KAK4471444.1
OG0000557	STRK1_33500.1, STRK1_33510.1	KAK4473888.1
OG0000558	STRK1_4080.1, STRK1_4080.2	KAK4474954.1
OG0000559	STRK1_78900.1	KAK4468120.1
OG0000560	STRK1_90490.1	KAK4467821.1
OG0000561	STRK1_94500.1	KAK4467648.1
OG0000561	STRK1_94490.1, STRK1_94490.2	KAK4467649.1
OG0000562	STRK1_81860.3, STRK1_81860.2, STRK1_81860.1	KAK4468116.1
OG0000563	STRK1_18270.1	KAK4475031.1
OG0000564	STRK1_41560.1, STRK1_97520.1	KAK4473434.1
OG0000565	STRK1_16670.1, STRK1_16670.2	KAK4476074.1
OG0000566	STRK1_80890.1, STRK1_80040.1	KAK4468294.1
OG0000567	STRK1_63470.2, STRK1_63470.3	KAK4471280.1
OG0000568	STRK1_53100.1, STRK1_53100.2	KAK4469792.1
OG0000568	STRK1_64870.1	KAK4471616.1
OG0000568	STRK1_35890.1	KAK4467372.1, KAK4467373.1
OG0000569	STRK1_9030.1	KAK4476174.1
OG0000570	STRK1_8350.1	KAK4474697.1, KAK4474698.1
OG0000571	STRK1_12050.1, STRK1_12050.2, STRK1_12050.3	KAK4476242.1
OG0000572	STRK1_57000.1, STRK1_57000.2, STRK1_57000.3, STRK1_57000.4	KAK4472053.1
OG0000574	STRK1_17180.1	KAK4475572.1
OG0000575	STRK1_91120.1	KAK4467778.1
OG0000576	STRK1_39810.1	KAK4472513.1
OG0000577	STRK1_47390.1	KAK4469529.1, KAK4469528.1
OG0000580	STRK1_31450.1, STRK1_31450.2	KAK4472241.1
OG0000581	STRK1_60330.1	KAK4471936.1, KAK4471935.1
OG0000582	STRK1_93980.1	KAK4468214.1
OG0000582	STRK1_93990.1	KAK4468215.1
OG0000582	STRK1_94000.1	KAK4468216.1
OG0000583	STRK1_59930.1, STRK1_59930.2	KAK4471891.1
OG0000584	STRK1_27120.1	KAK4472904.1
OG0000585	STRK1_3500.1	KAK4475899.1
OG0000586	STRK1_32640.1	KAK4472683.1
OG0000587	STRK1_62070.1	KAK4471204.1
OG0000588	STRK1_20980.2, STRK1_20980.1, STRK1_20980.3	KAK4475516.1, KAK4475517.1
OG0000589	STRK1_48610.1	KAK4469851.1
OG0000590	STRK1_36700.1	KAK4472757.1
OG0000591	STRK1_16660.1, STRK1_16660.3, STRK1_16660.4, STRK1_16660.2, STRK1_16660.5, STRK1_16660.6	KAK4467269.1, KAK4476072.1
OG0000592	STRK1_29140.1	KAK4472704.1
OG0000593	STRK1_31930.1	KAK4472608.1
OG0000594	STRK1_49860.1, STRK1_49860.2	KAK4469251.1
OG0000595	STRK1_45800.1, STRK1_45800.2	KAK4469621.1
OG0000598	STRK1_8170.1	KAK4474284.1
OG0000599	STRK1_59360.1, STRK1_59360.2, STRK1_59370.1, STRK1_59380.1	KAK4471696.1
OG0000600	STRK1_66100.1	KAK4471566.1
OG0000601	STRK1_94580.1	KAK4467638.1
OG0000601	STRK1_39100.1	KAK4473596.1
OG0000602	STRK1_4630.1	KAK4475290.1
OG0000603	STRK1_48520.1	KAK4469417.1
OG0000604	STRK1_109760.2, STRK1_109760.1, STRK1_109760.3	KAK4473735.1
OG0000605	STRK1_25160.1	KAK4473042.1
OG0000605	STRK1_25220.1	KAK4473095.1, KAK4475169.1
OG0000606	STRK1_50520.1	KAK4469307.1
OG0000606	STRK1_50520.1	KAK4474888.1
OG0000606	STRK1_15350.1	KAK4467525.1
OG0000606	STRK1_15350.1	KAK4475857.1
OG0000607	STRK1_32580.1	KAK4472677.1
OG0000608	STRK1_52140.1, STRK1_52120.1, STRK1_52120.2	KAK4469449.1
OG0000609	STRK1_98450.1, STRK1_25320.1	KAK4473088.1
OG0000610	STRK1_26680.1	KAK4467550.1
OG0000610	STRK1_21440.4, STRK1_21540.1	KAK4473384.1
OG0000611	STRK1_40760.1	KAK4473544.1
OG0000611	STRK1_40750.1, STRK1_40720.1, STRK1_40720.2, STRK1_40730.1	KAK4473545.1
OG0000612	STRK1_12080.1	KAK4476245.1
OG0000613	STRK1_28000.1, STRK1_28000.2	KAK4473830.1
OG0000614	STRK1_42910.1	KAK4473739.1
OG0000615	STRK1_8510.1, STRK1_8510.2	KAK4467492.1, KAK4474712.1
OG0000616	STRK1_108810.1, STRK1_58200.1, STRK1_104970.1, STRK1_58190.1, STRK1_103510.1, STRK1_103510.2	KAK4471831.1
OG0000617	STRK1_79620.1	KAK4468298.1
OG0000618	STRK1_31250.3, STRK1_31250.2, STRK1_31250.1, STRK1_31250.6, STRK1_31250.5, STRK1_31250.4	KAK4474007.1
OG0000619	STRK1_80930.1, STRK1_80930.3, STRK1_80930.2	KAK4475871.1
OG0000620	STRK1_4430.1	KAK4475311.1
OG0000620	STRK1_43590.1, STRK1_98020.1, STRK1_99350.1	KAK4469019.1
OG0000621	STRK1_29970.1, STRK1_29970.2	KAK4472466.1
OG0000622	STRK1_71460.1	KAK4470587.1
OG0000623	STRK1_8330.1	KAK4474699.1
OG0000624	STRK1_36900.1	KAK4472788.1
OG0000626	STRK1_48800.1	KAK4469865.1
OG0000628	STRK1_60390.1, STRK1_60390.2	KAK4471942.1
OG0000629	STRK1_28610.1	KAK4473779.1
OG0000630	STRK1_57470.1	KAK4472088.1
OG0000631	STRK1_58990.1	KAK4471440.1
OG0000631	STRK1_60430.1	KAK4471947.1
OG0000632	STRK1_11850.1	KAK4467549.1, KAK4474720.1
OG0000633	STRK1_46900.1	KAK4469491.1
OG0000636	STRK1_90940.1	KAK4467759.1
OG0000637	STRK1_49610.1, STRK1_49610.2	KAK4469224.1
OG0000638	STRK1_58720.1	KAK4471472.1
OG0000639	STRK1_65490.1	KAK4471799.1
OG0000640	STRK1_81880.1	KAK4468114.1
OG0000641	STRK1_5970.1	KAK4476055.1
