Orthogroup	schistosoma_turkestanicum	schistosoma_spindale
OG0000127	STRK1_21170.3, STRK1_21170.1, STRK1_21170.2	SSPN1_21920.1, SSPN1_21920.2, SSPN1_21920.3, SSPN1_21920.4, SSPN1_21920.5, SSPN1_21920.6
OG0000128	STRK1_40900.1, STRK1_40900.3, STRK1_40900.2	SSPN1_41670.7, SSPN1_41670.3, SSPN1_41670.4, SSPN1_41670.8, SSPN1_41670.9, SSPN1_41670.1, SSPN1_41670.2, SSPN1_41670.5, SSPN1_41670.6
OG0000129	STRK1_6050.1, STRK1_31510.1, STRK1_31510.2	SSPN1_38560.7, SSPN1_38560.8, SSPN1_38560.6, SSPN1_38560.3, SSPN1_38560.2, SSPN1_38560.1, SSPN1_38560.4, SSPN1_38560.5
OG0000130	STRK1_79420.1, STRK1_79420.2	SSPN1_79040.1, SSPN1_79040.2, SSPN1_79040.3, SSPN1_79040.5, SSPN1_79040.4
OG0000131	STRK1_12320.1	SSPN1_8540.1
OG0000131	STRK1_83820.1, STRK1_83830.1, STRK1_83850.1, STRK1_83860.1	SSPN1_82740.1, SSPN1_82770.1, SSPN1_82660.1, SSPN1_82670.1, SSPN1_82760.1, SSPN1_82760.2
OG0000132	STRK1_36280.1, STRK1_36280.2	SSPN1_35370.1
OG0000133	STRK1_32070.1	SSPN1_30530.3, SSPN1_30530.1, SSPN1_30530.4, SSPN1_30530.2
OG0000134	STRK1_18540.1	SSPN1_12980.6, SSPN1_12980.5, SSPN1_12980.9, SSPN1_12980.1, SSPN1_12980.2, SSPN1_12980.3, SSPN1_12980.4, SSPN1_12980.7, SSPN1_12980.8
OG0000135	STRK1_11780.3, STRK1_11780.4, STRK1_11780.1, STRK1_11780.2	SSPN1_17940.1, SSPN1_17940.11, SSPN1_17940.2, SSPN1_17940.12, SSPN1_17940.10, SSPN1_17940.9, SSPN1_17940.6, SSPN1_17940.7, SSPN1_17940.8, SSPN1_17940.4, SSPN1_17940.3, SSPN1_17940.5
OG0000136	STRK1_7170.1	SSPN1_7350.1
OG0000137	STRK1_41450.1	SSPN1_40790.1
OG0000137	STRK1_41430.1, STRK1_41430.2	SSPN1_40800.1
OG0000137	STRK1_41510.1	SSPN1_40740.1, SSPN1_40740.2
OG0000137	STRK1_41480.1, STRK1_41490.1	SSPN1_40760.1
OG0000137	STRK1_41470.1	SSPN1_40780.1, SSPN1_40780.2
OG0000138	STRK1_84500.1	SSPN1_84510.1
OG0000138	STRK1_42170.1	SSPN1_43540.1
OG0000139	STRK1_16260.1	SSPN1_3890.10, SSPN1_3890.12, SSPN1_3890.11, SSPN1_3890.13, SSPN1_3890.5, SSPN1_3890.7, SSPN1_3890.1, SSPN1_3890.6, SSPN1_3890.8, SSPN1_3890.2, SSPN1_3890.3, SSPN1_3890.4, SSPN1_3890.9
OG0000140	STRK1_76070.1, STRK1_76070.3, STRK1_76070.2	SSPN1_73280.1
OG0000141	STRK1_61590.1, STRK1_91760.1, STRK1_88230.1	SSPN1_12850.1, SSPN1_85350.1, SSPN1_85350.2, SSPN1_85360.1, SSPN1_85350.3
OG0000142	STRK1_18420.1	SSPN1_12880.1
OG0000142	STRK1_18430.1, STRK1_18430.2	SSPN1_12890.1
OG0000143	STRK1_65800.1	SSPN1_65840.1
OG0000144	STRK1_48850.1	SSPN1_52880.1, SSPN1_52880.2
OG0000144	STRK1_24000.1	SSPN1_26530.1
OG0000144	STRK1_52920.1, STRK1_52940.1	SSPN1_54950.1
OG0000145	STRK1_34490.1, STRK1_34490.2, STRK1_34500.1	SSPN1_37690.1, SSPN1_37680.1, SSPN1_37680.2
OG0000146	STRK1_86910.1	SSPN1_87990.1
OG0000146	STRK1_36770.2, STRK1_36770.1, STRK1_36770.3	SSPN1_28030.1
OG0000146	STRK1_45220.1	SSPN1_45680.1
OG0000147	STRK1_30920.1	SSPN1_34820.5, SSPN1_34820.1, SSPN1_34820.3, SSPN1_34820.4, SSPN1_34820.2
OG0000148	STRK1_32430.1	SSPN1_30160.3, SSPN1_30160.2, SSPN1_30160.7, SSPN1_30160.1, SSPN1_30160.4, SSPN1_30160.5, SSPN1_30160.8, SSPN1_30160.6
OG0000149	STRK1_51730.1, STRK1_51730.2	SSPN1_52060.4, SSPN1_52060.7, SSPN1_52060.8, SSPN1_52060.3, SSPN1_52060.5, SSPN1_52060.6, SSPN1_52060.1, SSPN1_52060.12, SSPN1_52060.2, SSPN1_52060.9, SSPN1_52060.10, SSPN1_52060.11
OG0000151	STRK1_64060.1, STRK1_101510.3, STRK1_101510.2, STRK1_101510.1	SSPN1_60590.1
OG0000152	STRK1_50880.1, STRK1_76160.1, STRK1_10370.1, STRK1_10370.2, STRK1_10370.3	SSPN1_19460.2, SSPN1_19460.1, SSPN1_19460.3, SSPN1_19460.5, SSPN1_19460.4
OG0000153	STRK1_105080.1	SSPN1_48430.1
OG0000153	STRK1_52110.1	SSPN1_49110.1
OG0000154	STRK1_2400.1, STRK1_2400.2, STRK1_2400.3	SSPN1_11260.1, SSPN1_11260.6, SSPN1_11260.8, SSPN1_11260.7, SSPN1_11260.9, SSPN1_11260.2, SSPN1_11260.5, SSPN1_11260.3, SSPN1_11260.4
OG0000155	STRK1_28100.2, STRK1_28100.3, STRK1_28090.1, STRK1_28100.1	SSPN1_33980.1
OG0000156	STRK1_18130.1	SSPN1_12720.4, SSPN1_12720.2, SSPN1_12720.3, SSPN1_12720.1
OG0000156	STRK1_18120.1	SSPN1_12710.3, SSPN1_12710.4, SSPN1_12710.1, SSPN1_12710.2
OG0000157	STRK1_65550.1	SSPN1_62430.3
OG0000157	STRK1_40030.1	SSPN1_42520.1
OG0000157	STRK1_90020.1, STRK1_90030.1	SSPN1_90870.1, SSPN1_90870.2
OG0000158	STRK1_3150.1, STRK1_3150.3, STRK1_3150.2, STRK1_3150.4	SSPN1_5420.1
OG0000159	STRK1_59740.1	SSPN1_61930.1
OG0000160	STRK1_5090.1, STRK1_5070.1	SSPN1_16020.2, SSPN1_16020.6, SSPN1_16020.8, SSPN1_16020.10, SSPN1_16020.3, SSPN1_16020.11, SSPN1_16020.1, SSPN1_16020.12, SSPN1_16020.4, SSPN1_16020.5, SSPN1_16020.7, SSPN1_16020.9
OG0000161	STRK1_35710.10, STRK1_35710.11, STRK1_35710.13, STRK1_35710.14, STRK1_35710.8, STRK1_35710.9, STRK1_35710.15, STRK1_35710.1, STRK1_35710.12, STRK1_35710.2, STRK1_35710.3, STRK1_35710.4, STRK1_35710.5, STRK1_35710.6, STRK1_35710.7	SSPN1_36170.1, SSPN1_36170.2, SSPN1_36170.3, SSPN1_36170.4, SSPN1_36150.1, SSPN1_36160.1, SSPN1_36170.5, SSPN1_36170.6
OG0000164	STRK1_60530.1	SSPN1_62920.1, SSPN1_62920.2, SSPN1_62920.3
OG0000164	STRK1_73910.1	SSPN1_74370.1
OG0000164	STRK1_55190.1	SSPN1_53630.1
OG0000164	STRK1_29660.1	SSPN1_29260.1
OG0000165	STRK1_63320.1	SSPN1_59070.1
OG0000166	STRK1_84550.1	SSPN1_84550.2, SSPN1_84550.1, SSPN1_84550.3
OG0000167	STRK1_74200.2, STRK1_102190.1, STRK1_102190.2, STRK1_74200.1, STRK1_74200.3, STRK1_97390.1, STRK1_97390.2	SSPN1_72110.3, SSPN1_72110.4, SSPN1_72110.5, SSPN1_72110.2, SSPN1_72110.1
OG0000168	STRK1_1710.1, STRK1_1710.2, STRK1_1710.3, STRK1_1710.4, STRK1_1710.5, STRK1_1330.1, STRK1_1340.1, STRK1_1720.1, STRK1_1720.2	SSPN1_1800.1, SSPN1_1820.1, SSPN1_1810.1
OG0000169	STRK1_97570.1	SSPN1_42630.1
OG0000169	STRK1_90390.1	SSPN1_90630.1
OG0000170	STRK1_68620.1, STRK1_68630.1, STRK1_97100.1	SSPN1_67940.1
OG0000172	STRK1_3970.1	SSPN1_11660.6, SSPN1_11660.5, SSPN1_11660.4, SSPN1_11660.1, SSPN1_11660.7, SSPN1_11660.2, SSPN1_11660.3
OG0000173	STRK1_80280.1	SSPN1_79450.4, SSPN1_79450.1, SSPN1_79450.2, SSPN1_79450.3
OG0000175	STRK1_39380.1	SSPN1_39990.1
OG0000175	STRK1_39370.1	SSPN1_39980.1
OG0000175	STRK1_39360.1	SSPN1_39970.1
OG0000175	STRK1_39350.1	SSPN1_39960.1
OG0000176	STRK1_44100.1, STRK1_83020.1, STRK1_21670.1, STRK1_65730.1	SSPN1_28280.1, SSPN1_87350.1
OG0000177	STRK1_56270.2, STRK1_56270.3, STRK1_56270.4, STRK1_56270.5, STRK1_102550.1, STRK1_56270.1	SSPN1_56760.1, SSPN1_56760.2, SSPN1_56760.3, SSPN1_56760.4, SSPN1_56760.5, SSPN1_56760.6
OG0000178	STRK1_26540.1, STRK1_26540.3, STRK1_26540.2	SSPN1_25140.1, SSPN1_25140.2
OG0000179	STRK1_53790.1	SSPN1_53970.1, SSPN1_53970.2, SSPN1_53970.3, SSPN1_53970.4
OG0000179	STRK1_53800.1	SSPN1_53980.1
OG0000180	STRK1_79000.1, STRK1_79000.2, STRK1_95040.1, STRK1_95040.2, STRK1_79010.1, STRK1_95050.1, STRK1_95060.1, STRK1_78990.1, STRK1_78980.1, STRK1_78980.2, STRK1_78990.2, STRK1_78990.3, STRK1_78990.4	SSPN1_78220.1, SSPN1_78210.1, SSPN1_78200.1
OG0000180	STRK1_104300.1	SSPN1_78240.1, SSPN1_78240.2
OG0000182	STRK1_55980.1	SSPN1_55870.5, SSPN1_55870.6, SSPN1_55870.4, SSPN1_55870.1, SSPN1_55870.2, SSPN1_55870.3
OG0000182	STRK1_36970.1	SSPN1_27800.11, SSPN1_27800.7, SSPN1_27800.8, SSPN1_27800.9, SSPN1_27800.4, SSPN1_27800.5, SSPN1_27800.2, SSPN1_27800.1, SSPN1_27800.10, SSPN1_27800.3, SSPN1_27800.6
OG0000183	STRK1_33950.3, STRK1_33950.1, STRK1_33950.2	SSPN1_38240.1
OG0000184	STRK1_49380.1, STRK1_49340.1, STRK1_49330.1, STRK1_49350.1	SSPN1_48240.1, SSPN1_48240.2, SSPN1_48240.3, SSPN1_48240.4
OG0000184	STRK1_49320.1	SSPN1_48250.1
OG0000185	STRK1_34010.1	SSPN1_38130.1
OG0000186	STRK1_70010.1	SSPN1_69400.5, SSPN1_69400.3, SSPN1_69400.4, SSPN1_69400.8, SSPN1_69400.1, SSPN1_69400.2, SSPN1_69400.7, SSPN1_69400.9, SSPN1_69400.6
OG0000187	STRK1_46740.1	SSPN1_50640.2, SSPN1_50640.5, SSPN1_50640.1, SSPN1_50640.7, SSPN1_50640.6, SSPN1_50640.3, SSPN1_50640.9, SSPN1_50640.8, SSPN1_50640.4, SSPN1_50640.10, SSPN1_50640.11, SSPN1_50640.12
OG0000188	STRK1_31940.1	SSPN1_39090.1
OG0000189	STRK1_6200.1, STRK1_6200.6, STRK1_6200.9, STRK1_6200.2, STRK1_6200.3, STRK1_6200.4, STRK1_6200.5, STRK1_6200.11, STRK1_6200.8, STRK1_6200.13, STRK1_6200.12, STRK1_6200.10, STRK1_6200.7	SSPN1_6650.4, SSPN1_6650.9, SSPN1_6650.11, SSPN1_6650.6, SSPN1_6650.3, SSPN1_6650.5, SSPN1_6650.8, SSPN1_6650.2, SSPN1_6650.10, SSPN1_6650.7, SSPN1_6650.1
OG0000190	STRK1_46160.1, STRK1_46160.2	SSPN1_50040.4, SSPN1_50040.5, SSPN1_50040.7, SSPN1_50040.1, SSPN1_50040.2, SSPN1_50040.3, SSPN1_50040.6
OG0000191	STRK1_33090.1	SSPN1_32810.1, SSPN1_33070.4, SSPN1_33070.3, SSPN1_33070.1, SSPN1_33070.2
OG0000191	STRK1_33020.1, STRK1_33020.2, STRK1_33020.3	SSPN1_32980.1
OG0000191	STRK1_33080.1	SSPN1_33030.1, SSPN1_33060.1
OG0000192	STRK1_64420.1	SSPN1_61130.7, SSPN1_61130.2, SSPN1_61130.5, SSPN1_61130.1, SSPN1_61130.6, SSPN1_61130.9, SSPN1_61130.10, SSPN1_61130.8, SSPN1_61130.3, SSPN1_61130.4
OG0000193	STRK1_55830.1	SSPN1_56070.1
OG0000194	STRK1_74260.1	SSPN1_72050.5, SSPN1_72050.1, SSPN1_72050.8, SSPN1_72050.3, SSPN1_72050.4, SSPN1_72050.2, SSPN1_72050.9, SSPN1_72050.6, SSPN1_72050.7
OG0000195	STRK1_50680.1, STRK1_50680.2	SSPN1_47070.6, SSPN1_47070.2, SSPN1_47070.3, SSPN1_47070.5, SSPN1_47070.9, SSPN1_47070.1, SSPN1_47070.4, SSPN1_47070.8, SSPN1_47070.7
OG0000196	STRK1_2310.1, STRK1_87510.1	SSPN1_86920.1
OG0000196	STRK1_11370.1	SSPN1_18380.1
OG0000196	STRK1_10040.1, STRK1_10040.3	SSPN1_19780.2
OG0000197	STRK1_36760.1	SSPN1_28040.1
OG0000198	STRK1_99590.1, STRK1_24300.1	SSPN1_23700.1
OG0000199	STRK1_31630.1, STRK1_31630.2	SSPN1_38700.1
OG0000201	STRK1_106540.1, STRK1_38650.1, STRK1_106550.1, STRK1_106550.2	SSPN1_39240.1
OG0000202	STRK1_49150.1	SSPN1_48410.1, SSPN1_48410.2, SSPN1_48410.3
OG0000203	STRK1_79300.3, STRK1_79300.2, STRK1_79300.1	SSPN1_79110.1
OG0000204	STRK1_83880.1, STRK1_83920.1	SSPN1_83530.1
OG0000204	STRK1_83900.1, STRK1_83910.1	SSPN1_83500.1, SSPN1_83510.1, SSPN1_83490.1, SSPN1_83480.1
OG0000204	STRK1_83950.1	SSPN1_83540.1
OG0000204	STRK1_83890.1	SSPN1_83520.1
OG0000205	STRK1_2090.1	SSPN1_11530.1, SSPN1_11530.7, SSPN1_11530.4, SSPN1_11530.10, SSPN1_11530.11, SSPN1_11530.12, SSPN1_11530.2, SSPN1_11530.3, SSPN1_11530.5, SSPN1_11530.6, SSPN1_11530.8, SSPN1_11530.9
OG0000206	STRK1_35690.4, STRK1_35690.5	SSPN1_36190.2, SSPN1_36190.4, SSPN1_36190.8
OG0000207	STRK1_36180.1	SSPN1_35290.1
OG0000207	STRK1_36170.1	SSPN1_35280.1
OG0000208	STRK1_70670.1	SSPN1_69990.22, SSPN1_69990.7, SSPN1_69990.1, SSPN1_69990.6, SSPN1_69990.2, SSPN1_69990.8, SSPN1_69990.20, SSPN1_69990.21, SSPN1_69990.10, SSPN1_69990.11, SSPN1_69990.12, SSPN1_69990.13, SSPN1_69990.14, SSPN1_69990.15, SSPN1_69990.16, SSPN1_69990.17, SSPN1_69990.18, SSPN1_69990.19, SSPN1_69990.3, SSPN1_69990.4, SSPN1_69990.5, SSPN1_69990.9
OG0000209	STRK1_12090.7, STRK1_12090.2, STRK1_12090.3, STRK1_12090.4, STRK1_12090.5, STRK1_12090.6, STRK1_12090.1	SSPN1_8780.2, SSPN1_8780.3, SSPN1_8780.4, SSPN1_8780.1, SSPN1_8780.5, SSPN1_8780.6, SSPN1_8780.7, SSPN1_8780.8
OG0000210	STRK1_82570.1, STRK1_82570.2, STRK1_82580.1, STRK1_82590.1	SSPN1_82100.2, SSPN1_82100.1, SSPN1_82100.3, SSPN1_82100.4
OG0000211	STRK1_6370.1	SSPN1_6930.4, SSPN1_6930.2, SSPN1_6930.5, SSPN1_6930.6, SSPN1_6930.3, SSPN1_6930.1, SSPN1_6930.7, SSPN1_6930.8
OG0000212	STRK1_22730.1	SSPN1_24360.1, SSPN1_24360.2
OG0000213	STRK1_3000.1	SSPN1_14950.1
OG0000214	STRK1_6400.1, STRK1_6400.2, STRK1_6400.5, STRK1_6400.4, STRK1_6400.3	SSPN1_4560.1, SSPN1_4560.2, SSPN1_4560.3, SSPN1_4560.4
OG0000216	STRK1_45300.1, STRK1_57560.1	SSPN1_11430.1, SSPN1_15700.1
OG0000217	STRK1_31420.1	SSPN1_38480.3
OG0000218	STRK1_14420.1	SSPN1_14020.2, SSPN1_14020.1, SSPN1_14020.3, SSPN1_14020.4
OG0000219	STRK1_61660.1	SSPN1_63930.4, SSPN1_63930.5, SSPN1_63930.6, SSPN1_63930.1, SSPN1_63930.3, SSPN1_63930.2
OG0000220	STRK1_96360.1, STRK1_75400.1, STRK1_75400.2	SSPN1_71230.2, SSPN1_71230.1, SSPN1_71230.4, SSPN1_71230.3
OG0000221	STRK1_9390.1, STRK1_9390.2	SSPN1_20480.1
OG0000221	STRK1_17630.1	SSPN1_2420.2, SSPN1_2420.5, SSPN1_2420.1, SSPN1_2420.3, SSPN1_2420.4
OG0000222	STRK1_72970.1, STRK1_72970.2	SSPN1_73520.3, SSPN1_73520.7, SSPN1_73520.2, SSPN1_73520.1, SSPN1_73520.5, SSPN1_73520.4, SSPN1_73520.6
OG0000223	STRK1_9570.1	SSPN1_20280.4, SSPN1_20280.5, SSPN1_20280.6, SSPN1_20280.7, SSPN1_20280.1, SSPN1_20280.2, SSPN1_20280.3
OG0000224	STRK1_3630.1, STRK1_3630.2, STRK1_3630.3	SSPN1_5960.1
OG0000225	STRK1_17080.1	SSPN1_2950.4, SSPN1_2950.1, SSPN1_2950.2, SSPN1_2950.3
OG0000226	STRK1_110110.1, STRK1_111280.1, STRK1_36050.1	SSPN1_35710.1
OG0000227	STRK1_105550.1, STRK1_67030.1	SSPN1_66460.7, SSPN1_66460.4, SSPN1_66460.6, SSPN1_66460.1, SSPN1_66460.2, SSPN1_66460.3, SSPN1_66460.5, SSPN1_66460.8
OG0000228	STRK1_37190.1	SSPN1_40820.1, SSPN1_40820.5, SSPN1_40820.2, SSPN1_40820.3, SSPN1_40820.4
OG0000229	STRK1_57310.1, STRK1_57310.2	SSPN1_57050.1
OG0000230	STRK1_64230.1, STRK1_64230.2	SSPN1_60900.2, SSPN1_60900.1, SSPN1_60900.10, SSPN1_60900.11, SSPN1_60900.13, SSPN1_60900.14, SSPN1_60900.15, SSPN1_60900.16, SSPN1_60900.3, SSPN1_60900.4, SSPN1_60900.7, SSPN1_60900.8, SSPN1_60900.9, SSPN1_60900.17, SSPN1_60900.12, SSPN1_60900.5, SSPN1_60900.6
OG0000231	STRK1_110380.1, STRK1_50370.1, STRK1_50380.1	SSPN1_47250.1
OG0000231	STRK1_110160.1	SSPN1_47240.1
OG0000232	STRK1_99690.1, STRK1_83240.1, STRK1_83250.1, STRK1_83250.2, STRK1_106480.1, STRK1_83260.1, STRK1_99680.1, STRK1_83320.1, STRK1_83330.1, STRK1_89390.1, STRK1_95940.1, STRK1_110620.1, STRK1_89380.1, STRK1_110630.1, STRK1_109600.1, STRK1_109620.1, STRK1_109610.1, STRK1_67560.3, STRK1_67560.1, STRK1_67560.2, STRK1_106670.1	SSPN1_83340.1, SSPN1_83270.1, SSPN1_83270.6, SSPN1_83310.1, SSPN1_83270.2, SSPN1_83290.1, SSPN1_83270.4, SSPN1_83270.5, SSPN1_83270.3, SSPN1_83320.1, SSPN1_83320.2, SSPN1_83330.1, SSPN1_83320.4, SSPN1_83320.3
OG0000234	STRK1_32720.1, STRK1_100400.1, STRK1_100400.2	SSPN1_32640.4, SSPN1_32640.3, SSPN1_32640.5, SSPN1_32640.6, SSPN1_32640.2, SSPN1_32640.9, SSPN1_32640.7, SSPN1_32640.8, SSPN1_32640.1
OG0000235	STRK1_16390.1, STRK1_16390.2	SSPN1_3750.1, SSPN1_3760.1, SSPN1_3760.2
OG0000236	STRK1_48030.1	SSPN1_52580.1
OG0000237	STRK1_46580.1, STRK1_46580.2	SSPN1_50460.1, SSPN1_50460.2, SSPN1_50460.3, SSPN1_50460.4, SSPN1_50460.5
OG0000238	STRK1_33370.1	SSPN1_33340.1
OG0000239	STRK1_25400.1	SSPN1_26240.8, SSPN1_26240.5, SSPN1_26240.6, SSPN1_26240.9, SSPN1_26240.11, SSPN1_26240.7, SSPN1_26240.4, SSPN1_26240.3, SSPN1_26240.1, SSPN1_26240.10, SSPN1_26240.2
OG0000239	STRK1_82380.1, STRK1_96300.1, STRK1_111340.1, STRK1_82370.1	SSPN1_82270.1
OG0000240	STRK1_36510.1	SSPN1_28350.2, SSPN1_28350.3
OG0000240	STRK1_36510.2	SSPN1_28350.1
OG0000241	STRK1_22340.1	SSPN1_22930.1
OG0000242	STRK1_7310.1	SSPN1_7470.1
OG0000243	STRK1_15380.2, STRK1_15380.5, STRK1_15380.3, STRK1_15380.4, STRK1_15380.1	SSPN1_5170.1
OG0000244	STRK1_5740.1	SSPN1_6080.1, SSPN1_6080.3, SSPN1_6080.2
OG0000245	STRK1_2610.1, STRK1_2610.2	SSPN1_11010.3, SSPN1_11010.1, SSPN1_11010.2
OG0000246	STRK1_110700.1	SSPN1_79120.1
OG0000247	STRK1_6610.2, STRK1_6610.1, STRK1_6610.3, STRK1_96250.1	SSPN1_4750.1
OG0000248	STRK1_62100.3, STRK1_62100.4, STRK1_62100.1, STRK1_62100.2	SSPN1_59600.1, SSPN1_59600.4, SSPN1_59600.2, SSPN1_59600.5, SSPN1_59600.6, SSPN1_59600.3
OG0000249	STRK1_3790.1	SSPN1_11900.1, SSPN1_11900.3, SSPN1_11900.2, SSPN1_11900.5, SSPN1_11900.4
OG0000250	STRK1_38330.1, STRK1_99630.1, STRK1_99640.1	SSPN1_31010.1, SSPN1_31010.9, SSPN1_31010.2, SSPN1_31010.3, SSPN1_31010.7, SSPN1_31010.4, SSPN1_31010.5, SSPN1_31010.6, SSPN1_31010.8
OG0000251	STRK1_76350.1, STRK1_76350.2	SSPN1_75760.1
OG0000252	STRK1_41280.1, STRK1_41280.2	SSPN1_31830.3, SSPN1_31830.4, SSPN1_31830.2, SSPN1_31830.1, SSPN1_31830.5, SSPN1_31830.6, SSPN1_26360.1
OG0000253	STRK1_4200.1	SSPN1_10720.1
OG0000254	STRK1_8800.2, STRK1_8800.5, STRK1_8800.1, STRK1_8800.3, STRK1_8790.1, STRK1_8800.4	SSPN1_9080.5, SSPN1_9080.4, SSPN1_9080.1, SSPN1_9080.2, SSPN1_9080.3, SSPN1_9080.6, SSPN1_9080.7
OG0000255	STRK1_27350.1	SSPN1_27580.3, SSPN1_27580.4, SSPN1_27580.1, SSPN1_27580.2
OG0000256	STRK1_43030.1, STRK1_43030.3, STRK1_43030.2	SSPN1_43770.1, SSPN1_43770.2
OG0000257	STRK1_26610.1, STRK1_26610.2, STRK1_26610.3, STRK1_26610.4	SSPN1_25070.1, SSPN1_25070.10, SSPN1_25070.2, SSPN1_25070.3, SSPN1_25070.4, SSPN1_25070.5, SSPN1_25070.6, SSPN1_25070.7, SSPN1_25070.11, SSPN1_25070.8, SSPN1_25070.9
OG0000259	STRK1_26930.1	SSPN1_25030.5, SSPN1_25030.1, SSPN1_25030.4, SSPN1_25030.9, SSPN1_25030.3, SSPN1_25030.6, SSPN1_25030.7, SSPN1_25030.8, SSPN1_25030.10, SSPN1_25030.2
OG0000260	STRK1_20550.1	SSPN1_21030.3, SSPN1_21030.2, SSPN1_21030.1, SSPN1_21030.4
OG0000261	STRK1_68260.4, STRK1_68260.2, STRK1_68260.1, STRK1_68260.3	SSPN1_67600.1, SSPN1_67600.3, SSPN1_67600.6, SSPN1_67600.2, SSPN1_67600.5, SSPN1_67600.7, SSPN1_67600.8, SSPN1_67600.9, SSPN1_67600.10, SSPN1_67600.11, SSPN1_67600.4
OG0000262	STRK1_29090.1, STRK1_29090.2	SSPN1_29850.3, SSPN1_29850.2, SSPN1_29850.4, SSPN1_29850.1
OG0000263	STRK1_58480.1	SSPN1_60130.1
OG0000264	STRK1_82020.1	SSPN1_81800.1, SSPN1_81750.1
OG0000264	STRK1_82030.1	SSPN1_81760.1, SSPN1_81760.2
OG0000264	STRK1_99780.1	SSPN1_4770.1
OG0000266	STRK1_79400.1	SSPN1_79030.1, SSPN1_79030.2, SSPN1_79030.4, SSPN1_79030.5, SSPN1_79030.3
OG0000267	STRK1_78620.1, STRK1_78620.2	SSPN1_78120.2, SSPN1_78120.4, SSPN1_78120.1, SSPN1_78120.3, SSPN1_78120.6, SSPN1_78120.5
OG0000268	STRK1_69760.1	SSPN1_69030.1
OG0000268	STRK1_12950.1	SSPN1_7920.1
OG0000269	STRK1_16300.1	SSPN1_3850.1
OG0000270	STRK1_25920.1, STRK1_25920.5, STRK1_25920.6, STRK1_25920.2, STRK1_25920.3, STRK1_25920.4	SSPN1_25770.5, SSPN1_25770.2, SSPN1_25770.4, SSPN1_25770.3, SSPN1_25770.1
OG0000271	STRK1_52250.1	SSPN1_49260.1
OG0000272	STRK1_4830.1, STRK1_4830.2, STRK1_4830.4, STRK1_4830.3	SSPN1_15760.10, SSPN1_15760.6, SSPN1_15760.7, SSPN1_15760.3, SSPN1_15760.11, SSPN1_15760.12, SSPN1_15760.5, SSPN1_15760.2, SSPN1_15760.4, SSPN1_15760.13, SSPN1_15760.8, SSPN1_15760.9, SSPN1_15760.1
OG0000273	STRK1_7040.1, STRK1_7050.1	SSPN1_7230.1, SSPN1_7230.2, SSPN1_7230.3, SSPN1_7230.4, SSPN1_7230.6, SSPN1_7230.5, SSPN1_7230.7
OG0000274	STRK1_76560.5, STRK1_76560.3, STRK1_76560.4, STRK1_76560.1, STRK1_76560.2	SSPN1_76970.1, SSPN1_76970.4, SSPN1_76970.5, SSPN1_76970.2, SSPN1_76970.3
OG0000275	STRK1_33550.1	SSPN1_33490.1, SSPN1_33490.2
OG0000276	STRK1_71710.1	SSPN1_70290.2, SSPN1_70290.1, SSPN1_70290.3
OG0000277	STRK1_89530.1, STRK1_89530.2, STRK1_89530.3	SSPN1_88980.1
OG0000278	STRK1_18780.1	SSPN1_77550.1
OG0000281	STRK1_81070.1	SSPN1_80860.1, SSPN1_80860.2
OG0000281	STRK1_15090.1	SSPN1_14780.1, SSPN1_14780.2, SSPN1_14780.3, SSPN1_14780.4, SSPN1_14780.5
OG0000281	STRK1_15770.1	SSPN1_4370.1, SSPN1_4370.2
OG0000282	STRK1_48760.1, STRK1_48760.2	SSPN1_52970.3, SSPN1_52970.8, SSPN1_52970.2, SSPN1_52970.4, SSPN1_52970.5, SSPN1_52970.7, SSPN1_52970.1, SSPN1_52970.6
OG0000283	STRK1_60510.1, STRK1_60510.2, STRK1_60500.1, STRK1_60950.1, STRK1_60960.1	SSPN1_62930.7, SSPN1_62930.2, SSPN1_62930.4, SSPN1_62930.5, SSPN1_62930.3, SSPN1_62930.1, SSPN1_62930.6
OG0000284	STRK1_37300.1, STRK1_37300.2	SSPN1_40960.7, SSPN1_40960.8, SSPN1_40960.9, SSPN1_40960.6, SSPN1_40960.1, SSPN1_40960.10, SSPN1_40960.11, SSPN1_40960.12, SSPN1_40960.2, SSPN1_40960.3, SSPN1_40960.4, SSPN1_40960.5
OG0000285	STRK1_31040.1, STRK1_31040.2	SSPN1_34710.4, SSPN1_34710.1, SSPN1_34710.5, SSPN1_34710.6, SSPN1_34710.2, SSPN1_34710.3, SSPN1_34710.7
OG0000286	STRK1_37690.1	SSPN1_41380.1
OG0000286	STRK1_37650.3, STRK1_37650.1, STRK1_37650.2	SSPN1_41350.1
OG0000287	STRK1_71740.1, STRK1_71740.2, STRK1_71740.3	SSPN1_70250.3, SSPN1_70250.9, SSPN1_70250.7, SSPN1_70250.8, SSPN1_70250.1, SSPN1_70250.2, SSPN1_70250.4, SSPN1_70250.5, SSPN1_70250.6
OG0000288	STRK1_84080.1	SSPN1_83680.1
OG0000289	STRK1_14180.1, STRK1_14180.3, STRK1_14180.2	SSPN1_13780.1, SSPN1_13780.2, SSPN1_13780.3, SSPN1_13780.7, SSPN1_13780.8, SSPN1_13780.5, SSPN1_13780.4, SSPN1_13780.6, SSPN1_13780.9
OG0000290	STRK1_25340.1, STRK1_25340.2	SSPN1_26300.1
OG0000290	STRK1_20740.1, STRK1_20740.2	SSPN1_20880.2, SSPN1_20880.1
