Orthogroup	schistosoma_haematobium	schistosoma_mattheei
OG0000056	SHAE2_101630.1, SHAE2_43920.1	SMTH1_36280.1, SMTH1_38140.1, SMTH1_42870.1
OG0000056	SHAE2_38240.1, SHAE2_86550.1, SHAE2_47250.1	SMTH1_25400.1
OG0000056	SHAE2_64070.1	SMTH1_61570.1
OG0000057	SHAE2_47220.1	SMTH1_79310.1, SMTH1_54740.1
OG0000057	SHAE2_78890.1	SMTH1_28420.1, SMTH1_33050.1
OG0000057	SHAE2_94710.1, SHAE2_39100.1	SMTH1_59410.1
OG0000058	SHAE2_95540.1	SMTH1_100010.3, SMTH1_100010.2, SMTH1_100010.1
OG0000058	SHAE2_84800.1, SHAE2_84800.2	SMTH1_89470.1
OG0000058	SHAE2_84790.1, SHAE2_84790.2, SHAE2_84790.3	SMTH1_89480.1
OG0000058	SHAE2_84750.1	SMTH1_89510.1, SMTH1_89510.2
OG0000058	SHAE2_84740.1	SMTH1_89520.1
OG0000060	SHAE2_69670.1, SHAE2_69670.10, SHAE2_69670.6, SHAE2_69670.7, SHAE2_69670.9, SHAE2_69670.11, SHAE2_69670.5, SHAE2_69670.2, SHAE2_69670.4, SHAE2_69670.3, SHAE2_69670.12, SHAE2_69670.8	SMTH1_72720.1
OG0000061	SHAE2_55850.1, SHAE2_55850.11, SHAE2_55850.13, SHAE2_55850.12, SHAE2_55850.10, SHAE2_55850.5, SHAE2_55850.6, SHAE2_55850.7, SHAE2_55850.8, SHAE2_55850.2, SHAE2_55850.9, SHAE2_55850.3, SHAE2_55850.4	SMTH1_58650.1
OG0000062	SHAE2_6660.14, SHAE2_6660.4, SHAE2_6660.16, SHAE2_6660.19	SMTH1_7050.1
OG0000062	SHAE2_6660.2, SHAE2_6660.18, SHAE2_6660.8, SHAE2_6660.7, SHAE2_6660.5, SHAE2_6660.1, SHAE2_6660.12, SHAE2_6660.17, SHAE2_6660.20, SHAE2_6660.9, SHAE2_6660.10, SHAE2_6660.11, SHAE2_6660.15, SHAE2_6660.6, SHAE2_6660.13	SMTH1_7060.1
OG0000063	SHAE2_42340.5, SHAE2_42340.11, SHAE2_42340.1, SHAE2_42340.4, SHAE2_42340.6, SHAE2_42340.14, SHAE2_42340.16, SHAE2_42340.13, SHAE2_42340.17, SHAE2_42340.19	SMTH1_43840.1
OG0000064	SHAE2_4750.14, SHAE2_4750.27, SHAE2_4750.8, SHAE2_4750.10, SHAE2_4750.15, SHAE2_4750.25, SHAE2_4750.26, SHAE2_4750.13, SHAE2_4750.6, SHAE2_4750.21, SHAE2_4750.11, SHAE2_4750.3, SHAE2_4750.7, SHAE2_4750.30, SHAE2_4750.12, SHAE2_4750.19, SHAE2_4750.18, SHAE2_4750.17, SHAE2_4750.9, SHAE2_4750.28, SHAE2_4750.29, SHAE2_4750.32, SHAE2_4750.23, SHAE2_4750.24, SHAE2_4750.2, SHAE2_4750.5, SHAE2_4750.31, SHAE2_4750.22, SHAE2_4750.33, SHAE2_4750.1, SHAE2_4750.4, SHAE2_4750.20, SHAE2_4750.16	SMTH1_4870.3, SMTH1_4870.5, SMTH1_4870.4, SMTH1_4870.10, SMTH1_4870.7, SMTH1_4870.6, SMTH1_4870.8, SMTH1_4870.12, SMTH1_4870.13, SMTH1_4870.14, SMTH1_4870.11, SMTH1_4870.1, SMTH1_4870.2, SMTH1_4870.9, SMTH1_4870.15
OG0000065	SHAE2_25330.1, SHAE2_25350.1, SHAE2_25340.1	SMTH1_107120.1
OG0000065	SHAE2_25400.1, SHAE2_25390.2, SHAE2_25390.1, SHAE2_25390.3, SHAE2_25390.5, SHAE2_25390.4	SMTH1_25650.1
OG0000066	SHAE2_40030.11, SHAE2_40030.4, SHAE2_40030.7	SMTH1_41200.7, SMTH1_41200.4
OG0000066	SHAE2_40030.3, SHAE2_40030.10	SMTH1_41200.6
OG0000067	SHAE2_71830.19, SHAE2_71830.16, SHAE2_71830.6, SHAE2_71830.8, SHAE2_71830.10, SHAE2_71830.14, SHAE2_71830.15, SHAE2_71830.9, SHAE2_71830.11, SHAE2_71830.20, SHAE2_71830.13, SHAE2_71830.2, SHAE2_71830.1, SHAE2_71830.12, SHAE2_71830.17, SHAE2_71830.18, SHAE2_71830.3, SHAE2_71830.4, SHAE2_71830.7, SHAE2_71830.5	SMTH1_75020.12, SMTH1_75020.11, SMTH1_75020.13, SMTH1_75020.1, SMTH1_75020.8, SMTH1_75020.2, SMTH1_75020.5, SMTH1_75020.6, SMTH1_75020.7, SMTH1_75020.9, SMTH1_75020.3, SMTH1_75020.4, SMTH1_75020.10
OG0000068	SHAE2_57070.1, SHAE2_57070.2, SHAE2_57070.3	SMTH1_60000.1, SMTH1_60010.1
OG0000068	SHAE2_100120.2, SHAE2_100120.1, SHAE2_100120.3	SMTH1_105080.1, SMTH1_105080.2
OG0000068	SHAE2_39460.1	SMTH1_40460.1
OG0000068	SHAE2_39470.1	SMTH1_40460.5
OG0000068	SHAE2_30990.1	SMTH1_31850.1
OG0000069	SHAE2_22730.1	SMTH1_22730.2, SMTH1_22710.1, SMTH1_22730.1
OG0000070	SHAE2_46580.3	SMTH1_48740.1
OG0000071	SHAE2_36970.11, SHAE2_36970.2, SHAE2_36970.3, SHAE2_36970.5, SHAE2_36970.8, SHAE2_36970.9, SHAE2_36970.10, SHAE2_36970.13, SHAE2_36970.4, SHAE2_36970.6, SHAE2_36970.7, SHAE2_36970.12, SHAE2_36970.14, SHAE2_36970.1	SMTH1_37950.1
OG0000072	SHAE2_94930.1, SHAE2_94930.2	SMTH1_99330.1, SMTH1_99340.1
OG0000073	SHAE2_58540.12, SHAE2_58540.3, SHAE2_58540.7, SHAE2_58550.10, SHAE2_58550.12, SHAE2_58550.14, SHAE2_58550.15, SHAE2_58550.7, SHAE2_58540.8, SHAE2_58550.2, SHAE2_58540.1, SHAE2_58540.2, SHAE2_58540.9, SHAE2_58550.1, SHAE2_58550.13, SHAE2_58550.16, SHAE2_58550.3, SHAE2_58550.6, SHAE2_58550.8, SHAE2_58550.4, SHAE2_58540.13, SHAE2_58540.4, SHAE2_58540.5, SHAE2_58550.11, SHAE2_58550.9, SHAE2_58540.10, SHAE2_58540.6	SMTH1_61880.1, SMTH1_61880.2, SMTH1_61880.3
OG0000074	SHAE2_1560.2	SMTH1_1470.7, SMTH1_1470.8, SMTH1_1470.4, SMTH1_1470.1, SMTH1_1470.2, SMTH1_1470.3
OG0000074	SHAE2_1560.1	SMTH1_1470.5
OG0000074	SHAE2_93350.1	SMTH1_97660.1
OG0000074	SHAE2_13230.1	SMTH1_12710.1, SMTH1_12710.2, SMTH1_12710.4, SMTH1_12710.3
OG0000074	SHAE2_93440.1	SMTH1_97780.1
OG0000075	SHAE2_36730.1, SHAE2_36730.2, SHAE2_36730.10, SHAE2_36730.12, SHAE2_36730.14, SHAE2_36730.18, SHAE2_36730.19, SHAE2_36730.20, SHAE2_36730.21, SHAE2_36730.3, SHAE2_36730.4, SHAE2_36730.5, SHAE2_36730.6, SHAE2_36730.7, SHAE2_36730.8, SHAE2_36730.9, SHAE2_36730.17, SHAE2_36730.13, SHAE2_36730.15, SHAE2_36730.16, SHAE2_36730.22, SHAE2_36730.23, SHAE2_36730.11	SMTH1_37710.1, SMTH1_37730.1, SMTH1_37720.1
OG0000076	SHAE2_96250.2, SHAE2_96250.1	SMTH1_100810.1
OG0000076	SHAE2_4440.10, SHAE2_4440.9, SHAE2_4440.5	SMTH1_4450.2, SMTH1_4450.3, SMTH1_4450.4
OG0000076	SHAE2_4440.2, SHAE2_4440.6, SHAE2_4440.7, SHAE2_4440.8, SHAE2_4440.1, SHAE2_4440.4, SHAE2_4440.3	SMTH1_4450.1, SMTH1_4450.5
OG0000077	SHAE2_12640.13, SHAE2_12640.12, SHAE2_12640.1, SHAE2_12640.4, SHAE2_12640.5, SHAE2_12640.14, SHAE2_12640.15, SHAE2_12640.11, SHAE2_12640.8, SHAE2_12640.2, SHAE2_12640.3, SHAE2_12640.6, SHAE2_12640.10, SHAE2_12640.9, SHAE2_12640.7	SMTH1_12170.1, SMTH1_12170.2, SMTH1_12170.4, SMTH1_12170.3, SMTH1_12170.10, SMTH1_12170.8, SMTH1_12170.5, SMTH1_12170.7, SMTH1_12170.9, SMTH1_12170.6
OG0000078	SHAE2_6060.12, SHAE2_6060.14, SHAE2_6060.10, SHAE2_6060.13, SHAE2_6060.3, SHAE2_6060.7, SHAE2_6060.5, SHAE2_6060.4, SHAE2_6060.6, SHAE2_6060.9	SMTH1_6320.1
OG0000079	SHAE2_32920.2	SMTH1_34060.3
OG0000079	SHAE2_32920.1, SHAE2_32920.3	SMTH1_34060.5
OG0000079	SHAE2_57130.8	SMTH1_60070.2
OG0000079	SHAE2_57130.5, SHAE2_57130.4, SHAE2_57130.7, SHAE2_57130.9	SMTH1_60070.4, SMTH1_60070.3, SMTH1_60070.1
OG0000080	SHAE2_46980.11, SHAE2_46980.13, SHAE2_46980.9, SHAE2_46980.8, SHAE2_46980.2, SHAE2_46980.4, SHAE2_46980.5, SHAE2_46980.6, SHAE2_46980.3, SHAE2_46980.7, SHAE2_46980.12, SHAE2_46980.10, SHAE2_46980.1	SMTH1_49150.2, SMTH1_49150.4, SMTH1_49150.7
OG0000080	SHAE2_46980.14	SMTH1_49150.8
OG0000081	SHAE2_75080.1	SMTH1_42880.1
OG0000081	SHAE2_75080.1	SMTH1_870.1
OG0000082	SHAE2_12290.1	SMTH1_11790.11, SMTH1_11790.12, SMTH1_11790.1, SMTH1_11790.2, SMTH1_11790.3, SMTH1_11790.4, SMTH1_11790.5, SMTH1_11790.9, SMTH1_11790.8, SMTH1_11790.10, SMTH1_11790.6, SMTH1_11790.7, SMTH1_11790.13, SMTH1_11790.14
OG0000083	SHAE2_18750.1	SMTH1_6760.1, SMTH1_6760.2, SMTH1_23650.1
OG0000084	SHAE2_33130.1	SMTH1_40160.1, SMTH1_86290.1
OG0000084	SHAE2_58990.1	SMTH1_13360.1
OG0000084	SHAE2_99760.1, SHAE2_20320.1	SMTH1_49180.1
OG0000084	SHAE2_44420.1	SMTH1_65880.1
OG0000084	SHAE2_36800.1	SMTH1_31280.1, SMTH1_31970.1, SMTH1_44840.1
OG0000085	SHAE2_39330.4, SHAE2_39330.1, SHAE2_39330.10, SHAE2_39330.11, SHAE2_39330.12, SHAE2_39330.13, SHAE2_39330.14, SHAE2_39330.2, SHAE2_39330.3, SHAE2_39330.7, SHAE2_39330.15, SHAE2_39330.6, SHAE2_39330.8, SHAE2_39330.5, SHAE2_39330.9	SMTH1_40330.1, SMTH1_40330.10, SMTH1_40330.2, SMTH1_40330.3, SMTH1_40330.4, SMTH1_40330.5, SMTH1_40330.7, SMTH1_40330.8, SMTH1_40330.6, SMTH1_40330.9
OG0000086	SHAE2_77610.2, SHAE2_77610.11, SHAE2_77610.12, SHAE2_77610.13, SHAE2_77610.8, SHAE2_77610.9, SHAE2_77610.7, SHAE2_77610.10, SHAE2_77610.4, SHAE2_77610.5, SHAE2_77610.6, SHAE2_77610.1, SHAE2_77610.3	SMTH1_81430.1
OG0000087	SHAE2_56190.11, SHAE2_56190.3, SHAE2_56190.6, SHAE2_56190.8, SHAE2_56190.5, SHAE2_56190.1, SHAE2_56190.7, SHAE2_56190.2, SHAE2_56190.9, SHAE2_56190.4, SHAE2_56190.10	SMTH1_59010.1, SMTH1_59010.12, SMTH1_59010.14, SMTH1_59010.15, SMTH1_59010.16, SMTH1_59010.6, SMTH1_59010.8, SMTH1_59010.9, SMTH1_59010.13, SMTH1_59010.7, SMTH1_59010.5, SMTH1_59010.10, SMTH1_59010.4, SMTH1_59010.11, SMTH1_59010.17, SMTH1_59010.2, SMTH1_59010.3
OG0000088	SHAE2_3590.2, SHAE2_3590.3, SHAE2_3590.1, SHAE2_3590.4	SMTH1_3690.4, SMTH1_3690.2, SMTH1_3690.3, SMTH1_3690.1
OG0000088	SHAE2_3570.5	SMTH1_3660.2, SMTH1_3660.1, SMTH1_3660.6
OG0000088	SHAE2_3570.6, SHAE2_3570.7, SHAE2_3570.1, SHAE2_3570.3, SHAE2_3570.4	SMTH1_3660.3, SMTH1_3660.7
OG0000090	SHAE2_53200.2	SMTH1_55910.4
OG0000090	SHAE2_53200.2	SMTH1_55910.6
OG0000090	SHAE2_53200.3	SMTH1_55910.4
OG0000090	SHAE2_53200.3	SMTH1_55910.6
OG0000090	SHAE2_53200.4	SMTH1_55910.4
OG0000090	SHAE2_53200.4	SMTH1_55910.6
OG0000090	SHAE2_53200.10	SMTH1_55910.1
OG0000090	SHAE2_53200.10	SMTH1_55910.2
OG0000090	SHAE2_53200.10	SMTH1_55910.3
OG0000090	SHAE2_53200.14	SMTH1_55910.1
OG0000090	SHAE2_53200.14	SMTH1_55910.2
OG0000090	SHAE2_53200.14	SMTH1_55910.3
OG0000090	SHAE2_53200.16	SMTH1_55910.1
OG0000090	SHAE2_53200.16	SMTH1_55910.2
OG0000090	SHAE2_53200.16	SMTH1_55910.3
OG0000090	SHAE2_53200.17	SMTH1_55910.1
OG0000090	SHAE2_53200.17	SMTH1_55910.2
OG0000090	SHAE2_53200.17	SMTH1_55910.3
OG0000091	SHAE2_51130.24, SHAE2_51130.18, SHAE2_51130.19, SHAE2_51130.28, SHAE2_51130.29, SHAE2_51130.12, SHAE2_51130.1, SHAE2_51130.4, SHAE2_51130.23, SHAE2_51130.21, SHAE2_51130.6, SHAE2_51130.2, SHAE2_51130.25, SHAE2_51130.26, SHAE2_51130.3, SHAE2_51130.17, SHAE2_51130.5, SHAE2_51130.13, SHAE2_51130.16, SHAE2_51130.9, SHAE2_51130.27, SHAE2_51130.11, SHAE2_51130.15, SHAE2_51130.20, SHAE2_51130.22, SHAE2_51130.8, SHAE2_51130.10, SHAE2_51130.14, SHAE2_51130.7	SMTH1_53400.1
OG0000092	SHAE2_2520.1, SHAE2_2520.3, SHAE2_2520.2	SMTH1_2640.1, SMTH1_2640.2, SMTH1_2640.3
OG0000092	SHAE2_14980.4, SHAE2_14980.3, SHAE2_14980.1, SHAE2_14980.2	SMTH1_14740.1
OG0000093	SHAE2_43060.1	SMTH1_44730.1
OG0000093	SHAE2_42250.1	SMTH1_43690.1
OG0000093	SHAE2_42250.1	SMTH1_43700.1
OG0000093	SHAE2_42250.1	SMTH1_43710.1
OG0000093	SHAE2_42250.2	SMTH1_43680.1
OG0000093	SHAE2_42250.2	SMTH1_43690.2
OG0000094	SHAE2_10350.10, SHAE2_10350.4, SHAE2_10350.5, SHAE2_10350.9, SHAE2_10350.2, SHAE2_10350.7, SHAE2_10350.14, SHAE2_10350.12, SHAE2_10350.15, SHAE2_10350.17, SHAE2_10350.13, SHAE2_10350.16, SHAE2_10350.18, SHAE2_10350.19, SHAE2_10350.20, SHAE2_10350.21, SHAE2_10350.1, SHAE2_10350.8, SHAE2_10350.3, SHAE2_10350.6, SHAE2_10350.11	SMTH1_9680.2, SMTH1_9680.3, SMTH1_9680.1, SMTH1_9680.5, SMTH1_9680.4, SMTH1_9680.6
OG0000095	SHAE2_65580.5, SHAE2_65580.4, SHAE2_65580.1, SHAE2_65580.2, SHAE2_65580.3, SHAE2_65580.7, SHAE2_65580.8, SHAE2_65580.6, SHAE2_65580.9, SHAE2_65580.11, SHAE2_65580.10	SMTH1_68360.1
OG0000096	SHAE2_38140.1	SMTH1_39100.6, SMTH1_39100.1, SMTH1_39100.2, SMTH1_39100.8, SMTH1_39100.7, SMTH1_39100.3, SMTH1_39100.10, SMTH1_39100.4, SMTH1_39100.5, SMTH1_39100.9
OG0000097	SHAE2_7500.13, SHAE2_7500.31, SHAE2_7500.19, SHAE2_7500.6, SHAE2_7500.28, SHAE2_7500.2, SHAE2_7500.17, SHAE2_7500.21, SHAE2_7500.25, SHAE2_7500.26, SHAE2_7500.29, SHAE2_7500.3, SHAE2_7500.8, SHAE2_7500.10, SHAE2_7500.23, SHAE2_7500.5, SHAE2_7500.9, SHAE2_7500.20, SHAE2_7500.11, SHAE2_7500.4, SHAE2_7500.12, SHAE2_7500.14, SHAE2_7500.15, SHAE2_7500.16, SHAE2_7500.18, SHAE2_7500.22, SHAE2_7500.7, SHAE2_7500.1, SHAE2_7500.24, SHAE2_7500.30, SHAE2_7500.27	SMTH1_7960.1
OG0000098	SHAE2_44010.1, SHAE2_44020.1, SHAE2_44010.2, SHAE2_99810.1, SHAE2_44010.3	SMTH1_45820.1, SMTH1_45820.2
OG0000098	SHAE2_71040.5, SHAE2_71040.4, SHAE2_71040.1, SHAE2_71040.2, SHAE2_71040.6, SHAE2_71040.7, SHAE2_71040.3	SMTH1_74230.1, SMTH1_74220.1
OG0000099	SHAE2_72020.2	SMTH1_75170.1
OG0000099	SHAE2_76260.1	SMTH1_80070.5, SMTH1_80070.1, SMTH1_80070.4, SMTH1_80070.2, SMTH1_80070.3
OG0000101	SHAE2_9590.1, SHAE2_8840.1, SHAE2_9490.1, SHAE2_9510.1, SHAE2_9520.1, SHAE2_9530.1, SHAE2_9550.1, SHAE2_9560.1, SHAE2_9580.1, SHAE2_9610.1, SHAE2_9230.1, SHAE2_9710.1, SHAE2_9010.1, SHAE2_8890.1, SHAE2_8700.1, SHAE2_8710.1, SHAE2_8780.1, SHAE2_8800.1, SHAE2_8810.1, SHAE2_8850.1, SHAE2_8860.1, SHAE2_8880.1, SHAE2_8940.1, SHAE2_8950.1, SHAE2_8960.1, SHAE2_8970.1, SHAE2_8980.1, SHAE2_8990.1, SHAE2_9000.1, SHAE2_9020.1, SHAE2_9040.1, SHAE2_9050.1, SHAE2_9060.1, SHAE2_9070.1, SHAE2_9080.1, SHAE2_9090.1, SHAE2_9110.1, SHAE2_9120.1, SHAE2_9130.1, SHAE2_9140.1, SHAE2_9160.1, SHAE2_9170.1, SHAE2_9180.1, SHAE2_9190.1, SHAE2_9200.1, SHAE2_9210.1, SHAE2_9220.1, SHAE2_9240.1, SHAE2_9250.1, SHAE2_9260.1, SHAE2_9270.1, SHAE2_9280.1, SHAE2_9290.1, SHAE2_9300.1, SHAE2_9360.1, SHAE2_9380.1, SHAE2_9390.1, SHAE2_9400.1, SHAE2_9410.1, SHAE2_9430.1, SHAE2_9440.1, SHAE2_9460.1, SHAE2_9470.1, SHAE2_9480.1, SHAE2_9500.1, SHAE2_9540.1, SHAE2_9570.1, SHAE2_9620.1, SHAE2_9630.1, SHAE2_9640.1, SHAE2_9650.1, SHAE2_9660.1, SHAE2_9670.1, SHAE2_9680.1, SHAE2_9700.1, SHAE2_9730.1, SHAE2_9750.1, SHAE2_9760.1, SHAE2_9780.1, SHAE2_9790.1, SHAE2_9810.1, SHAE2_9820.1, SHAE2_9850.1, SHAE2_9860.1, SHAE2_9880.1, SHAE2_8920.1, SHAE2_9100.1, SHAE2_9600.1, SHAE2_8870.1, SHAE2_9310.1, SHAE2_9320.1, SHAE2_9330.1, SHAE2_9340.1, SHAE2_9370.1, SHAE2_9350.1, SHAE2_8640.1, SHAE2_8650.1, SHAE2_8670.1, SHAE2_8680.1, SHAE2_8690.1, SHAE2_8660.1, SHAE2_8720.1, SHAE2_8770.1, SHAE2_9030.1, SHAE2_9150.1, SHAE2_9830.1, SHAE2_9690.1, SHAE2_9800.1, SHAE2_9870.1, SHAE2_9840.1, SHAE2_9910.1	SMTH1_21060.1
OG0000102	SHAE2_6460.2, SHAE2_6460.3	SMTH1_6850.3, SMTH1_6850.4
OG0000102	SHAE2_62580.2, SHAE2_62580.1, SHAE2_62580.4, SHAE2_62580.3, SHAE2_62580.5	SMTH1_65150.1
OG0000103	SHAE2_78650.3, SHAE2_78650.4, SHAE2_78650.6, SHAE2_78650.1, SHAE2_78650.2, SHAE2_78650.5, SHAE2_78650.7	SMTH1_82550.10, SMTH1_82550.1, SMTH1_82550.2, SMTH1_82550.3, SMTH1_82550.4, SMTH1_82550.8, SMTH1_82550.7, SMTH1_82550.5, SMTH1_82550.6, SMTH1_82550.9
OG0000104	SHAE2_6650.1, SHAE2_6650.15, SHAE2_6650.4, SHAE2_6650.7, SHAE2_6650.11, SHAE2_6650.14, SHAE2_6650.5, SHAE2_6650.9, SHAE2_6650.8, SHAE2_6650.17, SHAE2_6650.13, SHAE2_6650.16, SHAE2_6650.2, SHAE2_6650.3, SHAE2_6650.10, SHAE2_6650.12, SHAE2_6650.6	SMTH1_7040.1
OG0000105	SHAE2_8290.24, SHAE2_8290.25, SHAE2_8290.17, SHAE2_8290.22, SHAE2_8290.18, SHAE2_8290.21, SHAE2_8290.10, SHAE2_8290.12, SHAE2_8290.20, SHAE2_8290.23, SHAE2_8290.13, SHAE2_8290.11, SHAE2_8290.15, SHAE2_8290.1, SHAE2_8290.4, SHAE2_8290.5, SHAE2_8290.6, SHAE2_8290.7, SHAE2_8290.16, SHAE2_8290.19, SHAE2_8290.2, SHAE2_8290.3, SHAE2_8290.14, SHAE2_8290.9, SHAE2_8290.8	SMTH1_8820.1, SMTH1_8820.2, SMTH1_8820.3, SMTH1_8820.4, SMTH1_8820.5, SMTH1_8820.6, SMTH1_8820.7, SMTH1_8820.8, SMTH1_8820.9
OG0000106	SHAE2_78090.1	SMTH1_81960.1, SMTH1_107260.1
OG0000106	SHAE2_78060.1	SMTH1_81920.1
OG0000106	SHAE2_78100.1	SMTH1_107270.1
OG0000106	SHAE2_78050.1, SHAE2_78050.2	SMTH1_81900.1
OG0000107	SHAE2_54350.1	SMTH1_57030.1
OG0000108	SHAE2_10210.8, SHAE2_10210.10, SHAE2_10210.4, SHAE2_10210.3, SHAE2_10210.5, SHAE2_10210.11, SHAE2_10210.13, SHAE2_10210.14, SHAE2_10210.15, SHAE2_10210.16, SHAE2_10210.17, SHAE2_10210.2, SHAE2_10210.9, SHAE2_10210.1, SHAE2_10210.12, SHAE2_10210.7, SHAE2_10210.6	SMTH1_9500.1
OG0000110	SHAE2_32170.1	SMTH1_33110.1
OG0000110	SHAE2_32120.2, SHAE2_32120.1	SMTH1_33070.1, SMTH1_33080.1
OG0000110	SHAE2_32180.2	SMTH1_33120.1
OG0000110	SHAE2_32190.2	SMTH1_33130.1
OG0000111	SHAE2_44090.1	SMTH1_45910.1
OG0000111	SHAE2_55270.1	SMTH1_57950.1
OG0000111	SHAE2_33500.1	SMTH1_34690.1, SMTH1_34690.2
OG0000111	SHAE2_33520.1, SHAE2_33520.2	SMTH1_34710.1, SMTH1_34710.2
OG0000112	SHAE2_89140.2, SHAE2_89140.8, SHAE2_89140.1, SHAE2_89140.7, SHAE2_89140.5, SHAE2_89140.6, SHAE2_89140.4, SHAE2_89140.3, SHAE2_89140.10, SHAE2_89140.15, SHAE2_89140.12, SHAE2_89140.17, SHAE2_89140.16, SHAE2_89140.14, SHAE2_89140.24, SHAE2_89140.20, SHAE2_89140.11, SHAE2_89140.9, SHAE2_89140.23, SHAE2_89140.26, SHAE2_89140.27, SHAE2_89140.18, SHAE2_89140.25, SHAE2_89140.13, SHAE2_89140.22, SHAE2_89140.21, SHAE2_89140.19	SMTH1_92870.1, SMTH1_92880.1
OG0000113	SHAE2_43020.6, SHAE2_43020.5, SHAE2_43020.7, SHAE2_43020.8, SHAE2_43020.2, SHAE2_43020.4, SHAE2_43020.10, SHAE2_43020.1, SHAE2_43020.3	SMTH1_94980.1
OG0000114	SHAE2_100010.15, SHAE2_100010.16, SHAE2_100010.17, SHAE2_100010.11, SHAE2_100010.9, SHAE2_100010.14, SHAE2_100010.2, SHAE2_100010.3, SHAE2_100010.6, SHAE2_100010.8, SHAE2_100010.5, SHAE2_100010.7, SHAE2_100010.1, SHAE2_100010.12, SHAE2_100010.13, SHAE2_100010.4, SHAE2_100010.10	SMTH1_104970.1
OG0000115	SHAE2_39620.3, SHAE2_39620.1, SHAE2_39620.10, SHAE2_39620.5, SHAE2_39620.6, SHAE2_39620.8, SHAE2_39620.2, SHAE2_39620.4, SHAE2_39620.7, SHAE2_39620.9	SMTH1_40570.1, SMTH1_40570.12, SMTH1_40570.3, SMTH1_40570.4, SMTH1_40570.7, SMTH1_40570.11, SMTH1_40570.6, SMTH1_40570.10, SMTH1_40570.2, SMTH1_40570.5, SMTH1_40570.8, SMTH1_40570.9
OG0000116	SHAE2_53390.1	SMTH1_56110.1
OG0000117	SHAE2_32260.17, SHAE2_32260.4, SHAE2_32260.5, SHAE2_32260.1, SHAE2_32260.11, SHAE2_32260.6, SHAE2_32260.3, SHAE2_32260.7, SHAE2_32260.14, SHAE2_32260.18, SHAE2_32260.19, SHAE2_32260.20, SHAE2_32260.10, SHAE2_32260.12, SHAE2_32260.13, SHAE2_32260.15, SHAE2_32260.16, SHAE2_32260.2, SHAE2_32260.8, SHAE2_32260.9	SMTH1_33220.1
OG0000118	SHAE2_42410.1	SMTH1_43930.1
OG0000118	SHAE2_42420.1	SMTH1_43940.1
OG0000118	SHAE2_42390.1	SMTH1_107810.1
OG0000118	SHAE2_42390.1	SMTH1_107810.2
OG0000118	SHAE2_42390.4	SMTH1_107810.1
OG0000118	SHAE2_42390.4	SMTH1_107810.2
OG0000118	SHAE2_42400.1	SMTH1_43910.1
OG0000119	SHAE2_100860.11, SHAE2_100860.5, SHAE2_100860.8	SMTH1_105830.1, SMTH1_105850.5
OG0000119	SHAE2_100860.4, SHAE2_100860.7	SMTH1_105850.2, SMTH1_105850.4, SMTH1_105830.2, SMTH1_105850.3
OG0000120	SHAE2_32330.11, SHAE2_32330.16, SHAE2_32330.22, SHAE2_32330.27, SHAE2_32330.7, SHAE2_32330.19, SHAE2_32330.5, SHAE2_32330.21, SHAE2_32330.3, SHAE2_32330.8, SHAE2_32330.12, SHAE2_32330.13, SHAE2_32330.18, SHAE2_32330.23, SHAE2_32330.4, SHAE2_32330.17, SHAE2_32330.25, SHAE2_32330.24, SHAE2_32330.2, SHAE2_32330.9, SHAE2_32330.14, SHAE2_32330.15, SHAE2_32330.26, SHAE2_32330.6, SHAE2_32330.20, SHAE2_32330.1, SHAE2_32330.10	SMTH1_107750.15, SMTH1_107750.1, SMTH1_107750.3, SMTH1_33290.1, SMTH1_33290.3, SMTH1_33290.4, SMTH1_107750.4, SMTH1_107750.10, SMTH1_107750.12, SMTH1_107750.16, SMTH1_107750.7, SMTH1_55820.1, SMTH1_107750.11, SMTH1_107750.5, SMTH1_107750.6, SMTH1_33290.5, SMTH1_107750.2, SMTH1_33290.2, SMTH1_33290.7, SMTH1_55820.3, SMTH1_55820.2, SMTH1_107750.13, SMTH1_107750.14, SMTH1_107750.9, SMTH1_33290.6, SMTH1_107750.8
OG0000122	SHAE2_84820.3, SHAE2_84820.5, SHAE2_84820.4, SHAE2_84820.7, SHAE2_84820.9, SHAE2_84820.1, SHAE2_84820.2, SHAE2_84820.6, SHAE2_84820.8, SHAE2_84820.11, SHAE2_84820.10	SMTH1_89440.1
OG0000123	SHAE2_83000.7, SHAE2_83000.10, SHAE2_83000.12, SHAE2_83000.6, SHAE2_83000.11, SHAE2_83000.13, SHAE2_83000.9, SHAE2_83000.8, SHAE2_83000.5, SHAE2_83000.2, SHAE2_83000.4, SHAE2_83000.1, SHAE2_83000.3	SMTH1_87340.1
OG0000125	SHAE2_1680.1, SHAE2_1680.5, SHAE2_1680.3, SHAE2_1680.6, SHAE2_1680.4, SHAE2_1680.2	SMTH1_1620.1
OG0000126	SHAE2_75190.2, SHAE2_75190.4, SHAE2_75190.1, SHAE2_75190.5, SHAE2_75190.3	SMTH1_78590.1
OG0000127	SHAE2_24780.7	SMTH1_25070.3
OG0000127	SHAE2_24780.1	SMTH1_25070.1
