Orthogroup	schistosoma_haematobium	s.mekongi
OG0000112	SHAE2_89140.2, SHAE2_89140.8, SHAE2_89140.1, SHAE2_89140.7, SHAE2_89140.5, SHAE2_89140.6, SHAE2_89140.4, SHAE2_89140.3, SHAE2_89140.10, SHAE2_89140.15, SHAE2_89140.12, SHAE2_89140.17, SHAE2_89140.16, SHAE2_89140.14, SHAE2_89140.24, SHAE2_89140.20, SHAE2_89140.11, SHAE2_89140.9, SHAE2_89140.23, SHAE2_89140.26, SHAE2_89140.27, SHAE2_89140.18, SHAE2_89140.25, SHAE2_89140.13, SHAE2_89140.22, SHAE2_89140.21, SHAE2_89140.19	KAK4468035.1
OG0000114	SHAE2_100010.15, SHAE2_100010.16, SHAE2_100010.17, SHAE2_100010.11, SHAE2_100010.9, SHAE2_100010.14, SHAE2_100010.2, SHAE2_100010.3, SHAE2_100010.6, SHAE2_100010.8, SHAE2_100010.5, SHAE2_100010.7, SHAE2_100010.1, SHAE2_100010.12, SHAE2_100010.13, SHAE2_100010.4, SHAE2_100010.10	KAK4467770.1
OG0000115	SHAE2_39620.3, SHAE2_39620.1, SHAE2_39620.10, SHAE2_39620.5, SHAE2_39620.6, SHAE2_39620.8, SHAE2_39620.2, SHAE2_39620.4, SHAE2_39620.7, SHAE2_39620.9	KAK4473986.1
OG0000116	SHAE2_53390.1	KAK4469396.1
OG0000117	SHAE2_32260.17, SHAE2_32260.4, SHAE2_32260.5, SHAE2_32260.1, SHAE2_32260.11, SHAE2_32260.6, SHAE2_32260.3, SHAE2_32260.7, SHAE2_32260.14, SHAE2_32260.18, SHAE2_32260.19, SHAE2_32260.20, SHAE2_32260.10, SHAE2_32260.12, SHAE2_32260.13, SHAE2_32260.15, SHAE2_32260.16, SHAE2_32260.2, SHAE2_32260.8, SHAE2_32260.9	KAK4472459.1
OG0000118	SHAE2_42410.1, SHAE2_42420.1	KAK4473725.1
OG0000118	SHAE2_42390.1, SHAE2_42390.4, SHAE2_42390.2, SHAE2_42390.3, SHAE2_42390.5	KAK4473729.1
OG0000118	SHAE2_42400.1	KAK4473727.1
OG0000119	SHAE2_100860.3, SHAE2_100860.1, SHAE2_100860.10, SHAE2_100860.11, SHAE2_100860.5, SHAE2_100860.8, SHAE2_100860.4, SHAE2_100860.7, SHAE2_100860.6, SHAE2_100860.9, SHAE2_100850.1, SHAE2_100860.2	KAK4467682.1
OG0000120	SHAE2_32330.11, SHAE2_32330.16, SHAE2_32330.22, SHAE2_32330.27, SHAE2_32330.7, SHAE2_32330.19, SHAE2_32330.5, SHAE2_32330.21, SHAE2_32330.3, SHAE2_32330.8, SHAE2_32330.12, SHAE2_32330.13, SHAE2_32330.18, SHAE2_32330.23, SHAE2_32330.4, SHAE2_32330.17, SHAE2_32330.25, SHAE2_32330.24, SHAE2_32330.2, SHAE2_32330.9, SHAE2_32330.14, SHAE2_32330.15, SHAE2_32330.26, SHAE2_32330.6, SHAE2_32330.20, SHAE2_32330.1, SHAE2_32330.10	KAK4472468.1
OG0000122	SHAE2_84820.3, SHAE2_84820.5, SHAE2_84820.4, SHAE2_84820.7, SHAE2_84820.9, SHAE2_84820.1, SHAE2_84820.2, SHAE2_84820.6, SHAE2_84820.8, SHAE2_84820.11, SHAE2_84820.10	KAK4470066.1
OG0000123	SHAE2_83000.7, SHAE2_83000.10, SHAE2_83000.12, SHAE2_83000.6, SHAE2_83000.11, SHAE2_83000.13, SHAE2_83000.9, SHAE2_83000.8, SHAE2_83000.5, SHAE2_83000.2, SHAE2_83000.4, SHAE2_83000.1, SHAE2_83000.3	KAK4470855.1
OG0000125	SHAE2_1680.1, SHAE2_1680.5, SHAE2_1680.3, SHAE2_1680.6, SHAE2_1680.4, SHAE2_1680.2	KAK4474534.1
OG0000126	SHAE2_75190.2, SHAE2_75190.4, SHAE2_75190.1, SHAE2_75190.5, SHAE2_75190.3	KAK4470546.1
OG0000127	SHAE2_24780.2, SHAE2_24780.3, SHAE2_24780.4, SHAE2_24780.5, SHAE2_24780.6, SHAE2_24780.8, SHAE2_24780.7, SHAE2_24780.1	KAK4475492.1
OG0000128	SHAE2_45860.5, SHAE2_45860.12, SHAE2_45860.1, SHAE2_45860.10, SHAE2_45860.11, SHAE2_45860.2, SHAE2_45860.4, SHAE2_45860.6, SHAE2_45860.7, SHAE2_45860.8, SHAE2_45860.9, SHAE2_45860.13, SHAE2_45860.3	KAK4473532.1
OG0000129	SHAE2_34590.1, SHAE2_34590.3, SHAE2_34590.4, SHAE2_34590.5, SHAE2_34590.2, SHAE2_34590.7, SHAE2_34590.11, SHAE2_34590.12, SHAE2_34590.6, SHAE2_34590.8, SHAE2_34590.9, SHAE2_34590.13, SHAE2_34590.10, SHAE2_34590.14	KAK4474206.1
OG0000130	SHAE2_86450.10, SHAE2_86450.11, SHAE2_86450.12, SHAE2_86450.3, SHAE2_86450.4, SHAE2_86450.6, SHAE2_86450.1, SHAE2_86450.2, SHAE2_86450.5, SHAE2_86450.7, SHAE2_86450.8, SHAE2_86450.9, SHAE2_86450.13, SHAE2_86450.14	KAK4467983.1
OG0000131	SHAE2_10500.1	KAK4476229.1
OG0000131	SHAE2_91230.1, SHAE2_91190.1, SHAE2_91200.1	KAK4468902.1
OG0000132	SHAE2_38370.7, SHAE2_38370.6, SHAE2_38370.9, SHAE2_38370.1, SHAE2_38370.3, SHAE2_38370.2, SHAE2_38370.4, SHAE2_38370.5, SHAE2_38370.8	KAK4474101.1
OG0000133	SHAE2_33900.1	KAK4472626.1
OG0000134	SHAE2_23000.1	KAK4475011.1
OG0000135	SHAE2_15200.15, SHAE2_15200.17, SHAE2_15200.18, SHAE2_15200.13, SHAE2_15200.14, SHAE2_15200.16, SHAE2_15200.9, SHAE2_15200.11, SHAE2_15200.19, SHAE2_15200.4, SHAE2_15200.6, SHAE2_15200.1, SHAE2_15200.7, SHAE2_15200.3, SHAE2_15200.10, SHAE2_15200.8, SHAE2_15200.5, SHAE2_15200.12, SHAE2_15200.2, SHAE2_15200.20	KAK4474731.1
OG0000136	SHAE2_7940.3, SHAE2_7940.2, SHAE2_7940.4, SHAE2_7940.1, SHAE2_7950.1, SHAE2_7940.5, SHAE2_7940.6	KAK4476189.1
OG0000137	SHAE2_44920.1	KAK4473443.1, KAK4473442.1, KAK4473441.1
OG0000138	SHAE2_92880.2, SHAE2_92880.4, SHAE2_92880.1, SHAE2_92880.3	KAK4468744.1
OG0000138	SHAE2_47900.1, SHAE2_47900.3, SHAE2_47900.4, SHAE2_47900.6, SHAE2_47900.2, SHAE2_47900.5	KAK4473697.1
OG0000139	SHAE2_4510.6, SHAE2_4510.1, SHAE2_4510.11, SHAE2_4510.14, SHAE2_4510.9, SHAE2_4510.13, SHAE2_4510.4, SHAE2_4510.8, SHAE2_4510.16, SHAE2_4510.5, SHAE2_4510.7, SHAE2_4510.12, SHAE2_4510.15, SHAE2_4510.19, SHAE2_4510.18, SHAE2_4510.17, SHAE2_4510.10, SHAE2_4510.2, SHAE2_4510.3	KAK4475677.1
OG0000140	SHAE2_80600.1	KAK4470680.1, KAK4470033.1
OG0000141	SHAE2_90660.1, SHAE2_49690.1, SHAE2_16590.1	KAK4467352.1
OG0000142	SHAE2_23120.1	KAK4475021.1
OG0000142	SHAE2_23110.1, SHAE2_23100.1	KAK4475019.1, KAK4475022.1
OG0000143	SHAE2_72660.1, SHAE2_72660.2, SHAE2_72660.3, SHAE2_72670.1, SHAE2_72680.1, SHAE2_72650.2, SHAE2_72650.1	KAK4471520.1
OG0000144	SHAE2_57890.1	KAK4469871.1
OG0000144	SHAE2_29880.1, SHAE2_29880.2	KAK4473145.1
OG0000144	SHAE2_60440.1, SHAE2_60440.2	KAK4469772.1
OG0000145	SHAE2_36160.4, SHAE2_36160.16, SHAE2_36160.21, SHAE2_36160.13, SHAE2_36160.6, SHAE2_36160.9, SHAE2_36160.7, SHAE2_36160.15, SHAE2_36160.8, SHAE2_36160.12, SHAE2_36160.10, SHAE2_36160.14, SHAE2_36160.18, SHAE2_36160.20, SHAE2_36160.1, SHAE2_36160.19, SHAE2_36160.3, SHAE2_36160.17, SHAE2_36160.11, SHAE2_36160.2, SHAE2_36160.5	KAK4472181.1
OG0000146	SHAE2_96840.1	KAK4468443.1
OG0000146	SHAE2_60150.1	KAK4469748.1
OG0000146	SHAE2_31390.1	KAK4472748.1
OG0000146	SHAE2_50500.1, SHAE2_50500.2	KAK4469097.1
OG0000147	SHAE2_38990.14, SHAE2_38990.5, SHAE2_38990.1, SHAE2_38990.10, SHAE2_38990.11, SHAE2_38990.13, SHAE2_38990.3, SHAE2_38990.4, SHAE2_38990.6, SHAE2_38990.7, SHAE2_38990.8, SHAE2_38990.9, SHAE2_38990.16, SHAE2_38990.2, SHAE2_38990.12, SHAE2_38990.15	KAK4474043.1
OG0000148	SHAE2_33560.1, SHAE2_33560.2, SHAE2_33560.3	KAK4472662.1
OG0000149	SHAE2_57080.10, SHAE2_57080.3, SHAE2_57080.11, SHAE2_57080.4, SHAE2_57080.5, SHAE2_57080.2, SHAE2_57080.1, SHAE2_57080.7, SHAE2_57080.8, SHAE2_57080.9, SHAE2_57080.6	KAK4469180.1
OG0000151	SHAE2_67740.7, SHAE2_67740.14, SHAE2_67740.1, SHAE2_67740.11, SHAE2_67740.15, SHAE2_67740.2, SHAE2_67740.5, SHAE2_67740.9, SHAE2_67740.12, SHAE2_67740.3, SHAE2_67740.4, SHAE2_67740.8, SHAE2_67740.10, SHAE2_67740.16, SHAE2_67740.13, SHAE2_67740.17, SHAE2_67740.6	KAK4471438.1, KAK4471439.1
OG0000152	SHAE2_13070.1, SHAE2_12920.2, SHAE2_12920.6, SHAE2_12920.7, SHAE2_12920.11, SHAE2_12920.1, SHAE2_12920.10, SHAE2_12920.12, SHAE2_12920.4, SHAE2_12920.5, SHAE2_12920.9, SHAE2_12920.13, SHAE2_12920.3, SHAE2_12920.8	KAK4474412.1
OG0000153	SHAE2_53320.1	KAK4469387.1
OG0000154	SHAE2_20620.1, SHAE2_20620.2, SHAE2_20620.3, SHAE2_20620.4, SHAE2_20620.5	KAK4475184.1, KAK4475186.1
OG0000155	SHAE2_39910.9, SHAE2_39910.10, SHAE2_39910.2, SHAE2_39910.4, SHAE2_39910.5, SHAE2_39910.3, SHAE2_39910.6, SHAE2_39910.15, SHAE2_39910.14, SHAE2_39910.1, SHAE2_39910.13, SHAE2_39910.11, SHAE2_39910.12, SHAE2_39910.17, SHAE2_39910.18, SHAE2_39910.8, SHAE2_39910.16, SHAE2_39910.7	KAK4473822.1
OG0000156	SHAE2_23360.3, SHAE2_23360.1, SHAE2_23360.4, SHAE2_23360.2, SHAE2_23360.5	KAK4475038.1
OG0000156	SHAE2_23370.1, SHAE2_23370.2, SHAE2_23370.4, SHAE2_23370.3	KAK4475039.1
OG0000157	SHAE2_65870.1	KAK4471808.1
OG0000157	SHAE2_46770.1	KAK4472697.1
OG0000157	SHAE2_99740.3, SHAE2_99740.4, SHAE2_99740.5, SHAE2_99740.1, SHAE2_99740.2	KAK4467690.1
OG0000158	SHAE2_6040.1, SHAE2_6040.2	KAK4475829.1, KAK4473934.1
OG0000159	SHAE2_66340.7, SHAE2_66340.3, SHAE2_66340.5, SHAE2_66340.6, SHAE2_66340.1, SHAE2_66340.2, SHAE2_66340.4, SHAE2_66340.8, SHAE2_66340.9	KAK4471746.1
OG0000160	SHAE2_16420.10, SHAE2_16420.4, SHAE2_16420.9, SHAE2_16420.8, SHAE2_16420.6, SHAE2_16420.3, SHAE2_16420.5, SHAE2_16420.2, SHAE2_16420.11, SHAE2_16420.7, SHAE2_16420.1	KAK4467469.1, KAK4467470.1, KAK4467273.1, KAK4474568.1, KAK4467471.1, KAK4469046.1
OG0000161	SHAE2_37560.3, SHAE2_37560.4, SHAE2_37560.5, SHAE2_37560.6, SHAE2_37560.1, SHAE2_37560.2	KAK4474169.1
OG0000164	SHAE2_65420.1	KAK4471960.1
OG0000164	SHAE2_81680.1	KAK4470406.1
OG0000164	SHAE2_58900.1	KAK4469800.1
OG0000164	SHAE2_32610.1	KAK4472495.1
OG0000165	SHAE2_69840.4, SHAE2_69840.10, SHAE2_69840.14, SHAE2_69840.15, SHAE2_69840.7, SHAE2_69840.3, SHAE2_69840.1, SHAE2_69840.2, SHAE2_69840.16, SHAE2_69840.11, SHAE2_69840.17, SHAE2_69840.18, SHAE2_69840.19, SHAE2_69840.12, SHAE2_69840.13, SHAE2_69840.8, SHAE2_69840.9, SHAE2_69840.6, SHAE2_69840.5	KAK4471264.1
OG0000167	SHAE2_79430.1, SHAE2_79430.3, SHAE2_79430.5, SHAE2_79430.2, SHAE2_79430.4, SHAE2_79430.6	KAK4470364.1
OG0000168	SHAE2_2180.2, SHAE2_2150.1, SHAE2_2180.1, SHAE2_2160.1, SHAE2_2170.1, SHAE2_2190.1	KAK4467445.1
OG0000169	SHAE2_100140.1	KAK4467756.1
OG0000169	SHAE2_46860.1	KAK4472610.1
OG0000169	SHAE2_99480.1	KAK4467718.1, KAK4467716.1, KAK4467717.1
OG0000170	SHAE2_75070.2, SHAE2_75070.4, SHAE2_75070.6, SHAE2_75070.18, SHAE2_75070.13, SHAE2_75070.5, SHAE2_75070.7, SHAE2_75070.3, SHAE2_75070.17, SHAE2_75070.1, SHAE2_75070.12, SHAE2_75070.9, SHAE2_75070.14, SHAE2_75070.10, SHAE2_75070.11, SHAE2_75070.15, SHAE2_75070.16, SHAE2_75070.8	KAK4470632.1
OG0000172	SHAE2_21040.1, SHAE2_21040.2, SHAE2_21040.7, SHAE2_21040.3, SHAE2_21040.4, SHAE2_21040.5, SHAE2_21040.6, SHAE2_21040.8	KAK4475142.1
OG0000173	SHAE2_86890.6, SHAE2_86890.4, SHAE2_86890.2, SHAE2_86890.10, SHAE2_86890.8, SHAE2_86890.1, SHAE2_86890.12, SHAE2_86890.9, SHAE2_86890.11, SHAE2_86890.3, SHAE2_86890.5, SHAE2_86890.7	KAK4468268.1
OG0000175	SHAE2_44160.1	KAK4473136.1
OG0000175	SHAE2_44150.1	KAK4473125.1
OG0000175	SHAE2_44140.1	KAK4473114.1
OG0000175	SHAE2_44130.1, SHAE2_44130.2	KAK4473106.1
OG0000177	SHAE2_62680.1, SHAE2_62680.2, SHAE2_62680.3	KAK4472104.1
OG0000178	SHAE2_28450.1, SHAE2_28450.4, SHAE2_28450.5, SHAE2_28450.7, SHAE2_28450.8, SHAE2_28450.2, SHAE2_28450.3, SHAE2_28450.6	KAK4472894.1
OG0000179	SHAE2_59420.1, SHAE2_59420.2, SHAE2_59420.3, SHAE2_59420.4, SHAE2_59420.5	KAK4469016.1
OG0000179	SHAE2_59430.4, SHAE2_59430.1, SHAE2_59430.2, SHAE2_59430.3, SHAE2_59430.5	KAK4469902.1
OG0000180	SHAE2_85140.1, SHAE2_85140.2	KAK4468049.1
OG0000180	SHAE2_85130.1, SHAE2_85120.1, SHAE2_85110.1	KAK4468060.1, KAK4468069.1
OG0000180	SHAE2_85150.1	KAK4468040.1
OG0000182	SHAE2_61740.1	KAK4471145.1
OG0000182	SHAE2_31160.1	KAK4472799.1
OG0000183	SHAE2_34940.14, SHAE2_34940.8, SHAE2_34940.10, SHAE2_34940.11, SHAE2_34940.12, SHAE2_34940.13, SHAE2_34940.6, SHAE2_34940.4, SHAE2_34940.1, SHAE2_34940.2, SHAE2_34940.3, SHAE2_34940.7, SHAE2_34940.9, SHAE2_34940.5	KAK4472516.1
OG0000184	SHAE2_53110.1, SHAE2_53110.2	KAK4469199.1
OG0000184	SHAE2_53120.1, SHAE2_53120.2	KAK4469198.1
OG0000185	SHAE2_35040.3, SHAE2_35040.1, SHAE2_35040.2, SHAE2_35040.5, SHAE2_35040.6, SHAE2_35040.9, SHAE2_35040.4, SHAE2_35040.8, SHAE2_35040.7	KAK4472507.1
OG0000186	SHAE2_76580.6, SHAE2_76580.14, SHAE2_76580.11, SHAE2_76580.15, SHAE2_76580.16, SHAE2_76580.5, SHAE2_76580.8, SHAE2_76580.1, SHAE2_76580.2, SHAE2_76580.3, SHAE2_76580.4, SHAE2_76580.7, SHAE2_76580.9, SHAE2_76580.12, SHAE2_76580.13, SHAE2_76580.10	KAK4470241.1, KAK4470242.1
OG0000187	SHAE2_55640.11, SHAE2_55640.12, SHAE2_55640.9, SHAE2_55640.4, SHAE2_55640.6, SHAE2_55640.2, SHAE2_55640.5, SHAE2_55640.3, SHAE2_55640.7, SHAE2_55640.10, SHAE2_55640.8, SHAE2_55640.1	KAK4469682.1
OG0000188	SHAE2_34030.1	KAK4472612.1
OG0000189	SHAE2_7220.1, SHAE2_7230.3, SHAE2_7230.5, SHAE2_7230.6, SHAE2_7230.10, SHAE2_7230.9, SHAE2_7230.2, SHAE2_7230.1, SHAE2_7230.4, SHAE2_7230.8, SHAE2_7230.7, SHAE2_7230.12, SHAE2_7230.11	KAK4476062.1
OG0000190	SHAE2_55040.2, SHAE2_55040.3, SHAE2_55040.1, SHAE2_55040.4, SHAE2_55040.6, SHAE2_55040.5	KAK4469926.1
OG0000191	SHAE2_40840.1	KAK4473909.1
OG0000191	SHAE2_40850.1, SHAE2_40850.2, SHAE2_40850.3, SHAE2_40880.1	KAK4473910.1
OG0000192	SHAE2_67180.1	KAK4471381.1
OG0000193	SHAE2_61960.1, SHAE2_61950.3, SHAE2_61950.4, SHAE2_61950.5, SHAE2_61950.6, SHAE2_61950.1, SHAE2_61950.2	KAK4471157.1
OG0000194	SHAE2_79370.4, SHAE2_79370.17, SHAE2_79370.10, SHAE2_79370.16, SHAE2_79370.2, SHAE2_79370.5, SHAE2_79370.6, SHAE2_79370.7, SHAE2_79370.13, SHAE2_79370.3, SHAE2_79370.9, SHAE2_79370.11, SHAE2_79370.8, SHAE2_79370.14, SHAE2_79370.1, SHAE2_79370.12, SHAE2_79370.15	KAK4470371.1
OG0000195	SHAE2_51890.3, SHAE2_51890.7, SHAE2_51890.1, SHAE2_51890.5, SHAE2_51890.10, SHAE2_51890.11, SHAE2_51890.9, SHAE2_51890.6, SHAE2_51890.8, SHAE2_51890.4, SHAE2_51890.2	KAK4469314.1
OG0000196	SHAE2_94490.1	KAK4468938.1
OG0000196	SHAE2_15700.1	KAK4474524.1
OG0000196	SHAE2_12550.3, SHAE2_12550.1, SHAE2_12550.2, SHAE2_12550.4, SHAE2_12550.5	KAK4475932.1
OG0000197	SHAE2_31400.10, SHAE2_31400.11, SHAE2_31400.13, SHAE2_31400.3, SHAE2_31400.1, SHAE2_31400.2, SHAE2_31400.4, SHAE2_31400.7, SHAE2_31400.9, SHAE2_31400.12, SHAE2_31400.6, SHAE2_31400.8, SHAE2_31400.5	KAK4472750.1, KAK4472751.1
OG0000198	SHAE2_26930.1	KAK4473170.1
OG0000198	SHAE2_16480.1, SHAE2_16480.2, SHAE2_16510.1	KAK4474280.1
OG0000199	SHAE2_34460.5, SHAE2_34460.7, SHAE2_34460.2, SHAE2_34460.10, SHAE2_34460.1, SHAE2_34460.11, SHAE2_34460.3, SHAE2_34460.9, SHAE2_34460.4, SHAE2_34460.6, SHAE2_34460.8	KAK4472571.1
OG0000201	SHAE2_43390.14, SHAE2_43390.2, SHAE2_43390.12, SHAE2_43390.1, SHAE2_43390.11, SHAE2_43390.3, SHAE2_43390.6, SHAE2_43390.7, SHAE2_43390.9, SHAE2_43390.10, SHAE2_43390.8, SHAE2_43390.13, SHAE2_43390.4, SHAE2_43390.5, SHAE2_43390.15	KAK4473643.1
OG0000202	SHAE2_53300.5, SHAE2_53300.6, SHAE2_53300.7, SHAE2_53300.12, SHAE2_53300.15, SHAE2_53300.14, SHAE2_53300.1, SHAE2_53300.4, SHAE2_53300.2, SHAE2_53300.8, SHAE2_53300.11, SHAE2_53300.10, SHAE2_53300.13, SHAE2_53300.3, SHAE2_53300.9	KAK4469384.1
OG0000203	SHAE2_86540.13, SHAE2_86540.14, SHAE2_86540.2, SHAE2_86540.10, SHAE2_86540.11, SHAE2_86540.12, SHAE2_86540.4, SHAE2_86540.3, SHAE2_86540.5, SHAE2_86540.7, SHAE2_86540.1, SHAE2_86540.6, SHAE2_86540.8, SHAE2_86540.9	KAK4472530.1, KAK4472529.1
OG0000204	SHAE2_91910.1, SHAE2_91910.2	KAK4468847.1
OG0000204	SHAE2_92270.1	KAK4468400.1, KAK4468845.1
OG0000205	SHAE2_20890.1, SHAE2_20890.2, SHAE2_20890.4, SHAE2_20890.5, SHAE2_20890.6, SHAE2_20890.3	KAK4475157.1
OG0000206	SHAE2_37540.2	KAK4474171.1
OG0000207	SHAE2_38460.1	KAK4474093.1
OG0000207	SHAE2_38500.1, SHAE2_38490.1	KAK4474090.1
OG0000207	SHAE2_38510.1, SHAE2_38510.3	KAK4474089.1, KAK4474091.1
OG0000208	SHAE2_77310.7, SHAE2_77310.4, SHAE2_77310.6, SHAE2_77310.3, SHAE2_77310.1, SHAE2_77310.2, SHAE2_77310.5	KAK4470297.1
OG0000209	SHAE2_10730.16, SHAE2_10730.20, SHAE2_10730.4, SHAE2_10730.10, SHAE2_10730.8, SHAE2_10730.1, SHAE2_10730.11, SHAE2_10730.5, SHAE2_10730.13, SHAE2_10730.6, SHAE2_10730.12, SHAE2_10730.3, SHAE2_10730.14, SHAE2_10730.2, SHAE2_10730.9, SHAE2_10730.15, SHAE2_10730.17, SHAE2_10730.19, SHAE2_10730.18, SHAE2_10730.7	KAK4476246.1
OG0000210	SHAE2_90560.1, SHAE2_90560.2	KAK4468068.1
OG0000211	SHAE2_7490.9, SHAE2_7490.1, SHAE2_7490.4, SHAE2_7490.7, SHAE2_7490.8, SHAE2_7490.2, SHAE2_7490.3, SHAE2_7490.5, SHAE2_7490.6, SHAE2_7490.10, SHAE2_7490.11	KAK4476043.1
OG0000212	SHAE2_27690.1	KAK4473242.1
OG0000213	SHAE2_17740.10, SHAE2_17740.14, SHAE2_17740.11, SHAE2_17740.5, SHAE2_17740.7, SHAE2_17740.8, SHAE2_17740.9, SHAE2_17740.13, SHAE2_17740.3, SHAE2_17740.12, SHAE2_17740.6, SHAE2_17740.2, SHAE2_17740.4, SHAE2_17740.1	KAK4474754.1
OG0000214	SHAE2_5240.6, SHAE2_5240.2, SHAE2_5240.3, SHAE2_5240.4, SHAE2_5240.5, SHAE2_5240.1	KAK4475773.1
OG0000215	SHAE2_860.1, SHAE2_61080.1, SHAE2_61080.2, SHAE2_61070.1, SHAE2_61090.1, SHAE2_61090.4, SHAE2_61090.2, SHAE2_61090.3, SHAE2_61090.5, SHAE2_61100.1	KAK4471161.1
OG0000217	SHAE2_34680.3, SHAE2_34680.1, SHAE2_34680.5, SHAE2_34680.2, SHAE2_34680.4	KAK4472243.1
OG0000218	SHAE2_18800.1	KAK4474847.1
OG0000219	SHAE2_64350.4, SHAE2_64350.1, SHAE2_64350.5, SHAE2_64350.7, SHAE2_64350.8, SHAE2_64350.2, SHAE2_64350.9, SHAE2_64350.6, SHAE2_64350.3	KAK4471869.1
OG0000220	SHAE2_78530.1, SHAE2_78530.2, SHAE2_78530.8, SHAE2_78530.3, SHAE2_78530.4, SHAE2_78530.7, SHAE2_78530.5, SHAE2_78530.6	KAK4470648.1
OG0000221	SHAE2_11830.1	KAK4476180.1
OG0000221	SHAE2_2790.1, SHAE2_2860.1	KAK4467410.1, KAK4475529.1
OG0000222	SHAE2_80820.1, SHAE2_80820.3, SHAE2_80820.4, SHAE2_80820.5, SHAE2_80820.6, SHAE2_80820.8, SHAE2_80820.7, SHAE2_80820.9, SHAE2_80820.2	KAK4470706.1
OG0000223	SHAE2_12040.3, SHAE2_12040.10, SHAE2_12040.11, SHAE2_12040.4, SHAE2_12040.5, SHAE2_12040.8, SHAE2_12040.1, SHAE2_12040.2, SHAE2_12040.6, SHAE2_12040.7, SHAE2_12040.9	KAK4476292.1
OG0000224	SHAE2_6590.1, SHAE2_6590.10, SHAE2_6590.2, SHAE2_6590.3, SHAE2_6590.4, SHAE2_6590.5, SHAE2_6590.6, SHAE2_6590.7, SHAE2_6590.8, SHAE2_6590.9	KAK4475913.1
OG0000225	SHAE2_3530.2, SHAE2_3530.3, SHAE2_3530.1, SHAE2_3530.4, SHAE2_3530.5, SHAE2_3530.8, SHAE2_3530.10, SHAE2_3530.6, SHAE2_3530.7, SHAE2_3530.9	KAK4475585.1
OG0000226	SHAE2_37940.19, SHAE2_37940.6, SHAE2_37940.13, SHAE2_37940.16, SHAE2_37940.21, SHAE2_37940.5, SHAE2_37940.22, SHAE2_37940.15, SHAE2_37940.20, SHAE2_37940.12, SHAE2_37940.17, SHAE2_37940.1, SHAE2_37940.2, SHAE2_37940.3, SHAE2_37940.11, SHAE2_37940.9, SHAE2_37940.7, SHAE2_37940.10, SHAE2_37940.18, SHAE2_37940.4, SHAE2_37940.8, SHAE2_37940.14	KAK4474133.1
OG0000227	SHAE2_73520.6, SHAE2_73520.1, SHAE2_73520.2, SHAE2_73520.4, SHAE2_73520.7, SHAE2_73520.3, SHAE2_73520.5	KAK4471428.1
OG0000228	SHAE2_44980.1	KAK4473445.1
OG0000229	SHAE2_63010.1, SHAE2_63010.5, SHAE2_63010.6, SHAE2_63010.7, SHAE2_63010.2, SHAE2_63010.3, SHAE2_63010.4	KAK4472065.1
OG0000230	SHAE2_67280.12, SHAE2_67280.10, SHAE2_67280.13, SHAE2_67280.14, SHAE2_67280.9, SHAE2_67280.11, SHAE2_67280.2, SHAE2_67280.3, SHAE2_67280.4, SHAE2_67280.5, SHAE2_67280.1, SHAE2_67280.8, SHAE2_67280.6, SHAE2_67280.7	KAK4471407.1
OG0000231	SHAE2_52080.1, SHAE2_52110.1, SHAE2_52100.1, SHAE2_52060.1, SHAE2_52050.1	KAK4469298.1, KAK4469300.1
OG0000234	SHAE2_41250.1	KAK4473948.1
OG0000235	SHAE2_4370.1, SHAE2_4370.6, SHAE2_4370.7, SHAE2_4370.2, SHAE2_4370.4, SHAE2_4370.3, SHAE2_4370.5	KAK4467350.1, KAK4475661.1, KAK4467339.1, KAK4467303.1, KAK4475660.1
OG0000236	SHAE2_57560.4, SHAE2_57560.7, SHAE2_57560.9, SHAE2_57560.8, SHAE2_57560.1, SHAE2_57560.6, SHAE2_57560.5, SHAE2_57560.2, SHAE2_57560.3	KAK4469919.1
OG0000237	SHAE2_55460.2, SHAE2_55460.3, SHAE2_55460.1	KAK4469703.1
OG0000238	SHAE2_40580.11, SHAE2_40580.12, SHAE2_40580.13, SHAE2_40580.10, SHAE2_40580.9, SHAE2_40580.3, SHAE2_40580.5, SHAE2_40580.1, SHAE2_40580.2, SHAE2_40580.6, SHAE2_40580.4, SHAE2_40580.7, SHAE2_40580.8	KAK4473873.1
OG0000240	SHAE2_31970.1, SHAE2_31970.4	KAK4472743.1
OG0000241	SHAE2_7610.1, SHAE2_7610.2, SHAE2_7610.3, SHAE2_7610.4	KAK4476019.1
OG0000241	SHAE2_7620.1	KAK4476020.1
OG0000241	SHAE2_26250.1	KAK4473290.1
OG0000242	SHAE2_8080.15, SHAE2_8080.16, SHAE2_8080.1, SHAE2_8080.10, SHAE2_8080.11, SHAE2_8080.12, SHAE2_8080.13, SHAE2_8080.14, SHAE2_8080.2, SHAE2_8080.4, SHAE2_8080.5, SHAE2_8080.6, SHAE2_8080.7, SHAE2_8080.8, SHAE2_8080.9, SHAE2_8080.3	KAK4475949.1
OG0000243	SHAE2_5800.1, SHAE2_5800.10, SHAE2_5800.2, SHAE2_5800.9, SHAE2_5800.6, SHAE2_5800.8, SHAE2_5800.3, SHAE2_5800.4, SHAE2_5800.5, SHAE2_5800.7	KAK4475854.1, KAK4475855.1
