Orthogroup	schistosoma_haematobium	schistosoma_curassoni
OG0000052	SHAE2_3770.1	SCUR1_3190.1
OG0000052	SHAE2_1260.1	SCUR1_96920.1
OG0000052	SHAE2_1990.1, SHAE2_1980.4, SHAE2_1980.3	SCUR1_2360.1, SCUR1_2360.2
OG0000052	SHAE2_71240.2, SHAE2_71240.3, SHAE2_71240.1	SCUR1_66590.1
OG0000053	SHAE2_20680.2, SHAE2_20680.11, SHAE2_20680.16, SHAE2_20680.12, SHAE2_20680.14, SHAE2_20680.15, SHAE2_20680.3, SHAE2_20680.4, SHAE2_20680.17, SHAE2_20680.13	SCUR1_97170.1, SCUR1_97170.11, SCUR1_97170.16, SCUR1_97170.4, SCUR1_97170.5, SCUR1_97170.6, SCUR1_97170.7, SCUR1_97170.8, SCUR1_97170.18, SCUR1_97170.19
OG0000053	SHAE2_20680.1, SHAE2_20680.5, SHAE2_20680.6, SHAE2_20680.7, SHAE2_20680.8, SHAE2_20680.9, SHAE2_20680.10	SCUR1_97170.10, SCUR1_97170.12, SCUR1_97170.13, SCUR1_97170.14, SCUR1_97170.17, SCUR1_97170.2, SCUR1_97170.3, SCUR1_97170.9, SCUR1_97170.15
OG0000054	SHAE2_76560.1	SCUR1_45490.1
OG0000055	SHAE2_73310.1, SHAE2_73320.1	SCUR1_68200.6, SCUR1_68200.24, SCUR1_68200.10, SCUR1_68200.8, SCUR1_68200.9, SCUR1_68200.5, SCUR1_68200.20, SCUR1_68200.21, SCUR1_68200.11, SCUR1_68200.22, SCUR1_68200.15, SCUR1_68200.18, SCUR1_68200.19, SCUR1_68200.2, SCUR1_68200.1, SCUR1_68200.3, SCUR1_68200.4, SCUR1_68200.23, SCUR1_68200.14, SCUR1_68200.17, SCUR1_68200.13, SCUR1_68200.7, SCUR1_68200.12, SCUR1_68200.16, SCUR1_68210.1, SCUR1_68210.3, SCUR1_68210.7, SCUR1_68210.5, SCUR1_68210.6, SCUR1_68210.2, SCUR1_68210.4
OG0000056	SHAE2_67990.1, SHAE2_28490.1, SHAE2_20020.1	SCUR1_84350.1
OG0000056	SHAE2_101630.1, SHAE2_43920.1	SCUR1_17500.1
OG0000056	SHAE2_47250.1	SCUR1_75460.1
OG0000056	SHAE2_45620.1	SCUR1_51170.1
OG0000057	SHAE2_47220.1	SCUR1_51810.1
OG0000057	SHAE2_78890.1	SCUR1_11890.1
OG0000058	SHAE2_95540.1	SCUR1_88860.1
OG0000058	SHAE2_84800.1, SHAE2_84800.2	SCUR1_79800.1
OG0000058	SHAE2_84790.1, SHAE2_84790.2, SHAE2_84790.3	SCUR1_79810.1
OG0000058	SHAE2_84760.1	SCUR1_79840.7, SCUR1_79840.3, SCUR1_79840.4
OG0000058	SHAE2_84750.1	SCUR1_79840.2, SCUR1_79840.6, SCUR1_79840.8
OG0000058	SHAE2_84740.1	SCUR1_79840.1, SCUR1_79840.5
OG0000060	SHAE2_69670.1, SHAE2_69670.10, SHAE2_69670.6, SHAE2_69670.7, SHAE2_69670.9, SHAE2_69670.11, SHAE2_69670.5, SHAE2_69670.2, SHAE2_69670.4, SHAE2_69670.3, SHAE2_69670.12, SHAE2_69670.8	SCUR1_65160.2, SCUR1_65160.3, SCUR1_65160.5, SCUR1_65160.1, SCUR1_65160.4, SCUR1_65160.6
OG0000061	SHAE2_55850.1, SHAE2_55850.11, SHAE2_55850.13, SHAE2_55850.12, SHAE2_55850.10, SHAE2_55850.5, SHAE2_55850.6, SHAE2_55850.7, SHAE2_55850.8, SHAE2_55850.2, SHAE2_55850.9, SHAE2_55850.3, SHAE2_55850.4	SCUR1_52590.14, SCUR1_52590.15, SCUR1_52590.7, SCUR1_52590.11, SCUR1_52590.12, SCUR1_52590.10, SCUR1_52590.13, SCUR1_52590.16, SCUR1_52590.17, SCUR1_52590.9, SCUR1_52590.8, SCUR1_52590.1, SCUR1_52590.3, SCUR1_52590.4, SCUR1_52590.2, SCUR1_52590.5, SCUR1_52590.6
OG0000062	SHAE2_6660.2, SHAE2_6660.18, SHAE2_6660.8, SHAE2_6660.7, SHAE2_6660.5, SHAE2_6660.1, SHAE2_6660.12, SHAE2_6660.17, SHAE2_6660.20, SHAE2_6660.9, SHAE2_6660.10, SHAE2_6660.11, SHAE2_6660.15, SHAE2_6660.6, SHAE2_6660.13	SCUR1_6120.4, SCUR1_6120.8, SCUR1_6120.7, SCUR1_6120.9, SCUR1_6120.5, SCUR1_6120.1, SCUR1_6120.6
OG0000062	SHAE2_6660.21, SHAE2_6660.3	SCUR1_6120.2, SCUR1_6120.3
OG0000063	SHAE2_42340.3	SCUR1_39570.3
OG0000063	SHAE2_42340.15, SHAE2_42340.18, SHAE2_42340.10, SHAE2_42340.12, SHAE2_42340.7, SHAE2_42340.9, SHAE2_42340.2, SHAE2_42340.8	SCUR1_39570.10, SCUR1_39570.6, SCUR1_39570.8, SCUR1_39570.1, SCUR1_39570.15
OG0000063	SHAE2_42340.5, SHAE2_42340.11, SHAE2_42340.1, SHAE2_42340.4, SHAE2_42340.6, SHAE2_42340.14, SHAE2_42340.16, SHAE2_42340.13, SHAE2_42340.17, SHAE2_42340.19	SCUR1_39570.16, SCUR1_39570.13, SCUR1_39570.14, SCUR1_39570.11, SCUR1_39570.2, SCUR1_39570.9, SCUR1_39570.12
OG0000064	SHAE2_4750.14, SHAE2_4750.27, SHAE2_4750.8, SHAE2_4750.10, SHAE2_4750.15, SHAE2_4750.25, SHAE2_4750.26, SHAE2_4750.13, SHAE2_4750.6, SHAE2_4750.21, SHAE2_4750.11, SHAE2_4750.3, SHAE2_4750.7, SHAE2_4750.30, SHAE2_4750.12, SHAE2_4750.19, SHAE2_4750.18, SHAE2_4750.17, SHAE2_4750.9, SHAE2_4750.28, SHAE2_4750.29, SHAE2_4750.32, SHAE2_4750.23, SHAE2_4750.24, SHAE2_4750.2, SHAE2_4750.5, SHAE2_4750.31, SHAE2_4750.22, SHAE2_4750.33, SHAE2_4750.1, SHAE2_4750.4, SHAE2_4750.20, SHAE2_4750.16	SCUR1_4200.1
OG0000065	SHAE2_25330.1, SHAE2_25350.1, SHAE2_25340.1	SCUR1_22980.1
OG0000065	SHAE2_25400.1, SHAE2_25390.2, SHAE2_25390.1, SHAE2_25390.3, SHAE2_25390.5, SHAE2_25390.4	SCUR1_23010.1
OG0000066	SHAE2_40030.6, SHAE2_40030.14, SHAE2_40030.15, SHAE2_40030.1, SHAE2_40030.13	SCUR1_37290.13
OG0000066	SHAE2_40030.5, SHAE2_40030.8, SHAE2_40030.12, SHAE2_40030.2, SHAE2_40030.9	SCUR1_37290.9
OG0000066	SHAE2_40030.11, SHAE2_40030.4, SHAE2_40030.7	SCUR1_37290.3
OG0000067	SHAE2_71830.19, SHAE2_71830.16, SHAE2_71830.6, SHAE2_71830.8, SHAE2_71830.10, SHAE2_71830.14, SHAE2_71830.15, SHAE2_71830.9, SHAE2_71830.11, SHAE2_71830.20, SHAE2_71830.13, SHAE2_71830.2, SHAE2_71830.1, SHAE2_71830.12, SHAE2_71830.17, SHAE2_71830.18, SHAE2_71830.3, SHAE2_71830.4, SHAE2_71830.7, SHAE2_71830.5	SCUR1_67110.2, SCUR1_67110.1, SCUR1_67110.4, SCUR1_67110.5, SCUR1_67110.6, SCUR1_67110.7, SCUR1_67110.9, SCUR1_67110.8, SCUR1_67110.3
OG0000068	SHAE2_57070.1	SCUR1_53860.1
OG0000068	SHAE2_57070.2	SCUR1_53860.1
OG0000068	SHAE2_100120.2, SHAE2_100120.1, SHAE2_100120.3	SCUR1_93300.1
OG0000068	SHAE2_39460.1	SCUR1_36720.1
OG0000068	SHAE2_39470.1	SCUR1_36720.3
OG0000068	SHAE2_30990.1	SCUR1_28800.1
OG0000069	SHAE2_22730.1	SCUR1_20660.13, SCUR1_20660.14, SCUR1_20660.18, SCUR1_20660.26, SCUR1_20660.36, SCUR1_20660.27, SCUR1_20660.23, SCUR1_20660.24, SCUR1_20660.28, SCUR1_20660.17, SCUR1_20660.2, SCUR1_20660.20, SCUR1_20660.21, SCUR1_20660.22, SCUR1_20660.25, SCUR1_20660.3, SCUR1_20660.4, SCUR1_20660.6, SCUR1_20660.7, SCUR1_20660.8, SCUR1_20660.1, SCUR1_20660.12, SCUR1_20660.5, SCUR1_20660.10, SCUR1_20660.16, SCUR1_20660.29, SCUR1_20660.30, SCUR1_20660.31, SCUR1_20660.32, SCUR1_20660.33, SCUR1_20660.9, SCUR1_20660.34, SCUR1_20660.35, SCUR1_20660.11, SCUR1_20660.15, SCUR1_20660.19
OG0000070	SHAE2_46580.1, SHAE2_46580.2, SHAE2_46580.4	SCUR1_43900.6, SCUR1_43900.7, SCUR1_43900.12, SCUR1_43900.8, SCUR1_43900.3
OG0000070	SHAE2_46580.5	SCUR1_43900.2
OG0000070	SHAE2_46580.3	SCUR1_43900.11, SCUR1_43900.9
OG0000070	SHAE2_46580.6	SCUR1_43900.5
OG0000071	SHAE2_36970.11, SHAE2_36970.2, SHAE2_36970.3, SHAE2_36970.5, SHAE2_36970.8, SHAE2_36970.9, SHAE2_36970.10, SHAE2_36970.13, SHAE2_36970.4, SHAE2_36970.6, SHAE2_36970.7, SHAE2_36970.12, SHAE2_36970.14, SHAE2_36970.1	SCUR1_34320.1, SCUR1_34320.3, SCUR1_34320.4, SCUR1_34320.5, SCUR1_34320.2, SCUR1_34320.6
OG0000072	SHAE2_94930.1, SHAE2_94930.2	SCUR1_88280.7, SCUR1_88280.5, SCUR1_88280.3, SCUR1_88280.2, SCUR1_88280.1, SCUR1_88280.8, SCUR1_88280.4, SCUR1_88280.6
OG0000073	SHAE2_58540.12, SHAE2_58540.3, SHAE2_58540.7, SHAE2_58550.10, SHAE2_58550.12, SHAE2_58550.14, SHAE2_58550.15, SHAE2_58550.7, SHAE2_58540.8, SHAE2_58550.2, SHAE2_58540.1, SHAE2_58540.2, SHAE2_58540.9, SHAE2_58550.1, SHAE2_58550.13, SHAE2_58550.16, SHAE2_58550.3, SHAE2_58550.6, SHAE2_58550.8, SHAE2_58550.4, SHAE2_58540.13, SHAE2_58540.4, SHAE2_58540.5, SHAE2_58550.11, SHAE2_58550.9, SHAE2_58540.10, SHAE2_58540.6	SCUR1_55360.2, SCUR1_55360.3, SCUR1_55360.4, SCUR1_55360.6, SCUR1_55360.7, SCUR1_55350.4, SCUR1_55350.2, SCUR1_55350.3, SCUR1_55350.5, SCUR1_55350.1
OG0000074	SHAE2_93350.1	SCUR1_86750.1, SCUR1_86750.2
OG0000074	SHAE2_13230.1	SCUR1_11360.1
OG0000074	SHAE2_93440.1	SCUR1_86850.1, SCUR1_86850.2
OG0000075	SHAE2_36730.1, SHAE2_36730.2, SHAE2_36730.10, SHAE2_36730.12, SHAE2_36730.14, SHAE2_36730.18, SHAE2_36730.19, SHAE2_36730.20, SHAE2_36730.21, SHAE2_36730.3, SHAE2_36730.4, SHAE2_36730.5, SHAE2_36730.6, SHAE2_36730.7, SHAE2_36730.8, SHAE2_36730.9, SHAE2_36730.17, SHAE2_36730.13, SHAE2_36730.15, SHAE2_36730.16, SHAE2_36730.22, SHAE2_36730.23, SHAE2_36730.11	SCUR1_34050.1
OG0000076	SHAE2_96250.2, SHAE2_96250.1	SCUR1_89500.3, SCUR1_89500.4, SCUR1_89500.1, SCUR1_89500.2
OG0000076	SHAE2_4440.10	SCUR1_3860.1, SCUR1_3860.2
OG0000077	SHAE2_12640.4, SHAE2_12640.5, SHAE2_12640.14, SHAE2_12640.15, SHAE2_12640.11, SHAE2_12640.8, SHAE2_12640.2, SHAE2_12640.3, SHAE2_12640.6, SHAE2_12640.10, SHAE2_12640.9, SHAE2_12640.7	SCUR1_10810.3, SCUR1_10810.4, SCUR1_10810.5, SCUR1_10810.2, SCUR1_10810.1, SCUR1_10810.6, SCUR1_10810.7
OG0000078	SHAE2_6060.1	SCUR1_5570.1
OG0000078	SHAE2_6060.11, SHAE2_6060.2	SCUR1_5570.4
OG0000078	SHAE2_6060.8	SCUR1_5570.2, SCUR1_5570.3, SCUR1_5570.5, SCUR1_5570.7
OG0000079	SHAE2_32920.2, SHAE2_32920.1, SHAE2_32920.3	SCUR1_30630.2, SCUR1_30630.1, SCUR1_30630.3
OG0000079	SHAE2_57130.1, SHAE2_57130.2, SHAE2_57130.6, SHAE2_57130.3, SHAE2_57130.8, SHAE2_57130.5, SHAE2_57130.4, SHAE2_57130.7, SHAE2_57130.9	SCUR1_53930.3, SCUR1_53930.2, SCUR1_53930.4, SCUR1_53930.6, SCUR1_53930.1, SCUR1_53930.5, SCUR1_53930.7
OG0000080	SHAE2_46980.11, SHAE2_46980.13, SHAE2_46980.9, SHAE2_46980.8, SHAE2_46980.2, SHAE2_46980.4, SHAE2_46980.5, SHAE2_46980.6, SHAE2_46980.3, SHAE2_46980.7, SHAE2_46980.12, SHAE2_46980.10, SHAE2_46980.1	SCUR1_44300.10, SCUR1_44300.3, SCUR1_44300.5, SCUR1_44300.4, SCUR1_44300.1, SCUR1_44300.16, SCUR1_44300.11, SCUR1_44300.7, SCUR1_44300.8, SCUR1_44300.15, SCUR1_44300.6, SCUR1_44300.13, SCUR1_44300.2, SCUR1_44300.12, SCUR1_44300.14, SCUR1_44300.9
OG0000081	SHAE2_72480.1	SCUR1_73070.1
OG0000082	SHAE2_12290.1	SCUR1_10450.1, SCUR1_10450.2, SCUR1_10450.15, SCUR1_10450.16, SCUR1_10450.18, SCUR1_10450.11, SCUR1_10450.17, SCUR1_10450.3, SCUR1_10450.4, SCUR1_10450.7, SCUR1_10450.9, SCUR1_10450.10, SCUR1_10450.13, SCUR1_10450.14, SCUR1_10450.5, SCUR1_10450.6, SCUR1_10450.8, SCUR1_10450.19, SCUR1_10450.12
OG0000083	SHAE2_18750.1	SCUR1_19640.1, SCUR1_3960.1, SCUR1_99210.1
OG0000084	SHAE2_33130.1	SCUR1_29340.1
OG0000084	SHAE2_44420.1	SCUR1_44670.1, SCUR1_80920.1
OG0000084	SHAE2_36800.1	SCUR1_7430.1
OG0000085	SHAE2_39330.4, SHAE2_39330.1, SHAE2_39330.10, SHAE2_39330.11, SHAE2_39330.12, SHAE2_39330.13, SHAE2_39330.14, SHAE2_39330.2, SHAE2_39330.3, SHAE2_39330.7, SHAE2_39330.15, SHAE2_39330.6, SHAE2_39330.8, SHAE2_39330.5, SHAE2_39330.9	SCUR1_36590.1, SCUR1_36590.6, SCUR1_36590.2, SCUR1_36590.3, SCUR1_36590.4, SCUR1_36590.5
OG0000086	SHAE2_77610.2, SHAE2_77610.11, SHAE2_77610.12, SHAE2_77610.13, SHAE2_77610.8, SHAE2_77610.9, SHAE2_77610.7, SHAE2_77610.10, SHAE2_77610.4, SHAE2_77610.5, SHAE2_77610.6, SHAE2_77610.1, SHAE2_77610.3	SCUR1_72390.10, SCUR1_72390.8, SCUR1_72390.2, SCUR1_72390.5, SCUR1_72390.12, SCUR1_72390.13, SCUR1_72390.11, SCUR1_72390.7, SCUR1_72390.9, SCUR1_72390.4
OG0000087	SHAE2_56190.11, SHAE2_56190.3, SHAE2_56190.6, SHAE2_56190.8, SHAE2_56190.5, SHAE2_56190.1, SHAE2_56190.7, SHAE2_56190.2, SHAE2_56190.9, SHAE2_56190.4, SHAE2_56190.10	SCUR1_52940.3, SCUR1_52940.10, SCUR1_52940.8, SCUR1_52940.4, SCUR1_52940.9, SCUR1_52940.1, SCUR1_52940.5, SCUR1_52940.6, SCUR1_52940.7, SCUR1_52940.2
OG0000088	SHAE2_3590.2, SHAE2_3590.3	SCUR1_3030.5, SCUR1_3030.1, SCUR1_3030.3
OG0000088	SHAE2_3590.1, SHAE2_3590.4	SCUR1_3030.4
OG0000088	SHAE2_3570.6, SHAE2_3570.7, SHAE2_3570.1, SHAE2_3570.3, SHAE2_3570.4	SCUR1_3020.5, SCUR1_3020.4, SCUR1_3020.6, SCUR1_3020.9, SCUR1_3020.8
OG0000091	SHAE2_51130.24, SHAE2_51130.18, SHAE2_51130.19, SHAE2_51130.28, SHAE2_51130.29, SHAE2_51130.12, SHAE2_51130.1, SHAE2_51130.4, SHAE2_51130.23, SHAE2_51130.21, SHAE2_51130.6, SHAE2_51130.2, SHAE2_51130.25, SHAE2_51130.26, SHAE2_51130.3, SHAE2_51130.17, SHAE2_51130.5, SHAE2_51130.13, SHAE2_51130.16, SHAE2_51130.9, SHAE2_51130.27, SHAE2_51130.11, SHAE2_51130.15, SHAE2_51130.20, SHAE2_51130.22, SHAE2_51130.8, SHAE2_51130.10, SHAE2_51130.14, SHAE2_51130.7	SCUR1_47950.1
OG0000092	SHAE2_2520.1, SHAE2_2520.3, SHAE2_2520.2	SCUR1_2070.1, SCUR1_2070.4, SCUR1_2070.2, SCUR1_2070.3, SCUR1_2070.5, SCUR1_2070.6
OG0000092	SHAE2_14980.4, SHAE2_14980.3	SCUR1_13260.3, SCUR1_13260.4, SCUR1_13260.8
OG0000092	SHAE2_14980.1, SHAE2_14980.2	SCUR1_13260.2, SCUR1_13260.7, SCUR1_13260.5, SCUR1_13260.6, SCUR1_13260.1
OG0000093	SHAE2_43060.1	SCUR1_40300.1
OG0000093	SHAE2_42250.1, SHAE2_42250.2	SCUR1_96410.1, SCUR1_96420.1
OG0000094	SHAE2_10350.10, SHAE2_10350.4, SHAE2_10350.5, SHAE2_10350.9, SHAE2_10350.2, SHAE2_10350.7, SHAE2_10350.14, SHAE2_10350.12, SHAE2_10350.15, SHAE2_10350.17, SHAE2_10350.13, SHAE2_10350.16, SHAE2_10350.18, SHAE2_10350.19, SHAE2_10350.20, SHAE2_10350.21, SHAE2_10350.1, SHAE2_10350.8, SHAE2_10350.3, SHAE2_10350.6, SHAE2_10350.11	SCUR1_8440.11, SCUR1_8440.13, SCUR1_8440.5, SCUR1_8440.9, SCUR1_8440.4, SCUR1_8440.6, SCUR1_8440.7, SCUR1_8440.1, SCUR1_8440.2, SCUR1_8440.3, SCUR1_8440.8, SCUR1_8440.12, SCUR1_8440.16, SCUR1_8440.15, SCUR1_8440.14, SCUR1_8440.10
OG0000095	SHAE2_65580.5, SHAE2_65580.4, SHAE2_65580.1, SHAE2_65580.2, SHAE2_65580.3, SHAE2_65580.7, SHAE2_65580.8, SHAE2_65580.6	SCUR1_61370.7, SCUR1_61370.1, SCUR1_61370.3, SCUR1_61370.5, SCUR1_61370.6, SCUR1_61370.4
OG0000095	SHAE2_65580.9	SCUR1_61370.9
OG0000095	SHAE2_65580.11, SHAE2_65580.10	SCUR1_61370.2, SCUR1_61370.8
OG0000096	SHAE2_38140.1	SCUR1_35430.4, SCUR1_35430.6, SCUR1_35430.10, SCUR1_35430.5, SCUR1_35430.14, SCUR1_35430.8, SCUR1_35430.12, SCUR1_35430.2, SCUR1_35430.15, SCUR1_35430.9, SCUR1_35430.11, SCUR1_35430.7, SCUR1_35430.1, SCUR1_35430.13, SCUR1_35430.3
OG0000097	SHAE2_7500.13, SHAE2_7500.31, SHAE2_7500.19, SHAE2_7500.6, SHAE2_7500.28, SHAE2_7500.2, SHAE2_7500.17, SHAE2_7500.21, SHAE2_7500.25, SHAE2_7500.26, SHAE2_7500.29, SHAE2_7500.3, SHAE2_7500.8, SHAE2_7500.10, SHAE2_7500.23, SHAE2_7500.5, SHAE2_7500.9, SHAE2_7500.20, SHAE2_7500.11, SHAE2_7500.4, SHAE2_7500.12, SHAE2_7500.14, SHAE2_7500.15, SHAE2_7500.16, SHAE2_7500.18, SHAE2_7500.22, SHAE2_7500.7, SHAE2_7500.1, SHAE2_7500.24, SHAE2_7500.30, SHAE2_7500.27	SCUR1_6890.25, SCUR1_6890.2, SCUR1_6890.20, SCUR1_6890.24, SCUR1_6890.10, SCUR1_6890.15, SCUR1_6890.17, SCUR1_6890.19, SCUR1_6890.23, SCUR1_6890.5, SCUR1_6890.8, SCUR1_6890.21, SCUR1_6890.16, SCUR1_6890.18, SCUR1_6890.26, SCUR1_6890.6, SCUR1_6890.1, SCUR1_6890.12, SCUR1_6890.13, SCUR1_6890.14, SCUR1_6890.3, SCUR1_6890.4, SCUR1_6890.7, SCUR1_6890.9, SCUR1_6890.11, SCUR1_6890.22
OG0000098	SHAE2_44020.1, SHAE2_44010.2	SCUR1_94810.1
OG0000098	SHAE2_44010.3	SCUR1_41240.1
OG0000098	SHAE2_71040.5, SHAE2_71040.4, SHAE2_71040.1, SHAE2_71040.2, SHAE2_71040.6, SHAE2_71040.7, SHAE2_71040.3	SCUR1_98370.1, SCUR1_66460.3, SCUR1_66460.1, SCUR1_66460.4, SCUR1_66460.2, SCUR1_66510.1
OG0000099	SHAE2_72020.1, SHAE2_72020.4, SHAE2_72020.5	SCUR1_67230.1, SCUR1_67230.3, SCUR1_67230.2
OG0000099	SHAE2_76260.1	SCUR1_71170.4, SCUR1_71170.3, SCUR1_71170.7, SCUR1_71170.2, SCUR1_71170.1, SCUR1_71170.5, SCUR1_71170.6
OG0000102	SHAE2_62580.6, SHAE2_62580.7	SCUR1_58590.2
OG0000102	SHAE2_62580.2, SHAE2_62580.1, SHAE2_62580.4, SHAE2_62580.3, SHAE2_62580.5	SCUR1_58590.3
OG0000103	SHAE2_78650.3, SHAE2_78650.4, SHAE2_78650.6, SHAE2_78650.1, SHAE2_78650.2, SHAE2_78650.5, SHAE2_78650.7	SCUR1_73440.1, SCUR1_73440.8, SCUR1_73440.10, SCUR1_73440.4, SCUR1_73440.5, SCUR1_73440.6, SCUR1_73440.7, SCUR1_73440.2, SCUR1_73440.3, SCUR1_73440.9
OG0000104	SHAE2_6650.8, SHAE2_6650.17, SHAE2_6650.13, SHAE2_6650.16, SHAE2_6650.2, SHAE2_6650.3, SHAE2_6650.10, SHAE2_6650.12, SHAE2_6650.6	SCUR1_6110.17, SCUR1_6110.14, SCUR1_6110.6, SCUR1_6110.8, SCUR1_6110.12, SCUR1_6110.2, SCUR1_6110.5
OG0000105	SHAE2_8290.24, SHAE2_8290.25, SHAE2_8290.17, SHAE2_8290.22, SHAE2_8290.18, SHAE2_8290.21, SHAE2_8290.10, SHAE2_8290.12, SHAE2_8290.20, SHAE2_8290.23, SHAE2_8290.13, SHAE2_8290.11, SHAE2_8290.15, SHAE2_8290.1, SHAE2_8290.4, SHAE2_8290.5, SHAE2_8290.6, SHAE2_8290.7, SHAE2_8290.16, SHAE2_8290.19, SHAE2_8290.2, SHAE2_8290.3, SHAE2_8290.14, SHAE2_8290.9, SHAE2_8290.8	SCUR1_7610.1
OG0000106	SHAE2_78090.1	SCUR1_72890.1
OG0000106	SHAE2_78080.1	SCUR1_72880.1, SCUR1_72860.1
OG0000106	SHAE2_78050.1, SHAE2_78050.2	SCUR1_72810.1
OG0000107	SHAE2_54350.1	SCUR1_49430.1
OG0000108	SHAE2_10210.8, SHAE2_10210.10, SHAE2_10210.4, SHAE2_10210.3, SHAE2_10210.5, SHAE2_10210.11, SHAE2_10210.13, SHAE2_10210.14, SHAE2_10210.15, SHAE2_10210.16, SHAE2_10210.17, SHAE2_10210.2, SHAE2_10210.9, SHAE2_10210.1, SHAE2_10210.12, SHAE2_10210.7, SHAE2_10210.6	SCUR1_8280.1
OG0000110	SHAE2_32170.1	SCUR1_29820.1, SCUR1_29820.2
OG0000110	SHAE2_32120.2, SHAE2_32120.1	SCUR1_29800.2, SCUR1_29800.4, SCUR1_29800.1, SCUR1_29800.5, SCUR1_29800.3
OG0000110	SHAE2_32180.2	SCUR1_29830.1
OG0000111	SHAE2_44090.1	SCUR1_41310.1
OG0000111	SHAE2_55270.1	SCUR1_51960.1
OG0000111	SHAE2_33500.1	SCUR1_31180.1, SCUR1_31180.2
OG0000111	SHAE2_33520.1, SHAE2_33520.2	SCUR1_31210.1
OG0000112	SHAE2_89140.2, SHAE2_89140.8, SHAE2_89140.1, SHAE2_89140.7, SHAE2_89140.5, SHAE2_89140.6, SHAE2_89140.4, SHAE2_89140.3, SHAE2_89140.10, SHAE2_89140.15, SHAE2_89140.12, SHAE2_89140.17, SHAE2_89140.16, SHAE2_89140.14, SHAE2_89140.24, SHAE2_89140.20, SHAE2_89140.11, SHAE2_89140.9, SHAE2_89140.23, SHAE2_89140.26, SHAE2_89140.27, SHAE2_89140.18, SHAE2_89140.25, SHAE2_89140.13, SHAE2_89140.22, SHAE2_89140.21, SHAE2_89140.19	SCUR1_82790.7, SCUR1_82790.1, SCUR1_82790.4, SCUR1_82790.5, SCUR1_82790.8, SCUR1_82790.11, SCUR1_82790.10, SCUR1_82790.12, SCUR1_82790.2, SCUR1_82790.13, SCUR1_82790.6, SCUR1_82790.9, SCUR1_82790.3
OG0000113	SHAE2_43020.6, SHAE2_43020.5, SHAE2_43020.7, SHAE2_43020.8, SHAE2_43020.2, SHAE2_43020.4, SHAE2_43020.10, SHAE2_43020.1, SHAE2_43020.3	SCUR1_57690.5, SCUR1_57690.3, SCUR1_57690.4, SCUR1_57690.6, SCUR1_57690.1, SCUR1_57690.2
OG0000113	SHAE2_93960.7	SCUR1_99410.1, SCUR1_99410.2, SCUR1_99410.3, SCUR1_95410.1, SCUR1_95410.2, SCUR1_95410.3, SCUR1_95410.4
OG0000114	SHAE2_100010.15, SHAE2_100010.16, SHAE2_100010.17, SHAE2_100010.11, SHAE2_100010.9, SHAE2_100010.14, SHAE2_100010.2, SHAE2_100010.3, SHAE2_100010.6, SHAE2_100010.8, SHAE2_100010.5, SHAE2_100010.7, SHAE2_100010.1, SHAE2_100010.12, SHAE2_100010.13, SHAE2_100010.4, SHAE2_100010.10	SCUR1_93190.5, SCUR1_93190.1, SCUR1_93190.7, SCUR1_93190.2, SCUR1_93190.3, SCUR1_93190.6, SCUR1_93190.8, SCUR1_93190.9, SCUR1_93190.4
OG0000115	SHAE2_39620.3, SHAE2_39620.1, SHAE2_39620.10, SHAE2_39620.5, SHAE2_39620.6, SHAE2_39620.8, SHAE2_39620.2, SHAE2_39620.4, SHAE2_39620.7, SHAE2_39620.9	SCUR1_36820.4, SCUR1_36820.5, SCUR1_36820.2, SCUR1_36820.7, SCUR1_36820.9, SCUR1_36820.1, SCUR1_36820.10, SCUR1_36820.3, SCUR1_36820.6, SCUR1_36820.8
OG0000116	SHAE2_53390.1	SCUR1_50170.11, SCUR1_50170.5, SCUR1_50170.12, SCUR1_50170.18, SCUR1_50170.22, SCUR1_50170.13, SCUR1_50170.8, SCUR1_50170.1, SCUR1_50170.15, SCUR1_50170.19, SCUR1_50170.10, SCUR1_50170.4, SCUR1_50170.7, SCUR1_50170.14, SCUR1_50170.2, SCUR1_50170.20, SCUR1_50170.3, SCUR1_50170.6, SCUR1_50170.17, SCUR1_50170.21, SCUR1_50170.16, SCUR1_50170.9
OG0000117	SHAE2_32260.4, SHAE2_32260.5, SHAE2_32260.1, SHAE2_32260.11, SHAE2_32260.6, SHAE2_32260.3, SHAE2_32260.7, SHAE2_32260.14, SHAE2_32260.18, SHAE2_32260.19, SHAE2_32260.20, SHAE2_32260.10, SHAE2_32260.12, SHAE2_32260.13, SHAE2_32260.15, SHAE2_32260.16, SHAE2_32260.2, SHAE2_32260.8, SHAE2_32260.9	SCUR1_29920.10, SCUR1_29920.11, SCUR1_29920.15, SCUR1_29920.17, SCUR1_29920.6, SCUR1_29920.7, SCUR1_29920.1, SCUR1_29920.13, SCUR1_29920.5, SCUR1_29920.9, SCUR1_29920.14, SCUR1_29920.16, SCUR1_29920.18, SCUR1_29920.12, SCUR1_29920.19, SCUR1_29920.2, SCUR1_29920.3, SCUR1_29920.4, SCUR1_29920.8
OG0000118	SHAE2_42410.1	SCUR1_39670.1
OG0000118	SHAE2_42420.1	SCUR1_39680.1
OG0000118	SHAE2_42400.1	SCUR1_39640.1
