Orthogroup	schistosoma_curassoni	schistosoma_intercalatum
OG0000063	SCUR1_39570.4	SINT1_39400.3
OG0000063	SCUR1_39570.10, SCUR1_39570.6, SCUR1_39570.8, SCUR1_39570.1, SCUR1_39570.15	SINT1_39400.2, SINT1_39400.7
OG0000063	SCUR1_39570.5, SCUR1_39570.7	SINT1_39400.1, SINT1_39400.5
OG0000063	SCUR1_39570.16, SCUR1_39570.13, SCUR1_39570.14, SCUR1_39570.11, SCUR1_39570.2, SCUR1_39570.9, SCUR1_39570.12	SINT1_39400.11, SINT1_39400.4, SINT1_39400.10, SINT1_39400.12
OG0000064	SCUR1_4200.1	SINT1_4150.18, SINT1_4150.22, SINT1_4150.4, SINT1_4150.19, SINT1_4150.16, SINT1_4150.24, SINT1_4150.25, SINT1_4150.13, SINT1_4150.20, SINT1_4150.17, SINT1_4150.21, SINT1_4150.15, SINT1_4150.11, SINT1_4150.1, SINT1_4150.7, SINT1_4150.3, SINT1_4150.6, SINT1_4150.9, SINT1_4150.23, SINT1_4150.26, SINT1_4150.2, SINT1_4150.8, SINT1_4150.10, SINT1_4150.12, SINT1_4150.14, SINT1_4150.5
OG0000065	SCUR1_22980.1	SINT1_23130.1, SINT1_23160.1
OG0000065	SCUR1_23010.1	SINT1_23190.1, SINT1_23180.2
OG0000066	SCUR1_37290.5	SINT1_37090.4, SINT1_37090.9
OG0000066	SCUR1_37290.9	SINT1_37090.1, SINT1_37090.7, SINT1_37090.8, SINT1_37090.6, SINT1_37090.12, SINT1_37090.10, SINT1_37090.3
OG0000066	SCUR1_37290.3	SINT1_37090.11
OG0000066	SCUR1_37290.1	SINT1_37090.5
OG0000067	SCUR1_67110.2, SCUR1_67110.1, SCUR1_67110.4, SCUR1_67110.5, SCUR1_67110.6, SCUR1_67110.7, SCUR1_67110.9, SCUR1_67110.8, SCUR1_67110.3	SINT1_67000.1, SINT1_67000.7, SINT1_67000.6, SINT1_67000.8, SINT1_67000.9, SINT1_67000.2, SINT1_67000.3, SINT1_67000.4, SINT1_67000.5
OG0000068	SCUR1_53860.1	SINT1_53720.1
OG0000068	SCUR1_93300.1	SINT1_93040.1
OG0000068	SCUR1_36720.2	SINT1_36550.2
OG0000068	SCUR1_36720.1	SINT1_36550.1
OG0000068	SCUR1_36720.3	SINT1_36550.3
OG0000068	SCUR1_28800.1	SINT1_28800.1
OG0000069	SCUR1_20660.13, SCUR1_20660.14, SCUR1_20660.18, SCUR1_20660.26, SCUR1_20660.36, SCUR1_20660.27, SCUR1_20660.23, SCUR1_20660.24, SCUR1_20660.28, SCUR1_20660.17, SCUR1_20660.2, SCUR1_20660.20, SCUR1_20660.21, SCUR1_20660.22, SCUR1_20660.25, SCUR1_20660.3, SCUR1_20660.4, SCUR1_20660.6, SCUR1_20660.7, SCUR1_20660.8, SCUR1_20660.1, SCUR1_20660.12, SCUR1_20660.5, SCUR1_20660.10, SCUR1_20660.16, SCUR1_20660.29, SCUR1_20660.30, SCUR1_20660.31, SCUR1_20660.32, SCUR1_20660.33, SCUR1_20660.9, SCUR1_20660.34, SCUR1_20660.35, SCUR1_20660.11, SCUR1_20660.15, SCUR1_20660.19	SINT1_20680.1, SINT1_20680.3, SINT1_20680.6, SINT1_20680.9, SINT1_20680.10, SINT1_20680.2, SINT1_20680.5, SINT1_20680.8, SINT1_20680.11, SINT1_20680.12, SINT1_20680.13, SINT1_20680.4, SINT1_20680.7
OG0000070	SCUR1_43900.6, SCUR1_43900.7, SCUR1_43900.12, SCUR1_43900.8, SCUR1_43900.3	SINT1_43770.12, SINT1_43770.5
OG0000070	SCUR1_43900.1, SCUR1_43900.11, SCUR1_43900.9, SCUR1_43900.5, SCUR1_43900.4, SCUR1_43900.13, SCUR1_43900.14, SCUR1_43900.10	SINT1_43770.7, SINT1_43770.15, SINT1_43770.10, SINT1_43770.2, SINT1_43770.17, SINT1_43770.3, SINT1_43770.8, SINT1_43770.16, SINT1_43770.1, SINT1_43770.6, SINT1_43770.4, SINT1_43770.9, SINT1_43770.14, SINT1_43770.11
OG0000071	SCUR1_34320.1, SCUR1_34320.3, SCUR1_34320.4, SCUR1_34320.5, SCUR1_34320.2, SCUR1_34320.6	SINT1_34230.1, SINT1_34230.2, SINT1_34230.4, SINT1_34230.6, SINT1_34230.8, SINT1_34230.7, SINT1_34230.9, SINT1_34230.10, SINT1_34230.3, SINT1_34230.5
OG0000072	SCUR1_88280.7, SCUR1_88280.5, SCUR1_88280.3, SCUR1_88280.2, SCUR1_88280.1, SCUR1_88280.8, SCUR1_88280.4, SCUR1_88280.6	SINT1_87990.2, SINT1_87990.6, SINT1_87990.10, SINT1_87990.4, SINT1_87990.3, SINT1_87990.1, SINT1_87990.5, SINT1_87990.7, SINT1_87990.14, SINT1_87990.12, SINT1_87990.13, SINT1_87990.9, SINT1_87990.11, SINT1_87990.8
OG0000073	SCUR1_55360.3, SCUR1_55360.4, SCUR1_55360.6, SCUR1_55360.7, SCUR1_55350.4, SCUR1_55350.2, SCUR1_55350.3, SCUR1_55350.5, SCUR1_55350.1	SINT1_55460.3, SINT1_55450.1, SINT1_55450.2, SINT1_55450.4, SINT1_55460.1, SINT1_55450.5, SINT1_55460.2, SINT1_55450.3
OG0000074	SCUR1_86750.1, SCUR1_86750.2	SINT1_86470.1
OG0000074	SCUR1_11360.1	SINT1_11530.1
OG0000074	SCUR1_86850.1, SCUR1_86850.2	SINT1_86570.1
OG0000075	SCUR1_34050.1	SINT1_33970.18, SINT1_33970.16, SINT1_33970.24, SINT1_33970.8, SINT1_33970.1, SINT1_33970.10, SINT1_33970.11, SINT1_33970.12, SINT1_33970.13, SINT1_33970.14, SINT1_33970.15, SINT1_33970.17, SINT1_33970.2, SINT1_33970.20, SINT1_33970.22, SINT1_33970.23, SINT1_33970.4, SINT1_33970.5, SINT1_33970.6, SINT1_33970.7, SINT1_33970.9, SINT1_33970.3, SINT1_33970.19, SINT1_33970.21
OG0000076	SCUR1_89500.1	SINT1_89270.2, SINT1_89270.1
OG0000076	SCUR1_89500.2	SINT1_89270.3
OG0000076	SCUR1_3860.1, SCUR1_3860.2	SINT1_3800.6
OG0000077	SCUR1_10810.3, SCUR1_10810.4, SCUR1_10810.5, SCUR1_10810.2, SCUR1_10810.1, SCUR1_10810.6, SCUR1_10810.7	SINT1_10970.11, SINT1_10970.9, SINT1_10970.10, SINT1_10970.6, SINT1_10970.7, SINT1_10970.3, SINT1_10970.1, SINT1_10970.4, SINT1_10970.8, SINT1_10970.2, SINT1_10970.5
OG0000078	SCUR1_5570.1	SINT1_5520.8
OG0000078	SCUR1_5570.4	SINT1_5520.1
OG0000078	SCUR1_5570.2, SCUR1_5570.3, SCUR1_5570.5, SCUR1_5570.7, SCUR1_5570.6	SINT1_5520.9, SINT1_5520.4, SINT1_5520.2, SINT1_5520.3, SINT1_5520.5, SINT1_5520.6, SINT1_5520.7
OG0000079	SCUR1_30630.2, SCUR1_30630.1, SCUR1_30630.3	SINT1_30740.4
OG0000079	SCUR1_53930.3, SCUR1_53930.2, SCUR1_53930.4, SCUR1_53930.6, SCUR1_53930.1, SCUR1_53930.5, SCUR1_53930.7	SINT1_53840.5, SINT1_53840.1, SINT1_53840.3, SINT1_53840.2, SINT1_53840.4
OG0000080	SCUR1_44300.10, SCUR1_44300.3, SCUR1_44300.5, SCUR1_44300.4, SCUR1_44300.1, SCUR1_44300.16, SCUR1_44300.11, SCUR1_44300.7, SCUR1_44300.8, SCUR1_44300.15, SCUR1_44300.6, SCUR1_44300.13, SCUR1_44300.2, SCUR1_44300.12, SCUR1_44300.14, SCUR1_44300.9	SINT1_44200.2, SINT1_44200.8, SINT1_44200.7, SINT1_44200.6, SINT1_44200.5, SINT1_44200.4, SINT1_44200.3, SINT1_44200.1, SINT1_44200.9
OG0000081	SCUR1_33180.1, SCUR1_75470.1	SINT1_80800.1
OG0000081	SCUR1_46320.1, SCUR1_46330.1	SINT1_7880.1
OG0000081	SCUR1_45760.1	SINT1_44890.1
OG0000081	SCUR1_63590.1, SCUR1_88200.1	SINT1_19300.1, SINT1_2900.1
OG0000081	SCUR1_73070.1	SINT1_58320.1
OG0000082	SCUR1_10450.1, SCUR1_10450.2, SCUR1_10450.15, SCUR1_10450.16, SCUR1_10450.18, SCUR1_10450.11, SCUR1_10450.17, SCUR1_10450.3, SCUR1_10450.4, SCUR1_10450.7, SCUR1_10450.9, SCUR1_10450.10, SCUR1_10450.13, SCUR1_10450.14, SCUR1_10450.5, SCUR1_10450.6, SCUR1_10450.8, SCUR1_10450.19, SCUR1_10450.12	SINT1_10600.4, SINT1_10600.2, SINT1_10600.3, SINT1_10600.8, SINT1_10600.1, SINT1_10600.7, SINT1_10600.10, SINT1_10600.11, SINT1_10600.16, SINT1_10600.12, SINT1_10600.14, SINT1_10600.5, SINT1_10600.6, SINT1_10600.15, SINT1_10600.17, SINT1_10600.13, SINT1_10600.9
OG0000083	SCUR1_19640.1, SCUR1_3960.1, SCUR1_99210.1	SINT1_58950.1
OG0000084	SCUR1_43350.1	SINT1_8370.1, SINT1_96020.1
OG0000084	SCUR1_29340.1	SINT1_47370.1
OG0000084	SCUR1_1000.1	SINT1_67120.1, SINT1_16590.1, SINT1_15830.1, SINT1_16280.1, SINT1_83430.1
OG0000084	SCUR1_7430.1	SINT1_77130.1, SINT1_84260.1
OG0000085	SCUR1_36590.1, SCUR1_36590.6, SCUR1_36590.2, SCUR1_36590.3, SCUR1_36590.4, SCUR1_36590.5	SINT1_36430.1
OG0000086	SCUR1_72390.10, SCUR1_72390.8, SCUR1_72390.2, SCUR1_72390.5, SCUR1_72390.12, SCUR1_72390.13, SCUR1_72390.11, SCUR1_72390.7, SCUR1_72390.9, SCUR1_72390.4	SINT1_72260.6, SINT1_72260.3, SINT1_72260.4, SINT1_72260.5, SINT1_72260.7, SINT1_72260.1, SINT1_72260.2
OG0000087	SCUR1_52940.3, SCUR1_52940.10, SCUR1_52940.8, SCUR1_52940.4, SCUR1_52940.9, SCUR1_52940.1, SCUR1_52940.5, SCUR1_52940.6, SCUR1_52940.7, SCUR1_52940.2	SINT1_52890.10, SINT1_52890.11, SINT1_52890.12, SINT1_52890.3, SINT1_52890.4, SINT1_52890.8, SINT1_52890.1, SINT1_52890.2, SINT1_52890.9, SINT1_52890.5, SINT1_52890.6, SINT1_52890.7
OG0000088	SCUR1_3030.5, SCUR1_3030.1, SCUR1_3030.3	SINT1_3040.1, SINT1_3040.3
OG0000088	SCUR1_3030.2	SINT1_3040.2
OG0000088	SCUR1_3020.5, SCUR1_3020.4, SCUR1_3020.6, SCUR1_3020.9, SCUR1_3020.8	SINT1_3030.1, SINT1_3030.4, SINT1_3030.5, SINT1_3030.6
OG0000090	SCUR1_49980.5, SCUR1_49980.1, SCUR1_49980.8, SCUR1_49980.2, SCUR1_49980.3, SCUR1_49980.4, SCUR1_49980.6, SCUR1_49980.7	SINT1_49900.5, SINT1_49900.1, SINT1_49900.2, SINT1_49900.3, SINT1_49900.4, SINT1_49900.6, SINT1_49900.7, SINT1_49900.8
OG0000091	SCUR1_47950.1	SINT1_47820.5, SINT1_47820.1, SINT1_47820.4, SINT1_47820.2, SINT1_47820.3, SINT1_47820.6
OG0000092	SCUR1_2070.1, SCUR1_2070.4, SCUR1_2070.2, SCUR1_2070.3, SCUR1_2070.5, SCUR1_2070.6	SINT1_2100.1, SINT1_2100.2
OG0000092	SCUR1_13260.3, SCUR1_13260.4, SCUR1_13260.8	SINT1_13320.1, SINT1_13320.2
OG0000093	SCUR1_40300.1	SINT1_40130.1
OG0000093	SCUR1_96410.1, SCUR1_96420.1	SINT1_39320.1
OG0000094	SCUR1_8440.12, SCUR1_8440.16, SCUR1_8440.15, SCUR1_8440.14, SCUR1_8440.10	SINT1_8630.10, SINT1_8630.8, SINT1_8630.9
OG0000095	SCUR1_61370.7, SCUR1_61370.1, SCUR1_61370.3, SCUR1_61370.5, SCUR1_61370.6, SCUR1_61370.4	SINT1_61190.1, SINT1_61190.4, SINT1_61190.5, SINT1_61190.8, SINT1_61190.6, SINT1_61190.2, SINT1_61190.3
OG0000095	SCUR1_61370.9	SINT1_61190.7
OG0000096	SCUR1_35430.10, SCUR1_35430.5, SCUR1_35430.14, SCUR1_35430.8	SINT1_35330.16, SINT1_35330.14
OG0000097	SCUR1_6890.25, SCUR1_6890.2, SCUR1_6890.20, SCUR1_6890.24, SCUR1_6890.10, SCUR1_6890.15, SCUR1_6890.17, SCUR1_6890.19, SCUR1_6890.23, SCUR1_6890.5, SCUR1_6890.8, SCUR1_6890.21, SCUR1_6890.16, SCUR1_6890.18, SCUR1_6890.26, SCUR1_6890.6, SCUR1_6890.1, SCUR1_6890.12, SCUR1_6890.13, SCUR1_6890.14, SCUR1_6890.3, SCUR1_6890.4, SCUR1_6890.7, SCUR1_6890.9, SCUR1_6890.11, SCUR1_6890.22	SINT1_6980.13, SINT1_6980.2, SINT1_6980.3, SINT1_6980.9, SINT1_6980.1, SINT1_6980.10, SINT1_6980.14, SINT1_6980.4, SINT1_6980.5, SINT1_6980.6, SINT1_6980.11, SINT1_6980.7, SINT1_6980.12, SINT1_6980.8
OG0000098	SCUR1_94810.1	SINT1_94630.1
OG0000098	SCUR1_41240.1	SINT1_41140.1
OG0000098	SCUR1_98370.1, SCUR1_66460.3, SCUR1_66460.1, SCUR1_66460.4, SCUR1_66460.2, SCUR1_66510.1	SINT1_66250.3, SINT1_66250.2, SINT1_66250.4, SINT1_66250.5, SINT1_66260.1, SINT1_66260.2
OG0000099	SCUR1_67230.1, SCUR1_67230.3, SCUR1_67230.2	SINT1_67160.2, SINT1_67160.4, SINT1_67160.3, SINT1_67160.5
OG0000099	SCUR1_71170.4, SCUR1_71170.3, SCUR1_71170.7, SCUR1_71170.2, SCUR1_71170.1, SCUR1_71170.5, SCUR1_71170.6	SINT1_71060.2, SINT1_71060.5, SINT1_71060.1, SINT1_71060.3, SINT1_71060.4
OG0000100	SCUR1_32460.1	SINT1_76440.1
OG0000100	SCUR1_27270.1	SINT1_26250.1
OG0000102	SCUR1_5960.1	SINT1_5950.1
OG0000102	SCUR1_58590.3	SINT1_58290.1, SINT1_58290.2
OG0000103	SCUR1_73440.1, SCUR1_73440.8, SCUR1_73440.10, SCUR1_73440.4, SCUR1_73440.5, SCUR1_73440.6, SCUR1_73440.7, SCUR1_73440.2, SCUR1_73440.3, SCUR1_73440.9	SINT1_73200.2, SINT1_73200.3, SINT1_73200.1, SINT1_73200.4, SINT1_73200.5, SINT1_73200.6
OG0000104	SCUR1_6110.1, SCUR1_6110.10, SCUR1_6110.11, SCUR1_6110.16, SCUR1_6110.3, SCUR1_6110.7, SCUR1_6110.13, SCUR1_6110.15, SCUR1_6110.4, SCUR1_6110.9, SCUR1_6110.17, SCUR1_6110.14, SCUR1_6110.6, SCUR1_6110.8, SCUR1_6110.12, SCUR1_6110.2, SCUR1_6110.5	SINT1_6130.1
OG0000105	SCUR1_7610.1	SINT1_7800.15, SINT1_7800.4, SINT1_7800.5, SINT1_7800.6, SINT1_7800.7, SINT1_7800.12, SINT1_7800.11, SINT1_7800.14, SINT1_7800.1, SINT1_7800.13, SINT1_7800.2, SINT1_7800.9, SINT1_7800.10, SINT1_7800.8, SINT1_7800.3
OG0000106	SCUR1_72870.1, SCUR1_72840.1, SCUR1_72890.1, SCUR1_72850.1, SCUR1_72820.1	SINT1_72650.1, SINT1_72660.1
OG0000106	SCUR1_72900.1	SINT1_72700.1
OG0000106	SCUR1_72810.1	SINT1_72640.1
OG0000107	SCUR1_56400.1	SINT1_56150.1
OG0000107	SCUR1_49420.1	SINT1_49310.1
OG0000108	SCUR1_8280.1	SINT1_8450.10, SINT1_8450.3, SINT1_8450.1, SINT1_8450.12, SINT1_8450.7, SINT1_8450.15, SINT1_8450.16, SINT1_8450.17, SINT1_8450.9, SINT1_8450.13, SINT1_8450.11, SINT1_8450.8, SINT1_8450.5, SINT1_8450.6, SINT1_8450.4, SINT1_8450.14, SINT1_8450.2
OG0000110	SCUR1_29820.1, SCUR1_29820.2	SINT1_29940.1, SINT1_29940.2
OG0000110	SCUR1_29800.2, SCUR1_29800.4, SCUR1_29800.1, SCUR1_29800.5, SCUR1_29800.3	SINT1_29900.1
OG0000110	SCUR1_29840.1	SINT1_29960.1, SINT1_29960.3, SINT1_29960.4
OG0000111	SCUR1_41310.1	SINT1_41240.1
OG0000111	SCUR1_51960.1	SINT1_51900.1
OG0000111	SCUR1_31170.1	SINT1_31290.1, SINT1_31260.1, SINT1_31270.1, SINT1_31280.1
OG0000111	SCUR1_31180.1, SCUR1_31180.2	SINT1_31300.1
OG0000111	SCUR1_31210.1	SINT1_31320.2, SINT1_31320.1
OG0000112	SCUR1_82790.7, SCUR1_82790.1, SCUR1_82790.4, SCUR1_82790.5, SCUR1_82790.8, SCUR1_82790.11, SCUR1_82790.10, SCUR1_82790.12, SCUR1_82790.2, SCUR1_82790.13, SCUR1_82790.6, SCUR1_82790.9, SCUR1_82790.3	SINT1_82360.1, SINT1_82360.12, SINT1_82360.13, SINT1_82360.5, SINT1_82360.6, SINT1_82360.10, SINT1_82360.2, SINT1_82360.7, SINT1_82360.3, SINT1_82360.9, SINT1_82360.4, SINT1_82360.11, SINT1_82360.8
OG0000113	SCUR1_57690.5, SCUR1_57690.3, SCUR1_57690.4, SCUR1_57690.6, SCUR1_57690.1, SCUR1_57690.2	SINT1_8770.2, SINT1_8770.1, SINT1_34760.3, SINT1_48210.4, SINT1_48210.8, SINT1_34760.4, SINT1_48210.3, SINT1_48210.5, SINT1_48210.6, SINT1_48210.7, SINT1_95060.1, SINT1_44180.1, SINT1_44180.2, SINT1_46410.3, SINT1_46410.4, SINT1_19070.1, SINT1_19070.5, SINT1_19070.2, SINT1_19070.6, SINT1_19070.4, SINT1_19070.8, SINT1_19070.3, SINT1_19070.7, SINT1_46410.1, SINT1_46410.2, SINT1_68480.1, SINT1_68480.2
OG0000114	SCUR1_93190.5	SINT1_92930.6
OG0000115	SCUR1_36820.4, SCUR1_36820.5, SCUR1_36820.2, SCUR1_36820.7, SCUR1_36820.9, SCUR1_36820.1, SCUR1_36820.10, SCUR1_36820.3, SCUR1_36820.6, SCUR1_36820.8	SINT1_36650.2, SINT1_36650.5, SINT1_36650.8, SINT1_36650.9, SINT1_36650.11, SINT1_36650.6, SINT1_36650.1, SINT1_36650.10, SINT1_36650.12, SINT1_36650.14, SINT1_36650.15, SINT1_36650.3, SINT1_36650.4, SINT1_36650.7, SINT1_36650.13
OG0000116	SCUR1_50170.11, SCUR1_50170.5, SCUR1_50170.12, SCUR1_50170.18, SCUR1_50170.22, SCUR1_50170.13, SCUR1_50170.8, SCUR1_50170.1, SCUR1_50170.15, SCUR1_50170.19, SCUR1_50170.10, SCUR1_50170.4, SCUR1_50170.7, SCUR1_50170.14, SCUR1_50170.2, SCUR1_50170.20, SCUR1_50170.3, SCUR1_50170.6, SCUR1_50170.17, SCUR1_50170.21, SCUR1_50170.16, SCUR1_50170.9	SINT1_50100.1
OG0000117	SCUR1_29920.10, SCUR1_29920.11, SCUR1_29920.15, SCUR1_29920.17, SCUR1_29920.6, SCUR1_29920.7, SCUR1_29920.1, SCUR1_29920.13, SCUR1_29920.5, SCUR1_29920.9, SCUR1_29920.14, SCUR1_29920.16, SCUR1_29920.18, SCUR1_29920.12, SCUR1_29920.19, SCUR1_29920.2, SCUR1_29920.3, SCUR1_29920.4, SCUR1_29920.8	SINT1_30050.11, SINT1_30050.13, SINT1_30050.2, SINT1_30050.3, SINT1_30050.8, SINT1_30050.4, SINT1_30050.6, SINT1_30050.12, SINT1_30050.1, SINT1_30050.7, SINT1_30050.9, SINT1_30050.10
OG0000118	SCUR1_39670.1	SINT1_39470.1
OG0000118	SCUR1_39680.1	SINT1_39480.1
OG0000118	SCUR1_39630.1	SINT1_39450.1
OG0000118	SCUR1_39640.1	SINT1_39460.1, SINT1_39460.2
OG0000119	SCUR1_94000.1, SCUR1_94010.1	SINT1_93740.1, SINT1_93730.1
OG0000120	SCUR1_30020.1	SINT1_30140.3, SINT1_30140.1, SINT1_30140.4, SINT1_30140.6, SINT1_30140.8, SINT1_30140.5, SINT1_30140.7, SINT1_30140.2
OG0000122	SCUR1_79780.9, SCUR1_79780.18, SCUR1_79780.1, SCUR1_79780.25, SCUR1_79780.10, SCUR1_79780.16, SCUR1_79780.7, SCUR1_79780.24, SCUR1_79780.4, SCUR1_79780.13, SCUR1_79780.19, SCUR1_79780.5, SCUR1_79780.6, SCUR1_79780.12, SCUR1_79780.17, SCUR1_79780.2, SCUR1_79780.20, SCUR1_79780.8, SCUR1_79780.23, SCUR1_79780.14, SCUR1_79780.21, SCUR1_79780.11, SCUR1_79780.15, SCUR1_79780.22, SCUR1_79780.3	SINT1_79190.1, SINT1_79190.3, SINT1_79190.2, SINT1_79190.4
OG0000123	SCUR1_77980.2	SINT1_77380.6, SINT1_77380.14, SINT1_77380.11, SINT1_77380.3, SINT1_77380.2, SINT1_77380.9, SINT1_77380.5, SINT1_77380.1, SINT1_77380.8, SINT1_77380.12, SINT1_77380.4, SINT1_77380.13, SINT1_77380.16, SINT1_77380.15, SINT1_77380.7, SINT1_77380.10
OG0000125	SCUR1_98170.3, SCUR1_98170.12, SCUR1_98170.8, SCUR1_98170.10, SCUR1_98170.13, SCUR1_98170.5, SCUR1_98170.11, SCUR1_98170.7, SCUR1_98170.4, SCUR1_98170.1, SCUR1_98170.14, SCUR1_98170.2, SCUR1_98170.9, SCUR1_98170.6	SINT1_1310.1, SINT1_1310.4, SINT1_1310.8, SINT1_1310.5, SINT1_1310.6, SINT1_1310.7, SINT1_1310.3, SINT1_1310.2
OG0000126	SCUR1_70020.4, SCUR1_70020.6, SCUR1_70020.7	SINT1_70010.1, SINT1_70010.2, SINT1_70010.3, SINT1_70010.4
OG0000127	SCUR1_22630.19	SINT1_22790.3
OG0000127	SCUR1_22630.10, SCUR1_22630.11, SCUR1_22630.12, SCUR1_22630.13, SCUR1_22630.14, SCUR1_22630.15, SCUR1_22630.16, SCUR1_22630.17, SCUR1_22630.18, SCUR1_22630.5, SCUR1_22630.6, SCUR1_22630.7, SCUR1_22630.8, SCUR1_22630.9	SINT1_22790.1, SINT1_22790.2
OG0000128	SCUR1_43200.15, SCUR1_43200.4, SCUR1_43200.1, SCUR1_43200.13, SCUR1_43200.14, SCUR1_43200.2, SCUR1_43200.5, SCUR1_43200.6, SCUR1_43200.7, SCUR1_43200.8, SCUR1_43200.9, SCUR1_43200.12, SCUR1_43200.10, SCUR1_43200.11, SCUR1_43200.3	SINT1_43010.1
OG0000129	SCUR1_32360.1	SINT1_32320.9, SINT1_32320.6, SINT1_32320.7, SINT1_32320.10, SINT1_32320.11, SINT1_32320.8, SINT1_32320.5, SINT1_32320.2, SINT1_32320.1, SINT1_32320.3, SINT1_32320.4
OG0000130	SCUR1_80070.2, SCUR1_80070.3, SCUR1_80070.5, SCUR1_80070.1, SCUR1_80070.4, SCUR1_80070.6	SINT1_80760.1
OG0000131	SCUR1_8560.1	SINT1_8740.1
OG0000131	SCUR1_84770.1	SINT1_84520.1
OG0000131	SCUR1_84710.1, SCUR1_84710.2	SINT1_84470.1, SINT1_84480.1, SINT1_84490.1
OG0000132	SCUR1_35640.1, SCUR1_35640.4, SCUR1_35640.6	SINT1_35550.3, SINT1_35550.2, SINT1_35550.10, SINT1_35550.1
OG0000132	SCUR1_35640.3, SCUR1_35640.7, SCUR1_35640.8, SCUR1_35640.9, SCUR1_35640.10, SCUR1_35640.2, SCUR1_35640.5	SINT1_35550.11, SINT1_35550.12, SINT1_35550.5, SINT1_35550.6, SINT1_35550.7, SINT1_35550.9, SINT1_35550.4, SINT1_35550.8
OG0000133	SCUR1_31650.5, SCUR1_31650.16, SCUR1_31650.11, SCUR1_31650.15, SCUR1_31650.10, SCUR1_31650.2, SCUR1_31650.3, SCUR1_31650.6, SCUR1_31650.7, SCUR1_31650.9, SCUR1_31650.12, SCUR1_31650.13, SCUR1_31650.4, SCUR1_31650.1, SCUR1_31650.14, SCUR1_31650.8	SINT1_31700.1, SINT1_31700.8, SINT1_31700.3, SINT1_31700.2, SINT1_31700.4, SINT1_31700.5, SINT1_31700.6, SINT1_31700.7
OG0000134	SCUR1_20900.10	SINT1_20430.1, SINT1_20430.5, SINT1_20430.7, SINT1_20430.6
OG0000135	SCUR1_13470.2	SINT1_13520.3, SINT1_13520.4
OG0000137	SCUR1_42250.1	SINT1_42080.1
OG0000137	SCUR1_42260.1	SINT1_42090.1
OG0000137	SCUR1_42200.1	SINT1_42040.1
OG0000137	SCUR1_42240.1	SINT1_42070.1
OG0000137	SCUR1_42220.1	SINT1_42060.1
OG0000137	SCUR1_42210.1, SCUR1_42210.3, SCUR1_42210.4, SCUR1_42210.2, SCUR1_42210.5	SINT1_42050.1, SINT1_42050.2
OG0000138	SCUR1_86130.4, SCUR1_86130.5, SCUR1_86130.3	SINT1_86150.1
OG0000138	SCUR1_45200.1, SCUR1_45200.2, SCUR1_45200.4, SCUR1_45200.3, SCUR1_45200.6	SINT1_45050.1, SINT1_45050.2
OG0000139	SCUR1_3920.3, SCUR1_3920.4, SCUR1_3920.7, SCUR1_3920.1, SCUR1_3920.5, SCUR1_3920.2	SINT1_3860.1, SINT1_3860.4, SINT1_3860.8, SINT1_3860.10
OG0000139	SCUR1_3920.8, SCUR1_3920.6	SINT1_3860.2, SINT1_3860.6, SINT1_3860.7, SINT1_3860.5, SINT1_3860.9, SINT1_3860.3
OG0000140	SCUR1_75550.26, SCUR1_75550.36, SCUR1_75550.27, SCUR1_75550.7, SCUR1_75550.24, SCUR1_75550.3, SCUR1_75550.37, SCUR1_75550.10, SCUR1_75550.38, SCUR1_75550.28, SCUR1_75550.23, SCUR1_75550.22, SCUR1_75550.32, SCUR1_75550.21, SCUR1_75550.5, SCUR1_75550.20, SCUR1_75550.29, SCUR1_75550.1, SCUR1_75550.18, SCUR1_75550.31, SCUR1_75550.39, SCUR1_75550.4, SCUR1_75550.35, SCUR1_75550.8, SCUR1_75550.6, SCUR1_75550.30, SCUR1_75550.11, SCUR1_75550.2, SCUR1_75550.34, SCUR1_75550.16, SCUR1_75550.12, SCUR1_75550.13, SCUR1_75550.14, SCUR1_75550.9, SCUR1_75550.15, SCUR1_75550.17, SCUR1_75550.25, SCUR1_75550.19, SCUR1_75550.33	SINT1_74990.1
OG0000141	SCUR1_85470.1, SCUR1_85500.1	SINT1_24580.1, SINT1_35800.1
OG0000141	SCUR1_85480.1	SINT1_21630.1, SINT1_49950.1
OG0000142	SCUR1_21040.1	SINT1_20300.1
OG0000142	SCUR1_21030.1	SINT1_20310.1
OG0000142	SCUR1_21020.1	SINT1_20320.1
OG0000142	SCUR1_98490.1, SCUR1_20990.1	SINT1_20340.1
OG0000143	SCUR1_67650.1, SCUR1_67650.2, SCUR1_67650.3, SCUR1_67650.4, SCUR1_67650.5, SCUR1_67650.6	SINT1_67570.1
OG0000143	SCUR1_67680.1, SCUR1_99350.1	SINT1_96680.1
OG0000144	SCUR1_54730.1	SINT1_54570.1
OG0000144	SCUR1_54730.1	SINT1_54570.2
OG0000144	SCUR1_54730.1	SINT1_54570.3
OG0000144	SCUR1_27640.1	SINT1_27700.1
OG0000144	SCUR1_57080.1	SINT1_56820.1
OG0000145	SCUR1_33330.1, SCUR1_33340.1	SINT1_33280.1, SINT1_33280.2
OG0000146	SCUR1_90110.1	SINT1_89890.1
OG0000146	SCUR1_56690.1, SCUR1_56690.2	SINT1_56400.1
OG0000146	SCUR1_29170.1, SCUR1_29170.2	SINT1_29210.3, SINT1_29210.2, SINT1_29210.1
OG0000146	SCUR1_47300.1, SCUR1_47300.3	SINT1_47190.1
