Orthogroup	schistosoma_curassoni	schistosoma_mattheei
OG0000063	SCUR1_39570.16, SCUR1_39570.13, SCUR1_39570.14, SCUR1_39570.11, SCUR1_39570.2, SCUR1_39570.9, SCUR1_39570.12	SMTH1_43840.1
OG0000064	SCUR1_4200.1	SMTH1_4870.3, SMTH1_4870.5, SMTH1_4870.4, SMTH1_4870.10, SMTH1_4870.7, SMTH1_4870.6, SMTH1_4870.8, SMTH1_4870.12, SMTH1_4870.13, SMTH1_4870.14, SMTH1_4870.11, SMTH1_4870.1, SMTH1_4870.2, SMTH1_4870.9, SMTH1_4870.15
OG0000065	SCUR1_22980.1	SMTH1_107120.1
OG0000065	SCUR1_23010.1	SMTH1_25650.1
OG0000065	SCUR1_23000.5, SCUR1_23000.1, SCUR1_23000.2, SCUR1_23000.3, SCUR1_23000.4	SMTH1_25600.1
OG0000066	SCUR1_37290.12	SMTH1_41200.10
OG0000066	SCUR1_37290.12	SMTH1_41200.5
OG0000066	SCUR1_37290.12	SMTH1_41200.9
OG0000066	SCUR1_37290.4	SMTH1_41200.10
OG0000066	SCUR1_37290.4	SMTH1_41200.5
OG0000066	SCUR1_37290.4	SMTH1_41200.9
OG0000066	SCUR1_37290.5	SMTH1_41200.1
OG0000066	SCUR1_37290.11, SCUR1_37290.2	SMTH1_41200.3
OG0000066	SCUR1_37290.3	SMTH1_41200.4
OG0000066	SCUR1_37290.1	SMTH1_41200.2
OG0000067	SCUR1_67110.2	SMTH1_75020.12, SMTH1_75020.11, SMTH1_75020.13
OG0000068	SCUR1_53860.1	SMTH1_60000.1, SMTH1_60010.1
OG0000068	SCUR1_93300.1	SMTH1_105080.1, SMTH1_105080.2
OG0000068	SCUR1_36720.1	SMTH1_40460.1
OG0000068	SCUR1_36720.3	SMTH1_40460.5
OG0000068	SCUR1_36720.4	SMTH1_40460.2, SMTH1_40460.3, SMTH1_40460.4
OG0000068	SCUR1_28800.1	SMTH1_31850.1
OG0000069	SCUR1_20660.13, SCUR1_20660.14, SCUR1_20660.18, SCUR1_20660.26, SCUR1_20660.36, SCUR1_20660.27, SCUR1_20660.23, SCUR1_20660.24, SCUR1_20660.28, SCUR1_20660.17, SCUR1_20660.2, SCUR1_20660.20, SCUR1_20660.21, SCUR1_20660.22, SCUR1_20660.25, SCUR1_20660.3, SCUR1_20660.4, SCUR1_20660.6, SCUR1_20660.7, SCUR1_20660.8, SCUR1_20660.1, SCUR1_20660.12, SCUR1_20660.5, SCUR1_20660.10, SCUR1_20660.16, SCUR1_20660.29, SCUR1_20660.30, SCUR1_20660.31, SCUR1_20660.32, SCUR1_20660.33, SCUR1_20660.9, SCUR1_20660.34, SCUR1_20660.35, SCUR1_20660.11, SCUR1_20660.15, SCUR1_20660.19	SMTH1_22730.2, SMTH1_22710.1, SMTH1_22730.1
OG0000070	SCUR1_43900.11, SCUR1_43900.9	SMTH1_48740.1
OG0000071	SCUR1_34320.1, SCUR1_34320.3, SCUR1_34320.4, SCUR1_34320.5, SCUR1_34320.2, SCUR1_34320.6	SMTH1_37950.1
OG0000072	SCUR1_88280.7, SCUR1_88280.5, SCUR1_88280.3, SCUR1_88280.2, SCUR1_88280.1, SCUR1_88280.8, SCUR1_88280.4, SCUR1_88280.6	SMTH1_99330.1
OG0000073	SCUR1_55360.2, SCUR1_55360.3, SCUR1_55360.4, SCUR1_55360.6, SCUR1_55360.7, SCUR1_55350.4, SCUR1_55350.2, SCUR1_55350.3, SCUR1_55350.5, SCUR1_55350.1	SMTH1_61880.1, SMTH1_61880.2, SMTH1_61880.3
OG0000074	SCUR1_1180.1	SMTH1_1470.5
OG0000074	SCUR1_86750.1, SCUR1_86750.2	SMTH1_97660.1
OG0000074	SCUR1_11360.1	SMTH1_12710.1, SMTH1_12710.2, SMTH1_12710.4, SMTH1_12710.3
OG0000074	SCUR1_86850.1, SCUR1_86850.2	SMTH1_97780.1
OG0000075	SCUR1_34050.1	SMTH1_37710.1, SMTH1_37730.1, SMTH1_37720.1
OG0000076	SCUR1_89500.3, SCUR1_89500.4, SCUR1_89500.1, SCUR1_89500.2	SMTH1_100810.1
OG0000076	SCUR1_3860.1, SCUR1_3860.2	SMTH1_4450.2, SMTH1_4450.3, SMTH1_4450.4
OG0000077	SCUR1_10810.3, SCUR1_10810.4, SCUR1_10810.5, SCUR1_10810.2, SCUR1_10810.1, SCUR1_10810.6, SCUR1_10810.7	SMTH1_12170.1, SMTH1_12170.2, SMTH1_12170.4, SMTH1_12170.3, SMTH1_12170.10, SMTH1_12170.8, SMTH1_12170.5, SMTH1_12170.7, SMTH1_12170.9, SMTH1_12170.6
OG0000079	SCUR1_30630.2, SCUR1_30630.1, SCUR1_30630.3	SMTH1_34060.3, SMTH1_34060.5
OG0000079	SCUR1_53930.3, SCUR1_53930.2, SCUR1_53930.4, SCUR1_53930.6, SCUR1_53930.1, SCUR1_53930.5, SCUR1_53930.7	SMTH1_60070.2, SMTH1_60070.4, SMTH1_60070.3, SMTH1_60070.1
OG0000080	SCUR1_44300.10, SCUR1_44300.3, SCUR1_44300.5, SCUR1_44300.4, SCUR1_44300.1, SCUR1_44300.16, SCUR1_44300.11, SCUR1_44300.7, SCUR1_44300.8, SCUR1_44300.15, SCUR1_44300.6, SCUR1_44300.13, SCUR1_44300.2, SCUR1_44300.12, SCUR1_44300.14, SCUR1_44300.9	SMTH1_49150.2, SMTH1_49150.4, SMTH1_49150.7
OG0000081	SCUR1_22270.1, SCUR1_74360.1	SMTH1_105800.1
OG0000081	SCUR1_46320.1, SCUR1_46330.1	SMTH1_15900.1
OG0000081	SCUR1_45760.1	SMTH1_85790.1, SMTH1_85760.1
OG0000082	SCUR1_10450.1, SCUR1_10450.2, SCUR1_10450.15, SCUR1_10450.16, SCUR1_10450.18, SCUR1_10450.11, SCUR1_10450.17, SCUR1_10450.3, SCUR1_10450.4, SCUR1_10450.7, SCUR1_10450.9, SCUR1_10450.10, SCUR1_10450.13, SCUR1_10450.14, SCUR1_10450.5, SCUR1_10450.6, SCUR1_10450.8, SCUR1_10450.19, SCUR1_10450.12	SMTH1_11790.13, SMTH1_11790.14
OG0000083	SCUR1_19640.1, SCUR1_3960.1, SCUR1_99210.1	SMTH1_6760.1, SMTH1_6760.2, SMTH1_23650.1
OG0000084	SCUR1_29340.1	SMTH1_40160.1, SMTH1_86290.1
OG0000084	SCUR1_1000.1	SMTH1_20950.1, SMTH1_22830.1, SMTH1_50630.1, SMTH1_82590.1, SMTH1_1280.1
OG0000084	SCUR1_44670.1, SCUR1_80920.1	SMTH1_65880.1
OG0000084	SCUR1_7430.1	SMTH1_31280.1, SMTH1_31970.1, SMTH1_44840.1
OG0000085	SCUR1_36590.1, SCUR1_36590.6, SCUR1_36590.2, SCUR1_36590.3, SCUR1_36590.4, SCUR1_36590.5	SMTH1_40330.1, SMTH1_40330.10, SMTH1_40330.2, SMTH1_40330.3, SMTH1_40330.4, SMTH1_40330.5, SMTH1_40330.7, SMTH1_40330.8, SMTH1_40330.6, SMTH1_40330.9
OG0000086	SCUR1_72390.1, SCUR1_72390.6, SCUR1_72390.3	SMTH1_81430.2, SMTH1_81430.3, SMTH1_81430.6, SMTH1_81430.7, SMTH1_81430.4, SMTH1_81430.5, SMTH1_81430.8, SMTH1_81430.9
OG0000086	SCUR1_72390.10, SCUR1_72390.8, SCUR1_72390.2, SCUR1_72390.5, SCUR1_72390.12, SCUR1_72390.13, SCUR1_72390.11, SCUR1_72390.7, SCUR1_72390.9, SCUR1_72390.4	SMTH1_81430.1
OG0000087	SCUR1_52940.3, SCUR1_52940.10, SCUR1_52940.8, SCUR1_52940.4, SCUR1_52940.9, SCUR1_52940.1, SCUR1_52940.5, SCUR1_52940.6, SCUR1_52940.7, SCUR1_52940.2	SMTH1_59010.1, SMTH1_59010.12, SMTH1_59010.14, SMTH1_59010.15, SMTH1_59010.16, SMTH1_59010.6, SMTH1_59010.8, SMTH1_59010.9, SMTH1_59010.13, SMTH1_59010.7, SMTH1_59010.5, SMTH1_59010.10, SMTH1_59010.4, SMTH1_59010.11, SMTH1_59010.17, SMTH1_59010.2, SMTH1_59010.3
OG0000088	SCUR1_3030.5, SCUR1_3030.1, SCUR1_3030.3, SCUR1_3030.2, SCUR1_3030.4	SMTH1_3690.4, SMTH1_3690.2, SMTH1_3690.3, SMTH1_3690.1
OG0000088	SCUR1_3020.1, SCUR1_3020.2, SCUR1_3020.3, SCUR1_3020.7	SMTH1_3660.5, SMTH1_3660.4
OG0000088	SCUR1_3020.5, SCUR1_3020.4, SCUR1_3020.6, SCUR1_3020.9, SCUR1_3020.8	SMTH1_3660.3, SMTH1_3660.7
OG0000091	SCUR1_47950.1	SMTH1_53400.1
OG0000092	SCUR1_2070.1, SCUR1_2070.4, SCUR1_2070.2, SCUR1_2070.3, SCUR1_2070.5, SCUR1_2070.6	SMTH1_2640.1, SMTH1_2640.2, SMTH1_2640.3
OG0000092	SCUR1_13260.3, SCUR1_13260.4, SCUR1_13260.8, SCUR1_13260.2, SCUR1_13260.7, SCUR1_13260.5, SCUR1_13260.6, SCUR1_13260.1	SMTH1_14740.1
OG0000093	SCUR1_40300.1	SMTH1_44730.1
OG0000093	SCUR1_96410.1, SCUR1_96420.1	SMTH1_43690.1, SMTH1_43700.1, SMTH1_43710.1, SMTH1_43680.2, SMTH1_43680.3, SMTH1_43680.1, SMTH1_43690.2
OG0000094	SCUR1_8440.11, SCUR1_8440.13, SCUR1_8440.5, SCUR1_8440.9, SCUR1_8440.4, SCUR1_8440.6, SCUR1_8440.7, SCUR1_8440.1, SCUR1_8440.2, SCUR1_8440.3, SCUR1_8440.8	SMTH1_9680.2, SMTH1_9680.3, SMTH1_9680.1, SMTH1_9680.5
OG0000094	SCUR1_8440.12, SCUR1_8440.16, SCUR1_8440.15, SCUR1_8440.14, SCUR1_8440.10	SMTH1_9680.4, SMTH1_9680.6
OG0000095	SCUR1_61370.7, SCUR1_61370.1, SCUR1_61370.3, SCUR1_61370.5, SCUR1_61370.6, SCUR1_61370.4, SCUR1_61370.9, SCUR1_61370.2, SCUR1_61370.8	SMTH1_68360.1
OG0000096	SCUR1_35430.10, SCUR1_35430.5, SCUR1_35430.14, SCUR1_35430.8	SMTH1_39100.9
OG0000097	SCUR1_6890.25, SCUR1_6890.2, SCUR1_6890.20, SCUR1_6890.24, SCUR1_6890.10, SCUR1_6890.15, SCUR1_6890.17, SCUR1_6890.19, SCUR1_6890.23, SCUR1_6890.5, SCUR1_6890.8, SCUR1_6890.21, SCUR1_6890.16, SCUR1_6890.18, SCUR1_6890.26, SCUR1_6890.6, SCUR1_6890.1, SCUR1_6890.12, SCUR1_6890.13, SCUR1_6890.14, SCUR1_6890.3, SCUR1_6890.4, SCUR1_6890.7, SCUR1_6890.9, SCUR1_6890.11, SCUR1_6890.22	SMTH1_7960.1
OG0000098	SCUR1_94810.1, SCUR1_41240.1	SMTH1_45820.1, SMTH1_45820.2
OG0000098	SCUR1_98370.1, SCUR1_66460.3, SCUR1_66460.1, SCUR1_66460.4, SCUR1_66460.2, SCUR1_66510.1	SMTH1_74230.1, SMTH1_74220.1
OG0000099	SCUR1_71170.4, SCUR1_71170.3, SCUR1_71170.7, SCUR1_71170.2, SCUR1_71170.1, SCUR1_71170.5, SCUR1_71170.6	SMTH1_80070.5, SMTH1_80070.1, SMTH1_80070.4, SMTH1_80070.2, SMTH1_80070.3
OG0000100	SCUR1_27270.1	SMTH1_100040.1
OG0000100	SCUR1_36060.1	SMTH1_60580.1, SMTH1_15580.1, SMTH1_74510.1
OG0000102	SCUR1_5960.1	SMTH1_6850.1
OG0000102	SCUR1_5960.1	SMTH1_6850.2
OG0000102	SCUR1_58590.3	SMTH1_65150.1
OG0000103	SCUR1_73440.1, SCUR1_73440.8, SCUR1_73440.10, SCUR1_73440.4, SCUR1_73440.5, SCUR1_73440.6, SCUR1_73440.7, SCUR1_73440.2, SCUR1_73440.3, SCUR1_73440.9	SMTH1_82550.10, SMTH1_82550.1, SMTH1_82550.2, SMTH1_82550.3, SMTH1_82550.4, SMTH1_82550.8, SMTH1_82550.7, SMTH1_82550.5, SMTH1_82550.6, SMTH1_82550.9
OG0000104	SCUR1_6110.1, SCUR1_6110.10, SCUR1_6110.11, SCUR1_6110.16, SCUR1_6110.3, SCUR1_6110.7, SCUR1_6110.13, SCUR1_6110.15, SCUR1_6110.4, SCUR1_6110.9, SCUR1_6110.17, SCUR1_6110.14, SCUR1_6110.6, SCUR1_6110.8, SCUR1_6110.12, SCUR1_6110.2, SCUR1_6110.5	SMTH1_7040.1
OG0000105	SCUR1_7610.1	SMTH1_8820.1, SMTH1_8820.2, SMTH1_8820.3, SMTH1_8820.4, SMTH1_8820.5, SMTH1_8820.6, SMTH1_8820.7, SMTH1_8820.8, SMTH1_8820.9
OG0000106	SCUR1_72890.1	SMTH1_81960.1, SMTH1_107260.1
OG0000106	SCUR1_72850.1	SMTH1_81910.1, SMTH1_81930.1
OG0000106	SCUR1_72830.1	SMTH1_107160.1
OG0000106	SCUR1_72810.1	SMTH1_81900.1
OG0000107	SCUR1_49420.1	SMTH1_55200.1
OG0000107	SCUR1_49430.1	SMTH1_55210.2, SMTH1_57030.1
OG0000108	SCUR1_8280.1	SMTH1_9500.1
OG0000110	SCUR1_29820.1, SCUR1_29820.2	SMTH1_33110.1
OG0000110	SCUR1_29800.2, SCUR1_29800.4, SCUR1_29800.1, SCUR1_29800.5, SCUR1_29800.3	SMTH1_33070.1, SMTH1_33080.1
OG0000110	SCUR1_29830.1	SMTH1_33120.1
OG0000110	SCUR1_29840.2	SMTH1_33130.1
OG0000111	SCUR1_41310.1	SMTH1_45910.1
OG0000111	SCUR1_51960.1	SMTH1_57950.1
OG0000111	SCUR1_31170.1	SMTH1_34680.1
OG0000111	SCUR1_31180.1, SCUR1_31180.2	SMTH1_34690.1, SMTH1_34690.2
OG0000111	SCUR1_31210.1	SMTH1_34710.1, SMTH1_34710.2
OG0000112	SCUR1_82790.7, SCUR1_82790.1, SCUR1_82790.4, SCUR1_82790.5, SCUR1_82790.8, SCUR1_82790.11, SCUR1_82790.10, SCUR1_82790.12, SCUR1_82790.2, SCUR1_82790.13, SCUR1_82790.6, SCUR1_82790.9, SCUR1_82790.3	SMTH1_92880.1
OG0000113	SCUR1_57690.5, SCUR1_57690.3, SCUR1_57690.4, SCUR1_57690.6, SCUR1_57690.1, SCUR1_57690.2	SMTH1_94980.1
OG0000114	SCUR1_93190.5, SCUR1_93190.1, SCUR1_93190.7, SCUR1_93190.2, SCUR1_93190.3, SCUR1_93190.6, SCUR1_93190.8, SCUR1_93190.9, SCUR1_93190.4	SMTH1_104970.1
OG0000115	SCUR1_36820.4, SCUR1_36820.5, SCUR1_36820.2, SCUR1_36820.7, SCUR1_36820.9, SCUR1_36820.1, SCUR1_36820.10, SCUR1_36820.3, SCUR1_36820.6, SCUR1_36820.8	SMTH1_40570.1, SMTH1_40570.12, SMTH1_40570.3, SMTH1_40570.4, SMTH1_40570.7, SMTH1_40570.11, SMTH1_40570.6, SMTH1_40570.10, SMTH1_40570.2, SMTH1_40570.5, SMTH1_40570.8, SMTH1_40570.9
OG0000116	SCUR1_50170.11, SCUR1_50170.5, SCUR1_50170.12, SCUR1_50170.18, SCUR1_50170.22, SCUR1_50170.13, SCUR1_50170.8, SCUR1_50170.1, SCUR1_50170.15, SCUR1_50170.19, SCUR1_50170.10, SCUR1_50170.4, SCUR1_50170.7, SCUR1_50170.14, SCUR1_50170.2, SCUR1_50170.20, SCUR1_50170.3, SCUR1_50170.6, SCUR1_50170.17, SCUR1_50170.21, SCUR1_50170.16, SCUR1_50170.9	SMTH1_56110.1
OG0000117	SCUR1_29920.10, SCUR1_29920.11, SCUR1_29920.15, SCUR1_29920.17, SCUR1_29920.6, SCUR1_29920.7, SCUR1_29920.1, SCUR1_29920.13, SCUR1_29920.5, SCUR1_29920.9, SCUR1_29920.14, SCUR1_29920.16, SCUR1_29920.18, SCUR1_29920.12, SCUR1_29920.19, SCUR1_29920.2, SCUR1_29920.3, SCUR1_29920.4, SCUR1_29920.8	SMTH1_33220.1
OG0000118	SCUR1_39670.1	SMTH1_43930.1
OG0000118	SCUR1_39680.1	SMTH1_43940.1
OG0000118	SCUR1_39630.1	SMTH1_43950.1
OG0000118	SCUR1_39640.1	SMTH1_43910.1
OG0000118	SCUR1_39660.1	SMTH1_43920.1
OG0000119	SCUR1_94000.1, SCUR1_94010.1	SMTH1_105850.1, SMTH1_105830.1, SMTH1_105850.5, SMTH1_105850.2, SMTH1_105850.4, SMTH1_105830.2, SMTH1_105850.3
OG0000120	SCUR1_30020.1	SMTH1_107750.15, SMTH1_107750.1, SMTH1_107750.3, SMTH1_33290.1, SMTH1_33290.3, SMTH1_33290.4, SMTH1_107750.4, SMTH1_107750.10, SMTH1_107750.12, SMTH1_107750.16, SMTH1_107750.7, SMTH1_55820.1, SMTH1_107750.11, SMTH1_107750.5, SMTH1_107750.6, SMTH1_33290.5, SMTH1_107750.2, SMTH1_33290.2, SMTH1_33290.7, SMTH1_55820.3, SMTH1_55820.2, SMTH1_107750.13, SMTH1_107750.14, SMTH1_107750.9, SMTH1_33290.6, SMTH1_107750.8
OG0000122	SCUR1_79780.9, SCUR1_79780.18, SCUR1_79780.1, SCUR1_79780.25, SCUR1_79780.10, SCUR1_79780.16, SCUR1_79780.7, SCUR1_79780.24, SCUR1_79780.4, SCUR1_79780.13, SCUR1_79780.19, SCUR1_79780.5, SCUR1_79780.6, SCUR1_79780.12, SCUR1_79780.17, SCUR1_79780.2, SCUR1_79780.20, SCUR1_79780.8, SCUR1_79780.23, SCUR1_79780.14, SCUR1_79780.21, SCUR1_79780.11, SCUR1_79780.15, SCUR1_79780.22, SCUR1_79780.3	SMTH1_89440.1
OG0000123	SCUR1_77980.2	SMTH1_87340.1
OG0000125	SCUR1_98170.3, SCUR1_98170.12, SCUR1_98170.8, SCUR1_98170.10, SCUR1_98170.13, SCUR1_98170.5, SCUR1_98170.11, SCUR1_98170.7, SCUR1_98170.4, SCUR1_98170.1, SCUR1_98170.14, SCUR1_98170.2, SCUR1_98170.9, SCUR1_98170.6	SMTH1_1620.1
OG0000126	SCUR1_70020.4, SCUR1_70020.6, SCUR1_70020.7	SMTH1_78590.1
OG0000127	SCUR1_22630.19	SMTH1_25070.3
OG0000127	SCUR1_22630.1, SCUR1_22630.2, SCUR1_22630.3, SCUR1_22630.4, SCUR1_22630.20, SCUR1_22630.21	SMTH1_25070.1
OG0000128	SCUR1_43200.15, SCUR1_43200.4, SCUR1_43200.1, SCUR1_43200.13, SCUR1_43200.14, SCUR1_43200.2, SCUR1_43200.5, SCUR1_43200.6, SCUR1_43200.7, SCUR1_43200.8, SCUR1_43200.9, SCUR1_43200.12, SCUR1_43200.10, SCUR1_43200.11, SCUR1_43200.3	SMTH1_47950.1, SMTH1_47950.2, SMTH1_47950.3
OG0000129	SCUR1_32360.1	SMTH1_35850.5, SMTH1_35850.1, SMTH1_35850.7, SMTH1_35850.2, SMTH1_35850.3, SMTH1_35850.8, SMTH1_35850.4, SMTH1_35850.6
OG0000130	SCUR1_80070.2, SCUR1_80070.3, SCUR1_80070.5, SCUR1_80070.1, SCUR1_80070.4, SCUR1_80070.6	SMTH1_89720.1, SMTH1_89720.2, SMTH1_89720.3, SMTH1_89720.4, SMTH1_89720.5, SMTH1_89720.6, SMTH1_89720.7, SMTH1_89720.9
OG0000131	SCUR1_8560.1	SMTH1_9790.1, SMTH1_9790.3, SMTH1_9790.2
OG0000131	SCUR1_84770.1	SMTH1_95200.1
OG0000131	SCUR1_84710.1, SCUR1_84710.2	SMTH1_95190.1
OG0000132	SCUR1_35640.1, SCUR1_35640.4, SCUR1_35640.6, SCUR1_35640.3, SCUR1_35640.7, SCUR1_35640.8, SCUR1_35640.9, SCUR1_35640.10, SCUR1_35640.2, SCUR1_35640.5	SMTH1_39420.1
OG0000134	SCUR1_20900.10, SCUR1_20900.7, SCUR1_20900.9, SCUR1_20900.11, SCUR1_20900.1, SCUR1_20900.8, SCUR1_20900.2, SCUR1_20900.3, SCUR1_20900.4, SCUR1_20900.6, SCUR1_20900.5	SMTH1_22380.1
OG0000136	SCUR1_7290.7, SCUR1_7290.5, SCUR1_7290.8, SCUR1_7290.9, SCUR1_7320.1, SCUR1_7290.14, SCUR1_7290.4, SCUR1_7290.1, SCUR1_7290.13, SCUR1_7290.12, SCUR1_7290.3, SCUR1_7290.10, SCUR1_7290.11, SCUR1_7290.2, SCUR1_7290.6, SCUR1_7290.16, SCUR1_7290.15	SMTH1_8440.1
OG0000137	SCUR1_42260.1	SMTH1_46890.1
OG0000137	SCUR1_42230.1	SMTH1_46880.1
OG0000137	SCUR1_42210.6, SCUR1_42210.7	SMTH1_46870.1
OG0000138	SCUR1_86130.4, SCUR1_86130.5, SCUR1_86130.3, SCUR1_86130.1, SCUR1_86130.2	SMTH1_97260.1, SMTH1_97260.2, SMTH1_97260.3
OG0000138	SCUR1_45200.5, SCUR1_45200.7, SCUR1_45200.1, SCUR1_45200.2, SCUR1_45200.4, SCUR1_45200.3, SCUR1_45200.6	SMTH1_50090.1, SMTH1_50090.2, SMTH1_50090.3, SMTH1_50090.4
OG0000139	SCUR1_3920.3, SCUR1_3920.4, SCUR1_3920.7, SCUR1_3920.1, SCUR1_3920.5, SCUR1_3920.2	SMTH1_4530.1
OG0000139	SCUR1_3920.8, SCUR1_3920.6	SMTH1_4520.1
OG0000140	SCUR1_75550.26, SCUR1_75550.36, SCUR1_75550.27, SCUR1_75550.7, SCUR1_75550.24, SCUR1_75550.3, SCUR1_75550.37, SCUR1_75550.10, SCUR1_75550.38, SCUR1_75550.28, SCUR1_75550.23, SCUR1_75550.22, SCUR1_75550.32, SCUR1_75550.21, SCUR1_75550.5, SCUR1_75550.20, SCUR1_75550.29, SCUR1_75550.1, SCUR1_75550.18, SCUR1_75550.31, SCUR1_75550.39, SCUR1_75550.4, SCUR1_75550.35, SCUR1_75550.8, SCUR1_75550.6, SCUR1_75550.30, SCUR1_75550.11, SCUR1_75550.2, SCUR1_75550.34, SCUR1_75550.16, SCUR1_75550.12, SCUR1_75550.13, SCUR1_75550.14, SCUR1_75550.9, SCUR1_75550.15, SCUR1_75550.17, SCUR1_75550.25, SCUR1_75550.19, SCUR1_75550.33	SMTH1_84690.1
OG0000141	SCUR1_85470.1, SCUR1_85500.1	SMTH1_101120.1, SMTH1_107690.1, SMTH1_96020.1, SMTH1_29850.1, SMTH1_9600.1, SMTH1_97690.1
OG0000142	SCUR1_21040.1	SMTH1_22220.1
OG0000142	SCUR1_21030.1	SMTH1_22230.1
OG0000142	SCUR1_21020.1	SMTH1_22240.1
OG0000142	SCUR1_98490.1, SCUR1_20990.1	SMTH1_22260.1
OG0000144	SCUR1_27640.1	SMTH1_30570.1
OG0000144	SCUR1_57080.1	SMTH1_63350.1
OG0000145	SCUR1_33330.1, SCUR1_33340.1	SMTH1_36980.1
OG0000146	SCUR1_90110.1	SMTH1_101450.1
OG0000146	SCUR1_56690.1, SCUR1_56690.2	SMTH1_62830.1
OG0000146	SCUR1_29170.1, SCUR1_29170.2	SMTH1_32350.1
OG0000146	SCUR1_47300.1, SCUR1_47300.3	SMTH1_52670.1, SMTH1_52670.2
OG0000147	SCUR1_36280.12, SCUR1_36280.13, SCUR1_36280.1, SCUR1_36280.10, SCUR1_36280.2, SCUR1_36280.3, SCUR1_36280.4, SCUR1_36280.5, SCUR1_36280.6, SCUR1_36280.7, SCUR1_36280.8, SCUR1_36280.9, SCUR1_36280.11	SMTH1_40010.1, SMTH1_40000.1
OG0000148	SCUR1_97800.2, SCUR1_97800.1, SCUR1_31240.13, SCUR1_31240.17, SCUR1_31240.15, SCUR1_31240.19, SCUR1_31240.10, SCUR1_31240.16, SCUR1_31240.7, SCUR1_31240.1, SCUR1_31240.12, SCUR1_31240.18, SCUR1_31240.8, SCUR1_31240.9, SCUR1_31240.5, SCUR1_31240.6, SCUR1_31240.11, SCUR1_31240.14, SCUR1_31240.2, SCUR1_31240.3, SCUR1_31240.4	SMTH1_34740.1
OG0000149	SCUR1_53880.1, SCUR1_53880.12, SCUR1_53880.16, SCUR1_53880.18, SCUR1_53880.2, SCUR1_53880.3, SCUR1_53880.4, SCUR1_53880.5, SCUR1_53880.6, SCUR1_53880.9, SCUR1_53880.10, SCUR1_53880.11, SCUR1_53880.13, SCUR1_53880.14, SCUR1_53880.15, SCUR1_53880.17, SCUR1_53880.7, SCUR1_53880.8	SMTH1_60020.2, SMTH1_60020.4, SMTH1_60020.5, SMTH1_60020.6, SMTH1_60020.7
OG0000151	SCUR1_63460.4, SCUR1_63460.6, SCUR1_63460.7, SCUR1_63460.8, SCUR1_63460.1, SCUR1_63460.2, SCUR1_63460.10, SCUR1_63460.11, SCUR1_63460.5, SCUR1_63460.9, SCUR1_63460.3	SMTH1_70710.1, SMTH1_70710.10, SMTH1_70710.3, SMTH1_70710.4, SMTH1_70710.6, SMTH1_70710.2, SMTH1_70710.11, SMTH1_70710.5, SMTH1_70710.8, SMTH1_70710.7, SMTH1_70710.9
OG0000152	SCUR1_11190.1	SMTH1_12520.1
OG0000152	SCUR1_11080.1, SCUR1_11080.5, SCUR1_11080.2, SCUR1_11080.3, SCUR1_11080.4, SCUR1_11080.6	SMTH1_12430.3, SMTH1_12430.1, SMTH1_12430.2, SMTH1_12430.4, SMTH1_12430.5, SMTH1_12430.7, SMTH1_12430.6
OG0000153	SCUR1_50080.1	SMTH1_56020.1
OG0000154	SCUR1_18440.1	SMTH1_20370.1
OG0000155	SCUR1_37160.1	SMTH1_40880.5, SMTH1_40880.3, SMTH1_40880.8, SMTH1_40880.6, SMTH1_40880.1, SMTH1_40880.2, SMTH1_40880.10, SMTH1_40880.11, SMTH1_40880.4, SMTH1_40880.9, SMTH1_40880.7
OG0000156	SCUR1_21230.1, SCUR1_21230.2, SCUR1_21230.4, SCUR1_21230.5, SCUR1_21230.3	SMTH1_21920.2, SMTH1_21920.1, SMTH1_21920.7, SMTH1_21920.6, SMTH1_21920.3, SMTH1_21920.4, SMTH1_21920.5
OG0000157	SCUR1_61660.1	SMTH1_68650.1
OG0000157	SCUR1_44090.1	SMTH1_48940.1
OG0000157	SCUR1_93070.1	SMTH1_104820.3, SMTH1_104820.1, SMTH1_104820.2
OG0000158	SCUR1_5550.1	SMTH1_6290.1
OG0000159	SCUR1_62110.4, SCUR1_62110.5, SCUR1_62110.1, SCUR1_62110.2, SCUR1_62110.3, SCUR1_62110.7, SCUR1_62110.6	SMTH1_69180.6, SMTH1_69180.3, SMTH1_69180.4, SMTH1_69180.1, SMTH1_69180.2, SMTH1_69180.5
OG0000160	SCUR1_14670.1, SCUR1_14670.3, SCUR1_14670.4, SCUR1_14670.2	SMTH1_16290.2, SMTH1_16290.1, SMTH1_16290.3
OG0000161	SCUR1_34910.10, SCUR1_34910.2, SCUR1_34910.7	SMTH1_38560.4
OG0000161	SCUR1_34910.11, SCUR1_34910.4, SCUR1_34910.8, SCUR1_34910.9, SCUR1_34910.1, SCUR1_34910.5, SCUR1_34910.3, SCUR1_34910.6	SMTH1_38560.1, SMTH1_38560.3, SMTH1_38560.2
OG0000164	SCUR1_76630.1	SMTH1_85910.1, SMTH1_85910.2
OG0000164	SCUR1_55550.1	SMTH1_61700.1
OG0000164	SCUR1_30330.1	SMTH1_33670.2, SMTH1_33670.3, SMTH1_33670.1
