Orthogroup	fasciola_gigantica	fasciola_hepatica
OG0000220	FGIG_07549	FhHiC23_g408.t1, FhHiC23_g408.t4, FhHiC23_g408.t3, FhHiC23_g408.t2
OG0000221	FGIG_04956, FGIG_04954, FGIG_08084	FhHiC23_g11237.t1, FhHiC23_g11237.t2
OG0000221	FGIG_05748	FhHiC23_g12756.t2, FhHiC23_g12756.t3
OG0000221	FGIG_00257	FhHiC23_g12754.t1
OG0000221	FGIG_00717	FhHiC23_g12410.t1
OG0000221	FGIG_00718	FhHiC23_g12409.t1
OG0000221	FGIG_02269	FhHiC23_g13193.t1, FhHiC23_g13193.t2
OG0000222	FGIG_00564	FhHiC23_g14315.t1, FhHiC23_g2592.t1, FhHiC23_g2592.t2
OG0000223	FGIG_00853	FhHiC23_g11673.t1, FhHiC23_g11673.t2
OG0000224	FGIG_01377, FGIG_01378	FhHiC23_g13567.t1, FhHiC23_g13567.t2
OG0000225	FGIG_02370, FGIG_02369	FhHiC23_g12647.t2, FhHiC23_g12647.t1, FhHiC23_g12647.t3
OG0000226	FGIG_02439, FGIG_12357	FhHiC23_g6531.t1
OG0000227	FGIG_04507, FGIG_04506	FhHiC23_g7842.t1
OG0000228	FGIG_04992	FhHiC23_g14649.t2, FhHiC23_g14649.t3, FhHiC23_g14649.t4, FhHiC23_g14649.t1
OG0000229	FGIG_10264, FGIG_05406	FhHiC23_g7934.t1, FhHiC23_g7934.t2
OG0000229	FGIG_12189	FhHiC23_g7934.t3
OG0000230	FGIG_06761, FGIG_06762	FhHiC23_g7263.t1
OG0000234	FGIG_01289	FhHiC23_g14737.t2, FhHiC23_g14737.t3
OG0000235	FGIG_02783	FhHiC23_g13724.t4, FhHiC23_g13724.t1, FhHiC23_g13724.t2
OG0000235	FGIG_02784	FhHiC23_g13724.t3
OG0000236	FGIG_05608	FhHiC23_g99.t1
OG0000237	FGIG_06420	FhHiC23_g1247.t1, FhHiC23_g1247.t2
OG0000238	FGIG_07333	FhHiC23_g5162.t2, FhHiC23_g5162.t1, FhHiC23_g5162.t3
OG0000239	FGIG_07503	FhHiC23_g9956.t1, FhHiC23_g9956.t2
OG0000239	FGIG_08719	FhHiC23_g10452.t1, FhHiC23_g10444.t1, FhHiC23_g4496.t1, FhHiC23_g10424.t1, FhHiC23_g10448.t1, FhHiC23_g10453.t1, FhHiC23_g10453.t2
OG0000240	FGIG_10740, FGIG_10875	FhHiC23_g4686.t1
OG0000241	FGIG_00479	FhHiC23_g11654.t2, FhHiC23_g11654.t1
OG0000242	FGIG_01807	FhHiC23_g13438.t1
OG0000243	FGIG_00529, FGIG_00528	FhHiC23_g12307.t1
OG0000244	FGIG_11655, FGIG_00993	FhHiC23_g12089.t3, FhHiC23_g12089.t1, FhHiC23_g12089.t2
OG0000245	FGIG_01848	FhHiC23_g11378.t1, FhHiC23_g11378.t3, FhHiC23_g11378.t2
OG0000246	FGIG_06772	FhHiC23_g3827.t2, FhHiC23_g3827.t1
OG0000247	FGIG_09572	FhHiC23_g13506.t1, FhHiC23_g13506.t2
OG0000248	FGIG_10714	FhHiC23_g6905.t1
OG0000249	FGIG_11297	FhHiC23_g15028.t1, FhHiC23_g15376.t1
OG0000250	FGIG_12420, FGIG_11532	FhHiC23_g4773.t1, FhHiC23_g4773.t2
OG0000252	FGIG_01524	FhHiC23_g6260.t1
OG0000253	FGIG_02155	FhHiC23_g11116.t1, FhHiC23_g11116.t4, FhHiC23_g11116.t3, FhHiC23_g11116.t2
OG0000254	FGIG_02996	FhHiC23_g13286.t1
OG0000255	FGIG_03191	FhHiC23_g5544.t1
OG0000256	FGIG_03222, FGIG_03223	FhHiC23_g3326.t1, FhHiC23_g3327.t1
OG0000256	FGIG_04243	FhHiC23_g15942.t1, FhHiC23_g15942.t2, FhHiC23_g15941.t1, FhHiC23_g15940.t1, FhHiC23_g15940.t2
OG0000256	FGIG_04258, FGIG_09730, FGIG_06912, FGIG_09731, FGIG_04262, FGIG_06780, FGIG_10754, FGIG_10268, FGIG_12330, FGIG_10269, FGIG_07792, FGIG_07655, FGIG_07198, FGIG_07790, FGIG_07791, FGIG_08257	FhHiC23_g7466.t1
OG0000257	FGIG_03641	FhHiC23_g10162.t3
OG0000257	FGIG_07534	FhHiC23_g10162.t1
OG0000258	FGIG_05122	FhHiC23_g12915.t1
OG0000259	FGIG_05764	FhHiC23_g10025.t1
OG0000260	FGIG_05885	FhHiC23_g15473.t1, FhHiC23_g15473.t2
OG0000261	FGIG_06157	FhHiC23_g2307.t1, FhHiC23_g2307.t2, FhHiC23_g2305.t1
OG0000262	FGIG_08811, FGIG_08810	FhHiC23_g4985.t1
OG0000263	FGIG_09258	FhHiC23_g8061.t2, FhHiC23_g8061.t1, FhHiC23_g8061.t3
OG0000264	FGIG_11442	FhHiC23_g3584.t1, FhHiC23_g3584.t2
OG0000264	FGIG_10736	FhHiC23_g13507.t1
OG0000266	FGIG_00214	FhHiC23_g4182.t2, FhHiC23_g4182.t1
OG0000266	FGIG_00212, FGIG_00213	FhHiC23_g4183.t1, FhHiC23_g4184.t1
OG0000267	FGIG_00498	FhHiC23_g4202.t1
OG0000267	FGIG_00260	FhHiC23_g4238.t1
OG0000268	FGIG_06620	FhHiC23_g3356.t1
OG0000268	FGIG_10234	FhHiC23_g13680.t2, FhHiC23_g13680.t1, FhHiC23_g13864.t1
OG0000268	FGIG_00942	FhHiC23_g11966.t1
OG0000269	FGIG_02813	FhHiC23_g12982.t1
OG0000270	FGIG_03740	FhHiC23_g9687.t1
OG0000270	FGIG_02883	FhHiC23_g9686.t1
OG0000271	FGIG_04146	FhHiC23_g36.t1
OG0000271	FGIG_09915, FGIG_04147	FhHiC23_g36.t2
OG0000272	FGIG_07493	FhHiC23_g10827.t1
OG0000273	FGIG_07763	FhHiC23_g12063.t1
OG0000274	FGIG_10372	FhHiC23_g696.t1, FhHiC23_g696.t2, FhHiC23_g696.t3
OG0000275	FGIG_08245	FhHiC23_g4968.t1
OG0000276	FGIG_08474	FhHiC23_g376.t1
OG0000277	FGIG_08916	FhHiC23_g4344.t1, FhHiC23_g4344.t2
OG0000281	FGIG_00516	FhHiC23_g4052.t1
OG0000281	FGIG_04239	FhHiC23_g10797.t1
OG0000281	FGIG_10083	FhHiC23_g13011.t1
OG0000282	FGIG_11572, FGIG_01087	FhHiC23_g3192.t1
OG0000283	FGIG_01798	FhHiC23_g7893.t1, FhHiC23_g7896.t2, FhHiC23_g7896.t1
OG0000284	FGIG_03458	FhHiC23_g14077.t1, FhHiC23_g14077.t2, FhHiC23_g14077.t3
OG0000285	FGIG_03702, FGIG_03701	FhHiC23_g6443.t1
OG0000286	FGIG_08247	FhHiC23_g14201.t1
OG0000286	FGIG_09211	FhHiC23_g14201.t2
OG0000286	FGIG_06296	FhHiC23_g13965.t1
OG0000287	FGIG_07559	FhHiC23_g899.t1
OG0000288	FGIG_08415	FhHiC23_g16819.t1, FhHiC23_g16819.t2, FhHiC23_g16819.t3, FhHiC23_g16819.t4
OG0000289	FGIG_11097	FhHiC23_g15589.t1
OG0000290	FGIG_06528	FhHiC23_g10191.t1, FhHiC23_g10191.t2
OG0000290	FGIG_00121	FhHiC23_g15400.t1, FhHiC23_g15400.t2
OG0000291	FGIG_00724, FGIG_00726	FhHiC23_g10897.t1
OG0000292	FGIG_01340, FGIG_10382	FhHiC23_g6233.t2, FhHiC23_g6233.t1, FhHiC23_g6233.t3
OG0000293	FGIG_03259	FhHiC23_g6637.t1
OG0000293	FGIG_10208, FGIG_04594	FhHiC23_g8615.t1
OG0000293	FGIG_06127	FhHiC23_g1971.t1
OG0000294	FGIG_03314	FhHiC23_g13370.t1
OG0000295	FGIG_04922	FhHiC23_g16837.t1, FhHiC23_g16838.t1
OG0000296	FGIG_05009	FhHiC23_g13388.t1
OG0000296	FGIG_07123, FGIG_07878, FGIG_07122	FhHiC23_g1383.t1
OG0000297	FGIG_05203	FhHiC23_g2527.t1
OG0000298	FGIG_10124	FhHiC23_g14252.t1, FhHiC23_g14251.t1
OG0000298	FGIG_05892	FhHiC23_g14009.t1, FhHiC23_g14009.t2
OG0000299	FGIG_06707	FhHiC23_g7838.t1
OG0000300	FGIG_06727	FhHiC23_g11087.t2, FhHiC23_g11087.t1
OG0000301	FGIG_07052	FhHiC23_g2910.t1
OG0000302	FGIG_07305	FhHiC23_g7936.t1, FhHiC23_g7936.t2
OG0000303	FGIG_11626	FhHiC23_g10713.t1
OG0000304	FGIG_09605	FhHiC23_g11210.t1
OG0000305	FGIG_09613, FGIG_09611, FGIG_12612	FhHiC23_g62.t2, FhHiC23_g62.t1
OG0000306	FGIG_11983, FGIG_10527	FhHiC23_g12553.t2, FhHiC23_g12553.t1, FhHiC23_g12553.t3
OG0000307	FGIG_12478	FhHiC23_g12864.t4, FhHiC23_g12864.t1, FhHiC23_g12864.t3, FhHiC23_g12864.t2
OG0000311	FGIG_01279	FhHiC23_g11486.t1
OG0000312	FGIG_09661, FGIG_01495, FGIG_09662	FhHiC23_g5211.t1
OG0000313	FGIG_03443	FhHiC23_g11477.t1
OG0000314	FGIG_03632	FhHiC23_g4786.t1, FhHiC23_g4787.t1
OG0000315	FGIG_03911	FhHiC23_g6036.t1, FhHiC23_g6036.t2
OG0000315	FGIG_07353	FhHiC23_g6901.t2, FhHiC23_g6901.t3
OG0000315	FGIG_07352	FhHiC23_g6901.t1
OG0000316	FGIG_04659, FGIG_09851	FhHiC23_g10904.t1
OG0000317	FGIG_05137	FhHiC23_g12826.t2, FhHiC23_g12826.t1
OG0000318	FGIG_05250	FhHiC23_g8913.t1, FhHiC23_g2171.t1, FhHiC23_g2171.t2
OG0000319	FGIG_06268	FhHiC23_g6198.t1, FhHiC23_g6198.t2
OG0000319	FGIG_06269	FhHiC23_g6198.t3
OG0000320	FGIG_02124	FhHiC23_g15004.t1
OG0000320	FGIG_00209	FhHiC23_g6220.t1
OG0000320	FGIG_08913	FhHiC23_g2257.t1, FhHiC23_g2257.t2
OG0000321	FGIG_00856, FGIG_00857	FhHiC23_g5944.t1
OG0000322	FGIG_01204	FhHiC23_g9569.t4, FhHiC23_g9569.t3, FhHiC23_g9569.t2, FhHiC23_g9569.t1
OG0000323	FGIG_02690	FhHiC23_g13048.t1
OG0000324	FGIG_04179	FhHiC23_g1567.t1, FhHiC23_g1567.t2
OG0000325	FGIG_04546	FhHiC23_g2587.t1
OG0000326	FGIG_04814	FhHiC23_g7759.t1
OG0000327	FGIG_06438	FhHiC23_g3001.t1, FhHiC23_g3001.t2, FhHiC23_g14221.t1, FhHiC23_g14218.t1, FhHiC23_g14218.t2
OG0000327	FGIG_08722	FhHiC23_g3158.t1, FhHiC23_g3158.t2
OG0000327	FGIG_11975	FhHiC23_g2996.t1
OG0000327	FGIG_09141	FhHiC23_g2671.t1, FhHiC23_g2671.t2, FhHiC23_g2671.t3
OG0000328	FGIG_09711	FhHiC23_g5277.t1
OG0000329	FGIG_11990	FhHiC23_g10756.t1
OG0000332	FGIG_00632	FhHiC23_g7573.t1
OG0000333	FGIG_01538	FhHiC23_g11619.t1, FhHiC23_g11619.t2
OG0000334	FGIG_02321	FhHiC23_g2400.t1
OG0000335	FGIG_02931	FhHiC23_g13358.t1, FhHiC23_g13357.t1
OG0000336	FGIG_05611	FhHiC23_g12795.t1
OG0000336	FGIG_03447	FhHiC23_g11235.t1, FhHiC23_g11235.t2
OG0000337	FGIG_05353	FhHiC23_g840.t1, FhHiC23_g839.t1
OG0000337	FGIG_07022	FhHiC23_g5617.t1
OG0000341	FGIG_04690, FGIG_09203, FGIG_06869	FhHiC23_g6937.t1
OG0000341	FGIG_03151, FGIG_03152	FhHiC23_g6786.t1
OG0000341	FGIG_06180	FhHiC23_g1295.t1
OG0000341	FGIG_00036	FhHiC23_g1448.t1
OG0000341	FGIG_06152	FhHiC23_g2931.t1, FhHiC23_g2932.t1
OG0000341	FGIG_03322	FhHiC23_g7986.t1
OG0000341	FGIG_03118, FGIG_11886	FhHiC23_g1294.t1
OG0000341	FGIG_00035	FhHiC23_g1447.t1
OG0000342	FGIG_05549	FhHiC23_g10913.t1
OG0000342	FGIG_00226	FhHiC23_g15297.t1
OG0000343	FGIG_01634, FGIG_01635	FhHiC23_g6199.t1
OG0000344	FGIG_01866	FhHiC23_g12927.t1
OG0000345	FGIG_01894	FhHiC23_g578.t2, FhHiC23_g578.t1, FhHiC23_g578.t3
OG0000346	FGIG_01903	FhHiC23_g4990.t1
OG0000346	FGIG_09179	FhHiC23_g9674.t1
OG0000347	FGIG_02160, FGIG_12660	FhHiC23_g5608.t1
OG0000348	FGIG_03483	FhHiC23_g12762.t1
OG0000349	FGIG_04573, FGIG_04572, FGIG_06122	FhHiC23_g13497.t1, FhHiC23_g13497.t2
OG0000350	FGIG_04749	FhHiC23_g5035.t1, FhHiC23_g5035.t2
OG0000351	FGIG_05010	FhHiC23_g13389.t1
OG0000352	FGIG_05384	FhHiC23_g6291.t1
OG0000352	FGIG_11348, FGIG_05385	FhHiC23_g6292.t1
OG0000353	FGIG_06289	FhHiC23_g2530.t1, FhHiC23_g290.t2, FhHiC23_g290.t1
OG0000354	FGIG_10148, FGIG_09059	FhHiC23_g12375.t2, FhHiC23_g12375.t1
OG0000355	FGIG_12112	FhHiC23_g13171.t2
OG0000355	FGIG_12113	FhHiC23_g13171.t1
OG0000356	FGIG_10789, FGIG_10788, FGIG_10790	FhHiC23_g11244.t1, FhHiC23_g11244.t2
OG0000357	FGIG_12459	FhHiC23_g13991.t1
OG0000359	FGIG_00275	FhHiC23_g11766.t3, FhHiC23_g11766.t1, FhHiC23_g11766.t2
OG0000360	FGIG_01496	FhHiC23_g286.t1
OG0000361	FGIG_02685	FhHiC23_g702.t3
OG0000361	FGIG_02684	FhHiC23_g702.t1, FhHiC23_g702.t2
OG0000363	FGIG_03340, FGIG_03341, FGIG_03338	FhHiC23_g14310.t1, FhHiC23_g14310.t2
OG0000364	FGIG_03707	FhHiC23_g9563.t1
OG0000366	FGIG_09373	FhHiC23_g218.t3
OG0000366	FGIG_12323	FhHiC23_g218.t1, FhHiC23_g218.t2
OG0000367	FGIG_07381	FhHiC23_g5906.t1
OG0000368	FGIG_07710, FGIG_12057	FhHiC23_g15375.t1, FhHiC23_g15375.t2
OG0000369	FGIG_08435	FhHiC23_g12468.t1
OG0000370	FGIG_08520	FhHiC23_g4732.t1, FhHiC23_g4732.t2
OG0000371	FGIG_08814	FhHiC23_g6466.t1, FhHiC23_g6466.t2
OG0000372	FGIG_08961	FhHiC23_g12873.t1
OG0000373	FGIG_12324	FhHiC23_g10982.t1
OG0000373	FGIG_09323	FhHiC23_g10981.t2, FhHiC23_g10981.t3, FhHiC23_g10981.t1
OG0000374	FGIG_09768	FhHiC23_g14139.t1
OG0000375	FGIG_10082	FhHiC23_g13010.t2, FhHiC23_g13010.t1
OG0000376	FGIG_10153, FGIG_11766, FGIG_11765	FhHiC23_g8088.t1, FhHiC23_g8088.t2
OG0000377	FGIG_10617	FhHiC23_g2381.t1
OG0000378	FGIG_11867	FhHiC23_g5255.t1, FhHiC23_g5255.t2
OG0000380	FGIG_10359	FhHiC23_g15610.t1
OG0000380	FGIG_01104	FhHiC23_g15109.t1
OG0000380	FGIG_10893	FhHiC23_g15108.t1
OG0000380	FGIG_11041	FhHiC23_g15116.t1
OG0000380	FGIG_00695	FhHiC23_g15106.t1
OG0000381	FGIG_01453	FhHiC23_g1178.t1
OG0000381	FGIG_01451	FhHiC23_g1181.t1
OG0000381	FGIG_01452	FhHiC23_g1180.t1, FhHiC23_g1180.t2, FhHiC23_g1179.t1
OG0000382	FGIG_08816, FGIG_08817	FhHiC23_g7514.t1, FhHiC23_g7515.t1, FhHiC23_g7516.t1
OG0000382	FGIG_08741	FhHiC23_g15998.t1
OG0000382	FGIG_02246	FhHiC23_g8657.t1
OG0000383	FGIG_01645	FhHiC23_g9223.t1
OG0000383	FGIG_01646	FhHiC23_g14054.t1, FhHiC23_g14054.t3, FhHiC23_g14054.t2
OG0000384	FGIG_01701	FhHiC23_g5481.t1, FhHiC23_g6270.t1
OG0000385	FGIG_11275	FhHiC23_g16000.t1
OG0000385	FGIG_08742	FhHiC23_g15999.t1
OG0000385	FGIG_09909	FhHiC23_g8420.t1
OG0000385	FGIG_01970	FhHiC23_g8172.t1
OG0000385	FGIG_08723	FhHiC23_g8213.t1
OG0000385	FGIG_08724	FhHiC23_g8218.t1
OG0000385	FGIG_09649	FhHiC23_g8215.t1
OG0000385	FGIG_08987	FhHiC23_g12130.t1
OG0000386	FGIG_07934	FhHiC23_g16443.t1, FhHiC23_g16443.t2
OG0000386	FGIG_07933	FhHiC23_g16442.t1
OG0000386	FGIG_05021	FhHiC23_g15019.t1
OG0000387	FGIG_05744, FGIG_12613	FhHiC23_g13532.t1
OG0000388	FGIG_06147	FhHiC23_g4347.t2, FhHiC23_g4347.t1
OG0000389	FGIG_06300	FhHiC23_g2705.t2, FhHiC23_g2705.t1
OG0000390	FGIG_06318	FhHiC23_g3668.t1
OG0000391	FGIG_06566	FhHiC23_g12566.t1
OG0000391	FGIG_07343	FhHiC23_g12567.t1
OG0000392	FGIG_06786	FhHiC23_g7851.t1, FhHiC23_g7851.t2
OG0000393	FGIG_06864	FhHiC23_g53.t1, FhHiC23_g53.t2
OG0000394	FGIG_12663, FGIG_07717	FhHiC23_g8471.t1, FhHiC23_g8471.t2
OG0000395	FGIG_07807	FhHiC23_g2548.t3, FhHiC23_g2548.t2, FhHiC23_g2548.t1
OG0000396	FGIG_07980	FhHiC23_g13231.t1, FhHiC23_g13231.t2
OG0000397	FGIG_07986	FhHiC23_g2584.t3, FhHiC23_g2584.t1, FhHiC23_g2584.t2
OG0000398	FGIG_08346	FhHiC23_g15361.t2, FhHiC23_g15361.t3, FhHiC23_g15361.t1
OG0000398	FGIG_08154	FhHiC23_g15458.t1, FhHiC23_g15458.t2
OG0000399	FGIG_08267	FhHiC23_g9940.t1
OG0000400	FGIG_12136	FhHiC23_g14722.t1
OG0000400	FGIG_08348	FhHiC23_g14725.t1
OG0000400	FGIG_09690	FhHiC23_g14728.t1
OG0000400	FGIG_09691	FhHiC23_g14727.t1
OG0000401	FGIG_10170	FhHiC23_g9177.t1, FhHiC23_g9177.t2
OG0000401	FGIG_10171	FhHiC23_g9177.t3
OG0000402	FGIG_12370, FGIG_11519, FGIG_12593	FhHiC23_g10817.t1
OG0000405	FGIG_00540, FGIG_04407, FGIG_00542, FGIG_00541	FhHiC23_g5442.t1, FhHiC23_g5442.t2
OG0000406	FGIG_00915	FhHiC23_g6441.t2, FhHiC23_g6441.t1
OG0000407	FGIG_01328	FhHiC23_g7160.t1
OG0000408	FGIG_01770	FhHiC23_g9276.t1
OG0000409	FGIG_01990	FhHiC23_g16168.t1, FhHiC23_g16168.t2
OG0000410	FGIG_03157	FhHiC23_g14501.t1, FhHiC23_g14501.t3
OG0000410	FGIG_06197	FhHiC23_g7296.t1
OG0000411	FGIG_03726	FhHiC23_g10118.t1, FhHiC23_g10118.t2, FhHiC23_g10882.t1, FhHiC23_g10883.t1
OG0000412	FGIG_04797	FhHiC23_g1467.t1
OG0000413	FGIG_05095	FhHiC23_g7322.t1
OG0000414	FGIG_05869	FhHiC23_g12586.t1
OG0000415	FGIG_06429	FhHiC23_g6176.t1
OG0000416	FGIG_10985	FhHiC23_g16527.t3
OG0000416	FGIG_07789	FhHiC23_g16527.t1
OG0000416	FGIG_12457	FhHiC23_g16529.t3
OG0000416	FGIG_07250	FhHiC23_g16130.t2, FhHiC23_g16130.t1
OG0000417	FGIG_07860	FhHiC23_g327.t1, FhHiC23_g327.t2
OG0000418	FGIG_07977, FGIG_11738, FGIG_12450	FhHiC23_g9417.t1, FhHiC23_g9417.t2
OG0000419	FGIG_09307	FhHiC23_g12931.t1
OG0000420	FGIG_09853	FhHiC23_g3059.t1, FhHiC23_g3060.t2
OG0000421	FGIG_09942	FhHiC23_g6991.t1, FhHiC23_g6991.t2
OG0000422	FGIG_10041	FhHiC23_g1572.t1, FhHiC23_g1572.t2
OG0000425	FGIG_00596	FhHiC23_g5889.t1, FhHiC23_g5889.t2
OG0000426	FGIG_00984	FhHiC23_g1873.t4, FhHiC23_g1873.t3, FhHiC23_g1873.t2, FhHiC23_g1873.t1
OG0000427	FGIG_01900, FGIG_06350	FhHiC23_g2187.t1
OG0000428	FGIG_04993	FhHiC23_g14650.t1, FhHiC23_g14650.t2
OG0000428	FGIG_02140	FhHiC23_g1389.t1
OG0000429	FGIG_05114	FhHiC23_g9889.t1
OG0000429	FGIG_08773	FhHiC23_g14324.t2, FhHiC23_g14324.t1
OG0000430	FGIG_02540	FhHiC23_g2888.t1
OG0000430	FGIG_02734	FhHiC23_g2884.t1
OG0000431	FGIG_02682	FhHiC23_g700.t1, FhHiC23_g700.t2, FhHiC23_g700.t3
OG0000432	FGIG_02953	FhHiC23_g9661.t2, FhHiC23_g9661.t1
OG0000434	FGIG_07788, FGIG_12172	FhHiC23_g12437.t1
OG0000434	FGIG_03250	FhHiC23_g9208.t1
OG0000435	FGIG_03380, FGIG_03381	FhHiC23_g1907.t1
OG0000436	FGIG_04181	FhHiC23_g9591.t1, FhHiC23_g9591.t2
OG0000437	FGIG_04672	FhHiC23_g11757.t1
OG0000438	FGIG_04722	FhHiC23_g7751.t1, FhHiC23_g7751.t2
OG0000439	FGIG_05052	FhHiC23_g3593.t1, FhHiC23_g3593.t2
OG0000440	FGIG_05435	FhHiC23_g16588.t1
OG0000441	FGIG_06666	FhHiC23_g12334.t1, FhHiC23_g12334.t2, FhHiC23_g12334.t3, FhHiC23_g3407.t1
OG0000441	FGIG_10681, FGIG_09295	FhHiC23_g12169.t1, FhHiC23_g12169.t2, FhHiC23_g12169.t4
OG0000442	FGIG_06753	FhHiC23_g5482.t2, FhHiC23_g5482.t1
OG0000443	FGIG_07760	FhHiC23_g13427.t1, FhHiC23_g13427.t2
OG0000444	FGIG_09462, FGIG_11910, FGIG_09471	FhHiC23_g831.t1
OG0000445	FGIG_11201	FhHiC23_g7076.t1
OG0000447	FGIG_00135	FhHiC23_g3050.t1, FhHiC23_g3050.t2
OG0000448	FGIG_00556	FhHiC23_g5761.t1, FhHiC23_g5761.t4, FhHiC23_g5761.t5, FhHiC23_g5761.t2, FhHiC23_g5761.t3
OG0000449	FGIG_00826	FhHiC23_g7226.t3, FhHiC23_g7226.t2, FhHiC23_g7226.t1, FhHiC23_g7226.t4
OG0000450	FGIG_01291	FhHiC23_g10194.t1
OG0000450	FGIG_04679	FhHiC23_g10165.t1, FhHiC23_g10165.t2
OG0000451	FGIG_01553	FhHiC23_g16604.t1
OG0000452	FGIG_03230	FhHiC23_g5472.t1
OG0000453	FGIG_04192	FhHiC23_g7003.t1
OG0000454	FGIG_06158	FhHiC23_g2306.t1
OG0000454	FGIG_09647	FhHiC23_g2824.t1
OG0000455	FGIG_06485	FhHiC23_g12095.t1
OG0000456	FGIG_08883	FhHiC23_g2604.t1, FhHiC23_g2604.t2, FhHiC23_g2604.t4, FhHiC23_g2604.t3
OG0000457	FGIG_08921	FhHiC23_g5250.t4, FhHiC23_g5250.t2, FhHiC23_g5250.t3
OG0000458	FGIG_09209	FhHiC23_g6446.t1, FhHiC23_g6446.t2
OG0000459	FGIG_09431	FhHiC23_g13471.t1
OG0000460	FGIG_11773	FhHiC23_g2919.t1, FhHiC23_g2922.t1
OG0000464	FGIG_00328, FGIG_00327	FhHiC23_g12146.t1, FhHiC23_g12146.t2
OG0000465	FGIG_00532	FhHiC23_g593.t1, FhHiC23_g593.t2
OG0000466	FGIG_01561, FGIG_03877, FGIG_01560, FGIG_01559	FhHiC23_g1818.t1, FhHiC23_g1818.t2
OG0000467	FGIG_02474	FhHiC23_g14179.t1
OG0000467	FGIG_02706, FGIG_02707, FGIG_02708, FGIG_02710, FGIG_02709	FhHiC23_g14181.t1
OG0000468	FGIG_02572	FhHiC23_g2533.t1, FhHiC23_g2533.t2, FhHiC23_g2533.t3
OG0000469	FGIG_03009	FhHiC23_g12605.t1
OG0000470	FGIG_04092	FhHiC23_g1052.t1
OG0000471	FGIG_05330, FGIG_05331	FhHiC23_g4332.t1
OG0000472	FGIG_10508	FhHiC23_g14787.t2, FhHiC23_g14787.t1
OG0000472	FGIG_06143	FhHiC23_g14786.t1
OG0000473	FGIG_06411, FGIG_12123, FGIG_06410	FhHiC23_g12963.t1
OG0000474	FGIG_08569	FhHiC23_g9073.t1
OG0000474	FGIG_10857	FhHiC23_g8640.t1
OG0000474	FGIG_07254	FhHiC23_g2166.t1, FhHiC23_g2166.t2
OG0000475	FGIG_07645	FhHiC23_g8551.t1, FhHiC23_g8553.t1
OG0000476	FGIG_08382, FGIG_08383	FhHiC23_g15639.t1
OG0000477	FGIG_08447, FGIG_12672	FhHiC23_g203.t1
OG0000478	FGIG_10674	FhHiC23_g11150.t1
OG0000479	FGIG_09169	FhHiC23_g5073.t1
OG0000480	FGIG_09555	FhHiC23_g7266.t1
OG0000481	FGIG_11554	FhHiC23_g7614.t2
OG0000481	FGIG_10028	FhHiC23_g7614.t1
OG0000482	FGIG_10421	FhHiC23_g13756.t1
OG0000483	FGIG_11522, FGIG_10429	FhHiC23_g8435.t1
OG0000484	FGIG_10469, FGIG_11973	FhHiC23_g9219.t1
OG0000485	FGIG_10899	FhHiC23_g11693.t1, FhHiC23_g11697.t1, FhHiC23_g11697.t2, FhHiC23_g11697.t3
OG0000490	FGIG_00244	FhHiC23_g7771.t1, FhHiC23_g7771.t2
OG0000491	FGIG_01361	FhHiC23_g5580.t1
OG0000492	FGIG_01399, FGIG_01400	FhHiC23_g7373.t1
OG0000493	FGIG_10535	FhHiC23_g184.t2
OG0000493	FGIG_02574, FGIG_02575	FhHiC23_g184.t1
OG0000493	FGIG_02106	FhHiC23_g4635.t1
OG0000494	FGIG_02261, FGIG_09004	FhHiC23_g10863.t1
OG0000495	FGIG_02597	FhHiC23_g11080.t1
OG0000495	FGIG_02595	FhHiC23_g11082.t1
OG0000496	FGIG_02657	FhHiC23_g5347.t1
OG0000497	FGIG_03046	FhHiC23_g13076.t1, FhHiC23_g13075.t1
OG0000498	FGIG_11315	FhHiC23_g6628.t1
OG0000498	FGIG_03261	FhHiC23_g6639.t1
OG0000498	FGIG_08610	FhHiC23_g10257.t2, FhHiC23_g10257.t1
OG0000498	FGIG_06356, FGIG_06355	FhHiC23_g6627.t1
OG0000498	FGIG_09764	FhHiC23_g6629.t1
OG0000499	FGIG_03308, FGIG_03309	FhHiC23_g1519.t1
OG0000500	FGIG_05535	FhHiC23_g14973.t1
OG0000501	FGIG_05786	FhHiC23_g9614.t1, FhHiC23_g9614.t2, FhHiC23_g9615.t1, FhHiC23_g9615.t2
OG0000502	FGIG_12630, FGIG_06672, FGIG_05947, FGIG_05868, FGIG_09687	FhHiC23_g4748.t1
OG0000503	FGIG_06020	FhHiC23_g12875.t3, FhHiC23_g12875.t1, FhHiC23_g12875.t2
OG0000504	FGIG_06236	FhHiC23_g626.t1
OG0000505	FGIG_06258	FhHiC23_g5731.t1, FhHiC23_g5731.t2
OG0000506	FGIG_07761	FhHiC23_g13425.t1
OG0000507	FGIG_08020	FhHiC23_g5629.t1
OG0000507	FGIG_08019	FhHiC23_g5629.t2
OG0000508	FGIG_09651	FhHiC23_g15064.t1, FhHiC23_g15064.t2, FhHiC23_g15064.t3
OG0000509	FGIG_11147	FhHiC23_g22.t1
OG0000509	FGIG_09900	FhHiC23_g19.t1
OG0000512	FGIG_10635	FhHiC23_g1881.t1
OG0000513	FGIG_11295	FhHiC23_g7045.t1, FhHiC23_g7045.t2
OG0000513	FGIG_10901	FhHiC23_g7045.t3
OG0000514	FGIG_11731	FhHiC23_g3289.t1, FhHiC23_g3290.t1
