Orthogroup	fasciola_gigantica	schistosoma_margrebowiei
OG0000144	FGIG_02516	SMRG1_27740.1, SMRG1_27740.2, SMRG1_27740.3, SMRG1_27740.4
OG0000144	FGIG_08902, FGIG_02070	SMRG1_57620.1, SMRG1_57620.2
OG0000145	FGIG_06896	SMRG1_33300.21, SMRG1_33300.24, SMRG1_33300.28, SMRG1_33300.25, SMRG1_33300.27, SMRG1_33300.11, SMRG1_33300.12, SMRG1_33300.7, SMRG1_33300.15, SMRG1_33300.10, SMRG1_33300.13, SMRG1_33300.23, SMRG1_33300.18, SMRG1_33300.1, SMRG1_33300.29, SMRG1_33300.8, SMRG1_33300.16, SMRG1_33300.26, SMRG1_33300.4, SMRG1_33300.5, SMRG1_33300.14, SMRG1_33300.6, SMRG1_33300.2, SMRG1_33300.9, SMRG1_33300.20, SMRG1_33300.3, SMRG1_33300.19, SMRG1_33300.17, SMRG1_33300.30, SMRG1_33300.31, SMRG1_33300.32
OG0000146	FGIG_01364	SMRG1_92560.1
OG0000146	FGIG_07112	SMRG1_57150.1
OG0000146	FGIG_08174	SMRG1_29220.1
OG0000146	FGIG_12116	SMRG1_47900.1
OG0000147	FGIG_03610	SMRG1_36190.1, SMRG1_36190.2, SMRG1_36190.3, SMRG1_36190.4, SMRG1_36190.6, SMRG1_36190.7, SMRG1_36190.8, SMRG1_36190.5
OG0000148	FGIG_05123, FGIG_04713	SMRG1_31320.3, SMRG1_31320.1, SMRG1_31320.6, SMRG1_31320.4, SMRG1_31320.2, SMRG1_31320.5
OG0000149	FGIG_08710	SMRG1_54420.1, SMRG1_54420.2, SMRG1_54420.3, SMRG1_54420.4
OG0000151	FGIG_00898	SMRG1_64190.7, SMRG1_64190.3, SMRG1_64190.1, SMRG1_64190.2, SMRG1_64190.6, SMRG1_64190.10, SMRG1_64190.12, SMRG1_64190.8, SMRG1_64190.11, SMRG1_64190.4, SMRG1_64190.5, SMRG1_64190.9
OG0000152	FGIG_02196	SMRG1_10680.3, SMRG1_10680.1, SMRG1_10680.2, SMRG1_10680.5, SMRG1_10680.4
OG0000153	FGIG_06246, FGIG_09804, FGIG_09803	SMRG1_50760.1, SMRG1_50760.2, SMRG1_50760.3, SMRG1_51420.1, SMRG1_51430.1, SMRG1_51370.1, SMRG1_51370.2, SMRG1_51370.3
OG0000154	FGIG_12314, FGIG_02765, FGIG_12625, FGIG_00749	SMRG1_16600.10, SMRG1_16600.5, SMRG1_16600.3, SMRG1_16600.4, SMRG1_16600.8, SMRG1_16600.1, SMRG1_16600.9, SMRG1_16600.2, SMRG1_16600.6, SMRG1_16600.7
OG0000155	FGIG_01109	SMRG1_48180.1, SMRG1_37110.4, SMRG1_37110.1, SMRG1_37110.6, SMRG1_37110.5, SMRG1_37110.2, SMRG1_37110.3, SMRG1_37110.7
OG0000156	FGIG_01694	SMRG1_19380.2, SMRG1_19380.1
OG0000156	FGIG_10389, FGIG_01395, FGIG_06374	SMRG1_19370.4, SMRG1_19370.2, SMRG1_19370.1, SMRG1_19370.3, SMRG1_19370.5
OG0000157	FGIG_01729	SMRG1_62340.1
OG0000157	FGIG_07044, FGIG_07045	SMRG1_44190.1
OG0000157	FGIG_03579	SMRG1_95740.2, SMRG1_95740.3, SMRG1_95740.1
OG0000158	FGIG_05975	SMRG1_5280.1, SMRG1_5270.1, SMRG1_5270.3, SMRG1_5270.2, SMRG1_5270.4, SMRG1_5270.5
OG0000159	FGIG_07564	SMRG1_62800.15, SMRG1_62800.10, SMRG1_62800.12, SMRG1_62800.13, SMRG1_62800.2, SMRG1_62800.3, SMRG1_62800.1, SMRG1_62800.11, SMRG1_62800.14, SMRG1_62800.4, SMRG1_62800.5, SMRG1_62800.7, SMRG1_62800.8, SMRG1_62800.9, SMRG1_62800.6
OG0000160	FGIG_05715	SMRG1_14090.1, SMRG1_14090.3, SMRG1_14090.2, SMRG1_14090.4
OG0000161	FGIG_08957	SMRG1_34830.1, SMRG1_34830.2, SMRG1_34830.8, SMRG1_34830.10, SMRG1_34830.3, SMRG1_34830.4, SMRG1_34830.11, SMRG1_34830.5, SMRG1_34830.7, SMRG1_34830.9, SMRG1_34830.6
OG0000164	FGIG_12608, FGIG_03854	SMRG1_59430.2, SMRG1_59430.1
OG0000164	FGIG_01740	SMRG1_77760.1
OG0000164	FGIG_10598	SMRG1_56000.1
OG0000164	FGIG_05689	SMRG1_30410.1
OG0000165	FGIG_03682	SMRG1_66180.2, SMRG1_66180.3, SMRG1_66180.4, SMRG1_66180.6, SMRG1_66180.5, SMRG1_66180.1, SMRG1_66180.10, SMRG1_66180.9, SMRG1_66180.7, SMRG1_66180.8
OG0000166	FGIG_04350	SMRG1_88760.12, SMRG1_88760.19, SMRG1_88760.1, SMRG1_88760.2, SMRG1_88760.4, SMRG1_88760.17, SMRG1_88760.18, SMRG1_88760.22, SMRG1_88760.7, SMRG1_88760.16, SMRG1_88760.13, SMRG1_88760.10, SMRG1_88760.26, SMRG1_88760.28, SMRG1_88760.20, SMRG1_88760.24, SMRG1_88760.6, SMRG1_88760.25, SMRG1_88760.5, SMRG1_88760.9, SMRG1_88760.8, SMRG1_88760.3, SMRG1_88760.15, SMRG1_88760.23, SMRG1_88760.14, SMRG1_88760.21, SMRG1_88760.11, SMRG1_88760.27
OG0000167	FGIG_09630	SMRG1_75530.10, SMRG1_75530.4, SMRG1_75530.7, SMRG1_75530.8, SMRG1_75530.9, SMRG1_75530.1, SMRG1_75530.2, SMRG1_75530.3, SMRG1_75530.5, SMRG1_75530.6
OG0000169	FGIG_02219, FGIG_02221, FGIG_02220	SMRG1_95480.1
OG0000170	FGIG_11214, FGIG_11905, FGIG_00734	SMRG1_72530.1
OG0000172	FGIG_02787, FGIG_02788	SMRG1_16170.5, SMRG1_16170.6, SMRG1_16170.4, SMRG1_16170.3, SMRG1_16170.1, SMRG1_16170.2
OG0000173	FGIG_11984, FGIG_11985, FGIG_11027, FGIG_11986, FGIG_11026	SMRG1_83250.10, SMRG1_83250.13, SMRG1_83250.11, SMRG1_83250.12, SMRG1_83250.1, SMRG1_83250.3, SMRG1_83250.8, SMRG1_83250.9, SMRG1_83250.14, SMRG1_83250.6, SMRG1_83250.2, SMRG1_83250.5, SMRG1_83250.7, SMRG1_83250.4
OG0000175	FGIG_00359, FGIG_00358, FGIG_00357, FGIG_00355, FGIG_00354, FGIG_00352	SMRG1_41520.1, SMRG1_41520.2, SMRG1_41560.1, SMRG1_41510.1, SMRG1_41490.1, SMRG1_41480.1
OG0000177	FGIG_04057, FGIG_04058	SMRG1_59150.6, SMRG1_59150.7, SMRG1_59150.3, SMRG1_59150.4, SMRG1_59150.1, SMRG1_59150.2, SMRG1_59150.9, SMRG1_59150.5, SMRG1_59150.8
OG0000178	FGIG_04370	SMRG1_26250.2, SMRG1_26250.1, SMRG1_26250.3, SMRG1_26250.4
OG0000179	FGIG_08795, FGIG_10380	SMRG1_56470.1, SMRG1_56470.2, SMRG1_56500.1, SMRG1_56500.3, SMRG1_56500.2, SMRG1_56500.4
OG0000180	FGIG_12039	SMRG1_81380.2, SMRG1_81380.1, SMRG1_81380.3, SMRG1_81390.1, SMRG1_81370.1
OG0000182	FGIG_02134	SMRG1_58350.3, SMRG1_58350.1, SMRG1_58350.2
OG0000182	FGIG_00290	SMRG1_28980.1
OG0000183	FGIG_02622	SMRG1_32730.1, SMRG1_32730.8, SMRG1_32730.4, SMRG1_32730.7, SMRG1_32730.10, SMRG1_32730.12, SMRG1_32730.3, SMRG1_32730.11, SMRG1_32730.13, SMRG1_32730.2, SMRG1_32730.6, SMRG1_32730.5, SMRG1_32730.9
OG0000184	FGIG_03731	SMRG1_50570.1, SMRG1_50570.2, SMRG1_50570.3, SMRG1_50570.4, SMRG1_50570.5, SMRG1_50570.6, SMRG1_50570.7, SMRG1_50570.8
OG0000184	FGIG_03730	SMRG1_50580.1
OG0000185	FGIG_07908	SMRG1_32860.3, SMRG1_32860.4, SMRG1_32860.7, SMRG1_32860.11, SMRG1_32860.1, SMRG1_32860.2, SMRG1_32860.5, SMRG1_32860.8, SMRG1_32860.10, SMRG1_32860.6, SMRG1_32860.9
OG0000186	FGIG_00796	SMRG1_72910.1
OG0000187	FGIG_10561, FGIG_02152	SMRG1_52940.5, SMRG1_52940.7, SMRG1_52940.10, SMRG1_52940.11, SMRG1_52940.3, SMRG1_52940.4, SMRG1_52940.1, SMRG1_52940.9, SMRG1_52940.2, SMRG1_52940.8, SMRG1_52940.12, SMRG1_52940.6
OG0000188	FGIG_03282	SMRG1_31810.3, SMRG1_31810.4, SMRG1_31810.5, SMRG1_31810.2, SMRG1_31810.1
OG0000189	FGIG_03464	SMRG1_6470.1
OG0000190	FGIG_04440	SMRG1_52360.2, SMRG1_52360.3, SMRG1_52360.1, SMRG1_52360.4
OG0000191	FGIG_06431, FGIG_10462, FGIG_10464, FGIG_11528, FGIG_10245	SMRG1_38000.1, SMRG1_38070.1, SMRG1_38010.1
OG0000192	FGIG_06841, FGIG_06840	SMRG1_63620.6, SMRG1_63620.10, SMRG1_63620.3, SMRG1_63620.7, SMRG1_63620.4, SMRG1_63620.1, SMRG1_63620.8, SMRG1_63620.5, SMRG1_63620.9, SMRG1_63620.11, SMRG1_63620.2
OG0000194	FGIG_07707	SMRG1_75470.8, SMRG1_75470.4, SMRG1_75470.1, SMRG1_75470.5, SMRG1_75470.10, SMRG1_75470.7, SMRG1_75470.9, SMRG1_75470.6, SMRG1_75470.2, SMRG1_75470.3
OG0000195	FGIG_08368	SMRG1_49310.3, SMRG1_49310.1, SMRG1_49310.6, SMRG1_49310.5, SMRG1_49310.2, SMRG1_49310.4
OG0000196	FGIG_11982, FGIG_03269	SMRG1_90180.1, SMRG1_90180.2
OG0000196	FGIG_11890	SMRG1_13350.1
OG0000198	FGIG_06396	SMRG1_14180.1, SMRG1_14200.4, SMRG1_14160.1, SMRG1_14160.3, SMRG1_14160.4, SMRG1_14160.2, SMRG1_14180.2, SMRG1_14200.1, SMRG1_14200.2, SMRG1_14200.3
OG0000199	FGIG_03163	SMRG1_32210.10, SMRG1_32210.2, SMRG1_32210.9, SMRG1_32210.5, SMRG1_32210.4, SMRG1_32210.1, SMRG1_32210.3, SMRG1_32210.8, SMRG1_32210.6, SMRG1_32210.7
OG0000201	FGIG_05120	SMRG1_40670.1, SMRG1_40670.4, SMRG1_40670.2, SMRG1_40670.3, SMRG1_40670.6, SMRG1_40670.5
OG0000202	FGIG_07192	SMRG1_50740.1
OG0000203	FGIG_08149	SMRG1_82920.1
OG0000205	FGIG_02525	SMRG1_16310.1, SMRG1_16310.3, SMRG1_16310.4, SMRG1_16310.5, SMRG1_16310.2, SMRG1_16310.6
OG0000206	FGIG_03933	SMRG1_34810.9, SMRG1_34810.1, SMRG1_34810.5, SMRG1_34810.6, SMRG1_34810.7, SMRG1_34810.8, SMRG1_34810.2, SMRG1_34810.3, SMRG1_34810.10, SMRG1_34810.4
OG0000207	FGIG_05628, FGIG_09531, FGIG_04435, FGIG_12425, FGIG_10073	SMRG1_35740.1, SMRG1_35770.1, SMRG1_35760.1, SMRG1_35780.1, SMRG1_35750.1
OG0000209	FGIG_06233	SMRG1_8520.3, SMRG1_8520.7, SMRG1_8520.1, SMRG1_8520.4, SMRG1_8520.6, SMRG1_8520.5, SMRG1_8520.2, SMRG1_8520.9, SMRG1_8520.8, SMRG1_8520.10, SMRG1_8520.11
OG0000210	FGIG_06835, FGIG_08667	SMRG1_86140.5, SMRG1_86140.7, SMRG1_86140.8, SMRG1_86140.1, SMRG1_86140.2, SMRG1_86140.3, SMRG1_86140.4, SMRG1_86140.6
OG0000211	FGIG_06875	SMRG1_6660.1, SMRG1_6660.2, SMRG1_6660.5, SMRG1_6660.6, SMRG1_6660.3, SMRG1_6660.4
OG0000212	FGIG_07429, FGIG_07428	SMRG1_25500.1, SMRG1_25500.2, SMRG1_25500.3, SMRG1_25500.4, SMRG1_25500.7, SMRG1_25500.6, SMRG1_25500.8, SMRG1_25500.5, SMRG1_25500.9
OG0000213	FGIG_08575	SMRG1_15210.1, SMRG1_15220.1, SMRG1_15220.4, SMRG1_15220.5, SMRG1_15220.2, SMRG1_15220.3
OG0000214	FGIG_09344	SMRG1_4490.10, SMRG1_4490.5, SMRG1_4490.6, SMRG1_4490.8, SMRG1_4490.9, SMRG1_4490.4, SMRG1_4490.1, SMRG1_4490.3, SMRG1_4490.2, SMRG1_4490.7
OG0000217	FGIG_02317, FGIG_02318	SMRG1_32460.2, SMRG1_32460.1, SMRG1_32460.3
OG0000218	FGIG_03038, FGIG_12388, FGIG_12233, FGIG_03037, FGIG_08630	SMRG1_18220.1, SMRG1_18220.7, SMRG1_18220.3, SMRG1_18220.4, SMRG1_18220.6, SMRG1_18220.8, SMRG1_18220.10, SMRG1_18220.5, SMRG1_18220.9, SMRG1_18220.2
OG0000219	FGIG_07378	SMRG1_60450.2, SMRG1_60450.3, SMRG1_60450.1, SMRG1_60450.4, SMRG1_60450.13, SMRG1_60450.14, SMRG1_60450.12, SMRG1_60450.6, SMRG1_60450.8, SMRG1_60450.10, SMRG1_60450.7, SMRG1_60450.9, SMRG1_60450.11, SMRG1_60450.5
OG0000220	FGIG_07549	SMRG1_74690.1
OG0000221	FGIG_04956, FGIG_04954, FGIG_08084	SMRG1_9570.1
OG0000221	FGIG_02269	SMRG1_2320.1
OG0000222	FGIG_00564	SMRG1_76960.1, SMRG1_76900.1, SMRG1_76900.2
OG0000223	FGIG_00853	SMRG1_9820.1
OG0000225	FGIG_02370, FGIG_02369	SMRG1_2930.9, SMRG1_2930.8, SMRG1_2930.1, SMRG1_2930.4, SMRG1_2930.6, SMRG1_2930.7, SMRG1_2930.5, SMRG1_2930.2, SMRG1_2930.3
OG0000226	FGIG_02439, FGIG_12357	SMRG1_35270.2, SMRG1_35270.1
OG0000227	FGIG_04507, FGIG_04506	SMRG1_69010.4, SMRG1_69010.7, SMRG1_69010.2, SMRG1_69010.3, SMRG1_69010.5, SMRG1_69010.1, SMRG1_69010.6, SMRG1_69010.8, SMRG1_69010.9
OG0000228	FGIG_04992	SMRG1_42400.8, SMRG1_42400.7, SMRG1_42400.3, SMRG1_42400.9, SMRG1_42400.5, SMRG1_42400.12, SMRG1_42400.13, SMRG1_42400.4, SMRG1_42400.6, SMRG1_42400.14, SMRG1_42400.1, SMRG1_42400.2, SMRG1_42400.15, SMRG1_42400.10, SMRG1_42400.11
OG0000229	FGIG_10264, FGIG_05406, FGIG_12189	SMRG1_61800.3, SMRG1_61800.4, SMRG1_61800.1, SMRG1_61800.2
OG0000230	FGIG_06761, FGIG_06762	SMRG1_63810.4, SMRG1_63810.1, SMRG1_63810.3, SMRG1_63810.8, SMRG1_63810.7, SMRG1_63810.5, SMRG1_63810.6, SMRG1_63810.2
OG0000234	FGIG_01289	SMRG1_38360.11, SMRG1_38360.5, SMRG1_38360.12, SMRG1_38360.4, SMRG1_38360.1, SMRG1_38360.2, SMRG1_38360.8, SMRG1_38360.9, SMRG1_38360.15, SMRG1_38360.6, SMRG1_38360.16, SMRG1_38360.10, SMRG1_38360.13, SMRG1_38360.3, SMRG1_38360.7, SMRG1_38360.14
OG0000235	FGIG_07942, FGIG_02783, FGIG_02784	SMRG1_3680.1, SMRG1_3690.1
OG0000236	FGIG_05608	SMRG1_54900.2, SMRG1_54900.5, SMRG1_54900.6, SMRG1_54900.4, SMRG1_54900.3, SMRG1_54900.1
OG0000237	FGIG_06420	SMRG1_52780.1, SMRG1_52780.4, SMRG1_52780.5, SMRG1_52780.2, SMRG1_52780.3, SMRG1_52780.6
OG0000238	FGIG_07333	SMRG1_37750.1, SMRG1_37750.3, SMRG1_37750.2, SMRG1_37750.4
OG0000239	FGIG_07503, FGIG_08719	SMRG1_27450.3, SMRG1_27450.2, SMRG1_27450.1, SMRG1_85960.1, SMRG1_85960.4, SMRG1_85960.2, SMRG1_85960.3
OG0000240	FGIG_10740, FGIG_10875	SMRG1_29520.4, SMRG1_29520.2, SMRG1_29520.1, SMRG1_29520.3
OG0000241	FGIG_00479	SMRG1_6860.1, SMRG1_6850.1
OG0000242	FGIG_01807	SMRG1_7190.3, SMRG1_7190.4, SMRG1_7190.5, SMRG1_7190.6, SMRG1_7190.1, SMRG1_7190.2
OG0000243	FGIG_00529, FGIG_00528	SMRG1_5060.1, SMRG1_5060.4, SMRG1_5060.2, SMRG1_5060.5, SMRG1_5060.6, SMRG1_5060.3
OG0000245	FGIG_01848	SMRG1_16840.1, SMRG1_16840.2
OG0000246	FGIG_06772	SMRG1_82890.4, SMRG1_82890.6, SMRG1_82890.7, SMRG1_82890.1, SMRG1_82890.5, SMRG1_82890.3, SMRG1_82890.2
OG0000247	FGIG_09572	SMRG1_4690.3, SMRG1_4690.2, SMRG1_4690.4, SMRG1_4690.5, SMRG1_4690.6, SMRG1_4690.1
OG0000248	FGIG_10714	SMRG1_65600.1, SMRG1_65600.2, SMRG1_65600.5, SMRG1_65600.4, SMRG1_65600.3, SMRG1_65600.6, SMRG1_65600.7
OG0000249	FGIG_11297	SMRG1_18550.4, SMRG1_18550.1, SMRG1_18550.2, SMRG1_18550.3
OG0000250	FGIG_12420, FGIG_11532	SMRG1_40120.2, SMRG1_40120.1, SMRG1_40120.3
OG0000252	FGIG_01524	SMRG1_39220.4, SMRG1_39220.3, SMRG1_39220.5, SMRG1_39220.2, SMRG1_39220.1, SMRG1_39220.8, SMRG1_39220.7, SMRG1_39220.9, SMRG1_39220.6
OG0000253	FGIG_02155	SMRG1_17090.1
OG0000254	FGIG_02996	SMRG1_8860.5, SMRG1_8860.6, SMRG1_8860.7, SMRG1_8860.2, SMRG1_8860.4, SMRG1_8860.1, SMRG1_8860.3
OG0000255	FGIG_03191	SMRG1_28770.7, SMRG1_28770.6, SMRG1_28770.9, SMRG1_28770.11, SMRG1_28770.10, SMRG1_28770.5, SMRG1_28770.8, SMRG1_28770.1, SMRG1_28770.2, SMRG1_28770.3, SMRG1_28770.4
OG0000256	FGIG_03222, FGIG_03223, FGIG_04243, FGIG_04258, FGIG_09730, FGIG_06912, FGIG_09731, FGIG_04262, FGIG_06780, FGIG_10754, FGIG_10268, FGIG_12330, FGIG_10269, FGIG_07792, FGIG_07655, FGIG_07198, FGIG_07790, FGIG_07791, FGIG_08257	SMRG1_45450.1
OG0000257	FGIG_03641, FGIG_07534	SMRG1_26150.7, SMRG1_26150.1, SMRG1_26150.2, SMRG1_26150.3, SMRG1_26150.4, SMRG1_26150.8, SMRG1_26150.9, SMRG1_26150.10, SMRG1_26150.5, SMRG1_26150.6
OG0000258	FGIG_05122	SMRG1_12000.1, SMRG1_12000.2, SMRG1_12000.3
OG0000259	FGIG_05764	SMRG1_26110.2, SMRG1_26110.6, SMRG1_26110.10, SMRG1_26110.1, SMRG1_26110.11, SMRG1_26110.12, SMRG1_26110.16, SMRG1_26110.9, SMRG1_26110.15, SMRG1_26110.4, SMRG1_26110.7, SMRG1_26110.8, SMRG1_26110.14, SMRG1_26110.13, SMRG1_26110.5, SMRG1_26110.3
OG0000260	FGIG_05885	SMRG1_21780.13, SMRG1_21780.3, SMRG1_21780.2, SMRG1_21780.1, SMRG1_21780.8, SMRG1_21780.5, SMRG1_21780.6, SMRG1_21780.7, SMRG1_21780.9, SMRG1_21780.10, SMRG1_21780.12, SMRG1_21780.11, SMRG1_21780.4
OG0000261	FGIG_06157	SMRG1_70970.3, SMRG1_70970.2, SMRG1_70970.4, SMRG1_70970.1, SMRG1_70970.7, SMRG1_70970.6, SMRG1_70970.8, SMRG1_70970.5
OG0000262	FGIG_08811, FGIG_08810	SMRG1_31010.4, SMRG1_31010.1, SMRG1_31010.2, SMRG1_31010.3, SMRG1_31010.5
OG0000263	FGIG_09258	SMRG1_65030.5, SMRG1_65030.7, SMRG1_65030.2, SMRG1_65030.3, SMRG1_65030.1, SMRG1_65030.4, SMRG1_65030.6
OG0000264	FGIG_11442	SMRG1_85740.1, SMRG1_85730.1, SMRG1_85750.1
OG0000264	FGIG_10736	SMRG1_4710.1, SMRG1_4710.2, SMRG1_4710.3, SMRG1_4710.4
OG0000266	FGIG_00214	SMRG1_82810.2, SMRG1_82810.1
OG0000267	FGIG_00498, FGIG_00260	SMRG1_82100.3, SMRG1_82100.1, SMRG1_82100.2, SMRG1_82100.4, SMRG1_82100.5
OG0000268	FGIG_06620	SMRG1_71390.1
OG0000268	FGIG_10234	SMRG1_7590.1
OG0000269	FGIG_02813	SMRG1_3780.1, SMRG1_3780.2, SMRG1_3780.4, SMRG1_3780.5, SMRG1_3780.6, SMRG1_3780.7, SMRG1_3780.8, SMRG1_3780.3
OG0000270	FGIG_03740, FGIG_02883	SMRG1_27010.4, SMRG1_27010.5, SMRG1_27010.6, SMRG1_27010.7, SMRG1_27010.1, SMRG1_27010.2, SMRG1_27010.3
OG0000271	FGIG_04146, FGIG_09915, FGIG_04147	SMRG1_51580.3, SMRG1_51580.2, SMRG1_51580.4, SMRG1_51580.1, SMRG1_51580.5, SMRG1_51580.6, SMRG1_51580.7, SMRG1_51580.8, SMRG1_51580.9
OG0000272	FGIG_07493	SMRG1_14360.9, SMRG1_14360.8, SMRG1_14360.3, SMRG1_14360.2, SMRG1_14360.7, SMRG1_14360.1, SMRG1_14360.5, SMRG1_14360.4, SMRG1_14360.6
OG0000273	FGIG_07763	SMRG1_6940.1
OG0000274	FGIG_10372	SMRG1_80350.5, SMRG1_80350.2, SMRG1_80350.3, SMRG1_80350.7, SMRG1_80350.4, SMRG1_80350.6, SMRG1_80350.1
OG0000275	FGIG_08245	SMRG1_37600.1
OG0000276	FGIG_08474	SMRG1_73780.1, SMRG1_73780.6, SMRG1_73780.3, SMRG1_73780.2, SMRG1_73780.5, SMRG1_73780.4
OG0000277	FGIG_08916	SMRG1_93810.8, SMRG1_93810.2, SMRG1_93810.1, SMRG1_93810.4, SMRG1_93810.5, SMRG1_93810.6, SMRG1_93810.7, SMRG1_93810.3
OG0000281	FGIG_00516	SMRG1_84610.1
OG0000281	FGIG_04239	SMRG1_15480.1
OG0000281	FGIG_10083	SMRG1_4310.1, SMRG1_4310.2, SMRG1_4310.3
OG0000282	FGIG_11572, FGIG_01087	SMRG1_55290.2, SMRG1_55290.4, SMRG1_55290.5, SMRG1_55290.7, SMRG1_55290.9, SMRG1_55290.1, SMRG1_55290.6, SMRG1_55290.10, SMRG1_55290.3, SMRG1_55290.8
OG0000283	FGIG_01798	SMRG1_59460.1, SMRG1_59460.2, SMRG1_59460.3, SMRG1_59460.4, SMRG1_59460.5, SMRG1_59460.6
OG0000284	FGIG_03458	SMRG1_42530.1
OG0000285	FGIG_03702, FGIG_03701	SMRG1_36300.1
OG0000286	FGIG_08247, FGIG_09211, FGIG_06296	SMRG1_42970.1, SMRG1_42980.1, SMRG1_42930.1
OG0000287	FGIG_07559	SMRG1_73730.5, SMRG1_73730.1, SMRG1_73730.6, SMRG1_73730.2, SMRG1_73730.3, SMRG1_73730.4
OG0000288	FGIG_08415	SMRG1_87890.2, SMRG1_87890.1, SMRG1_87890.3, SMRG1_87890.4, SMRG1_87890.5, SMRG1_87890.6
OG0000289	FGIG_11097	SMRG1_18010.2, SMRG1_18010.1, SMRG1_18010.3, SMRG1_18010.4
OG0000290	FGIG_06528	SMRG1_27510.1, SMRG1_27510.3, SMRG1_27510.2
OG0000290	FGIG_00121	SMRG1_21620.1
OG0000291	FGIG_00724, FGIG_00726	SMRG1_17000.4, SMRG1_17000.1, SMRG1_17000.2, SMRG1_17000.3
OG0000292	FGIG_01340, FGIG_10382	SMRG1_34390.1
OG0000293	FGIG_03259	SMRG1_28090.1
OG0000293	FGIG_10208, FGIG_04594	SMRG1_60140.1
OG0000293	FGIG_06127	SMRG1_48190.1
OG0000294	FGIG_03314	SMRG1_3730.2, SMRG1_3730.1
OG0000295	FGIG_04922	SMRG1_87570.1, SMRG1_87580.1, SMRG1_87590.1, SMRG1_87550.1, SMRG1_87560.1, SMRG1_87600.2, SMRG1_87600.3, SMRG1_87600.1, SMRG1_87600.4
OG0000296	FGIG_05009	SMRG1_8920.1
OG0000297	FGIG_05203	SMRG1_79880.4, SMRG1_79880.7, SMRG1_79880.9, SMRG1_79880.6, SMRG1_79880.5, SMRG1_79880.10, SMRG1_79880.2, SMRG1_79880.1, SMRG1_79880.3, SMRG1_79880.11, SMRG1_79880.12, SMRG1_79880.8
OG0000298	FGIG_10124	SMRG1_43610.1
OG0000298	FGIG_05892	SMRG1_44770.1, SMRG1_44770.4, SMRG1_44770.5, SMRG1_44770.2, SMRG1_44770.3
OG0000299	FGIG_06707	SMRG1_60670.1, SMRG1_60670.3, SMRG1_60670.4, SMRG1_60670.5, SMRG1_60670.2, SMRG1_60670.6
OG0000300	FGIG_06727	SMRG1_10880.1
OG0000301	FGIG_07052	SMRG1_78380.3, SMRG1_78380.5, SMRG1_78380.6, SMRG1_78380.7, SMRG1_78380.1, SMRG1_78380.2, SMRG1_78380.4
OG0000302	FGIG_07305	SMRG1_61860.2, SMRG1_61860.7, SMRG1_61860.3, SMRG1_61860.4, SMRG1_61860.1, SMRG1_61860.6, SMRG1_61860.5
OG0000303	FGIG_11626, FGIG_07919	SMRG1_14270.1
OG0000304	FGIG_09605	SMRG1_12190.2, SMRG1_12190.6, SMRG1_12190.5, SMRG1_12190.1, SMRG1_12190.3, SMRG1_12190.4
OG0000305	FGIG_09613, FGIG_09611, FGIG_12612	SMRG1_52300.3, SMRG1_52300.4, SMRG1_52300.1, SMRG1_52300.2
OG0000306	FGIG_11983, FGIG_10527	SMRG1_7320.2, SMRG1_7320.3, SMRG1_7320.1, SMRG1_7320.4, SMRG1_7320.6, SMRG1_7320.5
OG0000307	FGIG_12478	SMRG1_6370.1, SMRG1_6370.2, SMRG1_6370.3, SMRG1_92300.1, SMRG1_92300.2
OG0000311	FGIG_01279	SMRG1_16180.4, SMRG1_16180.7, SMRG1_16180.9, SMRG1_16180.6, SMRG1_16180.3, SMRG1_16180.5, SMRG1_16180.1, SMRG1_16180.2, SMRG1_16180.11, SMRG1_16180.10, SMRG1_16180.8
OG0000312	FGIG_09661, FGIG_01495, FGIG_09662	SMRG1_32790.8, SMRG1_32790.1, SMRG1_32790.6, SMRG1_32790.4, SMRG1_32790.2, SMRG1_32790.3, SMRG1_32790.10, SMRG1_32790.5, SMRG1_32790.7, SMRG1_32790.9
OG0000313	FGIG_03443	SMRG1_14330.5, SMRG1_14330.2, SMRG1_14330.1, SMRG1_14330.3, SMRG1_14330.4, SMRG1_14330.6
OG0000314	FGIG_03632	SMRG1_37760.2, SMRG1_37760.1, SMRG1_37760.3, SMRG1_37760.4, SMRG1_37760.6, SMRG1_37760.5
OG0000315	FGIG_03911	SMRG1_33350.1
OG0000315	FGIG_07353, FGIG_07352	SMRG1_65560.2, SMRG1_65560.1
OG0000316	FGIG_04659, FGIG_09851	SMRG1_16820.2, SMRG1_16820.3, SMRG1_16820.6, SMRG1_16820.1, SMRG1_16820.4, SMRG1_16820.7, SMRG1_16820.5
OG0000317	FGIG_05137	SMRG1_260.3, SMRG1_260.4, SMRG1_260.5, SMRG1_260.7, SMRG1_260.8, SMRG1_260.1, SMRG1_260.10, SMRG1_260.12, SMRG1_260.13, SMRG1_260.15, SMRG1_260.17, SMRG1_260.18, SMRG1_260.6, SMRG1_260.21, SMRG1_260.14, SMRG1_260.16, SMRG1_260.9, SMRG1_260.11, SMRG1_260.19, SMRG1_260.2, SMRG1_260.20
OG0000318	FGIG_05250	SMRG1_49800.2, SMRG1_49800.6, SMRG1_49800.3, SMRG1_49800.5, SMRG1_49800.1, SMRG1_49800.4
