Orthogroup	fasciola_gigantica	schistosoma_intercalatum
OG0000166	FGIG_04350	SINT1_86190.11, SINT1_86190.9, SINT1_86190.1, SINT1_86190.3, SINT1_86190.8, SINT1_86190.10, SINT1_86190.7, SINT1_86190.2, SINT1_86190.6, SINT1_86190.4, SINT1_86190.5
OG0000167	FGIG_09630	SINT1_73870.1, SINT1_73870.3, SINT1_73870.5, SINT1_73870.2, SINT1_73870.4
OG0000169	FGIG_02219, FGIG_02221, FGIG_02220	SINT1_92560.1
OG0000170	FGIG_11214, FGIG_11905, FGIG_00734	SINT1_69940.17, SINT1_69940.18, SINT1_69940.22, SINT1_69940.1, SINT1_69940.16, SINT1_69940.19, SINT1_69940.20, SINT1_69940.15, SINT1_69940.13, SINT1_69940.5, SINT1_69940.3, SINT1_69940.21, SINT1_69940.11, SINT1_69940.9, SINT1_69940.14, SINT1_69940.4, SINT1_69940.7, SINT1_69940.10, SINT1_69940.6, SINT1_69940.12, SINT1_69940.2, SINT1_69940.8
OG0000172	FGIG_02787, FGIG_02788	SINT1_18980.1, SINT1_18980.6, SINT1_18980.5, SINT1_18980.2, SINT1_18980.7, SINT1_18980.3, SINT1_18980.4
OG0000173	FGIG_11984, FGIG_11985, FGIG_11027, FGIG_11986, FGIG_11026	SINT1_81150.1
OG0000175	FGIG_00359, FGIG_00358, FGIG_00357, FGIG_00355, FGIG_00354, FGIG_00352	SINT1_41300.1, SINT1_41290.1, SINT1_41280.1
OG0000176	FGIG_00685	SINT1_8430.1, SINT1_22510.1, SINT1_13370.1, SINT1_13140.1, SINT1_2820.1, SINT1_13150.1, SINT1_23060.1, SINT1_6160.1
OG0000177	FGIG_04057, FGIG_04058	SINT1_58390.2, SINT1_58390.1, SINT1_58390.3
OG0000178	FGIG_04370	SINT1_26300.1, SINT1_26300.2, SINT1_26300.3, SINT1_26300.4, SINT1_26300.5
OG0000179	FGIG_08795, FGIG_10380	SINT1_55710.5, SINT1_55710.1, SINT1_55710.2, SINT1_55710.3, SINT1_55710.4, SINT1_55720.1, SINT1_55720.2
OG0000180	FGIG_12039	SINT1_79510.1, SINT1_79510.2, SINT1_79520.1, SINT1_79530.1, SINT1_79530.2, SINT1_79500.2, SINT1_79500.1, SINT1_79500.3
OG0000182	FGIG_02134	SINT1_57590.1, SINT1_57610.1
OG0000182	FGIG_00290	SINT1_28980.1
OG0000183	FGIG_02622	SINT1_32690.10, SINT1_32690.4, SINT1_32690.9, SINT1_32690.2, SINT1_32690.5, SINT1_32690.1, SINT1_32690.11, SINT1_32690.12, SINT1_32690.3, SINT1_32690.6, SINT1_32690.7, SINT1_32690.8
OG0000184	FGIG_03731	SINT1_49800.1, SINT1_49800.2, SINT1_49800.3, SINT1_49800.4, SINT1_49800.5
OG0000184	FGIG_03730	SINT1_49810.1, SINT1_49810.2
OG0000185	FGIG_07908	SINT1_32800.7, SINT1_32800.9, SINT1_32800.11, SINT1_32800.2, SINT1_32800.4, SINT1_32800.8, SINT1_32800.3, SINT1_32800.1, SINT1_32800.10, SINT1_32800.6, SINT1_32800.5
OG0000186	FGIG_00796	SINT1_71340.3, SINT1_71340.1, SINT1_71340.2, SINT1_43400.1, SINT1_43410.1
OG0000187	FGIG_10561, FGIG_02152	SINT1_52330.4, SINT1_52330.7, SINT1_52330.5, SINT1_52330.1, SINT1_52330.3, SINT1_52330.6, SINT1_52330.2
OG0000188	FGIG_03282	SINT1_31830.8, SINT1_31830.2, SINT1_31830.1, SINT1_31830.6, SINT1_31830.7, SINT1_31830.9, SINT1_31830.3, SINT1_31830.4, SINT1_31830.5
OG0000189	FGIG_03464	SINT1_6680.1, SINT1_6690.4, SINT1_6690.6, SINT1_6690.1, SINT1_6690.3, SINT1_6690.5, SINT1_6690.2
OG0000190	FGIG_04440	SINT1_51700.1, SINT1_51700.3, SINT1_51700.4, SINT1_51700.2, SINT1_51700.5, SINT1_51700.6
OG0000191	FGIG_06431, FGIG_10462, FGIG_10464, FGIG_11528, FGIG_10245	SINT1_37950.1, SINT1_38060.1, SINT1_38010.1, SINT1_38020.1, SINT1_38000.1, SINT1_37970.1, SINT1_37960.1
OG0000192	FGIG_06841, FGIG_06840	SINT1_62710.1, SINT1_62710.11, SINT1_62710.9, SINT1_62710.14, SINT1_62710.2, SINT1_62710.12, SINT1_62710.5, SINT1_62710.3, SINT1_62710.4, SINT1_62710.10, SINT1_62710.16, SINT1_62710.6, SINT1_62710.7, SINT1_62710.17, SINT1_62710.13, SINT1_62710.15, SINT1_62710.8
OG0000194	FGIG_07707	SINT1_73810.10, SINT1_73810.3, SINT1_73810.11, SINT1_73810.4, SINT1_73810.6, SINT1_73810.8, SINT1_73810.7, SINT1_73810.9, SINT1_73810.5, SINT1_73810.12, SINT1_73810.13, SINT1_73810.1, SINT1_73810.2
OG0000195	FGIG_08368	SINT1_48580.2, SINT1_48580.8, SINT1_48580.7, SINT1_48580.3, SINT1_48580.5, SINT1_48580.4, SINT1_48580.1, SINT1_48580.6
OG0000196	FGIG_11982, FGIG_03269	SINT1_87620.1
OG0000196	FGIG_11890	SINT1_13970.1
OG0000198	FGIG_06396	SINT1_14720.3, SINT1_14720.2, SINT1_14720.1, SINT1_14760.1
OG0000199	FGIG_03163	SINT1_32180.11, SINT1_32180.1, SINT1_32180.5, SINT1_32180.6, SINT1_32180.8, SINT1_32180.12, SINT1_32180.13, SINT1_32180.2, SINT1_32180.10, SINT1_32180.3, SINT1_32180.4, SINT1_32180.7, SINT1_32180.9
OG0000201	FGIG_05120	SINT1_40480.1
OG0000202	FGIG_07192	SINT1_49990.5, SINT1_49990.12, SINT1_49990.13, SINT1_49990.15, SINT1_49990.14, SINT1_49990.18, SINT1_49990.19, SINT1_49990.21, SINT1_49990.20, SINT1_49990.16, SINT1_49990.17, SINT1_49990.1, SINT1_49990.11, SINT1_49990.2, SINT1_49990.3, SINT1_49990.4, SINT1_49990.8, SINT1_49990.9, SINT1_49990.10, SINT1_49990.6, SINT1_49990.7
OG0000203	FGIG_08149	SINT1_80820.1
OG0000205	FGIG_02525	SINT1_18850.1, SINT1_18850.2, SINT1_18850.5, SINT1_18850.8, SINT1_18850.3, SINT1_18850.4, SINT1_18850.6, SINT1_18850.7
OG0000206	FGIG_03933	SINT1_34780.1
OG0000207	FGIG_05628, FGIG_09531, FGIG_04435, FGIG_12425, FGIG_10073	SINT1_35640.1, SINT1_35660.1, SINT1_35670.1, SINT1_35650.1
OG0000208	FGIG_04764	SINT1_71930.1, SINT1_71920.2, SINT1_71920.1
OG0000209	FGIG_06233	SINT1_8990.3, SINT1_8990.5, SINT1_8990.2, SINT1_8990.6, SINT1_8990.1, SINT1_8990.4
OG0000210	FGIG_06835, FGIG_08667	SINT1_83890.3, SINT1_83890.1, SINT1_83890.4, SINT1_83890.6, SINT1_83890.7, SINT1_83890.2, SINT1_83890.5
OG0000211	FGIG_06875	SINT1_6970.7, SINT1_6970.1, SINT1_6970.5, SINT1_6970.2, SINT1_6970.4, SINT1_6970.6, SINT1_6970.3
OG0000212	FGIG_07429, FGIG_07428	SINT1_25460.1, SINT1_25460.2, SINT1_25460.3
OG0000213	FGIG_08575	SINT1_15840.10, SINT1_15840.8, SINT1_15840.9, SINT1_15840.1, SINT1_15840.2, SINT1_15840.6, SINT1_15840.7, SINT1_15840.4, SINT1_15840.3, SINT1_15840.5
OG0000214	FGIG_09344	SINT1_4660.1, SINT1_4660.2
OG0000217	FGIG_02317, FGIG_02318	SINT1_32420.1, SINT1_32420.4, SINT1_32420.6, SINT1_32420.7, SINT1_32420.5, SINT1_32420.2, SINT1_32420.3, SINT1_32420.8
OG0000218	FGIG_03038, FGIG_12388, FGIG_12233, FGIG_03037, FGIG_08630	SINT1_16800.7, SINT1_16800.10, SINT1_16800.4, SINT1_16800.1, SINT1_16800.3, SINT1_16800.6, SINT1_16800.9, SINT1_16800.8, SINT1_16800.11, SINT1_16800.2, SINT1_16800.5
OG0000219	FGIG_07378	SINT1_60020.1
OG0000220	FGIG_07549	SINT1_73090.12, SINT1_73090.13, SINT1_73090.14, SINT1_73090.15, SINT1_73090.5, SINT1_73090.6, SINT1_73090.7, SINT1_73090.8, SINT1_73090.9, SINT1_73090.10, SINT1_73090.11, SINT1_73090.1, SINT1_73090.2, SINT1_73090.3, SINT1_73090.4
OG0000221	FGIG_04956, FGIG_04954, FGIG_08084	SINT1_10120.1, SINT1_10100.1, SINT1_10110.1
OG0000221	FGIG_02269	SINT1_2330.1
OG0000222	FGIG_00564	SINT1_75210.1, SINT1_75210.4, SINT1_75210.2, SINT1_75210.3
OG0000223	FGIG_00853	SINT1_10330.10, SINT1_10330.13, SINT1_10330.5, SINT1_10330.7, SINT1_10330.6, SINT1_10330.8, SINT1_10330.11, SINT1_10330.12, SINT1_10330.3, SINT1_10330.4, SINT1_10330.9, SINT1_10330.1, SINT1_10330.2
OG0000224	FGIG_01377, FGIG_01378	SINT1_6050.2, SINT1_6050.3, SINT1_6050.5, SINT1_6050.1, SINT1_6050.4
OG0000225	FGIG_02370, FGIG_02369	SINT1_3000.6, SINT1_3000.2, SINT1_3000.5, SINT1_3000.4, SINT1_3000.1, SINT1_3000.3, SINT1_3000.7, SINT1_3000.8, SINT1_3000.9
OG0000226	FGIG_02439, FGIG_12357	SINT1_35190.1
OG0000227	FGIG_04507, FGIG_04506	SINT1_68340.1, SINT1_68340.11, SINT1_68340.5, SINT1_68340.6, SINT1_68340.8, SINT1_68340.13, SINT1_68340.4, SINT1_68340.7, SINT1_68340.10, SINT1_68340.12, SINT1_68340.2, SINT1_68340.3, SINT1_68340.9
OG0000228	FGIG_04992	SINT1_42110.2, SINT1_42110.1
OG0000229	FGIG_10264, FGIG_05406, FGIG_12189	SINT1_58760.1
OG0000230	FGIG_06761, FGIG_06762	SINT1_62900.1
OG0000234	FGIG_01289	SINT1_38390.1, SINT1_38390.2, SINT1_38390.3, SINT1_38390.6, SINT1_38390.8, SINT1_38390.4, SINT1_38390.5, SINT1_38390.7
OG0000235	FGIG_07942, FGIG_02783, FGIG_02784	SINT1_3730.3, SINT1_3730.5, SINT1_3730.4, SINT1_3730.1, SINT1_3730.2, SINT1_3730.6
OG0000236	FGIG_05608	SINT1_54280.1
OG0000237	FGIG_06420	SINT1_52130.1, SINT1_52130.3, SINT1_52130.2, SINT1_52130.4, SINT1_52130.5
OG0000238	FGIG_07333	SINT1_37650.2, SINT1_37650.3, SINT1_37650.7, SINT1_37650.9, SINT1_37650.8, SINT1_37650.10, SINT1_37650.4, SINT1_37650.1, SINT1_37650.5, SINT1_37650.6, SINT1_37650.11, SINT1_37650.12, SINT1_37650.14, SINT1_37650.13, SINT1_37650.15
OG0000239	FGIG_07503, FGIG_08719	SINT1_27400.2, SINT1_27400.3, SINT1_27400.1, SINT1_27400.5, SINT1_27400.4, SINT1_83690.1
OG0000240	FGIG_10740, FGIG_10875	SINT1_29530.2, SINT1_29530.7, SINT1_29530.1, SINT1_29530.3, SINT1_29530.6, SINT1_29530.5, SINT1_29530.4, SINT1_29530.8
OG0000241	FGIG_00479	SINT1_7180.1, SINT1_7180.2, SINT1_7170.1, SINT1_7170.2
OG0000242	FGIG_01807	SINT1_7570.10, SINT1_7570.11, SINT1_7570.12, SINT1_7570.13, SINT1_7570.14, SINT1_7570.16, SINT1_7570.3, SINT1_7570.4, SINT1_7570.6, SINT1_7570.7, SINT1_7570.8, SINT1_7570.9, SINT1_7570.15, SINT1_7570.5, SINT1_7570.1, SINT1_7570.2
OG0000243	FGIG_00529, FGIG_00528	SINT1_5250.2, SINT1_5250.3, SINT1_5250.1, SINT1_5250.4
OG0000244	FGIG_11655, FGIG_00993	SINT1_6190.1
OG0000245	FGIG_01848	SINT1_18360.2, SINT1_18360.1, SINT1_18350.1
OG0000246	FGIG_06772	SINT1_80860.3, SINT1_80860.1, SINT1_80860.5, SINT1_80860.4, SINT1_80860.2
OG0000247	FGIG_09572	SINT1_4860.5, SINT1_4860.2, SINT1_4860.1, SINT1_4860.3, SINT1_4860.6, SINT1_4860.7, SINT1_4860.4
OG0000248	FGIG_10714	SINT1_64550.1, SINT1_64550.3, SINT1_64550.5, SINT1_64550.4, SINT1_64550.2
OG0000249	FGIG_11297	SINT1_19250.2, SINT1_19250.1, SINT1_19250.3
OG0000250	FGIG_12420, FGIG_11532	SINT1_40000.1
OG0000252	FGIG_01524	SINT1_39180.2, SINT1_39180.3, SINT1_39180.4, SINT1_39180.5, SINT1_39180.7, SINT1_39180.8, SINT1_39180.9, SINT1_39180.6, SINT1_39180.1
OG0000253	FGIG_02155	SINT1_18040.1
OG0000254	FGIG_02996	SINT1_9290.1, SINT1_9290.6, SINT1_9290.2, SINT1_9290.5, SINT1_9290.3, SINT1_9290.4, SINT1_9290.7
OG0000255	FGIG_03191	SINT1_28770.7, SINT1_28770.10, SINT1_28770.6, SINT1_28770.8, SINT1_28770.5, SINT1_28770.1, SINT1_28770.2, SINT1_28770.3, SINT1_28770.4, SINT1_28770.9, SINT1_28770.11, SINT1_28770.12
OG0000256	FGIG_03222, FGIG_03223, FGIG_04243, FGIG_04258, FGIG_09730, FGIG_06912, FGIG_09731, FGIG_04262, FGIG_06780, FGIG_10754, FGIG_10268, FGIG_12330, FGIG_10269, FGIG_07792, FGIG_07655, FGIG_07198, FGIG_07790, FGIG_07791, FGIG_08257	SINT1_45200.1
OG0000257	FGIG_03641, FGIG_07534	SINT1_26180.1, SINT1_26180.2, SINT1_26180.6, SINT1_26180.7, SINT1_26180.9, SINT1_26180.8, SINT1_26180.3, SINT1_26180.5, SINT1_26180.4
OG0000258	FGIG_05122	SINT1_12540.6, SINT1_12540.2, SINT1_12540.3, SINT1_12540.4, SINT1_12540.1, SINT1_12540.5
OG0000259	FGIG_05764	SINT1_26130.3, SINT1_26130.5, SINT1_26130.4, SINT1_26130.2, SINT1_26130.1
OG0000260	FGIG_05885	SINT1_22020.1
OG0000261	FGIG_06157	SINT1_69550.5, SINT1_69550.7, SINT1_69550.9, SINT1_69550.11, SINT1_69550.3, SINT1_69550.1, SINT1_69550.4, SINT1_69550.6, SINT1_69550.2, SINT1_69550.8, SINT1_69550.10
OG0000262	FGIG_08811, FGIG_08810	SINT1_31000.8, SINT1_31000.7, SINT1_31000.2, SINT1_31000.1, SINT1_31000.6, SINT1_31000.3, SINT1_31000.4, SINT1_31000.5, SINT1_31000.10, SINT1_31000.9
OG0000263	FGIG_09258	SINT1_63970.12, SINT1_63970.11, SINT1_63970.7, SINT1_63970.6, SINT1_63970.1, SINT1_63970.2, SINT1_63970.5, SINT1_63970.10, SINT1_63970.3, SINT1_63970.4, SINT1_63970.8, SINT1_63970.9
OG0000264	FGIG_11442	SINT1_83450.1, SINT1_83460.1
OG0000264	FGIG_10736	SINT1_4880.1, SINT1_4880.2
OG0000266	FGIG_00214	SINT1_80730.1, SINT1_80730.2
OG0000267	FGIG_00498, FGIG_00260	SINT1_80030.1
OG0000268	FGIG_06620	SINT1_70990.1
OG0000268	FGIG_10234	SINT1_8030.1, SINT1_8030.2, SINT1_8030.3, SINT1_8030.4
OG0000269	FGIG_02813	SINT1_3820.1, SINT1_3820.3, SINT1_3820.2
OG0000270	FGIG_03740, FGIG_02883	SINT1_26960.5, SINT1_26960.7, SINT1_26960.3, SINT1_26960.4, SINT1_26960.1, SINT1_26960.2, SINT1_26960.6
OG0000271	FGIG_04146, FGIG_09915, FGIG_04147	SINT1_50870.1, SINT1_50860.2, SINT1_50860.3, SINT1_50860.1
OG0000272	FGIG_07493	SINT1_14910.1
OG0000273	FGIG_07763	SINT1_7270.1
OG0000274	FGIG_10372	SINT1_78760.1
OG0000275	FGIG_08245	SINT1_37500.1
OG0000276	FGIG_08474	SINT1_72220.2, SINT1_72220.4, SINT1_72220.8, SINT1_72220.9, SINT1_72220.5, SINT1_72220.7, SINT1_72220.3, SINT1_72220.6, SINT1_72220.1
OG0000277	FGIG_08916	SINT1_90870.8, SINT1_90870.1, SINT1_90870.2, SINT1_90870.5, SINT1_90870.3, SINT1_90870.4, SINT1_90870.7, SINT1_90870.6
OG0000281	FGIG_00516	SINT1_82560.1, SINT1_82560.2
OG0000281	FGIG_04239	SINT1_16010.1
OG0000281	FGIG_10083	SINT1_4430.1, SINT1_4430.2, SINT1_4430.3
OG0000282	FGIG_11572, FGIG_01087	SINT1_54640.4, SINT1_54640.2, SINT1_54640.5, SINT1_54640.1, SINT1_54640.8, SINT1_54640.3, SINT1_54640.6, SINT1_54640.7, SINT1_54640.9
OG0000283	FGIG_01798	SINT1_61010.1
OG0000284	FGIG_03458	SINT1_42230.5, SINT1_42230.6, SINT1_42230.1, SINT1_42230.2, SINT1_42230.3, SINT1_42230.4, SINT1_42230.8, SINT1_42230.7
OG0000285	FGIG_03702, FGIG_03701	SINT1_36190.3, SINT1_36190.4, SINT1_36190.5, SINT1_36190.6, SINT1_36190.1, SINT1_36190.7, SINT1_36190.2, SINT1_36190.8, SINT1_36190.9
OG0000286	FGIG_08247, FGIG_09211, FGIG_06296	SINT1_42670.1, SINT1_42650.1, SINT1_42650.3, SINT1_42650.2, SINT1_42620.5, SINT1_42620.1, SINT1_42620.2, SINT1_42620.3, SINT1_42620.4, SINT1_42620.6
OG0000287	FGIG_07559	SINT1_72180.1, SINT1_72180.3, SINT1_72180.4, SINT1_72180.2, SINT1_72180.5, SINT1_72180.6
OG0000288	FGIG_08415	SINT1_85420.10, SINT1_85420.1, SINT1_85420.2, SINT1_85420.3, SINT1_85420.7, SINT1_85420.8, SINT1_85420.6, SINT1_85420.5, SINT1_85420.4, SINT1_85420.9
OG0000289	FGIG_11097	SINT1_17070.1
OG0000290	FGIG_06528	SINT1_27480.2, SINT1_27480.4, SINT1_27480.9, SINT1_27480.1, SINT1_27480.5, SINT1_27480.6, SINT1_27480.7, SINT1_27480.8, SINT1_27480.3
OG0000290	FGIG_00121	SINT1_22480.1
OG0000291	FGIG_00724, FGIG_00726	SINT1_18140.10, SINT1_18140.2, SINT1_18140.8, SINT1_18140.3, SINT1_18140.1, SINT1_18140.9, SINT1_18140.4, SINT1_18140.11, SINT1_18140.6, SINT1_18140.7, SINT1_18140.5
OG0000292	FGIG_01340, FGIG_10382	SINT1_34420.5, SINT1_34420.2, SINT1_34420.3, SINT1_34420.1, SINT1_34420.4, SINT1_34420.7, SINT1_34420.6
OG0000293	FGIG_03259	SINT1_28040.2, SINT1_28040.1
OG0000293	FGIG_10208, FGIG_04594	SINT1_60340.1
OG0000293	FGIG_06127	SINT1_47530.1, SINT1_47530.2
OG0000294	FGIG_03314	SINT1_3770.2, SINT1_3770.1
OG0000295	FGIG_04922	SINT1_85110.1, SINT1_85120.1, SINT1_85100.1, SINT1_85140.1
OG0000296	FGIG_05009	SINT1_9380.1, SINT1_9380.3, SINT1_9380.4, SINT1_9380.2
OG0000296	FGIG_07123, FGIG_07878, FGIG_07122	SINT1_9370.1, SINT1_9370.2
OG0000297	FGIG_05203	SINT1_78300.1
OG0000298	FGIG_10124	SINT1_43300.1
OG0000298	FGIG_05892	SINT1_44590.1
OG0000299	FGIG_06707	SINT1_59810.1, SINT1_59810.5, SINT1_59810.2, SINT1_59810.3, SINT1_59810.4
OG0000300	FGIG_06727	SINT1_11460.1, SINT1_11460.3, SINT1_11460.4, SINT1_11460.2
OG0000301	FGIG_07052	SINT1_76700.1, SINT1_76700.2
OG0000302	FGIG_07305	SINT1_58710.1
OG0000303	FGIG_11626, FGIG_07919	SINT1_14820.1
OG0000304	FGIG_09605	SINT1_12770.1
OG0000305	FGIG_09613, FGIG_09611, FGIG_12612	SINT1_51630.2, SINT1_51630.4, SINT1_51630.6, SINT1_51630.7, SINT1_51630.1, SINT1_51630.8, SINT1_51630.3, SINT1_51630.5, SINT1_51630.10, SINT1_51630.11, SINT1_51630.9
OG0000306	FGIG_11983, FGIG_10527	SINT1_7770.4, SINT1_7770.2, SINT1_7770.5, SINT1_7770.1, SINT1_7770.3
OG0000307	FGIG_12478	SINT1_6600.2, SINT1_6600.1, SINT1_6600.3, SINT1_89630.1
OG0000311	FGIG_01279	SINT1_18970.4, SINT1_18970.5, SINT1_18970.8, SINT1_18970.9, SINT1_18970.1, SINT1_18970.6, SINT1_18970.7, SINT1_18970.3, SINT1_18970.2
OG0000312	FGIG_09661, FGIG_01495, FGIG_09662	SINT1_32740.1, SINT1_32740.3, SINT1_32740.4, SINT1_32740.7, SINT1_32740.6, SINT1_32740.5, SINT1_32740.2
OG0000313	FGIG_03443	SINT1_14880.1
OG0000314	FGIG_03632	SINT1_37660.3, SINT1_37660.5, SINT1_37660.2, SINT1_37660.4, SINT1_37660.6, SINT1_37660.1
OG0000315	FGIG_03911	SINT1_33330.1
OG0000315	FGIG_07353, FGIG_07352	SINT1_64500.1
OG0000316	FGIG_04659, FGIG_09851	SINT1_18370.5, SINT1_18370.1, SINT1_18370.2, SINT1_18370.3, SINT1_18370.4
OG0000317	FGIG_05137	SINT1_1300.2, SINT1_1300.1, SINT1_1300.3, SINT1_1300.4, SINT1_1300.5
OG0000318	FGIG_05250	SINT1_49030.3, SINT1_49030.1, SINT1_49030.2
OG0000319	FGIG_06268, FGIG_06269	SINT1_34450.2, SINT1_34450.1, SINT1_34450.3
OG0000320	FGIG_02124	SINT1_20490.1
OG0000320	FGIG_00209	SINT1_29670.1
OG0000320	FGIG_08913	SINT1_55380.2, SINT1_55380.1
OG0000321	FGIG_00856, FGIG_00857	SINT1_37320.1, SINT1_37310.1
OG0000322	FGIG_01204	SINT1_27920.9, SINT1_27920.6, SINT1_27920.7, SINT1_27920.8, SINT1_27920.5, SINT1_27920.4, SINT1_27920.1, SINT1_27920.3, SINT1_27920.2
OG0000323	FGIG_02690	SINT1_1570.1, SINT1_1580.1
OG0000324	FGIG_04179	SINT1_49380.12, SINT1_49380.8, SINT1_49380.10, SINT1_49380.7, SINT1_49380.9, SINT1_49380.11, SINT1_49380.13, SINT1_49380.6, SINT1_49380.4, SINT1_49380.2, SINT1_49380.1, SINT1_49380.5, SINT1_49380.3
OG0000325	FGIG_04546	SINT1_79320.1, SINT1_79320.2, SINT1_79320.8, SINT1_79320.6, SINT1_79320.4, SINT1_79320.3, SINT1_79320.7, SINT1_79320.5
OG0000326	FGIG_04814	SINT1_59190.5, SINT1_59190.1, SINT1_59190.2, SINT1_59190.4, SINT1_59190.3
OG0000327	FGIG_06438, FGIG_08722, FGIG_11975, FGIG_09141	SINT1_69720.1, SINT1_69730.1
OG0000328	FGIG_09711	SINT1_28590.1, SINT1_28590.11, SINT1_28590.9, SINT1_28590.4, SINT1_28590.12, SINT1_28590.10, SINT1_28590.2, SINT1_28590.7, SINT1_28590.8, SINT1_28590.3, SINT1_28590.5, SINT1_28590.6
OG0000329	FGIG_11990	SINT1_14540.4, SINT1_14540.6, SINT1_14540.10, SINT1_14540.2, SINT1_14540.3, SINT1_14540.7, SINT1_14540.8, SINT1_14540.5, SINT1_14540.1, SINT1_14540.9
OG0000332	FGIG_00632	SINT1_65600.1, SINT1_65600.4, SINT1_65600.2, SINT1_65600.3
OG0000333	FGIG_01538	SINT1_6210.6, SINT1_6210.2, SINT1_6210.3, SINT1_6210.4, SINT1_6210.1, SINT1_6210.5, SINT1_6210.7, SINT1_6210.8
OG0000334	FGIG_02321	SINT1_73500.2, SINT1_73500.1, SINT1_73490.1, SINT1_73490.2, SINT1_73490.3
OG0000335	FGIG_02931	SINT1_2270.1, SINT1_2270.2, SINT1_2270.3, SINT1_2270.5, SINT1_2270.4
OG0000336	FGIG_05611	SINT1_4380.1
OG0000336	FGIG_03447	SINT1_18020.1
OG0000337	FGIG_05353	SINT1_96040.1, SINT1_96070.1
OG0000337	FGIG_07022	SINT1_35840.1
OG0000342	FGIG_05549	SINT1_19020.1
OG0000342	FGIG_00226	SINT1_19310.1
OG0000343	FGIG_01634, FGIG_01635	SINT1_32670.1, SINT1_32680.1, SINT1_32680.3, SINT1_32680.2
OG0000344	FGIG_01866	SINT1_6010.1
OG0000345	FGIG_01894	SINT1_56190.1
OG0000346	FGIG_01903	SINT1_28400.1
OG0000346	FGIG_09179	SINT1_91260.1, SINT1_91260.2, SINT1_91260.3, SINT1_91260.4, SINT1_91260.5
OG0000347	FGIG_02160, FGIG_12660	SINT1_30540.1
OG0000348	FGIG_03483	SINT1_5690.1, SINT1_5690.2
OG0000349	FGIG_04573, FGIG_04572, FGIG_06122	SINT1_800.1
OG0000350	FGIG_04749	SINT1_38710.2, SINT1_38710.3, SINT1_38710.1, SINT1_38710.6, SINT1_38710.4, SINT1_38710.7, SINT1_38710.5
OG0000351	FGIG_05010	SINT1_9360.2, SINT1_9360.9, SINT1_9360.11, SINT1_9360.4, SINT1_9360.5, SINT1_9360.3, SINT1_9360.6, SINT1_9360.7, SINT1_9360.10, SINT1_9360.8, SINT1_9360.1
OG0000352	FGIG_05384, FGIG_11348, FGIG_05385	SINT1_35120.4, SINT1_35120.5, SINT1_35120.3, SINT1_35120.2, SINT1_35120.1
OG0000353	FGIG_06289	SINT1_70060.9, SINT1_70060.1, SINT1_70060.2, SINT1_70060.7, SINT1_70060.11, SINT1_70060.3, SINT1_70060.10, SINT1_70060.12, SINT1_70060.4, SINT1_70060.5, SINT1_70060.8, SINT1_70060.6
OG0000354	FGIG_10148, FGIG_09059	SINT1_2860.3, SINT1_2860.6, SINT1_2860.1, SINT1_2860.8, SINT1_2860.5, SINT1_2860.7, SINT1_2860.2, SINT1_2860.4
OG0000355	FGIG_10341, FGIG_12112, FGIG_12113	SINT1_7870.1, SINT1_7900.1
OG0000356	FGIG_10789, FGIG_10788, FGIG_10790	SINT1_6760.8, SINT1_6760.5, SINT1_6760.6, SINT1_6760.4, SINT1_6760.7, SINT1_6760.3, SINT1_6760.9, SINT1_6760.2, SINT1_6760.1
OG0000357	FGIG_12459	SINT1_42710.1
OG0000359	FGIG_00275	SINT1_15990.4, SINT1_15990.3, SINT1_15990.6, SINT1_15990.5, SINT1_15990.1, SINT1_15990.2
OG0000360	FGIG_01496	SINT1_19900.1, SINT1_19900.2, SINT1_19900.3
OG0000361	FGIG_02685, FGIG_02684	SINT1_48940.1, SINT1_48940.4, SINT1_48940.3, SINT1_48940.2, SINT1_48940.6, SINT1_48940.7, SINT1_48940.5
OG0000362	FGIG_02801	SINT1_62010.8, SINT1_62010.4, SINT1_62010.3, SINT1_62010.1, SINT1_62010.2, SINT1_62010.7, SINT1_62010.5, SINT1_62010.6
OG0000363	FGIG_03340, FGIG_03341, FGIG_03338	SINT1_43020.1
OG0000364	FGIG_03707	SINT1_26160.5, SINT1_26160.1, SINT1_26160.8, SINT1_26160.6, SINT1_26160.2, SINT1_26160.4, SINT1_26160.7, SINT1_26160.9, SINT1_26160.3
OG0000365	FGIG_12204, FGIG_04576	SINT1_58190.1, SINT1_58200.3, SINT1_58200.4, SINT1_58200.1, SINT1_58200.2
OG0000366	FGIG_06034, FGIG_09373, FGIG_12323	SINT1_49350.4, SINT1_49350.1, SINT1_49350.3, SINT1_49350.2
OG0000367	FGIG_07381	SINT1_31930.1
OG0000368	FGIG_07710, FGIG_12057	SINT1_19240.1
OG0000369	FGIG_08435	SINT1_3600.1
OG0000370	FGIG_08520	SINT1_39720.1
OG0000371	FGIG_08814	SINT1_38600.1, SINT1_38600.4, SINT1_38600.6, SINT1_38600.5, SINT1_38600.2, SINT1_38600.3
OG0000372	FGIG_08961	SINT1_9950.1, SINT1_9920.1, SINT1_9920.2
OG0000373	FGIG_12324, FGIG_09323	SINT1_12950.2, SINT1_12950.4, SINT1_12950.3, SINT1_12950.1, SINT1_12950.5
