Orthogroup	fasciola_gigantica	opisthorchis_viverrini
OG0000480	FGIG_09555	T265_00389, T265_13589, T265_12846, T265_01772, T265_01033, T265_11693, T265_01859, T265_07661, T265_10676, T265_03719, T265_08374, T265_04371, T265_02027, T265_11038, T265_06133, T265_09446, T265_08269, T265_15662, T265_11568, T265_08423, T265_12491, T265_15632, T265_04892, T265_02994, T265_13852, T265_01186, T265_13974, T265_12776, T265_05455, T265_09979, T265_00308, T265_04912, T265_05271, T265_00689, T265_08138, T265_05417, T265_10575, T265_14180, T265_01804, T265_00016, T265_09320, T265_09509, T265_04945, T265_00925, T265_02510, T265_10253, T265_03397
OG0000481	FGIG_11554, FGIG_10028	T265_00530
OG0000482	FGIG_10421	T265_12690
OG0000483	FGIG_11522, FGIG_10429	T265_06074
OG0000484	FGIG_10469, FGIG_11973	T265_09654
OG0000485	FGIG_10899	T265_13168
OG0000490	FGIG_00244	T265_01437, T265_16063
OG0000491	FGIG_01361	T265_14314
OG0000493	FGIG_10535, FGIG_02574, FGIG_02575	T265_10148, T265_15065, T265_15064
OG0000493	FGIG_02106	T265_15185, T265_10559
OG0000494	FGIG_02261, FGIG_09004	T265_10046
OG0000495	FGIG_02597, FGIG_02595	T265_15686
OG0000496	FGIG_02657	T265_07584
OG0000497	FGIG_03046	T265_07772
OG0000498	FGIG_11315	T265_01092, T265_01093
OG0000498	FGIG_06356, FGIG_06355	T265_12716
OG0000498	FGIG_09764	T265_12902
OG0000499	FGIG_03308, FGIG_03309	T265_12977
OG0000500	FGIG_05535	T265_12964
OG0000501	FGIG_05786	T265_13462
OG0000502	FGIG_12630, FGIG_06672, FGIG_05947, FGIG_05868, FGIG_09687	T265_07436, T265_06036
OG0000503	FGIG_06020	T265_11949
OG0000504	FGIG_06236	T265_03966
OG0000505	FGIG_06258	T265_12584
OG0000506	FGIG_07761	T265_07729, T265_16032
OG0000507	FGIG_08020, FGIG_08019	T265_02979, T265_07797, T265_07796
OG0000508	FGIG_09651	T265_10226, T265_16175
OG0000509	FGIG_11147, FGIG_09900	T265_06851, T265_06853, T265_06854, T265_14152
OG0000510	FGIG_09919	T265_03984, T265_03985
OG0000510	FGIG_09920	T265_13373
OG0000511	FGIG_10110	T265_07656, T265_07655, T265_07657
OG0000512	FGIG_10635	T265_12454
OG0000513	FGIG_11295, FGIG_10901	T265_01157, T265_06044
OG0000514	FGIG_11731	T265_01214, T265_01215
OG0000515	FGIG_11760, FGIG_11877	T265_00984, T265_00985
OG0000516	FGIG_11912, FGIG_11911	T265_03354
OG0000517	FGIG_11937	T265_01106
OG0000521	FGIG_00188	T265_12415
OG0000522	FGIG_00655	T265_04037
OG0000523	FGIG_00791	T265_07660
OG0000524	FGIG_00872, FGIG_04807	T265_07885
OG0000525	FGIG_03698	T265_05091
OG0000526	FGIG_03947, FGIG_03948, FGIG_03949, FGIG_03950	T265_02282, T265_12113
OG0000527	FGIG_04305, FGIG_04306	T265_03411
OG0000528	FGIG_05456, FGIG_05455	T265_06055
OG0000529	FGIG_05544	T265_09182, T265_03656
OG0000529	FGIG_08863	T265_07511
OG0000530	FGIG_05770	T265_09699
OG0000531	FGIG_05789, FGIG_10492, FGIG_10493	T265_14416, T265_14417
OG0000532	FGIG_07231	T265_00995, T265_06267
OG0000533	FGIG_07562	T265_13786
OG0000534	FGIG_13988, FGIG_07681	T265_09156
OG0000535	FGIG_12466, FGIG_08126, FGIG_08125	T265_13029, T265_02526, T265_16334
OG0000536	FGIG_08935, FGIG_08934	T265_04792
OG0000537	FGIG_12232, FGIG_12182	T265_03566
OG0000539	FGIG_00008	T265_02944
OG0000540	FGIG_00485, FGIG_00487	T265_06424
OG0000541	FGIG_00810	T265_02592
OG0000542	FGIG_00859	T265_10499
OG0000543	FGIG_01118	T265_05515
OG0000544	FGIG_01478, FGIG_01480	T265_14759
OG0000545	FGIG_02161	T265_01309
OG0000545	FGIG_04734	T265_13998
OG0000546	FGIG_02171	T265_14392
OG0000547	FGIG_02243	T265_07333
OG0000548	FGIG_02293	T265_14116
OG0000549	FGIG_02503	T265_14374, T265_06649, T265_14373, T265_03050, T265_07757
OG0000550	FGIG_02524	T265_09507
OG0000550	FGIG_04548	T265_14868
OG0000551	FGIG_02583, FGIG_04620	T265_05708, T265_12418
OG0000551	FGIG_11586	T265_09780
OG0000552	FGIG_03044	T265_02926, T265_04606
OG0000552	FGIG_10688	T265_05767
OG0000553	FGIG_06277	T265_05228
OG0000553	FGIG_03255	T265_05227
OG0000554	FGIG_03594, FGIG_03593, FGIG_09273	T265_06137
OG0000555	FGIG_06696	T265_04699
OG0000555	FGIG_03633	T265_04748
OG0000555	FGIG_07782	T265_04698
OG0000556	FGIG_04270	T265_05172
OG0000557	FGIG_04408	T265_09726
OG0000558	FGIG_04989	T265_02473, T265_07551
OG0000559	FGIG_05022, FGIG_05024, FGIG_05023	T265_15777, T265_15105
OG0000561	FGIG_05533	T265_05307
OG0000562	FGIG_05555	T265_09617
OG0000562	FGIG_05553	T265_14904, T265_14905
OG0000563	FGIG_06026	T265_00934
OG0000564	FGIG_06399, FGIG_10134	T265_04694
OG0000565	FGIG_06423	T265_06308
OG0000566	FGIG_06842	T265_06381
OG0000567	FGIG_07651	T265_09355
OG0000568	FGIG_08587	T265_14125
OG0000568	FGIG_08255	T265_06795
OG0000568	FGIG_08984	T265_05196
OG0000569	FGIG_08518	T265_16092, T265_15315, T265_15990
OG0000570	FGIG_11175, FGIG_11174, FGIG_08779	T265_14462
OG0000571	FGIG_09381, FGIG_08972	T265_09677
OG0000572	FGIG_10316	T265_13892
OG0000574	FGIG_11179, FGIG_10756	T265_09231
OG0000575	FGIG_10778	T265_13730
OG0000576	FGIG_11079	T265_04125
OG0000580	FGIG_06846	T265_11930
OG0000581	FGIG_01599, FGIG_01600, FGIG_01602	T265_03176, T265_03173
OG0000582	FGIG_08180, FGIG_01623, FGIG_12483, FGIG_04914	T265_01669, T265_01670, T265_01668, T265_01664, T265_01665, T265_01666
OG0000582	FGIG_04913	T265_01671
OG0000583	FGIG_01854	T265_02005
OG0000584	FGIG_02128	T265_13228
OG0000585	FGIG_03970	T265_00232
OG0000586	FGIG_04310	T265_11386
OG0000587	FGIG_06053, FGIG_06054	T265_12893
OG0000587	FGIG_06186, FGIG_06185, FGIG_10628	T265_14323
OG0000587	FGIG_04398, FGIG_06660, FGIG_04503	T265_07725
OG0000588	FGIG_04873, FGIG_04872	T265_11101, T265_10758
OG0000589	FGIG_05822	T265_12428, T265_12429, T265_12430, T265_12204, T265_12431, T265_08812, T265_15994, T265_12432, T265_12433, T265_00017
OG0000590	FGIG_06108	T265_09102
OG0000590	FGIG_09604	T265_06033
OG0000591	FGIG_07049	T265_06310
OG0000592	FGIG_07330	T265_14113
OG0000593	FGIG_07487	T265_10773
OG0000594	FGIG_09951	T265_05797, T265_06525
OG0000595	FGIG_10443	T265_03869
OG0000598	FGIG_00058	T265_02456
OG0000599	FGIG_00310	T265_07673
OG0000600	FGIG_00415	T265_10590
OG0000601	FGIG_00679, FGIG_00677	T265_04621
OG0000601	FGIG_06993, FGIG_06994	T265_14218
OG0000602	FGIG_07880, FGIG_00906	T265_09208, T265_12351
OG0000603	FGIG_01276	T265_14992, T265_14991, T265_11543
OG0000605	FGIG_04127, FGIG_05340, FGIG_08932, FGIG_04128, FGIG_06075, FGIG_02168, FGIG_09785, FGIG_11355, FGIG_08151	T265_14198
OG0000606	FGIG_06473	T265_11413, T265_01255
OG0000606	FGIG_04326	T265_13914
OG0000606	FGIG_02444	T265_10475
OG0000606	FGIG_11978	T265_13221
OG0000607	FGIG_02390	T265_10825
OG0000608	FGIG_12153	T265_02880
OG0000608	FGIG_02513	T265_02883
OG0000609	FGIG_03553	T265_09254
OG0000610	FGIG_06791	T265_07616, T265_15716
OG0000610	FGIG_04026	T265_05701
OG0000611	FGIG_04031, FGIG_04611, FGIG_04610	T265_06968
OG0000612	FGIG_05075, FGIG_07356	T265_09078
OG0000613	FGIG_05297	T265_02832
OG0000614	FGIG_07551, FGIG_05357, FGIG_05708	T265_12100
OG0000615	FGIG_05820	T265_03195
OG0000616	FGIG_05900, FGIG_05899, FGIG_05901, FGIG_05902	T265_08938
OG0000617	FGIG_06140	T265_08274
OG0000618	FGIG_06230	T265_13264
OG0000620	FGIG_06888	T265_10505
OG0000620	FGIG_07590	T265_00373, T265_00374
OG0000621	FGIG_08191	T265_14537
OG0000622	FGIG_08378	T265_00170
OG0000623	FGIG_08778	T265_04780, T265_13600
OG0000624	FGIG_09639	T265_15535, T265_11776, T265_13342
OG0000625	FGIG_12467, FGIG_09809	T265_03633
OG0000626	FGIG_10065	T265_02683, T265_13068
OG0000627	FGIG_10215, FGIG_11735	T265_09410
OG0000628	FGIG_10311	T265_08778, T265_14669, T265_16036
OG0000629	FGIG_11102, FGIG_11404, FGIG_11103	T265_05422
OG0000630	FGIG_11115	T265_11517
OG0000631	FGIG_11204	T265_00494
OG0000632	FGIG_11309	T265_03948
OG0000633	FGIG_11961, FGIG_11512	T265_08226
OG0000636	FGIG_00195, FGIG_00194	T265_09528
OG0000637	FGIG_00401, FGIG_09972	T265_08691
OG0000638	FGIG_00444, FGIG_00445	T265_12571, T265_16335
OG0000639	FGIG_12024, FGIG_00548	T265_08132
OG0000640	FGIG_07362, FGIG_01307	T265_06014
OG0000641	FGIG_10155	T265_11906
OG0000641	FGIG_01369	T265_04677
OG0000641	FGIG_06676	T265_08520
OG0000642	FGIG_01513	T265_00484
OG0000643	FGIG_07634	T265_06781
OG0000643	FGIG_01520	T265_00368
OG0000644	FGIG_02755	T265_10096
OG0000645	FGIG_03205	T265_06416
OG0000645	FGIG_03204	T265_14031
OG0000646	FGIG_06464	T265_14032
OG0000646	FGIG_04063	T265_09682
OG0000647	FGIG_04352	T265_01179
OG0000649	FGIG_12167, FGIG_04864	T265_14362
OG0000650	FGIG_05802	T265_04859
OG0000651	FGIG_06711	T265_08308
OG0000652	FGIG_07451, FGIG_11251	T265_02580, T265_06040
OG0000653	FGIG_08008	T265_08906
OG0000653	FGIG_10104	T265_12798
OG0000654	FGIG_08135	T265_12285, T265_12621
OG0000656	FGIG_11331	T265_15627
OG0000657	FGIG_12016	T265_02650
OG0000663	FGIG_00042	T265_04735, T265_02871
OG0000664	FGIG_00049	T265_04576
OG0000665	FGIG_00160, FGIG_00161	T265_10655
OG0000666	FGIG_00549	T265_14484
OG0000667	FGIG_01542	T265_06220
OG0000668	FGIG_01730, FGIG_09027	T265_07209
OG0000669	FGIG_01837	T265_04795
OG0000670	FGIG_01974	T265_08098
OG0000671	FGIG_08408, FGIG_02086	T265_06752
OG0000672	FGIG_02238	T265_08111
OG0000673	FGIG_09403	T265_06693, T265_15660
OG0000673	FGIG_02862, FGIG_11262	T265_03059
OG0000674	FGIG_03748	T265_00038
OG0000675	FGIG_04836	T265_10356
OG0000676	FGIG_04981	T265_02244
OG0000677	FGIG_08608, FGIG_05149	T265_03024
OG0000678	FGIG_05212, FGIG_08440	T265_14566
OG0000679	FGIG_05421	T265_13839
OG0000680	FGIG_06325	T265_15068
OG0000681	FGIG_07672, FGIG_07674, FGIG_07673	T265_15309
OG0000682	FGIG_08671, FGIG_10440	T265_05067
OG0000683	FGIG_08868	T265_03513
OG0000684	FGIG_09603	T265_02396
OG0000685	FGIG_10349	T265_14345
OG0000686	FGIG_10794	T265_06598
OG0000687	FGIG_10988	T265_13762
OG0000688	FGIG_11395	T265_09228
OG0000695	FGIG_01172	T265_07910
OG0000695	FGIG_00165	T265_07140
OG0000696	FGIG_00322	T265_00960
OG0000697	FGIG_00451	T265_02565
OG0000698	FGIG_00723	T265_04366
OG0000699	FGIG_00957	T265_08805
OG0000699	FGIG_08660	T265_03971
OG0000700	FGIG_01249	T265_06924, T265_06925
OG0000701	FGIG_01998	T265_02016
OG0000702	FGIG_02188	T265_08615
OG0000703	FGIG_02284, FGIG_02283, FGIG_09761, FGIG_07532, FGIG_07531, FGIG_06144	T265_14823, T265_09393, T265_14824
OG0000704	FGIG_02296	T265_10029
OG0000705	FGIG_02537, FGIG_04858	T265_10453
OG0000706	FGIG_03088	T265_09997
OG0000706	FGIG_06242	T265_00020
OG0000707	FGIG_03479, FGIG_13999	T265_15248, T265_15672
OG0000708	FGIG_03513, FGIG_05397	T265_05018
OG0000709	FGIG_03634	T265_13137
OG0000710	FGIG_04123	T265_14772
OG0000711	FGIG_04685	T265_13046
OG0000712	FGIG_04717	T265_00357
OG0000713	FGIG_04850	T265_15192
OG0000714	FGIG_09522, FGIG_05276	T265_12461
OG0000715	FGIG_05565	T265_06936, T265_16285
OG0000716	FGIG_06079, FGIG_11256	T265_01851
OG0000717	FGIG_06905, FGIG_06906	T265_15060
OG0000718	FGIG_07103	T265_15816
OG0000721	FGIG_07460	T265_00362
OG0000722	FGIG_07693, FGIG_07988	T265_03018, T265_03020
OG0000723	FGIG_08409	T265_10513, T265_14119
OG0000724	FGIG_08545, FGIG_08543	T265_04747
OG0000725	FGIG_08674, FGIG_12036	T265_05721
OG0000727	FGIG_09069	T265_07029
OG0000728	FGIG_12215, FGIG_09158	T265_02822
OG0000729	FGIG_12577, FGIG_12004, FGIG_09493, FGIG_11791	T265_03115
OG0000730	FGIG_10454	T265_10980
OG0000731	FGIG_10487	T265_11322
OG0000732	FGIG_11075	T265_11823
OG0000733	FGIG_12111, FGIG_11583	T265_05137, T265_13691, T265_13693
OG0000737	FGIG_00338, FGIG_00337, FGIG_00339	T265_05237
OG0000738	FGIG_02670	T265_05635
OG0000738	FGIG_00476	T265_05639
OG0000739	FGIG_00656	T265_04036
OG0000740	FGIG_01427	T265_04555
OG0000741	FGIG_02730	T265_10490
OG0000743	FGIG_03357	T265_02255
OG0000744	FGIG_04615	T265_13534
OG0000745	FGIG_04697, FGIG_11035	T265_01499
OG0000746	FGIG_05601	T265_08923
OG0000747	FGIG_05634	T265_14015
OG0000748	FGIG_05694	T265_08449
OG0000748	FGIG_05760, FGIG_05761	T265_15607, T265_15918, T265_12210
OG0000749	FGIG_05710	T265_15534
OG0000750	FGIG_06338	T265_01999
OG0000751	FGIG_06853, FGIG_12237	T265_14248
OG0000752	FGIG_11453	T265_12551
OG0000752	FGIG_06872	T265_14207
OG0000753	FGIG_07104	T265_11361
OG0000754	FGIG_07172	T265_01325
OG0000755	FGIG_07206	T265_14500, T265_14501
OG0000756	FGIG_07332	T265_04901
OG0000757	FGIG_07577	T265_14154
OG0000758	FGIG_07692	T265_03111
OG0000759	FGIG_08239, FGIG_08240, FGIG_11630, FGIG_08238	T265_14472, T265_14473, T265_15924
OG0000760	FGIG_08405	T265_14346
OG0000761	FGIG_08641	T265_01230
OG0000762	FGIG_11563, FGIG_11679	T265_07913
OG0000762	FGIG_08717	T265_01864
OG0000763	FGIG_10588	T265_06905
OG0000764	FGIG_10711	T265_00997
OG0000765	FGIG_12043, FGIG_11357	T265_00442
OG0000765	FGIG_11560, FGIG_12698	T265_00440
OG0000766	FGIG_11419	T265_12796
OG0000767	FGIG_11449	T265_12911
OG0000768	FGIG_11533, FGIG_12305	T265_06451
OG0000769	FGIG_12118, FGIG_12119	T265_01586
OG0000770	FGIG_12503, FGIG_12181	T265_12873
OG0000773	FGIG_04534, FGIG_00207	T265_00411
OG0000774	FGIG_00300, FGIG_00299	T265_08743
OG0000775	FGIG_00308	T265_13684
OG0000776	FGIG_10546	T265_07866
OG0000776	FGIG_00374	T265_12745
OG0000777	FGIG_00633	T265_02206
OG0000778	FGIG_00651	T265_15911, T265_08842
OG0000778	FGIG_03692	T265_01511, T265_10392, T265_10394
OG0000779	FGIG_00938	T265_07269
OG0000780	FGIG_01425	T265_06690
OG0000781	FGIG_01631	T265_11274
OG0000781	FGIG_06825	T265_10911
OG0000782	FGIG_01653, FGIG_01652	T265_10870, T265_12889
OG0000783	FGIG_02146, FGIG_11024, FGIG_11880	T265_10176
OG0000784	FGIG_02281	T265_12066
OG0000785	FGIG_02641, FGIG_02640	T265_09886
OG0000786	FGIG_02834	T265_03503
OG0000787	FGIG_03330	T265_06799
OG0000788	FGIG_03424	T265_03219
OG0000789	FGIG_03779	T265_01031
OG0000790	FGIG_08832, FGIG_03836	T265_00688
OG0000791	FGIG_09865	T265_14202
OG0000791	FGIG_04257, FGIG_04256	T265_14203
OG0000792	FGIG_04315	T265_14379
OG0000793	FGIG_04387, FGIG_04388	T265_07034
OG0000794	FGIG_04456	T265_00948
OG0000795	FGIG_09877, FGIG_04474	T265_16059
OG0000796	FGIG_08360	T265_14897
OG0000797	FGIG_10416, FGIG_04513	T265_15019
OG0000798	FGIG_04574	T265_15843
OG0000799	FGIG_04575	T265_01805
OG0000800	FGIG_04703	T265_10271, T265_16198
OG0000801	FGIG_04893	T265_05496
OG0000802	FGIG_07812	T265_12896
OG0000802	FGIG_12596, FGIG_05603	T265_06568
OG0000803	FGIG_05677	T265_00805
OG0000804	FGIG_11847, FGIG_05852	T265_08025
OG0000805	FGIG_06069	T265_13484
OG0000806	FGIG_06119	T265_09116
OG0000807	FGIG_06243	T265_06277
OG0000808	FGIG_06270	T265_09443
OG0000809	FGIG_06731, FGIG_11853	T265_05763
OG0000810	FGIG_06961	T265_11471
OG0000811	FGIG_07144	T265_14828
OG0000812	FGIG_07516	T265_15805
OG0000813	FGIG_07818	T265_10364
OG0000814	FGIG_08219	T265_15846, T265_11631
OG0000815	FGIG_08221, FGIG_11100, FGIG_08223	T265_14139, T265_14138
OG0000816	FGIG_08709	T265_10520, T265_15172
OG0000817	FGIG_09135	T265_03538
OG0000818	FGIG_09435	T265_12681
OG0000819	FGIG_09439	T265_02518
OG0000820	FGIG_11717	T265_01694
OG0000820	FGIG_09466	T265_13819
OG0000821	FGIG_09921	T265_13288
OG0000822	FGIG_10054	T265_03848
OG0000823	FGIG_10877	T265_00829
OG0000823	FGIG_10391	T265_11555
OG0000824	FGIG_10848	T265_07875
OG0000826	FGIG_11695	T265_06114
OG0000830	FGIG_00108	T265_03604
OG0000831	FGIG_00177	T265_11740
OG0000832	FGIG_00455	T265_06731
OG0000833	FGIG_00489, FGIG_06899	T265_15296
OG0000834	FGIG_00772	T265_08688
OG0000835	FGIG_00786	T265_05875
OG0000836	FGIG_00855	T265_07620, T265_16203
OG0000837	FGIG_01009	T265_08390
OG0000838	FGIG_01017, FGIG_01016	T265_02612
OG0000839	FGIG_01333	T265_03005
OG0000840	FGIG_01498	T265_12899
OG0000841	FGIG_01937	T265_06170
OG0000842	FGIG_01947	T265_14136
OG0000843	FGIG_02333	T265_02386
OG0000844	FGIG_02635	T265_00279
OG0000845	FGIG_03440	T265_12579
OG0000846	FGIG_04141, FGIG_04373	T265_05703
OG0000847	FGIG_04277	T265_07827, T265_09008, T265_01575, T265_07199
OG0000848	FGIG_04531	T265_00764
OG0000849	FGIG_04536	T265_12610
OG0000850	FGIG_04635	T265_10398
OG0000851	FGIG_04677	T265_04154
OG0000852	FGIG_04776	T265_08766
OG0000853	FGIG_04849, FGIG_06913	T265_06027
OG0000854	FGIG_04960	T265_15559, T265_14260, T265_15560
OG0000855	FGIG_05067	T265_13837, T265_15500
OG0000856	FGIG_05440	T265_14822
OG0000857	FGIG_06616	T265_14322
OG0000858	FGIG_06646	T265_15000
OG0000860	FGIG_08877	T265_06072
OG0000860	FGIG_08076	T265_05630
OG0000860	FGIG_08075	T265_05631
OG0000861	FGIG_09232	T265_04574
OG0000862	FGIG_09618	T265_09368, T265_09366, T265_09369
OG0000863	FGIG_09756, FGIG_11821	T265_05435
OG0000864	FGIG_10031	T265_05363
OG0000865	FGIG_11450	T265_05335
OG0000866	FGIG_11612	T265_09230
OG0000867	FGIG_12103	T265_03080
OG0000869	FGIG_08036, FGIG_00173, FGIG_10748	T265_14256
OG0000870	FGIG_00458	T265_06698
OG0000872	FGIG_01168	T265_16288, T265_12059
OG0000873	FGIG_01237	T265_15131
OG0000874	FGIG_09975, FGIG_05621	T265_04488
OG0000874	FGIG_02068	T265_09986, T265_09985
OG0000876	FGIG_02493, FGIG_13987	T265_03229
OG0000877	FGIG_02724	T265_14662, T265_14663
OG0000879	FGIG_03120	T265_08209
OG0000881	FGIG_04278	T265_09970
OG0000882	FGIG_05170	T265_15326
OG0000882	FGIG_04211	T265_00439, T265_08858
OG0000883	FGIG_04212	T265_08857
OG0000884	FGIG_04519	T265_10076, T265_15490
OG0000885	FGIG_06559	T265_12962
OG0000885	FGIG_04824	T265_02246
OG0000886	FGIG_06109	T265_01994
OG0000887	FGIG_07211	T265_15509
OG0000888	FGIG_07235	T265_14777, T265_14776
OG0000889	FGIG_07370	T265_10291, T265_03241
OG0000890	FGIG_07609	T265_04042, T265_05866
OG0000891	FGIG_08269	T265_13383
OG0000892	FGIG_08300	T265_13465, T265_04286
OG0000894	FGIG_09025	T265_14564, T265_08709
OG0000895	FGIG_09033, FGIG_10887, FGIG_11622	T265_08916
OG0000896	FGIG_09198, FGIG_11521	T265_11745, T265_15524
OG0000897	FGIG_09238, FGIG_09239	T265_09054
OG0000898	FGIG_09340	T265_03575
OG0000899	FGIG_09861	T265_00966
OG0000900	FGIG_09928, FGIG_10894, FGIG_11511	T265_15960
OG0000901	FGIG_09929	T265_03340
OG0000902	FGIG_10069	T265_03522
OG0000903	FGIG_10099, FGIG_12212	T265_02094
OG0000904	FGIG_10256	T265_06409
OG0000905	FGIG_12473, FGIG_10853	T265_08905
OG0000906	FGIG_11785	T265_09792
OG0000907	FGIG_12114	T265_00831
OG0000910	FGIG_00237	T265_10833
OG0000911	FGIG_01294, FGIG_01295	T265_11627, T265_11628
OG0000912	FGIG_01540	T265_06227
OG0000913	FGIG_01566, FGIG_05409	T265_10377
OG0000913	FGIG_02080, FGIG_02081	T265_05795, T265_15140
OG0000914	FGIG_01782	T265_06456
OG0000915	FGIG_02191	T265_00756
OG0000916	FGIG_02554	T265_11901
OG0000917	FGIG_02688, FGIG_12358, FGIG_11883	T265_02425
OG0000918	FGIG_02932	T265_13665
OG0000919	FGIG_03174	T265_11299
OG0000920	FGIG_03229	T265_04838
OG0000921	FGIG_03378	T265_10843
OG0000922	FGIG_03416	T265_14804
OG0000922	FGIG_03417, FGIG_03413, FGIG_03412, FGIG_08184, FGIG_03414, FGIG_03415	T265_09307
OG0000923	FGIG_09953	T265_03493
OG0000923	FGIG_03937	T265_05658
OG0000924	FGIG_03976	T265_00331
OG0000925	FGIG_03997	T265_07999
OG0000926	FGIG_04108, FGIG_04107	T265_15584
OG0000927	FGIG_04164	T265_13966
OG0000928	FGIG_05151	T265_02989
OG0000929	FGIG_05247	T265_11846
OG0000930	FGIG_05414	T265_13266
OG0000931	FGIG_05808, FGIG_05809, FGIG_05812	T265_10692
OG0000932	FGIG_05937	T265_09389
OG0000933	FGIG_06615	T265_10768
OG0000934	FGIG_06893, FGIG_06892	T265_09239
OG0000935	FGIG_06948	T265_09761
OG0000936	FGIG_07247, FGIG_12684	T265_08979
OG0000937	FGIG_08721, FGIG_07320	T265_04033
OG0000938	FGIG_07574	T265_08657, T265_08656
OG0000939	FGIG_08083	T265_05437
OG0000940	FGIG_08529	T265_08942, T265_16338
OG0000941	FGIG_08549	T265_08808
OG0000942	FGIG_08647	T265_10456
OG0000943	FGIG_12262, FGIG_08967	T265_03814
OG0000944	FGIG_08996	T265_00614
OG0000945	FGIG_11567, FGIG_10084	T265_01854
OG0000946	FGIG_10162	T265_06499
OG0000947	FGIG_10405	T265_13430
OG0000948	FGIG_10715	T265_04663
OG0000949	FGIG_11029, FGIG_12400	T265_09047, T265_09046, T265_09045
OG0000950	FGIG_11337	T265_04298
OG0000952	FGIG_11963	T265_00749
OG0000953	FGIG_12056	T265_13448
OG0000954	FGIG_12353	T265_05290
OG0000958	FGIG_00120	T265_07251
OG0000960	FGIG_00387, FGIG_06998	T265_13744
OG0000961	FGIG_01110	T265_04905
OG0000962	FGIG_01352, FGIG_10661	T265_00111
OG0000963	FGIG_07862, FGIG_01440, FGIG_01439	T265_13178
OG0000964	FGIG_09268, FGIG_01648	T265_10312
OG0000965	FGIG_02037	T265_03351
OG0000966	FGIG_07892	T265_04985
OG0000966	FGIG_02145	T265_15072
OG0000967	FGIG_02147	T265_16351
OG0000968	FGIG_02274	T265_03039
OG0000969	FGIG_04795	T265_09844, T265_10897, T265_14509, T265_14974
OG0000969	FGIG_02776, FGIG_11524	T265_01639
OG0000970	FGIG_03075	T265_05786
OG0000971	FGIG_03179, FGIG_13983	T265_14454
OG0000972	FGIG_11948, FGIG_03784	T265_04367
OG0000973	FGIG_03899	T265_07516
OG0000974	FGIG_04084	T265_12463
OG0000975	FGIG_09679, FGIG_09681, FGIG_04437, FGIG_09882	T265_02924, T265_09700
OG0000976	FGIG_04455	T265_00947
OG0000977	FGIG_04668	T265_04434
OG0000978	FGIG_04760	T265_05507
OG0000979	FGIG_06407, FGIG_04838, FGIG_06406	T265_00786
OG0000980	FGIG_04979	T265_03583
OG0000981	FGIG_05295, FGIG_09246	T265_04343
OG0000982	FGIG_05391	T265_03904
OG0000983	FGIG_05642	T265_09860
OG0000984	FGIG_08758	T265_10372
OG0000984	FGIG_05698	T265_07582
OG0000985	FGIG_05895	T265_11572
OG0000986	FGIG_07315, FGIG_06076	T265_02193, T265_12946
OG0000987	FGIG_06114	T265_02383
OG0000989	FGIG_11034, FGIG_06813	T265_04299
OG0000990	FGIG_07158, FGIG_12628	T265_08682
OG0000991	FGIG_07197	T265_13030
OG0000992	FGIG_07340	T265_01516
OG0000993	FGIG_08844	T265_14754
OG0000994	FGIG_10501, FGIG_09627	T265_02553
OG0000995	FGIG_10198	T265_13745
OG0000996	FGIG_10353	T265_00610
OG0000997	FGIG_10470	T265_13758
OG0000998	FGIG_10771	T265_02907
OG0000999	FGIG_11336	T265_02983
OG0001000	FGIG_12086, FGIG_12087	T265_02450
OG0001009	FGIG_10563	T265_08731
OG0001010	FGIG_00263	T265_06725
OG0001011	FGIG_00583	T265_13048
OG0001012	FGIG_00716, FGIG_12423	T265_06918
OG0001013	FGIG_00937	T265_10272, T265_16022
OG0001014	FGIG_01167	T265_12060, T265_16314
OG0001015	FGIG_01288	T265_11538, T265_15411, T265_10528, T265_15958
OG0001016	FGIG_01491	T265_01892
OG0001017	FGIG_01516, FGIG_01517	T265_03456
OG0001018	FGIG_02109	T265_11985
OG0001019	FGIG_02200	T265_06404, T265_12347
OG0001020	FGIG_02310	T265_14664
OG0001021	FGIG_02501	T265_05434
OG0001022	FGIG_02913, FGIG_08770, FGIG_08768	T265_08582
OG0001023	FGIG_03103	T265_14386
OG0001024	FGIG_03356	T265_15215
OG0001026	FGIG_03951	T265_08689
OG0001027	FGIG_04042	T265_05249
OG0001028	FGIG_04078	T265_02150
OG0001029	FGIG_04129, FGIG_04130	T265_06784
OG0001030	FGIG_04177	T265_03534
OG0001031	FGIG_04662	T265_02198
OG0001032	FGIG_04868	T265_07791
OG0001033	FGIG_04915, FGIG_04916	T265_12072
OG0001034	FGIG_05173	T265_00015
OG0001035	FGIG_05181, FGIG_11101	T265_07899, T265_11146, T265_07897, T265_11147
OG0001036	FGIG_05654	T265_15152
OG0001038	FGIG_05873	T265_06836
OG0001039	FGIG_06217, FGIG_05903	T265_13311
OG0001040	FGIG_06139	T265_08277
OG0001041	FGIG_06435	T265_02769
OG0001042	FGIG_06701	T265_15275
OG0001042	FGIG_08094, FGIG_08095	T265_09868, T265_16047
OG0001043	FGIG_06983, FGIG_06984	T265_04066
OG0001045	FGIG_07163	T265_14190
OG0001046	FGIG_08519, FGIG_11328	T265_00122
OG0001047	FGIG_08858	T265_14657, T265_15967
OG0001048	FGIG_08890	T265_05921
OG0001049	FGIG_08971	T265_01366
OG0001050	FGIG_09019	T265_06070
OG0001051	FGIG_09084	T265_08900
