Orthogroup	fasciola_gigantica	schistosoma_guineensis
OG0000144	FGIG_08902, FGIG_02070	SGUI1_57340.1
OG0000145	FGIG_06896	SGUI1_33040.1
OG0000146	FGIG_01364	SGUI1_91800.1
OG0000146	FGIG_07112	SGUI1_56870.1
OG0000146	FGIG_08174	SGUI1_28820.1
OG0000146	FGIG_12116	SGUI1_47170.3, SGUI1_47170.1
OG0000147	FGIG_03610	SGUI1_36010.6, SGUI1_36010.1, SGUI1_36010.10, SGUI1_36010.2, SGUI1_36010.3, SGUI1_36010.4, SGUI1_36010.7, SGUI1_36010.8, SGUI1_36010.9, SGUI1_36010.5, SGUI1_36010.11
OG0000148	FGIG_05123, FGIG_04713	SGUI1_31040.4, SGUI1_31040.1, SGUI1_31040.2, SGUI1_31040.3
OG0000149	FGIG_08710	SGUI1_54060.1
OG0000151	FGIG_00898	SGUI1_63970.9, SGUI1_63970.4, SGUI1_63970.5, SGUI1_63970.1, SGUI1_63970.2, SGUI1_63970.7, SGUI1_63970.10, SGUI1_63970.3, SGUI1_63970.6, SGUI1_63970.8
OG0000152	FGIG_02196	SGUI1_10330.1, SGUI1_10220.2, SGUI1_10220.10, SGUI1_10220.3, SGUI1_10220.1, SGUI1_10220.4, SGUI1_10220.8, SGUI1_10220.9, SGUI1_10220.6, SGUI1_10220.7, SGUI1_10220.5
OG0000153	FGIG_06246, FGIG_09804, FGIG_09803	SGUI1_50190.1, SGUI1_50890.3, SGUI1_50900.1, SGUI1_50900.2, SGUI1_50890.1, SGUI1_50890.2, SGUI1_50830.1
OG0000154	FGIG_12314, FGIG_02765, FGIG_12625, FGIG_00749	SGUI1_18070.1, SGUI1_18070.2, SGUI1_18070.3, SGUI1_18070.4, SGUI1_18070.5, SGUI1_18070.7, SGUI1_18070.6, SGUI1_18070.8, SGUI1_18070.9, SGUI1_18070.10, SGUI1_18070.11
OG0000155	FGIG_01109	SGUI1_36860.12, SGUI1_36860.4, SGUI1_36860.6, SGUI1_36860.3, SGUI1_36860.7, SGUI1_36860.1, SGUI1_36860.8, SGUI1_36860.10, SGUI1_36860.11, SGUI1_36860.13, SGUI1_36860.9, SGUI1_36860.5, SGUI1_36860.2
OG0000156	FGIG_01694	SGUI1_20850.3, SGUI1_20850.2, SGUI1_20850.1
OG0000156	FGIG_10389, FGIG_01395, FGIG_06374	SGUI1_20870.1
OG0000157	FGIG_01729	SGUI1_62170.1
OG0000157	FGIG_07044, FGIG_07045	SGUI1_43930.1
OG0000157	FGIG_03579	SGUI1_94780.1, SGUI1_94780.2
OG0000158	FGIG_05975	SGUI1_5160.1
OG0000159	FGIG_07564	SGUI1_62640.10, SGUI1_62640.11, SGUI1_62640.12, SGUI1_62640.5, SGUI1_62640.3, SGUI1_62640.14, SGUI1_62640.4, SGUI1_62640.8, SGUI1_62640.13, SGUI1_62640.7, SGUI1_62640.6, SGUI1_62640.15, SGUI1_62640.17, SGUI1_62640.1, SGUI1_62640.16, SGUI1_62640.2, SGUI1_62640.9
OG0000160	FGIG_05715	SGUI1_14330.9, SGUI1_14330.2, SGUI1_14330.11, SGUI1_14330.4, SGUI1_14330.8, SGUI1_14330.10, SGUI1_14330.3, SGUI1_14330.5, SGUI1_14330.1, SGUI1_14330.6, SGUI1_14330.7, SGUI1_14330.13, SGUI1_14330.14, SGUI1_14330.16, SGUI1_14330.12, SGUI1_14330.15
OG0000161	FGIG_08957	SGUI1_34570.2, SGUI1_34570.3, SGUI1_34570.1, SGUI1_34570.4, SGUI1_34570.5
OG0000164	FGIG_12608, FGIG_03854	SGUI1_61710.1
OG0000164	FGIG_01740	SGUI1_77660.1
OG0000164	FGIG_10598	SGUI1_55790.1
OG0000164	FGIG_05689	SGUI1_30150.1
OG0000165	FGIG_03682	SGUI1_66010.1
OG0000166	FGIG_04350	SGUI1_88090.1
OG0000167	FGIG_09630	SGUI1_75310.1, SGUI1_75310.3, SGUI1_75310.2, SGUI1_75310.4
OG0000169	FGIG_02219, FGIG_02221, FGIG_02220	SGUI1_94530.1, SGUI1_94530.2
OG0000170	FGIG_11214, FGIG_11905, FGIG_00734	SGUI1_71010.28, SGUI1_71010.5, SGUI1_71010.19, SGUI1_71010.12, SGUI1_71010.18, SGUI1_71010.22, SGUI1_71010.11, SGUI1_71010.13, SGUI1_71010.14, SGUI1_71010.17, SGUI1_71010.23, SGUI1_71010.1, SGUI1_71010.6, SGUI1_71010.25, SGUI1_71010.10, SGUI1_71010.3, SGUI1_71010.15, SGUI1_71010.16, SGUI1_71010.9, SGUI1_71010.8, SGUI1_71010.4, SGUI1_71010.20, SGUI1_71010.24, SGUI1_71010.30, SGUI1_71010.2, SGUI1_71010.21, SGUI1_71010.27, SGUI1_71010.26, SGUI1_71010.29, SGUI1_71010.7
OG0000172	FGIG_02787, FGIG_02788	SGUI1_18480.10, SGUI1_18480.9, SGUI1_18480.1, SGUI1_18480.5, SGUI1_18480.2, SGUI1_18480.3, SGUI1_18480.6, SGUI1_18480.7, SGUI1_18480.4, SGUI1_18480.8
OG0000173	FGIG_11984, FGIG_11985, FGIG_11027, FGIG_11986, FGIG_11026	SGUI1_83030.6, SGUI1_83030.5, SGUI1_83030.1, SGUI1_83030.3, SGUI1_83030.4, SGUI1_83030.7, SGUI1_83030.2
OG0000175	FGIG_00359, FGIG_00358, FGIG_00357, FGIG_00355, FGIG_00354, FGIG_00352	SGUI1_41300.1, SGUI1_41270.1, SGUI1_41260.1, SGUI1_41250.1, SGUI1_41240.1
OG0000176	FGIG_00685	SGUI1_1850.1, SGUI1_12900.1, SGUI1_14300.1, SGUI1_71170.1, SGUI1_38500.1, SGUI1_90430.1, SGUI1_12890.1
OG0000177	FGIG_04057, FGIG_04058	SGUI1_59030.1
OG0000178	FGIG_04370	SGUI1_25920.9, SGUI1_25920.1, SGUI1_25920.3, SGUI1_25920.7, SGUI1_25920.2, SGUI1_25920.6, SGUI1_25920.8, SGUI1_25920.4, SGUI1_25920.5
OG0000179	FGIG_08795, FGIG_10380	SGUI1_56190.1, SGUI1_56190.2, SGUI1_56190.3, SGUI1_56190.4, SGUI1_56190.5, SGUI1_56190.6, SGUI1_56200.2, SGUI1_56200.1
OG0000180	FGIG_12039	SGUI1_82490.1, SGUI1_82480.1, SGUI1_82460.1, SGUI1_82470.1, SGUI1_82500.1
OG0000182	FGIG_02134	SGUI1_58230.1
OG0000182	FGIG_00290	SGUI1_28560.2, SGUI1_28560.4, SGUI1_28560.3, SGUI1_28560.1
OG0000183	FGIG_02622	SGUI1_32410.1
OG0000184	FGIG_03731	SGUI1_49940.1, SGUI1_49940.2, SGUI1_49940.3, SGUI1_49940.4
OG0000184	FGIG_03730	SGUI1_49950.1
OG0000185	FGIG_07908	SGUI1_32550.7, SGUI1_32550.2, SGUI1_32550.6, SGUI1_32550.8, SGUI1_32550.10, SGUI1_32550.1, SGUI1_32550.3, SGUI1_32550.9, SGUI1_32550.4, SGUI1_32550.5
OG0000186	FGIG_00796	SGUI1_72540.10, SGUI1_72540.9, SGUI1_72540.8, SGUI1_72540.4, SGUI1_72540.5, SGUI1_72540.1, SGUI1_72540.2, SGUI1_72540.3, SGUI1_72540.7, SGUI1_72540.6
OG0000187	FGIG_10561, FGIG_02152	SGUI1_52520.1
OG0000188	FGIG_03282	SGUI1_31550.10, SGUI1_31550.1, SGUI1_31550.9, SGUI1_31550.2, SGUI1_31550.4, SGUI1_31550.5, SGUI1_31550.6, SGUI1_31550.8, SGUI1_31550.3, SGUI1_31550.7
OG0000189	FGIG_03464	SGUI1_6370.1, SGUI1_6370.2, SGUI1_6380.2, SGUI1_6380.3, SGUI1_6380.7, SGUI1_6380.9, SGUI1_6380.1, SGUI1_6380.8, SGUI1_6380.6, SGUI1_6380.5, SGUI1_6380.10, SGUI1_6380.4
OG0000190	FGIG_04440	SGUI1_51910.5, SGUI1_51910.1, SGUI1_51910.4, SGUI1_51910.6, SGUI1_51910.7, SGUI1_51910.2, SGUI1_51910.3
OG0000191	FGIG_06431, FGIG_10462, FGIG_10464, FGIG_11528, FGIG_10245	SGUI1_37800.1, SGUI1_37880.1, SGUI1_37810.1, SGUI1_37840.1
OG0000192	FGIG_06841, FGIG_06840	SGUI1_63430.4, SGUI1_63430.1, SGUI1_63430.7, SGUI1_63430.10, SGUI1_63430.9, SGUI1_63430.3, SGUI1_63430.12, SGUI1_63430.2, SGUI1_63430.5, SGUI1_63430.8, SGUI1_63430.11, SGUI1_63430.6
OG0000194	FGIG_07707	SGUI1_75240.6, SGUI1_75240.8, SGUI1_75240.7, SGUI1_75240.1, SGUI1_75240.5, SGUI1_75240.2, SGUI1_75240.3, SGUI1_75240.4
OG0000195	FGIG_08368	SGUI1_48690.1, SGUI1_48690.6, SGUI1_48690.2, SGUI1_48690.3, SGUI1_48690.4, SGUI1_48690.5
OG0000196	FGIG_11982, FGIG_03269	SGUI1_89530.1
OG0000196	FGIG_11890	SGUI1_13320.1, SGUI1_13320.2
OG0000198	FGIG_06396	SGUI1_14410.1
OG0000199	FGIG_03163	SGUI1_31950.4, SGUI1_31950.12, SGUI1_31950.2, SGUI1_31950.8, SGUI1_31950.11, SGUI1_31950.3, SGUI1_31950.5, SGUI1_31950.1, SGUI1_31950.10, SGUI1_31950.9, SGUI1_31950.13, SGUI1_31950.6
OG0000201	FGIG_05120	SGUI1_40430.1
OG0000202	FGIG_07192	SGUI1_50170.10, SGUI1_50170.5, SGUI1_50170.6, SGUI1_50170.1, SGUI1_50170.11, SGUI1_50170.13, SGUI1_50170.2, SGUI1_50170.4, SGUI1_50170.8, SGUI1_50170.9, SGUI1_50170.3, SGUI1_50170.12, SGUI1_50170.7
OG0000203	FGIG_08149	SGUI1_82630.4, SGUI1_82630.6, SGUI1_82630.8, SGUI1_82630.10, SGUI1_82630.11, SGUI1_82630.12, SGUI1_82630.5, SGUI1_82630.1, SGUI1_82630.13, SGUI1_82630.2, SGUI1_82630.14, SGUI1_82630.15, SGUI1_82630.9, SGUI1_82630.3, SGUI1_82630.7, SGUI1_82630.16
OG0000205	FGIG_02525	SGUI1_18350.12, SGUI1_18350.13, SGUI1_18350.2, SGUI1_18350.4, SGUI1_18350.9, SGUI1_18350.7, SGUI1_18350.11, SGUI1_18350.6, SGUI1_18350.8, SGUI1_18350.1, SGUI1_18350.10, SGUI1_18350.5, SGUI1_18350.3
OG0000206	FGIG_03933	SGUI1_34540.1
OG0000207	FGIG_05628, FGIG_09531, FGIG_04435, FGIG_12425, FGIG_10073	SGUI1_35480.1, SGUI1_35510.1, SGUI1_35500.1, SGUI1_35520.1, SGUI1_35490.1
OG0000208	FGIG_04764	SGUI1_73140.7, SGUI1_73140.8, SGUI1_73140.6, SGUI1_73140.1, SGUI1_73140.4, SGUI1_73140.5, SGUI1_73140.2, SGUI1_73140.3
OG0000210	FGIG_06835, FGIG_08667	SGUI1_85630.2, SGUI1_85630.3, SGUI1_85630.6, SGUI1_85630.1, SGUI1_85630.4, SGUI1_85630.5
OG0000211	FGIG_06875	SGUI1_6590.1
OG0000212	FGIG_07429, FGIG_07428	SGUI1_25120.1, SGUI1_25110.1
OG0000213	FGIG_08575	SGUI1_15390.4, SGUI1_15390.1, SGUI1_15390.2, SGUI1_15390.3
OG0000217	FGIG_02317, FGIG_02318	SGUI1_32150.4, SGUI1_32150.1, SGUI1_32150.2, SGUI1_32150.5, SGUI1_32150.3
OG0000218	FGIG_03038, FGIG_12388, FGIG_12233, FGIG_03037, FGIG_08630	SGUI1_16330.5, SGUI1_16330.6, SGUI1_16330.3, SGUI1_16330.4, SGUI1_16330.1, SGUI1_16330.7, SGUI1_16330.2
OG0000219	FGIG_07378	SGUI1_60750.3, SGUI1_60750.6, SGUI1_60750.4, SGUI1_60750.1, SGUI1_60750.5, SGUI1_60750.7, SGUI1_60750.2
OG0000220	FGIG_07549	SGUI1_74380.13, SGUI1_74380.14, SGUI1_74380.2, SGUI1_74380.3, SGUI1_74380.5, SGUI1_74380.6, SGUI1_74380.1, SGUI1_74380.10, SGUI1_74380.11, SGUI1_74380.12, SGUI1_74380.4, SGUI1_74380.9, SGUI1_74380.7, SGUI1_74380.8
OG0000221	FGIG_04956, FGIG_04954, FGIG_08084	SGUI1_9230.1
OG0000221	FGIG_02269	SGUI1_2530.1
OG0000222	FGIG_00564	SGUI1_76800.1
OG0000223	FGIG_00853	SGUI1_9430.1
OG0000224	FGIG_01377, FGIG_01378	SGUI1_5740.5, SGUI1_5740.6, SGUI1_5740.7, SGUI1_5740.9, SGUI1_5740.1, SGUI1_5740.2, SGUI1_5740.8, SGUI1_5740.10, SGUI1_5740.11, SGUI1_5740.12, SGUI1_5740.3, SGUI1_5740.4
OG0000225	FGIG_02370, FGIG_02369	SGUI1_2970.1, SGUI1_2970.6, SGUI1_2970.3, SGUI1_2970.5, SGUI1_2970.4, SGUI1_2970.2, SGUI1_2990.1, SGUI1_2990.2
OG0000226	FGIG_02439, FGIG_12357	SGUI1_35000.1
OG0000227	FGIG_04507, FGIG_04506	SGUI1_69300.7, SGUI1_69300.6, SGUI1_69300.8, SGUI1_69300.2, SGUI1_69300.1, SGUI1_69300.4, SGUI1_69300.5, SGUI1_69300.3
OG0000228	FGIG_04992	SGUI1_42110.1
OG0000229	FGIG_10264, FGIG_05406, FGIG_12189	SGUI1_59430.4, SGUI1_59430.5, SGUI1_59430.1, SGUI1_59430.2, SGUI1_59430.3, SGUI1_59430.6, SGUI1_59430.7, SGUI1_59430.8
OG0000230	FGIG_06761, FGIG_06762	SGUI1_63640.6, SGUI1_63640.7, SGUI1_63640.2, SGUI1_63640.3, SGUI1_63640.5, SGUI1_63640.8, SGUI1_63640.1, SGUI1_63640.9, SGUI1_63640.4
OG0000234	FGIG_01289	SGUI1_38180.1
OG0000235	FGIG_07942, FGIG_02783, FGIG_02784	SGUI1_3830.1, SGUI1_3840.1, SGUI1_3840.3, SGUI1_3840.2
OG0000236	FGIG_05608	SGUI1_54580.10, SGUI1_54580.8, SGUI1_54580.1, SGUI1_54580.2, SGUI1_54580.3, SGUI1_54580.4, SGUI1_54580.5, SGUI1_54580.9, SGUI1_54580.11, SGUI1_54580.12, SGUI1_54580.13, SGUI1_54580.6, SGUI1_54580.7
OG0000237	FGIG_06420	SGUI1_52340.14, SGUI1_52340.1, SGUI1_52340.11, SGUI1_52340.12, SGUI1_52340.7, SGUI1_52340.3, SGUI1_52340.9, SGUI1_52340.15, SGUI1_52340.10, SGUI1_52340.13, SGUI1_52340.2, SGUI1_52340.4, SGUI1_52340.5, SGUI1_52340.6, SGUI1_52340.8
OG0000238	FGIG_07333	SGUI1_37530.1, SGUI1_37530.5, SGUI1_37530.4, SGUI1_37530.2, SGUI1_37530.3, SGUI1_37530.6, SGUI1_37530.9, SGUI1_37530.8, SGUI1_37530.7, SGUI1_37530.10
OG0000239	FGIG_07503, FGIG_08719	SGUI1_27070.2, SGUI1_27070.5, SGUI1_27070.1, SGUI1_27070.7, SGUI1_27070.3, SGUI1_27070.4, SGUI1_27070.6, SGUI1_85450.1
OG0000240	FGIG_10740, FGIG_10875	SGUI1_29160.1, SGUI1_29200.1
OG0000241	FGIG_00479	SGUI1_6700.1, SGUI1_6700.2
OG0000242	FGIG_01807	SGUI1_7060.1
OG0000243	FGIG_00529, FGIG_00528	SGUI1_4960.1, SGUI1_4960.3, SGUI1_4960.2
OG0000244	FGIG_11655, FGIG_00993	SGUI1_5860.1
OG0000245	FGIG_01848	SGUI1_17810.3, SGUI1_17810.5, SGUI1_17810.4, SGUI1_17820.1, SGUI1_17810.1, SGUI1_17810.6, SGUI1_17810.2
OG0000246	FGIG_06772	SGUI1_82660.9, SGUI1_82660.6, SGUI1_82660.8, SGUI1_82660.11, SGUI1_82660.10, SGUI1_82660.7, SGUI1_82660.4, SGUI1_82660.5, SGUI1_82660.3, SGUI1_82660.2, SGUI1_82660.1
OG0000247	FGIG_09572	SGUI1_4650.2, SGUI1_4650.1, SGUI1_4650.3
OG0000248	FGIG_10714	SGUI1_65410.1, SGUI1_65410.4, SGUI1_65410.2, SGUI1_65410.3, SGUI1_65410.5, SGUI1_65410.6, SGUI1_65410.7
OG0000249	FGIG_11297	SGUI1_18710.7, SGUI1_18710.4, SGUI1_18710.3, SGUI1_18710.1, SGUI1_18710.6, SGUI1_18710.2, SGUI1_18710.5
OG0000250	FGIG_12420, FGIG_11532	SGUI1_39930.7, SGUI1_39930.4, SGUI1_39930.3, SGUI1_39930.9, SGUI1_39930.8, SGUI1_39930.5, SGUI1_39930.1, SGUI1_39930.2, SGUI1_39930.6
OG0000252	FGIG_01524	SGUI1_39000.10, SGUI1_39000.4, SGUI1_39000.11, SGUI1_39000.12, SGUI1_39000.3, SGUI1_39000.5, SGUI1_39000.9, SGUI1_39000.2, SGUI1_39000.7, SGUI1_39000.1, SGUI1_39000.8, SGUI1_39000.6
OG0000253	FGIG_02155	SGUI1_17530.16, SGUI1_17530.12, SGUI1_17530.13, SGUI1_17530.2, SGUI1_17530.14, SGUI1_17530.15, SGUI1_17530.3, SGUI1_17530.7, SGUI1_17530.1, SGUI1_17530.9, SGUI1_17530.11, SGUI1_17530.4, SGUI1_17530.5, SGUI1_17530.10, SGUI1_17530.6, SGUI1_17530.8
OG0000254	FGIG_02996	SGUI1_8500.1
OG0000255	FGIG_03191	SGUI1_28360.1
OG0000256	FGIG_03222, FGIG_03223, FGIG_04243, FGIG_04258, FGIG_09730, FGIG_06912, FGIG_09731, FGIG_04262, FGIG_06780, FGIG_10754, FGIG_10268, FGIG_12330, FGIG_10269, FGIG_07792, FGIG_07655, FGIG_07198, FGIG_07790, FGIG_07791, FGIG_08257	SGUI1_45150.1
OG0000257	FGIG_03641, FGIG_07534	SGUI1_25820.1
OG0000258	FGIG_05122	SGUI1_11560.4, SGUI1_11560.1, SGUI1_11560.2, SGUI1_11560.5, SGUI1_11560.6, SGUI1_11560.3, SGUI1_11560.7
OG0000259	FGIG_05764	SGUI1_25770.1
OG0000260	FGIG_05885	SGUI1_21510.16, SGUI1_21510.5, SGUI1_21510.12, SGUI1_21510.14, SGUI1_21510.10, SGUI1_21510.2, SGUI1_21510.13, SGUI1_21510.3, SGUI1_21510.1, SGUI1_21510.15, SGUI1_21510.6, SGUI1_21510.9, SGUI1_21510.8, SGUI1_21510.7, SGUI1_21510.11, SGUI1_21510.4
OG0000261	FGIG_06157	SGUI1_70650.1
OG0000262	FGIG_08811, FGIG_08810	SGUI1_30740.1
OG0000263	FGIG_09258	SGUI1_64870.4, SGUI1_64870.3, SGUI1_64870.5, SGUI1_64870.1, SGUI1_64870.2
OG0000264	FGIG_11442	SGUI1_85250.1, SGUI1_85260.1
OG0000267	FGIG_00498, FGIG_00260	SGUI1_82000.4, SGUI1_82000.3, SGUI1_82000.6, SGUI1_82000.5, SGUI1_82000.2, SGUI1_82000.7, SGUI1_82000.1
OG0000268	FGIG_06620	SGUI1_72170.2, SGUI1_72170.1, SGUI1_72170.3
OG0000268	FGIG_10234	SGUI1_7450.1
OG0000270	FGIG_03740, FGIG_02883	SGUI1_26620.1
OG0000271	FGIG_04146, FGIG_09915, FGIG_04147	SGUI1_51040.2, SGUI1_51040.10, SGUI1_51040.9, SGUI1_51040.4, SGUI1_51040.8, SGUI1_51040.6, SGUI1_51040.5, SGUI1_51040.7, SGUI1_51040.1, SGUI1_51040.3
OG0000272	FGIG_07493	SGUI1_14580.4, SGUI1_14580.2, SGUI1_14580.3, SGUI1_14580.8, SGUI1_14580.6, SGUI1_14580.7, SGUI1_14580.1, SGUI1_14580.5
OG0000273	FGIG_07763	SGUI1_6840.2, SGUI1_6840.3, SGUI1_6840.5, SGUI1_6840.11, SGUI1_6840.13, SGUI1_6840.7, SGUI1_6840.14, SGUI1_6840.16, SGUI1_6840.15, SGUI1_6840.17, SGUI1_6840.10, SGUI1_6840.9, SGUI1_6840.12, SGUI1_6840.8, SGUI1_6840.18, SGUI1_6840.4, SGUI1_6840.6, SGUI1_6840.1
OG0000274	FGIG_10372	SGUI1_80380.3, SGUI1_80380.8, SGUI1_80380.1, SGUI1_80380.2, SGUI1_80380.7, SGUI1_80380.9, SGUI1_80380.4, SGUI1_80380.5, SGUI1_80380.6, SGUI1_80380.10
OG0000275	FGIG_08245	SGUI1_37400.1
OG0000276	FGIG_08474	SGUI1_73420.3, SGUI1_73420.1, SGUI1_73420.4, SGUI1_73420.8, SGUI1_73420.6, SGUI1_73420.7, SGUI1_73420.2, SGUI1_73420.5
OG0000277	FGIG_08916	SGUI1_92790.1
OG0000281	FGIG_00516	SGUI1_84410.1, SGUI1_84410.2
OG0000281	FGIG_04239	SGUI1_15560.1
OG0000281	FGIG_10083	SGUI1_4290.1
OG0000282	FGIG_11572, FGIG_01087	SGUI1_54990.1
OG0000283	FGIG_01798	SGUI1_61690.6, SGUI1_61690.7, SGUI1_61690.8, SGUI1_61690.2, SGUI1_61690.1, SGUI1_61690.5, SGUI1_61690.4, SGUI1_61690.3
OG0000284	FGIG_03458	SGUI1_42260.2, SGUI1_42260.3, SGUI1_42260.4, SGUI1_42260.6, SGUI1_42260.7, SGUI1_42260.1, SGUI1_42260.12, SGUI1_42260.14, SGUI1_42260.18, SGUI1_42260.9, SGUI1_42260.11, SGUI1_42260.16, SGUI1_42260.15, SGUI1_42260.5, SGUI1_42260.10, SGUI1_42260.13, SGUI1_42260.17, SGUI1_42260.8
OG0000285	FGIG_03702, FGIG_03701	SGUI1_36120.1
OG0000286	FGIG_08247, FGIG_09211, FGIG_06296	SGUI1_42710.1, SGUI1_42660.4, SGUI1_42660.10, SGUI1_42660.6, SGUI1_42660.2, SGUI1_42660.3, SGUI1_42660.5, SGUI1_42660.7, SGUI1_42660.8, SGUI1_42660.9, SGUI1_42660.1
OG0000287	FGIG_07559	SGUI1_73380.1, SGUI1_73380.2, SGUI1_73380.3
OG0000288	FGIG_08415	SGUI1_87250.1, SGUI1_87250.2, SGUI1_87250.4, SGUI1_87250.5, SGUI1_87250.3, SGUI1_87250.6
OG0000289	FGIG_11097	SGUI1_16570.1
OG0000290	FGIG_06528	SGUI1_27130.2, SGUI1_27130.3, SGUI1_27130.1
OG0000290	FGIG_00121	SGUI1_21960.1
OG0000291	FGIG_00724, FGIG_00726	SGUI1_17620.2, SGUI1_17620.1, SGUI1_17620.4, SGUI1_17620.5, SGUI1_17620.6, SGUI1_17620.3
OG0000292	FGIG_01340, FGIG_10382	SGUI1_34170.3, SGUI1_34170.2, SGUI1_34170.1, SGUI1_34170.4, SGUI1_34170.10, SGUI1_34170.11, SGUI1_34170.13, SGUI1_34170.15, SGUI1_34170.7, SGUI1_34170.9, SGUI1_34170.8, SGUI1_34170.14, SGUI1_34170.12, SGUI1_34170.5, SGUI1_34170.6
OG0000293	FGIG_03259	SGUI1_27690.1
OG0000293	FGIG_10208, FGIG_04594	SGUI1_61050.1, SGUI1_61050.2
OG0000293	FGIG_06127	SGUI1_47510.1
OG0000294	FGIG_03314	SGUI1_13860.1, SGUI1_3870.1
OG0000295	FGIG_04922	SGUI1_86970.1, SGUI1_86980.1, SGUI1_86960.1, SGUI1_86990.1
OG0000297	FGIG_05203	SGUI1_79930.1, SGUI1_79930.3, SGUI1_79930.2
OG0000298	FGIG_10124	SGUI1_43320.1
OG0000298	FGIG_05892	SGUI1_44540.1
OG0000299	FGIG_06707	SGUI1_60550.1, SGUI1_60550.2, SGUI1_60550.3, SGUI1_60550.4, SGUI1_60550.5
OG0000300	FGIG_06727	SGUI1_10440.4, SGUI1_10440.7, SGUI1_10440.2, SGUI1_10440.1, SGUI1_10440.5, SGUI1_10440.3, SGUI1_10440.6
OG0000301	FGIG_07052	SGUI1_78300.3, SGUI1_78300.7, SGUI1_78300.5, SGUI1_78300.8, SGUI1_78300.2, SGUI1_78300.4, SGUI1_78300.1, SGUI1_78300.6
OG0000302	FGIG_07305	SGUI1_59360.1
OG0000303	FGIG_11626, FGIG_07919	SGUI1_14470.9, SGUI1_14470.12, SGUI1_14470.11, SGUI1_14470.8, SGUI1_14470.10, SGUI1_14470.4, SGUI1_14470.3, SGUI1_14470.1, SGUI1_14470.2, SGUI1_14470.5, SGUI1_14470.7, SGUI1_14470.6
OG0000304	FGIG_09605	SGUI1_11790.1
OG0000305	FGIG_09613, FGIG_09611, FGIG_12612	SGUI1_51850.7, SGUI1_51850.1, SGUI1_51850.3, SGUI1_51850.6, SGUI1_51850.5, SGUI1_51850.9, SGUI1_51850.8, SGUI1_51850.2, SGUI1_51850.4
OG0000306	FGIG_11983, FGIG_10527	SGUI1_7230.19, SGUI1_7230.21, SGUI1_7230.20, SGUI1_7230.17, SGUI1_7230.8, SGUI1_7230.9, SGUI1_7230.13, SGUI1_7230.10, SGUI1_7230.12, SGUI1_7230.11, SGUI1_7230.5, SGUI1_7230.1, SGUI1_7230.14, SGUI1_7230.15, SGUI1_7230.3, SGUI1_7230.6, SGUI1_7230.7, SGUI1_7230.16, SGUI1_7230.18, SGUI1_7230.4, SGUI1_7230.2
OG0000307	FGIG_12478	SGUI1_6300.4, SGUI1_6300.2, SGUI1_6300.3, SGUI1_6300.1, SGUI1_91520.1
OG0000311	FGIG_01279	SGUI1_18460.11, SGUI1_18460.1, SGUI1_18460.5, SGUI1_18460.9, SGUI1_18460.2, SGUI1_18460.3, SGUI1_18460.4, SGUI1_18460.6, SGUI1_18460.10, SGUI1_18460.12, SGUI1_18460.13, SGUI1_18460.14, SGUI1_18460.7, SGUI1_18460.8
OG0000312	FGIG_09661, FGIG_01495, FGIG_09662	SGUI1_32490.6, SGUI1_32490.2, SGUI1_32490.1, SGUI1_32490.3, SGUI1_32490.5, SGUI1_32490.4
OG0000313	FGIG_03443	SGUI1_14540.4, SGUI1_14540.5, SGUI1_14540.6, SGUI1_14540.1, SGUI1_14540.2, SGUI1_14540.3, SGUI1_14540.9, SGUI1_14540.8, SGUI1_14540.7
OG0000314	FGIG_03632	SGUI1_37540.1
OG0000315	FGIG_03911	SGUI1_33090.3, SGUI1_33090.7, SGUI1_33090.4, SGUI1_33090.6, SGUI1_33090.1, SGUI1_33090.2, SGUI1_33090.5
OG0000315	FGIG_07353, FGIG_07352	SGUI1_65360.2, SGUI1_65360.1
OG0000316	FGIG_04659, FGIG_09851	SGUI1_17840.1
OG0000317	FGIG_05137	SGUI1_1310.1, SGUI1_1310.2, SGUI1_1310.3, SGUI1_1310.4, SGUI1_1310.5, SGUI1_1310.6, SGUI1_1310.7, SGUI1_1310.8, SGUI1_1310.9
OG0000318	FGIG_05250	SGUI1_49170.1, SGUI1_49170.5, SGUI1_49170.7, SGUI1_49170.8, SGUI1_49170.6, SGUI1_49170.3, SGUI1_49170.2, SGUI1_49170.9, SGUI1_49170.10, SGUI1_49170.4
OG0000319	FGIG_06268, FGIG_06269	SGUI1_34200.2, SGUI1_34200.11, SGUI1_34200.12, SGUI1_34200.5, SGUI1_34200.1, SGUI1_34200.3, SGUI1_34200.6, SGUI1_34200.7, SGUI1_34200.10, SGUI1_34200.8, SGUI1_34200.4, SGUI1_34200.9
OG0000320	FGIG_02124	SGUI1_20370.1
OG0000320	FGIG_00209	SGUI1_29350.1
OG0000320	FGIG_08913	SGUI1_55680.1
OG0000321	FGIG_00856, FGIG_00857	SGUI1_37270.1, SGUI1_37270.2
OG0000322	FGIG_01204	SGUI1_27570.9, SGUI1_27570.2, SGUI1_27570.3, SGUI1_27570.4, SGUI1_27570.7, SGUI1_27570.1, SGUI1_27570.5, SGUI1_27570.6, SGUI1_27570.8
OG0000323	FGIG_02690	SGUI1_1610.1, SGUI1_1610.2, SGUI1_1610.3, SGUI1_1610.4, SGUI1_1610.5, SGUI1_1610.6, SGUI1_1610.8, SGUI1_1610.7
OG0000324	FGIG_04179	SGUI1_49500.1, SGUI1_49500.2, SGUI1_49500.3, SGUI1_49500.4
