Orthogroup	fasciola_gigantica	trichobilharzia_regenti
OG0000196	FGIG_11982, FGIG_03269	TREG1_124430.3, TREG1_124430.1, TREG1_124430.2, TREG1_124430.4, TREG1_124430.5, TREG1_124430.6
OG0000196	FGIG_11890	TREG1_68820.1
OG0000198	FGIG_06396	TREG1_13840.1
OG0000199	FGIG_03163	TREG1_50650.1, TREG1_50650.2, TREG1_50650.3
OG0000201	FGIG_05120	TREG1_55080.1
OG0000202	FGIG_07192	TREG1_68700.1
OG0000203	FGIG_08149	TREG1_118170.1, TREG1_118180.1
OG0000205	FGIG_02525	TREG1_16260.3, TREG1_16260.5, TREG1_16260.6, TREG1_16260.8, TREG1_16260.1, TREG1_16260.2, TREG1_16260.4, TREG1_16260.7
OG0000206	FGIG_03933	TREG1_57230.1
OG0000207	FGIG_05628, FGIG_09531, FGIG_04435, FGIG_12425, FGIG_10073	TREG1_47290.1, TREG1_47190.1
OG0000208	FGIG_04764	TREG1_105680.1, TREG1_105680.2, TREG1_105680.3, TREG1_105680.4, TREG1_105680.5
OG0000209	FGIG_06233	TREG1_11290.1
OG0000210	FGIG_06835, FGIG_08667	TREG1_116730.4, TREG1_116730.1, TREG1_116730.2, TREG1_116730.3
OG0000211	FGIG_06875	TREG1_6160.1, TREG1_6160.3, TREG1_6160.2, TREG1_6160.4, TREG1_6160.5, TREG1_6160.7, TREG1_6160.6, TREG1_7570.1
OG0000212	FGIG_07429, FGIG_07428	TREG1_35560.6, TREG1_35560.1, TREG1_35560.2, TREG1_35560.7, TREG1_35560.5, TREG1_35560.8, TREG1_35560.9, TREG1_35560.3, TREG1_35560.4
OG0000213	FGIG_08575	TREG1_25930.1, TREG1_142490.1, TREG1_142490.3, TREG1_142490.4, TREG1_142490.2
OG0000214	FGIG_09344	TREG1_18660.13, TREG1_18660.3, TREG1_18660.4, TREG1_18660.7, TREG1_18660.9, TREG1_18660.10, TREG1_18660.12, TREG1_18660.14, TREG1_18660.6, TREG1_18660.1, TREG1_18660.2, TREG1_18660.5, TREG1_18660.11, TREG1_18660.15, TREG1_18660.8
OG0000217	FGIG_02317, FGIG_02318	TREG1_53950.1, TREG1_53950.2, TREG1_53950.3, TREG1_53950.4, TREG1_53950.5
OG0000218	FGIG_03038, FGIG_12388, FGIG_12233, FGIG_03037, FGIG_08630	TREG1_55370.1
OG0000219	FGIG_07378	TREG1_86420.2, TREG1_86420.3, TREG1_86420.7, TREG1_86420.1, TREG1_86420.4, TREG1_86420.6, TREG1_86420.5
OG0000220	FGIG_07549	TREG1_104680.6, TREG1_104680.4, TREG1_104680.5, TREG1_104680.2, TREG1_104680.3, TREG1_104680.1, TREG1_104680.7
OG0000221	FGIG_04956, FGIG_04954, FGIG_08084	TREG1_2770.1, TREG1_2780.1
OG0000221	FGIG_00717, FGIG_00718	TREG1_2430.1, TREG1_2430.2
OG0000221	FGIG_02269	TREG1_8100.1, TREG1_8100.2, TREG1_8100.4, TREG1_8100.3
OG0000222	FGIG_00564	TREG1_105480.6, TREG1_105480.1, TREG1_105480.2, TREG1_105480.3, TREG1_105480.4, TREG1_105480.5, TREG1_105480.7
OG0000223	FGIG_00853	TREG1_1990.1
OG0000224	FGIG_01377, FGIG_01378	TREG1_18620.1, TREG1_18620.2
OG0000225	FGIG_02370, FGIG_02369	TREG1_19280.1, TREG1_19280.5, TREG1_19280.6, TREG1_19280.2, TREG1_19280.3, TREG1_19280.4
OG0000226	FGIG_02439, FGIG_12357	TREG1_36730.1
OG0000227	FGIG_04507, FGIG_04506	TREG1_93930.2, TREG1_93930.4, TREG1_93930.6, TREG1_93930.1, TREG1_93930.3, TREG1_93930.5, TREG1_93930.7, TREG1_93930.8
OG0000228	FGIG_04992	TREG1_56170.1, TREG1_56190.1
OG0000229	FGIG_10264, FGIG_05406, FGIG_12189	TREG1_86690.1
OG0000230	FGIG_06761, FGIG_06762	TREG1_87380.1
OG0000234	FGIG_01289	TREG1_55410.1
OG0000235	FGIG_07942, FGIG_02783, FGIG_02784	TREG1_1830.2, TREG1_1830.4, TREG1_1830.3, TREG1_1830.8, TREG1_1840.1, TREG1_1830.1, TREG1_1830.6, TREG1_1830.5, TREG1_1830.7
OG0000236	FGIG_05608	TREG1_71260.3, TREG1_71260.6, TREG1_71260.7, TREG1_71260.1, TREG1_71260.2, TREG1_71260.4, TREG1_71260.5
OG0000237	FGIG_06420	TREG1_70080.1, TREG1_70120.1
OG0000238	FGIG_07333	TREG1_39990.1
OG0000239	FGIG_07503, FGIG_08719	TREG1_36450.1, TREG1_36450.2
OG0000240	FGIG_10740, FGIG_10875	TREG1_46050.1
OG0000241	FGIG_00479	TREG1_26180.1, TREG1_26180.3, TREG1_26180.4, TREG1_26180.2, TREG1_26170.1, TREG1_26170.2, TREG1_26170.3, TREG1_26170.4, TREG1_26170.5
OG0000242	FGIG_01807	TREG1_8190.1
OG0000243	FGIG_00529, FGIG_00528	TREG1_5040.2, TREG1_5040.3, TREG1_5040.4, TREG1_5040.5, TREG1_5040.1, TREG1_5040.6
OG0000244	FGIG_11655, FGIG_00993	TREG1_9630.4, TREG1_9630.8, TREG1_9630.9, TREG1_9630.5, TREG1_9630.10, TREG1_9630.2, TREG1_9630.6, TREG1_9630.7, TREG1_9630.3, TREG1_9630.1
OG0000245	FGIG_01848	TREG1_23060.7, TREG1_23060.9, TREG1_23060.8, TREG1_23060.3, TREG1_23060.5, TREG1_23060.4, TREG1_23060.6, TREG1_23050.1, TREG1_23060.1, TREG1_23060.2
OG0000246	FGIG_06772	TREG1_113550.1, TREG1_113550.2
OG0000247	FGIG_09572	TREG1_7630.4, TREG1_7630.10, TREG1_7630.1, TREG1_7630.3, TREG1_7630.2, TREG1_7630.6, TREG1_7630.11, TREG1_7630.7, TREG1_7630.8, TREG1_7630.12, TREG1_7630.5, TREG1_7630.9
OG0000248	FGIG_10714	TREG1_88870.2, TREG1_88870.3, TREG1_88870.1, TREG1_88870.6, TREG1_88870.4, TREG1_88870.5
OG0000249	FGIG_11297	TREG1_16360.6, TREG1_16360.16, TREG1_16370.1, TREG1_16360.12, TREG1_16360.7, TREG1_16360.5, TREG1_16360.9, TREG1_16360.1, TREG1_16360.10, TREG1_16360.11, TREG1_16360.14, TREG1_16360.2, TREG1_16360.3, TREG1_16360.4, TREG1_16360.8, TREG1_16360.15, TREG1_16360.13, TREG1_16370.2
OG0000250	FGIG_12420, FGIG_11532	TREG1_142000.1, TREG1_24940.1, TREG1_41820.1, TREG1_41030.1
OG0000252	FGIG_01524	TREG1_58240.1
OG0000253	FGIG_02155	TREG1_21930.1
OG0000254	FGIG_02996	TREG1_11910.12, TREG1_11910.13, TREG1_11910.17, TREG1_11910.15, TREG1_11910.14, TREG1_11970.1, TREG1_11910.11, TREG1_11910.16
OG0000255	FGIG_03191	TREG1_50410.2, TREG1_50410.1, TREG1_50410.3
OG0000256	FGIG_03222, FGIG_03223, FGIG_04243, FGIG_04258, FGIG_09730, FGIG_06912, FGIG_09731, FGIG_04262, FGIG_06780, FGIG_10754, FGIG_10268, FGIG_12330, FGIG_10269, FGIG_07792, FGIG_07655, FGIG_07198, FGIG_07790, FGIG_07791, FGIG_08257	TREG1_36120.1
OG0000257	FGIG_03641, FGIG_07534	TREG1_51560.1
OG0000258	FGIG_05122	TREG1_130690.1, TREG1_130690.4, TREG1_130690.6, TREG1_130690.2, TREG1_130690.7, TREG1_130690.5, TREG1_130690.8, TREG1_130690.3
OG0000259	FGIG_05764	TREG1_51640.3, TREG1_51640.4, TREG1_51640.1, TREG1_51640.2, TREG1_140960.1, TREG1_51640.5
OG0000260	FGIG_05885	TREG1_27620.5, TREG1_27620.6, TREG1_27620.3, TREG1_27620.2, TREG1_27620.4, TREG1_27620.1
OG0000261	FGIG_06157	TREG1_96360.7, TREG1_96360.1, TREG1_96360.2, TREG1_96360.5, TREG1_96360.8, TREG1_96360.4, TREG1_96360.3, TREG1_96360.9, TREG1_96360.10, TREG1_96360.6
OG0000262	FGIG_08811, FGIG_08810	TREG1_45130.4, TREG1_45130.5, TREG1_45130.3, TREG1_45130.1, TREG1_45130.2
OG0000263	FGIG_09258	TREG1_89300.1
OG0000264	FGIG_11442	TREG1_114390.1, TREG1_114380.1, TREG1_114400.1, TREG1_114400.2
OG0000264	FGIG_10736	TREG1_7660.3, TREG1_7660.1, TREG1_7660.2
OG0000266	FGIG_00214	TREG1_114050.1
OG0000266	FGIG_00212, FGIG_00213	TREG1_114040.1, TREG1_114040.3, TREG1_114060.1, TREG1_114040.4, TREG1_114040.2
OG0000267	FGIG_00498, FGIG_00260	TREG1_111320.5, TREG1_111320.7, TREG1_111320.8, TREG1_111320.9, TREG1_111320.11, TREG1_111320.4, TREG1_111320.1, TREG1_111320.6, TREG1_111320.10, TREG1_111320.2, TREG1_111320.3
OG0000268	FGIG_06620	TREG1_103270.1
OG0000268	FGIG_10234	TREG1_4380.2, TREG1_4390.1
OG0000268	FGIG_00942	TREG1_6900.1
OG0000269	FGIG_02813	TREG1_880.1, TREG1_880.2
OG0000270	FGIG_03740, FGIG_02883	TREG1_33690.1, TREG1_33690.2, TREG1_33690.4, TREG1_33690.3
OG0000271	FGIG_04146, FGIG_09915, FGIG_04147	TREG1_68710.10, TREG1_68710.4, TREG1_68710.9, TREG1_68710.1, TREG1_68710.2, TREG1_68710.3, TREG1_68710.5, TREG1_68710.6, TREG1_68710.7, TREG1_68710.8
OG0000272	FGIG_07493	TREG1_14650.1
OG0000273	FGIG_07763	TREG1_26250.1, TREG1_26260.5, TREG1_26260.1, TREG1_26260.2, TREG1_26260.3, TREG1_26260.4, TREG1_26260.7, TREG1_26260.6
OG0000274	FGIG_10372	TREG1_97690.1
OG0000275	FGIG_08245	TREG1_39800.1
OG0000276	FGIG_08474	TREG1_107000.1
OG0000277	FGIG_08916	TREG1_129070.1, TREG1_128940.16, TREG1_128940.15, TREG1_128940.17
OG0000281	FGIG_00516	TREG1_112400.1
OG0000281	FGIG_04239	TREG1_16920.1
OG0000281	FGIG_10083	TREG1_4650.1
OG0000282	FGIG_11572, FGIG_01087	TREG1_76270.4, TREG1_76270.1, TREG1_76270.2, TREG1_76270.3
OG0000283	FGIG_01798	TREG1_84970.1, TREG1_84970.2, TREG1_84970.3
OG0000284	FGIG_03458	TREG1_56020.1
OG0000285	FGIG_03702, FGIG_03701	TREG1_44540.3, TREG1_44540.1, TREG1_44540.2
OG0000286	FGIG_08247, FGIG_09211, FGIG_06296	TREG1_42190.10, TREG1_42190.11
OG0000287	FGIG_07559	TREG1_101890.1, TREG1_101890.4, TREG1_101890.5, TREG1_101890.2, TREG1_101890.3
OG0000288	FGIG_08415	TREG1_123340.1
OG0000289	FGIG_11097	TREG1_9050.1
OG0000290	FGIG_06528	TREG1_33280.1
OG0000290	FGIG_00121	TREG1_21650.1, TREG1_21650.2
OG0000291	FGIG_00724, FGIG_00726	TREG1_15150.5, TREG1_15150.2, TREG1_15150.3, TREG1_15150.4, TREG1_15150.1, TREG1_15150.6
OG0000292	FGIG_01340, FGIG_10382	TREG1_49730.1, TREG1_49730.2, TREG1_49730.3
OG0000293	FGIG_03259	TREG1_38260.1
OG0000293	FGIG_10208, FGIG_04594	TREG1_86930.1, TREG1_86930.2, TREG1_86930.3
OG0000293	FGIG_06127	TREG1_67350.1
OG0000294	FGIG_03314	TREG1_960.1, TREG1_970.1
OG0000295	FGIG_04922	TREG1_119870.1
OG0000296	FGIG_05009	TREG1_20400.3, TREG1_20400.4, TREG1_20400.1, TREG1_20400.2
OG0000296	FGIG_07123, FGIG_07878, FGIG_07122	TREG1_20410.1, TREG1_20410.2, TREG1_20410.3, TREG1_20410.4, TREG1_20410.5, TREG1_20410.6, TREG1_20410.7, TREG1_20410.8
OG0000297	FGIG_05203	TREG1_101220.1
OG0000298	FGIG_10124	TREG1_57610.1, TREG1_57610.2, TREG1_57610.3
OG0000298	FGIG_05892	TREG1_30650.1
OG0000299	FGIG_06707	TREG1_79550.4, TREG1_79550.5, TREG1_79550.1, TREG1_79550.2, TREG1_79550.3
OG0000300	FGIG_06727	TREG1_20710.3, TREG1_20710.1, TREG1_20710.2
OG0000301	FGIG_07052	TREG1_108580.1, TREG1_108580.2
OG0000302	FGIG_07305	TREG1_86680.1
OG0000303	FGIG_11626, FGIG_07919	TREG1_25720.2, TREG1_25720.1, TREG1_25720.4, TREG1_25720.3, TREG1_25780.1
OG0000304	FGIG_09605	TREG1_7890.1, TREG1_7890.2, TREG1_7890.3
OG0000305	FGIG_09613, FGIG_09611, FGIG_12612	TREG1_68930.5, TREG1_68930.2, TREG1_68930.3, TREG1_68930.1, TREG1_68930.4
OG0000306	FGIG_11983, FGIG_10527	TREG1_19430.1, TREG1_19430.3, TREG1_19430.4, TREG1_19430.5, TREG1_19430.6, TREG1_19430.2
OG0000307	FGIG_12478	TREG1_9610.4, TREG1_9610.5, TREG1_9610.6, TREG1_9610.1, TREG1_9610.2, TREG1_9610.3, TREG1_75020.1
OG0000311	FGIG_01279	TREG1_21350.1
OG0000312	FGIG_09661, FGIG_01495, FGIG_09662	TREG1_47760.1
OG0000313	FGIG_03443	TREG1_26420.1, TREG1_26420.2, TREG1_26420.3
OG0000314	FGIG_03632	TREG1_40000.1, TREG1_40000.3, TREG1_40000.2, TREG1_40000.4
OG0000315	FGIG_03911	TREG1_34420.1
OG0000315	FGIG_07353, FGIG_07352	TREG1_88900.1, TREG1_88900.2, TREG1_88900.3
OG0000316	FGIG_04659, FGIG_09851	TREG1_23040.1, TREG1_23040.2, TREG1_23040.3, TREG1_23040.6, TREG1_23040.5, TREG1_23040.4
OG0000317	FGIG_05137	TREG1_12830.1, TREG1_12830.3, TREG1_12830.2
OG0000318	FGIG_05250	TREG1_69580.1
OG0000319	FGIG_06268, FGIG_06269	TREG1_50710.4, TREG1_50710.5, TREG1_50710.6, TREG1_50710.1, TREG1_50710.3, TREG1_50710.2
OG0000320	FGIG_02124	TREG1_16150.1
OG0000320	FGIG_00209	TREG1_46670.1, TREG1_46670.2
OG0000320	FGIG_08913	TREG1_73000.1
OG0000321	FGIG_00856, FGIG_00857	TREG1_51500.1
OG0000322	FGIG_01204	TREG1_37740.1
OG0000323	FGIG_02690	TREG1_4830.1, TREG1_4830.2
OG0000324	FGIG_04179	TREG1_71600.1
OG0000325	FGIG_04546	TREG1_136530.1, TREG1_32460.1, TREG1_109280.1, TREG1_109280.2, TREG1_109280.5, TREG1_109280.3, TREG1_109280.4, TREG1_109280.7, TREG1_109280.6
OG0000326	FGIG_04814	TREG1_84670.1, TREG1_84670.7, TREG1_84670.8, TREG1_84670.2, TREG1_84670.6, TREG1_84670.3, TREG1_84670.4
OG0000327	FGIG_06438, FGIG_08722, FGIG_11975, FGIG_09141	TREG1_103080.1, TREG1_103080.2, TREG1_103080.4, TREG1_103080.6, TREG1_103080.7, TREG1_103080.3, TREG1_103080.5, TREG1_103110.1
OG0000328	FGIG_09711	TREG1_48450.1, TREG1_48440.1
OG0000329	FGIG_11990	TREG1_29730.1, TREG1_71570.1
OG0000332	FGIG_00632	TREG1_91160.7, TREG1_91160.2, TREG1_91160.3, TREG1_91160.5, TREG1_91160.6, TREG1_91160.1, TREG1_91160.4
OG0000333	FGIG_01538	TREG1_4080.1
OG0000334	FGIG_02321	TREG1_98710.4, TREG1_98710.1, TREG1_98710.3, TREG1_98710.2, TREG1_98730.1, TREG1_98730.2, TREG1_98730.3, TREG1_98730.4
OG0000335	FGIG_02931	TREG1_98160.1, TREG1_98160.2, TREG1_98160.3, TREG1_98160.4, TREG1_98160.5
OG0000336	FGIG_05611	TREG1_18780.1, TREG1_18780.2
OG0000336	FGIG_03447	TREG1_15850.1
OG0000337	FGIG_05353	TREG1_67760.1
OG0000341	FGIG_04690, FGIG_09203, FGIG_06869	TREG1_142040.1
OG0000342	FGIG_05549	TREG1_21320.1
OG0000343	FGIG_01634, FGIG_01635	TREG1_47810.1, TREG1_49530.1
OG0000344	FGIG_01866	TREG1_18580.1, TREG1_18580.2, TREG1_18580.4, TREG1_18580.3
OG0000345	FGIG_01894	TREG1_75800.1
OG0000346	FGIG_01903	TREG1_48770.1
OG0000346	FGIG_09179	TREG1_131810.1
OG0000347	FGIG_02160, FGIG_12660	TREG1_52420.1, TREG1_52420.2, TREG1_52410.1
OG0000348	FGIG_03483	TREG1_11350.1, TREG1_11370.1, TREG1_11320.1, TREG1_11360.1, TREG1_11330.1, TREG1_11340.1
OG0000349	FGIG_04573, FGIG_04572, FGIG_06122	TREG1_13460.1, TREG1_13460.2, TREG1_13460.3, TREG1_13460.4, TREG1_13460.5, TREG1_13460.6
OG0000350	FGIG_04749	TREG1_39710.1, TREG1_39700.1
OG0000351	FGIG_05010	TREG1_20310.10, TREG1_20380.1, TREG1_20310.11, TREG1_20310.8, TREG1_20310.7, TREG1_20310.9
OG0000352	FGIG_05384, FGIG_11348, FGIG_05385	TREG1_36800.1, TREG1_36800.4, TREG1_36800.3, TREG1_36800.2
OG0000353	FGIG_06289	TREG1_95410.1
OG0000354	FGIG_10148, FGIG_09059	TREG1_20320.1, TREG1_20310.2, TREG1_20310.1, TREG1_20310.3
OG0000355	FGIG_10341, FGIG_12112, FGIG_12113	TREG1_3480.1, TREG1_3480.2, TREG1_3480.3, TREG1_3480.4, TREG1_3480.5, TREG1_3480.6, TREG1_3480.7, TREG1_3480.8, TREG1_3480.9
OG0000356	FGIG_10789, FGIG_10788, FGIG_10790	TREG1_8390.3, TREG1_8390.4, TREG1_8390.1, TREG1_8390.2
OG0000357	FGIG_12459	TREG1_42310.2, TREG1_42310.3, TREG1_42310.5, TREG1_42310.1, TREG1_42310.4
OG0000359	FGIG_00275	TREG1_16940.2, TREG1_16940.5, TREG1_16940.1, TREG1_16940.8, TREG1_16940.7, TREG1_16940.3, TREG1_16940.4, TREG1_16940.6
OG0000360	FGIG_01496	TREG1_23420.1
OG0000361	FGIG_02685, FGIG_02684	TREG1_75320.1, TREG1_75320.4, TREG1_75320.6, TREG1_75320.7, TREG1_75320.5, TREG1_75320.9, TREG1_75320.2, TREG1_75320.8, TREG1_75320.3
OG0000362	FGIG_02801	TREG1_83110.2, TREG1_83110.3, TREG1_83110.4, TREG1_83110.1
OG0000363	FGIG_03340, FGIG_03341, FGIG_03338	TREG1_42690.1
OG0000364	FGIG_03707	TREG1_43540.1, TREG1_23020.1, TREG1_23010.1
OG0000365	FGIG_12204, FGIG_04576	TREG1_78670.1, TREG1_38430.1
OG0000366	FGIG_06034, FGIG_09373, FGIG_12323	TREG1_71630.1
OG0000367	FGIG_07381	TREG1_54120.1
OG0000368	FGIG_07710, FGIG_12057	TREG1_16350.1
OG0000369	FGIG_08435	TREG1_30930.1, TREG1_30930.3, TREG1_30930.6, TREG1_30930.4, TREG1_30930.5, TREG1_30930.2, TREG1_30940.3, TREG1_30940.1, TREG1_30940.4, TREG1_30940.5, TREG1_30940.2, TREG1_30940.6, TREG1_30940.7
OG0000370	FGIG_08520	TREG1_136150.1, TREG1_41380.10, TREG1_41380.4, TREG1_41380.6, TREG1_41380.7, TREG1_41380.8, TREG1_41380.9, TREG1_41380.1, TREG1_41380.5, TREG1_41380.12, TREG1_41380.2, TREG1_41380.3, TREG1_41380.11
OG0000371	FGIG_08814	TREG1_44720.1
OG0000372	FGIG_08961	TREG1_119190.1, TREG1_3300.1, TREG1_3310.1, TREG1_3310.2
OG0000373	FGIG_12324, FGIG_09323	TREG1_76160.1, TREG1_76170.1
OG0000374	FGIG_09768	TREG1_33890.1
OG0000375	FGIG_10082	TREG1_4630.1
OG0000376	FGIG_10153, FGIG_11766, FGIG_11765	TREG1_86950.1, TREG1_86950.3, TREG1_86950.2, TREG1_86950.4
OG0000377	FGIG_10617	TREG1_64670.1, TREG1_64670.2, TREG1_64670.3, TREG1_64670.4, TREG1_64670.6, TREG1_64670.5
OG0000378	FGIG_11867	TREG1_60280.7, TREG1_60330.1, TREG1_60280.6, TREG1_60280.5, TREG1_60280.3, TREG1_60280.8, TREG1_60280.4
OG0000380	FGIG_01104, FGIG_10893, FGIG_11041	TREG1_28590.1
OG0000380	FGIG_00695	TREG1_23690.1
OG0000381	FGIG_01453	TREG1_75450.1, TREG1_75450.2, TREG1_75450.4, TREG1_75450.3
OG0000381	FGIG_01451, FGIG_01452	TREG1_75470.1, TREG1_75470.2, TREG1_75460.1
OG0000382	FGIG_01588, FGIG_06764	TREG1_125760.1, TREG1_127240.1, TREG1_127190.1, TREG1_127200.1, TREG1_127210.1, TREG1_127250.1
OG0000383	FGIG_01645, FGIG_01646	TREG1_38350.1, TREG1_45960.1
OG0000384	FGIG_01701	TREG1_41840.5, TREG1_41840.6, TREG1_41840.7, TREG1_41840.8
OG0000386	FGIG_07934, FGIG_07933, FGIG_05021, FGIG_05980	TREG1_29830.1
OG0000387	FGIG_05744, FGIG_12613	TREG1_19140.1
OG0000388	FGIG_06147	TREG1_125560.1
OG0000389	FGIG_06300	TREG1_102530.1, TREG1_102550.1
OG0000390	FGIG_06318	TREG1_110350.1, TREG1_137190.3, TREG1_137190.1, TREG1_137190.2
OG0000391	FGIG_06566, FGIG_07343	TREG1_15600.1
OG0000392	FGIG_06786	TREG1_84430.1, TREG1_84430.3, TREG1_84430.4, TREG1_84430.7, TREG1_84430.5, TREG1_84430.6, TREG1_84430.2
OG0000393	FGIG_06864	TREG1_61530.13, TREG1_61530.10, TREG1_61530.15, TREG1_61530.12, TREG1_61530.6, TREG1_61530.1, TREG1_61530.11, TREG1_61530.3, TREG1_61530.5, TREG1_61530.4, TREG1_61530.9, TREG1_61530.7, TREG1_61530.8, TREG1_61530.14, TREG1_61530.2
OG0000394	FGIG_12663, FGIG_07717	TREG1_88460.1, TREG1_88460.2, TREG1_88460.3, TREG1_88460.5, TREG1_88460.6, TREG1_88460.7, TREG1_88460.4
OG0000395	FGIG_07807	TREG1_101230.1
OG0000396	FGIG_07980	TREG1_12380.1, TREG1_12380.2, TREG1_12380.3, TREG1_12380.4
OG0000397	FGIG_07986	TREG1_109600.1
OG0000398	FGIG_08346, FGIG_08154	TREG1_22530.2, TREG1_22530.3, TREG1_22530.4, TREG1_22530.1, TREG1_22530.5, TREG1_29320.1, TREG1_142440.1, TREG1_29330.2, TREG1_29330.3, TREG1_29330.1, TREG1_29330.4
OG0000399	FGIG_08267	TREG1_37320.5, TREG1_37320.6, TREG1_37320.7, TREG1_37320.3, TREG1_37320.2, TREG1_37320.4, TREG1_37320.1
OG0000400	FGIG_12136, FGIG_08348, FGIG_09690, FGIG_09691	TREG1_31840.1, TREG1_31830.1, TREG1_31830.2, TREG1_31860.1, TREG1_31920.1, TREG1_31860.2, TREG1_31310.1
OG0000401	FGIG_10170, FGIG_10171	TREG1_134800.1, TREG1_134800.2, TREG1_134800.3, TREG1_134800.4, TREG1_134800.5
OG0000402	FGIG_12370, FGIG_11519, FGIG_12593	TREG1_20720.2, TREG1_20720.1, TREG1_20720.4, TREG1_20720.6, TREG1_20720.3, TREG1_20720.5
OG0000403	FGIG_11602	TREG1_13050.1
OG0000405	FGIG_00540, FGIG_04407, FGIG_00542, FGIG_00541	TREG1_40120.1
OG0000406	FGIG_00915	TREG1_43020.1, TREG1_43020.2, TREG1_43020.3, TREG1_43020.4
OG0000407	FGIG_01328	TREG1_83080.1, TREG1_83080.2, TREG1_83080.5, TREG1_83080.6, TREG1_83080.4, TREG1_83080.8, TREG1_83080.3, TREG1_83080.7
OG0000408	FGIG_01770	TREG1_38460.1
OG0000409	FGIG_01990	TREG1_122350.3, TREG1_122350.5, TREG1_122350.7, TREG1_122350.2, TREG1_122350.4, TREG1_122350.1, TREG1_122350.6
OG0000410	FGIG_03157	TREG1_57060.1
OG0000410	FGIG_06197	TREG1_142270.1, TREG1_144130.1, TREG1_144130.2, TREG1_144130.3, TREG1_144130.4, TREG1_144130.7, TREG1_144130.5, TREG1_144130.6, TREG1_144130.8, TREG1_94130.1, TREG1_58360.1, TREG1_94020.1, TREG1_94100.1, TREG1_94110.2, TREG1_94110.4, TREG1_94110.1, TREG1_94060.3, TREG1_143030.1, TREG1_94110.3
OG0000411	FGIG_03726	TREG1_32870.1, TREG1_32870.2, TREG1_32870.3, TREG1_32880.1
OG0000412	FGIG_04797	TREG1_102170.3, TREG1_102170.1, TREG1_102170.2
OG0000414	FGIG_05869	TREG1_101560.1, TREG1_101560.2, TREG1_101570.1, TREG1_101570.2, TREG1_101570.3, TREG1_101570.4
OG0000415	FGIG_06429	TREG1_50470.2, TREG1_50470.4, TREG1_50470.1, TREG1_50470.3, TREG1_50470.5
OG0000416	FGIG_10985, FGIG_07789, FGIG_12457	TREG1_121240.1, TREG1_121240.2, TREG1_124920.1
OG0000416	FGIG_07250	TREG1_121250.1
OG0000417	FGIG_07860	TREG1_70100.1, TREG1_70210.4, TREG1_70210.1, TREG1_70210.2, TREG1_70210.3
OG0000418	FGIG_07977, FGIG_11738, FGIG_12450	TREG1_136250.1, TREG1_136260.1
OG0000419	FGIG_09307	TREG1_8370.4, TREG1_8370.1, TREG1_8370.2, TREG1_8370.3
OG0000420	FGIG_09853	TREG1_61410.1, TREG1_61420.1
OG0000421	FGIG_09942	TREG1_91560.1
OG0000422	FGIG_10041	TREG1_69830.4, TREG1_69830.5, TREG1_69830.6, TREG1_69830.1, TREG1_69830.2, TREG1_69830.3
OG0000425	FGIG_00596	TREG1_26130.2, TREG1_26070.2, TREG1_26070.12, TREG1_26070.8, TREG1_26070.13, TREG1_26120.1, TREG1_26130.6, TREG1_26130.7, TREG1_26130.8, TREG1_26130.1, TREG1_26070.10, TREG1_26070.11, TREG1_26070.14, TREG1_26070.15, TREG1_3080.1, TREG1_28760.1, TREG1_138110.5, TREG1_138110.4, TREG1_138110.3, TREG1_26070.4, TREG1_26130.9, TREG1_138110.2, TREG1_138110.1, TREG1_26050.1, TREG1_26070.9, TREG1_26080.1, TREG1_26070.1, TREG1_26070.3
OG0000426	FGIG_00984	TREG1_71170.5, TREG1_71170.1, TREG1_71130.1, TREG1_71140.1, TREG1_71150.1, TREG1_71170.3, TREG1_71170.4, TREG1_71170.2, TREG1_71180.1, TREG1_71190.1, TREG1_71190.2
OG0000427	FGIG_01900, FGIG_06350	TREG1_73850.4, TREG1_73850.7, TREG1_73850.2, TREG1_73850.3, TREG1_73850.1, TREG1_73850.5, TREG1_73850.6
OG0000428	FGIG_02141, FGIG_04993, FGIG_02140	TREG1_56160.1
OG0000429	FGIG_05114	TREG1_131460.1, TREG1_131460.2
OG0000429	FGIG_08773	TREG1_36080.1
OG0000430	FGIG_02540, FGIG_02734	TREG1_44550.1, TREG1_44550.2
OG0000431	FGIG_02682	TREG1_75340.3, TREG1_75340.6, TREG1_75340.1, TREG1_75340.2, TREG1_75340.4, TREG1_75340.5
OG0000432	FGIG_02953	TREG1_133890.1, TREG1_133890.2, TREG1_133890.3
OG0000433	FGIG_03051	TREG1_40710.2, TREG1_40710.3, TREG1_40710.4, TREG1_40720.1
OG0000434	FGIG_07436, FGIG_07788, FGIG_12172, FGIG_03250	TREG1_130170.2, TREG1_130170.4, TREG1_130170.1, TREG1_130170.3, TREG1_130170.5, TREG1_130170.6
OG0000435	FGIG_03380, FGIG_03381	TREG1_75120.1
OG0000436	FGIG_04181	TREG1_31530.1
OG0000437	FGIG_04672	TREG1_18440.1
OG0000438	FGIG_04722	TREG1_82010.13, TREG1_82010.17, TREG1_82010.15, TREG1_82010.12, TREG1_82010.2, TREG1_82010.5, TREG1_82010.6, TREG1_82010.8, TREG1_82010.3, TREG1_82010.9, TREG1_82010.16, TREG1_82010.1, TREG1_82010.4, TREG1_82010.7, TREG1_82010.11, TREG1_82010.14, TREG1_82010.10
OG0000439	FGIG_05052	TREG1_115470.1, TREG1_115480.1, TREG1_115520.1
