Orthogroup	fasciola_gigantica	s.mekongi
OG0000457	FGIG_08921	KAK4472829.1, KAK4472828.1
OG0000458	FGIG_09209	KAK4472547.1
OG0000459	FGIG_09431	KAK4476162.1
OG0000464	FGIG_00328, FGIG_00327	KAK4474498.1
OG0000465	FGIG_00532	KAK4470509.1
OG0000466	FGIG_01561, FGIG_03877, FGIG_01560, FGIG_01559	KAK4469330.1
OG0000467	FGIG_02474, FGIG_02706, FGIG_02707, FGIG_02708, FGIG_02710, FGIG_02709	KAK4473827.1
OG0000468	FGIG_02572	KAK4470611.1
OG0000469	FGIG_03009	KAK4475681.1, KAK4475679.1
OG0000470	FGIG_04092	KAK4469640.1
OG0000471	FGIG_05330, FGIG_05331	KAK4468673.1
OG0000472	FGIG_10508, FGIG_06143	KAK4473823.1
OG0000473	FGIG_06411, FGIG_12123, FGIG_06410	KAK4475783.1
OG0000474	FGIG_07254	KAK4469729.1
OG0000475	FGIG_07645	KAK4471300.1, KAK4471299.1
OG0000476	FGIG_08382, FGIG_08383	KAK4475400.1
OG0000477	FGIG_08447, FGIG_12672	KAK4469093.1
OG0000479	FGIG_09169	KAK4472631.1
OG0000480	FGIG_09555	KAK4471463.1
OG0000481	FGIG_11554, FGIG_10028	KAK4471219.1
OG0000482	FGIG_10421	KAK4474371.1
OG0000483	FGIG_11522, FGIG_10429	KAK4471160.1
OG0000484	FGIG_10469, FGIG_11973	KAK4467873.1
OG0000485	FGIG_10899	KAK4474743.1
OG0000490	FGIG_00244	KAK4471519.1
OG0000491	FGIG_01361	KAK4472485.1
OG0000492	FGIG_01399, FGIG_01400	KAK4471712.1
OG0000493	FGIG_10535, FGIG_02574, FGIG_02575	KAK4469124.1
OG0000493	FGIG_02106	KAK4472786.1, KAK4472785.1
OG0000494	FGIG_02261, FGIG_09004	KAK4470618.1, KAK4470758.1, KAK4476182.1, KAK4472408.1
OG0000495	FGIG_02597, FGIG_02595	KAK4475594.1
OG0000496	FGIG_02657	KAK4473897.1
OG0000497	FGIG_03046	KAK4475832.1
OG0000498	FGIG_08610	KAK4473225.1
OG0000498	FGIG_06356, FGIG_06355, FGIG_09764	KAK4472209.1
OG0000499	FGIG_03308, FGIG_03309	KAK4470653.1
OG0000500	FGIG_05535	KAK4475112.1
OG0000501	FGIG_05786	KAK4472851.1
OG0000502	FGIG_12630, FGIG_06672, FGIG_05947, FGIG_05868, FGIG_09687	KAK4474193.1, KAK4474094.1
OG0000503	FGIG_06020	KAK4475659.1
OG0000504	FGIG_06236	KAK4469069.1
OG0000505	FGIG_06258	KAK4473033.1
OG0000506	FGIG_07761	KAK4475979.1, KAK4475980.1
OG0000507	FGIG_08020, FGIG_08019	KAK4472652.1
OG0000508	FGIG_09651	KAK4475295.1
OG0000509	FGIG_11147, FGIG_09900	KAK4469240.1, KAK4469667.1
OG0000510	FGIG_09919, FGIG_09920	KAK4470887.1, KAK4470889.1
OG0000512	FGIG_10635	KAK4469151.1
OG0000514	FGIG_11731	KAK4469103.1
OG0000515	FGIG_11760, FGIG_11877	KAK4474608.1
OG0000516	FGIG_11912, FGIG_11911	KAK4471404.1, KAK4471405.1
OG0000517	FGIG_11937	KAK4472849.1
OG0000521	FGIG_00188	KAK4470167.1
OG0000522	FGIG_00655	KAK4469781.1
OG0000523	FGIG_00791	KAK4470425.1
OG0000524	FGIG_00872, FGIG_04807	KAK4474637.1, KAK4467261.1
OG0000525	FGIG_03698	KAK4469434.1
OG0000526	FGIG_03947, FGIG_03948, FGIG_03949, FGIG_03950	KAK4474864.1
OG0000527	FGIG_04305, FGIG_04306	KAK4475122.1
OG0000528	FGIG_05456, FGIG_05455	KAK4472573.1
OG0000529	FGIG_05544	KAK4475249.1
OG0000529	FGIG_08863	KAK4473254.1
OG0000530	FGIG_05770	KAK4467863.1, KAK4467865.1
OG0000531	FGIG_05789, FGIG_10492, FGIG_10493	KAK4470778.1
OG0000532	FGIG_07231	KAK4467382.1, KAK4475786.1
OG0000533	FGIG_07562	KAK4475105.1
OG0000534	FGIG_13988, FGIG_07681	KAK4470412.1
OG0000535	FGIG_12466, FGIG_08126, FGIG_08125	KAK4472091.1
OG0000536	FGIG_08935, FGIG_08934	KAK4471326.1
OG0000537	FGIG_12232, FGIG_12182	KAK4469348.1
OG0000539	FGIG_00008	KAK4469058.1
OG0000540	FGIG_00485, FGIG_00487	KAK4475879.1
OG0000541	FGIG_00810	KAK4472810.1
OG0000542	FGIG_00859	KAK4468792.1
OG0000543	FGIG_01118	KAK4475287.1
OG0000544	FGIG_01478, FGIG_01480	KAK4470987.1
OG0000545	FGIG_02161	KAK4469836.1
OG0000545	FGIG_04734	KAK4470093.1
OG0000546	FGIG_02171	KAK4472420.1
OG0000547	FGIG_02243	KAK4468655.1
OG0000548	FGIG_02293	KAK4472431.1
OG0000549	FGIG_02503	KAK4474391.1
OG0000550	FGIG_02524, FGIG_04548	KAK4475158.1
OG0000551	FGIG_11586	KAK4469305.1, KAK4469306.1
OG0000552	FGIG_03044	KAK4475830.1
OG0000552	FGIG_10688	KAK4468870.1
OG0000553	FGIG_06277, FGIG_03255	KAK4467767.1, KAK4467768.1
OG0000554	FGIG_03594, FGIG_03593, FGIG_09273	KAK4474414.1
OG0000555	FGIG_06696, FGIG_03633, FGIG_07782	KAK4473577.1, KAK4467388.1
OG0000556	FGIG_04270	KAK4471444.1
OG0000557	FGIG_04408	KAK4473888.1
OG0000558	FGIG_04989	KAK4474954.1
OG0000559	FGIG_05022, FGIG_05024, FGIG_05023	KAK4468120.1
OG0000560	FGIG_05328	KAK4467821.1
OG0000561	FGIG_05533	KAK4467648.1
OG0000562	FGIG_05555, FGIG_05553	KAK4468116.1
OG0000563	FGIG_06026	KAK4475031.1
OG0000564	FGIG_06399, FGIG_10134	KAK4473434.1
OG0000565	FGIG_06423	KAK4476074.1
OG0000566	FGIG_06842	KAK4468294.1
OG0000567	FGIG_07651	KAK4471280.1
OG0000568	FGIG_08587	KAK4469792.1
OG0000568	FGIG_08255	KAK4471616.1
OG0000568	FGIG_08984	KAK4467372.1, KAK4467373.1
OG0000569	FGIG_08518	KAK4476174.1
OG0000570	FGIG_11175, FGIG_11174, FGIG_08779	KAK4474697.1, KAK4474698.1
OG0000571	FGIG_09381, FGIG_08972	KAK4476242.1
OG0000572	FGIG_10316	KAK4472053.1
OG0000574	FGIG_11179, FGIG_10756	KAK4475572.1
OG0000575	FGIG_10778	KAK4467778.1
OG0000576	FGIG_11079	KAK4472513.1
OG0000580	FGIG_06846	KAK4472241.1
OG0000581	FGIG_01599, FGIG_01600, FGIG_01602	KAK4471936.1, KAK4471935.1
OG0000582	FGIG_08180, FGIG_01623, FGIG_12483, FGIG_04914	KAK4468214.1, KAK4468215.1
OG0000582	FGIG_04913	KAK4468216.1
OG0000583	FGIG_01854	KAK4471891.1
OG0000584	FGIG_02128	KAK4472904.1
OG0000585	FGIG_03970	KAK4475899.1
OG0000586	FGIG_04310	KAK4472683.1
OG0000588	FGIG_04873, FGIG_04872	KAK4475516.1, KAK4475517.1
OG0000589	FGIG_05822	KAK4469851.1
OG0000590	FGIG_06108	KAK4472757.1
OG0000591	FGIG_07049	KAK4467269.1, KAK4476072.1
OG0000592	FGIG_07330	KAK4472704.1
OG0000593	FGIG_07487	KAK4472608.1
OG0000594	FGIG_09951	KAK4469251.1
OG0000595	FGIG_10443	KAK4469621.1
OG0000598	FGIG_00058	KAK4474284.1
OG0000599	FGIG_00310	KAK4471696.1
OG0000600	FGIG_00415	KAK4471566.1
OG0000601	FGIG_00679, FGIG_00677	KAK4467638.1
OG0000601	FGIG_06993, FGIG_06994	KAK4473596.1
OG0000602	FGIG_07880, FGIG_00906	KAK4475290.1
OG0000603	FGIG_01276	KAK4469417.1
OG0000604	FGIG_01861	KAK4473735.1
OG0000605	FGIG_04127, FGIG_05340, FGIG_08932, FGIG_04128, FGIG_06075, FGIG_02168, FGIG_09785, FGIG_11355, FGIG_08151	KAK4473042.1, KAK4473095.1, KAK4475169.1
OG0000606	FGIG_02582	KAK4469307.1
OG0000606	FGIG_02582	KAK4474888.1
OG0000606	FGIG_04619	KAK4469307.1
OG0000606	FGIG_04619	KAK4474888.1
OG0000606	FGIG_05706	KAK4469307.1
OG0000606	FGIG_05706	KAK4474888.1
OG0000606	FGIG_06473	KAK4468218.1
OG0000606	FGIG_04326	KAK4475669.1
OG0000606	FGIG_02444	KAK4468618.1, KAK4468786.1, KAK4473142.1
OG0000606	FGIG_11978	KAK4467525.1
OG0000606	FGIG_11978	KAK4475857.1
OG0000607	FGIG_02390	KAK4472677.1
OG0000608	FGIG_12153, FGIG_02513	KAK4469449.1
OG0000609	FGIG_03553	KAK4473088.1
OG0000610	FGIG_06791	KAK4467550.1
OG0000610	FGIG_04026	KAK4473384.1
OG0000611	FGIG_04031, FGIG_04611, FGIG_04610	KAK4473544.1, KAK4473545.1
OG0000612	FGIG_05075, FGIG_07356	KAK4476245.1
OG0000613	FGIG_05297	KAK4473830.1
OG0000614	FGIG_07551, FGIG_05357, FGIG_05708	KAK4473739.1
OG0000615	FGIG_05820	KAK4467492.1, KAK4474712.1
OG0000616	FGIG_05900, FGIG_05899, FGIG_05901, FGIG_05902	KAK4471831.1
OG0000617	FGIG_06140	KAK4468298.1
OG0000618	FGIG_06230	KAK4474007.1
OG0000619	FGIG_06508	KAK4475871.1
OG0000620	FGIG_06888	KAK4475311.1
OG0000620	FGIG_07590	KAK4469019.1
OG0000621	FGIG_08191	KAK4472466.1
OG0000622	FGIG_08378	KAK4470587.1
OG0000623	FGIG_08778	KAK4474699.1
OG0000624	FGIG_09639	KAK4472788.1
OG0000626	FGIG_10065	KAK4469865.1
OG0000628	FGIG_10311	KAK4471942.1
OG0000629	FGIG_11102, FGIG_11404, FGIG_11103	KAK4473779.1
OG0000630	FGIG_11115	KAK4472088.1
OG0000631	FGIG_11204	KAK4471440.1, KAK4471947.1
OG0000632	FGIG_11309	KAK4467549.1, KAK4474720.1
OG0000633	FGIG_11961, FGIG_11512	KAK4469491.1
OG0000636	FGIG_00195, FGIG_00194	KAK4467759.1
OG0000637	FGIG_00401, FGIG_09972	KAK4469224.1
OG0000638	FGIG_00444, FGIG_00445	KAK4471472.1
OG0000639	FGIG_12024, FGIG_00548	KAK4471799.1
OG0000640	FGIG_07362, FGIG_01307	KAK4468114.1
OG0000641	FGIG_10155	KAK4476055.1
OG0000641	FGIG_06676	KAK4467404.1, KAK4475738.1
OG0000643	FGIG_07634	KAK4469713.1
OG0000643	FGIG_01520	KAK4469714.1
OG0000644	FGIG_02755	KAK4467799.1
OG0000645	FGIG_03205, FGIG_03204	KAK4476259.1, KAK4476258.1
OG0000646	FGIG_06464, FGIG_04063	KAK4476243.1
OG0000647	FGIG_04352	KAK4471769.1
OG0000648	FGIG_04810	KAK4468712.1
OG0000649	FGIG_12167, FGIG_04864	KAK4471824.1
OG0000650	FGIG_05802	KAK4470771.1, KAK4470770.1, KAK4470769.1
OG0000651	FGIG_06711	KAK4473422.1
OG0000652	FGIG_07451, FGIG_11251	KAK4473663.1
OG0000653	FGIG_08008	KAK4473617.1
OG0000654	FGIG_08135	KAK4472538.1
OG0000655	FGIG_08460	KAK4467993.1
OG0000656	FGIG_11331	KAK4470547.1
OG0000657	FGIG_12016	KAK4468518.1
OG0000663	FGIG_00042	KAK4473924.1
OG0000664	FGIG_00049	KAK4467553.1
OG0000665	FGIG_00160, FGIG_00161	KAK4470314.1
OG0000666	FGIG_00549	KAK4471800.1
OG0000667	FGIG_01542	KAK4475968.1
OG0000668	FGIG_01730, FGIG_09027	KAK4469499.1
OG0000669	FGIG_01837	KAK4471524.1
OG0000671	FGIG_08408, FGIG_02086	KAK4470732.1
OG0000672	FGIG_02238	KAK4472427.1
OG0000673	FGIG_09403, FGIG_02862, FGIG_11262	KAK4474792.1, KAK4474791.1
OG0000674	FGIG_03748	KAK4470823.1
OG0000675	FGIG_04836	KAK4470214.1, KAK4470213.1
OG0000676	FGIG_04981	KAK4467996.1
OG0000677	FGIG_08608, FGIG_05149	KAK4475848.1
OG0000678	FGIG_05212, FGIG_08440	KAK4474196.1
OG0000679	FGIG_05421	KAK4470237.1
OG0000680	FGIG_06325	KAK4474863.1
OG0000681	FGIG_07672, FGIG_07674, FGIG_07673	KAK4474159.1
OG0000682	FGIG_08671, FGIG_10440	KAK4473529.1
OG0000683	FGIG_08868	KAK4469834.1
OG0000683	FGIG_11508	KAK4471596.1
OG0000684	FGIG_09603	KAK4468121.1
OG0000685	FGIG_10349	KAK4470335.1
OG0000686	FGIG_10794	KAK4471839.1
OG0000687	FGIG_10988	KAK4472948.1
OG0000688	FGIG_11395	KAK4475845.1
OG0000689	FGIG_11959, FGIG_11996, FGIG_12497	KAK4475573.1
OG0000695	FGIG_01172	KAK4467842.1
OG0000695	FGIG_00165	KAK4473537.1
OG0000696	FGIG_00322	KAK4475838.1
OG0000697	FGIG_00451	KAK4473658.1
OG0000698	FGIG_00723	KAK4475322.1
OG0000699	FGIG_00957	KAK4472379.1
OG0000700	FGIG_01249	KAK4473015.1
OG0000701	FGIG_01998	KAK4471911.1
OG0000702	FGIG_02188	KAK4468836.1
OG0000703	FGIG_02284, FGIG_02283, FGIG_09761, FGIG_07532, FGIG_07531, FGIG_06144	KAK4475702.1
OG0000704	FGIG_02296	KAK4469568.1
OG0000705	FGIG_02537, FGIG_04858	KAK4475920.1
OG0000706	FGIG_03088	KAK4473560.1
OG0000706	FGIG_06242	KAK4469683.1
OG0000707	FGIG_03479, FGIG_13999	KAK4467706.1
OG0000708	FGIG_03513, FGIG_05397	KAK4473844.1
OG0000709	FGIG_03634	KAK4473581.1
OG0000710	FGIG_04123	KAK4476143.1
OG0000711	FGIG_04685	KAK4470475.1
OG0000712	FGIG_04717	KAK4469473.1
OG0000713	FGIG_04850	KAK4470169.1
OG0000714	FGIG_09522, FGIG_05276	KAK4469311.1
OG0000715	FGIG_05565	KAK4473080.1
OG0000716	FGIG_06079, FGIG_11256	KAK4474488.1
OG0000717	FGIG_06905, FGIG_06906	KAK4472067.1
OG0000718	FGIG_07103	KAK4470744.1
OG0000719	FGIG_07183	KAK4469833.1
OG0000721	FGIG_07460	KAK4469698.1
OG0000722	FGIG_07693, FGIG_07988	KAK4475859.1
OG0000723	FGIG_08409	KAK4470731.1
OG0000724	FGIG_08545, FGIG_08543	KAK4473416.1
OG0000725	FGIG_08674, FGIG_12036	KAK4470428.1
OG0000726	FGIG_08836	KAK4472444.1
OG0000726	FGIG_08835	KAK4472445.1
OG0000727	FGIG_09069	KAK4473799.1
OG0000728	FGIG_12215, FGIG_09158	KAK4469556.1
OG0000729	FGIG_12577, FGIG_12004, FGIG_09493, FGIG_11791	KAK4476249.1
OG0000730	FGIG_10454	KAK4471836.1
OG0000731	FGIG_10487	KAK4470693.1
OG0000732	FGIG_11075	KAK4475629.1
OG0000733	FGIG_12111, FGIG_11583	KAK4475569.1
OG0000736	FGIG_00111	KAK4470813.1
OG0000737	FGIG_00338, FGIG_00337, FGIG_00339	KAK4474370.1
OG0000738	FGIG_02670, FGIG_00476, FGIG_08925	KAK4470138.1
OG0000740	FGIG_01427	KAK4475982.1
OG0000741	FGIG_02730	KAK4468185.1
OG0000743	FGIG_03357	KAK4475498.1
OG0000744	FGIG_04615	KAK4474236.1, KAK4467355.1, KAK4475639.1
OG0000745	FGIG_04697, FGIG_11035	KAK4473918.1
OG0000746	FGIG_05601	KAK4471896.1
OG0000747	FGIG_05634	KAK4473517.1
OG0000748	FGIG_05694, FGIG_05760, FGIG_05761	KAK4470051.1, KAK4467349.1, KAK4470183.1
OG0000749	FGIG_05710	KAK4470073.1
OG0000750	FGIG_06338	KAK4470486.1
OG0000751	FGIG_06853, FGIG_12237	KAK4475833.1, KAK4475835.1, KAK4475538.1
OG0000752	FGIG_06872	KAK4467935.1, KAK4467930.1
OG0000754	FGIG_07172	KAK4469412.1
OG0000756	FGIG_07332	KAK4473770.1
OG0000757	FGIG_07577	KAK4469488.1
OG0000758	FGIG_07692	KAK4474262.1
OG0000759	FGIG_08239, FGIG_08240, FGIG_11630, FGIG_08238	KAK4469520.1
OG0000760	FGIG_08405	KAK4470881.1
OG0000761	FGIG_08641	KAK4469193.1
OG0000762	FGIG_11563, FGIG_11679	KAK4468368.1
OG0000762	FGIG_08717	KAK4468720.1
OG0000763	FGIG_10588	KAK4475061.1
OG0000764	FGIG_10711	KAK4476235.1
OG0000765	FGIG_12043, FGIG_11357	KAK4469518.1
OG0000765	FGIG_11560, FGIG_12698	KAK4469519.1
OG0000766	FGIG_11419	KAK4471386.1
OG0000767	FGIG_11449	KAK4471235.1
OG0000768	FGIG_11533, FGIG_12305	KAK4473678.1
OG0000769	FGIG_12118, FGIG_12119	KAK4475312.1
OG0000770	FGIG_12503, FGIG_12181	KAK4474961.1
OG0000773	FGIG_04534, FGIG_00207	KAK4473279.1
OG0000774	FGIG_00300, FGIG_00299	KAK4475493.1
OG0000775	FGIG_00308	KAK4469163.1
OG0000776	FGIG_10546	KAK4469675.1
OG0000776	FGIG_00374	KAK4469755.1
OG0000777	FGIG_00633	KAK4469700.1
OG0000778	FGIG_03692	KAK4473368.1
OG0000779	FGIG_00938	KAK4467285.1, KAK4467284.1, KAK4475645.1, KAK4467283.1, KAK4467511.1
OG0000780	FGIG_01425	KAK4475273.1
OG0000781	FGIG_01631	KAK4474552.1
OG0000781	FGIG_06825	KAK4476024.1
OG0000782	FGIG_01653, FGIG_01652	KAK4472624.1
OG0000783	FGIG_02146, FGIG_11024, FGIG_11880	KAK4469441.1
OG0000784	FGIG_02281	KAK4472638.1
OG0000785	FGIG_02641, FGIG_02640	KAK4472075.1, KAK4472076.1
OG0000786	FGIG_02834	KAK4473618.1
OG0000787	FGIG_03330	KAK4467917.1, KAK4467919.1, KAK4472011.1
OG0000788	FGIG_03424	KAK4474750.1
OG0000789	FGIG_03779	KAK4473257.1, KAK4473256.1
OG0000790	FGIG_08832, FGIG_03836	KAK4473741.1
OG0000791	FGIG_09865, FGIG_04257, FGIG_04256	KAK4473509.1
OG0000792	FGIG_04315	KAK4469047.1, KAK4475816.1
OG0000793	FGIG_04387, FGIG_04388	KAK4472249.1
OG0000794	FGIG_04456	KAK4474355.1
OG0000795	FGIG_09877, FGIG_04474	KAK4467676.1
OG0000796	FGIG_04495, FGIG_08360	KAK4474757.1
OG0000797	FGIG_10416, FGIG_04513	KAK4475035.1
OG0000798	FGIG_04574	KAK4475964.1
OG0000799	FGIG_04575	KAK4471638.1
OG0000800	FGIG_04703	KAK4476179.1
OG0000801	FGIG_04893	KAK4475245.1
OG0000802	FGIG_07812	KAK4470576.1
OG0000802	FGIG_12596, FGIG_05603	KAK4472112.1
OG0000803	FGIG_05677	KAK4470919.1
OG0000804	FGIG_11847, FGIG_05852	KAK4473168.1
OG0000805	FGIG_06069	KAK4474013.1
OG0000806	FGIG_06119	KAK4470608.1
OG0000807	FGIG_06243	KAK4473307.1, KAK4474358.1
OG0000808	FGIG_06270	KAK4467779.1
OG0000809	FGIG_06731, FGIG_11853	KAK4468611.1
OG0000810	FGIG_06961	KAK4473212.1
OG0000811	FGIG_07144	KAK4474417.1
OG0000812	FGIG_07516	KAK4474440.1
OG0000813	FGIG_07818	KAK4468852.1
OG0000814	FGIG_08219	KAK4471430.1
OG0000815	FGIG_08221, FGIG_11100, FGIG_08223	KAK4472012.1
OG0000816	FGIG_08709	KAK4468020.1
OG0000817	FGIG_09135	KAK4468677.1
OG0000818	FGIG_09435	KAK4474538.1
OG0000819	FGIG_09439	KAK4471251.1
OG0000820	FGIG_11717	KAK4467442.1
OG0000820	FGIG_09466	KAK4473128.1
OG0000821	FGIG_09921	KAK4469272.1
OG0000822	FGIG_10054	KAK4470476.1
OG0000823	FGIG_10877	KAK4467478.1
OG0000823	FGIG_10391	KAK4467922.1
OG0000824	FGIG_10848	KAK4475591.1
OG0000825	FGIG_11216	KAK4470419.1, KAK4470420.1, KAK4470421.1
OG0000827	FGIG_12190	KAK4470549.1
OG0000830	FGIG_00108	KAK4469293.1
OG0000831	FGIG_00177	KAK4473480.1
OG0000832	FGIG_00455	KAK4471871.1
OG0000833	FGIG_00489, FGIG_06899	KAK4472353.1
OG0000835	FGIG_00786	KAK4473919.1
OG0000836	FGIG_00855	KAK4473858.1
OG0000837	FGIG_01009	KAK4472239.1
OG0000838	FGIG_01017, FGIG_01016	KAK4473759.1
OG0000839	FGIG_01333	KAK4473818.1
OG0000840	FGIG_01498	KAK4470970.1, KAK4470978.1
OG0000841	FGIG_01937	KAK4475007.1
OG0000842	FGIG_01947	KAK4471617.1
OG0000843	FGIG_02333	KAK4468285.1
OG0000844	FGIG_02635	KAK4475850.1
OG0000845	FGIG_03440	KAK4468551.1, KAK4467252.1
OG0000846	FGIG_04141, FGIG_04373	KAK4474858.1
OG0000847	FGIG_04277	KAK4476036.1
OG0000848	FGIG_04531	KAK4474163.1
OG0000849	FGIG_04536	KAK4473756.1
OG0000850	FGIG_04635	KAK4473025.1
OG0000851	FGIG_04677	KAK4468610.1
OG0000852	FGIG_04776	KAK4474383.1
OG0000853	FGIG_04849, FGIG_06913	KAK4468234.1
OG0000854	FGIG_04960	KAK4473859.1
OG0000855	FGIG_05067	KAK4467325.1
OG0000856	FGIG_05440	KAK4475581.1
OG0000857	FGIG_06616	KAK4467572.1, KAK4475703.1
OG0000858	FGIG_06646	KAK4467344.1, KAK4467343.1, KAK4475741.1
OG0000859	FGIG_07329	KAK4469232.1
OG0000860	FGIG_08877	KAK4471825.1
OG0000860	FGIG_08075	KAK4471718.1
OG0000862	FGIG_09618	KAK4472465.1
OG0000864	FGIG_10031	KAK4473645.1
OG0000865	FGIG_11450	KAK4472356.1
OG0000866	FGIG_11612	KAK4475812.1
OG0000869	FGIG_08036, FGIG_00173, FGIG_10748	KAK4468576.1
OG0000870	FGIG_00458	KAK4474365.1
OG0000871	FGIG_00704, FGIG_00705	KAK4472823.1
OG0000872	FGIG_01168	KAK4475688.1
OG0000873	FGIG_01237	KAK4468855.1
OG0000874	FGIG_09975, FGIG_05621, FGIG_02068	KAK4473534.1
OG0000875	FGIG_02491	KAK4471728.1
OG0000876	FGIG_02493, FGIG_13987	KAK4473295.1
OG0000877	FGIG_02724	KAK4476016.1
OG0000878	FGIG_11660, FGIG_02764	KAK4475183.1
OG0000879	FGIG_03120	KAK4471099.1
OG0000880	FGIG_03926	KAK4470966.1
OG0000881	FGIG_04172	KAK4475745.1
OG0000881	FGIG_04278	KAK4468637.1
OG0000882	FGIG_05170	KAK4475447.1
OG0000882	FGIG_04211	KAK4473671.1
OG0000883	FGIG_04212	KAK4473672.1
OG0000884	FGIG_04519	KAK4473737.1
OG0000885	FGIG_06559, FGIG_04824	KAK4474352.1
OG0000886	FGIG_06109	KAK4470894.1
OG0000887	FGIG_07211	KAK4475063.1
OG0000888	FGIG_07235	KAK4470877.1, KAK4470878.1
OG0000890	FGIG_07609	KAK4473603.1
OG0000891	FGIG_08269	KAK4473846.1
OG0000892	FGIG_08300	KAK4469720.1
OG0000894	FGIG_09025	KAK4468755.1
OG0000895	FGIG_09033, FGIG_10887, FGIG_11622	KAK4472632.1
OG0000896	FGIG_09198, FGIG_11521	KAK4475362.1
OG0000897	FGIG_09238, FGIG_09239	KAK4476316.1
OG0000898	FGIG_09340	KAK4470204.1
OG0000899	FGIG_09861	KAK4474583.1
OG0000900	FGIG_09928, FGIG_10894, FGIG_11511	KAK4475641.1
OG0000901	FGIG_09929	KAK4471706.1
OG0000902	FGIG_10069	KAK4469829.1
OG0000903	FGIG_10099, FGIG_12212	KAK4475319.1
OG0000904	FGIG_10256	KAK4475874.1
OG0000905	FGIG_12473, FGIG_10853	KAK4470893.1
OG0000906	FGIG_11785	KAK4471295.1
OG0000907	FGIG_12114	KAK4470463.1
OG0000910	FGIG_00237	KAK4476130.1
OG0000911	FGIG_01294, FGIG_01295	KAK4471170.1
OG0000912	FGIG_01540	KAK4475973.1
OG0000913	FGIG_01566, FGIG_05409, FGIG_02080, FGIG_02081	KAK4472644.1
OG0000914	FGIG_01782	KAK4473816.1
OG0000915	FGIG_02191	KAK4472417.1
OG0000916	FGIG_02554	KAK4473712.1
OG0000917	FGIG_02688, FGIG_12358, FGIG_11883	KAK4468177.1
OG0000918	FGIG_02932	KAK4472957.1
OG0000919	FGIG_03174	KAK4468191.1
OG0000920	FGIG_03229	KAK4467644.1
OG0000921	FGIG_03378	KAK4473570.1
OG0000923	FGIG_09953	KAK4473354.1
OG0000923	FGIG_03937	KAK4467730.1
OG0000925	FGIG_03997	KAK4474818.1
OG0000926	FGIG_04108, FGIG_04107	KAK4472929.1
OG0000927	FGIG_04164	KAK4475055.1
OG0000928	FGIG_05151	KAK4474205.1
OG0000929	FGIG_05247	KAK4471201.1
OG0000930	FGIG_05414	KAK4473473.1
OG0000931	FGIG_05808, FGIG_05809, FGIG_05812	KAK4470219.1
OG0000932	FGIG_05937	KAK4476123.1
OG0000933	FGIG_06615	KAK4473701.1
OG0000934	FGIG_06893, FGIG_06892	KAK4476302.1
OG0000935	FGIG_06948	KAK4471482.1
OG0000936	FGIG_07247, FGIG_12684	KAK4467944.1
OG0000937	FGIG_08721, FGIG_07320	KAK4469907.1
OG0000938	FGIG_07574	KAK4471997.1
OG0000939	FGIG_08083	KAK4468842.1
OG0000940	FGIG_08529	KAK4475887.1
OG0000941	FGIG_08549	KAK4472578.1
OG0000942	FGIG_08647	KAK4474779.1
OG0000943	FGIG_12262, FGIG_08967	KAK4472800.1
OG0000944	FGIG_08996	KAK4471183.1
OG0000945	FGIG_11567, FGIG_10084	KAK4474600.1
OG0000946	FGIG_10162	KAK4476224.1
OG0000947	FGIG_10405	KAK4473782.1
OG0000948	FGIG_10715	KAK4468000.1
OG0000949	FGIG_11029, FGIG_12400	KAK4474797.1, KAK4474796.1
OG0000950	FGIG_11337	KAK4469335.1
OG0000951	FGIG_11751	KAK4467725.1, KAK4467726.1
OG0000952	FGIG_11963	KAK4472413.1
OG0000953	FGIG_12056	KAK4471693.1
OG0000954	FGIG_12353	KAK4470079.1
OG0000958	FGIG_00120	KAK4475258.1
OG0000959	FGIG_00122	KAK4470133.1
OG0000960	FGIG_00387, FGIG_06998	KAK4475503.1
OG0000961	FGIG_01111	KAK4473786.1
OG0000962	FGIG_01352, FGIG_10661	KAK4470465.1
OG0000963	FGIG_07862, FGIG_01440, FGIG_01439	KAK4475528.1
OG0000964	FGIG_09268, FGIG_01648	KAK4473624.1
OG0000965	FGIG_02037	KAK4471425.1
OG0000966	FGIG_07892	KAK4474035.1
OG0000966	FGIG_02145	KAK4469278.1
OG0000967	FGIG_02147	KAK4474115.1
OG0000968	FGIG_02274	KAK4475563.1, KAK4475566.1
OG0000969	FGIG_04795	KAK4468356.1, KAK4468355.1
OG0000969	FGIG_02776, FGIG_11524	KAK4468357.1
OG0000970	FGIG_03075	KAK4470288.1
OG0000971	FGIG_03179, FGIG_13983	KAK4475069.1
OG0000972	FGIG_11948, FGIG_03784	KAK4475919.1
OG0000973	FGIG_03899	KAK4473078.1, KAK4473073.1, KAK4473076.1, KAK4473077.1
OG0000974	FGIG_04084	KAK4469802.1
OG0000975	FGIG_09679, FGIG_09681, FGIG_04437, FGIG_09882	KAK4475902.1
OG0000976	FGIG_04455	KAK4476301.1
OG0000977	FGIG_04668	KAK4474438.1
OG0000978	FGIG_04760	KAK4475351.1
OG0000979	FGIG_06407, FGIG_04838, FGIG_06406	KAK4467504.1
OG0000980	FGIG_04979	KAK4469712.1
OG0000981	FGIG_05295, FGIG_09246	KAK4467302.1
OG0000982	FGIG_05391	KAK4471784.1
OG0000983	FGIG_05642	KAK4475242.1
OG0000984	FGIG_08758, FGIG_05698	KAK4474162.1
