Orthogroup	schmidtea_mediterranea	trichobilharzia_regenti
OG0000134	h1SMcT0006437.1, h1SMcT0006437.2, h1SMcT0006437.3	TREG1_16070.6, TREG1_16070.7, TREG1_16070.4, TREG1_16070.1, TREG1_16070.10, TREG1_16070.11, TREG1_16070.12, TREG1_16070.13, TREG1_16070.16, TREG1_16070.18, TREG1_16070.19, TREG1_16070.20, TREG1_16070.22, TREG1_16070.23, TREG1_16070.8, TREG1_16070.9, TREG1_16070.15, TREG1_16070.2, TREG1_16070.17, TREG1_16070.21, TREG1_16070.3, TREG1_16070.5, TREG1_16070.14
OG0000135	h1SMcT0016982.1, h1SMcT0016982.5, h1SMcT0016982.6, h1SMcT0016982.3, h1SMcT0016982.2, h1SMcT0016982.4, h1SMcT0009230.3, h1SMcT0009230.4, h1SMcT0009230.2, h1SMcT0009230.1	TREG1_30030.1
OG0000136	h1SMcT0000155.1	TREG1_10930.1, TREG1_10930.3, TREG1_10930.6, TREG1_10930.7, TREG1_10930.4, TREG1_10930.5, TREG1_10930.2
OG0000137	h1SMcT0023090.1	TREG1_56270.1, TREG1_56250.1, TREG1_56260.1
OG0000138	h1SMcT0020322.1	TREG1_120930.1, TREG1_120930.3, TREG1_120930.2
OG0000138	h1SMcT0012517.1, h1SMcT0003884.5, h1SMcT0003884.11, h1SMcT0003884.12, h1SMcT0003884.4, h1SMcT0003884.7, h1SMcT0003884.10, h1SMcT0003884.6, h1SMcT0003884.8, h1SMcT0003884.1, h1SMcT0003884.9, h1SMcT0003884.2, h1SMcT0003884.13, h1SMcT0003884.3	TREG1_35980.1, TREG1_35980.2, TREG1_35980.4, TREG1_35980.3
OG0000139	h1SMcT0002285.1	TREG1_3840.1
OG0000140	h1SMcT0010178.1, h1SMcT0010178.3, h1SMcT0010178.2, h1SMcT0010489.1, h1SMcT0018139.18	TREG1_105170.1, TREG1_105160.1
OG0000142	h1SMcT0003538.1, h1SMcT0003538.2, h1SMcT0003539.1, h1SMcT0003540.1	TREG1_22240.1, TREG1_22210.1, TREG1_22220.1, TREG1_22220.2, TREG1_22230.1, TREG1_22250.1
OG0000144	h1SMcT0012404.1	TREG1_75080.1, TREG1_75090.1
OG0000144	h1SMcT0013799.1, h1SMcT0013799.2, h1SMcT0003030.1, h1SMcT0003031.1, h1SMcT0003041.1	TREG1_59650.1, TREG1_72000.1, TREG1_72690.1, TREG1_72690.2, TREG1_72690.3, TREG1_72690.4, TREG1_72690.5
OG0000145	h1SMcT0013665.1	TREG1_34360.10, TREG1_34360.1, TREG1_34360.2, TREG1_34360.6, TREG1_34360.8, TREG1_34360.9, TREG1_34360.12, TREG1_34360.7, TREG1_34360.3, TREG1_34360.4, TREG1_34360.5, TREG1_34360.11
OG0000146	h1SMcT0006897.1, h1SMcT0006897.2	TREG1_125040.1
OG0000146	h1SMcT0006790.1, h1SMcT0019090.1, h1SMcT0014811.1, h1SMcT0020845.1	TREG1_76210.1
OG0000146	h1SMcT0021690.2	TREG1_46270.1, TREG1_67040.1
OG0000147	h1SMcT0011597.1	TREG1_44400.1, TREG1_44400.2, TREG1_44400.3, TREG1_44400.4
OG0000149	h1SMcT0005461.1, h1SMcT0005461.2	TREG1_71310.1
OG0000151	h1SMcT0006201.1	TREG1_90300.1
OG0000152	h1SMcT0001548.1	TREG1_21080.1, TREG1_21100.1
OG0000153	h1SMcT0022006.1, h1SMcT0020307.1, h1SMcT0020306.1, h1SMcT0020306.2, h1SMcT0020303.1, h1SMcT0020304.1, h1SMcT0020305.1	TREG1_76680.1, TREG1_76700.1, TREG1_76710.1, TREG1_76680.2, TREG1_76670.1, TREG1_76670.2, TREG1_76670.3, TREG1_76670.4, TREG1_76660.1, TREG1_76660.2, TREG1_76550.1, TREG1_76560.1
OG0000154	h1SMcT0021968.1, h1SMcT0021968.8, h1SMcT0021968.2, h1SMcT0021968.4, h1SMcT0021968.5, h1SMcT0021968.7, h1SMcT0021968.3, h1SMcT0021968.6	TREG1_22920.1
OG0000155	h1SMcT0001030.1	TREG1_140290.2, TREG1_140290.3, TREG1_140290.4, TREG1_140290.1, TREG1_52850.1, TREG1_52850.2
OG0000156	h1SMcT0017161.2, h1SMcT0002712.1	TREG1_22430.1, TREG1_22430.2, TREG1_22440.3, TREG1_22440.2, TREG1_22440.1
OG0000157	h1SMcT0018006.1, h1SMcT0018092.1, h1SMcT0018092.2, h1SMcT0005006.1, h1SMcT0005006.2	TREG1_84400.1, TREG1_84400.2
OG0000157	h1SMcT0001155.1, h1SMcT0001155.2, h1SMcT0016076.1, h1SMcT0020455.1	TREG1_34700.1, TREG1_34700.2
OG0000157	h1SMcT0013969.1, h1SMcT0013969.2	TREG1_136430.1, TREG1_136430.2, TREG1_136430.3, TREG1_136430.4
OG0000158	h1SMcT0014818.1, h1SMcT0014818.2, h1SMcT0014818.3	TREG1_1680.1
OG0000158	h1SMcT0021962.1, h1SMcT0021962.2, h1SMcT0021962.3, h1SMcT0021962.14, h1SMcT0021962.13, h1SMcT0021962.17, h1SMcT0021962.6, h1SMcT0021962.11, h1SMcT0021962.12, h1SMcT0021962.15, h1SMcT0021962.16, h1SMcT0021962.4, h1SMcT0021962.5, h1SMcT0021962.7, h1SMcT0021962.8, h1SMcT0021962.9, h1SMcT0021962.10	TREG1_1690.1
OG0000159	h1SMcT0014227.1, h1SMcT0014227.2	TREG1_81430.7, TREG1_81430.8, TREG1_81430.14, TREG1_81430.3, TREG1_81430.12, TREG1_81430.15, TREG1_81430.16, TREG1_81430.2, TREG1_81430.4, TREG1_81430.9, TREG1_81430.10, TREG1_81430.13, TREG1_81430.17, TREG1_81430.5, TREG1_81430.6, TREG1_81430.1, TREG1_81430.11, TREG1_81430.18, TREG1_81430.19
OG0000161	h1SMcT0012867.1	TREG1_57250.1, TREG1_57250.5, TREG1_57250.3, TREG1_57250.4, TREG1_57250.6, TREG1_57250.2
OG0000164	h1SMcT0014759.1	TREG1_84950.1
OG0000164	h1SMcT0021090.1	TREG1_73320.1, TREG1_73320.2
OG0000164	h1SMcT0015612.1, h1SMcT0015612.2, h1SMcT0005445.1	TREG1_49020.1
OG0000165	h1SMcT0018166.5	TREG1_88100.6, TREG1_88100.1, TREG1_88100.7, TREG1_88100.3, TREG1_88100.4, TREG1_88100.5, TREG1_88100.2, TREG1_88100.8
OG0000167	h1SMcT0022585.6, h1SMcT0022585.1, h1SMcT0022585.3, h1SMcT0022585.2, h1SMcT0022585.5, h1SMcT0022585.4	TREG1_107550.2, TREG1_107550.1, TREG1_107550.3
OG0000172	h1SMcT0021603.1, h1SMcT0021603.2, h1SMcT0021603.3	TREG1_21360.1
OG0000173	h1SMcT0003247.2, h1SMcT0003247.3, h1SMcT0003247.1, h1SMcT0003247.4, h1SMcT0003247.5	TREG1_118700.1
OG0000175	h1SMcT0007906.1, h1SMcT0018636.1, h1SMcT0020881.1, h1SMcT0002497.1, h1SMcT0019151.1	TREG1_57480.1, TREG1_57470.1, TREG1_57460.1, TREG1_57450.1
OG0000177	h1SMcT0004379.1, h1SMcT0004379.9, h1SMcT0004379.10, h1SMcT0004379.5, h1SMcT0004379.4, h1SMcT0004379.2, h1SMcT0004379.8, h1SMcT0004379.3, h1SMcT0004379.7, h1SMcT0004379.6	TREG1_78220.6, TREG1_78220.8, TREG1_78220.3, TREG1_78220.2, TREG1_78220.5, TREG1_78220.1, TREG1_78220.7, TREG1_78220.4
OG0000179	h1SMcT0009705.1, h1SMcT0009705.3, h1SMcT0009705.2, h1SMcT0009705.4	TREG1_74820.1, TREG1_74820.2, TREG1_74810.1
OG0000180	h1SMcT0016760.1, h1SMcT0016760.2	TREG1_112250.1, TREG1_112250.2, TREG1_112250.3
OG0000182	h1SMcT0000076.3, h1SMcT0000076.2, h1SMcT0000076.4	TREG1_79160.5, TREG1_79160.4, TREG1_79160.1, TREG1_79160.2, TREG1_79160.3, TREG1_79170.1
OG0000182	h1SMcT0000188.1, h1SMcT0000194.1, h1SMcT0000194.2	TREG1_50210.3, TREG1_50210.1, TREG1_50210.2
OG0000184	h1SMcT0015425.1, h1SMcT0015431.1	TREG1_65710.1, TREG1_65760.1, TREG1_65740.1, TREG1_65730.1, TREG1_65770.1, TREG1_65720.1, TREG1_65700.1, TREG1_65700.3, TREG1_65700.2, TREG1_65700.4, TREG1_65640.1, TREG1_65650.1, TREG1_65660.1, TREG1_65680.1, TREG1_65690.1
OG0000186	h1SMcT0015722.1, h1SMcT0013906.1, h1SMcT0013910.1	TREG1_101700.1, TREG1_101700.2
OG0000187	h1SMcT0002580.8, h1SMcT0002580.4, h1SMcT0002580.5, h1SMcT0002580.7, h1SMcT0002580.1, h1SMcT0002580.6, h1SMcT0002580.9, h1SMcT0002580.3, h1SMcT0002580.2, h1SMcT0009621.1, h1SMcT0009621.3, h1SMcT0009621.2	TREG1_72910.1, TREG1_72910.2, TREG1_72910.3
OG0000190	h1SMcT0007247.1	TREG1_68900.10, TREG1_68900.14, TREG1_68900.16, TREG1_68900.4, TREG1_68900.7, TREG1_68900.1, TREG1_68900.11, TREG1_68900.2, TREG1_68900.17, TREG1_68900.5, TREG1_68900.12, TREG1_68900.6, TREG1_68900.13, TREG1_68900.15, TREG1_68900.3, TREG1_68900.8, TREG1_68900.9
OG0000192	h1SMcT0015806.1	TREG1_86440.5, TREG1_86440.2, TREG1_86440.1, TREG1_86440.3, TREG1_86440.4
OG0000193	h1SMcT0000127.2, h1SMcT0000127.1, h1SMcT0000127.4	TREG1_79100.11, TREG1_79100.12, TREG1_79100.3, TREG1_79100.4, TREG1_79100.8, TREG1_79100.9, TREG1_79100.1, TREG1_79100.10, TREG1_79100.2, TREG1_79100.7, TREG1_79100.5, TREG1_79100.6, TREG1_79090.2, TREG1_79090.5, TREG1_79090.8, TREG1_79090.4, TREG1_79090.7, TREG1_79090.1, TREG1_79090.3, TREG1_79090.6
OG0000194	h1SMcT0008145.3, h1SMcT0008145.1, h1SMcT0008145.2	TREG1_107490.3, TREG1_107490.1, TREG1_107490.2
OG0000195	h1SMcT0000620.1, h1SMcT0000620.2, h1SMcT0000620.3	TREG1_69360.1
OG0000196	h1SMcT0011061.1, h1SMcT0021737.1	TREG1_124430.3, TREG1_124430.1, TREG1_124430.2, TREG1_124430.4, TREG1_124430.5, TREG1_124430.6
OG0000196	h1SMcT0019064.1	TREG1_79560.1
OG0000196	h1SMcT0001685.1	TREG1_68820.1
OG0000198	h1SMcT0018079.1	TREG1_7500.1, TREG1_7510.1, TREG1_128080.1, TREG1_13840.1
OG0000199	h1SMcT0004687.1, h1SMcT0004687.2	TREG1_50650.1, TREG1_50650.2, TREG1_50650.3
OG0000201	h1SMcT0009180.1	TREG1_55080.1
OG0000206	h1SMcT0011551.1, h1SMcT0011551.2	TREG1_57230.1
OG0000208	h1SMcT0004753.1, h1SMcT0004753.2, h1SMcT0004753.3	TREG1_105680.1, TREG1_105680.2, TREG1_105680.3, TREG1_105680.4, TREG1_105680.5
OG0000209	h1SMcT0007034.1, h1SMcT0007034.2	TREG1_11290.1
OG0000210	h1SMcT0010216.1, h1SMcT0010216.2, h1SMcT0010216.3	TREG1_116730.4, TREG1_116730.1, TREG1_116730.2, TREG1_116730.3
OG0000211	h1SMcT0007637.1	TREG1_6160.1, TREG1_6160.3, TREG1_6160.2, TREG1_6160.4, TREG1_6160.5, TREG1_6160.7, TREG1_6160.6, TREG1_7570.1
OG0000212	h1SMcT0001354.11, h1SMcT0001354.6, h1SMcT0001354.7, h1SMcT0001354.1, h1SMcT0001354.10, h1SMcT0001354.2, h1SMcT0001354.5, h1SMcT0001354.8, h1SMcT0001354.9, h1SMcT0001354.3, h1SMcT0001354.4	TREG1_35560.6, TREG1_35560.1, TREG1_35560.2, TREG1_35560.7, TREG1_35560.5, TREG1_35560.8, TREG1_35560.9, TREG1_35560.3, TREG1_35560.4
OG0000213	h1SMcT0008371.1	TREG1_25930.1, TREG1_142490.1, TREG1_142490.3, TREG1_142490.4, TREG1_142490.2
OG0000217	h1SMcT0004924.1, h1SMcT0004924.2, h1SMcT0010355.1, h1SMcT0018649.1	TREG1_53950.1, TREG1_53950.2, TREG1_53950.3, TREG1_53950.4, TREG1_53950.5
OG0000218	h1SMcT0004177.1	TREG1_55370.1
OG0000219	h1SMcT0000079.1	TREG1_86420.2, TREG1_86420.3, TREG1_86420.7, TREG1_86420.1, TREG1_86420.4, TREG1_86420.6, TREG1_86420.5
OG0000221	h1SMcT0016464.1, h1SMcT0016464.3	TREG1_2770.1, TREG1_2780.1
OG0000221	h1SMcT0001057.1	TREG1_2430.1, TREG1_2430.2
OG0000221	h1SMcT0018055.1	TREG1_8100.1, TREG1_8100.2, TREG1_8100.4, TREG1_8100.3
OG0000222	h1SMcT0013919.1	TREG1_105480.6, TREG1_105480.1, TREG1_105480.2, TREG1_105480.3, TREG1_105480.4, TREG1_105480.5, TREG1_105480.7
OG0000223	h1SMcT0005506.1	TREG1_1990.1
OG0000224	h1SMcT0009940.1, h1SMcT0009940.2	TREG1_18620.1, TREG1_18620.2
OG0000225	h1SMcT0010147.1, h1SMcT0010147.2	TREG1_19280.1, TREG1_19280.5, TREG1_19280.6, TREG1_19280.2, TREG1_19280.3, TREG1_19280.4
OG0000226	h1SMcT0018850.1	TREG1_36730.1
OG0000227	h1SMcT0015210.2, h1SMcT0015210.1, h1SMcT0015210.3	TREG1_93930.2, TREG1_93930.4, TREG1_93930.6, TREG1_93930.1, TREG1_93930.3, TREG1_93930.5, TREG1_93930.7, TREG1_93930.8
OG0000228	h1SMcT0003868.2, h1SMcT0003868.6, h1SMcT0003868.3, h1SMcT0003868.1, h1SMcT0003868.4, h1SMcT0003868.5	TREG1_56170.1, TREG1_56190.1
OG0000229	h1SMcT0002720.3, h1SMcT0023063.1, h1SMcT0002720.5, h1SMcT0002720.1, h1SMcT0002720.2, h1SMcT0002720.4	TREG1_86690.1
OG0000230	h1SMcT0016060.1, h1SMcT0003291.4, h1SMcT0003291.1, h1SMcT0003291.5, h1SMcT0003291.2, h1SMcT0003291.3	TREG1_87380.1
OG0000235	h1SMcT0013355.1, h1SMcT0013355.2, h1SMcT0015883.2, h1SMcT0015883.3, h1SMcT0003207.1, h1SMcT0003207.3, h1SMcT0014695.1, h1SMcT0017363.2	TREG1_1830.2, TREG1_1830.4, TREG1_1830.3, TREG1_1830.8, TREG1_1840.1, TREG1_1830.1, TREG1_1830.6, TREG1_1830.5, TREG1_1830.7
OG0000236	h1SMcT0020439.1, h1SMcT0020439.3, h1SMcT0020439.2	TREG1_71260.3, TREG1_71260.6, TREG1_71260.7, TREG1_71260.1, TREG1_71260.2, TREG1_71260.4, TREG1_71260.5
OG0000237	h1SMcT0016068.1	TREG1_70080.1, TREG1_70120.1
OG0000238	h1SMcT0021500.1, h1SMcT0021500.2	TREG1_39990.1
OG0000239	h1SMcT0019805.1, h1SMcT0019805.3, h1SMcT0019812.2, h1SMcT0019812.4, h1SMcT0019812.6, h1SMcT0019812.7, h1SMcT0019812.5, h1SMcT0019812.3, h1SMcT0019812.1, h1SMcT0019805.2	TREG1_36450.1, TREG1_36450.2
OG0000240	h1SMcT0022933.1, h1SMcT0022933.2	TREG1_46050.1
OG0000242	h1SMcT0006326.1, h1SMcT0008643.1	TREG1_8190.1
OG0000244	h1SMcT0003275.2, h1SMcT0003275.3, h1SMcT0003275.4	TREG1_9630.4, TREG1_9630.8, TREG1_9630.9, TREG1_9630.5, TREG1_9630.10, TREG1_9630.2, TREG1_9630.6, TREG1_9630.7, TREG1_9630.3, TREG1_9630.1
OG0000245	h1SMcT0020223.2, h1SMcT0020223.13, h1SMcT0020223.12, h1SMcT0020223.8, h1SMcT0020223.9, h1SMcT0020223.4, h1SMcT0020223.10, h1SMcT0020223.5, h1SMcT0020223.11, h1SMcT0020223.6, h1SMcT0020223.7, h1SMcT0020223.3	TREG1_23060.7, TREG1_23060.9, TREG1_23060.8, TREG1_23060.3, TREG1_23060.5, TREG1_23060.4, TREG1_23060.6, TREG1_23050.1, TREG1_23060.1, TREG1_23060.2
OG0000246	h1SMcT0006409.1, h1SMcT0006409.2, h1SMcT0015152.1, h1SMcT0015152.2	TREG1_113550.1, TREG1_113550.2
OG0000247	h1SMcT0022281.1, h1SMcT0022281.4, h1SMcT0022281.3, h1SMcT0022281.2, h1SMcT0022281.5	TREG1_7630.4, TREG1_7630.10, TREG1_7630.1, TREG1_7630.3, TREG1_7630.2, TREG1_7630.6, TREG1_7630.11, TREG1_7630.7, TREG1_7630.8, TREG1_7630.12, TREG1_7630.5, TREG1_7630.9
OG0000248	h1SMcT0007514.1, h1SMcT0007514.9, h1SMcT0007514.3, h1SMcT0007514.4, h1SMcT0007514.5, h1SMcT0007514.6, h1SMcT0007514.8, h1SMcT0007514.10, h1SMcT0007514.2, h1SMcT0007514.7, h1SMcT0007514.11	TREG1_88870.2, TREG1_88870.3, TREG1_88870.1, TREG1_88870.6, TREG1_88870.4, TREG1_88870.5
OG0000250	h1SMcT0017080.1, h1SMcT0017553.1, h1SMcT0017553.2	TREG1_142000.1, TREG1_24940.1, TREG1_41820.1, TREG1_41030.1
OG0000251	h1SMcT0009291.2, h1SMcT0009291.1, h1SMcT0009291.3	TREG1_108370.7, TREG1_108370.12, TREG1_108370.8, TREG1_108370.1, TREG1_108370.9, TREG1_108370.10, TREG1_108370.5, TREG1_108370.11, TREG1_108370.6, TREG1_108370.3, TREG1_108370.2, TREG1_108370.4
OG0000253	h1SMcT0004683.1, h1SMcT0004683.2	TREG1_21930.1
OG0000254	h1SMcT0006413.1	TREG1_11910.12, TREG1_11910.13, TREG1_11910.17, TREG1_11910.15, TREG1_11910.14, TREG1_11970.1, TREG1_11910.11, TREG1_11910.16
OG0000255	h1SMcT0004493.3, h1SMcT0004493.1, h1SMcT0004493.2	TREG1_50410.2, TREG1_50410.1, TREG1_50410.3
OG0000256	h1SMcT0009206.1, h1SMcT0009157.1, h1SMcT0009159.1, h1SMcT0009177.1, h1SMcT0009175.7, h1SMcT0009175.9, h1SMcT0009175.10, h1SMcT0009175.6, h1SMcT0009175.1, h1SMcT0009175.4, h1SMcT0009175.2, h1SMcT0009175.3, h1SMcT0009175.5, h1SMcT0007334.4, h1SMcT0007334.3, h1SMcT0007334.5, h1SMcT0007333.1, h1SMcT0007332.2, h1SMcT0007332.14, h1SMcT0007332.10, h1SMcT0007332.11, h1SMcT0007332.12, h1SMcT0007332.8, h1SMcT0007332.7, h1SMcT0007332.1, h1SMcT0007332.5, h1SMcT0007332.6, h1SMcT0007332.3, h1SMcT0007332.9, h1SMcT0007332.4, h1SMcT0007332.15, h1SMcT0007332.13	TREG1_36120.1
OG0000258	h1SMcT0009889.1, h1SMcT0009889.3, h1SMcT0009889.2, h1SMcT0002316.1, h1SMcT0002317.2, h1SMcT0002318.1, h1SMcT0002318.2	TREG1_130690.1, TREG1_130690.4, TREG1_130690.6, TREG1_130690.2, TREG1_130690.7, TREG1_130690.5, TREG1_130690.8, TREG1_130690.3
OG0000260	h1SMcT0010473.2, h1SMcT0010473.4, h1SMcT0010473.3, h1SMcT0010473.5, h1SMcT0010473.1	TREG1_27620.5, TREG1_27620.6, TREG1_27620.3, TREG1_27620.2, TREG1_27620.4, TREG1_27620.1
OG0000263	h1SMcT0006997.1, h1SMcT0010756.5, h1SMcT0010756.3, h1SMcT0010756.2, h1SMcT0010756.4, h1SMcT0010756.1	TREG1_89300.1
OG0000264	h1SMcT0006536.1	TREG1_114390.1, TREG1_114380.1, TREG1_114400.1, TREG1_114400.2
OG0000264	h1SMcT0021907.1, h1SMcT0021907.2	TREG1_7660.3, TREG1_7660.1, TREG1_7660.2
OG0000267	h1SMcT0002462.1, h1SMcT0002462.2, h1SMcT0006864.2, h1SMcT0006864.3, h1SMcT0006864.4, h1SMcT0019460.1, h1SMcT0019460.2, h1SMcT0019460.4, h1SMcT0019460.3, h1SMcT0019460.5, h1SMcT0019460.6	TREG1_111320.5, TREG1_111320.7, TREG1_111320.8, TREG1_111320.9, TREG1_111320.11, TREG1_111320.4, TREG1_111320.1, TREG1_111320.6, TREG1_111320.10, TREG1_111320.2, TREG1_111320.3
OG0000268	h1SMcT0021765.1	TREG1_103270.1
OG0000268	h1SMcT0002710.1, h1SMcT0002710.2, h1SMcT0003360.1, h1SMcT0005169.3, h1SMcT0005169.5, h1SMcT0005169.1, h1SMcT0005169.2, h1SMcT0005169.4	TREG1_4380.2, TREG1_4390.1
OG0000268	h1SMcT0002709.1, h1SMcT0002709.2, h1SMcT0012376.1, h1SMcT0021791.1, h1SMcT0008647.1	TREG1_6900.1
OG0000269	h1SMcT0002989.1, h1SMcT0011658.1	TREG1_880.1, TREG1_880.2
OG0000270	h1SMcT0001015.1	TREG1_33690.1, TREG1_33690.2, TREG1_33690.4, TREG1_33690.3
OG0000271	h1SMcT0018377.1, h1SMcT0018377.2	TREG1_68710.10, TREG1_68710.4, TREG1_68710.9, TREG1_68710.1, TREG1_68710.2, TREG1_68710.3, TREG1_68710.5, TREG1_68710.6, TREG1_68710.7, TREG1_68710.8
OG0000272	h1SMcT0006461.1, h1SMcT0002538.4, h1SMcT0002538.3, h1SMcT0002538.2, h1SMcT0002538.1	TREG1_14650.1
OG0000273	h1SMcT0016394.1	TREG1_26250.1, TREG1_26260.5, TREG1_26260.1, TREG1_26260.2, TREG1_26260.3, TREG1_26260.4, TREG1_26260.7, TREG1_26260.6
OG0000274	h1SMcT0011962.1, h1SMcT0011962.3, h1SMcT0011962.2, h1SMcT0011962.4	TREG1_97690.1
OG0000275	h1SMcT0015560.1, h1SMcT0015560.2	TREG1_39800.1
OG0000276	h1SMcT0018597.1, h1SMcT0018597.2	TREG1_107000.1
OG0000277	h1SMcT0001813.1, h1SMcT0001813.5, h1SMcT0001813.4, h1SMcT0001813.3, h1SMcT0001813.2, h1SMcT0001813.6	TREG1_129070.1, TREG1_128940.16, TREG1_128940.15, TREG1_128940.17
OG0000281	h1SMcT0002047.1	TREG1_112400.1
OG0000281	h1SMcT0012470.1, h1SMcT0012470.2, h1SMcT0010040.1	TREG1_16920.1, TREG1_4650.1
OG0000283	h1SMcT0009472.1, h1SMcT0009472.2	TREG1_84970.1, TREG1_84970.2, TREG1_84970.3
OG0000285	h1SMcT0000508.1, h1SMcT0000508.2, h1SMcT0022996.1	TREG1_44540.3, TREG1_44540.1, TREG1_44540.2
OG0000286	h1SMcT0000559.1, h1SMcT0000559.2	TREG1_42190.10, TREG1_42190.11
OG0000287	h1SMcT0016844.1	TREG1_101890.1, TREG1_101890.4, TREG1_101890.5, TREG1_101890.2, TREG1_101890.3
OG0000288	h1SMcT0014480.1, h1SMcT0014480.2, h1SMcT0014480.3, h1SMcT0014480.4, h1SMcT0014480.5, h1SMcT0014480.6, h1SMcT0014480.7	TREG1_123340.1
OG0000289	h1SMcT0004610.1, h1SMcT0004610.2, h1SMcT0004610.3	TREG1_9050.1
OG0000290	h1SMcT0003889.1	TREG1_33280.1, TREG1_21650.1, TREG1_21650.2
OG0000291	h1SMcT0012050.3, h1SMcT0012050.1, h1SMcT0012050.2	TREG1_15150.5, TREG1_15150.2, TREG1_15150.3, TREG1_15150.4, TREG1_15150.1, TREG1_15150.6
OG0000292	h1SMcT0018657.1	TREG1_49730.1, TREG1_49730.2, TREG1_49730.3
OG0000293	h1SMcT0000623.1	TREG1_38260.1
OG0000293	h1SMcT0002891.2, h1SMcT0002537.1, h1SMcT0002537.2, h1SMcT0005583.1, h1SMcT0021223.1, h1SMcT0011997.2	TREG1_86930.1, TREG1_86930.2, TREG1_86930.3, TREG1_67350.1
OG0000294	h1SMcT0010914.1, h1SMcT0017108.1, h1SMcT0017108.2	TREG1_960.1, TREG1_970.1
OG0000295	h1SMcT0022505.1, h1SMcT0022504.1, h1SMcT0022504.2	TREG1_119870.1
OG0000296	h1SMcT0018651.1, h1SMcT0006446.1	TREG1_20400.3, TREG1_20400.4, TREG1_20400.1, TREG1_20400.2, TREG1_20410.1, TREG1_20410.2, TREG1_20410.3, TREG1_20410.4, TREG1_20410.5, TREG1_20410.6, TREG1_20410.7, TREG1_20410.8
OG0000297	h1SMcT0018885.1	TREG1_101220.1
OG0000298	h1SMcT0001124.1	TREG1_57610.1, TREG1_57610.2, TREG1_57610.3
OG0000298	h1SMcT0015895.1, h1SMcT0015896.1, h1SMcT0015893.2, h1SMcT0003944.1, h1SMcT0008538.1, h1SMcT0008538.2, h1SMcT0010671.4, h1SMcT0010671.3, h1SMcT0010671.1, h1SMcT0010671.2, h1SMcT0014141.1, h1SMcT0000852.2, h1SMcT0000852.1, h1SMcT0000852.4, h1SMcT0000852.3	TREG1_30640.1, TREG1_30650.1
OG0000299	h1SMcT0004949.1	TREG1_79550.4, TREG1_79550.5, TREG1_79550.1, TREG1_79550.2, TREG1_79550.3
OG0000300	h1SMcT0019486.1	TREG1_20710.3, TREG1_20710.1, TREG1_20710.2
OG0000301	h1SMcT0014263.1, h1SMcT0001913.1, h1SMcT0001913.2	TREG1_83940.1
OG0000302	h1SMcT0018643.1, h1SMcT0000067.1, h1SMcT0000067.4, h1SMcT0000067.2, h1SMcT0000067.3	TREG1_86680.1
OG0000303	h1SMcT0014221.1	TREG1_25720.2, TREG1_25720.1, TREG1_25720.4, TREG1_25720.3, TREG1_25780.1
OG0000304	h1SMcT0004280.3, h1SMcT0004280.1, h1SMcT0004280.2	TREG1_7890.1, TREG1_7890.2, TREG1_7890.3
OG0000305	h1SMcT0016514.3, h1SMcT0016512.1, h1SMcT0016514.1, h1SMcT0016514.2	TREG1_68930.5, TREG1_68930.2, TREG1_68930.3, TREG1_68930.1, TREG1_68930.4
OG0000306	h1SMcT0008311.1	TREG1_19430.1, TREG1_19430.3, TREG1_19430.4, TREG1_19430.5, TREG1_19430.6, TREG1_19430.2
OG0000307	h1SMcT0019667.1, h1SMcT0019667.2, h1SMcT0010518.2, h1SMcT0010518.1, h1SMcT0010518.3, h1SMcT0010518.4, h1SMcT0012637.1, h1SMcT0012637.3, h1SMcT0012637.2, h1SMcT0006863.1, h1SMcT0012636.1, h1SMcT0012635.1, h1SMcT0011859.1, h1SMcT0011859.2, h1SMcT0011859.3	TREG1_9610.4, TREG1_9610.5, TREG1_9610.6, TREG1_9610.1, TREG1_9610.2, TREG1_9610.3, TREG1_75020.1
OG0000308	h1SMcT0009753.1, h1SMcT0009753.2	TREG1_43630.1, TREG1_43630.2, TREG1_43630.3
OG0000313	h1SMcT0002808.1	TREG1_26420.1, TREG1_26420.2, TREG1_26420.3
OG0000315	h1SMcT0020481.1, h1SMcT0020481.3, h1SMcT0020481.2	TREG1_34420.1
OG0000315	h1SMcT0018061.3, h1SMcT0018061.1, h1SMcT0018061.2, h1SMcT0018061.4, h1SMcT0005277.4, h1SMcT0005277.3, h1SMcT0005277.1, h1SMcT0005277.7, h1SMcT0005277.2, h1SMcT0005277.5, h1SMcT0005277.6	TREG1_88900.1, TREG1_88900.2, TREG1_88900.3
OG0000316	h1SMcT0009861.1	TREG1_23040.1, TREG1_23040.2, TREG1_23040.3, TREG1_23040.6, TREG1_23040.5, TREG1_23040.4
OG0000317	h1SMcT0016761.1	TREG1_12830.1, TREG1_12830.3, TREG1_12830.2
OG0000318	h1SMcT0019821.1	TREG1_69580.1
OG0000320	h1SMcT0000432.1	TREG1_16150.1
OG0000320	h1SMcT0013413.1	TREG1_46670.1, TREG1_46670.2
OG0000320	h1SMcT0003799.1, h1SMcT0001481.1, h1SMcT0001482.1, h1SMcT0009859.1, h1SMcT0011979.1, h1SMcT0006554.1, h1SMcT0019013.1, h1SMcT0019013.2	TREG1_73000.1
OG0000321	h1SMcT0004173.2, h1SMcT0004173.1, h1SMcT0004173.3	TREG1_51500.1
OG0000322	h1SMcT0021255.1, h1SMcT0021255.2	TREG1_37740.1
