Orthogroup	schmidtea_mediterranea	schistosoma_mansoni
OG0000256	h1SMcT0009206.1, h1SMcT0009157.1, h1SMcT0009159.1, h1SMcT0009177.1, h1SMcT0009175.7, h1SMcT0009175.9, h1SMcT0009175.10, h1SMcT0009175.6, h1SMcT0009175.1, h1SMcT0009175.4, h1SMcT0009175.2, h1SMcT0009175.3, h1SMcT0009175.5, h1SMcT0007334.4, h1SMcT0007334.3, h1SMcT0007334.5, h1SMcT0007333.1, h1SMcT0007332.2, h1SMcT0007332.14, h1SMcT0007332.10, h1SMcT0007332.11, h1SMcT0007332.12, h1SMcT0007332.8, h1SMcT0007332.7, h1SMcT0007332.1, h1SMcT0007332.5, h1SMcT0007332.6, h1SMcT0007332.3, h1SMcT0007332.9, h1SMcT0007332.4, h1SMcT0007332.15, h1SMcT0007332.13	Smp_343260.1
OG0000258	h1SMcT0009889.1, h1SMcT0009889.3, h1SMcT0009889.2, h1SMcT0002316.1, h1SMcT0002317.2, h1SMcT0002318.1, h1SMcT0002318.2	Smp_065840.1
OG0000260	h1SMcT0010473.2, h1SMcT0010473.4, h1SMcT0010473.3, h1SMcT0010473.5, h1SMcT0010473.1	Smp_081450.1
OG0000263	h1SMcT0006997.1, h1SMcT0010756.5, h1SMcT0010756.3, h1SMcT0010756.2, h1SMcT0010756.4, h1SMcT0010756.1	Smp_144430.1
OG0000264	h1SMcT0006536.1	Smp_347000.1, Smp_133490.1
OG0000264	h1SMcT0021907.1, h1SMcT0021907.2	Smp_134260.1
OG0000267	h1SMcT0002462.1, h1SMcT0002462.2, h1SMcT0006864.2, h1SMcT0006864.3, h1SMcT0006864.4, h1SMcT0019460.1, h1SMcT0019460.2, h1SMcT0019460.4, h1SMcT0019460.3, h1SMcT0019460.5, h1SMcT0019460.6	Smp_179490.1, Smp_179490.3, Smp_179490.2
OG0000268	h1SMcT0021765.1	Smp_067810.1
OG0000268	h1SMcT0002710.1, h1SMcT0002710.2, h1SMcT0003360.1, h1SMcT0005169.3, h1SMcT0005169.5, h1SMcT0005169.1, h1SMcT0005169.2, h1SMcT0005169.4	Smp_194270.1
OG0000269	h1SMcT0002989.1, h1SMcT0011658.1	Smp_318690.1, Smp_031000.1, Smp_031000.2
OG0000270	h1SMcT0001015.1	Smp_246700.1
OG0000271	h1SMcT0018377.1, h1SMcT0018377.2	Smp_134670.1
OG0000272	h1SMcT0006461.1, h1SMcT0002538.4, h1SMcT0002538.3, h1SMcT0002538.2, h1SMcT0002538.1	Smp_045950.1, Smp_045950.2
OG0000273	h1SMcT0016394.1	Smp_171880.1
OG0000274	h1SMcT0011962.1, h1SMcT0011962.3, h1SMcT0011962.2, h1SMcT0011962.4	Smp_334430.3, Smp_334430.1, Smp_334430.2
OG0000275	h1SMcT0015560.1, h1SMcT0015560.2	Smp_196840.1
OG0000276	h1SMcT0018597.1, h1SMcT0018597.2	Smp_312920.1
OG0000277	h1SMcT0001813.1, h1SMcT0001813.5, h1SMcT0001813.4, h1SMcT0001813.3, h1SMcT0001813.2, h1SMcT0001813.6	Smp_332260.1, Smp_332260.2
OG0000281	h1SMcT0002047.1	Smp_154160.1
OG0000281	h1SMcT0012470.1, h1SMcT0012470.2, h1SMcT0010040.1	Smp_323740.1, Smp_344370.1, Smp_007730.1
OG0000283	h1SMcT0009472.1, h1SMcT0009472.2	Smp_126240.1, Smp_126240.2
OG0000285	h1SMcT0000508.1, h1SMcT0000508.2, h1SMcT0022996.1	Smp_000020.1
OG0000286	h1SMcT0000559.1, h1SMcT0000559.2	Smp_102430.1, Smp_040510.1
OG0000287	h1SMcT0016844.1	Smp_120640.1
OG0000288	h1SMcT0014480.1, h1SMcT0014480.2, h1SMcT0014480.3, h1SMcT0014480.4, h1SMcT0014480.5, h1SMcT0014480.6, h1SMcT0014480.7	Smp_123180.1
OG0000289	h1SMcT0004610.1, h1SMcT0004610.2, h1SMcT0004610.3	Smp_194590.1
OG0000290	h1SMcT0003889.1	Smp_163580.1, Smp_163580.2, Smp_176050.1
OG0000291	h1SMcT0012050.3, h1SMcT0012050.1, h1SMcT0012050.2	Smp_130440.1
OG0000292	h1SMcT0018657.1	Smp_083040.1, Smp_083040.2
OG0000293	h1SMcT0000623.1	Smp_035580.1
OG0000293	h1SMcT0002891.2, h1SMcT0002537.1, h1SMcT0002537.2, h1SMcT0005583.1, h1SMcT0021223.1, h1SMcT0011997.2	Smp_028990.1, Smp_004810.1
OG0000294	h1SMcT0010914.1, h1SMcT0017108.1, h1SMcT0017108.2	Smp_324700.1, Smp_324700.2, Smp_340380.1
OG0000295	h1SMcT0022505.1, h1SMcT0022504.1, h1SMcT0022504.2	Smp_247750.1, Smp_179250.1, Smp_247760.1, Smp_089290.1
OG0000296	h1SMcT0018651.1, h1SMcT0006446.1	Smp_322820.1, Smp_322830.1, Smp_322810.1
OG0000297	h1SMcT0018885.1	Smp_050520.1
OG0000298	h1SMcT0001124.1	Smp_336620.1
OG0000298	h1SMcT0015895.1, h1SMcT0015896.1, h1SMcT0015893.2, h1SMcT0003944.1, h1SMcT0008538.1, h1SMcT0008538.2, h1SMcT0010671.4, h1SMcT0010671.3, h1SMcT0010671.1, h1SMcT0010671.2, h1SMcT0014141.1, h1SMcT0000852.2, h1SMcT0000852.1, h1SMcT0000852.4, h1SMcT0000852.3	Smp_135040.1, Smp_135040.2
OG0000299	h1SMcT0004949.1	Smp_074050.1
OG0000300	h1SMcT0019486.1	Smp_061840.1
OG0000302	h1SMcT0018643.1, h1SMcT0000067.1, h1SMcT0000067.4, h1SMcT0000067.2, h1SMcT0000067.3	Smp_104500.3, Smp_104500.1, Smp_104500.4, Smp_104500.2
OG0000303	h1SMcT0014221.1	Smp_153710.3, Smp_153710.2, Smp_153710.1, Smp_153710.4
OG0000304	h1SMcT0004280.3, h1SMcT0004280.1, h1SMcT0004280.2	Smp_340500.1
OG0000305	h1SMcT0016514.3, h1SMcT0016512.1, h1SMcT0016514.1, h1SMcT0016514.2	Smp_060940.1
OG0000306	h1SMcT0008311.1	Smp_342740.1
OG0000307	h1SMcT0019667.1, h1SMcT0019667.2, h1SMcT0010518.2, h1SMcT0010518.1, h1SMcT0010518.3, h1SMcT0010518.4, h1SMcT0012637.1, h1SMcT0012637.3, h1SMcT0012637.2, h1SMcT0006863.1, h1SMcT0012636.1, h1SMcT0012635.1, h1SMcT0011859.1, h1SMcT0011859.2, h1SMcT0011859.3	Smp_343920.1, Smp_011000.1
OG0000308	h1SMcT0009753.1, h1SMcT0009753.2	Smp_350480.1, Smp_304450.1, Smp_015480.1
OG0000313	h1SMcT0002808.1	Smp_045980.1
OG0000315	h1SMcT0020481.1, h1SMcT0020481.3, h1SMcT0020481.2	Smp_007260.1
OG0000315	h1SMcT0018061.3, h1SMcT0018061.1, h1SMcT0018061.2, h1SMcT0018061.4, h1SMcT0005277.4, h1SMcT0005277.3, h1SMcT0005277.1, h1SMcT0005277.7, h1SMcT0005277.2, h1SMcT0005277.5, h1SMcT0005277.6	Smp_136710.2, Smp_136710.1
OG0000316	h1SMcT0009861.1	Smp_168660.1
OG0000317	h1SMcT0016761.1	Smp_097820.1, Smp_097820.2
OG0000318	h1SMcT0019821.1	Smp_065130.1
OG0000320	h1SMcT0000432.1	Smp_306980.1
OG0000320	h1SMcT0013413.1	Smp_140860.1
OG0000320	h1SMcT0003799.1, h1SMcT0001481.1, h1SMcT0001482.1, h1SMcT0009859.1, h1SMcT0011979.1, h1SMcT0006554.1, h1SMcT0019013.1, h1SMcT0019013.2	Smp_245990.2, Smp_245990.1
OG0000321	h1SMcT0004173.2, h1SMcT0004173.1, h1SMcT0004173.3	Smp_083780.1
OG0000322	h1SMcT0021255.1, h1SMcT0021255.2	Smp_194030.1
OG0000323	h1SMcT0014354.1	Smp_306120.1, Smp_344820.1, Smp_344820.2, Smp_344820.3
OG0000324	h1SMcT0017121.1	Smp_147250.1
OG0000325	h1SMcT0000858.1, h1SMcT0000858.2	Smp_151050.1
OG0000326	h1SMcT0001183.1, h1SMcT0001183.2	Smp_069130.1
OG0000327	h1SMcT0002212.1, h1SMcT0002213.1, h1SMcT0002213.2	Smp_168450.1, Smp_336080.1
OG0000328	h1SMcT0000504.1, h1SMcT0000504.2, h1SMcT0000504.3	Smp_035090.1
OG0000329	h1SMcT0022515.1, h1SMcT0022515.2, h1SMcT0011832.1, h1SMcT0011832.2, h1SMcT0017211.1	Smp_018240.1, Smp_018240.2
OG0000332	h1SMcT0001683.3, h1SMcT0001683.2, h1SMcT0001683.1, h1SMcT0017927.1, h1SMcT0021747.1	Smp_084870.1
OG0000333	h1SMcT0015881.1, h1SMcT0015881.2	Smp_044610.1, Smp_342180.1
OG0000334	h1SMcT0001029.1	Smp_135470.1, Smp_345090.1
OG0000335	h1SMcT0018968.1	Smp_153190.1
OG0000336	h1SMcT0022462.2, h1SMcT0022462.1, h1SMcT0022462.3, h1SMcT0023085.2, h1SMcT0023084.1, h1SMcT0023084.2, h1SMcT0023084.3	Smp_007760.1, Smp_130540.1
OG0000337	h1SMcT0006556.1	Smp_099690.1
OG0000337	h1SMcT0020284.2, h1SMcT0020284.1, h1SMcT0020284.3	Smp_019490.1
OG0000340	h1SMcT0013219.1	Smp_031770.1, Smp_031770.2
OG0000342	h1SMcT0000150.1, h1SMcT0013894.1	Smp_071630.1
OG0000342	h1SMcT0005672.1, h1SMcT0006970.1	Smp_004910.1
OG0000343	h1SMcT0003519.3, h1SMcT0003519.1, h1SMcT0003519.2	Smp_033530.1, Smp_140270.1, Smp_033540.1
OG0000344	h1SMcT0004826.1, h1SMcT0004828.1, h1SMcT0004827.1, h1SMcT0004827.2, h1SMcT0004827.3, h1SMcT0004827.4	Smp_153780.1
OG0000345	h1SMcT0020725.1, h1SMcT0012045.1, h1SMcT0012045.12, h1SMcT0012045.11, h1SMcT0012045.6, h1SMcT0012045.9, h1SMcT0012045.16, h1SMcT0012045.10, h1SMcT0012045.15, h1SMcT0012045.13, h1SMcT0012045.3, h1SMcT0012045.5, h1SMcT0012045.2, h1SMcT0012045.8, h1SMcT0012045.14, h1SMcT0012045.4, h1SMcT0012045.7	Smp_089460.1
OG0000346	h1SMcT0009967.1	Smp_141230.1
OG0000346	h1SMcT0021873.1, h1SMcT0011213.1, h1SMcT0011213.2, h1SMcT0011213.3, h1SMcT0011214.1, h1SMcT0015737.3, h1SMcT0015737.1, h1SMcT0015737.2, h1SMcT0015741.4, h1SMcT0015741.5, h1SMcT0015741.6, h1SMcT0015741.2, h1SMcT0015741.7, h1SMcT0015741.3, h1SMcT0015741.1	Smp_130250.1
OG0000347	h1SMcT0006099.1	Smp_160940.1
OG0000349	h1SMcT0010516.1, h1SMcT0010516.2	Smp_130750.1
OG0000350	h1SMcT0011109.1, h1SMcT0011109.2	Smp_079650.1
OG0000351	h1SMcT0006088.1, h1SMcT0006088.2, h1SMcT0006088.3, h1SMcT0006088.4	Smp_133790.1
OG0000352	h1SMcT0005069.2, h1SMcT0005069.3, h1SMcT0005069.1, h1SMcT0005069.4, h1SMcT0005069.5, h1SMcT0005069.6, h1SMcT0013145.1, h1SMcT0013145.3, h1SMcT0013145.2	Smp_315890.1
OG0000353	h1SMcT0013795.1	Smp_126740.1
OG0000354	h1SMcT0021622.2, h1SMcT0021622.1, h1SMcT0021622.3	Smp_304130.1, Smp_304130.2
OG0000355	h1SMcT0009801.1, h1SMcT0011241.1, h1SMcT0011241.2	Smp_158050.1
OG0000357	h1SMcT0008114.1	Smp_040560.1
OG0000360	h1SMcT0011168.1, h1SMcT0011168.2, h1SMcT0011168.3	Smp_039640.1
OG0000361	h1SMcT0003937.1, h1SMcT0003937.2	Smp_157340.1
OG0000362	h1SMcT0006901.1	Smp_246570.1
OG0000365	h1SMcT0008169.2, h1SMcT0008169.8, h1SMcT0008169.3, h1SMcT0008169.6, h1SMcT0008169.1, h1SMcT0008169.4, h1SMcT0008169.7, h1SMcT0008169.5	Smp_190770.1, Smp_325650.1
OG0000366	h1SMcT0003450.1, h1SMcT0003450.2	Smp_147240.1
OG0000369	h1SMcT0006976.1	Smp_171610.1
OG0000370	h1SMcT0011968.1	Smp_147950.1, Smp_147950.2
OG0000371	h1SMcT0000193.6, h1SMcT0000193.7, h1SMcT0000193.5, h1SMcT0000193.2, h1SMcT0000193.4, h1SMcT0000195.3, h1SMcT0000195.1, h1SMcT0000195.2	Smp_302090.1
OG0000372	h1SMcT0007109.1	Smp_091840.1, Smp_091820.1
OG0000373	h1SMcT0018072.1, h1SMcT0018072.2	Smp_025260.1
OG0000374	h1SMcT0003967.1, h1SMcT0003967.2, h1SMcT0003967.3	Smp_099850.1
OG0000375	h1SMcT0006309.1, h1SMcT0006309.2	Smp_191870.1
OG0000376	h1SMcT0010584.1	Smp_347860.1
OG0000377	h1SMcT0015376.1, h1SMcT0015374.1, h1SMcT0015374.2	Smp_174410.1
OG0000378	h1SMcT0015273.2, h1SMcT0015273.1, h1SMcT0015273.3, h1SMcT0010411.6, h1SMcT0010411.1, h1SMcT0010411.4, h1SMcT0010411.5, h1SMcT0010411.8, h1SMcT0010411.7, h1SMcT0010411.3, h1SMcT0010411.2	Smp_163210.3, Smp_163210.1, Smp_163210.2
OG0000380	h1SMcT0014995.1, h1SMcT0014888.1, h1SMcT0014887.1, h1SMcT0014890.1, h1SMcT0014889.1	Smp_070380.1, Smp_198560.1, Smp_075500.1
OG0000381	h1SMcT0021933.1, h1SMcT0021931.1, h1SMcT0021932.1	Smp_105410.1, Smp_012440.1
OG0000384	h1SMcT0002250.1, h1SMcT0002250.2	Smp_316270.1, Smp_315420.1
OG0000385	h1SMcT0015147.1, h1SMcT0010047.1, h1SMcT0010663.1, h1SMcT0010663.2	Smp_326080.1, Smp_326090.1
OG0000386	h1SMcT0018292.1	Smp_163760.1
OG0000387	h1SMcT0018543.1	Smp_169140.1, Smp_320670.1
OG0000388	h1SMcT0015109.8, h1SMcT0015109.10, h1SMcT0015109.3, h1SMcT0015109.14, h1SMcT0015109.5, h1SMcT0015109.12, h1SMcT0015109.2, h1SMcT0015109.7, h1SMcT0015109.4, h1SMcT0015109.6, h1SMcT0015109.9, h1SMcT0015109.1, h1SMcT0015109.13, h1SMcT0015109.11	Smp_344630.1, Smp_344630.2
OG0000389	h1SMcT0010313.1	Smp_137210.1
OG0000390	h1SMcT0018017.1, h1SMcT0018017.2	Smp_069960.1
OG0000391	h1SMcT0007228.1, h1SMcT0007227.1, h1SMcT0007227.2, h1SMcT0007227.3	Smp_163340.1
OG0000392	h1SMcT0006365.2, h1SMcT0006365.3, h1SMcT0006365.4, h1SMcT0006365.1, h1SMcT0006365.5	Smp_096020.1
OG0000394	h1SMcT0009687.1	Smp_018760.1
OG0000395	h1SMcT0012016.3, h1SMcT0012016.1, h1SMcT0012016.2, h1SMcT0012016.4, h1SMcT0012016.5	Smp_149200.1
OG0000396	h1SMcT0022283.1, h1SMcT0022283.3, h1SMcT0022283.2	Smp_126300.1
OG0000397	h1SMcT0011673.4, h1SMcT0011673.1, h1SMcT0011673.3, h1SMcT0011673.2	Smp_027390.1
OG0000398	h1SMcT0001252.2, h1SMcT0022500.1	Smp_244150.1, Smp_160360.1, Smp_078930.1
OG0000401	h1SMcT0015607.5, h1SMcT0015607.2, h1SMcT0015607.6, h1SMcT0015607.4, h1SMcT0015607.1, h1SMcT0015607.3	Smp_144770.1
OG0000405	h1SMcT0005943.1, h1SMcT0005943.2, h1SMcT0001859.3, h1SMcT0001859.1, h1SMcT0001859.2	Smp_068060.1
OG0000406	h1SMcT0021067.2, h1SMcT0021067.4, h1SMcT0021067.7, h1SMcT0021067.1, h1SMcT0021067.3, h1SMcT0021067.8, h1SMcT0021067.6, h1SMcT0021067.5, h1SMcT0021067.9	Smp_143240.1
OG0000407	h1SMcT0011438.1	Smp_308420.1
OG0000409	h1SMcT0020712.1, h1SMcT0020712.2, h1SMcT0020712.3	Smp_345840.1
OG0000410	h1SMcT0010422.1, h1SMcT0010422.2, h1SMcT0010422.3	Smp_001040.1
OG0000412	h1SMcT0008657.1	Smp_170800.1
OG0000413	h1SMcT0013610.1, h1SMcT0009509.1, h1SMcT0009509.2	Smp_132320.1
OG0000414	h1SMcT0005664.1, h1SMcT0011493.1, h1SMcT0011499.1, h1SMcT0011500.1, h1SMcT0011500.2, h1SMcT0011496.1, h1SMcT0011497.1, h1SMcT0011497.2, h1SMcT0011488.1, h1SMcT0011488.2, h1SMcT0011498.1, h1SMcT0011490.1, h1SMcT0011492.1, h1SMcT0011501.1	Smp_244610.1
OG0000415	h1SMcT0002424.1, h1SMcT0002424.2	Smp_012780.1
OG0000416	h1SMcT0020907.1, h1SMcT0011096.1, h1SMcT0013958.1	Smp_067480.1, Smp_136640.1, Smp_067490.1
OG0000417	h1SMcT0021885.1	Smp_130000.1
OG0000419	h1SMcT0006795.1, h1SMcT0008962.1	Smp_153760.1
OG0000420	h1SMcT0008831.1, h1SMcT0014083.1, h1SMcT0017216.1	Smp_310080.1
OG0000421	h1SMcT0018870.1, h1SMcT0018874.1, h1SMcT0018874.2	Smp_000480.1, Smp_000480.2
OG0000422	h1SMcT0001452.1, h1SMcT0001452.2, h1SMcT0001452.3, h1SMcT0001452.4	Smp_014010.1
OG0000423	h1SMcT0004878.2, h1SMcT0004878.3, h1SMcT0004878.4	Smp_332510.1, Smp_060620.1
OG0000425	h1SMcT0001635.1, h1SMcT0001635.2, h1SMcT0001635.3	Smp_140950.1
OG0000426	h1SMcT0007345.1	Smp_047650.1, Smp_047680.1, Smp_311630.1, Smp_311640.1, Smp_047640.2, Smp_047640.1
OG0000427	h1SMcT0018199.1, h1SMcT0018199.2	Smp_128770.1
OG0000429	h1SMcT0006726.4, h1SMcT0006726.1, h1SMcT0006726.2, h1SMcT0006726.3, h1SMcT0018296.1, h1SMcT0018296.2, h1SMcT0006783.1, h1SMcT0006783.3, h1SMcT0006783.2	Smp_300560.1
OG0000429	h1SMcT0007446.1, h1SMcT0007446.2, h1SMcT0007446.3, h1SMcT0007446.4, h1SMcT0013828.1, h1SMcT0013828.2, h1SMcT0004246.1, h1SMcT0004246.2	Smp_163090.1
OG0000430	h1SMcT0004654.1, h1SMcT0004654.2	Smp_033760.1
OG0000431	h1SMcT0013565.1, h1SMcT0013565.2	Smp_157350.1
OG0000435	h1SMcT0001783.2, h1SMcT0001783.1, h1SMcT0001783.3	Smp_140640.1
OG0000436	h1SMcT0014116.1	Smp_245820.1, Smp_245820.2
OG0000437	h1SMcT0005620.1, h1SMcT0005620.2	Smp_028650.1
OG0000438	h1SMcT0011030.2, h1SMcT0011030.1, h1SMcT0011030.3, h1SMcT0011030.4	Smp_007510.1
OG0000439	h1SMcT0015617.1, h1SMcT0022787.2, h1SMcT0015617.2, h1SMcT0015617.3, h1SMcT0022787.1	Smp_061510.1
OG0000441	h1SMcT0008949.1	Smp_128480.1
OG0000441	h1SMcT0010643.1, h1SMcT0022777.3, h1SMcT0022777.1, h1SMcT0022777.2	Smp_241420.1
OG0000442	h1SMcT0006291.1, h1SMcT0012813.1	Smp_000030.1
OG0000444	h1SMcT0010629.1, h1SMcT0010629.2	Smp_148940.1, Smp_148940.2
OG0000445	h1SMcT0010845.2, h1SMcT0010845.1, h1SMcT0010845.3	Smp_002840.1
OG0000447	h1SMcT0018376.1	Smp_312150.1
OG0000448	h1SMcT0002478.1	Smp_161790.1
OG0000449	h1SMcT0001406.1, h1SMcT0001406.2	Smp_246790.1, Smp_246790.3
OG0000450	h1SMcT0007392.5	Smp_003980.1
OG0000451	h1SMcT0022634.1	Smp_267100.1
OG0000452	h1SMcT0011541.1, h1SMcT0011503.1, h1SMcT0011503.3, h1SMcT0011503.2	Smp_248190.1
OG0000453	h1SMcT0016798.1	Smp_311970.1, Smp_311970.2
OG0000454	h1SMcT0014136.1, h1SMcT0003146.1, h1SMcT0003146.2	Smp_158110.2, Smp_158110.1, Smp_309480.1, Smp_314640.1, Smp_062900.2
OG0000455	h1SMcT0015219.1	Smp_129160.1, Smp_157720.1
OG0000456	h1SMcT0019434.2, h1SMcT0019434.4, h1SMcT0019434.5, h1SMcT0019434.1, h1SMcT0019434.3	Smp_149040.1
OG0000457	h1SMcT0014197.1, h1SMcT0014197.2, h1SMcT0014197.3, h1SMcT0014197.4	Smp_034980.1
OG0000458	h1SMcT0018395.1	Smp_345710.1
OG0000459	h1SMcT0005845.1	Smp_322900.1, Smp_302920.1
OG0000460	h1SMcT0022335.1, h1SMcT0022335.2	Smp_323500.2, Smp_323490.1, Smp_323500.1, Smp_323510.1, Smp_336840.1, Smp_336850.1, Smp_178360.1, Smp_323480.1
OG0000461	h1SMcT0004458.8, h1SMcT0004458.5, h1SMcT0004458.10, h1SMcT0004458.3, h1SMcT0004458.2, h1SMcT0004458.6, h1SMcT0004458.4, h1SMcT0004458.1, h1SMcT0004458.7	Smp_347140.2, Smp_347140.3, Smp_347140.1, Smp_347140.4, Smp_347140.5
OG0000462	h1SMcT0008325.1	Smp_328770.1, Smp_348940.1, Smp_348930.1, Smp_349400.1, Smp_350440.1, Smp_348950.1, Smp_348500.1, Smp_349820.1, Smp_349810.1, Smp_317990.1, Smp_317990.2
OG0000464	h1SMcT0021723.1	Smp_047190.1
OG0000465	h1SMcT0014443.1, h1SMcT0014443.2	Smp_030760.1
OG0000466	h1SMcT0003950.1, h1SMcT0003950.2, h1SMcT0003950.3	Smp_245780.1
OG0000467	h1SMcT0001827.1, h1SMcT0021709.1, h1SMcT0021709.2	Smp_126540.1
OG0000468	h1SMcT0019187.1, h1SMcT0019191.4, h1SMcT0019191.3, h1SMcT0019191.6, h1SMcT0019191.2, h1SMcT0019191.5, h1SMcT0019191.1	Smp_141580.1
OG0000469	h1SMcT0010305.1, h1SMcT0010305.2	Smp_031070.1, Smp_031070.2
OG0000470	h1SMcT0017452.1	Smp_156450.1
OG0000471	h1SMcT0012604.4, h1SMcT0012604.3, h1SMcT0012604.1, h1SMcT0012604.2	Smp_138860.1
OG0000472	h1SMcT0016465.1, h1SMcT0016626.1, h1SMcT0007076.1, h1SMcT0019680.1	Smp_302020.1, Smp_126580.1, Smp_302030.1
OG0000473	h1SMcT0021306.1, h1SMcT0021311.1, h1SMcT0021311.2, h1SMcT0021311.3	Smp_138590.1
OG0000474	h1SMcT0018371.1, h1SMcT0018371.2, h1SMcT0003296.1, h1SMcT0014656.1	Smp_266840.1
OG0000474	h1SMcT0016260.1	Smp_122810.1
OG0000475	h1SMcT0005588.1	Smp_169800.1
OG0000476	h1SMcT0020933.1	Smp_342610.1, Smp_342610.2
OG0000477	h1SMcT0011098.1, h1SMcT0011098.2	Smp_090450.1
OG0000478	h1SMcT0004046.1, h1SMcT0004046.2	Smp_096450.1
OG0000479	h1SMcT0022220.1, h1SMcT0022220.2	Smp_094330.1
OG0000480	h1SMcT0004755.1	Smp_134950.1
OG0000481	h1SMcT0008668.4, h1SMcT0008668.5, h1SMcT0008694.1, h1SMcT0008695.1, h1SMcT0008680.1	Smp_134880.1
OG0000482	h1SMcT0012726.1, h1SMcT0012726.2, h1SMcT0009023.1, h1SMcT0021555.3, h1SMcT0021555.4, h1SMcT0021555.5, h1SMcT0021555.1, h1SMcT0021555.2	Smp_172280.1
OG0000485	h1SMcT0000920.1	Smp_058400.1
OG0000489	h1SMcT0003858.1, h1SMcT0003858.2	Smp_179070.1
OG0000490	h1SMcT0020692.2, h1SMcT0020692.1, h1SMcT0020692.3	Smp_100130.1
OG0000491	h1SMcT0002779.1	Smp_081260.1
OG0000492	h1SMcT0004364.1, h1SMcT0004364.2	Smp_181440.1
OG0000493	h1SMcT0000709.3, h1SMcT0000709.2, h1SMcT0000709.1, h1SMcT0000709.4	Smp_004730.1
OG0000493	h1SMcT0020675.1, h1SMcT0020674.1, h1SMcT0000076.1	Smp_340320.1
OG0000495	h1SMcT0009099.10, h1SMcT0009099.2, h1SMcT0009099.6, h1SMcT0009099.3, h1SMcT0009099.5, h1SMcT0009099.1, h1SMcT0009099.8, h1SMcT0009099.4, h1SMcT0009099.7, h1SMcT0009099.9	Smp_336640.1
OG0000496	h1SMcT0021715.1, h1SMcT0021715.2, h1SMcT0021715.3	Smp_092770.1
OG0000497	h1SMcT0003775.1	Smp_068920.1, Smp_068920.2, Smp_245240.1
OG0000498	h1SMcT0017838.1, h1SMcT0017838.2, h1SMcT0017837.6, h1SMcT0017837.5, h1SMcT0017837.7, h1SMcT0017837.2, h1SMcT0017837.1, h1SMcT0017837.3, h1SMcT0017837.4	Smp_331830.1
OG0000499	h1SMcT0006984.1	Smp_343450.1
OG0000501	h1SMcT0018760.1, h1SMcT0018760.2	Smp_161970.1, Smp_161970.2
OG0000502	h1SMcT0010118.2, h1SMcT0002252.1, h1SMcT0002252.4, h1SMcT0002252.2, h1SMcT0002252.3	Smp_137330.1
OG0000503	h1SMcT0002919.1, h1SMcT0002919.2, h1SMcT0002924.1, h1SMcT0002924.2	Smp_022400.1
OG0000504	h1SMcT0019787.1	Smp_133710.1
OG0000505	h1SMcT0004914.1	Smp_072350.1
OG0000508	h1SMcT0011172.1, h1SMcT0011172.2	Smp_024000.1
OG0000509	h1SMcT0015058.1, h1SMcT0019753.1, h1SMcT0019753.2, h1SMcT0019753.3	Smp_046790.1, Smp_127200.1
OG0000510	h1SMcT0001161.4, h1SMcT0001161.5	Smp_152500.1, Smp_344480.2, Smp_344480.1
OG0000512	h1SMcT0012909.1	Smp_166940.1
OG0000514	h1SMcT0021411.1, h1SMcT0021411.2, h1SMcT0021411.3, h1SMcT0021411.4, h1SMcT0021411.5, h1SMcT0021411.6	Smp_122840.1
OG0000515	h1SMcT0007870.1	Smp_153720.1
OG0000516	h1SMcT0022229.1, h1SMcT0022229.2	Smp_129110.1
OG0000517	h1SMcT0011032.1	Smp_161980.1
OG0000521	h1SMcT0003945.1, h1SMcT0003945.2, h1SMcT0003945.3	Smp_316340.1
OG0000522	h1SMcT0011331.1, h1SMcT0011331.2	Smp_166440.1
OG0000523	h1SMcT0012736.1, h1SMcT0012736.2	Smp_155750.1
OG0000524	h1SMcT0004038.1	Smp_065810.1
OG0000525	h1SMcT0008063.1, h1SMcT0008063.2, h1SMcT0007883.1, h1SMcT0021492.1	Smp_122900.1
OG0000526	h1SMcT0011925.1	Smp_304370.1
OG0000527	h1SMcT0022639.4	Smp_062680.1
OG0000529	h1SMcT0006586.1	Smp_102160.2, Smp_102160.1, Smp_123870.1
OG0000530	h1SMcT0000185.1	Smp_104310.1
OG0000530	h1SMcT0007987.1, h1SMcT0007987.2, h1SMcT0012665.1, h1SMcT0012665.2	Smp_005670.1, Smp_349020.1, Smp_337130.1
OG0000531	h1SMcT0018210.3, h1SMcT0018210.1, h1SMcT0018210.2	Smp_145090.1
OG0000532	h1SMcT0009724.1, h1SMcT0009724.2	Smp_324710.1, Smp_092880.1
OG0000534	h1SMcT0010650.1, h1SMcT0018835.1	Smp_149080.1
OG0000535	h1SMcT0019644.1, h1SMcT0019644.3, h1SMcT0019644.2, h1SMcT0019644.4	Smp_029470.1, Smp_029500.1
OG0000536	h1SMcT0014219.1, h1SMcT0014219.2	Smp_079740.1
OG0000537	h1SMcT0006697.1	Smp_060860.1
OG0000539	h1SMcT0004811.1, h1SMcT0004811.4, h1SMcT0004811.3	Smp_021170.1, Smp_021170.3, Smp_021170.2
OG0000540	h1SMcT0021535.1	Smp_245200.1
OG0000542	h1SMcT0000922.1, h1SMcT0015103.1, h1SMcT0004310.1, h1SMcT0011864.1, h1SMcT0011864.2, h1SMcT0011864.3, h1SMcT0014503.1, h1SMcT0014503.2	Smp_123290.1
OG0000544	h1SMcT0006842.1	Smp_090070.1
OG0000545	h1SMcT0002590.1, h1SMcT0008951.3, h1SMcT0008951.1, h1SMcT0008951.2	Smp_047900.1
