Orthogroup	schmidtea_mediterranea	opisthorchis_viverrini
OG0000246	h1SMcT0006409.1, h1SMcT0006409.2, h1SMcT0015152.1, h1SMcT0015152.2	T265_10932
OG0000247	h1SMcT0022281.1, h1SMcT0022281.4, h1SMcT0022281.3, h1SMcT0022281.2, h1SMcT0022281.5	T265_15298
OG0000248	h1SMcT0007514.1, h1SMcT0007514.9, h1SMcT0007514.3, h1SMcT0007514.4, h1SMcT0007514.5, h1SMcT0007514.6, h1SMcT0007514.8, h1SMcT0007514.10, h1SMcT0007514.2, h1SMcT0007514.7, h1SMcT0007514.11	T265_04925
OG0000250	h1SMcT0017080.1, h1SMcT0017553.1, h1SMcT0017553.2	T265_06450
OG0000251	h1SMcT0009291.2, h1SMcT0009291.1, h1SMcT0009291.3	T265_09163
OG0000253	h1SMcT0004683.1, h1SMcT0004683.2	T265_10374
OG0000254	h1SMcT0006413.1	T265_06296, T265_06297
OG0000255	h1SMcT0004493.3, h1SMcT0004493.1, h1SMcT0004493.2	T265_13093
OG0000258	h1SMcT0009889.1, h1SMcT0009889.3, h1SMcT0009889.2, h1SMcT0002316.1, h1SMcT0002317.2, h1SMcT0002318.1, h1SMcT0002318.2	T265_07887
OG0000260	h1SMcT0010473.2, h1SMcT0010473.4, h1SMcT0010473.3, h1SMcT0010473.5, h1SMcT0010473.1	T265_02300
OG0000263	h1SMcT0006997.1, h1SMcT0010756.5, h1SMcT0010756.3, h1SMcT0010756.2, h1SMcT0010756.4, h1SMcT0010756.1	T265_01552
OG0000264	h1SMcT0006536.1	T265_06018
OG0000264	h1SMcT0021907.1, h1SMcT0021907.2	T265_00952
OG0000267	h1SMcT0002462.1, h1SMcT0002462.2, h1SMcT0006864.2, h1SMcT0006864.3, h1SMcT0006864.4, h1SMcT0019460.1, h1SMcT0019460.2, h1SMcT0019460.4, h1SMcT0019460.3, h1SMcT0019460.5, h1SMcT0019460.6	T265_06971, T265_06972
OG0000268	h1SMcT0021765.1	T265_01937
OG0000268	h1SMcT0002710.1, h1SMcT0002710.2, h1SMcT0003360.1, h1SMcT0005169.3, h1SMcT0005169.5, h1SMcT0005169.1, h1SMcT0005169.2, h1SMcT0005169.4	T265_14773
OG0000268	h1SMcT0002709.1, h1SMcT0002709.2, h1SMcT0012376.1, h1SMcT0021791.1, h1SMcT0008647.1	T265_15257
OG0000269	h1SMcT0002989.1, h1SMcT0011658.1	T265_07262
OG0000270	h1SMcT0001015.1	T265_05581
OG0000271	h1SMcT0018377.1, h1SMcT0018377.2	T265_15071
OG0000272	h1SMcT0006461.1, h1SMcT0002538.4, h1SMcT0002538.3, h1SMcT0002538.2, h1SMcT0002538.1	T265_07370, T265_06215
OG0000273	h1SMcT0016394.1	T265_01594
OG0000274	h1SMcT0003389.1, h1SMcT0003389.2	T265_09322
OG0000274	h1SMcT0011962.1, h1SMcT0011962.3, h1SMcT0011962.2, h1SMcT0011962.4	T265_12983
OG0000275	h1SMcT0015560.1, h1SMcT0015560.2	T265_10067
OG0000276	h1SMcT0018597.1, h1SMcT0018597.2	T265_02335
OG0000277	h1SMcT0001813.1, h1SMcT0001813.5, h1SMcT0001813.4, h1SMcT0001813.3, h1SMcT0001813.2, h1SMcT0001813.6	T265_11132, T265_06184
OG0000281	h1SMcT0012470.1, h1SMcT0012470.2, h1SMcT0010040.1	T265_06212, T265_15299
OG0000283	h1SMcT0009472.1, h1SMcT0009472.2	T265_15051
OG0000285	h1SMcT0000508.1, h1SMcT0000508.2, h1SMcT0022996.1	T265_08710
OG0000286	h1SMcT0000559.1, h1SMcT0000559.2	T265_04472, T265_04474, T265_04727
OG0000287	h1SMcT0016844.1	T265_10894
OG0000288	h1SMcT0014480.1, h1SMcT0014480.2, h1SMcT0014480.3, h1SMcT0014480.4, h1SMcT0014480.5, h1SMcT0014480.6, h1SMcT0014480.7	T265_09141
OG0000289	h1SMcT0004610.1, h1SMcT0004610.2, h1SMcT0004610.3	T265_15426
OG0000290	h1SMcT0003889.1	T265_15145, T265_12657
OG0000291	h1SMcT0012050.3, h1SMcT0012050.1, h1SMcT0012050.2	T265_04365
OG0000292	h1SMcT0018657.1	T265_06608
OG0000293	h1SMcT0000623.1	T265_03762, T265_05025
OG0000293	h1SMcT0002891.2, h1SMcT0002537.1, h1SMcT0002537.2, h1SMcT0005583.1, h1SMcT0021223.1, h1SMcT0011997.2	T265_15333, T265_10243
OG0000294	h1SMcT0010914.1, h1SMcT0017108.1, h1SMcT0017108.2	T265_09655
OG0000295	h1SMcT0022505.1, h1SMcT0022504.1, h1SMcT0022504.2	T265_14299
OG0000296	h1SMcT0018651.1, h1SMcT0006446.1	T265_14159, T265_14160, T265_05818
OG0000297	h1SMcT0018885.1	T265_10571
OG0000298	h1SMcT0001124.1	T265_13422
OG0000298	h1SMcT0015895.1, h1SMcT0015896.1, h1SMcT0015893.2, h1SMcT0003944.1, h1SMcT0008538.1, h1SMcT0008538.2, h1SMcT0010671.4, h1SMcT0010671.3, h1SMcT0010671.1, h1SMcT0010671.2, h1SMcT0014141.1, h1SMcT0000852.2, h1SMcT0000852.1, h1SMcT0000852.4, h1SMcT0000852.3	T265_13679
OG0000299	h1SMcT0004949.1	T265_00596
OG0000300	h1SMcT0019486.1	T265_13509
OG0000301	h1SMcT0002041.1, h1SMcT0002041.3	T265_07976
OG0000301	h1SMcT0014263.1, h1SMcT0001913.1, h1SMcT0001913.2	T265_04184
OG0000302	h1SMcT0018643.1, h1SMcT0000067.1, h1SMcT0000067.4, h1SMcT0000067.2, h1SMcT0000067.3	T265_10713
OG0000303	h1SMcT0014221.1	T265_14378, T265_07763
OG0000304	h1SMcT0004280.3, h1SMcT0004280.1, h1SMcT0004280.2	T265_12343, T265_14866
OG0000305	h1SMcT0016514.3, h1SMcT0016512.1, h1SMcT0016514.1, h1SMcT0016514.2	T265_05934
OG0000306	h1SMcT0008311.1	T265_14560
OG0000307	h1SMcT0019667.1, h1SMcT0019667.2, h1SMcT0010518.2, h1SMcT0010518.1, h1SMcT0010518.3, h1SMcT0010518.4, h1SMcT0012637.1, h1SMcT0012637.3, h1SMcT0012637.2, h1SMcT0006863.1, h1SMcT0012636.1, h1SMcT0012635.1, h1SMcT0011859.1, h1SMcT0011859.2, h1SMcT0011859.3	T265_07841
OG0000313	h1SMcT0002808.1	T265_09150
OG0000315	h1SMcT0020481.1, h1SMcT0020481.3, h1SMcT0020481.2	T265_11685, T265_11690
OG0000315	h1SMcT0018061.3, h1SMcT0018061.1, h1SMcT0018061.2, h1SMcT0018061.4, h1SMcT0005277.4, h1SMcT0005277.3, h1SMcT0005277.1, h1SMcT0005277.7, h1SMcT0005277.2, h1SMcT0005277.5, h1SMcT0005277.6	T265_04922
OG0000316	h1SMcT0009861.1	T265_01535
OG0000317	h1SMcT0016761.1	T265_05123
OG0000318	h1SMcT0019821.1	T265_07846, T265_14409
OG0000320	h1SMcT0013413.1	T265_07800
OG0000320	h1SMcT0003799.1, h1SMcT0001481.1, h1SMcT0001482.1, h1SMcT0009859.1, h1SMcT0011979.1, h1SMcT0006554.1, h1SMcT0019013.1, h1SMcT0019013.2	T265_04040
OG0000321	h1SMcT0004173.2, h1SMcT0004173.1, h1SMcT0004173.3	T265_04495
OG0000322	h1SMcT0021255.1, h1SMcT0021255.2	T265_16264, T265_11089, T265_16340
OG0000323	h1SMcT0014354.1	T265_03097, T265_03095, T265_03109
OG0000324	h1SMcT0017121.1	T265_14121, T265_06759
OG0000325	h1SMcT0000858.1, h1SMcT0000858.2	T265_01773
OG0000326	h1SMcT0001183.1, h1SMcT0001183.2	T265_00641, T265_03157
OG0000327	h1SMcT0002212.1, h1SMcT0002213.1, h1SMcT0002213.2	T265_02347, T265_09489, T265_09958, T265_07526, T265_14620, T265_02671, T265_02673
OG0000328	h1SMcT0000504.1, h1SMcT0000504.2, h1SMcT0000504.3	T265_14757, T265_16117
OG0000329	h1SMcT0022515.1, h1SMcT0022515.2, h1SMcT0011832.1, h1SMcT0011832.2, h1SMcT0017211.1	T265_09935
OG0000332	h1SMcT0001683.3, h1SMcT0001683.2, h1SMcT0001683.1, h1SMcT0017927.1, h1SMcT0021747.1	T265_06732
OG0000333	h1SMcT0015881.1, h1SMcT0015881.2	T265_12002, T265_16355
OG0000334	h1SMcT0001029.1	T265_01786, T265_13083
OG0000335	h1SMcT0018968.1	T265_00217
OG0000336	h1SMcT0022462.2, h1SMcT0022462.1, h1SMcT0022462.3, h1SMcT0023085.2, h1SMcT0023084.1, h1SMcT0023084.2, h1SMcT0023084.3	T265_10908, T265_00993
OG0000337	h1SMcT0020284.2, h1SMcT0020284.1, h1SMcT0020284.3	T265_00559
OG0000340	h1SMcT0013219.1	T265_02762
OG0000341	h1SMcT0007161.1, h1SMcT0016492.1, h1SMcT0000328.1, h1SMcT0022947.1, h1SMcT0022949.1, h1SMcT0022917.1, h1SMcT0022953.1	T265_00227, T265_10507, T265_02670, T265_11860, T265_02303, T265_07144, T265_12151, T265_10850, T265_01497, T265_10851, T265_12148
OG0000342	h1SMcT0000150.1, h1SMcT0013894.1	T265_06197
OG0000342	h1SMcT0005672.1, h1SMcT0006970.1	T265_12666
OG0000342	h1SMcT0021766.1	T265_13614
OG0000343	h1SMcT0003519.3, h1SMcT0003519.1, h1SMcT0003519.2	T265_13980
OG0000344	h1SMcT0004826.1, h1SMcT0004828.1, h1SMcT0004827.1, h1SMcT0004827.2, h1SMcT0004827.3, h1SMcT0004827.4	T265_08425
OG0000345	h1SMcT0020725.1, h1SMcT0012045.1, h1SMcT0012045.12, h1SMcT0012045.11, h1SMcT0012045.6, h1SMcT0012045.9, h1SMcT0012045.16, h1SMcT0012045.10, h1SMcT0012045.15, h1SMcT0012045.13, h1SMcT0012045.3, h1SMcT0012045.5, h1SMcT0012045.2, h1SMcT0012045.8, h1SMcT0012045.14, h1SMcT0012045.4, h1SMcT0012045.7	T265_05949
OG0000346	h1SMcT0009967.1	T265_11581
OG0000346	h1SMcT0021873.1, h1SMcT0011213.1, h1SMcT0011213.2, h1SMcT0011213.3, h1SMcT0011214.1, h1SMcT0015737.3, h1SMcT0015737.1, h1SMcT0015737.2, h1SMcT0015741.4, h1SMcT0015741.5, h1SMcT0015741.6, h1SMcT0015741.2, h1SMcT0015741.7, h1SMcT0015741.3, h1SMcT0015741.1	T265_02834
OG0000347	h1SMcT0006099.1	T265_10741
OG0000349	h1SMcT0010516.1, h1SMcT0010516.2	T265_04375
OG0000350	h1SMcT0011109.1, h1SMcT0011109.2	T265_06604
OG0000351	h1SMcT0006088.1, h1SMcT0006088.2, h1SMcT0006088.3, h1SMcT0006088.4	T265_06873
OG0000352	h1SMcT0005069.2, h1SMcT0005069.3, h1SMcT0005069.1, h1SMcT0005069.4, h1SMcT0005069.5, h1SMcT0005069.6, h1SMcT0013145.1, h1SMcT0013145.3, h1SMcT0013145.2	T265_13524
OG0000353	h1SMcT0013795.1	T265_07437
OG0000354	h1SMcT0021622.2, h1SMcT0021622.1, h1SMcT0021622.3	T265_10467
OG0000355	h1SMcT0009801.1, h1SMcT0011241.1, h1SMcT0011241.2	T265_00276, T265_16001
OG0000357	h1SMcT0008114.1	T265_04749
OG0000360	h1SMcT0011168.1, h1SMcT0011168.2, h1SMcT0011168.3	T265_09152
OG0000361	h1SMcT0003937.1, h1SMcT0003937.2	T265_00382
OG0000362	h1SMcT0006901.1	T265_09349
OG0000365	h1SMcT0008169.2, h1SMcT0008169.8, h1SMcT0008169.3, h1SMcT0008169.6, h1SMcT0008169.1, h1SMcT0008169.4, h1SMcT0008169.7, h1SMcT0008169.5	T265_13943
OG0000366	h1SMcT0003450.1, h1SMcT0003450.2	T265_09296, T265_14802
OG0000369	h1SMcT0006976.1	T265_07721, T265_07722
OG0000370	h1SMcT0011968.1	T265_00271, T265_00274, T265_03617, T265_00269, T265_00272
OG0000371	h1SMcT0000193.6, h1SMcT0000193.7, h1SMcT0000193.5, h1SMcT0000193.2, h1SMcT0000193.4, h1SMcT0000195.3, h1SMcT0000195.1, h1SMcT0000195.2	T265_06459
OG0000372	h1SMcT0007109.1	T265_01134, T265_03329
OG0000373	h1SMcT0018072.1, h1SMcT0018072.2	T265_14558
OG0000374	h1SMcT0003967.1, h1SMcT0003967.2, h1SMcT0003967.3	T265_11863
OG0000375	h1SMcT0006309.1, h1SMcT0006309.2	T265_06672, T265_10946
OG0000376	h1SMcT0010584.1	T265_11878
OG0000378	h1SMcT0015273.2, h1SMcT0015273.1, h1SMcT0015273.3, h1SMcT0010411.6, h1SMcT0010411.1, h1SMcT0010411.4, h1SMcT0010411.5, h1SMcT0010411.8, h1SMcT0010411.7, h1SMcT0010411.3, h1SMcT0010411.2	T265_05203
OG0000380	h1SMcT0014995.1, h1SMcT0014888.1, h1SMcT0014887.1, h1SMcT0014890.1, h1SMcT0014889.1	T265_11613, T265_15157, T265_03707
OG0000381	h1SMcT0021933.1, h1SMcT0021931.1, h1SMcT0021932.1	T265_00434, T265_15881, T265_00435
OG0000382	h1SMcT0002944.1, h1SMcT0016901.1, h1SMcT0007523.6, h1SMcT0007523.1, h1SMcT0007523.3, h1SMcT0007523.2	T265_15685
OG0000382	h1SMcT0020786.1	T265_12879
OG0000384	h1SMcT0002250.1, h1SMcT0002250.2	T265_09198, T265_09197
OG0000385	h1SMcT0015147.1, h1SMcT0010047.1, h1SMcT0010663.1, h1SMcT0010663.2	T265_11602, T265_01125, T265_00615, T265_09794, T265_03945, T265_09072, T265_09329, T265_09330
OG0000386	h1SMcT0018292.1	T265_11583
OG0000387	h1SMcT0018543.1	T265_06420
OG0000388	h1SMcT0015109.8, h1SMcT0015109.10, h1SMcT0015109.3, h1SMcT0015109.14, h1SMcT0015109.5, h1SMcT0015109.12, h1SMcT0015109.2, h1SMcT0015109.7, h1SMcT0015109.4, h1SMcT0015109.6, h1SMcT0015109.9, h1SMcT0015109.1, h1SMcT0015109.13, h1SMcT0015109.11	T265_11998
OG0000389	h1SMcT0010313.1	T265_00782
OG0000390	h1SMcT0018017.1, h1SMcT0018017.2	T265_11108, T265_11109
OG0000391	h1SMcT0007228.1, h1SMcT0007227.1, h1SMcT0007227.2, h1SMcT0007227.3	T265_09227
OG0000392	h1SMcT0009437.4, h1SMcT0009437.5, h1SMcT0009437.1, h1SMcT0009437.3	T265_09094
OG0000392	h1SMcT0006365.2, h1SMcT0006365.3, h1SMcT0006365.4, h1SMcT0006365.1, h1SMcT0006365.5	T265_14483
OG0000394	h1SMcT0009687.1	T265_08783
OG0000395	h1SMcT0012016.3, h1SMcT0012016.1, h1SMcT0012016.2, h1SMcT0012016.4, h1SMcT0012016.5	T265_08193
OG0000396	h1SMcT0022283.1, h1SMcT0022283.3, h1SMcT0022283.2	T265_13488
OG0000397	h1SMcT0011673.4, h1SMcT0011673.1, h1SMcT0011673.3, h1SMcT0011673.2	T265_01775
OG0000398	h1SMcT0001252.2, h1SMcT0022500.1	T265_10761, T265_10760
OG0000401	h1SMcT0015607.5, h1SMcT0015607.2, h1SMcT0015607.6, h1SMcT0015607.4, h1SMcT0015607.1, h1SMcT0015607.3	T265_05655
OG0000405	h1SMcT0005943.1, h1SMcT0005943.2, h1SMcT0001859.3, h1SMcT0001859.1, h1SMcT0001859.2	T265_09724
OG0000406	h1SMcT0021067.2, h1SMcT0021067.4, h1SMcT0021067.7, h1SMcT0021067.1, h1SMcT0021067.3, h1SMcT0021067.8, h1SMcT0021067.6, h1SMcT0021067.5, h1SMcT0021067.9	T265_05341
OG0000407	h1SMcT0011438.1	T265_12731
OG0000409	h1SMcT0020712.1, h1SMcT0020712.2, h1SMcT0020712.3	T265_03788
OG0000410	h1SMcT0002254.1, h1SMcT0011454.2	T265_13515
OG0000412	h1SMcT0008657.1	T265_09842
OG0000413	h1SMcT0013610.1, h1SMcT0009509.1, h1SMcT0009509.2	T265_02540
OG0000414	h1SMcT0005664.1, h1SMcT0011493.1, h1SMcT0011499.1, h1SMcT0011500.1, h1SMcT0011500.2, h1SMcT0011496.1, h1SMcT0011497.1, h1SMcT0011497.2, h1SMcT0011488.1, h1SMcT0011488.2, h1SMcT0011498.1, h1SMcT0011490.1, h1SMcT0011492.1, h1SMcT0011501.1	T265_06878, T265_06876, T265_06877
OG0000415	h1SMcT0002424.1, h1SMcT0002424.2	T265_13626, T265_04888
OG0000416	h1SMcT0020907.1, h1SMcT0011096.1, h1SMcT0013958.1	T265_07350, T265_09488
OG0000417	h1SMcT0021885.1	T265_01300
OG0000419	h1SMcT0006795.1, h1SMcT0008962.1	T265_00950
OG0000420	h1SMcT0008831.1, h1SMcT0014083.1, h1SMcT0017216.1	T265_01216
OG0000421	h1SMcT0018870.1, h1SMcT0018874.1, h1SMcT0018874.2	T265_13603
OG0000422	h1SMcT0001452.1, h1SMcT0001452.2, h1SMcT0001452.3, h1SMcT0001452.4	T265_01327
OG0000425	h1SMcT0001635.1, h1SMcT0001635.2, h1SMcT0001635.3	T265_00752
OG0000426	h1SMcT0007345.1	T265_12440
OG0000427	h1SMcT0018199.1, h1SMcT0018199.2	T265_13396
OG0000429	h1SMcT0006726.4, h1SMcT0006726.1, h1SMcT0006726.2, h1SMcT0006726.3, h1SMcT0018296.1, h1SMcT0018296.2, h1SMcT0006783.1, h1SMcT0006783.3, h1SMcT0006783.2	T265_07901
OG0000429	h1SMcT0007446.1, h1SMcT0007446.2, h1SMcT0007446.3, h1SMcT0007446.4, h1SMcT0013828.1, h1SMcT0013828.2, h1SMcT0004246.1, h1SMcT0004246.2	T265_10847
OG0000430	h1SMcT0004654.1, h1SMcT0004654.2	T265_11497
OG0000431	h1SMcT0013565.1, h1SMcT0013565.2	T265_00379
OG0000435	h1SMcT0001783.2, h1SMcT0001783.1, h1SMcT0001783.3	T265_01204
OG0000436	h1SMcT0014116.1	T265_03713
OG0000437	h1SMcT0005620.1, h1SMcT0005620.2	T265_13806
OG0000438	h1SMcT0011030.2, h1SMcT0011030.1, h1SMcT0011030.3, h1SMcT0011030.4	T265_09760
OG0000439	h1SMcT0015617.1, h1SMcT0022787.2, h1SMcT0015617.2, h1SMcT0015617.3, h1SMcT0022787.1	T265_02427
OG0000441	h1SMcT0008949.1	T265_00253
OG0000441	h1SMcT0010643.1, h1SMcT0022777.3, h1SMcT0022777.1, h1SMcT0022777.2	T265_07836
OG0000442	h1SMcT0006291.1, h1SMcT0012813.1	T265_09824
OG0000444	h1SMcT0010629.1, h1SMcT0010629.2	T265_11552
OG0000445	h1SMcT0010845.2, h1SMcT0010845.1, h1SMcT0010845.3	T265_12793
OG0000447	h1SMcT0018376.1	T265_03299
OG0000448	h1SMcT0002478.1	T265_05426
OG0000449	h1SMcT0001406.1, h1SMcT0001406.2	T265_03361
OG0000450	h1SMcT0007392.5	T265_11348, T265_01101
OG0000451	h1SMcT0022634.1	T265_05748
OG0000452	h1SMcT0011541.1, h1SMcT0011503.1, h1SMcT0011503.3, h1SMcT0011503.2	T265_09821
OG0000453	h1SMcT0016798.1	T265_06719
OG0000454	h1SMcT0014136.1, h1SMcT0003146.1, h1SMcT0003146.2	T265_12900, T265_02660
OG0000455	h1SMcT0015219.1	T265_13543
OG0000456	h1SMcT0019434.2, h1SMcT0019434.4, h1SMcT0019434.5, h1SMcT0019434.1, h1SMcT0019434.3	T265_00028
OG0000457	h1SMcT0014197.1, h1SMcT0014197.2, h1SMcT0014197.3, h1SMcT0014197.4	T265_06520
OG0000458	h1SMcT0018395.1	T265_14731
OG0000459	h1SMcT0005845.1	T265_12673
OG0000460	h1SMcT0022335.1, h1SMcT0022335.2	T265_02175, T265_02173
OG0000465	h1SMcT0014443.1, h1SMcT0014443.2	T265_12004, T265_15852
OG0000466	h1SMcT0003950.1, h1SMcT0003950.2, h1SMcT0003950.3	T265_00717, T265_09088
OG0000467	h1SMcT0001827.1, h1SMcT0021709.1, h1SMcT0021709.2	T265_06392, T265_14024, T265_15837
OG0000468	h1SMcT0019187.1, h1SMcT0019191.4, h1SMcT0019191.3, h1SMcT0019191.6, h1SMcT0019191.2, h1SMcT0019191.5, h1SMcT0019191.1	T265_13212
OG0000469	h1SMcT0010305.1, h1SMcT0010305.2	T265_06265
OG0000470	h1SMcT0017452.1	T265_02354
OG0000471	h1SMcT0012604.4, h1SMcT0012604.3, h1SMcT0012604.1, h1SMcT0012604.2	T265_04176
OG0000472	h1SMcT0016465.1, h1SMcT0016626.1, h1SMcT0007076.1, h1SMcT0019680.1	T265_08287, T265_14526, T265_08288
OG0000473	h1SMcT0021306.1, h1SMcT0021311.1, h1SMcT0021311.2, h1SMcT0021311.3	T265_09380
OG0000474	h1SMcT0018371.1, h1SMcT0018371.2, h1SMcT0003296.1, h1SMcT0014656.1	T265_02290
OG0000474	h1SMcT0016260.1	T265_12460
OG0000475	h1SMcT0005588.1	T265_14673
OG0000476	h1SMcT0020933.1	T265_07244
OG0000477	h1SMcT0011098.1, h1SMcT0011098.2	T265_01343
OG0000478	h1SMcT0004046.1, h1SMcT0004046.2	T265_09689
OG0000479	h1SMcT0022220.1, h1SMcT0022220.2	T265_11380
OG0000480	h1SMcT0004755.1	T265_00389, T265_13589, T265_12846, T265_01772, T265_01033, T265_11693, T265_01859, T265_07661, T265_10676, T265_03719, T265_08374, T265_04371, T265_02027, T265_11038, T265_06133, T265_09446, T265_08269, T265_15662, T265_11568, T265_08423, T265_12491, T265_15632, T265_04892, T265_02994, T265_13852, T265_01186, T265_13974, T265_12776, T265_05455, T265_09979, T265_00308, T265_04912, T265_05271, T265_00689, T265_08138, T265_05417, T265_10575, T265_14180, T265_01804, T265_00016, T265_09320, T265_09509, T265_04945, T265_00925, T265_02510, T265_10253, T265_03397
OG0000481	h1SMcT0008668.4, h1SMcT0008668.5, h1SMcT0008694.1, h1SMcT0008695.1, h1SMcT0008680.1	T265_00530
OG0000482	h1SMcT0012726.1, h1SMcT0012726.2, h1SMcT0009023.1, h1SMcT0021555.3, h1SMcT0021555.4, h1SMcT0021555.5, h1SMcT0021555.1, h1SMcT0021555.2	T265_12690
OG0000485	h1SMcT0000920.1	T265_13168
OG0000490	h1SMcT0020692.2, h1SMcT0020692.1, h1SMcT0020692.3	T265_01437, T265_16063
OG0000491	h1SMcT0002779.1	T265_14314
OG0000493	h1SMcT0000709.3, h1SMcT0000709.2, h1SMcT0000709.1, h1SMcT0000709.4	T265_10148, T265_15065, T265_15064
OG0000493	h1SMcT0020675.1, h1SMcT0020674.1, h1SMcT0000076.1	T265_15185, T265_10559
OG0000494	h1SMcT0008696.1	T265_10046
OG0000495	h1SMcT0009099.10, h1SMcT0009099.2, h1SMcT0009099.6, h1SMcT0009099.3, h1SMcT0009099.5, h1SMcT0009099.1, h1SMcT0009099.8, h1SMcT0009099.4, h1SMcT0009099.7, h1SMcT0009099.9	T265_15686
OG0000496	h1SMcT0021715.1, h1SMcT0021715.2, h1SMcT0021715.3	T265_07584
OG0000497	h1SMcT0003775.1	T265_07772
OG0000498	h1SMcT0013787.1	T265_01092, T265_01093
OG0000498	h1SMcT0017838.1, h1SMcT0017838.2, h1SMcT0017837.6, h1SMcT0017837.5, h1SMcT0017837.7, h1SMcT0017837.2, h1SMcT0017837.1, h1SMcT0017837.3, h1SMcT0017837.4	T265_12902
OG0000499	h1SMcT0006984.1	T265_12977
OG0000501	h1SMcT0018760.1, h1SMcT0018760.2	T265_13462
OG0000502	h1SMcT0010118.2, h1SMcT0002252.1, h1SMcT0002252.4, h1SMcT0002252.2, h1SMcT0002252.3	T265_07436, T265_06036
OG0000503	h1SMcT0002919.1, h1SMcT0002919.2, h1SMcT0002924.1, h1SMcT0002924.2	T265_11949
OG0000504	h1SMcT0019787.1	T265_03966
OG0000505	h1SMcT0004914.1	T265_12584
OG0000508	h1SMcT0011172.1, h1SMcT0011172.2	T265_10226, T265_16175
OG0000509	h1SMcT0015058.1, h1SMcT0019753.1, h1SMcT0019753.2, h1SMcT0019753.3	T265_06851, T265_06853, T265_06854, T265_14152
OG0000510	h1SMcT0001161.4, h1SMcT0001161.5	T265_03984, T265_03985, T265_13373
OG0000512	h1SMcT0012909.1	T265_12454
OG0000514	h1SMcT0021411.1, h1SMcT0021411.2, h1SMcT0021411.3, h1SMcT0021411.4, h1SMcT0021411.5, h1SMcT0021411.6	T265_01214, T265_01215
OG0000515	h1SMcT0007870.1	T265_00984, T265_00985
OG0000516	h1SMcT0022229.1, h1SMcT0022229.2	T265_03354
OG0000517	h1SMcT0011032.1	T265_01106
OG0000521	h1SMcT0003945.1, h1SMcT0003945.2, h1SMcT0003945.3	T265_12415
OG0000522	h1SMcT0011331.1, h1SMcT0011331.2	T265_04037
OG0000523	h1SMcT0012736.1, h1SMcT0012736.2	T265_07660
OG0000524	h1SMcT0004038.1	T265_07885
OG0000525	h1SMcT0008063.1, h1SMcT0008063.2, h1SMcT0007883.1, h1SMcT0021492.1	T265_05091
OG0000526	h1SMcT0011925.1	T265_02282, T265_12113
OG0000527	h1SMcT0022639.4	T265_03411
OG0000529	h1SMcT0006586.1	T265_09182, T265_03656, T265_07511
OG0000530	h1SMcT0007987.1, h1SMcT0007987.2, h1SMcT0012665.1, h1SMcT0012665.2	T265_09699
OG0000531	h1SMcT0018210.3, h1SMcT0018210.1, h1SMcT0018210.2	T265_14416, T265_14417
OG0000532	h1SMcT0009724.1, h1SMcT0009724.2	T265_00995, T265_06267
OG0000534	h1SMcT0010650.1, h1SMcT0018835.1	T265_09156
OG0000535	h1SMcT0019644.1, h1SMcT0019644.3, h1SMcT0019644.2, h1SMcT0019644.4	T265_13029, T265_02526, T265_16334
OG0000536	h1SMcT0014219.1, h1SMcT0014219.2	T265_04792
OG0000537	h1SMcT0006697.1	T265_03566
OG0000539	h1SMcT0004811.1, h1SMcT0004811.4, h1SMcT0004811.3	T265_02944
OG0000540	h1SMcT0021535.1	T265_06424
OG0000542	h1SMcT0000922.1, h1SMcT0015103.1, h1SMcT0004310.1, h1SMcT0011864.1, h1SMcT0011864.2, h1SMcT0011864.3, h1SMcT0014503.1, h1SMcT0014503.2	T265_10499
OG0000544	h1SMcT0006842.1	T265_14759
OG0000545	h1SMcT0002590.1, h1SMcT0008951.3, h1SMcT0008951.1, h1SMcT0008951.2	T265_01309
OG0000545	h1SMcT0006299.1	T265_13998
OG0000546	h1SMcT0006604.1, h1SMcT0006760.1	T265_14392
OG0000547	h1SMcT0008304.1	T265_07333
OG0000549	h1SMcT0012580.1, h1SMcT0005514.1, h1SMcT0005514.2	T265_14374, T265_06649, T265_14373, T265_03050, T265_07757
OG0000550	h1SMcT0015594.1	T265_09507, T265_14868
OG0000551	h1SMcT0001218.1, h1SMcT0009165.1, h1SMcT0009165.2, h1SMcT0014269.1, h1SMcT0014269.3, h1SMcT0014269.2, h1SMcT0016296.1, h1SMcT0016296.2	T265_05708, T265_12418
OG0000551	h1SMcT0011167.1, h1SMcT0011741.1	T265_09780
OG0000551	h1SMcT0005750.1	T265_05015
OG0000552	h1SMcT0021184.1	T265_02926, T265_04606
OG0000552	h1SMcT0012094.1, h1SMcT0012094.2	T265_05767
OG0000553	h1SMcT0019029.2, h1SMcT0019029.1, h1SMcT0019029.3, h1SMcT0019029.4, h1SMcT0004255.2, h1SMcT0004255.1, h1SMcT0004255.11, h1SMcT0004255.3, h1SMcT0004255.4, h1SMcT0004255.6, h1SMcT0004255.7, h1SMcT0004255.8, h1SMcT0004255.9, h1SMcT0004255.10, h1SMcT0004255.12, h1SMcT0004255.5	T265_05228, T265_05227
OG0000554	h1SMcT0003715.1, h1SMcT0003715.2	T265_06137
OG0000555	h1SMcT0005491.1, h1SMcT0021937.1, h1SMcT0021938.1, h1SMcT0021940.1, h1SMcT0013846.1, h1SMcT0013846.2	T265_04699, T265_04748, T265_04698
