Orthogroup	schmidtea_mediterranea	schistosoma_haematobium
OG0000094	h1SMcT0012585.1, h1SMcT0012585.2, h1SMcT0012585.3, h1SMcT0012585.4	SHAE2_10350.10, SHAE2_10350.4, SHAE2_10350.5, SHAE2_10350.9, SHAE2_10350.2, SHAE2_10350.7, SHAE2_10350.14, SHAE2_10350.12, SHAE2_10350.15, SHAE2_10350.17, SHAE2_10350.13, SHAE2_10350.16, SHAE2_10350.18, SHAE2_10350.19, SHAE2_10350.20, SHAE2_10350.21, SHAE2_10350.1, SHAE2_10350.8, SHAE2_10350.3, SHAE2_10350.6, SHAE2_10350.11
OG0000095	h1SMcT0021838.1, h1SMcT0021838.2, h1SMcT0011469.2, h1SMcT0011469.1, h1SMcT0011469.3	SHAE2_65580.5, SHAE2_65580.4, SHAE2_65580.1, SHAE2_65580.2, SHAE2_65580.3, SHAE2_65580.7, SHAE2_65580.8, SHAE2_65580.6, SHAE2_65580.9, SHAE2_65580.11, SHAE2_65580.10
OG0000096	h1SMcT0000023.4, h1SMcT0011453.2, h1SMcT0011453.4, h1SMcT0011453.3, h1SMcT0011453.1	SHAE2_38140.1
OG0000097	h1SMcT0003774.1, h1SMcT0003774.2	SHAE2_7500.13, SHAE2_7500.31, SHAE2_7500.19, SHAE2_7500.6, SHAE2_7500.28, SHAE2_7500.2, SHAE2_7500.17, SHAE2_7500.21, SHAE2_7500.25, SHAE2_7500.26, SHAE2_7500.29, SHAE2_7500.3, SHAE2_7500.8, SHAE2_7500.10, SHAE2_7500.23, SHAE2_7500.5, SHAE2_7500.9, SHAE2_7500.20, SHAE2_7500.11, SHAE2_7500.4, SHAE2_7500.12, SHAE2_7500.14, SHAE2_7500.15, SHAE2_7500.16, SHAE2_7500.18, SHAE2_7500.22, SHAE2_7500.7, SHAE2_7500.1, SHAE2_7500.24, SHAE2_7500.30, SHAE2_7500.27
OG0000098	h1SMcT0007496.1, h1SMcT0005587.1, h1SMcT0015817.1, h1SMcT0019234.1	SHAE2_44010.1, SHAE2_44020.1, SHAE2_44010.2, SHAE2_99810.1, SHAE2_44010.3
OG0000098	h1SMcT0011165.1, h1SMcT0011165.2, h1SMcT0011350.1, h1SMcT0006787.1, h1SMcT0006787.6, h1SMcT0006787.2	SHAE2_71040.5, SHAE2_71040.4, SHAE2_71040.1, SHAE2_71040.2, SHAE2_71040.6, SHAE2_71040.7, SHAE2_71040.3
OG0000099	h1SMcT0013445.1, h1SMcT0008305.1	SHAE2_72020.3, SHAE2_72020.2, SHAE2_72020.1, SHAE2_72020.4, SHAE2_72020.5
OG0000099	h1SMcT0010163.1, h1SMcT0020690.1, h1SMcT0020690.2	SHAE2_76260.1
OG0000102	h1SMcT0005449.1, h1SMcT0005449.3, h1SMcT0005449.8, h1SMcT0005449.6, h1SMcT0005449.9, h1SMcT0005449.10, h1SMcT0005449.4, h1SMcT0005449.14, h1SMcT0005449.5, h1SMcT0005449.13, h1SMcT0005449.2, h1SMcT0005449.12, h1SMcT0005449.15, h1SMcT0005449.11, h1SMcT0005449.7	SHAE2_6460.1, SHAE2_6460.4, SHAE2_6460.5, SHAE2_6460.6, SHAE2_6460.2, SHAE2_6460.3, SHAE2_62580.6, SHAE2_62580.7, SHAE2_62580.2, SHAE2_62580.1, SHAE2_62580.4, SHAE2_62580.3, SHAE2_62580.5
OG0000104	h1SMcT0000528.1, h1SMcT0000528.2	SHAE2_6650.1, SHAE2_6650.15, SHAE2_6650.4, SHAE2_6650.7, SHAE2_6650.11, SHAE2_6650.14, SHAE2_6650.5, SHAE2_6650.9, SHAE2_6650.8, SHAE2_6650.17, SHAE2_6650.13, SHAE2_6650.16, SHAE2_6650.2, SHAE2_6650.3, SHAE2_6650.10, SHAE2_6650.12, SHAE2_6650.6
OG0000105	h1SMcT0022377.1	SHAE2_8290.24, SHAE2_8290.25, SHAE2_8290.17, SHAE2_8290.22, SHAE2_8290.18, SHAE2_8290.21, SHAE2_8290.10, SHAE2_8290.12, SHAE2_8290.20, SHAE2_8290.23, SHAE2_8290.13, SHAE2_8290.11, SHAE2_8290.15, SHAE2_8290.1, SHAE2_8290.4, SHAE2_8290.5, SHAE2_8290.6, SHAE2_8290.7, SHAE2_8290.16, SHAE2_8290.19, SHAE2_8290.2, SHAE2_8290.3, SHAE2_8290.14, SHAE2_8290.9, SHAE2_8290.8
OG0000108	h1SMcT0014301.3, h1SMcT0014301.4, h1SMcT0014301.5, h1SMcT0020891.1, h1SMcT0011666.3, h1SMcT0011666.1, h1SMcT0011666.2	SHAE2_10210.8, SHAE2_10210.10, SHAE2_10210.4, SHAE2_10210.3, SHAE2_10210.5, SHAE2_10210.11, SHAE2_10210.13, SHAE2_10210.14, SHAE2_10210.15, SHAE2_10210.16, SHAE2_10210.17, SHAE2_10210.2, SHAE2_10210.9, SHAE2_10210.1, SHAE2_10210.12, SHAE2_10210.7, SHAE2_10210.6
OG0000110	h1SMcT0005911.1, h1SMcT0005911.2, h1SMcT0005912.1, h1SMcT0005912.2, h1SMcT0005912.3	SHAE2_32170.1, SHAE2_32120.2, SHAE2_32120.1, SHAE2_32180.2, SHAE2_32180.1, SHAE2_32190.2, SHAE2_32190.1
OG0000111	h1SMcT0017964.1, h1SMcT0017964.3, h1SMcT0017964.2	SHAE2_44090.1
OG0000111	h1SMcT0016216.1	SHAE2_55270.1
OG0000116	h1SMcT0000626.1, h1SMcT0000626.2	SHAE2_53390.1
OG0000119	h1SMcT0002719.1, h1SMcT0002719.5	SHAE2_100860.3, SHAE2_100860.1, SHAE2_100860.10, SHAE2_100860.11, SHAE2_100860.5, SHAE2_100860.8, SHAE2_100860.4, SHAE2_100860.7, SHAE2_100860.6, SHAE2_100860.9, SHAE2_100850.1, SHAE2_100860.2
OG0000123	h1SMcT0019857.6, h1SMcT0019857.1, h1SMcT0019857.2, h1SMcT0019857.4, h1SMcT0019857.3, h1SMcT0019857.7, h1SMcT0019857.8, h1SMcT0019857.5, h1SMcT0019857.9	SHAE2_83000.7, SHAE2_83000.10, SHAE2_83000.12, SHAE2_83000.6, SHAE2_83000.11, SHAE2_83000.13, SHAE2_83000.9, SHAE2_83000.8, SHAE2_83000.5, SHAE2_83000.2, SHAE2_83000.4, SHAE2_83000.1, SHAE2_83000.3
OG0000125	h1SMcT0011948.1, h1SMcT0011948.2, h1SMcT0011948.3, h1SMcT0011948.5, h1SMcT0011948.4	SHAE2_1680.1, SHAE2_1680.5, SHAE2_1680.3, SHAE2_1680.6, SHAE2_1680.4, SHAE2_1680.2
OG0000126	h1SMcT0004819.1, h1SMcT0004819.2, h1SMcT0017022.1, h1SMcT0017022.2	SHAE2_75190.2, SHAE2_75190.4, SHAE2_75190.1, SHAE2_75190.5, SHAE2_75190.3
OG0000127	h1SMcT0019776.1, h1SMcT0019776.2	SHAE2_24780.2, SHAE2_24780.3, SHAE2_24780.4, SHAE2_24780.5, SHAE2_24780.6, SHAE2_24780.8, SHAE2_24780.7, SHAE2_24780.1
OG0000128	h1SMcT0019778.1, h1SMcT0019778.2	SHAE2_45860.5, SHAE2_45860.12, SHAE2_45860.1, SHAE2_45860.10, SHAE2_45860.11, SHAE2_45860.2, SHAE2_45860.4, SHAE2_45860.6, SHAE2_45860.7, SHAE2_45860.8, SHAE2_45860.9, SHAE2_45860.13, SHAE2_45860.3
OG0000129	h1SMcT0011909.1, h1SMcT0011909.2, h1SMcT0011909.3, h1SMcT0011909.4	SHAE2_34590.1, SHAE2_34590.3, SHAE2_34590.4, SHAE2_34590.5, SHAE2_34590.2, SHAE2_34590.7, SHAE2_34590.11, SHAE2_34590.12, SHAE2_34590.6, SHAE2_34590.8, SHAE2_34590.9, SHAE2_34590.13, SHAE2_34590.10, SHAE2_34590.14
OG0000130	h1SMcT0009248.1	SHAE2_86450.10, SHAE2_86450.11, SHAE2_86450.12, SHAE2_86450.3, SHAE2_86450.4, SHAE2_86450.6, SHAE2_86450.1, SHAE2_86450.2, SHAE2_86450.5, SHAE2_86450.7, SHAE2_86450.8, SHAE2_86450.9, SHAE2_86450.13, SHAE2_86450.14
OG0000132	h1SMcT0018387.2, h1SMcT0018387.3, h1SMcT0018387.1, h1SMcT0018387.4, h1SMcT0021597.2, h1SMcT0021597.4, h1SMcT0021597.3, h1SMcT0021597.1	SHAE2_38370.7, SHAE2_38370.6, SHAE2_38370.9, SHAE2_38370.1, SHAE2_38370.3, SHAE2_38370.2, SHAE2_38370.4, SHAE2_38370.5, SHAE2_38370.8
OG0000133	h1SMcT0003610.3, h1SMcT0003610.1, h1SMcT0003610.2	SHAE2_33900.1
OG0000134	h1SMcT0006437.1, h1SMcT0006437.2, h1SMcT0006437.3	SHAE2_23000.1
OG0000135	h1SMcT0016982.1, h1SMcT0016982.5, h1SMcT0016982.6, h1SMcT0016982.3, h1SMcT0016982.2, h1SMcT0016982.4, h1SMcT0009230.3, h1SMcT0009230.4, h1SMcT0009230.2, h1SMcT0009230.1	SHAE2_15200.15, SHAE2_15200.17, SHAE2_15200.18, SHAE2_15200.13, SHAE2_15200.14, SHAE2_15200.16, SHAE2_15200.9, SHAE2_15200.11, SHAE2_15200.19, SHAE2_15200.4, SHAE2_15200.6, SHAE2_15200.1, SHAE2_15200.7, SHAE2_15200.3, SHAE2_15200.10, SHAE2_15200.8, SHAE2_15200.5, SHAE2_15200.12, SHAE2_15200.2, SHAE2_15200.20
OG0000136	h1SMcT0000155.1	SHAE2_7940.3, SHAE2_7940.2, SHAE2_7940.4, SHAE2_7940.1, SHAE2_7950.1, SHAE2_7940.5, SHAE2_7940.6
OG0000137	h1SMcT0023090.1	SHAE2_44950.1, SHAE2_44960.1, SHAE2_44900.1, SHAE2_44930.1, SHAE2_44940.1, SHAE2_44920.1, SHAE2_44910.1
OG0000138	h1SMcT0020322.1	SHAE2_92880.2, SHAE2_92880.4, SHAE2_92880.1, SHAE2_92880.3
OG0000138	h1SMcT0012517.1, h1SMcT0003884.5, h1SMcT0003884.11, h1SMcT0003884.12, h1SMcT0003884.4, h1SMcT0003884.7, h1SMcT0003884.10, h1SMcT0003884.6, h1SMcT0003884.8, h1SMcT0003884.1, h1SMcT0003884.9, h1SMcT0003884.2, h1SMcT0003884.13, h1SMcT0003884.3	SHAE2_47900.1, SHAE2_47900.3, SHAE2_47900.4, SHAE2_47900.6, SHAE2_47900.2, SHAE2_47900.5
OG0000139	h1SMcT0002285.1	SHAE2_4510.6, SHAE2_4510.1, SHAE2_4510.11, SHAE2_4510.14, SHAE2_4510.9, SHAE2_4510.13, SHAE2_4510.4, SHAE2_4510.8, SHAE2_4510.16, SHAE2_4510.5, SHAE2_4510.7, SHAE2_4510.12, SHAE2_4510.15, SHAE2_4510.19, SHAE2_4510.18, SHAE2_4510.17, SHAE2_4510.10, SHAE2_4510.2, SHAE2_4510.3
OG0000140	h1SMcT0010178.1, h1SMcT0010178.3, h1SMcT0010178.2, h1SMcT0010489.1, h1SMcT0018139.18	SHAE2_80600.1
OG0000142	h1SMcT0003538.1, h1SMcT0003538.2, h1SMcT0003539.1, h1SMcT0003540.1	SHAE2_23120.1, SHAE2_23110.1, SHAE2_23100.1, SHAE2_23080.1, SHAE2_23090.1
OG0000144	h1SMcT0012404.1	SHAE2_57890.1
OG0000144	h1SMcT0013799.1, h1SMcT0013799.2, h1SMcT0003030.1, h1SMcT0003031.1, h1SMcT0003041.1	SHAE2_29880.1, SHAE2_29880.2, SHAE2_60440.1, SHAE2_60440.2
OG0000145	h1SMcT0013665.1	SHAE2_36160.4, SHAE2_36160.16, SHAE2_36160.21, SHAE2_36160.13, SHAE2_36160.6, SHAE2_36160.9, SHAE2_36160.7, SHAE2_36160.15, SHAE2_36160.8, SHAE2_36160.12, SHAE2_36160.10, SHAE2_36160.14, SHAE2_36160.18, SHAE2_36160.20, SHAE2_36160.1, SHAE2_36160.19, SHAE2_36160.3, SHAE2_36160.17, SHAE2_36160.11, SHAE2_36160.2, SHAE2_36160.5
OG0000146	h1SMcT0006897.1, h1SMcT0006897.2	SHAE2_96840.1
OG0000146	h1SMcT0006790.1, h1SMcT0019090.1, h1SMcT0014811.1, h1SMcT0020845.1	SHAE2_60150.1
OG0000146	h1SMcT0021690.2	SHAE2_31390.1, SHAE2_50500.1, SHAE2_50500.2
OG0000147	h1SMcT0011597.1	SHAE2_38990.14, SHAE2_38990.5, SHAE2_38990.1, SHAE2_38990.10, SHAE2_38990.11, SHAE2_38990.13, SHAE2_38990.3, SHAE2_38990.4, SHAE2_38990.6, SHAE2_38990.7, SHAE2_38990.8, SHAE2_38990.9, SHAE2_38990.16, SHAE2_38990.2, SHAE2_38990.12, SHAE2_38990.15
OG0000149	h1SMcT0005461.1, h1SMcT0005461.2	SHAE2_57080.10, SHAE2_57080.3, SHAE2_57080.11, SHAE2_57080.4, SHAE2_57080.5, SHAE2_57080.2, SHAE2_57080.1, SHAE2_57080.7, SHAE2_57080.8, SHAE2_57080.9, SHAE2_57080.6
OG0000151	h1SMcT0006201.1	SHAE2_67740.7, SHAE2_67740.14, SHAE2_67740.1, SHAE2_67740.11, SHAE2_67740.15, SHAE2_67740.2, SHAE2_67740.5, SHAE2_67740.9, SHAE2_67740.12, SHAE2_67740.3, SHAE2_67740.4, SHAE2_67740.8, SHAE2_67740.10, SHAE2_67740.16, SHAE2_67740.13, SHAE2_67740.17, SHAE2_67740.6
OG0000152	h1SMcT0001548.1	SHAE2_13070.1, SHAE2_12920.2, SHAE2_12920.6, SHAE2_12920.7, SHAE2_12920.11, SHAE2_12920.1, SHAE2_12920.10, SHAE2_12920.12, SHAE2_12920.4, SHAE2_12920.5, SHAE2_12920.9, SHAE2_12920.13, SHAE2_12920.3, SHAE2_12920.8
OG0000153	h1SMcT0022006.1, h1SMcT0020307.1, h1SMcT0020306.1, h1SMcT0020306.2, h1SMcT0020303.1, h1SMcT0020304.1, h1SMcT0020305.1	SHAE2_53320.1, SHAE2_54050.1, SHAE2_54060.1, SHAE2_54070.1, SHAE2_54000.1
OG0000154	h1SMcT0021968.1, h1SMcT0021968.8, h1SMcT0021968.2, h1SMcT0021968.4, h1SMcT0021968.5, h1SMcT0021968.7, h1SMcT0021968.3, h1SMcT0021968.6	SHAE2_20620.1, SHAE2_20620.2, SHAE2_20620.3, SHAE2_20620.4, SHAE2_20620.5
OG0000155	h1SMcT0001030.1	SHAE2_39910.9, SHAE2_39910.10, SHAE2_39910.2, SHAE2_39910.4, SHAE2_39910.5, SHAE2_39910.3, SHAE2_39910.6, SHAE2_39910.15, SHAE2_39910.14, SHAE2_39910.1, SHAE2_39910.13, SHAE2_39910.11, SHAE2_39910.12, SHAE2_39910.17, SHAE2_39910.18, SHAE2_39910.8, SHAE2_39910.16, SHAE2_39910.7
OG0000156	h1SMcT0017161.2, h1SMcT0002712.1	SHAE2_23360.3, SHAE2_23360.1, SHAE2_23360.4, SHAE2_23360.2, SHAE2_23360.5, SHAE2_23370.1, SHAE2_23370.2, SHAE2_23370.4, SHAE2_23370.3
OG0000157	h1SMcT0018006.1, h1SMcT0018092.1, h1SMcT0018092.2, h1SMcT0005006.1, h1SMcT0005006.2	SHAE2_65870.1
OG0000157	h1SMcT0001155.1, h1SMcT0001155.2, h1SMcT0016076.1, h1SMcT0020455.1	SHAE2_46770.1
OG0000157	h1SMcT0013969.1, h1SMcT0013969.2	SHAE2_99740.3, SHAE2_99740.4, SHAE2_99740.5, SHAE2_99740.1, SHAE2_99740.2
OG0000158	h1SMcT0021962.1, h1SMcT0021962.2, h1SMcT0021962.3, h1SMcT0021962.14, h1SMcT0021962.13, h1SMcT0021962.17, h1SMcT0021962.6, h1SMcT0021962.11, h1SMcT0021962.12, h1SMcT0021962.15, h1SMcT0021962.16, h1SMcT0021962.4, h1SMcT0021962.5, h1SMcT0021962.7, h1SMcT0021962.8, h1SMcT0021962.9, h1SMcT0021962.10	SHAE2_6040.1, SHAE2_6040.2
OG0000159	h1SMcT0014227.1, h1SMcT0014227.2	SHAE2_66340.7, SHAE2_66340.3, SHAE2_66340.5, SHAE2_66340.6, SHAE2_66340.1, SHAE2_66340.2, SHAE2_66340.4, SHAE2_66340.8, SHAE2_66340.9
OG0000161	h1SMcT0012867.1	SHAE2_37560.3, SHAE2_37560.4, SHAE2_37560.5, SHAE2_37560.6, SHAE2_37560.1, SHAE2_37560.2
OG0000164	h1SMcT0014759.1	SHAE2_65420.1
OG0000164	h1SMcT0021090.1	SHAE2_58900.1
OG0000164	h1SMcT0015612.1, h1SMcT0015612.2, h1SMcT0005445.1	SHAE2_32610.1
OG0000165	h1SMcT0018166.5	SHAE2_69840.4, SHAE2_69840.10, SHAE2_69840.14, SHAE2_69840.15, SHAE2_69840.7, SHAE2_69840.3, SHAE2_69840.1, SHAE2_69840.2, SHAE2_69840.16, SHAE2_69840.11, SHAE2_69840.17, SHAE2_69840.18, SHAE2_69840.19, SHAE2_69840.12, SHAE2_69840.13, SHAE2_69840.8, SHAE2_69840.9, SHAE2_69840.6, SHAE2_69840.5
OG0000167	h1SMcT0022585.6, h1SMcT0022585.1, h1SMcT0022585.3, h1SMcT0022585.2, h1SMcT0022585.5, h1SMcT0022585.4	SHAE2_79430.1, SHAE2_79430.3, SHAE2_79430.5, SHAE2_79430.2, SHAE2_79430.4, SHAE2_79430.6
OG0000172	h1SMcT0021603.1, h1SMcT0021603.2, h1SMcT0021603.3	SHAE2_21040.1, SHAE2_21040.2, SHAE2_21040.7, SHAE2_21040.3, SHAE2_21040.4, SHAE2_21040.5, SHAE2_21040.6, SHAE2_21040.8
OG0000173	h1SMcT0003247.2, h1SMcT0003247.3, h1SMcT0003247.1, h1SMcT0003247.4, h1SMcT0003247.5	SHAE2_86890.6, SHAE2_86890.4, SHAE2_86890.2, SHAE2_86890.10, SHAE2_86890.8, SHAE2_86890.1, SHAE2_86890.12, SHAE2_86890.9, SHAE2_86890.11, SHAE2_86890.3, SHAE2_86890.5, SHAE2_86890.7
OG0000175	h1SMcT0007906.1, h1SMcT0018636.1, h1SMcT0020881.1, h1SMcT0002497.1, h1SMcT0019151.1	SHAE2_44160.1, SHAE2_44150.1, SHAE2_44140.1, SHAE2_44130.1, SHAE2_44130.2
OG0000177	h1SMcT0004379.1, h1SMcT0004379.9, h1SMcT0004379.10, h1SMcT0004379.5, h1SMcT0004379.4, h1SMcT0004379.2, h1SMcT0004379.8, h1SMcT0004379.3, h1SMcT0004379.7, h1SMcT0004379.6	SHAE2_62680.1, SHAE2_62680.2, SHAE2_62680.3
OG0000179	h1SMcT0009705.1, h1SMcT0009705.3, h1SMcT0009705.2, h1SMcT0009705.4	SHAE2_59420.1, SHAE2_59420.2, SHAE2_59420.3, SHAE2_59420.4, SHAE2_59420.5, SHAE2_59430.4, SHAE2_59430.1, SHAE2_59430.2, SHAE2_59430.3, SHAE2_59430.5
OG0000180	h1SMcT0016760.1, h1SMcT0016760.2	SHAE2_85140.1, SHAE2_85140.2, SHAE2_85130.1, SHAE2_85120.1, SHAE2_85110.1, SHAE2_85150.1
OG0000182	h1SMcT0000076.3, h1SMcT0000076.2, h1SMcT0000076.4	SHAE2_61740.1
OG0000182	h1SMcT0000188.1, h1SMcT0000194.1, h1SMcT0000194.2	SHAE2_31160.1
OG0000184	h1SMcT0015425.1, h1SMcT0015431.1	SHAE2_53110.1, SHAE2_53110.2, SHAE2_53120.1, SHAE2_53120.2
OG0000186	h1SMcT0015722.1, h1SMcT0013906.1, h1SMcT0013910.1	SHAE2_76580.6, SHAE2_76580.14, SHAE2_76580.11, SHAE2_76580.15, SHAE2_76580.16, SHAE2_76580.5, SHAE2_76580.8, SHAE2_76580.1, SHAE2_76580.2, SHAE2_76580.3, SHAE2_76580.4, SHAE2_76580.7, SHAE2_76580.9, SHAE2_76580.12, SHAE2_76580.13, SHAE2_76580.10
OG0000187	h1SMcT0002580.8, h1SMcT0002580.4, h1SMcT0002580.5, h1SMcT0002580.7, h1SMcT0002580.1, h1SMcT0002580.6, h1SMcT0002580.9, h1SMcT0002580.3, h1SMcT0002580.2, h1SMcT0009621.1, h1SMcT0009621.3, h1SMcT0009621.2	SHAE2_55640.11, SHAE2_55640.12, SHAE2_55640.9, SHAE2_55640.4, SHAE2_55640.6, SHAE2_55640.2, SHAE2_55640.5, SHAE2_55640.3, SHAE2_55640.7, SHAE2_55640.10, SHAE2_55640.8, SHAE2_55640.1
OG0000190	h1SMcT0007247.1	SHAE2_55040.2, SHAE2_55040.3, SHAE2_55040.1, SHAE2_55040.4, SHAE2_55040.6, SHAE2_55040.5
OG0000192	h1SMcT0015806.1	SHAE2_67180.1
OG0000193	h1SMcT0000127.2, h1SMcT0000127.1, h1SMcT0000127.4	SHAE2_61960.1, SHAE2_61950.3, SHAE2_61950.4, SHAE2_61950.5, SHAE2_61950.6, SHAE2_61950.1, SHAE2_61950.2
OG0000194	h1SMcT0008145.3, h1SMcT0008145.1, h1SMcT0008145.2	SHAE2_79370.4, SHAE2_79370.17, SHAE2_79370.10, SHAE2_79370.16, SHAE2_79370.2, SHAE2_79370.5, SHAE2_79370.6, SHAE2_79370.7, SHAE2_79370.13, SHAE2_79370.3, SHAE2_79370.9, SHAE2_79370.11, SHAE2_79370.8, SHAE2_79370.14, SHAE2_79370.1, SHAE2_79370.12, SHAE2_79370.15
OG0000195	h1SMcT0000620.1, h1SMcT0000620.2, h1SMcT0000620.3	SHAE2_51890.3, SHAE2_51890.7, SHAE2_51890.1, SHAE2_51890.5, SHAE2_51890.10, SHAE2_51890.11, SHAE2_51890.9, SHAE2_51890.6, SHAE2_51890.8, SHAE2_51890.4, SHAE2_51890.2
OG0000196	h1SMcT0011061.1, h1SMcT0021737.1	SHAE2_94490.1
OG0000196	h1SMcT0001685.1	SHAE2_15700.1
OG0000198	h1SMcT0018079.1	SHAE2_26930.1, SHAE2_16480.1, SHAE2_16480.2, SHAE2_16510.1
OG0000199	h1SMcT0004687.1, h1SMcT0004687.2	SHAE2_34460.5, SHAE2_34460.7, SHAE2_34460.2, SHAE2_34460.10, SHAE2_34460.1, SHAE2_34460.11, SHAE2_34460.3, SHAE2_34460.9, SHAE2_34460.4, SHAE2_34460.6, SHAE2_34460.8
OG0000201	h1SMcT0009180.1	SHAE2_43390.14, SHAE2_43390.2, SHAE2_43390.12, SHAE2_43390.1, SHAE2_43390.11, SHAE2_43390.3, SHAE2_43390.6, SHAE2_43390.7, SHAE2_43390.9, SHAE2_43390.10, SHAE2_43390.8, SHAE2_43390.13, SHAE2_43390.4, SHAE2_43390.5, SHAE2_43390.15
OG0000206	h1SMcT0011551.1, h1SMcT0011551.2	SHAE2_37540.5, SHAE2_37540.1, SHAE2_37540.3, SHAE2_37540.4, SHAE2_37540.7, SHAE2_37540.8, SHAE2_37540.6, SHAE2_37540.2
OG0000208	h1SMcT0004753.1, h1SMcT0004753.2, h1SMcT0004753.3	SHAE2_77310.7, SHAE2_77310.4, SHAE2_77310.6, SHAE2_77310.3, SHAE2_77310.1, SHAE2_77310.2, SHAE2_77310.5
OG0000209	h1SMcT0007034.1, h1SMcT0007034.2	SHAE2_10730.16, SHAE2_10730.20, SHAE2_10730.4, SHAE2_10730.10, SHAE2_10730.8, SHAE2_10730.1, SHAE2_10730.11, SHAE2_10730.5, SHAE2_10730.13, SHAE2_10730.6, SHAE2_10730.12, SHAE2_10730.3, SHAE2_10730.14, SHAE2_10730.2, SHAE2_10730.9, SHAE2_10730.15, SHAE2_10730.17, SHAE2_10730.19, SHAE2_10730.18, SHAE2_10730.7
OG0000210	h1SMcT0010216.1, h1SMcT0010216.2, h1SMcT0010216.3	SHAE2_90560.1, SHAE2_90560.2
OG0000211	h1SMcT0007637.1	SHAE2_7490.9, SHAE2_7490.1, SHAE2_7490.4, SHAE2_7490.7, SHAE2_7490.8, SHAE2_7490.2, SHAE2_7490.3, SHAE2_7490.5, SHAE2_7490.6, SHAE2_7490.10, SHAE2_7490.11
OG0000212	h1SMcT0001354.11, h1SMcT0001354.6, h1SMcT0001354.7, h1SMcT0001354.1, h1SMcT0001354.10, h1SMcT0001354.2, h1SMcT0001354.5, h1SMcT0001354.8, h1SMcT0001354.9, h1SMcT0001354.3, h1SMcT0001354.4	SHAE2_27690.1
OG0000213	h1SMcT0008371.1	SHAE2_17740.10, SHAE2_17740.14, SHAE2_17740.11, SHAE2_17740.5, SHAE2_17740.7, SHAE2_17740.8, SHAE2_17740.9, SHAE2_17740.13, SHAE2_17740.3, SHAE2_17740.12, SHAE2_17740.6, SHAE2_17740.2, SHAE2_17740.4, SHAE2_17740.1
OG0000217	h1SMcT0004924.1, h1SMcT0004924.2, h1SMcT0010355.1, h1SMcT0018649.1	SHAE2_34680.3, SHAE2_34680.1, SHAE2_34680.5, SHAE2_34680.2, SHAE2_34680.4
OG0000218	h1SMcT0004177.1	SHAE2_18800.1
OG0000219	h1SMcT0000079.1	SHAE2_64350.4, SHAE2_64350.1, SHAE2_64350.5, SHAE2_64350.7, SHAE2_64350.8, SHAE2_64350.2, SHAE2_64350.9, SHAE2_64350.6, SHAE2_64350.3
OG0000221	h1SMcT0016464.1, h1SMcT0016464.3	SHAE2_11830.1
OG0000221	h1SMcT0018055.1	SHAE2_2790.1, SHAE2_2860.1
OG0000222	h1SMcT0013919.1	SHAE2_80820.1, SHAE2_80820.3, SHAE2_80820.4, SHAE2_80820.5, SHAE2_80820.6, SHAE2_80820.8, SHAE2_80820.7, SHAE2_80820.9, SHAE2_80820.2
OG0000223	h1SMcT0005506.1	SHAE2_12040.3, SHAE2_12040.10, SHAE2_12040.11, SHAE2_12040.4, SHAE2_12040.5, SHAE2_12040.8, SHAE2_12040.1, SHAE2_12040.2, SHAE2_12040.6, SHAE2_12040.7, SHAE2_12040.9
OG0000224	h1SMcT0009940.1, h1SMcT0009940.2	SHAE2_6590.1, SHAE2_6590.10, SHAE2_6590.2, SHAE2_6590.3, SHAE2_6590.4, SHAE2_6590.5, SHAE2_6590.6, SHAE2_6590.7, SHAE2_6590.8, SHAE2_6590.9
OG0000225	h1SMcT0010147.1, h1SMcT0010147.2	SHAE2_3530.2, SHAE2_3530.3, SHAE2_3530.1, SHAE2_3530.4, SHAE2_3530.5, SHAE2_3530.8, SHAE2_3530.10, SHAE2_3530.6, SHAE2_3530.7, SHAE2_3530.9
OG0000226	h1SMcT0018850.1	SHAE2_37940.19, SHAE2_37940.6, SHAE2_37940.13, SHAE2_37940.16, SHAE2_37940.21, SHAE2_37940.5, SHAE2_37940.22, SHAE2_37940.15, SHAE2_37940.20, SHAE2_37940.12, SHAE2_37940.17, SHAE2_37940.1, SHAE2_37940.2, SHAE2_37940.3, SHAE2_37940.11, SHAE2_37940.9, SHAE2_37940.7, SHAE2_37940.10, SHAE2_37940.18, SHAE2_37940.4, SHAE2_37940.8, SHAE2_37940.14
OG0000227	h1SMcT0015210.2, h1SMcT0015210.1, h1SMcT0015210.3	SHAE2_73520.6, SHAE2_73520.1, SHAE2_73520.2, SHAE2_73520.4, SHAE2_73520.7, SHAE2_73520.3, SHAE2_73520.5
OG0000228	h1SMcT0003868.2, h1SMcT0003868.6, h1SMcT0003868.3, h1SMcT0003868.1, h1SMcT0003868.4, h1SMcT0003868.5	SHAE2_44980.1
OG0000229	h1SMcT0002720.3, h1SMcT0023063.1, h1SMcT0002720.5, h1SMcT0002720.1, h1SMcT0002720.2, h1SMcT0002720.4	SHAE2_63010.1, SHAE2_63010.5, SHAE2_63010.6, SHAE2_63010.7, SHAE2_63010.2, SHAE2_63010.3, SHAE2_63010.4
