Orthogroup	schmidtea_mediterranea	fasciola_hepatica
OG0000146	h1SMcT0006790.1, h1SMcT0019090.1, h1SMcT0014811.1, h1SMcT0020845.1	FhHiC23_g3017.t1
OG0000146	h1SMcT0021690.2	FhHiC23_g4902.t1, FhHiC23_g2238.t1
OG0000147	h1SMcT0011597.1	FhHiC23_g4780.t1
OG0000149	h1SMcT0005461.1, h1SMcT0005461.2	FhHiC23_g720.t1
OG0000151	h1SMcT0006201.1	FhHiC23_g7923.t1, FhHiC23_g7924.t1
OG0000152	h1SMcT0001548.1	FhHiC23_g11170.t1
OG0000153	h1SMcT0022006.1, h1SMcT0020307.1, h1SMcT0020306.1, h1SMcT0020306.2, h1SMcT0020303.1, h1SMcT0020304.1, h1SMcT0020305.1	FhHiC23_g1476.t1, FhHiC23_g1472.t1, FhHiC23_g1472.t2, FhHiC23_g1478.t1, FhHiC23_g1478.t2
OG0000154	h1SMcT0021968.1, h1SMcT0021968.8, h1SMcT0021968.2, h1SMcT0021968.4, h1SMcT0021968.5, h1SMcT0021968.7, h1SMcT0021968.3, h1SMcT0021968.6	FhHiC23_g3121.t1, FhHiC23_g3120.t1, FhHiC23_g3119.t1, FhHiC23_g11005.t1, FhHiC23_g3122.t1
OG0000155	h1SMcT0001030.1	FhHiC23_g14798.t5, FhHiC23_g14798.t1, FhHiC23_g14798.t3, FhHiC23_g14798.t2, FhHiC23_g14798.t4
OG0000156	h1SMcT0017161.2, h1SMcT0002712.1	FhHiC23_g15553.t1, FhHiC23_g15566.t2, FhHiC23_g15566.t1, FhHiC23_g15566.t3, FhHiC23_g15050.t1
OG0000157	h1SMcT0018006.1, h1SMcT0018092.1, h1SMcT0018092.2, h1SMcT0005006.1, h1SMcT0005006.2	FhHiC23_g8049.t2, FhHiC23_g8049.t1
OG0000157	h1SMcT0001155.1, h1SMcT0001155.2, h1SMcT0016076.1, h1SMcT0020455.1	FhHiC23_g14186.t1
OG0000157	h1SMcT0013969.1, h1SMcT0013969.2	FhHiC23_g9140.t1, FhHiC23_g9140.t2
OG0000158	h1SMcT0014818.1, h1SMcT0014818.2, h1SMcT0014818.3	FhHiC23_g13140.t1
OG0000158	h1SMcT0021962.1, h1SMcT0021962.2, h1SMcT0021962.3, h1SMcT0021962.14, h1SMcT0021962.13, h1SMcT0021962.17, h1SMcT0021962.6, h1SMcT0021962.11, h1SMcT0021962.12, h1SMcT0021962.15, h1SMcT0021962.16, h1SMcT0021962.4, h1SMcT0021962.5, h1SMcT0021962.7, h1SMcT0021962.8, h1SMcT0021962.9, h1SMcT0021962.10	FhHiC23_g13141.t1, FhHiC23_g13141.t2
OG0000159	h1SMcT0014227.1, h1SMcT0014227.2	FhHiC23_g7585.t1
OG0000164	h1SMcT0014759.1	FhHiC23_g8533.t1
OG0000164	h1SMcT0015612.1, h1SMcT0015612.2, h1SMcT0005445.1	FhHiC23_g5363.t1, FhHiC23_g5363.t2
OG0000165	h1SMcT0018166.5	FhHiC23_g7386.t1, FhHiC23_g7386.t2
OG0000167	h1SMcT0022585.6, h1SMcT0022585.1, h1SMcT0022585.3, h1SMcT0022585.2, h1SMcT0022585.5, h1SMcT0022585.4	FhHiC23_g1665.t1, FhHiC23_g1665.t2, FhHiC23_g1665.t3, FhHiC23_g1665.t4
OG0000172	h1SMcT0021603.1, h1SMcT0021603.2, h1SMcT0021603.3	FhHiC23_g11485.t1, FhHiC23_g11485.t4, FhHiC23_g11485.t5, FhHiC23_g11485.t3, FhHiC23_g11485.t2
OG0000173	h1SMcT0003247.2, h1SMcT0003247.3, h1SMcT0003247.1, h1SMcT0003247.4, h1SMcT0003247.5	FhHiC23_g3805.t1, FhHiC23_g3804.t1
OG0000175	h1SMcT0007906.1, h1SMcT0018636.1, h1SMcT0020881.1, h1SMcT0002497.1, h1SMcT0019151.1	FhHiC23_g4838.t1, FhHiC23_g4840.t1, FhHiC23_g4840.t2, FhHiC23_g4841.t2, FhHiC23_g4841.t1, FhHiC23_g4843.t1, FhHiC23_g4844.t1, FhHiC23_g4846.t1
OG0000177	h1SMcT0004379.1, h1SMcT0004379.9, h1SMcT0004379.10, h1SMcT0004379.5, h1SMcT0004379.4, h1SMcT0004379.2, h1SMcT0004379.8, h1SMcT0004379.3, h1SMcT0004379.7, h1SMcT0004379.6	FhHiC23_g7294.t2, FhHiC23_g7294.t1, FhHiC23_g7294.t6, FhHiC23_g7294.t3, FhHiC23_g7294.t4, FhHiC23_g7294.t5
OG0000179	h1SMcT0009705.1, h1SMcT0009705.3, h1SMcT0009705.2, h1SMcT0009705.4	FhHiC23_g1759.t1, FhHiC23_g2123.t1
OG0000180	h1SMcT0016760.1, h1SMcT0016760.2	FhHiC23_g4225.t1
OG0000182	h1SMcT0000076.3, h1SMcT0000076.2, h1SMcT0000076.4	FhHiC23_g8157.t2, FhHiC23_g8157.t1
OG0000182	h1SMcT0000188.1, h1SMcT0000194.1, h1SMcT0000194.2	FhHiC23_g5700.t2, FhHiC23_g5700.t1, FhHiC23_g5700.t3
OG0000184	h1SMcT0015425.1, h1SMcT0015431.1	FhHiC23_g551.t1, FhHiC23_g552.t1
OG0000186	h1SMcT0015722.1, h1SMcT0013906.1, h1SMcT0013910.1	FhHiC23_g2328.t1, FhHiC23_g2327.t1
OG0000187	h1SMcT0002580.8, h1SMcT0002580.4, h1SMcT0002580.5, h1SMcT0002580.7, h1SMcT0002580.1, h1SMcT0002580.6, h1SMcT0002580.9, h1SMcT0002580.3, h1SMcT0002580.2, h1SMcT0009621.1, h1SMcT0009621.3, h1SMcT0009621.2	FhHiC23_g11066.t1, FhHiC23_g440.t1, FhHiC23_g440.t2
OG0000190	h1SMcT0007247.1	FhHiC23_g2208.t1, FhHiC23_g2208.t2
OG0000192	h1SMcT0015806.1	FhHiC23_g8375.t1, FhHiC23_g8375.t3, FhHiC23_g8375.t2
OG0000193	h1SMcT0000127.2, h1SMcT0000127.1, h1SMcT0000127.4	FhHiC23_g7377.t1, FhHiC23_g8323.t2, FhHiC23_g8323.t1
OG0000194	h1SMcT0008145.3, h1SMcT0008145.1, h1SMcT0008145.2	FhHiC23_g2835.t1, FhHiC23_g2835.t2
OG0000195	h1SMcT0000620.1, h1SMcT0000620.2, h1SMcT0000620.3	FhHiC23_g1825.t1
OG0000196	h1SMcT0011061.1, h1SMcT0021737.1	FhHiC23_g13335.t1, FhHiC23_g15952.t1
OG0000196	h1SMcT0001685.1	FhHiC23_g11302.t1
OG0000198	h1SMcT0018079.1	FhHiC23_g11938.t1, FhHiC23_g10943.t1, FhHiC23_g10945.t1
OG0000199	h1SMcT0004687.1, h1SMcT0004687.2	FhHiC23_g6386.t1
OG0000201	h1SMcT0009180.1	FhHiC23_g6359.t2, FhHiC23_g6359.t1, FhHiC23_g6359.t3, FhHiC23_g6359.t4
OG0000206	h1SMcT0011551.1, h1SMcT0011551.2	FhHiC23_g6357.t4
OG0000208	h1SMcT0004753.1, h1SMcT0004753.2, h1SMcT0004753.3	FhHiC23_g2420.t2, FhHiC23_g2420.t1, FhHiC23_g2420.t3
OG0000209	h1SMcT0007034.1, h1SMcT0007034.2	FhHiC23_g12702.t2, FhHiC23_g12702.t1
OG0000210	h1SMcT0010216.1, h1SMcT0010216.2, h1SMcT0010216.3	FhHiC23_g3612.t1, FhHiC23_g3613.t3, FhHiC23_g3613.t1, FhHiC23_g3613.t2
OG0000211	h1SMcT0007637.1	FhHiC23_g10758.t1, FhHiC23_g10758.t2
OG0000212	h1SMcT0001354.11, h1SMcT0001354.6, h1SMcT0001354.7, h1SMcT0001354.1, h1SMcT0001354.10, h1SMcT0001354.2, h1SMcT0001354.5, h1SMcT0001354.8, h1SMcT0001354.9, h1SMcT0001354.3, h1SMcT0001354.4	FhHiC23_g10468.t1
OG0000213	h1SMcT0008371.1	FhHiC23_g11275.t2, FhHiC23_g11275.t1
OG0000217	h1SMcT0004924.1, h1SMcT0004924.2, h1SMcT0010355.1, h1SMcT0018649.1	FhHiC23_g16420.t1, FhHiC23_g6181.t2, FhHiC23_g6181.t1, FhHiC23_g6181.t4, FhHiC23_g6181.t3
OG0000218	h1SMcT0004177.1	FhHiC23_g10938.t1
OG0000219	h1SMcT0000079.1	FhHiC23_g7095.t1, FhHiC23_g7095.t2
OG0000221	h1SMcT0016464.1, h1SMcT0016464.3	FhHiC23_g11237.t1, FhHiC23_g11237.t2
OG0000221	h1SMcT0005270.1	FhHiC23_g12756.t2, FhHiC23_g12756.t3, FhHiC23_g12754.t1
OG0000221	h1SMcT0001057.1	FhHiC23_g12410.t1, FhHiC23_g12409.t1
OG0000221	h1SMcT0018055.1	FhHiC23_g13193.t1, FhHiC23_g13193.t2
OG0000222	h1SMcT0013919.1	FhHiC23_g13191.t1, FhHiC23_g14315.t1, FhHiC23_g2592.t1, FhHiC23_g2592.t2
OG0000223	h1SMcT0005506.1	FhHiC23_g11673.t1, FhHiC23_g11673.t2
OG0000224	h1SMcT0009940.1, h1SMcT0009940.2	FhHiC23_g13567.t1, FhHiC23_g13567.t2
OG0000225	h1SMcT0010147.1, h1SMcT0010147.2	FhHiC23_g12647.t2, FhHiC23_g12647.t1, FhHiC23_g12647.t3
OG0000226	h1SMcT0018850.1	FhHiC23_g6531.t1
OG0000227	h1SMcT0015210.2, h1SMcT0015210.1, h1SMcT0015210.3	FhHiC23_g7842.t1
OG0000228	h1SMcT0003868.2, h1SMcT0003868.6, h1SMcT0003868.3, h1SMcT0003868.1, h1SMcT0003868.4, h1SMcT0003868.5	FhHiC23_g14649.t2, FhHiC23_g14649.t3, FhHiC23_g14649.t4, FhHiC23_g14649.t1
OG0000229	h1SMcT0002720.3, h1SMcT0023063.1, h1SMcT0002720.5, h1SMcT0002720.1, h1SMcT0002720.2, h1SMcT0002720.4	FhHiC23_g7934.t1, FhHiC23_g7934.t2, FhHiC23_g7934.t3
OG0000230	h1SMcT0016060.1, h1SMcT0003291.4, h1SMcT0003291.1, h1SMcT0003291.5, h1SMcT0003291.2, h1SMcT0003291.3	FhHiC23_g7263.t1
OG0000235	h1SMcT0013355.1, h1SMcT0013355.2, h1SMcT0015883.2, h1SMcT0015883.3, h1SMcT0003207.1, h1SMcT0003207.3, h1SMcT0014695.1, h1SMcT0017363.2	FhHiC23_g13724.t4, FhHiC23_g13724.t1, FhHiC23_g13724.t2, FhHiC23_g13724.t3
OG0000236	h1SMcT0020439.1, h1SMcT0020439.3, h1SMcT0020439.2	FhHiC23_g99.t1
OG0000237	h1SMcT0016068.1	FhHiC23_g1247.t1, FhHiC23_g1247.t2
OG0000238	h1SMcT0021500.1, h1SMcT0021500.2	FhHiC23_g5162.t2, FhHiC23_g5162.t1, FhHiC23_g5162.t3
OG0000239	h1SMcT0019805.1, h1SMcT0019805.3, h1SMcT0019812.2, h1SMcT0019812.4, h1SMcT0019812.6, h1SMcT0019812.7, h1SMcT0019812.5, h1SMcT0019812.3, h1SMcT0019812.1, h1SMcT0019805.2	FhHiC23_g9956.t1, FhHiC23_g9956.t2, FhHiC23_g10452.t1, FhHiC23_g10444.t1, FhHiC23_g4496.t1, FhHiC23_g10424.t1, FhHiC23_g10448.t1, FhHiC23_g10453.t1, FhHiC23_g10453.t2
OG0000240	h1SMcT0022933.1, h1SMcT0022933.2	FhHiC23_g4686.t1
OG0000242	h1SMcT0006326.1, h1SMcT0008643.1	FhHiC23_g13438.t1
OG0000244	h1SMcT0003275.2, h1SMcT0003275.3, h1SMcT0003275.4	FhHiC23_g12089.t3, FhHiC23_g12089.t1, FhHiC23_g12089.t2
OG0000245	h1SMcT0020223.2, h1SMcT0020223.13, h1SMcT0020223.12, h1SMcT0020223.8, h1SMcT0020223.9, h1SMcT0020223.4, h1SMcT0020223.10, h1SMcT0020223.5, h1SMcT0020223.11, h1SMcT0020223.6, h1SMcT0020223.7, h1SMcT0020223.3	FhHiC23_g11378.t1, FhHiC23_g11378.t3, FhHiC23_g11378.t2
OG0000246	h1SMcT0006409.1, h1SMcT0006409.2, h1SMcT0015152.1, h1SMcT0015152.2	FhHiC23_g3827.t2, FhHiC23_g3827.t1
OG0000247	h1SMcT0022281.1, h1SMcT0022281.4, h1SMcT0022281.3, h1SMcT0022281.2, h1SMcT0022281.5	FhHiC23_g13506.t1, FhHiC23_g13506.t2
OG0000248	h1SMcT0007514.1, h1SMcT0007514.9, h1SMcT0007514.3, h1SMcT0007514.4, h1SMcT0007514.5, h1SMcT0007514.6, h1SMcT0007514.8, h1SMcT0007514.10, h1SMcT0007514.2, h1SMcT0007514.7, h1SMcT0007514.11	FhHiC23_g6905.t1
OG0000250	h1SMcT0017080.1, h1SMcT0017553.1, h1SMcT0017553.2	FhHiC23_g4773.t1, FhHiC23_g4773.t2
OG0000251	h1SMcT0009291.2, h1SMcT0009291.1, h1SMcT0009291.3	FhHiC23_g3222.t1
OG0000253	h1SMcT0004683.1, h1SMcT0004683.2	FhHiC23_g11116.t1, FhHiC23_g11116.t4, FhHiC23_g11116.t3, FhHiC23_g11116.t2
OG0000254	h1SMcT0006413.1	FhHiC23_g13286.t1
OG0000255	h1SMcT0004493.3, h1SMcT0004493.1, h1SMcT0004493.2	FhHiC23_g5544.t1
OG0000256	h1SMcT0009206.1, h1SMcT0009157.1, h1SMcT0009159.1, h1SMcT0009177.1, h1SMcT0009175.7, h1SMcT0009175.9, h1SMcT0009175.10, h1SMcT0009175.6, h1SMcT0009175.1, h1SMcT0009175.4, h1SMcT0009175.2, h1SMcT0009175.3, h1SMcT0009175.5, h1SMcT0007334.4, h1SMcT0007334.3, h1SMcT0007334.5, h1SMcT0007333.1, h1SMcT0007332.2, h1SMcT0007332.14, h1SMcT0007332.10, h1SMcT0007332.11, h1SMcT0007332.12, h1SMcT0007332.8, h1SMcT0007332.7, h1SMcT0007332.1, h1SMcT0007332.5, h1SMcT0007332.6, h1SMcT0007332.3, h1SMcT0007332.9, h1SMcT0007332.4, h1SMcT0007332.15, h1SMcT0007332.13	FhHiC23_g3326.t1, FhHiC23_g3327.t1, FhHiC23_g15942.t1, FhHiC23_g15942.t2, FhHiC23_g15941.t1, FhHiC23_g15940.t1, FhHiC23_g15940.t2, FhHiC23_g7466.t1
OG0000258	h1SMcT0009889.1, h1SMcT0009889.3, h1SMcT0009889.2, h1SMcT0002316.1, h1SMcT0002317.2, h1SMcT0002318.1, h1SMcT0002318.2	FhHiC23_g12915.t1
OG0000260	h1SMcT0010473.2, h1SMcT0010473.4, h1SMcT0010473.3, h1SMcT0010473.5, h1SMcT0010473.1	FhHiC23_g15473.t1, FhHiC23_g15473.t2
OG0000263	h1SMcT0006997.1, h1SMcT0010756.5, h1SMcT0010756.3, h1SMcT0010756.2, h1SMcT0010756.4, h1SMcT0010756.1	FhHiC23_g8061.t2, FhHiC23_g8061.t1, FhHiC23_g8061.t3
OG0000264	h1SMcT0006536.1	FhHiC23_g3584.t1, FhHiC23_g3584.t2
OG0000264	h1SMcT0021907.1, h1SMcT0021907.2	FhHiC23_g13507.t1
OG0000267	h1SMcT0002462.1, h1SMcT0002462.2, h1SMcT0006864.2, h1SMcT0006864.3, h1SMcT0006864.4, h1SMcT0019460.1, h1SMcT0019460.2, h1SMcT0019460.4, h1SMcT0019460.3, h1SMcT0019460.5, h1SMcT0019460.6	FhHiC23_g4202.t1, FhHiC23_g4238.t1
OG0000268	h1SMcT0021765.1	FhHiC23_g3356.t1
OG0000268	h1SMcT0002710.1, h1SMcT0002710.2, h1SMcT0003360.1, h1SMcT0005169.3, h1SMcT0005169.5, h1SMcT0005169.1, h1SMcT0005169.2, h1SMcT0005169.4	FhHiC23_g13680.t2, FhHiC23_g13680.t1, FhHiC23_g13864.t1
OG0000268	h1SMcT0002709.1, h1SMcT0002709.2, h1SMcT0012376.1, h1SMcT0021791.1, h1SMcT0008647.1	FhHiC23_g11966.t1
OG0000269	h1SMcT0002989.1, h1SMcT0011658.1	FhHiC23_g12982.t1
OG0000270	h1SMcT0001015.1	FhHiC23_g9687.t1, FhHiC23_g9686.t1
OG0000271	h1SMcT0018377.1, h1SMcT0018377.2	FhHiC23_g36.t1, FhHiC23_g36.t2
OG0000272	h1SMcT0006461.1, h1SMcT0002538.4, h1SMcT0002538.3, h1SMcT0002538.2, h1SMcT0002538.1	FhHiC23_g16207.t2, FhHiC23_g10827.t1
OG0000273	h1SMcT0016394.1	FhHiC23_g12063.t1
OG0000274	h1SMcT0011962.1, h1SMcT0011962.3, h1SMcT0011962.2, h1SMcT0011962.4	FhHiC23_g696.t1, FhHiC23_g696.t2, FhHiC23_g696.t3
OG0000275	h1SMcT0015560.1, h1SMcT0015560.2	FhHiC23_g4968.t1
OG0000276	h1SMcT0018597.1, h1SMcT0018597.2	FhHiC23_g376.t1
OG0000277	h1SMcT0001813.1, h1SMcT0001813.5, h1SMcT0001813.4, h1SMcT0001813.3, h1SMcT0001813.2, h1SMcT0001813.6	FhHiC23_g4344.t1, FhHiC23_g4344.t2
OG0000281	h1SMcT0002047.1	FhHiC23_g4052.t1
OG0000281	h1SMcT0012470.1, h1SMcT0012470.2, h1SMcT0010040.1	FhHiC23_g10797.t1, FhHiC23_g13011.t1
OG0000283	h1SMcT0009472.1, h1SMcT0009472.2	FhHiC23_g7893.t1, FhHiC23_g7896.t2, FhHiC23_g7896.t1
OG0000285	h1SMcT0000508.1, h1SMcT0000508.2, h1SMcT0022996.1	FhHiC23_g6443.t1
OG0000286	h1SMcT0000559.1, h1SMcT0000559.2	FhHiC23_g14201.t1, FhHiC23_g14201.t2, FhHiC23_g13965.t1
OG0000287	h1SMcT0016844.1	FhHiC23_g899.t1
OG0000288	h1SMcT0014480.1, h1SMcT0014480.2, h1SMcT0014480.3, h1SMcT0014480.4, h1SMcT0014480.5, h1SMcT0014480.6, h1SMcT0014480.7	FhHiC23_g16819.t1, FhHiC23_g16819.t2, FhHiC23_g16819.t3, FhHiC23_g16819.t4
OG0000289	h1SMcT0004610.1, h1SMcT0004610.2, h1SMcT0004610.3	FhHiC23_g15589.t1
OG0000290	h1SMcT0003889.1	FhHiC23_g10191.t1, FhHiC23_g10191.t2, FhHiC23_g15400.t1, FhHiC23_g15400.t2
OG0000291	h1SMcT0012050.3, h1SMcT0012050.1, h1SMcT0012050.2	FhHiC23_g10897.t1
OG0000292	h1SMcT0018657.1	FhHiC23_g6233.t2, FhHiC23_g6233.t1, FhHiC23_g6233.t3
OG0000293	h1SMcT0000623.1	FhHiC23_g6637.t1, FhHiC23_g3376.t1, FhHiC23_g9306.t1
OG0000293	h1SMcT0002891.2, h1SMcT0002537.1, h1SMcT0002537.2, h1SMcT0005583.1, h1SMcT0021223.1, h1SMcT0011997.2	FhHiC23_g8615.t1, FhHiC23_g1971.t1
OG0000294	h1SMcT0010914.1, h1SMcT0017108.1, h1SMcT0017108.2	FhHiC23_g13370.t1
OG0000295	h1SMcT0022505.1, h1SMcT0022504.1, h1SMcT0022504.2	FhHiC23_g16837.t1, FhHiC23_g16838.t1
OG0000296	h1SMcT0018651.1, h1SMcT0006446.1	FhHiC23_g13388.t1, FhHiC23_g1383.t1
OG0000297	h1SMcT0018885.1	FhHiC23_g2527.t1
OG0000298	h1SMcT0001124.1	FhHiC23_g14252.t1, FhHiC23_g14251.t1
OG0000298	h1SMcT0015895.1, h1SMcT0015896.1, h1SMcT0015893.2, h1SMcT0003944.1, h1SMcT0008538.1, h1SMcT0008538.2, h1SMcT0010671.4, h1SMcT0010671.3, h1SMcT0010671.1, h1SMcT0010671.2, h1SMcT0014141.1, h1SMcT0000852.2, h1SMcT0000852.1, h1SMcT0000852.4, h1SMcT0000852.3	FhHiC23_g14009.t1, FhHiC23_g14009.t2
OG0000299	h1SMcT0004949.1	FhHiC23_g7838.t1
OG0000300	h1SMcT0019486.1	FhHiC23_g11087.t2, FhHiC23_g11087.t1
OG0000301	h1SMcT0002041.1, h1SMcT0002041.3	FhHiC23_g6231.t1, FhHiC23_g6231.t2
OG0000301	h1SMcT0014263.1, h1SMcT0001913.1, h1SMcT0001913.2	FhHiC23_g7388.t1
OG0000302	h1SMcT0018643.1, h1SMcT0000067.1, h1SMcT0000067.4, h1SMcT0000067.2, h1SMcT0000067.3	FhHiC23_g7936.t1, FhHiC23_g7936.t2
OG0000303	h1SMcT0014221.1	FhHiC23_g10713.t1
OG0000304	h1SMcT0004280.3, h1SMcT0004280.1, h1SMcT0004280.2	FhHiC23_g11210.t1
OG0000305	h1SMcT0016514.3, h1SMcT0016512.1, h1SMcT0016514.1, h1SMcT0016514.2	FhHiC23_g62.t2, FhHiC23_g62.t1
OG0000306	h1SMcT0008311.1	FhHiC23_g12553.t2, FhHiC23_g12553.t1, FhHiC23_g12553.t3
OG0000307	h1SMcT0019667.1, h1SMcT0019667.2, h1SMcT0010518.2, h1SMcT0010518.1, h1SMcT0010518.3, h1SMcT0010518.4, h1SMcT0012637.1, h1SMcT0012637.3, h1SMcT0012637.2, h1SMcT0006863.1, h1SMcT0012636.1, h1SMcT0012635.1, h1SMcT0011859.1, h1SMcT0011859.2, h1SMcT0011859.3	FhHiC23_g12864.t4, FhHiC23_g12864.t1, FhHiC23_g12864.t3, FhHiC23_g12864.t2
OG0000308	h1SMcT0009753.1, h1SMcT0009753.2	FhHiC23_g5394.t3, FhHiC23_g5394.t1, FhHiC23_g5394.t2
OG0000313	h1SMcT0002808.1	FhHiC23_g11477.t1
OG0000315	h1SMcT0020481.1, h1SMcT0020481.3, h1SMcT0020481.2	FhHiC23_g6036.t1, FhHiC23_g6036.t2
OG0000315	h1SMcT0018061.3, h1SMcT0018061.1, h1SMcT0018061.2, h1SMcT0018061.4, h1SMcT0005277.4, h1SMcT0005277.3, h1SMcT0005277.1, h1SMcT0005277.7, h1SMcT0005277.2, h1SMcT0005277.5, h1SMcT0005277.6	FhHiC23_g6901.t2, FhHiC23_g6901.t3, FhHiC23_g6901.t1
OG0000316	h1SMcT0009861.1	FhHiC23_g10904.t1
OG0000317	h1SMcT0016761.1	FhHiC23_g12826.t2, FhHiC23_g12826.t1
OG0000318	h1SMcT0019821.1	FhHiC23_g8913.t1, FhHiC23_g2171.t1, FhHiC23_g2171.t2
OG0000320	h1SMcT0000432.1	FhHiC23_g15004.t1
OG0000320	h1SMcT0013413.1	FhHiC23_g6220.t1
OG0000320	h1SMcT0003799.1, h1SMcT0001481.1, h1SMcT0001482.1, h1SMcT0009859.1, h1SMcT0011979.1, h1SMcT0006554.1, h1SMcT0019013.1, h1SMcT0019013.2	FhHiC23_g2257.t1, FhHiC23_g2257.t2
OG0000321	h1SMcT0004173.2, h1SMcT0004173.1, h1SMcT0004173.3	FhHiC23_g5944.t1
OG0000322	h1SMcT0021255.1, h1SMcT0021255.2	FhHiC23_g9569.t4, FhHiC23_g9569.t3, FhHiC23_g9569.t2, FhHiC23_g9569.t1
OG0000323	h1SMcT0014354.1	FhHiC23_g13048.t1
OG0000324	h1SMcT0017121.1	FhHiC23_g1567.t1, FhHiC23_g1567.t2
OG0000325	h1SMcT0000858.1, h1SMcT0000858.2	FhHiC23_g2587.t1
OG0000326	h1SMcT0001183.1, h1SMcT0001183.2	FhHiC23_g7759.t1
OG0000327	h1SMcT0002212.1, h1SMcT0002213.1, h1SMcT0002213.2	FhHiC23_g3001.t1, FhHiC23_g3001.t2, FhHiC23_g14221.t1, FhHiC23_g14218.t1, FhHiC23_g14218.t2, FhHiC23_g3158.t1, FhHiC23_g3158.t2, FhHiC23_g2996.t1, FhHiC23_g2671.t1, FhHiC23_g2671.t2, FhHiC23_g2671.t3
OG0000328	h1SMcT0000504.1, h1SMcT0000504.2, h1SMcT0000504.3	FhHiC23_g5277.t1
OG0000329	h1SMcT0022515.1, h1SMcT0022515.2, h1SMcT0011832.1, h1SMcT0011832.2, h1SMcT0017211.1	FhHiC23_g10756.t1
OG0000332	h1SMcT0001683.3, h1SMcT0001683.2, h1SMcT0001683.1, h1SMcT0017927.1, h1SMcT0021747.1	FhHiC23_g7573.t1
OG0000333	h1SMcT0015881.1, h1SMcT0015881.2	FhHiC23_g11619.t1, FhHiC23_g11619.t2
OG0000334	h1SMcT0001029.1	FhHiC23_g2400.t1
OG0000335	h1SMcT0018968.1	FhHiC23_g13358.t1, FhHiC23_g13357.t1
OG0000336	h1SMcT0022462.2, h1SMcT0022462.1, h1SMcT0022462.3, h1SMcT0023085.2, h1SMcT0023084.1, h1SMcT0023084.2, h1SMcT0023084.3	FhHiC23_g12795.t1, FhHiC23_g11235.t1, FhHiC23_g11235.t2
OG0000337	h1SMcT0006556.1	FhHiC23_g840.t1, FhHiC23_g839.t1
OG0000337	h1SMcT0020284.2, h1SMcT0020284.1, h1SMcT0020284.3	FhHiC23_g5617.t1
OG0000340	h1SMcT0013219.1	FhHiC23_g16553.t1, FhHiC23_g9774.t3, FhHiC23_g9774.t1, FhHiC23_g9774.t4, FhHiC23_g9774.t2
OG0000341	h1SMcT0007161.1, h1SMcT0016492.1, h1SMcT0000328.1, h1SMcT0022947.1, h1SMcT0022949.1, h1SMcT0022917.1, h1SMcT0022953.1	FhHiC23_g6937.t1, FhHiC23_g6786.t1, FhHiC23_g11716.t1, FhHiC23_g1295.t1, FhHiC23_g10314.t1, FhHiC23_g10317.t1, FhHiC23_g1448.t1, FhHiC23_g2931.t1, FhHiC23_g2932.t1, FhHiC23_g15490.t1, FhHiC23_g10752.t1, FhHiC23_g12214.t1, FhHiC23_g7986.t1, FhHiC23_g1294.t1, FhHiC23_g1447.t1, FhHiC23_g10315.t1, FhHiC23_g10316.t1
OG0000342	h1SMcT0000150.1, h1SMcT0013894.1	FhHiC23_g10913.t1
OG0000342	h1SMcT0005672.1, h1SMcT0006970.1	FhHiC23_g15297.t1
OG0000343	h1SMcT0003519.3, h1SMcT0003519.1, h1SMcT0003519.2	FhHiC23_g6199.t1
OG0000344	h1SMcT0004826.1, h1SMcT0004828.1, h1SMcT0004827.1, h1SMcT0004827.2, h1SMcT0004827.3, h1SMcT0004827.4	FhHiC23_g12927.t1
OG0000345	h1SMcT0020725.1, h1SMcT0012045.1, h1SMcT0012045.12, h1SMcT0012045.11, h1SMcT0012045.6, h1SMcT0012045.9, h1SMcT0012045.16, h1SMcT0012045.10, h1SMcT0012045.15, h1SMcT0012045.13, h1SMcT0012045.3, h1SMcT0012045.5, h1SMcT0012045.2, h1SMcT0012045.8, h1SMcT0012045.14, h1SMcT0012045.4, h1SMcT0012045.7	FhHiC23_g578.t2, FhHiC23_g578.t1, FhHiC23_g578.t3
OG0000346	h1SMcT0009967.1	FhHiC23_g4990.t1
OG0000346	h1SMcT0021873.1, h1SMcT0011213.1, h1SMcT0011213.2, h1SMcT0011213.3, h1SMcT0011214.1, h1SMcT0015737.3, h1SMcT0015737.1, h1SMcT0015737.2, h1SMcT0015741.4, h1SMcT0015741.5, h1SMcT0015741.6, h1SMcT0015741.2, h1SMcT0015741.7, h1SMcT0015741.3, h1SMcT0015741.1	FhHiC23_g9674.t1
OG0000347	h1SMcT0006099.1	FhHiC23_g5608.t1
OG0000349	h1SMcT0010516.1, h1SMcT0010516.2	FhHiC23_g13497.t1, FhHiC23_g13497.t2
OG0000350	h1SMcT0011109.1, h1SMcT0011109.2	FhHiC23_g5035.t1, FhHiC23_g5035.t2
OG0000351	h1SMcT0006088.1, h1SMcT0006088.2, h1SMcT0006088.3, h1SMcT0006088.4	FhHiC23_g13389.t1
OG0000352	h1SMcT0005069.2, h1SMcT0005069.3, h1SMcT0005069.1, h1SMcT0005069.4, h1SMcT0005069.5, h1SMcT0005069.6, h1SMcT0013145.1, h1SMcT0013145.3, h1SMcT0013145.2	FhHiC23_g6291.t1, FhHiC23_g6292.t1
OG0000353	h1SMcT0013795.1	FhHiC23_g2530.t1, FhHiC23_g290.t2, FhHiC23_g290.t1
