Orthogroup	trichobilharzia_regenti	schistosoma_japonicum
OG0000080	TREG1_40460.2, TREG1_40460.3, TREG1_40460.4, TREG1_40460.5, TREG1_40460.1, TREG1_40460.6	EWB00_004899.1, EWB00_004899.2
OG0000082	TREG1_7110.14, TREG1_7110.8, TREG1_7110.1, TREG1_7110.11, TREG1_7110.2, TREG1_7110.3, TREG1_7110.4, TREG1_7110.5, TREG1_7110.6, TREG1_7110.9, TREG1_7110.12, TREG1_7110.10, TREG1_7110.7, TREG1_7110.13	EWB00_009477
OG0000085	TREG1_54260.1, TREG1_54250.1	EWB00_004315.1, EWB00_004315.2, EWB00_004315.3, EWB00_004315.4, EWB00_004315.5
OG0000086	TREG1_100910.2, TREG1_100910.3, TREG1_100910.8, TREG1_100910.6, TREG1_100910.5, TREG1_100910.4, TREG1_100910.10, TREG1_100910.1, TREG1_100910.7, TREG1_100910.9	EWB00_004530
OG0000087	TREG1_69010.1	EWB00_010661
OG0000088	TREG1_18410.1, TREG1_18410.2	EWB00_007313
OG0000088	TREG1_18400.1, TREG1_18400.2, TREG1_18400.3	EWB00_008639.2, EWB00_008639.1, EWB00_008639.3
OG0000090	TREG1_61990.5, TREG1_61990.6, TREG1_61990.1, TREG1_61990.12, TREG1_61990.13, TREG1_61990.2, TREG1_61990.3, TREG1_61990.4, TREG1_61990.8, TREG1_62010.1, TREG1_62030.1, TREG1_61990.7	EWB00_005364
OG0000091	TREG1_63980.1, TREG1_63970.1	EWB00_010764.1, EWB00_010764.2
OG0000092	TREG1_108950.6, TREG1_108950.3, TREG1_108950.4, TREG1_108950.2, TREG1_108950.1, TREG1_108950.5, TREG1_108950.7	EWB00_007194.1, EWB00_007194.2
OG0000092	TREG1_28070.1	EWB00_010016.2, EWB00_010016.3, EWB00_010016.4, EWB00_010016.5, EWB00_010016.1
OG0000093	TREG1_40800.1	EWB00_003936
OG0000094	TREG1_6800.1	EWB00_009097.1, EWB00_009097.2
OG0000095	TREG1_88160.1, TREG1_88160.2, TREG1_88160.4, TREG1_88160.5, TREG1_88160.3	EWB00_011141.2, EWB00_011141.1, EWB00_011141.3
OG0000096	TREG1_50750.1, TREG1_50750.4, TREG1_50750.5, TREG1_50750.6, TREG1_50750.2, TREG1_50750.3	EWB00_006828.2, EWB00_006828.3, EWB00_006828.4, EWB00_006828.1, EWB00_006828.5
OG0000097	TREG1_6190.1	EWB00_007768
OG0000098	TREG1_36530.1	EWB00_011356
OG0000098	TREG1_89850.1	EWB00_009825, EWB00_009827.1, EWB00_009827.2
OG0000099	TREG1_92100.1, TREG1_92090.1, TREG1_92150.1	EWB00_006234.2, EWB00_006234.1, EWB00_006234.3
OG0000099	TREG1_100730.1	EWB00_002775.1, EWB00_002775.2, EWB00_002775.3
OG0000100	TREG1_54500.1, TREG1_93110.1, TREG1_76940.1, TREG1_129930.1	EWB00_007164
OG0000100	TREG1_113050.1, TREG1_97820.1, TREG1_113020.1, TREG1_60720.1, TREG1_110550.1, TREG1_760.1, TREG1_126180.1	EWB00_003625, EWB00_009588, EWB00_010419
OG0000102	TREG1_121500.1, TREG1_12110.1, TREG1_12100.1, TREG1_12100.2	EWB00_010834.2, EWB00_010834.1
OG0000102	TREG1_78640.2, TREG1_78640.1, TREG1_78640.3	EWB00_010035.1, EWB00_010035.3, EWB00_010035.2
OG0000103	TREG1_103240.4, TREG1_103240.8, TREG1_103240.1, TREG1_103240.2, TREG1_103240.7, TREG1_103240.9, TREG1_103240.5, TREG1_103240.3, TREG1_103240.6	EWB00_009133.1, EWB00_009133.2, EWB00_009133.3
OG0000104	TREG1_5890.1	EWB00_008979.1, EWB00_008979.2
OG0000105	TREG1_4000.1, TREG1_3990.1	EWB00_002088, EWB00_004453
OG0000106	TREG1_98200.1, TREG1_98320.1	EWB00_009226, EWB00_003434, EWB00_009640, EWB00_009641, EWB00_009643, EWB00_000001, EWB00_000002, EWB00_000004
OG0000107	TREG1_73890.1	EWB00_007831
OG0000107	TREG1_71680.1	EWB00_002983.2, EWB00_002983.4
OG0000108	TREG1_6870.5, TREG1_6870.6, TREG1_6870.4, TREG1_6870.3, TREG1_6870.1, TREG1_6870.2	EWB00_010849.2, EWB00_010849.4, EWB00_010849.1, EWB00_010849.3, EWB00_010849.5
OG0000110	TREG1_47950.1	EWB00_006025
OG0000110	TREG1_48000.1	EWB00_006029
OG0000110	TREG1_47940.1, TREG1_48010.1	EWB00_006024
OG0000110	TREG1_48030.1, TREG1_48020.1	EWB00_006023
OG0000111	TREG1_33100.1	EWB00_007674.3, EWB00_007674.1, EWB00_007674.2, EWB00_007674.4
OG0000111	TREG1_66640.1	EWB00_003555.1, EWB00_003555.2
OG0000111	TREG1_50000.1	EWB00_007470.1, EWB00_007470.2, EWB00_007470.3
OG0000112	TREG1_117660.1	EWB00_002626.4, EWB00_002626.3, EWB00_002626.2, EWB00_002626.1
OG0000114	TREG1_134270.1, TREG1_134270.2	EWB00_000559.1, EWB00_000559.2
OG0000115	TREG1_45770.1	EWB00_004338.2, EWB00_004338.1, EWB00_004338.4, EWB00_004338.3
OG0000116	TREG1_67890.4, TREG1_67890.2, TREG1_67890.5, TREG1_67890.1, TREG1_67890.3	EWB00_005342.1, EWB00_005342.2, EWB00_005342.3, EWB00_005342.4, EWB00_005342.5
OG0000117	TREG1_48240.1, TREG1_48240.4, TREG1_48240.2, TREG1_48240.3	EWB00_006015.1, EWB00_006015.2
OG0000118	TREG1_45530.1, TREG1_45530.2	EWB00_006159.1, EWB00_006159.2, EWB00_006159.4, EWB00_006159.3, EWB00_006159.5, EWB00_006159.6, EWB00_006159.7, EWB00_006159.8
OG0000118	TREG1_45520.2, TREG1_45520.7, TREG1_45520.1, TREG1_45520.3, TREG1_45520.4, TREG1_45520.5, TREG1_45520.6, TREG1_45610.1, TREG1_45620.1, TREG1_45560.1, TREG1_45640.1, TREG1_45640.2	EWB00_006163.1, EWB00_006163.2, EWB00_006161, EWB00_006160, EWB00_006162
OG0000119	TREG1_135860.5, TREG1_135860.3, TREG1_135860.4, TREG1_135860.7, TREG1_135860.6, TREG1_135860.9, TREG1_135860.10, TREG1_135860.1, TREG1_135860.2, TREG1_135860.11, TREG1_135860.8	EWB00_005837.4, EWB00_005837.2, EWB00_005837.3, EWB00_005837.1
OG0000120	TREG1_47680.6, TREG1_47680.10, TREG1_47680.1, TREG1_47680.2, TREG1_47680.3, TREG1_47680.5, TREG1_47680.8, TREG1_47680.9, TREG1_47680.4, TREG1_47680.7	EWB00_006006.2, EWB00_006006.1, EWB00_006006.3
OG0000122	TREG1_101160.8, TREG1_101160.1, TREG1_101160.2, TREG1_101160.7, TREG1_101160.3, TREG1_101160.4, TREG1_101160.5, TREG1_101160.6	EWB00_003485
OG0000123	TREG1_104380.1, TREG1_104380.2, TREG1_104380.3	EWB00_001234.1, EWB00_001234.2
OG0000125	TREG1_11410.12, TREG1_11410.5, TREG1_11410.7, TREG1_11410.11, TREG1_11410.3, TREG1_11410.4, TREG1_11410.8, TREG1_11410.1, TREG1_11410.2, TREG1_11410.10, TREG1_11410.6, TREG1_11410.9	EWB00_005656.2, EWB00_005656.1, EWB00_005656.3
OG0000126	TREG1_95210.1	EWB00_000954
OG0000127	TREG1_54350.1	EWB00_008561.1, EWB00_008561.2, EWB00_008561.3, EWB00_008561.4
OG0000128	TREG1_42700.1, TREG1_42710.1	EWB00_006375.2, EWB00_006375.1, EWB00_006375.5, EWB00_006375.4, EWB00_006375.3
OG0000129	TREG1_51790.1	EWB00_003410.3, EWB00_003410.5, EWB00_003410.2, EWB00_003410.6, EWB00_003410.7, EWB00_003410.8, EWB00_003410.4, EWB00_003410.1
OG0000130	TREG1_114030.3, TREG1_114030.1, TREG1_114030.2	EWB00_009336.1, EWB00_009336.2, EWB00_009336.3
OG0000131	TREG1_11060.2, TREG1_11060.5, TREG1_11060.1, TREG1_11060.4, TREG1_11060.6, TREG1_11060.3	EWB00_002108.1, EWB00_002108.2
OG0000131	TREG1_10880.1	EWB00_003089
OG0000132	TREG1_52710.1, TREG1_52710.2	EWB00_006847.1, EWB00_006847.2, EWB00_006847.3
OG0000133	TREG1_46850.1	EWB00_002574.1, EWB00_002574.2
OG0000134	TREG1_16070.6, TREG1_16070.7, TREG1_16070.4, TREG1_16070.1, TREG1_16070.10, TREG1_16070.11, TREG1_16070.12, TREG1_16070.13, TREG1_16070.16, TREG1_16070.18, TREG1_16070.19, TREG1_16070.20, TREG1_16070.22, TREG1_16070.23, TREG1_16070.8, TREG1_16070.9, TREG1_16070.15, TREG1_16070.2, TREG1_16070.17, TREG1_16070.21, TREG1_16070.3, TREG1_16070.5, TREG1_16070.14	EWB00_002521
OG0000135	TREG1_30030.1	EWB00_002678.2, EWB00_002678.1
OG0000136	TREG1_10930.1, TREG1_10930.3, TREG1_10930.6, TREG1_10930.7, TREG1_10930.4, TREG1_10930.5, TREG1_10930.2	EWB00_002100.1, EWB00_002100.2
OG0000137	TREG1_56270.1	EWB00_003246
OG0000137	TREG1_56250.1, TREG1_56260.1	EWB00_003245
OG0000138	TREG1_120930.1, TREG1_120930.3, TREG1_120930.2	EWB00_007536.1, EWB00_007536.2
OG0000138	TREG1_35980.1, TREG1_35980.2, TREG1_35980.4, TREG1_35980.3	EWB00_009704
OG0000139	TREG1_3840.1	EWB00_009035
OG0000140	TREG1_105170.1, TREG1_105160.1	EWB00_010959
OG0000143	TREG1_90200.1, TREG1_92810.1, TREG1_92810.2, TREG1_92840.1, TREG1_90670.8, TREG1_90800.1, TREG1_92750.1, TREG1_92750.2, TREG1_92750.3, TREG1_92750.4, TREG1_92820.1, TREG1_93230.1, TREG1_92670.1, TREG1_92680.1, TREG1_92710.2, TREG1_92760.1, TREG1_92770.1, TREG1_92710.1, TREG1_92780.1, TREG1_92620.1, TREG1_92650.1, TREG1_93270.1, TREG1_93280.1, TREG1_93260.1, TREG1_93290.1, TREG1_93240.1, TREG1_93250.1, TREG1_92660.1, TREG1_138470.1, TREG1_92610.1, TREG1_92610.2, TREG1_92640.1, TREG1_92740.1, TREG1_92800.1, TREG1_92790.1, TREG1_92830.1, TREG1_92830.2	EWB00_006280.1, EWB00_006280.2
OG0000144	TREG1_75080.1, TREG1_75090.1	EWB00_000741.1, EWB00_000741.2, EWB00_000741.3, EWB00_000741.4, EWB00_000741.5, EWB00_000741.6
OG0000144	TREG1_59650.1, TREG1_72000.1	EWB00_001080
OG0000144	TREG1_72690.1, TREG1_72690.2, TREG1_72690.3, TREG1_72690.4, TREG1_72690.5	EWB00_005163
OG0000145	TREG1_34360.10, TREG1_34360.1, TREG1_34360.2, TREG1_34360.6, TREG1_34360.8, TREG1_34360.9, TREG1_34360.12, TREG1_34360.7, TREG1_34360.3, TREG1_34360.4, TREG1_34360.5, TREG1_34360.11	EWB00_002936
OG0000146	TREG1_125040.1	EWB00_006706.5, EWB00_006706.4, EWB00_006706.1, EWB00_006706.2, EWB00_006706.3
OG0000146	TREG1_76210.1	EWB00_005122
OG0000146	TREG1_46270.1	EWB00_007935.1, EWB00_007935.2
OG0000146	TREG1_67040.1	EWB00_006903
OG0000147	TREG1_44400.1, TREG1_44400.2, TREG1_44400.3, TREG1_44400.4	EWB00_004283
OG0000149	TREG1_71310.1	EWB00_006487.1, EWB00_006487.2, EWB00_006487.3, EWB00_006487.4
OG0000151	TREG1_90300.1	EWB00_008868
OG0000152	TREG1_21080.1, TREG1_21100.1	EWB00_011078.3, EWB00_011078.2, EWB00_011078.1, EWB00_011078.4, EWB00_011078.5
OG0000153	TREG1_76680.1, TREG1_76700.1, TREG1_76710.1, TREG1_76680.2	EWB00_005352.1, EWB00_005352.2
OG0000153	TREG1_76670.1, TREG1_76670.2, TREG1_76670.3, TREG1_76670.4, TREG1_76660.1, TREG1_76660.2	EWB00_003676
OG0000153	TREG1_76550.1, TREG1_76560.1	EWB00_008423, EWB00_003671, EWB00_008422
OG0000154	TREG1_22920.1	EWB00_005454.3, EWB00_005454.1, EWB00_005454.2
OG0000155	TREG1_140290.2, TREG1_140290.3, TREG1_140290.4, TREG1_140290.1, TREG1_52850.1, TREG1_52850.2	EWB00_005616
OG0000156	TREG1_22430.1, TREG1_22430.2	EWB00_010322
OG0000156	TREG1_22440.3, TREG1_22440.2, TREG1_22440.1	EWB00_010321
OG0000157	TREG1_84400.1, TREG1_84400.2	EWB00_001166
OG0000157	TREG1_34700.1, TREG1_34700.2	EWB00_005728
OG0000157	TREG1_136430.1, TREG1_136430.2, TREG1_136430.3, TREG1_136430.4	EWB00_011201
OG0000158	TREG1_1690.1	EWB00_006315
OG0000159	TREG1_81430.7, TREG1_81430.8, TREG1_81430.14, TREG1_81430.3, TREG1_81430.12, TREG1_81430.15, TREG1_81430.16, TREG1_81430.2, TREG1_81430.4, TREG1_81430.9, TREG1_81430.10, TREG1_81430.13, TREG1_81430.17, TREG1_81430.5, TREG1_81430.6, TREG1_81430.1, TREG1_81430.11, TREG1_81430.18, TREG1_81430.19	EWB00_009175
OG0000160	TREG1_14540.1, TREG1_14530.1	EWB00_009370.4, EWB00_009370.1, EWB00_009370.5, EWB00_009370.2, EWB00_009370.3
OG0000161	TREG1_57250.1, TREG1_57250.5, TREG1_57250.3, TREG1_57250.4, TREG1_57250.6, TREG1_57250.2	EWB00_003371.1, EWB00_003371.2
OG0000164	TREG1_84950.1	EWB00_011122.1, EWB00_011122.2
OG0000164	TREG1_100490.1	EWB00_002005.1, EWB00_002005.2, EWB00_002005.3, EWB00_002005.4
OG0000164	TREG1_73320.1, TREG1_73320.2	EWB00_003801.1, EWB00_003801.2
OG0000164	TREG1_49020.1	EWB00_005981.1, EWB00_005981.2, EWB00_005981.3, EWB00_005981.5, EWB00_005981.4
OG0000165	TREG1_88100.6, TREG1_88100.1, TREG1_88100.7, TREG1_88100.3, TREG1_88100.4, TREG1_88100.5, TREG1_88100.2, TREG1_88100.8	EWB00_010478
OG0000166	TREG1_119010.3, TREG1_119010.9, TREG1_119010.6, TREG1_119010.8, TREG1_119010.2, TREG1_119010.4, TREG1_119010.5, TREG1_119010.1, TREG1_119010.7	EWB00_005058.4, EWB00_005058.5, EWB00_005058.3, EWB00_005058.2, EWB00_005058.6, EWB00_005058.1
OG0000167	TREG1_107550.2, TREG1_107550.1, TREG1_107550.3	EWB00_001382.4, EWB00_001382.1, EWB00_001382.2, EWB00_001382.3, EWB00_001382.5, EWB00_001382.6
OG0000168	TREG1_9980.1, TREG1_48920.2, TREG1_48920.1, TREG1_48930.1, TREG1_48930.2, TREG1_48930.3, TREG1_48950.1, TREG1_48940.1, TREG1_17670.1, TREG1_17670.2, TREG1_27990.2, TREG1_27990.4, TREG1_27990.3, TREG1_27990.1	EWB00_009789, EWB00_009892, EWB00_003828, EWB00_008795
OG0000169	TREG1_134830.1, TREG1_134830.2	EWB00_000574
OG0000169	TREG1_40590.1	EWB00_004911.1, EWB00_004911.2
OG0000169	TREG1_133150.1	EWB00_009686
OG0000170	TREG1_103200.3, TREG1_103200.1, TREG1_103200.2	EWB00_000962
OG0000171	TREG1_39010.1, TREG1_114840.1, TREG1_48380.1, TREG1_142870.1, TREG1_3390.1, TREG1_3740.1, TREG1_41770.1, TREG1_137300.1	EWB00_006697
OG0000172	TREG1_21360.1	EWB00_001058.1, EWB00_001058.2
OG0000173	TREG1_118700.1	EWB00_008475
OG0000175	TREG1_57480.1	EWB00_007666
OG0000175	TREG1_57470.1	EWB00_007667
OG0000175	TREG1_57460.1	EWB00_007668
OG0000175	TREG1_57450.1	EWB00_007669
OG0000176	TREG1_144490.1	EWB00_001540, EWB00_004362, EWB00_005462, EWB00_010563, EWB00_003767, EWB00_010852
OG0000177	TREG1_78220.6, TREG1_78220.8, TREG1_78220.3, TREG1_78220.2, TREG1_78220.5, TREG1_78220.1, TREG1_78220.7, TREG1_78220.4	EWB00_010516.1, EWB00_010516.2
OG0000178	TREG1_43450.2, TREG1_43450.1, TREG1_43450.3	EWB00_003718
OG0000179	TREG1_74820.1, TREG1_74820.2	EWB00_000893
OG0000179	TREG1_74810.1	EWB00_009104
OG0000180	TREG1_112250.1, TREG1_112250.2, TREG1_112250.3	EWB00_006752, EWB00_006753.1, EWB00_006753.2, EWB00_006754, EWB00_010162, EWB00_010163, EWB00_006750.1, EWB00_006750.2
OG0000182	TREG1_79160.5, TREG1_79160.4, TREG1_79160.1, TREG1_79160.2, TREG1_79160.3, TREG1_79170.1	EWB00_005564.3, EWB00_005564.1, EWB00_005564.2
OG0000182	TREG1_50210.3, TREG1_50210.1, TREG1_50210.2	EWB00_000643
OG0000183	TREG1_47830.1, TREG1_47830.2, TREG1_47830.3	EWB00_005958.1, EWB00_005958.2
OG0000184	TREG1_65710.1, TREG1_65760.1, TREG1_65740.1, TREG1_65730.1, TREG1_65770.1, TREG1_65720.1	EWB00_006467.1, EWB00_006467.2
OG0000184	TREG1_65700.1, TREG1_65700.3, TREG1_65700.2, TREG1_65700.4, TREG1_65640.1, TREG1_65650.1, TREG1_65660.1, TREG1_65680.1, TREG1_65690.1	EWB00_006468
OG0000185	TREG1_49370.1, TREG1_49380.1	EWB00_005969.1, EWB00_005969.2
OG0000186	TREG1_101700.1, TREG1_101700.2	EWB00_002720
OG0000187	TREG1_72910.1, TREG1_72910.2, TREG1_72910.3	EWB00_006798.2, EWB00_006798.1, EWB00_006798.3
OG0000188	TREG1_45440.1, TREG1_58510.1, TREG1_58510.2, TREG1_58510.3, TREG1_58510.4	EWB00_010904
OG0000189	TREG1_8570.1, TREG1_8570.2, TREG1_8570.4, TREG1_8570.5, TREG1_8570.3	EWB00_003827.2, EWB00_003827.1, EWB00_003827.3, EWB00_003827.4
OG0000190	TREG1_68900.10, TREG1_68900.14, TREG1_68900.16, TREG1_68900.4, TREG1_68900.7, TREG1_68900.1, TREG1_68900.11, TREG1_68900.2, TREG1_68900.17, TREG1_68900.5, TREG1_68900.12, TREG1_68900.6, TREG1_68900.13, TREG1_68900.15, TREG1_68900.3, TREG1_68900.8, TREG1_68900.9	EWB00_007758.3, EWB00_007758.1, EWB00_007758.2
OG0000191	TREG1_34230.2, TREG1_34190.3, TREG1_34240.1, TREG1_34230.1, TREG1_34230.3, TREG1_34190.4	EWB00_004926
OG0000191	TREG1_34160.1	EWB00_003159
OG0000191	TREG1_34190.6, TREG1_34170.1, TREG1_34180.1, TREG1_34190.1, TREG1_34200.1, TREG1_34190.2, TREG1_34210.1	EWB00_004925, EWB00_003164, EWB00_003167
OG0000192	TREG1_86440.5, TREG1_86440.2, TREG1_86440.1, TREG1_86440.3, TREG1_86440.4	EWB00_003964.1, EWB00_003964.2
OG0000193	TREG1_79100.11, TREG1_79100.12, TREG1_79100.3, TREG1_79100.4, TREG1_79100.8, TREG1_79100.9, TREG1_79100.1, TREG1_79100.10, TREG1_79100.2, TREG1_79100.7, TREG1_79100.5, TREG1_79100.6	EWB00_003263.4, EWB00_003263.2, EWB00_003263.1, EWB00_003263.3, EWB00_003263.5, EWB00_003263.6
OG0000193	TREG1_79090.2, TREG1_79090.5, TREG1_79090.8, TREG1_79090.4, TREG1_79090.7, TREG1_79090.1, TREG1_79090.3, TREG1_79090.6	EWB00_004005, EWB00_009649, EWB00_005224, EWB00_010853, EWB00_005225
OG0000194	TREG1_107490.3, TREG1_107490.1, TREG1_107490.2	EWB00_001391
OG0000195	TREG1_69360.1	EWB00_008076.1, EWB00_008076.2, EWB00_008076.3
OG0000196	TREG1_124430.3, TREG1_124430.1, TREG1_124430.2, TREG1_124430.4, TREG1_124430.5, TREG1_124430.6	EWB00_011394.1, EWB00_011394.2, EWB00_011394.3
OG0000196	TREG1_68820.1	EWB00_009417.2, EWB00_009417.1
OG0000197	TREG1_46280.16, TREG1_46280.3, TREG1_46280.2, TREG1_46280.13, TREG1_46280.4, TREG1_46280.6, TREG1_46280.8, TREG1_46280.11, TREG1_46280.1, TREG1_46280.10, TREG1_46280.14, TREG1_46280.5, TREG1_46280.7, TREG1_46280.9, TREG1_46280.12, TREG1_46280.15	EWB00_007934.6, EWB00_007934.4, EWB00_007934.2, EWB00_007934.3, EWB00_007934.1, EWB00_007934.5, EWB00_007934.7
OG0000198	TREG1_7500.1, TREG1_7510.1	EWB00_001112
OG0000198	TREG1_13840.1	EWB00_009378.1, EWB00_009378.2, EWB00_009378.3
OG0000199	TREG1_50650.1, TREG1_50650.2, TREG1_50650.3	EWB00_007850.1, EWB00_007850.2
OG0000201	TREG1_55080.1	EWB00_003900.1, EWB00_003900.2, EWB00_003900.3
OG0000202	TREG1_68700.1	EWB00_005354.3, EWB00_005354.1, EWB00_005354.2
OG0000203	TREG1_118170.1, TREG1_118180.1	EWB00_003779.1, EWB00_003779.2, EWB00_003779.3
OG0000204	TREG1_123600.1	EWB00_005277, EWB00_005275, EWB00_005276.1, EWB00_005276.2
OG0000205	TREG1_16260.3, TREG1_16260.5, TREG1_16260.6, TREG1_16260.8, TREG1_16260.1, TREG1_16260.2, TREG1_16260.4, TREG1_16260.7	EWB00_005482
OG0000207	TREG1_47290.1	EWB00_006855
OG0000207	TREG1_47190.1	EWB00_006859, EWB00_006857, EWB00_006860, EWB00_006858, EWB00_006856
OG0000208	TREG1_105680.1, TREG1_105680.2, TREG1_105680.3, TREG1_105680.4, TREG1_105680.5	EWB00_006604
OG0000209	TREG1_11290.1	EWB00_003068
OG0000210	TREG1_116730.4, TREG1_116730.1, TREG1_116730.2, TREG1_116730.3	EWB00_008607
OG0000211	TREG1_6160.1, TREG1_6160.3, TREG1_6160.2, TREG1_6160.4, TREG1_6160.5, TREG1_6160.7, TREG1_6160.6, TREG1_7570.1	EWB00_008540.1, EWB00_008540.2, EWB00_008540.3, EWB00_008540.4
OG0000212	TREG1_35560.6, TREG1_35560.1, TREG1_35560.2, TREG1_35560.7, TREG1_35560.5, TREG1_35560.8, TREG1_35560.9, TREG1_35560.3, TREG1_35560.4	EWB00_000254.1, EWB00_000254.2
OG0000214	TREG1_18660.13, TREG1_18660.3, TREG1_18660.4, TREG1_18660.7, TREG1_18660.9, TREG1_18660.10, TREG1_18660.12, TREG1_18660.14, TREG1_18660.6, TREG1_18660.1, TREG1_18660.2, TREG1_18660.5, TREG1_18660.11, TREG1_18660.15, TREG1_18660.8	EWB00_000769.1, EWB00_000769.2, EWB00_000769.3
OG0000215	TREG1_79330.1, TREG1_94740.1, TREG1_94750.1, TREG1_94760.1, TREG1_95000.1, TREG1_138490.1, TREG1_145360.1, TREG1_95630.1, TREG1_94770.1	EWB00_003195.1, EWB00_003195.2, EWB00_003195.3, EWB00_003195.4, EWB00_003195.5, EWB00_003195.6, EWB00_003193
OG0000216	TREG1_84660.1	EWB00_007182
OG0000216	TREG1_138900.1	EWB00_005703
OG0000217	TREG1_53950.1, TREG1_53950.2, TREG1_53950.3, TREG1_53950.4, TREG1_53950.5	EWB00_003421.5, EWB00_003421.6, EWB00_003421.2, EWB00_003421.1, EWB00_003421.3, EWB00_003421.4, EWB00_003421.7
OG0000218	TREG1_55370.1	EWB00_007629
OG0000219	TREG1_86420.2, TREG1_86420.3, TREG1_86420.7, TREG1_86420.1, TREG1_86420.4, TREG1_86420.6, TREG1_86420.5	EWB00_011278.1, EWB00_011278.2
OG0000220	TREG1_104680.6, TREG1_104680.4, TREG1_104680.5, TREG1_104680.2, TREG1_104680.3, TREG1_104680.1, TREG1_104680.7	EWB00_011054.2, EWB00_011054.1, EWB00_011054.3
OG0000221	TREG1_2770.1, TREG1_2780.1	EWB00_009959, EWB00_008502
OG0000221	TREG1_8100.1, TREG1_8100.2, TREG1_8100.4, TREG1_8100.3	EWB00_007895, EWB00_007896
OG0000222	TREG1_105480.6, TREG1_105480.1, TREG1_105480.2, TREG1_105480.3, TREG1_105480.4, TREG1_105480.5, TREG1_105480.7	EWB00_010985.3, EWB00_010985.4, EWB00_010985.1, EWB00_010985.2
OG0000223	TREG1_1990.1	EWB00_008468
OG0000224	TREG1_18620.1, TREG1_18620.2	EWB00_010846
OG0000225	TREG1_19280.1, TREG1_19280.5, TREG1_19280.6, TREG1_19280.2, TREG1_19280.3, TREG1_19280.4	EWB00_008634
OG0000226	TREG1_36730.1	EWB00_001463.1, EWB00_001463.2
OG0000227	TREG1_93930.2, TREG1_93930.4, TREG1_93930.6, TREG1_93930.1, TREG1_93930.3, TREG1_93930.5, TREG1_93930.7, TREG1_93930.8	EWB00_010050
OG0000228	TREG1_56170.1, TREG1_56190.1	EWB00_003240.1, EWB00_003240.2
OG0000229	TREG1_86690.1	EWB00_007972
OG0000230	TREG1_87380.1	EWB00_007125
OG0000234	TREG1_55410.1	EWB00_004388, EWB00_004387
OG0000235	TREG1_1830.2, TREG1_1830.4, TREG1_1830.3, TREG1_1830.8, TREG1_1840.1, TREG1_1830.1, TREG1_1830.6, TREG1_1830.5, TREG1_1830.7	EWB00_009052, EWB00_009056
OG0000236	TREG1_71260.3, TREG1_71260.6, TREG1_71260.7, TREG1_71260.1, TREG1_71260.2, TREG1_71260.4, TREG1_71260.5	EWB00_007746
OG0000237	TREG1_70080.1, TREG1_70120.1	EWB00_006822
OG0000238	TREG1_39990.1	EWB00_007715.1, EWB00_007715.2, EWB00_007715.3
OG0000239	TREG1_36450.1, TREG1_36450.2	EWB00_002853.1, EWB00_002853.2
OG0000240	TREG1_46050.1	EWB00_007941.1, EWB00_007941.2
OG0000241	TREG1_26180.1, TREG1_26180.3, TREG1_26180.4, TREG1_26180.2	EWB00_007788.1, EWB00_007788.2, EWB00_007788.3
OG0000241	TREG1_26170.1, TREG1_26170.2, TREG1_26170.3, TREG1_26170.4, TREG1_26170.5	EWB00_007787
OG0000241	TREG1_60790.1	EWB00_007058.1, EWB00_007058.2
OG0000242	TREG1_8190.1	EWB00_004683
OG0000243	TREG1_5040.2, TREG1_5040.3, TREG1_5040.4, TREG1_5040.5, TREG1_5040.1, TREG1_5040.6	EWB00_006288.2, EWB00_006288.4, EWB00_006288.3, EWB00_006288.1
OG0000244	TREG1_9630.4, TREG1_9630.8, TREG1_9630.9, TREG1_9630.5, TREG1_9630.10, TREG1_9630.2, TREG1_9630.6, TREG1_9630.7, TREG1_9630.3, TREG1_9630.1	EWB00_008588
OG0000245	TREG1_23060.7, TREG1_23060.9, TREG1_23060.8, TREG1_23060.3, TREG1_23060.5, TREG1_23060.4, TREG1_23060.6, TREG1_23050.1, TREG1_23060.1, TREG1_23060.2	EWB00_005430.3, EWB00_005430.1, EWB00_005430.2, EWB00_005430.4, EWB00_005431, EWB00_005432.2, EWB00_005432.1
OG0000246	TREG1_113550.1, TREG1_113550.2	EWB00_003780.1, EWB00_003780.2
OG0000247	TREG1_7630.4, TREG1_7630.10, TREG1_7630.1, TREG1_7630.3, TREG1_7630.2, TREG1_7630.6, TREG1_7630.11, TREG1_7630.7, TREG1_7630.8, TREG1_7630.12, TREG1_7630.5, TREG1_7630.9	EWB00_006352.1, EWB00_006352.2
OG0000248	TREG1_88870.2, TREG1_88870.3, TREG1_88870.1, TREG1_88870.6, TREG1_88870.4, TREG1_88870.5	EWB00_000905.1, EWB00_000905.3, EWB00_000905.2
OG0000249	TREG1_16360.6, TREG1_16360.16, TREG1_16370.1, TREG1_16360.12, TREG1_16360.7, TREG1_16360.5, TREG1_16360.9, TREG1_16360.1, TREG1_16360.10, TREG1_16360.11, TREG1_16360.14, TREG1_16360.2, TREG1_16360.3, TREG1_16360.4, TREG1_16360.8, TREG1_16360.15, TREG1_16360.13, TREG1_16370.2	EWB00_001035
OG0000250	TREG1_142000.1, TREG1_24940.1, TREG1_41820.1, TREG1_41030.1	EWB00_003949.1, EWB00_003949.3, EWB00_003949.2, EWB00_003949.4
