Orthogroup	trichobilharzia_regenti	s.mekongi
OG0000152	TREG1_21080.1, TREG1_21100.1	KAK4474412.1
OG0000153	TREG1_76680.1, TREG1_76700.1, TREG1_76710.1, TREG1_76680.2	KAK4469387.1
OG0000154	TREG1_22920.1	KAK4475184.1, KAK4475186.1
OG0000155	TREG1_140290.2, TREG1_140290.3, TREG1_140290.4, TREG1_140290.1, TREG1_52850.1, TREG1_52850.2	KAK4473822.1
OG0000156	TREG1_22430.1, TREG1_22430.2	KAK4475038.1
OG0000156	TREG1_22440.3, TREG1_22440.2, TREG1_22440.1	KAK4475039.1
OG0000157	TREG1_84400.1, TREG1_84400.2	KAK4471808.1
OG0000157	TREG1_34700.1, TREG1_34700.2	KAK4472697.1
OG0000157	TREG1_136430.1, TREG1_136430.2, TREG1_136430.3, TREG1_136430.4	KAK4467690.1
OG0000158	TREG1_1690.1	KAK4475829.1, KAK4473934.1
OG0000159	TREG1_81430.7, TREG1_81430.8, TREG1_81430.14, TREG1_81430.3, TREG1_81430.12, TREG1_81430.15, TREG1_81430.16, TREG1_81430.2, TREG1_81430.4, TREG1_81430.9, TREG1_81430.10, TREG1_81430.13, TREG1_81430.17, TREG1_81430.5, TREG1_81430.6, TREG1_81430.1, TREG1_81430.11, TREG1_81430.18, TREG1_81430.19	KAK4471746.1
OG0000160	TREG1_14540.1, TREG1_14530.1	KAK4467469.1, KAK4467470.1, KAK4467273.1, KAK4474568.1, KAK4467471.1, KAK4469046.1
OG0000161	TREG1_57250.1, TREG1_57250.5, TREG1_57250.3, TREG1_57250.4, TREG1_57250.6, TREG1_57250.2	KAK4474169.1
OG0000164	TREG1_84950.1	KAK4471960.1
OG0000164	TREG1_100490.1	KAK4470406.1
OG0000164	TREG1_73320.1, TREG1_73320.2	KAK4469800.1
OG0000164	TREG1_49020.1	KAK4472495.1
OG0000165	TREG1_88100.6, TREG1_88100.1, TREG1_88100.7, TREG1_88100.3, TREG1_88100.4, TREG1_88100.5, TREG1_88100.2, TREG1_88100.8	KAK4471264.1
OG0000167	TREG1_107550.2, TREG1_107550.1, TREG1_107550.3	KAK4470364.1
OG0000168	TREG1_9980.1, TREG1_48920.2, TREG1_48920.1, TREG1_48930.1, TREG1_48930.2, TREG1_48930.3, TREG1_48950.1, TREG1_48940.1, TREG1_17670.1, TREG1_17670.2, TREG1_27990.2, TREG1_27990.4, TREG1_27990.3, TREG1_27990.1	KAK4467445.1
OG0000169	TREG1_134830.1, TREG1_134830.2	KAK4467756.1
OG0000169	TREG1_40590.1	KAK4472610.1
OG0000169	TREG1_133150.1	KAK4467718.1, KAK4467716.1, KAK4467717.1
OG0000170	TREG1_103200.3, TREG1_103200.1, TREG1_103200.2	KAK4470632.1
OG0000172	TREG1_21360.1	KAK4475142.1
OG0000173	TREG1_118700.1	KAK4468268.1
OG0000175	TREG1_57480.1	KAK4473136.1
OG0000175	TREG1_57470.1	KAK4473125.1
OG0000175	TREG1_57460.1	KAK4473114.1
OG0000175	TREG1_57450.1	KAK4473106.1
OG0000176	TREG1_144490.1	KAK4467326.1, KAK4474298.1
OG0000177	TREG1_78220.6, TREG1_78220.8, TREG1_78220.3, TREG1_78220.2, TREG1_78220.5, TREG1_78220.1, TREG1_78220.7, TREG1_78220.4	KAK4472104.1
OG0000178	TREG1_43450.2, TREG1_43450.1, TREG1_43450.3	KAK4472894.1
OG0000179	TREG1_74820.1, TREG1_74820.2	KAK4469016.1
OG0000179	TREG1_74810.1	KAK4469902.1
OG0000180	TREG1_112250.1, TREG1_112250.2, TREG1_112250.3	KAK4468049.1, KAK4468060.1, KAK4468069.1, KAK4468040.1
OG0000182	TREG1_79160.5, TREG1_79160.4, TREG1_79160.1, TREG1_79160.2, TREG1_79160.3, TREG1_79170.1	KAK4471145.1
OG0000182	TREG1_50210.3, TREG1_50210.1, TREG1_50210.2	KAK4472799.1
OG0000183	TREG1_47830.1, TREG1_47830.2, TREG1_47830.3	KAK4472516.1
OG0000184	TREG1_65710.1, TREG1_65760.1, TREG1_65740.1, TREG1_65730.1, TREG1_65770.1, TREG1_65720.1	KAK4469199.1
OG0000184	TREG1_65700.1, TREG1_65700.3, TREG1_65700.2, TREG1_65700.4, TREG1_65640.1, TREG1_65650.1, TREG1_65660.1, TREG1_65680.1, TREG1_65690.1	KAK4469198.1
OG0000185	TREG1_49370.1, TREG1_49380.1	KAK4472507.1
OG0000186	TREG1_101700.1, TREG1_101700.2	KAK4470241.1, KAK4470242.1
OG0000187	TREG1_72910.1, TREG1_72910.2, TREG1_72910.3	KAK4469682.1
OG0000188	TREG1_45440.1, TREG1_58510.1, TREG1_58510.2, TREG1_58510.3, TREG1_58510.4	KAK4472612.1
OG0000189	TREG1_8570.1, TREG1_8570.2, TREG1_8570.4, TREG1_8570.5, TREG1_8570.3	KAK4476062.1
OG0000190	TREG1_68900.10, TREG1_68900.14, TREG1_68900.16, TREG1_68900.4, TREG1_68900.7, TREG1_68900.1, TREG1_68900.11, TREG1_68900.2, TREG1_68900.17, TREG1_68900.5, TREG1_68900.12, TREG1_68900.6, TREG1_68900.13, TREG1_68900.15, TREG1_68900.3, TREG1_68900.8, TREG1_68900.9	KAK4469926.1
OG0000191	TREG1_34230.2, TREG1_34190.3, TREG1_34240.1, TREG1_34230.1, TREG1_34230.3, TREG1_34190.4	KAK4473909.1
OG0000191	TREG1_34190.6, TREG1_34170.1, TREG1_34180.1, TREG1_34190.1, TREG1_34200.1, TREG1_34190.2, TREG1_34210.1	KAK4473910.1
OG0000192	TREG1_86440.5, TREG1_86440.2, TREG1_86440.1, TREG1_86440.3, TREG1_86440.4	KAK4471381.1
OG0000193	TREG1_79100.11, TREG1_79100.12, TREG1_79100.3, TREG1_79100.4, TREG1_79100.8, TREG1_79100.9, TREG1_79100.1, TREG1_79100.10, TREG1_79100.2, TREG1_79100.7, TREG1_79100.5, TREG1_79100.6	KAK4471157.1
OG0000193	TREG1_79090.2, TREG1_79090.5, TREG1_79090.8, TREG1_79090.4, TREG1_79090.7, TREG1_79090.1, TREG1_79090.3, TREG1_79090.6	KAK4471189.1
OG0000194	TREG1_107490.3, TREG1_107490.1, TREG1_107490.2	KAK4470371.1
OG0000195	TREG1_69360.1	KAK4469314.1
OG0000196	TREG1_124430.3, TREG1_124430.1, TREG1_124430.2, TREG1_124430.4, TREG1_124430.5, TREG1_124430.6	KAK4468938.1
OG0000196	TREG1_68820.1	KAK4474524.1
OG0000196	TREG1_9720.1	KAK4475932.1
OG0000197	TREG1_46280.16, TREG1_46280.3, TREG1_46280.2, TREG1_46280.13, TREG1_46280.4, TREG1_46280.6, TREG1_46280.8, TREG1_46280.11, TREG1_46280.1, TREG1_46280.10, TREG1_46280.14, TREG1_46280.5, TREG1_46280.7, TREG1_46280.9, TREG1_46280.12, TREG1_46280.15	KAK4472750.1, KAK4472751.1
OG0000198	TREG1_7500.1, TREG1_7510.1	KAK4473170.1
OG0000198	TREG1_13840.1	KAK4474280.1
OG0000199	TREG1_50650.1, TREG1_50650.2, TREG1_50650.3	KAK4472571.1
OG0000201	TREG1_55080.1	KAK4473643.1
OG0000202	TREG1_68700.1	KAK4469384.1
OG0000203	TREG1_118170.1, TREG1_118180.1	KAK4472530.1, KAK4472529.1
OG0000204	TREG1_123600.1	KAK4468843.1, KAK4468846.1, KAK4468847.1, KAK4468400.1, KAK4468845.1
OG0000205	TREG1_16260.3, TREG1_16260.5, TREG1_16260.6, TREG1_16260.8, TREG1_16260.1, TREG1_16260.2, TREG1_16260.4, TREG1_16260.7	KAK4475157.1
OG0000206	TREG1_57230.1	KAK4474171.1
OG0000207	TREG1_47290.1	KAK4474093.1
OG0000207	TREG1_47190.1	KAK4474090.1, KAK4474092.1, KAK4474089.1, KAK4474091.1
OG0000208	TREG1_105680.1, TREG1_105680.2, TREG1_105680.3, TREG1_105680.4, TREG1_105680.5	KAK4470297.1
OG0000209	TREG1_11290.1	KAK4476246.1
OG0000210	TREG1_116730.4, TREG1_116730.1, TREG1_116730.2, TREG1_116730.3	KAK4468068.1
OG0000211	TREG1_6160.1, TREG1_6160.3, TREG1_6160.2, TREG1_6160.4, TREG1_6160.5, TREG1_6160.7, TREG1_6160.6, TREG1_7570.1	KAK4476043.1
OG0000212	TREG1_35560.6, TREG1_35560.1, TREG1_35560.2, TREG1_35560.7, TREG1_35560.5, TREG1_35560.8, TREG1_35560.9, TREG1_35560.3, TREG1_35560.4	KAK4473242.1
OG0000213	TREG1_25930.1, TREG1_142490.1, TREG1_142490.3, TREG1_142490.4, TREG1_142490.2	KAK4474754.1
OG0000214	TREG1_18660.13, TREG1_18660.3, TREG1_18660.4, TREG1_18660.7, TREG1_18660.9, TREG1_18660.10, TREG1_18660.12, TREG1_18660.14, TREG1_18660.6, TREG1_18660.1, TREG1_18660.2, TREG1_18660.5, TREG1_18660.11, TREG1_18660.15, TREG1_18660.8	KAK4475773.1
OG0000215	TREG1_79330.1, TREG1_94740.1, TREG1_94750.1, TREG1_94760.1, TREG1_95000.1, TREG1_138490.1, TREG1_145360.1, TREG1_95630.1, TREG1_94770.1	KAK4471161.1
OG0000217	TREG1_53950.1, TREG1_53950.2, TREG1_53950.3, TREG1_53950.4, TREG1_53950.5	KAK4472243.1
OG0000218	TREG1_55370.1	KAK4474847.1
OG0000219	TREG1_86420.2, TREG1_86420.3, TREG1_86420.7, TREG1_86420.1, TREG1_86420.4, TREG1_86420.6, TREG1_86420.5	KAK4471869.1
OG0000220	TREG1_104680.6, TREG1_104680.4, TREG1_104680.5, TREG1_104680.2, TREG1_104680.3, TREG1_104680.1, TREG1_104680.7	KAK4470648.1
OG0000221	TREG1_2770.1, TREG1_2780.1	KAK4476180.1
OG0000221	TREG1_8100.1, TREG1_8100.2, TREG1_8100.4, TREG1_8100.3	KAK4467410.1, KAK4475529.1
OG0000222	TREG1_105480.6, TREG1_105480.1, TREG1_105480.2, TREG1_105480.3, TREG1_105480.4, TREG1_105480.5, TREG1_105480.7	KAK4470706.1
OG0000223	TREG1_1990.1	KAK4476292.1
OG0000224	TREG1_18620.1, TREG1_18620.2	KAK4475913.1
OG0000225	TREG1_19280.1, TREG1_19280.5, TREG1_19280.6, TREG1_19280.2, TREG1_19280.3, TREG1_19280.4	KAK4475585.1
OG0000226	TREG1_36730.1	KAK4474133.1
OG0000227	TREG1_93930.2, TREG1_93930.4, TREG1_93930.6, TREG1_93930.1, TREG1_93930.3, TREG1_93930.5, TREG1_93930.7, TREG1_93930.8	KAK4471428.1
OG0000228	TREG1_56170.1, TREG1_56190.1	KAK4473445.1
OG0000229	TREG1_86690.1	KAK4472065.1
OG0000230	TREG1_87380.1	KAK4471407.1
OG0000234	TREG1_55410.1	KAK4473948.1
OG0000235	TREG1_1830.2, TREG1_1830.4, TREG1_1830.3, TREG1_1830.8, TREG1_1840.1, TREG1_1830.1, TREG1_1830.6, TREG1_1830.5, TREG1_1830.7	KAK4467350.1, KAK4475661.1, KAK4467339.1, KAK4467303.1, KAK4475660.1
OG0000236	TREG1_71260.3, TREG1_71260.6, TREG1_71260.7, TREG1_71260.1, TREG1_71260.2, TREG1_71260.4, TREG1_71260.5	KAK4469919.1
OG0000237	TREG1_70080.1, TREG1_70120.1	KAK4469703.1
OG0000238	TREG1_39990.1	KAK4473873.1
OG0000239	TREG1_36450.1, TREG1_36450.2	KAK4473024.1
OG0000240	TREG1_46050.1	KAK4472743.1
OG0000241	TREG1_26180.1, TREG1_26180.3, TREG1_26180.4, TREG1_26180.2	KAK4476019.1
OG0000241	TREG1_26170.1, TREG1_26170.2, TREG1_26170.3, TREG1_26170.4, TREG1_26170.5	KAK4476020.1
OG0000241	TREG1_60790.1	KAK4473290.1
OG0000242	TREG1_8190.1	KAK4475949.1
OG0000243	TREG1_5040.2, TREG1_5040.3, TREG1_5040.4, TREG1_5040.5, TREG1_5040.1, TREG1_5040.6	KAK4475854.1, KAK4475855.1
OG0000244	TREG1_9630.4, TREG1_9630.8, TREG1_9630.9, TREG1_9630.5, TREG1_9630.10, TREG1_9630.2, TREG1_9630.6, TREG1_9630.7, TREG1_9630.3, TREG1_9630.1	KAK4475963.1
OG0000245	TREG1_23060.7, TREG1_23060.9, TREG1_23060.8, TREG1_23060.3, TREG1_23060.5, TREG1_23060.4, TREG1_23060.6, TREG1_23050.1, TREG1_23060.1, TREG1_23060.2	KAK4475214.1
OG0000246	TREG1_113550.1, TREG1_113550.2	KAK4472531.1
OG0000247	TREG1_7630.4, TREG1_7630.10, TREG1_7630.1, TREG1_7630.3, TREG1_7630.2, TREG1_7630.6, TREG1_7630.11, TREG1_7630.7, TREG1_7630.8, TREG1_7630.12, TREG1_7630.5, TREG1_7630.9	KAK4475795.1
OG0000248	TREG1_88870.2, TREG1_88870.3, TREG1_88870.1, TREG1_88870.6, TREG1_88870.4, TREG1_88870.5	KAK4471206.1
OG0000249	TREG1_16360.6, TREG1_16360.16, TREG1_16370.1, TREG1_16360.12, TREG1_16360.7, TREG1_16360.5, TREG1_16360.9, TREG1_16360.1, TREG1_16360.10, TREG1_16360.11, TREG1_16360.14, TREG1_16360.2, TREG1_16360.3, TREG1_16360.4, TREG1_16360.8, TREG1_16360.15, TREG1_16360.13, TREG1_16370.2	KAK4475119.1
OG0000250	TREG1_142000.1, TREG1_24940.1, TREG1_41820.1, TREG1_41030.1	KAK4473679.1
OG0000251	TREG1_108370.7, TREG1_108370.12, TREG1_108370.8, TREG1_108370.1, TREG1_108370.9, TREG1_108370.10, TREG1_108370.5, TREG1_108370.11, TREG1_108370.6, TREG1_108370.3, TREG1_108370.2, TREG1_108370.4	KAK4470876.1
OG0000252	TREG1_58240.1	KAK4473757.1
OG0000253	TREG1_21930.1	KAK4474966.1
OG0000254	TREG1_11910.12, TREG1_11910.13, TREG1_11910.17, TREG1_11910.15, TREG1_11910.14, TREG1_11970.1, TREG1_11910.11, TREG1_11910.16	KAK4476211.1
OG0000255	TREG1_50410.2, TREG1_50410.1, TREG1_50410.3	KAK4472819.1
OG0000256	TREG1_36120.1	KAK4472234.1, KAK4474108.1
OG0000257	TREG1_51560.1	KAK4472840.1
OG0000258	TREG1_130690.1, TREG1_130690.4, TREG1_130690.6, TREG1_130690.2, TREG1_130690.7, TREG1_130690.5, TREG1_130690.8, TREG1_130690.3	KAK4474630.1, KAK4474631.1
OG0000259	TREG1_51640.3, TREG1_51640.4, TREG1_51640.1, TREG1_51640.2, TREG1_140960.1, TREG1_51640.5	KAK4472857.1
OG0000260	TREG1_27620.5, TREG1_27620.6, TREG1_27620.3, TREG1_27620.2, TREG1_27620.4, TREG1_27620.1	KAK4475472.1
OG0000261	TREG1_96360.7, TREG1_96360.1, TREG1_96360.2, TREG1_96360.5, TREG1_96360.8, TREG1_96360.4, TREG1_96360.3, TREG1_96360.9, TREG1_96360.10, TREG1_96360.6	KAK4471010.1
OG0000262	TREG1_45130.4, TREG1_45130.5, TREG1_45130.3, TREG1_45130.1, TREG1_45130.2	KAK4472696.1
OG0000263	TREG1_89300.1	KAK4471877.1
OG0000264	TREG1_114390.1, TREG1_114380.1, TREG1_114400.1, TREG1_114400.2	KAK4468105.1
OG0000264	TREG1_7660.3, TREG1_7660.1, TREG1_7660.2	KAK4475793.1, KAK4467257.1
OG0000265	TREG1_93350.1	KAK4467605.1
OG0000265	TREG1_81460.1	KAK4474272.1
OG0000267	TREG1_111320.5, TREG1_111320.7, TREG1_111320.8, TREG1_111320.9, TREG1_111320.11, TREG1_111320.4, TREG1_111320.1, TREG1_111320.6, TREG1_111320.10, TREG1_111320.2, TREG1_111320.3	KAK4468325.1, KAK4468328.1
OG0000268	TREG1_103270.1	KAK4470182.1
OG0000268	TREG1_4380.2, TREG1_4390.1	KAK4476119.1
OG0000269	TREG1_880.1, TREG1_880.2	KAK4475673.1, KAK4467473.1
OG0000270	TREG1_33690.1, TREG1_33690.2, TREG1_33690.4, TREG1_33690.3	KAK4472943.1
OG0000271	TREG1_68710.10, TREG1_68710.4, TREG1_68710.9, TREG1_68710.1, TREG1_68710.2, TREG1_68710.3, TREG1_68710.5, TREG1_68710.6, TREG1_68710.7, TREG1_68710.8	KAK4469463.1
OG0000272	TREG1_14650.1	KAK4474616.1
OG0000273	TREG1_26250.1, TREG1_26260.5, TREG1_26260.1, TREG1_26260.2, TREG1_26260.3, TREG1_26260.4, TREG1_26260.7, TREG1_26260.6	KAK4476008.1
OG0000274	TREG1_97690.1	KAK4470994.1
OG0000275	TREG1_39800.1	KAK4473868.1
OG0000276	TREG1_107000.1	KAK4470557.1
OG0000277	TREG1_129070.1, TREG1_128940.16, TREG1_128940.15, TREG1_128940.17	KAK4468906.1
OG0000281	TREG1_112400.1	KAK4467957.1
OG0000281	TREG1_16920.1	KAK4474290.1
OG0000281	TREG1_4650.1	KAK4474343.1
OG0000282	TREG1_76270.4, TREG1_76270.1, TREG1_76270.2, TREG1_76270.3	KAK4469862.1
OG0000283	TREG1_84970.1, TREG1_84970.2, TREG1_84970.3	KAK4471958.1
OG0000284	TREG1_56020.1	KAK4473458.1
OG0000285	TREG1_44540.3, TREG1_44540.1, TREG1_44540.2	KAK4474033.1
OG0000286	TREG1_42190.10, TREG1_42190.11	KAK4473497.1
OG0000287	TREG1_101890.1, TREG1_101890.4, TREG1_101890.5, TREG1_101890.2, TREG1_101890.3	KAK4470322.1
OG0000288	TREG1_123340.1	KAK4468827.1
OG0000289	TREG1_9050.1	KAK4474869.1
OG0000290	TREG1_33280.1	KAK4473084.1
OG0000290	TREG1_21650.1, TREG1_21650.2	KAK4475486.1
OG0000291	TREG1_15150.5, TREG1_15150.2, TREG1_15150.3, TREG1_15150.4, TREG1_15150.1, TREG1_15150.6	KAK4475323.1
OG0000292	TREG1_49730.1, TREG1_49730.2, TREG1_49730.3	KAK4472551.1
OG0000293	TREG1_86930.1, TREG1_86930.2, TREG1_86930.3	KAK4471757.1
OG0000293	TREG1_67350.1	KAK4469130.1
OG0000294	TREG1_960.1, TREG1_970.1	KAK4475667.1, KAK4467246.1
OG0000295	TREG1_119870.1	KAK4468851.1
OG0000296	TREG1_20400.3, TREG1_20400.4, TREG1_20400.1, TREG1_20400.2	KAK4475927.1
OG0000296	TREG1_20410.1, TREG1_20410.2, TREG1_20410.3, TREG1_20410.4, TREG1_20410.5, TREG1_20410.6, TREG1_20410.7, TREG1_20410.8	KAK4475928.1
OG0000297	TREG1_101220.1	KAK4470949.1
OG0000298	TREG1_57610.1, TREG1_57610.2, TREG1_57610.3	KAK4473556.1
OG0000298	TREG1_30640.1, TREG1_30650.1	KAK4473971.1
OG0000299	TREG1_79550.4, TREG1_79550.5, TREG1_79550.1, TREG1_79550.2, TREG1_79550.3	KAK4471833.1
OG0000300	TREG1_20710.3, TREG1_20710.1, TREG1_20710.2	KAK4474560.1
OG0000301	TREG1_108580.1, TREG1_108580.2	KAK4470788.1
OG0000302	TREG1_86680.1	KAK4472070.1
OG0000304	TREG1_7890.1, TREG1_7890.2, TREG1_7890.3	KAK4474657.1, KAK4474658.1
OG0000305	TREG1_68930.5, TREG1_68930.2, TREG1_68930.3, TREG1_68930.1, TREG1_68930.4	KAK4469933.1
OG0000306	TREG1_19430.1, TREG1_19430.3, TREG1_19430.4, TREG1_19430.5, TREG1_19430.6, TREG1_19430.2	KAK4474242.1, KAK4476079.1
OG0000307	TREG1_9610.4, TREG1_9610.5, TREG1_9610.6, TREG1_9610.1, TREG1_9610.2, TREG1_9610.3	KAK4476060.1
OG0000307	TREG1_75020.1	KAK4468423.1
OG0000311	TREG1_21350.1	KAK4475143.1
OG0000312	TREG1_47760.1	KAK4472510.1
OG0000313	TREG1_26420.1, TREG1_26420.2, TREG1_26420.3	KAK4467534.1, KAK4467392.1, KAK4467538.1
OG0000314	TREG1_40000.1, TREG1_40000.3, TREG1_40000.2, TREG1_40000.4	KAK4473872.1
OG0000315	TREG1_34420.1	KAK4472350.1
OG0000315	TREG1_88900.1, TREG1_88900.2, TREG1_88900.3	KAK4471203.1
OG0000316	TREG1_23040.1, TREG1_23040.2, TREG1_23040.3, TREG1_23040.6, TREG1_23040.5, TREG1_23040.4	KAK4475212.1
OG0000317	TREG1_12830.1, TREG1_12830.3, TREG1_12830.2	KAK4474513.1, KAK4474523.1
OG0000318	TREG1_69580.1	KAK4468970.1, KAK4467294.1
OG0000319	TREG1_50710.4, TREG1_50710.5, TREG1_50710.6, TREG1_50710.1, TREG1_50710.3, TREG1_50710.2	KAK4472555.1
OG0000320	TREG1_16150.1	KAK4475005.1
OG0000320	TREG1_46670.1, TREG1_46670.2	KAK4472423.1
OG0000320	TREG1_73000.1	KAK4469809.1
OG0000321	TREG1_51500.1	KAK4473857.1
OG0000322	TREG1_37740.1	KAK4473133.1
OG0000323	TREG1_4830.1, TREG1_4830.2	KAK4474841.1, KAK4474302.1
OG0000324	TREG1_71600.1	KAK4469242.1
OG0000325	TREG1_136530.1, TREG1_32460.1, TREG1_109280.1, TREG1_109280.2, TREG1_109280.5, TREG1_109280.3, TREG1_109280.4, TREG1_109280.7, TREG1_109280.6	KAK4470078.1
OG0000326	TREG1_84670.1, TREG1_84670.7, TREG1_84670.8, TREG1_84670.2, TREG1_84670.6, TREG1_84670.3, TREG1_84670.4	KAK4472025.1
OG0000328	TREG1_48450.1, TREG1_48440.1	KAK4472902.1
OG0000329	TREG1_29730.1, TREG1_71570.1	KAK4474582.1
OG0000332	TREG1_91160.7, TREG1_91160.2, TREG1_91160.3, TREG1_91160.5, TREG1_91160.6, TREG1_91160.1, TREG1_91160.4	KAK4471340.1
OG0000333	TREG1_4080.1	KAK4475969.1
OG0000334	TREG1_98710.4, TREG1_98710.1, TREG1_98710.3, TREG1_98710.2, TREG1_98730.1, TREG1_98730.2, TREG1_98730.3, TREG1_98730.4	KAK4467411.1, KAK4470467.1
OG0000335	TREG1_98160.1, TREG1_98160.2, TREG1_98160.3, TREG1_98160.4, TREG1_98160.5	KAK4475523.1
OG0000336	TREG1_18780.1, TREG1_18780.2	KAK4475727.1
OG0000336	TREG1_15850.1	KAK4474964.1
OG0000339	TREG1_52490.1	KAK4467425.1, KAK4472411.1
OG0000340	TREG1_134680.1, TREG1_134680.2	KAK4467851.1
OG0000341	TREG1_142040.1	KAK4467467.1
OG0000342	TREG1_21320.1	KAK4475138.1
OG0000342	TREG1_18640.3, TREG1_18640.2, TREG1_18640.4, TREG1_18640.1	KAK4475770.1
OG0000343	TREG1_47810.1, TREG1_49530.1	KAK4472517.1
OG0000344	TREG1_18580.1, TREG1_18580.2, TREG1_18580.4, TREG1_18580.3	KAK4475916.1
OG0000345	TREG1_75800.1	KAK4469954.1
OG0000346	TREG1_131810.1	KAK4467924.1
OG0000347	TREG1_52420.1, TREG1_52420.2, TREG1_52410.1	KAK4472404.1
OG0000348	TREG1_11350.1, TREG1_11370.1, TREG1_11320.1, TREG1_11360.1, TREG1_11330.1, TREG1_11340.1	KAK4475811.1, KAK4467403.1, KAK4475810.1
OG0000349	TREG1_13460.1, TREG1_13460.2, TREG1_13460.3, TREG1_13460.4, TREG1_13460.5, TREG1_13460.6	KAK4474470.1
OG0000350	TREG1_39710.1, TREG1_39700.1	KAK4473804.1
OG0000351	TREG1_20310.10, TREG1_20380.1, TREG1_20310.11, TREG1_20310.8, TREG1_20310.7, TREG1_20310.9	KAK4475929.1
OG0000352	TREG1_36800.1, TREG1_36800.4, TREG1_36800.3, TREG1_36800.2	KAK4474141.1
OG0000353	TREG1_95410.1	KAK4470494.1
OG0000354	TREG1_20320.1, TREG1_20310.2, TREG1_20310.1, TREG1_20310.3	KAK4475576.1
OG0000355	TREG1_3480.1, TREG1_3480.2, TREG1_3480.3, TREG1_3480.4, TREG1_3480.5, TREG1_3480.6, TREG1_3480.7, TREG1_3480.8, TREG1_3480.9	KAK4476092.1
OG0000356	TREG1_8390.3, TREG1_8390.4, TREG1_8390.1, TREG1_8390.2	KAK4476066.1
OG0000357	TREG1_42310.2, TREG1_42310.3, TREG1_42310.5, TREG1_42310.1, TREG1_42310.4	KAK4473507.1
OG0000358	TREG1_85840.1, TREG1_89150.1, TREG1_87450.1, TREG1_144940.1, TREG1_144930.1, TREG1_144940.2, TREG1_87430.1, TREG1_87440.1, TREG1_87440.2, TREG1_85830.7, TREG1_85830.6, TREG1_85830.4, TREG1_85830.1, TREG1_85830.2, TREG1_85830.3, TREG1_85850.1, TREG1_85850.2, TREG1_85830.5	KAK4467361.1, KAK4467360.1
OG0000359	TREG1_16940.2, TREG1_16940.5, TREG1_16940.1, TREG1_16940.8, TREG1_16940.7, TREG1_16940.3, TREG1_16940.4, TREG1_16940.6	KAK4474769.1
OG0000360	TREG1_23420.1	KAK4475054.1
OG0000361	TREG1_75320.1, TREG1_75320.4, TREG1_75320.6, TREG1_75320.7, TREG1_75320.5, TREG1_75320.9, TREG1_75320.2, TREG1_75320.8, TREG1_75320.3	KAK4469276.1
OG0000362	TREG1_83110.2, TREG1_83110.3, TREG1_83110.4, TREG1_83110.1	KAK4471736.1
OG0000363	TREG1_42690.1	KAK4473533.1
OG0000364	TREG1_43540.1, TREG1_23020.1, TREG1_23010.1	KAK4472841.1
OG0000365	TREG1_78670.1, TREG1_38430.1	KAK4471088.1, KAK4472119.1
OG0000366	TREG1_71630.1	KAK4469245.1
OG0000367	TREG1_54120.1	KAK4472601.1
OG0000368	TREG1_16350.1	KAK4475121.1
OG0000369	TREG1_30930.1, TREG1_30930.3, TREG1_30930.6, TREG1_30930.4, TREG1_30930.5, TREG1_30930.2, TREG1_30940.3, TREG1_30940.1, TREG1_30940.4, TREG1_30940.5, TREG1_30940.2, TREG1_30940.6, TREG1_30940.7	KAK4467393.1, KAK4475644.1
OG0000370	TREG1_136150.1, TREG1_41380.10, TREG1_41380.4, TREG1_41380.6, TREG1_41380.7, TREG1_41380.8, TREG1_41380.9, TREG1_41380.1, TREG1_41380.5, TREG1_41380.12, TREG1_41380.2, TREG1_41380.3, TREG1_41380.11	KAK4473705.1
OG0000371	TREG1_44720.1	KAK4473814.1
OG0000372	TREG1_119190.1	KAK4474367.1
OG0000372	TREG1_3300.1, TREG1_3310.1, TREG1_3310.2	KAK4474369.1
OG0000373	TREG1_76160.1, TREG1_76170.1	KAK4474690.1
OG0000374	TREG1_33890.1	KAK4473375.1
OG0000375	TREG1_4630.1	KAK4475736.1, KAK4467517.1
OG0000376	TREG1_86950.1, TREG1_86950.3, TREG1_86950.2, TREG1_86950.4	KAK4471759.1
OG0000378	TREG1_60280.7, TREG1_60330.1, TREG1_60280.6, TREG1_60280.5, TREG1_60280.3, TREG1_60280.8, TREG1_60280.4	KAK4473152.1
OG0000379	TREG1_145270.1, TREG1_106510.1, TREG1_61170.1, TREG1_74960.1, TREG1_48500.1, TREG1_10670.1	KAK4467588.1
OG0000380	TREG1_28590.1	KAK4475417.1
OG0000380	TREG1_23690.1	KAK4475418.1
OG0000381	TREG1_75450.1, TREG1_75450.2, TREG1_75450.4, TREG1_75450.3	KAK4469535.1
OG0000381	TREG1_75470.1, TREG1_75470.2, TREG1_75460.1	KAK4469537.1
OG0000382	TREG1_125760.1	KAK4468564.1, KAK4468566.1
OG0000382	TREG1_127240.1, TREG1_127190.1, TREG1_127200.1, TREG1_127210.1, TREG1_127250.1	KAK4467541.1, KAK4467323.1, KAK4468641.1, KAK4468644.1, KAK4468642.1
OG0000383	TREG1_38350.1, TREG1_45960.1	KAK4473926.1
OG0000384	TREG1_41840.5, TREG1_41840.6, TREG1_41840.7, TREG1_41840.8	KAK4472592.1
OG0000385	TREG1_83150.1	KAK4471739.1
OG0000386	TREG1_29830.1	KAK4475366.1
OG0000387	TREG1_19140.1	KAK4475570.1
OG0000388	TREG1_125560.1	KAK4468526.1
OG0000389	TREG1_102530.1, TREG1_102550.1	KAK4470603.1
