Orthogroup	trichobilharzia_regenti	schistosoma_mansoni
OG0000155	TREG1_140290.2, TREG1_140290.3, TREG1_140290.4, TREG1_140290.1, TREG1_52850.1, TREG1_52850.2	Smp_302040.1, Smp_302040.2, Smp_302040.3
OG0000156	TREG1_22430.1, TREG1_22430.2	Smp_143840.1
OG0000156	TREG1_22440.3, TREG1_22440.2, TREG1_22440.1	Smp_039750.3, Smp_039750.1, Smp_039750.2
OG0000157	TREG1_84400.1, TREG1_84400.2	Smp_212410.1, Smp_212410.2
OG0000157	TREG1_34700.1, TREG1_34700.2	Smp_332710.1
OG0000157	TREG1_136430.1, TREG1_136430.2, TREG1_136430.3, TREG1_136430.4	Smp_153100.1
OG0000158	TREG1_1690.1	Smp_068960.1
OG0000159	TREG1_81430.7, TREG1_81430.8, TREG1_81430.14, TREG1_81430.3, TREG1_81430.12, TREG1_81430.15, TREG1_81430.16, TREG1_81430.2, TREG1_81430.4, TREG1_81430.9, TREG1_81430.10, TREG1_81430.13, TREG1_81430.17, TREG1_81430.5, TREG1_81430.6, TREG1_81430.1, TREG1_81430.11, TREG1_81430.18, TREG1_81430.19	Smp_129520.1
OG0000160	TREG1_14540.1, TREG1_14530.1	Smp_136550.1
OG0000161	TREG1_57250.1, TREG1_57250.5, TREG1_57250.3, TREG1_57250.4, TREG1_57250.6, TREG1_57250.2	Smp_301780.1
OG0000162	TREG1_68130.1, TREG1_131480.1, TREG1_48100.1, TREG1_60310.1, TREG1_83630.1, TREG1_109780.1, TREG1_112370.1, TREG1_4380.3, TREG1_4430.1, TREG1_640.1, TREG1_65630.1, TREG1_12640.1, TREG1_30520.1, TREG1_59980.4, TREG1_60010.1, TREG1_76870.1, TREG1_31040.1, TREG1_134820.1, TREG1_95390.1, TREG1_27550.1, TREG1_53850.1, TREG1_88270.1, TREG1_88270.2, TREG1_123230.1, TREG1_113340.1, TREG1_113340.2, TREG1_72940.1, TREG1_100700.1, TREG1_122110.1, TREG1_62980.1, TREG1_65990.1, TREG1_137600.1, TREG1_42550.1, TREG1_79520.1, TREG1_79520.2, TREG1_114360.1, TREG1_25190.1, TREG1_72130.1, TREG1_134770.1, TREG1_9900.1, TREG1_118780.1, TREG1_139680.1, TREG1_40360.1, TREG1_19310.1, TREG1_14450.1, TREG1_41850.1, TREG1_81570.1, TREG1_25220.1, TREG1_102580.1, TREG1_66170.1, TREG1_144810.1, TREG1_52670.1, TREG1_15050.1, TREG1_1710.1, TREG1_75950.1, TREG1_133950.1, TREG1_120910.1, TREG1_54090.1, TREG1_1390.1, TREG1_110490.1, TREG1_110720.1, TREG1_130940.1, TREG1_134750.1, TREG1_36300.1, TREG1_112990.1, TREG1_112530.1, TREG1_117100.1, TREG1_129330.1, TREG1_141330.1, TREG1_4840.1, TREG1_77060.1, TREG1_140680.1, TREG1_127600.1, TREG1_80690.1, TREG1_67050.1, TREG1_54440.1, TREG1_40220.1, TREG1_10140.1, TREG1_137640.1, TREG1_64490.1, TREG1_27850.1, TREG1_40530.1, TREG1_83460.1, TREG1_96260.1, TREG1_59810.1, TREG1_66880.1, TREG1_122280.1, TREG1_630.1, TREG1_98580.1, TREG1_98580.2, TREG1_80460.1	Smp_137100.1
OG0000164	TREG1_84950.1	Smp_179910.1
OG0000164	TREG1_100490.1	Smp_062510.1
OG0000164	TREG1_73320.1, TREG1_73320.2	Smp_142450.1
OG0000164	TREG1_49020.1	Smp_071250.1
OG0000165	TREG1_88100.6, TREG1_88100.1, TREG1_88100.7, TREG1_88100.3, TREG1_88100.4, TREG1_88100.5, TREG1_88100.2, TREG1_88100.8	Smp_002820.1
OG0000166	TREG1_119010.3, TREG1_119010.9, TREG1_119010.6, TREG1_119010.8, TREG1_119010.2, TREG1_119010.4, TREG1_119010.5, TREG1_119010.1, TREG1_119010.7	Smp_173060.1
OG0000167	TREG1_107550.2, TREG1_107550.1, TREG1_107550.3	Smp_042550.1, Smp_042550.2
OG0000168	TREG1_9980.1, TREG1_48920.2, TREG1_48920.1, TREG1_48930.1, TREG1_48930.2, TREG1_48930.3, TREG1_48950.1, TREG1_48940.1, TREG1_17670.1, TREG1_17670.2, TREG1_27990.2, TREG1_27990.4, TREG1_27990.3, TREG1_27990.1	Smp_137740.1, Smp_137740.2, Smp_350170.1, Smp_142860.1, Smp_336380.1
OG0000169	TREG1_134830.1, TREG1_134830.2	Smp_041460.1
OG0000169	TREG1_40590.1	Smp_155310.1
OG0000169	TREG1_133150.1	Smp_140000.1
OG0000170	TREG1_103200.3, TREG1_103200.1, TREG1_103200.2	Smp_343440.1
OG0000172	TREG1_21360.1	Smp_161110.1, Smp_161110.6, Smp_161110.5, Smp_161110.4, Smp_161110.2, Smp_161110.3
OG0000173	TREG1_118700.1	Smp_344580.1
OG0000175	TREG1_57480.1	Smp_195090.1
OG0000175	TREG1_57470.1	Smp_169200.1
OG0000175	TREG1_57460.1	Smp_169190.1
OG0000175	TREG1_57450.1	Smp_086530.1
OG0000177	TREG1_78220.6, TREG1_78220.8, TREG1_78220.3, TREG1_78220.2, TREG1_78220.5, TREG1_78220.1, TREG1_78220.7, TREG1_78220.4	Smp_333480.1, Smp_333480.2
OG0000178	TREG1_43450.2, TREG1_43450.1, TREG1_43450.3	Smp_150750.1
OG0000179	TREG1_74820.1, TREG1_74820.2	Smp_134080.1
OG0000179	TREG1_74810.1	Smp_246010.1
OG0000180	TREG1_112250.1, TREG1_112250.2, TREG1_112250.3	Smp_346170.1, Smp_314210.1, Smp_345210.1, Smp_314200.1, Smp_317150.1
OG0000182	TREG1_79160.5, TREG1_79160.4, TREG1_79160.1, TREG1_79160.2, TREG1_79160.3, TREG1_79170.1	Smp_159990.1
OG0000182	TREG1_50210.3, TREG1_50210.1, TREG1_50210.2	Smp_020270.1, Smp_020270.2
OG0000183	TREG1_47830.1, TREG1_47830.2, TREG1_47830.3	Smp_152870.1
OG0000184	TREG1_65710.1, TREG1_65760.1, TREG1_65740.1, TREG1_65730.1, TREG1_65770.1, TREG1_65720.1	Smp_167750.1
OG0000184	TREG1_65700.1, TREG1_65700.3, TREG1_65700.2, TREG1_65700.4, TREG1_65640.1, TREG1_65650.1, TREG1_65660.1, TREG1_65680.1, TREG1_65690.1	Smp_004220.1
OG0000185	TREG1_49370.1, TREG1_49380.1	Smp_057120.1, Smp_057120.2
OG0000186	TREG1_101700.1, TREG1_101700.2	Smp_334080.1
OG0000187	TREG1_72910.1, TREG1_72910.2, TREG1_72910.3	Smp_014670.1
OG0000188	TREG1_45440.1, TREG1_58510.1, TREG1_58510.2, TREG1_58510.3, TREG1_58510.4	Smp_125770.1
OG0000189	TREG1_8570.1, TREG1_8570.2, TREG1_8570.4, TREG1_8570.5, TREG1_8570.3	Smp_347670.1
OG0000190	TREG1_68900.10, TREG1_68900.14, TREG1_68900.16, TREG1_68900.4, TREG1_68900.7, TREG1_68900.1, TREG1_68900.11, TREG1_68900.2, TREG1_68900.17, TREG1_68900.5, TREG1_68900.12, TREG1_68900.6, TREG1_68900.13, TREG1_68900.15, TREG1_68900.3, TREG1_68900.8, TREG1_68900.9	Smp_113610.1, Smp_344690.2, Smp_344690.4, Smp_344690.1, Smp_344690.3
OG0000191	TREG1_34230.2, TREG1_34190.3, TREG1_34240.1, TREG1_34230.1, TREG1_34230.3, TREG1_34190.4	Smp_154670.1
OG0000191	TREG1_34160.1	Smp_187360.1
OG0000191	TREG1_34190.6, TREG1_34170.1, TREG1_34180.1, TREG1_34190.1, TREG1_34200.1, TREG1_34190.2, TREG1_34210.1	Smp_154680.1
OG0000192	TREG1_86440.5, TREG1_86440.2, TREG1_86440.1, TREG1_86440.3, TREG1_86440.4	Smp_009990.1
OG0000193	TREG1_79100.11, TREG1_79100.12, TREG1_79100.3, TREG1_79100.4, TREG1_79100.8, TREG1_79100.9, TREG1_79100.1, TREG1_79100.10, TREG1_79100.2, TREG1_79100.7, TREG1_79100.5, TREG1_79100.6	Smp_151750.1, Smp_211070.1
OG0000194	TREG1_107490.3, TREG1_107490.1, TREG1_107490.2	Smp_145190.1, Smp_145190.2
OG0000195	TREG1_69360.1	Smp_089930.1
OG0000196	TREG1_124430.3, TREG1_124430.1, TREG1_124430.2, TREG1_124430.4, TREG1_124430.5, TREG1_124430.6	Smp_051090.1
OG0000196	TREG1_68820.1	Smp_337400.1, Smp_337400.3
OG0000197	TREG1_46280.16, TREG1_46280.3, TREG1_46280.2, TREG1_46280.13, TREG1_46280.4, TREG1_46280.6, TREG1_46280.8, TREG1_46280.11, TREG1_46280.1, TREG1_46280.10, TREG1_46280.14, TREG1_46280.5, TREG1_46280.7, TREG1_46280.9, TREG1_46280.12, TREG1_46280.15	Smp_020070.1
OG0000198	TREG1_7500.1, TREG1_7510.1	Smp_342030.1
OG0000198	TREG1_128080.1, TREG1_13840.1	Smp_058690.1, Smp_058700.1
OG0000199	TREG1_50650.1, TREG1_50650.2, TREG1_50650.3	Smp_033950.1
OG0000201	TREG1_55080.1	Smp_158560.1, Smp_158560.2
OG0000202	TREG1_68700.1	Smp_129710.1
OG0000203	TREG1_118170.1, TREG1_118180.1	Smp_168040.1
OG0000204	TREG1_123600.1	Smp_336300.1, Smp_309060.1, Smp_331260.1, Smp_089330.1, Smp_089320.1, Smp_170890.2, Smp_170890.1, Smp_089370.1
OG0000205	TREG1_16260.3, TREG1_16260.5, TREG1_16260.6, TREG1_16260.8, TREG1_16260.1, TREG1_16260.2, TREG1_16260.4, TREG1_16260.7	Smp_129770.1, Smp_129770.2
OG0000206	TREG1_57230.1	Smp_031920.1
OG0000207	TREG1_47290.1	Smp_137320.1
OG0000207	TREG1_47190.1	Smp_319310.1, Smp_319310.2, Smp_137310.1, Smp_178420.1, Smp_137300.1, Smp_027940.1
OG0000208	TREG1_105680.1, TREG1_105680.2, TREG1_105680.3, TREG1_105680.4, TREG1_105680.5	Smp_312880.1
OG0000209	TREG1_11290.1	Smp_214240.1, Smp_128390.1
OG0000210	TREG1_116730.4, TREG1_116730.1, TREG1_116730.2, TREG1_116730.3	Smp_143690.1, Smp_143690.2
OG0000211	TREG1_6160.1, TREG1_6160.3, TREG1_6160.2, TREG1_6160.4, TREG1_6160.5, TREG1_6160.7, TREG1_6160.6, TREG1_7570.1	Smp_033050.1
OG0000212	TREG1_35560.6, TREG1_35560.1, TREG1_35560.2, TREG1_35560.7, TREG1_35560.5, TREG1_35560.8, TREG1_35560.9, TREG1_35560.3, TREG1_35560.4	Smp_123940.1
OG0000213	TREG1_25930.1, TREG1_142490.1, TREG1_142490.3, TREG1_142490.4, TREG1_142490.2	Smp_333170.1
OG0000214	TREG1_18660.13, TREG1_18660.3, TREG1_18660.4, TREG1_18660.7, TREG1_18660.9, TREG1_18660.10, TREG1_18660.12, TREG1_18660.14, TREG1_18660.6, TREG1_18660.1, TREG1_18660.2, TREG1_18660.5, TREG1_18660.11, TREG1_18660.15, TREG1_18660.8	Smp_134410.1, Smp_134410.3
OG0000215	TREG1_79330.1, TREG1_94740.1, TREG1_94750.1, TREG1_94760.1, TREG1_95000.1, TREG1_138490.1, TREG1_145360.1, TREG1_95630.1, TREG1_94770.1	Smp_327230.1, Smp_327220.1, Smp_327240.1, Smp_093620.1
OG0000216	TREG1_138900.1	Smp_321830.1
OG0000217	TREG1_53950.1, TREG1_53950.2, TREG1_53950.3, TREG1_53950.4, TREG1_53950.5	Smp_343380.1
OG0000218	TREG1_55370.1	Smp_244280.1
OG0000219	TREG1_86420.2, TREG1_86420.3, TREG1_86420.7, TREG1_86420.1, TREG1_86420.4, TREG1_86420.6, TREG1_86420.5	Smp_162080.1
OG0000220	TREG1_104680.6, TREG1_104680.4, TREG1_104680.5, TREG1_104680.2, TREG1_104680.3, TREG1_104680.1, TREG1_104680.7	Smp_329410.1, Smp_126840.1
OG0000221	TREG1_2770.1, TREG1_2780.1	Smp_165820.1
OG0000221	TREG1_8100.1, TREG1_8100.2, TREG1_8100.4, TREG1_8100.3	Smp_153140.1
OG0000222	TREG1_105480.6, TREG1_105480.1, TREG1_105480.2, TREG1_105480.3, TREG1_105480.4, TREG1_105480.5, TREG1_105480.7	Smp_313450.1
OG0000223	TREG1_1990.1	Smp_159100.1
OG0000224	TREG1_18620.1, TREG1_18620.2	Smp_153770.1
OG0000225	TREG1_19280.1, TREG1_19280.5, TREG1_19280.6, TREG1_19280.2, TREG1_19280.3, TREG1_19280.4	Smp_017730.1
OG0000226	TREG1_36730.1	Smp_124820.1
OG0000227	TREG1_93930.2, TREG1_93930.4, TREG1_93930.6, TREG1_93930.1, TREG1_93930.3, TREG1_93930.5, TREG1_93930.7, TREG1_93930.8	Smp_122680.1
OG0000228	TREG1_56170.1, TREG1_56190.1	Smp_104030.1
OG0000229	TREG1_86690.1	Smp_307880.1
OG0000230	TREG1_87380.1	Smp_308600.1, Smp_308590.1
OG0000234	TREG1_55410.1	Smp_337850.1
OG0000235	TREG1_1830.2, TREG1_1830.4, TREG1_1830.3, TREG1_1830.8, TREG1_1840.1, TREG1_1830.1, TREG1_1830.6, TREG1_1830.5, TREG1_1830.7	Smp_342880.1, Smp_342880.2
OG0000236	TREG1_71260.3, TREG1_71260.6, TREG1_71260.7, TREG1_71260.1, TREG1_71260.2, TREG1_71260.4, TREG1_71260.5	Smp_147620.1
OG0000237	TREG1_70080.1, TREG1_70120.1	Smp_130030.1
OG0000238	TREG1_39990.1	Smp_158450.1
OG0000239	TREG1_36450.1, TREG1_36450.2	Smp_163610.1, Smp_336250.1
OG0000240	TREG1_46050.1	Smp_168370.2, Smp_168370.1
OG0000241	TREG1_26180.1, TREG1_26180.3, TREG1_26180.4, TREG1_26180.2	Smp_244950.1
OG0000241	TREG1_26170.1, TREG1_26170.2, TREG1_26170.3, TREG1_26170.4, TREG1_26170.5	Smp_244960.1
OG0000241	TREG1_60790.1	Smp_171030.1
OG0000242	TREG1_8190.1	Smp_346520.1
OG0000243	TREG1_5040.2, TREG1_5040.3, TREG1_5040.4, TREG1_5040.5, TREG1_5040.1, TREG1_5040.6	Smp_246870.1
OG0000244	TREG1_9630.4, TREG1_9630.8, TREG1_9630.9, TREG1_9630.5, TREG1_9630.10, TREG1_9630.2, TREG1_9630.6, TREG1_9630.7, TREG1_9630.3, TREG1_9630.1	Smp_125550.1
OG0000245	TREG1_23060.7, TREG1_23060.9, TREG1_23060.8, TREG1_23060.3, TREG1_23060.5, TREG1_23060.4, TREG1_23060.6, TREG1_23050.1, TREG1_23060.1, TREG1_23060.2	Smp_315810.1, Smp_315810.2
OG0000246	TREG1_113550.1, TREG1_113550.2	Smp_334490.1
OG0000247	TREG1_7630.4, TREG1_7630.10, TREG1_7630.1, TREG1_7630.3, TREG1_7630.2, TREG1_7630.6, TREG1_7630.11, TREG1_7630.7, TREG1_7630.8, TREG1_7630.12, TREG1_7630.5, TREG1_7630.9	Smp_340410.1
OG0000248	TREG1_88870.2, TREG1_88870.3, TREG1_88870.1, TREG1_88870.6, TREG1_88870.4, TREG1_88870.5	Smp_023360.1
OG0000249	TREG1_16360.6, TREG1_16360.16, TREG1_16370.1, TREG1_16360.12, TREG1_16360.7, TREG1_16360.5, TREG1_16360.9, TREG1_16360.1, TREG1_16360.10, TREG1_16360.11, TREG1_16360.14, TREG1_16360.2, TREG1_16360.3, TREG1_16360.4, TREG1_16360.8, TREG1_16360.15, TREG1_16360.13, TREG1_16370.2	Smp_340960.1
OG0000250	TREG1_142000.1, TREG1_24940.1, TREG1_41820.1, TREG1_41030.1	Smp_049380.1
OG0000251	TREG1_108370.7, TREG1_108370.12, TREG1_108370.8, TREG1_108370.1, TREG1_108370.9, TREG1_108370.10, TREG1_108370.5, TREG1_108370.11, TREG1_108370.6, TREG1_108370.3, TREG1_108370.2, TREG1_108370.4	Smp_055220.1
OG0000252	TREG1_58240.1	Smp_088550.1
OG0000253	TREG1_21930.1	Smp_130520.2, Smp_130520.1, Smp_130520.4, Smp_130520.3
OG0000254	TREG1_11910.12, TREG1_11910.13, TREG1_11910.17, TREG1_11910.15, TREG1_11910.14, TREG1_11970.1, TREG1_11910.11, TREG1_11910.16	Smp_133740.1
OG0000255	TREG1_50410.2, TREG1_50410.1, TREG1_50410.3	Smp_034870.1
OG0000256	TREG1_36120.1	Smp_343260.1
OG0000257	TREG1_51560.1	Smp_164930.1
OG0000258	TREG1_130690.1, TREG1_130690.4, TREG1_130690.6, TREG1_130690.2, TREG1_130690.7, TREG1_130690.5, TREG1_130690.8, TREG1_130690.3	Smp_065840.1
OG0000259	TREG1_51640.3, TREG1_51640.4, TREG1_51640.1, TREG1_51640.2, TREG1_140960.1, TREG1_51640.5	Smp_079370.1
OG0000260	TREG1_27620.5, TREG1_27620.6, TREG1_27620.3, TREG1_27620.2, TREG1_27620.4, TREG1_27620.1	Smp_081450.1
OG0000261	TREG1_96360.7, TREG1_96360.1, TREG1_96360.2, TREG1_96360.5, TREG1_96360.8, TREG1_96360.4, TREG1_96360.3, TREG1_96360.9, TREG1_96360.10, TREG1_96360.6	Smp_334030.1, Smp_334030.2
OG0000262	TREG1_45130.4, TREG1_45130.5, TREG1_45130.3, TREG1_45130.1, TREG1_45130.2	Smp_012580.2, Smp_012580.1
OG0000263	TREG1_89300.1	Smp_144430.1
OG0000264	TREG1_114390.1	Smp_347000.1
OG0000264	TREG1_114400.1, TREG1_114400.2	Smp_133490.1
OG0000264	TREG1_7660.3, TREG1_7660.1, TREG1_7660.2	Smp_134260.1
OG0000266	TREG1_114050.1	Smp_154560.1
OG0000267	TREG1_111320.5, TREG1_111320.7, TREG1_111320.8, TREG1_111320.9, TREG1_111320.11, TREG1_111320.4, TREG1_111320.1, TREG1_111320.6, TREG1_111320.10, TREG1_111320.2, TREG1_111320.3	Smp_179490.1, Smp_179490.3, Smp_179490.2
OG0000268	TREG1_103270.1	Smp_067810.1
OG0000268	TREG1_4380.2, TREG1_4390.1	Smp_194270.1
OG0000269	TREG1_880.1, TREG1_880.2	Smp_318690.1, Smp_031000.1, Smp_031000.2
OG0000270	TREG1_33690.1, TREG1_33690.2, TREG1_33690.4, TREG1_33690.3	Smp_246700.1
OG0000271	TREG1_68710.10, TREG1_68710.4, TREG1_68710.9, TREG1_68710.1, TREG1_68710.2, TREG1_68710.3, TREG1_68710.5, TREG1_68710.6, TREG1_68710.7, TREG1_68710.8	Smp_134670.1
OG0000272	TREG1_14650.1	Smp_045950.1, Smp_045950.2
OG0000273	TREG1_26250.1, TREG1_26260.5, TREG1_26260.1, TREG1_26260.2, TREG1_26260.3, TREG1_26260.4, TREG1_26260.7, TREG1_26260.6	Smp_171880.1
OG0000274	TREG1_97690.1	Smp_334430.3, Smp_334430.1, Smp_334430.2
OG0000275	TREG1_39800.1	Smp_196840.1
OG0000276	TREG1_107000.1	Smp_312920.1
OG0000277	TREG1_129070.1, TREG1_128940.16, TREG1_128940.15, TREG1_128940.17	Smp_332260.1, Smp_332260.2
OG0000281	TREG1_112400.1	Smp_154160.1
OG0000281	TREG1_16920.1	Smp_323740.1, Smp_344370.1
OG0000281	TREG1_4650.1	Smp_007730.1
OG0000282	TREG1_76270.4, TREG1_76270.1, TREG1_76270.2, TREG1_76270.3	Smp_034270.1
OG0000283	TREG1_84970.1, TREG1_84970.2, TREG1_84970.3	Smp_126240.1, Smp_126240.2
OG0000284	TREG1_56020.1	Smp_121950.1
OG0000285	TREG1_44540.3, TREG1_44540.1, TREG1_44540.2	Smp_000020.1
OG0000286	TREG1_42190.10, TREG1_42190.11	Smp_102430.1, Smp_040510.1
OG0000287	TREG1_101890.1, TREG1_101890.4, TREG1_101890.5, TREG1_101890.2, TREG1_101890.3	Smp_120640.1
OG0000288	TREG1_123340.1	Smp_123180.1
OG0000289	TREG1_9050.1	Smp_194590.1
OG0000290	TREG1_33280.1	Smp_163580.1, Smp_163580.2
OG0000290	TREG1_21650.1, TREG1_21650.2	Smp_176050.1
OG0000291	TREG1_15150.5, TREG1_15150.2, TREG1_15150.3, TREG1_15150.4, TREG1_15150.1, TREG1_15150.6	Smp_130440.1
OG0000292	TREG1_49730.1, TREG1_49730.2, TREG1_49730.3	Smp_083040.1, Smp_083040.2
OG0000293	TREG1_38260.1	Smp_035580.1
OG0000293	TREG1_86930.1, TREG1_86930.2, TREG1_86930.3	Smp_028990.1
OG0000293	TREG1_67350.1	Smp_004810.1
OG0000294	TREG1_960.1, TREG1_970.1	Smp_324700.1, Smp_324700.2, Smp_340380.1
OG0000295	TREG1_119870.1	Smp_247750.1, Smp_179250.1, Smp_247760.1, Smp_089290.1
OG0000296	TREG1_20400.3, TREG1_20400.4, TREG1_20400.1, TREG1_20400.2	Smp_322820.1
OG0000296	TREG1_20410.1, TREG1_20410.2, TREG1_20410.3, TREG1_20410.4, TREG1_20410.5, TREG1_20410.6, TREG1_20410.7, TREG1_20410.8	Smp_322830.1, Smp_322810.1
OG0000297	TREG1_101220.1	Smp_050520.1
OG0000298	TREG1_57610.1, TREG1_57610.2, TREG1_57610.3	Smp_336620.1
OG0000298	TREG1_30650.1	Smp_135040.1, Smp_135040.2
OG0000299	TREG1_79550.4, TREG1_79550.5, TREG1_79550.1, TREG1_79550.2, TREG1_79550.3	Smp_074050.1
OG0000300	TREG1_20710.3, TREG1_20710.1, TREG1_20710.2	Smp_061840.1
OG0000301	TREG1_108580.1, TREG1_108580.2	Smp_042160.1
OG0000302	TREG1_86680.1	Smp_104500.3, Smp_104500.1, Smp_104500.4, Smp_104500.2
OG0000303	TREG1_25720.2, TREG1_25720.1, TREG1_25720.4, TREG1_25720.3, TREG1_25780.1	Smp_153710.3, Smp_153710.2, Smp_153710.1, Smp_153710.4
OG0000304	TREG1_7890.1, TREG1_7890.2, TREG1_7890.3	Smp_340500.1
OG0000305	TREG1_68930.5, TREG1_68930.2, TREG1_68930.3, TREG1_68930.1, TREG1_68930.4	Smp_060940.1
OG0000306	TREG1_19430.1, TREG1_19430.3, TREG1_19430.4, TREG1_19430.5, TREG1_19430.6, TREG1_19430.2	Smp_342740.1
OG0000307	TREG1_9610.4, TREG1_9610.5, TREG1_9610.6, TREG1_9610.1, TREG1_9610.2, TREG1_9610.3	Smp_343920.1
OG0000307	TREG1_75020.1	Smp_011000.1
OG0000308	TREG1_43630.1, TREG1_43630.2, TREG1_43630.3	Smp_350480.1, Smp_304450.1, Smp_015480.1
OG0000311	TREG1_21350.1	Smp_161120.1, Smp_161120.2
OG0000312	TREG1_47760.1	Smp_152840.1
OG0000313	TREG1_26420.1, TREG1_26420.2, TREG1_26420.3	Smp_045980.1
OG0000314	TREG1_40000.1, TREG1_40000.3, TREG1_40000.2, TREG1_40000.4	Smp_159070.1
OG0000315	TREG1_34420.1	Smp_007260.1
OG0000315	TREG1_88900.1, TREG1_88900.2, TREG1_88900.3	Smp_136710.2, Smp_136710.1
OG0000316	TREG1_23040.1, TREG1_23040.2, TREG1_23040.3, TREG1_23040.6, TREG1_23040.5, TREG1_23040.4	Smp_168660.1
OG0000317	TREG1_12830.1, TREG1_12830.3, TREG1_12830.2	Smp_097820.1, Smp_097820.2
OG0000318	TREG1_69580.1	Smp_065130.1
OG0000319	TREG1_50710.4, TREG1_50710.5, TREG1_50710.6, TREG1_50710.1, TREG1_50710.3, TREG1_50710.2	Smp_167160.1, Smp_167160.2
OG0000320	TREG1_16150.1	Smp_306980.1
OG0000320	TREG1_46670.1, TREG1_46670.2	Smp_140860.1
OG0000320	TREG1_73000.1	Smp_245990.2, Smp_245990.1
OG0000321	TREG1_51500.1	Smp_083780.1
OG0000322	TREG1_37740.1	Smp_194030.1
OG0000323	TREG1_4850.1, TREG1_4860.1, TREG1_4830.1, TREG1_4830.2	Smp_306120.1, Smp_344820.1, Smp_344820.2, Smp_344820.3
OG0000324	TREG1_71600.1	Smp_147250.1
OG0000325	TREG1_136530.1, TREG1_32460.1, TREG1_109280.1, TREG1_109280.2, TREG1_109280.5, TREG1_109280.3, TREG1_109280.4, TREG1_109280.7, TREG1_109280.6	Smp_151050.1
OG0000326	TREG1_84670.1, TREG1_84670.7, TREG1_84670.8, TREG1_84670.2, TREG1_84670.6, TREG1_84670.3, TREG1_84670.4	Smp_069130.1
OG0000327	TREG1_103080.1, TREG1_103080.2, TREG1_103080.4, TREG1_103080.6, TREG1_103080.7, TREG1_103080.3, TREG1_103080.5, TREG1_103110.1	Smp_168450.1, Smp_336080.1
OG0000328	TREG1_48450.1, TREG1_48440.1	Smp_035090.1
OG0000329	TREG1_29730.1, TREG1_71570.1	Smp_018240.1, Smp_018240.2
OG0000332	TREG1_91160.7, TREG1_91160.2, TREG1_91160.3, TREG1_91160.5, TREG1_91160.6, TREG1_91160.1, TREG1_91160.4	Smp_084870.1
OG0000333	TREG1_4080.1	Smp_044610.1, Smp_342180.1
OG0000334	TREG1_98710.4, TREG1_98710.1, TREG1_98710.3, TREG1_98710.2, TREG1_98730.1, TREG1_98730.2, TREG1_98730.3, TREG1_98730.4	Smp_135470.1, Smp_345090.1
OG0000335	TREG1_98160.1, TREG1_98160.2, TREG1_98160.3, TREG1_98160.4, TREG1_98160.5	Smp_153190.1
OG0000336	TREG1_18780.1, TREG1_18780.2	Smp_007760.1
OG0000336	TREG1_15850.1	Smp_130540.1
OG0000337	TREG1_67760.1	Smp_099690.1
OG0000339	TREG1_52490.1	Smp_246410.1
OG0000340	TREG1_134680.4, TREG1_134680.5, TREG1_134680.6, TREG1_134680.7	Smp_031770.1, Smp_031770.2
OG0000342	TREG1_21320.1	Smp_071630.1
OG0000342	TREG1_18640.3, TREG1_18640.2, TREG1_18640.4, TREG1_18640.1	Smp_022810.1
OG0000343	TREG1_47810.1, TREG1_49530.1	Smp_033530.1, Smp_140270.1, Smp_033540.1
OG0000344	TREG1_18580.1, TREG1_18580.2, TREG1_18580.4, TREG1_18580.3	Smp_153780.1
OG0000345	TREG1_75800.1	Smp_089460.1
OG0000346	TREG1_48770.1	Smp_141230.1
OG0000346	TREG1_131810.1	Smp_130250.1
OG0000347	TREG1_52420.1, TREG1_52420.2, TREG1_52410.1	Smp_160940.1
OG0000348	TREG1_11350.1, TREG1_11370.1, TREG1_11320.1, TREG1_11360.1, TREG1_11330.1, TREG1_11340.1	Smp_347690.1, Smp_347690.2
OG0000349	TREG1_13460.1, TREG1_13460.2, TREG1_13460.3, TREG1_13460.4, TREG1_13460.5, TREG1_13460.6	Smp_130750.1
OG0000350	TREG1_39710.1, TREG1_39700.1	Smp_079650.1
OG0000351	TREG1_20310.10, TREG1_20380.1, TREG1_20310.11, TREG1_20310.8, TREG1_20310.7, TREG1_20310.9	Smp_133790.1
OG0000352	TREG1_36800.1, TREG1_36800.4, TREG1_36800.3, TREG1_36800.2	Smp_315890.1
OG0000353	TREG1_95410.1	Smp_126740.1
OG0000354	TREG1_20320.1, TREG1_20310.2, TREG1_20310.1, TREG1_20310.3	Smp_304130.1, Smp_304130.2
OG0000355	TREG1_3480.1, TREG1_3480.2, TREG1_3480.3, TREG1_3480.4, TREG1_3480.5, TREG1_3480.6, TREG1_3480.7, TREG1_3480.8, TREG1_3480.9	Smp_158050.1
OG0000356	TREG1_8390.3, TREG1_8390.4, TREG1_8390.1, TREG1_8390.2	Smp_332940.1
OG0000357	TREG1_42310.2, TREG1_42310.3, TREG1_42310.5, TREG1_42310.1, TREG1_42310.4	Smp_040560.1
OG0000358	TREG1_85840.1, TREG1_89150.1, TREG1_87450.1, TREG1_144940.1, TREG1_144930.1, TREG1_144940.2, TREG1_87430.1, TREG1_87440.1, TREG1_87440.2, TREG1_85830.7, TREG1_85830.6, TREG1_85830.4, TREG1_85830.1, TREG1_85830.2, TREG1_85830.3, TREG1_85850.1, TREG1_85850.2, TREG1_85830.5	Smp_335900.1, Smp_018800.1, Smp_132470.1, Smp_309540.1, Smp_132480.1, Smp_335890.1, Smp_335890.3
