Orthogroup	schistosoma_japonicum	schistosoma_haematobium
OG0000085	EWB00_004315.1, EWB00_004315.2, EWB00_004315.3, EWB00_004315.4, EWB00_004315.5	SHAE2_39330.4, SHAE2_39330.1, SHAE2_39330.10, SHAE2_39330.11, SHAE2_39330.12, SHAE2_39330.13, SHAE2_39330.14, SHAE2_39330.2, SHAE2_39330.3, SHAE2_39330.7, SHAE2_39330.15, SHAE2_39330.6, SHAE2_39330.8, SHAE2_39330.5, SHAE2_39330.9
OG0000086	EWB00_004530	SHAE2_77610.2, SHAE2_77610.11, SHAE2_77610.12, SHAE2_77610.13, SHAE2_77610.8, SHAE2_77610.9, SHAE2_77610.7, SHAE2_77610.10, SHAE2_77610.4, SHAE2_77610.5, SHAE2_77610.6, SHAE2_77610.1, SHAE2_77610.3
OG0000087	EWB00_010661	SHAE2_56190.11, SHAE2_56190.3, SHAE2_56190.6, SHAE2_56190.8, SHAE2_56190.5, SHAE2_56190.1, SHAE2_56190.7, SHAE2_56190.2, SHAE2_56190.9, SHAE2_56190.4, SHAE2_56190.10
OG0000088	EWB00_007313	SHAE2_3590.2, SHAE2_3590.3, SHAE2_3590.1, SHAE2_3590.4
OG0000088	EWB00_008639.2, EWB00_008639.1, EWB00_008639.3	SHAE2_3570.2, SHAE2_3570.5, SHAE2_3570.6, SHAE2_3570.7, SHAE2_3570.1, SHAE2_3570.3, SHAE2_3570.4
OG0000091	EWB00_010764.1, EWB00_010764.2	SHAE2_51130.24, SHAE2_51130.18, SHAE2_51130.19, SHAE2_51130.28, SHAE2_51130.29, SHAE2_51130.12, SHAE2_51130.1, SHAE2_51130.4, SHAE2_51130.23, SHAE2_51130.21, SHAE2_51130.6, SHAE2_51130.2, SHAE2_51130.25, SHAE2_51130.26, SHAE2_51130.3, SHAE2_51130.17, SHAE2_51130.5, SHAE2_51130.13, SHAE2_51130.16, SHAE2_51130.9, SHAE2_51130.27, SHAE2_51130.11, SHAE2_51130.15, SHAE2_51130.20, SHAE2_51130.22, SHAE2_51130.8, SHAE2_51130.10, SHAE2_51130.14, SHAE2_51130.7
OG0000092	EWB00_007194.1, EWB00_007194.2	SHAE2_2520.1, SHAE2_2520.3, SHAE2_2520.2
OG0000092	EWB00_010016.2, EWB00_010016.3, EWB00_010016.4, EWB00_010016.5, EWB00_010016.1	SHAE2_14980.4, SHAE2_14980.3, SHAE2_14980.1, SHAE2_14980.2
OG0000093	EWB00_003936	SHAE2_43060.1
OG0000094	EWB00_009097.1, EWB00_009097.2	SHAE2_10350.10, SHAE2_10350.4, SHAE2_10350.5, SHAE2_10350.9, SHAE2_10350.2, SHAE2_10350.7, SHAE2_10350.14, SHAE2_10350.12, SHAE2_10350.15, SHAE2_10350.17, SHAE2_10350.13, SHAE2_10350.16, SHAE2_10350.18, SHAE2_10350.19, SHAE2_10350.20, SHAE2_10350.21, SHAE2_10350.1, SHAE2_10350.8, SHAE2_10350.3, SHAE2_10350.6, SHAE2_10350.11
OG0000095	EWB00_011141.2, EWB00_011141.1, EWB00_011141.3	SHAE2_65580.5, SHAE2_65580.4, SHAE2_65580.1, SHAE2_65580.2, SHAE2_65580.3, SHAE2_65580.7, SHAE2_65580.8, SHAE2_65580.6, SHAE2_65580.9, SHAE2_65580.11, SHAE2_65580.10
OG0000096	EWB00_006828.2, EWB00_006828.3, EWB00_006828.4, EWB00_006828.1, EWB00_006828.5	SHAE2_38140.1
OG0000097	EWB00_007768	SHAE2_7500.13, SHAE2_7500.31, SHAE2_7500.19, SHAE2_7500.6, SHAE2_7500.28, SHAE2_7500.2, SHAE2_7500.17, SHAE2_7500.21, SHAE2_7500.25, SHAE2_7500.26, SHAE2_7500.29, SHAE2_7500.3, SHAE2_7500.8, SHAE2_7500.10, SHAE2_7500.23, SHAE2_7500.5, SHAE2_7500.9, SHAE2_7500.20, SHAE2_7500.11, SHAE2_7500.4, SHAE2_7500.12, SHAE2_7500.14, SHAE2_7500.15, SHAE2_7500.16, SHAE2_7500.18, SHAE2_7500.22, SHAE2_7500.7, SHAE2_7500.1, SHAE2_7500.24, SHAE2_7500.30, SHAE2_7500.27
OG0000098	EWB00_011356	SHAE2_44010.1, SHAE2_44020.1, SHAE2_44010.2, SHAE2_99810.1, SHAE2_44010.3
OG0000098	EWB00_009825, EWB00_009827.1, EWB00_009827.2	SHAE2_71040.5, SHAE2_71040.4, SHAE2_71040.1, SHAE2_71040.2, SHAE2_71040.6, SHAE2_71040.7, SHAE2_71040.3
OG0000099	EWB00_006234.2	SHAE2_72020.3, SHAE2_72020.2
OG0000099	EWB00_002775.1, EWB00_002775.2, EWB00_002775.3	SHAE2_76260.1
OG0000102	EWB00_010834.2, EWB00_010834.1	SHAE2_6460.1, SHAE2_6460.4, SHAE2_6460.5, SHAE2_6460.6, SHAE2_6460.2, SHAE2_6460.3
OG0000102	EWB00_010035.1, EWB00_010035.3, EWB00_010035.2	SHAE2_62580.6, SHAE2_62580.7, SHAE2_62580.2, SHAE2_62580.1, SHAE2_62580.4, SHAE2_62580.3, SHAE2_62580.5
OG0000103	EWB00_009133.1, EWB00_009133.2, EWB00_009133.3	SHAE2_78650.3, SHAE2_78650.4, SHAE2_78650.6, SHAE2_78650.1, SHAE2_78650.2, SHAE2_78650.5, SHAE2_78650.7
OG0000104	EWB00_008979.1, EWB00_008979.2	SHAE2_6650.1, SHAE2_6650.15, SHAE2_6650.4, SHAE2_6650.7, SHAE2_6650.11, SHAE2_6650.14, SHAE2_6650.5, SHAE2_6650.9, SHAE2_6650.8, SHAE2_6650.17, SHAE2_6650.13, SHAE2_6650.16, SHAE2_6650.2, SHAE2_6650.3, SHAE2_6650.10, SHAE2_6650.12, SHAE2_6650.6
OG0000105	EWB00_002088, EWB00_004453	SHAE2_8290.24, SHAE2_8290.25, SHAE2_8290.17, SHAE2_8290.22, SHAE2_8290.18, SHAE2_8290.21, SHAE2_8290.10, SHAE2_8290.12, SHAE2_8290.20, SHAE2_8290.23, SHAE2_8290.13, SHAE2_8290.11, SHAE2_8290.15, SHAE2_8290.1, SHAE2_8290.4, SHAE2_8290.5, SHAE2_8290.6, SHAE2_8290.7, SHAE2_8290.16, SHAE2_8290.19, SHAE2_8290.2, SHAE2_8290.3, SHAE2_8290.14, SHAE2_8290.9, SHAE2_8290.8
OG0000106	EWB00_009226, EWB00_003434, EWB00_009640, EWB00_009641, EWB00_009643, EWB00_000001, EWB00_000002, EWB00_000004	SHAE2_78050.1, SHAE2_78050.2
OG0000108	EWB00_010849.2, EWB00_010849.4, EWB00_010849.1, EWB00_010849.3, EWB00_010849.5	SHAE2_10210.8, SHAE2_10210.10, SHAE2_10210.4, SHAE2_10210.3, SHAE2_10210.5, SHAE2_10210.11, SHAE2_10210.13, SHAE2_10210.14, SHAE2_10210.15, SHAE2_10210.16, SHAE2_10210.17, SHAE2_10210.2, SHAE2_10210.9, SHAE2_10210.1, SHAE2_10210.12, SHAE2_10210.7, SHAE2_10210.6
OG0000110	EWB00_006025	SHAE2_32170.1
OG0000110	EWB00_006029	SHAE2_32120.2, SHAE2_32120.1
OG0000110	EWB00_006024	SHAE2_32180.2, SHAE2_32180.1
OG0000110	EWB00_006023	SHAE2_32190.2, SHAE2_32190.1
OG0000111	EWB00_007674.3, EWB00_007674.1, EWB00_007674.2, EWB00_007674.4	SHAE2_44090.1
OG0000111	EWB00_003555.1, EWB00_003555.2	SHAE2_55270.1
OG0000111	EWB00_007470.1, EWB00_007470.2, EWB00_007470.3	SHAE2_33520.1, SHAE2_33520.2
OG0000112	EWB00_002626.4, EWB00_002626.3, EWB00_002626.2, EWB00_002626.1	SHAE2_89140.2, SHAE2_89140.8, SHAE2_89140.1, SHAE2_89140.7, SHAE2_89140.5, SHAE2_89140.6, SHAE2_89140.4, SHAE2_89140.3, SHAE2_89140.10, SHAE2_89140.15, SHAE2_89140.12, SHAE2_89140.17, SHAE2_89140.16, SHAE2_89140.14, SHAE2_89140.24, SHAE2_89140.20, SHAE2_89140.11, SHAE2_89140.9, SHAE2_89140.23, SHAE2_89140.26, SHAE2_89140.27, SHAE2_89140.18, SHAE2_89140.25, SHAE2_89140.13, SHAE2_89140.22, SHAE2_89140.21, SHAE2_89140.19
OG0000113	EWB00_010713, EWB00_006167, EWB00_009422	SHAE2_43020.6, SHAE2_43020.5, SHAE2_43020.7, SHAE2_43020.8, SHAE2_43020.2, SHAE2_43020.4, SHAE2_43020.10, SHAE2_43020.1, SHAE2_43020.3, SHAE2_93960.7
OG0000114	EWB00_000559.1, EWB00_000559.2	SHAE2_100010.15, SHAE2_100010.16, SHAE2_100010.17, SHAE2_100010.11, SHAE2_100010.9, SHAE2_100010.14, SHAE2_100010.2, SHAE2_100010.3, SHAE2_100010.6, SHAE2_100010.8, SHAE2_100010.5, SHAE2_100010.7, SHAE2_100010.1, SHAE2_100010.12, SHAE2_100010.13, SHAE2_100010.4, SHAE2_100010.10
OG0000115	EWB00_004338.2, EWB00_004338.1, EWB00_004338.4, EWB00_004338.3	SHAE2_39620.3, SHAE2_39620.1, SHAE2_39620.10, SHAE2_39620.5, SHAE2_39620.6, SHAE2_39620.8, SHAE2_39620.2, SHAE2_39620.4, SHAE2_39620.7, SHAE2_39620.9
OG0000116	EWB00_005342.1, EWB00_005342.2, EWB00_005342.3, EWB00_005342.4, EWB00_005342.5	SHAE2_53390.1
OG0000117	EWB00_006015.1, EWB00_006015.2	SHAE2_32260.17, SHAE2_32260.4, SHAE2_32260.5, SHAE2_32260.1, SHAE2_32260.11, SHAE2_32260.6, SHAE2_32260.3, SHAE2_32260.7, SHAE2_32260.14, SHAE2_32260.18, SHAE2_32260.19, SHAE2_32260.20, SHAE2_32260.10, SHAE2_32260.12, SHAE2_32260.13, SHAE2_32260.15, SHAE2_32260.16, SHAE2_32260.2, SHAE2_32260.8, SHAE2_32260.9
OG0000118	EWB00_006159.1, EWB00_006159.2, EWB00_006159.4, EWB00_006159.3, EWB00_006159.5, EWB00_006159.6, EWB00_006159.7, EWB00_006159.8	SHAE2_42410.1, SHAE2_42420.1
OG0000118	EWB00_006163.1, EWB00_006163.2	SHAE2_42390.1, SHAE2_42390.4, SHAE2_42390.2, SHAE2_42390.3, SHAE2_42390.5
OG0000118	EWB00_006161	SHAE2_42400.1
OG0000119	EWB00_005837.4, EWB00_005837.2, EWB00_005837.3, EWB00_005837.1	SHAE2_100860.3, SHAE2_100860.1, SHAE2_100860.10, SHAE2_100860.11, SHAE2_100860.5, SHAE2_100860.8, SHAE2_100860.4, SHAE2_100860.7, SHAE2_100860.6, SHAE2_100860.9, SHAE2_100850.1, SHAE2_100860.2
OG0000120	EWB00_006006.2, EWB00_006006.1, EWB00_006006.3	SHAE2_32330.11, SHAE2_32330.16, SHAE2_32330.22, SHAE2_32330.27, SHAE2_32330.7, SHAE2_32330.19, SHAE2_32330.5, SHAE2_32330.21, SHAE2_32330.3, SHAE2_32330.8, SHAE2_32330.12, SHAE2_32330.13, SHAE2_32330.18, SHAE2_32330.23, SHAE2_32330.4, SHAE2_32330.17, SHAE2_32330.25, SHAE2_32330.24, SHAE2_32330.2, SHAE2_32330.9, SHAE2_32330.14, SHAE2_32330.15, SHAE2_32330.26, SHAE2_32330.6, SHAE2_32330.20, SHAE2_32330.1, SHAE2_32330.10
OG0000122	EWB00_003485	SHAE2_84820.3, SHAE2_84820.5, SHAE2_84820.4, SHAE2_84820.7, SHAE2_84820.9, SHAE2_84820.1, SHAE2_84820.2, SHAE2_84820.6, SHAE2_84820.8, SHAE2_84820.11, SHAE2_84820.10
OG0000123	EWB00_001234.1, EWB00_001234.2	SHAE2_83000.7, SHAE2_83000.10, SHAE2_83000.12, SHAE2_83000.6, SHAE2_83000.11, SHAE2_83000.13, SHAE2_83000.9, SHAE2_83000.8, SHAE2_83000.5, SHAE2_83000.2, SHAE2_83000.4, SHAE2_83000.1, SHAE2_83000.3
OG0000125	EWB00_005656.2, EWB00_005656.1, EWB00_005656.3	SHAE2_1680.1, SHAE2_1680.5, SHAE2_1680.3, SHAE2_1680.6, SHAE2_1680.4, SHAE2_1680.2
OG0000126	EWB00_000954	SHAE2_75190.2, SHAE2_75190.4, SHAE2_75190.1, SHAE2_75190.5, SHAE2_75190.3
OG0000127	EWB00_008561.1, EWB00_008561.2, EWB00_008561.3, EWB00_008561.4	SHAE2_24780.2, SHAE2_24780.3, SHAE2_24780.4, SHAE2_24780.5, SHAE2_24780.6, SHAE2_24780.8, SHAE2_24780.7, SHAE2_24780.1
OG0000128	EWB00_006375.2, EWB00_006375.1, EWB00_006375.5, EWB00_006375.4, EWB00_006375.3	SHAE2_45860.5, SHAE2_45860.12, SHAE2_45860.1, SHAE2_45860.10, SHAE2_45860.11, SHAE2_45860.2, SHAE2_45860.4, SHAE2_45860.6, SHAE2_45860.7, SHAE2_45860.8, SHAE2_45860.9, SHAE2_45860.13, SHAE2_45860.3
OG0000129	EWB00_003410.3, EWB00_003410.5, EWB00_003410.2, EWB00_003410.6, EWB00_003410.7, EWB00_003410.8, EWB00_003410.4, EWB00_003410.1	SHAE2_34590.1, SHAE2_34590.3, SHAE2_34590.4, SHAE2_34590.5, SHAE2_34590.2, SHAE2_34590.7, SHAE2_34590.11, SHAE2_34590.12, SHAE2_34590.6, SHAE2_34590.8, SHAE2_34590.9, SHAE2_34590.13, SHAE2_34590.10, SHAE2_34590.14
OG0000130	EWB00_009336.1, EWB00_009336.2, EWB00_009336.3	SHAE2_86450.10, SHAE2_86450.11, SHAE2_86450.12, SHAE2_86450.3, SHAE2_86450.4, SHAE2_86450.6, SHAE2_86450.1, SHAE2_86450.2, SHAE2_86450.5, SHAE2_86450.7, SHAE2_86450.8, SHAE2_86450.9, SHAE2_86450.13, SHAE2_86450.14
OG0000131	EWB00_002108.1, EWB00_002108.2	SHAE2_10470.1
OG0000131	EWB00_003089	SHAE2_10500.1
OG0000132	EWB00_006847.1, EWB00_006847.2, EWB00_006847.3	SHAE2_38370.7, SHAE2_38370.6, SHAE2_38370.9, SHAE2_38370.1, SHAE2_38370.3, SHAE2_38370.2, SHAE2_38370.4, SHAE2_38370.5, SHAE2_38370.8
OG0000133	EWB00_002574.1, EWB00_002574.2	SHAE2_33900.1
OG0000134	EWB00_002521	SHAE2_23000.1
OG0000135	EWB00_002678.2, EWB00_002678.1	SHAE2_15200.15, SHAE2_15200.17, SHAE2_15200.18, SHAE2_15200.13, SHAE2_15200.14, SHAE2_15200.16, SHAE2_15200.9, SHAE2_15200.11, SHAE2_15200.19, SHAE2_15200.4, SHAE2_15200.6, SHAE2_15200.1, SHAE2_15200.7, SHAE2_15200.3, SHAE2_15200.10, SHAE2_15200.8, SHAE2_15200.5, SHAE2_15200.12, SHAE2_15200.2, SHAE2_15200.20
OG0000136	EWB00_002100.1, EWB00_002100.2	SHAE2_7940.3, SHAE2_7940.2, SHAE2_7940.4, SHAE2_7940.1, SHAE2_7950.1, SHAE2_7940.5, SHAE2_7940.6
OG0000137	EWB00_003246	SHAE2_44900.1
OG0000137	EWB00_003243, EWB00_003242, EWB00_010379, EWB00_003244	SHAE2_44920.1
OG0000138	EWB00_007536.1, EWB00_007536.2	SHAE2_92880.2, SHAE2_92880.4, SHAE2_92880.1, SHAE2_92880.3
OG0000138	EWB00_009704	SHAE2_47900.1, SHAE2_47900.3, SHAE2_47900.4, SHAE2_47900.6, SHAE2_47900.2, SHAE2_47900.5
OG0000139	EWB00_009035	SHAE2_4510.6, SHAE2_4510.1, SHAE2_4510.11, SHAE2_4510.14, SHAE2_4510.9, SHAE2_4510.13, SHAE2_4510.4, SHAE2_4510.8, SHAE2_4510.16, SHAE2_4510.5, SHAE2_4510.7, SHAE2_4510.12, SHAE2_4510.15, SHAE2_4510.19, SHAE2_4510.18, SHAE2_4510.17, SHAE2_4510.10, SHAE2_4510.2, SHAE2_4510.3
OG0000140	EWB00_010959	SHAE2_80600.1
OG0000141	EWB00_007088, EWB00_002941, EWB00_002719, EWB00_002942, EWB00_003683, EWB00_002908, EWB00_010265	SHAE2_90660.1, SHAE2_49690.1, SHAE2_16590.1
OG0000143	EWB00_006280.1, EWB00_006280.2	SHAE2_72660.1, SHAE2_72660.2, SHAE2_72660.3, SHAE2_72670.1, SHAE2_72680.1, SHAE2_72650.2, SHAE2_72650.1, SHAE2_72690.1, SHAE2_72700.1, SHAE2_72710.1
OG0000144	EWB00_000741.1, EWB00_000741.2, EWB00_000741.3, EWB00_000741.4, EWB00_000741.5, EWB00_000741.6	SHAE2_57890.1
OG0000144	EWB00_001080	SHAE2_29880.1, SHAE2_29880.2
OG0000144	EWB00_005163	SHAE2_60440.1, SHAE2_60440.2
OG0000145	EWB00_002936	SHAE2_36160.4, SHAE2_36160.16, SHAE2_36160.21, SHAE2_36160.13, SHAE2_36160.6, SHAE2_36160.9, SHAE2_36160.7, SHAE2_36160.15, SHAE2_36160.8, SHAE2_36160.12, SHAE2_36160.10, SHAE2_36160.14, SHAE2_36160.18, SHAE2_36160.20, SHAE2_36160.1, SHAE2_36160.19, SHAE2_36160.3, SHAE2_36160.17, SHAE2_36160.11, SHAE2_36160.2, SHAE2_36160.5
OG0000146	EWB00_006706.5, EWB00_006706.4, EWB00_006706.1, EWB00_006706.2, EWB00_006706.3	SHAE2_96840.1
OG0000146	EWB00_005122	SHAE2_60150.1
OG0000146	EWB00_007935.1, EWB00_007935.2	SHAE2_31390.1
OG0000146	EWB00_006903	SHAE2_50500.1, SHAE2_50500.2
OG0000147	EWB00_004283	SHAE2_38990.14, SHAE2_38990.5, SHAE2_38990.1, SHAE2_38990.10, SHAE2_38990.11, SHAE2_38990.13, SHAE2_38990.3, SHAE2_38990.4, SHAE2_38990.6, SHAE2_38990.7, SHAE2_38990.8, SHAE2_38990.9, SHAE2_38990.16, SHAE2_38990.2, SHAE2_38990.12, SHAE2_38990.15
OG0000148	EWB00_007473	SHAE2_33560.1, SHAE2_33560.2, SHAE2_33560.3
OG0000149	EWB00_006487.1, EWB00_006487.2, EWB00_006487.3, EWB00_006487.4	SHAE2_57080.10, SHAE2_57080.3, SHAE2_57080.11, SHAE2_57080.4, SHAE2_57080.5, SHAE2_57080.2, SHAE2_57080.1, SHAE2_57080.7, SHAE2_57080.8, SHAE2_57080.9, SHAE2_57080.6
OG0000151	EWB00_008868	SHAE2_67740.7, SHAE2_67740.14, SHAE2_67740.1, SHAE2_67740.11, SHAE2_67740.15, SHAE2_67740.2, SHAE2_67740.5, SHAE2_67740.9, SHAE2_67740.12, SHAE2_67740.3, SHAE2_67740.4, SHAE2_67740.8, SHAE2_67740.10, SHAE2_67740.16, SHAE2_67740.13, SHAE2_67740.17, SHAE2_67740.6
OG0000152	EWB00_011078.3, EWB00_011078.2, EWB00_011078.1, EWB00_011078.4, EWB00_011078.5	SHAE2_13070.1, SHAE2_12920.2, SHAE2_12920.6, SHAE2_12920.7, SHAE2_12920.11, SHAE2_12920.1, SHAE2_12920.10, SHAE2_12920.12, SHAE2_12920.4, SHAE2_12920.5, SHAE2_12920.9, SHAE2_12920.13, SHAE2_12920.3, SHAE2_12920.8
OG0000153	EWB00_005352.1, EWB00_005352.2	SHAE2_53320.1
OG0000153	EWB00_003676	SHAE2_54050.1, SHAE2_54060.1, SHAE2_54070.1
OG0000153	EWB00_008423, EWB00_003671, EWB00_008422	SHAE2_54000.1
OG0000154	EWB00_005454.3, EWB00_005454.1, EWB00_005454.2	SHAE2_20620.1, SHAE2_20620.2, SHAE2_20620.3, SHAE2_20620.4, SHAE2_20620.5
OG0000155	EWB00_005616	SHAE2_39910.9, SHAE2_39910.10, SHAE2_39910.2, SHAE2_39910.4, SHAE2_39910.5, SHAE2_39910.3, SHAE2_39910.6, SHAE2_39910.15, SHAE2_39910.14, SHAE2_39910.1, SHAE2_39910.13, SHAE2_39910.11, SHAE2_39910.12, SHAE2_39910.17, SHAE2_39910.18, SHAE2_39910.8, SHAE2_39910.16, SHAE2_39910.7
OG0000156	EWB00_010322	SHAE2_23360.3, SHAE2_23360.1, SHAE2_23360.4, SHAE2_23360.2, SHAE2_23360.5
OG0000156	EWB00_010321	SHAE2_23370.1, SHAE2_23370.2, SHAE2_23370.4, SHAE2_23370.3
OG0000157	EWB00_001166	SHAE2_65870.1
OG0000157	EWB00_005728	SHAE2_46770.1
OG0000157	EWB00_011201	SHAE2_99740.3, SHAE2_99740.4, SHAE2_99740.5, SHAE2_99740.1, SHAE2_99740.2
OG0000158	EWB00_006315	SHAE2_6040.1, SHAE2_6040.2
OG0000159	EWB00_009175	SHAE2_66340.7, SHAE2_66340.3, SHAE2_66340.5, SHAE2_66340.6, SHAE2_66340.1, SHAE2_66340.2, SHAE2_66340.4, SHAE2_66340.8, SHAE2_66340.9
OG0000160	EWB00_009370.4, EWB00_009370.1, EWB00_009370.5, EWB00_009370.2, EWB00_009370.3	SHAE2_16420.10, SHAE2_16420.4, SHAE2_16420.9, SHAE2_16420.8, SHAE2_16420.6, SHAE2_16420.3, SHAE2_16420.5, SHAE2_16420.2, SHAE2_16420.11, SHAE2_16420.7, SHAE2_16420.1
OG0000161	EWB00_003371.1, EWB00_003371.2	SHAE2_37560.3, SHAE2_37560.4, SHAE2_37560.5, SHAE2_37560.6, SHAE2_37560.1, SHAE2_37560.2
OG0000164	EWB00_011122.1, EWB00_011122.2	SHAE2_65420.1
OG0000164	EWB00_002005.1, EWB00_002005.2, EWB00_002005.3, EWB00_002005.4	SHAE2_81680.1
OG0000164	EWB00_003801.1, EWB00_003801.2	SHAE2_58900.1
OG0000164	EWB00_005981.1, EWB00_005981.2, EWB00_005981.3, EWB00_005981.5, EWB00_005981.4	SHAE2_32610.1
OG0000165	EWB00_010478	SHAE2_69840.4, SHAE2_69840.10, SHAE2_69840.14, SHAE2_69840.15, SHAE2_69840.7, SHAE2_69840.3, SHAE2_69840.1, SHAE2_69840.2, SHAE2_69840.16, SHAE2_69840.11, SHAE2_69840.17, SHAE2_69840.18, SHAE2_69840.19, SHAE2_69840.12, SHAE2_69840.13, SHAE2_69840.8, SHAE2_69840.9, SHAE2_69840.6, SHAE2_69840.5
OG0000166	EWB00_005058.4, EWB00_005058.5, EWB00_005058.3, EWB00_005058.2, EWB00_005058.6, EWB00_005058.1	SHAE2_92940.4, SHAE2_92940.2, SHAE2_92940.5, SHAE2_92940.1, SHAE2_92940.3
OG0000167	EWB00_001382.4, EWB00_001382.1, EWB00_001382.2, EWB00_001382.3, EWB00_001382.5, EWB00_001382.6	SHAE2_79430.1, SHAE2_79430.3, SHAE2_79430.5, SHAE2_79430.2, SHAE2_79430.4, SHAE2_79430.6
OG0000168	EWB00_009789, EWB00_009892, EWB00_003828, EWB00_008795	SHAE2_2180.2, SHAE2_2150.1, SHAE2_2180.1, SHAE2_2160.1, SHAE2_2170.1, SHAE2_2190.1
OG0000169	EWB00_000574	SHAE2_100140.1
OG0000169	EWB00_004911.1, EWB00_004911.2	SHAE2_46860.1
OG0000169	EWB00_009686	SHAE2_99480.1
OG0000170	EWB00_000962	SHAE2_75070.2, SHAE2_75070.4, SHAE2_75070.6, SHAE2_75070.18, SHAE2_75070.13, SHAE2_75070.5, SHAE2_75070.7, SHAE2_75070.3, SHAE2_75070.17, SHAE2_75070.1, SHAE2_75070.12, SHAE2_75070.9, SHAE2_75070.14, SHAE2_75070.10, SHAE2_75070.11, SHAE2_75070.15, SHAE2_75070.16, SHAE2_75070.8
OG0000171	EWB00_006697	SHAE2_16760.1, SHAE2_92170.1, SHAE2_60820.1
OG0000172	EWB00_001058.1, EWB00_001058.2	SHAE2_21040.1, SHAE2_21040.2, SHAE2_21040.7, SHAE2_21040.3, SHAE2_21040.4, SHAE2_21040.5, SHAE2_21040.6, SHAE2_21040.8
OG0000173	EWB00_008475	SHAE2_86890.6, SHAE2_86890.4, SHAE2_86890.2, SHAE2_86890.10, SHAE2_86890.8, SHAE2_86890.1, SHAE2_86890.12, SHAE2_86890.9, SHAE2_86890.11, SHAE2_86890.3, SHAE2_86890.5, SHAE2_86890.7
OG0000175	EWB00_007666	SHAE2_44160.1
OG0000175	EWB00_007667	SHAE2_44150.1
OG0000175	EWB00_007668	SHAE2_44140.1
OG0000175	EWB00_007669	SHAE2_44130.1, SHAE2_44130.2
OG0000177	EWB00_010516.1, EWB00_010516.2	SHAE2_62680.1, SHAE2_62680.2, SHAE2_62680.3
OG0000178	EWB00_003718	SHAE2_28450.1, SHAE2_28450.4, SHAE2_28450.5, SHAE2_28450.7, SHAE2_28450.8, SHAE2_28450.2, SHAE2_28450.3, SHAE2_28450.6
OG0000179	EWB00_000893	SHAE2_59420.1, SHAE2_59420.2, SHAE2_59420.3, SHAE2_59420.4, SHAE2_59420.5
OG0000179	EWB00_009104	SHAE2_59430.4, SHAE2_59430.1, SHAE2_59430.2, SHAE2_59430.3, SHAE2_59430.5
OG0000180	EWB00_006752	SHAE2_85140.1, SHAE2_85140.2
OG0000180	EWB00_006753.1, EWB00_006753.2, EWB00_006754, EWB00_010162, EWB00_010163	SHAE2_85130.1, SHAE2_85120.1, SHAE2_85110.1
OG0000180	EWB00_006750.1, EWB00_006750.2	SHAE2_85150.1
OG0000182	EWB00_005564.3, EWB00_005564.1, EWB00_005564.2	SHAE2_61740.1
OG0000182	EWB00_000643	SHAE2_31160.1
OG0000183	EWB00_005958.1, EWB00_005958.2	SHAE2_34940.14, SHAE2_34940.8, SHAE2_34940.10, SHAE2_34940.11, SHAE2_34940.12, SHAE2_34940.13, SHAE2_34940.6, SHAE2_34940.4, SHAE2_34940.1, SHAE2_34940.2, SHAE2_34940.3, SHAE2_34940.7, SHAE2_34940.9, SHAE2_34940.5
OG0000184	EWB00_006467.1, EWB00_006467.2	SHAE2_53110.1, SHAE2_53110.2
OG0000184	EWB00_006468	SHAE2_53120.1, SHAE2_53120.2
OG0000185	EWB00_005969.1, EWB00_005969.2	SHAE2_35040.3, SHAE2_35040.1, SHAE2_35040.2, SHAE2_35040.5, SHAE2_35040.6, SHAE2_35040.9, SHAE2_35040.4, SHAE2_35040.8, SHAE2_35040.7
OG0000186	EWB00_002720	SHAE2_76580.6, SHAE2_76580.14, SHAE2_76580.11, SHAE2_76580.15, SHAE2_76580.16, SHAE2_76580.5, SHAE2_76580.8, SHAE2_76580.1, SHAE2_76580.2, SHAE2_76580.3, SHAE2_76580.4, SHAE2_76580.7, SHAE2_76580.9, SHAE2_76580.12, SHAE2_76580.13, SHAE2_76580.10
OG0000187	EWB00_006798.2, EWB00_006798.1, EWB00_006798.3	SHAE2_55640.11, SHAE2_55640.12, SHAE2_55640.9, SHAE2_55640.4, SHAE2_55640.6, SHAE2_55640.2, SHAE2_55640.5, SHAE2_55640.3, SHAE2_55640.7, SHAE2_55640.10, SHAE2_55640.8, SHAE2_55640.1
OG0000188	EWB00_010904	SHAE2_34030.1
OG0000189	EWB00_003827.2, EWB00_003827.1, EWB00_003827.3, EWB00_003827.4	SHAE2_7220.1, SHAE2_7230.3, SHAE2_7230.5, SHAE2_7230.6, SHAE2_7230.10, SHAE2_7230.9, SHAE2_7230.2, SHAE2_7230.1, SHAE2_7230.4, SHAE2_7230.8, SHAE2_7230.7, SHAE2_7230.12, SHAE2_7230.11
OG0000190	EWB00_007758.3, EWB00_007758.1, EWB00_007758.2	SHAE2_55040.2, SHAE2_55040.3, SHAE2_55040.1, SHAE2_55040.4, SHAE2_55040.6, SHAE2_55040.5
OG0000191	EWB00_004926	SHAE2_40840.1
OG0000191	EWB00_003159	SHAE2_40920.1, SHAE2_40920.2
OG0000191	EWB00_004925, EWB00_003164, EWB00_003167	SHAE2_40850.1, SHAE2_40850.2, SHAE2_40850.3, SHAE2_40880.1
OG0000192	EWB00_003964.1, EWB00_003964.2	SHAE2_67180.1
