Orthogroup	schistosoma_japonicum	schistosoma_mattheei
OG0000120	EWB00_006006.2, EWB00_006006.1, EWB00_006006.3	SMTH1_107750.15, SMTH1_107750.1, SMTH1_107750.3, SMTH1_33290.1, SMTH1_33290.3, SMTH1_33290.4, SMTH1_107750.4, SMTH1_107750.10, SMTH1_107750.12, SMTH1_107750.16, SMTH1_107750.7, SMTH1_55820.1, SMTH1_107750.11, SMTH1_107750.5, SMTH1_107750.6, SMTH1_33290.5, SMTH1_107750.2, SMTH1_33290.2, SMTH1_33290.7, SMTH1_55820.3, SMTH1_55820.2, SMTH1_107750.13, SMTH1_107750.14, SMTH1_107750.9, SMTH1_33290.6, SMTH1_107750.8
OG0000122	EWB00_003485	SMTH1_89440.1
OG0000123	EWB00_001234.1, EWB00_001234.2	SMTH1_87340.1
OG0000125	EWB00_005656.2, EWB00_005656.1, EWB00_005656.3	SMTH1_1620.1
OG0000126	EWB00_000954	SMTH1_78590.1
OG0000127	EWB00_008561.1, EWB00_008561.2, EWB00_008561.3, EWB00_008561.4	SMTH1_25070.3, SMTH1_25070.1, SMTH1_25070.2, SMTH1_25070.4
OG0000128	EWB00_006375.2, EWB00_006375.1, EWB00_006375.5, EWB00_006375.4, EWB00_006375.3	SMTH1_47950.1, SMTH1_47950.2, SMTH1_47950.3
OG0000129	EWB00_003410.3, EWB00_003410.5, EWB00_003410.2, EWB00_003410.6, EWB00_003410.7, EWB00_003410.8, EWB00_003410.4, EWB00_003410.1	SMTH1_35850.5, SMTH1_35850.1, SMTH1_35850.7, SMTH1_35850.2, SMTH1_35850.3, SMTH1_35850.8, SMTH1_35850.4, SMTH1_35850.6
OG0000130	EWB00_009336.1, EWB00_009336.2, EWB00_009336.3	SMTH1_89720.8, SMTH1_89720.1, SMTH1_89720.2, SMTH1_89720.3, SMTH1_89720.4, SMTH1_89720.5, SMTH1_89720.6, SMTH1_89720.7, SMTH1_89720.9
OG0000131	EWB00_002108.1, EWB00_002108.2	SMTH1_9790.1, SMTH1_9790.3, SMTH1_9790.2
OG0000132	EWB00_006847.1, EWB00_006847.2, EWB00_006847.3	SMTH1_39420.1
OG0000133	EWB00_002574.1, EWB00_002574.2	SMTH1_35160.11, SMTH1_35160.2, SMTH1_35160.3, SMTH1_35160.5, SMTH1_35160.6, SMTH1_35160.1, SMTH1_35160.4, SMTH1_35160.7, SMTH1_35160.10, SMTH1_35160.9, SMTH1_35160.8
OG0000134	EWB00_002521	SMTH1_22380.1
OG0000135	EWB00_002678.2, EWB00_002678.1	SMTH1_14940.1, SMTH1_14940.2, SMTH1_14940.7, SMTH1_14940.6, SMTH1_14940.5, SMTH1_14940.3, SMTH1_14940.4
OG0000136	EWB00_002100.1, EWB00_002100.2	SMTH1_8440.1, SMTH1_8450.1
OG0000138	EWB00_007536.1, EWB00_007536.2	SMTH1_97260.1, SMTH1_97260.2, SMTH1_97260.3
OG0000138	EWB00_009704	SMTH1_50090.1, SMTH1_50090.2, SMTH1_50090.3, SMTH1_50090.4
OG0000139	EWB00_009035	SMTH1_4530.1, SMTH1_4520.1
OG0000140	EWB00_010959	SMTH1_84690.1
OG0000141	EWB00_007088, EWB00_002941, EWB00_002719, EWB00_002942, EWB00_003683, EWB00_002908, EWB00_010265	SMTH1_107110.1, SMTH1_16550.1, SMTH1_45160.1, SMTH1_83770.1, SMTH1_96790.1, SMTH1_101120.1, SMTH1_107690.1, SMTH1_96020.1, SMTH1_29850.1, SMTH1_9600.1, SMTH1_97690.1
OG0000143	EWB00_006280.1, EWB00_006280.2	SMTH1_75760.1, SMTH1_75770.1
OG0000144	EWB00_000741.1, EWB00_000741.2, EWB00_000741.3, EWB00_000741.4, EWB00_000741.5, EWB00_000741.6	SMTH1_60870.1
OG0000144	EWB00_001080	SMTH1_30570.1
OG0000144	EWB00_005163	SMTH1_63350.1, SMTH1_63350.3, SMTH1_63350.5, SMTH1_63350.2, SMTH1_63350.4
OG0000145	EWB00_002936	SMTH1_36980.1
OG0000146	EWB00_006706.5, EWB00_006706.4, EWB00_006706.1, EWB00_006706.2, EWB00_006706.3	SMTH1_101450.1
OG0000146	EWB00_005122	SMTH1_62830.1
OG0000146	EWB00_007935.1, EWB00_007935.2	SMTH1_32350.1
OG0000146	EWB00_006903	SMTH1_52670.1, SMTH1_52670.2
OG0000147	EWB00_004283	SMTH1_40010.1, SMTH1_40000.1
OG0000148	EWB00_007473	SMTH1_34740.1
OG0000149	EWB00_006487.1, EWB00_006487.2, EWB00_006487.3, EWB00_006487.4	SMTH1_60020.1, SMTH1_60020.3, SMTH1_60020.2, SMTH1_60020.4, SMTH1_60020.5, SMTH1_60020.6, SMTH1_60020.7
OG0000151	EWB00_008868	SMTH1_70720.1, SMTH1_70710.1, SMTH1_70710.10, SMTH1_70710.3, SMTH1_70710.4, SMTH1_70710.6, SMTH1_70710.2, SMTH1_70710.11, SMTH1_70710.5, SMTH1_70710.8, SMTH1_70710.7, SMTH1_70710.9
OG0000152	EWB00_011078.3, EWB00_011078.2, EWB00_011078.1, EWB00_011078.4, EWB00_011078.5	SMTH1_12520.1, SMTH1_12430.3, SMTH1_12430.1, SMTH1_12430.2, SMTH1_12430.4, SMTH1_12430.5, SMTH1_12430.7, SMTH1_12430.6
OG0000153	EWB00_005352.1, EWB00_005352.2	SMTH1_56020.1
OG0000153	EWB00_003676	SMTH1_56720.1
OG0000153	EWB00_008423, EWB00_003671, EWB00_008422	SMTH1_56660.1, SMTH1_56660.2, SMTH1_56660.3
OG0000154	EWB00_005454.3, EWB00_005454.1, EWB00_005454.2	SMTH1_20370.1
OG0000155	EWB00_005616	SMTH1_40880.5, SMTH1_40880.3, SMTH1_40880.8, SMTH1_40880.6, SMTH1_40880.1, SMTH1_40880.2, SMTH1_40880.10, SMTH1_40880.11, SMTH1_40880.4, SMTH1_40880.9, SMTH1_40880.7
OG0000156	EWB00_010322	SMTH1_21930.1
OG0000156	EWB00_010321	SMTH1_21920.2, SMTH1_21920.1, SMTH1_21920.7, SMTH1_21920.6, SMTH1_21920.3, SMTH1_21920.4, SMTH1_21920.5
OG0000157	EWB00_001166	SMTH1_68650.1
OG0000157	EWB00_005728	SMTH1_48940.1
OG0000157	EWB00_011201	SMTH1_104820.3, SMTH1_104820.1, SMTH1_104820.2
OG0000158	EWB00_006315	SMTH1_6290.1, SMTH1_6300.1
OG0000159	EWB00_009175	SMTH1_69180.6, SMTH1_69180.3, SMTH1_69180.4, SMTH1_69180.1, SMTH1_69180.2, SMTH1_69180.5
OG0000160	EWB00_009370.4, EWB00_009370.1, EWB00_009370.5, EWB00_009370.2, EWB00_009370.3	SMTH1_16290.2, SMTH1_16290.1, SMTH1_16290.3
OG0000161	EWB00_003371.1, EWB00_003371.2	SMTH1_38560.4, SMTH1_38560.1, SMTH1_38560.3, SMTH1_38560.2
OG0000164	EWB00_011122.1, EWB00_011122.2	SMTH1_68170.1
OG0000164	EWB00_002005.1, EWB00_002005.2, EWB00_002005.3, EWB00_002005.4	SMTH1_85910.1, SMTH1_85910.2
OG0000164	EWB00_003801.1, EWB00_003801.2	SMTH1_61700.1
OG0000164	EWB00_005981.1, EWB00_005981.2, EWB00_005981.3, EWB00_005981.5, EWB00_005981.4	SMTH1_33670.2, SMTH1_33670.3, SMTH1_33670.1
OG0000165	EWB00_010478	SMTH1_72910.8, SMTH1_72910.6, SMTH1_72910.3, SMTH1_72910.4, SMTH1_72910.7, SMTH1_72910.1, SMTH1_72910.2, SMTH1_72910.5
OG0000166	EWB00_005058.4, EWB00_005058.5, EWB00_005058.3, EWB00_005058.2, EWB00_005058.6, EWB00_005058.1	SMTH1_97320.1
OG0000167	EWB00_001382.4, EWB00_001382.1, EWB00_001382.2, EWB00_001382.3, EWB00_001382.5, EWB00_001382.6	SMTH1_83320.2, SMTH1_83320.3, SMTH1_83320.6, SMTH1_83320.4, SMTH1_83320.1, SMTH1_83320.7, SMTH1_83320.5
OG0000168	EWB00_009789, EWB00_009892, EWB00_003828, EWB00_008795	SMTH1_2290.1, SMTH1_2330.1, SMTH1_2300.1, SMTH1_107400.1, SMTH1_107400.2, SMTH1_107430.1, SMTH1_2320.1, SMTH1_2340.1, SMTH1_2310.1
OG0000169	EWB00_000574	SMTH1_105100.3, SMTH1_105100.4, SMTH1_105100.1, SMTH1_105100.2
OG0000169	EWB00_004911.1, EWB00_004911.2	SMTH1_49040.3, SMTH1_49040.4, SMTH1_49040.5, SMTH1_49040.1, SMTH1_49040.2
OG0000169	EWB00_009686	SMTH1_104550.1
OG0000170	EWB00_000962	SMTH1_78500.1, SMTH1_78510.1
OG0000171	EWB00_006697	SMTH1_63600.1, SMTH1_100490.1, SMTH1_78370.1, SMTH1_101340.1, SMTH1_56600.1, SMTH1_15950.1, SMTH1_36250.1, SMTH1_103810.1, SMTH1_74440.1, SMTH1_36630.1, SMTH1_107200.1, SMTH1_65370.1
OG0000172	EWB00_001058.1, EWB00_001058.2	SMTH1_20790.2, SMTH1_20790.4, SMTH1_20790.1, SMTH1_20790.3
OG0000173	EWB00_008475	SMTH1_91610.1
OG0000175	EWB00_007666	SMTH1_46290.1, SMTH1_45990.1
OG0000175	EWB00_007667	SMTH1_45980.1
OG0000175	EWB00_007668	SMTH1_45970.1
OG0000175	EWB00_007669	SMTH1_45960.1
OG0000177	EWB00_010516.1, EWB00_010516.2	SMTH1_65220.1, SMTH1_65220.2, SMTH1_65220.3, SMTH1_65220.5, SMTH1_65220.4
OG0000178	EWB00_003718	SMTH1_28980.1, SMTH1_28980.2, SMTH1_28980.3, SMTH1_28980.4
OG0000179	EWB00_000893	SMTH1_62130.1
OG0000179	EWB00_009104	SMTH1_62140.2, SMTH1_62140.3, SMTH1_62140.6, SMTH1_62140.1, SMTH1_62140.4, SMTH1_62140.5
OG0000180	EWB00_006752	SMTH1_91090.1
OG0000180	EWB00_006753.1, EWB00_006753.2, EWB00_006754, EWB00_010162, EWB00_010163	SMTH1_91080.1
OG0000180	EWB00_006750.1, EWB00_006750.2	SMTH1_91100.1
OG0000182	EWB00_005564.3, EWB00_005564.1, EWB00_005564.2	SMTH1_64220.1
OG0000182	EWB00_000643	SMTH1_32050.1, SMTH1_32060.1
OG0000183	EWB00_005958.1, EWB00_005958.2	SMTH1_36270.2, SMTH1_36270.8, SMTH1_36270.9, SMTH1_36270.6, SMTH1_36270.1, SMTH1_36270.4, SMTH1_36270.7, SMTH1_36270.3, SMTH1_36270.5
OG0000184	EWB00_006467.1, EWB00_006467.2	SMTH1_55790.1, SMTH1_55790.2, SMTH1_55790.3
OG0000184	EWB00_006468	SMTH1_55800.1
OG0000185	EWB00_005969.1, EWB00_005969.2	SMTH1_36410.8, SMTH1_36410.7, SMTH1_36410.2, SMTH1_36410.1, SMTH1_36410.3, SMTH1_36410.5, SMTH1_36410.9, SMTH1_36410.4, SMTH1_36410.6
OG0000186	EWB00_002720	SMTH1_80440.1
OG0000187	EWB00_006798.2, EWB00_006798.1, EWB00_006798.3	SMTH1_58360.3, SMTH1_58360.4, SMTH1_58360.2, SMTH1_58360.1, SMTH1_58360.5
OG0000188	EWB00_010904	SMTH1_35270.3, SMTH1_35270.2, SMTH1_35270.1, SMTH1_35270.4, SMTH1_35270.5
OG0000189	EWB00_003827.2, EWB00_003827.1, EWB00_003827.3, EWB00_003827.4	SMTH1_7670.1
OG0000190	EWB00_007758.3, EWB00_007758.1, EWB00_007758.2	SMTH1_57710.10, SMTH1_57710.11, SMTH1_57710.4, SMTH1_57710.5, SMTH1_57710.9, SMTH1_57710.3, SMTH1_57710.8, SMTH1_57710.1, SMTH1_57710.6, SMTH1_57740.1, SMTH1_57710.2, SMTH1_57710.7
OG0000191	EWB00_004926	SMTH1_41920.1
OG0000191	EWB00_003159	SMTH1_42000.1
OG0000191	EWB00_004925, EWB00_003164, EWB00_003167	SMTH1_41960.1, SMTH1_41930.1
OG0000192	EWB00_003964.1, EWB00_003964.2	SMTH1_70090.1
OG0000193	EWB00_003263.4, EWB00_003263.2, EWB00_003263.1, EWB00_003263.3, EWB00_003263.5, EWB00_003263.6	SMTH1_64440.1, SMTH1_64440.2, SMTH1_64460.1, SMTH1_64460.2, SMTH1_64460.3, SMTH1_64440.3
OG0000194	EWB00_001391	SMTH1_83250.1, SMTH1_83250.2, SMTH1_83250.3
OG0000195	EWB00_008076.1, EWB00_008076.2, EWB00_008076.3	SMTH1_54380.1
OG0000196	EWB00_011394.1, EWB00_011394.2, EWB00_011394.3	SMTH1_98860.1
OG0000196	EWB00_009417.2, EWB00_009417.1	SMTH1_15460.1
OG0000197	EWB00_007934.6, EWB00_007934.4, EWB00_007934.2, EWB00_007934.3, EWB00_007934.1, EWB00_007934.5, EWB00_007934.7	SMTH1_32360.1
OG0000198	EWB00_001112	SMTH1_27370.1
OG0000198	EWB00_009378.1, EWB00_009378.2, EWB00_009378.3	SMTH1_16370.6, SMTH1_16370.2, SMTH1_16370.3, SMTH1_16370.4, SMTH1_16370.5, SMTH1_16370.1, SMTH1_16400.1
OG0000199	EWB00_007850.1, EWB00_007850.2	SMTH1_35700.1
OG0000201	EWB00_003900.1, EWB00_003900.2, EWB00_003900.3	SMTH1_45100.3, SMTH1_45100.5, SMTH1_45100.7, SMTH1_45100.8, SMTH1_45100.9, SMTH1_45100.1, SMTH1_45100.2, SMTH1_45100.10, SMTH1_45100.4, SMTH1_45100.6
OG0000202	EWB00_005354.3, EWB00_005354.1, EWB00_005354.2	SMTH1_55990.2, SMTH1_55990.1, SMTH1_55990.3, SMTH1_55990.4
OG0000203	EWB00_003779.1, EWB00_003779.2, EWB00_003779.3	SMTH1_91260.1
OG0000204	EWB00_005277	SMTH1_96140.1, SMTH1_96170.1, SMTH1_96130.1, SMTH1_96090.1, SMTH1_96110.1, SMTH1_96100.1, SMTH1_96120.1, SMTH1_96160.1, SMTH1_96080.1
OG0000204	EWB00_005275, EWB00_005276.1, EWB00_005276.2	SMTH1_96510.1
OG0000205	EWB00_005482	SMTH1_20650.1
OG0000206	EWB00_003373.2, EWB00_003373.3	SMTH1_38540.4
OG0000207	EWB00_006855	SMTH1_39510.1
OG0000207	EWB00_006859	SMTH1_39530.1
OG0000207	EWB00_006860, EWB00_006858	SMTH1_39540.1
OG0000207	EWB00_006856	SMTH1_39520.1
OG0000208	EWB00_006604	SMTH1_81070.3, SMTH1_81070.10, SMTH1_81070.1, SMTH1_81070.5, SMTH1_81070.6, SMTH1_81070.7, SMTH1_81070.8, SMTH1_81070.9, SMTH1_81070.2, SMTH1_81070.4
OG0000209	EWB00_003068	SMTH1_10060.1
OG0000210	EWB00_008607	SMTH1_94560.3, SMTH1_94560.6, SMTH1_94560.2, SMTH1_94560.4, SMTH1_94560.1, SMTH1_94560.5
OG0000211	EWB00_008540.1, EWB00_008540.2, EWB00_008540.3, EWB00_008540.4	SMTH1_7940.1, SMTH1_7950.1
OG0000212	EWB00_000254.1, EWB00_000254.2	SMTH1_28120.1, SMTH1_28120.2, SMTH1_28120.3, SMTH1_28120.4, SMTH1_28120.6, SMTH1_28120.5, SMTH1_28120.7
OG0000214	EWB00_000769.1, EWB00_000769.2, EWB00_000769.3	SMTH1_5360.1, SMTH1_5370.1
OG0000215	EWB00_003195.1, EWB00_003195.2, EWB00_003195.3, EWB00_003195.4, EWB00_003195.5, EWB00_003195.6, EWB00_003193	SMTH1_63540.3, SMTH1_63540.1, SMTH1_63540.2, SMTH1_63540.4, SMTH1_63520.1, SMTH1_63560.1, SMTH1_63550.1
OG0000216	EWB00_007182	SMTH1_1840.1, SMTH1_92890.1, SMTH1_44130.1, SMTH1_2260.1, SMTH1_95820.1, SMTH1_102660.1, SMTH1_48580.1, SMTH1_48580.2
OG0000216	EWB00_005703	SMTH1_48430.1, SMTH1_70880.1
OG0000217	EWB00_003421.5, EWB00_003421.6, EWB00_003421.2, EWB00_003421.1	SMTH1_35970.1, SMTH1_35970.5, SMTH1_35970.2
OG0000218	EWB00_007629	SMTH1_18520.11, SMTH1_18520.1, SMTH1_18520.10, SMTH1_18520.2, SMTH1_18520.4, SMTH1_18520.5, SMTH1_18520.9, SMTH1_18520.12, SMTH1_18520.3, SMTH1_18520.6, SMTH1_18520.7, SMTH1_18520.8
OG0000219	EWB00_011278.1, EWB00_011278.2	SMTH1_67080.1, SMTH1_67080.2, SMTH1_67080.3, SMTH1_67080.4, SMTH1_67080.5, SMTH1_67080.6, SMTH1_67080.7, SMTH1_67080.8
OG0000220	EWB00_011054.2, EWB00_011054.1, EWB00_011054.3	SMTH1_82440.1
OG0000221	EWB00_009959, EWB00_008502	SMTH1_11240.1, SMTH1_11250.1
OG0000221	EWB00_007895, EWB00_007896	SMTH1_2940.1
OG0000222	EWB00_010985.3, EWB00_010985.4, EWB00_010985.1, EWB00_010985.2	SMTH1_84960.1, SMTH1_84960.2
OG0000223	EWB00_008468	SMTH1_11510.1
OG0000224	EWB00_010846	SMTH1_6960.1, SMTH1_6950.1
OG0000225	EWB00_008634	SMTH1_3610.1, SMTH1_3610.2, SMTH1_3610.8, SMTH1_3610.3, SMTH1_3610.4, SMTH1_3610.5, SMTH1_3610.6, SMTH1_3610.7, SMTH1_3610.10, SMTH1_3610.9
OG0000226	EWB00_001463.1, EWB00_001463.2	SMTH1_39260.1, SMTH1_39270.1
OG0000227	EWB00_010050	SMTH1_76600.3, SMTH1_76600.2, SMTH1_76600.1, SMTH1_76600.4, SMTH1_76600.6, SMTH1_76600.8, SMTH1_76600.5, SMTH1_76600.7
OG0000228	EWB00_003240.1, EWB00_003240.2	SMTH1_46910.10, SMTH1_46910.6, SMTH1_46910.8, SMTH1_46910.9, SMTH1_46910.13, SMTH1_46910.3, SMTH1_46910.2, SMTH1_46910.4, SMTH1_46910.7, SMTH1_46910.12, SMTH1_46910.11, SMTH1_46910.1, SMTH1_46910.5
OG0000229	EWB00_007972	SMTH1_65540.1, SMTH1_65560.1, SMTH1_65520.1, SMTH1_65550.1
OG0000230	EWB00_007125	SMTH1_70320.1, SMTH1_70330.1
OG0000234	EWB00_004388, EWB00_004387	SMTH1_42430.1
OG0000235	EWB00_009052, EWB00_009056	SMTH1_4380.1
OG0000236	EWB00_007746	SMTH1_60530.1
OG0000237	EWB00_006822	SMTH1_58170.1
OG0000238	EWB00_007715.1, EWB00_007715.2, EWB00_007715.3	SMTH1_41630.1, SMTH1_41630.2, SMTH1_41630.3, SMTH1_41630.4
OG0000239	EWB00_002853.1, EWB00_002853.2	SMTH1_30220.2, SMTH1_30220.1, SMTH1_30220.3
OG0000240	EWB00_007941.1, EWB00_007941.2	SMTH1_32660.2, SMTH1_32660.3, SMTH1_32660.4
OG0000241	EWB00_007788.1, EWB00_007788.2, EWB00_007788.3	SMTH1_8130.1, SMTH1_8130.2, SMTH1_8130.3
OG0000241	EWB00_007787	SMTH1_8120.1
OG0000241	EWB00_007058.1, EWB00_007058.2	SMTH1_26430.1
OG0000242	EWB00_004683	SMTH1_8580.1, SMTH1_8580.2, SMTH1_8580.3, SMTH1_8580.4
OG0000243	EWB00_006288.2, EWB00_006288.4, EWB00_006288.3, EWB00_006288.1	SMTH1_6050.1
OG0000244	EWB00_008588	SMTH1_7100.11, SMTH1_7100.3, SMTH1_7100.5, SMTH1_7100.4, SMTH1_7100.12, SMTH1_7100.13, SMTH1_7100.14, SMTH1_7100.6, SMTH1_7100.9, SMTH1_7100.7, SMTH1_7100.1, SMTH1_7100.2, SMTH1_7100.8, SMTH1_7100.10
OG0000246	EWB00_003780.1, EWB00_003780.2	SMTH1_91300.1
OG0000247	EWB00_006352.1, EWB00_006352.2	SMTH1_5630.1
OG0000248	EWB00_000905.1, EWB00_000905.3, EWB00_000905.2	SMTH1_72250.1, SMTH1_72250.2
OG0000249	EWB00_001035	SMTH1_21100.1, SMTH1_21090.1
OG0000250	EWB00_003949.1, EWB00_003949.3, EWB00_003949.2, EWB00_003949.4	SMTH1_44550.1, SMTH1_44550.2, SMTH1_44550.3
OG0000251	EWB00_001254.3, EWB00_001254.1, EWB00_001254.2	SMTH1_87540.1
OG0000252	EWB00_006197	SMTH1_43490.3, SMTH1_43490.4, SMTH1_43490.6, SMTH1_43490.5, SMTH1_43490.1, SMTH1_43490.2
OG0000253	EWB00_000597.2, EWB00_000597.3, EWB00_000597.1	SMTH1_19850.6, SMTH1_19850.8, SMTH1_19850.9, SMTH1_19850.3, SMTH1_19850.1, SMTH1_19850.4, SMTH1_19850.7, SMTH1_19850.5, SMTH1_19850.2
OG0000254	EWB00_009459.1, EWB00_009459.2, EWB00_009459.3	SMTH1_10400.1
OG0000255	EWB00_003290.1, EWB00_003290.2	SMTH1_31820.1
OG0000256	EWB00_008201, EWB00_009917	SMTH1_50330.1
OG0000258	EWB00_007679.1, EWB00_007679.2	SMTH1_13950.4, SMTH1_13950.3, SMTH1_13950.5, SMTH1_13950.2, SMTH1_13950.1
OG0000259	EWB00_003467	SMTH1_28840.1
OG0000260	EWB00_002420.5, EWB00_002420.1, EWB00_002420.4, EWB00_002420.7, EWB00_002420.2, EWB00_002420.8, EWB00_002420.3, EWB00_002420.6	SMTH1_24210.1
OG0000262	EWB00_004140, EWB00_004139	SMTH1_34380.4, SMTH1_34380.3, SMTH1_34380.2, SMTH1_34380.1
OG0000263	EWB00_004713	SMTH1_71650.1, SMTH1_71640.1
OG0000264	EWB00_004506	SMTH1_94090.1
OG0000264	EWB00_004507	SMTH1_94110.1
OG0000264	EWB00_006350	SMTH1_5650.6, SMTH1_5650.4, SMTH1_5650.5, SMTH1_5650.1, SMTH1_5650.3, SMTH1_5650.2
OG0000266	EWB00_009335.3, EWB00_009335.4, EWB00_009335.2, EWB00_009335.1	SMTH1_89730.1
OG0000268	EWB00_002781.2, EWB00_002781.1, EWB00_002781.3	SMTH1_79970.1, SMTH1_79970.2
OG0000268	EWB00_000422.4, EWB00_000422.5	SMTH1_9050.1
OG0000268	EWB00_000422.2, EWB00_000422.3, EWB00_000422.1	SMTH1_9040.1
OG0000269	EWB00_009039	SMTH1_4480.1, SMTH1_4480.2
OG0000270	EWB00_005015.1, EWB00_005015.2, EWB00_005015.3	SMTH1_29720.1, SMTH1_29730.1
OG0000271	EWB00_010608.4, EWB00_010608.1, EWB00_010608.2, EWB00_010608.3, EWB00_010608.5	SMTH1_56870.7, SMTH1_56870.4, SMTH1_56870.5, SMTH1_56870.6, SMTH1_56870.10, SMTH1_56870.8, SMTH1_56870.9, SMTH1_56870.1, SMTH1_56870.3, SMTH1_56870.2
OG0000272	EWB00_004167.1, EWB00_004167.2, EWB00_004167.4, EWB00_004167.5, EWB00_004167.3	SMTH1_16530.2, SMTH1_16530.3, SMTH1_16530.4, SMTH1_16530.1
OG0000273	EWB00_007794	SMTH1_8240.1, SMTH1_8240.2, SMTH1_8240.3, SMTH1_8240.6, SMTH1_8240.4, SMTH1_8240.5, SMTH1_8240.7
OG0000274	EWB00_010594.5, EWB00_010594.2, EWB00_010594.1, EWB00_010594.3, EWB00_010594.4	SMTH1_88930.1, SMTH1_88920.1
OG0000275	EWB00_001311	SMTH1_41160.1
OG0000276	EWB00_004524.5, EWB00_004524.3, EWB00_004524.2, EWB00_004524.1, EWB00_004524.4	SMTH1_81390.4, SMTH1_81390.5, SMTH1_81390.1, SMTH1_81390.2, SMTH1_81390.3
OG0000277	EWB00_009160.5, EWB00_009160.1, EWB00_009160.2, EWB00_009160.3, EWB00_009160.4, EWB00_009160.6	SMTH1_102650.1, SMTH1_102650.2, SMTH1_102650.6, SMTH1_102650.7, SMTH1_102650.8, SMTH1_102650.3, SMTH1_102650.4, SMTH1_102650.5
OG0000281	EWB00_009452	SMTH1_93080.2, SMTH1_93080.1
OG0000281	EWB00_010291	SMTH1_17690.1
OG0000282	EWB00_000750	SMTH1_60930.1, SMTH1_60940.1
OG0000283	EWB00_011116	SMTH1_68120.1
OG0000284	EWB00_003225.3, EWB00_003225.1, EWB00_003225.2	SMTH1_47060.1
OG0000285	EWB00_004295	SMTH1_40140.1
OG0000286	EWB00_006409.1, EWB00_006409.2	SMTH1_47540.1, SMTH1_47550.1
OG0000286	EWB00_002827	SMTH1_47510.1, SMTH1_47510.2
OG0000287	EWB00_001190.1, EWB00_001190.2, EWB00_001190.3	SMTH1_81350.2, SMTH1_81350.6, SMTH1_81350.3, SMTH1_81350.4, SMTH1_81350.5, SMTH1_81350.1
OG0000288	EWB00_008053	SMTH1_96360.1
OG0000289	EWB00_000082	SMTH1_18750.2, SMTH1_18750.3, SMTH1_18750.4, SMTH1_18750.6, SMTH1_18750.7, SMTH1_18750.8, SMTH1_18750.9, SMTH1_18750.10, SMTH1_18750.1, SMTH1_18750.5
OG0000290	EWB00_010888.2, EWB00_010888.3, EWB00_010888.4, EWB00_010888.6, EWB00_010888.1, EWB00_010888.5	SMTH1_30310.1
OG0000290	EWB00_009745	SMTH1_24730.2, SMTH1_24730.1
OG0000291	EWB00_006455	SMTH1_19940.1, SMTH1_19940.2, SMTH1_19940.7, SMTH1_19940.8, SMTH1_19940.3, SMTH1_19940.4, SMTH1_19940.5, SMTH1_19940.6, SMTH1_19940.9
OG0000292	EWB00_007865	SMTH1_38130.6, SMTH1_38130.8, SMTH1_38130.1, SMTH1_38130.2, SMTH1_38130.3, SMTH1_38130.7, SMTH1_38130.4, SMTH1_38130.5
OG0000293	EWB00_006949.1	SMTH1_31010.1
OG0000293	EWB00_000820	SMTH1_67390.1
OG0000293	EWB00_007238	SMTH1_53020.1
OG0000294	EWB00_009046	SMTH1_4420.1, SMTH1_4420.2
OG0000295	EWB00_005285, EWB00_005283, EWB00_005284	SMTH1_95960.1, SMTH1_95970.1, SMTH1_95980.1, SMTH1_95940.1, SMTH1_95950.1, SMTH1_95990.1, SMTH1_96010.1, SMTH1_96010.2
OG0000297	EWB00_002278.3, EWB00_002278.2, EWB00_002278.1, EWB00_002278.4	SMTH1_88380.1, SMTH1_88380.2, SMTH1_88380.3, SMTH1_88380.4
OG0000298	EWB00_001802, EWB00_001803	SMTH1_48290.1
OG0000298	EWB00_000994	SMTH1_49580.1, SMTH1_49580.2, SMTH1_49580.3
OG0000299	EWB00_007963.1, EWB00_007963.2	SMTH1_66860.1, SMTH1_66870.1
OG0000300	EWB00_009379, EWB00_009380	SMTH1_12620.1
OG0000301	EWB00_004573.5	SMTH1_86600.2, SMTH1_86600.4, SMTH1_86600.3, SMTH1_86600.1, SMTH1_86600.5, SMTH1_86600.6
OG0000302	EWB00_011256	SMTH1_65460.2, SMTH1_65460.1, SMTH1_65460.3, SMTH1_65460.5, SMTH1_65460.4, SMTH1_65460.6, SMTH1_65460.7
OG0000303	EWB00_004180	SMTH1_16450.1
OG0000304	EWB00_009739.1, EWB00_009739.2	SMTH1_14160.5, SMTH1_14160.1, SMTH1_14160.3, SMTH1_14160.6, SMTH1_14160.7, SMTH1_14160.2, SMTH1_14160.10, SMTH1_14160.8, SMTH1_14160.4, SMTH1_14160.9
OG0000305	EWB00_007763	SMTH1_57660.3, SMTH1_57660.2, SMTH1_57660.1, SMTH1_57660.4
OG0000306	EWB00_002091.1, EWB00_002091.2	SMTH1_8790.8, SMTH1_8790.9, SMTH1_8790.7, SMTH1_8790.4, SMTH1_8790.6, SMTH1_8790.1, SMTH1_8790.2, SMTH1_8790.3, SMTH1_8790.5
OG0000307	EWB00_005330, EWB00_008525	SMTH1_7590.1, SMTH1_7590.2, SMTH1_7590.4, SMTH1_7590.3
OG0000307	EWB00_011426	SMTH1_101160.3, SMTH1_101160.2, SMTH1_101160.1
OG0000308	EWB00_007449, EWB00_007446, EWB00_007447	SMTH1_34470.1, SMTH1_34480.1, SMTH1_670.1, SMTH1_680.1, SMTH1_680.2, SMTH1_680.4, SMTH1_680.5, SMTH1_680.3
