Orthogroup	schistosoma_japonicum	fasciola_gigantica
OG0000336	EWB00_004857	FGIG_05611
OG0000336	EWB00_000600	FGIG_03447
OG0000337	EWB00_005375.2, EWB00_005375.1	FGIG_05353
OG0000337	EWB00_004252.1, EWB00_004252.5, EWB00_004252.3, EWB00_004252.6, EWB00_004252.2, EWB00_004252.7, EWB00_004252.4, EWB00_004252.8	FGIG_07022
OG0000341	EWB00_001402, EWB00_004087	FGIG_01721, FGIG_05086, FGIG_03151, FGIG_03152, FGIG_00248, FGIG_06153, FGIG_04226, FGIG_06180, FGIG_09700, FGIG_12642, FGIG_00506, FGIG_00036, FGIG_06152, FGIG_03322, FGIG_03118, FGIG_11886, FGIG_00035, FGIG_05505, FGIG_05506, FGIG_05087, FGIG_05507
OG0000342	EWB00_001054.1, EWB00_001054.2	FGIG_05549
OG0000342	EWB00_000044.1, EWB00_000044.2	FGIG_00226
OG0000343	EWB00_005957.3, EWB00_005957.1, EWB00_005957.2	FGIG_01634, FGIG_01635
OG0000344	EWB00_009241.1, EWB00_009241.3, EWB00_009241.2, EWB00_009241.4, EWB00_009241.5, EWB00_009241.6, EWB00_009241.7, EWB00_009241.8, EWB00_009241.9, EWB00_009241.10	FGIG_01866
OG0000345	EWB00_002967.8, EWB00_002967.4, EWB00_002967.7, EWB00_002967.1, EWB00_002967.5, EWB00_002967.3, EWB00_002967.6, EWB00_002967.2	FGIG_01894
OG0000346	EWB00_007409	FGIG_09179
OG0000347	EWB00_006075.1, EWB00_006075.3, EWB00_006075.2, EWB00_006074.1, EWB00_006074.2, EWB00_006074.3	FGIG_02160, FGIG_12660
OG0000348	EWB00_006331	FGIG_03483
OG0000349	EWB00_005661	FGIG_04573, FGIG_04572, FGIG_06122
OG0000350	EWB00_009542.3, EWB00_009542.1, EWB00_009542.2	FGIG_04749
OG0000351	EWB00_004665	FGIG_05010
OG0000352	EWB00_008371.1, EWB00_008371.2	FGIG_05384, FGIG_11348, FGIG_05385
OG0000353	EWB00_000949	FGIG_06289
OG0000354	EWB00_007574.1, EWB00_007574.2	FGIG_10148, FGIG_09059
OG0000355	EWB00_004441.1, EWB00_004441.2	FGIG_10341, FGIG_12112, FGIG_12113
OG0000356	EWB00_005497.1, EWB00_005494, EWB00_005497.2, EWB00_005497.3, EWB00_005497.4	FGIG_10789, FGIG_10788, FGIG_10790
OG0000357	EWB00_006405.2, EWB00_006405.1	FGIG_12459
OG0000359	EWB00_010287.3, EWB00_010287.1, EWB00_010287.2	FGIG_00275
OG0000360	EWB00_010308.1, EWB00_010308.2	FGIG_01496
OG0000361	EWB00_008734, EWB00_008735	FGIG_02685, FGIG_02684
OG0000362	EWB00_007742	FGIG_02801
OG0000363	EWB00_006373	FGIG_03340, FGIG_03341, FGIG_03338
OG0000364	EWB00_000344	FGIG_03707
OG0000365	EWB00_002237, EWB00_002238.1, EWB00_002238.2	FGIG_12204, FGIG_04576
OG0000366	EWB00_002980	FGIG_06034, FGIG_09373, FGIG_12323
OG0000367	EWB00_002905	FGIG_07381
OG0000368	EWB00_001036	FGIG_07710, FGIG_12057
OG0000369	EWB00_009078.1, EWB00_009078.2, EWB00_009078.3	FGIG_08435
OG0000370	EWB00_004595.5, EWB00_004595.1, EWB00_004595.2, EWB00_004595.3, EWB00_004595.4	FGIG_08520
OG0000371	EWB00_010143	FGIG_08814
OG0000372	EWB00_000802	FGIG_08961
OG0000373	EWB00_004686.1, EWB00_004686.2	FGIG_12324, FGIG_09323
OG0000374	EWB00_004719	FGIG_09768
OG0000376	EWB00_000822	FGIG_10153, FGIG_11766, FGIG_11765
OG0000377	EWB00_007751	FGIG_10617
OG0000378	EWB00_001092.1, EWB00_001092.3, EWB00_001092.2	FGIG_11867
OG0000380	EWB00_010793, EWB00_010794	FGIG_00695
OG0000381	EWB00_010680.1, EWB00_010680.2, EWB00_010680.3, EWB00_010680.4	FGIG_01453
OG0000381	EWB00_010681	FGIG_01451, FGIG_01452
OG0000382	EWB00_001933, EWB00_001935, EWB00_001934, EWB00_002068, EWB00_009778	FGIG_01588, FGIG_06764
OG0000383	EWB00_003144.1, EWB00_003144.2	FGIG_01645, FGIG_01646
OG0000384	EWB00_011218	FGIG_01701
OG0000385	EWB00_009179	FGIG_01970
OG0000386	EWB00_006133.1, EWB00_006133.2	FGIG_07934, FGIG_07933, FGIG_05021, FGIG_05980
OG0000387	EWB00_007580.1, EWB00_007580.2	FGIG_05744, FGIG_12613
OG0000388	EWB00_001878.1, EWB00_001878.2, EWB00_001878.3	FGIG_06147
OG0000389	EWB00_009230	FGIG_06300
OG0000390	EWB00_007282.3, EWB00_007282.1, EWB00_007282.2	FGIG_06318
OG0000391	EWB00_010131, EWB00_005064, EWB00_009419	FGIG_06566, FGIG_07343
OG0000392	EWB00_006590.1, EWB00_006590.3, EWB00_006590.4, EWB00_006590.2	FGIG_06786
OG0000393	EWB00_004074.5, EWB00_004074.1, EWB00_004074.2, EWB00_004074.3, EWB00_004074.4	FGIG_06864
OG0000394	EWB00_011094.1, EWB00_011094.2, EWB00_011094.3	FGIG_12663, FGIG_07717
OG0000395	EWB00_002277.1, EWB00_002277.2, EWB00_002277.3	FGIG_07807
OG0000396	EWB00_004864.1, EWB00_004864.3, EWB00_004864.2	FGIG_07980
OG0000397	EWB00_008188	FGIG_07986
OG0000398	EWB00_010315.1, EWB00_010315.2, EWB00_005760, EWB00_005757	FGIG_08346, FGIG_08154
OG0000399	EWB00_006965.1, EWB00_006965.3, EWB00_006965.4, EWB00_006965.5, EWB00_006965.2, EWB00_006964	FGIG_08267
OG0000400	EWB00_004734, EWB00_004735.1, EWB00_004735.2, EWB00_001015.1, EWB00_001015.2	FGIG_12136, FGIG_08348, FGIG_09690, FGIG_09691
OG0000401	EWB00_000575	FGIG_10170, FGIG_10171
OG0000402	EWB00_004189, EWB00_004190	FGIG_12370, FGIG_11519, FGIG_12593
OG0000403	EWB00_010108, EWB00_007326	FGIG_11602
OG0000405	EWB00_007704	FGIG_00540, FGIG_04407, FGIG_00542, FGIG_00541
OG0000406	EWB00_009549	FGIG_00915
OG0000407	EWB00_007739.3, EWB00_007739.1, EWB00_007739.2	FGIG_01328
OG0000408	EWB00_005048.1, EWB00_005048.2, EWB00_005048.5, EWB00_005048.3, EWB00_005048.4	FGIG_01770
OG0000409	EWB00_008991	FGIG_01990
OG0000410	EWB00_010063, EWB00_007265	FGIG_06197
OG0000411	EWB00_000669	FGIG_03726
OG0000412	EWB00_002751.1, EWB00_002751.2	FGIG_04797
OG0000413	EWB00_011342, EWB00_011343	FGIG_05095
OG0000414	EWB00_004672.1, EWB00_004672.2, EWB00_004672.3	FGIG_05869
OG0000415	EWB00_002898.1, EWB00_002898.4, EWB00_002898.2, EWB00_002898.3, EWB00_002898.5, EWB00_002898.6	FGIG_06429
OG0000416	EWB00_007510.4, EWB00_006715.1, EWB00_006715.2	FGIG_10985, FGIG_07789, FGIG_12457
OG0000416	EWB00_007511.1, EWB00_007511.2, EWB00_007511.3	FGIG_07250
OG0000417	EWB00_006824	FGIG_07860
OG0000418	EWB00_008940.1, EWB00_008940.2, EWB00_008940.3	FGIG_07977, FGIG_11738, FGIG_12450
OG0000419	EWB00_010845	FGIG_09307
OG0000420	EWB00_004042	FGIG_09853
OG0000421	EWB00_005791.5, EWB00_005791.2, EWB00_005791.1, EWB00_005791.6, EWB00_005791.3, EWB00_005791.4, EWB00_005791.7	FGIG_09942
OG0000422	EWB00_005355.3, EWB00_005355.4, EWB00_005355.6, EWB00_005355.1, EWB00_005355.7, EWB00_005355.2, EWB00_005355.5	FGIG_10041
OG0000425	EWB00_007944.2, EWB00_007944.3, EWB00_007944.1	FGIG_00596
OG0000426	EWB00_002147	FGIG_00984
OG0000427	EWB00_010690.1, EWB00_010690.2	FGIG_01900, FGIG_06350
OG0000428	EWB00_003239.1, EWB00_003239.2	FGIG_02141, FGIG_04993, FGIG_02140
OG0000429	EWB00_002245, EWB00_002244	FGIG_05114
OG0000429	EWB00_008214	FGIG_08773
OG0000430	EWB00_003415	FGIG_02540, FGIG_02734
OG0000431	EWB00_008732.1, EWB00_008732.2	FGIG_02682
OG0000432	EWB00_004758	FGIG_02953
OG0000433	EWB00_003929.2, EWB00_003929.1, EWB00_003929.3	FGIG_03051
OG0000434	EWB00_005877	FGIG_07436, FGIG_07788, FGIG_12172, FGIG_03250
OG0000435	EWB00_009645, EWB00_004584, EWB00_003007, EWB00_009646, EWB00_009651, EWB00_010296	FGIG_03380, FGIG_03381
OG0000436	EWB00_000282.1, EWB00_000282.2	FGIG_04181
OG0000437	EWB00_007320.2, EWB00_007320.1, EWB00_007320.3	FGIG_04672
OG0000438	EWB00_010404	FGIG_04722
OG0000439	EWB00_007287.1, EWB00_007287.2	FGIG_05052
OG0000440	EWB00_011409	FGIG_05435
OG0000441	EWB00_009358.1, EWB00_009358.2	FGIG_10681, FGIG_09295
OG0000442	EWB00_004296.1, EWB00_004296.2, EWB00_004296.3	FGIG_06753
OG0000443	EWB00_002041	FGIG_07760
OG0000444	EWB00_006083, EWB00_008676	FGIG_09462, FGIG_11910, FGIG_09471
OG0000445	EWB00_010477.3, EWB00_010477.1, EWB00_010477.2	FGIG_11201
OG0000447	EWB00_005165	FGIG_00135
OG0000448	EWB00_004614.4, EWB00_004614.6, EWB00_004614.8, EWB00_004614.7, EWB00_004614.5, EWB00_004614.2, EWB00_004614.1, EWB00_004614.3	FGIG_00556
OG0000449	EWB00_008853	FGIG_00826
OG0000450	EWB00_001128.4, EWB00_001128.3, EWB00_001128.1, EWB00_001128.2	FGIG_01291, FGIG_04679
OG0000451	EWB00_005055	FGIG_01553
OG0000452	EWB00_006169	FGIG_03230
OG0000453	EWB00_009174.3, EWB00_009174.1, EWB00_009174.2	FGIG_04192
OG0000454	EWB00_009448.1, EWB00_009448.2, EWB00_009449, EWB00_002766	FGIG_09647
OG0000455	EWB00_007676.2, EWB00_007676.1, EWB00_007676.3	FGIG_06485
OG0000456	EWB00_006086	FGIG_08883
OG0000457	EWB00_003299.1, EWB00_003299.2	FGIG_08921
OG0000458	EWB00_005936	FGIG_09209
OG0000459	EWB00_000897.5, EWB00_000897.1, EWB00_000897.2, EWB00_000897.3, EWB00_000897.4, EWB00_000897.6	FGIG_09431
OG0000464	EWB00_003710	FGIG_00328, FGIG_00327
OG0000465	EWB00_007185	FGIG_00532
OG0000466	EWB00_005412	FGIG_01561, FGIG_03877, FGIG_01560, FGIG_01559
OG0000467	EWB00_005609	FGIG_02474, FGIG_02706, FGIG_02707, FGIG_02708, FGIG_02710, FGIG_02709
OG0000468	EWB00_000960.2, EWB00_000960.1, EWB00_000960.3	FGIG_02572
OG0000469	EWB00_009028	FGIG_03009
OG0000470	EWB00_005326	FGIG_04092
OG0000471	EWB00_004466	FGIG_05330, FGIG_05331
OG0000472	EWB00_005614	FGIG_10508, FGIG_06143
OG0000473	EWB00_006340	FGIG_06411, FGIG_12123, FGIG_06410
OG0000474	EWB00_007552	FGIG_08569
OG0000474	EWB00_003623.1, EWB00_003623.2	FGIG_07254
OG0000475	EWB00_010428	FGIG_07645
OG0000476	EWB00_003522	FGIG_08382, FGIG_08383
OG0000477	EWB00_004065, EWB00_004064	FGIG_08447, FGIG_12672
OG0000478	EWB00_008984.1, EWB00_008984.2, EWB00_008984.3, EWB00_008984.4	FGIG_10674
OG0000479	EWB00_002579.3, EWB00_002579.1, EWB00_002579.2	FGIG_09169
OG0000480	EWB00_008894.1, EWB00_008894.2	FGIG_09555
OG0000481	EWB00_000921.1, EWB00_000921.2	FGIG_11554, FGIG_10028
OG0000482	EWB00_000805	FGIG_10421
OG0000483	EWB00_003191	FGIG_11522, FGIG_10429
OG0000484	EWB00_003750, EWB00_003752	FGIG_10469, FGIG_11973
OG0000490	EWB00_009758	FGIG_00244
OG0000491	EWB00_005990.1, EWB00_005990.2	FGIG_01361
OG0000492	EWB00_009576.1, EWB00_009576.2	FGIG_01399, FGIG_01400
OG0000493	EWB00_006874	FGIG_10535, FGIG_02574, FGIG_02575
OG0000493	EWB00_000632	FGIG_02106
OG0000494	EWB00_010190.1, EWB00_010190.2, EWB00_003809	FGIG_02261, FGIG_09004
OG0000495	EWB00_007321	FGIG_02597, FGIG_02595
OG0000496	EWB00_007698.3, EWB00_007698.4, EWB00_007698.2, EWB00_007698.1	FGIG_02657
OG0000497	EWB00_006312.1, EWB00_006312.2, EWB00_006312.3	FGIG_03046
OG0000498	EWB00_004228.1	FGIG_03261
OG0000498	EWB00_004227	FGIG_08610
OG0000498	EWB00_007012	FGIG_06356, FGIG_06355, FGIG_09764
OG0000499	EWB00_000965.1, EWB00_000965.3, EWB00_000965.2, EWB00_000965.4	FGIG_03308, FGIG_03309
OG0000500	EWB00_000046	FGIG_05535
OG0000501	EWB00_004102.7, EWB00_004102.5, EWB00_004102.4, EWB00_004102.6, EWB00_004102.1, EWB00_004102.2, EWB00_004102.3	FGIG_05786
OG0000502	EWB00_006854	FGIG_12630, FGIG_06672, FGIG_05947, FGIG_05868, FGIG_09687
OG0000503	EWB00_009062.1, EWB00_009062.3, EWB00_009062.2, EWB00_009062.4	FGIG_06020
OG0000504	EWB00_009953.2, EWB00_009953.1	FGIG_06236
OG0000505	EWB00_004150.1, EWB00_004150.2	FGIG_06258
OG0000506	EWB00_005767, EWB00_005768, EWB00_005769	FGIG_07761
OG0000507	EWB00_004627.1, EWB00_004627.2	FGIG_08020, FGIG_08019
OG0000508	EWB00_002355.1, EWB00_002355.2	FGIG_09651
OG0000509	EWB00_007622.5, EWB00_007622.1, EWB00_007622.3, EWB00_007622.4, EWB00_007622.2, EWB00_006782.1, EWB00_006782.2	FGIG_11147, FGIG_09900
OG0000510	EWB00_001266.2, EWB00_001266.1, EWB00_001266.3, EWB00_002661, EWB00_002662	FGIG_09919, FGIG_09920
OG0000511	EWB00_000649	FGIG_10110
OG0000513	EWB00_005795	FGIG_11295, FGIG_10901
OG0000514	EWB00_004043.2, EWB00_004043.1, EWB00_004043.3, EWB00_004043.4	FGIG_11731
OG0000515	EWB00_004181.1, EWB00_004181.2	FGIG_11760, FGIG_11877
OG0000516	EWB00_007127	FGIG_11912, FGIG_11911
OG0000517	EWB00_001698.1, EWB00_001698.2, EWB00_001698.3	FGIG_11937
OG0000521	EWB00_007360.3, EWB00_007360.1, EWB00_007360.2	FGIG_00188
OG0000522	EWB00_005154.1, EWB00_005154.2	FGIG_00655
OG0000523	EWB00_002027	FGIG_00791
OG0000524	EWB00_007681.1, EWB00_007681.2	FGIG_00872, FGIG_04807
OG0000525	EWB00_005219	FGIG_03698
OG0000526	EWB00_007651	FGIG_03947, FGIG_03948, FGIG_03949, FGIG_03950
OG0000527	EWB00_001037.3, EWB00_001037.2, EWB00_001037.1	FGIG_04305, FGIG_04306
OG0000528	EWB00_007848.1, EWB00_007848.2	FGIG_05456, FGIG_05455
OG0000529	EWB00_004121.1, EWB00_004121.2	FGIG_05544
OG0000529	EWB00_000267	FGIG_08863
OG0000530	EWB00_009987, EWB00_009985.3, EWB00_009985.1, EWB00_009985.2	FGIG_05770
OG0000531	EWB00_004559.1, EWB00_004559.2, EWB00_004559.3	FGIG_05789, FGIG_10492, FGIG_10493
OG0000532	EWB00_006344	FGIG_07231
OG0000533	EWB00_008818.1, EWB00_008818.2, EWB00_008818.3	FGIG_07562
OG0000534	EWB00_009516, EWB00_003670.1, EWB00_003670.2	FGIG_13988, FGIG_07681
OG0000535	EWB00_005272, EWB00_005271	FGIG_12466, FGIG_08126, FGIG_08125
OG0000536	EWB00_010396.1, EWB00_010396.2	FGIG_08935, FGIG_08934
OG0000537	EWB00_005391	FGIG_12232, FGIG_12182
OG0000539	EWB00_002550.1, EWB00_002550.2	FGIG_00008
OG0000540	EWB00_002037, EWB00_002039	FGIG_00485, FGIG_00487
OG0000541	EWB00_003281	FGIG_00810
OG0000542	EWB00_006936.2, EWB00_006936.4, EWB00_006936.1, EWB00_006936.3	FGIG_00859
OG0000543	EWB00_002348, EWB00_002347	FGIG_01118
OG0000544	EWB00_010583	FGIG_01478, FGIG_01480
OG0000545	EWB00_004095.1, EWB00_004095.3, EWB00_004095.4, EWB00_004095.2	FGIG_02161
OG0000545	EWB00_008683.2, EWB00_008683.3, EWB00_008683.4	FGIG_04734
OG0000546	EWB00_006057	FGIG_02171
OG0000547	EWB00_009286	FGIG_02243
OG0000548	EWB00_006045.1, EWB00_006045.2, EWB00_006045.3	FGIG_02293
OG0000549	EWB00_005545	FGIG_02503
OG0000550	EWB00_005481	FGIG_02524, FGIG_04548
OG0000551	EWB00_011286, EWB00_008082, EWB00_008083, EWB00_010470	FGIG_11586
OG0000552	EWB00_006314.2, EWB00_006314.3, EWB00_006314.1	FGIG_03044
OG0000552	EWB00_000619.3, EWB00_000619.1, EWB00_000619.2	FGIG_10688
OG0000553	EWB00_000563, EWB00_000561	FGIG_06277, FGIG_03255
OG0000554	EWB00_011076	FGIG_03594, FGIG_03593, FGIG_09273
OG0000555	EWB00_009247, EWB00_006082, EWB00_009497, EWB00_009582, EWB00_009583.1, EWB00_009583.2, EWB00_009583.3	FGIG_06696, FGIG_03633, FGIG_07782
OG0000556	EWB00_008873.2, EWB00_008873.1, EWB00_008873.3	FGIG_04270
OG0000557	EWB00_007706.1, EWB00_007706.2	FGIG_04408
OG0000558	EWB00_006560	FGIG_04989
OG0000559	EWB00_006759.1, EWB00_006759.2	FGIG_05022, FGIG_05024, FGIG_05023
OG0000560	EWB00_006673	FGIG_05328
OG0000561	EWB00_001438.2, EWB00_001438.1, EWB00_001438.4, EWB00_001438.5, EWB00_001438.3	FGIG_05533
OG0000562	EWB00_004493.2, EWB00_004493.1, EWB00_004493.4, EWB00_004493.3	FGIG_05555, FGIG_05553
OG0000563	EWB00_010331.1, EWB00_010331.2	FGIG_06026
OG0000564	EWB00_005735.1, EWB00_005735.2, EWB00_005735.3, EWB00_005735.4, EWB00_005735.5	FGIG_06399, FGIG_10134
OG0000565	EWB00_001645.3, EWB00_001645.1, EWB00_001645.2	FGIG_06423
OG0000566	EWB00_001505.1, EWB00_001505.4, EWB00_001505.2, EWB00_001505.3	FGIG_06842
OG0000567	EWB00_010450.2	FGIG_07651
OG0000568	EWB00_005140.1, EWB00_005140.2, EWB00_005140.3, EWB00_005140.4	FGIG_08587
OG0000568	EWB00_009855.1, EWB00_009855.2	FGIG_08255
OG0000569	EWB00_008513.2, EWB00_008513.4, EWB00_008513.1, EWB00_008513.3, EWB00_008513.5	FGIG_08518
OG0000570	EWB00_010004	FGIG_11175, FGIG_11174, FGIG_08779
OG0000571	EWB00_003064.1, EWB00_003064.2	FGIG_09381, FGIG_08972
OG0000572	EWB00_000508	FGIG_10316
OG0000574	EWB00_007575, EWB00_007578	FGIG_11179, FGIG_10756
OG0000575	EWB00_009684.3, EWB00_009684.4, EWB00_009684.2, EWB00_009684.5, EWB00_009684.6, EWB00_009684.7, EWB00_009684.1	FGIG_10778
OG0000576	EWB00_004903	FGIG_11079
OG0000580	EWB00_003419	FGIG_06846
OG0000581	EWB00_011088.3, EWB00_011088.2, EWB00_011088.1	FGIG_01599, FGIG_01600, FGIG_01602
OG0000582	EWB00_007044, EWB00_009714, EWB00_007043	FGIG_08180, FGIG_01623, FGIG_12483, FGIG_04914
OG0000582	EWB00_007042	FGIG_04913
OG0000583	EWB00_011310.1, EWB00_011310.2	FGIG_01854
OG0000584	EWB00_003311	FGIG_02128
OG0000585	EWB00_010839, EWB00_010840	FGIG_03970
OG0000586	EWB00_007451.1, EWB00_007451.2	FGIG_04310
OG0000587	EWB00_005771, EWB00_005770	FGIG_06053, FGIG_06054, FGIG_06186, FGIG_06185, FGIG_10628
OG0000588	EWB00_005759.1, EWB00_005759.2	FGIG_04873, FGIG_04872
OG0000589	EWB00_000767.3, EWB00_000767.4, EWB00_000767.1, EWB00_000767.2	FGIG_05822
OG0000590	EWB00_007928	FGIG_06108
OG0000590	EWB00_002833	FGIG_09604
OG0000591	EWB00_001644.1, EWB00_001644.2	FGIG_07049
OG0000592	EWB00_004130	FGIG_07330
OG0000593	EWB00_009305, EWB00_010907	FGIG_07487
OG0000594	EWB00_002991	FGIG_09951
OG0000595	EWB00_010775	FGIG_10443
OG0000598	EWB00_004687	FGIG_00058
OG0000599	EWB00_005904.1, EWB00_005904.2	FGIG_00310
OG0000600	EWB00_006231.1, EWB00_006231.2	FGIG_00415
OG0000601	EWB00_001427.1, EWB00_001427.2	FGIG_00679, FGIG_00677
OG0000601	EWB00_007989, EWB00_007990	FGIG_06993, FGIG_06994
OG0000602	EWB00_002351, EWB00_002350	FGIG_07880, FGIG_00906
OG0000603	EWB00_004420.1, EWB00_004420.2	FGIG_01276
OG0000604	EWB00_006171.7, EWB00_006171.1, EWB00_006171.4, EWB00_006171.2, EWB00_006171.3, EWB00_006171.5, EWB00_006171.6	FGIG_01861
OG0000605	EWB00_007008.2, EWB00_007008.1, EWB00_010874.1, EWB00_010874.2	FGIG_04127, FGIG_05340, FGIG_08932, FGIG_04128, FGIG_06075, FGIG_02168, FGIG_09785, FGIG_11355, FGIG_08151
OG0000606	EWB00_000068	FGIG_02582
OG0000606	EWB00_008081	FGIG_02582
OG0000606	EWB00_000068	FGIG_04619
OG0000606	EWB00_008081	FGIG_04619
OG0000606	EWB00_000068	FGIG_05706
OG0000606	EWB00_008081	FGIG_05706
OG0000606	EWB00_006291	FGIG_11978
OG0000607	EWB00_007459.1, EWB00_007459.5, EWB00_007459.2, EWB00_007459.3, EWB00_007459.4	FGIG_02390
OG0000608	EWB00_003677	FGIG_12153, FGIG_02513
OG0000609	EWB00_010886.1, EWB00_010886.2	FGIG_03553
OG0000610	EWB00_007565.1, EWB00_007565.2, EWB00_007565.3	FGIG_04026
OG0000611	EWB00_006356	FGIG_04031, FGIG_04611, FGIG_04610
OG0000612	EWB00_003067	FGIG_05075, FGIG_07356
OG0000613	EWB00_005606.2, EWB00_005606.4, EWB00_005606.1, EWB00_005606.3	FGIG_05297
OG0000614	EWB00_009700.1, EWB00_009700.2, EWB00_009700.4, EWB00_009700.3	FGIG_07551, FGIG_05357, FGIG_05708
OG0000615	EWB00_002696.1, EWB00_002696.2	FGIG_05820
OG0000616	EWB00_007965	FGIG_05900, FGIG_05899, FGIG_05901, FGIG_05902
OG0000617	EWB00_000154.3, EWB00_000154.9, EWB00_000154.4, EWB00_000154.1, EWB00_000154.2, EWB00_000154.6, EWB00_000154.7, EWB00_000154.8, EWB00_000154.5, EWB00_000154.12, EWB00_000154.10, EWB00_000154.11	FGIG_06140
OG0000618	EWB00_004319.1, EWB00_004319.2, EWB00_004319.3	FGIG_06230
OG0000619	EWB00_010236.6, EWB00_010236.7, EWB00_010236.8, EWB00_010236.1, EWB00_010236.2, EWB00_010236.3, EWB00_010236.4, EWB00_010236.5, EWB00_010236.9, EWB00_010236.10, EWB00_010236.12, EWB00_010236.13, EWB00_010236.14, EWB00_010236.11	FGIG_06508
OG0000620	EWB00_002375.1, EWB00_002375.3, EWB00_002375.2	FGIG_06888
OG0000620	EWB00_004068.1, EWB00_004068.2	FGIG_07590
OG0000621	EWB00_006007	FGIG_08191
OG0000622	EWB00_004548	FGIG_08378
OG0000623	EWB00_009348, EWB00_010005.2, EWB00_010005.1	FGIG_08778
OG0000624	EWB00_000634	FGIG_09639
OG0000625	EWB00_001308.1, EWB00_001308.2, EWB00_001308.3, EWB00_001308.4	FGIG_12467, FGIG_09809
OG0000626	EWB00_000746, EWB00_000745	FGIG_10065
OG0000627	EWB00_000167, EWB00_002190	FGIG_10215, FGIG_11735
OG0000628	EWB00_011095.1, EWB00_011095.2	FGIG_10311
OG0000629	EWB00_009522, EWB00_006221	FGIG_11102, FGIG_11404, FGIG_11103
OG0000630	EWB00_005268.2, EWB00_005268.1, EWB00_005268.3, EWB00_005268.4, EWB00_005268.5	FGIG_11115
OG0000631	EWB00_008869.1, EWB00_008869.2, EWB00_011103, EWB00_011102	FGIG_11204
OG0000632	EWB00_002685	FGIG_11309
OG0000633	EWB00_010638	FGIG_11961, FGIG_11512
OG0000636	EWB00_000571.1, EWB00_000571.2	FGIG_00195, FGIG_00194
OG0000637	EWB00_007605.1, EWB00_007605.2	FGIG_00401, FGIG_09972
OG0000638	EWB00_008903, EWB00_008904	FGIG_00444, FGIG_00445
OG0000639	EWB00_001158	FGIG_12024, FGIG_00548
OG0000640	EWB00_004497	FGIG_07362, FGIG_01307
OG0000641	EWB00_005331, EWB00_011086.3, EWB00_010148, EWB00_011086.1, EWB00_011086.2, EWB00_011086.4	FGIG_10155
OG0000643	EWB00_003546.3, EWB00_003546.1, EWB00_003546.2	FGIG_07634
OG0000643	EWB00_003547.2, EWB00_003547.3, EWB00_003547.1	FGIG_01520
OG0000645	EWB00_009473.1, EWB00_009473.2	FGIG_03205, FGIG_03204
OG0000646	EWB00_003065.2, EWB00_003065.3, EWB00_003065.1	FGIG_06464, FGIG_04063
OG0000647	EWB00_000545.3, EWB00_000545.6, EWB00_000545.1, EWB00_000545.2, EWB00_000545.5, EWB00_000545.4	FGIG_04352
OG0000648	EWB00_004964	FGIG_04810
OG0000649	EWB00_006577	FGIG_12167, FGIG_04864
OG0000650	EWB00_004553.2, EWB00_004553.1	FGIG_05802
OG0000651	EWB00_008758	FGIG_06711
OG0000652	EWB00_003930.1, EWB00_003930.2, EWB00_003930.3	FGIG_07451, FGIG_11251
OG0000653	EWB00_007802	FGIG_08008
OG0000654	EWB00_005929.2, EWB00_005929.3, EWB00_005929.1, EWB00_005929.5, EWB00_005929.4	FGIG_08135
OG0000655	EWB00_000149	FGIG_08460
OG0000656	EWB00_010547.1, EWB00_010547.2, EWB00_010547.3	FGIG_11331
OG0000657	EWB00_001860.1, EWB00_001860.2	FGIG_12016
OG0000663	EWB00_003146	FGIG_00042
OG0000664	EWB00_004155	FGIG_00049
OG0000665	EWB00_006628.2, EWB00_006628.3, EWB00_006628.1	FGIG_00160, FGIG_00161
OG0000666	EWB00_001159.3, EWB00_001159.1, EWB00_001159.2, EWB00_001159.4	FGIG_00549
OG0000667	EWB00_008456.2, EWB00_008456.1	FGIG_01542
OG0000668	EWB00_010649	FGIG_01730, FGIG_09027
OG0000669	EWB00_006275	FGIG_01837
OG0000671	EWB00_011016	FGIG_08408, FGIG_02086
OG0000672	EWB00_008803	FGIG_02238
OG0000673	EWB00_003113.3, EWB00_003113.1, EWB00_003113.2	FGIG_09403, FGIG_02862, FGIG_11262
OG0000674	EWB00_007398	FGIG_03748
OG0000675	EWB00_002750	FGIG_04836
OG0000676	EWB00_000145.1, EWB00_000145.2	FGIG_04981
OG0000677	EWB00_006281	FGIG_08608, FGIG_05149
OG0000678	EWB00_003399	FGIG_05212, FGIG_08440
OG0000679	EWB00_002723	FGIG_05421
OG0000680	EWB00_007650.3, EWB00_007650.1, EWB00_007650.2	FGIG_06325
OG0000681	EWB00_008171	FGIG_07672, FGIG_07674, FGIG_07673
OG0000682	EWB00_006378.1, EWB00_006378.2	FGIG_08671, FGIG_10440
OG0000683	EWB00_002223.1, EWB00_002223.3, EWB00_002223.2	FGIG_08868
OG0000683	EWB00_005794.1, EWB00_005794.2	FGIG_11508
OG0000684	EWB00_009748, EWB00_004484.1, EWB00_004484.2, EWB00_004484.3, EWB00_004484.4, EWB00_004484.5, EWB00_004484.6, EWB00_004484.7, EWB00_004484.8	FGIG_09603
OG0000685	EWB00_001176.4, EWB00_001176.3, EWB00_001176.1, EWB00_001176.2	FGIG_10349
OG0000686	EWB00_007957.1, EWB00_007957.2, EWB00_007957.3	FGIG_10794
OG0000687	EWB00_005020.3, EWB00_005020.1, EWB00_005020.2	FGIG_10988
OG0000688	EWB00_010232.1, EWB00_010232.3, EWB00_010232.2	FGIG_11395
