Orthogroup	fasciola_gigantica	fasciola_hepatica	opisthorchis_viverrini	s.mekongi	schistosoma_bovis	schistosoma_curassoni	schistosoma_guineensis	schistosoma_haematobium	schistosoma_intercalatum	schistosoma_japonicum	schistosoma_mansoni	schistosoma_margrebowiei	schistosoma_mattheei	schistosoma_rodhaini	schistosoma_spindale	schistosoma_turkestanicum	schmidtea_mediterranea	trichobilharzia_regenti
OG0017318	FGIG_12614																	
OG0017319	FGIG_12615																	
OG0017320	FGIG_12627																	
OG0017321	FGIG_12631																	
OG0017322	FGIG_12632																	
OG0017323	FGIG_12645																	
OG0017324	FGIG_12648																	
OG0017325	FGIG_12649																	
OG0017326	FGIG_12657																	
OG0017327	FGIG_12661																	
OG0017328	FGIG_12662																	
OG0017329	FGIG_12666																	
OG0017330	FGIG_12670																	
OG0017331	FGIG_12675																	
OG0017332	FGIG_12678																	
OG0017333	FGIG_12686																	
OG0017334	FGIG_12687																	
OG0017335	FGIG_12692																	
OG0017336	FGIG_12700																	
OG0017337	FGIG_13993																	
OG0017338	FGIG_14003																	
OG0017339		FhHiC23_g10009.t1																
OG0017340		FhHiC23_g10010.t1																
OG0017341		FhHiC23_g10014.t1																
OG0017342		FhHiC23_g10015.t1																
OG0017343		FhHiC23_g10024.t1																
OG0017344		FhHiC23_g10026.t1																
OG0017345		FhHiC23_g10029.t1																
OG0017346		FhHiC23_g10037.t1																
OG0017347		FhHiC23_g10040.t1																
OG0017348		FhHiC23_g10044.t1																
OG0017349		FhHiC23_g10059.t1																
OG0017350		FhHiC23_g10064.t1																
OG0017351		FhHiC23_g10075.t1																
OG0017352		FhHiC23_g10082.t1																
OG0017353		FhHiC23_g10086.t1																
OG0017354		FhHiC23_g10087.t1																
OG0017355		FhHiC23_g10088.t1																
OG0017356		FhHiC23_g10089.t1																
OG0017357		FhHiC23_g10090.t1																
OG0017358		FhHiC23_g10092.t1																
OG0017359		FhHiC23_g10100.t1																
OG0017360		FhHiC23_g10102.t1																
OG0017361		FhHiC23_g10105.t1																
OG0017362		FhHiC23_g10112.t1																
OG0017363		FhHiC23_g10117.t1																
OG0017364		FhHiC23_g1013.t1																
OG0017365		FhHiC23_g10135.t1																
OG0017366		FhHiC23_g10136.t1																
OG0017367		FhHiC23_g10137.t1																
OG0017368		FhHiC23_g10137.t2																
OG0017369		FhHiC23_g10137.t3																
OG0017370		FhHiC23_g10137.t4																
OG0017371		FhHiC23_g10142.t1																
OG0017372		FhHiC23_g10143.t1																
OG0017373		FhHiC23_g10144.t1																
OG0017374		FhHiC23_g10144.t2																
OG0017375		FhHiC23_g10145.t1																
OG0017376		FhHiC23_g10145.t2																
OG0017377		FhHiC23_g10146.t1																
OG0017378		FhHiC23_g10147.t1																
OG0017379		FhHiC23_g10148.t1																
OG0017380		FhHiC23_g10149.t1																
OG0017381		FhHiC23_g10151.t1																
OG0017382		FhHiC23_g10152.t1																
OG0017383		FhHiC23_g10154.t1																
OG0017384		FhHiC23_g10158.t1																
OG0017385		FhHiC23_g10163.t1																
OG0017386		FhHiC23_g10166.t1																
OG0017387		FhHiC23_g10168.t1																
OG0017388		FhHiC23_g10169.t1																
OG0017389		FhHiC23_g1017.t1																
OG0017390		FhHiC23_g10172.t1																
OG0017391		FhHiC23_g10177.t1																
OG0017392		FhHiC23_g10178.t1																
OG0017393		FhHiC23_g10183.t1																
OG0017394		FhHiC23_g10188.t1																
OG0017395		FhHiC23_g10189.t1																
OG0017396		FhHiC23_g10190.t1																
OG0017397		FhHiC23_g10198.t1																
OG0017398		FhHiC23_g10199.t1																
OG0017399		FhHiC23_g102.t1																
OG0017400		FhHiC23_g10204.t1																
OG0017401		FhHiC23_g10211.t1																
OG0017402		FhHiC23_g10235.t1																
OG0017403		FhHiC23_g10240.t1																
OG0017404		FhHiC23_g10242.t1																
OG0017405		FhHiC23_g10248.t1																
OG0017406		FhHiC23_g10249.t1																
OG0017407		FhHiC23_g10250.t1																
OG0017408		FhHiC23_g10256.t1																
OG0017409		FhHiC23_g1026.t1																
OG0017410		FhHiC23_g10287.t1																
OG0017411		FhHiC23_g10296.t1																
OG0017412		FhHiC23_g10297.t1																
OG0017413		FhHiC23_g10298.t1																
OG0017414		FhHiC23_g1030.t1																
OG0017415		FhHiC23_g1031.t1																
OG0017416		FhHiC23_g10324.t1																
OG0017417		FhHiC23_g10352.t1																
OG0017418		FhHiC23_g10353.t1																
OG0017419		FhHiC23_g10354.t1																
OG0017420		FhHiC23_g10356.t1																
OG0017421		FhHiC23_g10363.t1																
OG0017422		FhHiC23_g10364.t1																
OG0017423		FhHiC23_g10384.t1																
OG0017424		FhHiC23_g10385.t1																
OG0017425		FhHiC23_g10394.t1																
OG0017426		FhHiC23_g10398.t1																
OG0017427		FhHiC23_g104.t1																
OG0017428		FhHiC23_g10401.t1																
OG0017429		FhHiC23_g10431.t1																
OG0017430		FhHiC23_g10438.t1																
OG0017431		FhHiC23_g1044.t1																
OG0017432		FhHiC23_g10440.t1																
OG0017433		FhHiC23_g10445.t1																
OG0017434		FhHiC23_g10446.t1																
OG0017435		FhHiC23_g10447.t1																
OG0017436		FhHiC23_g10450.t1																
OG0017437		FhHiC23_g10459.t1																
OG0017438		FhHiC23_g10460.t1																
OG0017439		FhHiC23_g10463.t1																
OG0017440		FhHiC23_g10465.t1																
OG0017441		FhHiC23_g10467.t1																
OG0017442		FhHiC23_g10473.t1																
OG0017443		FhHiC23_g10484.t1																
OG0017444		FhHiC23_g1049.t1																
OG0017445		FhHiC23_g10507.t1																
OG0017446		FhHiC23_g10509.t1																
OG0017447		FhHiC23_g10601.t1																
OG0017448		FhHiC23_g10607.t1																
OG0017449		FhHiC23_g10608.t1																
OG0017450		FhHiC23_g1061.t1																
OG0017451		FhHiC23_g10617.t1																
OG0017452		FhHiC23_g1062.t1																
OG0017453		FhHiC23_g10621.t1																
OG0017454		FhHiC23_g10628.t1																
OG0017455		FhHiC23_g10634.t1																
OG0017456		FhHiC23_g1065.t1																
OG0017457		FhHiC23_g10656.t1																
OG0017458		FhHiC23_g10660.t1																
OG0017459		FhHiC23_g10662.t1																
OG0017460		FhHiC23_g10670.t1																
OG0017461		FhHiC23_g10682.t1																
OG0017462		FhHiC23_g10686.t1																
OG0017463		FhHiC23_g10690.t1																
OG0017464		FhHiC23_g10708.t1																
OG0017465		FhHiC23_g10721.t1																
OG0017466		FhHiC23_g10726.t1																
OG0017467		FhHiC23_g10732.t1																
OG0017468		FhHiC23_g10736.t1																
OG0017469		FhHiC23_g1074.t1																
OG0017470		FhHiC23_g10740.t1																
OG0017471		FhHiC23_g10741.t1																
OG0017472		FhHiC23_g10748.t1																
OG0017473		FhHiC23_g10749.t1																
OG0017474		FhHiC23_g10753.t1																
OG0017475		FhHiC23_g10781.t1																
OG0017476		FhHiC23_g10787.t1																
OG0017477		FhHiC23_g108.t1																
OG0017478		FhHiC23_g10803.t1																
OG0017479		FhHiC23_g10810.t1																
OG0017480		FhHiC23_g10814.t1																
OG0017481		FhHiC23_g10815.t1																
OG0017482		FhHiC23_g10816.t1																
OG0017483		FhHiC23_g10821.t1																
OG0017484		FhHiC23_g10822.t1																
OG0017485		FhHiC23_g10823.t1																
OG0017486		FhHiC23_g10824.t1																
OG0017487		FhHiC23_g10825.t1																
OG0017488		FhHiC23_g10826.t1																
OG0017489		FhHiC23_g10841.t1																
OG0017490		FhHiC23_g10847.t1																
OG0017491		FhHiC23_g10848.t1																
OG0017492		FhHiC23_g1085.t1																
OG0017493		FhHiC23_g10850.t1																
OG0017494		FhHiC23_g10860.t1																
OG0017495		FhHiC23_g10870.t1																
OG0017496		FhHiC23_g10894.t1																
OG0017497		FhHiC23_g10898.t1																
OG0017498		FhHiC23_g109.t1																
OG0017499		FhHiC23_g10905.t1																
OG0017500		FhHiC23_g10906.t1																
OG0017501		FhHiC23_g1091.t1																
OG0017502		FhHiC23_g10915.t1																
OG0017503		FhHiC23_g10917.t1																
OG0017504		FhHiC23_g10923.t1																
OG0017505		FhHiC23_g10926.t1																
OG0017506		FhHiC23_g10927.t1																
OG0017507		FhHiC23_g10928.t1																
OG0017508		FhHiC23_g10929.t1																
OG0017509		FhHiC23_g10930.t1																
OG0017510		FhHiC23_g10931.t1																
OG0017511		FhHiC23_g10932.t1																
OG0017512		FhHiC23_g10933.t1																
OG0017513		FhHiC23_g10934.t1																
OG0017514		FhHiC23_g10942.t1																
OG0017515		FhHiC23_g10944.t1																
OG0017516		FhHiC23_g10946.t1																
OG0017517		FhHiC23_g10955.t1																
OG0017518		FhHiC23_g10956.t1																
OG0017519		FhHiC23_g10957.t1																
OG0017520		FhHiC23_g10960.t1																
OG0017521		FhHiC23_g10963.t1																
OG0017522		FhHiC23_g1097.t1																
OG0017523		FhHiC23_g10999.t2																
OG0017524		FhHiC23_g11001.t1																
OG0017525		FhHiC23_g11025.t1																
OG0017526		FhHiC23_g11031.t1																
OG0017527		FhHiC23_g1104.t1																
OG0017528		FhHiC23_g11043.t1																
OG0017529		FhHiC23_g11050.t1																
OG0017530		FhHiC23_g1106.t1																
OG0017531		FhHiC23_g11063.t3																
OG0017532		FhHiC23_g11065.t1																
OG0017533		FhHiC23_g11068.t1																
OG0017534		FhHiC23_g11069.t1																
OG0017535		FhHiC23_g1107.t1																
OG0017536		FhHiC23_g11070.t1																
OG0017537		FhHiC23_g11073.t1																
OG0017538		FhHiC23_g11076.t1																
OG0017539		FhHiC23_g11077.t1																
OG0017540		FhHiC23_g11078.t1																
OG0017541		FhHiC23_g11081.t1																
OG0017542		FhHiC23_g11085.t1																
OG0017543		FhHiC23_g11089.t1																
OG0017544		FhHiC23_g11095.t1																
OG0017545		FhHiC23_g11096.t1																
OG0017546		FhHiC23_g11101.t1																
OG0017547		FhHiC23_g11102.t1																
OG0017548		FhHiC23_g11106.t1																
OG0017549		FhHiC23_g11114.t1																
OG0017550		FhHiC23_g11115.t1																
OG0017551		FhHiC23_g11118.t1																
OG0017552		FhHiC23_g1113.t1																
OG0017553		FhHiC23_g11136.t1																
OG0017554		FhHiC23_g11137.t1																
OG0017555		FhHiC23_g1114.t1																
OG0017556		FhHiC23_g11152.t1																
OG0017557		FhHiC23_g11155.t1																
OG0017558		FhHiC23_g11166.t1																
OG0017559		FhHiC23_g11171.t1																
OG0017560		FhHiC23_g11177.t1																
OG0017561		FhHiC23_g11179.t1																
OG0017562		FhHiC23_g11196.t1																
OG0017563		FhHiC23_g11198.t1																
OG0017564		FhHiC23_g11199.t1																
OG0017565		FhHiC23_g1120.t1																
OG0017566		FhHiC23_g11206.t1																
OG0017567		FhHiC23_g11220.t1																
OG0017568		FhHiC23_g11221.t1																
OG0017569		FhHiC23_g11222.t1																
OG0017570		FhHiC23_g11223.t1																
OG0017571		FhHiC23_g11227.t1																
OG0017572		FhHiC23_g11228.t1																
OG0017573		FhHiC23_g11231.t1																
OG0017574		FhHiC23_g11234.t1																
OG0017575		FhHiC23_g11239.t1																
OG0017576		FhHiC23_g11242.t1																
OG0017577		FhHiC23_g11248.t1																
OG0017578		FhHiC23_g11257.t1																
OG0017579		FhHiC23_g11258.t1																
OG0017580		FhHiC23_g11260.t1																
OG0017581		FhHiC23_g11261.t1																
OG0017582		FhHiC23_g11266.t2																
OG0017583		FhHiC23_g11274.t1																
OG0017584		FhHiC23_g11282.t1																
OG0017585		FhHiC23_g11289.t1																
OG0017586		FhHiC23_g11295.t1																
OG0017587		FhHiC23_g113.t1																
OG0017588		FhHiC23_g11303.t1																
OG0017589		FhHiC23_g11304.t1																
OG0017590		FhHiC23_g1131.t1																
OG0017591		FhHiC23_g11313.t1																
OG0017592		FhHiC23_g11323.t1																
OG0017593		FhHiC23_g11324.t1																
OG0017594		FhHiC23_g11326.t1																
OG0017595		FhHiC23_g11334.t1																
OG0017596		FhHiC23_g11337.t1																
