Orthogroup	schmidtea_mediterranea	schistosoma_curassoni
OG0000094	h1SMcT0012585.1, h1SMcT0012585.2, h1SMcT0012585.3, h1SMcT0012585.4	SCUR1_8440.11, SCUR1_8440.13, SCUR1_8440.5, SCUR1_8440.9, SCUR1_8440.4, SCUR1_8440.6, SCUR1_8440.7, SCUR1_8440.1, SCUR1_8440.2, SCUR1_8440.3, SCUR1_8440.8, SCUR1_8440.12, SCUR1_8440.16, SCUR1_8440.15, SCUR1_8440.14, SCUR1_8440.10
OG0000095	h1SMcT0021838.1, h1SMcT0021838.2, h1SMcT0011469.2, h1SMcT0011469.1, h1SMcT0011469.3	SCUR1_61370.7, SCUR1_61370.1, SCUR1_61370.3, SCUR1_61370.5, SCUR1_61370.6, SCUR1_61370.4, SCUR1_61370.9, SCUR1_61370.2, SCUR1_61370.8
OG0000096	h1SMcT0000023.4, h1SMcT0011453.2, h1SMcT0011453.4, h1SMcT0011453.3, h1SMcT0011453.1	SCUR1_35430.4, SCUR1_35430.6, SCUR1_35430.10, SCUR1_35430.5, SCUR1_35430.14, SCUR1_35430.8, SCUR1_35430.12, SCUR1_35430.2, SCUR1_35430.15, SCUR1_35430.9, SCUR1_35430.11, SCUR1_35430.7, SCUR1_35430.1, SCUR1_35430.13, SCUR1_35430.3
OG0000097	h1SMcT0003774.1, h1SMcT0003774.2	SCUR1_6890.25, SCUR1_6890.2, SCUR1_6890.20, SCUR1_6890.24, SCUR1_6890.10, SCUR1_6890.15, SCUR1_6890.17, SCUR1_6890.19, SCUR1_6890.23, SCUR1_6890.5, SCUR1_6890.8, SCUR1_6890.21, SCUR1_6890.16, SCUR1_6890.18, SCUR1_6890.26, SCUR1_6890.6, SCUR1_6890.1, SCUR1_6890.12, SCUR1_6890.13, SCUR1_6890.14, SCUR1_6890.3, SCUR1_6890.4, SCUR1_6890.7, SCUR1_6890.9, SCUR1_6890.11, SCUR1_6890.22
OG0000098	h1SMcT0007496.1, h1SMcT0005587.1, h1SMcT0015817.1, h1SMcT0019234.1	SCUR1_94810.1, SCUR1_41240.1
OG0000098	h1SMcT0011165.1, h1SMcT0011165.2, h1SMcT0011350.1, h1SMcT0006787.1, h1SMcT0006787.6, h1SMcT0006787.2	SCUR1_98370.1, SCUR1_66460.3, SCUR1_66460.1, SCUR1_66460.4, SCUR1_66460.2, SCUR1_66510.1
OG0000099	h1SMcT0013445.1, h1SMcT0008305.1	SCUR1_67230.1, SCUR1_67230.3, SCUR1_67230.2
OG0000099	h1SMcT0010163.1, h1SMcT0020690.1, h1SMcT0020690.2	SCUR1_71170.4, SCUR1_71170.3, SCUR1_71170.7, SCUR1_71170.2, SCUR1_71170.1, SCUR1_71170.5, SCUR1_71170.6
OG0000102	h1SMcT0005449.1, h1SMcT0005449.3, h1SMcT0005449.8, h1SMcT0005449.6, h1SMcT0005449.9, h1SMcT0005449.10, h1SMcT0005449.4, h1SMcT0005449.14, h1SMcT0005449.5, h1SMcT0005449.13, h1SMcT0005449.2, h1SMcT0005449.12, h1SMcT0005449.15, h1SMcT0005449.11, h1SMcT0005449.7	SCUR1_5960.1, SCUR1_58590.1, SCUR1_58590.2, SCUR1_58590.3
OG0000104	h1SMcT0000528.1, h1SMcT0000528.2	SCUR1_6110.1, SCUR1_6110.10, SCUR1_6110.11, SCUR1_6110.16, SCUR1_6110.3, SCUR1_6110.7, SCUR1_6110.13, SCUR1_6110.15, SCUR1_6110.4, SCUR1_6110.9, SCUR1_6110.17, SCUR1_6110.14, SCUR1_6110.6, SCUR1_6110.8, SCUR1_6110.12, SCUR1_6110.2, SCUR1_6110.5
OG0000105	h1SMcT0022377.1	SCUR1_7610.1
OG0000107	h1SMcT0017891.1, h1SMcT0017816.5, h1SMcT0017816.1, h1SMcT0017816.2, h1SMcT0004777.4, h1SMcT0008529.1, h1SMcT0022948.1, h1SMcT0021599.1, h1SMcT0021599.2	SCUR1_56400.1
OG0000108	h1SMcT0014301.3, h1SMcT0014301.4, h1SMcT0014301.5, h1SMcT0020891.1, h1SMcT0011666.3, h1SMcT0011666.1, h1SMcT0011666.2	SCUR1_8280.1
OG0000110	h1SMcT0005911.1, h1SMcT0005911.2, h1SMcT0005912.1, h1SMcT0005912.2, h1SMcT0005912.3	SCUR1_29820.1, SCUR1_29820.2, SCUR1_29800.2, SCUR1_29800.4, SCUR1_29800.1, SCUR1_29800.5, SCUR1_29800.3, SCUR1_29830.1, SCUR1_29840.2, SCUR1_29840.1
OG0000111	h1SMcT0017964.1, h1SMcT0017964.3, h1SMcT0017964.2	SCUR1_41310.1
OG0000111	h1SMcT0016216.1	SCUR1_51960.1
OG0000116	h1SMcT0000626.1, h1SMcT0000626.2	SCUR1_50170.11, SCUR1_50170.5, SCUR1_50170.12, SCUR1_50170.18, SCUR1_50170.22, SCUR1_50170.13, SCUR1_50170.8, SCUR1_50170.1, SCUR1_50170.15, SCUR1_50170.19, SCUR1_50170.10, SCUR1_50170.4, SCUR1_50170.7, SCUR1_50170.14, SCUR1_50170.2, SCUR1_50170.20, SCUR1_50170.3, SCUR1_50170.6, SCUR1_50170.17, SCUR1_50170.21, SCUR1_50170.16, SCUR1_50170.9
OG0000119	h1SMcT0002719.1, h1SMcT0002719.5	SCUR1_94000.1, SCUR1_94010.1
OG0000123	h1SMcT0019857.6, h1SMcT0019857.1, h1SMcT0019857.2, h1SMcT0019857.4, h1SMcT0019857.3, h1SMcT0019857.7, h1SMcT0019857.8, h1SMcT0019857.5, h1SMcT0019857.9	SCUR1_77980.6, SCUR1_77980.3, SCUR1_77980.4, SCUR1_77980.7, SCUR1_77980.5, SCUR1_77980.8, SCUR1_77980.1, SCUR1_77980.10, SCUR1_77980.9, SCUR1_77980.2
OG0000125	h1SMcT0011948.1, h1SMcT0011948.2, h1SMcT0011948.3, h1SMcT0011948.5, h1SMcT0011948.4	SCUR1_98170.3, SCUR1_98170.12, SCUR1_98170.8, SCUR1_98170.10, SCUR1_98170.13, SCUR1_98170.5, SCUR1_98170.11, SCUR1_98170.7, SCUR1_98170.4, SCUR1_98170.1, SCUR1_98170.14, SCUR1_98170.2, SCUR1_98170.9, SCUR1_98170.6
OG0000126	h1SMcT0004819.1, h1SMcT0004819.2, h1SMcT0017022.1, h1SMcT0017022.2	SCUR1_70020.1, SCUR1_70020.11, SCUR1_70020.2, SCUR1_70020.5, SCUR1_70020.9, SCUR1_70020.13, SCUR1_70020.10, SCUR1_70020.3, SCUR1_70020.8, SCUR1_70020.12, SCUR1_70020.4, SCUR1_70020.6, SCUR1_70020.7
OG0000127	h1SMcT0019776.1, h1SMcT0019776.2	SCUR1_22630.19, SCUR1_22630.1, SCUR1_22630.2, SCUR1_22630.3, SCUR1_22630.4, SCUR1_22630.20, SCUR1_22630.21, SCUR1_22630.10, SCUR1_22630.11, SCUR1_22630.12, SCUR1_22630.13, SCUR1_22630.14, SCUR1_22630.15, SCUR1_22630.16, SCUR1_22630.17, SCUR1_22630.18, SCUR1_22630.5, SCUR1_22630.6, SCUR1_22630.7, SCUR1_22630.8, SCUR1_22630.9
OG0000128	h1SMcT0019778.1, h1SMcT0019778.2	SCUR1_43200.15, SCUR1_43200.4, SCUR1_43200.1, SCUR1_43200.13, SCUR1_43200.14, SCUR1_43200.2, SCUR1_43200.5, SCUR1_43200.6, SCUR1_43200.7, SCUR1_43200.8, SCUR1_43200.9, SCUR1_43200.12, SCUR1_43200.10, SCUR1_43200.11, SCUR1_43200.3
OG0000129	h1SMcT0011909.1, h1SMcT0011909.2, h1SMcT0011909.3, h1SMcT0011909.4	SCUR1_32360.1
OG0000130	h1SMcT0009248.1	SCUR1_80070.2, SCUR1_80070.3, SCUR1_80070.5, SCUR1_80070.1, SCUR1_80070.4, SCUR1_80070.6
OG0000132	h1SMcT0018387.2, h1SMcT0018387.3, h1SMcT0018387.1, h1SMcT0018387.4, h1SMcT0021597.2, h1SMcT0021597.4, h1SMcT0021597.3, h1SMcT0021597.1	SCUR1_35640.1, SCUR1_35640.4, SCUR1_35640.6, SCUR1_35640.3, SCUR1_35640.7, SCUR1_35640.8, SCUR1_35640.9, SCUR1_35640.10, SCUR1_35640.2, SCUR1_35640.5
OG0000133	h1SMcT0003610.3, h1SMcT0003610.1, h1SMcT0003610.2	SCUR1_31650.5, SCUR1_31650.16, SCUR1_31650.11, SCUR1_31650.15, SCUR1_31650.10, SCUR1_31650.2, SCUR1_31650.3, SCUR1_31650.6, SCUR1_31650.7, SCUR1_31650.9, SCUR1_31650.12, SCUR1_31650.13, SCUR1_31650.4, SCUR1_31650.1, SCUR1_31650.14, SCUR1_31650.8
OG0000134	h1SMcT0006437.1, h1SMcT0006437.2, h1SMcT0006437.3	SCUR1_20900.10, SCUR1_20900.7, SCUR1_20900.9, SCUR1_20900.11, SCUR1_20900.1, SCUR1_20900.8, SCUR1_20900.2, SCUR1_20900.3, SCUR1_20900.4, SCUR1_20900.6, SCUR1_20900.5
OG0000135	h1SMcT0016982.1, h1SMcT0016982.5, h1SMcT0016982.6, h1SMcT0016982.3, h1SMcT0016982.2, h1SMcT0016982.4, h1SMcT0009230.3, h1SMcT0009230.4, h1SMcT0009230.2, h1SMcT0009230.1	SCUR1_13470.2, SCUR1_13470.1
OG0000136	h1SMcT0000155.1	SCUR1_7290.7, SCUR1_7290.5, SCUR1_7290.8, SCUR1_7290.9, SCUR1_7320.1, SCUR1_7290.14, SCUR1_7290.4, SCUR1_7290.1, SCUR1_7290.13, SCUR1_7290.12, SCUR1_7290.3, SCUR1_7290.10, SCUR1_7290.11, SCUR1_7290.2, SCUR1_7290.6, SCUR1_7290.16, SCUR1_7290.15
OG0000137	h1SMcT0023090.1	SCUR1_42250.1, SCUR1_42260.1, SCUR1_42200.1, SCUR1_42230.1, SCUR1_42240.1, SCUR1_42220.1, SCUR1_42210.6, SCUR1_42210.7, SCUR1_42210.1, SCUR1_42210.3, SCUR1_42210.4, SCUR1_42210.2, SCUR1_42210.5
OG0000138	h1SMcT0020322.1	SCUR1_86130.4, SCUR1_86130.5, SCUR1_86130.3, SCUR1_86130.1, SCUR1_86130.2
OG0000138	h1SMcT0012517.1, h1SMcT0003884.5, h1SMcT0003884.11, h1SMcT0003884.12, h1SMcT0003884.4, h1SMcT0003884.7, h1SMcT0003884.10, h1SMcT0003884.6, h1SMcT0003884.8, h1SMcT0003884.1, h1SMcT0003884.9, h1SMcT0003884.2, h1SMcT0003884.13, h1SMcT0003884.3	SCUR1_45200.5, SCUR1_45200.7, SCUR1_45200.1, SCUR1_45200.2, SCUR1_45200.4, SCUR1_45200.3, SCUR1_45200.6
OG0000139	h1SMcT0002285.1	SCUR1_3920.3, SCUR1_3920.4, SCUR1_3920.7, SCUR1_3920.1, SCUR1_3920.5, SCUR1_3920.2, SCUR1_3920.8, SCUR1_3920.6
OG0000140	h1SMcT0010178.1, h1SMcT0010178.3, h1SMcT0010178.2, h1SMcT0010489.1, h1SMcT0018139.18	SCUR1_75550.26, SCUR1_75550.36, SCUR1_75550.27, SCUR1_75550.7, SCUR1_75550.24, SCUR1_75550.3, SCUR1_75550.37, SCUR1_75550.10, SCUR1_75550.38, SCUR1_75550.28, SCUR1_75550.23, SCUR1_75550.22, SCUR1_75550.32, SCUR1_75550.21, SCUR1_75550.5, SCUR1_75550.20, SCUR1_75550.29, SCUR1_75550.1, SCUR1_75550.18, SCUR1_75550.31, SCUR1_75550.39, SCUR1_75550.4, SCUR1_75550.35, SCUR1_75550.8, SCUR1_75550.6, SCUR1_75550.30, SCUR1_75550.11, SCUR1_75550.2, SCUR1_75550.34, SCUR1_75550.16, SCUR1_75550.12, SCUR1_75550.13, SCUR1_75550.14, SCUR1_75550.9, SCUR1_75550.15, SCUR1_75550.17, SCUR1_75550.25, SCUR1_75550.19, SCUR1_75550.33
OG0000142	h1SMcT0003538.1, h1SMcT0003538.2, h1SMcT0003539.1, h1SMcT0003540.1	SCUR1_21040.1, SCUR1_21030.1, SCUR1_21020.1, SCUR1_98490.1, SCUR1_20990.1, SCUR1_20980.1, SCUR1_98500.1
OG0000144	h1SMcT0012404.1	SCUR1_54730.1
OG0000144	h1SMcT0013799.1, h1SMcT0013799.2, h1SMcT0003030.1, h1SMcT0003031.1, h1SMcT0003041.1	SCUR1_27640.1, SCUR1_57080.1
OG0000145	h1SMcT0013665.1	SCUR1_33330.1, SCUR1_33340.1
OG0000146	h1SMcT0006897.1, h1SMcT0006897.2	SCUR1_90110.1
OG0000146	h1SMcT0006790.1, h1SMcT0019090.1, h1SMcT0014811.1, h1SMcT0020845.1	SCUR1_56690.1, SCUR1_56690.2
OG0000146	h1SMcT0021690.2	SCUR1_29170.1, SCUR1_29170.2, SCUR1_47300.1, SCUR1_47300.3
OG0000147	h1SMcT0011597.1	SCUR1_36280.12, SCUR1_36280.13, SCUR1_36280.1, SCUR1_36280.10, SCUR1_36280.2, SCUR1_36280.3, SCUR1_36280.4, SCUR1_36280.5, SCUR1_36280.6, SCUR1_36280.7, SCUR1_36280.8, SCUR1_36280.9, SCUR1_36280.11
OG0000149	h1SMcT0005461.1, h1SMcT0005461.2	SCUR1_53880.1, SCUR1_53880.12, SCUR1_53880.16, SCUR1_53880.18, SCUR1_53880.2, SCUR1_53880.3, SCUR1_53880.4, SCUR1_53880.5, SCUR1_53880.6, SCUR1_53880.9, SCUR1_53880.10, SCUR1_53880.11, SCUR1_53880.13, SCUR1_53880.14, SCUR1_53880.15, SCUR1_53880.17, SCUR1_53880.7, SCUR1_53880.8
OG0000151	h1SMcT0006201.1	SCUR1_63460.4, SCUR1_63460.6, SCUR1_63460.7, SCUR1_63460.8, SCUR1_63460.1, SCUR1_63460.2, SCUR1_63460.10, SCUR1_63460.11, SCUR1_63460.5, SCUR1_63460.9, SCUR1_63460.3
OG0000152	h1SMcT0001548.1	SCUR1_11190.1, SCUR1_11080.1, SCUR1_11080.5, SCUR1_11080.2, SCUR1_11080.3, SCUR1_11080.4, SCUR1_11080.6
OG0000153	h1SMcT0022006.1, h1SMcT0020307.1, h1SMcT0020306.1, h1SMcT0020306.2, h1SMcT0020303.1, h1SMcT0020304.1, h1SMcT0020305.1	SCUR1_50080.1
OG0000154	h1SMcT0021968.1, h1SMcT0021968.8, h1SMcT0021968.2, h1SMcT0021968.4, h1SMcT0021968.5, h1SMcT0021968.7, h1SMcT0021968.3, h1SMcT0021968.6	SCUR1_18440.1
OG0000155	h1SMcT0001030.1	SCUR1_37160.1
OG0000156	h1SMcT0017161.2, h1SMcT0002712.1	SCUR1_21220.1, SCUR1_21220.2, SCUR1_21220.3, SCUR1_21220.4, SCUR1_21230.1, SCUR1_21230.2, SCUR1_21230.4, SCUR1_21230.5, SCUR1_21230.3
OG0000157	h1SMcT0018006.1, h1SMcT0018092.1, h1SMcT0018092.2, h1SMcT0005006.1, h1SMcT0005006.2	SCUR1_61660.1
OG0000157	h1SMcT0001155.1, h1SMcT0001155.2, h1SMcT0016076.1, h1SMcT0020455.1	SCUR1_44090.1
OG0000157	h1SMcT0013969.1, h1SMcT0013969.2	SCUR1_93070.1
OG0000158	h1SMcT0021962.1, h1SMcT0021962.2, h1SMcT0021962.3, h1SMcT0021962.14, h1SMcT0021962.13, h1SMcT0021962.17, h1SMcT0021962.6, h1SMcT0021962.11, h1SMcT0021962.12, h1SMcT0021962.15, h1SMcT0021962.16, h1SMcT0021962.4, h1SMcT0021962.5, h1SMcT0021962.7, h1SMcT0021962.8, h1SMcT0021962.9, h1SMcT0021962.10	SCUR1_5550.1
OG0000159	h1SMcT0014227.1, h1SMcT0014227.2	SCUR1_62110.4, SCUR1_62110.5, SCUR1_62110.1, SCUR1_62110.2, SCUR1_62110.3, SCUR1_62110.7, SCUR1_62110.6
OG0000161	h1SMcT0012867.1	SCUR1_34910.10, SCUR1_34910.2, SCUR1_34910.7, SCUR1_34910.11, SCUR1_34910.4, SCUR1_34910.8, SCUR1_34910.9, SCUR1_34910.1, SCUR1_34910.5, SCUR1_34910.3, SCUR1_34910.6
OG0000164	h1SMcT0014759.1	SCUR1_61200.1
OG0000164	h1SMcT0021090.1	SCUR1_55550.1
OG0000164	h1SMcT0015612.1, h1SMcT0015612.2, h1SMcT0005445.1	SCUR1_30330.1
OG0000165	h1SMcT0018166.5	SCUR1_65370.11, SCUR1_65370.5, SCUR1_65370.8, SCUR1_65370.9, SCUR1_65370.10, SCUR1_65370.3, SCUR1_65370.6, SCUR1_65370.12, SCUR1_65370.2, SCUR1_65370.7, SCUR1_65370.1, SCUR1_65370.13, SCUR1_65370.4
OG0000167	h1SMcT0022585.6, h1SMcT0022585.1, h1SMcT0022585.3, h1SMcT0022585.2, h1SMcT0022585.5, h1SMcT0022585.4	SCUR1_74220.3, SCUR1_74220.4, SCUR1_74220.1, SCUR1_74220.2, SCUR1_74220.5, SCUR1_74220.6, SCUR1_74220.7
OG0000172	h1SMcT0021603.1, h1SMcT0021603.2, h1SMcT0021603.3	SCUR1_18820.1
OG0000173	h1SMcT0003247.2, h1SMcT0003247.3, h1SMcT0003247.1, h1SMcT0003247.4, h1SMcT0003247.5	SCUR1_81650.1, SCUR1_81650.2, SCUR1_81650.7, SCUR1_81650.8, SCUR1_81650.9, SCUR1_81650.16, SCUR1_81650.17, SCUR1_81650.3, SCUR1_81650.4, SCUR1_81650.5, SCUR1_81650.6, SCUR1_81650.12, SCUR1_81650.13, SCUR1_81650.10, SCUR1_81650.11, SCUR1_81650.14, SCUR1_81650.15
OG0000175	h1SMcT0007906.1, h1SMcT0018636.1, h1SMcT0020881.1, h1SMcT0002497.1, h1SMcT0019151.1	SCUR1_41410.1, SCUR1_41400.2, SCUR1_41400.1, SCUR1_41390.1, SCUR1_41380.1
OG0000177	h1SMcT0004379.1, h1SMcT0004379.9, h1SMcT0004379.10, h1SMcT0004379.5, h1SMcT0004379.4, h1SMcT0004379.2, h1SMcT0004379.8, h1SMcT0004379.3, h1SMcT0004379.7, h1SMcT0004379.6	SCUR1_58670.1, SCUR1_58670.3, SCUR1_58670.2
OG0000179	h1SMcT0009705.1, h1SMcT0009705.3, h1SMcT0009705.2, h1SMcT0009705.4	SCUR1_56030.1, SCUR1_56030.2, SCUR1_56030.3, SCUR1_56030.4, SCUR1_56030.5, SCUR1_56030.6, SCUR1_56030.7, SCUR1_56030.8, SCUR1_56040.1
OG0000180	h1SMcT0016760.1, h1SMcT0016760.2	SCUR1_81170.1, SCUR1_81170.2, SCUR1_81170.3, SCUR1_81160.1, SCUR1_81150.3, SCUR1_81150.2, SCUR1_81150.1, SCUR1_97080.1, SCUR1_81180.1
OG0000182	h1SMcT0000076.3, h1SMcT0000076.2, h1SMcT0000076.4	SCUR1_99010.1, SCUR1_57900.1, SCUR1_57900.2, SCUR1_57890.1
OG0000182	h1SMcT0000188.1, h1SMcT0000194.1, h1SMcT0000194.2	SCUR1_28970.1, SCUR1_28970.4, SCUR1_28970.2, SCUR1_28970.3, SCUR1_28970.5, SCUR1_28970.6
OG0000184	h1SMcT0015425.1, h1SMcT0015431.1	SCUR1_49860.1, SCUR1_49860.2, SCUR1_49860.3, SCUR1_49860.4, SCUR1_49860.5, SCUR1_49860.6, SCUR1_49860.7, SCUR1_49870.1
OG0000186	h1SMcT0015722.1, h1SMcT0013906.1, h1SMcT0013910.1	SCUR1_71460.6, SCUR1_71460.9, SCUR1_71460.4, SCUR1_71460.7, SCUR1_71460.2, SCUR1_71460.8, SCUR1_71460.5, SCUR1_71460.1, SCUR1_71460.12, SCUR1_71460.3, SCUR1_71460.11, SCUR1_71460.10
OG0000187	h1SMcT0002580.8, h1SMcT0002580.4, h1SMcT0002580.5, h1SMcT0002580.7, h1SMcT0002580.1, h1SMcT0002580.6, h1SMcT0002580.9, h1SMcT0002580.3, h1SMcT0002580.2, h1SMcT0009621.1, h1SMcT0009621.3, h1SMcT0009621.2	SCUR1_52340.7, SCUR1_52340.10, SCUR1_52340.8, SCUR1_52340.2, SCUR1_52340.3, SCUR1_52340.6, SCUR1_52340.5, SCUR1_52340.4, SCUR1_52340.1, SCUR1_52340.9
OG0000190	h1SMcT0007247.1	SCUR1_51710.1
OG0000192	h1SMcT0015806.1	SCUR1_62900.1
OG0000193	h1SMcT0000127.2, h1SMcT0000127.1, h1SMcT0000127.4	SCUR1_58100.1
OG0000194	h1SMcT0008145.3, h1SMcT0008145.1, h1SMcT0008145.2	SCUR1_74160.2, SCUR1_74160.3, SCUR1_74160.6, SCUR1_74160.1, SCUR1_74160.4, SCUR1_74160.5
OG0000195	h1SMcT0000620.1, h1SMcT0000620.2, h1SMcT0000620.3	SCUR1_48710.3, SCUR1_48710.2, SCUR1_48710.10, SCUR1_48710.5, SCUR1_48710.7, SCUR1_48710.8, SCUR1_48710.9, SCUR1_48710.1, SCUR1_48710.6, SCUR1_48710.4
OG0000196	h1SMcT0011061.1, h1SMcT0021737.1	SCUR1_87850.1
OG0000198	h1SMcT0018079.1	SCUR1_24650.1, SCUR1_14720.1, SCUR1_14750.2, SCUR1_14720.2, SCUR1_14750.1
OG0000199	h1SMcT0004687.1, h1SMcT0004687.2	SCUR1_32230.2, SCUR1_32230.4, SCUR1_32230.3, SCUR1_32230.7, SCUR1_32230.1, SCUR1_32230.5, SCUR1_32230.6
OG0000201	h1SMcT0009180.1	SCUR1_40620.2, SCUR1_40620.6, SCUR1_40620.1, SCUR1_40620.4, SCUR1_40620.13, SCUR1_40620.11, SCUR1_40620.10, SCUR1_40620.18, SCUR1_40620.5, SCUR1_40620.14, SCUR1_40620.12, SCUR1_40620.3, SCUR1_40620.9, SCUR1_40620.16, SCUR1_40620.15, SCUR1_40620.19, SCUR1_40620.8, SCUR1_40620.17, SCUR1_40620.7
OG0000206	h1SMcT0011551.1, h1SMcT0011551.2	SCUR1_34890.10, SCUR1_34890.11, SCUR1_34890.5, SCUR1_34890.6, SCUR1_34890.7, SCUR1_34890.8, SCUR1_34890.9, SCUR1_34890.2, SCUR1_34890.3, SCUR1_34890.1, SCUR1_34890.4
OG0000208	h1SMcT0004753.1, h1SMcT0004753.2, h1SMcT0004753.3	SCUR1_72100.2, SCUR1_72100.6, SCUR1_72100.1, SCUR1_72100.4, SCUR1_72100.5, SCUR1_72100.3
OG0000209	h1SMcT0007034.1, h1SMcT0007034.2	SCUR1_8790.3, SCUR1_8790.5, SCUR1_8790.1, SCUR1_8790.2, SCUR1_8790.4
OG0000210	h1SMcT0010216.1, h1SMcT0010216.2, h1SMcT0010216.3	SCUR1_84220.1, SCUR1_84220.5, SCUR1_84220.9, SCUR1_84220.2, SCUR1_84220.7, SCUR1_84220.11, SCUR1_84220.10, SCUR1_84220.3, SCUR1_84220.6, SCUR1_84220.4, SCUR1_84220.8
OG0000211	h1SMcT0007637.1	SCUR1_6880.1
OG0000212	h1SMcT0001354.11, h1SMcT0001354.6, h1SMcT0001354.7, h1SMcT0001354.1, h1SMcT0001354.10, h1SMcT0001354.2, h1SMcT0001354.5, h1SMcT0001354.8, h1SMcT0001354.9, h1SMcT0001354.3, h1SMcT0001354.4	SCUR1_25350.1, SCUR1_25350.2, SCUR1_25350.4, SCUR1_25350.7, SCUR1_25350.3, SCUR1_25350.5, SCUR1_25350.6
OG0000213	h1SMcT0008371.1	SCUR1_15770.4, SCUR1_15770.7, SCUR1_15770.2, SCUR1_15770.3, SCUR1_15770.6, SCUR1_15770.1, SCUR1_15770.5
OG0000217	h1SMcT0004924.1, h1SMcT0004924.2, h1SMcT0010355.1, h1SMcT0018649.1	SCUR1_32470.10, SCUR1_32470.8, SCUR1_32470.5, SCUR1_32470.9, SCUR1_32470.1, SCUR1_32470.3, SCUR1_32470.4, SCUR1_32470.2, SCUR1_32470.6, SCUR1_32470.7
OG0000218	h1SMcT0004177.1	SCUR1_16710.2, SCUR1_16710.1, SCUR1_16710.3
OG0000219	h1SMcT0000079.1	SCUR1_60180.2, SCUR1_60180.4, SCUR1_60180.1, SCUR1_60180.5, SCUR1_60180.6, SCUR1_60180.3, SCUR1_60180.7, SCUR1_60180.8
OG0000221	h1SMcT0016464.1, h1SMcT0016464.3	SCUR1_9900.2, SCUR1_9900.1
OG0000221	h1SMcT0018055.1	SCUR1_2320.1
OG0000222	h1SMcT0013919.1	SCUR1_75770.1
OG0000223	h1SMcT0005506.1	SCUR1_10160.12, SCUR1_10160.6, SCUR1_10160.1, SCUR1_10160.11, SCUR1_10160.2, SCUR1_10160.4, SCUR1_10160.9, SCUR1_10160.10, SCUR1_10160.8, SCUR1_10160.3, SCUR1_10160.5, SCUR1_10160.7
OG0000224	h1SMcT0009940.1, h1SMcT0009940.2	SCUR1_6050.4, SCUR1_6050.1, SCUR1_6050.2, SCUR1_6050.3, SCUR1_6050.5, SCUR1_6050.6, SCUR1_6050.7
OG0000225	h1SMcT0010147.1, h1SMcT0010147.2	SCUR1_2990.1
OG0000226	h1SMcT0018850.1	SCUR1_35310.1
OG0000227	h1SMcT0015210.2, h1SMcT0015210.1, h1SMcT0015210.3	SCUR1_68400.4, SCUR1_68400.3, SCUR1_68400.5, SCUR1_68400.6, SCUR1_68400.7, SCUR1_68400.1, SCUR1_68400.2
OG0000228	h1SMcT0003868.2, h1SMcT0003868.6, h1SMcT0003868.3, h1SMcT0003868.1, h1SMcT0003868.4, h1SMcT0003868.5	SCUR1_42280.5, SCUR1_42280.6, SCUR1_42280.1, SCUR1_42280.2, SCUR1_42280.3, SCUR1_42280.4
OG0000229	h1SMcT0002720.3, h1SMcT0023063.1, h1SMcT0002720.5, h1SMcT0002720.1, h1SMcT0002720.2, h1SMcT0002720.4	SCUR1_58950.1
OG0000230	h1SMcT0016060.1, h1SMcT0003291.4, h1SMcT0003291.1, h1SMcT0003291.5, h1SMcT0003291.2, h1SMcT0003291.3	SCUR1_63110.1
OG0000235	h1SMcT0013355.1, h1SMcT0013355.2, h1SMcT0015883.2, h1SMcT0015883.3, h1SMcT0003207.1, h1SMcT0003207.3, h1SMcT0014695.1, h1SMcT0017363.2	SCUR1_3780.1, SCUR1_3780.4, SCUR1_3780.5, SCUR1_3780.7, SCUR1_3780.2, SCUR1_3780.3, SCUR1_3780.6
OG0000236	h1SMcT0020439.1, h1SMcT0020439.3, h1SMcT0020439.2	SCUR1_54410.1, SCUR1_54410.4, SCUR1_54410.3, SCUR1_54410.9, SCUR1_54410.6, SCUR1_54410.7, SCUR1_54410.2, SCUR1_54410.5, SCUR1_54410.10, SCUR1_54410.8
OG0000237	h1SMcT0016068.1	SCUR1_52170.1
OG0000238	h1SMcT0021500.1, h1SMcT0021500.2	SCUR1_95300.1, SCUR1_37840.1
OG0000239	h1SMcT0019805.1, h1SMcT0019805.3, h1SMcT0019812.2, h1SMcT0019812.4, h1SMcT0019812.6, h1SMcT0019812.7, h1SMcT0019812.5, h1SMcT0019812.3, h1SMcT0019812.1, h1SMcT0019805.2	SCUR1_27350.1, SCUR1_27350.2, SCUR1_84060.1
OG0000240	h1SMcT0022933.1, h1SMcT0022933.2	SCUR1_29460.1
OG0000242	h1SMcT0006326.1, h1SMcT0008643.1	SCUR1_7420.1, SCUR1_7420.10, SCUR1_7420.12, SCUR1_7420.13, SCUR1_7420.14, SCUR1_7420.15, SCUR1_7420.16, SCUR1_7420.3, SCUR1_7420.4, SCUR1_7420.6, SCUR1_7420.9, SCUR1_7420.11, SCUR1_7420.17, SCUR1_7420.18, SCUR1_7420.5, SCUR1_7420.7, SCUR1_7420.8, SCUR1_7420.2
OG0000244	h1SMcT0003275.2, h1SMcT0003275.3, h1SMcT0003275.4	SCUR1_6160.7, SCUR1_6160.1, SCUR1_6160.2, SCUR1_6160.3, SCUR1_6160.5, SCUR1_6160.4, SCUR1_6160.6, SCUR1_6160.8
