Orthogroup	schmidtea_mediterranea	schistosoma_turkestanicum
OG0000219	h1SMcT0000079.1	STRK1_61660.1
OG0000221	h1SMcT0016464.1, h1SMcT0016464.3	STRK1_9390.1, STRK1_9390.2
OG0000221	h1SMcT0018055.1	STRK1_17630.1
OG0000222	h1SMcT0013919.1	STRK1_72970.1, STRK1_72970.2
OG0000223	h1SMcT0005506.1	STRK1_9570.1
OG0000224	h1SMcT0009940.1, h1SMcT0009940.2	STRK1_3630.1, STRK1_3630.2, STRK1_3630.3
OG0000225	h1SMcT0010147.1, h1SMcT0010147.2	STRK1_17080.1
OG0000226	h1SMcT0018850.1	STRK1_110110.1, STRK1_111280.1, STRK1_36050.1
OG0000227	h1SMcT0015210.2, h1SMcT0015210.1, h1SMcT0015210.3	STRK1_105550.1, STRK1_67030.1
OG0000228	h1SMcT0003868.2, h1SMcT0003868.6, h1SMcT0003868.3, h1SMcT0003868.1, h1SMcT0003868.4, h1SMcT0003868.5	STRK1_37190.1
OG0000229	h1SMcT0002720.3, h1SMcT0023063.1, h1SMcT0002720.5, h1SMcT0002720.1, h1SMcT0002720.2, h1SMcT0002720.4	STRK1_57310.1, STRK1_57310.2
OG0000230	h1SMcT0016060.1, h1SMcT0003291.4, h1SMcT0003291.1, h1SMcT0003291.5, h1SMcT0003291.2, h1SMcT0003291.3	STRK1_64230.1, STRK1_64230.2
OG0000235	h1SMcT0013355.1, h1SMcT0013355.2, h1SMcT0015883.2, h1SMcT0015883.3, h1SMcT0003207.1, h1SMcT0003207.3, h1SMcT0014695.1, h1SMcT0017363.2	STRK1_16390.1, STRK1_16390.2
OG0000236	h1SMcT0020439.1, h1SMcT0020439.3, h1SMcT0020439.2	STRK1_48030.1
OG0000237	h1SMcT0016068.1	STRK1_46580.1, STRK1_46580.2
OG0000238	h1SMcT0021500.1, h1SMcT0021500.2	STRK1_33370.1
OG0000239	h1SMcT0019805.1, h1SMcT0019805.3, h1SMcT0019812.2, h1SMcT0019812.4, h1SMcT0019812.6, h1SMcT0019812.7, h1SMcT0019812.5, h1SMcT0019812.3, h1SMcT0019812.1, h1SMcT0019805.2	STRK1_25400.1, STRK1_82380.1, STRK1_96300.1, STRK1_111340.1, STRK1_82370.1
OG0000240	h1SMcT0022933.1, h1SMcT0022933.2	STRK1_36510.1, STRK1_36510.2
OG0000242	h1SMcT0006326.1, h1SMcT0008643.1	STRK1_7310.1
OG0000244	h1SMcT0003275.2, h1SMcT0003275.3, h1SMcT0003275.4	STRK1_5740.1
OG0000245	h1SMcT0020223.2, h1SMcT0020223.13, h1SMcT0020223.12, h1SMcT0020223.8, h1SMcT0020223.9, h1SMcT0020223.4, h1SMcT0020223.10, h1SMcT0020223.5, h1SMcT0020223.11, h1SMcT0020223.6, h1SMcT0020223.7, h1SMcT0020223.3	STRK1_2610.1, STRK1_2610.2, STRK1_2620.1
OG0000246	h1SMcT0006409.1, h1SMcT0006409.2, h1SMcT0015152.1, h1SMcT0015152.2	STRK1_110700.1
OG0000247	h1SMcT0022281.1, h1SMcT0022281.4, h1SMcT0022281.3, h1SMcT0022281.2, h1SMcT0022281.5	STRK1_6610.2, STRK1_6610.1, STRK1_6610.3, STRK1_96250.1
OG0000248	h1SMcT0007514.1, h1SMcT0007514.9, h1SMcT0007514.3, h1SMcT0007514.4, h1SMcT0007514.5, h1SMcT0007514.6, h1SMcT0007514.8, h1SMcT0007514.10, h1SMcT0007514.2, h1SMcT0007514.7, h1SMcT0007514.11	STRK1_62100.3, STRK1_62100.4, STRK1_62100.1, STRK1_62100.2
OG0000250	h1SMcT0017080.1, h1SMcT0017553.1, h1SMcT0017553.2	STRK1_38330.1, STRK1_99630.1, STRK1_99640.1
OG0000251	h1SMcT0009291.2, h1SMcT0009291.1, h1SMcT0009291.3	STRK1_76350.1, STRK1_76350.2
OG0000253	h1SMcT0004683.1, h1SMcT0004683.2	STRK1_4200.1
OG0000254	h1SMcT0006413.1	STRK1_8800.2, STRK1_8800.5, STRK1_8800.1, STRK1_8800.3, STRK1_8790.1, STRK1_8800.4
OG0000255	h1SMcT0004493.3, h1SMcT0004493.1, h1SMcT0004493.2	STRK1_27350.1
OG0000256	h1SMcT0009206.1, h1SMcT0009157.1, h1SMcT0009159.1, h1SMcT0009177.1, h1SMcT0009175.7, h1SMcT0009175.9, h1SMcT0009175.10, h1SMcT0009175.6, h1SMcT0009175.1, h1SMcT0009175.4, h1SMcT0009175.2, h1SMcT0009175.3, h1SMcT0009175.5, h1SMcT0007334.4, h1SMcT0007334.3, h1SMcT0007334.5, h1SMcT0007333.1, h1SMcT0007332.2, h1SMcT0007332.14, h1SMcT0007332.10, h1SMcT0007332.11, h1SMcT0007332.12, h1SMcT0007332.8, h1SMcT0007332.7, h1SMcT0007332.1, h1SMcT0007332.5, h1SMcT0007332.6, h1SMcT0007332.3, h1SMcT0007332.9, h1SMcT0007332.4, h1SMcT0007332.15, h1SMcT0007332.13	STRK1_43030.1, STRK1_43030.3, STRK1_43030.2
OG0000260	h1SMcT0010473.2, h1SMcT0010473.4, h1SMcT0010473.3, h1SMcT0010473.5, h1SMcT0010473.1	STRK1_20550.1
OG0000263	h1SMcT0006997.1, h1SMcT0010756.5, h1SMcT0010756.3, h1SMcT0010756.2, h1SMcT0010756.4, h1SMcT0010756.1	STRK1_58480.1
OG0000264	h1SMcT0006536.1	STRK1_82020.1, STRK1_102900.1, STRK1_82030.1
OG0000264	h1SMcT0021907.1, h1SMcT0021907.2	STRK1_99780.1
OG0000267	h1SMcT0002462.1, h1SMcT0002462.2, h1SMcT0006864.2, h1SMcT0006864.3, h1SMcT0006864.4, h1SMcT0019460.1, h1SMcT0019460.2, h1SMcT0019460.4, h1SMcT0019460.3, h1SMcT0019460.5, h1SMcT0019460.6	STRK1_78620.1, STRK1_78620.2
OG0000268	h1SMcT0021765.1	STRK1_69760.1
OG0000268	h1SMcT0002710.1, h1SMcT0002710.2, h1SMcT0003360.1, h1SMcT0005169.3, h1SMcT0005169.5, h1SMcT0005169.1, h1SMcT0005169.2, h1SMcT0005169.4	STRK1_12970.1, STRK1_12950.1
OG0000269	h1SMcT0002989.1, h1SMcT0011658.1	STRK1_16300.1
OG0000270	h1SMcT0001015.1	STRK1_25920.1, STRK1_25920.5, STRK1_25920.6, STRK1_25920.2, STRK1_25920.3, STRK1_25920.4
OG0000271	h1SMcT0018377.1, h1SMcT0018377.2	STRK1_52250.1
OG0000272	h1SMcT0006461.1, h1SMcT0002538.4, h1SMcT0002538.3, h1SMcT0002538.2, h1SMcT0002538.1	STRK1_4830.1, STRK1_4830.2, STRK1_4830.4, STRK1_4830.3
OG0000273	h1SMcT0016394.1	STRK1_7040.1, STRK1_7050.1
OG0000274	h1SMcT0011962.1, h1SMcT0011962.3, h1SMcT0011962.2, h1SMcT0011962.4	STRK1_76560.5, STRK1_76560.3, STRK1_76560.4, STRK1_76560.1, STRK1_76560.2
OG0000275	h1SMcT0015560.1, h1SMcT0015560.2	STRK1_33550.1
OG0000276	h1SMcT0018597.1, h1SMcT0018597.2	STRK1_71710.1
OG0000277	h1SMcT0001813.1, h1SMcT0001813.5, h1SMcT0001813.4, h1SMcT0001813.3, h1SMcT0001813.2, h1SMcT0001813.6	STRK1_89530.1, STRK1_89530.2, STRK1_89530.3
OG0000281	h1SMcT0002047.1	STRK1_81070.1
OG0000281	h1SMcT0012470.1, h1SMcT0012470.2, h1SMcT0010040.1	STRK1_15090.1, STRK1_15770.1
OG0000283	h1SMcT0009472.1, h1SMcT0009472.2	STRK1_60510.1, STRK1_60510.2, STRK1_60500.1, STRK1_60950.1, STRK1_60960.1
OG0000285	h1SMcT0000508.1, h1SMcT0000508.2, h1SMcT0022996.1	STRK1_31040.1, STRK1_31040.2
OG0000286	h1SMcT0000559.1, h1SMcT0000559.2	STRK1_37690.1, STRK1_37650.3, STRK1_37650.1, STRK1_37650.2
OG0000287	h1SMcT0016844.1	STRK1_71740.1, STRK1_71740.2, STRK1_71740.3
OG0000288	h1SMcT0014480.1, h1SMcT0014480.2, h1SMcT0014480.3, h1SMcT0014480.4, h1SMcT0014480.5, h1SMcT0014480.6, h1SMcT0014480.7	STRK1_84080.1
OG0000289	h1SMcT0004610.1, h1SMcT0004610.2, h1SMcT0004610.3	STRK1_14180.1, STRK1_14180.3, STRK1_14180.2
OG0000290	h1SMcT0003889.1	STRK1_25340.1, STRK1_25340.2, STRK1_20740.1, STRK1_20740.2
OG0000291	h1SMcT0012050.3, h1SMcT0012050.1, h1SMcT0012050.2	STRK1_4320.1
OG0000292	h1SMcT0018657.1	STRK1_27610.3, STRK1_27610.6, STRK1_27610.5, STRK1_27610.1, STRK1_27610.2, STRK1_27610.4
OG0000293	h1SMcT0000623.1	STRK1_23670.1
OG0000293	h1SMcT0002891.2, h1SMcT0002537.1, h1SMcT0002537.2, h1SMcT0005583.1, h1SMcT0021223.1, h1SMcT0011997.2	STRK1_59880.1, STRK1_45510.1
OG0000294	h1SMcT0010914.1, h1SMcT0017108.1, h1SMcT0017108.2	STRK1_16350.1, STRK1_16350.2
OG0000295	h1SMcT0022505.1, h1SMcT0022504.1, h1SMcT0022504.2	STRK1_103260.1, STRK1_83870.1
OG0000296	h1SMcT0018651.1, h1SMcT0006446.1	STRK1_8690.2, STRK1_8690.4, STRK1_8690.9, STRK1_8690.10, STRK1_8690.5, STRK1_8690.7, STRK1_8690.6, STRK1_8690.8, STRK1_8700.1, STRK1_8690.1, STRK1_8690.3
OG0000297	h1SMcT0018885.1	STRK1_76660.1
OG0000298	h1SMcT0001124.1	STRK1_40640.1
OG0000298	h1SMcT0015895.1, h1SMcT0015896.1, h1SMcT0015893.2, h1SMcT0003944.1, h1SMcT0008538.1, h1SMcT0008538.2, h1SMcT0010671.4, h1SMcT0010671.3, h1SMcT0010671.1, h1SMcT0010671.2, h1SMcT0014141.1, h1SMcT0000852.2, h1SMcT0000852.1, h1SMcT0000852.4, h1SMcT0000852.3	STRK1_42780.1, STRK1_99160.1
OG0000299	h1SMcT0004949.1	STRK1_58170.1
OG0000300	h1SMcT0019486.1	STRK1_10620.1, STRK1_10620.2, STRK1_10620.3
OG0000302	h1SMcT0018643.1, h1SMcT0000067.1, h1SMcT0000067.4, h1SMcT0000067.2, h1SMcT0000067.3	STRK1_57360.1, STRK1_57360.2, STRK1_57360.3
OG0000303	h1SMcT0014221.1	STRK1_4940.1, STRK1_4940.2
OG0000304	h1SMcT0004280.3, h1SMcT0004280.1, h1SMcT0004280.2	STRK1_8000.1, STRK1_8000.2, STRK1_8000.3
OG0000305	h1SMcT0016514.3, h1SMcT0016512.1, h1SMcT0016514.1, h1SMcT0016514.2	STRK1_46100.1
OG0000306	h1SMcT0008311.1	STRK1_7470.1
OG0000307	h1SMcT0019667.1, h1SMcT0019667.2, h1SMcT0010518.2, h1SMcT0010518.1, h1SMcT0010518.3, h1SMcT0010518.4, h1SMcT0012637.1, h1SMcT0012637.3, h1SMcT0012637.2, h1SMcT0006863.1, h1SMcT0012636.1, h1SMcT0012635.1, h1SMcT0011859.1, h1SMcT0011859.2, h1SMcT0011859.3	STRK1_6030.1, STRK1_105410.1, STRK1_6020.1, STRK1_87110.1, STRK1_80540.1
OG0000308	h1SMcT0009753.1, h1SMcT0009753.2	STRK1_32670.1
OG0000313	h1SMcT0002808.1	STRK1_4880.1, STRK1_4880.2
OG0000315	h1SMcT0020481.1, h1SMcT0020481.3, h1SMcT0020481.2	STRK1_34570.1, STRK1_34570.2, STRK1_34570.3
OG0000315	h1SMcT0018061.3, h1SMcT0018061.1, h1SMcT0018061.2, h1SMcT0018061.4, h1SMcT0005277.4, h1SMcT0005277.3, h1SMcT0005277.1, h1SMcT0005277.7, h1SMcT0005277.2, h1SMcT0005277.5, h1SMcT0005277.6	STRK1_62060.1, STRK1_62060.2
OG0000316	h1SMcT0009861.1	STRK1_2600.4, STRK1_2600.2, STRK1_2600.3, STRK1_2600.1
OG0000317	h1SMcT0016761.1	STRK1_850.1
OG0000318	h1SMcT0019821.1	STRK1_50180.1, STRK1_50180.2
OG0000320	h1SMcT0000432.1	STRK1_18610.1
OG0000320	h1SMcT0013413.1	STRK1_30360.1, STRK1_30360.2, STRK1_30360.3
OG0000320	h1SMcT0003799.1, h1SMcT0001481.1, h1SMcT0001482.1, h1SMcT0009859.1, h1SMcT0011979.1, h1SMcT0006554.1, h1SMcT0019013.1, h1SMcT0019013.2	STRK1_54950.1
OG0000321	h1SMcT0004173.2, h1SMcT0004173.1, h1SMcT0004173.3	STRK1_33670.1, STRK1_33670.2, STRK1_33670.3
OG0000322	h1SMcT0021255.1, h1SMcT0021255.2	STRK1_23800.1
OG0000323	h1SMcT0014354.1	STRK1_108650.1, STRK1_1080.4, STRK1_1080.3, STRK1_1080.6, STRK1_1080.5, STRK1_1080.2, STRK1_1080.1, STRK1_101620.1, STRK1_1070.1
OG0000324	h1SMcT0017121.1	STRK1_49820.1
OG0000325	h1SMcT0000858.1, h1SMcT0000858.2	STRK1_77730.1, STRK1_77730.2
OG0000326	h1SMcT0001183.1, h1SMcT0001183.2	STRK1_57480.1
OG0000327	h1SMcT0002212.1, h1SMcT0002213.1, h1SMcT0002213.2	STRK1_68400.1, STRK1_68410.1
OG0000328	h1SMcT0000504.1, h1SMcT0000504.2, h1SMcT0000504.3	STRK1_27160.1
OG0000329	h1SMcT0022515.1, h1SMcT0022515.2, h1SMcT0011832.1, h1SMcT0011832.2, h1SMcT0017211.1	STRK1_5220.1
OG0000332	h1SMcT0001683.3, h1SMcT0001683.2, h1SMcT0001683.1, h1SMcT0017927.1, h1SMcT0021747.1	STRK1_106830.2, STRK1_106830.1, STRK1_63230.1, STRK1_63230.3, STRK1_63230.2, STRK1_63230.4
OG0000333	h1SMcT0015881.1, h1SMcT0015881.2	STRK1_5710.1
OG0000334	h1SMcT0001029.1	STRK1_73690.1, STRK1_73690.2, STRK1_73680.1
OG0000335	h1SMcT0018968.1	STRK1_17750.1, STRK1_17760.1, STRK1_17770.1, STRK1_17780.1
OG0000336	h1SMcT0022462.2, h1SMcT0022462.1, h1SMcT0022462.3, h1SMcT0023085.2, h1SMcT0023084.1, h1SMcT0023084.2, h1SMcT0023084.3	STRK1_15820.1, STRK1_15830.1, STRK1_4180.1, STRK1_4180.2
OG0000337	h1SMcT0006556.1	STRK1_51530.1
OG0000337	h1SMcT0020284.2, h1SMcT0020284.1, h1SMcT0020284.3	STRK1_30640.1, STRK1_30640.2, STRK1_30640.3, STRK1_30640.4, STRK1_30640.5
OG0000340	h1SMcT0013219.1	STRK1_92470.3, STRK1_92470.2, STRK1_92470.1
OG0000342	h1SMcT0000150.1, h1SMcT0013894.1	STRK1_4000.1
OG0000342	h1SMcT0005672.1, h1SMcT0006970.1	STRK1_3850.1
OG0000343	h1SMcT0003519.3, h1SMcT0003519.1, h1SMcT0003519.2	STRK1_33900.2, STRK1_33900.1, STRK1_33900.3, STRK1_33940.1, STRK1_33940.2, STRK1_33940.3, STRK1_33940.4, STRK1_33940.5, STRK1_33940.6
OG0000344	h1SMcT0004826.1, h1SMcT0004828.1, h1SMcT0004827.1, h1SMcT0004827.2, h1SMcT0004827.3, h1SMcT0004827.4	STRK1_10700.1, STRK1_3600.1
OG0000345	h1SMcT0020725.1, h1SMcT0012045.1, h1SMcT0012045.12, h1SMcT0012045.11, h1SMcT0012045.6, h1SMcT0012045.9, h1SMcT0012045.16, h1SMcT0012045.10, h1SMcT0012045.15, h1SMcT0012045.13, h1SMcT0012045.3, h1SMcT0012045.5, h1SMcT0012045.2, h1SMcT0012045.8, h1SMcT0012045.14, h1SMcT0012045.4, h1SMcT0012045.7	STRK1_54230.1, STRK1_54230.2
OG0000346	h1SMcT0009967.1	STRK1_26620.1
OG0000347	h1SMcT0006099.1	STRK1_29530.1
OG0000349	h1SMcT0010516.1, h1SMcT0010516.2	STRK1_300.2, STRK1_300.1, STRK1_300.3
OG0000350	h1SMcT0011109.1, h1SMcT0011109.2	STRK1_28740.1
OG0000351	h1SMcT0006088.1, h1SMcT0006088.2, h1SMcT0006088.3, h1SMcT0006088.4	STRK1_8730.2, STRK1_8730.1, STRK1_98220.1
OG0000352	h1SMcT0005069.2, h1SMcT0005069.3, h1SMcT0005069.1, h1SMcT0005069.4, h1SMcT0005069.5, h1SMcT0005069.6, h1SMcT0013145.1, h1SMcT0013145.3, h1SMcT0013145.2	STRK1_36020.1
OG0000353	h1SMcT0013795.1	STRK1_68740.1
OG0000354	h1SMcT0021622.2, h1SMcT0021622.1, h1SMcT0021622.3	STRK1_17160.1
OG0000355	h1SMcT0009801.1, h1SMcT0011241.1, h1SMcT0011241.2	STRK1_13090.1
OG0000357	h1SMcT0008114.1	STRK1_41100.1, STRK1_41100.2
OG0000360	h1SMcT0011168.1, h1SMcT0011168.2, h1SMcT0011168.3	STRK1_17970.2, STRK1_17970.1, STRK1_17970.3
OG0000361	h1SMcT0003937.1, h1SMcT0003937.2	STRK1_50210.1
OG0000362	h1SMcT0006901.1	STRK1_59660.1, STRK1_59660.2
OG0000365	h1SMcT0008169.2, h1SMcT0008169.8, h1SMcT0008169.3, h1SMcT0008169.6, h1SMcT0008169.1, h1SMcT0008169.4, h1SMcT0008169.7, h1SMcT0008169.5	STRK1_55470.1, STRK1_55470.2
OG0000366	h1SMcT0003450.1, h1SMcT0003450.2	STRK1_49790.1, STRK1_49790.4, STRK1_49790.2, STRK1_49790.3
OG0000369	h1SMcT0006976.1	STRK1_16540.1
OG0000370	h1SMcT0011968.1	STRK1_38050.2, STRK1_38050.1, STRK1_38050.3
OG0000371	h1SMcT0000193.6, h1SMcT0000193.7, h1SMcT0000193.5, h1SMcT0000193.2, h1SMcT0000193.4, h1SMcT0000195.3, h1SMcT0000195.1, h1SMcT0000195.2	STRK1_28830.1
OG0000372	h1SMcT0007109.1	STRK1_9220.1, STRK1_9240.1, STRK1_9240.3, STRK1_9240.2
OG0000373	h1SMcT0018072.1, h1SMcT0018072.2	STRK1_8160.1
OG0000374	h1SMcT0003967.1, h1SMcT0003967.2, h1SMcT0003967.3	STRK1_39660.1, STRK1_39660.2
OG0000375	h1SMcT0006309.1, h1SMcT0006309.2	STRK1_15760.1
OG0000376	h1SMcT0010584.1	STRK1_59900.1
OG0000377	h1SMcT0015376.1, h1SMcT0015374.1, h1SMcT0015374.2	STRK1_46210.5, STRK1_46210.6, STRK1_46210.1, STRK1_46210.7, STRK1_46210.2, STRK1_46210.3, STRK1_46210.4
OG0000378	h1SMcT0015273.2, h1SMcT0015273.1, h1SMcT0015273.3, h1SMcT0010411.6, h1SMcT0010411.1, h1SMcT0010411.4, h1SMcT0010411.5, h1SMcT0010411.8, h1SMcT0010411.7, h1SMcT0010411.3, h1SMcT0010411.2	STRK1_24070.1, STRK1_24070.2
OG0000380	h1SMcT0014995.1, h1SMcT0014888.1, h1SMcT0014887.1, h1SMcT0014890.1, h1SMcT0014889.1	STRK1_20160.1, STRK1_20130.1, STRK1_20140.1, STRK1_20110.1
OG0000381	h1SMcT0021933.1, h1SMcT0021931.1, h1SMcT0021932.1	STRK1_47440.1, STRK1_47450.1
OG0000384	h1SMcT0002250.1, h1SMcT0002250.2	STRK1_31790.1
OG0000385	h1SMcT0015147.1, h1SMcT0010047.1, h1SMcT0010663.1, h1SMcT0010663.2	STRK1_59690.1
OG0000386	h1SMcT0018292.1	STRK1_19380.1
OG0000387	h1SMcT0018543.1	STRK1_17240.1
OG0000388	h1SMcT0015109.8, h1SMcT0015109.10, h1SMcT0015109.3, h1SMcT0015109.14, h1SMcT0015109.5, h1SMcT0015109.12, h1SMcT0015109.2, h1SMcT0015109.7, h1SMcT0015109.4, h1SMcT0015109.6, h1SMcT0015109.9, h1SMcT0015109.1, h1SMcT0015109.13, h1SMcT0015109.11	STRK1_86400.1
OG0000389	h1SMcT0010313.1	STRK1_71300.1
OG0000390	h1SMcT0018017.1, h1SMcT0018017.2	STRK1_93900.1
OG0000391	h1SMcT0007228.1, h1SMcT0007227.1, h1SMcT0007227.2, h1SMcT0007227.3	STRK1_11350.1
OG0000392	h1SMcT0006365.2, h1SMcT0006365.3, h1SMcT0006365.4, h1SMcT0006365.1, h1SMcT0006365.5	STRK1_65590.1, STRK1_65590.2
OG0000394	h1SMcT0009687.1	STRK1_60380.1
OG0000395	h1SMcT0012016.3, h1SMcT0012016.1, h1SMcT0012016.2, h1SMcT0012016.4, h1SMcT0012016.5	STRK1_98140.1, STRK1_76670.1
OG0000396	h1SMcT0022283.1, h1SMcT0022283.3, h1SMcT0022283.2	STRK1_15800.1
OG0000397	h1SMcT0011673.4, h1SMcT0011673.1, h1SMcT0011673.3, h1SMcT0011673.2	STRK1_77170.1
OG0000398	h1SMcT0001252.2, h1SMcT0022500.1	STRK1_18050.1, STRK1_21020.1, STRK1_20970.1
OG0000401	h1SMcT0015607.5, h1SMcT0015607.2, h1SMcT0015607.6, h1SMcT0015607.4, h1SMcT0015607.1, h1SMcT0015607.3	STRK1_90880.1
OG0000405	h1SMcT0005943.1, h1SMcT0005943.2, h1SMcT0001859.3, h1SMcT0001859.1, h1SMcT0001859.2	STRK1_33240.1, STRK1_99330.3, STRK1_99330.2, STRK1_99320.1, STRK1_99330.1
OG0000406	h1SMcT0021067.2, h1SMcT0021067.4, h1SMcT0021067.7, h1SMcT0021067.1, h1SMcT0021067.3, h1SMcT0021067.8, h1SMcT0021067.6, h1SMcT0021067.5, h1SMcT0021067.9	STRK1_28780.1
OG0000407	h1SMcT0011438.1	STRK1_59600.1
OG0000409	h1SMcT0020712.1, h1SMcT0020712.2, h1SMcT0020712.3	STRK1_88020.1, STRK1_88020.2
OG0000410	h1SMcT0010422.1, h1SMcT0010422.2, h1SMcT0010422.3	STRK1_67150.1
OG0000412	h1SMcT0008657.1	STRK1_69900.1
OG0000413	h1SMcT0013610.1, h1SMcT0009509.1, h1SMcT0009509.2	STRK1_60230.1
OG0000414	h1SMcT0005664.1, h1SMcT0011493.1, h1SMcT0011499.1, h1SMcT0011500.1, h1SMcT0011500.2, h1SMcT0011496.1, h1SMcT0011497.1, h1SMcT0011497.2, h1SMcT0011488.1, h1SMcT0011488.2, h1SMcT0011498.1, h1SMcT0011490.1, h1SMcT0011492.1, h1SMcT0011501.1	STRK1_10070.1
OG0000415	h1SMcT0002424.1, h1SMcT0002424.2	STRK1_29250.1, STRK1_29250.2, STRK1_29250.3, STRK1_29250.4
OG0000416	h1SMcT0020907.1, h1SMcT0011096.1, h1SMcT0013958.1	STRK1_104130.1, STRK1_86990.1, STRK1_84970.1
OG0000417	h1SMcT0021885.1	STRK1_46560.1, STRK1_46560.5, STRK1_46560.6, STRK1_46560.2, STRK1_46560.3, STRK1_46560.4, STRK1_46560.7, STRK1_46560.8
OG0000419	h1SMcT0006795.1, h1SMcT0008962.1	STRK1_3640.1
OG0000420	h1SMcT0008831.1, h1SMcT0014083.1, h1SMcT0017216.1	STRK1_43540.1
OG0000421	h1SMcT0018870.1, h1SMcT0018874.1, h1SMcT0018874.2	STRK1_65080.1, STRK1_65080.2
OG0000422	h1SMcT0001452.1, h1SMcT0001452.2, h1SMcT0001452.3, h1SMcT0001452.4	STRK1_49160.1
OG0000423	h1SMcT0004878.2, h1SMcT0004878.3, h1SMcT0004878.4	STRK1_33060.1, STRK1_33060.2, STRK1_33060.4, STRK1_33060.6, STRK1_33060.7, STRK1_33060.3, STRK1_33060.5
OG0000425	h1SMcT0001635.1, h1SMcT0001635.2, h1SMcT0001635.3	STRK1_99400.1
OG0000426	h1SMcT0007345.1	STRK1_48070.1, STRK1_48140.1, STRK1_48150.1, STRK1_48090.1, STRK1_48100.1, STRK1_48080.1, STRK1_48110.1
OG0000427	h1SMcT0018199.1, h1SMcT0018199.2	STRK1_47550.1, STRK1_99650.1
OG0000429	h1SMcT0006726.4, h1SMcT0006726.1, h1SMcT0006726.2, h1SMcT0006726.3, h1SMcT0018296.1, h1SMcT0018296.2, h1SMcT0006783.1, h1SMcT0006783.3, h1SMcT0006783.2	STRK1_93540.1, STRK1_93540.2
OG0000429	h1SMcT0007446.1, h1SMcT0007446.2, h1SMcT0007446.3, h1SMcT0007446.4, h1SMcT0013828.1, h1SMcT0013828.2, h1SMcT0004246.1, h1SMcT0004246.2	STRK1_43070.1
OG0000430	h1SMcT0004654.1, h1SMcT0004654.2	STRK1_31470.3, STRK1_31470.1, STRK1_31470.2
OG0000431	h1SMcT0013565.1, h1SMcT0013565.2	STRK1_50230.1
OG0000435	h1SMcT0001783.2, h1SMcT0001783.1, h1SMcT0001783.3	STRK1_48870.1
OG0000436	h1SMcT0014116.1	STRK1_22550.1, STRK1_22550.2
OG0000437	h1SMcT0005620.1, h1SMcT0005620.2	STRK1_17000.1
OG0000438	h1SMcT0011030.2, h1SMcT0011030.1, h1SMcT0011030.3, h1SMcT0011030.4	STRK1_63880.1
OG0000439	h1SMcT0015617.1, h1SMcT0022787.2, h1SMcT0015617.2, h1SMcT0015617.3, h1SMcT0022787.1	STRK1_81640.1
OG0000441	h1SMcT0008949.1	STRK1_11950.1
OG0000441	h1SMcT0010643.1, h1SMcT0022777.3, h1SMcT0022777.1, h1SMcT0022777.2	STRK1_5190.1
OG0000442	h1SMcT0006291.1, h1SMcT0012813.1	STRK1_31050.1
OG0000444	h1SMcT0010629.1, h1SMcT0010629.2	STRK1_110220.1, STRK1_110220.2, STRK1_69110.1, STRK1_69120.1
OG0000445	h1SMcT0010845.2, h1SMcT0010845.1, h1SMcT0010845.3	STRK1_63330.3, STRK1_63330.1, STRK1_63330.2, STRK1_63330.4
OG0000447	h1SMcT0018376.1	STRK1_52960.1
OG0000448	h1SMcT0002478.1	STRK1_32240.1
OG0000449	h1SMcT0001406.1, h1SMcT0001406.2	STRK1_56520.3, STRK1_56520.1, STRK1_56520.2
OG0000450	h1SMcT0007392.5	STRK1_23450.1, STRK1_23450.2, STRK1_23450.3
OG0000451	h1SMcT0022634.1	STRK1_84560.1
OG0000452	h1SMcT0011541.1, h1SMcT0011503.1, h1SMcT0011503.3, h1SMcT0011503.2	STRK1_37810.1
OG0000453	h1SMcT0016798.1	STRK1_59750.1, STRK1_59750.2
OG0000454	h1SMcT0014136.1, h1SMcT0003146.1, h1SMcT0003146.2	STRK1_81030.1, STRK1_81040.1, STRK1_69830.1
OG0000455	h1SMcT0015219.1	STRK1_13250.1
OG0000456	h1SMcT0019434.2, h1SMcT0019434.4, h1SMcT0019434.5, h1SMcT0019434.1, h1SMcT0019434.3	STRK1_68890.1
OG0000457	h1SMcT0014197.1, h1SMcT0014197.2, h1SMcT0014197.3, h1SMcT0014197.4	STRK1_27270.1
OG0000458	h1SMcT0018395.1	STRK1_27660.3, STRK1_27660.2, STRK1_27660.5, STRK1_27650.1, STRK1_27660.1, STRK1_27660.4
OG0000459	h1SMcT0005845.1	STRK1_8930.1
OG0000460	h1SMcT0022335.1, h1SMcT0022335.2	STRK1_7890.1
OG0000461	h1SMcT0004458.8, h1SMcT0004458.5, h1SMcT0004458.10, h1SMcT0004458.3, h1SMcT0004458.2, h1SMcT0004458.6, h1SMcT0004458.4, h1SMcT0004458.1, h1SMcT0004458.7	STRK1_75350.10, STRK1_75350.3, STRK1_75350.1, STRK1_75350.4, STRK1_75350.7, STRK1_75350.2, STRK1_75350.8, STRK1_75350.5, STRK1_75350.6, STRK1_75350.9
OG0000462	h1SMcT0008325.1	STRK1_16220.1, STRK1_109580.1, STRK1_99940.1, STRK1_100430.1, STRK1_109960.1, STRK1_91500.1
OG0000464	h1SMcT0021723.1	STRK1_11120.1, STRK1_11120.2
OG0000465	h1SMcT0014443.1, h1SMcT0014443.2	STRK1_75780.1, STRK1_75780.2, STRK1_75780.3, STRK1_75780.4
