Orthogroup	schmidtea_mediterranea	schistosoma_bovis
OG0000097	h1SMcT0003774.1, h1SMcT0003774.2	SBOV2_6860.14, SBOV2_6860.6, SBOV2_6860.13, SBOV2_6860.2, SBOV2_6860.5, SBOV2_6860.1, SBOV2_6860.10, SBOV2_6860.7, SBOV2_6860.8, SBOV2_6860.11, SBOV2_6860.4, SBOV2_6860.9, SBOV2_6860.12, SBOV2_6860.3
OG0000098	h1SMcT0007496.1, h1SMcT0005587.1, h1SMcT0015817.1, h1SMcT0019234.1	SBOV2_95540.1, SBOV2_26730.1, SBOV2_26740.1, SBOV2_26740.2
OG0000098	h1SMcT0011165.1, h1SMcT0011165.2, h1SMcT0011350.1, h1SMcT0006787.1, h1SMcT0006787.6, h1SMcT0006787.2	SBOV2_66390.4, SBOV2_66390.3, SBOV2_66390.1, SBOV2_66390.2, SBOV2_66390.5, SBOV2_66390.6
OG0000099	h1SMcT0013445.1, h1SMcT0008305.1	SBOV2_67260.2, SBOV2_67260.1, SBOV2_67260.3, SBOV2_67260.4
OG0000099	h1SMcT0010163.1, h1SMcT0020690.1, h1SMcT0020690.2	SBOV2_71230.11, SBOV2_71230.8, SBOV2_71230.2, SBOV2_71230.10, SBOV2_71230.6, SBOV2_71230.7, SBOV2_71230.9, SBOV2_71230.3, SBOV2_71230.4, SBOV2_71230.1, SBOV2_71230.5
OG0000102	h1SMcT0005449.1, h1SMcT0005449.3, h1SMcT0005449.8, h1SMcT0005449.6, h1SMcT0005449.9, h1SMcT0005449.10, h1SMcT0005449.4, h1SMcT0005449.14, h1SMcT0005449.5, h1SMcT0005449.13, h1SMcT0005449.2, h1SMcT0005449.12, h1SMcT0005449.15, h1SMcT0005449.11, h1SMcT0005449.7	SBOV2_5930.1, SBOV2_5930.2, SBOV2_5930.3, SBOV2_5930.4, SBOV2_5930.5, SBOV2_58130.1, SBOV2_58130.2, SBOV2_58130.3
OG0000104	h1SMcT0000528.1, h1SMcT0000528.2	SBOV2_6070.1, SBOV2_6070.10, SBOV2_6070.11, SBOV2_6070.2, SBOV2_6070.8, SBOV2_6070.9, SBOV2_6070.3, SBOV2_6070.4, SBOV2_6070.6, SBOV2_6070.7, SBOV2_6070.15, SBOV2_6070.18, SBOV2_6070.19, SBOV2_6070.20, SBOV2_6070.12, SBOV2_6070.13, SBOV2_6070.14, SBOV2_6070.16, SBOV2_6070.17, SBOV2_6070.5, SBOV2_6070.21
OG0000105	h1SMcT0022377.1	SBOV2_7670.1
OG0000107	h1SMcT0017891.1, h1SMcT0017816.5, h1SMcT0017816.1, h1SMcT0017816.2, h1SMcT0004777.4, h1SMcT0008529.1, h1SMcT0022948.1, h1SMcT0021599.1, h1SMcT0021599.2	SBOV2_55660.2, SBOV2_55660.3, SBOV2_55660.4, SBOV2_55660.1
OG0000107	h1SMcT0011073.1, h1SMcT0007346.1, h1SMcT0007346.2	SBOV2_54410.1, SBOV2_54410.2
OG0000108	h1SMcT0014301.3, h1SMcT0014301.4, h1SMcT0014301.5, h1SMcT0020891.1, h1SMcT0011666.3, h1SMcT0011666.1, h1SMcT0011666.2	SBOV2_8260.1, SBOV2_8260.6, SBOV2_8260.7, SBOV2_8260.4, SBOV2_8260.3, SBOV2_8260.2, SBOV2_8260.9, SBOV2_8260.5, SBOV2_8260.11, SBOV2_8260.8, SBOV2_8260.12, SBOV2_8260.13, SBOV2_8260.14, SBOV2_8260.15, SBOV2_8260.16, SBOV2_8260.19, SBOV2_8260.17, SBOV2_8260.18, SBOV2_8260.10
OG0000110	h1SMcT0005911.1, h1SMcT0005911.2, h1SMcT0005912.1, h1SMcT0005912.2, h1SMcT0005912.3	SBOV2_37740.1, SBOV2_37770.1, SBOV2_37770.2, SBOV2_37730.2, SBOV2_37730.3, SBOV2_37730.1, SBOV2_37710.1, SBOV2_37720.1
OG0000111	h1SMcT0017964.1, h1SMcT0017964.3, h1SMcT0017964.2	SBOV2_26650.1
OG0000111	h1SMcT0016216.1	SBOV2_53560.1
OG0000116	h1SMcT0000626.1, h1SMcT0000626.2	SBOV2_49500.1
OG0000119	h1SMcT0002719.1, h1SMcT0002719.5	SBOV2_94370.2, SBOV2_94370.4, SBOV2_94370.1, SBOV2_94370.3, SBOV2_94360.1, SBOV2_94370.5
OG0000123	h1SMcT0019857.6, h1SMcT0019857.1, h1SMcT0019857.2, h1SMcT0019857.4, h1SMcT0019857.3, h1SMcT0019857.7, h1SMcT0019857.8, h1SMcT0019857.5, h1SMcT0019857.9	SBOV2_77610.14, SBOV2_77610.4, SBOV2_77610.9, SBOV2_77610.1, SBOV2_77610.12, SBOV2_77610.5, SBOV2_77610.6, SBOV2_77610.7, SBOV2_77610.10, SBOV2_77610.11, SBOV2_77610.13, SBOV2_77610.15, SBOV2_77610.8, SBOV2_77610.3, SBOV2_77610.2
OG0000125	h1SMcT0011948.1, h1SMcT0011948.2, h1SMcT0011948.3, h1SMcT0011948.5, h1SMcT0011948.4	SBOV2_1380.1, SBOV2_1380.5, SBOV2_1380.9, SBOV2_1380.4, SBOV2_1380.10, SBOV2_1380.2, SBOV2_1380.11, SBOV2_1380.3, SBOV2_1380.7, SBOV2_1380.8, SBOV2_1380.6
OG0000126	h1SMcT0004819.1, h1SMcT0004819.2, h1SMcT0017022.1, h1SMcT0017022.2	SBOV2_70130.8, SBOV2_70130.3, SBOV2_70130.6, SBOV2_70130.1, SBOV2_70130.2, SBOV2_70130.5, SBOV2_70130.7, SBOV2_70130.4
OG0000127	h1SMcT0019776.1, h1SMcT0019776.2	SBOV2_22060.1, SBOV2_22070.1, SBOV2_22070.2
OG0000128	h1SMcT0019778.1, h1SMcT0019778.2	SBOV2_42240.1, SBOV2_42240.2, SBOV2_42240.4, SBOV2_42240.6, SBOV2_42240.7, SBOV2_42240.8, SBOV2_42240.10, SBOV2_42240.3, SBOV2_42240.5, SBOV2_42240.9
OG0000129	h1SMcT0011909.1, h1SMcT0011909.2, h1SMcT0011909.3, h1SMcT0011909.4	SBOV2_35350.7, SBOV2_35350.6, SBOV2_35350.8, SBOV2_35350.2, SBOV2_35350.3, SBOV2_35350.1, SBOV2_35350.5, SBOV2_35350.4
OG0000130	h1SMcT0009248.1	SBOV2_81240.5, SBOV2_81240.1, SBOV2_81240.2, SBOV2_81240.3, SBOV2_81240.4
OG0000132	h1SMcT0018387.2, h1SMcT0018387.3, h1SMcT0018387.1, h1SMcT0018387.4, h1SMcT0021597.2, h1SMcT0021597.4, h1SMcT0021597.3, h1SMcT0021597.1	SBOV2_32130.10, SBOV2_32130.11, SBOV2_32130.1, SBOV2_32130.2, SBOV2_32130.3, SBOV2_32130.4, SBOV2_32130.5, SBOV2_32130.6, SBOV2_32130.7, SBOV2_32130.8, SBOV2_32130.9
OG0000133	h1SMcT0003610.3, h1SMcT0003610.1, h1SMcT0003610.2	SBOV2_36000.9, SBOV2_36000.1, SBOV2_36000.2, SBOV2_36000.3, SBOV2_36000.4, SBOV2_36000.7, SBOV2_36000.5, SBOV2_36000.6, SBOV2_36000.8
OG0000134	h1SMcT0006437.1, h1SMcT0006437.2, h1SMcT0006437.3	SBOV2_19740.11, SBOV2_19740.20, SBOV2_19740.22, SBOV2_19740.19, SBOV2_19740.16, SBOV2_19740.21, SBOV2_19740.15, SBOV2_19740.9, SBOV2_19740.17, SBOV2_19740.18, SBOV2_19740.4, SBOV2_19740.7, SBOV2_19740.2, SBOV2_19740.1, SBOV2_19740.5, SBOV2_19740.3, SBOV2_19740.6, SBOV2_19740.10, SBOV2_19740.13, SBOV2_19740.8, SBOV2_19740.14, SBOV2_19740.12
OG0000135	h1SMcT0016982.1, h1SMcT0016982.5, h1SMcT0016982.6, h1SMcT0016982.3, h1SMcT0016982.2, h1SMcT0016982.4, h1SMcT0009230.3, h1SMcT0009230.4, h1SMcT0009230.2, h1SMcT0009230.1	SBOV2_13090.13, SBOV2_13090.8, SBOV2_13090.14, SBOV2_13090.9, SBOV2_13090.11, SBOV2_13090.1, SBOV2_13090.4, SBOV2_13090.5, SBOV2_13090.2, SBOV2_13090.6, SBOV2_13090.3, SBOV2_13090.10, SBOV2_13090.7, SBOV2_13090.12
OG0000136	h1SMcT0000155.1	SBOV2_8010.6, SBOV2_8010.14, SBOV2_8010.16, SBOV2_8010.19, SBOV2_8010.7, SBOV2_8010.2, SBOV2_8010.1, SBOV2_8010.12, SBOV2_8010.13, SBOV2_8010.15, SBOV2_8010.3, SBOV2_8010.4, SBOV2_8010.10, SBOV2_8010.18, SBOV2_8010.8, SBOV2_8010.5, SBOV2_8010.17, SBOV2_8010.9, SBOV2_7980.1, SBOV2_8010.11
OG0000137	h1SMcT0023090.1	SBOV2_25780.1, SBOV2_25830.1, SBOV2_25800.1, SBOV2_25790.1, SBOV2_25810.1, SBOV2_25820.2, SBOV2_25820.1, SBOV2_25820.3
OG0000138	h1SMcT0020322.1	SBOV2_86790.1, SBOV2_86790.2, SBOV2_86790.3, SBOV2_86790.4
OG0000138	h1SMcT0012517.1, h1SMcT0003884.5, h1SMcT0003884.11, h1SMcT0003884.12, h1SMcT0003884.4, h1SMcT0003884.7, h1SMcT0003884.10, h1SMcT0003884.6, h1SMcT0003884.8, h1SMcT0003884.1, h1SMcT0003884.9, h1SMcT0003884.2, h1SMcT0003884.13, h1SMcT0003884.3	SBOV2_44280.1
OG0000139	h1SMcT0002285.1	SBOV2_4010.12, SBOV2_4010.8, SBOV2_4010.1, SBOV2_4010.3, SBOV2_4010.6, SBOV2_4010.9, SBOV2_4010.11, SBOV2_4010.4, SBOV2_4010.5, SBOV2_4010.10, SBOV2_4010.2, SBOV2_4010.7
OG0000140	h1SMcT0010178.1, h1SMcT0010178.3, h1SMcT0010178.2, h1SMcT0010489.1, h1SMcT0018139.18	SBOV2_75210.1
OG0000142	h1SMcT0003538.1, h1SMcT0003538.2, h1SMcT0003539.1, h1SMcT0003540.1	SBOV2_19580.1, SBOV2_19590.1, SBOV2_19600.1, SBOV2_19630.1, SBOV2_19610.1, SBOV2_19620.1
OG0000144	h1SMcT0012404.1	SBOV2_50930.4, SBOV2_50930.1, SBOV2_50930.2, SBOV2_50930.3
OG0000144	h1SMcT0013799.1, h1SMcT0013799.2, h1SMcT0003030.1, h1SMcT0003031.1, h1SMcT0003041.1	SBOV2_39970.1, SBOV2_56210.1
OG0000145	h1SMcT0013665.1	SBOV2_34400.9, SBOV2_34400.8, SBOV2_34400.1, SBOV2_34400.11, SBOV2_34400.10, SBOV2_34400.6, SBOV2_34400.7, SBOV2_34400.5, SBOV2_34400.4, SBOV2_34400.2, SBOV2_34400.3
OG0000146	h1SMcT0006897.1, h1SMcT0006897.2	SBOV2_90430.1
OG0000146	h1SMcT0006790.1, h1SMcT0019090.1, h1SMcT0014811.1, h1SMcT0020845.1	SBOV2_55950.1
OG0000146	h1SMcT0021690.2	SBOV2_38490.2, SBOV2_38490.1, SBOV2_46580.1
OG0000147	h1SMcT0011597.1	SBOV2_31560.11, SBOV2_31560.10, SBOV2_31560.2, SBOV2_31560.3, SBOV2_31560.4, SBOV2_31560.5, SBOV2_31560.7, SBOV2_31560.8, SBOV2_31560.6, SBOV2_31560.1, SBOV2_31560.9
OG0000149	h1SMcT0005461.1, h1SMcT0005461.2	SBOV2_51750.6, SBOV2_51750.7, SBOV2_51750.1, SBOV2_51750.10, SBOV2_51750.2, SBOV2_51750.3, SBOV2_51750.4, SBOV2_51750.8, SBOV2_51750.5, SBOV2_51750.9
OG0000151	h1SMcT0006201.1	SBOV2_63120.6, SBOV2_63120.5, SBOV2_63120.1, SBOV2_63120.3, SBOV2_63120.4, SBOV2_63120.2
OG0000152	h1SMcT0001548.1	SBOV2_10970.1, SBOV2_10850.1, SBOV2_10850.2, SBOV2_10850.3, SBOV2_10850.4, SBOV2_10850.7, SBOV2_10850.5, SBOV2_10850.6
OG0000153	h1SMcT0022006.1, h1SMcT0020307.1, h1SMcT0020306.1, h1SMcT0020306.2, h1SMcT0020303.1, h1SMcT0020304.1, h1SMcT0020305.1	SBOV2_49420.1, SBOV2_54720.1, SBOV2_54730.1, SBOV2_54740.1, SBOV2_54760.1, SBOV2_54810.1
OG0000154	h1SMcT0021968.1, h1SMcT0021968.8, h1SMcT0021968.2, h1SMcT0021968.4, h1SMcT0021968.5, h1SMcT0021968.7, h1SMcT0021968.3, h1SMcT0021968.6	SBOV2_17880.1, SBOV2_17880.3, SBOV2_17880.6, SBOV2_17880.4, SBOV2_17880.5, SBOV2_17880.7, SBOV2_17880.2
OG0000155	h1SMcT0001030.1	SBOV2_30700.8, SBOV2_30700.7, SBOV2_30700.4, SBOV2_30700.3, SBOV2_30700.5, SBOV2_30700.6, SBOV2_30700.10, SBOV2_30700.14, SBOV2_30700.11, SBOV2_30700.9, SBOV2_30700.2, SBOV2_30700.1, SBOV2_30700.17, SBOV2_30700.15, SBOV2_30700.16, SBOV2_30700.13, SBOV2_30700.12
OG0000156	h1SMcT0017161.2, h1SMcT0002712.1	SBOV2_19370.1, SBOV2_19360.1, SBOV2_19360.2, SBOV2_19360.6, SBOV2_19360.5, SBOV2_19360.7, SBOV2_19360.4, SBOV2_19360.8, SBOV2_19360.10, SBOV2_19360.9, SBOV2_19360.3
OG0000157	h1SMcT0018006.1, h1SMcT0018092.1, h1SMcT0018092.2, h1SMcT0005006.1, h1SMcT0005006.2	SBOV2_61330.1, SBOV2_61330.2
OG0000157	h1SMcT0001155.1, h1SMcT0001155.2, h1SMcT0016076.1, h1SMcT0020455.1	SBOV2_43240.1
OG0000157	h1SMcT0013969.1, h1SMcT0013969.2	SBOV2_93390.2, SBOV2_93390.4, SBOV2_93390.3, SBOV2_93390.1
OG0000158	h1SMcT0021962.1, h1SMcT0021962.2, h1SMcT0021962.3, h1SMcT0021962.14, h1SMcT0021962.13, h1SMcT0021962.17, h1SMcT0021962.6, h1SMcT0021962.11, h1SMcT0021962.12, h1SMcT0021962.15, h1SMcT0021962.16, h1SMcT0021962.4, h1SMcT0021962.5, h1SMcT0021962.7, h1SMcT0021962.8, h1SMcT0021962.9, h1SMcT0021962.10	SBOV2_5480.6, SBOV2_5480.1, SBOV2_5480.5, SBOV2_5480.2, SBOV2_5480.4, SBOV2_5480.3, SBOV2_5480.7, SBOV2_5480.8, SBOV2_5490.1, SBOV2_5490.2
OG0000159	h1SMcT0014227.1, h1SMcT0014227.2	SBOV2_61760.1
OG0000161	h1SMcT0012867.1	SBOV2_32910.4, SBOV2_32910.6, SBOV2_32910.5, SBOV2_32910.1, SBOV2_32910.2, SBOV2_32910.3
OG0000164	h1SMcT0014759.1	SBOV2_60890.1
OG0000164	h1SMcT0021090.1	SBOV2_50040.1
OG0000164	h1SMcT0015612.1, h1SMcT0015612.2, h1SMcT0005445.1	SBOV2_37240.1
OG0000165	h1SMcT0018166.5	SBOV2_65130.1
OG0000167	h1SMcT0022585.6, h1SMcT0022585.1, h1SMcT0022585.3, h1SMcT0022585.2, h1SMcT0022585.5, h1SMcT0022585.4	SBOV2_74020.7, SBOV2_74020.6, SBOV2_74020.5, SBOV2_74020.2, SBOV2_74020.4, SBOV2_74020.3, SBOV2_74020.1
OG0000172	h1SMcT0021603.1, h1SMcT0021603.2, h1SMcT0021603.3	SBOV2_18270.1
OG0000173	h1SMcT0003247.2, h1SMcT0003247.3, h1SMcT0003247.1, h1SMcT0003247.4, h1SMcT0003247.5	SBOV2_81670.8, SBOV2_81670.1, SBOV2_81670.4, SBOV2_81670.3, SBOV2_81670.5, SBOV2_81670.6, SBOV2_81670.2, SBOV2_81670.10, SBOV2_81670.11, SBOV2_81670.9, SBOV2_81670.7
OG0000175	h1SMcT0007906.1, h1SMcT0018636.1, h1SMcT0020881.1, h1SMcT0002497.1, h1SMcT0019151.1	SBOV2_26570.1, SBOV2_26580.1, SBOV2_26580.2, SBOV2_26590.1, SBOV2_26600.1, SBOV2_26600.2, SBOV2_26600.3
OG0000177	h1SMcT0004379.1, h1SMcT0004379.9, h1SMcT0004379.10, h1SMcT0004379.5, h1SMcT0004379.4, h1SMcT0004379.2, h1SMcT0004379.8, h1SMcT0004379.3, h1SMcT0004379.7, h1SMcT0004379.6	SBOV2_58230.3, SBOV2_58230.1, SBOV2_58230.2
OG0000179	h1SMcT0009705.1, h1SMcT0009705.3, h1SMcT0009705.2, h1SMcT0009705.4	SBOV2_55230.6, SBOV2_55230.9, SBOV2_55230.7, SBOV2_55230.8, SBOV2_55230.1, SBOV2_55230.2, SBOV2_55230.3, SBOV2_55230.4, SBOV2_55230.5, SBOV2_55240.1
OG0000180	h1SMcT0016760.1, h1SMcT0016760.2	SBOV2_79920.1, SBOV2_79920.2, SBOV2_79930.3, SBOV2_79930.2, SBOV2_79930.4, SBOV2_79930.1, SBOV2_79910.1
OG0000182	h1SMcT0000076.3, h1SMcT0000076.2, h1SMcT0000076.4	SBOV2_57380.1
OG0000182	h1SMcT0000188.1, h1SMcT0000194.1, h1SMcT0000194.2	SBOV2_38720.1, SBOV2_38720.2, SBOV2_38720.4, SBOV2_38720.3
OG0000184	h1SMcT0015425.1, h1SMcT0015431.1	SBOV2_49230.1, SBOV2_49230.2, SBOV2_49230.3, SBOV2_49230.4, SBOV2_49230.5, SBOV2_49240.1, SBOV2_96710.1
OG0000186	h1SMcT0015722.1, h1SMcT0013906.1, h1SMcT0013910.1	SBOV2_71520.3, SBOV2_71520.4, SBOV2_71520.7, SBOV2_71520.2, SBOV2_71520.5, SBOV2_71520.1, SBOV2_71520.6
OG0000187	h1SMcT0002580.8, h1SMcT0002580.4, h1SMcT0002580.5, h1SMcT0002580.7, h1SMcT0002580.1, h1SMcT0002580.6, h1SMcT0002580.9, h1SMcT0002580.3, h1SMcT0002580.2, h1SMcT0009621.1, h1SMcT0009621.3, h1SMcT0009621.2	SBOV2_53200.1
OG0000190	h1SMcT0007247.1	SBOV2_53780.1
OG0000192	h1SMcT0015806.1	SBOV2_62620.7, SBOV2_62620.10, SBOV2_62620.11, SBOV2_62620.3, SBOV2_62620.4, SBOV2_62620.13, SBOV2_62620.5, SBOV2_62620.12, SBOV2_62620.1, SBOV2_62620.14, SBOV2_62620.6, SBOV2_62620.16, SBOV2_62620.8, SBOV2_62620.9, SBOV2_62620.15, SBOV2_62620.2
OG0000193	h1SMcT0000127.2, h1SMcT0000127.1, h1SMcT0000127.4	SBOV2_57540.1, SBOV2_57540.3, SBOV2_57540.4, SBOV2_57550.1, SBOV2_57540.2
OG0000194	h1SMcT0008145.3, h1SMcT0008145.1, h1SMcT0008145.2	SBOV2_73960.3, SBOV2_73960.1, SBOV2_73960.2, SBOV2_73960.6, SBOV2_73960.4, SBOV2_73960.5
OG0000195	h1SMcT0000620.1, h1SMcT0000620.2, h1SMcT0000620.3	SBOV2_48040.3, SBOV2_48040.10, SBOV2_48040.2, SBOV2_48040.5, SBOV2_48040.7, SBOV2_48040.8, SBOV2_48040.4, SBOV2_48040.11, SBOV2_48040.6, SBOV2_48040.1, SBOV2_48040.9
OG0000196	h1SMcT0011061.1, h1SMcT0021737.1	SBOV2_89060.1
OG0000196	h1SMcT0001685.1	SBOV2_13600.1
OG0000198	h1SMcT0018079.1	SBOV2_24130.1, SBOV2_14360.2, SBOV2_14360.7, SBOV2_14390.1, SBOV2_14360.8, SBOV2_14360.3, SBOV2_14360.4, SBOV2_14360.5, SBOV2_14360.6, SBOV2_14390.4, SBOV2_14390.3, SBOV2_14390.5, SBOV2_14360.1, SBOV2_14390.2
OG0000199	h1SMcT0004687.1, h1SMcT0004687.2	SBOV2_35200.1, SBOV2_35480.1
OG0000201	h1SMcT0009180.1	SBOV2_27340.13, SBOV2_27340.9, SBOV2_27340.2, SBOV2_27340.4, SBOV2_27340.7, SBOV2_27340.3, SBOV2_27340.12, SBOV2_27340.1, SBOV2_27340.10, SBOV2_27340.11, SBOV2_27340.5, SBOV2_27340.6, SBOV2_27340.8
OG0000206	h1SMcT0011551.1, h1SMcT0011551.2	SBOV2_32930.1, SBOV2_32930.10, SBOV2_32930.11, SBOV2_32930.4, SBOV2_32930.5, SBOV2_32930.6, SBOV2_32930.8, SBOV2_32930.2, SBOV2_32930.7, SBOV2_32930.9, SBOV2_32930.3
OG0000208	h1SMcT0004753.1, h1SMcT0004753.2, h1SMcT0004753.3	SBOV2_72090.8, SBOV2_72090.6, SBOV2_72090.10, SBOV2_72090.1, SBOV2_72090.2, SBOV2_72090.5, SBOV2_72090.9, SBOV2_72090.7, SBOV2_72090.3, SBOV2_72090.4
OG0000209	h1SMcT0007034.1, h1SMcT0007034.2	SBOV2_8730.1, SBOV2_8730.4, SBOV2_8730.3, SBOV2_8730.2, SBOV2_8730.6, SBOV2_8730.9, SBOV2_8730.11, SBOV2_8730.7, SBOV2_8730.8, SBOV2_8730.10, SBOV2_8730.5
OG0000210	h1SMcT0010216.1, h1SMcT0010216.2, h1SMcT0010216.3	SBOV2_84490.1, SBOV2_84490.11, SBOV2_84490.2, SBOV2_84490.8, SBOV2_84490.6, SBOV2_84490.4, SBOV2_84490.5, SBOV2_84490.7, SBOV2_84490.10, SBOV2_84490.9, SBOV2_84490.12, SBOV2_84490.3, SBOV2_84490.13
OG0000211	h1SMcT0007637.1	SBOV2_6850.1, SBOV2_6850.4, SBOV2_6850.10, SBOV2_6850.11, SBOV2_6850.9, SBOV2_6850.2, SBOV2_6850.3, SBOV2_6850.5, SBOV2_6850.8, SBOV2_6850.7, SBOV2_6850.6
OG0000212	h1SMcT0001354.11, h1SMcT0001354.6, h1SMcT0001354.7, h1SMcT0001354.1, h1SMcT0001354.10, h1SMcT0001354.2, h1SMcT0001354.5, h1SMcT0001354.8, h1SMcT0001354.9, h1SMcT0001354.3, h1SMcT0001354.4	SBOV2_24920.3, SBOV2_24920.9, SBOV2_24920.8, SBOV2_24920.7, SBOV2_24920.1, SBOV2_24920.2, SBOV2_24920.4, SBOV2_24920.5, SBOV2_24920.6
OG0000213	h1SMcT0008371.1	SBOV2_15330.12, SBOV2_15330.11, SBOV2_15330.10, SBOV2_15330.4, SBOV2_15330.6, SBOV2_15330.8, SBOV2_15330.13, SBOV2_15330.14, SBOV2_15330.9, SBOV2_15330.1, SBOV2_15330.2, SBOV2_15330.3, SBOV2_15330.5, SBOV2_15330.7
OG0000217	h1SMcT0004924.1, h1SMcT0004924.2, h1SMcT0010355.1, h1SMcT0018649.1	SBOV2_35260.8, SBOV2_35260.4, SBOV2_35260.1, SBOV2_35260.2, SBOV2_35260.3, SBOV2_35260.5, SBOV2_35260.6, SBOV2_35260.7
OG0000218	h1SMcT0004177.1	SBOV2_16240.2, SBOV2_16240.8, SBOV2_16240.18, SBOV2_16240.17, SBOV2_16240.19, SBOV2_16240.1, SBOV2_16240.10, SBOV2_16240.11, SBOV2_16240.12, SBOV2_16240.14, SBOV2_16240.16, SBOV2_16240.20, SBOV2_16240.9, SBOV2_16240.7, SBOV2_16240.4, SBOV2_16240.6, SBOV2_16240.15, SBOV2_16240.3, SBOV2_16240.5, SBOV2_16240.13
OG0000219	h1SMcT0000079.1	SBOV2_59900.8, SBOV2_59900.10, SBOV2_59900.4, SBOV2_59900.6, SBOV2_59900.7, SBOV2_59900.3, SBOV2_59900.9, SBOV2_59900.11, SBOV2_59900.2, SBOV2_59900.5, SBOV2_59900.12, SBOV2_59900.1
OG0000221	h1SMcT0016464.1, h1SMcT0016464.3	SBOV2_9760.1
OG0000221	h1SMcT0018055.1	SBOV2_2510.1, SBOV2_2510.2
OG0000222	h1SMcT0013919.1	SBOV2_75430.3, SBOV2_75430.1, SBOV2_75430.2, SBOV2_75430.4
OG0000223	h1SMcT0005506.1	SBOV2_9970.4, SBOV2_9970.17, SBOV2_9970.11, SBOV2_9970.16, SBOV2_9970.2, SBOV2_9970.6, SBOV2_9970.1, SBOV2_9970.10, SBOV2_9970.12, SBOV2_9970.13, SBOV2_9970.14, SBOV2_9970.15, SBOV2_9970.3, SBOV2_9970.7, SBOV2_9970.9, SBOV2_9970.5, SBOV2_9970.8
OG0000224	h1SMcT0009940.1, h1SMcT0009940.2	SBOV2_6020.4, SBOV2_6020.1, SBOV2_6020.10, SBOV2_6020.2, SBOV2_6020.3, SBOV2_6020.5, SBOV2_6020.6, SBOV2_6020.7, SBOV2_6020.8, SBOV2_6020.9
OG0000225	h1SMcT0010147.1, h1SMcT0010147.2	SBOV2_3090.1
OG0000226	h1SMcT0018850.1	SBOV2_32530.11, SBOV2_32530.15, SBOV2_32530.7, SBOV2_32530.8, SBOV2_32530.10, SBOV2_32530.9, SBOV2_32530.12, SBOV2_32530.16, SBOV2_32530.1, SBOV2_32530.3, SBOV2_32530.5, SBOV2_32530.14, SBOV2_32530.4, SBOV2_32530.6, SBOV2_32530.17, SBOV2_32530.2, SBOV2_32530.13
OG0000227	h1SMcT0015210.2, h1SMcT0015210.1, h1SMcT0015210.3	SBOV2_68480.1
OG0000228	h1SMcT0003868.2, h1SMcT0003868.6, h1SMcT0003868.3, h1SMcT0003868.1, h1SMcT0003868.4, h1SMcT0003868.5	SBOV2_25760.8, SBOV2_25760.9, SBOV2_25760.12, SBOV2_25760.18, SBOV2_25760.15, SBOV2_25760.13, SBOV2_25760.11, SBOV2_25760.14, SBOV2_25760.5, SBOV2_25760.7, SBOV2_25760.4, SBOV2_25760.6, SBOV2_25760.10, SBOV2_25760.16, SBOV2_25760.17, SBOV2_25760.1, SBOV2_25760.3, SBOV2_25760.2, SBOV2_25760.19
OG0000229	h1SMcT0002720.3, h1SMcT0023063.1, h1SMcT0002720.5, h1SMcT0002720.1, h1SMcT0002720.2, h1SMcT0002720.4	SBOV2_58630.1, SBOV2_58630.3, SBOV2_58630.6, SBOV2_58630.7, SBOV2_58630.2, SBOV2_58630.4, SBOV2_58630.5, SBOV2_58630.8
OG0000230	h1SMcT0016060.1, h1SMcT0003291.4, h1SMcT0003291.1, h1SMcT0003291.5, h1SMcT0003291.2, h1SMcT0003291.3	SBOV2_62800.7, SBOV2_62800.9, SBOV2_62800.6, SBOV2_62800.8, SBOV2_62800.12, SBOV2_62800.4, SBOV2_62800.1, SBOV2_62800.11, SBOV2_62800.3, SBOV2_62800.5, SBOV2_62800.2, SBOV2_62800.10
OG0000235	h1SMcT0013355.1, h1SMcT0013355.2, h1SMcT0015883.2, h1SMcT0015883.3, h1SMcT0003207.1, h1SMcT0003207.3, h1SMcT0014695.1, h1SMcT0017363.2	SBOV2_3870.1
OG0000236	h1SMcT0020439.1, h1SMcT0020439.3, h1SMcT0020439.2	SBOV2_51250.5, SBOV2_51250.3, SBOV2_51250.4, SBOV2_51250.2, SBOV2_51250.1, SBOV2_51250.6, SBOV2_51250.7
OG0000237	h1SMcT0016068.1	SBOV2_53370.5, SBOV2_53370.10, SBOV2_53370.6, SBOV2_53370.13, SBOV2_53370.4, SBOV2_53370.9, SBOV2_53370.12, SBOV2_53370.2, SBOV2_53370.3, SBOV2_53370.8, SBOV2_53370.1, SBOV2_53370.11, SBOV2_53370.14, SBOV2_53370.7
OG0000238	h1SMcT0021500.1, h1SMcT0021500.2	SBOV2_30040.4, SBOV2_30040.7, SBOV2_30040.9, SBOV2_30040.3, SBOV2_30040.1, SBOV2_30040.2, SBOV2_30040.5, SBOV2_30040.8, SBOV2_30040.10, SBOV2_30040.6
OG0000239	h1SMcT0019805.1, h1SMcT0019805.3, h1SMcT0019812.2, h1SMcT0019812.4, h1SMcT0019812.6, h1SMcT0019812.7, h1SMcT0019812.5, h1SMcT0019812.3, h1SMcT0019812.1, h1SMcT0019805.2	SBOV2_40250.1, SBOV2_84300.1
OG0000240	h1SMcT0022933.1, h1SMcT0022933.2	SBOV2_38170.2, SBOV2_38170.4, SBOV2_38170.1, SBOV2_38170.3, SBOV2_38170.6, SBOV2_38170.7, SBOV2_38170.8, SBOV2_38170.5
