Orthogroup	schistosoma_guineensis	schistosoma_mattheei
OG0000065	SGUI1_22680.1, SGUI1_22690.5, SGUI1_22690.1, SGUI1_22690.3, SGUI1_22690.2	SMTH1_25640.1, SMTH1_25640.2
OG0000066	SGUI1_36990.15, SGUI1_36990.20, SGUI1_36990.5, SGUI1_36990.8	SMTH1_41200.1
OG0000066	SGUI1_36990.17, SGUI1_36990.3, SGUI1_36990.7, SGUI1_36990.18	SMTH1_41200.7, SMTH1_41200.4
OG0000066	SGUI1_36990.2	SMTH1_41200.6
OG0000067	SGUI1_67950.20, SGUI1_67950.21, SGUI1_67950.24, SGUI1_67950.26, SGUI1_67950.18, SGUI1_67950.25, SGUI1_67950.10, SGUI1_67950.11, SGUI1_67950.15, SGUI1_67950.6, SGUI1_67950.7, SGUI1_67950.9, SGUI1_67950.8, SGUI1_67950.13, SGUI1_67950.1, SGUI1_67950.14, SGUI1_67950.22, SGUI1_67950.16, SGUI1_67950.17, SGUI1_67950.2, SGUI1_67950.3, SGUI1_67950.4, SGUI1_67950.19, SGUI1_67950.12, SGUI1_67950.5	SMTH1_75020.12, SMTH1_75020.11, SMTH1_75020.13
OG0000068	SGUI1_54050.1	SMTH1_60000.1, SMTH1_60010.1
OG0000068	SGUI1_95000.1	SMTH1_105080.1, SMTH1_105080.2
OG0000068	SGUI1_36450.1	SMTH1_40460.1
OG0000068	SGUI1_36450.4	SMTH1_40460.2, SMTH1_40460.3, SMTH1_40460.4
OG0000068	SGUI1_28390.1	SMTH1_31850.1
OG0000069	SGUI1_20160.1, SGUI1_20160.11, SGUI1_20160.12, SGUI1_20160.16, SGUI1_20160.4, SGUI1_20160.22, SGUI1_20160.24, SGUI1_20160.13, SGUI1_20160.14, SGUI1_20160.17, SGUI1_20160.18, SGUI1_20160.5, SGUI1_20160.6, SGUI1_20160.7, SGUI1_20160.8, SGUI1_20160.10, SGUI1_20160.15, SGUI1_20160.2, SGUI1_20160.3, SGUI1_20160.9, SGUI1_20160.20, SGUI1_20160.21, SGUI1_20160.26, SGUI1_20160.27, SGUI1_20160.23, SGUI1_20160.25, SGUI1_20160.19	SMTH1_22730.2, SMTH1_22710.1, SMTH1_22730.1
OG0000070	SGUI1_43740.3, SGUI1_43740.7, SGUI1_43740.11, SGUI1_43740.5, SGUI1_43740.9	SMTH1_48740.1
OG0000071	SGUI1_33980.13, SGUI1_33980.3, SGUI1_33980.4, SGUI1_33980.1, SGUI1_33980.10, SGUI1_33980.11, SGUI1_33980.12, SGUI1_33980.14, SGUI1_33980.15, SGUI1_33980.2, SGUI1_33980.5, SGUI1_33980.7, SGUI1_33980.8, SGUI1_33980.9, SGUI1_33980.18, SGUI1_33980.6, SGUI1_33980.17, SGUI1_33980.19, SGUI1_33980.20, SGUI1_33980.16	SMTH1_37950.1
OG0000072	SGUI1_89930.2, SGUI1_89930.3, SGUI1_89930.9, SGUI1_89930.8, SGUI1_89930.4, SGUI1_89930.7, SGUI1_89930.13, SGUI1_89930.6, SGUI1_89930.11, SGUI1_89930.12, SGUI1_89930.14, SGUI1_89930.15, SGUI1_89930.10, SGUI1_89930.5, SGUI1_89930.1	SMTH1_99330.1
OG0000073	SGUI1_55590.1, SGUI1_55600.1	SMTH1_61870.1, SMTH1_61880.1, SMTH1_61880.2, SMTH1_61880.3
OG0000074	SGUI1_1260.3	SMTH1_1470.6
OG0000074	SGUI1_1260.2, SGUI1_1260.1	SMTH1_1470.5
OG0000074	SGUI1_88410.1	SMTH1_97660.1
OG0000074	SGUI1_10520.1	SMTH1_12710.1, SMTH1_12710.2, SMTH1_12710.4, SMTH1_12710.3
OG0000074	SGUI1_88510.1	SMTH1_97780.1
OG0000075	SGUI1_33710.2, SGUI1_33710.1, SGUI1_33710.11, SGUI1_33710.12, SGUI1_33710.13, SGUI1_33710.3, SGUI1_33710.5, SGUI1_33710.6, SGUI1_33710.7, SGUI1_33710.8, SGUI1_33710.10, SGUI1_33710.4, SGUI1_33710.9	SMTH1_37710.1, SMTH1_37730.1, SMTH1_37720.1
OG0000076	SGUI1_91190.1	SMTH1_100810.1
OG0000076	SGUI1_3900.1	SMTH1_4450.2, SMTH1_4450.3, SMTH1_4450.4, SMTH1_4450.1, SMTH1_4450.5
OG0000077	SGUI1_9990.1	SMTH1_12170.1, SMTH1_12170.2, SMTH1_12170.4, SMTH1_12170.3, SMTH1_12170.10, SMTH1_12170.8, SMTH1_12170.5, SMTH1_12170.7, SMTH1_12170.9, SMTH1_12170.6
OG0000078	SGUI1_5170.1	SMTH1_6320.1
OG0000079	SGUI1_30470.1	SMTH1_34060.3, SMTH1_34060.5
OG0000080	SGUI1_44150.1	SMTH1_49150.2, SMTH1_49150.4, SMTH1_49150.7
OG0000081	SGUI1_19810.1, SGUI1_56350.1	SMTH1_15900.1
OG0000082	SGUI1_9680.10, SGUI1_9680.11, SGUI1_9680.13, SGUI1_9680.14, SGUI1_9680.4, SGUI1_9680.1, SGUI1_9680.12, SGUI1_9680.15, SGUI1_9680.17, SGUI1_9680.18, SGUI1_9680.19, SGUI1_9680.6, SGUI1_9680.7, SGUI1_9680.9, SGUI1_9680.16, SGUI1_9680.2, SGUI1_9680.3, SGUI1_9680.5, SGUI1_9680.8	SMTH1_11790.11, SMTH1_11790.12, SMTH1_11790.1, SMTH1_11790.2, SMTH1_11790.3, SMTH1_11790.4, SMTH1_11790.5, SMTH1_11790.9, SMTH1_11790.8, SMTH1_11790.10, SMTH1_11790.6, SMTH1_11790.7, SMTH1_11790.13, SMTH1_11790.14
OG0000083	SGUI1_49010.1, SGUI1_46910.1, SGUI1_46910.2	SMTH1_6760.1, SMTH1_6760.2, SMTH1_23650.1
OG0000084	SGUI1_11430.1	SMTH1_40160.1, SMTH1_86290.1
OG0000084	SGUI1_140.1, SGUI1_22150.1, SGUI1_31390.1, SGUI1_86700.1	SMTH1_20950.1, SMTH1_22830.1
OG0000084	SGUI1_88680.1	SMTH1_36540.1
OG0000084	SGUI1_33010.1, SGUI1_13920.1	SMTH1_65880.1
OG0000084	SGUI1_25630.1, SGUI1_59120.1	SMTH1_31280.1, SMTH1_31970.1, SMTH1_44840.1
OG0000085	SGUI1_36330.5, SGUI1_36330.6, SGUI1_36330.1, SGUI1_36330.10, SGUI1_36330.11, SGUI1_36330.13, SGUI1_36330.14, SGUI1_36330.15, SGUI1_36330.16, SGUI1_36330.17, SGUI1_36330.18, SGUI1_36330.2, SGUI1_36330.7, SGUI1_36330.8, SGUI1_36330.9, SGUI1_36330.12, SGUI1_36330.3, SGUI1_36330.4, SGUI1_36330.19	SMTH1_40330.1, SMTH1_40330.10, SMTH1_40330.2, SMTH1_40330.3, SMTH1_40330.4, SMTH1_40330.5, SMTH1_40330.7, SMTH1_40330.8, SMTH1_40330.6, SMTH1_40330.9
OG0000086	SGUI1_73460.10	SMTH1_81430.2, SMTH1_81430.3, SMTH1_81430.6, SMTH1_81430.7, SMTH1_81430.4, SMTH1_81430.5, SMTH1_81430.8, SMTH1_81430.9
OG0000086	SGUI1_73460.11, SGUI1_73460.5, SGUI1_73460.7, SGUI1_73460.12, SGUI1_73460.8, SGUI1_73460.9, SGUI1_73460.6, SGUI1_73460.3, SGUI1_73460.1, SGUI1_73460.4, SGUI1_73460.2	SMTH1_81430.1
OG0000087	SGUI1_53090.11, SGUI1_53090.16, SGUI1_53090.3, SGUI1_53090.10, SGUI1_53090.9, SGUI1_53090.1, SGUI1_53090.13, SGUI1_53090.6, SGUI1_53090.17, SGUI1_53090.14, SGUI1_53090.15, SGUI1_53090.2, SGUI1_53090.4, SGUI1_53090.12, SGUI1_53090.5, SGUI1_53090.7, SGUI1_53090.8	SMTH1_59010.1, SMTH1_59010.12, SMTH1_59010.14, SMTH1_59010.15, SMTH1_59010.16, SMTH1_59010.6, SMTH1_59010.8, SMTH1_59010.9, SMTH1_59010.13, SMTH1_59010.7, SMTH1_59010.5, SMTH1_59010.10, SMTH1_59010.4, SMTH1_59010.11, SMTH1_59010.17, SMTH1_59010.2, SMTH1_59010.3
OG0000088	SGUI1_3040.1, SGUI1_3040.2	SMTH1_3690.4, SMTH1_3690.2, SMTH1_3690.3, SMTH1_3690.1
OG0000088	SGUI1_3020.10, SGUI1_3020.9, SGUI1_3020.4, SGUI1_3020.5, SGUI1_3020.6, SGUI1_3020.7, SGUI1_3020.2, SGUI1_3020.8	SMTH1_3660.2, SMTH1_3660.1, SMTH1_3660.6
OG0000088	SGUI1_3020.1, SGUI1_3020.3	SMTH1_3660.5, SMTH1_3660.4
OG0000090	SGUI1_50060.10	SMTH1_55910.5, SMTH1_55910.4, SMTH1_55910.6, SMTH1_55910.1, SMTH1_55910.2, SMTH1_55910.3
OG0000091	SGUI1_47840.7, SGUI1_47840.9, SGUI1_47840.10, SGUI1_47840.3, SGUI1_47840.2, SGUI1_47840.1, SGUI1_47840.6, SGUI1_47840.8, SGUI1_47840.4, SGUI1_47840.5	SMTH1_53400.1
OG0000092	SGUI1_2250.1, SGUI1_2240.1	SMTH1_2640.1, SMTH1_2640.2, SMTH1_2640.3
OG0000092	SGUI1_12290.3, SGUI1_12290.1, SGUI1_12290.2	SMTH1_14740.1
OG0000093	SGUI1_40090.1	SMTH1_44730.1
OG0000093	SGUI1_39170.1	SMTH1_43690.1
OG0000093	SGUI1_39170.1	SMTH1_43700.1
OG0000093	SGUI1_39170.1	SMTH1_43710.1
OG0000093	SGUI1_39180.1	SMTH1_43690.1
OG0000093	SGUI1_39180.1	SMTH1_43700.1
OG0000093	SGUI1_39180.1	SMTH1_43710.1
OG0000093	SGUI1_39220.1	SMTH1_43690.1
OG0000093	SGUI1_39220.1	SMTH1_43700.1
OG0000093	SGUI1_39220.1	SMTH1_43710.1
OG0000093	SGUI1_39240.1	SMTH1_43690.1
OG0000093	SGUI1_39240.1	SMTH1_43700.1
OG0000093	SGUI1_39240.1	SMTH1_43710.1
OG0000093	SGUI1_39200.1	SMTH1_43680.1
OG0000093	SGUI1_39200.1	SMTH1_43690.2
OG0000093	SGUI1_39210.1	SMTH1_43680.1
OG0000093	SGUI1_39210.1	SMTH1_43690.2
OG0000094	SGUI1_7960.4, SGUI1_7960.6, SGUI1_7960.1, SGUI1_7960.7, SGUI1_7960.3, SGUI1_7960.5, SGUI1_7960.2	SMTH1_9680.4, SMTH1_9680.6
OG0000095	SGUI1_61880.6, SGUI1_61880.3, SGUI1_61880.1, SGUI1_61880.2, SGUI1_61880.7, SGUI1_61880.8, SGUI1_61880.4, SGUI1_61880.10, SGUI1_61880.9, SGUI1_61880.11, SGUI1_61880.5, SGUI1_61880.12	SMTH1_68360.1
OG0000096	SGUI1_35170.2, SGUI1_35170.1, SGUI1_35170.3, SGUI1_35170.8, SGUI1_35170.6, SGUI1_35170.7, SGUI1_35170.5, SGUI1_35170.4	SMTH1_39100.6, SMTH1_39100.1, SMTH1_39100.2, SMTH1_39100.8, SMTH1_39100.7, SMTH1_39100.3, SMTH1_39100.10, SMTH1_39100.4, SMTH1_39100.5, SMTH1_39100.9
OG0000097	SGUI1_6600.1	SMTH1_7960.1
OG0000098	SGUI1_41100.1, SGUI1_41090.1	SMTH1_45820.1, SMTH1_45820.2
OG0000098	SGUI1_67180.1, SGUI1_67180.5, SGUI1_67180.4, SGUI1_67180.3, SGUI1_67180.2, SGUI1_67180.6	SMTH1_74230.1, SMTH1_74220.1
OG0000099	SGUI1_68110.1, SGUI1_68110.2, SGUI1_68110.3, SGUI1_68110.4	SMTH1_75170.1
OG0000099	SGUI1_72250.1	SMTH1_80070.5, SMTH1_80070.1, SMTH1_80070.4, SMTH1_80070.2, SMTH1_80070.3
OG0000100	SGUI1_84170.1	SMTH1_78440.1, SMTH1_66570.1
OG0000102	SGUI1_5540.1	SMTH1_6850.1
OG0000102	SGUI1_5540.1	SMTH1_6850.2
OG0000102	SGUI1_5540.2	SMTH1_6850.1
OG0000102	SGUI1_5540.2	SMTH1_6850.2
OG0000102	SGUI1_5540.4, SGUI1_5540.8, SGUI1_5540.10, SGUI1_5540.11, SGUI1_5540.3, SGUI1_5540.5, SGUI1_5540.6, SGUI1_5540.7, SGUI1_5540.9	SMTH1_6850.3, SMTH1_6850.4
OG0000102	SGUI1_58960.2, SGUI1_58960.1, SGUI1_58960.3, SGUI1_58960.4	SMTH1_65150.1
OG0000103	SGUI1_74500.11, SGUI1_74500.9, SGUI1_74500.6, SGUI1_74500.7, SGUI1_74500.2, SGUI1_74500.3, SGUI1_74500.1, SGUI1_74500.10, SGUI1_74500.5, SGUI1_74500.8, SGUI1_74500.4	SMTH1_82550.10, SMTH1_82550.1, SMTH1_82550.2, SMTH1_82550.3, SMTH1_82550.4, SMTH1_82550.8, SMTH1_82550.7, SMTH1_82550.5, SMTH1_82550.6, SMTH1_82550.9
OG0000104	SGUI1_5790.1	SMTH1_7040.1
OG0000105	SGUI1_7260.8, SGUI1_7260.4, SGUI1_7260.7, SGUI1_7260.6, SGUI1_7260.1, SGUI1_7260.3, SGUI1_7260.5, SGUI1_7260.2	SMTH1_8820.1, SMTH1_8820.2, SMTH1_8820.3, SMTH1_8820.4, SMTH1_8820.5, SMTH1_8820.6, SMTH1_8820.7, SMTH1_8820.8, SMTH1_8820.9
OG0000106	SGUI1_73950.1	SMTH1_81960.1, SMTH1_107260.1, SMTH1_81920.1
OG0000106	SGUI1_73930.1, SGUI1_73990.1	SMTH1_81910.1, SMTH1_81930.1
OG0000106	SGUI1_97120.1, SGUI1_73920.1	SMTH1_81900.1
OG0000107	SGUI1_49430.1	SMTH1_55200.1
OG0000107	SGUI1_51180.2	SMTH1_55210.2, SMTH1_57030.1
OG0000108	SGUI1_7790.1	SMTH1_9500.1
OG0000110	SGUI1_29610.1, SGUI1_29610.2	SMTH1_33110.1
OG0000110	SGUI1_29580.1	SMTH1_33070.1, SMTH1_33080.1
OG0000110	SGUI1_29620.1	SMTH1_33120.1
OG0000110	SGUI1_29630.1	SMTH1_33130.1
OG0000111	SGUI1_41190.1	SMTH1_45910.1
OG0000111	SGUI1_52130.1	SMTH1_57950.3, SMTH1_57950.2, SMTH1_57950.4
OG0000111	SGUI1_52130.2	SMTH1_57950.1
OG0000111	SGUI1_30990.1, SGUI1_30980.1	SMTH1_34690.1, SMTH1_34690.2
OG0000111	SGUI1_31010.1, SGUI1_31010.2	SMTH1_34710.1, SMTH1_34710.2
OG0000112	SGUI1_84190.1, SGUI1_84190.5, SGUI1_84190.2, SGUI1_84190.3, SGUI1_84190.4	SMTH1_92880.1
OG0000113	SGUI1_86320.1, SGUI1_12130.22, SGUI1_12130.23, SGUI1_69560.1, SGUI1_12130.6, SGUI1_12130.7, SGUI1_12130.24, SGUI1_5140.5, SGUI1_5140.2, SGUI1_5140.1, SGUI1_12260.1, SGUI1_5140.6, SGUI1_5140.3, SGUI1_5140.4, SGUI1_69560.2	SMTH1_94980.1
OG0000114	SGUI1_94910.5, SGUI1_94910.1, SGUI1_94910.2, SGUI1_94910.3, SGUI1_94910.4, SGUI1_94910.6, SGUI1_94910.7, SGUI1_94910.8, SGUI1_94910.9, SGUI1_94910.10, SGUI1_94910.11	SMTH1_104970.1
OG0000115	SGUI1_36570.1	SMTH1_40570.1, SMTH1_40570.12, SMTH1_40570.3, SMTH1_40570.4, SMTH1_40570.7, SMTH1_40570.11, SMTH1_40570.6, SMTH1_40570.10, SMTH1_40570.2, SMTH1_40570.5, SMTH1_40570.8, SMTH1_40570.9
OG0000116	SGUI1_50270.10, SGUI1_50270.7, SGUI1_50270.8, SGUI1_50270.1, SGUI1_50270.5, SGUI1_50270.2, SGUI1_50270.9, SGUI1_50270.13, SGUI1_50270.11, SGUI1_50270.14, SGUI1_50270.12, SGUI1_50270.4, SGUI1_50270.6, SGUI1_50270.3	SMTH1_56110.1
OG0000117	SGUI1_29710.5, SGUI1_29710.7, SGUI1_29710.8, SGUI1_29710.9, SGUI1_29710.1, SGUI1_29710.13, SGUI1_29710.10, SGUI1_29710.11, SGUI1_29710.2, SGUI1_29710.3, SGUI1_29710.6, SGUI1_29710.14, SGUI1_29710.4, SGUI1_29710.12	SMTH1_33220.1
OG0000118	SGUI1_39420.1	SMTH1_43930.1
OG0000118	SGUI1_39430.1	SMTH1_43940.1
OG0000118	SGUI1_39400.2, SGUI1_39400.1	SMTH1_43950.1
OG0000118	SGUI1_39410.1	SMTH1_43910.1
OG0000119	SGUI1_95670.7	SMTH1_105830.1, SMTH1_105850.5
OG0000119	SGUI1_95670.2, SGUI1_95670.5	SMTH1_105850.2, SMTH1_105850.4, SMTH1_105830.2, SMTH1_105850.3
OG0000120	SGUI1_29810.1	SMTH1_107750.15, SMTH1_107750.1, SMTH1_107750.3, SMTH1_33290.1, SMTH1_33290.3, SMTH1_33290.4, SMTH1_107750.4, SMTH1_107750.10, SMTH1_107750.12, SMTH1_107750.16, SMTH1_107750.7, SMTH1_55820.1, SMTH1_107750.11, SMTH1_107750.5, SMTH1_107750.6, SMTH1_33290.5, SMTH1_107750.2, SMTH1_33290.2, SMTH1_33290.7, SMTH1_55820.3, SMTH1_55820.2, SMTH1_107750.13, SMTH1_107750.14, SMTH1_107750.9, SMTH1_33290.6, SMTH1_107750.8
OG0000122	SGUI1_80920.11, SGUI1_80920.9, SGUI1_80920.8, SGUI1_80920.1, SGUI1_80920.10, SGUI1_80920.7, SGUI1_80920.4, SGUI1_80920.3, SGUI1_80920.2, SGUI1_80920.5, SGUI1_80920.6	SMTH1_89440.1
OG0000123	SGUI1_78980.1	SMTH1_87340.1
OG0000125	SGUI1_1330.3, SGUI1_1330.8, SGUI1_1330.10, SGUI1_1330.7, SGUI1_1330.14, SGUI1_1330.13, SGUI1_1330.9, SGUI1_1330.6, SGUI1_1330.5, SGUI1_1330.4, SGUI1_1330.11, SGUI1_1330.1, SGUI1_1330.2, SGUI1_1330.12	SMTH1_1620.1
OG0000126	SGUI1_71100.12, SGUI1_71100.14, SGUI1_71100.3, SGUI1_71100.7, SGUI1_71100.9	SMTH1_78590.1
OG0000127	SGUI1_22280.1	SMTH1_25070.3, SMTH1_25070.1
OG0000128	SGUI1_43050.11, SGUI1_43050.12, SGUI1_43050.13, SGUI1_43050.14, SGUI1_43050.15, SGUI1_43050.17, SGUI1_43050.18, SGUI1_43050.19, SGUI1_43050.2, SGUI1_43050.4, SGUI1_43050.5, SGUI1_43050.6, SGUI1_43050.8, SGUI1_43050.3, SGUI1_43050.1, SGUI1_43050.10, SGUI1_43050.16, SGUI1_43050.7, SGUI1_43050.20, SGUI1_43050.9	SMTH1_47950.1, SMTH1_47950.2, SMTH1_47950.3
OG0000129	SGUI1_32060.5, SGUI1_32060.7, SGUI1_32060.1, SGUI1_32060.4, SGUI1_32060.10, SGUI1_32060.8, SGUI1_32060.9, SGUI1_32060.6, SGUI1_32060.2, SGUI1_32060.3	SMTH1_35850.5, SMTH1_35850.1, SMTH1_35850.7, SMTH1_35850.2, SMTH1_35850.3, SMTH1_35850.8, SMTH1_35850.4, SMTH1_35850.6
OG0000130	SGUI1_81220.12, SGUI1_81220.8, SGUI1_81220.5, SGUI1_81220.7, SGUI1_81220.9, SGUI1_81220.13	SMTH1_89720.8
OG0000130	SGUI1_81220.1, SGUI1_81220.4, SGUI1_81220.10, SGUI1_81220.11, SGUI1_81220.2, SGUI1_81220.3, SGUI1_81220.6	SMTH1_89720.1, SMTH1_89720.2, SMTH1_89720.3, SMTH1_89720.4, SMTH1_89720.5, SMTH1_89720.6, SMTH1_89720.7, SMTH1_89720.9
OG0000131	SGUI1_86230.1	SMTH1_95200.1
OG0000131	SGUI1_86210.1	SMTH1_95190.1
OG0000132	SGUI1_35380.5, SGUI1_35380.6, SGUI1_35380.4, SGUI1_35380.1, SGUI1_35380.3, SGUI1_35380.2	SMTH1_39420.1
OG0000134	SGUI1_20420.1	SMTH1_22380.1
OG0000136	SGUI1_6930.5, SGUI1_6930.1, SGUI1_6930.9, SGUI1_6930.11, SGUI1_6930.10, SGUI1_6930.12, SGUI1_6930.2, SGUI1_6930.3, SGUI1_6930.4, SGUI1_6930.7, SGUI1_6930.6, SGUI1_6930.8	SMTH1_8440.1
OG0000137	SGUI1_42090.1	SMTH1_46890.1
OG0000137	SGUI1_42070.1	SMTH1_46880.1
OG0000137	SGUI1_42050.1	SMTH1_46870.1
OG0000138	SGUI1_88050.3, SGUI1_88050.1, SGUI1_88050.2	SMTH1_97260.1, SMTH1_97260.2, SMTH1_97260.3
OG0000138	SGUI1_45000.2, SGUI1_45000.5, SGUI1_45000.1, SGUI1_45000.3, SGUI1_45000.6, SGUI1_45000.4	SMTH1_50090.1, SMTH1_50090.2, SMTH1_50090.3, SMTH1_50090.4
OG0000139	SGUI1_3940.14, SGUI1_3940.4, SGUI1_3940.5, SGUI1_3940.7, SGUI1_3940.8, SGUI1_3940.1, SGUI1_3940.10, SGUI1_3940.2, SGUI1_3940.3, SGUI1_3940.13	SMTH1_4530.1
OG0000139	SGUI1_3940.11, SGUI1_3940.12, SGUI1_3940.6, SGUI1_3940.9	SMTH1_4520.1
OG0000140	SGUI1_76580.2, SGUI1_76580.1, SGUI1_76580.3	SMTH1_84690.1
OG0000141	SGUI1_3090.1, SGUI1_75670.1, SGUI1_75670.3, SGUI1_75670.5, SGUI1_75670.4, SGUI1_75670.2	SMTH1_101120.1, SMTH1_107690.1, SMTH1_96020.1, SMTH1_29850.1, SMTH1_9600.1, SMTH1_97690.1
OG0000142	SGUI1_20560.1	SMTH1_22220.1
OG0000142	SGUI1_20540.1, SGUI1_20550.1	SMTH1_22230.1
OG0000142	SGUI1_20530.1	SMTH1_22240.1
OG0000142	SGUI1_20500.1	SMTH1_22260.1
OG0000142	SGUI1_20520.1	SMTH1_22250.1
OG0000143	SGUI1_68560.1	SMTH1_75760.1, SMTH1_75770.1
OG0000144	SGUI1_27330.1	SMTH1_30570.1
OG0000144	SGUI1_57340.1	SMTH1_63350.3, SMTH1_63350.5, SMTH1_63350.2, SMTH1_63350.4
OG0000145	SGUI1_33040.1	SMTH1_36980.1
OG0000146	SGUI1_91800.1	SMTH1_101450.1
OG0000146	SGUI1_56870.1	SMTH1_62830.1
OG0000146	SGUI1_28820.1	SMTH1_32350.1
OG0000146	SGUI1_47170.3, SGUI1_47170.1	SMTH1_52670.1, SMTH1_52670.2
OG0000147	SGUI1_36010.6, SGUI1_36010.1, SGUI1_36010.10, SGUI1_36010.2, SGUI1_36010.3, SGUI1_36010.4, SGUI1_36010.7, SGUI1_36010.8, SGUI1_36010.9, SGUI1_36010.5, SGUI1_36010.11	SMTH1_40010.1, SMTH1_40000.1
OG0000148	SGUI1_31040.4, SGUI1_31040.1, SGUI1_31040.2, SGUI1_31040.3	SMTH1_34740.1
OG0000149	SGUI1_54060.1	SMTH1_60020.2, SMTH1_60020.4, SMTH1_60020.5, SMTH1_60020.6, SMTH1_60020.7
OG0000151	SGUI1_63970.9, SGUI1_63970.4, SGUI1_63970.5, SGUI1_63970.1, SGUI1_63970.2, SGUI1_63970.7, SGUI1_63970.10, SGUI1_63970.3, SGUI1_63970.6, SGUI1_63970.8	SMTH1_70710.1, SMTH1_70710.10, SMTH1_70710.3, SMTH1_70710.4, SMTH1_70710.6, SMTH1_70710.2, SMTH1_70710.11, SMTH1_70710.5, SMTH1_70710.8, SMTH1_70710.7, SMTH1_70710.9
OG0000152	SGUI1_10330.1	SMTH1_12520.1
OG0000152	SGUI1_10220.2, SGUI1_10220.10, SGUI1_10220.3, SGUI1_10220.1, SGUI1_10220.4, SGUI1_10220.8, SGUI1_10220.9, SGUI1_10220.6, SGUI1_10220.7, SGUI1_10220.5	SMTH1_12430.3, SMTH1_12430.1, SMTH1_12430.2, SMTH1_12430.4, SMTH1_12430.5, SMTH1_12430.7, SMTH1_12430.6
OG0000153	SGUI1_50190.1	SMTH1_56020.1
OG0000153	SGUI1_50890.3, SGUI1_50900.1, SGUI1_50900.2, SGUI1_50890.1, SGUI1_50890.2	SMTH1_56720.1
OG0000153	SGUI1_50830.1	SMTH1_56660.1, SMTH1_56660.2, SMTH1_56660.3
OG0000154	SGUI1_18070.1, SGUI1_18070.2, SGUI1_18070.3, SGUI1_18070.4, SGUI1_18070.5, SGUI1_18070.7, SGUI1_18070.6, SGUI1_18070.8, SGUI1_18070.9, SGUI1_18070.10, SGUI1_18070.11	SMTH1_20370.1
OG0000155	SGUI1_36860.12, SGUI1_36860.4, SGUI1_36860.6, SGUI1_36860.3, SGUI1_36860.7, SGUI1_36860.1, SGUI1_36860.8, SGUI1_36860.10, SGUI1_36860.11, SGUI1_36860.13, SGUI1_36860.9, SGUI1_36860.5, SGUI1_36860.2	SMTH1_40880.5, SMTH1_40880.3, SMTH1_40880.8, SMTH1_40880.6, SMTH1_40880.1, SMTH1_40880.2, SMTH1_40880.10, SMTH1_40880.11, SMTH1_40880.4, SMTH1_40880.9, SMTH1_40880.7
OG0000156	SGUI1_20850.1	SMTH1_21930.1
OG0000156	SGUI1_20870.1	SMTH1_21920.2, SMTH1_21920.1, SMTH1_21920.7, SMTH1_21920.6, SMTH1_21920.3, SMTH1_21920.4, SMTH1_21920.5
OG0000157	SGUI1_62170.1	SMTH1_68650.1
OG0000157	SGUI1_43930.1	SMTH1_48940.1
OG0000157	SGUI1_94780.1, SGUI1_94780.2	SMTH1_104820.3, SMTH1_104820.1, SMTH1_104820.2
OG0000158	SGUI1_5160.1	SMTH1_6290.1
OG0000159	SGUI1_62640.10, SGUI1_62640.11, SGUI1_62640.12, SGUI1_62640.5, SGUI1_62640.3, SGUI1_62640.14, SGUI1_62640.4, SGUI1_62640.8, SGUI1_62640.13, SGUI1_62640.7, SGUI1_62640.6, SGUI1_62640.15, SGUI1_62640.17, SGUI1_62640.1, SGUI1_62640.16, SGUI1_62640.2, SGUI1_62640.9	SMTH1_69180.6, SMTH1_69180.3, SMTH1_69180.4, SMTH1_69180.1, SMTH1_69180.2, SMTH1_69180.5
OG0000160	SGUI1_14330.9, SGUI1_14330.2, SGUI1_14330.11, SGUI1_14330.4, SGUI1_14330.8, SGUI1_14330.10, SGUI1_14330.3, SGUI1_14330.5, SGUI1_14330.1, SGUI1_14330.6, SGUI1_14330.7, SGUI1_14330.13, SGUI1_14330.14, SGUI1_14330.16, SGUI1_14330.12, SGUI1_14330.15	SMTH1_16290.2, SMTH1_16290.1, SMTH1_16290.3
OG0000161	SGUI1_34570.2, SGUI1_34570.3	SMTH1_38560.4
OG0000161	SGUI1_34570.1, SGUI1_34570.4, SGUI1_34570.5	SMTH1_38560.1, SMTH1_38560.3, SMTH1_38560.2
OG0000164	SGUI1_77660.1	SMTH1_85910.1, SMTH1_85910.2
OG0000164	SGUI1_55790.1	SMTH1_61700.1
OG0000164	SGUI1_30150.1	SMTH1_33670.1
OG0000165	SGUI1_66010.1	SMTH1_72910.8, SMTH1_72910.6, SMTH1_72910.3, SMTH1_72910.4, SMTH1_72910.7, SMTH1_72910.1, SMTH1_72910.2, SMTH1_72910.5
OG0000166	SGUI1_88090.1	SMTH1_97320.1
OG0000167	SGUI1_75310.4	SMTH1_83320.5
OG0000168	SGUI1_1900.4, SGUI1_1900.1, SGUI1_1900.2, SGUI1_1900.3	SMTH1_2300.1
OG0000168	SGUI1_92900.1	SMTH1_107400.1, SMTH1_107400.2, SMTH1_107430.1
OG0000169	SGUI1_95020.1	SMTH1_105100.3, SMTH1_105100.4
OG0000169	SGUI1_44030.1, SGUI1_44030.3	SMTH1_49040.3, SMTH1_49040.4, SMTH1_49040.5
OG0000169	SGUI1_44030.2	SMTH1_49040.1, SMTH1_49040.2
OG0000169	SGUI1_94530.1, SGUI1_94530.2	SMTH1_104550.1
