Orthogroup	schistosoma_guineensis	trichobilharzia_regenti
OG0000066	SGUI1_36990.15, SGUI1_36990.20, SGUI1_36990.5, SGUI1_36990.8, SGUI1_36990.10, SGUI1_36990.21, SGUI1_36990.1, SGUI1_36990.11, SGUI1_36990.4, SGUI1_36990.9, SGUI1_36990.14, SGUI1_36990.12, SGUI1_36990.16, SGUI1_36990.13, SGUI1_36990.19, SGUI1_36990.6, SGUI1_36990.17, SGUI1_36990.3, SGUI1_36990.7, SGUI1_36990.18, SGUI1_36990.2	TREG1_47140.8, TREG1_47140.9, TREG1_47140.10, TREG1_47140.11, TREG1_47140.2, TREG1_47140.4, TREG1_47140.7, TREG1_47140.6, TREG1_47140.1, TREG1_47140.3, TREG1_47140.5, TREG1_47140.12
OG0000067	SGUI1_67950.23, SGUI1_67950.20, SGUI1_67950.21, SGUI1_67950.24, SGUI1_67950.26, SGUI1_67950.18, SGUI1_67950.25, SGUI1_67950.10, SGUI1_67950.11, SGUI1_67950.15, SGUI1_67950.6, SGUI1_67950.7, SGUI1_67950.9, SGUI1_67950.8, SGUI1_67950.13, SGUI1_67950.1, SGUI1_67950.14, SGUI1_67950.22, SGUI1_67950.16, SGUI1_67950.17, SGUI1_67950.2, SGUI1_67950.3, SGUI1_67950.4, SGUI1_67950.19, SGUI1_67950.12, SGUI1_67950.5	TREG1_91260.1
OG0000068	SGUI1_54050.1	TREG1_71380.1
OG0000068	SGUI1_95000.1	TREG1_131340.1, TREG1_131340.2
OG0000068	SGUI1_36450.2, SGUI1_36450.3, SGUI1_36450.1, SGUI1_36450.4	TREG1_55730.1
OG0000068	SGUI1_28390.1	TREG1_49690.1
OG0000069	SGUI1_20160.1, SGUI1_20160.11, SGUI1_20160.12, SGUI1_20160.16, SGUI1_20160.4, SGUI1_20160.22, SGUI1_20160.24, SGUI1_20160.13, SGUI1_20160.14, SGUI1_20160.17, SGUI1_20160.18, SGUI1_20160.5, SGUI1_20160.6, SGUI1_20160.7, SGUI1_20160.8, SGUI1_20160.10, SGUI1_20160.15, SGUI1_20160.2, SGUI1_20160.3, SGUI1_20160.9, SGUI1_20160.20, SGUI1_20160.21, SGUI1_20160.26, SGUI1_20160.27, SGUI1_20160.23, SGUI1_20160.25, SGUI1_20160.19	TREG1_21770.1, TREG1_21780.1
OG0000070	SGUI1_43740.12, SGUI1_43740.10, SGUI1_43740.4, SGUI1_43740.8, SGUI1_43740.3, SGUI1_43740.7, SGUI1_43740.11, SGUI1_43740.5, SGUI1_43740.9, SGUI1_43740.2, SGUI1_43740.1, SGUI1_43740.6	TREG1_42860.1
OG0000071	SGUI1_33980.13, SGUI1_33980.3, SGUI1_33980.4, SGUI1_33980.1, SGUI1_33980.10, SGUI1_33980.11, SGUI1_33980.12, SGUI1_33980.14, SGUI1_33980.15, SGUI1_33980.2, SGUI1_33980.5, SGUI1_33980.7, SGUI1_33980.8, SGUI1_33980.9, SGUI1_33980.18, SGUI1_33980.6, SGUI1_33980.17, SGUI1_33980.19, SGUI1_33980.20, SGUI1_33980.16	TREG1_120540.2, TREG1_120540.7, TREG1_120540.4, TREG1_120540.1, TREG1_120540.10, TREG1_120540.11, TREG1_120540.13, TREG1_120540.3, TREG1_120540.8, TREG1_120540.9, TREG1_120540.5, TREG1_120540.6, TREG1_120540.12, TREG1_120550.3, TREG1_120550.6, TREG1_120550.1, TREG1_120550.2, TREG1_120550.4, TREG1_120550.5, TREG1_120550.7, TREG1_53830.1, TREG1_53830.3, TREG1_53830.4, TREG1_53830.5, TREG1_53830.6, TREG1_53830.7, TREG1_53830.2, TREG1_53830.8, TREG1_53830.9, TREG1_61220.1, TREG1_61220.2
OG0000072	SGUI1_89930.2, SGUI1_89930.3, SGUI1_89930.9, SGUI1_89930.8, SGUI1_89930.4, SGUI1_89930.7, SGUI1_89930.13, SGUI1_89930.6, SGUI1_89930.11, SGUI1_89930.12, SGUI1_89930.14, SGUI1_89930.15, SGUI1_89930.10, SGUI1_89930.5, SGUI1_89930.1	TREG1_127380.1, TREG1_127380.13, TREG1_127380.12, TREG1_127400.1, TREG1_127380.11, TREG1_127380.8, TREG1_127380.18, TREG1_127380.16, TREG1_127380.19, TREG1_127380.17, TREG1_127380.10, TREG1_127380.14, TREG1_127380.5, TREG1_127380.6, TREG1_127390.1, TREG1_127380.2, TREG1_127380.3, TREG1_127380.4, TREG1_127380.7, TREG1_127380.9, TREG1_127380.15
OG0000073	SGUI1_55590.1, SGUI1_55600.1	TREG1_65500.1, TREG1_65510.1
OG0000074	SGUI1_1260.3	TREG1_9890.1
OG0000074	SGUI1_88410.1	TREG1_121440.3, TREG1_121440.1, TREG1_121440.2
OG0000074	SGUI1_10520.1	TREG1_20790.1
OG0000074	SGUI1_88510.1	TREG1_124660.1
OG0000075	SGUI1_33710.2, SGUI1_33710.1, SGUI1_33710.11, SGUI1_33710.12, SGUI1_33710.13, SGUI1_33710.3, SGUI1_33710.5, SGUI1_33710.6, SGUI1_33710.7, SGUI1_33710.8, SGUI1_33710.10, SGUI1_33710.4, SGUI1_33710.9	TREG1_53440.1, TREG1_53440.2
OG0000076	SGUI1_91190.1	TREG1_126320.1, TREG1_126330.1
OG0000076	SGUI1_3900.1	TREG1_910.2, TREG1_910.1, TREG1_920.1
OG0000077	SGUI1_9990.1	TREG1_9470.1, TREG1_9470.2
OG0000078	SGUI1_5180.1, SGUI1_5180.2, SGUI1_5180.3, SGUI1_5170.1	TREG1_1670.2, TREG1_1670.1, TREG1_1670.3, TREG1_1670.5, TREG1_1670.6, TREG1_1670.7, TREG1_1670.4
OG0000079	SGUI1_30470.1	TREG1_52960.1
OG0000079	SGUI1_54120.1	TREG1_71980.1, TREG1_71980.5, TREG1_71980.2, TREG1_71980.4, TREG1_71980.3
OG0000080	SGUI1_44150.1	TREG1_40460.2, TREG1_40460.3, TREG1_40460.4, TREG1_40460.5, TREG1_40460.1, TREG1_40460.6
OG0000082	SGUI1_9680.10, SGUI1_9680.11, SGUI1_9680.13, SGUI1_9680.14, SGUI1_9680.4, SGUI1_9680.1, SGUI1_9680.12, SGUI1_9680.15, SGUI1_9680.17, SGUI1_9680.18, SGUI1_9680.19, SGUI1_9680.6, SGUI1_9680.7, SGUI1_9680.9, SGUI1_9680.16, SGUI1_9680.2, SGUI1_9680.3, SGUI1_9680.5, SGUI1_9680.8	TREG1_7110.14, TREG1_7110.8, TREG1_7110.1, TREG1_7110.11, TREG1_7110.2, TREG1_7110.3, TREG1_7110.4, TREG1_7110.5, TREG1_7110.6, TREG1_7110.9, TREG1_7110.12, TREG1_7110.10, TREG1_7110.7, TREG1_7110.13
OG0000083	SGUI1_49010.1, SGUI1_46910.1, SGUI1_46910.2	TREG1_22720.1, TREG1_117120.1, TREG1_133620.1, TREG1_30920.1, TREG1_46910.1, TREG1_80250.1, TREG1_80250.2, TREG1_80570.1, TREG1_128070.1, TREG1_134010.1, TREG1_126000.1, TREG1_29030.1, TREG1_29040.1, TREG1_81290.1, TREG1_94430.1, TREG1_85870.1, TREG1_145310.1, TREG1_80490.1, TREG1_6070.1, TREG1_68420.1, TREG1_8700.1, TREG1_143420.1, TREG1_143420.2, TREG1_143420.3, TREG1_143420.4, TREG1_117060.1, TREG1_117170.1, TREG1_79400.1, TREG1_93950.1, TREG1_96390.1, TREG1_137080.1, TREG1_93740.1, TREG1_65840.1, TREG1_111620.1, TREG1_31950.1, TREG1_132730.1, TREG1_18000.1, TREG1_100610.1, TREG1_100610.2, TREG1_86410.1, TREG1_130800.1, TREG1_30140.1, TREG1_54600.1, TREG1_89180.1, TREG1_140520.1, TREG1_140520.2, TREG1_49520.1, TREG1_93050.1, TREG1_32080.1, TREG1_111080.1, TREG1_30480.1, TREG1_104970.1, TREG1_17260.1, TREG1_17260.2, TREG1_30510.1, TREG1_33980.1, TREG1_34320.1, TREG1_79500.1, TREG1_93430.1, TREG1_70200.1, TREG1_30020.1, TREG1_104960.1, TREG1_78180.1, TREG1_34280.1, TREG1_33320.1, TREG1_97020.1, TREG1_133100.1
OG0000083	SGUI1_59510.1, SGUI1_26380.1	TREG1_20770.1
OG0000084	SGUI1_79780.1, SGUI1_91290.1, SGUI1_11430.1	TREG1_63340.1
OG0000084	SGUI1_140.1, SGUI1_22150.1, SGUI1_31390.1, SGUI1_86700.1, SGUI1_72120.1, SGUI1_17770.1, SGUI1_29780.1, SGUI1_5260.1, SGUI1_88680.1, SGUI1_33010.1, SGUI1_13920.1, SGUI1_56920.1, SGUI1_25630.1, SGUI1_59120.1	TREG1_32550.1, TREG1_60570.1, TREG1_61680.1, TREG1_60470.1, TREG1_145020.1, TREG1_25920.1, TREG1_137750.1, TREG1_113070.1
OG0000085	SGUI1_36330.5, SGUI1_36330.6, SGUI1_36330.1, SGUI1_36330.10, SGUI1_36330.11, SGUI1_36330.13, SGUI1_36330.14, SGUI1_36330.15, SGUI1_36330.16, SGUI1_36330.17, SGUI1_36330.18, SGUI1_36330.2, SGUI1_36330.7, SGUI1_36330.8, SGUI1_36330.9, SGUI1_36330.12, SGUI1_36330.3, SGUI1_36330.4, SGUI1_36330.19	TREG1_54260.1, TREG1_54250.1
OG0000086	SGUI1_73460.10, SGUI1_73460.11, SGUI1_73460.5, SGUI1_73460.7, SGUI1_73460.12, SGUI1_73460.8, SGUI1_73460.9, SGUI1_73460.6, SGUI1_73460.3, SGUI1_73460.1, SGUI1_73460.4, SGUI1_73460.2	TREG1_100910.2, TREG1_100910.3, TREG1_100910.8, TREG1_100910.6, TREG1_100910.5, TREG1_100910.4, TREG1_100910.10, TREG1_100910.1, TREG1_100910.7, TREG1_100910.9
OG0000087	SGUI1_53090.11, SGUI1_53090.16, SGUI1_53090.3, SGUI1_53090.10, SGUI1_53090.9, SGUI1_53090.1, SGUI1_53090.13, SGUI1_53090.6, SGUI1_53090.17, SGUI1_53090.14, SGUI1_53090.15, SGUI1_53090.2, SGUI1_53090.4, SGUI1_53090.12, SGUI1_53090.5, SGUI1_53090.7, SGUI1_53090.8	TREG1_69010.1
OG0000088	SGUI1_3040.1, SGUI1_3040.2	TREG1_18410.1, TREG1_18410.2
OG0000088	SGUI1_3020.10, SGUI1_3020.9, SGUI1_3020.4, SGUI1_3020.5, SGUI1_3020.6, SGUI1_3020.7, SGUI1_3020.2, SGUI1_3020.8, SGUI1_3020.1, SGUI1_3020.3	TREG1_18400.1, TREG1_18400.2, TREG1_18400.3
OG0000090	SGUI1_50060.13, SGUI1_50060.3, SGUI1_50060.9, SGUI1_50060.11, SGUI1_50060.16, SGUI1_50060.15, SGUI1_50060.1, SGUI1_50060.14, SGUI1_50060.2, SGUI1_50060.4, SGUI1_50060.5, SGUI1_50060.8, SGUI1_50060.7, SGUI1_50060.12, SGUI1_50060.6, SGUI1_50060.10	TREG1_61990.5, TREG1_61990.6, TREG1_61990.1, TREG1_61990.12, TREG1_61990.13, TREG1_61990.2, TREG1_61990.3, TREG1_61990.4, TREG1_61990.8, TREG1_62010.1, TREG1_62030.1, TREG1_61990.7
OG0000091	SGUI1_47840.7, SGUI1_47840.9, SGUI1_47840.10, SGUI1_47840.3, SGUI1_47840.2, SGUI1_47840.1, SGUI1_47840.6, SGUI1_47840.8, SGUI1_47840.4, SGUI1_47840.5	TREG1_63980.1, TREG1_63970.1
OG0000092	SGUI1_2250.1, SGUI1_2240.1	TREG1_108950.6, TREG1_108950.3, TREG1_108950.4, TREG1_108950.2, TREG1_108950.1, TREG1_108950.5, TREG1_108950.7
OG0000092	SGUI1_12290.3, SGUI1_12290.1, SGUI1_12290.2	TREG1_28070.1
OG0000093	SGUI1_40090.1	TREG1_40800.1
OG0000093	SGUI1_39230.1, SGUI1_39170.1, SGUI1_39180.1, SGUI1_39220.1, SGUI1_39240.1, SGUI1_39160.1, SGUI1_39260.1, SGUI1_39190.1, SGUI1_39200.1, SGUI1_39210.1	TREG1_36490.1, TREG1_36500.1, TREG1_36510.1, TREG1_36520.1, TREG1_36540.1, TREG1_36560.1, TREG1_36550.1
OG0000094	SGUI1_7960.4, SGUI1_7960.6, SGUI1_7960.1, SGUI1_7960.7, SGUI1_7960.3, SGUI1_7960.5, SGUI1_7960.2	TREG1_6800.1
OG0000095	SGUI1_61880.6, SGUI1_61880.3, SGUI1_61880.1, SGUI1_61880.2, SGUI1_61880.7, SGUI1_61880.8, SGUI1_61880.4, SGUI1_61880.10, SGUI1_61880.9, SGUI1_61880.11, SGUI1_61880.5, SGUI1_61880.12	TREG1_88160.1, TREG1_88160.2, TREG1_88160.4, TREG1_88160.5, TREG1_88160.3
OG0000096	SGUI1_35170.2, SGUI1_35170.1, SGUI1_35170.3, SGUI1_35170.8, SGUI1_35170.6, SGUI1_35170.7, SGUI1_35170.5, SGUI1_35170.4	TREG1_50750.1, TREG1_50750.4, TREG1_50750.5, TREG1_50750.6, TREG1_50750.2, TREG1_50750.3
OG0000097	SGUI1_6600.1	TREG1_6190.1
OG0000098	SGUI1_41100.1, SGUI1_41090.1	TREG1_36530.1
OG0000098	SGUI1_67180.1, SGUI1_67180.5, SGUI1_67180.4, SGUI1_67180.3, SGUI1_67180.2, SGUI1_67180.6	TREG1_89850.1
OG0000099	SGUI1_68110.1, SGUI1_68110.2, SGUI1_68110.3, SGUI1_68110.4	TREG1_92100.1, TREG1_92090.1, TREG1_92150.1
OG0000099	SGUI1_72250.1	TREG1_100730.1
OG0000100	SGUI1_47610.1	TREG1_54500.1, TREG1_93110.1, TREG1_76940.1, TREG1_129930.1
OG0000100	SGUI1_84170.1	TREG1_113050.1, TREG1_97820.1, TREG1_113020.1, TREG1_60720.1, TREG1_110550.1, TREG1_760.1, TREG1_126180.1
OG0000102	SGUI1_58960.2, SGUI1_58960.1, SGUI1_58960.3, SGUI1_58960.4	TREG1_78640.2, TREG1_78640.1, TREG1_78640.3
OG0000103	SGUI1_74500.11, SGUI1_74500.9, SGUI1_74500.6, SGUI1_74500.7, SGUI1_74500.2, SGUI1_74500.3, SGUI1_74500.1, SGUI1_74500.10, SGUI1_74500.5, SGUI1_74500.8, SGUI1_74500.4	TREG1_103240.4, TREG1_103240.8, TREG1_103240.1, TREG1_103240.2, TREG1_103240.7, TREG1_103240.9, TREG1_103240.5, TREG1_103240.3, TREG1_103240.6
OG0000104	SGUI1_5790.1	TREG1_5890.1
OG0000105	SGUI1_7260.8, SGUI1_7260.4, SGUI1_7260.7, SGUI1_7260.6, SGUI1_7260.1, SGUI1_7260.3, SGUI1_7260.5, SGUI1_7260.2	TREG1_3990.1
OG0000106	SGUI1_73950.1, SGUI1_73960.1, SGUI1_73930.1, SGUI1_73990.1, SGUI1_73940.1, SGUI1_73940.2, SGUI1_73970.1, SGUI1_97120.1, SGUI1_73920.1	TREG1_98200.1, TREG1_98320.1
OG0000107	SGUI1_56630.1	TREG1_73890.1
OG0000107	SGUI1_49420.1, SGUI1_49420.2, SGUI1_49420.4	TREG1_65570.1, TREG1_71690.2
OG0000107	SGUI1_51180.1	TREG1_71680.1
OG0000108	SGUI1_7790.1	TREG1_6870.5, TREG1_6870.6, TREG1_6870.4, TREG1_6870.3, TREG1_6870.1, TREG1_6870.2
OG0000110	SGUI1_29610.1, SGUI1_29610.2	TREG1_47950.1
OG0000110	SGUI1_29580.1	TREG1_48000.1
OG0000110	SGUI1_29620.1	TREG1_47940.1, TREG1_48010.1
OG0000110	SGUI1_29630.1, SGUI1_29630.2, SGUI1_29630.3	TREG1_48020.1
OG0000111	SGUI1_41190.1	TREG1_33100.1
OG0000111	SGUI1_52130.1, SGUI1_52130.2	TREG1_66640.1
OG0000111	SGUI1_31010.1, SGUI1_31010.2	TREG1_50000.1
OG0000112	SGUI1_84190.1, SGUI1_84190.5, SGUI1_84190.2, SGUI1_84190.3, SGUI1_84190.4	TREG1_117660.1
OG0000114	SGUI1_94910.5, SGUI1_94910.1, SGUI1_94910.2, SGUI1_94910.3, SGUI1_94910.4, SGUI1_94910.6, SGUI1_94910.7, SGUI1_94910.8, SGUI1_94910.9, SGUI1_94910.10, SGUI1_94910.11	TREG1_134270.1, TREG1_134270.2
OG0000115	SGUI1_36570.1	TREG1_45770.1
OG0000116	SGUI1_50270.10, SGUI1_50270.7, SGUI1_50270.8, SGUI1_50270.1, SGUI1_50270.5, SGUI1_50270.2, SGUI1_50270.9, SGUI1_50270.13, SGUI1_50270.11, SGUI1_50270.14, SGUI1_50270.12, SGUI1_50270.4, SGUI1_50270.6, SGUI1_50270.3	TREG1_67890.4, TREG1_67890.2, TREG1_67890.5, TREG1_67890.1, TREG1_67890.3
OG0000117	SGUI1_29710.5, SGUI1_29710.7, SGUI1_29710.8, SGUI1_29710.9, SGUI1_29710.1, SGUI1_29710.13, SGUI1_29710.10, SGUI1_29710.11, SGUI1_29710.2, SGUI1_29710.3, SGUI1_29710.6, SGUI1_29710.14, SGUI1_29710.4, SGUI1_29710.12	TREG1_48240.1, TREG1_48240.4, TREG1_48240.2, TREG1_48240.3
OG0000118	SGUI1_39420.1, SGUI1_39430.1	TREG1_45530.1, TREG1_45530.2
OG0000118	SGUI1_39400.2, SGUI1_39400.1, SGUI1_39410.1	TREG1_45520.2, TREG1_45520.7, TREG1_45520.1, TREG1_45520.3, TREG1_45520.4, TREG1_45520.5, TREG1_45520.6, TREG1_45610.1, TREG1_45620.1, TREG1_45560.1, TREG1_45640.1, TREG1_45640.2
OG0000119	SGUI1_95670.1, SGUI1_95670.8, SGUI1_95670.4, SGUI1_95670.6, SGUI1_95670.7, SGUI1_95670.2, SGUI1_95670.5, SGUI1_95670.3, SGUI1_95680.1	TREG1_135860.5, TREG1_135860.3, TREG1_135860.4, TREG1_135860.7, TREG1_135860.6, TREG1_135860.9, TREG1_135860.10, TREG1_135860.1, TREG1_135860.2, TREG1_135860.11, TREG1_135860.8
OG0000120	SGUI1_29810.1	TREG1_47680.6, TREG1_47680.10, TREG1_47680.1, TREG1_47680.2, TREG1_47680.3, TREG1_47680.5, TREG1_47680.8, TREG1_47680.9, TREG1_47680.4, TREG1_47680.7
OG0000122	SGUI1_80920.11, SGUI1_80920.9, SGUI1_80920.8, SGUI1_80920.1, SGUI1_80920.10, SGUI1_80920.7, SGUI1_80920.4, SGUI1_80920.3, SGUI1_80920.2, SGUI1_80920.5, SGUI1_80920.6	TREG1_101160.8, TREG1_101160.1, TREG1_101160.2, TREG1_101160.7, TREG1_101160.3, TREG1_101160.4, TREG1_101160.5, TREG1_101160.6
OG0000123	SGUI1_78980.1	TREG1_104380.1, TREG1_104380.2, TREG1_104380.3
OG0000125	SGUI1_1330.3, SGUI1_1330.8, SGUI1_1330.10, SGUI1_1330.7, SGUI1_1330.14, SGUI1_1330.13, SGUI1_1330.9, SGUI1_1330.6, SGUI1_1330.5, SGUI1_1330.4, SGUI1_1330.11, SGUI1_1330.1, SGUI1_1330.2, SGUI1_1330.12	TREG1_11410.12, TREG1_11410.5, TREG1_11410.7, TREG1_11410.11, TREG1_11410.3, TREG1_11410.4, TREG1_11410.8, TREG1_11410.1, TREG1_11410.2, TREG1_11410.10, TREG1_11410.6, TREG1_11410.9
OG0000126	SGUI1_71100.1, SGUI1_71100.10, SGUI1_71100.11, SGUI1_71100.15, SGUI1_71100.18, SGUI1_71100.8, SGUI1_71100.2, SGUI1_71100.6, SGUI1_71100.19, SGUI1_71100.17, SGUI1_71100.13, SGUI1_71100.20, SGUI1_71100.16, SGUI1_71100.4, SGUI1_71100.5, SGUI1_71100.12, SGUI1_71100.14, SGUI1_71100.3, SGUI1_71100.7, SGUI1_71100.9	TREG1_95210.1
OG0000127	SGUI1_22280.1	TREG1_54350.1
OG0000128	SGUI1_43050.11, SGUI1_43050.12, SGUI1_43050.13, SGUI1_43050.14, SGUI1_43050.15, SGUI1_43050.17, SGUI1_43050.18, SGUI1_43050.19, SGUI1_43050.2, SGUI1_43050.4, SGUI1_43050.5, SGUI1_43050.6, SGUI1_43050.8, SGUI1_43050.3, SGUI1_43050.1, SGUI1_43050.10, SGUI1_43050.16, SGUI1_43050.7, SGUI1_43050.20, SGUI1_43050.9	TREG1_42700.1, TREG1_42710.1
OG0000129	SGUI1_32060.5, SGUI1_32060.7, SGUI1_32060.1, SGUI1_32060.4, SGUI1_32060.10, SGUI1_32060.8, SGUI1_32060.9, SGUI1_32060.6, SGUI1_32060.2, SGUI1_32060.3	TREG1_51790.1
OG0000130	SGUI1_81220.12, SGUI1_81220.8, SGUI1_81220.5, SGUI1_81220.7, SGUI1_81220.9, SGUI1_81220.13, SGUI1_81220.1, SGUI1_81220.4, SGUI1_81220.10, SGUI1_81220.11, SGUI1_81220.2, SGUI1_81220.3, SGUI1_81220.6	TREG1_114030.3, TREG1_114030.1, TREG1_114030.2
OG0000131	SGUI1_86230.1, SGUI1_86210.1	TREG1_10880.1
OG0000132	SGUI1_35380.5, SGUI1_35380.6, SGUI1_35380.4, SGUI1_35380.1, SGUI1_35380.3, SGUI1_35380.2	TREG1_52710.1, TREG1_52710.2
OG0000133	SGUI1_31420.5, SGUI1_31420.15, SGUI1_31420.12, SGUI1_31420.7, SGUI1_31420.4, SGUI1_31420.10, SGUI1_31420.11, SGUI1_31420.9, SGUI1_31420.13, SGUI1_31420.6, SGUI1_31420.1, SGUI1_31420.16, SGUI1_31420.17, SGUI1_31420.18, SGUI1_31420.2, SGUI1_31420.3, SGUI1_31420.8, SGUI1_31420.14	TREG1_46850.1
OG0000134	SGUI1_20420.1	TREG1_16070.6, TREG1_16070.7, TREG1_16070.4, TREG1_16070.1, TREG1_16070.10, TREG1_16070.11, TREG1_16070.12, TREG1_16070.13, TREG1_16070.16, TREG1_16070.18, TREG1_16070.19, TREG1_16070.20, TREG1_16070.22, TREG1_16070.23, TREG1_16070.8, TREG1_16070.9, TREG1_16070.15, TREG1_16070.2, TREG1_16070.17, TREG1_16070.21, TREG1_16070.3, TREG1_16070.5, TREG1_16070.14
OG0000135	SGUI1_12530.1, SGUI1_12620.1	TREG1_30030.1
OG0000136	SGUI1_6930.5, SGUI1_6930.1, SGUI1_6930.9, SGUI1_6930.11, SGUI1_6930.10, SGUI1_6930.12, SGUI1_6930.2, SGUI1_6930.3, SGUI1_6930.4, SGUI1_6930.7, SGUI1_6930.6, SGUI1_6930.8	TREG1_10930.1, TREG1_10930.3, TREG1_10930.6, TREG1_10930.7, TREG1_10930.4, TREG1_10930.5, TREG1_10930.2
OG0000137	SGUI1_42040.1	TREG1_56270.1
OG0000138	SGUI1_88050.3, SGUI1_88050.1, SGUI1_88050.2, SGUI1_88050.4	TREG1_120930.1, TREG1_120930.3, TREG1_120930.2
OG0000138	SGUI1_45000.2, SGUI1_45000.5, SGUI1_45000.1, SGUI1_45000.3, SGUI1_45000.6, SGUI1_45000.4	TREG1_35980.1, TREG1_35980.2, TREG1_35980.4, TREG1_35980.3
OG0000139	SGUI1_3940.14, SGUI1_3940.4, SGUI1_3940.5, SGUI1_3940.7, SGUI1_3940.8, SGUI1_3940.1, SGUI1_3940.10, SGUI1_3940.2, SGUI1_3940.3, SGUI1_3940.13, SGUI1_3940.11, SGUI1_3940.12, SGUI1_3940.6, SGUI1_3940.9	TREG1_3840.1
OG0000140	SGUI1_76580.2, SGUI1_76580.1, SGUI1_76580.3	TREG1_105170.1, TREG1_105160.1
OG0000142	SGUI1_20560.1, SGUI1_20540.1, SGUI1_20550.1, SGUI1_20530.1	TREG1_22240.1, TREG1_22210.1, TREG1_22220.1, TREG1_22220.2
OG0000142	SGUI1_20500.1, SGUI1_20520.1, SGUI1_20510.1	TREG1_22230.1, TREG1_22250.1
OG0000143	SGUI1_68550.1, SGUI1_68560.1	TREG1_90200.1, TREG1_92810.1, TREG1_92810.2, TREG1_92840.1, TREG1_90670.8, TREG1_90800.1, TREG1_92750.1, TREG1_92750.2, TREG1_92750.3, TREG1_92750.4, TREG1_92820.1, TREG1_93230.1, TREG1_92670.1, TREG1_92680.1, TREG1_92710.2, TREG1_92760.1, TREG1_92770.1, TREG1_92710.1, TREG1_92780.1, TREG1_92620.1, TREG1_92650.1, TREG1_93270.1, TREG1_93280.1, TREG1_93260.1, TREG1_93290.1, TREG1_93240.1, TREG1_93250.1, TREG1_92660.1, TREG1_138470.1, TREG1_92610.1, TREG1_92610.2, TREG1_92640.1, TREG1_92740.1, TREG1_92800.1, TREG1_92790.1, TREG1_92830.1, TREG1_92830.2
OG0000144	SGUI1_54910.1	TREG1_75080.1, TREG1_75090.1
OG0000144	SGUI1_27330.1	TREG1_59650.1, TREG1_72000.1
OG0000144	SGUI1_57340.1	TREG1_72690.1, TREG1_72690.2, TREG1_72690.3, TREG1_72690.4, TREG1_72690.5
OG0000145	SGUI1_33040.1	TREG1_34360.10, TREG1_34360.1, TREG1_34360.2, TREG1_34360.6, TREG1_34360.8, TREG1_34360.9, TREG1_34360.12, TREG1_34360.7, TREG1_34360.3, TREG1_34360.4, TREG1_34360.5, TREG1_34360.11
OG0000146	SGUI1_91800.1	TREG1_125040.1
OG0000146	SGUI1_56870.1	TREG1_76210.1
OG0000146	SGUI1_28820.1	TREG1_46270.1
OG0000146	SGUI1_47170.3, SGUI1_47170.1	TREG1_67040.1
OG0000147	SGUI1_36010.6, SGUI1_36010.1, SGUI1_36010.10, SGUI1_36010.2, SGUI1_36010.3, SGUI1_36010.4, SGUI1_36010.7, SGUI1_36010.8, SGUI1_36010.9, SGUI1_36010.5, SGUI1_36010.11	TREG1_44400.1, TREG1_44400.2, TREG1_44400.3, TREG1_44400.4
OG0000149	SGUI1_54060.1	TREG1_71310.1
OG0000151	SGUI1_63970.9, SGUI1_63970.4, SGUI1_63970.5, SGUI1_63970.1, SGUI1_63970.2, SGUI1_63970.7, SGUI1_63970.10, SGUI1_63970.3, SGUI1_63970.6, SGUI1_63970.8	TREG1_90300.1
OG0000152	SGUI1_10330.1, SGUI1_10220.2, SGUI1_10220.10, SGUI1_10220.3, SGUI1_10220.1, SGUI1_10220.4, SGUI1_10220.8, SGUI1_10220.9, SGUI1_10220.6, SGUI1_10220.7, SGUI1_10220.5	TREG1_21080.1, TREG1_21100.1
OG0000153	SGUI1_50190.1	TREG1_76680.1, TREG1_76700.1, TREG1_76710.1, TREG1_76680.2
OG0000153	SGUI1_50890.3, SGUI1_50900.1, SGUI1_50900.2, SGUI1_50890.1, SGUI1_50890.2	TREG1_76670.1, TREG1_76670.2, TREG1_76670.3, TREG1_76670.4, TREG1_76660.1, TREG1_76660.2
OG0000153	SGUI1_50830.1	TREG1_76550.1, TREG1_76560.1
OG0000154	SGUI1_18070.1, SGUI1_18070.2, SGUI1_18070.3, SGUI1_18070.4, SGUI1_18070.5, SGUI1_18070.7, SGUI1_18070.6, SGUI1_18070.8, SGUI1_18070.9, SGUI1_18070.10, SGUI1_18070.11	TREG1_22920.1
OG0000155	SGUI1_36860.12, SGUI1_36860.4, SGUI1_36860.6, SGUI1_36860.3, SGUI1_36860.7, SGUI1_36860.1, SGUI1_36860.8, SGUI1_36860.10, SGUI1_36860.11, SGUI1_36860.13, SGUI1_36860.9, SGUI1_36860.5, SGUI1_36860.2	TREG1_140290.2, TREG1_140290.3, TREG1_140290.4, TREG1_140290.1, TREG1_52850.1, TREG1_52850.2
OG0000156	SGUI1_20850.3, SGUI1_20850.2, SGUI1_20850.1	TREG1_22430.1, TREG1_22430.2
OG0000156	SGUI1_20870.1	TREG1_22440.3, TREG1_22440.2, TREG1_22440.1
OG0000157	SGUI1_62170.1	TREG1_84400.1, TREG1_84400.2
OG0000157	SGUI1_43930.1	TREG1_34700.1, TREG1_34700.2
OG0000157	SGUI1_94780.1, SGUI1_94780.2	TREG1_136430.1, TREG1_136430.2, TREG1_136430.3, TREG1_136430.4
OG0000158	SGUI1_5160.1	TREG1_1690.1
