Orthogroup	schistosoma_bovis	schistosoma_japonicum
OG0000095	SBOV2_61050.1, SBOV2_61050.12, SBOV2_61050.8, SBOV2_61050.3, SBOV2_61050.10, SBOV2_61050.13, SBOV2_61050.11, SBOV2_61050.2, SBOV2_61050.6, SBOV2_61050.7, SBOV2_61050.4, SBOV2_61050.14, SBOV2_61050.5, SBOV2_61050.15, SBOV2_61050.9	EWB00_011141.2, EWB00_011141.1, EWB00_011141.3
OG0000096	SBOV2_32350.7, SBOV2_32350.2, SBOV2_32350.9, SBOV2_32350.1, SBOV2_32350.8, SBOV2_32350.5, SBOV2_32350.4, SBOV2_32350.10, SBOV2_32350.6, SBOV2_32350.11, SBOV2_32350.3	EWB00_006828.2, EWB00_006828.3, EWB00_006828.4, EWB00_006828.1, EWB00_006828.5
OG0000097	SBOV2_6860.14, SBOV2_6860.6, SBOV2_6860.13, SBOV2_6860.2, SBOV2_6860.5, SBOV2_6860.1, SBOV2_6860.10, SBOV2_6860.7, SBOV2_6860.8, SBOV2_6860.11, SBOV2_6860.4, SBOV2_6860.9, SBOV2_6860.12, SBOV2_6860.3	EWB00_007768
OG0000098	SBOV2_95540.1, SBOV2_26730.1, SBOV2_26740.1, SBOV2_26740.2	EWB00_011356
OG0000098	SBOV2_66390.4, SBOV2_66390.3, SBOV2_66390.1, SBOV2_66390.2, SBOV2_66390.5, SBOV2_66390.6	EWB00_009825, EWB00_009827.1, EWB00_009827.2
OG0000099	SBOV2_67260.2, SBOV2_67260.1	EWB00_006234.2
OG0000099	SBOV2_71230.11, SBOV2_71230.8, SBOV2_71230.2, SBOV2_71230.10, SBOV2_71230.6, SBOV2_71230.7, SBOV2_71230.9, SBOV2_71230.3, SBOV2_71230.4, SBOV2_71230.1, SBOV2_71230.5	EWB00_002775.1, EWB00_002775.2, EWB00_002775.3
OG0000100	SBOV2_82490.1, SBOV2_4120.1	EWB00_007164
OG0000100	SBOV2_18340.1, SBOV2_9200.1	EWB00_003625
OG0000100	SBOV2_4170.1	EWB00_009588, EWB00_010419
OG0000102	SBOV2_5930.1, SBOV2_5930.2, SBOV2_5930.3, SBOV2_5930.4, SBOV2_5930.5	EWB00_010834.2, EWB00_010834.1
OG0000102	SBOV2_58130.1, SBOV2_58130.2, SBOV2_58130.3	EWB00_010035.1, EWB00_010035.3, EWB00_010035.2
OG0000103	SBOV2_73330.7, SBOV2_73330.1, SBOV2_73330.4, SBOV2_73330.5, SBOV2_73330.6, SBOV2_73330.3, SBOV2_73330.8, SBOV2_73330.2	EWB00_009133.1, EWB00_009133.2, EWB00_009133.3
OG0000104	SBOV2_6070.1, SBOV2_6070.10, SBOV2_6070.11, SBOV2_6070.2, SBOV2_6070.8, SBOV2_6070.9, SBOV2_6070.3, SBOV2_6070.4, SBOV2_6070.6, SBOV2_6070.7, SBOV2_6070.15, SBOV2_6070.18, SBOV2_6070.19, SBOV2_6070.20, SBOV2_6070.12, SBOV2_6070.13, SBOV2_6070.14, SBOV2_6070.16, SBOV2_6070.17, SBOV2_6070.5, SBOV2_6070.21	EWB00_008979.1, EWB00_008979.2
OG0000105	SBOV2_7670.1	EWB00_002088, EWB00_004453
OG0000106	SBOV2_72810.2, SBOV2_72810.1, SBOV2_72810.3	EWB00_009226, EWB00_003434, EWB00_009640, EWB00_009641, EWB00_009643, EWB00_000001, EWB00_000002, EWB00_000004
OG0000107	SBOV2_55660.2, SBOV2_55660.3, SBOV2_55660.4, SBOV2_55660.1	EWB00_007831
OG0000107	SBOV2_48740.1	EWB00_002984
OG0000108	SBOV2_8260.1, SBOV2_8260.6, SBOV2_8260.7, SBOV2_8260.4, SBOV2_8260.3, SBOV2_8260.2, SBOV2_8260.9, SBOV2_8260.5, SBOV2_8260.11, SBOV2_8260.8, SBOV2_8260.12, SBOV2_8260.13, SBOV2_8260.14, SBOV2_8260.15, SBOV2_8260.16, SBOV2_8260.19, SBOV2_8260.17, SBOV2_8260.18, SBOV2_8260.10	EWB00_010849.2, EWB00_010849.4, EWB00_010849.1, EWB00_010849.3, EWB00_010849.5
OG0000110	SBOV2_37740.1	EWB00_006025
OG0000110	SBOV2_37770.1, SBOV2_37770.2	EWB00_006029
OG0000110	SBOV2_37730.2, SBOV2_37730.3, SBOV2_37730.1	EWB00_006024
OG0000110	SBOV2_37710.1, SBOV2_37720.1	EWB00_006023
OG0000111	SBOV2_26650.1	EWB00_007674.3, EWB00_007674.1, EWB00_007674.2, EWB00_007674.4
OG0000111	SBOV2_53560.1	EWB00_003555.1, EWB00_003555.2
OG0000111	SBOV2_36400.1, SBOV2_36400.2	EWB00_007470.1, EWB00_007470.2, EWB00_007470.3
OG0000112	SBOV2_82930.3, SBOV2_82930.2, SBOV2_82930.4, SBOV2_82930.5, SBOV2_82930.6, SBOV2_82930.13, SBOV2_82930.10, SBOV2_82930.8, SBOV2_82930.1, SBOV2_82930.11, SBOV2_82930.12, SBOV2_82930.9, SBOV2_82930.7	EWB00_002626.4, EWB00_002626.3, EWB00_002626.2, EWB00_002626.1
OG0000113	SBOV2_80430.1, SBOV2_37620.1, SBOV2_37620.2	EWB00_010713, EWB00_006167, EWB00_009422
OG0000114	SBOV2_93530.3, SBOV2_93530.4, SBOV2_93530.14, SBOV2_93530.5, SBOV2_93530.17, SBOV2_93530.18, SBOV2_93530.11, SBOV2_93530.20, SBOV2_93530.19, SBOV2_93530.21, SBOV2_93530.22, SBOV2_93530.1, SBOV2_93530.10, SBOV2_93530.15, SBOV2_93530.6, SBOV2_93530.12, SBOV2_93530.16, SBOV2_93530.2, SBOV2_93530.7, SBOV2_93530.8, SBOV2_93530.9, SBOV2_93530.13	EWB00_000559.1, EWB00_000559.2
OG0000115	SBOV2_31010.2, SBOV2_31010.4, SBOV2_31010.5, SBOV2_31010.7, SBOV2_31010.10, SBOV2_31010.11, SBOV2_31010.8, SBOV2_31010.9, SBOV2_31010.1, SBOV2_31010.12, SBOV2_31010.13, SBOV2_31010.14, SBOV2_31010.3, SBOV2_31010.6	EWB00_004338.2, EWB00_004338.1, EWB00_004338.4, EWB00_004338.3
OG0000116	SBOV2_49500.1	EWB00_005342.1, EWB00_005342.2, EWB00_005342.3, EWB00_005342.4, EWB00_005342.5
OG0000117	SBOV2_37640.10, SBOV2_37640.11, SBOV2_37640.3, SBOV2_37640.12, SBOV2_37640.2, SBOV2_37640.5, SBOV2_37640.8, SBOV2_37640.6, SBOV2_37640.13, SBOV2_37640.9, SBOV2_37640.1, SBOV2_37640.7, SBOV2_37640.4	EWB00_006015.1, EWB00_006015.2
OG0000118	SBOV2_28280.3, SBOV2_28280.1, SBOV2_28280.2	EWB00_006159.1, EWB00_006159.2, EWB00_006159.4, EWB00_006159.3, EWB00_006159.5, EWB00_006159.6, EWB00_006159.7, EWB00_006159.8
OG0000118	SBOV2_28310.4, SBOV2_28310.5, SBOV2_28310.2, SBOV2_28310.1, SBOV2_28310.3	EWB00_006163.1, EWB00_006163.2
OG0000118	SBOV2_28300.1	EWB00_006160
OG0000119	SBOV2_94370.2, SBOV2_94370.4, SBOV2_94370.1, SBOV2_94370.3, SBOV2_94360.1, SBOV2_94370.5	EWB00_005837.4, EWB00_005837.2, EWB00_005837.3, EWB00_005837.1
OG0000120	SBOV2_37560.1	EWB00_006006.2, EWB00_006006.1, EWB00_006006.3
OG0000122	SBOV2_79470.16, SBOV2_79470.19, SBOV2_79470.17, SBOV2_79470.18, SBOV2_79470.6, SBOV2_79470.2, SBOV2_79470.4, SBOV2_79470.10, SBOV2_79470.12, SBOV2_79470.1, SBOV2_79470.3, SBOV2_79470.5, SBOV2_79470.8, SBOV2_79470.13, SBOV2_79470.14, SBOV2_79470.9, SBOV2_79470.11, SBOV2_79470.15, SBOV2_79470.7	EWB00_003485
OG0000123	SBOV2_77610.14, SBOV2_77610.4, SBOV2_77610.9, SBOV2_77610.1, SBOV2_77610.12, SBOV2_77610.5, SBOV2_77610.6, SBOV2_77610.7, SBOV2_77610.10, SBOV2_77610.11, SBOV2_77610.13, SBOV2_77610.15, SBOV2_77610.8, SBOV2_77610.3, SBOV2_77610.2	EWB00_001234.1, EWB00_001234.2
OG0000125	SBOV2_1380.1, SBOV2_1380.5, SBOV2_1380.9, SBOV2_1380.4, SBOV2_1380.10, SBOV2_1380.2, SBOV2_1380.11, SBOV2_1380.3, SBOV2_1380.7, SBOV2_1380.8, SBOV2_1380.6	EWB00_005656.2, EWB00_005656.1, EWB00_005656.3
OG0000126	SBOV2_70130.8, SBOV2_70130.3, SBOV2_70130.6, SBOV2_70130.1, SBOV2_70130.2, SBOV2_70130.5, SBOV2_70130.7, SBOV2_70130.4	EWB00_000954
OG0000127	SBOV2_22060.1, SBOV2_22070.1, SBOV2_22070.2	EWB00_008561.1, EWB00_008561.2, EWB00_008561.3, EWB00_008561.4
OG0000128	SBOV2_42240.1, SBOV2_42240.2, SBOV2_42240.4, SBOV2_42240.6, SBOV2_42240.7, SBOV2_42240.8, SBOV2_42240.10, SBOV2_42240.3, SBOV2_42240.5, SBOV2_42240.9	EWB00_006375.2, EWB00_006375.1, EWB00_006375.5, EWB00_006375.4, EWB00_006375.3
OG0000129	SBOV2_35350.7, SBOV2_35350.6, SBOV2_35350.8, SBOV2_35350.2, SBOV2_35350.3, SBOV2_35350.1, SBOV2_35350.5, SBOV2_35350.4	EWB00_003410.3, EWB00_003410.5, EWB00_003410.2, EWB00_003410.6, EWB00_003410.7, EWB00_003410.8, EWB00_003410.4, EWB00_003410.1
OG0000130	SBOV2_81240.5, SBOV2_81240.1, SBOV2_81240.2, SBOV2_81240.3, SBOV2_81240.4	EWB00_009336.1, EWB00_009336.2, EWB00_009336.3
OG0000131	SBOV2_8510.1	EWB00_002108.1, EWB00_002108.2
OG0000132	SBOV2_32130.10, SBOV2_32130.11, SBOV2_32130.1, SBOV2_32130.2, SBOV2_32130.3, SBOV2_32130.4, SBOV2_32130.5, SBOV2_32130.6, SBOV2_32130.7, SBOV2_32130.8, SBOV2_32130.9	EWB00_006847.1, EWB00_006847.2, EWB00_006847.3
OG0000133	SBOV2_36000.9, SBOV2_36000.1, SBOV2_36000.2, SBOV2_36000.3, SBOV2_36000.4, SBOV2_36000.7, SBOV2_36000.5, SBOV2_36000.6, SBOV2_36000.8	EWB00_002574.1, EWB00_002574.2
OG0000134	SBOV2_19740.11, SBOV2_19740.20, SBOV2_19740.22, SBOV2_19740.19, SBOV2_19740.16, SBOV2_19740.21, SBOV2_19740.15, SBOV2_19740.9, SBOV2_19740.17, SBOV2_19740.18, SBOV2_19740.4, SBOV2_19740.7, SBOV2_19740.2, SBOV2_19740.1, SBOV2_19740.5, SBOV2_19740.3, SBOV2_19740.6, SBOV2_19740.10, SBOV2_19740.13, SBOV2_19740.8, SBOV2_19740.14, SBOV2_19740.12	EWB00_002521
OG0000135	SBOV2_13090.13, SBOV2_13090.8, SBOV2_13090.14, SBOV2_13090.9, SBOV2_13090.11, SBOV2_13090.1, SBOV2_13090.4, SBOV2_13090.5, SBOV2_13090.2, SBOV2_13090.6, SBOV2_13090.3, SBOV2_13090.10, SBOV2_13090.7, SBOV2_13090.12	EWB00_002678.2, EWB00_002678.1
OG0000136	SBOV2_8010.6, SBOV2_8010.14, SBOV2_8010.16, SBOV2_8010.19, SBOV2_8010.7, SBOV2_8010.2, SBOV2_8010.1, SBOV2_8010.12, SBOV2_8010.13, SBOV2_8010.15, SBOV2_8010.3, SBOV2_8010.4, SBOV2_8010.10, SBOV2_8010.18, SBOV2_8010.8, SBOV2_8010.5, SBOV2_8010.17, SBOV2_8010.9, SBOV2_7980.1, SBOV2_8010.11	EWB00_002100.1, EWB00_002100.2
OG0000137	SBOV2_25830.1	EWB00_003246
OG0000137	SBOV2_25810.1	EWB00_003243, EWB00_003242, EWB00_010379, EWB00_003244
OG0000138	SBOV2_86790.1, SBOV2_86790.2, SBOV2_86790.3, SBOV2_86790.4	EWB00_007536.1, EWB00_007536.2
OG0000138	SBOV2_44280.1	EWB00_009704
OG0000139	SBOV2_4010.12, SBOV2_4010.8, SBOV2_4010.1, SBOV2_4010.3, SBOV2_4010.6, SBOV2_4010.9, SBOV2_4010.11, SBOV2_4010.4, SBOV2_4010.5, SBOV2_4010.10, SBOV2_4010.2, SBOV2_4010.7	EWB00_009035
OG0000140	SBOV2_75210.1	EWB00_010959
OG0000141	SBOV2_44570.3, SBOV2_44570.1, SBOV2_44570.2, SBOV2_44580.1, SBOV2_18810.1, SBOV2_95620.1, SBOV2_19080.1, SBOV2_19080.2, SBOV2_36910.1	EWB00_007088, EWB00_002941, EWB00_002719, EWB00_002942, EWB00_003683, EWB00_002908, EWB00_010265
OG0000143	SBOV2_67700.1, SBOV2_67720.2, SBOV2_67720.1, SBOV2_67730.1	EWB00_006280.1, EWB00_006280.2
OG0000144	SBOV2_50930.4, SBOV2_50930.1, SBOV2_50930.2, SBOV2_50930.3	EWB00_000741.1, EWB00_000741.2, EWB00_000741.3, EWB00_000741.4, EWB00_000741.5, EWB00_000741.6
OG0000144	SBOV2_39970.1	EWB00_001080
OG0000144	SBOV2_56210.1	EWB00_005163
OG0000145	SBOV2_34400.9, SBOV2_34400.8, SBOV2_34400.1, SBOV2_34400.11, SBOV2_34400.10, SBOV2_34400.6, SBOV2_34400.7, SBOV2_34400.5, SBOV2_34400.4, SBOV2_34400.2, SBOV2_34400.3	EWB00_002936
OG0000146	SBOV2_90430.1	EWB00_006706.5, EWB00_006706.4, EWB00_006706.1, EWB00_006706.2, EWB00_006706.3
OG0000146	SBOV2_55950.1	EWB00_005122
OG0000146	SBOV2_38490.2, SBOV2_38490.1	EWB00_007935.1, EWB00_007935.2
OG0000146	SBOV2_46580.1	EWB00_006903
OG0000147	SBOV2_31560.11, SBOV2_31560.10, SBOV2_31560.2, SBOV2_31560.3, SBOV2_31560.4, SBOV2_31560.5, SBOV2_31560.7, SBOV2_31560.8, SBOV2_31560.6, SBOV2_31560.1, SBOV2_31560.9	EWB00_004283
OG0000148	SBOV2_36370.1, SBOV2_36370.2, SBOV2_36370.7, SBOV2_36370.5, SBOV2_36370.6, SBOV2_36370.3, SBOV2_36370.4	EWB00_007473
OG0000149	SBOV2_51750.6, SBOV2_51750.7, SBOV2_51750.1, SBOV2_51750.10, SBOV2_51750.2, SBOV2_51750.3, SBOV2_51750.4, SBOV2_51750.8, SBOV2_51750.5, SBOV2_51750.9	EWB00_006487.1, EWB00_006487.2, EWB00_006487.3, EWB00_006487.4
OG0000151	SBOV2_63120.6, SBOV2_63120.5, SBOV2_63120.1, SBOV2_63120.3, SBOV2_63120.4, SBOV2_63120.2	EWB00_008868
OG0000152	SBOV2_10970.1, SBOV2_10850.1, SBOV2_10850.2, SBOV2_10850.3, SBOV2_10850.4, SBOV2_10850.7, SBOV2_10850.5, SBOV2_10850.6	EWB00_011078.3, EWB00_011078.2, EWB00_011078.1, EWB00_011078.4, EWB00_011078.5
OG0000153	SBOV2_49420.1	EWB00_005352.1, EWB00_005352.2
OG0000153	SBOV2_54720.1, SBOV2_54730.1, SBOV2_54740.1, SBOV2_54760.1	EWB00_003676
OG0000153	SBOV2_54810.1	EWB00_008423, EWB00_003671, EWB00_008422
OG0000154	SBOV2_17880.1, SBOV2_17880.3, SBOV2_17880.6, SBOV2_17880.4, SBOV2_17880.5, SBOV2_17880.7, SBOV2_17880.2	EWB00_005454.3, EWB00_005454.1, EWB00_005454.2
OG0000155	SBOV2_30700.8, SBOV2_30700.7, SBOV2_30700.4, SBOV2_30700.3, SBOV2_30700.5, SBOV2_30700.6, SBOV2_30700.10, SBOV2_30700.14, SBOV2_30700.11, SBOV2_30700.9, SBOV2_30700.2, SBOV2_30700.1, SBOV2_30700.17, SBOV2_30700.15, SBOV2_30700.16, SBOV2_30700.13, SBOV2_30700.12	EWB00_005616
OG0000156	SBOV2_19370.1	EWB00_010322
OG0000156	SBOV2_19360.1, SBOV2_19360.2, SBOV2_19360.6, SBOV2_19360.5, SBOV2_19360.7, SBOV2_19360.4, SBOV2_19360.8, SBOV2_19360.10, SBOV2_19360.9, SBOV2_19360.3	EWB00_010321
OG0000157	SBOV2_61330.1, SBOV2_61330.2	EWB00_001166
OG0000157	SBOV2_43240.1	EWB00_005728
OG0000157	SBOV2_93390.2, SBOV2_93390.4, SBOV2_93390.3, SBOV2_93390.1	EWB00_011201
OG0000158	SBOV2_5480.6, SBOV2_5480.1, SBOV2_5480.5, SBOV2_5480.2, SBOV2_5480.4, SBOV2_5480.3, SBOV2_5480.7, SBOV2_5480.8, SBOV2_5490.1, SBOV2_5490.2	EWB00_006315
OG0000159	SBOV2_61760.1	EWB00_009175
OG0000160	SBOV2_14300.2, SBOV2_14300.7, SBOV2_14300.3, SBOV2_14300.4, SBOV2_14300.8, SBOV2_14300.9, SBOV2_14300.6, SBOV2_14300.1, SBOV2_14300.5	EWB00_009370.4, EWB00_009370.1, EWB00_009370.5, EWB00_009370.2, EWB00_009370.3
OG0000161	SBOV2_32910.4, SBOV2_32910.6, SBOV2_32910.5, SBOV2_32910.1, SBOV2_32910.2, SBOV2_32910.3	EWB00_003371.1, EWB00_003371.2
OG0000164	SBOV2_60890.1	EWB00_011122.1, EWB00_011122.2
OG0000164	SBOV2_76260.1	EWB00_002005.1, EWB00_002005.2, EWB00_002005.3, EWB00_002005.4
OG0000164	SBOV2_50040.1	EWB00_003801.1, EWB00_003801.2
OG0000164	SBOV2_37240.1	EWB00_005981.1, EWB00_005981.2, EWB00_005981.3, EWB00_005981.5, EWB00_005981.4
OG0000165	SBOV2_65130.1	EWB00_010478
OG0000166	SBOV2_86830.1	EWB00_005058.4, EWB00_005058.5, EWB00_005058.3, EWB00_005058.2, EWB00_005058.6, EWB00_005058.1
OG0000167	SBOV2_74020.7, SBOV2_74020.6, SBOV2_74020.5, SBOV2_74020.2, SBOV2_74020.4, SBOV2_74020.3, SBOV2_74020.1	EWB00_001382.4, EWB00_001382.1, EWB00_001382.2, EWB00_001382.3, EWB00_001382.5, EWB00_001382.6
OG0000168	SBOV2_1900.3, SBOV2_1900.1, SBOV2_1900.5, SBOV2_1900.2, SBOV2_1900.4, SBOV2_56600.1, SBOV2_1910.1	EWB00_009789, EWB00_009892, EWB00_003828, EWB00_008795
OG0000169	SBOV2_93670.1	EWB00_000574
OG0000169	SBOV2_43140.1	EWB00_004911.1, EWB00_004911.2
OG0000169	SBOV2_93140.1, SBOV2_93140.2	EWB00_009686
OG0000170	SBOV2_70050.1	EWB00_000962
OG0000171	SBOV2_28110.1, SBOV2_63950.1, SBOV2_17470.1, SBOV2_84040.1, SBOV2_42330.1, SBOV2_42340.1, SBOV2_42590.1, SBOV2_65160.1, SBOV2_39990.1, SBOV2_81710.1, SBOV2_77670.1	EWB00_006697
OG0000172	SBOV2_18270.1	EWB00_001058.1, EWB00_001058.2
OG0000173	SBOV2_81670.8, SBOV2_81670.1, SBOV2_81670.4, SBOV2_81670.3, SBOV2_81670.5, SBOV2_81670.6, SBOV2_81670.2, SBOV2_81670.10, SBOV2_81670.11, SBOV2_81670.9, SBOV2_81670.7	EWB00_008475
OG0000175	SBOV2_26570.1	EWB00_007666
OG0000175	SBOV2_26580.1, SBOV2_26580.2	EWB00_007667
OG0000175	SBOV2_26590.1	EWB00_007668
OG0000175	SBOV2_26600.1, SBOV2_26600.2, SBOV2_26600.3	EWB00_007669
OG0000177	SBOV2_58230.3, SBOV2_58230.1, SBOV2_58230.2	EWB00_010516.1, EWB00_010516.2
OG0000178	SBOV2_41350.5, SBOV2_41350.4, SBOV2_41350.1, SBOV2_41350.6, SBOV2_41350.2, SBOV2_41350.3	EWB00_003718
OG0000179	SBOV2_55230.6, SBOV2_55230.9, SBOV2_55230.7, SBOV2_55230.8, SBOV2_55230.1, SBOV2_55230.2, SBOV2_55230.3, SBOV2_55230.4, SBOV2_55230.5	EWB00_000893
OG0000179	SBOV2_55240.1	EWB00_009104
OG0000180	SBOV2_79920.1, SBOV2_79920.2	EWB00_006752
OG0000180	SBOV2_79930.3, SBOV2_79930.2, SBOV2_79930.4, SBOV2_79930.1	EWB00_006753.1, EWB00_006753.2, EWB00_006754, EWB00_010162, EWB00_010163
OG0000180	SBOV2_79910.1	EWB00_006750.1, EWB00_006750.2
OG0000182	SBOV2_57380.1	EWB00_005564.3, EWB00_005564.1, EWB00_005564.2
OG0000182	SBOV2_38720.1, SBOV2_38720.2, SBOV2_38720.4, SBOV2_38720.3	EWB00_000643
OG0000183	SBOV2_34990.10, SBOV2_34990.9, SBOV2_34990.12, SBOV2_34990.13, SBOV2_34990.8, SBOV2_34990.1, SBOV2_34990.2, SBOV2_34990.3, SBOV2_34990.4, SBOV2_34990.6, SBOV2_34990.5, SBOV2_34990.11, SBOV2_34990.7	EWB00_005958.1, EWB00_005958.2
OG0000184	SBOV2_49230.1, SBOV2_49230.2, SBOV2_49230.3, SBOV2_49230.4, SBOV2_49230.5	EWB00_006467.1, EWB00_006467.2
OG0000184	SBOV2_49240.1, SBOV2_96710.1	EWB00_006468
OG0000185	SBOV2_34880.5, SBOV2_34880.7, SBOV2_34880.1, SBOV2_34880.6, SBOV2_34880.10, SBOV2_34880.13, SBOV2_34880.11, SBOV2_34880.12, SBOV2_34880.9, SBOV2_34880.2, SBOV2_34880.3, SBOV2_34880.4, SBOV2_34880.8	EWB00_005969.1, EWB00_005969.2
OG0000186	SBOV2_71520.3, SBOV2_71520.4, SBOV2_71520.7, SBOV2_71520.2, SBOV2_71520.5, SBOV2_71520.1, SBOV2_71520.6	EWB00_002720
OG0000187	SBOV2_53200.1	EWB00_006798.2, EWB00_006798.1, EWB00_006798.3
OG0000188	SBOV2_35880.4, SBOV2_35880.2, SBOV2_35880.3, SBOV2_35880.1, SBOV2_35880.5, SBOV2_35880.10, SBOV2_35880.11, SBOV2_35880.7, SBOV2_35880.8, SBOV2_35880.9, SBOV2_35880.6	EWB00_010904
OG0000189	SBOV2_6630.1	EWB00_003827.2, EWB00_003827.1, EWB00_003827.3, EWB00_003827.4
OG0000190	SBOV2_53780.1	EWB00_007758.3, EWB00_007758.1, EWB00_007758.2
OG0000191	SBOV2_29780.1	EWB00_004926
OG0000191	SBOV2_29690.1	EWB00_003159
OG0000191	SBOV2_29730.1, SBOV2_29740.1, SBOV2_29770.1	EWB00_004925, EWB00_003164, EWB00_003167
OG0000192	SBOV2_62620.7, SBOV2_62620.10, SBOV2_62620.11, SBOV2_62620.3, SBOV2_62620.4, SBOV2_62620.13, SBOV2_62620.5, SBOV2_62620.12, SBOV2_62620.1, SBOV2_62620.14, SBOV2_62620.6, SBOV2_62620.16, SBOV2_62620.8, SBOV2_62620.9, SBOV2_62620.15, SBOV2_62620.2	EWB00_003964.1, EWB00_003964.2
OG0000193	SBOV2_57540.1, SBOV2_57540.3, SBOV2_57540.4, SBOV2_57550.1, SBOV2_57540.2	EWB00_003263.4, EWB00_003263.2, EWB00_003263.1, EWB00_003263.3, EWB00_003263.5, EWB00_003263.6
OG0000194	SBOV2_73960.3, SBOV2_73960.1, SBOV2_73960.2, SBOV2_73960.6, SBOV2_73960.4, SBOV2_73960.5	EWB00_001391
OG0000195	SBOV2_48040.3, SBOV2_48040.10, SBOV2_48040.2, SBOV2_48040.5, SBOV2_48040.7, SBOV2_48040.8, SBOV2_48040.4, SBOV2_48040.11, SBOV2_48040.6, SBOV2_48040.1, SBOV2_48040.9	EWB00_008076.1, EWB00_008076.2, EWB00_008076.3
OG0000196	SBOV2_89060.1	EWB00_011394.1, EWB00_011394.2, EWB00_011394.3
OG0000196	SBOV2_13600.1	EWB00_009417.2, EWB00_009417.1
OG0000197	SBOV2_38480.7, SBOV2_38480.1, SBOV2_38480.4, SBOV2_38480.6, SBOV2_38480.2, SBOV2_38480.5, SBOV2_38480.3	EWB00_007934.6, EWB00_007934.4, EWB00_007934.2, EWB00_007934.3, EWB00_007934.1, EWB00_007934.5, EWB00_007934.7
OG0000198	SBOV2_24130.1	EWB00_001112
OG0000198	SBOV2_14360.2, SBOV2_14360.7, SBOV2_14390.1, SBOV2_14360.8, SBOV2_14360.3, SBOV2_14360.4, SBOV2_14360.5, SBOV2_14360.6, SBOV2_14390.4, SBOV2_14390.3, SBOV2_14390.5, SBOV2_14360.1, SBOV2_14390.2	EWB00_009378.1, EWB00_009378.2, EWB00_009378.3
OG0000199	SBOV2_35200.1, SBOV2_35480.1	EWB00_007850.1, EWB00_007850.2
OG0000201	SBOV2_27340.13, SBOV2_27340.9, SBOV2_27340.2, SBOV2_27340.4, SBOV2_27340.7, SBOV2_27340.3, SBOV2_27340.12, SBOV2_27340.1, SBOV2_27340.10, SBOV2_27340.11, SBOV2_27340.5, SBOV2_27340.6, SBOV2_27340.8	EWB00_003900.1, EWB00_003900.2, EWB00_003900.3
OG0000202	SBOV2_49400.1, SBOV2_49400.2, SBOV2_49400.3	EWB00_005354.3, EWB00_005354.1, EWB00_005354.2
OG0000203	SBOV2_81340.18, SBOV2_81340.4, SBOV2_81340.5, SBOV2_81340.1, SBOV2_81340.11, SBOV2_81340.15, SBOV2_81340.17, SBOV2_81340.9, SBOV2_81340.21, SBOV2_81340.23, SBOV2_81340.7, SBOV2_81340.8, SBOV2_81340.10, SBOV2_81340.13, SBOV2_81340.19, SBOV2_81340.20, SBOV2_81340.14, SBOV2_81340.16, SBOV2_81340.22, SBOV2_81340.3, SBOV2_81340.6, SBOV2_81340.12, SBOV2_81340.2	EWB00_003779.1, EWB00_003779.2, EWB00_003779.3
OG0000204	SBOV2_85800.1, SBOV2_85810.1, SBOV2_85770.1, SBOV2_85790.1, SBOV2_85760.1, SBOV2_85780.1, SBOV2_85750.1, SBOV2_85750.2	EWB00_005277
OG0000204	SBOV2_86160.1	EWB00_005275, EWB00_005276.1, EWB00_005276.2
OG0000205	SBOV2_18140.3, SBOV2_18140.4, SBOV2_18140.1, SBOV2_18140.2, SBOV2_18140.5, SBOV2_18140.6, SBOV2_18140.7, SBOV2_18140.8, SBOV2_18140.9	EWB00_005482
OG0000206	SBOV2_32930.2, SBOV2_32930.7, SBOV2_32930.9	EWB00_003373.2, EWB00_003373.3
OG0000207	SBOV2_32040.1	EWB00_006855
OG0000207	SBOV2_32010.1	EWB00_006859
OG0000207	SBOV2_32020.1	EWB00_006857
OG0000207	SBOV2_32000.1	EWB00_006860, EWB00_006858
OG0000207	SBOV2_32030.1	EWB00_006856
OG0000208	SBOV2_72090.8, SBOV2_72090.6, SBOV2_72090.10, SBOV2_72090.1, SBOV2_72090.2, SBOV2_72090.5, SBOV2_72090.9, SBOV2_72090.7, SBOV2_72090.3, SBOV2_72090.4	EWB00_006604
OG0000209	SBOV2_8730.1, SBOV2_8730.4, SBOV2_8730.3, SBOV2_8730.2, SBOV2_8730.6, SBOV2_8730.9, SBOV2_8730.11, SBOV2_8730.7, SBOV2_8730.8, SBOV2_8730.10, SBOV2_8730.5	EWB00_003068
OG0000210	SBOV2_84490.1, SBOV2_84490.11, SBOV2_84490.2, SBOV2_84490.8, SBOV2_84490.6, SBOV2_84490.4, SBOV2_84490.5, SBOV2_84490.7, SBOV2_84490.10, SBOV2_84490.9, SBOV2_84490.12, SBOV2_84490.3, SBOV2_84490.13	EWB00_008607
OG0000211	SBOV2_6850.1, SBOV2_6850.4, SBOV2_6850.10, SBOV2_6850.11, SBOV2_6850.9, SBOV2_6850.2, SBOV2_6850.3, SBOV2_6850.5, SBOV2_6850.8, SBOV2_6850.7, SBOV2_6850.6	EWB00_008540.1, EWB00_008540.2, EWB00_008540.3, EWB00_008540.4
OG0000212	SBOV2_24920.3, SBOV2_24920.9, SBOV2_24920.8, SBOV2_24920.7, SBOV2_24920.1, SBOV2_24920.2, SBOV2_24920.4, SBOV2_24920.5, SBOV2_24920.6	EWB00_000254.1, EWB00_000254.2
