Orthogroup	fasciola_hepatica	schistosoma_mattheei
OG0000133	FhHiC23_g6624.t1, FhHiC23_g5039.t1, FhHiC23_g2075.t1	SMTH1_35160.11, SMTH1_35160.2, SMTH1_35160.3, SMTH1_35160.5, SMTH1_35160.6, SMTH1_35160.1, SMTH1_35160.4, SMTH1_35160.7, SMTH1_35160.10, SMTH1_35160.9, SMTH1_35160.8
OG0000134	FhHiC23_g15419.t1, FhHiC23_g15419.t2	SMTH1_22380.1
OG0000135	FhHiC23_g11606.t1, FhHiC23_g11606.t2, FhHiC23_g11606.t3	SMTH1_14940.1, SMTH1_14940.2, SMTH1_14940.7, SMTH1_14940.6, SMTH1_14940.5, SMTH1_14940.3, SMTH1_14940.4
OG0000136	FhHiC23_g11494.t1, FhHiC23_g11493.t3, FhHiC23_g11493.t1, FhHiC23_g11493.t2	SMTH1_8440.1, SMTH1_8450.1
OG0000138	FhHiC23_g16219.t1	SMTH1_97260.1, SMTH1_97260.2, SMTH1_97260.3
OG0000138	FhHiC23_g14050.t1	SMTH1_50090.1, SMTH1_50090.2, SMTH1_50090.3, SMTH1_50090.4
OG0000139	FhHiC23_g12767.t1	SMTH1_4530.1, SMTH1_4520.1
OG0000140	FhHiC23_g217.t1, FhHiC23_g217.t2	SMTH1_84690.1
OG0000142	FhHiC23_g15368.t1, FhHiC23_g15368.t2, FhHiC23_g11124.t1, FhHiC23_g15370.t1, FhHiC23_g15371.t1, FhHiC23_g15362.t2, FhHiC23_g15362.t1, FhHiC23_g15363.t1, FhHiC23_g15366.t1, FhHiC23_g15365.t1, FhHiC23_g11989.t1, FhHiC23_g15549.t1, FhHiC23_g15251.t1	SMTH1_22220.1, SMTH1_22230.1, SMTH1_22240.1, SMTH1_22260.1, SMTH1_22250.1
OG0000143	FhHiC23_g7696.t1, FhHiC23_g7697.t1	SMTH1_75760.1, SMTH1_75770.1
OG0000144	FhHiC23_g1990.t1, FhHiC23_g1991.t1, FhHiC23_g1991.t2	SMTH1_60870.1
OG0000144	FhHiC23_g4712.t2, FhHiC23_g4712.t1	SMTH1_30570.1
OG0000145	FhHiC23_g6031.t1	SMTH1_36980.1
OG0000146	FhHiC23_g8653.t1	SMTH1_101450.1
OG0000146	FhHiC23_g3017.t1	SMTH1_62830.1
OG0000146	FhHiC23_g4902.t1	SMTH1_32350.1
OG0000146	FhHiC23_g2238.t1	SMTH1_52670.1, SMTH1_52670.2
OG0000147	FhHiC23_g4780.t1	SMTH1_40010.1, SMTH1_40000.1
OG0000148	FhHiC23_g5498.t1	SMTH1_34740.1
OG0000149	FhHiC23_g720.t1	SMTH1_60020.1, SMTH1_60020.3, SMTH1_60020.2, SMTH1_60020.4, SMTH1_60020.5, SMTH1_60020.6, SMTH1_60020.7
OG0000151	FhHiC23_g7923.t1, FhHiC23_g7924.t1	SMTH1_70720.1, SMTH1_70710.1, SMTH1_70710.10, SMTH1_70710.3, SMTH1_70710.4, SMTH1_70710.6, SMTH1_70710.2, SMTH1_70710.11, SMTH1_70710.5, SMTH1_70710.8, SMTH1_70710.7, SMTH1_70710.9
OG0000152	FhHiC23_g11170.t1	SMTH1_12520.1, SMTH1_12430.3, SMTH1_12430.1, SMTH1_12430.2, SMTH1_12430.4, SMTH1_12430.5, SMTH1_12430.7, SMTH1_12430.6
OG0000153	FhHiC23_g1476.t1, FhHiC23_g1472.t1, FhHiC23_g1472.t2	SMTH1_56020.1, SMTH1_56720.1, SMTH1_56660.1, SMTH1_56660.2, SMTH1_56660.3
OG0000154	FhHiC23_g3121.t1, FhHiC23_g3120.t1, FhHiC23_g3119.t1, FhHiC23_g11005.t1, FhHiC23_g3122.t1	SMTH1_20370.1
OG0000155	FhHiC23_g14798.t5, FhHiC23_g14798.t1, FhHiC23_g14798.t3, FhHiC23_g14798.t2, FhHiC23_g14798.t4	SMTH1_40880.5, SMTH1_40880.3, SMTH1_40880.8, SMTH1_40880.6, SMTH1_40880.1, SMTH1_40880.2, SMTH1_40880.10, SMTH1_40880.11, SMTH1_40880.4, SMTH1_40880.9, SMTH1_40880.7
OG0000156	FhHiC23_g15553.t1	SMTH1_21930.1
OG0000156	FhHiC23_g15566.t2, FhHiC23_g15566.t1, FhHiC23_g15566.t3, FhHiC23_g15050.t1	SMTH1_21920.2, SMTH1_21920.1, SMTH1_21920.7, SMTH1_21920.6, SMTH1_21920.3, SMTH1_21920.4, SMTH1_21920.5
OG0000157	FhHiC23_g8049.t2, FhHiC23_g8049.t1	SMTH1_68650.1
OG0000157	FhHiC23_g14186.t1	SMTH1_48940.1
OG0000157	FhHiC23_g9140.t1, FhHiC23_g9140.t2	SMTH1_104820.3, SMTH1_104820.1, SMTH1_104820.2
OG0000158	FhHiC23_g13141.t1, FhHiC23_g13141.t2	SMTH1_6290.1, SMTH1_6300.1
OG0000159	FhHiC23_g7585.t1	SMTH1_69180.6, SMTH1_69180.3, SMTH1_69180.4, SMTH1_69180.1, SMTH1_69180.2, SMTH1_69180.5
OG0000160	FhHiC23_g11475.t1	SMTH1_16290.2, SMTH1_16290.1, SMTH1_16290.3
OG0000164	FhHiC23_g8533.t1	SMTH1_68170.1
OG0000164	FhHiC23_g1084.t1	SMTH1_85910.1, SMTH1_85910.2
OG0000164	FhHiC23_g5363.t1, FhHiC23_g5363.t2	SMTH1_33670.2, SMTH1_33670.3, SMTH1_33670.1
OG0000165	FhHiC23_g7386.t1, FhHiC23_g7386.t2	SMTH1_72910.8, SMTH1_72910.6, SMTH1_72910.3, SMTH1_72910.4, SMTH1_72910.7, SMTH1_72910.1, SMTH1_72910.2, SMTH1_72910.5
OG0000166	FhHiC23_g4357.t1, FhHiC23_g4436.t1	SMTH1_97320.1
OG0000167	FhHiC23_g1665.t1, FhHiC23_g1665.t2, FhHiC23_g1665.t3, FhHiC23_g1665.t4	SMTH1_83320.2, SMTH1_83320.3, SMTH1_83320.6, SMTH1_83320.4, SMTH1_83320.1, SMTH1_83320.7, SMTH1_83320.5
OG0000169	FhHiC23_g14278.t1	SMTH1_105100.3, SMTH1_105100.4, SMTH1_105100.1, SMTH1_105100.2, SMTH1_49040.3, SMTH1_49040.4, SMTH1_49040.5, SMTH1_49040.1, SMTH1_49040.2
OG0000169	FhHiC23_g10077.t1, FhHiC23_g10076.t1	SMTH1_104550.1
OG0000170	FhHiC23_g1333.t1	SMTH1_78500.1, SMTH1_78510.1
OG0000171	FhHiC23_g4302.t1, FhHiC23_g7420.t1	SMTH1_63600.1, SMTH1_100490.1, SMTH1_78370.1, SMTH1_101340.1, SMTH1_56600.1, SMTH1_15950.1, SMTH1_36250.1, SMTH1_103810.1, SMTH1_74440.1, SMTH1_36630.1, SMTH1_107200.1, SMTH1_65370.1
OG0000172	FhHiC23_g11485.t1, FhHiC23_g11485.t4, FhHiC23_g11485.t5, FhHiC23_g11485.t3, FhHiC23_g11485.t2	SMTH1_20790.2, SMTH1_20790.4, SMTH1_20790.1, SMTH1_20790.3
OG0000173	FhHiC23_g3805.t1, FhHiC23_g3804.t1	SMTH1_91610.1
OG0000175	FhHiC23_g4838.t1, FhHiC23_g4840.t1, FhHiC23_g4840.t2, FhHiC23_g4841.t2, FhHiC23_g4841.t1, FhHiC23_g4843.t1, FhHiC23_g4844.t1, FhHiC23_g4846.t1	SMTH1_46290.1, SMTH1_45990.1, SMTH1_45980.1, SMTH1_45970.1, SMTH1_45960.1
OG0000176	FhHiC23_g1475.t1, FhHiC23_g6682.t1, FhHiC23_g14687.t2, FhHiC23_g14687.t1, FhHiC23_g7341.t1, FhHiC23_g6566.t1, FhHiC23_g8889.t1, FhHiC23_g1261.t1, FhHiC23_g5760.t1, FhHiC23_g5760.t2, FhHiC23_g13662.t1, FhHiC23_g8945.t1	SMTH1_76420.1, SMTH1_78680.1, SMTH1_78310.1, SMTH1_23550.1, SMTH1_7150.1
OG0000177	FhHiC23_g7294.t2, FhHiC23_g7294.t1, FhHiC23_g7294.t6, FhHiC23_g7294.t3, FhHiC23_g7294.t4, FhHiC23_g7294.t5	SMTH1_65220.1, SMTH1_65220.2, SMTH1_65220.3, SMTH1_65220.5, SMTH1_65220.4
OG0000178	FhHiC23_g9978.t4, FhHiC23_g9978.t3, FhHiC23_g9978.t2, FhHiC23_g9978.t1	SMTH1_28980.1, SMTH1_28980.2, SMTH1_28980.3, SMTH1_28980.4
OG0000179	FhHiC23_g1759.t1, FhHiC23_g2123.t1	SMTH1_62130.1, SMTH1_62140.2, SMTH1_62140.3, SMTH1_62140.6, SMTH1_62140.1, SMTH1_62140.4, SMTH1_62140.5
OG0000180	FhHiC23_g4225.t1	SMTH1_91090.1, SMTH1_91080.1, SMTH1_91100.1
OG0000182	FhHiC23_g8157.t2, FhHiC23_g8157.t1	SMTH1_64220.1
OG0000182	FhHiC23_g5700.t2, FhHiC23_g5700.t1, FhHiC23_g5700.t3	SMTH1_32050.1, SMTH1_32060.1
OG0000183	FhHiC23_g5440.t1, FhHiC23_g5440.t2	SMTH1_36270.2, SMTH1_36270.8, SMTH1_36270.9, SMTH1_36270.6, SMTH1_36270.1, SMTH1_36270.4, SMTH1_36270.7, SMTH1_36270.3, SMTH1_36270.5
OG0000184	FhHiC23_g551.t1	SMTH1_55790.1, SMTH1_55790.2, SMTH1_55790.3
OG0000184	FhHiC23_g552.t1	SMTH1_55800.1
OG0000185	FhHiC23_g5939.t1, FhHiC23_g5938.t1	SMTH1_36410.8, SMTH1_36410.7, SMTH1_36410.2, SMTH1_36410.1, SMTH1_36410.3, SMTH1_36410.5, SMTH1_36410.9, SMTH1_36410.4, SMTH1_36410.6
OG0000186	FhHiC23_g2328.t1, FhHiC23_g2327.t1	SMTH1_80440.1
OG0000187	FhHiC23_g11066.t1, FhHiC23_g440.t1, FhHiC23_g440.t2	SMTH1_58360.3, SMTH1_58360.4, SMTH1_58360.2, SMTH1_58360.1, SMTH1_58360.5
OG0000188	FhHiC23_g5387.t1	SMTH1_35270.3, SMTH1_35270.2, SMTH1_35270.1, SMTH1_35270.4, SMTH1_35270.5
OG0000189	FhHiC23_g11311.t1, FhHiC23_g11311.t2	SMTH1_7670.1
OG0000190	FhHiC23_g2208.t1, FhHiC23_g2208.t2	SMTH1_57710.10, SMTH1_57710.11, SMTH1_57710.4, SMTH1_57710.5, SMTH1_57710.9, SMTH1_57710.3, SMTH1_57710.8, SMTH1_57710.1, SMTH1_57710.6, SMTH1_57740.1, SMTH1_57710.2, SMTH1_57710.7
OG0000191	FhHiC23_g14871.t1, FhHiC23_g4941.t1, FhHiC23_g4940.t1, FhHiC23_g4937.t1, FhHiC23_g4938.t1, FhHiC23_g14042.t1	SMTH1_41920.1, SMTH1_42000.1, SMTH1_41960.1, SMTH1_41930.1
OG0000192	FhHiC23_g8375.t1, FhHiC23_g8375.t3, FhHiC23_g8375.t2	SMTH1_70090.1
OG0000194	FhHiC23_g2835.t1, FhHiC23_g2835.t2	SMTH1_83250.1, SMTH1_83250.2, SMTH1_83250.3
OG0000195	FhHiC23_g1825.t1	SMTH1_54380.1
OG0000196	FhHiC23_g13335.t1, FhHiC23_g15952.t1	SMTH1_98860.1
OG0000196	FhHiC23_g11302.t1	SMTH1_15460.1
OG0000198	FhHiC23_g11938.t1	SMTH1_16370.6, SMTH1_16370.2, SMTH1_16370.3, SMTH1_16370.4, SMTH1_16370.5, SMTH1_16370.1, SMTH1_16400.1
OG0000199	FhHiC23_g6386.t1	SMTH1_35700.1
OG0000201	FhHiC23_g6359.t2, FhHiC23_g6359.t1, FhHiC23_g6359.t3, FhHiC23_g6359.t4	SMTH1_45100.3, SMTH1_45100.5, SMTH1_45100.7, SMTH1_45100.8, SMTH1_45100.9, SMTH1_45100.1, SMTH1_45100.2, SMTH1_45100.10, SMTH1_45100.4, SMTH1_45100.6
OG0000202	FhHiC23_g4745.t1	SMTH1_55990.2, SMTH1_55990.1, SMTH1_55990.3, SMTH1_55990.4
OG0000203	FhHiC23_g7725.t1, FhHiC23_g4169.t1, FhHiC23_g7724.t1, FhHiC23_g4169.t2	SMTH1_91260.1
OG0000205	FhHiC23_g10668.t2, FhHiC23_g10668.t3, FhHiC23_g10668.t1	SMTH1_20650.1
OG0000206	FhHiC23_g6357.t4	SMTH1_38540.1, SMTH1_38540.3, SMTH1_38540.4, SMTH1_38540.2, SMTH1_38540.5
OG0000207	FhHiC23_g5475.t1, FhHiC23_g5478.t1, FhHiC23_g5477.t1, FhHiC23_g5930.t1, FhHiC23_g5929.t1, FhHiC23_g5928.t1, FhHiC23_g5931.t1	SMTH1_39510.1, SMTH1_39530.1, SMTH1_39540.1, SMTH1_39520.1
OG0000208	FhHiC23_g2420.t2, FhHiC23_g2420.t1, FhHiC23_g2420.t3	SMTH1_81070.3, SMTH1_81070.10, SMTH1_81070.1, SMTH1_81070.5, SMTH1_81070.6, SMTH1_81070.7, SMTH1_81070.8, SMTH1_81070.9, SMTH1_81070.2, SMTH1_81070.4
OG0000209	FhHiC23_g12702.t2, FhHiC23_g12702.t1	SMTH1_10060.1
OG0000210	FhHiC23_g3612.t1, FhHiC23_g3613.t3, FhHiC23_g3613.t1, FhHiC23_g3613.t2	SMTH1_94560.3, SMTH1_94560.6, SMTH1_94560.2, SMTH1_94560.4, SMTH1_94560.1, SMTH1_94560.5
OG0000211	FhHiC23_g10758.t1, FhHiC23_g10758.t2	SMTH1_7940.1, SMTH1_7950.1
OG0000212	FhHiC23_g10468.t1	SMTH1_28120.1, SMTH1_28120.2, SMTH1_28120.3, SMTH1_28120.4, SMTH1_28120.6, SMTH1_28120.5, SMTH1_28120.7
OG0000213	FhHiC23_g11275.t2, FhHiC23_g11275.t1	SMTH1_17480.4, SMTH1_17480.2, SMTH1_17480.1, SMTH1_17480.6, SMTH1_17480.8, SMTH1_17480.7, SMTH1_17480.3, SMTH1_17480.9, SMTH1_17480.5
OG0000214	FhHiC23_g12464.t1	SMTH1_5360.1, SMTH1_5370.1
OG0000217	FhHiC23_g16420.t1, FhHiC23_g6181.t2, FhHiC23_g6181.t1, FhHiC23_g6181.t4, FhHiC23_g6181.t3	SMTH1_35970.9, SMTH1_35970.3, SMTH1_35970.4, SMTH1_35970.8, SMTH1_35970.7, SMTH1_35970.6, SMTH1_35970.1, SMTH1_35970.5, SMTH1_35970.2, SMTH1_35970.11, SMTH1_35970.10
OG0000218	FhHiC23_g10938.t1	SMTH1_18520.11, SMTH1_18520.1, SMTH1_18520.10, SMTH1_18520.2, SMTH1_18520.4, SMTH1_18520.5, SMTH1_18520.9, SMTH1_18520.12, SMTH1_18520.3, SMTH1_18520.6, SMTH1_18520.7, SMTH1_18520.8
OG0000219	FhHiC23_g7095.t1, FhHiC23_g7095.t2	SMTH1_67080.1, SMTH1_67080.2, SMTH1_67080.3, SMTH1_67080.4, SMTH1_67080.5, SMTH1_67080.6, SMTH1_67080.7, SMTH1_67080.8
OG0000220	FhHiC23_g408.t1, FhHiC23_g408.t4, FhHiC23_g408.t3, FhHiC23_g408.t2	SMTH1_82440.1
OG0000221	FhHiC23_g11237.t1, FhHiC23_g11237.t2	SMTH1_11240.1, SMTH1_11250.1
OG0000221	FhHiC23_g13193.t1, FhHiC23_g13193.t2	SMTH1_2940.1
OG0000222	FhHiC23_g13191.t1, FhHiC23_g14315.t1, FhHiC23_g2592.t1, FhHiC23_g2592.t2	SMTH1_84960.1, SMTH1_84960.2
OG0000223	FhHiC23_g11673.t1, FhHiC23_g11673.t2	SMTH1_11510.1
OG0000224	FhHiC23_g13567.t1, FhHiC23_g13567.t2	SMTH1_6960.1, SMTH1_6950.1
OG0000225	FhHiC23_g12647.t2, FhHiC23_g12647.t1, FhHiC23_g12647.t3	SMTH1_3610.1, SMTH1_3610.2, SMTH1_3610.8, SMTH1_3610.3, SMTH1_3610.4, SMTH1_3610.5, SMTH1_3610.6, SMTH1_3610.7, SMTH1_3610.10, SMTH1_3610.9
OG0000226	FhHiC23_g6531.t1	SMTH1_39260.1, SMTH1_39270.1
OG0000227	FhHiC23_g7842.t1	SMTH1_76600.3, SMTH1_76600.2, SMTH1_76600.1, SMTH1_76600.4, SMTH1_76600.6, SMTH1_76600.8, SMTH1_76600.5, SMTH1_76600.7
OG0000228	FhHiC23_g14649.t2, FhHiC23_g14649.t3, FhHiC23_g14649.t4, FhHiC23_g14649.t1	SMTH1_46910.10, SMTH1_46910.6, SMTH1_46910.8, SMTH1_46910.9, SMTH1_46910.13, SMTH1_46910.3, SMTH1_46910.2, SMTH1_46910.4, SMTH1_46910.7, SMTH1_46910.12, SMTH1_46910.11, SMTH1_46910.1, SMTH1_46910.5
OG0000229	FhHiC23_g7934.t1, FhHiC23_g7934.t2, FhHiC23_g7934.t3	SMTH1_65540.1, SMTH1_65560.1, SMTH1_65520.1, SMTH1_65550.1
OG0000230	FhHiC23_g7263.t1	SMTH1_70320.1, SMTH1_70330.1
OG0000234	FhHiC23_g14737.t2, FhHiC23_g14737.t3	SMTH1_42430.1
OG0000235	FhHiC23_g13724.t4, FhHiC23_g13724.t1, FhHiC23_g13724.t2, FhHiC23_g13724.t3	SMTH1_4380.1
OG0000236	FhHiC23_g99.t1	SMTH1_60530.1
OG0000237	FhHiC23_g1247.t1, FhHiC23_g1247.t2	SMTH1_58170.1
OG0000238	FhHiC23_g5162.t2, FhHiC23_g5162.t1, FhHiC23_g5162.t3	SMTH1_41630.1, SMTH1_41630.2, SMTH1_41630.3, SMTH1_41630.4
OG0000239	FhHiC23_g9956.t1, FhHiC23_g9956.t2, FhHiC23_g10452.t1, FhHiC23_g10444.t1, FhHiC23_g4496.t1, FhHiC23_g10424.t1, FhHiC23_g10448.t1, FhHiC23_g10453.t1, FhHiC23_g10453.t2	SMTH1_30220.2, SMTH1_30220.1, SMTH1_30220.3, SMTH1_94350.1
OG0000240	FhHiC23_g4686.t1	SMTH1_32660.2, SMTH1_32660.3, SMTH1_32660.4, SMTH1_32660.1, SMTH1_32660.5, SMTH1_32660.6
OG0000241	FhHiC23_g11654.t2, FhHiC23_g11654.t1	SMTH1_8130.1, SMTH1_8130.2, SMTH1_8130.3, SMTH1_8120.1
OG0000241	FhHiC23_g9749.t1, FhHiC23_g9749.t2	SMTH1_26430.1
OG0000242	FhHiC23_g13438.t1	SMTH1_8580.1, SMTH1_8580.2, SMTH1_8580.3, SMTH1_8580.4
OG0000243	FhHiC23_g12307.t1	SMTH1_6050.1
OG0000244	FhHiC23_g12089.t3, FhHiC23_g12089.t1, FhHiC23_g12089.t2	SMTH1_7100.11, SMTH1_7100.3, SMTH1_7100.5, SMTH1_7100.4, SMTH1_7100.12, SMTH1_7100.13, SMTH1_7100.14, SMTH1_7100.6, SMTH1_7100.9, SMTH1_7100.7, SMTH1_7100.1, SMTH1_7100.2, SMTH1_7100.8, SMTH1_7100.10
OG0000245	FhHiC23_g11378.t1, FhHiC23_g11378.t3, FhHiC23_g11378.t2	SMTH1_20110.1, SMTH1_20120.1, SMTH1_20130.1
OG0000246	FhHiC23_g3827.t2, FhHiC23_g3827.t1	SMTH1_91300.1
OG0000247	FhHiC23_g13506.t1, FhHiC23_g13506.t2	SMTH1_5630.1
OG0000248	FhHiC23_g6905.t1	SMTH1_72250.1, SMTH1_72250.2
OG0000249	FhHiC23_g15028.t1, FhHiC23_g15376.t1	SMTH1_21100.1, SMTH1_21090.1
OG0000250	FhHiC23_g4773.t1, FhHiC23_g4773.t2	SMTH1_44550.1, SMTH1_44550.2, SMTH1_44550.3
OG0000251	FhHiC23_g3222.t1	SMTH1_87540.1
OG0000252	FhHiC23_g6260.t1	SMTH1_43490.3, SMTH1_43490.4, SMTH1_43490.6, SMTH1_43490.5, SMTH1_43490.1, SMTH1_43490.2
OG0000253	FhHiC23_g11116.t1, FhHiC23_g11116.t4, FhHiC23_g11116.t3, FhHiC23_g11116.t2	SMTH1_19850.6, SMTH1_19850.8, SMTH1_19850.9, SMTH1_19850.3, SMTH1_19850.1, SMTH1_19850.4, SMTH1_19850.7, SMTH1_19850.5, SMTH1_19850.2
OG0000254	FhHiC23_g13286.t1	SMTH1_10400.1
OG0000255	FhHiC23_g5544.t1	SMTH1_31820.1
OG0000256	FhHiC23_g3326.t1, FhHiC23_g3327.t1, FhHiC23_g15942.t1, FhHiC23_g15942.t2, FhHiC23_g15941.t1, FhHiC23_g15940.t1, FhHiC23_g15940.t2, FhHiC23_g7466.t1	SMTH1_50330.1
OG0000257	FhHiC23_g10162.t3, FhHiC23_g10162.t1	SMTH1_28880.7, SMTH1_28880.8, SMTH1_28880.4, SMTH1_28880.1, SMTH1_28880.2, SMTH1_28880.3, SMTH1_28880.5, SMTH1_28880.6
OG0000258	FhHiC23_g12915.t1	SMTH1_13950.4, SMTH1_13950.3, SMTH1_13950.5, SMTH1_13950.2, SMTH1_13950.1
OG0000259	FhHiC23_g10025.t1	SMTH1_28840.1
OG0000260	FhHiC23_g15473.t1, FhHiC23_g15473.t2	SMTH1_24210.1
OG0000261	FhHiC23_g2307.t1, FhHiC23_g2307.t2, FhHiC23_g2305.t1	SMTH1_77990.1, SMTH1_78000.2, SMTH1_78000.1, SMTH1_77970.1
OG0000262	FhHiC23_g4985.t1	SMTH1_34380.4, SMTH1_34380.3, SMTH1_34380.2, SMTH1_34380.1
OG0000263	FhHiC23_g8061.t2, FhHiC23_g8061.t1, FhHiC23_g8061.t3	SMTH1_71650.1, SMTH1_71640.1
OG0000264	FhHiC23_g3584.t1, FhHiC23_g3584.t2	SMTH1_94090.1, SMTH1_94110.1
OG0000264	FhHiC23_g13507.t1	SMTH1_5650.6, SMTH1_5650.4, SMTH1_5650.5, SMTH1_5650.1, SMTH1_5650.3, SMTH1_5650.2
OG0000266	FhHiC23_g4182.t2, FhHiC23_g4182.t1	SMTH1_89740.3, SMTH1_89740.1, SMTH1_89740.2
OG0000267	FhHiC23_g4202.t1, FhHiC23_g4238.t1	SMTH1_90600.2, SMTH1_90600.1
OG0000268	FhHiC23_g3356.t1	SMTH1_79970.1, SMTH1_79970.2
OG0000268	FhHiC23_g13680.t2, FhHiC23_g13680.t1, FhHiC23_g13864.t1	SMTH1_9050.1, SMTH1_9040.1
OG0000269	FhHiC23_g12982.t1	SMTH1_4480.1, SMTH1_4480.2
OG0000270	FhHiC23_g9687.t1, FhHiC23_g9686.t1	SMTH1_29720.1, SMTH1_29730.1
OG0000271	FhHiC23_g36.t1, FhHiC23_g36.t2	SMTH1_56870.7, SMTH1_56870.4, SMTH1_56870.5, SMTH1_56870.6, SMTH1_56870.10, SMTH1_56870.8, SMTH1_56870.9, SMTH1_56870.1, SMTH1_56870.3, SMTH1_56870.2
OG0000272	FhHiC23_g16207.t2, FhHiC23_g10827.t1	SMTH1_16530.2, SMTH1_16530.3, SMTH1_16530.4, SMTH1_16530.1
OG0000273	FhHiC23_g12063.t1	SMTH1_8240.1, SMTH1_8240.2, SMTH1_8240.3, SMTH1_8240.6, SMTH1_8240.4, SMTH1_8240.5, SMTH1_8240.7
OG0000274	FhHiC23_g696.t1, FhHiC23_g696.t2, FhHiC23_g696.t3	SMTH1_88930.1, SMTH1_88920.1
OG0000275	FhHiC23_g4968.t1	SMTH1_41160.1
OG0000276	FhHiC23_g376.t1	SMTH1_81390.4, SMTH1_81390.5, SMTH1_81390.1, SMTH1_81390.2, SMTH1_81390.3
OG0000277	FhHiC23_g4344.t1, FhHiC23_g4344.t2	SMTH1_102650.1, SMTH1_102650.2, SMTH1_102650.6, SMTH1_102650.7, SMTH1_102650.8, SMTH1_102650.3, SMTH1_102650.4, SMTH1_102650.5
OG0000278	FhHiC23_g11922.t1	SMTH1_82480.1
OG0000281	FhHiC23_g4052.t1	SMTH1_93080.2, SMTH1_93080.1
OG0000281	FhHiC23_g10797.t1	SMTH1_17690.1
OG0000281	FhHiC23_g13011.t1	SMTH1_5160.1
OG0000282	FhHiC23_g3192.t1	SMTH1_60930.1, SMTH1_60940.1
OG0000283	FhHiC23_g7893.t1, FhHiC23_g7896.t2, FhHiC23_g7896.t1	SMTH1_68120.1
OG0000284	FhHiC23_g14077.t1, FhHiC23_g14077.t2, FhHiC23_g14077.t3	SMTH1_47060.1
OG0000285	FhHiC23_g6443.t1	SMTH1_40140.1
OG0000286	FhHiC23_g14201.t1, FhHiC23_g14201.t2, FhHiC23_g13965.t1	SMTH1_47540.1, SMTH1_47550.1, SMTH1_47510.1, SMTH1_47510.2
OG0000287	FhHiC23_g899.t1	SMTH1_81350.2, SMTH1_81350.6, SMTH1_81350.3, SMTH1_81350.4, SMTH1_81350.5, SMTH1_81350.1
OG0000288	FhHiC23_g16819.t1, FhHiC23_g16819.t2, FhHiC23_g16819.t3, FhHiC23_g16819.t4	SMTH1_96360.1
OG0000289	FhHiC23_g15589.t1	SMTH1_18750.2, SMTH1_18750.3, SMTH1_18750.4, SMTH1_18750.6, SMTH1_18750.7, SMTH1_18750.8, SMTH1_18750.9, SMTH1_18750.10, SMTH1_18750.1, SMTH1_18750.5
OG0000290	FhHiC23_g10191.t1, FhHiC23_g10191.t2	SMTH1_30310.1
OG0000290	FhHiC23_g15400.t1, FhHiC23_g15400.t2	SMTH1_24730.2, SMTH1_24730.1
OG0000291	FhHiC23_g10897.t1	SMTH1_19940.1, SMTH1_19940.2, SMTH1_19940.7, SMTH1_19940.8, SMTH1_19940.3, SMTH1_19940.4, SMTH1_19940.5, SMTH1_19940.6, SMTH1_19940.9
OG0000292	FhHiC23_g6233.t2, FhHiC23_g6233.t1, FhHiC23_g6233.t3	SMTH1_38130.6, SMTH1_38130.8, SMTH1_38130.1, SMTH1_38130.2, SMTH1_38130.3, SMTH1_38130.7, SMTH1_38130.4, SMTH1_38130.5
OG0000293	FhHiC23_g6637.t1, FhHiC23_g3376.t1, FhHiC23_g9306.t1	SMTH1_31010.1
OG0000293	FhHiC23_g8615.t1	SMTH1_67390.1
OG0000293	FhHiC23_g1971.t1	SMTH1_53020.1
OG0000294	FhHiC23_g13370.t1	SMTH1_4420.1, SMTH1_4420.2
OG0000295	FhHiC23_g16837.t1, FhHiC23_g16838.t1	SMTH1_95960.1, SMTH1_95970.1, SMTH1_95980.1, SMTH1_95940.1, SMTH1_95950.1, SMTH1_95990.1, SMTH1_96010.1, SMTH1_96010.2
OG0000296	FhHiC23_g13388.t1	SMTH1_10470.1, SMTH1_10480.1
OG0000297	FhHiC23_g2527.t1	SMTH1_88380.1, SMTH1_88380.2, SMTH1_88380.3, SMTH1_88380.4
OG0000298	FhHiC23_g14252.t1, FhHiC23_g14251.t1	SMTH1_48290.1
OG0000298	FhHiC23_g14009.t1, FhHiC23_g14009.t2	SMTH1_49580.1, SMTH1_49580.2, SMTH1_49580.3
OG0000299	FhHiC23_g7838.t1	SMTH1_66860.1, SMTH1_66870.1
OG0000300	FhHiC23_g11087.t2, FhHiC23_g11087.t1	SMTH1_12620.1
OG0000301	FhHiC23_g2910.t1	SMTH1_86600.2, SMTH1_86600.4, SMTH1_86600.3, SMTH1_86600.1, SMTH1_86600.5, SMTH1_86600.6
OG0000302	FhHiC23_g7936.t1, FhHiC23_g7936.t2	SMTH1_65460.2, SMTH1_65460.1, SMTH1_65460.3, SMTH1_65460.5, SMTH1_65460.4, SMTH1_65460.6, SMTH1_65460.7
OG0000303	FhHiC23_g10713.t1	SMTH1_16450.1
OG0000304	FhHiC23_g11210.t1	SMTH1_14160.5, SMTH1_14160.1, SMTH1_14160.3, SMTH1_14160.6, SMTH1_14160.7, SMTH1_14160.2, SMTH1_14160.10, SMTH1_14160.8, SMTH1_14160.4, SMTH1_14160.9
OG0000305	FhHiC23_g62.t2, FhHiC23_g62.t1	SMTH1_57660.3, SMTH1_57660.2, SMTH1_57660.1, SMTH1_57660.4
