Orthogroup	fasciola_hepatica	schistosoma_rodhaini
OG0000079	FhHiC23_g2347.t2, FhHiC23_g2347.t1, FhHiC23_g2347.t3	SRDH2_54820.1
OG0000080	FhHiC23_g14390.t1	SRDH2_44420.7, SRDH2_44420.4, SRDH2_44420.6, SRDH2_44420.5, SRDH2_44420.9, SRDH2_44420.2, SRDH2_44420.3, SRDH2_44420.1, SRDH2_44420.8
OG0000081	FhHiC23_g1604.t1, FhHiC23_g8541.t1, FhHiC23_g2294.t1	SRDH2_91410.1, SRDH2_47730.1, SRDH2_91400.1, SRDH2_68250.1, SRDH2_8130.1, SRDH2_100000.1, SRDH2_29680.1, SRDH2_98380.1, SRDH2_53780.1, SRDH2_65010.1, SRDH2_50660.1, SRDH2_42050.1, SRDH2_100330.1, SRDH2_20650.1
OG0000082	FhHiC23_g13569.t1, FhHiC23_g13569.t2	SRDH2_10780.11, SRDH2_10780.12, SRDH2_10780.13, SRDH2_10780.15, SRDH2_10780.18, SRDH2_10780.4, SRDH2_10780.9, SRDH2_10780.7, SRDH2_10780.1, SRDH2_10780.10, SRDH2_10780.14, SRDH2_10780.2, SRDH2_10780.3, SRDH2_10780.5, SRDH2_10780.6, SRDH2_10780.8, SRDH2_10780.16, SRDH2_10780.17
OG0000085	FhHiC23_g14230.t1, FhHiC23_g14230.t2, FhHiC23_g14231.t1	SRDH2_34030.12, SRDH2_34030.16, SRDH2_34030.20, SRDH2_34030.21, SRDH2_34030.1, SRDH2_34030.10, SRDH2_34030.11, SRDH2_34030.13, SRDH2_34030.14, SRDH2_34030.17, SRDH2_34030.2, SRDH2_34030.23, SRDH2_34030.6, SRDH2_34030.7, SRDH2_34030.8, SRDH2_34030.9, SRDH2_34030.4, SRDH2_34030.15, SRDH2_34030.18, SRDH2_34030.19, SRDH2_34030.22, SRDH2_34030.3, SRDH2_34030.5, SRDH2_34030.24
OG0000086	FhHiC23_g1071.t1	SRDH2_75060.1, SRDH2_75060.3, SRDH2_75060.9, SRDH2_75060.12, SRDH2_75060.14, SRDH2_75060.15, SRDH2_75060.13, SRDH2_75060.16, SRDH2_75060.5, SRDH2_75060.8, SRDH2_75060.10, SRDH2_75060.11, SRDH2_75060.7, SRDH2_75060.17, SRDH2_75060.2, SRDH2_75060.4, SRDH2_75060.6
OG0000087	FhHiC23_g1744.t1, FhHiC23_g1744.t2	SRDH2_53130.2, SRDH2_53130.4, SRDH2_53130.3, SRDH2_53130.7, SRDH2_53130.6, SRDH2_53130.1, SRDH2_53130.5
OG0000088	FhHiC23_g5522.t1	SRDH2_3180.1, SRDH2_3170.1, SRDH2_3170.2, SRDH2_3170.3
OG0000090	FhHiC23_g954.t1, FhHiC23_g954.t2	SRDH2_50750.1, SRDH2_50750.4, SRDH2_50750.7, SRDH2_50750.6, SRDH2_50750.10, SRDH2_50750.3, SRDH2_50750.8, SRDH2_50750.9, SRDH2_50750.2, SRDH2_50750.5
OG0000091	FhHiC23_g1072.t1, FhHiC23_g1072.t3, FhHiC23_g1072.t4, FhHiC23_g1072.t5, FhHiC23_g1072.t2	SRDH2_48630.15, SRDH2_48630.4, SRDH2_48630.14, SRDH2_48630.2, SRDH2_48630.9, SRDH2_48630.6, SRDH2_48630.7, SRDH2_48630.8, SRDH2_48630.3, SRDH2_48630.11, SRDH2_48630.16, SRDH2_48630.1, SRDH2_48630.5, SRDH2_48630.12, SRDH2_48630.10, SRDH2_48630.13
OG0000092	FhHiC23_g12946.t1, FhHiC23_g12946.t2	SRDH2_2270.6, SRDH2_2270.2, SRDH2_2270.1, SRDH2_2270.3, SRDH2_2270.4, SRDH2_2270.5
OG0000092	FhHiC23_g12156.t1, FhHiC23_g12156.t3, FhHiC23_g12156.t2	SRDH2_15150.2, SRDH2_15150.6, SRDH2_15150.1, SRDH2_15150.3, SRDH2_15150.4, SRDH2_15150.5
OG0000093	FhHiC23_g5402.t1, FhHiC23_g5404.t1	SRDH2_40310.1
OG0000093	FhHiC23_g6196.t1, FhHiC23_g5957.t1	SRDH2_100050.3, SRDH2_100060.1, SRDH2_100050.2, SRDH2_100040.1, SRDH2_100050.1
OG0000094	FhHiC23_g11975.t1, FhHiC23_g11975.t2	SRDH2_8770.1, SRDH2_8770.2, SRDH2_8770.3, SRDH2_8770.4, SRDH2_8770.5, SRDH2_8770.8, SRDH2_8770.9, SRDH2_8770.7, SRDH2_8770.6
OG0000095	FhHiC23_g7183.t1	SRDH2_63030.1, SRDH2_63030.4, SRDH2_63030.5, SRDH2_63030.6, SRDH2_63030.11, SRDH2_63030.8, SRDH2_63030.9, SRDH2_63030.10, SRDH2_63030.7, SRDH2_63030.2, SRDH2_63030.3
OG0000096	FhHiC23_g5432.t1, FhHiC23_g5432.t2	SRDH2_32910.7, SRDH2_32910.12, SRDH2_32910.3, SRDH2_32910.9, SRDH2_32910.11, SRDH2_32910.13, SRDH2_32910.10, SRDH2_32910.8, SRDH2_32910.4, SRDH2_32910.2, SRDH2_32910.1, SRDH2_32910.5, SRDH2_32910.6
OG0000097	FhHiC23_g11521.t1	SRDH2_7020.2, SRDH2_7020.1, SRDH2_7020.3, SRDH2_7020.4, SRDH2_7020.5
OG0000098	FhHiC23_g4954.t1, FhHiC23_g4955.t1	SRDH2_41370.1
OG0000098	FhHiC23_g4952.t1, FhHiC23_g8191.t1, FhHiC23_g8190.t1	SRDH2_69360.12, SRDH2_69360.9, SRDH2_69360.13, SRDH2_69360.11, SRDH2_69360.14, SRDH2_69360.6, SRDH2_69360.7, SRDH2_69360.2, SRDH2_69360.5, SRDH2_69360.1, SRDH2_69360.4, SRDH2_69360.3, SRDH2_69360.10, SRDH2_69360.8
OG0000099	FhHiC23_g7671.t2, FhHiC23_g7671.t1, FhHiC23_g7671.t3	SRDH2_68410.6, SRDH2_68410.4, SRDH2_68410.7, SRDH2_68410.2, SRDH2_68410.1, SRDH2_68410.5, SRDH2_68410.3
OG0000099	FhHiC23_g1666.t1, FhHiC23_g1666.t2, FhHiC23_g1666.t3, FhHiC23_g1666.t4	SRDH2_73740.1
OG0000102	FhHiC23_g13582.t1	SRDH2_6050.1
OG0000102	FhHiC23_g7758.t1	SRDH2_60210.6, SRDH2_60210.4, SRDH2_60210.7, SRDH2_60210.1, SRDH2_60210.2, SRDH2_60210.3, SRDH2_60210.5
OG0000103	FhHiC23_g2725.t1	SRDH2_76030.13, SRDH2_76030.6, SRDH2_76030.11, SRDH2_76030.14, SRDH2_76030.15, SRDH2_76030.16, SRDH2_76030.5, SRDH2_76030.17, SRDH2_76030.3, SRDH2_76030.18, SRDH2_76030.1, SRDH2_76030.8, SRDH2_76030.9, SRDH2_76030.19, SRDH2_76030.4, SRDH2_76030.12, SRDH2_76030.10, SRDH2_76030.2, SRDH2_76030.7
OG0000104	FhHiC23_g12208.t1	SRDH2_6230.1, SRDH2_6200.1, SRDH2_6200.16, SRDH2_6200.17, SRDH2_6200.2, SRDH2_6200.3, SRDH2_6200.4, SRDH2_6200.5, SRDH2_6200.7, SRDH2_6200.8, SRDH2_6200.15, SRDH2_6200.13, SRDH2_6200.14, SRDH2_6200.10, SRDH2_6200.11, SRDH2_6200.12, SRDH2_6200.9, SRDH2_6200.6
OG0000105	FhHiC23_g13058.t1	SRDH2_7880.13, SRDH2_7910.4, SRDH2_7880.1, SRDH2_7880.10, SRDH2_7880.11, SRDH2_7880.19, SRDH2_7880.4, SRDH2_7880.5, SRDH2_7880.6, SRDH2_7880.7, SRDH2_7880.8, SRDH2_7880.9, SRDH2_7880.15, SRDH2_7880.12, SRDH2_7880.17, SRDH2_7880.16, SRDH2_7880.14, SRDH2_7880.18, SRDH2_7880.3, SRDH2_7880.2, SRDH2_7910.1, SRDH2_7910.3, SRDH2_7910.2
OG0000107	FhHiC23_g2176.t1	SRDH2_57800.1
OG0000108	FhHiC23_g10941.t2, FhHiC23_g10941.t1	SRDH2_8600.10, SRDH2_8600.11, SRDH2_8600.12, SRDH2_8600.13, SRDH2_8600.9, SRDH2_8600.7, SRDH2_8600.3, SRDH2_8600.2, SRDH2_8600.5, SRDH2_8600.6, SRDH2_8600.4, SRDH2_8600.8, SRDH2_8600.1
OG0000110	FhHiC23_g5186.t1, FhHiC23_g5186.t2	SRDH2_30270.1, SRDH2_30240.1
OG0000110	FhHiC23_g5563.t1	SRDH2_30280.1
OG0000110	FhHiC23_g5184.t1, FhHiC23_g5184.t2, FhHiC23_g5184.t3	SRDH2_30290.3, SRDH2_30290.1, SRDH2_30290.2
OG0000111	FhHiC23_g4957.t1	SRDH2_41480.1
OG0000111	FhHiC23_g5520.t1	SRDH2_31560.1
OG0000112	FhHiC23_g3619.t1, FhHiC23_g3619.t2	SRDH2_86040.1
OG0000114	FhHiC23_g9186.t1	SRDH2_97870.1, SRDH2_97870.2, SRDH2_97870.3, SRDH2_97870.4, SRDH2_97870.5, SRDH2_97870.6, SRDH2_97870.7
OG0000115	FhHiC23_g5095.t1	SRDH2_34280.2, SRDH2_34280.10, SRDH2_34280.5, SRDH2_34280.7, SRDH2_34280.9, SRDH2_34280.3, SRDH2_34280.6, SRDH2_34280.1, SRDH2_34280.12, SRDH2_34280.13, SRDH2_34280.4, SRDH2_34280.8, SRDH2_34280.11
OG0000116	FhHiC23_g484.t4, FhHiC23_g484.t1, FhHiC23_g484.t3, FhHiC23_g484.t2	SRDH2_50930.2, SRDH2_50930.5, SRDH2_50930.7, SRDH2_50930.3, SRDH2_50930.4, SRDH2_50930.8, SRDH2_50930.15, SRDH2_50930.16, SRDH2_50930.11, SRDH2_50930.12, SRDH2_50930.14, SRDH2_50930.10, SRDH2_50930.6, SRDH2_50930.9, SRDH2_50930.1, SRDH2_50930.13
OG0000117	FhHiC23_g5310.t1	SRDH2_30390.1
OG0000118	FhHiC23_g5237.t1	SRDH2_39660.1, SRDH2_39670.1, SRDH2_39610.2, SRDH2_39610.4, SRDH2_39610.3, SRDH2_39610.1, SRDH2_39640.1, SRDH2_39640.2, SRDH2_39650.1, SRDH2_39620.1
OG0000119	FhHiC23_g10335.t1	SRDH2_98760.1, SRDH2_98760.6, SRDH2_98760.4, SRDH2_98760.7, SRDH2_98760.2, SRDH2_98760.5, SRDH2_98760.3, SRDH2_98770.1
OG0000120	FhHiC23_g5279.t1	SRDH2_30480.1
OG0000122	FhHiC23_g1533.t1	SRDH2_82460.1
OG0000123	FhHiC23_g3411.t3, FhHiC23_g3411.t2, FhHiC23_g3411.t4, FhHiC23_g3411.t1	SRDH2_80470.1
OG0000125	FhHiC23_g12828.t1, FhHiC23_g12828.t2, FhHiC23_g12828.t3	SRDH2_1420.1
OG0000126	FhHiC23_g11731.t2, FhHiC23_g11731.t3, FhHiC23_g11731.t1	SRDH2_74920.2, SRDH2_74920.4, SRDH2_74920.3, SRDH2_74920.7, SRDH2_74920.1, SRDH2_74920.5, SRDH2_74920.6
OG0000127	FhHiC23_g12206.t1, FhHiC23_g12204.t1	SRDH2_95890.1, SRDH2_23600.1, SRDH2_99930.11, SRDH2_99930.14, SRDH2_99930.5, SRDH2_99930.2, SRDH2_99930.7, SRDH2_99930.8, SRDH2_99930.10, SRDH2_99930.12, SRDH2_99930.13, SRDH2_99930.15, SRDH2_99930.3, SRDH2_99930.9, SRDH2_99930.1, SRDH2_99930.16, SRDH2_99930.6, SRDH2_99930.4, SRDH2_23590.1
OG0000128	FhHiC23_g14316.t1	SRDH2_43330.11, SRDH2_43330.12, SRDH2_43330.13, SRDH2_43330.2, SRDH2_43330.3, SRDH2_43330.5, SRDH2_43330.6, SRDH2_43330.9, SRDH2_43330.10, SRDH2_43330.7, SRDH2_43330.8, SRDH2_43330.1, SRDH2_43330.4
OG0000129	FhHiC23_g5688.t1, FhHiC23_g5688.t2	SRDH2_36300.7, SRDH2_36300.8, SRDH2_36300.9, SRDH2_36300.2, SRDH2_36300.6, SRDH2_36300.1, SRDH2_36300.3, SRDH2_36300.5, SRDH2_36300.4
OG0000130	FhHiC23_g3563.t2, FhHiC23_g3563.t4, FhHiC23_g3563.t1, FhHiC23_g3563.t3	SRDH2_84310.24, SRDH2_84310.1, SRDH2_84310.18, SRDH2_84310.19, SRDH2_84310.21, SRDH2_84310.20, SRDH2_84310.4, SRDH2_84310.2, SRDH2_84310.5, SRDH2_84310.7, SRDH2_84310.22, SRDH2_84310.23, SRDH2_84310.12, SRDH2_84310.10, SRDH2_84310.9, SRDH2_84310.15, SRDH2_84310.16, SRDH2_84310.17, SRDH2_84310.11, SRDH2_84310.13, SRDH2_84310.14, SRDH2_84310.3, SRDH2_84310.6, SRDH2_84310.8
OG0000131	FhHiC23_g14945.t1, FhHiC23_g14945.t2, FhHiC23_g14944.t1, FhHiC23_g14213.t1, FhHiC23_g14216.t1, FhHiC23_g14216.t2, FhHiC23_g14222.t1, FhHiC23_g14214.t1, FhHiC23_g14214.t2, FhHiC23_g14215.t1, FhHiC23_g14223.t1, FhHiC23_g14948.t1	SRDH2_8900.5, SRDH2_8900.1, SRDH2_8900.3, SRDH2_8900.6, SRDH2_8900.7, SRDH2_8900.2, SRDH2_8900.4, SRDH2_8950.1, SRDH2_88710.1
OG0000132	FhHiC23_g6424.t2, FhHiC23_g6424.t1, FhHiC23_g6424.t3	SRDH2_33100.10, SRDH2_33100.8, SRDH2_33100.9, SRDH2_33100.4, SRDH2_33100.12, SRDH2_33100.1, SRDH2_33100.11, SRDH2_33100.13, SRDH2_33100.15, SRDH2_33100.16, SRDH2_33100.3, SRDH2_33100.5, SRDH2_33100.7, SRDH2_33100.14, SRDH2_33100.6, SRDH2_33100.23, SRDH2_33100.21, SRDH2_33100.2, SRDH2_33100.22, SRDH2_33100.24, SRDH2_33100.20, SRDH2_33100.17, SRDH2_33100.18, SRDH2_33100.19
OG0000133	FhHiC23_g6624.t1, FhHiC23_g5039.t1, FhHiC23_g2075.t1	SRDH2_36890.3, SRDH2_36890.6, SRDH2_36890.7, SRDH2_36890.8, SRDH2_36890.1, SRDH2_36890.2, SRDH2_36890.4, SRDH2_36890.5, SRDH2_36890.9, SRDH2_78770.1, SRDH2_36890.10, SRDH2_36890.12, SRDH2_36890.11
OG0000134	FhHiC23_g15419.t1, FhHiC23_g15419.t2	SRDH2_20730.1, SRDH2_20730.2, SRDH2_20730.3
OG0000135	FhHiC23_g11606.t1, FhHiC23_g11606.t2, FhHiC23_g11606.t3	SRDH2_15340.2, SRDH2_15340.4, SRDH2_15340.1, SRDH2_15340.3
OG0000136	FhHiC23_g11494.t1, FhHiC23_g11493.t3, FhHiC23_g11493.t1, FhHiC23_g11493.t2	SRDH2_7550.8, SRDH2_7550.5, SRDH2_7550.2, SRDH2_7550.4, SRDH2_7550.7, SRDH2_7550.3, SRDH2_7550.10, SRDH2_7550.9, SRDH2_7550.13, SRDH2_7550.11, SRDH2_7550.12, SRDH2_7550.6, SRDH2_7550.1
OG0000138	FhHiC23_g16219.t1	SRDH2_89830.3, SRDH2_89830.2, SRDH2_89830.4, SRDH2_89830.1
OG0000138	FhHiC23_g14050.t1	SRDH2_45390.1
OG0000139	FhHiC23_g12767.t1	SRDH2_4050.1, SRDH2_4050.2, SRDH2_4050.3, SRDH2_4050.4, SRDH2_4050.5, SRDH2_4050.6, SRDH2_4050.7
OG0000140	FhHiC23_g217.t1, FhHiC23_g217.t2	SRDH2_77970.1
OG0000142	FhHiC23_g15368.t1, FhHiC23_g15368.t2, FhHiC23_g11124.t1, FhHiC23_g15370.t1, FhHiC23_g15371.t1, FhHiC23_g15362.t2, FhHiC23_g15362.t1, FhHiC23_g15363.t1, FhHiC23_g15366.t1, FhHiC23_g15365.t1, FhHiC23_g11989.t1, FhHiC23_g15549.t1, FhHiC23_g15251.t1	SRDH2_20580.1, SRDH2_20590.1, SRDH2_20600.1, SRDH2_20610.1, SRDH2_20620.1, SRDH2_20630.1
OG0000143	FhHiC23_g7696.t1, FhHiC23_g7697.t1	SRDH2_70240.1, SRDH2_70250.1, SRDH2_70200.1, SRDH2_70190.1, SRDH2_70220.1, SRDH2_70210.1
OG0000144	FhHiC23_g1990.t1, FhHiC23_g1991.t1, FhHiC23_g1991.t2	SRDH2_55700.1, SRDH2_55700.2, SRDH2_55700.3, SRDH2_55700.4
OG0000144	FhHiC23_g4712.t2, FhHiC23_g4712.t1	SRDH2_28020.2, SRDH2_28020.4, SRDH2_28020.3, SRDH2_28020.1
OG0000145	FhHiC23_g6031.t1	SRDH2_35180.1, SRDH2_35180.2
OG0000146	FhHiC23_g8653.t1	SRDH2_94240.1
OG0000146	FhHiC23_g3017.t1	SRDH2_58100.1
OG0000146	FhHiC23_g4902.t1	SRDH2_29490.2, SRDH2_29490.1
OG0000146	FhHiC23_g2238.t1	SRDH2_48020.1
OG0000147	FhHiC23_g4780.t1	SRDH2_33690.7, SRDH2_33690.1, SRDH2_33690.2, SRDH2_33690.3, SRDH2_33690.4, SRDH2_33690.5, SRDH2_33690.6, SRDH2_33690.8
OG0000148	FhHiC23_g5498.t1	SRDH2_31590.20, SRDH2_31590.19, SRDH2_31590.25, SRDH2_31590.23, SRDH2_31590.26, SRDH2_31590.24, SRDH2_31590.11, SRDH2_31590.6, SRDH2_31590.9, SRDH2_31590.12, SRDH2_31590.7, SRDH2_31590.10, SRDH2_31590.3, SRDH2_31590.4, SRDH2_31590.8, SRDH2_31590.1, SRDH2_31590.2, SRDH2_31590.5, SRDH2_31590.22, SRDH2_31590.27, SRDH2_31590.28, SRDH2_31590.13, SRDH2_31590.16, SRDH2_31590.17, SRDH2_31590.14, SRDH2_31590.15, SRDH2_31590.18, SRDH2_31590.29, SRDH2_31590.21, SRDH2_31590.30
OG0000149	FhHiC23_g720.t1	SRDH2_54780.11, SRDH2_54780.9, SRDH2_54780.1, SRDH2_54780.5, SRDH2_54780.7, SRDH2_54780.2, SRDH2_54780.8, SRDH2_54780.12, SRDH2_54780.3, SRDH2_54780.6, SRDH2_54780.10, SRDH2_54780.4
OG0000151	FhHiC23_g7923.t1, FhHiC23_g7924.t1	SRDH2_65190.6, SRDH2_65190.9, SRDH2_65190.11, SRDH2_65190.2, SRDH2_65190.3, SRDH2_65190.4, SRDH2_65190.5, SRDH2_65190.8, SRDH2_65190.1, SRDH2_65190.10, SRDH2_65190.7
OG0000152	FhHiC23_g11170.t1	SRDH2_11450.7, SRDH2_11450.11, SRDH2_11450.9, SRDH2_11450.1, SRDH2_11450.2, SRDH2_11450.3, SRDH2_11450.4, SRDH2_11450.10, SRDH2_11450.6, SRDH2_11450.8, SRDH2_11450.5
OG0000153	FhHiC23_g1476.t1, FhHiC23_g1472.t1, FhHiC23_g1472.t2	SRDH2_50850.1, SRDH2_51780.2, SRDH2_51780.3, SRDH2_51780.1, SRDH2_51720.1
OG0000154	FhHiC23_g3121.t1, FhHiC23_g3120.t1, FhHiC23_g3119.t1, FhHiC23_g11005.t1, FhHiC23_g3122.t1	SRDH2_18900.6, SRDH2_18900.7, SRDH2_18900.3, SRDH2_18900.4, SRDH2_18900.5, SRDH2_18900.8, SRDH2_18900.2, SRDH2_18900.11, SRDH2_18900.10, SRDH2_18900.9, SRDH2_18900.1, SRDH2_18900.12
OG0000155	FhHiC23_g14798.t5, FhHiC23_g14798.t1, FhHiC23_g14798.t3, FhHiC23_g14798.t2, FhHiC23_g14798.t4	SRDH2_37970.1
OG0000156	FhHiC23_g15553.t1	SRDH2_20350.2, SRDH2_20350.1
OG0000156	FhHiC23_g15566.t2, FhHiC23_g15566.t1, FhHiC23_g15566.t3, FhHiC23_g15050.t1	SRDH2_20340.1
OG0000157	FhHiC23_g8049.t2, FhHiC23_g8049.t1	SRDH2_63350.1
OG0000157	FhHiC23_g14186.t1	SRDH2_44190.2, SRDH2_44190.1
OG0000157	FhHiC23_g9140.t1, FhHiC23_g9140.t2	SRDH2_97750.1, SRDH2_97750.2, SRDH2_97750.3
OG0000158	FhHiC23_g13141.t1, FhHiC23_g13141.t2	SRDH2_5590.14, SRDH2_5590.10, SRDH2_5590.6, SRDH2_5590.8, SRDH2_5590.3, SRDH2_5590.1, SRDH2_5590.12, SRDH2_5590.9, SRDH2_5590.13, SRDH2_5590.2, SRDH2_5590.5, SRDH2_5590.4, SRDH2_5590.11, SRDH2_5590.7, SRDH2_5600.1
OG0000159	FhHiC23_g7585.t1	SRDH2_63790.1
OG0000160	FhHiC23_g11475.t1	SRDH2_12220.13, SRDH2_12220.11, SRDH2_12220.1, SRDH2_12220.2, SRDH2_12220.12, SRDH2_12220.8, SRDH2_12220.9, SRDH2_12220.4, SRDH2_12220.5, SRDH2_12220.10, SRDH2_12220.6, SRDH2_12220.3, SRDH2_12220.7, SRDH2_12220.14
OG0000164	FhHiC23_g8533.t1	SRDH2_62870.1
OG0000164	FhHiC23_g1084.t1	SRDH2_79160.1
OG0000164	FhHiC23_g5363.t1, FhHiC23_g5363.t2	SRDH2_30720.1
OG0000165	FhHiC23_g7386.t1, FhHiC23_g7386.t2	SRDH2_66120.10, SRDH2_66120.12, SRDH2_66120.15, SRDH2_66120.16, SRDH2_66120.3, SRDH2_66120.5, SRDH2_66120.7, SRDH2_66120.1, SRDH2_66120.11, SRDH2_66120.13, SRDH2_66120.2, SRDH2_66120.8, SRDH2_66120.9, SRDH2_66120.14, SRDH2_66120.4, SRDH2_66120.6
OG0000166	FhHiC23_g4357.t1, FhHiC23_g4436.t1	SRDH2_89890.1, SRDH2_89890.2, SRDH2_89890.3, SRDH2_89870.1, SRDH2_89870.4, SRDH2_89870.5, SRDH2_89870.2, SRDH2_89870.9, SRDH2_89870.3, SRDH2_89870.6, SRDH2_89870.7, SRDH2_89870.8
OG0000167	FhHiC23_g1665.t1, FhHiC23_g1665.t2, FhHiC23_g1665.t3, FhHiC23_g1665.t4	SRDH2_76740.1, SRDH2_76740.4, SRDH2_76740.2, SRDH2_76740.10, SRDH2_76740.3, SRDH2_76740.5, SRDH2_76740.6, SRDH2_76740.7, SRDH2_76740.8, SRDH2_76740.9
OG0000169	FhHiC23_g14278.t1	SRDH2_98000.1, SRDH2_44290.2, SRDH2_44290.3, SRDH2_44290.4, SRDH2_44290.5, SRDH2_44290.1
OG0000169	FhHiC23_g10077.t1, FhHiC23_g10076.t1	SRDH2_97500.1
OG0000170	FhHiC23_g1333.t1	SRDH2_74990.1
OG0000171	FhHiC23_g4302.t1, FhHiC23_g7420.t1	SRDH2_76910.1, SRDH2_56740.1, SRDH2_79790.1, SRDH2_22650.1, SRDH2_64670.1, SRDH2_84320.1, SRDH2_71760.1, SRDH2_13990.1, SRDH2_22670.1, SRDH2_7250.1, SRDH2_58490.1, SRDH2_26730.1, SRDH2_64410.1, SRDH2_64420.1, SRDH2_84430.1, SRDH2_101860.1
OG0000172	FhHiC23_g11485.t1, FhHiC23_g11485.t4, FhHiC23_g11485.t5, FhHiC23_g11485.t3, FhHiC23_g11485.t2	SRDH2_19280.25, SRDH2_19280.14, SRDH2_19280.12, SRDH2_19280.11, SRDH2_19280.15, SRDH2_19280.21, SRDH2_19280.20, SRDH2_19280.19, SRDH2_19280.4, SRDH2_19280.10, SRDH2_19280.1, SRDH2_19280.6, SRDH2_19280.18, SRDH2_19280.5, SRDH2_19280.24, SRDH2_19280.23, SRDH2_19280.22, SRDH2_19280.3, SRDH2_19280.16, SRDH2_19280.7, SRDH2_19280.9, SRDH2_19280.8, SRDH2_19280.17, SRDH2_19280.2, SRDH2_19280.13
OG0000173	FhHiC23_g3805.t1, FhHiC23_g3804.t1	SRDH2_84740.3, SRDH2_84740.1, SRDH2_84740.4, SRDH2_84740.2, SRDH2_84740.6, SRDH2_84740.5
OG0000175	FhHiC23_g4838.t1, FhHiC23_g4840.t1, FhHiC23_g4840.t2, FhHiC23_g4841.t2, FhHiC23_g4841.t1, FhHiC23_g4843.t1, FhHiC23_g4844.t1, FhHiC23_g4846.t1	SRDH2_41580.1, SRDH2_41570.1, SRDH2_41560.1, SRDH2_41550.1, SRDH2_41550.2, SRDH2_41550.3
OG0000176	FhHiC23_g1475.t1, FhHiC23_g6682.t1, FhHiC23_g14687.t2, FhHiC23_g14687.t1, FhHiC23_g7341.t1, FhHiC23_g6566.t1, FhHiC23_g8889.t1, FhHiC23_g1261.t1, FhHiC23_g5760.t1, FhHiC23_g5760.t2, FhHiC23_g13662.t1, FhHiC23_g8945.t1	SRDH2_67960.1, SRDH2_7670.1, SRDH2_12980.1, SRDH2_78900.1, SRDH2_83070.1, SRDH2_7700.1, SRDH2_41360.1, SRDH2_64840.1, SRDH2_54110.1, SRDH2_47800.1, SRDH2_85240.1, SRDH2_87550.1
OG0000177	FhHiC23_g7294.t2, FhHiC23_g7294.t1, FhHiC23_g7294.t6, FhHiC23_g7294.t3, FhHiC23_g7294.t4, FhHiC23_g7294.t5	SRDH2_60330.13, SRDH2_60330.4, SRDH2_60330.9, SRDH2_60330.17, SRDH2_60330.16, SRDH2_60330.19, SRDH2_60330.1, SRDH2_60330.6, SRDH2_60330.5, SRDH2_60330.2, SRDH2_60330.10, SRDH2_60330.12, SRDH2_60330.15, SRDH2_60330.18, SRDH2_60330.8, SRDH2_60330.7, SRDH2_60330.14, SRDH2_60330.3, SRDH2_60330.11
OG0000178	FhHiC23_g9978.t4, FhHiC23_g9978.t3, FhHiC23_g9978.t2, FhHiC23_g9978.t1	SRDH2_26600.26, SRDH2_26600.22, SRDH2_26600.21, SRDH2_26600.23, SRDH2_26600.25, SRDH2_26600.24, SRDH2_26600.20, SRDH2_26600.15, SRDH2_26600.3, SRDH2_26600.17, SRDH2_26600.2, SRDH2_26600.12, SRDH2_26600.1, SRDH2_26600.11, SRDH2_26600.14, SRDH2_26600.18, SRDH2_26600.8, SRDH2_26600.10, SRDH2_26600.13, SRDH2_26600.16, SRDH2_26600.6, SRDH2_26600.7, SRDH2_26600.9, SRDH2_26600.4, SRDH2_26600.5, SRDH2_26600.19
OG0000179	FhHiC23_g1759.t1, FhHiC23_g2123.t1	SRDH2_57290.1, SRDH2_57280.1, SRDH2_57280.6, SRDH2_57280.7, SRDH2_57280.2, SRDH2_57280.3, SRDH2_57280.4, SRDH2_57280.5
OG0000180	FhHiC23_g4225.t1	SRDH2_82910.1
OG0000182	FhHiC23_g8157.t2, FhHiC23_g8157.t1	SRDH2_59230.1, SRDH2_59230.2
OG0000182	FhHiC23_g5700.t2, FhHiC23_g5700.t1, FhHiC23_g5700.t3	SRDH2_29260.1
OG0000183	FhHiC23_g5440.t1, FhHiC23_g5440.t2	SRDH2_34610.11, SRDH2_34610.3, SRDH2_34610.1, SRDH2_34610.10, SRDH2_34610.9, SRDH2_34610.8, SRDH2_34610.4, SRDH2_34610.7, SRDH2_34610.6, SRDH2_34610.5, SRDH2_34610.2
OG0000184	FhHiC23_g551.t1	SRDH2_50650.1
OG0000184	FhHiC23_g552.t1	SRDH2_50670.1
OG0000185	FhHiC23_g5939.t1, FhHiC23_g5938.t1	SRDH2_34710.3, SRDH2_34710.6, SRDH2_34710.1, SRDH2_34710.7, SRDH2_34710.5, SRDH2_34710.2, SRDH2_34710.4
OG0000186	FhHiC23_g2328.t1, FhHiC23_g2327.t1	SRDH2_73450.13, SRDH2_73450.7, SRDH2_73450.9, SRDH2_73450.6, SRDH2_73450.5, SRDH2_73450.2, SRDH2_73450.4, SRDH2_73450.1, SRDH2_73450.3, SRDH2_73450.11, SRDH2_73450.12, SRDH2_73450.10, SRDH2_73450.8
OG0000187	FhHiC23_g11066.t1, FhHiC23_g440.t1, FhHiC23_g440.t2	SRDH2_53660.1
