Orthogroup	fasciola_hepatica	schistosoma_margrebowiei
OG0000110	FhHiC23_g5563.t1	SMRG1_29970.1
OG0000110	FhHiC23_g5184.t1, FhHiC23_g5184.t2, FhHiC23_g5184.t3	SMRG1_29980.2, SMRG1_29980.1
OG0000111	FhHiC23_g4957.t1	SMRG1_41440.1
OG0000111	FhHiC23_g5520.t1	SMRG1_31280.1
OG0000112	FhHiC23_g3619.t1, FhHiC23_g3619.t2	SMRG1_84400.11, SMRG1_84400.3, SMRG1_84400.8, SMRG1_84400.10, SMRG1_84400.1, SMRG1_84400.5, SMRG1_84400.12, SMRG1_84400.2, SMRG1_84400.4, SMRG1_84400.6, SMRG1_84400.9, SMRG1_84400.7
OG0000114	FhHiC23_g9186.t1	SMRG1_95870.6, SMRG1_95870.1, SMRG1_95870.2, SMRG1_95870.8, SMRG1_95870.5, SMRG1_95870.7, SMRG1_95870.11, SMRG1_95870.9, SMRG1_95870.10, SMRG1_95870.12, SMRG1_95870.3, SMRG1_95870.4
OG0000115	FhHiC23_g5095.t1	SMRG1_36780.14, SMRG1_36780.16, SMRG1_36780.18, SMRG1_36780.2, SMRG1_36780.3, SMRG1_36780.4, SMRG1_36780.1, SMRG1_36780.11, SMRG1_36780.12, SMRG1_36780.13, SMRG1_36780.5, SMRG1_36780.6, SMRG1_36780.9, SMRG1_36780.10, SMRG1_36780.15, SMRG1_36780.17, SMRG1_36780.7, SMRG1_36780.8
OG0000116	FhHiC23_g484.t4, FhHiC23_g484.t1, FhHiC23_g484.t3, FhHiC23_g484.t2	SMRG1_50820.3, SMRG1_50820.5, SMRG1_50820.4, SMRG1_50820.7, SMRG1_50820.10, SMRG1_50820.1, SMRG1_50820.2, SMRG1_50820.8, SMRG1_50820.6, SMRG1_50820.9
OG0000117	FhHiC23_g5310.t1	SMRG1_30060.1
OG0000118	FhHiC23_g5237.t1	SMRG1_39540.1, SMRG1_39540.2, SMRG1_39520.1, SMRG1_39530.1
OG0000119	FhHiC23_g10335.t1	SMRG1_96690.2, SMRG1_96690.1, SMRG1_96690.3, SMRG1_96690.8, SMRG1_96690.7, SMRG1_96690.4, SMRG1_96690.6, SMRG1_96690.5, SMRG1_96700.1
OG0000120	FhHiC23_g5279.t1	SMRG1_30130.18, SMRG1_30130.12, SMRG1_30130.13, SMRG1_30130.8, SMRG1_30130.10, SMRG1_30130.11, SMRG1_30130.15, SMRG1_30130.16, SMRG1_30130.7, SMRG1_30130.9, SMRG1_30130.5, SMRG1_30130.1, SMRG1_30130.2, SMRG1_30130.4, SMRG1_30130.3, SMRG1_30130.14, SMRG1_30130.17, SMRG1_30130.6
OG0000122	FhHiC23_g1533.t1	SMRG1_80900.10, SMRG1_80900.1, SMRG1_80900.5, SMRG1_80900.8, SMRG1_80900.4, SMRG1_80900.9, SMRG1_80900.2, SMRG1_80900.3, SMRG1_80900.6, SMRG1_80900.7
OG0000123	FhHiC23_g3411.t3, FhHiC23_g3411.t2, FhHiC23_g3411.t4, FhHiC23_g3411.t1	SMRG1_78990.10, SMRG1_78990.2, SMRG1_78990.1, SMRG1_78990.4, SMRG1_78990.5, SMRG1_78990.15, SMRG1_78990.17, SMRG1_78990.16, SMRG1_78990.14, SMRG1_78990.11, SMRG1_78990.13, SMRG1_78990.9, SMRG1_78990.7, SMRG1_78990.3, SMRG1_78990.8, SMRG1_78990.12, SMRG1_78990.6
OG0000125	FhHiC23_g12828.t1, FhHiC23_g12828.t2, FhHiC23_g12828.t3	SMRG1_290.1, SMRG1_290.10, SMRG1_290.2, SMRG1_290.4, SMRG1_290.9, SMRG1_290.5, SMRG1_290.6, SMRG1_290.3, SMRG1_290.11, SMRG1_290.12, SMRG1_290.13, SMRG1_290.8, SMRG1_290.7
OG0000126	FhHiC23_g11731.t2, FhHiC23_g11731.t3, FhHiC23_g11731.t1	SMRG1_72460.3, SMRG1_72460.9, SMRG1_72460.10, SMRG1_72460.4, SMRG1_72460.5, SMRG1_72460.6, SMRG1_72460.7, SMRG1_72460.8, SMRG1_72460.25, SMRG1_72460.15, SMRG1_72460.1, SMRG1_72460.11, SMRG1_72460.12, SMRG1_72460.13, SMRG1_72460.14, SMRG1_72460.16, SMRG1_72460.17, SMRG1_72460.18, SMRG1_72460.19, SMRG1_72460.2, SMRG1_72460.20, SMRG1_72460.21, SMRG1_72460.22, SMRG1_72460.23, SMRG1_72460.24
OG0000127	FhHiC23_g12206.t1, FhHiC23_g12204.t1	SMRG1_21350.2, SMRG1_21350.5, SMRG1_21350.7, SMRG1_21350.8, SMRG1_21350.1, SMRG1_21350.3, SMRG1_21350.4, SMRG1_21350.9, SMRG1_21350.6
OG0000128	FhHiC23_g14316.t1	SMRG1_43330.1
OG0000129	FhHiC23_g5688.t1, FhHiC23_g5688.t2	SMRG1_32350.1, SMRG1_32350.5, SMRG1_32350.2, SMRG1_32350.6, SMRG1_32350.9, SMRG1_32350.4, SMRG1_32350.8, SMRG1_32350.7, SMRG1_32350.10, SMRG1_32350.3
OG0000130	FhHiC23_g3563.t2, FhHiC23_g3563.t4, FhHiC23_g3563.t1, FhHiC23_g3563.t3	SMRG1_82830.1, SMRG1_82830.3, SMRG1_82830.4, SMRG1_82830.2, SMRG1_82830.5
OG0000131	FhHiC23_g14945.t1, FhHiC23_g14945.t2, FhHiC23_g14944.t1, FhHiC23_g14213.t1, FhHiC23_g14216.t1, FhHiC23_g14216.t2, FhHiC23_g14222.t1, FhHiC23_g14214.t1, FhHiC23_g14214.t2, FhHiC23_g14215.t1, FhHiC23_g14223.t1, FhHiC23_g14948.t1	SMRG1_8260.1, SMRG1_8330.1, SMRG1_86920.1, SMRG1_86880.1, SMRG1_86960.1, SMRG1_86930.1, SMRG1_86890.1, SMRG1_86900.1, SMRG1_86850.1, SMRG1_86860.1, SMRG1_86870.1
OG0000132	FhHiC23_g6424.t2, FhHiC23_g6424.t1, FhHiC23_g6424.t3	SMRG1_35650.2, SMRG1_35650.1, SMRG1_35650.4, SMRG1_35650.3
OG0000133	FhHiC23_g6624.t1, FhHiC23_g5039.t1, FhHiC23_g2075.t1	SMRG1_31690.2, SMRG1_31690.3, SMRG1_31690.7, SMRG1_31690.6, SMRG1_31690.1, SMRG1_31690.4, SMRG1_31690.5
OG0000134	FhHiC23_g15419.t1, FhHiC23_g15419.t2	SMRG1_19740.6, SMRG1_19740.4, SMRG1_19740.1, SMRG1_19740.5, SMRG1_19740.9, SMRG1_19740.2, SMRG1_19740.7, SMRG1_19740.8
OG0000135	FhHiC23_g11606.t1, FhHiC23_g11606.t2, FhHiC23_g11606.t3	SMRG1_12940.1
OG0000136	FhHiC23_g11494.t1, FhHiC23_g11493.t3, FhHiC23_g11493.t1, FhHiC23_g11493.t2	SMRG1_7080.1, SMRG1_7050.1
OG0000138	FhHiC23_g16219.t1	SMRG1_88720.1, SMRG1_88720.2, SMRG1_88720.3
OG0000138	FhHiC23_g14050.t1	SMRG1_45290.1, SMRG1_45290.2, SMRG1_45290.4, SMRG1_45290.3
OG0000139	FhHiC23_g12767.t1	SMRG1_3830.2, SMRG1_3830.1, SMRG1_3830.3, SMRG1_3830.4, SMRG1_3830.5
OG0000140	FhHiC23_g217.t1, FhHiC23_g217.t2	SMRG1_76690.5, SMRG1_76690.25, SMRG1_76690.24, SMRG1_76690.20, SMRG1_76690.13, SMRG1_76690.7, SMRG1_76690.29, SMRG1_76690.11, SMRG1_76690.28, SMRG1_76690.30, SMRG1_76690.1, SMRG1_76690.27, SMRG1_76690.15, SMRG1_76690.23, SMRG1_76690.6, SMRG1_76690.17, SMRG1_76690.22, SMRG1_76690.9, SMRG1_76690.12, SMRG1_76690.3, SMRG1_76690.4, SMRG1_76690.2, SMRG1_76690.31, SMRG1_76690.26, SMRG1_76690.14, SMRG1_76690.8, SMRG1_76690.10, SMRG1_76690.16, SMRG1_76690.19, SMRG1_76690.21, SMRG1_76690.18
OG0000142	FhHiC23_g15368.t1, FhHiC23_g15368.t2, FhHiC23_g11124.t1, FhHiC23_g15370.t1, FhHiC23_g15371.t1, FhHiC23_g15362.t2, FhHiC23_g15362.t1, FhHiC23_g15363.t1, FhHiC23_g15366.t1, FhHiC23_g15365.t1, FhHiC23_g11989.t1, FhHiC23_g15549.t1, FhHiC23_g15251.t1	SMRG1_19600.1, SMRG1_19610.1, SMRG1_19620.1, SMRG1_19620.2, SMRG1_19660.1, SMRG1_19630.1, SMRG1_19650.1
OG0000143	FhHiC23_g7696.t1, FhHiC23_g7697.t1	SMRG1_69810.1, SMRG1_69760.1, SMRG1_69750.1, SMRG1_69800.1, SMRG1_69770.1, SMRG1_69780.1
OG0000144	FhHiC23_g1990.t1, FhHiC23_g1991.t1, FhHiC23_g1991.t2	SMRG1_55210.1, SMRG1_55210.2, SMRG1_55210.3
OG0000144	FhHiC23_g4712.t2, FhHiC23_g4712.t1	SMRG1_27740.1, SMRG1_27740.2, SMRG1_27740.3, SMRG1_27740.4
OG0000145	FhHiC23_g6031.t1	SMRG1_33300.21, SMRG1_33300.24, SMRG1_33300.28, SMRG1_33300.25, SMRG1_33300.27, SMRG1_33300.11, SMRG1_33300.12, SMRG1_33300.7, SMRG1_33300.15, SMRG1_33300.10, SMRG1_33300.13, SMRG1_33300.23, SMRG1_33300.18, SMRG1_33300.1, SMRG1_33300.29, SMRG1_33300.8, SMRG1_33300.16, SMRG1_33300.26, SMRG1_33300.4, SMRG1_33300.5, SMRG1_33300.14, SMRG1_33300.6, SMRG1_33300.2, SMRG1_33300.9, SMRG1_33300.20, SMRG1_33300.3, SMRG1_33300.19, SMRG1_33300.17, SMRG1_33300.30, SMRG1_33300.31, SMRG1_33300.32
OG0000146	FhHiC23_g8653.t1	SMRG1_92560.1
OG0000146	FhHiC23_g3017.t1	SMRG1_57150.1
OG0000146	FhHiC23_g4902.t1	SMRG1_29220.1
OG0000146	FhHiC23_g2238.t1	SMRG1_47900.1
OG0000147	FhHiC23_g4780.t1	SMRG1_36190.1, SMRG1_36190.2, SMRG1_36190.3, SMRG1_36190.4, SMRG1_36190.6, SMRG1_36190.7, SMRG1_36190.8, SMRG1_36190.5
OG0000148	FhHiC23_g5498.t1	SMRG1_31320.3, SMRG1_31320.1, SMRG1_31320.6, SMRG1_31320.4, SMRG1_31320.2, SMRG1_31320.5
OG0000149	FhHiC23_g720.t1	SMRG1_54420.1, SMRG1_54420.2, SMRG1_54420.3, SMRG1_54420.4
OG0000151	FhHiC23_g7923.t1, FhHiC23_g7924.t1	SMRG1_64190.7, SMRG1_64190.3, SMRG1_64190.1, SMRG1_64190.2, SMRG1_64190.6, SMRG1_64190.10, SMRG1_64190.12, SMRG1_64190.8, SMRG1_64190.11, SMRG1_64190.4, SMRG1_64190.5, SMRG1_64190.9
OG0000152	FhHiC23_g11170.t1	SMRG1_10680.3, SMRG1_10680.1, SMRG1_10680.2, SMRG1_10680.5, SMRG1_10680.4
OG0000153	FhHiC23_g1476.t1, FhHiC23_g1472.t1, FhHiC23_g1472.t2	SMRG1_50760.1, SMRG1_50760.2, SMRG1_50760.3, SMRG1_51420.1, SMRG1_51430.1, SMRG1_51370.1, SMRG1_51370.2, SMRG1_51370.3
OG0000154	FhHiC23_g3121.t1, FhHiC23_g3120.t1, FhHiC23_g3119.t1, FhHiC23_g11005.t1, FhHiC23_g3122.t1	SMRG1_16600.10, SMRG1_16600.5, SMRG1_16600.3, SMRG1_16600.4, SMRG1_16600.8, SMRG1_16600.1, SMRG1_16600.9, SMRG1_16600.2, SMRG1_16600.6, SMRG1_16600.7
OG0000155	FhHiC23_g14798.t5, FhHiC23_g14798.t1, FhHiC23_g14798.t3, FhHiC23_g14798.t2, FhHiC23_g14798.t4	SMRG1_48180.1, SMRG1_37110.4, SMRG1_37110.1, SMRG1_37110.6, SMRG1_37110.5, SMRG1_37110.2, SMRG1_37110.3, SMRG1_37110.7
OG0000156	FhHiC23_g15553.t1	SMRG1_19380.2, SMRG1_19380.1
OG0000156	FhHiC23_g15566.t2, FhHiC23_g15566.t1, FhHiC23_g15566.t3, FhHiC23_g15050.t1	SMRG1_19370.4, SMRG1_19370.2, SMRG1_19370.1, SMRG1_19370.3, SMRG1_19370.5
OG0000157	FhHiC23_g8049.t2, FhHiC23_g8049.t1	SMRG1_62340.1
OG0000157	FhHiC23_g14186.t1	SMRG1_44190.1
OG0000157	FhHiC23_g9140.t1, FhHiC23_g9140.t2	SMRG1_95740.2, SMRG1_95740.3, SMRG1_95740.1
OG0000158	FhHiC23_g13141.t1, FhHiC23_g13141.t2	SMRG1_5280.1, SMRG1_5270.1, SMRG1_5270.3, SMRG1_5270.2, SMRG1_5270.4, SMRG1_5270.5
OG0000159	FhHiC23_g7585.t1	SMRG1_62800.15, SMRG1_62800.10, SMRG1_62800.12, SMRG1_62800.13, SMRG1_62800.2, SMRG1_62800.3, SMRG1_62800.1, SMRG1_62800.11, SMRG1_62800.14, SMRG1_62800.4, SMRG1_62800.5, SMRG1_62800.7, SMRG1_62800.8, SMRG1_62800.9, SMRG1_62800.6
OG0000160	FhHiC23_g11475.t1	SMRG1_14090.1, SMRG1_14090.3, SMRG1_14090.2, SMRG1_14090.4
OG0000164	FhHiC23_g8533.t1	SMRG1_59430.2, SMRG1_59430.1
OG0000164	FhHiC23_g1084.t1	SMRG1_77760.1
OG0000164	FhHiC23_g5363.t1, FhHiC23_g5363.t2	SMRG1_30410.1
OG0000165	FhHiC23_g7386.t1, FhHiC23_g7386.t2	SMRG1_66180.2, SMRG1_66180.3, SMRG1_66180.4, SMRG1_66180.6, SMRG1_66180.5, SMRG1_66180.1, SMRG1_66180.10, SMRG1_66180.9, SMRG1_66180.7, SMRG1_66180.8
OG0000166	FhHiC23_g4357.t1, FhHiC23_g4436.t1	SMRG1_88760.12, SMRG1_88760.19, SMRG1_88760.1, SMRG1_88760.2, SMRG1_88760.4, SMRG1_88760.17, SMRG1_88760.18, SMRG1_88760.22, SMRG1_88760.7, SMRG1_88760.16, SMRG1_88760.13, SMRG1_88760.10, SMRG1_88760.26, SMRG1_88760.28, SMRG1_88760.20, SMRG1_88760.24, SMRG1_88760.6, SMRG1_88760.25, SMRG1_88760.5, SMRG1_88760.9, SMRG1_88760.8, SMRG1_88760.3, SMRG1_88760.15, SMRG1_88760.23, SMRG1_88760.14, SMRG1_88760.21, SMRG1_88760.11, SMRG1_88760.27
OG0000167	FhHiC23_g1665.t1, FhHiC23_g1665.t2, FhHiC23_g1665.t3, FhHiC23_g1665.t4	SMRG1_75530.10, SMRG1_75530.4, SMRG1_75530.7, SMRG1_75530.8, SMRG1_75530.9, SMRG1_75530.1, SMRG1_75530.2, SMRG1_75530.3, SMRG1_75530.5, SMRG1_75530.6
OG0000169	FhHiC23_g14278.t1	SMRG1_95990.1, SMRG1_44290.1, SMRG1_44290.2
OG0000169	FhHiC23_g10077.t1, FhHiC23_g10076.t1	SMRG1_95480.1
OG0000170	FhHiC23_g1333.t1	SMRG1_72530.1
OG0000171	FhHiC23_g4302.t1, FhHiC23_g7420.t1	SMRG1_2620.1, SMRG1_92210.1, SMRG1_45900.1, SMRG1_35560.1, SMRG1_83670.1, SMRG1_16510.1, SMRG1_35300.1, SMRG1_61900.1, SMRG1_57380.1
OG0000172	FhHiC23_g11485.t1, FhHiC23_g11485.t4, FhHiC23_g11485.t5, FhHiC23_g11485.t3, FhHiC23_g11485.t2	SMRG1_16170.5, SMRG1_16170.6, SMRG1_16170.4, SMRG1_16170.3, SMRG1_16170.1, SMRG1_16170.2
OG0000173	FhHiC23_g3805.t1, FhHiC23_g3804.t1	SMRG1_83250.10, SMRG1_83250.13, SMRG1_83250.11, SMRG1_83250.12, SMRG1_83250.1, SMRG1_83250.3, SMRG1_83250.8, SMRG1_83250.9, SMRG1_83250.14, SMRG1_83250.6, SMRG1_83250.2, SMRG1_83250.5, SMRG1_83250.7, SMRG1_83250.4
OG0000175	FhHiC23_g4838.t1, FhHiC23_g4840.t1, FhHiC23_g4840.t2, FhHiC23_g4841.t2, FhHiC23_g4841.t1, FhHiC23_g4843.t1, FhHiC23_g4844.t1, FhHiC23_g4846.t1	SMRG1_41520.1, SMRG1_41520.2, SMRG1_41560.1, SMRG1_41510.1, SMRG1_41490.1, SMRG1_41480.1
OG0000177	FhHiC23_g7294.t2, FhHiC23_g7294.t1, FhHiC23_g7294.t6, FhHiC23_g7294.t3, FhHiC23_g7294.t4, FhHiC23_g7294.t5	SMRG1_59150.6, SMRG1_59150.7, SMRG1_59150.3, SMRG1_59150.4, SMRG1_59150.1, SMRG1_59150.2, SMRG1_59150.9, SMRG1_59150.5, SMRG1_59150.8
OG0000178	FhHiC23_g9978.t4, FhHiC23_g9978.t3, FhHiC23_g9978.t2, FhHiC23_g9978.t1	SMRG1_26250.2, SMRG1_26250.1, SMRG1_26250.3, SMRG1_26250.4
OG0000179	FhHiC23_g1759.t1, FhHiC23_g2123.t1	SMRG1_56470.1, SMRG1_56470.2, SMRG1_56500.1, SMRG1_56500.3, SMRG1_56500.2, SMRG1_56500.4
OG0000180	FhHiC23_g4225.t1	SMRG1_81380.2, SMRG1_81380.1, SMRG1_81380.3, SMRG1_81390.1, SMRG1_81370.1
OG0000182	FhHiC23_g8157.t2, FhHiC23_g8157.t1	SMRG1_58350.3, SMRG1_58350.1, SMRG1_58350.2
OG0000182	FhHiC23_g5700.t2, FhHiC23_g5700.t1, FhHiC23_g5700.t3	SMRG1_28980.1
OG0000183	FhHiC23_g5440.t1, FhHiC23_g5440.t2	SMRG1_32730.1, SMRG1_32730.8, SMRG1_32730.4, SMRG1_32730.7, SMRG1_32730.10, SMRG1_32730.12, SMRG1_32730.3, SMRG1_32730.11, SMRG1_32730.13, SMRG1_32730.2, SMRG1_32730.6, SMRG1_32730.5, SMRG1_32730.9
OG0000184	FhHiC23_g551.t1	SMRG1_50570.1, SMRG1_50570.2, SMRG1_50570.3, SMRG1_50570.4, SMRG1_50570.5, SMRG1_50570.6, SMRG1_50570.7, SMRG1_50570.8
OG0000184	FhHiC23_g552.t1	SMRG1_50580.1
OG0000185	FhHiC23_g5939.t1, FhHiC23_g5938.t1	SMRG1_32860.3, SMRG1_32860.4, SMRG1_32860.7, SMRG1_32860.11, SMRG1_32860.1, SMRG1_32860.2, SMRG1_32860.5, SMRG1_32860.8, SMRG1_32860.10, SMRG1_32860.6, SMRG1_32860.9
OG0000186	FhHiC23_g2328.t1, FhHiC23_g2327.t1	SMRG1_72910.1
OG0000187	FhHiC23_g11066.t1, FhHiC23_g440.t1, FhHiC23_g440.t2	SMRG1_52940.5, SMRG1_52940.7, SMRG1_52940.10, SMRG1_52940.11, SMRG1_52940.3, SMRG1_52940.4, SMRG1_52940.1, SMRG1_52940.9, SMRG1_52940.2, SMRG1_52940.8, SMRG1_52940.12, SMRG1_52940.6
OG0000188	FhHiC23_g5387.t1	SMRG1_31810.3, SMRG1_31810.4, SMRG1_31810.5, SMRG1_31810.2, SMRG1_31810.1
OG0000189	FhHiC23_g11311.t1, FhHiC23_g11311.t2	SMRG1_6470.1
OG0000190	FhHiC23_g2208.t1, FhHiC23_g2208.t2	SMRG1_52360.2, SMRG1_52360.3, SMRG1_52360.1, SMRG1_52360.4
OG0000191	FhHiC23_g14871.t1, FhHiC23_g4941.t1, FhHiC23_g4940.t1, FhHiC23_g4937.t1, FhHiC23_g4938.t1, FhHiC23_g14042.t1	SMRG1_38000.1, SMRG1_38070.1, SMRG1_38010.1
OG0000192	FhHiC23_g8375.t1, FhHiC23_g8375.t3, FhHiC23_g8375.t2	SMRG1_63620.6, SMRG1_63620.10, SMRG1_63620.3, SMRG1_63620.7, SMRG1_63620.4, SMRG1_63620.1, SMRG1_63620.8, SMRG1_63620.5, SMRG1_63620.9, SMRG1_63620.11, SMRG1_63620.2
OG0000194	FhHiC23_g2835.t1, FhHiC23_g2835.t2	SMRG1_75470.8, SMRG1_75470.4, SMRG1_75470.1, SMRG1_75470.5, SMRG1_75470.10, SMRG1_75470.7, SMRG1_75470.9, SMRG1_75470.6, SMRG1_75470.2, SMRG1_75470.3
OG0000195	FhHiC23_g1825.t1	SMRG1_49310.3, SMRG1_49310.1, SMRG1_49310.6, SMRG1_49310.5, SMRG1_49310.2, SMRG1_49310.4
OG0000196	FhHiC23_g13335.t1, FhHiC23_g15952.t1	SMRG1_90180.1, SMRG1_90180.2
OG0000196	FhHiC23_g11302.t1	SMRG1_13350.1
OG0000198	FhHiC23_g11938.t1	SMRG1_14180.1, SMRG1_14200.4, SMRG1_14160.1, SMRG1_14160.3, SMRG1_14160.4, SMRG1_14160.2, SMRG1_14180.2, SMRG1_14200.1, SMRG1_14200.2, SMRG1_14200.3
OG0000199	FhHiC23_g6386.t1	SMRG1_32210.10, SMRG1_32210.2, SMRG1_32210.9, SMRG1_32210.5, SMRG1_32210.4, SMRG1_32210.1, SMRG1_32210.3, SMRG1_32210.8, SMRG1_32210.6, SMRG1_32210.7
OG0000201	FhHiC23_g6359.t2, FhHiC23_g6359.t1, FhHiC23_g6359.t3, FhHiC23_g6359.t4	SMRG1_40670.1, SMRG1_40670.4, SMRG1_40670.2, SMRG1_40670.3, SMRG1_40670.6, SMRG1_40670.5
OG0000202	FhHiC23_g4745.t1	SMRG1_50740.1
OG0000203	FhHiC23_g7725.t1, FhHiC23_g4169.t1, FhHiC23_g7724.t1, FhHiC23_g4169.t2	SMRG1_82920.1
OG0000205	FhHiC23_g10668.t2, FhHiC23_g10668.t3, FhHiC23_g10668.t1	SMRG1_16310.1, SMRG1_16310.3, SMRG1_16310.4, SMRG1_16310.5, SMRG1_16310.2, SMRG1_16310.6
OG0000206	FhHiC23_g6357.t4	SMRG1_34810.9, SMRG1_34810.1, SMRG1_34810.5, SMRG1_34810.6, SMRG1_34810.7, SMRG1_34810.8, SMRG1_34810.2, SMRG1_34810.3, SMRG1_34810.10, SMRG1_34810.4
OG0000207	FhHiC23_g5475.t1, FhHiC23_g5478.t1, FhHiC23_g5477.t1, FhHiC23_g5930.t1, FhHiC23_g5929.t1, FhHiC23_g5928.t1, FhHiC23_g5931.t1	SMRG1_35740.1, SMRG1_35770.1, SMRG1_35760.1, SMRG1_35780.1, SMRG1_35750.1
OG0000209	FhHiC23_g12702.t2, FhHiC23_g12702.t1	SMRG1_8520.3, SMRG1_8520.7, SMRG1_8520.1, SMRG1_8520.4, SMRG1_8520.6, SMRG1_8520.5, SMRG1_8520.2, SMRG1_8520.9, SMRG1_8520.8, SMRG1_8520.10, SMRG1_8520.11
OG0000210	FhHiC23_g3612.t1, FhHiC23_g3613.t3, FhHiC23_g3613.t1, FhHiC23_g3613.t2	SMRG1_86140.5, SMRG1_86140.7, SMRG1_86140.8, SMRG1_86140.1, SMRG1_86140.2, SMRG1_86140.3, SMRG1_86140.4, SMRG1_86140.6
OG0000211	FhHiC23_g10758.t1, FhHiC23_g10758.t2	SMRG1_6660.1, SMRG1_6660.2, SMRG1_6660.5, SMRG1_6660.6, SMRG1_6660.3, SMRG1_6660.4
OG0000212	FhHiC23_g10468.t1	SMRG1_25500.1, SMRG1_25500.2, SMRG1_25500.3, SMRG1_25500.4, SMRG1_25500.7, SMRG1_25500.6, SMRG1_25500.8, SMRG1_25500.5, SMRG1_25500.9
OG0000213	FhHiC23_g11275.t2, FhHiC23_g11275.t1	SMRG1_15210.1, SMRG1_15220.1, SMRG1_15220.4, SMRG1_15220.5, SMRG1_15220.2, SMRG1_15220.3
OG0000214	FhHiC23_g12464.t1	SMRG1_4490.10, SMRG1_4490.5, SMRG1_4490.6, SMRG1_4490.8, SMRG1_4490.9, SMRG1_4490.4, SMRG1_4490.1, SMRG1_4490.3, SMRG1_4490.2, SMRG1_4490.7
OG0000217	FhHiC23_g16420.t1, FhHiC23_g6181.t2, FhHiC23_g6181.t1, FhHiC23_g6181.t4, FhHiC23_g6181.t3	SMRG1_32460.2, SMRG1_32460.1, SMRG1_32460.3
OG0000218	FhHiC23_g10938.t1	SMRG1_18220.1, SMRG1_18220.7, SMRG1_18220.3, SMRG1_18220.4, SMRG1_18220.6, SMRG1_18220.8, SMRG1_18220.10, SMRG1_18220.5, SMRG1_18220.9, SMRG1_18220.2
OG0000219	FhHiC23_g7095.t1, FhHiC23_g7095.t2	SMRG1_60450.2, SMRG1_60450.3, SMRG1_60450.1, SMRG1_60450.4, SMRG1_60450.13, SMRG1_60450.14, SMRG1_60450.12, SMRG1_60450.6, SMRG1_60450.8, SMRG1_60450.10, SMRG1_60450.7, SMRG1_60450.9, SMRG1_60450.11, SMRG1_60450.5
OG0000220	FhHiC23_g408.t1, FhHiC23_g408.t4, FhHiC23_g408.t3, FhHiC23_g408.t2	SMRG1_74690.1
OG0000221	FhHiC23_g11237.t1, FhHiC23_g11237.t2	SMRG1_9570.1
OG0000221	FhHiC23_g13193.t1, FhHiC23_g13193.t2	SMRG1_2320.1
OG0000222	FhHiC23_g13191.t1, FhHiC23_g14315.t1, FhHiC23_g2592.t1, FhHiC23_g2592.t2	SMRG1_76960.1, SMRG1_76900.1, SMRG1_76900.2
OG0000223	FhHiC23_g11673.t1, FhHiC23_g11673.t2	SMRG1_9820.1
OG0000225	FhHiC23_g12647.t2, FhHiC23_g12647.t1, FhHiC23_g12647.t3	SMRG1_2930.9, SMRG1_2930.8, SMRG1_2930.1, SMRG1_2930.4, SMRG1_2930.6, SMRG1_2930.7, SMRG1_2930.5, SMRG1_2930.2, SMRG1_2930.3
OG0000226	FhHiC23_g6531.t1	SMRG1_35270.2, SMRG1_35270.1
OG0000227	FhHiC23_g7842.t1	SMRG1_69010.4, SMRG1_69010.7, SMRG1_69010.2, SMRG1_69010.3, SMRG1_69010.5, SMRG1_69010.1, SMRG1_69010.6, SMRG1_69010.8, SMRG1_69010.9
OG0000228	FhHiC23_g14649.t2, FhHiC23_g14649.t3, FhHiC23_g14649.t4, FhHiC23_g14649.t1	SMRG1_42400.8, SMRG1_42400.7, SMRG1_42400.3, SMRG1_42400.9, SMRG1_42400.5, SMRG1_42400.12, SMRG1_42400.13, SMRG1_42400.4, SMRG1_42400.6, SMRG1_42400.14, SMRG1_42400.1, SMRG1_42400.2, SMRG1_42400.15, SMRG1_42400.10, SMRG1_42400.11
OG0000229	FhHiC23_g7934.t1, FhHiC23_g7934.t2, FhHiC23_g7934.t3	SMRG1_61800.3, SMRG1_61800.4, SMRG1_61800.1, SMRG1_61800.2
OG0000230	FhHiC23_g7263.t1	SMRG1_63810.4, SMRG1_63810.1, SMRG1_63810.3, SMRG1_63810.8, SMRG1_63810.7, SMRG1_63810.5, SMRG1_63810.6, SMRG1_63810.2
OG0000234	FhHiC23_g14737.t2, FhHiC23_g14737.t3	SMRG1_38360.11, SMRG1_38360.5, SMRG1_38360.12, SMRG1_38360.4, SMRG1_38360.1, SMRG1_38360.2, SMRG1_38360.8, SMRG1_38360.9, SMRG1_38360.15, SMRG1_38360.6, SMRG1_38360.16, SMRG1_38360.10, SMRG1_38360.13, SMRG1_38360.3, SMRG1_38360.7, SMRG1_38360.14
OG0000235	FhHiC23_g13724.t4, FhHiC23_g13724.t1, FhHiC23_g13724.t2, FhHiC23_g13724.t3	SMRG1_3680.1, SMRG1_3690.1
OG0000236	FhHiC23_g99.t1	SMRG1_54900.2, SMRG1_54900.5, SMRG1_54900.6, SMRG1_54900.4, SMRG1_54900.3, SMRG1_54900.1
OG0000237	FhHiC23_g1247.t1, FhHiC23_g1247.t2	SMRG1_52780.1, SMRG1_52780.4, SMRG1_52780.5, SMRG1_52780.2, SMRG1_52780.3, SMRG1_52780.6
OG0000238	FhHiC23_g5162.t2, FhHiC23_g5162.t1, FhHiC23_g5162.t3	SMRG1_37750.1, SMRG1_37750.3, SMRG1_37750.2, SMRG1_37750.4
