Orthogroup	fasciola_gigantica	schistosoma_bovis
OG0000122	FGIG_06459, FGIG_06458	SBOV2_79470.16, SBOV2_79470.19, SBOV2_79470.17, SBOV2_79470.18, SBOV2_79470.6, SBOV2_79470.2, SBOV2_79470.4, SBOV2_79470.10, SBOV2_79470.12, SBOV2_79470.1, SBOV2_79470.3, SBOV2_79470.5, SBOV2_79470.8, SBOV2_79470.13, SBOV2_79470.14, SBOV2_79470.9, SBOV2_79470.11, SBOV2_79470.15, SBOV2_79470.7
OG0000123	FGIG_06911	SBOV2_77610.14, SBOV2_77610.4, SBOV2_77610.9, SBOV2_77610.1, SBOV2_77610.12, SBOV2_77610.5, SBOV2_77610.6, SBOV2_77610.7, SBOV2_77610.10, SBOV2_77610.11, SBOV2_77610.13, SBOV2_77610.15, SBOV2_77610.8, SBOV2_77610.3, SBOV2_77610.2
OG0000125	FGIG_12140, FGIG_05136	SBOV2_1380.1, SBOV2_1380.5, SBOV2_1380.9, SBOV2_1380.4, SBOV2_1380.10, SBOV2_1380.2, SBOV2_1380.11, SBOV2_1380.3, SBOV2_1380.7, SBOV2_1380.8, SBOV2_1380.6
OG0000126	FGIG_02836, FGIG_00047	SBOV2_70130.8, SBOV2_70130.3, SBOV2_70130.6, SBOV2_70130.1, SBOV2_70130.2, SBOV2_70130.5, SBOV2_70130.7, SBOV2_70130.4
OG0000127	FGIG_10651, FGIG_01876	SBOV2_22060.1, SBOV2_22070.1, SBOV2_22070.2
OG0000128	FGIG_02928	SBOV2_42240.1, SBOV2_42240.2, SBOV2_42240.4, SBOV2_42240.6, SBOV2_42240.7, SBOV2_42240.8, SBOV2_42240.10, SBOV2_42240.3, SBOV2_42240.5, SBOV2_42240.9
OG0000129	FGIG_01051	SBOV2_35350.7, SBOV2_35350.6, SBOV2_35350.8, SBOV2_35350.2, SBOV2_35350.3, SBOV2_35350.1, SBOV2_35350.5, SBOV2_35350.4
OG0000130	FGIG_06548, FGIG_01370	SBOV2_81240.5, SBOV2_81240.1, SBOV2_81240.2, SBOV2_81240.3, SBOV2_81240.4
OG0000131	FGIG_05376, FGIG_05377, FGIG_11768, FGIG_10846, FGIG_05375, FGIG_01592	SBOV2_8510.1, SBOV2_85110.1, SBOV2_85090.1
OG0000132	FGIG_04447, FGIG_04446	SBOV2_32130.10, SBOV2_32130.11, SBOV2_32130.1, SBOV2_32130.2, SBOV2_32130.3, SBOV2_32130.4, SBOV2_32130.5, SBOV2_32130.6, SBOV2_32130.7, SBOV2_32130.8, SBOV2_32130.9
OG0000133	FGIG_10537	SBOV2_36000.9, SBOV2_36000.1, SBOV2_36000.2, SBOV2_36000.3, SBOV2_36000.4, SBOV2_36000.7, SBOV2_36000.5, SBOV2_36000.6, SBOV2_36000.8
OG0000134	FGIG_03080	SBOV2_19740.11, SBOV2_19740.20, SBOV2_19740.22, SBOV2_19740.19, SBOV2_19740.16, SBOV2_19740.21, SBOV2_19740.15, SBOV2_19740.9, SBOV2_19740.17, SBOV2_19740.18, SBOV2_19740.4, SBOV2_19740.7, SBOV2_19740.2, SBOV2_19740.1, SBOV2_19740.5, SBOV2_19740.3, SBOV2_19740.6, SBOV2_19740.10, SBOV2_19740.13, SBOV2_19740.8, SBOV2_19740.14, SBOV2_19740.12
OG0000135	FGIG_08997	SBOV2_13090.13, SBOV2_13090.8, SBOV2_13090.14, SBOV2_13090.9, SBOV2_13090.11, SBOV2_13090.1, SBOV2_13090.4, SBOV2_13090.5, SBOV2_13090.2, SBOV2_13090.6, SBOV2_13090.3, SBOV2_13090.10, SBOV2_13090.7, SBOV2_13090.12
OG0000136	FGIG_11134, FGIG_12681, FGIG_11135	SBOV2_8010.6, SBOV2_8010.14, SBOV2_8010.16, SBOV2_8010.19, SBOV2_8010.7, SBOV2_8010.2, SBOV2_8010.1, SBOV2_8010.12, SBOV2_8010.13, SBOV2_8010.15, SBOV2_8010.3, SBOV2_8010.4, SBOV2_8010.10, SBOV2_8010.18, SBOV2_8010.8, SBOV2_8010.5, SBOV2_8010.17, SBOV2_8010.9, SBOV2_7980.1, SBOV2_8010.11
OG0000138	FGIG_10020	SBOV2_86790.1, SBOV2_86790.2, SBOV2_86790.3, SBOV2_86790.4
OG0000138	FGIG_00536, FGIG_00535	SBOV2_44280.1
OG0000139	FGIG_04756	SBOV2_4010.12, SBOV2_4010.8, SBOV2_4010.1, SBOV2_4010.3, SBOV2_4010.6, SBOV2_4010.9, SBOV2_4010.11, SBOV2_4010.4, SBOV2_4010.5, SBOV2_4010.10, SBOV2_4010.2, SBOV2_4010.7
OG0000140	FGIG_05800	SBOV2_75210.1
OG0000142	FGIG_10169, FGIG_10053, FGIG_07976, FGIG_08669, FGIG_07581, FGIG_01698, FGIG_06045	SBOV2_19580.1, SBOV2_19590.1, SBOV2_19600.1, SBOV2_19630.1, SBOV2_19610.1, SBOV2_19620.1
OG0000143	FGIG_03125	SBOV2_67700.1, SBOV2_67720.2, SBOV2_67720.1, SBOV2_67730.1
OG0000144	FGIG_04482	SBOV2_50930.4, SBOV2_50930.1, SBOV2_50930.2, SBOV2_50930.3
OG0000144	FGIG_02516	SBOV2_39970.1
OG0000144	FGIG_08902, FGIG_02070	SBOV2_56210.1
OG0000145	FGIG_06896	SBOV2_34400.9, SBOV2_34400.8, SBOV2_34400.1, SBOV2_34400.11, SBOV2_34400.10, SBOV2_34400.6, SBOV2_34400.7, SBOV2_34400.5, SBOV2_34400.4, SBOV2_34400.2, SBOV2_34400.3
OG0000146	FGIG_01364	SBOV2_90430.1
OG0000146	FGIG_07112	SBOV2_55950.1
OG0000146	FGIG_08174	SBOV2_38490.2, SBOV2_38490.1
OG0000146	FGIG_12116	SBOV2_46580.1
OG0000147	FGIG_03610	SBOV2_31560.11, SBOV2_31560.10, SBOV2_31560.2, SBOV2_31560.3, SBOV2_31560.4, SBOV2_31560.5, SBOV2_31560.7, SBOV2_31560.8, SBOV2_31560.6, SBOV2_31560.1, SBOV2_31560.9
OG0000148	FGIG_05123, FGIG_04713	SBOV2_36370.1, SBOV2_36370.2, SBOV2_36370.7, SBOV2_36370.5, SBOV2_36370.6, SBOV2_36370.3, SBOV2_36370.4
OG0000149	FGIG_08710	SBOV2_51750.6, SBOV2_51750.7, SBOV2_51750.1, SBOV2_51750.10, SBOV2_51750.2, SBOV2_51750.3, SBOV2_51750.4, SBOV2_51750.8, SBOV2_51750.5, SBOV2_51750.9
OG0000151	FGIG_00898	SBOV2_63120.6, SBOV2_63120.5, SBOV2_63120.1, SBOV2_63120.3, SBOV2_63120.4, SBOV2_63120.2
OG0000152	FGIG_02196	SBOV2_10970.1, SBOV2_10850.1, SBOV2_10850.2, SBOV2_10850.3, SBOV2_10850.4, SBOV2_10850.7, SBOV2_10850.5, SBOV2_10850.6
OG0000153	FGIG_06246, FGIG_09804, FGIG_09803	SBOV2_49420.1, SBOV2_54720.1, SBOV2_54730.1, SBOV2_54740.1, SBOV2_54760.1, SBOV2_54810.1
OG0000154	FGIG_12314, FGIG_02765, FGIG_12625, FGIG_00749	SBOV2_17880.1, SBOV2_17880.3, SBOV2_17880.6, SBOV2_17880.4, SBOV2_17880.5, SBOV2_17880.7, SBOV2_17880.2
OG0000155	FGIG_01109	SBOV2_30700.8, SBOV2_30700.7, SBOV2_30700.4, SBOV2_30700.3, SBOV2_30700.5, SBOV2_30700.6, SBOV2_30700.10, SBOV2_30700.14, SBOV2_30700.11, SBOV2_30700.9, SBOV2_30700.2, SBOV2_30700.1, SBOV2_30700.17, SBOV2_30700.15, SBOV2_30700.16, SBOV2_30700.13, SBOV2_30700.12
OG0000156	FGIG_01694	SBOV2_19370.1
OG0000156	FGIG_10389, FGIG_01395, FGIG_06374	SBOV2_19360.1, SBOV2_19360.2, SBOV2_19360.6, SBOV2_19360.5, SBOV2_19360.7, SBOV2_19360.4, SBOV2_19360.8, SBOV2_19360.10, SBOV2_19360.9, SBOV2_19360.3
OG0000157	FGIG_01729	SBOV2_61330.1, SBOV2_61330.2
OG0000157	FGIG_07044, FGIG_07045	SBOV2_43240.1
OG0000157	FGIG_03579	SBOV2_93390.2, SBOV2_93390.4, SBOV2_93390.3, SBOV2_93390.1
OG0000158	FGIG_05975	SBOV2_5480.6, SBOV2_5480.1, SBOV2_5480.5, SBOV2_5480.2, SBOV2_5480.4, SBOV2_5480.3, SBOV2_5480.7, SBOV2_5480.8, SBOV2_5490.1, SBOV2_5490.2
OG0000159	FGIG_07564	SBOV2_61760.1
OG0000160	FGIG_05715	SBOV2_14300.2, SBOV2_14300.7, SBOV2_14300.3, SBOV2_14300.4, SBOV2_14300.8, SBOV2_14300.9, SBOV2_14300.6, SBOV2_14300.1, SBOV2_14300.5
OG0000161	FGIG_08957	SBOV2_32910.4, SBOV2_32910.6, SBOV2_32910.5, SBOV2_32910.1, SBOV2_32910.2, SBOV2_32910.3
OG0000164	FGIG_12608, FGIG_03854	SBOV2_60890.1
OG0000164	FGIG_01740	SBOV2_76260.1
OG0000164	FGIG_10598	SBOV2_50040.1
OG0000164	FGIG_05689	SBOV2_37240.1
OG0000165	FGIG_03682	SBOV2_65130.1
OG0000166	FGIG_04350	SBOV2_86830.1
OG0000167	FGIG_09630	SBOV2_74020.7, SBOV2_74020.6, SBOV2_74020.5, SBOV2_74020.2, SBOV2_74020.4, SBOV2_74020.3, SBOV2_74020.1
OG0000169	FGIG_02219, FGIG_02221, FGIG_02220	SBOV2_93140.1, SBOV2_93140.2
OG0000170	FGIG_11214, FGIG_11905, FGIG_00734	SBOV2_70050.1
OG0000172	FGIG_02787, FGIG_02788	SBOV2_18270.1
OG0000173	FGIG_11984, FGIG_11985, FGIG_11027, FGIG_11986, FGIG_11026	SBOV2_81670.8, SBOV2_81670.1, SBOV2_81670.4, SBOV2_81670.3, SBOV2_81670.5, SBOV2_81670.6, SBOV2_81670.2, SBOV2_81670.10, SBOV2_81670.11, SBOV2_81670.9, SBOV2_81670.7
OG0000175	FGIG_00359, FGIG_00358, FGIG_00357, FGIG_00355, FGIG_00354, FGIG_00352	SBOV2_26570.1, SBOV2_26580.1, SBOV2_26580.2, SBOV2_26590.1, SBOV2_26600.1, SBOV2_26600.2, SBOV2_26600.3
OG0000176	FGIG_00685	SBOV2_17210.1, SBOV2_1870.1, SBOV2_1870.2, SBOV2_23090.1, SBOV2_4210.1
OG0000177	FGIG_04057, FGIG_04058	SBOV2_58230.3, SBOV2_58230.1, SBOV2_58230.2
OG0000178	FGIG_04370	SBOV2_41350.5, SBOV2_41350.4, SBOV2_41350.1, SBOV2_41350.6, SBOV2_41350.2, SBOV2_41350.3
OG0000179	FGIG_08795, FGIG_10380	SBOV2_55230.6, SBOV2_55230.9, SBOV2_55230.7, SBOV2_55230.8, SBOV2_55230.1, SBOV2_55230.2, SBOV2_55230.3, SBOV2_55230.4, SBOV2_55230.5, SBOV2_55240.1
OG0000180	FGIG_12039	SBOV2_79920.1, SBOV2_79920.2, SBOV2_79930.3, SBOV2_79930.2, SBOV2_79930.4, SBOV2_79930.1, SBOV2_79910.1
OG0000182	FGIG_02134	SBOV2_57380.1
OG0000182	FGIG_00290	SBOV2_38720.1, SBOV2_38720.2, SBOV2_38720.4, SBOV2_38720.3
OG0000183	FGIG_02622	SBOV2_34990.10, SBOV2_34990.9, SBOV2_34990.12, SBOV2_34990.13, SBOV2_34990.8, SBOV2_34990.1, SBOV2_34990.2, SBOV2_34990.3, SBOV2_34990.4, SBOV2_34990.6, SBOV2_34990.5, SBOV2_34990.11, SBOV2_34990.7
OG0000184	FGIG_03731	SBOV2_49230.1, SBOV2_49230.2, SBOV2_49230.3, SBOV2_49230.4, SBOV2_49230.5
OG0000184	FGIG_03730	SBOV2_49240.1, SBOV2_96710.1
OG0000185	FGIG_07908	SBOV2_34880.5, SBOV2_34880.7, SBOV2_34880.1, SBOV2_34880.6, SBOV2_34880.10, SBOV2_34880.13, SBOV2_34880.11, SBOV2_34880.12, SBOV2_34880.9, SBOV2_34880.2, SBOV2_34880.3, SBOV2_34880.4, SBOV2_34880.8
OG0000186	FGIG_00796	SBOV2_71520.3, SBOV2_71520.4, SBOV2_71520.7, SBOV2_71520.2, SBOV2_71520.5, SBOV2_71520.1, SBOV2_71520.6
OG0000187	FGIG_10561, FGIG_02152	SBOV2_53200.1
OG0000188	FGIG_03282	SBOV2_35880.4, SBOV2_35880.2, SBOV2_35880.3, SBOV2_35880.1, SBOV2_35880.5, SBOV2_35880.10, SBOV2_35880.11, SBOV2_35880.7, SBOV2_35880.8, SBOV2_35880.9, SBOV2_35880.6
OG0000189	FGIG_03464	SBOV2_6630.1
OG0000190	FGIG_04440	SBOV2_53780.1
OG0000191	FGIG_06431, FGIG_10462, FGIG_10464, FGIG_11528, FGIG_10245	SBOV2_29780.1, SBOV2_29690.1, SBOV2_29730.1, SBOV2_29740.1, SBOV2_29770.1
OG0000192	FGIG_06841, FGIG_06840	SBOV2_62620.7, SBOV2_62620.10, SBOV2_62620.11, SBOV2_62620.3, SBOV2_62620.4, SBOV2_62620.13, SBOV2_62620.5, SBOV2_62620.12, SBOV2_62620.1, SBOV2_62620.14, SBOV2_62620.6, SBOV2_62620.16, SBOV2_62620.8, SBOV2_62620.9, SBOV2_62620.15, SBOV2_62620.2
OG0000194	FGIG_07707	SBOV2_73960.3, SBOV2_73960.1, SBOV2_73960.2, SBOV2_73960.6, SBOV2_73960.4, SBOV2_73960.5
OG0000195	FGIG_08368	SBOV2_48040.3, SBOV2_48040.10, SBOV2_48040.2, SBOV2_48040.5, SBOV2_48040.7, SBOV2_48040.8, SBOV2_48040.4, SBOV2_48040.11, SBOV2_48040.6, SBOV2_48040.1, SBOV2_48040.9
OG0000196	FGIG_11982, FGIG_03269	SBOV2_89060.1
OG0000196	FGIG_11890	SBOV2_13600.1
OG0000198	FGIG_06396	SBOV2_14360.2, SBOV2_14360.7, SBOV2_14390.1, SBOV2_14360.8, SBOV2_14360.3, SBOV2_14360.4, SBOV2_14360.5, SBOV2_14360.6, SBOV2_14390.4, SBOV2_14390.3, SBOV2_14390.5, SBOV2_14360.1, SBOV2_14390.2
OG0000199	FGIG_03163	SBOV2_35200.1, SBOV2_35480.1
OG0000201	FGIG_05120	SBOV2_27340.13, SBOV2_27340.9, SBOV2_27340.2, SBOV2_27340.4, SBOV2_27340.7, SBOV2_27340.3, SBOV2_27340.12, SBOV2_27340.1, SBOV2_27340.10, SBOV2_27340.11, SBOV2_27340.5, SBOV2_27340.6, SBOV2_27340.8
OG0000202	FGIG_07192	SBOV2_49400.1, SBOV2_49400.2, SBOV2_49400.3
OG0000203	FGIG_08149	SBOV2_81340.18, SBOV2_81340.4, SBOV2_81340.5, SBOV2_81340.1, SBOV2_81340.11, SBOV2_81340.15, SBOV2_81340.17, SBOV2_81340.9, SBOV2_81340.21, SBOV2_81340.23, SBOV2_81340.7, SBOV2_81340.8, SBOV2_81340.10, SBOV2_81340.13, SBOV2_81340.19, SBOV2_81340.20, SBOV2_81340.14, SBOV2_81340.16, SBOV2_81340.22, SBOV2_81340.3, SBOV2_81340.6, SBOV2_81340.12, SBOV2_81340.2
OG0000205	FGIG_02525	SBOV2_18140.3, SBOV2_18140.4, SBOV2_18140.1, SBOV2_18140.2, SBOV2_18140.5, SBOV2_18140.6, SBOV2_18140.7, SBOV2_18140.8, SBOV2_18140.9
OG0000206	FGIG_03933	SBOV2_32930.1, SBOV2_32930.10, SBOV2_32930.11, SBOV2_32930.4, SBOV2_32930.5, SBOV2_32930.6, SBOV2_32930.8, SBOV2_32930.2, SBOV2_32930.7, SBOV2_32930.9, SBOV2_32930.3
OG0000207	FGIG_05628, FGIG_09531, FGIG_04435, FGIG_12425, FGIG_10073	SBOV2_32040.1, SBOV2_32010.1, SBOV2_32020.1, SBOV2_32000.1, SBOV2_32030.1
OG0000208	FGIG_04764	SBOV2_72090.8, SBOV2_72090.6, SBOV2_72090.10, SBOV2_72090.1, SBOV2_72090.2, SBOV2_72090.5, SBOV2_72090.9, SBOV2_72090.7, SBOV2_72090.3, SBOV2_72090.4
OG0000209	FGIG_06233	SBOV2_8730.1, SBOV2_8730.4, SBOV2_8730.3, SBOV2_8730.2, SBOV2_8730.6, SBOV2_8730.9, SBOV2_8730.11, SBOV2_8730.7, SBOV2_8730.8, SBOV2_8730.10, SBOV2_8730.5
OG0000210	FGIG_06835, FGIG_08667	SBOV2_84490.1, SBOV2_84490.11, SBOV2_84490.2, SBOV2_84490.8, SBOV2_84490.6, SBOV2_84490.4, SBOV2_84490.5, SBOV2_84490.7, SBOV2_84490.10, SBOV2_84490.9, SBOV2_84490.12, SBOV2_84490.3, SBOV2_84490.13
OG0000211	FGIG_06875	SBOV2_6850.1, SBOV2_6850.4, SBOV2_6850.10, SBOV2_6850.11, SBOV2_6850.9, SBOV2_6850.2, SBOV2_6850.3, SBOV2_6850.5, SBOV2_6850.8, SBOV2_6850.7, SBOV2_6850.6
OG0000212	FGIG_07429, FGIG_07428	SBOV2_24920.3, SBOV2_24920.9, SBOV2_24920.8, SBOV2_24920.7, SBOV2_24920.1, SBOV2_24920.2, SBOV2_24920.4, SBOV2_24920.5, SBOV2_24920.6
OG0000213	FGIG_08575	SBOV2_15330.12, SBOV2_15330.11, SBOV2_15330.10, SBOV2_15330.4, SBOV2_15330.6, SBOV2_15330.8, SBOV2_15330.13, SBOV2_15330.14, SBOV2_15330.9, SBOV2_15330.1, SBOV2_15330.2, SBOV2_15330.3, SBOV2_15330.5, SBOV2_15330.7
OG0000214	FGIG_09344	SBOV2_4700.1
OG0000217	FGIG_02317, FGIG_02318	SBOV2_35260.8, SBOV2_35260.4, SBOV2_35260.1, SBOV2_35260.2, SBOV2_35260.3, SBOV2_35260.5, SBOV2_35260.6, SBOV2_35260.7
OG0000218	FGIG_03038, FGIG_12388, FGIG_12233, FGIG_03037, FGIG_08630	SBOV2_16240.2, SBOV2_16240.8, SBOV2_16240.18, SBOV2_16240.17, SBOV2_16240.19, SBOV2_16240.1, SBOV2_16240.10, SBOV2_16240.11, SBOV2_16240.12, SBOV2_16240.14, SBOV2_16240.16, SBOV2_16240.20, SBOV2_16240.9, SBOV2_16240.7, SBOV2_16240.4, SBOV2_16240.6, SBOV2_16240.15, SBOV2_16240.3, SBOV2_16240.5, SBOV2_16240.13
OG0000219	FGIG_07378	SBOV2_59900.8, SBOV2_59900.10, SBOV2_59900.4, SBOV2_59900.6, SBOV2_59900.7, SBOV2_59900.3, SBOV2_59900.9, SBOV2_59900.11, SBOV2_59900.2, SBOV2_59900.5, SBOV2_59900.12, SBOV2_59900.1
OG0000220	FGIG_07549	SBOV2_73220.1
OG0000221	FGIG_04956, FGIG_04954, FGIG_08084	SBOV2_9760.1
OG0000221	FGIG_02269	SBOV2_2510.1, SBOV2_2510.2
OG0000222	FGIG_00564	SBOV2_75430.3, SBOV2_75430.1, SBOV2_75430.2, SBOV2_75430.4
OG0000223	FGIG_00853	SBOV2_9970.4, SBOV2_9970.17, SBOV2_9970.11, SBOV2_9970.16, SBOV2_9970.2, SBOV2_9970.6, SBOV2_9970.1, SBOV2_9970.10, SBOV2_9970.12, SBOV2_9970.13, SBOV2_9970.14, SBOV2_9970.15, SBOV2_9970.3, SBOV2_9970.7, SBOV2_9970.9, SBOV2_9970.5, SBOV2_9970.8
OG0000224	FGIG_01377, FGIG_01378	SBOV2_6020.4, SBOV2_6020.1, SBOV2_6020.10, SBOV2_6020.2, SBOV2_6020.3, SBOV2_6020.5, SBOV2_6020.6, SBOV2_6020.7, SBOV2_6020.8, SBOV2_6020.9
OG0000225	FGIG_02370, FGIG_02369	SBOV2_3090.1
OG0000226	FGIG_02439, FGIG_12357	SBOV2_32530.11, SBOV2_32530.15, SBOV2_32530.7, SBOV2_32530.8, SBOV2_32530.10, SBOV2_32530.9, SBOV2_32530.12, SBOV2_32530.16, SBOV2_32530.1, SBOV2_32530.3, SBOV2_32530.5, SBOV2_32530.14, SBOV2_32530.4, SBOV2_32530.6, SBOV2_32530.17, SBOV2_32530.2, SBOV2_32530.13
OG0000227	FGIG_04507, FGIG_04506	SBOV2_68480.1
OG0000228	FGIG_04992	SBOV2_25760.8, SBOV2_25760.9, SBOV2_25760.12, SBOV2_25760.18, SBOV2_25760.15, SBOV2_25760.13, SBOV2_25760.11, SBOV2_25760.14, SBOV2_25760.5, SBOV2_25760.7, SBOV2_25760.4, SBOV2_25760.6, SBOV2_25760.10, SBOV2_25760.16, SBOV2_25760.17, SBOV2_25760.1, SBOV2_25760.3, SBOV2_25760.2, SBOV2_25760.19
OG0000229	FGIG_10264, FGIG_05406, FGIG_12189	SBOV2_58630.1, SBOV2_58630.3, SBOV2_58630.6, SBOV2_58630.7, SBOV2_58630.2, SBOV2_58630.4, SBOV2_58630.5, SBOV2_58630.8
OG0000230	FGIG_06761, FGIG_06762	SBOV2_62800.7, SBOV2_62800.9, SBOV2_62800.6, SBOV2_62800.8, SBOV2_62800.12, SBOV2_62800.4, SBOV2_62800.1, SBOV2_62800.11, SBOV2_62800.3, SBOV2_62800.5, SBOV2_62800.2, SBOV2_62800.10
OG0000234	FGIG_01289	SBOV2_29380.3, SBOV2_29380.5, SBOV2_29380.8, SBOV2_29380.1, SBOV2_29380.2, SBOV2_29380.4, SBOV2_29380.6, SBOV2_29380.7, SBOV2_29380.11, SBOV2_29380.10, SBOV2_29380.9
OG0000235	FGIG_07942, FGIG_02783, FGIG_02784	SBOV2_3870.1
OG0000236	FGIG_05608	SBOV2_51250.5, SBOV2_51250.3, SBOV2_51250.4, SBOV2_51250.2, SBOV2_51250.1, SBOV2_51250.6, SBOV2_51250.7
OG0000237	FGIG_06420	SBOV2_53370.5, SBOV2_53370.10, SBOV2_53370.6, SBOV2_53370.13, SBOV2_53370.4, SBOV2_53370.9, SBOV2_53370.12, SBOV2_53370.2, SBOV2_53370.3, SBOV2_53370.8, SBOV2_53370.1, SBOV2_53370.11, SBOV2_53370.14, SBOV2_53370.7
OG0000238	FGIG_07333	SBOV2_30040.4, SBOV2_30040.7, SBOV2_30040.9, SBOV2_30040.3, SBOV2_30040.1, SBOV2_30040.2, SBOV2_30040.5, SBOV2_30040.8, SBOV2_30040.10, SBOV2_30040.6
OG0000239	FGIG_07503, FGIG_08719	SBOV2_40250.1, SBOV2_84300.1
OG0000240	FGIG_10740, FGIG_10875	SBOV2_38170.2, SBOV2_38170.4, SBOV2_38170.1, SBOV2_38170.3, SBOV2_38170.6, SBOV2_38170.7, SBOV2_38170.8, SBOV2_38170.5
OG0000241	FGIG_00479	SBOV2_6960.1, SBOV2_6960.2, SBOV2_6970.1
OG0000242	FGIG_01807	SBOV2_7870.1, SBOV2_7870.2, SBOV2_7870.3, SBOV2_7870.4, SBOV2_7870.5, SBOV2_7870.6, SBOV2_7870.7
OG0000243	FGIG_00529, FGIG_00528	SBOV2_5260.2, SBOV2_5260.5, SBOV2_5260.6, SBOV2_5260.7, SBOV2_5260.8, SBOV2_5260.1, SBOV2_5260.10, SBOV2_5260.11, SBOV2_5260.4, SBOV2_5260.9, SBOV2_5260.3
OG0000244	FGIG_11655, FGIG_00993	SBOV2_6120.4, SBOV2_6120.2, SBOV2_6120.3, SBOV2_6120.5, SBOV2_6120.7, SBOV2_6120.1, SBOV2_6120.6
OG0000245	FGIG_01848	SBOV2_17650.1, SBOV2_17640.1
OG0000246	FGIG_06772	SBOV2_81370.2, SBOV2_81370.4, SBOV2_81370.3, SBOV2_81370.1, SBOV2_81370.5, SBOV2_81370.7, SBOV2_81370.6, SBOV2_81370.8, SBOV2_81370.9
OG0000247	FGIG_09572	SBOV2_4900.6, SBOV2_4900.1, SBOV2_4900.4, SBOV2_4900.5, SBOV2_4900.3, SBOV2_4900.2
OG0000248	FGIG_10714	SBOV2_64560.1, SBOV2_64560.2, SBOV2_64560.6, SBOV2_64560.4, SBOV2_64560.3, SBOV2_64560.5
OG0000249	FGIG_11297	SBOV2_18530.7, SBOV2_18530.6, SBOV2_18530.1, SBOV2_18530.2, SBOV2_18530.5, SBOV2_18530.3, SBOV2_18530.4
OG0000250	FGIG_12420, FGIG_11532	SBOV2_27800.2, SBOV2_27800.3, SBOV2_27800.5, SBOV2_27800.1, SBOV2_27800.6, SBOV2_27800.4
OG0000252	FGIG_01524	SBOV2_28610.1, SBOV2_28610.2, SBOV2_28610.5, SBOV2_28610.3, SBOV2_28610.4
OG0000253	FGIG_02155	SBOV2_17410.5, SBOV2_96880.3, SBOV2_96880.8, SBOV2_17410.1, SBOV2_96880.4, SBOV2_17410.2, SBOV2_17410.6, SBOV2_96880.5, SBOV2_17410.4, SBOV2_17410.3, SBOV2_96880.2, SBOV2_96880.7, SBOV2_96880.1, SBOV2_96880.11, SBOV2_96880.6, SBOV2_17410.10, SBOV2_17410.7, SBOV2_17410.8, SBOV2_17410.9, SBOV2_96880.10, SBOV2_96880.9
OG0000254	FGIG_02996	SBOV2_9020.5, SBOV2_9020.8, SBOV2_9020.3, SBOV2_9020.2, SBOV2_9020.1, SBOV2_9020.4, SBOV2_9020.6, SBOV2_9020.7
OG0000255	FGIG_03191	SBOV2_38920.3, SBOV2_38920.1, SBOV2_38920.6, SBOV2_38920.8, SBOV2_38920.2, SBOV2_38920.7, SBOV2_38920.4, SBOV2_38920.5
OG0000256	FGIG_03222, FGIG_03223, FGIG_04243, FGIG_04258, FGIG_09730, FGIG_06912, FGIG_09731, FGIG_04262, FGIG_06780, FGIG_10754, FGIG_10268, FGIG_12330, FGIG_10269, FGIG_07792, FGIG_07655, FGIG_07198, FGIG_07790, FGIG_07791, FGIG_08257	SBOV2_44460.1
OG0000257	FGIG_03641, FGIG_07534	SBOV2_41450.4, SBOV2_41450.12, SBOV2_41450.13, SBOV2_41450.1, SBOV2_41450.10, SBOV2_41450.2, SBOV2_41450.3, SBOV2_41450.5, SBOV2_41450.6, SBOV2_41450.7, SBOV2_41450.8, SBOV2_41450.9, SBOV2_41450.11
OG0000258	FGIG_05122	SBOV2_12240.2, SBOV2_12240.4, SBOV2_12240.3, SBOV2_12240.1, SBOV2_12240.6, SBOV2_12240.7, SBOV2_12240.5
OG0000259	FGIG_05764	SBOV2_25560.1
OG0000260	FGIG_05885	SBOV2_21310.1
OG0000261	FGIG_06157	SBOV2_69720.3, SBOV2_69720.5, SBOV2_69720.6, SBOV2_69720.4, SBOV2_69720.1, SBOV2_69720.2, SBOV2_69720.7, SBOV2_96620.1
OG0000262	FGIG_08811, FGIG_08810	SBOV2_36660.5, SBOV2_36660.2, SBOV2_36660.7, SBOV2_36660.6, SBOV2_36660.4, SBOV2_36660.1, SBOV2_36660.3, SBOV2_36660.8, SBOV2_36660.9
OG0000263	FGIG_09258	SBOV2_63940.6, SBOV2_63940.7, SBOV2_63940.4, SBOV2_63940.2, SBOV2_63940.5, SBOV2_63940.3, SBOV2_63940.1
OG0000264	FGIG_11442	SBOV2_84090.1, SBOV2_84100.1
OG0000264	FGIG_10736	SBOV2_4920.3, SBOV2_4920.2, SBOV2_4920.1
OG0000266	FGIG_00214	SBOV2_81230.1
OG0000266	FGIG_00212, FGIG_00213	SBOV2_81230.2, SBOV2_81230.5
OG0000267	FGIG_00498, FGIG_00260	SBOV2_80490.1, SBOV2_80490.4, SBOV2_80490.5, SBOV2_80490.2, SBOV2_80490.3
OG0000268	FGIG_06620	SBOV2_71160.1
OG0000268	FGIG_10234	SBOV2_7440.1, SBOV2_7440.2
