Orthogroup	fasciola_gigantica	schistosoma_spindale
OG0000189	FGIG_03464	SSPN1_6650.4, SSPN1_6650.9, SSPN1_6650.11, SSPN1_6650.6, SSPN1_6650.3, SSPN1_6650.5, SSPN1_6650.8, SSPN1_6650.2, SSPN1_6650.10, SSPN1_6650.7, SSPN1_6650.1
OG0000190	FGIG_04440	SSPN1_50040.4, SSPN1_50040.5, SSPN1_50040.7, SSPN1_50040.1, SSPN1_50040.2, SSPN1_50040.3, SSPN1_50040.6
OG0000191	FGIG_06431, FGIG_10462, FGIG_10464, FGIG_11528, FGIG_10245	SSPN1_32810.1, SSPN1_33070.4, SSPN1_33070.3, SSPN1_33070.1, SSPN1_33070.2, SSPN1_32980.1, SSPN1_33030.1, SSPN1_33060.1
OG0000192	FGIG_06841, FGIG_06840	SSPN1_61130.7, SSPN1_61130.2, SSPN1_61130.5, SSPN1_61130.1, SSPN1_61130.6, SSPN1_61130.9, SSPN1_61130.10, SSPN1_61130.8, SSPN1_61130.3, SSPN1_61130.4
OG0000194	FGIG_07707	SSPN1_72050.5, SSPN1_72050.1, SSPN1_72050.8, SSPN1_72050.3, SSPN1_72050.4, SSPN1_72050.2, SSPN1_72050.9, SSPN1_72050.6, SSPN1_72050.7
OG0000195	FGIG_08368	SSPN1_47070.6, SSPN1_47070.2, SSPN1_47070.3, SSPN1_47070.5, SSPN1_47070.9, SSPN1_47070.1, SSPN1_47070.4, SSPN1_47070.8, SSPN1_47070.7
OG0000196	FGIG_11982, FGIG_03269	SSPN1_86920.1
OG0000196	FGIG_11890	SSPN1_18380.1
OG0000198	FGIG_06396	SSPN1_15950.1, SSPN1_15950.2, SSPN1_15920.3, SSPN1_15920.4, SSPN1_15950.3, SSPN1_15950.4, SSPN1_15920.5, SSPN1_15950.5, SSPN1_15920.1, SSPN1_15920.2
OG0000199	FGIG_03163	SSPN1_38700.1
OG0000201	FGIG_05120	SSPN1_39240.1
OG0000202	FGIG_07192	SSPN1_48410.1, SSPN1_48410.2, SSPN1_48410.3
OG0000203	FGIG_08149	SSPN1_79110.1
OG0000205	FGIG_02525	SSPN1_11530.1, SSPN1_11530.7, SSPN1_11530.4, SSPN1_11530.10, SSPN1_11530.11, SSPN1_11530.12, SSPN1_11530.2, SSPN1_11530.3, SSPN1_11530.5, SSPN1_11530.6, SSPN1_11530.8, SSPN1_11530.9
OG0000206	FGIG_03933	SSPN1_36190.5, SSPN1_36190.1, SSPN1_36190.3, SSPN1_36190.6, SSPN1_36190.7, SSPN1_36190.9, SSPN1_36190.2, SSPN1_36190.4, SSPN1_36190.8
OG0000207	FGIG_05628, FGIG_09531, FGIG_04435, FGIG_12425, FGIG_10073	SSPN1_35290.1, SSPN1_35250.1, SSPN1_35270.1, SSPN1_35240.1, SSPN1_35260.1, SSPN1_35280.1
OG0000208	FGIG_04764	SSPN1_69990.22, SSPN1_69990.7, SSPN1_69990.1, SSPN1_69990.6, SSPN1_69990.2, SSPN1_69990.8, SSPN1_69990.20, SSPN1_69990.21, SSPN1_69990.10, SSPN1_69990.11, SSPN1_69990.12, SSPN1_69990.13, SSPN1_69990.14, SSPN1_69990.15, SSPN1_69990.16, SSPN1_69990.17, SSPN1_69990.18, SSPN1_69990.19, SSPN1_69990.3, SSPN1_69990.4, SSPN1_69990.5, SSPN1_69990.9
OG0000209	FGIG_06233	SSPN1_8780.2, SSPN1_8780.3, SSPN1_8780.4, SSPN1_8780.1, SSPN1_8780.5, SSPN1_8780.6, SSPN1_8780.7, SSPN1_8780.8
OG0000210	FGIG_06835, FGIG_08667	SSPN1_82100.2, SSPN1_82100.1, SSPN1_82100.3, SSPN1_82100.4
OG0000211	FGIG_06875	SSPN1_6930.4, SSPN1_6930.2, SSPN1_6930.5, SSPN1_6930.6, SSPN1_6930.3, SSPN1_6930.1, SSPN1_6930.7, SSPN1_6930.8
OG0000212	FGIG_07429, FGIG_07428	SSPN1_24360.1, SSPN1_24360.2
OG0000213	FGIG_08575	SSPN1_14950.1
OG0000214	FGIG_09344	SSPN1_4560.1, SSPN1_4560.2, SSPN1_4560.3, SSPN1_4560.4
OG0000217	FGIG_02317, FGIG_02318	SSPN1_38480.1, SSPN1_38480.2, SSPN1_38480.3
OG0000218	FGIG_03038, FGIG_12388, FGIG_12233, FGIG_03037, FGIG_08630	SSPN1_14020.2, SSPN1_14020.1, SSPN1_14020.3, SSPN1_14020.4
OG0000219	FGIG_07378	SSPN1_63930.4, SSPN1_63930.5, SSPN1_63930.6, SSPN1_63930.1, SSPN1_63930.3, SSPN1_63930.2
OG0000220	FGIG_07549	SSPN1_71230.2, SSPN1_71230.1, SSPN1_71230.4, SSPN1_71230.3
OG0000221	FGIG_04956, FGIG_04954, FGIG_08084	SSPN1_20480.1
OG0000221	FGIG_02269	SSPN1_2420.2, SSPN1_2420.5, SSPN1_2420.1, SSPN1_2420.3, SSPN1_2420.4
OG0000222	FGIG_00564	SSPN1_73520.3, SSPN1_73520.7, SSPN1_73520.2, SSPN1_73520.1, SSPN1_73520.5, SSPN1_73520.4, SSPN1_73520.6
OG0000223	FGIG_00853	SSPN1_20280.4, SSPN1_20280.5, SSPN1_20280.6, SSPN1_20280.7, SSPN1_20280.1, SSPN1_20280.2, SSPN1_20280.3
OG0000224	FGIG_01377, FGIG_01378	SSPN1_5960.1
OG0000225	FGIG_02370, FGIG_02369	SSPN1_2950.4, SSPN1_2950.1, SSPN1_2950.2, SSPN1_2950.3
OG0000226	FGIG_02439, FGIG_12357	SSPN1_35710.1
OG0000227	FGIG_04507, FGIG_04506	SSPN1_66460.7, SSPN1_66460.4, SSPN1_66460.6, SSPN1_66460.1, SSPN1_66460.2, SSPN1_66460.3, SSPN1_66460.5, SSPN1_66460.8
OG0000228	FGIG_04992	SSPN1_40820.1, SSPN1_40820.5, SSPN1_40820.2, SSPN1_40820.3, SSPN1_40820.4
OG0000229	FGIG_10264, FGIG_05406, FGIG_12189	SSPN1_57050.1
OG0000230	FGIG_06761, FGIG_06762	SSPN1_60900.2, SSPN1_60900.1, SSPN1_60900.10, SSPN1_60900.11, SSPN1_60900.13, SSPN1_60900.14, SSPN1_60900.15, SSPN1_60900.16, SSPN1_60900.3, SSPN1_60900.4, SSPN1_60900.7, SSPN1_60900.8, SSPN1_60900.9, SSPN1_60900.17, SSPN1_60900.12, SSPN1_60900.5, SSPN1_60900.6
OG0000234	FGIG_01289	SSPN1_32640.4, SSPN1_32640.3, SSPN1_32640.5, SSPN1_32640.6, SSPN1_32640.2, SSPN1_32640.9, SSPN1_32640.7, SSPN1_32640.8, SSPN1_32640.1
OG0000235	FGIG_07942, FGIG_02783, FGIG_02784	SSPN1_3750.1, SSPN1_3760.1, SSPN1_3760.2
OG0000236	FGIG_05608	SSPN1_52580.1
OG0000237	FGIG_06420	SSPN1_50460.1, SSPN1_50460.2, SSPN1_50460.3, SSPN1_50460.4, SSPN1_50460.5
OG0000238	FGIG_07333	SSPN1_33340.1
OG0000239	FGIG_07503, FGIG_08719	SSPN1_26240.8, SSPN1_26240.5, SSPN1_26240.6, SSPN1_26240.9, SSPN1_26240.11, SSPN1_26240.7, SSPN1_26240.4, SSPN1_26240.3, SSPN1_26240.1, SSPN1_26240.10, SSPN1_26240.2, SSPN1_82270.1
OG0000240	FGIG_10740, FGIG_10875	SSPN1_28350.2, SSPN1_28350.3, SSPN1_28350.1
OG0000241	FGIG_00479	SSPN1_7140.1, SSPN1_7140.2, SSPN1_7140.3, SSPN1_7140.4, SSPN1_7130.1
OG0000242	FGIG_01807	SSPN1_7470.1
OG0000243	FGIG_00529, FGIG_00528	SSPN1_5170.1
OG0000244	FGIG_11655, FGIG_00993	SSPN1_6080.1, SSPN1_6080.3, SSPN1_6080.2
OG0000245	FGIG_01848	SSPN1_11000.4, SSPN1_11000.5, SSPN1_11000.6, SSPN1_11000.3, SSPN1_11000.2, SSPN1_11000.1, SSPN1_11010.3, SSPN1_11010.1, SSPN1_11010.2
OG0000246	FGIG_06772	SSPN1_79120.1
OG0000247	FGIG_09572	SSPN1_4750.1
OG0000248	FGIG_10714	SSPN1_59600.1, SSPN1_59600.4, SSPN1_59600.2, SSPN1_59600.5, SSPN1_59600.6, SSPN1_59600.3
OG0000249	FGIG_11297	SSPN1_11900.1, SSPN1_11900.3, SSPN1_11900.2, SSPN1_11900.5, SSPN1_11900.4
OG0000250	FGIG_12420, FGIG_11532	SSPN1_31010.1, SSPN1_31010.9, SSPN1_31010.2, SSPN1_31010.3, SSPN1_31010.7, SSPN1_31010.4, SSPN1_31010.5, SSPN1_31010.6, SSPN1_31010.8
OG0000252	FGIG_01524	SSPN1_31830.3, SSPN1_31830.4, SSPN1_31830.2, SSPN1_31830.1, SSPN1_31830.5, SSPN1_31830.6, SSPN1_26360.1
OG0000253	FGIG_02155	SSPN1_10720.1
OG0000254	FGIG_02996	SSPN1_9080.5, SSPN1_9080.4, SSPN1_9080.1, SSPN1_9080.2, SSPN1_9080.3, SSPN1_9080.6, SSPN1_9080.7
OG0000255	FGIG_03191	SSPN1_27580.3, SSPN1_27580.4, SSPN1_27580.1, SSPN1_27580.2
OG0000256	FGIG_03222, FGIG_03223, FGIG_04243, FGIG_04258, FGIG_09730, FGIG_06912, FGIG_09731, FGIG_04262, FGIG_06780, FGIG_10754, FGIG_10268, FGIG_12330, FGIG_10269, FGIG_07792, FGIG_07655, FGIG_07198, FGIG_07790, FGIG_07791, FGIG_08257	SSPN1_43770.1, SSPN1_43770.2
OG0000257	FGIG_03641, FGIG_07534	SSPN1_25070.1, SSPN1_25070.10, SSPN1_25070.2, SSPN1_25070.3, SSPN1_25070.4, SSPN1_25070.5, SSPN1_25070.6, SSPN1_25070.7, SSPN1_25070.11, SSPN1_25070.8, SSPN1_25070.9
OG0000258	FGIG_05122	SSPN1_17060.1
OG0000259	FGIG_05764	SSPN1_25030.5, SSPN1_25030.1, SSPN1_25030.4, SSPN1_25030.9, SSPN1_25030.3, SSPN1_25030.6, SSPN1_25030.7, SSPN1_25030.8, SSPN1_25030.10, SSPN1_25030.2
OG0000260	FGIG_05885	SSPN1_21030.3, SSPN1_21030.2, SSPN1_21030.1, SSPN1_21030.4
OG0000261	FGIG_06157	SSPN1_67600.1, SSPN1_67600.3, SSPN1_67600.6, SSPN1_67600.2, SSPN1_67600.5, SSPN1_67600.7, SSPN1_67600.8, SSPN1_67600.9, SSPN1_67600.10, SSPN1_67600.11, SSPN1_67600.4
OG0000262	FGIG_08811, FGIG_08810	SSPN1_29850.3, SSPN1_29850.2, SSPN1_29850.4, SSPN1_29850.1
OG0000263	FGIG_09258	SSPN1_60130.1
OG0000264	FGIG_11442	SSPN1_81800.1, SSPN1_81750.1, SSPN1_81760.1, SSPN1_81760.2
OG0000264	FGIG_10736	SSPN1_4770.1
OG0000267	FGIG_00498, FGIG_00260	SSPN1_78120.2, SSPN1_78120.4, SSPN1_78120.1, SSPN1_78120.3, SSPN1_78120.6, SSPN1_78120.5
OG0000268	FGIG_06620	SSPN1_69030.1
OG0000268	FGIG_10234	SSPN1_7920.1
OG0000269	FGIG_02813	SSPN1_3850.1
OG0000270	FGIG_03740, FGIG_02883	SSPN1_25770.5, SSPN1_25770.2, SSPN1_25770.4, SSPN1_25770.3, SSPN1_25770.1
OG0000271	FGIG_04146, FGIG_09915, FGIG_04147	SSPN1_49260.1
OG0000272	FGIG_07493	SSPN1_15760.10, SSPN1_15760.6, SSPN1_15760.7, SSPN1_15760.3, SSPN1_15760.11, SSPN1_15760.12, SSPN1_15760.5, SSPN1_15760.2, SSPN1_15760.4, SSPN1_15760.13, SSPN1_15760.8, SSPN1_15760.9, SSPN1_15760.1
OG0000273	FGIG_07763	SSPN1_7230.1, SSPN1_7230.2, SSPN1_7230.3, SSPN1_7230.4, SSPN1_7230.6, SSPN1_7230.5, SSPN1_7230.7
OG0000274	FGIG_10372	SSPN1_76970.1, SSPN1_76970.4, SSPN1_76970.5, SSPN1_76970.2, SSPN1_76970.3
OG0000275	FGIG_08245	SSPN1_33490.1, SSPN1_33490.2
OG0000276	FGIG_08474	SSPN1_70290.2, SSPN1_70290.1, SSPN1_70290.3
OG0000277	FGIG_08916	SSPN1_88980.1, SSPN1_88970.1
OG0000281	FGIG_00516	SSPN1_80860.1, SSPN1_80860.2
OG0000281	FGIG_04239	SSPN1_14780.1, SSPN1_14780.2, SSPN1_14780.3, SSPN1_14780.4, SSPN1_14780.5
OG0000281	FGIG_10083	SSPN1_4370.1, SSPN1_4370.2
OG0000282	FGIG_11572, FGIG_01087	SSPN1_52970.3, SSPN1_52970.8, SSPN1_52970.2, SSPN1_52970.4, SSPN1_52970.5, SSPN1_52970.7, SSPN1_52970.1, SSPN1_52970.6
OG0000283	FGIG_01798	SSPN1_62930.7, SSPN1_62930.2, SSPN1_62930.4, SSPN1_62930.5, SSPN1_62930.3, SSPN1_62930.1, SSPN1_62930.6
OG0000284	FGIG_03458	SSPN1_40960.7, SSPN1_40960.8, SSPN1_40960.9, SSPN1_40960.6, SSPN1_40960.1, SSPN1_40960.10, SSPN1_40960.11, SSPN1_40960.12, SSPN1_40960.2, SSPN1_40960.3, SSPN1_40960.4, SSPN1_40960.5
OG0000285	FGIG_03702, FGIG_03701	SSPN1_34710.4, SSPN1_34710.1, SSPN1_34710.5, SSPN1_34710.6, SSPN1_34710.2, SSPN1_34710.3, SSPN1_34710.7
OG0000286	FGIG_08247, FGIG_09211, FGIG_06296	SSPN1_41380.1, SSPN1_41350.1
OG0000287	FGIG_07559	SSPN1_70250.3, SSPN1_70250.9, SSPN1_70250.7, SSPN1_70250.8, SSPN1_70250.1, SSPN1_70250.2, SSPN1_70250.4, SSPN1_70250.5, SSPN1_70250.6
OG0000288	FGIG_08415	SSPN1_83680.1
OG0000289	FGIG_11097	SSPN1_13780.1, SSPN1_13780.2, SSPN1_13780.3, SSPN1_13780.7, SSPN1_13780.8, SSPN1_13780.5, SSPN1_13780.4, SSPN1_13780.6, SSPN1_13780.9
OG0000290	FGIG_06528	SSPN1_26300.1
OG0000290	FGIG_00121	SSPN1_20880.2, SSPN1_20880.1
OG0000291	FGIG_00724, FGIG_00726	SSPN1_10820.1, SSPN1_10820.5, SSPN1_10820.2, SSPN1_10820.3, SSPN1_10820.4
OG0000292	FGIG_01340, FGIG_10382	SSPN1_36570.2, SSPN1_36570.5, SSPN1_36570.6, SSPN1_36570.4, SSPN1_36570.3, SSPN1_36570.7, SSPN1_36570.1
OG0000293	FGIG_03259	SSPN1_26870.1
OG0000293	FGIG_10208, FGIG_04594	SSPN1_63570.1
OG0000293	FGIG_06127	SSPN1_45980.1, SSPN1_45980.2
OG0000294	FGIG_03314	SSPN1_3800.1
OG0000295	FGIG_04922	SSPN1_83410.1, SSPN1_83430.1, SSPN1_83380.1, SSPN1_83390.1, SSPN1_83400.1, SSPN1_83420.1, SSPN1_83440.1
OG0000296	FGIG_05009	SSPN1_9160.1
OG0000296	FGIG_07123, FGIG_07878, FGIG_07122	SSPN1_9170.1, SSPN1_9150.1
OG0000297	FGIG_05203	SSPN1_76500.3, SSPN1_76500.4, SSPN1_76500.1, SSPN1_76500.2
OG0000298	FGIG_10124	SSPN1_41930.1
OG0000298	FGIG_05892	SSPN1_43090.1
OG0000299	FGIG_06707	SSPN1_64150.1, SSPN1_64150.2, SSPN1_64150.3, SSPN1_64150.6, SSPN1_64150.5, SSPN1_64150.7, SSPN1_64150.4, SSPN1_64150.8
OG0000300	FGIG_06727	SSPN1_19240.12, SSPN1_19240.7, SSPN1_19240.8, SSPN1_19240.13, SSPN1_19240.14, SSPN1_19240.6, SSPN1_19240.2, SSPN1_19240.3, SSPN1_19240.4, SSPN1_19240.9, SSPN1_19240.1, SSPN1_19240.5, SSPN1_19240.10, SSPN1_19240.11, SSPN1_19240.15
OG0000301	FGIG_07052	SSPN1_74960.4, SSPN1_74960.3, SSPN1_74960.1, SSPN1_74960.2
OG0000302	FGIG_07305	SSPN1_57010.1
OG0000303	FGIG_11626, FGIG_07919	SSPN1_15860.1, SSPN1_15860.2
OG0000304	FGIG_09605	SSPN1_17260.1, SSPN1_17260.2, SSPN1_17260.3, SSPN1_17260.4, SSPN1_17260.5
OG0000305	FGIG_09613, FGIG_09611, FGIG_12612	SSPN1_49980.3, SSPN1_49980.6, SSPN1_49980.1, SSPN1_49980.5, SSPN1_49980.4, SSPN1_49980.2
OG0000306	FGIG_11983, FGIG_10527	SSPN1_7660.1
OG0000307	FGIG_12478	SSPN1_6570.1, SSPN1_6580.1, SSPN1_87770.1
OG0000311	FGIG_01279	SSPN1_11650.1, SSPN1_11650.2, SSPN1_11650.5, SSPN1_11650.3, SSPN1_11650.6, SSPN1_11650.4, SSPN1_11650.7
OG0000312	FGIG_09661, FGIG_01495, FGIG_09662	SSPN1_38200.1
OG0000313	FGIG_03443	SSPN1_15800.1
OG0000314	FGIG_03632	SSPN1_33330.1
OG0000315	FGIG_03911	SSPN1_37610.1
OG0000315	FGIG_07353, FGIG_07352	SSPN1_59640.2, SSPN1_59640.1
OG0000316	FGIG_04659, FGIG_09851	SSPN1_11030.1
OG0000317	FGIG_05137	SSPN1_1300.1
OG0000318	FGIG_05250	SSPN1_47510.2, SSPN1_47510.1, SSPN1_47510.3, SSPN1_47510.4, SSPN1_47510.5
OG0000319	FGIG_06268, FGIG_06269	SSPN1_36540.3, SSPN1_36540.4, SSPN1_36540.1, SSPN1_36540.2, SSPN1_36540.5, SSPN1_36540.7, SSPN1_36540.8, SSPN1_36540.6
OG0000320	FGIG_02124	SSPN1_13040.1
OG0000320	FGIG_00209	SSPN1_28530.1
OG0000320	FGIG_08913	SSPN1_53540.2, SSPN1_53540.1
OG0000321	FGIG_00856, FGIG_00857	SSPN1_33610.3, SSPN1_33610.2, SSPN1_33610.5, SSPN1_33610.1, SSPN1_33610.4, SSPN1_33610.8, SSPN1_33610.6, SSPN1_33610.7
OG0000322	FGIG_01204	SSPN1_26740.1, SSPN1_26740.2, SSPN1_26740.3
OG0000323	FGIG_02690	SSPN1_1590.1
OG0000324	FGIG_04179	SSPN1_47850.1, SSPN1_47850.2
OG0000325	FGIG_04546	SSPN1_77580.1
OG0000326	FGIG_04814	SSPN1_64750.9, SSPN1_64750.3, SSPN1_64750.6, SSPN1_64750.7, SSPN1_64750.1, SSPN1_64750.2, SSPN1_64750.5, SSPN1_64750.4, SSPN1_64750.8
OG0000327	FGIG_06438, FGIG_08722, FGIG_11975, FGIG_09141	SSPN1_67760.1
OG0000328	FGIG_09711	SSPN1_27400.1, SSPN1_27400.2, SSPN1_27400.3
OG0000329	FGIG_11990	SSPN1_16160.10, SSPN1_16160.3, SSPN1_16160.2, SSPN1_16160.7, SSPN1_16160.1, SSPN1_16160.4, SSPN1_16160.5, SSPN1_16160.6, SSPN1_16160.8, SSPN1_16160.9
OG0000332	FGIG_00632	SSPN1_58610.7, SSPN1_58610.1, SSPN1_58610.2, SSPN1_58610.3, SSPN1_58610.5, SSPN1_58610.6, SSPN1_58610.4
OG0000333	FGIG_01538	SSPN1_6050.1, SSPN1_6050.2, SSPN1_6050.3, SSPN1_6050.5, SSPN1_6050.4, SSPN1_6050.7, SSPN1_6050.8, SSPN1_6050.6, SSPN1_6070.1
OG0000334	FGIG_02321	SSPN1_71710.1, SSPN1_71710.2, SSPN1_71700.2, SSPN1_71700.1, SSPN1_71700.3, SSPN1_71700.4
OG0000335	FGIG_02931	SSPN1_2360.2, SSPN1_2360.5, SSPN1_2360.3, SSPN1_2360.4, SSPN1_2360.1
OG0000336	FGIG_05611	SSPN1_4320.1
OG0000336	FGIG_03447	SSPN1_10700.1, SSPN1_10700.2, SSPN1_10700.3
OG0000337	FGIG_05353	SSPN1_51810.1
OG0000337	FGIG_07022	SSPN1_35070.4, SSPN1_35070.3, SSPN1_35070.1, SSPN1_35070.2, SSPN1_35070.5
OG0000342	FGIG_05549	SSPN1_11690.5, SSPN1_11690.1, SSPN1_11690.4, SSPN1_11690.2, SSPN1_11690.3
OG0000343	FGIG_01634, FGIG_01635	SSPN1_38260.1, SSPN1_38250.1
OG0000344	FGIG_01866	SSPN1_5920.1, SSPN1_5920.2, SSPN1_5920.3
OG0000345	FGIG_01894	SSPN1_54450.5, SSPN1_54450.2, SSPN1_54450.3, SSPN1_54450.1, SSPN1_54450.4
OG0000346	FGIG_01903	SSPN1_27190.1
OG0000346	FGIG_09179	SSPN1_89040.1, SSPN1_89040.2, SSPN1_89040.3
OG0000347	FGIG_02160, FGIG_12660	SSPN1_29400.1
OG0000348	FGIG_03483	SSPN1_5570.1, SSPN1_5570.2
OG0000349	FGIG_04573, FGIG_04572, FGIG_06122	SSPN1_1140.1
OG0000350	FGIG_04749	SSPN1_32320.1
OG0000351	FGIG_05010	SSPN1_9140.1
OG0000352	FGIG_05384, FGIG_11348, FGIG_05385	SSPN1_35840.1
OG0000353	FGIG_06289	SSPN1_68080.3, SSPN1_68080.4, SSPN1_68080.5, SSPN1_68080.1, SSPN1_68080.2
OG0000354	FGIG_10148, FGIG_09059	SSPN1_2870.4, SSPN1_2870.7, SSPN1_2870.6, SSPN1_2870.9, SSPN1_2870.8, SSPN1_2870.3, SSPN1_2870.5, SSPN1_2870.1, SSPN1_2870.2, SSPN1_2870.10, SSPN1_2870.11, SSPN1_2870.12, SSPN1_2870.13
OG0000355	FGIG_10341, FGIG_12112, FGIG_12113	SSPN1_7770.1
OG0000356	FGIG_10789, FGIG_10788, FGIG_10790	SSPN1_6700.2, SSPN1_6700.3, SSPN1_6700.1, SSPN1_6700.5, SSPN1_6700.4, SSPN1_6700.6, SSPN1_6700.7, SSPN1_6700.8
OG0000357	FGIG_12459	SSPN1_41420.6, SSPN1_41420.2, SSPN1_41420.5, SSPN1_41420.1, SSPN1_41420.4, SSPN1_41420.3
OG0000359	FGIG_00275	SSPN1_14790.4, SSPN1_14790.2, SSPN1_14790.3, SSPN1_14790.1, SSPN1_14790.5
OG0000360	FGIG_01496	SSPN1_12560.3, SSPN1_12560.1, SSPN1_12560.2
OG0000361	FGIG_02685, FGIG_02684	SSPN1_47430.1
OG0000362	FGIG_02801	SSPN1_61870.2, SSPN1_61870.1, SSPN1_61870.3
OG0000363	FGIG_03340, FGIG_03341, FGIG_03338	SSPN1_41680.7, SSPN1_41680.1, SSPN1_41680.2, SSPN1_41680.5, SSPN1_41680.3, SSPN1_41680.6, SSPN1_41680.4
OG0000364	FGIG_03707	SSPN1_25060.1, SSPN1_25060.2, SSPN1_25060.3
OG0000365	FGIG_12204, FGIG_04576	SSPN1_56560.1, SSPN1_56570.2, SSPN1_56570.1, SSPN1_56570.3
OG0000366	FGIG_06034, FGIG_09373, FGIG_12323	SSPN1_47820.2, SSPN1_47820.1, SSPN1_47820.3
OG0000367	FGIG_07381	SSPN1_38990.4, SSPN1_38990.2, SSPN1_38990.1, SSPN1_38990.3, SSPN1_38990.5
OG0000368	FGIG_07710, FGIG_12057	SSPN1_11890.2, SSPN1_11890.3, SSPN1_11890.1
OG0000369	FGIG_08435	SSPN1_3590.1, SSPN1_3600.1, SSPN1_3600.2
OG0000370	FGIG_08520	SSPN1_31260.1
OG0000371	FGIG_08814	SSPN1_32440.1, SSPN1_32440.2, SSPN1_32440.5, SSPN1_32440.6, SSPN1_32440.7, SSPN1_32440.4, SSPN1_32440.3
OG0000372	FGIG_08961	SSPN1_20620.3, SSPN1_20620.1, SSPN1_20620.2, SSPN1_20630.1, SSPN1_20630.2, SSPN1_20630.3, SSPN1_20630.6, SSPN1_20630.4, SSPN1_20630.5
OG0000373	FGIG_12324, FGIG_09323	SSPN1_17420.10, SSPN1_17420.11, SSPN1_17420.12, SSPN1_17420.13, SSPN1_17420.4, SSPN1_17420.5, SSPN1_17420.6, SSPN1_17420.7, SSPN1_17420.8, SSPN1_17420.9, SSPN1_17420.2, SSPN1_17420.3, SSPN1_17420.1, SSPN1_17420.14
OG0000374	FGIG_09768	SSPN1_40260.2, SSPN1_40260.1, SSPN1_40260.4, SSPN1_40260.3, SSPN1_40260.5
OG0000375	FGIG_10082	SSPN1_4380.1
OG0000376	FGIG_10153, FGIG_11766, FGIG_11765	SSPN1_63550.1, SSPN1_63550.7, SSPN1_63550.3, SSPN1_63550.5, SSPN1_63550.6, SSPN1_63550.4, SSPN1_63550.2
OG0000377	FGIG_10617	SSPN1_50100.1, SSPN1_50100.2, SSPN1_50100.3, SSPN1_50100.4, SSPN1_50100.5, SSPN1_50100.6
OG0000378	FGIG_11867	SSPN1_23530.3, SSPN1_23530.1, SSPN1_23530.2
OG0000380	FGIG_01104, FGIG_10893, FGIG_11041	SSPN1_9650.1
OG0000380	FGIG_00695	SSPN1_9670.1, SSPN1_9660.1, SSPN1_9680.1
OG0000381	FGIG_01453	SSPN1_51390.2, SSPN1_51390.1, SSPN1_51390.3, SSPN1_51390.4
OG0000381	FGIG_01451, FGIG_01452	SSPN1_51400.1
OG0000383	FGIG_01645, FGIG_01646	SSPN1_32840.1, SSPN1_32840.5, SSPN1_32840.2, SSPN1_32840.6, SSPN1_32840.3, SSPN1_32840.4
OG0000384	FGIG_01701	SSPN1_38920.1, SSPN1_38920.2, SSPN1_38920.3, SSPN1_38920.4, SSPN1_38900.1, SSPN1_38900.3, SSPN1_38900.2, SSPN1_38900.4, SSPN1_38900.5, SSPN1_38900.6, SSPN1_38900.7
OG0000385	FGIG_01970	SSPN1_21970.1, SSPN1_61890.1
OG0000386	FGIG_07934, FGIG_07933, FGIG_05021, FGIG_05980	SSPN1_9900.1
OG0000387	FGIG_05744, FGIG_12613	SSPN1_2790.2, SSPN1_2790.4, SSPN1_2790.1, SSPN1_2790.3
OG0000388	FGIG_06147	SSPN1_85970.4, SSPN1_85970.1, SSPN1_85970.3, SSPN1_85970.2
OG0000389	FGIG_06300	SSPN1_70690.3, SSPN1_70690.1, SSPN1_70690.2
OG0000390	FGIG_06318	SSPN1_80110.2, SSPN1_80110.3, SSPN1_80110.4, SSPN1_80110.1, SSPN1_80110.5, SSPN1_80110.6
OG0000391	FGIG_06566, FGIG_07343	SSPN1_18400.1
OG0000392	FGIG_06786	SSPN1_62470.1, SSPN1_62470.2, SSPN1_62470.3
OG0000393	FGIG_06864	SSPN1_44220.1
OG0000394	FGIG_12663, FGIG_07717	SSPN1_63100.1, SSPN1_63100.2, SSPN1_63100.3, SSPN1_63100.4
OG0000395	FGIG_07807	SSPN1_76560.5, SSPN1_76560.2, SSPN1_76560.4, SSPN1_76560.1, SSPN1_76560.3
OG0000396	FGIG_07980	SSPN1_4340.2, SSPN1_4340.3, SSPN1_4340.1, SSPN1_4340.4
OG0000397	FGIG_07986	SSPN1_76330.1, SSPN1_76330.2, SSPN1_76330.3, SSPN1_76330.4, SSPN1_76330.5, SSPN1_76330.6
OG0000398	FGIG_08346, FGIG_08154	SSPN1_12650.1, SSPN1_21790.1, SSPN1_21740.1
OG0000399	FGIG_08267	SSPN1_27010.1, SSPN1_27010.2, SSPN1_27000.1
OG0000400	FGIG_12136, FGIG_08348, FGIG_09690, FGIG_09691	SSPN1_93170.1, SSPN1_93170.2, SSPN1_43190.1
OG0000401	FGIG_10170, FGIG_10171	SSPN1_91150.1, SSPN1_91150.2, SSPN1_91150.3
OG0000402	FGIG_12370, FGIG_11519, FGIG_12593	SSPN1_19230.2, SSPN1_19230.6, SSPN1_19230.1, SSPN1_19230.4, SSPN1_19230.3, SSPN1_19230.5
OG0000403	FGIG_11602	SSPN1_3130.1
OG0000405	FGIG_00540, FGIG_04407, FGIG_00542, FGIG_00541	SSPN1_33240.1
OG0000406	FGIG_00915	SSPN1_32370.1
OG0000407	FGIG_01328	SSPN1_61840.1
