Orthogroup	fasciola_gigantica	schistosoma_mattheei
OG0000194	FGIG_07707	SMTH1_83250.1, SMTH1_83250.2, SMTH1_83250.3
OG0000195	FGIG_08368	SMTH1_54380.1
OG0000196	FGIG_11982, FGIG_03269	SMTH1_98860.1
OG0000196	FGIG_11890	SMTH1_15460.1
OG0000198	FGIG_06396	SMTH1_16370.6, SMTH1_16370.2, SMTH1_16370.3, SMTH1_16370.4, SMTH1_16370.5, SMTH1_16370.1, SMTH1_16400.1
OG0000199	FGIG_03163	SMTH1_35700.1
OG0000201	FGIG_05120	SMTH1_45100.3, SMTH1_45100.5, SMTH1_45100.7, SMTH1_45100.8, SMTH1_45100.9, SMTH1_45100.1, SMTH1_45100.2, SMTH1_45100.10, SMTH1_45100.4, SMTH1_45100.6
OG0000202	FGIG_07192	SMTH1_55990.2, SMTH1_55990.1, SMTH1_55990.3, SMTH1_55990.4
OG0000203	FGIG_08149	SMTH1_91260.1
OG0000205	FGIG_02525	SMTH1_20650.1
OG0000206	FGIG_03933	SMTH1_38540.1, SMTH1_38540.3, SMTH1_38540.4, SMTH1_38540.2, SMTH1_38540.5
OG0000207	FGIG_05628, FGIG_09531, FGIG_04435, FGIG_12425, FGIG_10073	SMTH1_39510.1, SMTH1_39530.1, SMTH1_39540.1, SMTH1_39520.1
OG0000208	FGIG_04764	SMTH1_81070.3, SMTH1_81070.10, SMTH1_81070.1, SMTH1_81070.5, SMTH1_81070.6, SMTH1_81070.7, SMTH1_81070.8, SMTH1_81070.9, SMTH1_81070.2, SMTH1_81070.4
OG0000209	FGIG_06233	SMTH1_10060.1
OG0000210	FGIG_06835, FGIG_08667	SMTH1_94560.3, SMTH1_94560.6, SMTH1_94560.2, SMTH1_94560.4, SMTH1_94560.1, SMTH1_94560.5
OG0000211	FGIG_06875	SMTH1_7940.1, SMTH1_7950.1
OG0000212	FGIG_07429, FGIG_07428	SMTH1_28120.1, SMTH1_28120.2, SMTH1_28120.3, SMTH1_28120.4, SMTH1_28120.6, SMTH1_28120.5, SMTH1_28120.7
OG0000213	FGIG_08575	SMTH1_17480.4, SMTH1_17480.2, SMTH1_17480.1, SMTH1_17480.6, SMTH1_17480.8, SMTH1_17480.7, SMTH1_17480.3, SMTH1_17480.9, SMTH1_17480.5
OG0000214	FGIG_09344	SMTH1_5360.1, SMTH1_5370.1
OG0000217	FGIG_02317, FGIG_02318	SMTH1_35970.9, SMTH1_35970.3, SMTH1_35970.4, SMTH1_35970.8, SMTH1_35970.7, SMTH1_35970.6, SMTH1_35970.1, SMTH1_35970.5, SMTH1_35970.2, SMTH1_35970.11, SMTH1_35970.10
OG0000218	FGIG_03038, FGIG_12388, FGIG_12233, FGIG_03037, FGIG_08630	SMTH1_18520.11, SMTH1_18520.1, SMTH1_18520.10, SMTH1_18520.2, SMTH1_18520.4, SMTH1_18520.5, SMTH1_18520.9, SMTH1_18520.12, SMTH1_18520.3, SMTH1_18520.6, SMTH1_18520.7, SMTH1_18520.8
OG0000219	FGIG_07378	SMTH1_67080.1, SMTH1_67080.2, SMTH1_67080.3, SMTH1_67080.4, SMTH1_67080.5, SMTH1_67080.6, SMTH1_67080.7, SMTH1_67080.8
OG0000220	FGIG_07549	SMTH1_82440.1
OG0000221	FGIG_04956, FGIG_04954, FGIG_08084	SMTH1_11240.1, SMTH1_11250.1
OG0000221	FGIG_02269	SMTH1_2940.1
OG0000222	FGIG_00564	SMTH1_84960.1, SMTH1_84960.2
OG0000223	FGIG_00853	SMTH1_11510.1
OG0000224	FGIG_01377, FGIG_01378	SMTH1_6960.1, SMTH1_6950.1
OG0000225	FGIG_02370, FGIG_02369	SMTH1_3610.1, SMTH1_3610.2, SMTH1_3610.8, SMTH1_3610.3, SMTH1_3610.4, SMTH1_3610.5, SMTH1_3610.6, SMTH1_3610.7, SMTH1_3610.10, SMTH1_3610.9
OG0000226	FGIG_02439, FGIG_12357	SMTH1_39260.1, SMTH1_39270.1
OG0000227	FGIG_04507, FGIG_04506	SMTH1_76600.3, SMTH1_76600.2, SMTH1_76600.1, SMTH1_76600.4, SMTH1_76600.6, SMTH1_76600.8, SMTH1_76600.5, SMTH1_76600.7
OG0000228	FGIG_04992	SMTH1_46910.10, SMTH1_46910.6, SMTH1_46910.8, SMTH1_46910.9, SMTH1_46910.13, SMTH1_46910.3, SMTH1_46910.2, SMTH1_46910.4, SMTH1_46910.7, SMTH1_46910.12, SMTH1_46910.11, SMTH1_46910.1, SMTH1_46910.5
OG0000229	FGIG_10264, FGIG_05406, FGIG_12189	SMTH1_65540.1, SMTH1_65560.1, SMTH1_65520.1, SMTH1_65550.1
OG0000230	FGIG_06761, FGIG_06762	SMTH1_70320.1, SMTH1_70330.1
OG0000234	FGIG_01289	SMTH1_42430.1
OG0000235	FGIG_07942, FGIG_02783, FGIG_02784	SMTH1_4380.1
OG0000236	FGIG_05608	SMTH1_60530.1
OG0000237	FGIG_06420	SMTH1_58170.1
OG0000238	FGIG_07333	SMTH1_41630.1, SMTH1_41630.2, SMTH1_41630.3, SMTH1_41630.4
OG0000239	FGIG_07503, FGIG_08719	SMTH1_30220.2, SMTH1_30220.1, SMTH1_30220.3, SMTH1_94350.1
OG0000240	FGIG_10740, FGIG_10875	SMTH1_32660.2, SMTH1_32660.3, SMTH1_32660.4, SMTH1_32660.1, SMTH1_32660.5, SMTH1_32660.6
OG0000241	FGIG_00479	SMTH1_8130.1, SMTH1_8130.2, SMTH1_8130.3, SMTH1_8120.1
OG0000242	FGIG_01807	SMTH1_8580.1, SMTH1_8580.2, SMTH1_8580.3, SMTH1_8580.4
OG0000243	FGIG_00529, FGIG_00528	SMTH1_6050.1
OG0000244	FGIG_11655, FGIG_00993	SMTH1_7100.11, SMTH1_7100.3, SMTH1_7100.5, SMTH1_7100.4, SMTH1_7100.12, SMTH1_7100.13, SMTH1_7100.14, SMTH1_7100.6, SMTH1_7100.9, SMTH1_7100.7, SMTH1_7100.1, SMTH1_7100.2, SMTH1_7100.8, SMTH1_7100.10
OG0000245	FGIG_01848	SMTH1_20110.1, SMTH1_20120.1, SMTH1_20130.1
OG0000246	FGIG_06772	SMTH1_91300.1
OG0000247	FGIG_09572	SMTH1_5630.1
OG0000248	FGIG_10714	SMTH1_72250.1, SMTH1_72250.2
OG0000249	FGIG_11297	SMTH1_21100.1, SMTH1_21090.1
OG0000250	FGIG_12420, FGIG_11532	SMTH1_44550.1, SMTH1_44550.2, SMTH1_44550.3
OG0000252	FGIG_01524	SMTH1_43490.3, SMTH1_43490.4, SMTH1_43490.6, SMTH1_43490.5, SMTH1_43490.1, SMTH1_43490.2
OG0000253	FGIG_02155	SMTH1_19850.6, SMTH1_19850.8, SMTH1_19850.9, SMTH1_19850.3, SMTH1_19850.1, SMTH1_19850.4, SMTH1_19850.7, SMTH1_19850.5, SMTH1_19850.2
OG0000254	FGIG_02996	SMTH1_10400.1
OG0000255	FGIG_03191	SMTH1_31820.1
OG0000256	FGIG_03222, FGIG_03223, FGIG_04243, FGIG_04258, FGIG_09730, FGIG_06912, FGIG_09731, FGIG_04262, FGIG_06780, FGIG_10754, FGIG_10268, FGIG_12330, FGIG_10269, FGIG_07792, FGIG_07655, FGIG_07198, FGIG_07790, FGIG_07791, FGIG_08257	SMTH1_50330.1
OG0000257	FGIG_03641, FGIG_07534	SMTH1_28880.7, SMTH1_28880.8, SMTH1_28880.4, SMTH1_28880.1, SMTH1_28880.2, SMTH1_28880.3, SMTH1_28880.5, SMTH1_28880.6
OG0000258	FGIG_05122	SMTH1_13950.4, SMTH1_13950.3, SMTH1_13950.5, SMTH1_13950.2, SMTH1_13950.1
OG0000259	FGIG_05764	SMTH1_28840.1
OG0000260	FGIG_05885	SMTH1_24210.1
OG0000261	FGIG_06157	SMTH1_77990.1, SMTH1_78000.2, SMTH1_78000.1, SMTH1_77970.1
OG0000262	FGIG_08811, FGIG_08810	SMTH1_34380.4, SMTH1_34380.3, SMTH1_34380.2, SMTH1_34380.1
OG0000263	FGIG_09258	SMTH1_71650.1, SMTH1_71640.1
OG0000264	FGIG_11442	SMTH1_94090.1, SMTH1_94110.1
OG0000264	FGIG_10736	SMTH1_5650.6, SMTH1_5650.4, SMTH1_5650.5, SMTH1_5650.1, SMTH1_5650.3, SMTH1_5650.2
OG0000266	FGIG_00214	SMTH1_89740.3, SMTH1_89740.1, SMTH1_89740.2
OG0000267	FGIG_00498, FGIG_00260	SMTH1_90600.2, SMTH1_90600.1
OG0000268	FGIG_06620	SMTH1_79970.1, SMTH1_79970.2
OG0000268	FGIG_10234	SMTH1_9050.1, SMTH1_9040.1
OG0000269	FGIG_02813	SMTH1_4480.1, SMTH1_4480.2
OG0000270	FGIG_03740, FGIG_02883	SMTH1_29720.1, SMTH1_29730.1
OG0000271	FGIG_04146, FGIG_09915, FGIG_04147	SMTH1_56870.7, SMTH1_56870.4, SMTH1_56870.5, SMTH1_56870.6, SMTH1_56870.10, SMTH1_56870.8, SMTH1_56870.9, SMTH1_56870.1, SMTH1_56870.3, SMTH1_56870.2
OG0000272	FGIG_07493	SMTH1_16530.2, SMTH1_16530.3, SMTH1_16530.4, SMTH1_16530.1
OG0000273	FGIG_07763	SMTH1_8240.1, SMTH1_8240.2, SMTH1_8240.3, SMTH1_8240.6, SMTH1_8240.4, SMTH1_8240.5, SMTH1_8240.7
OG0000274	FGIG_10372	SMTH1_88930.1, SMTH1_88920.1
OG0000275	FGIG_08245	SMTH1_41160.1
OG0000276	FGIG_08474	SMTH1_81390.4, SMTH1_81390.5, SMTH1_81390.1, SMTH1_81390.2, SMTH1_81390.3
OG0000277	FGIG_08916	SMTH1_102650.1, SMTH1_102650.2, SMTH1_102650.6, SMTH1_102650.7, SMTH1_102650.8, SMTH1_102650.3, SMTH1_102650.4, SMTH1_102650.5
OG0000281	FGIG_00516	SMTH1_93080.2, SMTH1_93080.1
OG0000281	FGIG_04239	SMTH1_17690.1
OG0000281	FGIG_10083	SMTH1_5160.1
OG0000282	FGIG_11572, FGIG_01087	SMTH1_60930.1, SMTH1_60940.1
OG0000283	FGIG_01798	SMTH1_68120.1
OG0000284	FGIG_03458	SMTH1_47060.1
OG0000285	FGIG_03702, FGIG_03701	SMTH1_40140.1
OG0000286	FGIG_08247, FGIG_09211, FGIG_06296	SMTH1_47540.1, SMTH1_47550.1, SMTH1_47510.1, SMTH1_47510.2
OG0000287	FGIG_07559	SMTH1_81350.2, SMTH1_81350.6, SMTH1_81350.3, SMTH1_81350.4, SMTH1_81350.5, SMTH1_81350.1
OG0000288	FGIG_08415	SMTH1_96360.1
OG0000289	FGIG_11097	SMTH1_18750.2, SMTH1_18750.3, SMTH1_18750.4, SMTH1_18750.6, SMTH1_18750.7, SMTH1_18750.8, SMTH1_18750.9, SMTH1_18750.10, SMTH1_18750.1, SMTH1_18750.5
OG0000290	FGIG_06528	SMTH1_30310.1
OG0000290	FGIG_00121	SMTH1_24730.2, SMTH1_24730.1
OG0000291	FGIG_00724, FGIG_00726	SMTH1_19940.1, SMTH1_19940.2, SMTH1_19940.7, SMTH1_19940.8, SMTH1_19940.3, SMTH1_19940.4, SMTH1_19940.5, SMTH1_19940.6, SMTH1_19940.9
OG0000292	FGIG_01340, FGIG_10382	SMTH1_38130.6, SMTH1_38130.8, SMTH1_38130.1, SMTH1_38130.2, SMTH1_38130.3, SMTH1_38130.7, SMTH1_38130.4, SMTH1_38130.5
OG0000293	FGIG_03259	SMTH1_31010.1
OG0000293	FGIG_10208, FGIG_04594	SMTH1_67390.1
OG0000293	FGIG_06127	SMTH1_53020.1
OG0000294	FGIG_03314	SMTH1_4420.1, SMTH1_4420.2
OG0000295	FGIG_04922	SMTH1_95960.1, SMTH1_95970.1, SMTH1_95980.1, SMTH1_95940.1, SMTH1_95950.1, SMTH1_95990.1, SMTH1_96010.1, SMTH1_96010.2
OG0000296	FGIG_05009	SMTH1_10470.1, SMTH1_10480.1
OG0000297	FGIG_05203	SMTH1_88380.1, SMTH1_88380.2, SMTH1_88380.3, SMTH1_88380.4
OG0000298	FGIG_10124	SMTH1_48290.1
OG0000298	FGIG_05892	SMTH1_49580.1, SMTH1_49580.2, SMTH1_49580.3
OG0000299	FGIG_06707	SMTH1_66860.1, SMTH1_66870.1
OG0000300	FGIG_06727	SMTH1_12620.1
OG0000301	FGIG_07052	SMTH1_86600.2, SMTH1_86600.4, SMTH1_86600.3, SMTH1_86600.1, SMTH1_86600.5, SMTH1_86600.6
OG0000302	FGIG_07305	SMTH1_65460.2, SMTH1_65460.1, SMTH1_65460.3, SMTH1_65460.5, SMTH1_65460.4, SMTH1_65460.6, SMTH1_65460.7
OG0000303	FGIG_11626, FGIG_07919	SMTH1_16450.1
OG0000304	FGIG_09605	SMTH1_14160.5, SMTH1_14160.1, SMTH1_14160.3, SMTH1_14160.6, SMTH1_14160.7, SMTH1_14160.2, SMTH1_14160.10, SMTH1_14160.8, SMTH1_14160.4, SMTH1_14160.9
OG0000305	FGIG_09613, FGIG_09611, FGIG_12612	SMTH1_57660.3, SMTH1_57660.2, SMTH1_57660.1, SMTH1_57660.4
OG0000306	FGIG_11983, FGIG_10527	SMTH1_8790.8, SMTH1_8790.9, SMTH1_8790.7, SMTH1_8790.4, SMTH1_8790.6, SMTH1_8790.1, SMTH1_8790.2, SMTH1_8790.3, SMTH1_8790.5
OG0000307	FGIG_12478	SMTH1_7590.1, SMTH1_7590.2, SMTH1_7590.4, SMTH1_7590.3, SMTH1_101160.3, SMTH1_101160.2, SMTH1_101160.1
OG0000311	FGIG_01279	SMTH1_20780.1, SMTH1_20770.1
OG0000312	FGIG_09661, FGIG_01495, FGIG_09662	SMTH1_36340.1, SMTH1_36340.4, SMTH1_36340.6, SMTH1_36340.7, SMTH1_36340.3, SMTH1_36340.5, SMTH1_36340.2
OG0000313	FGIG_03443	SMTH1_16510.8, SMTH1_16510.9, SMTH1_16510.1, SMTH1_16510.2, SMTH1_16510.3, SMTH1_16510.4, SMTH1_16510.5, SMTH1_16510.10, SMTH1_16510.6, SMTH1_16510.7
OG0000314	FGIG_03632	SMTH1_41640.3, SMTH1_41640.4, SMTH1_41640.8, SMTH1_41640.5, SMTH1_41640.2, SMTH1_41640.6, SMTH1_41640.1, SMTH1_41640.7
OG0000315	FGIG_03911	SMTH1_37060.1
OG0000315	FGIG_07353, FGIG_07352	SMTH1_72180.1
OG0000316	FGIG_04659, FGIG_09851	SMTH1_20150.1, SMTH1_20150.2, SMTH1_20150.5, SMTH1_20150.9, SMTH1_20150.3, SMTH1_20150.4, SMTH1_20150.6, SMTH1_20150.7, SMTH1_20150.8
OG0000317	FGIG_05137	SMTH1_1590.3, SMTH1_1590.4, SMTH1_1590.1, SMTH1_1590.2, SMTH1_1590.5
OG0000318	FGIG_05250	SMTH1_54910.1, SMTH1_54910.4, SMTH1_54910.6, SMTH1_54910.3, SMTH1_54910.5, SMTH1_54910.2
OG0000319	FGIG_06268, FGIG_06269	SMTH1_38170.1
OG0000320	FGIG_02124	SMTH1_22490.1
OG0000320	FGIG_00209	SMTH1_32830.1, SMTH1_32830.2
OG0000320	FGIG_08913	SMTH1_61810.1
OG0000321	FGIG_00856, FGIG_00857	SMTH1_41480.4, SMTH1_41480.2, SMTH1_41480.1, SMTH1_41480.3
OG0000322	FGIG_01204	SMTH1_30840.1, SMTH1_30840.3, SMTH1_30840.4, SMTH1_30840.5, SMTH1_30840.6, SMTH1_30840.7, SMTH1_30840.2
OG0000323	FGIG_02690	SMTH1_1990.1, SMTH1_1990.2
OG0000324	FGIG_04179	SMTH1_55300.1, SMTH1_55310.1
OG0000325	FGIG_04546	SMTH1_89560.3, SMTH1_89560.4, SMTH1_89560.2, SMTH1_89560.1, SMTH1_89560.5, SMTH1_89560.6, SMTH1_89560.7
OG0000326	FGIG_04814	SMTH1_66040.1, SMTH1_66040.4, SMTH1_66040.2, SMTH1_66040.3, SMTH1_66040.5
OG0000327	FGIG_06438, FGIG_08722, FGIG_11975, FGIG_09141	SMTH1_78160.1, SMTH1_78170.1
OG0000328	FGIG_09711	SMTH1_31580.2, SMTH1_31580.3, SMTH1_31580.5, SMTH1_31580.6, SMTH1_31580.1, SMTH1_31580.4
OG0000329	FGIG_11990	SMTH1_16110.1, SMTH1_16100.1
OG0000332	FGIG_00632	SMTH1_73490.1, SMTH1_73490.2
OG0000333	FGIG_01538	SMTH1_7130.7, SMTH1_7130.8, SMTH1_7130.3, SMTH1_7130.6, SMTH1_7130.1, SMTH1_7130.4, SMTH1_7130.5, SMTH1_7130.2
OG0000334	FGIG_02321	SMTH1_82920.7, SMTH1_82920.5, SMTH1_82920.6, SMTH1_82920.8, SMTH1_82920.4, SMTH1_82920.2, SMTH1_82920.1, SMTH1_82920.3, SMTH1_82910.2, SMTH1_82910.1
OG0000335	FGIG_02931	SMTH1_2830.1
OG0000336	FGIG_05611	SMTH1_5090.1, SMTH1_5100.1
OG0000336	FGIG_03447	SMTH1_19830.2, SMTH1_19830.4, SMTH1_19830.1, SMTH1_19830.3
OG0000337	FGIG_05353	SMTH1_59710.1
OG0000337	FGIG_07022	SMTH1_39720.1
OG0000341	FGIG_04690, FGIG_09203, FGIG_06869	SMTH1_107240.2, SMTH1_61890.2, SMTH1_61890.4, SMTH1_30430.1
OG0000342	FGIG_05549	SMTH1_20830.1
OG0000342	FGIG_00226	SMTH1_21160.1
OG0000343	FGIG_01634, FGIG_01635	SMTH1_36240.1, SMTH1_36260.2, SMTH1_36260.4, SMTH1_36260.6, SMTH1_36260.9, SMTH1_36260.3, SMTH1_36260.7, SMTH1_36260.8, SMTH1_36260.5
OG0000344	FGIG_01866	SMTH1_6920.5, SMTH1_6920.6, SMTH1_6920.7, SMTH1_6920.1, SMTH1_6920.2, SMTH1_6920.3, SMTH1_6920.4
OG0000345	FGIG_01894	SMTH1_62600.2, SMTH1_62600.5, SMTH1_62600.1, SMTH1_62600.6, SMTH1_62600.4, SMTH1_62600.3
OG0000346	FGIG_01903	SMTH1_31360.1
OG0000346	FGIG_09179	SMTH1_103110.1, SMTH1_103100.1
OG0000347	FGIG_02160, FGIG_12660	SMTH1_33790.8, SMTH1_33790.5, SMTH1_33790.6, SMTH1_33790.2, SMTH1_33790.4, SMTH1_33790.7, SMTH1_33790.1, SMTH1_33790.3
OG0000348	FGIG_03483	SMTH1_6500.7, SMTH1_6500.1, SMTH1_6500.2, SMTH1_6500.3, SMTH1_6500.4, SMTH1_6500.5, SMTH1_6500.6
OG0000349	FGIG_04573, FGIG_04572, FGIG_06122	SMTH1_1010.9, SMTH1_1010.10, SMTH1_1010.2, SMTH1_1010.4, SMTH1_1010.7, SMTH1_1010.8, SMTH1_1010.6, SMTH1_1010.1, SMTH1_1010.3, SMTH1_1010.5
OG0000350	FGIG_04749	SMTH1_42850.4, SMTH1_42850.1, SMTH1_42850.3, SMTH1_42850.2
OG0000351	FGIG_05010	SMTH1_10450.1
OG0000352	FGIG_05384, FGIG_11348, FGIG_05385	SMTH1_38940.1
OG0000353	FGIG_06289	SMTH1_78670.1
OG0000354	FGIG_10148, FGIG_09059	SMTH1_3510.1, SMTH1_3510.2
OG0000355	FGIG_10341, FGIG_12112, FGIG_12113	SMTH1_8920.1, SMTH1_8900.1, SMTH1_8910.1
OG0000356	FGIG_10789, FGIG_10788, FGIG_10790	SMTH1_7740.1
OG0000357	FGIG_12459	SMTH1_47600.10, SMTH1_47600.7, SMTH1_47600.6, SMTH1_47600.8, SMTH1_47600.9, SMTH1_47600.2, SMTH1_47600.3, SMTH1_47600.4, SMTH1_47600.5, SMTH1_47600.1
OG0000359	FGIG_00275	SMTH1_17650.3, SMTH1_17650.1, SMTH1_17650.2, SMTH1_17650.5, SMTH1_17650.4, SMTH1_17650.6
OG0000360	FGIG_01496	SMTH1_21770.1, SMTH1_21770.2, SMTH1_21770.3, SMTH1_21770.4
OG0000361	FGIG_02685, FGIG_02684	SMTH1_54790.1, SMTH1_54790.2
OG0000362	FGIG_02801	SMTH1_69310.1, SMTH1_69310.2, SMTH1_69310.3
OG0000363	FGIG_03340, FGIG_03341, FGIG_03338	SMTH1_47960.1, SMTH1_47970.1
OG0000364	FGIG_03707	SMTH1_28870.1
OG0000365	FGIG_12204, FGIG_04576	SMTH1_65030.1, SMTH1_65020.1, SMTH1_65040.1
OG0000366	FGIG_06034, FGIG_09373, FGIG_12323	SMTH1_55270.1, SMTH1_55270.2, SMTH1_55270.3
OG0000367	FGIG_07381	SMTH1_35390.4, SMTH1_35390.8, SMTH1_35390.6, SMTH1_35390.2, SMTH1_35390.7, SMTH1_35390.1, SMTH1_35390.5, SMTH1_35390.3
OG0000368	FGIG_07710, FGIG_12057	SMTH1_21080.1
OG0000369	FGIG_08435	SMTH1_4230.1, SMTH1_4230.2, SMTH1_4230.3, SMTH1_4230.4, SMTH1_4230.5, SMTH1_4230.7, SMTH1_4230.6
OG0000370	FGIG_08520	SMTH1_44190.1
OG0000371	FGIG_08814	SMTH1_42730.1
OG0000372	FGIG_08961	SMTH1_11090.1, SMTH1_11070.1
OG0000373	FGIG_12324, FGIG_09323	SMTH1_14340.7, SMTH1_14340.6, SMTH1_14340.8, SMTH1_14340.2, SMTH1_14340.4, SMTH1_14340.1, SMTH1_14340.5, SMTH1_14340.3
OG0000374	FGIG_09768	SMTH1_46330.3, SMTH1_46330.4, SMTH1_46330.1, SMTH1_46330.2
OG0000375	FGIG_10082	SMTH1_5170.1
OG0000376	FGIG_10153, FGIG_11766, FGIG_11765	SMTH1_67410.1
OG0000377	FGIG_10617	SMTH1_57780.1, SMTH1_57780.2, SMTH1_57780.4, SMTH1_57780.5, SMTH1_57780.3
OG0000378	FGIG_11867	SMTH1_27170.1
OG0000380	FGIG_01104, FGIG_10893, FGIG_11041	SMTH1_23960.1, SMTH1_23950.1
OG0000380	FGIG_00695	SMTH1_23930.1, SMTH1_23940.1
OG0000381	FGIG_01453	SMTH1_59220.1
OG0000381	FGIG_01451, FGIG_01452	SMTH1_59230.1
OG0000382	FGIG_01588, FGIG_06764	SMTH1_99450.1, SMTH1_99460.1, SMTH1_99560.1
OG0000383	FGIG_01645, FGIG_01646	SMTH1_42210.1
OG0000384	FGIG_01701	SMTH1_35510.1, SMTH1_35510.2, SMTH1_35510.5, SMTH1_35510.6, SMTH1_35510.7, SMTH1_35510.3, SMTH1_35510.4
OG0000385	FGIG_01970	SMTH1_69240.1, SMTH1_69230.1
OG0000386	FGIG_07934, FGIG_07933, FGIG_05021, FGIG_05980	SMTH1_23310.1, SMTH1_23310.2, SMTH1_23310.3, SMTH1_23320.1
OG0000387	FGIG_05744, FGIG_12613	SMTH1_3410.4, SMTH1_3410.2, SMTH1_3410.10, SMTH1_3410.9, SMTH1_3410.1, SMTH1_3410.6, SMTH1_3410.8, SMTH1_3410.3, SMTH1_3410.7, SMTH1_3410.5
OG0000388	FGIG_06147	SMTH1_100000.11, SMTH1_100000.6, SMTH1_100000.7, SMTH1_100000.8, SMTH1_100000.4, SMTH1_100000.5, SMTH1_100000.9, SMTH1_100000.1, SMTH1_100000.2, SMTH1_100000.3, SMTH1_100000.10
OG0000389	FGIG_06300	SMTH1_81830.1, SMTH1_81830.2
OG0000390	FGIG_06318	SMTH1_92330.1, SMTH1_92330.2
OG0000391	FGIG_06566, FGIG_07343	SMTH1_15480.1, SMTH1_15480.2, SMTH1_15480.3
OG0000392	FGIG_06786	SMTH1_68620.1
OG0000393	FGIG_06864	SMTH1_50810.1
OG0000394	FGIG_12663, FGIG_07717	SMTH1_67930.1
OG0000395	FGIG_07807	SMTH1_88460.1, SMTH1_88450.1
OG0000396	FGIG_07980	SMTH1_5130.2, SMTH1_5130.4, SMTH1_5130.1, SMTH1_5130.6, SMTH1_5130.3, SMTH1_5130.5
OG0000397	FGIG_07986	SMTH1_88170.1, SMTH1_88170.11, SMTH1_88170.13, SMTH1_88170.14, SMTH1_88170.15, SMTH1_88170.16, SMTH1_88170.2, SMTH1_88170.3, SMTH1_88170.4, SMTH1_88170.5, SMTH1_88170.6, SMTH1_88170.7, SMTH1_88170.8, SMTH1_88170.9, SMTH1_88170.10, SMTH1_88170.12
OG0000398	FGIG_08346, FGIG_08154	SMTH1_21850.1, SMTH1_24970.1, SMTH1_24900.1
OG0000399	FGIG_08267	SMTH1_31160.1, SMTH1_31160.3, SMTH1_31160.2, SMTH1_31150.1
OG0000400	FGIG_12136, FGIG_08348, FGIG_09690, FGIG_09691	SMTH1_50760.1, SMTH1_50760.2, SMTH1_49700.1
OG0000401	FGIG_10170, FGIG_10171	SMTH1_105120.1, SMTH1_105110.1
OG0000402	FGIG_12370, FGIG_11519, FGIG_12593	SMTH1_12630.2, SMTH1_12630.3, SMTH1_12630.1, SMTH1_12630.4, SMTH1_12630.5
OG0000403	FGIG_11602	SMTH1_3790.5, SMTH1_3790.1, SMTH1_3790.6, SMTH1_3790.2, SMTH1_3790.3, SMTH1_3790.4
OG0000405	FGIG_00540, FGIG_04407, FGIG_00542, FGIG_00541	SMTH1_41740.1, SMTH1_41730.1
OG0000406	FGIG_00915	SMTH1_42780.1
OG0000407	FGIG_01328	SMTH1_69330.2, SMTH1_69330.3, SMTH1_69330.6, SMTH1_69330.4, SMTH1_69330.1, SMTH1_69330.5
OG0000408	FGIG_01770	SMTH1_29370.1
OG0000409	FGIG_01990	SMTH1_97800.1, SMTH1_97810.1
OG0000410	FGIG_06197	SMTH1_76710.1, SMTH1_76700.1
OG0000411	FGIG_03726	SMTH1_30070.1
OG0000412	FGIG_04797	SMTH1_80300.1
OG0000413	FGIG_05095	SMTH1_67760.1, SMTH1_67760.10, SMTH1_67760.2, SMTH1_67760.4, SMTH1_67760.7, SMTH1_67760.8, SMTH1_67760.9, SMTH1_67760.3, SMTH1_67760.5, SMTH1_67760.6
OG0000414	FGIG_05869	SMTH1_12080.1, SMTH1_12080.2
OG0000415	FGIG_06429	SMTH1_34180.1, SMTH1_34170.1
OG0000416	FGIG_10985, FGIG_07789, FGIG_12457	SMTH1_97050.1, SMTH1_101360.1
OG0000416	FGIG_07250	SMTH1_97040.1
OG0000417	FGIG_07860	SMTH1_58150.1
OG0000418	FGIG_07977, FGIG_11738, FGIG_12450	SMTH1_104750.3, SMTH1_104750.4, SMTH1_104750.1, SMTH1_104750.2
OG0000419	FGIG_09307	SMTH1_6970.1
OG0000420	FGIG_09853	SMTH1_50910.3, SMTH1_50910.4, SMTH1_50910.2, SMTH1_50910.5, SMTH1_50910.7, SMTH1_50910.1, SMTH1_50910.6
OG0000421	FGIG_09942	SMTH1_74720.1, SMTH1_74710.1
OG0000422	FGIG_10041	SMTH1_55980.5, SMTH1_55980.4, SMTH1_55980.2, SMTH1_55980.1, SMTH1_55980.6, SMTH1_55980.3, SMTH1_55980.7
OG0000425	FGIG_00596	SMTH1_32700.1, SMTH1_32700.2, SMTH1_32700.3
OG0000426	FGIG_00984	SMTH1_60610.2, SMTH1_60610.1, SMTH1_60590.1
OG0000427	FGIG_01900, FGIG_06350	SMTH1_59330.1, SMTH1_59330.2, SMTH1_59340.1
OG0000428	FGIG_02141, FGIG_04993, FGIG_02140	SMTH1_46920.1, SMTH1_46920.2, SMTH1_46920.3
OG0000429	FGIG_05114	SMTH1_103190.1
OG0000429	FGIG_08773	SMTH1_50270.1, SMTH1_50260.1
OG0000430	FGIG_02540, FGIG_02734	SMTH1_35890.9, SMTH1_35890.2, SMTH1_35890.3, SMTH1_35890.4, SMTH1_35890.5, SMTH1_35890.6, SMTH1_35890.7, SMTH1_35890.1, SMTH1_35890.8
OG0000431	FGIG_02682	SMTH1_54770.1, SMTH1_54770.2, SMTH1_54770.3
OG0000432	FGIG_02953	SMTH1_104350.1
OG0000433	FGIG_03051	SMTH1_44860.1
