Orthogroup	fasciola_gigantica	schmidtea_mediterranea
OG0000258	FGIG_05122	h1SMcT0009889.1, h1SMcT0009889.3, h1SMcT0009889.2, h1SMcT0002316.1, h1SMcT0002317.2, h1SMcT0002318.1, h1SMcT0002318.2
OG0000260	FGIG_05885	h1SMcT0010473.2, h1SMcT0010473.4, h1SMcT0010473.3, h1SMcT0010473.5, h1SMcT0010473.1
OG0000263	FGIG_09258	h1SMcT0006997.1, h1SMcT0010756.5, h1SMcT0010756.3, h1SMcT0010756.2, h1SMcT0010756.4, h1SMcT0010756.1
OG0000264	FGIG_11442	h1SMcT0006536.1
OG0000264	FGIG_10736	h1SMcT0021907.1, h1SMcT0021907.2
OG0000267	FGIG_00498, FGIG_00260	h1SMcT0002462.1, h1SMcT0002462.2, h1SMcT0006864.2, h1SMcT0006864.3, h1SMcT0006864.4, h1SMcT0019460.1, h1SMcT0019460.2, h1SMcT0019460.4, h1SMcT0019460.3, h1SMcT0019460.5, h1SMcT0019460.6
OG0000268	FGIG_06620	h1SMcT0021765.1
OG0000268	FGIG_10234	h1SMcT0002710.1, h1SMcT0002710.2, h1SMcT0003360.1, h1SMcT0005169.3, h1SMcT0005169.5, h1SMcT0005169.1, h1SMcT0005169.2, h1SMcT0005169.4
OG0000268	FGIG_00942	h1SMcT0002709.1, h1SMcT0002709.2, h1SMcT0012376.1, h1SMcT0021791.1, h1SMcT0008647.1
OG0000269	FGIG_02813	h1SMcT0002989.1, h1SMcT0011658.1
OG0000270	FGIG_03740, FGIG_02883	h1SMcT0001015.1
OG0000271	FGIG_04146, FGIG_09915, FGIG_04147	h1SMcT0018377.1, h1SMcT0018377.2
OG0000272	FGIG_07493	h1SMcT0006461.1, h1SMcT0002538.4, h1SMcT0002538.3, h1SMcT0002538.2, h1SMcT0002538.1
OG0000273	FGIG_07763	h1SMcT0016394.1
OG0000274	FGIG_07950	h1SMcT0003389.1, h1SMcT0003389.2
OG0000274	FGIG_10372	h1SMcT0011962.1, h1SMcT0011962.3, h1SMcT0011962.2, h1SMcT0011962.4
OG0000275	FGIG_08245	h1SMcT0015560.1, h1SMcT0015560.2
OG0000276	FGIG_08474	h1SMcT0018597.1, h1SMcT0018597.2
OG0000277	FGIG_08916	h1SMcT0001813.1, h1SMcT0001813.5, h1SMcT0001813.4, h1SMcT0001813.3, h1SMcT0001813.2, h1SMcT0001813.6
OG0000281	FGIG_00516	h1SMcT0002047.1
OG0000281	FGIG_04239, FGIG_10083	h1SMcT0012470.1, h1SMcT0012470.2, h1SMcT0010040.1
OG0000283	FGIG_01798	h1SMcT0009472.1, h1SMcT0009472.2
OG0000285	FGIG_03702, FGIG_03701	h1SMcT0000508.1, h1SMcT0000508.2, h1SMcT0022996.1
OG0000286	FGIG_08247, FGIG_09211, FGIG_06296	h1SMcT0000559.1, h1SMcT0000559.2
OG0000287	FGIG_07559	h1SMcT0016844.1
OG0000288	FGIG_08415	h1SMcT0014480.1, h1SMcT0014480.2, h1SMcT0014480.3, h1SMcT0014480.4, h1SMcT0014480.5, h1SMcT0014480.6, h1SMcT0014480.7
OG0000289	FGIG_11097	h1SMcT0004610.1, h1SMcT0004610.2, h1SMcT0004610.3
OG0000290	FGIG_06528, FGIG_00121	h1SMcT0003889.1
OG0000291	FGIG_00724, FGIG_00726	h1SMcT0012050.3, h1SMcT0012050.1, h1SMcT0012050.2
OG0000292	FGIG_01340, FGIG_10382	h1SMcT0018657.1
OG0000293	FGIG_03259	h1SMcT0000623.1
OG0000293	FGIG_10208, FGIG_04594, FGIG_06127	h1SMcT0002891.2, h1SMcT0002537.1, h1SMcT0002537.2, h1SMcT0005583.1, h1SMcT0021223.1, h1SMcT0011997.2
OG0000294	FGIG_03314	h1SMcT0010914.1, h1SMcT0017108.1, h1SMcT0017108.2
OG0000295	FGIG_04922	h1SMcT0022505.1, h1SMcT0022504.1, h1SMcT0022504.2
OG0000296	FGIG_05009, FGIG_07123, FGIG_07878, FGIG_07122	h1SMcT0018651.1, h1SMcT0006446.1
OG0000297	FGIG_05203	h1SMcT0018885.1
OG0000298	FGIG_10124	h1SMcT0001124.1
OG0000298	FGIG_05892	h1SMcT0015895.1, h1SMcT0015896.1, h1SMcT0015893.2, h1SMcT0003944.1, h1SMcT0008538.1, h1SMcT0008538.2, h1SMcT0010671.4, h1SMcT0010671.3, h1SMcT0010671.1, h1SMcT0010671.2, h1SMcT0014141.1, h1SMcT0000852.2, h1SMcT0000852.1, h1SMcT0000852.4, h1SMcT0000852.3
OG0000299	FGIG_06707	h1SMcT0004949.1
OG0000300	FGIG_06727	h1SMcT0019486.1
OG0000302	FGIG_07305	h1SMcT0018643.1, h1SMcT0000067.1, h1SMcT0000067.4, h1SMcT0000067.2, h1SMcT0000067.3
OG0000303	FGIG_11626, FGIG_07919	h1SMcT0014221.1
OG0000304	FGIG_09605	h1SMcT0004280.3, h1SMcT0004280.1, h1SMcT0004280.2
OG0000305	FGIG_09613, FGIG_09611, FGIG_12612	h1SMcT0016514.3, h1SMcT0016512.1, h1SMcT0016514.1, h1SMcT0016514.2
OG0000306	FGIG_11983, FGIG_10527	h1SMcT0008311.1
OG0000307	FGIG_12478	h1SMcT0019667.1, h1SMcT0019667.2, h1SMcT0010518.2, h1SMcT0010518.1, h1SMcT0010518.3, h1SMcT0010518.4, h1SMcT0012637.1, h1SMcT0012637.3, h1SMcT0012637.2, h1SMcT0006863.1, h1SMcT0012636.1, h1SMcT0012635.1, h1SMcT0011859.1, h1SMcT0011859.2, h1SMcT0011859.3
OG0000313	FGIG_03443	h1SMcT0002808.1
OG0000315	FGIG_03911	h1SMcT0020481.1, h1SMcT0020481.3, h1SMcT0020481.2
OG0000315	FGIG_07353, FGIG_07352	h1SMcT0018061.3, h1SMcT0018061.1, h1SMcT0018061.2, h1SMcT0018061.4, h1SMcT0005277.4, h1SMcT0005277.3, h1SMcT0005277.1, h1SMcT0005277.7, h1SMcT0005277.2, h1SMcT0005277.5, h1SMcT0005277.6
OG0000316	FGIG_04659, FGIG_09851	h1SMcT0009861.1
OG0000317	FGIG_05137	h1SMcT0016761.1
OG0000318	FGIG_05250	h1SMcT0019821.1
OG0000320	FGIG_02124	h1SMcT0000432.1
OG0000320	FGIG_00209	h1SMcT0013413.1
OG0000320	FGIG_08913	h1SMcT0003799.1, h1SMcT0001481.1, h1SMcT0001482.1, h1SMcT0009859.1, h1SMcT0011979.1, h1SMcT0006554.1, h1SMcT0019013.1, h1SMcT0019013.2
OG0000321	FGIG_00856, FGIG_00857	h1SMcT0004173.2, h1SMcT0004173.1, h1SMcT0004173.3
OG0000322	FGIG_01204	h1SMcT0021255.1, h1SMcT0021255.2
OG0000323	FGIG_02690	h1SMcT0014354.1
OG0000324	FGIG_04179	h1SMcT0017121.1
OG0000325	FGIG_04546	h1SMcT0000858.1, h1SMcT0000858.2
OG0000326	FGIG_04814	h1SMcT0001183.1, h1SMcT0001183.2
OG0000327	FGIG_06438, FGIG_08722, FGIG_11975, FGIG_09141	h1SMcT0002212.1, h1SMcT0002213.1, h1SMcT0002213.2
OG0000328	FGIG_09711	h1SMcT0000504.1, h1SMcT0000504.2, h1SMcT0000504.3
OG0000329	FGIG_11990	h1SMcT0022515.1, h1SMcT0022515.2, h1SMcT0011832.1, h1SMcT0011832.2, h1SMcT0017211.1
OG0000332	FGIG_00632	h1SMcT0001683.3, h1SMcT0001683.2, h1SMcT0001683.1, h1SMcT0017927.1, h1SMcT0021747.1
OG0000333	FGIG_01538	h1SMcT0015881.1, h1SMcT0015881.2
OG0000334	FGIG_02321	h1SMcT0001029.1
OG0000335	FGIG_02931	h1SMcT0018968.1
OG0000336	FGIG_05611, FGIG_03447	h1SMcT0022462.2, h1SMcT0022462.1, h1SMcT0022462.3, h1SMcT0023085.2, h1SMcT0023084.1, h1SMcT0023084.2, h1SMcT0023084.3
OG0000337	FGIG_05353	h1SMcT0006556.1
OG0000337	FGIG_07022	h1SMcT0020284.2, h1SMcT0020284.1, h1SMcT0020284.3
OG0000341	FGIG_04690, FGIG_09203, FGIG_06869, FGIG_01721, FGIG_05086, FGIG_03151, FGIG_03152, FGIG_00248, FGIG_06153, FGIG_04226, FGIG_06180, FGIG_09700, FGIG_12642, FGIG_00506, FGIG_00036, FGIG_06152, FGIG_03322, FGIG_03118, FGIG_11886, FGIG_00035, FGIG_05505, FGIG_05506, FGIG_05087, FGIG_05507	h1SMcT0007161.1, h1SMcT0016492.1, h1SMcT0000328.1, h1SMcT0022947.1, h1SMcT0022949.1, h1SMcT0022917.1, h1SMcT0022953.1
OG0000342	FGIG_05549	h1SMcT0000150.1, h1SMcT0013894.1
OG0000342	FGIG_00226	h1SMcT0005672.1, h1SMcT0006970.1
OG0000343	FGIG_01634, FGIG_01635	h1SMcT0003519.3, h1SMcT0003519.1, h1SMcT0003519.2
OG0000344	FGIG_01866	h1SMcT0004826.1, h1SMcT0004828.1, h1SMcT0004827.1, h1SMcT0004827.2, h1SMcT0004827.3, h1SMcT0004827.4
OG0000345	FGIG_12581	h1SMcT0014689.2
OG0000345	FGIG_01894	h1SMcT0020725.1, h1SMcT0012045.1, h1SMcT0012045.12, h1SMcT0012045.11, h1SMcT0012045.6, h1SMcT0012045.9, h1SMcT0012045.16, h1SMcT0012045.10, h1SMcT0012045.15, h1SMcT0012045.13, h1SMcT0012045.3, h1SMcT0012045.5, h1SMcT0012045.2, h1SMcT0012045.8, h1SMcT0012045.14, h1SMcT0012045.4, h1SMcT0012045.7
OG0000346	FGIG_01903	h1SMcT0009967.1
OG0000346	FGIG_09179	h1SMcT0021873.1, h1SMcT0011213.1, h1SMcT0011213.2, h1SMcT0011213.3, h1SMcT0011214.1, h1SMcT0015737.3, h1SMcT0015737.1, h1SMcT0015737.2, h1SMcT0015741.4, h1SMcT0015741.5, h1SMcT0015741.6, h1SMcT0015741.2, h1SMcT0015741.7, h1SMcT0015741.3, h1SMcT0015741.1
OG0000347	FGIG_02160, FGIG_12660	h1SMcT0006099.1
OG0000349	FGIG_04573, FGIG_04572, FGIG_06122	h1SMcT0010516.1, h1SMcT0010516.2
OG0000350	FGIG_04749	h1SMcT0011109.1, h1SMcT0011109.2
OG0000351	FGIG_05010	h1SMcT0006088.1, h1SMcT0006088.2, h1SMcT0006088.3, h1SMcT0006088.4
OG0000352	FGIG_05384, FGIG_11348, FGIG_05385	h1SMcT0005069.2, h1SMcT0005069.3, h1SMcT0005069.1, h1SMcT0005069.4, h1SMcT0005069.5, h1SMcT0005069.6, h1SMcT0013145.1, h1SMcT0013145.3, h1SMcT0013145.2
OG0000353	FGIG_06289	h1SMcT0013795.1
OG0000354	FGIG_10148, FGIG_09059	h1SMcT0021622.2, h1SMcT0021622.1, h1SMcT0021622.3
OG0000355	FGIG_10341, FGIG_12112, FGIG_12113	h1SMcT0009801.1, h1SMcT0011241.1, h1SMcT0011241.2
OG0000357	FGIG_12459	h1SMcT0008114.1
OG0000360	FGIG_01496	h1SMcT0011168.1, h1SMcT0011168.2, h1SMcT0011168.3
OG0000361	FGIG_02685, FGIG_02684	h1SMcT0003937.1, h1SMcT0003937.2
OG0000362	FGIG_02801	h1SMcT0006901.1
OG0000365	FGIG_12204, FGIG_04576	h1SMcT0008169.2, h1SMcT0008169.8, h1SMcT0008169.3, h1SMcT0008169.6, h1SMcT0008169.1, h1SMcT0008169.4, h1SMcT0008169.7, h1SMcT0008169.5
OG0000366	FGIG_06034, FGIG_09373, FGIG_12323	h1SMcT0003450.1, h1SMcT0003450.2
OG0000369	FGIG_08435	h1SMcT0006976.1
OG0000370	FGIG_08520	h1SMcT0011968.1
OG0000371	FGIG_08814	h1SMcT0000193.6, h1SMcT0000193.7, h1SMcT0000193.5, h1SMcT0000193.2, h1SMcT0000193.4, h1SMcT0000195.3, h1SMcT0000195.1, h1SMcT0000195.2
OG0000372	FGIG_08961	h1SMcT0007109.1
OG0000373	FGIG_12324, FGIG_09323	h1SMcT0018072.1, h1SMcT0018072.2
OG0000374	FGIG_09768	h1SMcT0003967.1, h1SMcT0003967.2, h1SMcT0003967.3
OG0000375	FGIG_10082	h1SMcT0006309.1, h1SMcT0006309.2
OG0000376	FGIG_10153, FGIG_11766, FGIG_11765	h1SMcT0010584.1
OG0000377	FGIG_10617	h1SMcT0015376.1, h1SMcT0015374.1, h1SMcT0015374.2
OG0000378	FGIG_11867	h1SMcT0015273.2, h1SMcT0015273.1, h1SMcT0015273.3, h1SMcT0010411.6, h1SMcT0010411.1, h1SMcT0010411.4, h1SMcT0010411.5, h1SMcT0010411.8, h1SMcT0010411.7, h1SMcT0010411.3, h1SMcT0010411.2
OG0000380	FGIG_10359, FGIG_01104, FGIG_10893, FGIG_11041, FGIG_00695	h1SMcT0014995.1, h1SMcT0014888.1, h1SMcT0014887.1, h1SMcT0014890.1, h1SMcT0014889.1
OG0000381	FGIG_01453, FGIG_01451, FGIG_01452	h1SMcT0021933.1, h1SMcT0021931.1, h1SMcT0021932.1
OG0000382	FGIG_02246	h1SMcT0020786.1
OG0000384	FGIG_01701	h1SMcT0002250.1, h1SMcT0002250.2
OG0000385	FGIG_11275, FGIG_08742, FGIG_09909, FGIG_01970, FGIG_08723, FGIG_08724, FGIG_09649, FGIG_08987	h1SMcT0015147.1, h1SMcT0010047.1, h1SMcT0010663.1, h1SMcT0010663.2
OG0000386	FGIG_07934, FGIG_07933, FGIG_05021, FGIG_05980	h1SMcT0018292.1
OG0000387	FGIG_05744, FGIG_12613	h1SMcT0018543.1
OG0000388	FGIG_06147	h1SMcT0015109.8, h1SMcT0015109.10, h1SMcT0015109.3, h1SMcT0015109.14, h1SMcT0015109.5, h1SMcT0015109.12, h1SMcT0015109.2, h1SMcT0015109.7, h1SMcT0015109.4, h1SMcT0015109.6, h1SMcT0015109.9, h1SMcT0015109.1, h1SMcT0015109.13, h1SMcT0015109.11
OG0000389	FGIG_06300	h1SMcT0010313.1
OG0000390	FGIG_06318	h1SMcT0018017.1, h1SMcT0018017.2
OG0000391	FGIG_06566, FGIG_07343	h1SMcT0007228.1, h1SMcT0007227.1, h1SMcT0007227.2, h1SMcT0007227.3
OG0000392	FGIG_06786	h1SMcT0006365.2, h1SMcT0006365.3, h1SMcT0006365.4, h1SMcT0006365.1, h1SMcT0006365.5
OG0000394	FGIG_12663, FGIG_07717	h1SMcT0009687.1
OG0000395	FGIG_07807	h1SMcT0012016.3, h1SMcT0012016.1, h1SMcT0012016.2, h1SMcT0012016.4, h1SMcT0012016.5
OG0000396	FGIG_07980	h1SMcT0022283.1, h1SMcT0022283.3, h1SMcT0022283.2
OG0000397	FGIG_07986	h1SMcT0011673.4, h1SMcT0011673.1, h1SMcT0011673.3, h1SMcT0011673.2
OG0000398	FGIG_08346, FGIG_08154	h1SMcT0001252.2, h1SMcT0022500.1
OG0000401	FGIG_10170, FGIG_10171	h1SMcT0015607.5, h1SMcT0015607.2, h1SMcT0015607.6, h1SMcT0015607.4, h1SMcT0015607.1, h1SMcT0015607.3
OG0000405	FGIG_00540, FGIG_04407, FGIG_00542, FGIG_00541	h1SMcT0005943.1, h1SMcT0005943.2, h1SMcT0001859.3, h1SMcT0001859.1, h1SMcT0001859.2
OG0000406	FGIG_00915	h1SMcT0021067.2, h1SMcT0021067.4, h1SMcT0021067.7, h1SMcT0021067.1, h1SMcT0021067.3, h1SMcT0021067.8, h1SMcT0021067.6, h1SMcT0021067.5, h1SMcT0021067.9
OG0000407	FGIG_01328	h1SMcT0011438.1
OG0000409	FGIG_01990	h1SMcT0020712.1, h1SMcT0020712.2, h1SMcT0020712.3
OG0000410	FGIG_03157	h1SMcT0002254.1, h1SMcT0011454.2
OG0000410	FGIG_06197	h1SMcT0010422.1, h1SMcT0010422.2, h1SMcT0010422.3
OG0000412	FGIG_04797	h1SMcT0008657.1
OG0000413	FGIG_05095	h1SMcT0013610.1, h1SMcT0009509.1, h1SMcT0009509.2
OG0000414	FGIG_05869	h1SMcT0005664.1, h1SMcT0011493.1, h1SMcT0011499.1, h1SMcT0011500.1, h1SMcT0011500.2, h1SMcT0011496.1, h1SMcT0011497.1, h1SMcT0011497.2, h1SMcT0011488.1, h1SMcT0011488.2, h1SMcT0011498.1, h1SMcT0011490.1, h1SMcT0011492.1, h1SMcT0011501.1
OG0000415	FGIG_06429	h1SMcT0002424.1, h1SMcT0002424.2
OG0000416	FGIG_10985, FGIG_07789, FGIG_12457, FGIG_07250	h1SMcT0020907.1, h1SMcT0011096.1, h1SMcT0013958.1
OG0000417	FGIG_07860	h1SMcT0021885.1
OG0000419	FGIG_09307	h1SMcT0006795.1, h1SMcT0008962.1
OG0000420	FGIG_09853	h1SMcT0008831.1, h1SMcT0014083.1, h1SMcT0017216.1
OG0000421	FGIG_09942	h1SMcT0018870.1, h1SMcT0018874.1, h1SMcT0018874.2
OG0000422	FGIG_10041	h1SMcT0001452.1, h1SMcT0001452.2, h1SMcT0001452.3, h1SMcT0001452.4
OG0000425	FGIG_00596	h1SMcT0001635.1, h1SMcT0001635.2, h1SMcT0001635.3
OG0000426	FGIG_00984	h1SMcT0007345.1
OG0000427	FGIG_01900, FGIG_06350	h1SMcT0018199.1, h1SMcT0018199.2
OG0000429	FGIG_05114	h1SMcT0006726.4, h1SMcT0006726.1, h1SMcT0006726.2, h1SMcT0006726.3, h1SMcT0018296.1, h1SMcT0018296.2, h1SMcT0006783.1, h1SMcT0006783.3, h1SMcT0006783.2
OG0000429	FGIG_08773	h1SMcT0007446.1, h1SMcT0007446.2, h1SMcT0007446.3, h1SMcT0007446.4, h1SMcT0013828.1, h1SMcT0013828.2, h1SMcT0004246.1, h1SMcT0004246.2
OG0000429	FGIG_02498	h1SMcT0004284.1, h1SMcT0004284.2, h1SMcT0004284.3, h1SMcT0004284.4, h1SMcT0013205.1, h1SMcT0013205.2, h1SMcT0001694.1
OG0000430	FGIG_02540, FGIG_02734	h1SMcT0004654.1, h1SMcT0004654.2
OG0000431	FGIG_02682	h1SMcT0013565.1, h1SMcT0013565.2
OG0000435	FGIG_03380, FGIG_03381	h1SMcT0001783.2, h1SMcT0001783.1, h1SMcT0001783.3
OG0000436	FGIG_04181	h1SMcT0014116.1
OG0000437	FGIG_04672	h1SMcT0005620.1, h1SMcT0005620.2
OG0000438	FGIG_04722	h1SMcT0011030.2, h1SMcT0011030.1, h1SMcT0011030.3, h1SMcT0011030.4
OG0000439	FGIG_05052	h1SMcT0015617.1, h1SMcT0022787.2, h1SMcT0015617.2, h1SMcT0015617.3, h1SMcT0022787.1
OG0000441	FGIG_06666	h1SMcT0008949.1
OG0000441	FGIG_10681, FGIG_09295	h1SMcT0010643.1, h1SMcT0022777.3, h1SMcT0022777.1, h1SMcT0022777.2
OG0000442	FGIG_06753	h1SMcT0006291.1, h1SMcT0012813.1
OG0000444	FGIG_09462, FGIG_11910, FGIG_09471	h1SMcT0010629.1, h1SMcT0010629.2
OG0000445	FGIG_11201	h1SMcT0010845.2, h1SMcT0010845.1, h1SMcT0010845.3
OG0000447	FGIG_00135	h1SMcT0018376.1
OG0000448	FGIG_00556	h1SMcT0002478.1
OG0000449	FGIG_00826	h1SMcT0001406.1, h1SMcT0001406.2
OG0000450	FGIG_01291, FGIG_04679	h1SMcT0007392.5
OG0000451	FGIG_01553	h1SMcT0022634.1
OG0000452	FGIG_03230	h1SMcT0011541.1, h1SMcT0011503.1, h1SMcT0011503.3, h1SMcT0011503.2
OG0000453	FGIG_04192	h1SMcT0016798.1
OG0000454	FGIG_06158, FGIG_09647	h1SMcT0014136.1, h1SMcT0003146.1, h1SMcT0003146.2
OG0000455	FGIG_06485	h1SMcT0015219.1
OG0000456	FGIG_08883	h1SMcT0019434.2, h1SMcT0019434.4, h1SMcT0019434.5, h1SMcT0019434.1, h1SMcT0019434.3
OG0000457	FGIG_08921	h1SMcT0014197.1, h1SMcT0014197.2, h1SMcT0014197.3, h1SMcT0014197.4
OG0000458	FGIG_09209	h1SMcT0018395.1
OG0000459	FGIG_09431	h1SMcT0005845.1
OG0000460	FGIG_11773	h1SMcT0022335.1, h1SMcT0022335.2
OG0000464	FGIG_00328, FGIG_00327	h1SMcT0021723.1
OG0000465	FGIG_00532	h1SMcT0014443.1, h1SMcT0014443.2
OG0000466	FGIG_01561, FGIG_03877, FGIG_01560, FGIG_01559	h1SMcT0003950.1, h1SMcT0003950.2, h1SMcT0003950.3
OG0000467	FGIG_02474, FGIG_02706, FGIG_02707, FGIG_02708, FGIG_02710, FGIG_02709	h1SMcT0001827.1, h1SMcT0021709.1, h1SMcT0021709.2
OG0000468	FGIG_02572	h1SMcT0019187.1, h1SMcT0019191.4, h1SMcT0019191.3, h1SMcT0019191.6, h1SMcT0019191.2, h1SMcT0019191.5, h1SMcT0019191.1
OG0000469	FGIG_03009	h1SMcT0010305.1, h1SMcT0010305.2
OG0000470	FGIG_04092	h1SMcT0017452.1
OG0000471	FGIG_05330, FGIG_05331	h1SMcT0012604.4, h1SMcT0012604.3, h1SMcT0012604.1, h1SMcT0012604.2
OG0000472	FGIG_10508, FGIG_06143	h1SMcT0016465.1, h1SMcT0016626.1, h1SMcT0007076.1, h1SMcT0019680.1
OG0000473	FGIG_06411, FGIG_12123, FGIG_06410	h1SMcT0021306.1, h1SMcT0021311.1, h1SMcT0021311.2, h1SMcT0021311.3
OG0000474	FGIG_08569	h1SMcT0000340.1, h1SMcT0000340.2, h1SMcT0022098.1
OG0000474	FGIG_10857	h1SMcT0004172.1, h1SMcT0004970.1
OG0000474	FGIG_07254	h1SMcT0016260.1
OG0000475	FGIG_07645	h1SMcT0005588.1
OG0000476	FGIG_08382, FGIG_08383	h1SMcT0020933.1
OG0000477	FGIG_08447, FGIG_12672	h1SMcT0011098.1, h1SMcT0011098.2
OG0000478	FGIG_09003, FGIG_10674	h1SMcT0004046.1, h1SMcT0004046.2
OG0000479	FGIG_09169	h1SMcT0022220.1, h1SMcT0022220.2
OG0000480	FGIG_09555	h1SMcT0004755.1
OG0000481	FGIG_11554, FGIG_10028	h1SMcT0008668.4, h1SMcT0008668.5, h1SMcT0008694.1, h1SMcT0008695.1, h1SMcT0008680.1
OG0000482	FGIG_10421	h1SMcT0012726.1, h1SMcT0012726.2, h1SMcT0009023.1, h1SMcT0021555.3, h1SMcT0021555.4, h1SMcT0021555.5, h1SMcT0021555.1, h1SMcT0021555.2
OG0000485	FGIG_10899	h1SMcT0000920.1
OG0000490	FGIG_00244	h1SMcT0020692.2, h1SMcT0020692.1, h1SMcT0020692.3
OG0000491	FGIG_01361	h1SMcT0002779.1
OG0000492	FGIG_01399, FGIG_01400	h1SMcT0004364.1, h1SMcT0004364.2
OG0000493	FGIG_10535, FGIG_02574, FGIG_02575	h1SMcT0000709.3, h1SMcT0000709.2, h1SMcT0000709.1, h1SMcT0000709.4
OG0000493	FGIG_02106	h1SMcT0020675.1, h1SMcT0020674.1, h1SMcT0000076.1
OG0000494	FGIG_02261, FGIG_09004	h1SMcT0008696.1
OG0000495	FGIG_02597, FGIG_02595	h1SMcT0009099.10, h1SMcT0009099.2, h1SMcT0009099.6, h1SMcT0009099.3, h1SMcT0009099.5, h1SMcT0009099.1, h1SMcT0009099.8, h1SMcT0009099.4, h1SMcT0009099.7, h1SMcT0009099.9
OG0000496	FGIG_02657	h1SMcT0021715.1, h1SMcT0021715.2, h1SMcT0021715.3
OG0000497	FGIG_03046	h1SMcT0003775.1
OG0000498	FGIG_11315	h1SMcT0013787.1
OG0000498	FGIG_09764	h1SMcT0017838.1, h1SMcT0017838.2, h1SMcT0017837.6, h1SMcT0017837.5, h1SMcT0017837.7, h1SMcT0017837.2, h1SMcT0017837.1, h1SMcT0017837.3, h1SMcT0017837.4
OG0000499	FGIG_03308, FGIG_03309	h1SMcT0006984.1
OG0000501	FGIG_05786	h1SMcT0018760.1, h1SMcT0018760.2
OG0000502	FGIG_12630, FGIG_06672, FGIG_05947, FGIG_05868, FGIG_09687	h1SMcT0010118.2, h1SMcT0002252.1, h1SMcT0002252.4, h1SMcT0002252.2, h1SMcT0002252.3
OG0000503	FGIG_06020	h1SMcT0002919.1, h1SMcT0002919.2, h1SMcT0002924.1, h1SMcT0002924.2
OG0000504	FGIG_06236	h1SMcT0019787.1
OG0000505	FGIG_06258	h1SMcT0004914.1
OG0000508	FGIG_09651	h1SMcT0011172.1, h1SMcT0011172.2
OG0000509	FGIG_11147, FGIG_09900	h1SMcT0015058.1, h1SMcT0019753.1, h1SMcT0019753.2, h1SMcT0019753.3
OG0000510	FGIG_09919, FGIG_09920	h1SMcT0001161.4, h1SMcT0001161.5
OG0000512	FGIG_10635	h1SMcT0012909.1
OG0000514	FGIG_11731	h1SMcT0021411.1, h1SMcT0021411.2, h1SMcT0021411.3, h1SMcT0021411.4, h1SMcT0021411.5, h1SMcT0021411.6
OG0000515	FGIG_11760, FGIG_11877	h1SMcT0007870.1
OG0000516	FGIG_11912, FGIG_11911	h1SMcT0022229.1, h1SMcT0022229.2
OG0000517	FGIG_11937	h1SMcT0011032.1
OG0000521	FGIG_00188	h1SMcT0003945.1, h1SMcT0003945.2, h1SMcT0003945.3
OG0000522	FGIG_00655	h1SMcT0011331.1, h1SMcT0011331.2
OG0000523	FGIG_00791	h1SMcT0012736.1, h1SMcT0012736.2
OG0000524	FGIG_00872, FGIG_04807	h1SMcT0004038.1
OG0000525	FGIG_03698	h1SMcT0008063.1, h1SMcT0008063.2, h1SMcT0007883.1, h1SMcT0021492.1
OG0000526	FGIG_03947, FGIG_03948, FGIG_03949, FGIG_03950	h1SMcT0011925.1
OG0000527	FGIG_04305, FGIG_04306	h1SMcT0022639.4
OG0000529	FGIG_05544, FGIG_07035, FGIG_08863	h1SMcT0006586.1
OG0000530	FGIG_05770	h1SMcT0007987.1, h1SMcT0007987.2, h1SMcT0012665.1, h1SMcT0012665.2
OG0000531	FGIG_05789, FGIG_10492, FGIG_10493	h1SMcT0018210.3, h1SMcT0018210.1, h1SMcT0018210.2
OG0000532	FGIG_07231	h1SMcT0009724.1, h1SMcT0009724.2
OG0000534	FGIG_13988, FGIG_07681	h1SMcT0010650.1, h1SMcT0018835.1
OG0000535	FGIG_12466, FGIG_08126, FGIG_08125	h1SMcT0019644.1, h1SMcT0019644.3, h1SMcT0019644.2, h1SMcT0019644.4
OG0000536	FGIG_08935, FGIG_08934	h1SMcT0014219.1, h1SMcT0014219.2
OG0000537	FGIG_12232, FGIG_12182	h1SMcT0006697.1
OG0000539	FGIG_00008	h1SMcT0004811.1, h1SMcT0004811.4, h1SMcT0004811.3
OG0000540	FGIG_00485, FGIG_00487	h1SMcT0021535.1
OG0000542	FGIG_00859	h1SMcT0000922.1, h1SMcT0015103.1, h1SMcT0004310.1, h1SMcT0011864.1, h1SMcT0011864.2, h1SMcT0011864.3, h1SMcT0014503.1, h1SMcT0014503.2
OG0000544	FGIG_01478, FGIG_01480	h1SMcT0006842.1
OG0000545	FGIG_02161	h1SMcT0002590.1, h1SMcT0008951.3, h1SMcT0008951.1, h1SMcT0008951.2
OG0000545	FGIG_04734	h1SMcT0006299.1
OG0000546	FGIG_02171	h1SMcT0006604.1, h1SMcT0006760.1
OG0000547	FGIG_02243	h1SMcT0008304.1
OG0000549	FGIG_02503	h1SMcT0012580.1, h1SMcT0005514.1, h1SMcT0005514.2
OG0000550	FGIG_02524, FGIG_04548	h1SMcT0015594.1
OG0000551	FGIG_02583, FGIG_04620	h1SMcT0001218.1, h1SMcT0009165.1, h1SMcT0009165.2, h1SMcT0014269.1, h1SMcT0014269.3, h1SMcT0014269.2, h1SMcT0016296.1, h1SMcT0016296.2
OG0000551	FGIG_11586	h1SMcT0011167.1, h1SMcT0011741.1
OG0000552	FGIG_03044	h1SMcT0021184.1
OG0000552	FGIG_10688	h1SMcT0012094.1, h1SMcT0012094.2
