Orthogroup	schistosoma_bovis	s.mekongi
OG0000117	SBOV2_37640.10, SBOV2_37640.11, SBOV2_37640.3, SBOV2_37640.12, SBOV2_37640.2, SBOV2_37640.5, SBOV2_37640.8, SBOV2_37640.6, SBOV2_37640.13, SBOV2_37640.9, SBOV2_37640.1, SBOV2_37640.7, SBOV2_37640.4	KAK4472459.1
OG0000118	SBOV2_28280.3, SBOV2_28280.1, SBOV2_28280.2	KAK4473725.1
OG0000118	SBOV2_28310.4, SBOV2_28310.5, SBOV2_28310.2, SBOV2_28310.1, SBOV2_28310.3	KAK4473729.1
OG0000118	SBOV2_28300.1	KAK4473726.1
OG0000119	SBOV2_94370.2, SBOV2_94370.4, SBOV2_94370.1, SBOV2_94370.3, SBOV2_94360.1, SBOV2_94370.5	KAK4467682.1
OG0000120	SBOV2_37560.1	KAK4472468.1
OG0000122	SBOV2_79470.16, SBOV2_79470.19, SBOV2_79470.17, SBOV2_79470.18, SBOV2_79470.6, SBOV2_79470.2, SBOV2_79470.4, SBOV2_79470.10, SBOV2_79470.12, SBOV2_79470.1, SBOV2_79470.3, SBOV2_79470.5, SBOV2_79470.8, SBOV2_79470.13, SBOV2_79470.14, SBOV2_79470.9, SBOV2_79470.11, SBOV2_79470.15, SBOV2_79470.7	KAK4470066.1
OG0000123	SBOV2_77610.14, SBOV2_77610.4, SBOV2_77610.9, SBOV2_77610.1, SBOV2_77610.12, SBOV2_77610.5, SBOV2_77610.6, SBOV2_77610.7, SBOV2_77610.10, SBOV2_77610.11, SBOV2_77610.13, SBOV2_77610.15, SBOV2_77610.8, SBOV2_77610.3, SBOV2_77610.2	KAK4470855.1
OG0000125	SBOV2_1380.1, SBOV2_1380.5, SBOV2_1380.9, SBOV2_1380.4, SBOV2_1380.10, SBOV2_1380.2, SBOV2_1380.11, SBOV2_1380.3, SBOV2_1380.7, SBOV2_1380.8, SBOV2_1380.6	KAK4474534.1
OG0000126	SBOV2_70130.8, SBOV2_70130.3, SBOV2_70130.6, SBOV2_70130.1, SBOV2_70130.2, SBOV2_70130.5, SBOV2_70130.7, SBOV2_70130.4	KAK4470546.1
OG0000127	SBOV2_22060.1, SBOV2_22070.1, SBOV2_22070.2	KAK4475492.1
OG0000128	SBOV2_42240.1, SBOV2_42240.2, SBOV2_42240.4, SBOV2_42240.6, SBOV2_42240.7, SBOV2_42240.8, SBOV2_42240.10, SBOV2_42240.3, SBOV2_42240.5, SBOV2_42240.9	KAK4473532.1
OG0000129	SBOV2_35350.7, SBOV2_35350.6, SBOV2_35350.8, SBOV2_35350.2, SBOV2_35350.3, SBOV2_35350.1, SBOV2_35350.5, SBOV2_35350.4	KAK4474206.1
OG0000130	SBOV2_81240.5, SBOV2_81240.1, SBOV2_81240.2, SBOV2_81240.3, SBOV2_81240.4	KAK4467983.1
OG0000131	SBOV2_85110.1, SBOV2_85090.1	KAK4468902.1
OG0000132	SBOV2_32130.10, SBOV2_32130.11, SBOV2_32130.1, SBOV2_32130.2, SBOV2_32130.3, SBOV2_32130.4, SBOV2_32130.5, SBOV2_32130.6, SBOV2_32130.7, SBOV2_32130.8, SBOV2_32130.9	KAK4474101.1
OG0000133	SBOV2_36000.9, SBOV2_36000.1, SBOV2_36000.2, SBOV2_36000.3, SBOV2_36000.4, SBOV2_36000.7, SBOV2_36000.5, SBOV2_36000.6, SBOV2_36000.8	KAK4472626.1
OG0000134	SBOV2_19740.11, SBOV2_19740.20, SBOV2_19740.22, SBOV2_19740.19, SBOV2_19740.16, SBOV2_19740.21, SBOV2_19740.15, SBOV2_19740.9, SBOV2_19740.17, SBOV2_19740.18, SBOV2_19740.4, SBOV2_19740.7, SBOV2_19740.2, SBOV2_19740.1, SBOV2_19740.5, SBOV2_19740.3, SBOV2_19740.6, SBOV2_19740.10, SBOV2_19740.13, SBOV2_19740.8, SBOV2_19740.14, SBOV2_19740.12	KAK4475011.1
OG0000135	SBOV2_13090.13, SBOV2_13090.8, SBOV2_13090.14, SBOV2_13090.9, SBOV2_13090.11, SBOV2_13090.1, SBOV2_13090.4, SBOV2_13090.5, SBOV2_13090.2, SBOV2_13090.6, SBOV2_13090.3, SBOV2_13090.10, SBOV2_13090.7, SBOV2_13090.12	KAK4474731.1
OG0000136	SBOV2_8010.6, SBOV2_8010.14, SBOV2_8010.16, SBOV2_8010.19, SBOV2_8010.7, SBOV2_8010.2, SBOV2_8010.1, SBOV2_8010.12, SBOV2_8010.13, SBOV2_8010.15, SBOV2_8010.3, SBOV2_8010.4, SBOV2_8010.10, SBOV2_8010.18, SBOV2_8010.8, SBOV2_8010.5, SBOV2_8010.17, SBOV2_8010.9, SBOV2_7980.1, SBOV2_8010.11	KAK4476189.1
OG0000137	SBOV2_25810.1	KAK4473443.1, KAK4473442.1, KAK4473441.1
OG0000138	SBOV2_86790.1, SBOV2_86790.2, SBOV2_86790.3, SBOV2_86790.4	KAK4468744.1
OG0000138	SBOV2_44280.1	KAK4473697.1
OG0000139	SBOV2_4010.12, SBOV2_4010.8, SBOV2_4010.1, SBOV2_4010.3, SBOV2_4010.6, SBOV2_4010.9, SBOV2_4010.11, SBOV2_4010.4, SBOV2_4010.5, SBOV2_4010.10, SBOV2_4010.2, SBOV2_4010.7	KAK4475677.1
OG0000140	SBOV2_75210.1	KAK4470680.1, KAK4470033.1
OG0000141	SBOV2_44570.3, SBOV2_44570.1, SBOV2_44570.2, SBOV2_44580.1, SBOV2_18810.1, SBOV2_95620.1, SBOV2_19080.1, SBOV2_19080.2, SBOV2_36910.1	KAK4467352.1
OG0000142	SBOV2_19580.1	KAK4475021.1
OG0000142	SBOV2_19590.1, SBOV2_19600.1	KAK4475019.1, KAK4475022.1
OG0000143	SBOV2_67700.1	KAK4471520.1
OG0000144	SBOV2_50930.4, SBOV2_50930.1, SBOV2_50930.2, SBOV2_50930.3	KAK4469871.1
OG0000144	SBOV2_39970.1	KAK4473145.1
OG0000144	SBOV2_56210.1	KAK4469772.1
OG0000145	SBOV2_34400.9, SBOV2_34400.8, SBOV2_34400.1, SBOV2_34400.11, SBOV2_34400.10, SBOV2_34400.6, SBOV2_34400.7, SBOV2_34400.5, SBOV2_34400.4, SBOV2_34400.2, SBOV2_34400.3	KAK4472181.1
OG0000146	SBOV2_90430.1	KAK4468443.1
OG0000146	SBOV2_55950.1	KAK4469748.1
OG0000146	SBOV2_38490.2, SBOV2_38490.1	KAK4472748.1
OG0000146	SBOV2_46580.1	KAK4469097.1
OG0000147	SBOV2_31560.11, SBOV2_31560.10, SBOV2_31560.2, SBOV2_31560.3, SBOV2_31560.4, SBOV2_31560.5, SBOV2_31560.7, SBOV2_31560.8, SBOV2_31560.6, SBOV2_31560.1, SBOV2_31560.9	KAK4474043.1
OG0000148	SBOV2_36370.1, SBOV2_36370.2, SBOV2_36370.7, SBOV2_36370.5, SBOV2_36370.6, SBOV2_36370.3, SBOV2_36370.4	KAK4472662.1
OG0000149	SBOV2_51750.6, SBOV2_51750.7, SBOV2_51750.1, SBOV2_51750.10, SBOV2_51750.2, SBOV2_51750.3, SBOV2_51750.4, SBOV2_51750.8, SBOV2_51750.5, SBOV2_51750.9	KAK4469180.1
OG0000151	SBOV2_63120.6, SBOV2_63120.5, SBOV2_63120.1, SBOV2_63120.3, SBOV2_63120.4, SBOV2_63120.2	KAK4471438.1, KAK4471439.1
OG0000152	SBOV2_10970.1, SBOV2_10850.1, SBOV2_10850.2, SBOV2_10850.3, SBOV2_10850.4, SBOV2_10850.7, SBOV2_10850.5, SBOV2_10850.6	KAK4474412.1
OG0000153	SBOV2_49420.1	KAK4469387.1
OG0000154	SBOV2_17880.1, SBOV2_17880.3, SBOV2_17880.6, SBOV2_17880.4, SBOV2_17880.5, SBOV2_17880.7, SBOV2_17880.2	KAK4475184.1, KAK4475186.1
OG0000155	SBOV2_30700.8, SBOV2_30700.7, SBOV2_30700.4, SBOV2_30700.3, SBOV2_30700.5, SBOV2_30700.6, SBOV2_30700.10, SBOV2_30700.14, SBOV2_30700.11, SBOV2_30700.9, SBOV2_30700.2, SBOV2_30700.1, SBOV2_30700.17, SBOV2_30700.15, SBOV2_30700.16, SBOV2_30700.13, SBOV2_30700.12	KAK4473822.1
OG0000156	SBOV2_19370.1	KAK4475038.1
OG0000156	SBOV2_19360.1, SBOV2_19360.2, SBOV2_19360.6, SBOV2_19360.5, SBOV2_19360.7, SBOV2_19360.4, SBOV2_19360.8, SBOV2_19360.10, SBOV2_19360.9, SBOV2_19360.3	KAK4475039.1
OG0000157	SBOV2_61330.1, SBOV2_61330.2	KAK4471808.1
OG0000157	SBOV2_43240.1	KAK4472697.1
OG0000157	SBOV2_93390.2, SBOV2_93390.4, SBOV2_93390.3, SBOV2_93390.1	KAK4467690.1
OG0000158	SBOV2_5480.6, SBOV2_5480.1, SBOV2_5480.5, SBOV2_5480.2, SBOV2_5480.4, SBOV2_5480.3, SBOV2_5480.7, SBOV2_5480.8, SBOV2_5490.1, SBOV2_5490.2	KAK4475829.1, KAK4473934.1
OG0000159	SBOV2_61760.1	KAK4471746.1
OG0000160	SBOV2_14300.2, SBOV2_14300.7, SBOV2_14300.3, SBOV2_14300.4, SBOV2_14300.8, SBOV2_14300.9, SBOV2_14300.6, SBOV2_14300.1, SBOV2_14300.5	KAK4467469.1, KAK4467470.1, KAK4467273.1, KAK4474568.1, KAK4467471.1, KAK4469046.1
OG0000161	SBOV2_32910.4, SBOV2_32910.6, SBOV2_32910.5, SBOV2_32910.1, SBOV2_32910.2, SBOV2_32910.3	KAK4474169.1
OG0000164	SBOV2_60890.1	KAK4471960.1
OG0000164	SBOV2_76260.1	KAK4470406.1
OG0000164	SBOV2_50040.1	KAK4469800.1
OG0000164	SBOV2_37240.1	KAK4472495.1
OG0000165	SBOV2_65130.1	KAK4471264.1
OG0000167	SBOV2_74020.7, SBOV2_74020.6, SBOV2_74020.5, SBOV2_74020.2, SBOV2_74020.4, SBOV2_74020.3, SBOV2_74020.1	KAK4470364.1
OG0000168	SBOV2_1900.3, SBOV2_1900.1, SBOV2_1900.5, SBOV2_1900.2, SBOV2_1900.4, SBOV2_56600.1, SBOV2_1910.1	KAK4467445.1
OG0000169	SBOV2_93670.1	KAK4467756.1
OG0000169	SBOV2_43140.1	KAK4472610.1
OG0000169	SBOV2_93140.1, SBOV2_93140.2	KAK4467718.1, KAK4467716.1, KAK4467717.1
OG0000170	SBOV2_70050.1	KAK4470632.1
OG0000172	SBOV2_18270.1	KAK4475142.1
OG0000173	SBOV2_81670.8, SBOV2_81670.1, SBOV2_81670.4, SBOV2_81670.3, SBOV2_81670.5, SBOV2_81670.6, SBOV2_81670.2, SBOV2_81670.10, SBOV2_81670.11, SBOV2_81670.9, SBOV2_81670.7	KAK4468268.1
OG0000175	SBOV2_26570.1	KAK4473136.1
OG0000175	SBOV2_26580.1, SBOV2_26580.2	KAK4473125.1
OG0000175	SBOV2_26590.1	KAK4473114.1
OG0000175	SBOV2_26600.1, SBOV2_26600.2, SBOV2_26600.3	KAK4473106.1
OG0000177	SBOV2_58230.3, SBOV2_58230.1, SBOV2_58230.2	KAK4472104.1
OG0000178	SBOV2_41350.5, SBOV2_41350.4, SBOV2_41350.1, SBOV2_41350.6, SBOV2_41350.2, SBOV2_41350.3	KAK4472894.1
OG0000179	SBOV2_55230.6, SBOV2_55230.9, SBOV2_55230.7, SBOV2_55230.8, SBOV2_55230.1, SBOV2_55230.2, SBOV2_55230.3, SBOV2_55230.4, SBOV2_55230.5	KAK4469016.1
OG0000179	SBOV2_55240.1	KAK4469902.1
OG0000180	SBOV2_79920.1, SBOV2_79920.2	KAK4468049.1
OG0000180	SBOV2_79930.3, SBOV2_79930.2, SBOV2_79930.4, SBOV2_79930.1	KAK4468060.1, KAK4468069.1
OG0000180	SBOV2_79910.1	KAK4468040.1
OG0000182	SBOV2_57380.1	KAK4471145.1
OG0000182	SBOV2_38720.1, SBOV2_38720.2, SBOV2_38720.4, SBOV2_38720.3	KAK4472799.1
OG0000183	SBOV2_34990.10, SBOV2_34990.9, SBOV2_34990.12, SBOV2_34990.13, SBOV2_34990.8, SBOV2_34990.1, SBOV2_34990.2, SBOV2_34990.3, SBOV2_34990.4, SBOV2_34990.6, SBOV2_34990.5, SBOV2_34990.11, SBOV2_34990.7	KAK4472516.1
OG0000184	SBOV2_49230.1, SBOV2_49230.2, SBOV2_49230.3, SBOV2_49230.4, SBOV2_49230.5	KAK4469199.1
OG0000184	SBOV2_49240.1, SBOV2_96710.1	KAK4469198.1
OG0000185	SBOV2_34880.5, SBOV2_34880.7, SBOV2_34880.1, SBOV2_34880.6, SBOV2_34880.10, SBOV2_34880.13, SBOV2_34880.11, SBOV2_34880.12, SBOV2_34880.9, SBOV2_34880.2, SBOV2_34880.3, SBOV2_34880.4, SBOV2_34880.8	KAK4472507.1
OG0000186	SBOV2_71520.3, SBOV2_71520.4, SBOV2_71520.7, SBOV2_71520.2, SBOV2_71520.5, SBOV2_71520.1, SBOV2_71520.6	KAK4470241.1, KAK4470242.1
OG0000187	SBOV2_53200.1	KAK4469682.1
OG0000188	SBOV2_35880.4, SBOV2_35880.2, SBOV2_35880.3, SBOV2_35880.1, SBOV2_35880.5, SBOV2_35880.10, SBOV2_35880.11, SBOV2_35880.7, SBOV2_35880.8, SBOV2_35880.9, SBOV2_35880.6	KAK4472612.1
OG0000189	SBOV2_6630.1	KAK4476062.1
OG0000190	SBOV2_53780.1	KAK4469926.1
OG0000191	SBOV2_29780.1	KAK4473909.1
OG0000191	SBOV2_29730.1, SBOV2_29740.1, SBOV2_29770.1	KAK4473910.1
OG0000192	SBOV2_62620.7, SBOV2_62620.10, SBOV2_62620.11, SBOV2_62620.3, SBOV2_62620.4, SBOV2_62620.13, SBOV2_62620.5, SBOV2_62620.12, SBOV2_62620.1, SBOV2_62620.14, SBOV2_62620.6, SBOV2_62620.16, SBOV2_62620.8, SBOV2_62620.9, SBOV2_62620.15, SBOV2_62620.2	KAK4471381.1
OG0000193	SBOV2_57540.1, SBOV2_57540.3, SBOV2_57540.4, SBOV2_57550.1, SBOV2_57540.2	KAK4471157.1
OG0000194	SBOV2_73960.3, SBOV2_73960.1, SBOV2_73960.2, SBOV2_73960.6, SBOV2_73960.4, SBOV2_73960.5	KAK4470371.1
OG0000195	SBOV2_48040.3, SBOV2_48040.10, SBOV2_48040.2, SBOV2_48040.5, SBOV2_48040.7, SBOV2_48040.8, SBOV2_48040.4, SBOV2_48040.11, SBOV2_48040.6, SBOV2_48040.1, SBOV2_48040.9	KAK4469314.1
OG0000196	SBOV2_89060.1	KAK4468938.1
OG0000196	SBOV2_13600.1	KAK4474524.1
OG0000196	SBOV2_10520.1, SBOV2_10520.2	KAK4475932.1
OG0000197	SBOV2_38480.7, SBOV2_38480.1, SBOV2_38480.4, SBOV2_38480.6, SBOV2_38480.2, SBOV2_38480.5, SBOV2_38480.3	KAK4472750.1, KAK4472751.1
OG0000198	SBOV2_24130.1	KAK4473170.1
OG0000198	SBOV2_14360.2, SBOV2_14360.7, SBOV2_14390.1, SBOV2_14360.8, SBOV2_14360.3, SBOV2_14360.4, SBOV2_14360.5, SBOV2_14360.6, SBOV2_14390.4, SBOV2_14390.3, SBOV2_14390.5, SBOV2_14360.1, SBOV2_14390.2	KAK4474280.1
OG0000199	SBOV2_35200.1, SBOV2_35480.1	KAK4472571.1
OG0000201	SBOV2_27340.13, SBOV2_27340.9, SBOV2_27340.2, SBOV2_27340.4, SBOV2_27340.7, SBOV2_27340.3, SBOV2_27340.12, SBOV2_27340.1, SBOV2_27340.10, SBOV2_27340.11, SBOV2_27340.5, SBOV2_27340.6, SBOV2_27340.8	KAK4473643.1
OG0000202	SBOV2_49400.1, SBOV2_49400.2, SBOV2_49400.3	KAK4469384.1
OG0000203	SBOV2_81340.18, SBOV2_81340.4, SBOV2_81340.5, SBOV2_81340.1, SBOV2_81340.11, SBOV2_81340.15, SBOV2_81340.17, SBOV2_81340.9, SBOV2_81340.21, SBOV2_81340.23, SBOV2_81340.7, SBOV2_81340.8, SBOV2_81340.10, SBOV2_81340.13, SBOV2_81340.19, SBOV2_81340.20, SBOV2_81340.14, SBOV2_81340.16, SBOV2_81340.22, SBOV2_81340.3, SBOV2_81340.6, SBOV2_81340.12, SBOV2_81340.2	KAK4472530.1, KAK4472529.1
OG0000204	SBOV2_85820.1	KAK4468843.1, KAK4468846.1
OG0000204	SBOV2_85800.1, SBOV2_85810.1, SBOV2_85770.1, SBOV2_85790.1, SBOV2_85760.1, SBOV2_85780.1, SBOV2_85750.1, SBOV2_85750.2	KAK4468847.1
OG0000204	SBOV2_86160.1	KAK4468400.1, KAK4468845.1
OG0000205	SBOV2_18140.3, SBOV2_18140.4, SBOV2_18140.1, SBOV2_18140.2, SBOV2_18140.5, SBOV2_18140.6, SBOV2_18140.7, SBOV2_18140.8, SBOV2_18140.9	KAK4475157.1
OG0000206	SBOV2_32930.3	KAK4474171.1
OG0000207	SBOV2_32040.1	KAK4474093.1
OG0000207	SBOV2_32010.1	KAK4474090.1
OG0000207	SBOV2_32020.1	KAK4474092.1
OG0000207	SBOV2_32000.1	KAK4474089.1, KAK4474091.1
OG0000208	SBOV2_72090.8, SBOV2_72090.6, SBOV2_72090.10, SBOV2_72090.1, SBOV2_72090.2, SBOV2_72090.5, SBOV2_72090.9, SBOV2_72090.7, SBOV2_72090.3, SBOV2_72090.4	KAK4470297.1
OG0000209	SBOV2_8730.1, SBOV2_8730.4, SBOV2_8730.3, SBOV2_8730.2, SBOV2_8730.6, SBOV2_8730.9, SBOV2_8730.11, SBOV2_8730.7, SBOV2_8730.8, SBOV2_8730.10, SBOV2_8730.5	KAK4476246.1
OG0000210	SBOV2_84490.1, SBOV2_84490.11, SBOV2_84490.2, SBOV2_84490.8, SBOV2_84490.6, SBOV2_84490.4, SBOV2_84490.5, SBOV2_84490.7, SBOV2_84490.10, SBOV2_84490.9, SBOV2_84490.12, SBOV2_84490.3, SBOV2_84490.13	KAK4468068.1
OG0000211	SBOV2_6850.1, SBOV2_6850.4, SBOV2_6850.10, SBOV2_6850.11, SBOV2_6850.9, SBOV2_6850.2, SBOV2_6850.3, SBOV2_6850.5, SBOV2_6850.8, SBOV2_6850.7, SBOV2_6850.6	KAK4476043.1
OG0000212	SBOV2_24920.3, SBOV2_24920.9, SBOV2_24920.8, SBOV2_24920.7, SBOV2_24920.1, SBOV2_24920.2, SBOV2_24920.4, SBOV2_24920.5, SBOV2_24920.6	KAK4473242.1
OG0000213	SBOV2_15330.12, SBOV2_15330.11, SBOV2_15330.10, SBOV2_15330.4, SBOV2_15330.6, SBOV2_15330.8, SBOV2_15330.13, SBOV2_15330.14, SBOV2_15330.9, SBOV2_15330.1, SBOV2_15330.2, SBOV2_15330.3, SBOV2_15330.5, SBOV2_15330.7	KAK4474754.1
OG0000214	SBOV2_4700.1	KAK4475773.1
OG0000215	SBOV2_56700.1, SBOV2_56740.1, SBOV2_56730.1, SBOV2_56710.1, SBOV2_96730.1, SBOV2_96730.2	KAK4471161.1
OG0000217	SBOV2_35260.8, SBOV2_35260.4, SBOV2_35260.1, SBOV2_35260.2, SBOV2_35260.3, SBOV2_35260.5, SBOV2_35260.6, SBOV2_35260.7	KAK4472243.1
OG0000218	SBOV2_16240.2, SBOV2_16240.8, SBOV2_16240.18, SBOV2_16240.17, SBOV2_16240.19, SBOV2_16240.1, SBOV2_16240.10, SBOV2_16240.11, SBOV2_16240.12, SBOV2_16240.14, SBOV2_16240.16, SBOV2_16240.20, SBOV2_16240.9, SBOV2_16240.7, SBOV2_16240.4, SBOV2_16240.6, SBOV2_16240.15, SBOV2_16240.3, SBOV2_16240.5, SBOV2_16240.13	KAK4474847.1
OG0000219	SBOV2_59900.8, SBOV2_59900.10, SBOV2_59900.4, SBOV2_59900.6, SBOV2_59900.7, SBOV2_59900.3, SBOV2_59900.9, SBOV2_59900.11, SBOV2_59900.2, SBOV2_59900.5, SBOV2_59900.12, SBOV2_59900.1	KAK4471869.1
OG0000220	SBOV2_73220.1	KAK4470648.1
OG0000221	SBOV2_9760.1	KAK4476180.1
OG0000221	SBOV2_2510.1, SBOV2_2510.2	KAK4467410.1, KAK4475529.1
OG0000222	SBOV2_75430.3, SBOV2_75430.1, SBOV2_75430.2, SBOV2_75430.4	KAK4470706.1
OG0000223	SBOV2_9970.4, SBOV2_9970.17, SBOV2_9970.11, SBOV2_9970.16, SBOV2_9970.2, SBOV2_9970.6, SBOV2_9970.1, SBOV2_9970.10, SBOV2_9970.12, SBOV2_9970.13, SBOV2_9970.14, SBOV2_9970.15, SBOV2_9970.3, SBOV2_9970.7, SBOV2_9970.9, SBOV2_9970.5, SBOV2_9970.8	KAK4476292.1
OG0000224	SBOV2_6020.4, SBOV2_6020.1, SBOV2_6020.10, SBOV2_6020.2, SBOV2_6020.3, SBOV2_6020.5, SBOV2_6020.6, SBOV2_6020.7, SBOV2_6020.8, SBOV2_6020.9	KAK4475913.1
OG0000225	SBOV2_3090.1	KAK4475585.1
OG0000226	SBOV2_32530.11, SBOV2_32530.15, SBOV2_32530.7, SBOV2_32530.8, SBOV2_32530.10, SBOV2_32530.9, SBOV2_32530.12, SBOV2_32530.16, SBOV2_32530.1, SBOV2_32530.3, SBOV2_32530.5, SBOV2_32530.14, SBOV2_32530.4, SBOV2_32530.6, SBOV2_32530.17, SBOV2_32530.2, SBOV2_32530.13	KAK4474133.1
OG0000227	SBOV2_68480.1	KAK4471428.1
OG0000228	SBOV2_25760.8, SBOV2_25760.9, SBOV2_25760.12, SBOV2_25760.18, SBOV2_25760.15, SBOV2_25760.13, SBOV2_25760.11, SBOV2_25760.14, SBOV2_25760.5, SBOV2_25760.7, SBOV2_25760.4, SBOV2_25760.6, SBOV2_25760.10, SBOV2_25760.16, SBOV2_25760.17, SBOV2_25760.1, SBOV2_25760.3, SBOV2_25760.2, SBOV2_25760.19	KAK4473445.1
OG0000229	SBOV2_58630.1, SBOV2_58630.3, SBOV2_58630.6, SBOV2_58630.7, SBOV2_58630.2, SBOV2_58630.4, SBOV2_58630.5, SBOV2_58630.8	KAK4472065.1
OG0000230	SBOV2_62800.7, SBOV2_62800.9, SBOV2_62800.6, SBOV2_62800.8, SBOV2_62800.12, SBOV2_62800.4, SBOV2_62800.1, SBOV2_62800.11, SBOV2_62800.3, SBOV2_62800.5, SBOV2_62800.2, SBOV2_62800.10	KAK4471407.1
OG0000231	SBOV2_48250.1, SBOV2_48230.1, SBOV2_48220.1, SBOV2_48240.1	KAK4469298.1, KAK4469300.1
OG0000234	SBOV2_29380.3, SBOV2_29380.5, SBOV2_29380.8, SBOV2_29380.1, SBOV2_29380.2, SBOV2_29380.4, SBOV2_29380.6, SBOV2_29380.7, SBOV2_29380.11, SBOV2_29380.10, SBOV2_29380.9	KAK4473948.1
OG0000235	SBOV2_3870.1	KAK4467350.1, KAK4475661.1, KAK4467339.1, KAK4467303.1, KAK4475660.1
OG0000236	SBOV2_51250.5, SBOV2_51250.3, SBOV2_51250.4, SBOV2_51250.2, SBOV2_51250.1, SBOV2_51250.6, SBOV2_51250.7	KAK4469919.1
OG0000237	SBOV2_53370.5, SBOV2_53370.10, SBOV2_53370.6, SBOV2_53370.13, SBOV2_53370.4, SBOV2_53370.9, SBOV2_53370.12, SBOV2_53370.2, SBOV2_53370.3, SBOV2_53370.8, SBOV2_53370.1, SBOV2_53370.11, SBOV2_53370.14, SBOV2_53370.7	KAK4469703.1
OG0000238	SBOV2_30040.4, SBOV2_30040.7, SBOV2_30040.9, SBOV2_30040.3, SBOV2_30040.1, SBOV2_30040.2, SBOV2_30040.5, SBOV2_30040.8, SBOV2_30040.10, SBOV2_30040.6	KAK4473873.1
OG0000239	SBOV2_40250.1	KAK4473024.1
OG0000240	SBOV2_38170.2, SBOV2_38170.4	KAK4472743.1
OG0000241	SBOV2_6960.1, SBOV2_6960.2	KAK4476019.1
OG0000241	SBOV2_6970.1	KAK4476020.1
OG0000241	SBOV2_23340.1	KAK4473290.1
OG0000242	SBOV2_7870.1, SBOV2_7870.2, SBOV2_7870.3, SBOV2_7870.4, SBOV2_7870.5, SBOV2_7870.6, SBOV2_7870.7	KAK4475949.1
OG0000243	SBOV2_5260.2, SBOV2_5260.5, SBOV2_5260.6, SBOV2_5260.7, SBOV2_5260.8, SBOV2_5260.1, SBOV2_5260.10, SBOV2_5260.11, SBOV2_5260.4, SBOV2_5260.9, SBOV2_5260.3	KAK4475854.1, KAK4475855.1
OG0000244	SBOV2_6120.4, SBOV2_6120.2, SBOV2_6120.3, SBOV2_6120.5, SBOV2_6120.7, SBOV2_6120.1, SBOV2_6120.6	KAK4475963.1
OG0000246	SBOV2_81370.2, SBOV2_81370.4, SBOV2_81370.3, SBOV2_81370.1, SBOV2_81370.5, SBOV2_81370.7, SBOV2_81370.6, SBOV2_81370.8, SBOV2_81370.9	KAK4472531.1
OG0000247	SBOV2_4900.6, SBOV2_4900.1, SBOV2_4900.4, SBOV2_4900.5, SBOV2_4900.3, SBOV2_4900.2	KAK4475795.1
OG0000248	SBOV2_64560.1, SBOV2_64560.2, SBOV2_64560.6, SBOV2_64560.4, SBOV2_64560.3, SBOV2_64560.5	KAK4471206.1
OG0000249	SBOV2_18530.7, SBOV2_18530.6, SBOV2_18530.1, SBOV2_18530.2, SBOV2_18530.5, SBOV2_18530.3, SBOV2_18530.4	KAK4475119.1
OG0000250	SBOV2_27800.2, SBOV2_27800.3, SBOV2_27800.5, SBOV2_27800.1, SBOV2_27800.6, SBOV2_27800.4	KAK4473679.1
OG0000251	SBOV2_77780.5, SBOV2_77780.3, SBOV2_77780.8, SBOV2_77780.4, SBOV2_77780.1, SBOV2_77780.2, SBOV2_77780.6, SBOV2_77780.7	KAK4470876.1
OG0000252	SBOV2_28610.1, SBOV2_28610.2, SBOV2_28610.5, SBOV2_28610.3, SBOV2_28610.4	KAK4473757.1
OG0000253	SBOV2_17410.5, SBOV2_96880.3, SBOV2_96880.8, SBOV2_17410.1, SBOV2_96880.4, SBOV2_17410.2, SBOV2_17410.6, SBOV2_96880.5, SBOV2_17410.4, SBOV2_17410.3, SBOV2_96880.2, SBOV2_96880.7, SBOV2_96880.1, SBOV2_96880.11, SBOV2_96880.6, SBOV2_17410.10, SBOV2_17410.7, SBOV2_17410.8, SBOV2_17410.9, SBOV2_96880.10, SBOV2_96880.9	KAK4474966.1
OG0000254	SBOV2_9020.5, SBOV2_9020.8, SBOV2_9020.3, SBOV2_9020.2, SBOV2_9020.1, SBOV2_9020.4, SBOV2_9020.6, SBOV2_9020.7	KAK4476211.1
OG0000255	SBOV2_38920.3, SBOV2_38920.1, SBOV2_38920.6, SBOV2_38920.8, SBOV2_38920.2, SBOV2_38920.7, SBOV2_38920.4, SBOV2_38920.5	KAK4472819.1
OG0000256	SBOV2_44460.1	KAK4472234.1, KAK4474108.1
OG0000257	SBOV2_41450.4, SBOV2_41450.12, SBOV2_41450.13, SBOV2_41450.1, SBOV2_41450.10, SBOV2_41450.2, SBOV2_41450.3, SBOV2_41450.5, SBOV2_41450.6, SBOV2_41450.7, SBOV2_41450.8, SBOV2_41450.9, SBOV2_41450.11	KAK4472840.1
OG0000258	SBOV2_12240.2, SBOV2_12240.4, SBOV2_12240.3, SBOV2_12240.1, SBOV2_12240.6, SBOV2_12240.7, SBOV2_12240.5	KAK4474630.1, KAK4474631.1
OG0000259	SBOV2_25560.1	KAK4472857.1
OG0000260	SBOV2_21310.1	KAK4475472.1
OG0000261	SBOV2_69720.3, SBOV2_69720.5, SBOV2_69720.6, SBOV2_69720.4, SBOV2_69720.1, SBOV2_69720.2, SBOV2_69720.7, SBOV2_96620.1	KAK4471010.1
