Orthogroup	schistosoma_bovis	opisthorchis_viverrini
OG0000115	SBOV2_31010.2, SBOV2_31010.4, SBOV2_31010.5, SBOV2_31010.7, SBOV2_31010.10, SBOV2_31010.11, SBOV2_31010.8, SBOV2_31010.9, SBOV2_31010.1, SBOV2_31010.12, SBOV2_31010.13, SBOV2_31010.14, SBOV2_31010.3, SBOV2_31010.6	T265_14637
OG0000116	SBOV2_49500.1	T265_02129
OG0000117	SBOV2_37640.10, SBOV2_37640.11, SBOV2_37640.3, SBOV2_37640.12, SBOV2_37640.2, SBOV2_37640.5, SBOV2_37640.8, SBOV2_37640.6, SBOV2_37640.13, SBOV2_37640.9, SBOV2_37640.1, SBOV2_37640.7, SBOV2_37640.4	T265_11206
OG0000119	SBOV2_94370.2, SBOV2_94370.4, SBOV2_94370.1, SBOV2_94370.3, SBOV2_94360.1, SBOV2_94370.5	T265_12920
OG0000120	SBOV2_37560.1	T265_09108
OG0000122	SBOV2_79470.16, SBOV2_79470.19, SBOV2_79470.17, SBOV2_79470.18, SBOV2_79470.6, SBOV2_79470.2, SBOV2_79470.4, SBOV2_79470.10, SBOV2_79470.12, SBOV2_79470.1, SBOV2_79470.3, SBOV2_79470.5, SBOV2_79470.8, SBOV2_79470.13, SBOV2_79470.14, SBOV2_79470.9, SBOV2_79470.11, SBOV2_79470.15, SBOV2_79470.7	T265_15228, T265_15224
OG0000123	SBOV2_77610.14, SBOV2_77610.4, SBOV2_77610.9, SBOV2_77610.1, SBOV2_77610.12, SBOV2_77610.5, SBOV2_77610.6, SBOV2_77610.7, SBOV2_77610.10, SBOV2_77610.11, SBOV2_77610.13, SBOV2_77610.15, SBOV2_77610.8, SBOV2_77610.3, SBOV2_77610.2	T265_02792
OG0000125	SBOV2_1380.1, SBOV2_1380.5, SBOV2_1380.9, SBOV2_1380.4, SBOV2_1380.10, SBOV2_1380.2, SBOV2_1380.11, SBOV2_1380.3, SBOV2_1380.7, SBOV2_1380.8, SBOV2_1380.6	T265_13688
OG0000127	SBOV2_22060.1, SBOV2_22070.1, SBOV2_22070.2	T265_14567
OG0000128	SBOV2_42240.1, SBOV2_42240.2, SBOV2_42240.4, SBOV2_42240.6, SBOV2_42240.7, SBOV2_42240.8, SBOV2_42240.10, SBOV2_42240.3, SBOV2_42240.5, SBOV2_42240.9	T265_14408
OG0000129	SBOV2_35350.7, SBOV2_35350.6, SBOV2_35350.8, SBOV2_35350.2, SBOV2_35350.3, SBOV2_35350.1, SBOV2_35350.5, SBOV2_35350.4	T265_07587
OG0000130	SBOV2_81240.5, SBOV2_81240.1, SBOV2_81240.2, SBOV2_81240.3, SBOV2_81240.4	T265_04661
OG0000131	SBOV2_8510.1, SBOV2_85110.1, SBOV2_85090.1	T265_12829, T265_12830, T265_12581, T265_12545, T265_08101, T265_05571, T265_13814, T265_01520, T265_01523
OG0000132	SBOV2_32130.10, SBOV2_32130.11, SBOV2_32130.1, SBOV2_32130.2, SBOV2_32130.3, SBOV2_32130.4, SBOV2_32130.5, SBOV2_32130.6, SBOV2_32130.7, SBOV2_32130.8, SBOV2_32130.9	T265_00680
OG0000133	SBOV2_36000.9, SBOV2_36000.1, SBOV2_36000.2, SBOV2_36000.3, SBOV2_36000.4, SBOV2_36000.7, SBOV2_36000.5, SBOV2_36000.6, SBOV2_36000.8	T265_04893
OG0000134	SBOV2_19740.11, SBOV2_19740.20, SBOV2_19740.22, SBOV2_19740.19, SBOV2_19740.16, SBOV2_19740.21, SBOV2_19740.15, SBOV2_19740.9, SBOV2_19740.17, SBOV2_19740.18, SBOV2_19740.4, SBOV2_19740.7, SBOV2_19740.2, SBOV2_19740.1, SBOV2_19740.5, SBOV2_19740.3, SBOV2_19740.6, SBOV2_19740.10, SBOV2_19740.13, SBOV2_19740.8, SBOV2_19740.14, SBOV2_19740.12	T265_14784
OG0000135	SBOV2_13090.13, SBOV2_13090.8, SBOV2_13090.14, SBOV2_13090.9, SBOV2_13090.11, SBOV2_13090.1, SBOV2_13090.4, SBOV2_13090.5, SBOV2_13090.2, SBOV2_13090.6, SBOV2_13090.3, SBOV2_13090.10, SBOV2_13090.7, SBOV2_13090.12	T265_07991, T265_11510
OG0000136	SBOV2_8010.6, SBOV2_8010.14, SBOV2_8010.16, SBOV2_8010.19, SBOV2_8010.7, SBOV2_8010.2, SBOV2_8010.1, SBOV2_8010.12, SBOV2_8010.13, SBOV2_8010.15, SBOV2_8010.3, SBOV2_8010.4, SBOV2_8010.10, SBOV2_8010.18, SBOV2_8010.8, SBOV2_8010.5, SBOV2_8010.17, SBOV2_8010.9, SBOV2_7980.1, SBOV2_8010.11	T265_11527
OG0000138	SBOV2_86790.1, SBOV2_86790.2, SBOV2_86790.3, SBOV2_86790.4	T265_11205
OG0000138	SBOV2_44280.1	T265_13897
OG0000139	SBOV2_4010.12, SBOV2_4010.8, SBOV2_4010.1, SBOV2_4010.3, SBOV2_4010.6, SBOV2_4010.9, SBOV2_4010.11, SBOV2_4010.4, SBOV2_4010.5, SBOV2_4010.10, SBOV2_4010.2, SBOV2_4010.7	T265_03450
OG0000140	SBOV2_75210.1	T265_06793, T265_05820
OG0000142	SBOV2_19580.1, SBOV2_19590.1, SBOV2_19600.1, SBOV2_19630.1, SBOV2_19610.1, SBOV2_19620.1	T265_03704, T265_07291, T265_15439
OG0000143	SBOV2_67700.1, SBOV2_67720.2, SBOV2_67720.1, SBOV2_67730.1	T265_04146, T265_13432
OG0000144	SBOV2_50930.4, SBOV2_50930.1, SBOV2_50930.2, SBOV2_50930.3	T265_01304
OG0000144	SBOV2_39970.1	T265_12086
OG0000144	SBOV2_56210.1	T265_06668, T265_13782
OG0000145	SBOV2_34400.9, SBOV2_34400.8, SBOV2_34400.1, SBOV2_34400.11, SBOV2_34400.10, SBOV2_34400.6, SBOV2_34400.7, SBOV2_34400.5, SBOV2_34400.4, SBOV2_34400.2, SBOV2_34400.3	T265_14746
OG0000146	SBOV2_90430.1	T265_07748
OG0000146	SBOV2_55950.1	T265_07423, T265_07424
OG0000146	SBOV2_38490.2, SBOV2_38490.1	T265_08388
OG0000146	SBOV2_46580.1	T265_03861
OG0000149	SBOV2_51750.6, SBOV2_51750.7, SBOV2_51750.1, SBOV2_51750.10, SBOV2_51750.2, SBOV2_51750.3, SBOV2_51750.4, SBOV2_51750.8, SBOV2_51750.5, SBOV2_51750.9	T265_03520
OG0000151	SBOV2_63120.6, SBOV2_63120.5, SBOV2_63120.1, SBOV2_63120.3, SBOV2_63120.4, SBOV2_63120.2	T265_06094
OG0000152	SBOV2_10970.1, SBOV2_10850.1, SBOV2_10850.2, SBOV2_10850.3, SBOV2_10850.4, SBOV2_10850.7, SBOV2_10850.5, SBOV2_10850.6	T265_06135
OG0000153	SBOV2_49420.1, SBOV2_54720.1, SBOV2_54730.1, SBOV2_54740.1, SBOV2_54760.1, SBOV2_54810.1	T265_16031, T265_12191, T265_02887, T265_13113
OG0000154	SBOV2_17880.1, SBOV2_17880.3, SBOV2_17880.6, SBOV2_17880.4, SBOV2_17880.5, SBOV2_17880.7, SBOV2_17880.2	T265_03183
OG0000155	SBOV2_30700.8, SBOV2_30700.7, SBOV2_30700.4, SBOV2_30700.3, SBOV2_30700.5, SBOV2_30700.6, SBOV2_30700.10, SBOV2_30700.14, SBOV2_30700.11, SBOV2_30700.9, SBOV2_30700.2, SBOV2_30700.1, SBOV2_30700.17, SBOV2_30700.15, SBOV2_30700.16, SBOV2_30700.13, SBOV2_30700.12	T265_08299
OG0000156	SBOV2_19370.1	T265_00887, T265_16074
OG0000156	SBOV2_19360.1, SBOV2_19360.2, SBOV2_19360.6, SBOV2_19360.5, SBOV2_19360.7, SBOV2_19360.4, SBOV2_19360.8, SBOV2_19360.10, SBOV2_19360.9, SBOV2_19360.3	T265_03696, T265_15374
OG0000157	SBOV2_61330.1, SBOV2_61330.2	T265_06998, T265_11481
OG0000157	SBOV2_43240.1	T265_01460, T265_12799
OG0000157	SBOV2_93390.2, SBOV2_93390.4, SBOV2_93390.3, SBOV2_93390.1	T265_09530, T265_09531, T265_14875
OG0000158	SBOV2_5480.6, SBOV2_5480.1, SBOV2_5480.5, SBOV2_5480.2, SBOV2_5480.4, SBOV2_5480.3, SBOV2_5480.7, SBOV2_5480.8, SBOV2_5490.1, SBOV2_5490.2	T265_15093
OG0000159	SBOV2_61760.1	T265_08123
OG0000160	SBOV2_14300.2, SBOV2_14300.7, SBOV2_14300.3, SBOV2_14300.4, SBOV2_14300.8, SBOV2_14300.9, SBOV2_14300.6, SBOV2_14300.1, SBOV2_14300.5	T265_10045
OG0000161	SBOV2_32910.4, SBOV2_32910.6, SBOV2_32910.5, SBOV2_32910.1, SBOV2_32910.2, SBOV2_32910.3	T265_02978
OG0000164	SBOV2_60890.1	T265_13175
OG0000164	SBOV2_76260.1	T265_00011
OG0000164	SBOV2_50040.1	T265_00309
OG0000164	SBOV2_37240.1	T265_07457
OG0000165	SBOV2_65130.1	T265_11439
OG0000166	SBOV2_86830.1	T265_10300
OG0000167	SBOV2_74020.7, SBOV2_74020.6, SBOV2_74020.5, SBOV2_74020.2, SBOV2_74020.4, SBOV2_74020.3, SBOV2_74020.1	T265_06764
OG0000169	SBOV2_93670.1, SBOV2_43140.1	T265_09476
OG0000169	SBOV2_93140.1, SBOV2_93140.2	T265_02738, T265_02739, T265_02737
OG0000170	SBOV2_70050.1	T265_12986
OG0000171	SBOV2_28110.1, SBOV2_63950.1, SBOV2_17470.1, SBOV2_84040.1, SBOV2_42330.1, SBOV2_42340.1, SBOV2_42590.1, SBOV2_65160.1, SBOV2_39990.1, SBOV2_81710.1, SBOV2_77670.1	T265_03862, T265_12839, T265_04612, T265_00184
OG0000172	SBOV2_18270.1	T265_00976
OG0000173	SBOV2_81670.8, SBOV2_81670.1, SBOV2_81670.4, SBOV2_81670.3, SBOV2_81670.5, SBOV2_81670.6, SBOV2_81670.2, SBOV2_81670.10, SBOV2_81670.11, SBOV2_81670.9, SBOV2_81670.7	T265_02233
OG0000175	SBOV2_26570.1, SBOV2_26580.1, SBOV2_26580.2, SBOV2_26590.1, SBOV2_26600.1, SBOV2_26600.2, SBOV2_26600.3	T265_14593, T265_08511, T265_08509, T265_08510, T265_14591
OG0000176	SBOV2_17210.1, SBOV2_1870.1, SBOV2_1870.2, SBOV2_23090.1, SBOV2_4210.1	T265_07532, T265_09847
OG0000177	SBOV2_58230.3, SBOV2_58230.1, SBOV2_58230.2	T265_00175
OG0000178	SBOV2_41350.5, SBOV2_41350.4, SBOV2_41350.1, SBOV2_41350.6, SBOV2_41350.2, SBOV2_41350.3	T265_14067, T265_06556, T265_06557
OG0000179	SBOV2_55230.6, SBOV2_55230.9, SBOV2_55230.7, SBOV2_55230.8, SBOV2_55230.1, SBOV2_55230.2, SBOV2_55230.3, SBOV2_55230.4, SBOV2_55230.5, SBOV2_55240.1	T265_00043
OG0000180	SBOV2_79920.1, SBOV2_79920.2, SBOV2_79930.3, SBOV2_79930.2, SBOV2_79930.4, SBOV2_79930.1, SBOV2_79910.1	T265_07809
OG0000182	SBOV2_57380.1	T265_01820, T265_01818
OG0000182	SBOV2_38720.1, SBOV2_38720.2, SBOV2_38720.4, SBOV2_38720.3	T265_15629, T265_15631
OG0000183	SBOV2_34990.10, SBOV2_34990.9, SBOV2_34990.12, SBOV2_34990.13, SBOV2_34990.8, SBOV2_34990.1, SBOV2_34990.2, SBOV2_34990.3, SBOV2_34990.4, SBOV2_34990.6, SBOV2_34990.5, SBOV2_34990.11, SBOV2_34990.7	T265_03893
OG0000184	SBOV2_49230.1, SBOV2_49230.2, SBOV2_49230.3, SBOV2_49230.4, SBOV2_49230.5	T265_08817, T265_08819
OG0000184	SBOV2_49240.1, SBOV2_96710.1	T265_01209, T265_01210, T265_16188
OG0000185	SBOV2_34880.5, SBOV2_34880.7, SBOV2_34880.1, SBOV2_34880.6, SBOV2_34880.10, SBOV2_34880.13, SBOV2_34880.11, SBOV2_34880.12, SBOV2_34880.9, SBOV2_34880.2, SBOV2_34880.3, SBOV2_34880.4, SBOV2_34880.8	T265_08504
OG0000186	SBOV2_71520.3, SBOV2_71520.4, SBOV2_71520.7, SBOV2_71520.2, SBOV2_71520.5, SBOV2_71520.1, SBOV2_71520.6	T265_11314
OG0000187	SBOV2_53200.1	T265_00019
OG0000188	SBOV2_35880.4, SBOV2_35880.2, SBOV2_35880.3, SBOV2_35880.1, SBOV2_35880.5, SBOV2_35880.10, SBOV2_35880.11, SBOV2_35880.7, SBOV2_35880.8, SBOV2_35880.9, SBOV2_35880.6	T265_08339
OG0000189	SBOV2_6630.1	T265_02452, T265_02451
OG0000190	SBOV2_53780.1	T265_05088
OG0000191	SBOV2_29780.1, SBOV2_29690.1, SBOV2_29730.1, SBOV2_29740.1, SBOV2_29770.1	T265_04702, T265_04703
OG0000192	SBOV2_62620.7, SBOV2_62620.10, SBOV2_62620.11, SBOV2_62620.3, SBOV2_62620.4, SBOV2_62620.13, SBOV2_62620.5, SBOV2_62620.12, SBOV2_62620.1, SBOV2_62620.14, SBOV2_62620.6, SBOV2_62620.16, SBOV2_62620.8, SBOV2_62620.9, SBOV2_62620.15, SBOV2_62620.2	T265_05152, T265_13696
OG0000194	SBOV2_73960.3, SBOV2_73960.1, SBOV2_73960.2, SBOV2_73960.6, SBOV2_73960.4, SBOV2_73960.5	T265_13065
OG0000195	SBOV2_48040.3, SBOV2_48040.10, SBOV2_48040.2, SBOV2_48040.5, SBOV2_48040.7, SBOV2_48040.8, SBOV2_48040.4, SBOV2_48040.11, SBOV2_48040.6, SBOV2_48040.1, SBOV2_48040.9	T265_01951
OG0000196	SBOV2_89060.1	T265_01003, T265_08738
OG0000196	SBOV2_13600.1	T265_13637
OG0000198	SBOV2_14360.2, SBOV2_14360.7, SBOV2_14390.1, SBOV2_14360.8, SBOV2_14360.3, SBOV2_14360.4, SBOV2_14360.5, SBOV2_14360.6, SBOV2_14390.4, SBOV2_14390.3, SBOV2_14390.5, SBOV2_14360.1, SBOV2_14390.2	T265_15102
OG0000199	SBOV2_35200.1, SBOV2_35480.1	T265_11013
OG0000201	SBOV2_27340.13, SBOV2_27340.9, SBOV2_27340.2, SBOV2_27340.4, SBOV2_27340.7, SBOV2_27340.3, SBOV2_27340.12, SBOV2_27340.1, SBOV2_27340.10, SBOV2_27340.11, SBOV2_27340.5, SBOV2_27340.6, SBOV2_27340.8	T265_08652
OG0000202	SBOV2_49400.1, SBOV2_49400.2, SBOV2_49400.3	T265_10935
OG0000203	SBOV2_81340.18, SBOV2_81340.4, SBOV2_81340.5, SBOV2_81340.1, SBOV2_81340.11, SBOV2_81340.15, SBOV2_81340.17, SBOV2_81340.9, SBOV2_81340.21, SBOV2_81340.23, SBOV2_81340.7, SBOV2_81340.8, SBOV2_81340.10, SBOV2_81340.13, SBOV2_81340.19, SBOV2_81340.20, SBOV2_81340.14, SBOV2_81340.16, SBOV2_81340.22, SBOV2_81340.3, SBOV2_81340.6, SBOV2_81340.12, SBOV2_81340.2	T265_11084
OG0000205	SBOV2_18140.3, SBOV2_18140.4, SBOV2_18140.1, SBOV2_18140.2, SBOV2_18140.5, SBOV2_18140.6, SBOV2_18140.7, SBOV2_18140.8, SBOV2_18140.9	T265_09508
OG0000206	SBOV2_32930.1, SBOV2_32930.10, SBOV2_32930.11, SBOV2_32930.4, SBOV2_32930.5, SBOV2_32930.6, SBOV2_32930.8, SBOV2_32930.2, SBOV2_32930.7, SBOV2_32930.9, SBOV2_32930.3	T265_14079
OG0000207	SBOV2_32040.1, SBOV2_32010.1, SBOV2_32020.1, SBOV2_32000.1, SBOV2_32030.1	T265_08744, T265_03601, T265_08745, T265_03786, T265_10778
OG0000208	SBOV2_72090.8, SBOV2_72090.6, SBOV2_72090.10, SBOV2_72090.1, SBOV2_72090.2, SBOV2_72090.5, SBOV2_72090.9, SBOV2_72090.7, SBOV2_72090.3, SBOV2_72090.4	T265_08097
OG0000209	SBOV2_8730.1, SBOV2_8730.4, SBOV2_8730.3, SBOV2_8730.2, SBOV2_8730.6, SBOV2_8730.9, SBOV2_8730.11, SBOV2_8730.7, SBOV2_8730.8, SBOV2_8730.10, SBOV2_8730.5	T265_07713
OG0000210	SBOV2_84490.1, SBOV2_84490.11, SBOV2_84490.2, SBOV2_84490.8, SBOV2_84490.6, SBOV2_84490.4, SBOV2_84490.5, SBOV2_84490.7, SBOV2_84490.10, SBOV2_84490.9, SBOV2_84490.12, SBOV2_84490.3, SBOV2_84490.13	T265_02395, T265_06283
OG0000211	SBOV2_6850.1, SBOV2_6850.4, SBOV2_6850.10, SBOV2_6850.11, SBOV2_6850.9, SBOV2_6850.2, SBOV2_6850.3, SBOV2_6850.5, SBOV2_6850.8, SBOV2_6850.7, SBOV2_6850.6	T265_11721
OG0000212	SBOV2_24920.3, SBOV2_24920.9, SBOV2_24920.8, SBOV2_24920.7, SBOV2_24920.1, SBOV2_24920.2, SBOV2_24920.4, SBOV2_24920.5, SBOV2_24920.6	T265_13666
OG0000213	SBOV2_15330.12, SBOV2_15330.11, SBOV2_15330.10, SBOV2_15330.4, SBOV2_15330.6, SBOV2_15330.8, SBOV2_15330.13, SBOV2_15330.14, SBOV2_15330.9, SBOV2_15330.1, SBOV2_15330.2, SBOV2_15330.3, SBOV2_15330.5, SBOV2_15330.7	T265_00196
OG0000214	SBOV2_4700.1	T265_07833
OG0000217	SBOV2_35260.8, SBOV2_35260.4, SBOV2_35260.1, SBOV2_35260.2, SBOV2_35260.3, SBOV2_35260.5, SBOV2_35260.6, SBOV2_35260.7	T265_09745
OG0000218	SBOV2_16240.2, SBOV2_16240.8, SBOV2_16240.18, SBOV2_16240.17, SBOV2_16240.19, SBOV2_16240.1, SBOV2_16240.10, SBOV2_16240.11, SBOV2_16240.12, SBOV2_16240.14, SBOV2_16240.16, SBOV2_16240.20, SBOV2_16240.9, SBOV2_16240.7, SBOV2_16240.4, SBOV2_16240.6, SBOV2_16240.15, SBOV2_16240.3, SBOV2_16240.5, SBOV2_16240.13	T265_14088
OG0000219	SBOV2_59900.8, SBOV2_59900.10, SBOV2_59900.4, SBOV2_59900.6, SBOV2_59900.7, SBOV2_59900.3, SBOV2_59900.9, SBOV2_59900.11, SBOV2_59900.2, SBOV2_59900.5, SBOV2_59900.12, SBOV2_59900.1	T265_02042
OG0000220	SBOV2_73220.1	T265_02843
OG0000221	SBOV2_9760.1	T265_08529, T265_14604
OG0000221	SBOV2_2510.1, SBOV2_2510.2	T265_06922
OG0000222	SBOV2_75430.3, SBOV2_75430.1, SBOV2_75430.2, SBOV2_75430.4	T265_06992
OG0000223	SBOV2_9970.4, SBOV2_9970.17, SBOV2_9970.11, SBOV2_9970.16, SBOV2_9970.2, SBOV2_9970.6, SBOV2_9970.1, SBOV2_9970.10, SBOV2_9970.12, SBOV2_9970.13, SBOV2_9970.14, SBOV2_9970.15, SBOV2_9970.3, SBOV2_9970.7, SBOV2_9970.9, SBOV2_9970.5, SBOV2_9970.8	T265_10052
OG0000224	SBOV2_6020.4, SBOV2_6020.1, SBOV2_6020.10, SBOV2_6020.2, SBOV2_6020.3, SBOV2_6020.5, SBOV2_6020.6, SBOV2_6020.7, SBOV2_6020.8, SBOV2_6020.9	T265_04345
OG0000225	SBOV2_3090.1	T265_12484
OG0000226	SBOV2_32530.11, SBOV2_32530.15, SBOV2_32530.7, SBOV2_32530.8, SBOV2_32530.10, SBOV2_32530.9, SBOV2_32530.12, SBOV2_32530.16, SBOV2_32530.1, SBOV2_32530.3, SBOV2_32530.5, SBOV2_32530.14, SBOV2_32530.4, SBOV2_32530.6, SBOV2_32530.17, SBOV2_32530.2, SBOV2_32530.13	T265_14337
OG0000227	SBOV2_68480.1	T265_07183
OG0000228	SBOV2_25760.8, SBOV2_25760.9, SBOV2_25760.12, SBOV2_25760.18, SBOV2_25760.15, SBOV2_25760.13, SBOV2_25760.11, SBOV2_25760.14, SBOV2_25760.5, SBOV2_25760.7, SBOV2_25760.4, SBOV2_25760.6, SBOV2_25760.10, SBOV2_25760.16, SBOV2_25760.17, SBOV2_25760.1, SBOV2_25760.3, SBOV2_25760.2, SBOV2_25760.19	T265_08398
OG0000229	SBOV2_58630.1, SBOV2_58630.3, SBOV2_58630.6, SBOV2_58630.7, SBOV2_58630.2, SBOV2_58630.4, SBOV2_58630.5, SBOV2_58630.8	T265_08218, T265_14510
OG0000230	SBOV2_62800.7, SBOV2_62800.9, SBOV2_62800.6, SBOV2_62800.8, SBOV2_62800.12, SBOV2_62800.4, SBOV2_62800.1, SBOV2_62800.11, SBOV2_62800.3, SBOV2_62800.5, SBOV2_62800.2, SBOV2_62800.10	T265_12726
OG0000234	SBOV2_29380.3, SBOV2_29380.5, SBOV2_29380.8, SBOV2_29380.1, SBOV2_29380.2, SBOV2_29380.4, SBOV2_29380.6, SBOV2_29380.7, SBOV2_29380.11, SBOV2_29380.10, SBOV2_29380.9	T265_10531
OG0000235	SBOV2_3870.1	T265_12698, T265_01014
OG0000236	SBOV2_51250.5, SBOV2_51250.3, SBOV2_51250.4, SBOV2_51250.2, SBOV2_51250.1, SBOV2_51250.6, SBOV2_51250.7	T265_03312
OG0000237	SBOV2_53370.5, SBOV2_53370.10, SBOV2_53370.6, SBOV2_53370.13, SBOV2_53370.4, SBOV2_53370.9, SBOV2_53370.12, SBOV2_53370.2, SBOV2_53370.3, SBOV2_53370.8, SBOV2_53370.1, SBOV2_53370.11, SBOV2_53370.14, SBOV2_53370.7	T265_01303
OG0000239	SBOV2_40250.1, SBOV2_84300.1	T265_04264
OG0000240	SBOV2_38170.2, SBOV2_38170.4, SBOV2_38170.1, SBOV2_38170.3, SBOV2_38170.6, SBOV2_38170.7, SBOV2_38170.8, SBOV2_38170.5	T265_07380, T265_07378
OG0000241	SBOV2_6960.1, SBOV2_6960.2, SBOV2_6970.1	T265_06506, T265_11039
OG0000241	SBOV2_23340.1	T265_07506
OG0000242	SBOV2_7870.1, SBOV2_7870.2, SBOV2_7870.3, SBOV2_7870.4, SBOV2_7870.5, SBOV2_7870.6, SBOV2_7870.7	T265_13733
OG0000243	SBOV2_5260.2, SBOV2_5260.5, SBOV2_5260.6, SBOV2_5260.7, SBOV2_5260.8, SBOV2_5260.1, SBOV2_5260.10, SBOV2_5260.11, SBOV2_5260.4, SBOV2_5260.9, SBOV2_5260.3	T265_05124
OG0000244	SBOV2_6120.4, SBOV2_6120.2, SBOV2_6120.3, SBOV2_6120.5, SBOV2_6120.7, SBOV2_6120.1, SBOV2_6120.6	T265_15435
OG0000245	SBOV2_17650.1, SBOV2_17640.1	T265_14174, T265_14575
OG0000246	SBOV2_81370.2, SBOV2_81370.4, SBOV2_81370.3, SBOV2_81370.1, SBOV2_81370.5, SBOV2_81370.7, SBOV2_81370.6, SBOV2_81370.8, SBOV2_81370.9	T265_10932
OG0000247	SBOV2_4900.6, SBOV2_4900.1, SBOV2_4900.4, SBOV2_4900.5, SBOV2_4900.3, SBOV2_4900.2	T265_15298
OG0000248	SBOV2_64560.1, SBOV2_64560.2, SBOV2_64560.6, SBOV2_64560.4, SBOV2_64560.3, SBOV2_64560.5	T265_04925
OG0000249	SBOV2_18530.7, SBOV2_18530.6, SBOV2_18530.1, SBOV2_18530.2, SBOV2_18530.5, SBOV2_18530.3, SBOV2_18530.4	T265_03415
OG0000250	SBOV2_27800.2, SBOV2_27800.3, SBOV2_27800.5, SBOV2_27800.1, SBOV2_27800.6, SBOV2_27800.4	T265_06450
OG0000251	SBOV2_77780.5, SBOV2_77780.3, SBOV2_77780.8, SBOV2_77780.4, SBOV2_77780.1, SBOV2_77780.2, SBOV2_77780.6, SBOV2_77780.7	T265_09163
OG0000252	SBOV2_28610.1, SBOV2_28610.2, SBOV2_28610.5, SBOV2_28610.3, SBOV2_28610.4	T265_02607
OG0000253	SBOV2_17410.5, SBOV2_96880.3, SBOV2_96880.8, SBOV2_17410.1, SBOV2_96880.4, SBOV2_17410.2, SBOV2_17410.6, SBOV2_96880.5, SBOV2_17410.4, SBOV2_17410.3, SBOV2_96880.2, SBOV2_96880.7, SBOV2_96880.1, SBOV2_96880.11, SBOV2_96880.6, SBOV2_17410.10, SBOV2_17410.7, SBOV2_17410.8, SBOV2_17410.9, SBOV2_96880.10, SBOV2_96880.9	T265_10374
OG0000254	SBOV2_9020.5, SBOV2_9020.8, SBOV2_9020.3, SBOV2_9020.2, SBOV2_9020.1, SBOV2_9020.4, SBOV2_9020.6, SBOV2_9020.7	T265_06296, T265_06297
OG0000255	SBOV2_38920.3, SBOV2_38920.1, SBOV2_38920.6, SBOV2_38920.8, SBOV2_38920.2, SBOV2_38920.7, SBOV2_38920.4, SBOV2_38920.5	T265_13093
OG0000257	SBOV2_41450.4, SBOV2_41450.12, SBOV2_41450.13, SBOV2_41450.1, SBOV2_41450.10, SBOV2_41450.2, SBOV2_41450.3, SBOV2_41450.5, SBOV2_41450.6, SBOV2_41450.7, SBOV2_41450.8, SBOV2_41450.9, SBOV2_41450.11	T265_14891
OG0000258	SBOV2_12240.2, SBOV2_12240.4, SBOV2_12240.3, SBOV2_12240.1, SBOV2_12240.6, SBOV2_12240.7, SBOV2_12240.5	T265_07887
OG0000259	SBOV2_25560.1	T265_11833
OG0000260	SBOV2_21310.1	T265_02300
OG0000261	SBOV2_69720.3, SBOV2_69720.5, SBOV2_69720.6, SBOV2_69720.4, SBOV2_69720.1, SBOV2_69720.2, SBOV2_69720.7, SBOV2_96620.1	T265_01967
OG0000262	SBOV2_36660.5, SBOV2_36660.2, SBOV2_36660.7, SBOV2_36660.6, SBOV2_36660.4, SBOV2_36660.1, SBOV2_36660.3, SBOV2_36660.8, SBOV2_36660.9	T265_02991
OG0000263	SBOV2_63940.6, SBOV2_63940.7, SBOV2_63940.4, SBOV2_63940.2, SBOV2_63940.5, SBOV2_63940.3, SBOV2_63940.1	T265_01552
OG0000264	SBOV2_84090.1, SBOV2_84100.1	T265_06018
OG0000264	SBOV2_4920.3, SBOV2_4920.2, SBOV2_4920.1	T265_00952
OG0000266	SBOV2_81230.2, SBOV2_81230.5	T265_04658, T265_12225
OG0000267	SBOV2_80490.1, SBOV2_80490.4, SBOV2_80490.5, SBOV2_80490.2, SBOV2_80490.3	T265_06971, T265_06972
OG0000268	SBOV2_71160.1	T265_01937
OG0000268	SBOV2_7440.1, SBOV2_7440.2	T265_14773
OG0000269	SBOV2_3960.1, SBOV2_3960.13, SBOV2_3960.2, SBOV2_3960.4, SBOV2_3960.5, SBOV2_3960.6, SBOV2_3960.7, SBOV2_3960.8, SBOV2_3960.9, SBOV2_3960.12, SBOV2_3960.14, SBOV2_3960.10, SBOV2_3960.3, SBOV2_3960.11, SBOV2_95900.3, SBOV2_95900.1, SBOV2_95900.4, SBOV2_95900.2, SBOV2_95900.5, SBOV2_95900.6	T265_07262
OG0000270	SBOV2_40700.2, SBOV2_40700.4, SBOV2_40700.3, SBOV2_40700.6, SBOV2_40700.7, SBOV2_40700.9, SBOV2_40700.5, SBOV2_40700.1, SBOV2_40700.8	T265_05581
OG0000271	SBOV2_54570.1	T265_15071
OG0000272	SBOV2_14530.3, SBOV2_14530.1, SBOV2_14530.2	T265_07370, T265_06215
OG0000273	SBOV2_8180.1, SBOV2_8180.6, SBOV2_8180.15, SBOV2_8180.16, SBOV2_8180.2, SBOV2_8180.20, SBOV2_8180.12, SBOV2_8180.10, SBOV2_8180.14, SBOV2_8180.13, SBOV2_8180.7, SBOV2_8180.3, SBOV2_8180.11, SBOV2_8180.18, SBOV2_8180.19, SBOV2_8180.4, SBOV2_8180.5, SBOV2_8180.8, SBOV2_8180.9, SBOV2_8180.17	T265_01594
