Orthogroup	schistosoma_bovis	schistosoma_curassoni
OG0000061	SBOV2_52980.1, SBOV2_52980.2, SBOV2_52980.13, SBOV2_52980.14, SBOV2_52980.11, SBOV2_52980.4, SBOV2_52980.12, SBOV2_52980.5, SBOV2_52980.6	SCUR1_52590.9, SCUR1_52590.8, SCUR1_52590.1, SCUR1_52590.3, SCUR1_52590.4, SCUR1_52590.2, SCUR1_52590.5, SCUR1_52590.6
OG0000062	SBOV2_6080.14, SBOV2_6080.15, SBOV2_6080.5, SBOV2_6080.7, SBOV2_6080.1, SBOV2_6080.10, SBOV2_6080.2, SBOV2_6080.3, SBOV2_6080.9, SBOV2_6080.13, SBOV2_6080.6, SBOV2_6080.8, SBOV2_6080.11, SBOV2_6080.4, SBOV2_6080.12	SCUR1_6120.4, SCUR1_6120.8, SCUR1_6120.7, SCUR1_6120.9, SCUR1_6120.5, SCUR1_6120.1, SCUR1_6120.6
OG0000063	SBOV2_28360.11	SCUR1_39570.3
OG0000063	SBOV2_28360.6, SBOV2_28360.3, SBOV2_28360.5, SBOV2_28360.10, SBOV2_28360.4, SBOV2_28360.8	SCUR1_39570.10, SCUR1_39570.6, SCUR1_39570.8, SCUR1_39570.1, SCUR1_39570.15
OG0000063	SBOV2_28360.7, SBOV2_28360.1, SBOV2_28360.2, SBOV2_28360.9	SCUR1_39570.16, SCUR1_39570.13, SCUR1_39570.14, SCUR1_39570.11, SCUR1_39570.2, SCUR1_39570.9, SCUR1_39570.12
OG0000064	SBOV2_4260.9, SBOV2_4260.4, SBOV2_4260.11, SBOV2_4260.14, SBOV2_4260.6, SBOV2_4260.13, SBOV2_4260.2, SBOV2_4260.8, SBOV2_4260.15, SBOV2_4260.5, SBOV2_4260.12, SBOV2_4260.1, SBOV2_4260.10, SBOV2_4260.3, SBOV2_4260.7	SCUR1_4200.1
OG0000065	SBOV2_22570.1, SBOV2_22560.1	SCUR1_22980.1
OG0000066	SBOV2_30560.11, SBOV2_30560.7	SCUR1_37290.5
OG0000066	SBOV2_30560.3, SBOV2_30560.5, SBOV2_30560.12, SBOV2_30560.10, SBOV2_30560.4, SBOV2_30560.6, SBOV2_30560.2, SBOV2_30560.8, SBOV2_30560.9	SCUR1_37290.9
OG0000066	SBOV2_30560.1	SCUR1_37290.1
OG0000067	SBOV2_67100.10, SBOV2_67100.15, SBOV2_67100.16	SCUR1_67110.2
OG0000067	SBOV2_67100.12, SBOV2_67100.13, SBOV2_67100.2	SCUR1_67110.1, SCUR1_67110.4, SCUR1_67110.5, SCUR1_67110.6, SCUR1_67110.7, SCUR1_67110.9, SCUR1_67110.8, SCUR1_67110.3
OG0000068	SBOV2_51770.1	SCUR1_53860.1
OG0000068	SBOV2_93650.1	SCUR1_93300.1
OG0000068	SBOV2_31110.3	SCUR1_36720.2
OG0000068	SBOV2_31110.1	SCUR1_36720.4
OG0000068	SBOV2_38890.1	SCUR1_28800.1
OG0000069	SBOV2_20000.13, SBOV2_20000.6, SBOV2_20000.7, SBOV2_20000.9, SBOV2_20000.12, SBOV2_20000.4, SBOV2_20000.5, SBOV2_20000.10, SBOV2_20000.2, SBOV2_20000.3, SBOV2_20000.11, SBOV2_20000.1, SBOV2_20000.8	SCUR1_20660.13, SCUR1_20660.14, SCUR1_20660.18, SCUR1_20660.26, SCUR1_20660.36, SCUR1_20660.27, SCUR1_20660.23, SCUR1_20660.24, SCUR1_20660.28, SCUR1_20660.17, SCUR1_20660.2, SCUR1_20660.20, SCUR1_20660.21, SCUR1_20660.22, SCUR1_20660.25, SCUR1_20660.3, SCUR1_20660.4, SCUR1_20660.6, SCUR1_20660.7, SCUR1_20660.8, SCUR1_20660.1, SCUR1_20660.12, SCUR1_20660.5, SCUR1_20660.10, SCUR1_20660.16, SCUR1_20660.29, SCUR1_20660.30, SCUR1_20660.31, SCUR1_20660.32, SCUR1_20660.33, SCUR1_20660.9, SCUR1_20660.34, SCUR1_20660.35, SCUR1_20660.11, SCUR1_20660.15, SCUR1_20660.19
OG0000070	SBOV2_43000.4, SBOV2_43000.8	SCUR1_43900.6, SCUR1_43900.7, SCUR1_43900.12, SCUR1_43900.8, SCUR1_43900.3
OG0000070	SBOV2_43000.5, SBOV2_43000.3	SCUR1_43900.1, SCUR1_43900.11, SCUR1_43900.9, SCUR1_43900.5, SCUR1_43900.4, SCUR1_43900.13, SCUR1_43900.14, SCUR1_43900.10
OG0000071	SBOV2_33490.1, SBOV2_33490.13, SBOV2_33490.2, SBOV2_33490.3, SBOV2_33490.5, SBOV2_33490.6, SBOV2_33490.7, SBOV2_33490.8, SBOV2_33490.11, SBOV2_33490.12, SBOV2_33490.15, SBOV2_33490.16, SBOV2_33490.4, SBOV2_33490.9, SBOV2_33490.10, SBOV2_33490.14	SCUR1_34320.1, SCUR1_34320.3, SCUR1_34320.4, SCUR1_34320.5, SCUR1_34320.2, SCUR1_34320.6
OG0000072	SBOV2_88630.26, SBOV2_88630.2, SBOV2_88630.1	SCUR1_88280.1, SCUR1_88280.8, SCUR1_88280.4, SCUR1_88280.6
OG0000073	SBOV2_50220.2	SCUR1_55360.1
OG0000073	SBOV2_50220.2	SCUR1_55360.5
OG0000073	SBOV2_50220.2	SCUR1_55360.8
OG0000073	SBOV2_50220.2	SCUR1_55360.9
OG0000073	SBOV2_50220.4	SCUR1_55360.1
OG0000073	SBOV2_50220.4	SCUR1_55360.5
OG0000073	SBOV2_50220.4	SCUR1_55360.8
OG0000073	SBOV2_50220.4	SCUR1_55360.9
OG0000073	SBOV2_50220.5	SCUR1_55360.1
OG0000073	SBOV2_50220.5	SCUR1_55360.5
OG0000073	SBOV2_50220.5	SCUR1_55360.8
OG0000073	SBOV2_50220.5	SCUR1_55360.9
OG0000073	SBOV2_50220.6	SCUR1_55360.1
OG0000073	SBOV2_50220.6	SCUR1_55360.5
OG0000073	SBOV2_50220.6	SCUR1_55360.8
OG0000073	SBOV2_50220.6	SCUR1_55360.9
OG0000073	SBOV2_50230.1	SCUR1_55360.1
OG0000073	SBOV2_50230.1	SCUR1_55360.5
OG0000073	SBOV2_50230.1	SCUR1_55360.8
OG0000073	SBOV2_50230.1	SCUR1_55360.9
OG0000073	SBOV2_50220.1	SCUR1_55360.3
OG0000073	SBOV2_50220.1	SCUR1_55360.4
OG0000073	SBOV2_50220.1	SCUR1_55360.6
OG0000073	SBOV2_50220.3	SCUR1_55360.3
OG0000073	SBOV2_50220.3	SCUR1_55360.4
OG0000073	SBOV2_50220.3	SCUR1_55360.6
OG0000073	SBOV2_50230.2	SCUR1_55360.3
OG0000073	SBOV2_50230.2	SCUR1_55360.4
OG0000073	SBOV2_50230.2	SCUR1_55360.6
OG0000073	SBOV2_50230.3	SCUR1_55360.3
OG0000073	SBOV2_50230.3	SCUR1_55360.4
OG0000073	SBOV2_50230.3	SCUR1_55360.6
OG0000073	SBOV2_50230.4	SCUR1_55360.3
OG0000073	SBOV2_50230.4	SCUR1_55360.4
OG0000073	SBOV2_50230.4	SCUR1_55360.6
OG0000073	SBOV2_50230.5	SCUR1_55360.3
OG0000073	SBOV2_50230.5	SCUR1_55360.4
OG0000073	SBOV2_50230.5	SCUR1_55360.6
OG0000074	SBOV2_87160.1	SCUR1_86750.1, SCUR1_86750.2
OG0000074	SBOV2_11150.1	SCUR1_11360.1
OG0000074	SBOV2_87240.1	SCUR1_86850.1, SCUR1_86850.2
OG0000075	SBOV2_33720.3, SBOV2_33720.4, SBOV2_33720.5, SBOV2_33720.10, SBOV2_33720.11, SBOV2_33720.12, SBOV2_33720.13, SBOV2_33720.2, SBOV2_33720.6, SBOV2_33720.7, SBOV2_33720.8, SBOV2_33720.9, SBOV2_33720.1	SCUR1_34050.1
OG0000076	SBOV2_89870.3	SCUR1_89500.3, SCUR1_89500.4
OG0000076	SBOV2_89870.1	SCUR1_89500.1
OG0000076	SBOV2_89870.2	SCUR1_89500.2
OG0000076	SBOV2_3940.6, SBOV2_3940.5, SBOV2_3940.4	SCUR1_3860.1, SCUR1_3860.2
OG0000077	SBOV2_10610.11, SBOV2_10610.9, SBOV2_10610.2, SBOV2_10610.4, SBOV2_10610.8, SBOV2_10610.6, SBOV2_10610.10, SBOV2_10610.3, SBOV2_10610.5, SBOV2_10610.7	SCUR1_10810.3, SCUR1_10810.4, SCUR1_10810.5, SCUR1_10810.2, SCUR1_10810.1, SCUR1_10810.6, SCUR1_10810.7
OG0000078	SBOV2_5510.1	SCUR1_5570.1
OG0000078	SBOV2_5510.11, SBOV2_5510.13, SBOV2_5510.15, SBOV2_5510.16, SBOV2_5510.17, SBOV2_5510.4	SCUR1_5570.4
OG0000078	SBOV2_5510.10, SBOV2_5510.12, SBOV2_5510.14, SBOV2_5510.2, SBOV2_5510.3, SBOV2_5510.5, SBOV2_5510.6, SBOV2_5510.7, SBOV2_5510.8, SBOV2_5510.9	SCUR1_5570.2, SCUR1_5570.3, SCUR1_5570.5, SCUR1_5570.7, SCUR1_5570.6
OG0000079	SBOV2_36930.1	SCUR1_30630.2, SCUR1_30630.1, SCUR1_30630.3
OG0000079	SBOV2_51700.9	SCUR1_53930.3, SCUR1_53930.2, SCUR1_53930.4, SCUR1_53930.6, SCUR1_53930.1, SCUR1_53930.5, SCUR1_53930.7
OG0000080	SBOV2_43400.13, SBOV2_43400.12, SBOV2_43400.16, SBOV2_43400.17	SCUR1_44300.10, SCUR1_44300.3, SCUR1_44300.5, SCUR1_44300.4, SCUR1_44300.1, SCUR1_44300.16, SCUR1_44300.11, SCUR1_44300.7, SCUR1_44300.8
OG0000080	SBOV2_43400.4, SBOV2_43400.11, SBOV2_43400.6, SBOV2_43400.10, SBOV2_43400.1, SBOV2_43400.2, SBOV2_43400.3, SBOV2_43400.14, SBOV2_43400.9, SBOV2_43400.7, SBOV2_43400.5, SBOV2_43400.15	SCUR1_44300.15, SCUR1_44300.6, SCUR1_44300.13, SCUR1_44300.2, SCUR1_44300.12, SCUR1_44300.14, SCUR1_44300.9
OG0000081	SBOV2_96020.1	SCUR1_46320.1, SCUR1_46330.1
OG0000081	SBOV2_42760.1, SBOV2_77180.1	SCUR1_73070.1
OG0000081	SBOV2_55930.1	SCUR1_32970.1
OG0000082	SBOV2_10250.1	SCUR1_10450.1, SCUR1_10450.2, SCUR1_10450.15, SCUR1_10450.16, SCUR1_10450.18, SCUR1_10450.11, SCUR1_10450.17, SCUR1_10450.3, SCUR1_10450.4, SCUR1_10450.7, SCUR1_10450.9, SCUR1_10450.10, SCUR1_10450.13, SCUR1_10450.14, SCUR1_10450.5, SCUR1_10450.6, SCUR1_10450.8, SCUR1_10450.19, SCUR1_10450.12
OG0000084	SBOV2_87590.1	SCUR1_43350.1, SCUR1_29340.1
OG0000084	SBOV2_49690.1, SBOV2_75470.1, SBOV2_52520.1, SBOV2_18010.1	SCUR1_1000.1
OG0000084	SBOV2_69570.1	SCUR1_44670.1, SCUR1_80920.1
OG0000085	SBOV2_31240.5, SBOV2_31240.1, SBOV2_31240.10, SBOV2_31240.2, SBOV2_31240.4, SBOV2_31240.6, SBOV2_31240.7, SBOV2_31240.8, SBOV2_31240.3, SBOV2_31240.9	SCUR1_36590.1, SCUR1_36590.6, SCUR1_36590.2, SCUR1_36590.3, SCUR1_36590.4, SCUR1_36590.5
OG0000086	SBOV2_72400.4, SBOV2_72400.3, SBOV2_72400.7, SBOV2_72400.9, SBOV2_72400.2, SBOV2_72400.5, SBOV2_72400.6, SBOV2_72400.8, SBOV2_72400.1	SCUR1_72390.10, SCUR1_72390.8, SCUR1_72390.2, SCUR1_72390.5, SCUR1_72390.12, SCUR1_72390.13, SCUR1_72390.11, SCUR1_72390.7, SCUR1_72390.9, SCUR1_72390.4
OG0000087	SBOV2_52670.10, SBOV2_52670.11, SBOV2_52670.8, SBOV2_52670.9, SBOV2_52670.13, SBOV2_52670.12	SCUR1_52940.3, SCUR1_52940.10, SCUR1_52940.8, SCUR1_52940.4, SCUR1_52940.9
OG0000087	SBOV2_52670.4, SBOV2_52670.5, SBOV2_52670.1, SBOV2_52670.3, SBOV2_52670.6, SBOV2_52670.7, SBOV2_52670.2	SCUR1_52940.1, SCUR1_52940.5, SCUR1_52940.6, SCUR1_52940.7, SCUR1_52940.2
OG0000088	SBOV2_3130.1	SCUR1_3030.5, SCUR1_3030.1, SCUR1_3030.3
OG0000088	SBOV2_3130.6, SBOV2_3130.2, SBOV2_3130.5, SBOV2_3130.3, SBOV2_3130.4	SCUR1_3030.4
OG0000088	SBOV2_3120.5	SCUR1_3020.1, SCUR1_3020.2, SCUR1_3020.3, SCUR1_3020.7
OG0000088	SBOV2_3120.1, SBOV2_3120.2, SBOV2_3120.3	SCUR1_3020.5, SCUR1_3020.4, SCUR1_3020.6, SCUR1_3020.9
OG0000088	SBOV2_3120.4, SBOV2_3120.6	SCUR1_3020.8
OG0000090	SBOV2_49320.5, SBOV2_49320.6, SBOV2_49320.1, SBOV2_49320.2, SBOV2_49320.3, SBOV2_49320.4	SCUR1_49980.5, SCUR1_49980.1, SCUR1_49980.8, SCUR1_49980.2, SCUR1_49980.3, SCUR1_49980.4, SCUR1_49980.6, SCUR1_49980.7
OG0000091	SBOV2_47220.1, SBOV2_47220.2	SCUR1_47950.1
OG0000092	SBOV2_2240.2	SCUR1_2070.1, SCUR1_2070.4
OG0000092	SBOV2_2240.1	SCUR1_2070.2, SCUR1_2070.3, SCUR1_2070.5, SCUR1_2070.6
OG0000092	SBOV2_12900.5	SCUR1_13260.3, SCUR1_13260.4, SCUR1_13260.8
OG0000092	SBOV2_12900.3	SCUR1_13260.2, SCUR1_13260.7, SCUR1_13260.5, SCUR1_13260.6
OG0000092	SBOV2_12900.4, SBOV2_12900.1, SBOV2_12900.2	SCUR1_13260.1
OG0000093	SBOV2_27670.1	SCUR1_40300.1
OG0000093	SBOV2_28460.2, SBOV2_28470.1, SBOV2_28450.1, SBOV2_28460.1, SBOV2_28460.3	SCUR1_96410.1, SCUR1_96420.1
OG0000094	SBOV2_8390.8, SBOV2_8390.2, SBOV2_8390.3, SBOV2_8390.13, SBOV2_8390.4, SBOV2_8390.5, SBOV2_8390.6, SBOV2_8390.11, SBOV2_8390.9, SBOV2_8390.1, SBOV2_8390.7, SBOV2_8390.10, SBOV2_8390.12	SCUR1_8440.11, SCUR1_8440.13, SCUR1_8440.5, SCUR1_8440.9, SCUR1_8440.4, SCUR1_8440.6, SCUR1_8440.7, SCUR1_8440.1, SCUR1_8440.2, SCUR1_8440.3, SCUR1_8440.8, SCUR1_8440.12, SCUR1_8440.16, SCUR1_8440.15, SCUR1_8440.14, SCUR1_8440.10
OG0000095	SBOV2_61050.15	SCUR1_61370.9
OG0000095	SBOV2_61050.9	SCUR1_61370.2, SCUR1_61370.8
OG0000096	SBOV2_32350.7, SBOV2_32350.2, SBOV2_32350.9	SCUR1_35430.12
OG0000096	SBOV2_32350.1, SBOV2_32350.8, SBOV2_32350.5, SBOV2_32350.4, SBOV2_32350.10, SBOV2_32350.6, SBOV2_32350.11, SBOV2_32350.3	SCUR1_35430.2, SCUR1_35430.15, SCUR1_35430.9, SCUR1_35430.11, SCUR1_35430.7, SCUR1_35430.1, SCUR1_35430.13, SCUR1_35430.3
OG0000097	SBOV2_6860.14, SBOV2_6860.6, SBOV2_6860.13, SBOV2_6860.2, SBOV2_6860.5, SBOV2_6860.1, SBOV2_6860.10, SBOV2_6860.7, SBOV2_6860.8, SBOV2_6860.11, SBOV2_6860.4, SBOV2_6860.9, SBOV2_6860.12, SBOV2_6860.3	SCUR1_6890.25, SCUR1_6890.2, SCUR1_6890.20, SCUR1_6890.24, SCUR1_6890.10, SCUR1_6890.15, SCUR1_6890.17, SCUR1_6890.19, SCUR1_6890.23, SCUR1_6890.5, SCUR1_6890.8, SCUR1_6890.21, SCUR1_6890.16, SCUR1_6890.18, SCUR1_6890.26, SCUR1_6890.6, SCUR1_6890.1, SCUR1_6890.12, SCUR1_6890.13, SCUR1_6890.14, SCUR1_6890.3, SCUR1_6890.4, SCUR1_6890.7, SCUR1_6890.9, SCUR1_6890.11, SCUR1_6890.22
OG0000098	SBOV2_95540.1	SCUR1_94810.1
OG0000098	SBOV2_26730.1, SBOV2_26740.1, SBOV2_26740.2	SCUR1_41240.1
OG0000098	SBOV2_66390.4, SBOV2_66390.3, SBOV2_66390.1, SBOV2_66390.2, SBOV2_66390.5, SBOV2_66390.6	SCUR1_98370.1, SCUR1_66460.3, SCUR1_66460.1, SCUR1_66460.4, SCUR1_66460.2, SCUR1_66510.1
OG0000099	SBOV2_67260.3, SBOV2_67260.4	SCUR1_67230.1, SCUR1_67230.3, SCUR1_67230.2
OG0000099	SBOV2_71230.11, SBOV2_71230.8, SBOV2_71230.2, SBOV2_71230.10, SBOV2_71230.6, SBOV2_71230.7, SBOV2_71230.9, SBOV2_71230.3, SBOV2_71230.4, SBOV2_71230.1, SBOV2_71230.5	SCUR1_71170.4, SCUR1_71170.3, SCUR1_71170.7, SCUR1_71170.2, SCUR1_71170.1, SCUR1_71170.5, SCUR1_71170.6
OG0000100	SBOV2_18340.1	SCUR1_32460.1
OG0000100	SBOV2_9200.1	SCUR1_27270.1
OG0000100	SBOV2_4170.1	SCUR1_36060.1
OG0000102	SBOV2_5930.1	SCUR1_5960.1
OG0000102	SBOV2_58130.1	SCUR1_58590.1
OG0000102	SBOV2_58130.2, SBOV2_58130.3	SCUR1_58590.3
OG0000103	SBOV2_73330.7, SBOV2_73330.1, SBOV2_73330.4, SBOV2_73330.5, SBOV2_73330.6, SBOV2_73330.3, SBOV2_73330.8, SBOV2_73330.2	SCUR1_73440.1, SCUR1_73440.8, SCUR1_73440.10, SCUR1_73440.4, SCUR1_73440.5, SCUR1_73440.6, SCUR1_73440.7, SCUR1_73440.2, SCUR1_73440.3, SCUR1_73440.9
OG0000104	SBOV2_6070.1, SBOV2_6070.10, SBOV2_6070.11, SBOV2_6070.2, SBOV2_6070.8, SBOV2_6070.9, SBOV2_6070.3, SBOV2_6070.4, SBOV2_6070.6, SBOV2_6070.7, SBOV2_6070.15, SBOV2_6070.18, SBOV2_6070.19, SBOV2_6070.20, SBOV2_6070.12, SBOV2_6070.13, SBOV2_6070.14, SBOV2_6070.16, SBOV2_6070.17, SBOV2_6070.5	SCUR1_6110.17, SCUR1_6110.14, SCUR1_6110.6, SCUR1_6110.8, SCUR1_6110.12, SCUR1_6110.2, SCUR1_6110.5
OG0000105	SBOV2_7670.1	SCUR1_7610.1
OG0000106	SBOV2_72800.1	SCUR1_72870.1, SCUR1_72840.1
OG0000106	SBOV2_72820.1	SCUR1_72890.1
OG0000106	SBOV2_72830.1	SCUR1_72880.1, SCUR1_72860.1
OG0000106	SBOV2_72850.1, SBOV2_72840.1	SCUR1_72900.1
OG0000106	SBOV2_72810.2, SBOV2_72810.1, SBOV2_72810.3	SCUR1_72810.1
OG0000107	SBOV2_55660.2, SBOV2_55660.3, SBOV2_55660.4, SBOV2_55660.1	SCUR1_56400.1
OG0000108	SBOV2_8260.1, SBOV2_8260.6, SBOV2_8260.7, SBOV2_8260.4, SBOV2_8260.3, SBOV2_8260.2, SBOV2_8260.9, SBOV2_8260.5, SBOV2_8260.11, SBOV2_8260.8, SBOV2_8260.12, SBOV2_8260.13, SBOV2_8260.14, SBOV2_8260.15, SBOV2_8260.16, SBOV2_8260.19, SBOV2_8260.17, SBOV2_8260.18, SBOV2_8260.10	SCUR1_8280.1
OG0000110	SBOV2_37740.1	SCUR1_29820.1, SCUR1_29820.2
OG0000110	SBOV2_37770.1, SBOV2_37770.2	SCUR1_29800.2, SCUR1_29800.4, SCUR1_29800.1, SCUR1_29800.5, SCUR1_29800.3
OG0000110	SBOV2_37730.2, SBOV2_37730.3	SCUR1_29830.1
OG0000110	SBOV2_37720.1	SCUR1_29840.2
OG0000111	SBOV2_26650.1	SCUR1_41310.1
OG0000111	SBOV2_53560.1	SCUR1_51960.1
OG0000111	SBOV2_36420.1, SBOV2_36420.2	SCUR1_31180.1, SCUR1_31180.2
OG0000111	SBOV2_36400.1, SBOV2_36400.2	SCUR1_31210.1
OG0000112	SBOV2_82930.3, SBOV2_82930.2, SBOV2_82930.4, SBOV2_82930.5, SBOV2_82930.6, SBOV2_82930.13, SBOV2_82930.10, SBOV2_82930.8, SBOV2_82930.1, SBOV2_82930.11, SBOV2_82930.12, SBOV2_82930.9, SBOV2_82930.7	SCUR1_82790.7, SCUR1_82790.1, SCUR1_82790.4, SCUR1_82790.5, SCUR1_82790.8, SCUR1_82790.11, SCUR1_82790.10, SCUR1_82790.12, SCUR1_82790.2, SCUR1_82790.13, SCUR1_82790.6, SCUR1_82790.9, SCUR1_82790.3
OG0000113	SBOV2_80430.1	SCUR1_57690.5, SCUR1_57690.3, SCUR1_57690.4, SCUR1_57690.6, SCUR1_57690.1, SCUR1_57690.2
OG0000113	SBOV2_37620.1, SBOV2_37620.2	SCUR1_99410.1, SCUR1_99410.2, SCUR1_99410.3, SCUR1_95410.1, SCUR1_95410.2, SCUR1_95410.3, SCUR1_95410.4
OG0000114	SBOV2_93530.3, SBOV2_93530.4, SBOV2_93530.14, SBOV2_93530.5	SCUR1_93190.5
OG0000114	SBOV2_93530.17, SBOV2_93530.18, SBOV2_93530.11, SBOV2_93530.20, SBOV2_93530.19, SBOV2_93530.21, SBOV2_93530.22, SBOV2_93530.1, SBOV2_93530.10, SBOV2_93530.15, SBOV2_93530.6, SBOV2_93530.12, SBOV2_93530.16, SBOV2_93530.2, SBOV2_93530.7, SBOV2_93530.8, SBOV2_93530.9, SBOV2_93530.13	SCUR1_93190.1, SCUR1_93190.7, SCUR1_93190.2, SCUR1_93190.3, SCUR1_93190.6, SCUR1_93190.8, SCUR1_93190.9, SCUR1_93190.4
OG0000115	SBOV2_31010.2, SBOV2_31010.4, SBOV2_31010.5, SBOV2_31010.7, SBOV2_31010.10, SBOV2_31010.11, SBOV2_31010.8, SBOV2_31010.9, SBOV2_31010.1, SBOV2_31010.12, SBOV2_31010.13, SBOV2_31010.14, SBOV2_31010.3, SBOV2_31010.6	SCUR1_36820.4, SCUR1_36820.5, SCUR1_36820.2, SCUR1_36820.7, SCUR1_36820.9, SCUR1_36820.1, SCUR1_36820.10, SCUR1_36820.3, SCUR1_36820.6, SCUR1_36820.8
OG0000116	SBOV2_49500.1	SCUR1_50170.11, SCUR1_50170.5, SCUR1_50170.12, SCUR1_50170.18, SCUR1_50170.22, SCUR1_50170.13, SCUR1_50170.8, SCUR1_50170.1, SCUR1_50170.15, SCUR1_50170.19, SCUR1_50170.10, SCUR1_50170.4, SCUR1_50170.7, SCUR1_50170.14, SCUR1_50170.2, SCUR1_50170.20, SCUR1_50170.3, SCUR1_50170.6, SCUR1_50170.17, SCUR1_50170.21, SCUR1_50170.16, SCUR1_50170.9
OG0000118	SBOV2_28280.3	SCUR1_39670.1
OG0000118	SBOV2_28310.4, SBOV2_28310.5, SBOV2_28310.2, SBOV2_28310.1, SBOV2_28310.3	SCUR1_39630.1
OG0000118	SBOV2_28300.1	SCUR1_39660.1
OG0000119	SBOV2_94370.2, SBOV2_94370.4, SBOV2_94370.1, SBOV2_94370.3, SBOV2_94360.1, SBOV2_94370.5	SCUR1_94000.1, SCUR1_94010.1
OG0000120	SBOV2_37560.1	SCUR1_30020.1
OG0000122	SBOV2_79470.16, SBOV2_79470.19, SBOV2_79470.17, SBOV2_79470.18, SBOV2_79470.6, SBOV2_79470.2, SBOV2_79470.4, SBOV2_79470.10, SBOV2_79470.12, SBOV2_79470.1, SBOV2_79470.3, SBOV2_79470.5, SBOV2_79470.8, SBOV2_79470.13, SBOV2_79470.14, SBOV2_79470.9, SBOV2_79470.11, SBOV2_79470.15, SBOV2_79470.7	SCUR1_79780.9, SCUR1_79780.18, SCUR1_79780.1, SCUR1_79780.25, SCUR1_79780.10, SCUR1_79780.16, SCUR1_79780.7, SCUR1_79780.24, SCUR1_79780.4, SCUR1_79780.13, SCUR1_79780.19, SCUR1_79780.5, SCUR1_79780.6, SCUR1_79780.12, SCUR1_79780.17, SCUR1_79780.2, SCUR1_79780.20, SCUR1_79780.8, SCUR1_79780.23, SCUR1_79780.14, SCUR1_79780.21, SCUR1_79780.11, SCUR1_79780.15, SCUR1_79780.22, SCUR1_79780.3
OG0000123	SBOV2_77610.14	SCUR1_77980.6, SCUR1_77980.3, SCUR1_77980.4, SCUR1_77980.7, SCUR1_77980.5, SCUR1_77980.8, SCUR1_77980.1, SCUR1_77980.10, SCUR1_77980.9
OG0000123	SBOV2_77610.4, SBOV2_77610.9, SBOV2_77610.1, SBOV2_77610.12, SBOV2_77610.5, SBOV2_77610.6, SBOV2_77610.7, SBOV2_77610.10, SBOV2_77610.11, SBOV2_77610.13, SBOV2_77610.15, SBOV2_77610.8, SBOV2_77610.3, SBOV2_77610.2	SCUR1_77980.2
OG0000125	SBOV2_1380.9, SBOV2_1380.4, SBOV2_1380.10, SBOV2_1380.2	SCUR1_98170.3, SCUR1_98170.12, SCUR1_98170.8, SCUR1_98170.10, SCUR1_98170.13, SCUR1_98170.5, SCUR1_98170.11, SCUR1_98170.7, SCUR1_98170.4
OG0000125	SBOV2_1380.11, SBOV2_1380.3, SBOV2_1380.7, SBOV2_1380.8, SBOV2_1380.6	SCUR1_98170.1, SCUR1_98170.14, SCUR1_98170.2, SCUR1_98170.9, SCUR1_98170.6
OG0000126	SBOV2_70130.8, SBOV2_70130.3	SCUR1_70020.13, SCUR1_70020.10, SCUR1_70020.3, SCUR1_70020.8, SCUR1_70020.12
OG0000127	SBOV2_22060.1, SBOV2_22070.1, SBOV2_22070.2	SCUR1_22630.10, SCUR1_22630.11, SCUR1_22630.12, SCUR1_22630.13, SCUR1_22630.14, SCUR1_22630.15, SCUR1_22630.16, SCUR1_22630.17, SCUR1_22630.18, SCUR1_22630.5, SCUR1_22630.6, SCUR1_22630.7, SCUR1_22630.8, SCUR1_22630.9
OG0000128	SBOV2_42240.1, SBOV2_42240.2, SBOV2_42240.4, SBOV2_42240.6, SBOV2_42240.7, SBOV2_42240.8, SBOV2_42240.10, SBOV2_42240.3, SBOV2_42240.5, SBOV2_42240.9	SCUR1_43200.15, SCUR1_43200.4, SCUR1_43200.1, SCUR1_43200.13, SCUR1_43200.14, SCUR1_43200.2, SCUR1_43200.5, SCUR1_43200.6, SCUR1_43200.7, SCUR1_43200.8, SCUR1_43200.9, SCUR1_43200.12, SCUR1_43200.10, SCUR1_43200.11, SCUR1_43200.3
OG0000129	SBOV2_35350.7, SBOV2_35350.6, SBOV2_35350.8, SBOV2_35350.2, SBOV2_35350.3, SBOV2_35350.1, SBOV2_35350.5, SBOV2_35350.4	SCUR1_32360.1
OG0000130	SBOV2_81240.1	SCUR1_80070.2, SCUR1_80070.3, SCUR1_80070.5
OG0000130	SBOV2_81240.2, SBOV2_81240.3, SBOV2_81240.4	SCUR1_80070.1, SCUR1_80070.4, SCUR1_80070.6
OG0000131	SBOV2_8510.1	SCUR1_8560.1
OG0000131	SBOV2_85110.1	SCUR1_84770.1
OG0000131	SBOV2_85090.1	SCUR1_84710.1, SCUR1_84710.2
OG0000132	SBOV2_32130.10, SBOV2_32130.11	SCUR1_35640.1, SCUR1_35640.4, SCUR1_35640.6
OG0000132	SBOV2_32130.1, SBOV2_32130.2, SBOV2_32130.3, SBOV2_32130.4, SBOV2_32130.5, SBOV2_32130.6, SBOV2_32130.7, SBOV2_32130.8, SBOV2_32130.9	SCUR1_35640.3, SCUR1_35640.7, SCUR1_35640.8, SCUR1_35640.9, SCUR1_35640.10, SCUR1_35640.2, SCUR1_35640.5
OG0000133	SBOV2_36000.9	SCUR1_31650.5, SCUR1_31650.16, SCUR1_31650.11, SCUR1_31650.15, SCUR1_31650.10
