Orthogroup	opisthorchis_viverrini	schistosoma_curassoni
OG0000116	T265_02129	SCUR1_50170.11, SCUR1_50170.5, SCUR1_50170.12, SCUR1_50170.18, SCUR1_50170.22, SCUR1_50170.13, SCUR1_50170.8, SCUR1_50170.1, SCUR1_50170.15, SCUR1_50170.19, SCUR1_50170.10, SCUR1_50170.4, SCUR1_50170.7, SCUR1_50170.14, SCUR1_50170.2, SCUR1_50170.20, SCUR1_50170.3, SCUR1_50170.6, SCUR1_50170.17, SCUR1_50170.21, SCUR1_50170.16, SCUR1_50170.9
OG0000117	T265_11206	SCUR1_29920.10, SCUR1_29920.11, SCUR1_29920.15, SCUR1_29920.17, SCUR1_29920.6, SCUR1_29920.7, SCUR1_29920.1, SCUR1_29920.13, SCUR1_29920.5, SCUR1_29920.9, SCUR1_29920.14, SCUR1_29920.16, SCUR1_29920.18, SCUR1_29920.12, SCUR1_29920.19, SCUR1_29920.2, SCUR1_29920.3, SCUR1_29920.4, SCUR1_29920.8
OG0000119	T265_12920	SCUR1_94000.1, SCUR1_94010.1
OG0000120	T265_09108	SCUR1_30020.1
OG0000122	T265_15228, T265_15224	SCUR1_79780.9, SCUR1_79780.18, SCUR1_79780.1, SCUR1_79780.25, SCUR1_79780.10, SCUR1_79780.16, SCUR1_79780.7, SCUR1_79780.24, SCUR1_79780.4, SCUR1_79780.13, SCUR1_79780.19, SCUR1_79780.5, SCUR1_79780.6, SCUR1_79780.12, SCUR1_79780.17, SCUR1_79780.2, SCUR1_79780.20, SCUR1_79780.8, SCUR1_79780.23, SCUR1_79780.14, SCUR1_79780.21, SCUR1_79780.11, SCUR1_79780.15, SCUR1_79780.22, SCUR1_79780.3
OG0000123	T265_02792	SCUR1_77980.6, SCUR1_77980.3, SCUR1_77980.4, SCUR1_77980.7, SCUR1_77980.5, SCUR1_77980.8, SCUR1_77980.1, SCUR1_77980.10, SCUR1_77980.9, SCUR1_77980.2
OG0000125	T265_13688	SCUR1_98170.3, SCUR1_98170.12, SCUR1_98170.8, SCUR1_98170.10, SCUR1_98170.13, SCUR1_98170.5, SCUR1_98170.11, SCUR1_98170.7, SCUR1_98170.4, SCUR1_98170.1, SCUR1_98170.14, SCUR1_98170.2, SCUR1_98170.9, SCUR1_98170.6
OG0000127	T265_14567	SCUR1_22630.19, SCUR1_22630.1, SCUR1_22630.2, SCUR1_22630.3, SCUR1_22630.4, SCUR1_22630.20, SCUR1_22630.21, SCUR1_22630.10, SCUR1_22630.11, SCUR1_22630.12, SCUR1_22630.13, SCUR1_22630.14, SCUR1_22630.15, SCUR1_22630.16, SCUR1_22630.17, SCUR1_22630.18, SCUR1_22630.5, SCUR1_22630.6, SCUR1_22630.7, SCUR1_22630.8, SCUR1_22630.9
OG0000128	T265_14408	SCUR1_43200.15, SCUR1_43200.4, SCUR1_43200.1, SCUR1_43200.13, SCUR1_43200.14, SCUR1_43200.2, SCUR1_43200.5, SCUR1_43200.6, SCUR1_43200.7, SCUR1_43200.8, SCUR1_43200.9, SCUR1_43200.12, SCUR1_43200.10, SCUR1_43200.11, SCUR1_43200.3
OG0000129	T265_07587	SCUR1_32360.1
OG0000130	T265_04661	SCUR1_80070.2, SCUR1_80070.3, SCUR1_80070.5, SCUR1_80070.1, SCUR1_80070.4, SCUR1_80070.6
OG0000131	T265_12829, T265_12830, T265_12581, T265_12545, T265_08101, T265_05571, T265_13814, T265_01520, T265_01523	SCUR1_8560.1, SCUR1_84770.1, SCUR1_84710.1, SCUR1_84710.2
OG0000132	T265_00680	SCUR1_35640.1, SCUR1_35640.4, SCUR1_35640.6, SCUR1_35640.3, SCUR1_35640.7, SCUR1_35640.8, SCUR1_35640.9, SCUR1_35640.10, SCUR1_35640.2, SCUR1_35640.5
OG0000133	T265_04893	SCUR1_31650.5, SCUR1_31650.16, SCUR1_31650.11, SCUR1_31650.15, SCUR1_31650.10, SCUR1_31650.2, SCUR1_31650.3, SCUR1_31650.6, SCUR1_31650.7, SCUR1_31650.9, SCUR1_31650.12, SCUR1_31650.13, SCUR1_31650.4, SCUR1_31650.1, SCUR1_31650.14, SCUR1_31650.8
OG0000134	T265_14784	SCUR1_20900.10, SCUR1_20900.7, SCUR1_20900.9, SCUR1_20900.11, SCUR1_20900.1, SCUR1_20900.8, SCUR1_20900.2, SCUR1_20900.3, SCUR1_20900.4, SCUR1_20900.6, SCUR1_20900.5
OG0000135	T265_07991, T265_11510	SCUR1_13470.2, SCUR1_13470.1
OG0000136	T265_11527	SCUR1_7290.7, SCUR1_7290.5, SCUR1_7290.8, SCUR1_7290.9, SCUR1_7320.1, SCUR1_7290.14, SCUR1_7290.4, SCUR1_7290.1, SCUR1_7290.13, SCUR1_7290.12, SCUR1_7290.3, SCUR1_7290.10, SCUR1_7290.11, SCUR1_7290.2, SCUR1_7290.6, SCUR1_7290.16, SCUR1_7290.15
OG0000138	T265_11205	SCUR1_86130.4, SCUR1_86130.5, SCUR1_86130.3, SCUR1_86130.1, SCUR1_86130.2
OG0000138	T265_13897	SCUR1_45200.5, SCUR1_45200.7, SCUR1_45200.1, SCUR1_45200.2, SCUR1_45200.4, SCUR1_45200.3, SCUR1_45200.6
OG0000139	T265_03450	SCUR1_3920.3, SCUR1_3920.4, SCUR1_3920.7, SCUR1_3920.1, SCUR1_3920.5, SCUR1_3920.2, SCUR1_3920.8, SCUR1_3920.6
OG0000140	T265_06793, T265_05820	SCUR1_75550.26, SCUR1_75550.36, SCUR1_75550.27, SCUR1_75550.7, SCUR1_75550.24, SCUR1_75550.3, SCUR1_75550.37, SCUR1_75550.10, SCUR1_75550.38, SCUR1_75550.28, SCUR1_75550.23, SCUR1_75550.22, SCUR1_75550.32, SCUR1_75550.21, SCUR1_75550.5, SCUR1_75550.20, SCUR1_75550.29, SCUR1_75550.1, SCUR1_75550.18, SCUR1_75550.31, SCUR1_75550.39, SCUR1_75550.4, SCUR1_75550.35, SCUR1_75550.8, SCUR1_75550.6, SCUR1_75550.30, SCUR1_75550.11, SCUR1_75550.2, SCUR1_75550.34, SCUR1_75550.16, SCUR1_75550.12, SCUR1_75550.13, SCUR1_75550.14, SCUR1_75550.9, SCUR1_75550.15, SCUR1_75550.17, SCUR1_75550.25, SCUR1_75550.19, SCUR1_75550.33
OG0000142	T265_03704, T265_07291, T265_15439	SCUR1_21040.1, SCUR1_21030.1, SCUR1_21020.1, SCUR1_98490.1, SCUR1_20990.1, SCUR1_20980.1, SCUR1_98500.1
OG0000143	T265_04146, T265_13432	SCUR1_67650.7, SCUR1_67650.1, SCUR1_67650.2, SCUR1_67650.3, SCUR1_67650.4, SCUR1_67650.5, SCUR1_67650.6, SCUR1_67680.1, SCUR1_99350.1, SCUR1_67660.1, SCUR1_67670.1
OG0000144	T265_01304	SCUR1_54730.1
OG0000144	T265_12086	SCUR1_27640.1
OG0000144	T265_06668, T265_13782	SCUR1_57080.1
OG0000145	T265_14746	SCUR1_33330.1, SCUR1_33340.1
OG0000146	T265_07748	SCUR1_90110.1
OG0000146	T265_07423, T265_07424	SCUR1_56690.1, SCUR1_56690.2
OG0000146	T265_08388	SCUR1_29170.1, SCUR1_29170.2
OG0000146	T265_03861	SCUR1_47300.1, SCUR1_47300.3
OG0000149	T265_03520	SCUR1_53880.1, SCUR1_53880.12, SCUR1_53880.16, SCUR1_53880.18, SCUR1_53880.2, SCUR1_53880.3, SCUR1_53880.4, SCUR1_53880.5, SCUR1_53880.6, SCUR1_53880.9, SCUR1_53880.10, SCUR1_53880.11, SCUR1_53880.13, SCUR1_53880.14, SCUR1_53880.15, SCUR1_53880.17, SCUR1_53880.7, SCUR1_53880.8
OG0000151	T265_06094	SCUR1_63460.4, SCUR1_63460.6, SCUR1_63460.7, SCUR1_63460.8, SCUR1_63460.1, SCUR1_63460.2, SCUR1_63460.10, SCUR1_63460.11, SCUR1_63460.5, SCUR1_63460.9, SCUR1_63460.3
OG0000152	T265_06135	SCUR1_11190.1, SCUR1_11080.1, SCUR1_11080.5, SCUR1_11080.2, SCUR1_11080.3, SCUR1_11080.4, SCUR1_11080.6
OG0000153	T265_16031, T265_12191, T265_02887, T265_13113	SCUR1_50080.1
OG0000154	T265_03183	SCUR1_18440.1
OG0000155	T265_08299	SCUR1_37160.1
OG0000156	T265_00887, T265_16074	SCUR1_21220.1, SCUR1_21220.2, SCUR1_21220.3, SCUR1_21220.4
OG0000156	T265_03696, T265_15374	SCUR1_21230.1, SCUR1_21230.2, SCUR1_21230.4, SCUR1_21230.5, SCUR1_21230.3
OG0000157	T265_06998, T265_11481	SCUR1_61660.1
OG0000157	T265_01460, T265_12799	SCUR1_44090.1
OG0000157	T265_09530, T265_09531, T265_14875	SCUR1_93070.1
OG0000158	T265_15093	SCUR1_5550.1
OG0000159	T265_08123	SCUR1_62110.4, SCUR1_62110.5, SCUR1_62110.1, SCUR1_62110.2, SCUR1_62110.3, SCUR1_62110.7, SCUR1_62110.6
OG0000160	T265_10045	SCUR1_14670.1, SCUR1_14670.3, SCUR1_14670.4, SCUR1_14670.2
OG0000161	T265_02978	SCUR1_34910.10, SCUR1_34910.2, SCUR1_34910.7, SCUR1_34910.11, SCUR1_34910.4, SCUR1_34910.8, SCUR1_34910.9, SCUR1_34910.1, SCUR1_34910.5, SCUR1_34910.3, SCUR1_34910.6
OG0000164	T265_13175	SCUR1_61200.1
OG0000164	T265_00011	SCUR1_76630.1
OG0000164	T265_00309	SCUR1_55550.1
OG0000164	T265_07457	SCUR1_30330.1
OG0000165	T265_11439	SCUR1_65370.11, SCUR1_65370.5, SCUR1_65370.8, SCUR1_65370.9, SCUR1_65370.10, SCUR1_65370.3, SCUR1_65370.6, SCUR1_65370.12, SCUR1_65370.2, SCUR1_65370.7, SCUR1_65370.1, SCUR1_65370.13, SCUR1_65370.4
OG0000166	T265_10300	SCUR1_86070.9, SCUR1_86070.6, SCUR1_86070.2, SCUR1_86070.4, SCUR1_86070.5, SCUR1_86070.1, SCUR1_86070.7, SCUR1_86070.8, SCUR1_86070.3
OG0000167	T265_06764	SCUR1_74220.3, SCUR1_74220.4, SCUR1_74220.1, SCUR1_74220.2, SCUR1_74220.5, SCUR1_74220.6, SCUR1_74220.7
OG0000169	T265_09476	SCUR1_93320.1, SCUR1_93320.2, SCUR1_44190.2, SCUR1_44190.1, SCUR1_44190.3
OG0000169	T265_02738, T265_02739, T265_02737	SCUR1_92840.1, SCUR1_92840.2, SCUR1_92840.3
OG0000170	T265_12986	SCUR1_69940.1
OG0000171	T265_03862, T265_12839, T265_04612, T265_00184	SCUR1_11870.1, SCUR1_32650.1, SCUR1_17870.1, SCUR1_54130.1, SCUR1_77700.1, SCUR1_39450.1, SCUR1_68370.1, SCUR1_79180.1, SCUR1_77050.1
OG0000172	T265_00976	SCUR1_18820.1
OG0000173	T265_02233	SCUR1_81650.1, SCUR1_81650.2, SCUR1_81650.7, SCUR1_81650.8, SCUR1_81650.9, SCUR1_81650.16, SCUR1_81650.17, SCUR1_81650.3, SCUR1_81650.4, SCUR1_81650.5, SCUR1_81650.6, SCUR1_81650.12, SCUR1_81650.13, SCUR1_81650.10, SCUR1_81650.11, SCUR1_81650.14, SCUR1_81650.15
OG0000175	T265_14593, T265_08511, T265_08509, T265_08510, T265_14591	SCUR1_41410.1, SCUR1_41400.2, SCUR1_41400.1, SCUR1_41390.1, SCUR1_41380.1
OG0000176	T265_07532, T265_09847	SCUR1_100310.1, SCUR1_93620.1, SCUR1_59030.1, SCUR1_83380.1, SCUR1_24780.1, SCUR1_79620.1, SCUR1_23620.1, SCUR1_82170.1
OG0000177	T265_00175	SCUR1_58670.1, SCUR1_58670.3, SCUR1_58670.2
OG0000178	T265_14067, T265_06556, T265_06557	SCUR1_26130.7, SCUR1_26130.5, SCUR1_26130.1, SCUR1_26130.2, SCUR1_26130.8, SCUR1_26130.4, SCUR1_26130.3, SCUR1_26130.6, SCUR1_26130.9
OG0000179	T265_00043	SCUR1_56030.1, SCUR1_56030.2, SCUR1_56030.3, SCUR1_56030.4, SCUR1_56030.5, SCUR1_56030.6, SCUR1_56030.7, SCUR1_56030.8, SCUR1_56040.1
OG0000180	T265_07809	SCUR1_81170.1, SCUR1_81170.2, SCUR1_81170.3, SCUR1_81160.1, SCUR1_81150.3, SCUR1_81150.2, SCUR1_81150.1, SCUR1_97080.1, SCUR1_81180.1
OG0000182	T265_01820, T265_01818	SCUR1_99010.1, SCUR1_57900.1, SCUR1_57900.2, SCUR1_57890.1
OG0000182	T265_15629, T265_15631	SCUR1_28970.1, SCUR1_28970.4, SCUR1_28970.2, SCUR1_28970.3, SCUR1_28970.5, SCUR1_28970.6
OG0000183	T265_03893	SCUR1_32740.1
OG0000184	T265_08817, T265_08819	SCUR1_49860.1, SCUR1_49860.2, SCUR1_49860.3, SCUR1_49860.4, SCUR1_49860.5, SCUR1_49860.6, SCUR1_49860.7
OG0000184	T265_01209, T265_01210, T265_16188	SCUR1_49870.1
OG0000185	T265_08504	SCUR1_32850.1, SCUR1_32850.4, SCUR1_32850.6, SCUR1_32850.5, SCUR1_32850.3, SCUR1_32850.2
OG0000186	T265_11314	SCUR1_71460.6, SCUR1_71460.9, SCUR1_71460.4, SCUR1_71460.7, SCUR1_71460.2, SCUR1_71460.8, SCUR1_71460.5, SCUR1_71460.1, SCUR1_71460.12, SCUR1_71460.3, SCUR1_71460.11, SCUR1_71460.10
OG0000187	T265_00019	SCUR1_52340.7, SCUR1_52340.10, SCUR1_52340.8, SCUR1_52340.2, SCUR1_52340.3, SCUR1_52340.6, SCUR1_52340.5, SCUR1_52340.4, SCUR1_52340.1, SCUR1_52340.9
OG0000188	T265_08339	SCUR1_31780.2, SCUR1_31780.1, SCUR1_31780.3, SCUR1_31780.6, SCUR1_31780.5, SCUR1_31780.10, SCUR1_31780.8, SCUR1_31780.9, SCUR1_31780.4, SCUR1_31780.7
OG0000189	T265_02452, T265_02451	SCUR1_6640.10, SCUR1_6640.11, SCUR1_6640.12, SCUR1_6640.6, SCUR1_6640.7, SCUR1_6640.4, SCUR1_6640.1, SCUR1_6640.8, SCUR1_6640.2, SCUR1_6640.3, SCUR1_6640.5, SCUR1_6640.9
OG0000190	T265_05088	SCUR1_51710.1
OG0000191	T265_04702, T265_04703	SCUR1_38100.1, SCUR1_38200.1, SCUR1_38110.1, SCUR1_38140.1, SCUR1_38150.1
OG0000192	T265_05152, T265_13696	SCUR1_62900.1
OG0000194	T265_13065	SCUR1_74160.2, SCUR1_74160.3, SCUR1_74160.6, SCUR1_74160.1, SCUR1_74160.4, SCUR1_74160.5
OG0000195	T265_01951	SCUR1_48710.3, SCUR1_48710.2, SCUR1_48710.10, SCUR1_48710.5, SCUR1_48710.7, SCUR1_48710.8, SCUR1_48710.9, SCUR1_48710.1, SCUR1_48710.6, SCUR1_48710.4
OG0000196	T265_01003, T265_08738	SCUR1_87850.1
OG0000198	T265_15102	SCUR1_14720.1, SCUR1_14750.2, SCUR1_14720.2, SCUR1_14750.1
OG0000199	T265_11013	SCUR1_32230.2, SCUR1_32230.4, SCUR1_32230.3, SCUR1_32230.7, SCUR1_32230.1, SCUR1_32230.5, SCUR1_32230.6
OG0000201	T265_08652	SCUR1_40620.2, SCUR1_40620.6, SCUR1_40620.1, SCUR1_40620.4, SCUR1_40620.13, SCUR1_40620.11, SCUR1_40620.10, SCUR1_40620.18, SCUR1_40620.5, SCUR1_40620.14, SCUR1_40620.12, SCUR1_40620.3, SCUR1_40620.9, SCUR1_40620.16, SCUR1_40620.15, SCUR1_40620.19, SCUR1_40620.8, SCUR1_40620.17, SCUR1_40620.7
OG0000202	T265_10935	SCUR1_50060.1, SCUR1_50060.10, SCUR1_50060.11, SCUR1_50060.2, SCUR1_50060.3, SCUR1_50060.4, SCUR1_50060.5, SCUR1_50060.9, SCUR1_50060.6, SCUR1_50060.8, SCUR1_50060.7
OG0000203	T265_11084	SCUR1_81280.3, SCUR1_81280.9, SCUR1_81280.1, SCUR1_81280.4, SCUR1_81280.7, SCUR1_81280.8, SCUR1_81280.10, SCUR1_81280.5, SCUR1_81280.2, SCUR1_81280.6
OG0000205	T265_09508	SCUR1_18690.1
OG0000206	T265_14079	SCUR1_34890.10, SCUR1_34890.11, SCUR1_34890.5, SCUR1_34890.6, SCUR1_34890.7, SCUR1_34890.8, SCUR1_34890.9, SCUR1_34890.2, SCUR1_34890.3, SCUR1_34890.1, SCUR1_34890.4
OG0000207	T265_08744, T265_03601, T265_08745, T265_03786, T265_10778	SCUR1_35720.1, SCUR1_35750.1, SCUR1_35740.1, SCUR1_35760.1, SCUR1_35730.1
OG0000208	T265_08097	SCUR1_72100.2, SCUR1_72100.6, SCUR1_72100.1, SCUR1_72100.4, SCUR1_72100.5, SCUR1_72100.3
OG0000209	T265_07713	SCUR1_8790.3, SCUR1_8790.5, SCUR1_8790.1, SCUR1_8790.2, SCUR1_8790.4
OG0000210	T265_02395, T265_06283	SCUR1_84220.1, SCUR1_84220.5, SCUR1_84220.9, SCUR1_84220.2, SCUR1_84220.7, SCUR1_84220.11, SCUR1_84220.10, SCUR1_84220.3, SCUR1_84220.6, SCUR1_84220.4, SCUR1_84220.8
OG0000211	T265_11721	SCUR1_6880.1
OG0000212	T265_13666	SCUR1_25350.1, SCUR1_25350.2, SCUR1_25350.4, SCUR1_25350.7, SCUR1_25350.3, SCUR1_25350.5, SCUR1_25350.6
OG0000213	T265_00196	SCUR1_15770.4, SCUR1_15770.7, SCUR1_15770.2, SCUR1_15770.3, SCUR1_15770.6, SCUR1_15770.1, SCUR1_15770.5
OG0000214	T265_07833	SCUR1_4670.1, SCUR1_4670.9, SCUR1_4670.13, SCUR1_4670.4, SCUR1_4670.5, SCUR1_4670.3, SCUR1_4670.2, SCUR1_4670.8, SCUR1_4670.10, SCUR1_4670.12, SCUR1_4670.14, SCUR1_4670.7, SCUR1_4670.11, SCUR1_4670.6
OG0000217	T265_09745	SCUR1_32470.10, SCUR1_32470.8, SCUR1_32470.5, SCUR1_32470.9, SCUR1_32470.1, SCUR1_32470.3, SCUR1_32470.4, SCUR1_32470.2, SCUR1_32470.6, SCUR1_32470.7
OG0000218	T265_14088	SCUR1_16710.2, SCUR1_16710.1, SCUR1_16710.3
OG0000219	T265_02042	SCUR1_60180.2, SCUR1_60180.4, SCUR1_60180.1, SCUR1_60180.5, SCUR1_60180.6, SCUR1_60180.3, SCUR1_60180.7, SCUR1_60180.8
OG0000220	T265_02843	SCUR1_73340.1, SCUR1_73340.10, SCUR1_73340.11, SCUR1_73340.12, SCUR1_73340.13, SCUR1_73340.2, SCUR1_73340.3, SCUR1_73340.8, SCUR1_73340.9, SCUR1_73340.15, SCUR1_73340.16, SCUR1_73340.14, SCUR1_73340.4, SCUR1_73340.5, SCUR1_73340.6, SCUR1_73340.7
OG0000221	T265_08529, T265_14604	SCUR1_9900.2, SCUR1_9900.1
OG0000221	T265_06922	SCUR1_2320.1
OG0000222	T265_06992	SCUR1_75770.1
OG0000223	T265_10052	SCUR1_10160.12, SCUR1_10160.6, SCUR1_10160.1, SCUR1_10160.11, SCUR1_10160.2, SCUR1_10160.4, SCUR1_10160.9, SCUR1_10160.10, SCUR1_10160.8, SCUR1_10160.3, SCUR1_10160.5, SCUR1_10160.7
OG0000224	T265_04345	SCUR1_6050.4, SCUR1_6050.1, SCUR1_6050.2, SCUR1_6050.3, SCUR1_6050.5, SCUR1_6050.6, SCUR1_6050.7
OG0000225	T265_12484	SCUR1_2990.1
OG0000226	T265_14337	SCUR1_35310.1
OG0000227	T265_07183	SCUR1_68400.4, SCUR1_68400.3, SCUR1_68400.5, SCUR1_68400.6, SCUR1_68400.7, SCUR1_68400.1, SCUR1_68400.2
OG0000228	T265_08398	SCUR1_42280.5, SCUR1_42280.6, SCUR1_42280.1, SCUR1_42280.2, SCUR1_42280.3, SCUR1_42280.4
OG0000229	T265_08218, T265_14510	SCUR1_58950.1
OG0000230	T265_12726	SCUR1_63110.1
OG0000234	T265_10531	SCUR1_38540.5, SCUR1_38540.14, SCUR1_38540.15, SCUR1_38540.8, SCUR1_38540.1, SCUR1_38540.7, SCUR1_38540.11, SCUR1_38540.2, SCUR1_38540.12, SCUR1_38540.13, SCUR1_38540.16, SCUR1_38540.3, SCUR1_38540.6, SCUR1_38540.10, SCUR1_38540.4, SCUR1_38540.9
OG0000235	T265_12698, T265_01014	SCUR1_3780.1, SCUR1_3780.4, SCUR1_3780.5, SCUR1_3780.7, SCUR1_3780.2, SCUR1_3780.3, SCUR1_3780.6
OG0000236	T265_03312	SCUR1_54410.1, SCUR1_54410.4, SCUR1_54410.3, SCUR1_54410.9, SCUR1_54410.6, SCUR1_54410.7, SCUR1_54410.2, SCUR1_54410.5, SCUR1_54410.10, SCUR1_54410.8
OG0000237	T265_01303	SCUR1_52170.1
OG0000239	T265_04264	SCUR1_27350.1, SCUR1_27350.2, SCUR1_84060.1
OG0000240	T265_07380, T265_07378	SCUR1_29460.1
OG0000241	T265_06506, T265_11039	SCUR1_6980.1, SCUR1_6990.1
OG0000241	T265_07506	SCUR1_23740.1
OG0000242	T265_13733	SCUR1_7420.1, SCUR1_7420.10, SCUR1_7420.12, SCUR1_7420.13, SCUR1_7420.14, SCUR1_7420.15, SCUR1_7420.16, SCUR1_7420.3, SCUR1_7420.4, SCUR1_7420.6, SCUR1_7420.9, SCUR1_7420.11, SCUR1_7420.17, SCUR1_7420.18, SCUR1_7420.5, SCUR1_7420.7, SCUR1_7420.8, SCUR1_7420.2
OG0000243	T265_05124	SCUR1_5290.7, SCUR1_5290.2, SCUR1_5290.3, SCUR1_5290.8, SCUR1_5290.6, SCUR1_5290.4, SCUR1_5290.1, SCUR1_5290.5
OG0000244	T265_15435	SCUR1_6160.7, SCUR1_6160.1, SCUR1_6160.2, SCUR1_6160.3, SCUR1_6160.5, SCUR1_6160.4, SCUR1_6160.6, SCUR1_6160.8
OG0000245	T265_14174, T265_14575	SCUR1_18180.1
OG0000246	T265_10932	SCUR1_81310.6, SCUR1_81310.1, SCUR1_81310.10, SCUR1_81310.12, SCUR1_81310.2, SCUR1_81310.8, SCUR1_81310.9, SCUR1_81310.7, SCUR1_81310.13, SCUR1_81310.4, SCUR1_81310.11, SCUR1_81310.5, SCUR1_81310.14, SCUR1_81310.3
OG0000247	T265_15298	SCUR1_4870.2, SCUR1_4870.7, SCUR1_4870.8, SCUR1_4870.6, SCUR1_4870.5, SCUR1_4870.3, SCUR1_4870.1, SCUR1_4870.4
OG0000248	T265_04925	SCUR1_97550.5, SCUR1_97550.1, SCUR1_97550.3, SCUR1_97550.2, SCUR1_97550.4, SCUR1_97550.6, SCUR1_97550.7, SCUR1_97550.8
OG0000249	T265_03415	SCUR1_19090.1, SCUR1_19090.2, SCUR1_19090.5, SCUR1_19090.4, SCUR1_19090.6, SCUR1_19090.3
OG0000250	T265_06450	SCUR1_40180.2, SCUR1_40180.4, SCUR1_40180.1, SCUR1_40180.3, SCUR1_40180.5
OG0000251	T265_09163	SCUR1_78150.1, SCUR1_78150.7, SCUR1_78150.5, SCUR1_78150.2, SCUR1_78150.8, SCUR1_78150.3, SCUR1_78150.9, SCUR1_78150.4, SCUR1_78150.6
OG0000252	T265_02607	SCUR1_39320.8, SCUR1_39320.1, SCUR1_39320.2, SCUR1_39320.7, SCUR1_39320.4, SCUR1_39320.5, SCUR1_39320.6, SCUR1_39320.3
OG0000253	T265_10374	SCUR1_17900.2, SCUR1_17900.8, SCUR1_17900.4, SCUR1_17900.6, SCUR1_17900.5, SCUR1_17900.3, SCUR1_17900.1, SCUR1_17900.7
OG0000254	T265_06296, T265_06297	SCUR1_9110.1
OG0000255	T265_13093	SCUR1_28770.8, SCUR1_28770.5, SCUR1_28770.6, SCUR1_28770.1, SCUR1_28770.2, SCUR1_28770.3, SCUR1_28770.4, SCUR1_28770.7
OG0000257	T265_14891	SCUR1_26050.1, SCUR1_26050.2
OG0000258	T265_07887	SCUR1_12540.7, SCUR1_12540.8, SCUR1_12540.10, SCUR1_12540.5, SCUR1_12540.9, SCUR1_12540.2, SCUR1_12540.3, SCUR1_12540.1, SCUR1_12540.4, SCUR1_12540.6
OG0000259	T265_11833	SCUR1_26000.1, SCUR1_26000.4, SCUR1_26000.7, SCUR1_26000.9, SCUR1_26000.5, SCUR1_26000.6, SCUR1_26000.10, SCUR1_26000.8, SCUR1_26000.2, SCUR1_26000.3
OG0000260	T265_02300	SCUR1_21870.1
OG0000261	T265_01967	SCUR1_69600.1
OG0000262	T265_02991	SCUR1_30910.1
OG0000263	T265_01552	SCUR1_64260.1, SCUR1_64260.7, SCUR1_64260.4, SCUR1_64260.6, SCUR1_64260.3, SCUR1_64260.5, SCUR1_64260.2
OG0000264	T265_06018	SCUR1_83860.1, SCUR1_83870.1
OG0000264	T265_00952	SCUR1_4890.2, SCUR1_4890.3, SCUR1_4890.1, SCUR1_4890.4
OG0000267	T265_06971, T265_06972	SCUR1_80750.1, SCUR1_80750.3, SCUR1_80750.2
OG0000268	T265_01937	SCUR1_71080.2, SCUR1_71080.1
OG0000268	T265_14773	SCUR1_7860.1, SCUR1_7860.2
OG0000269	T265_07262	SCUR1_3880.1, SCUR1_3880.10, SCUR1_3880.2, SCUR1_3880.3, SCUR1_3880.4, SCUR1_3880.5, SCUR1_3880.8, SCUR1_3880.9, SCUR1_3880.7, SCUR1_3880.6
OG0000270	T265_05581	SCUR1_26870.2, SCUR1_26870.1, SCUR1_26870.3, SCUR1_26870.8, SCUR1_26870.6, SCUR1_26870.9, SCUR1_26870.4, SCUR1_26870.7, SCUR1_26870.10, SCUR1_26870.5, SCUR1_26870.11, SCUR1_26870.12, SCUR1_26870.13, SCUR1_26870.14
OG0000271	T265_15071	SCUR1_50890.1
OG0000272	T265_07370, T265_06215	SCUR1_14900.5, SCUR1_14900.4, SCUR1_14900.2, SCUR1_14900.1, SCUR1_14900.3
OG0000273	T265_01594	SCUR1_7170.1
OG0000274	T265_12983	SCUR1_79340.9, SCUR1_79340.8, SCUR1_79340.6, SCUR1_79340.7, SCUR1_79340.2, SCUR1_79340.3, SCUR1_79340.5, SCUR1_79340.4, SCUR1_79340.1
OG0000275	T265_10067	SCUR1_37710.10, SCUR1_37710.2, SCUR1_37710.9, SCUR1_37710.3, SCUR1_37710.4, SCUR1_37710.1, SCUR1_37710.6, SCUR1_37710.7, SCUR1_37710.8, SCUR1_37710.5
OG0000276	T265_02335	SCUR1_72350.8, SCUR1_72350.2, SCUR1_72350.10, SCUR1_72350.9, SCUR1_72350.3, SCUR1_72350.4, SCUR1_72350.6, SCUR1_72350.5, SCUR1_72350.7, SCUR1_72350.1
OG0000281	T265_06212	SCUR1_15940.1
OG0000281	T265_15299	SCUR1_4480.1, SCUR1_4480.4
OG0000282	T265_14842	SCUR1_54810.3, SCUR1_54810.8, SCUR1_54810.6, SCUR1_54810.2, SCUR1_54810.4, SCUR1_54810.5, SCUR1_54810.1, SCUR1_54810.7
OG0000283	T265_15051	SCUR1_61180.1, SCUR1_61180.3, SCUR1_61180.5, SCUR1_100630.2, SCUR1_100630.1, SCUR1_61180.2, SCUR1_61180.4
OG0000285	T265_08710	SCUR1_36380.7, SCUR1_36380.11, SCUR1_36380.18, SCUR1_36380.10, SCUR1_36380.13, SCUR1_36380.8, SCUR1_36380.17, SCUR1_36380.15, SCUR1_36380.16, SCUR1_36380.2, SCUR1_36380.3, SCUR1_36380.1, SCUR1_36380.4, SCUR1_36380.5, SCUR1_36380.19, SCUR1_36380.21, SCUR1_36380.6, SCUR1_36380.14, SCUR1_36380.9, SCUR1_36380.12, SCUR1_36380.20, SCUR1_36380.22
OG0000286	T265_04472, T265_04474, T265_04727	SCUR1_42820.1, SCUR1_42830.1, SCUR1_42790.3, SCUR1_42790.2, SCUR1_42790.4, SCUR1_42790.1
