Orthogroup	schistosoma_turkestanicum	opisthorchis_viverrini
OG0000360	STRK1_17970.2, STRK1_17970.1, STRK1_17970.3	T265_09152
OG0000361	STRK1_50210.1	T265_00382
OG0000362	STRK1_59660.1, STRK1_59660.2	T265_09349
OG0000363	STRK1_40850.1, STRK1_98170.1, STRK1_95120.1, STRK1_95120.2, STRK1_40840.1, STRK1_40890.1, STRK1_40880.1, STRK1_40880.2, STRK1_100250.1	T265_04138
OG0000364	STRK1_26960.1	T265_04227
OG0000365	STRK1_55470.1, STRK1_55470.2	T265_13943
OG0000366	STRK1_49790.1, STRK1_49790.4, STRK1_49790.2, STRK1_49790.3	T265_09296, T265_14802
OG0000367	STRK1_31860.1	T265_01910
OG0000368	STRK1_3780.1	T265_13246, T265_13243
OG0000369	STRK1_16540.1	T265_07721, T265_07722
OG0000370	STRK1_38050.2, STRK1_38050.1, STRK1_38050.3	T265_00271, T265_00274, T265_03617, T265_00269, T265_00272
OG0000371	STRK1_28830.1	T265_06459
OG0000372	STRK1_9220.1, STRK1_9240.1, STRK1_9240.3, STRK1_9240.2	T265_01134, T265_03329
OG0000373	STRK1_8160.1	T265_14558
OG0000374	STRK1_39660.1, STRK1_39660.2	T265_11863
OG0000375	STRK1_15760.1	T265_06672
OG0000376	STRK1_59900.1	T265_11878
OG0000378	STRK1_24070.1, STRK1_24070.2	T265_05203
OG0000380	STRK1_20160.1	T265_15157, T265_03707
OG0000381	STRK1_47440.1	T265_00434, T265_15881
OG0000381	STRK1_47450.1	T265_00435
OG0000382	STRK1_88500.1, STRK1_86640.1	T265_02482
OG0000383	STRK1_32920.1	T265_08239
OG0000384	STRK1_31790.1	T265_09198, T265_09197
OG0000385	STRK1_59690.1	T265_09329, T265_09330
OG0000386	STRK1_19380.1	T265_11583
OG0000387	STRK1_17240.1	T265_06420
OG0000388	STRK1_86400.1	T265_11998
OG0000389	STRK1_71300.1	T265_00782
OG0000390	STRK1_93900.1	T265_11108, T265_11109
OG0000391	STRK1_11350.1	T265_09227
OG0000392	STRK1_65590.1, STRK1_65590.2	T265_14483
OG0000393	STRK1_43610.1, STRK1_43620.1, STRK1_43620.2, STRK1_43620.3, STRK1_43620.4	T265_15423
OG0000394	STRK1_60380.1	T265_08783
OG0000395	STRK1_98140.1, STRK1_76670.1	T265_08193
OG0000396	STRK1_15800.1	T265_13488
OG0000397	STRK1_77170.1	T265_01775
OG0000398	STRK1_18050.1, STRK1_21020.1, STRK1_20970.1	T265_10761, T265_10760
OG0000399	STRK1_24380.1, STRK1_24380.3, STRK1_24380.2, STRK1_24370.1	T265_14889, T265_03269
OG0000400	STRK1_42200.1, STRK1_42190.3, STRK1_42190.5, STRK1_42190.4, STRK1_42190.2, STRK1_42190.1, STRK1_43310.5, STRK1_43310.4, STRK1_43310.2, STRK1_43310.1, STRK1_43310.3, STRK1_43300.1, STRK1_42490.1	T265_14201, T265_08063, T265_08065, T265_10204
OG0000401	STRK1_90880.1	T265_05655
OG0000405	STRK1_33240.1, STRK1_99330.3, STRK1_99330.2, STRK1_99320.1, STRK1_99330.1	T265_09724
OG0000406	STRK1_28780.1	T265_05341
OG0000407	STRK1_59600.1	T265_12731
OG0000408	STRK1_26240.1, STRK1_26240.2	T265_07479
OG0000409	STRK1_88020.1, STRK1_88020.2	T265_03788
OG0000411	STRK1_25600.1, STRK1_25600.2, STRK1_25600.3, STRK1_25600.4, STRK1_25600.5, STRK1_25600.6	T265_13195
OG0000412	STRK1_69900.1	T265_09842
OG0000413	STRK1_60230.1	T265_02540
OG0000414	STRK1_10070.1	T265_06878, T265_06876, T265_06877
OG0000415	STRK1_29250.1, STRK1_29250.2, STRK1_29250.3, STRK1_29250.4	T265_13626, T265_04888
OG0000416	STRK1_104130.1, STRK1_86990.1	T265_07350
OG0000416	STRK1_84970.1	T265_09488
OG0000417	STRK1_46560.1, STRK1_46560.5, STRK1_46560.6, STRK1_46560.2, STRK1_46560.3, STRK1_46560.4, STRK1_46560.7, STRK1_46560.8	T265_01300
OG0000418	STRK1_90170.1	T265_07406, T265_14544
OG0000419	STRK1_3640.1	T265_00950
OG0000420	STRK1_43540.1	T265_01216
OG0000421	STRK1_65080.1, STRK1_65080.2	T265_13603
OG0000422	STRK1_49160.1	T265_01327
OG0000425	STRK1_99400.1	T265_00752
OG0000426	STRK1_48070.1, STRK1_48140.1, STRK1_48150.1, STRK1_48090.1, STRK1_48100.1, STRK1_48080.1, STRK1_48110.1	T265_12440
OG0000427	STRK1_47550.1, STRK1_99650.1	T265_13396
OG0000428	STRK1_37200.1	T265_08399
OG0000429	STRK1_93540.1, STRK1_93540.2	T265_07901
OG0000429	STRK1_43070.1	T265_10847
OG0000430	STRK1_31470.3, STRK1_31470.1, STRK1_31470.2	T265_11497
OG0000431	STRK1_50230.1	T265_00379
OG0000432	STRK1_94640.1, STRK1_94640.2	T265_10186
OG0000433	STRK1_35200.1, STRK1_35200.2, STRK1_35200.3, STRK1_35200.4, STRK1_35200.9, STRK1_35200.5, STRK1_35200.6, STRK1_35200.7, STRK1_35200.8	T265_13054
OG0000434	STRK1_91860.1	T265_05326
OG0000435	STRK1_48870.1	T265_01204
OG0000436	STRK1_22550.1, STRK1_22550.2	T265_03713
OG0000437	STRK1_17000.1	T265_13806
OG0000438	STRK1_63880.1	T265_09760
OG0000439	STRK1_81640.1	T265_02427
OG0000440	STRK1_87330.1, STRK1_87340.1, STRK1_87350.1	T265_08332
OG0000441	STRK1_11950.1	T265_00253
OG0000441	STRK1_5190.1	T265_07836
OG0000442	STRK1_31050.1	T265_09824
OG0000444	STRK1_110220.1, STRK1_110220.2, STRK1_69110.1, STRK1_69120.1	T265_11552
OG0000445	STRK1_63330.3, STRK1_63330.1, STRK1_63330.2, STRK1_63330.4	T265_12793
OG0000446	STRK1_8630.1, STRK1_11970.1, STRK1_11970.2	T265_02125
OG0000447	STRK1_52960.1	T265_03299
OG0000448	STRK1_32240.1	T265_05426
OG0000449	STRK1_56520.3, STRK1_56520.1, STRK1_56520.2	T265_03361
OG0000450	STRK1_23450.1, STRK1_23450.2, STRK1_23450.3	T265_11348, T265_01101
OG0000451	STRK1_84560.1	T265_05748
OG0000452	STRK1_37810.1	T265_09821
OG0000453	STRK1_59750.1, STRK1_59750.2	T265_06719
OG0000454	STRK1_81030.1, STRK1_81040.1, STRK1_69830.1	T265_02660
OG0000455	STRK1_13250.1	T265_13543
OG0000456	STRK1_68890.1	T265_00028
OG0000457	STRK1_27270.1	T265_06520
OG0000458	STRK1_27660.3, STRK1_27660.2, STRK1_27660.5, STRK1_27650.1, STRK1_27660.1, STRK1_27660.4	T265_14731
OG0000459	STRK1_8930.1	T265_12673
OG0000460	STRK1_7890.1	T265_02175
OG0000465	STRK1_75780.1, STRK1_75780.2, STRK1_75780.3, STRK1_75780.4	T265_12004, T265_15852
OG0000466	STRK1_103390.1, STRK1_47590.1	T265_00717, T265_09088
OG0000467	STRK1_28040.1, STRK1_28040.2	T265_06392, T265_14024, T265_15837
OG0000468	STRK1_68640.1	T265_13212
OG0000469	STRK1_16240.1, STRK1_16240.2	T265_06265
OG0000470	STRK1_52630.1	T265_02354
OG0000471	STRK1_87690.1	T265_04176
OG0000472	STRK1_97050.1	T265_08287, T265_14526, T265_08288
OG0000473	STRK1_6710.4, STRK1_6710.3, STRK1_6710.1, STRK1_6710.2	T265_09380
OG0000474	STRK1_43340.1	T265_12460
OG0000475	STRK1_63660.1, STRK1_63660.2	T265_14673
OG0000476	STRK1_19840.1	T265_07244
OG0000477	STRK1_43550.1, STRK1_43560.1, STRK1_100280.1	T265_01343
OG0000478	STRK1_5900.1	T265_09689
OG0000479	STRK1_32110.1	T265_11380
OG0000480	STRK1_58780.1	T265_00389, T265_13589, T265_12846, T265_01772, T265_01033, T265_11693, T265_01859, T265_07661, T265_10676, T265_03719, T265_08374, T265_04371, T265_02027, T265_11038, T265_06133, T265_09446, T265_08269, T265_15662, T265_11568, T265_08423, T265_12491, T265_15632, T265_04892, T265_02994, T265_13852, T265_01186, T265_13974, T265_12776, T265_05455, T265_09979, T265_00308, T265_04912, T265_05271, T265_00689, T265_08138, T265_05417, T265_10575, T265_14180, T265_01804, T265_00016, T265_09320, T265_09509, T265_04945, T265_00925, T265_02510, T265_10253, T265_03397
OG0000481	STRK1_62290.1, STRK1_62290.2, STRK1_62290.3	T265_00530
OG0000482	STRK1_99730.1, STRK1_9270.1	T265_12690
OG0000483	STRK1_56570.1, STRK1_56590.1, STRK1_56580.1	T265_06074
OG0000484	STRK1_92410.1	T265_09654
OG0000485	STRK1_11680.1, STRK1_11690.1	T265_13168
OG0000490	STRK1_66240.1, STRK1_109000.1, STRK1_109230.1, STRK1_109230.5, STRK1_109230.3, STRK1_109230.6, STRK1_66240.2, STRK1_109230.2, STRK1_109230.4, STRK1_109230.7, STRK1_109230.8, STRK1_109220.1	T265_01437, T265_16063
OG0000491	STRK1_29770.1	T265_14314
OG0000493	STRK1_45450.1	T265_10148, T265_15065
OG0000493	STRK1_100970.1, STRK1_36870.1, STRK1_36870.2	T265_15185, T265_10559
OG0000495	STRK1_16990.1, STRK1_16990.2	T265_15686
OG0000496	STRK1_33180.1	T265_07584
OG0000497	STRK1_3120.1, STRK1_3130.1	T265_07772
OG0000498	STRK1_25590.1	T265_12716, T265_12902
OG0000499	STRK1_68590.1	T265_12977
OG0000500	STRK1_3870.3, STRK1_3870.1, STRK1_3870.2, STRK1_3870.4	T265_12964
OG0000501	STRK1_26790.1	T265_13462
OG0000502	STRK1_108460.1	T265_07436, T265_06036
OG0000503	STRK1_16410.4, STRK1_16410.5, STRK1_16410.6, STRK1_16410.7, STRK1_16410.3, STRK1_16410.2, STRK1_16410.1	T265_11949
OG0000504	STRK1_44940.1	T265_03966
OG0000505	STRK1_39250.1, STRK1_39250.2	T265_12584
OG0000506	STRK1_66680.1, STRK1_8850.1	T265_07729, T265_16032
OG0000507	STRK1_32390.1	T265_02979, T265_07797, T265_07796
OG0000508	STRK1_4570.1	T265_10226, T265_16175
OG0000509	STRK1_49740.1, STRK1_49740.5, STRK1_49740.3, STRK1_49740.2, STRK1_49740.4, STRK1_52320.1	T265_06851, T265_06853, T265_06854, T265_14152
OG0000510	STRK1_76470.1, STRK1_76470.2, STRK1_77670.1	T265_03984, T265_03985, T265_13373
OG0000511	STRK1_70300.1	T265_07656, T265_07655, T265_07657
OG0000512	STRK1_52010.1	T265_12454
OG0000513	STRK1_65050.1, STRK1_65060.1	T265_01157, T265_06044
OG0000515	STRK1_4950.2, STRK1_4950.1, STRK1_4950.3	T265_00984, T265_00985
OG0000516	STRK1_64250.3, STRK1_64250.1, STRK1_64250.2, STRK1_64250.4	T265_03354
OG0000517	STRK1_26830.3, STRK1_26830.1, STRK1_26830.2	T265_01106
OG0000521	STRK1_69510.1	T265_12415
OG0000522	STRK1_52980.1	T265_04037
OG0000523	STRK1_74090.1	T265_07660
OG0000524	STRK1_7820.1	T265_07885
OG0000525	STRK1_54540.3, STRK1_54540.2, STRK1_54540.4, STRK1_54540.1, STRK1_54540.5	T265_05091
OG0000526	STRK1_14230.1, STRK1_14230.2	T265_02282, T265_12113
OG0000527	STRK1_3770.1	T265_03411
OG0000528	STRK1_31650.1	T265_06055
OG0000529	STRK1_2970.1	T265_09182, T265_03656
OG0000529	STRK1_22660.3, STRK1_22660.1, STRK1_22660.2	T265_07511
OG0000530	STRK1_92620.1, STRK1_92970.1	T265_09699
OG0000531	STRK1_74880.1	T265_14416, T265_14417
OG0000532	STRK1_6670.1	T265_00995, T265_06267
OG0000533	STRK1_2020.1, STRK1_2020.2, STRK1_2020.3	T265_13786
OG0000534	STRK1_102840.1, STRK1_68810.1, STRK1_68820.1	T265_09156
OG0000535	STRK1_56300.1, STRK1_56300.2	T265_13029, T265_02526, T265_16334
OG0000536	STRK1_59070.1	T265_04792
OG0000537	STRK1_47810.2, STRK1_47810.1, STRK1_47810.3	T265_03566
OG0000539	STRK1_44830.1, STRK1_99010.1	T265_02944
OG0000540	STRK1_3360.1	T265_06424
OG0000541	STRK1_37050.2, STRK1_37050.1, STRK1_37050.3	T265_02592
OG0000542	STRK1_84850.1	T265_10499
OG0000543	STRK1_4650.1	T265_05515
OG0000544	STRK1_76710.1, STRK1_76630.1, STRK1_106880.1	T265_14759
OG0000545	STRK1_44550.1	T265_01309
OG0000545	STRK1_67630.1, STRK1_67630.2	T265_13998
OG0000546	STRK1_30390.1, STRK1_30390.2, STRK1_30390.3	T265_14392
OG0000547	STRK1_85510.1	T265_07333
OG0000548	STRK1_30290.1, STRK1_30290.2	T265_14116
OG0000549	STRK1_10270.1, STRK1_10260.1, STRK1_10260.2, STRK1_10260.3, STRK1_10260.4	T265_14374, T265_06649, T265_14373, T265_03050, T265_07757
OG0000550	STRK1_2100.1, STRK1_2100.2, STRK1_2110.1	T265_09507, T265_14868
OG0000551	STRK1_50530.1, STRK1_50540.1	T265_04197, T265_11408, T265_09018, T265_09780, T265_09887
OG0000551	STRK1_104720.1	T265_05015
OG0000552	STRK1_83410.1, STRK1_83420.1, STRK1_83390.1	T265_05767
OG0000553	STRK1_90980.1, STRK1_91000.1	T265_05228, T265_05227
OG0000554	STRK1_10400.2, STRK1_10400.1, STRK1_10400.3	T265_06137
OG0000555	STRK1_40400.1, STRK1_40400.2, STRK1_40410.1	T265_04699, T265_04748, T265_04698
OG0000556	STRK1_58920.1	T265_05172
OG0000557	STRK1_33500.1, STRK1_33510.1	T265_09726
OG0000558	STRK1_4080.1, STRK1_4080.2	T265_02473, T265_07551
OG0000559	STRK1_78900.1	T265_15777, T265_15105
OG0000561	STRK1_94500.1	T265_05307
OG0000562	STRK1_81860.3, STRK1_81860.2, STRK1_81860.1	T265_09617, T265_14904, T265_14905
OG0000563	STRK1_18270.1	T265_00934
OG0000564	STRK1_41560.1, STRK1_97520.1	T265_04694
OG0000565	STRK1_16670.1, STRK1_16670.2	T265_06308
OG0000566	STRK1_80890.1, STRK1_80040.1	T265_06381
OG0000567	STRK1_63470.2, STRK1_63470.3	T265_09355
OG0000568	STRK1_53100.1, STRK1_53100.2	T265_14125
OG0000568	STRK1_64870.1	T265_06795
OG0000568	STRK1_35890.1	T265_05196
OG0000569	STRK1_9030.1	T265_16092, T265_15315, T265_15990
OG0000570	STRK1_8350.1	T265_14462
OG0000571	STRK1_12050.1, STRK1_12050.2, STRK1_12050.3	T265_09677
OG0000572	STRK1_57000.1, STRK1_57000.2, STRK1_57000.3, STRK1_57000.4	T265_13892
OG0000574	STRK1_17180.1	T265_09231
OG0000575	STRK1_91120.1	T265_13730
OG0000576	STRK1_39810.1	T265_04125
OG0000577	STRK1_47390.1	T265_03389
OG0000580	STRK1_31450.1, STRK1_31450.2	T265_11930
OG0000581	STRK1_60330.1	T265_03176, T265_03173
OG0000582	STRK1_93980.1, STRK1_93990.1	T265_01669, T265_01670, T265_01668, T265_01664, T265_01665, T265_01666
OG0000582	STRK1_94000.1	T265_01671
OG0000583	STRK1_59930.1, STRK1_59930.2	T265_02005
OG0000584	STRK1_27120.1	T265_13228
OG0000585	STRK1_3500.1	T265_00232
OG0000586	STRK1_32640.1	T265_11386
OG0000587	STRK1_62070.1	T265_07724
OG0000587	STRK1_8840.1, STRK1_8830.1	T265_12893, T265_14323
OG0000588	STRK1_20980.2, STRK1_20980.1, STRK1_20980.3	T265_11101, T265_10758
OG0000589	STRK1_48610.1	T265_12428, T265_12429, T265_12430, T265_12204, T265_12431, T265_08812, T265_15994, T265_12432, T265_12433, T265_00017
OG0000590	STRK1_36700.1	T265_09102
OG0000590	STRK1_38730.1	T265_06033
OG0000591	STRK1_16660.1, STRK1_16660.3, STRK1_16660.4, STRK1_16660.2, STRK1_16660.5, STRK1_16660.6	T265_06310
OG0000592	STRK1_29140.1	T265_14113
OG0000593	STRK1_31930.1	T265_10773
OG0000594	STRK1_49860.1, STRK1_49860.2	T265_05797, T265_06525
OG0000595	STRK1_45800.1, STRK1_45800.2	T265_03869
OG0000598	STRK1_8170.1	T265_02456
OG0000599	STRK1_59360.1, STRK1_59360.2, STRK1_59370.1, STRK1_59380.1	T265_07673
OG0000600	STRK1_66100.1	T265_10590
OG0000601	STRK1_94580.1	T265_04621, T265_04618
OG0000601	STRK1_39100.1	T265_14218
OG0000602	STRK1_4630.1	T265_09208, T265_12351
OG0000603	STRK1_48520.1	T265_14992, T265_14991, T265_11543
OG0000605	STRK1_25160.1, STRK1_25220.1, STRK1_25220.2	T265_14198
OG0000606	STRK1_15350.1	T265_13221
OG0000607	STRK1_32580.1	T265_10825
OG0000608	STRK1_52140.1, STRK1_52120.1, STRK1_52120.2	T265_02880, T265_02883
OG0000609	STRK1_98450.1, STRK1_25320.1	T265_09254
OG0000610	STRK1_26680.1	T265_07616, T265_15716
OG0000610	STRK1_21440.4, STRK1_21540.1	T265_05701
OG0000611	STRK1_40760.1, STRK1_40750.1, STRK1_40720.1, STRK1_40720.2, STRK1_40730.1	T265_06968
OG0000612	STRK1_12080.1	T265_09078
OG0000613	STRK1_28000.1, STRK1_28000.2	T265_02832
OG0000614	STRK1_42910.1	T265_12100
OG0000615	STRK1_8510.1, STRK1_8510.2	T265_03195
OG0000616	STRK1_108810.1, STRK1_58200.1, STRK1_104970.1, STRK1_58190.1, STRK1_103510.1, STRK1_103510.2	T265_08938
OG0000617	STRK1_79620.1	T265_08274
OG0000618	STRK1_31250.3, STRK1_31250.2, STRK1_31250.1, STRK1_31250.6, STRK1_31250.5, STRK1_31250.4	T265_13264
OG0000620	STRK1_4430.1	T265_10505
OG0000620	STRK1_43590.1, STRK1_98020.1, STRK1_99350.1	T265_00373, T265_00374
OG0000621	STRK1_29970.1, STRK1_29970.2	T265_14537
OG0000622	STRK1_71460.1	T265_00170
OG0000623	STRK1_8330.1	T265_04780, T265_13600
OG0000624	STRK1_36900.1	T265_15535, T265_11776, T265_13342
OG0000625	STRK1_33590.1	T265_03633
OG0000626	STRK1_48800.1	T265_02683, T265_13068
OG0000627	STRK1_5540.1, STRK1_5540.2, STRK1_5540.3	T265_09410
OG0000628	STRK1_60390.1, STRK1_60390.2	T265_08778, T265_14669, T265_16036
OG0000629	STRK1_28610.1	T265_05422
OG0000630	STRK1_57470.1	T265_11517
OG0000631	STRK1_58990.1, STRK1_60430.1	T265_00494
OG0000632	STRK1_11850.1	T265_03948
OG0000633	STRK1_46900.1	T265_08226
OG0000636	STRK1_90940.1	T265_09528
OG0000637	STRK1_49610.1, STRK1_49610.2	T265_08691
OG0000638	STRK1_58720.1	T265_12571, T265_16335
OG0000639	STRK1_65490.1	T265_08132
OG0000640	STRK1_81880.1	T265_06014
OG0000641	STRK1_5970.1	T265_11906
OG0000641	STRK1_15740.1	T265_08520
OG0000642	STRK1_65430.6, STRK1_65430.1, STRK1_65430.2, STRK1_65430.4, STRK1_65430.3, STRK1_65430.7, STRK1_65430.5	T265_00484
OG0000643	STRK1_46480.1, STRK1_46480.3, STRK1_46480.4, STRK1_46480.7, STRK1_46480.2, STRK1_46480.5, STRK1_46480.6	T265_06781
OG0000643	STRK1_46470.1, STRK1_46470.2	T265_00368
OG0000644	STRK1_92740.1	T265_10096
OG0000645	STRK1_9750.1	T265_06416, T265_14031
OG0000646	STRK1_12060.1	T265_14032, T265_09682
OG0000647	STRK1_61240.1	T265_01179
OG0000649	STRK1_57820.1, STRK1_97850.1, STRK1_57810.1	T265_14362
OG0000650	STRK1_74790.1, STRK1_74800.1	T265_04859
OG0000651	STRK1_41900.1, STRK1_41880.1	T265_08308
OG0000652	STRK1_35180.1	T265_02580, T265_06040
OG0000653	STRK1_38880.1, STRK1_38890.1, STRK1_38890.2	T265_08906
OG0000654	STRK1_27750.2, STRK1_27750.4, STRK1_27750.3, STRK1_27750.1	T265_12621
OG0000656	STRK1_72250.1	T265_15627
OG0000657	STRK1_86300.1	T265_02650
OG0000659	STRK1_41670.1	T265_14212
OG0000663	STRK1_102170.1, STRK1_32940.1	T265_04735, T265_02871
OG0000664	STRK1_13220.3, STRK1_13220.1, STRK1_13220.2	T265_04576
OG0000665	STRK1_71810.1	T265_10655
OG0000666	STRK1_65480.1, STRK1_65480.2	T265_14484
OG0000667	STRK1_5720.10, STRK1_5720.11, STRK1_5720.8, STRK1_5720.7, STRK1_5720.6, STRK1_5720.1, STRK1_5720.4, STRK1_5720.5, STRK1_5720.2, STRK1_5720.3, STRK1_5720.9	T265_06220
OG0000668	STRK1_46820.1	T265_07209
OG0000669	STRK1_101300.1, STRK1_65750.1, STRK1_65750.2	T265_04795
OG0000671	STRK1_71160.1	T265_06752
OG0000672	STRK1_41990.3, STRK1_41990.1, STRK1_41990.2	T265_08111
OG0000673	STRK1_14940.1	T265_06693, T265_15660, T265_03059
OG0000674	STRK1_72430.1	T265_00038
OG0000675	STRK1_69980.1	T265_10356
OG0000676	STRK1_79710.1	T265_02244
OG0000677	STRK1_6960.1, STRK1_6960.2	T265_03024
OG0000678	STRK1_35440.1	T265_14566
OG0000679	STRK1_69990.1, STRK1_69990.2, STRK1_69990.3, STRK1_69990.6, STRK1_69990.7, STRK1_69990.4, STRK1_69990.5	T265_13839
OG0000680	STRK1_14240.1	T265_15068
OG0000681	STRK1_35810.1, STRK1_35820.1	T265_15309
OG0000682	STRK1_40930.1	T265_05067
OG0000683	STRK1_97380.1	T265_03513
OG0000684	STRK1_81790.1	T265_02396
OG0000685	STRK1_72060.1	T265_14345
OG0000686	STRK1_58120.1	T265_06598
OG0000687	STRK1_25970.1	T265_13762
OG0000688	STRK1_111400.1, STRK1_80900.1, STRK1_80900.3, STRK1_80900.2	T265_09228
OG0000690	STRK1_107560.1, STRK1_21480.1	T265_15342
OG0000695	STRK1_92340.1	T265_07910
OG0000695	STRK1_43260.1, STRK1_104100.1	T265_07140
OG0000696	STRK1_15230.4, STRK1_15230.2, STRK1_15230.1, STRK1_15230.3, STRK1_15230.5	T265_00960
OG0000697	STRK1_35220.1, STRK1_100100.1, STRK1_101490.1	T265_02565
OG0000698	STRK1_4330.1, STRK1_4330.2	T265_04366
OG0000699	STRK1_34270.1, STRK1_34260.1	T265_08805
OG0000699	STRK1_43850.1	T265_03971
OG0000700	STRK1_24520.1, STRK1_24510.1, STRK1_24500.1	T265_06924, T265_06925
OG0000701	STRK1_60100.1, STRK1_60100.2	T265_02016
OG0000702	STRK1_102260.1, STRK1_106980.1, STRK1_83560.1	T265_08615
OG0000703	STRK1_108920.1, STRK1_101270.1, STRK1_91410.1	T265_14823, T265_09393, T265_14824
OG0000704	STRK1_51000.1, STRK1_51000.2	T265_10029
OG0000705	STRK1_3680.1, STRK1_3680.2, STRK1_3680.3	T265_10453
OG0000706	STRK1_40610.1	T265_01271, T265_09997
OG0000706	STRK1_46730.1, STRK1_46730.2	T265_00020
OG0000707	STRK1_90300.1	T265_15248, T265_15672
OG0000708	STRK1_27880.1, STRK1_27880.2, STRK1_27880.3	T265_05018
OG0000709	STRK1_40300.3, STRK1_40300.1, STRK1_40300.2	T265_13137
OG0000710	STRK1_12920.1	T265_14772
OG0000711	STRK1_73610.1	T265_13046
OG0000712	STRK1_47060.1	T265_00357
OG0000713	STRK1_106160.1, STRK1_106160.4, STRK1_106160.5, STRK1_106160.3, STRK1_106160.2	T265_15192
OG0000714	STRK1_44320.1	T265_12461
OG0000715	STRK1_25380.1	T265_06936, T265_16285
OG0000716	STRK1_10990.1	T265_01851
OG0000717	STRK1_57330.1	T265_15060
OG0000718	STRK1_74460.1	T265_15816
OG0000721	STRK1_43410.1	T265_00362
OG0000722	STRK1_15320.1	T265_03018, T265_03020
OG0000723	STRK1_71170.1	T265_10513, T265_14119
OG0000724	STRK1_41800.1	T265_15804, T265_04091, T265_04747
OG0000725	STRK1_103760.1, STRK1_70860.1	T265_05721
OG0000727	STRK1_28700.1, STRK1_47990.1	T265_07029
OG0000728	STRK1_50850.1	T265_02822
OG0000729	STRK1_12130.1	T265_03115
OG0000730	STRK1_58150.1, STRK1_58150.2, STRK1_58150.3, STRK1_58150.4	T265_10980
OG0000731	STRK1_22860.1, STRK1_73080.1	T265_11322
OG0000732	STRK1_16640.1	T265_11823
OG0000733	STRK1_17230.1	T265_05137, T265_13691, T265_13693
OG0000737	STRK1_9250.1	T265_05237
OG0000738	STRK1_67650.1, STRK1_67660.1	T265_05635, T265_05639
OG0000740	STRK1_12560.1	T265_04555
OG0000741	STRK1_81500.1	T265_10490
OG0000743	STRK1_21110.1	T265_02255
OG0000744	STRK1_16570.1	T265_13534
OG0000745	STRK1_32980.1, STRK1_32980.2	T265_15592, T265_01499
OG0000746	STRK1_59980.1	T265_08923
OG0000747	STRK1_101990.1, STRK1_102920.1, STRK1_95490.1	T265_14015
OG0000748	STRK1_68020.1, STRK1_68030.1	T265_08449, T265_15607, T265_15918, T265_12210
OG0000748	STRK1_68010.1, STRK1_68040.1	T265_12895
OG0000749	STRK1_68230.1	T265_15534
OG0000750	STRK1_75670.1	T265_01999
OG0000751	STRK1_15190.1, STRK1_15200.1, STRK1_17510.1, STRK1_17530.1	T265_14248
OG0000752	STRK1_93720.1, STRK1_93670.1	T265_14207
OG0000753	STRK1_80660.1	T265_11361
OG0000754	STRK1_48550.1, STRK1_48550.2	T265_01325
OG0000755	STRK1_72320.1, STRK1_72320.2	T265_14500, T265_14501
OG0000756	STRK1_37120.1	T265_04901
OG0000757	STRK1_46930.1	T265_14154
OG0000758	STRK1_12100.1	T265_03111
OG0000759	STRK1_47330.1, STRK1_47330.2, STRK1_47330.3	T265_14472, T265_14473, T265_15924
OG0000760	STRK1_76420.1, STRK1_76420.2	T265_14346
OG0000761	STRK1_51620.1	T265_01230
OG0000762	STRK1_79480.1, STRK1_79480.2	T265_07913
OG0000762	STRK1_85020.1	T265_01864
OG0000763	STRK1_17860.1, STRK1_17860.2, STRK1_17870.1	T265_06905
OG0000764	STRK1_11990.2, STRK1_11990.1, STRK1_11990.3	T265_00997
OG0000765	STRK1_47300.1, STRK1_47300.2	T265_00442
OG0000765	STRK1_47310.1	T265_00440
OG0000766	STRK1_64360.1	T265_12796
OG0000767	STRK1_62430.1, STRK1_97630.1	T265_12911
OG0000768	STRK1_38340.1	T265_06451
OG0000769	STRK1_19790.1, STRK1_110020.2, STRK1_54250.2, STRK1_110020.1, STRK1_54250.6, STRK1_54250.1, STRK1_54250.7, STRK1_54250.5, STRK1_54250.4, STRK1_54250.3	T265_01586
OG0000770	STRK1_4150.1	T265_12873
OG0000773	STRK1_22450.1, STRK1_22450.3, STRK1_22450.4, STRK1_22450.2	T265_00411
OG0000774	STRK1_45160.1, STRK1_45160.3, STRK1_45160.2, STRK1_45160.4	T265_08743
OG0000775	STRK1_51890.1, STRK1_51890.2	T265_13684
OG0000776	STRK1_43430.1	T265_07866
OG0000776	STRK1_53190.1	T265_12745
OG0000777	STRK1_46620.1	T265_02206
OG0000778	STRK1_105300.1, STRK1_102510.1	T265_01511, T265_10392, T265_10394
OG0000779	STRK1_16550.1	T265_07269
OG0000780	STRK1_4770.1	T265_06690
OG0000781	STRK1_10550.1	T265_11274
OG0000781	STRK1_80860.1	T265_10911
OG0000782	STRK1_32050.1, STRK1_32050.2	T265_10870, T265_12889
OG0000783	STRK1_97490.2, STRK1_97490.1, STRK1_100560.1, STRK1_97610.1	T265_10176
OG0000784	STRK1_32120.1	T265_12066
OG0000785	STRK1_57390.1	T265_09886
OG0000786	STRK1_38870.1	T265_03503
OG0000787	STRK1_93530.1, STRK1_57600.1	T265_06799
OG0000788	STRK1_11650.1, STRK1_11650.2	T265_03219
OG0000789	STRK1_22630.1, STRK1_22630.2	T265_01031
OG0000790	STRK1_37750.1	T265_00688
OG0000791	STRK1_41080.1, STRK1_41080.2	T265_14202, T265_14203
OG0000792	STRK1_3290.1, STRK1_3290.2	T265_14379
