Orthogroup	schistosoma_turkestanicum	fasciola_gigantica
OG0000320	STRK1_30360.1, STRK1_30360.2, STRK1_30360.3	FGIG_00209
OG0000320	STRK1_54950.1	FGIG_08913
OG0000321	STRK1_33670.1, STRK1_33670.2, STRK1_33670.3	FGIG_00856, FGIG_00857
OG0000322	STRK1_23800.1	FGIG_01204
OG0000323	STRK1_101620.1	FGIG_02690
OG0000324	STRK1_49820.1	FGIG_04179
OG0000325	STRK1_77730.1, STRK1_77730.2	FGIG_04546
OG0000326	STRK1_57480.1	FGIG_04814
OG0000327	STRK1_68400.1, STRK1_68410.1	FGIG_06438, FGIG_08722, FGIG_11975, FGIG_09141
OG0000328	STRK1_27160.1	FGIG_09711
OG0000329	STRK1_5220.1	FGIG_11990
OG0000332	STRK1_106830.2, STRK1_106830.1, STRK1_63230.1, STRK1_63230.3, STRK1_63230.2, STRK1_63230.4	FGIG_00632
OG0000333	STRK1_5710.1	FGIG_01538
OG0000334	STRK1_73690.1, STRK1_73690.2, STRK1_73680.1	FGIG_02321
OG0000335	STRK1_17750.1, STRK1_17760.1, STRK1_17770.1, STRK1_17780.1	FGIG_02931
OG0000336	STRK1_15820.1, STRK1_15830.1	FGIG_05611
OG0000336	STRK1_4180.1, STRK1_4180.2	FGIG_03447
OG0000337	STRK1_51530.1	FGIG_05353
OG0000337	STRK1_30640.1, STRK1_30640.2, STRK1_30640.3, STRK1_30640.4, STRK1_30640.5	FGIG_07022
OG0000342	STRK1_4000.1	FGIG_05549
OG0000342	STRK1_3850.1	FGIG_00226
OG0000343	STRK1_33900.2, STRK1_33900.1, STRK1_33900.3, STRK1_33940.1, STRK1_33940.2, STRK1_33940.3, STRK1_33940.4, STRK1_33940.5, STRK1_33940.6	FGIG_01634, FGIG_01635
OG0000344	STRK1_10700.1, STRK1_3600.1	FGIG_01866
OG0000345	STRK1_54230.1, STRK1_54230.2	FGIG_01894
OG0000346	STRK1_26620.1	FGIG_01903
OG0000347	STRK1_29530.1	FGIG_02160, FGIG_12660
OG0000348	STRK1_3330.1, STRK1_104550.3, STRK1_104550.1, STRK1_3320.1, STRK1_104550.2, STRK1_104550.4	FGIG_03483
OG0000349	STRK1_300.2, STRK1_300.1, STRK1_300.3	FGIG_04573, FGIG_04572, FGIG_06122
OG0000350	STRK1_28740.1	FGIG_04749
OG0000351	STRK1_8730.2, STRK1_8730.1, STRK1_98220.1	FGIG_05010
OG0000352	STRK1_36020.1	FGIG_05384, FGIG_11348, FGIG_05385
OG0000353	STRK1_68740.1	FGIG_06289
OG0000354	STRK1_17160.1	FGIG_10148, FGIG_09059
OG0000355	STRK1_13090.1	FGIG_10341, FGIG_12112, FGIG_12113
OG0000356	STRK1_6220.3, STRK1_6220.4, STRK1_6220.1, STRK1_6220.2	FGIG_10789, FGIG_10788, FGIG_10790
OG0000357	STRK1_41100.1, STRK1_41100.2	FGIG_12459
OG0000359	STRK1_15140.2, STRK1_15140.1, STRK1_15140.3	FGIG_00275
OG0000360	STRK1_17970.2, STRK1_17970.1, STRK1_17970.3	FGIG_01496
OG0000361	STRK1_50210.1	FGIG_02685, FGIG_02684
OG0000362	STRK1_59660.1, STRK1_59660.2	FGIG_02801
OG0000363	STRK1_40850.1, STRK1_98170.1, STRK1_95120.1, STRK1_95120.2, STRK1_40840.1, STRK1_40890.1, STRK1_40880.1, STRK1_40880.2, STRK1_100250.1	FGIG_03340, FGIG_03341, FGIG_03338
OG0000364	STRK1_26960.1	FGIG_03707
OG0000365	STRK1_55470.1, STRK1_55470.2	FGIG_12204, FGIG_04576
OG0000366	STRK1_49790.1, STRK1_49790.4, STRK1_49790.2, STRK1_49790.3	FGIG_06034, FGIG_09373, FGIG_12323
OG0000367	STRK1_31860.1	FGIG_07381
OG0000368	STRK1_3780.1	FGIG_07710, FGIG_12057
OG0000369	STRK1_16540.1	FGIG_08435
OG0000370	STRK1_38050.2, STRK1_38050.1, STRK1_38050.3	FGIG_08520
OG0000371	STRK1_28830.1	FGIG_08814
OG0000372	STRK1_9220.1, STRK1_9240.1, STRK1_9240.3, STRK1_9240.2	FGIG_08961
OG0000373	STRK1_8160.1	FGIG_12324, FGIG_09323
OG0000374	STRK1_39660.1, STRK1_39660.2	FGIG_09768
OG0000375	STRK1_15760.1	FGIG_10082
OG0000376	STRK1_59900.1	FGIG_10153, FGIG_11766, FGIG_11765
OG0000377	STRK1_46210.5, STRK1_46210.6, STRK1_46210.1, STRK1_46210.7, STRK1_46210.2, STRK1_46210.3, STRK1_46210.4	FGIG_10617
OG0000378	STRK1_24070.1, STRK1_24070.2	FGIG_11867
OG0000380	STRK1_20160.1	FGIG_01104, FGIG_10893, FGIG_11041
OG0000380	STRK1_20130.1, STRK1_20140.1, STRK1_20110.1	FGIG_00695
OG0000381	STRK1_47440.1	FGIG_01453
OG0000381	STRK1_47450.1	FGIG_01451, FGIG_01452
OG0000382	STRK1_88500.1, STRK1_86640.1	FGIG_01588, FGIG_06764
OG0000383	STRK1_32920.1	FGIG_01645, FGIG_01646
OG0000384	STRK1_31790.1	FGIG_01701
OG0000386	STRK1_19380.1	FGIG_07934, FGIG_07933, FGIG_05021, FGIG_05980
OG0000387	STRK1_17240.1	FGIG_05744, FGIG_12613
OG0000388	STRK1_86400.1	FGIG_06147
OG0000389	STRK1_71300.1	FGIG_06300
OG0000390	STRK1_93900.1	FGIG_06318
OG0000391	STRK1_11350.1	FGIG_06566, FGIG_07343
OG0000392	STRK1_65590.1, STRK1_65590.2	FGIG_06786
OG0000393	STRK1_43610.1, STRK1_43620.1, STRK1_43620.2, STRK1_43620.3, STRK1_43620.4	FGIG_06864
OG0000394	STRK1_60380.1	FGIG_12663, FGIG_07717
OG0000395	STRK1_98140.1, STRK1_76670.1	FGIG_07807
OG0000396	STRK1_15800.1	FGIG_07980
OG0000397	STRK1_77170.1	FGIG_07986
OG0000398	STRK1_18050.1, STRK1_21020.1, STRK1_20970.1	FGIG_08346, FGIG_08154
OG0000399	STRK1_24380.1, STRK1_24380.3, STRK1_24380.2, STRK1_24370.1	FGIG_08267
OG0000400	STRK1_42200.1, STRK1_42190.3, STRK1_42190.5, STRK1_42190.4, STRK1_42190.2, STRK1_42190.1, STRK1_43310.5, STRK1_43310.4, STRK1_43310.2, STRK1_43310.1, STRK1_43310.3, STRK1_43300.1, STRK1_42490.1	FGIG_12136, FGIG_08348, FGIG_09690, FGIG_09691
OG0000401	STRK1_90880.1	FGIG_10170, FGIG_10171
OG0000402	STRK1_10630.1, STRK1_10630.2, STRK1_10630.3, STRK1_10630.4, STRK1_10630.5	FGIG_12370, FGIG_11519, FGIG_12593
OG0000403	STRK1_16780.1	FGIG_11602
OG0000405	STRK1_33240.1, STRK1_99330.3, STRK1_99330.2, STRK1_99320.1, STRK1_99330.1	FGIG_00540, FGIG_04407, FGIG_00542, FGIG_00541
OG0000406	STRK1_28780.1	FGIG_00915
OG0000407	STRK1_59600.1	FGIG_01328
OG0000408	STRK1_26240.1, STRK1_26240.2	FGIG_01770
OG0000409	STRK1_88020.1, STRK1_88020.2	FGIG_01990
OG0000410	STRK1_67150.1	FGIG_06197
OG0000411	STRK1_25600.1, STRK1_25600.2, STRK1_25600.3, STRK1_25600.4, STRK1_25600.5, STRK1_25600.6	FGIG_03726
OG0000412	STRK1_69900.1	FGIG_04797
OG0000413	STRK1_60230.1	FGIG_05095
OG0000414	STRK1_10070.1	FGIG_05869
OG0000415	STRK1_29250.1, STRK1_29250.2, STRK1_29250.3, STRK1_29250.4	FGIG_06429
OG0000416	STRK1_104130.1, STRK1_86990.1	FGIG_10985, FGIG_07789, FGIG_12457
OG0000416	STRK1_84970.1	FGIG_07250
OG0000417	STRK1_46560.1, STRK1_46560.5, STRK1_46560.6, STRK1_46560.2, STRK1_46560.3, STRK1_46560.4, STRK1_46560.7, STRK1_46560.8	FGIG_07860
OG0000418	STRK1_90170.1	FGIG_07977, FGIG_11738, FGIG_12450
OG0000419	STRK1_3640.1	FGIG_09307
OG0000420	STRK1_43540.1	FGIG_09853
OG0000421	STRK1_65080.1, STRK1_65080.2	FGIG_09942
OG0000422	STRK1_49160.1	FGIG_10041
OG0000425	STRK1_99400.1	FGIG_00596
OG0000426	STRK1_48070.1, STRK1_48140.1, STRK1_48150.1, STRK1_48090.1, STRK1_48100.1, STRK1_48080.1, STRK1_48110.1	FGIG_00984
OG0000427	STRK1_47550.1, STRK1_99650.1	FGIG_01900, FGIG_06350
OG0000428	STRK1_37200.1	FGIG_02141, FGIG_04993, FGIG_02140
OG0000429	STRK1_93540.1, STRK1_93540.2	FGIG_05114
OG0000429	STRK1_43070.1	FGIG_08773
OG0000430	STRK1_31470.3, STRK1_31470.1, STRK1_31470.2	FGIG_02540, FGIG_02734
OG0000431	STRK1_50230.1	FGIG_02682
OG0000432	STRK1_94640.1, STRK1_94640.2	FGIG_02953
OG0000433	STRK1_35200.1, STRK1_35200.2, STRK1_35200.3, STRK1_35200.4, STRK1_35200.9, STRK1_35200.5, STRK1_35200.6, STRK1_35200.7, STRK1_35200.8	FGIG_03051
OG0000434	STRK1_91860.1	FGIG_07436, FGIG_07788, FGIG_12172, FGIG_03250
OG0000435	STRK1_48870.1	FGIG_03380, FGIG_03381
OG0000436	STRK1_22550.1, STRK1_22550.2	FGIG_04181
OG0000437	STRK1_17000.1	FGIG_04672
OG0000438	STRK1_63880.1	FGIG_04722
OG0000439	STRK1_81640.1	FGIG_05052
OG0000440	STRK1_87330.1, STRK1_87340.1, STRK1_87350.1	FGIG_05435
OG0000441	STRK1_11950.1	FGIG_06666
OG0000441	STRK1_5190.1	FGIG_10681, FGIG_09295
OG0000442	STRK1_31050.1	FGIG_06753
OG0000443	STRK1_3380.1	FGIG_07760
OG0000444	STRK1_110220.1, STRK1_110220.2, STRK1_69110.1, STRK1_69120.1	FGIG_09462, FGIG_11910, FGIG_09471
OG0000445	STRK1_63330.3, STRK1_63330.1, STRK1_63330.2, STRK1_63330.4	FGIG_11201
OG0000447	STRK1_52960.1	FGIG_00135
OG0000448	STRK1_32240.1	FGIG_00556
OG0000449	STRK1_56520.3, STRK1_56520.1, STRK1_56520.2	FGIG_00826
OG0000450	STRK1_23450.1, STRK1_23450.2, STRK1_23450.3	FGIG_01291, FGIG_04679
OG0000451	STRK1_84560.1	FGIG_01553
OG0000452	STRK1_37810.1	FGIG_03230
OG0000453	STRK1_59750.1, STRK1_59750.2	FGIG_04192
OG0000454	STRK1_81030.1, STRK1_81040.1, STRK1_69830.1	FGIG_09647
OG0000455	STRK1_13250.1	FGIG_06485
OG0000456	STRK1_68890.1	FGIG_08883
OG0000457	STRK1_27270.1	FGIG_08921
OG0000458	STRK1_27660.3, STRK1_27660.2, STRK1_27660.5, STRK1_27650.1, STRK1_27660.1, STRK1_27660.4	FGIG_09209
OG0000459	STRK1_8930.1	FGIG_09431
OG0000464	STRK1_11120.1, STRK1_11120.2	FGIG_00328, FGIG_00327
OG0000465	STRK1_75780.1, STRK1_75780.2, STRK1_75780.3, STRK1_75780.4	FGIG_00532
OG0000466	STRK1_103390.1, STRK1_47590.1	FGIG_01561, FGIG_03877, FGIG_01560, FGIG_01559
OG0000467	STRK1_28040.1, STRK1_28040.2	FGIG_02474, FGIG_02706, FGIG_02707, FGIG_02708, FGIG_02710, FGIG_02709
OG0000468	STRK1_68640.1	FGIG_02572
OG0000469	STRK1_16240.1, STRK1_16240.2	FGIG_03009
OG0000470	STRK1_52630.1	FGIG_04092
OG0000471	STRK1_87690.1	FGIG_05330, FGIG_05331
OG0000472	STRK1_97050.1	FGIG_10508, FGIG_06143
OG0000473	STRK1_6710.4, STRK1_6710.3, STRK1_6710.1, STRK1_6710.2	FGIG_06411, FGIG_12123, FGIG_06410
OG0000474	STRK1_43340.1	FGIG_07254
OG0000475	STRK1_63660.1, STRK1_63660.2	FGIG_07645
OG0000476	STRK1_19840.1	FGIG_08382, FGIG_08383
OG0000477	STRK1_43550.1, STRK1_43560.1, STRK1_100280.1	FGIG_08447, FGIG_12672
OG0000478	STRK1_5900.1	FGIG_10674
OG0000479	STRK1_32110.1	FGIG_09169
OG0000480	STRK1_58780.1	FGIG_09555
OG0000481	STRK1_62290.1, STRK1_62290.2, STRK1_62290.3	FGIG_11554, FGIG_10028
OG0000482	STRK1_99730.1, STRK1_9270.1	FGIG_10421
OG0000483	STRK1_56570.1, STRK1_56590.1, STRK1_56580.1	FGIG_11522, FGIG_10429
OG0000484	STRK1_92410.1	FGIG_10469, FGIG_11973
OG0000485	STRK1_11680.1, STRK1_11690.1	FGIG_10899
OG0000490	STRK1_66240.1, STRK1_109000.1, STRK1_109230.1, STRK1_109230.5, STRK1_109230.3, STRK1_109230.6, STRK1_66240.2, STRK1_109230.2, STRK1_109230.4, STRK1_109230.7, STRK1_109230.8, STRK1_109220.1	FGIG_00244
OG0000491	STRK1_29770.1	FGIG_01361
OG0000492	STRK1_57770.1, STRK1_110990.1, STRK1_57780.1, STRK1_59570.1, STRK1_59570.2, STRK1_59570.3	FGIG_01399, FGIG_01400
OG0000493	STRK1_45450.1	FGIG_10535, FGIG_02574, FGIG_02575
OG0000493	STRK1_100970.1, STRK1_36870.1, STRK1_36870.2	FGIG_02106
OG0000495	STRK1_16990.1, STRK1_16990.2	FGIG_02597, FGIG_02595
OG0000496	STRK1_33180.1	FGIG_02657
OG0000497	STRK1_3120.1, STRK1_3130.1	FGIG_03046
OG0000498	STRK1_23090.1, STRK1_23080.1	FGIG_08610
OG0000498	STRK1_25590.1	FGIG_06356, FGIG_06355, FGIG_09764
OG0000499	STRK1_68590.1	FGIG_03308, FGIG_03309
OG0000500	STRK1_3870.3, STRK1_3870.1, STRK1_3870.2, STRK1_3870.4	FGIG_05535
OG0000501	STRK1_26790.1	FGIG_05786
OG0000502	STRK1_108460.1	FGIG_12630, FGIG_06672, FGIG_05947, FGIG_05868, FGIG_09687
OG0000503	STRK1_16410.4, STRK1_16410.5, STRK1_16410.6, STRK1_16410.7, STRK1_16410.3, STRK1_16410.2, STRK1_16410.1	FGIG_06020
OG0000504	STRK1_44940.1	FGIG_06236
OG0000505	STRK1_39250.1, STRK1_39250.2	FGIG_06258
OG0000506	STRK1_66680.1, STRK1_8850.1	FGIG_07761
OG0000507	STRK1_32390.1	FGIG_08020, FGIG_08019
OG0000508	STRK1_4570.1	FGIG_09651
OG0000509	STRK1_49740.1, STRK1_49740.5, STRK1_49740.3, STRK1_49740.2, STRK1_49740.4, STRK1_52320.1	FGIG_11147, FGIG_09900
OG0000510	STRK1_76470.1, STRK1_76470.2, STRK1_77670.1	FGIG_09919, FGIG_09920
OG0000511	STRK1_70300.1	FGIG_10110
OG0000512	STRK1_52010.1	FGIG_10635
OG0000513	STRK1_65050.1, STRK1_65060.1	FGIG_11295, FGIG_10901
OG0000515	STRK1_4950.2, STRK1_4950.1, STRK1_4950.3	FGIG_11760, FGIG_11877
OG0000516	STRK1_64250.3, STRK1_64250.1, STRK1_64250.2, STRK1_64250.4	FGIG_11912, FGIG_11911
OG0000517	STRK1_26830.3, STRK1_26830.1, STRK1_26830.2	FGIG_11937
OG0000521	STRK1_69510.1	FGIG_00188
OG0000522	STRK1_52980.1	FGIG_00655
OG0000523	STRK1_74090.1	FGIG_00791
OG0000524	STRK1_7820.1	FGIG_00872, FGIG_04807
OG0000525	STRK1_54540.3, STRK1_54540.2, STRK1_54540.4, STRK1_54540.1, STRK1_54540.5	FGIG_03698
OG0000526	STRK1_14230.1, STRK1_14230.2	FGIG_03947, FGIG_03948, FGIG_03949, FGIG_03950
OG0000527	STRK1_3770.1	FGIG_04305, FGIG_04306
OG0000528	STRK1_31650.1	FGIG_05456, FGIG_05455
OG0000529	STRK1_2970.1	FGIG_05544
OG0000529	STRK1_22660.3, STRK1_22660.1, STRK1_22660.2	FGIG_08863
OG0000530	STRK1_92620.1, STRK1_92970.1	FGIG_05770
OG0000531	STRK1_74880.1	FGIG_05789, FGIG_10492, FGIG_10493
OG0000532	STRK1_6670.1	FGIG_07231
OG0000533	STRK1_2020.1, STRK1_2020.2, STRK1_2020.3	FGIG_07562
OG0000534	STRK1_102840.1, STRK1_68810.1, STRK1_68820.1	FGIG_13988, FGIG_07681
OG0000535	STRK1_56300.1, STRK1_56300.2	FGIG_12466, FGIG_08126, FGIG_08125
OG0000536	STRK1_59070.1	FGIG_08935, FGIG_08934
OG0000537	STRK1_47810.2, STRK1_47810.1, STRK1_47810.3	FGIG_12232, FGIG_12182
OG0000539	STRK1_44830.1, STRK1_99010.1	FGIG_00008
OG0000540	STRK1_3360.1	FGIG_00485, FGIG_00487
OG0000541	STRK1_37050.2, STRK1_37050.1, STRK1_37050.3	FGIG_00810
OG0000542	STRK1_84850.1	FGIG_00859
OG0000543	STRK1_4650.1	FGIG_01118
OG0000544	STRK1_76710.1, STRK1_76630.1, STRK1_106880.1	FGIG_01478, FGIG_01480
OG0000545	STRK1_44550.1	FGIG_02161
OG0000545	STRK1_67630.1, STRK1_67630.2	FGIG_04734
OG0000546	STRK1_30390.1, STRK1_30390.2, STRK1_30390.3	FGIG_02171
OG0000547	STRK1_85510.1	FGIG_02243
OG0000548	STRK1_30290.1, STRK1_30290.2	FGIG_02293
OG0000549	STRK1_10270.1, STRK1_10260.1, STRK1_10260.2, STRK1_10260.3, STRK1_10260.4	FGIG_02503
OG0000550	STRK1_2100.1, STRK1_2100.2, STRK1_2110.1	FGIG_02524, FGIG_04548
OG0000551	STRK1_50530.1, STRK1_50540.1	FGIG_11586
OG0000552	STRK1_3140.2, STRK1_3140.1, STRK1_3140.3	FGIG_03044
OG0000552	STRK1_83410.1, STRK1_83420.1, STRK1_83390.1	FGIG_10688
OG0000553	STRK1_90980.1, STRK1_91000.1	FGIG_06277, FGIG_03255
OG0000554	STRK1_10400.2, STRK1_10400.1, STRK1_10400.3	FGIG_03594, FGIG_03593, FGIG_09273
OG0000555	STRK1_40400.1, STRK1_40400.2, STRK1_40410.1	FGIG_06696, FGIG_03633, FGIG_07782
OG0000556	STRK1_58920.1	FGIG_04270
OG0000557	STRK1_33500.1, STRK1_33510.1	FGIG_04408
OG0000558	STRK1_4080.1, STRK1_4080.2	FGIG_04989
OG0000559	STRK1_78900.1	FGIG_05022, FGIG_05024, FGIG_05023
OG0000560	STRK1_90490.1	FGIG_05328
OG0000561	STRK1_94500.1	FGIG_05533
OG0000562	STRK1_81860.3, STRK1_81860.2, STRK1_81860.1	FGIG_05555, FGIG_05553
OG0000563	STRK1_18270.1	FGIG_06026
OG0000564	STRK1_41560.1, STRK1_97520.1	FGIG_06399, FGIG_10134
OG0000565	STRK1_16670.1, STRK1_16670.2	FGIG_06423
OG0000566	STRK1_80890.1, STRK1_80040.1	FGIG_06842
OG0000567	STRK1_63470.2, STRK1_63470.3	FGIG_07651
OG0000568	STRK1_53100.1, STRK1_53100.2	FGIG_08587
OG0000568	STRK1_64870.1	FGIG_08255
OG0000568	STRK1_35890.1	FGIG_08984
OG0000569	STRK1_9030.1	FGIG_08518
OG0000570	STRK1_8350.1	FGIG_11175, FGIG_11174, FGIG_08779
OG0000571	STRK1_12050.1, STRK1_12050.2, STRK1_12050.3	FGIG_09381, FGIG_08972
OG0000572	STRK1_57000.1, STRK1_57000.2, STRK1_57000.3, STRK1_57000.4	FGIG_10316
OG0000574	STRK1_17180.1	FGIG_11179, FGIG_10756
OG0000575	STRK1_91120.1	FGIG_10778
OG0000576	STRK1_39810.1	FGIG_11079
OG0000580	STRK1_41250.1	FGIG_01348
OG0000580	STRK1_31450.1, STRK1_31450.2	FGIG_06846
OG0000581	STRK1_60330.1	FGIG_01599, FGIG_01600, FGIG_01602
OG0000582	STRK1_93980.1, STRK1_93990.1	FGIG_08180, FGIG_01623, FGIG_12483, FGIG_04914
OG0000582	STRK1_94000.1	FGIG_04913
OG0000583	STRK1_59930.1, STRK1_59930.2	FGIG_01854
OG0000584	STRK1_27120.1	FGIG_02128
OG0000585	STRK1_3500.1	FGIG_03970
OG0000586	STRK1_32640.1	FGIG_04310
OG0000587	STRK1_8840.1, STRK1_8830.1	FGIG_06053, FGIG_06054, FGIG_06186, FGIG_06185, FGIG_10628
OG0000588	STRK1_20980.2, STRK1_20980.1, STRK1_20980.3	FGIG_04873, FGIG_04872
OG0000589	STRK1_48610.1	FGIG_05822
OG0000590	STRK1_36700.1	FGIG_06108
OG0000590	STRK1_38730.1	FGIG_09604
OG0000591	STRK1_16660.1, STRK1_16660.3, STRK1_16660.4, STRK1_16660.2, STRK1_16660.5, STRK1_16660.6	FGIG_07049
OG0000592	STRK1_29140.1	FGIG_07330
OG0000593	STRK1_31930.1	FGIG_07487
OG0000594	STRK1_49860.1, STRK1_49860.2	FGIG_09951
OG0000595	STRK1_45800.1, STRK1_45800.2	FGIG_10443
OG0000598	STRK1_8170.1	FGIG_00058
OG0000599	STRK1_59360.1, STRK1_59360.2, STRK1_59370.1, STRK1_59380.1	FGIG_00310
OG0000600	STRK1_66100.1	FGIG_00415
OG0000601	STRK1_94580.1	FGIG_00679, FGIG_00677
OG0000601	STRK1_39100.1	FGIG_06993, FGIG_06994
OG0000602	STRK1_4630.1	FGIG_07880, FGIG_00906
OG0000603	STRK1_48520.1	FGIG_01276
OG0000604	STRK1_109760.2, STRK1_109760.1, STRK1_109760.3	FGIG_01861
OG0000605	STRK1_25160.1, STRK1_25220.1, STRK1_25220.2	FGIG_04127, FGIG_05340, FGIG_08932, FGIG_04128, FGIG_06075, FGIG_02168, FGIG_09785, FGIG_11355, FGIG_08151
OG0000606	STRK1_50520.1	FGIG_02582
OG0000606	STRK1_50520.1	FGIG_04619
OG0000606	STRK1_50520.1	FGIG_05706
OG0000606	STRK1_15350.1	FGIG_11978
OG0000607	STRK1_32580.1	FGIG_02390
OG0000608	STRK1_52140.1, STRK1_52120.1, STRK1_52120.2	FGIG_12153, FGIG_02513
OG0000609	STRK1_98450.1, STRK1_25320.1	FGIG_03553
OG0000610	STRK1_26680.1	FGIG_06791
OG0000610	STRK1_21440.4, STRK1_21540.1	FGIG_04026
OG0000611	STRK1_40760.1, STRK1_40750.1, STRK1_40720.1, STRK1_40720.2, STRK1_40730.1	FGIG_04031, FGIG_04611, FGIG_04610
OG0000612	STRK1_12080.1	FGIG_05075, FGIG_07356
OG0000613	STRK1_28000.1, STRK1_28000.2	FGIG_05297
OG0000614	STRK1_42910.1	FGIG_07551, FGIG_05357, FGIG_05708
OG0000615	STRK1_8510.1, STRK1_8510.2	FGIG_05820
OG0000616	STRK1_108810.1, STRK1_58200.1, STRK1_104970.1, STRK1_58190.1, STRK1_103510.1, STRK1_103510.2	FGIG_05900, FGIG_05899, FGIG_05901, FGIG_05902
OG0000617	STRK1_79620.1	FGIG_06140
OG0000618	STRK1_31250.3, STRK1_31250.2, STRK1_31250.1, STRK1_31250.6, STRK1_31250.5, STRK1_31250.4	FGIG_06230
OG0000619	STRK1_80930.1, STRK1_80930.3, STRK1_80930.2	FGIG_06508
OG0000620	STRK1_4430.1	FGIG_06888
OG0000620	STRK1_43590.1, STRK1_98020.1, STRK1_99350.1	FGIG_07590
OG0000621	STRK1_29970.1, STRK1_29970.2	FGIG_08191
OG0000622	STRK1_71460.1	FGIG_08378
OG0000623	STRK1_8330.1	FGIG_08778
OG0000624	STRK1_36900.1	FGIG_09639
OG0000625	STRK1_33590.1	FGIG_12467, FGIG_09809
OG0000626	STRK1_48800.1	FGIG_10065
OG0000627	STRK1_5540.1, STRK1_5540.2, STRK1_5540.3	FGIG_10215, FGIG_11735
OG0000628	STRK1_60390.1, STRK1_60390.2	FGIG_10311
OG0000629	STRK1_28610.1	FGIG_11102, FGIG_11404, FGIG_11103
OG0000630	STRK1_57470.1	FGIG_11115
OG0000631	STRK1_58990.1, STRK1_60430.1	FGIG_11204
OG0000632	STRK1_11850.1	FGIG_11309
OG0000633	STRK1_46900.1	FGIG_11961, FGIG_11512
OG0000636	STRK1_90940.1	FGIG_00195, FGIG_00194
OG0000637	STRK1_49610.1, STRK1_49610.2	FGIG_00401, FGIG_09972
OG0000638	STRK1_58720.1	FGIG_00444, FGIG_00445
OG0000639	STRK1_65490.1	FGIG_12024, FGIG_00548
OG0000640	STRK1_81880.1	FGIG_07362, FGIG_01307
OG0000641	STRK1_5970.1	FGIG_10155
OG0000641	STRK1_15740.1	FGIG_06676
OG0000642	STRK1_65430.6, STRK1_65430.1, STRK1_65430.2, STRK1_65430.4, STRK1_65430.3, STRK1_65430.7, STRK1_65430.5	FGIG_01513
OG0000643	STRK1_46480.1, STRK1_46480.3, STRK1_46480.4, STRK1_46480.7, STRK1_46480.2, STRK1_46480.5, STRK1_46480.6	FGIG_07634
OG0000643	STRK1_46470.1, STRK1_46470.2	FGIG_01520
OG0000644	STRK1_92740.1	FGIG_02755
OG0000645	STRK1_9750.1	FGIG_03205, FGIG_03204
OG0000646	STRK1_12060.1	FGIG_06464, FGIG_04063
OG0000647	STRK1_61240.1	FGIG_04352
OG0000648	STRK1_89640.1, STRK1_108500.1, STRK1_110830.1	FGIG_04810
OG0000649	STRK1_57820.1, STRK1_97850.1, STRK1_57810.1	FGIG_12167, FGIG_04864
OG0000650	STRK1_74790.1, STRK1_74800.1	FGIG_05802
OG0000651	STRK1_41900.1, STRK1_41880.1	FGIG_06711
OG0000652	STRK1_35180.1	FGIG_07451, FGIG_11251
OG0000653	STRK1_38880.1, STRK1_38890.1, STRK1_38890.2	FGIG_08008
OG0000654	STRK1_27750.2, STRK1_27750.4, STRK1_27750.3, STRK1_27750.1	FGIG_08135
OG0000655	STRK1_79640.1	FGIG_08460
OG0000656	STRK1_72250.1	FGIG_11331
OG0000657	STRK1_86300.1	FGIG_12016
OG0000663	STRK1_102170.1, STRK1_32940.1	FGIG_00042
OG0000664	STRK1_13220.3, STRK1_13220.1, STRK1_13220.2	FGIG_00049
OG0000665	STRK1_71810.1	FGIG_00160, FGIG_00161
OG0000666	STRK1_65480.1, STRK1_65480.2	FGIG_00549
OG0000667	STRK1_5720.10, STRK1_5720.11, STRK1_5720.8, STRK1_5720.7, STRK1_5720.6, STRK1_5720.1, STRK1_5720.4, STRK1_5720.5, STRK1_5720.2, STRK1_5720.3, STRK1_5720.9	FGIG_01542
OG0000668	STRK1_46820.1	FGIG_01730, FGIG_09027
OG0000669	STRK1_101300.1, STRK1_65750.1, STRK1_65750.2	FGIG_01837
OG0000671	STRK1_71160.1	FGIG_08408, FGIG_02086
OG0000672	STRK1_41990.3, STRK1_41990.1, STRK1_41990.2	FGIG_02238
OG0000673	STRK1_14940.1	FGIG_09403, FGIG_02862, FGIG_11262
OG0000674	STRK1_72430.1	FGIG_03748
OG0000675	STRK1_69980.1	FGIG_04836
OG0000676	STRK1_79710.1	FGIG_04981
OG0000677	STRK1_6960.1, STRK1_6960.2	FGIG_08608, FGIG_05149
OG0000678	STRK1_35440.1	FGIG_05212, FGIG_08440
OG0000679	STRK1_69990.1, STRK1_69990.2, STRK1_69990.3, STRK1_69990.6, STRK1_69990.7, STRK1_69990.4, STRK1_69990.5	FGIG_05421
OG0000680	STRK1_14240.1	FGIG_06325
OG0000681	STRK1_35810.1, STRK1_35820.1	FGIG_07672, FGIG_07674, FGIG_07673
OG0000682	STRK1_40930.1	FGIG_08671, FGIG_10440
OG0000683	STRK1_97380.1	FGIG_08868
OG0000684	STRK1_81790.1	FGIG_09603
OG0000685	STRK1_72060.1	FGIG_10349
OG0000686	STRK1_58120.1	FGIG_10794
OG0000687	STRK1_25970.1	FGIG_10988
OG0000688	STRK1_111400.1, STRK1_80900.1, STRK1_80900.3, STRK1_80900.2	FGIG_11395
OG0000689	STRK1_17190.1, STRK1_17190.2	FGIG_11959, FGIG_11996, FGIG_12497
OG0000695	STRK1_92340.1	FGIG_01172
