Orthogroup	schistosoma_turkestanicum	schistosoma_curassoni
OG0000102	STRK1_3550.1, STRK1_3550.2	SCUR1_5960.1
OG0000102	STRK1_56260.1	SCUR1_58590.1, SCUR1_58590.2, SCUR1_58590.3
OG0000103	STRK1_75520.1, STRK1_75520.2	SCUR1_73440.1, SCUR1_73440.8, SCUR1_73440.10, SCUR1_73440.4, SCUR1_73440.5, SCUR1_73440.6, SCUR1_73440.7, SCUR1_73440.2, SCUR1_73440.3, SCUR1_73440.9
OG0000104	STRK1_3670.1, STRK1_3670.2	SCUR1_6110.1, SCUR1_6110.10, SCUR1_6110.11, SCUR1_6110.16, SCUR1_6110.3, SCUR1_6110.7, SCUR1_6110.13, SCUR1_6110.15, SCUR1_6110.4, SCUR1_6110.9, SCUR1_6110.17, SCUR1_6110.14, SCUR1_6110.6, SCUR1_6110.8, SCUR1_6110.12, SCUR1_6110.2, SCUR1_6110.5
OG0000105	STRK1_13170.1	SCUR1_7610.1
OG0000106	STRK1_102100.1	SCUR1_72870.1, SCUR1_72840.1, SCUR1_72890.1, SCUR1_72850.1, SCUR1_72820.1, SCUR1_72830.1, SCUR1_72880.1, SCUR1_72860.1, SCUR1_72900.1
OG0000106	STRK1_72780.1, STRK1_72770.1	SCUR1_72810.1
OG0000107	STRK1_49750.1	SCUR1_56400.1
OG0000107	STRK1_52380.1	SCUR1_49430.1
OG0000107	STRK1_49750.2	SCUR1_51040.1
OG0000108	STRK1_12570.1, STRK1_12570.2	SCUR1_8280.1
OG0000110	STRK1_30120.1	SCUR1_29820.1, SCUR1_29820.2
OG0000110	STRK1_30150.1	SCUR1_29800.2, SCUR1_29800.4, SCUR1_29800.1, SCUR1_29800.5, SCUR1_29800.3
OG0000110	STRK1_30110.1	SCUR1_29830.1
OG0000110	STRK1_30100.1, STRK1_30100.2	SCUR1_29840.2, SCUR1_29840.1
OG0000111	STRK1_46420.1	SCUR1_51960.1
OG0000111	STRK1_32480.1, STRK1_32510.1	SCUR1_31170.1, SCUR1_31180.1, SCUR1_31180.2
OG0000112	STRK1_94100.3, STRK1_94100.4, STRK1_94100.2, STRK1_94100.1	SCUR1_82790.7, SCUR1_82790.1, SCUR1_82790.4, SCUR1_82790.5, SCUR1_82790.8, SCUR1_82790.11, SCUR1_82790.10, SCUR1_82790.12, SCUR1_82790.2, SCUR1_82790.13, SCUR1_82790.6, SCUR1_82790.9, SCUR1_82790.3
OG0000114	STRK1_91030.1, STRK1_91030.2	SCUR1_93190.5, SCUR1_93190.1, SCUR1_93190.7, SCUR1_93190.2, SCUR1_93190.3, SCUR1_93190.6, SCUR1_93190.8, SCUR1_93190.9, SCUR1_93190.4
OG0000115	STRK1_28410.1	SCUR1_36820.4, SCUR1_36820.5, SCUR1_36820.2, SCUR1_36820.7, SCUR1_36820.9, SCUR1_36820.1, SCUR1_36820.10, SCUR1_36820.3, SCUR1_36820.6, SCUR1_36820.8
OG0000116	STRK1_49070.1, STRK1_49070.5, STRK1_49070.4, STRK1_49070.6, STRK1_49070.3, STRK1_49070.2	SCUR1_50170.11, SCUR1_50170.5, SCUR1_50170.12, SCUR1_50170.18, SCUR1_50170.22, SCUR1_50170.13, SCUR1_50170.8, SCUR1_50170.1, SCUR1_50170.15, SCUR1_50170.19, SCUR1_50170.10, SCUR1_50170.4, SCUR1_50170.7, SCUR1_50170.14, SCUR1_50170.2, SCUR1_50170.20, SCUR1_50170.3, SCUR1_50170.6, SCUR1_50170.17, SCUR1_50170.21, SCUR1_50170.16, SCUR1_50170.9
OG0000117	STRK1_30040.1	SCUR1_29920.10, SCUR1_29920.11, SCUR1_29920.15, SCUR1_29920.17, SCUR1_29920.6, SCUR1_29920.7, SCUR1_29920.1, SCUR1_29920.13, SCUR1_29920.5, SCUR1_29920.9, SCUR1_29920.14, SCUR1_29920.16, SCUR1_29920.18, SCUR1_29920.12, SCUR1_29920.19, SCUR1_29920.2, SCUR1_29920.3, SCUR1_29920.4, SCUR1_29920.8
OG0000118	STRK1_37870.1	SCUR1_39670.1, SCUR1_39680.1
OG0000118	STRK1_109120.1, STRK1_37860.1	SCUR1_39630.1
OG0000118	STRK1_109130.1, STRK1_37850.1	SCUR1_39640.1, SCUR1_39660.1
OG0000119	STRK1_93140.1, STRK1_93140.2, STRK1_93110.2, STRK1_93110.1, STRK1_54960.1, STRK1_93100.1, STRK1_93110.4, STRK1_93110.6, STRK1_93110.3, STRK1_93110.8, STRK1_93110.5, STRK1_93110.7	SCUR1_94000.1, SCUR1_94010.1
OG0000120	STRK1_29960.1, STRK1_29960.3, STRK1_29960.2, STRK1_29960.4	SCUR1_30020.1
OG0000122	STRK1_78300.3, STRK1_78300.1, STRK1_78300.2	SCUR1_79780.9, SCUR1_79780.18, SCUR1_79780.1, SCUR1_79780.25, SCUR1_79780.10, SCUR1_79780.16, SCUR1_79780.7, SCUR1_79780.24, SCUR1_79780.4, SCUR1_79780.13, SCUR1_79780.19, SCUR1_79780.5, SCUR1_79780.6, SCUR1_79780.12, SCUR1_79780.17, SCUR1_79780.2, SCUR1_79780.20, SCUR1_79780.8, SCUR1_79780.23, SCUR1_79780.14, SCUR1_79780.21, SCUR1_79780.11, SCUR1_79780.15, SCUR1_79780.22, SCUR1_79780.3
OG0000123	STRK1_73130.1, STRK1_73130.2	SCUR1_77980.6, SCUR1_77980.3, SCUR1_77980.4, SCUR1_77980.7, SCUR1_77980.5, SCUR1_77980.8, SCUR1_77980.1, SCUR1_77980.10, SCUR1_77980.9, SCUR1_77980.2
OG0000125	STRK1_99670.1	SCUR1_98170.1, SCUR1_98170.14, SCUR1_98170.2, SCUR1_98170.9, SCUR1_98170.6
OG0000126	STRK1_68690.1	SCUR1_70020.1, SCUR1_70020.11, SCUR1_70020.2, SCUR1_70020.5, SCUR1_70020.9, SCUR1_70020.13, SCUR1_70020.10, SCUR1_70020.3, SCUR1_70020.8, SCUR1_70020.12, SCUR1_70020.4, SCUR1_70020.6, SCUR1_70020.7
OG0000127	STRK1_21170.3, STRK1_21170.1, STRK1_21170.2	SCUR1_22630.19, SCUR1_22630.1, SCUR1_22630.2, SCUR1_22630.3, SCUR1_22630.4, SCUR1_22630.20, SCUR1_22630.21, SCUR1_22630.10, SCUR1_22630.11, SCUR1_22630.12, SCUR1_22630.13, SCUR1_22630.14, SCUR1_22630.15, SCUR1_22630.16, SCUR1_22630.17, SCUR1_22630.18, SCUR1_22630.5, SCUR1_22630.6, SCUR1_22630.7, SCUR1_22630.8, SCUR1_22630.9
OG0000128	STRK1_40900.1, STRK1_40900.3, STRK1_40900.2	SCUR1_43200.15, SCUR1_43200.4, SCUR1_43200.1, SCUR1_43200.13, SCUR1_43200.14, SCUR1_43200.2, SCUR1_43200.5, SCUR1_43200.6, SCUR1_43200.7, SCUR1_43200.8, SCUR1_43200.9, SCUR1_43200.12, SCUR1_43200.10, SCUR1_43200.11, SCUR1_43200.3
OG0000129	STRK1_6050.1, STRK1_31510.1, STRK1_31510.2	SCUR1_32360.1
OG0000130	STRK1_79420.1, STRK1_79420.2	SCUR1_80070.2, SCUR1_80070.3, SCUR1_80070.5, SCUR1_80070.1, SCUR1_80070.4, SCUR1_80070.6
OG0000131	STRK1_12320.1	SCUR1_8560.1
OG0000131	STRK1_83820.1, STRK1_83830.1, STRK1_83850.1, STRK1_83860.1	SCUR1_84770.1, SCUR1_84710.1, SCUR1_84710.2
OG0000132	STRK1_36280.1, STRK1_36280.2	SCUR1_35640.1, SCUR1_35640.4, SCUR1_35640.6, SCUR1_35640.3, SCUR1_35640.7, SCUR1_35640.8, SCUR1_35640.9, SCUR1_35640.10, SCUR1_35640.2, SCUR1_35640.5
OG0000133	STRK1_32070.1	SCUR1_31650.5, SCUR1_31650.16, SCUR1_31650.11, SCUR1_31650.15, SCUR1_31650.10, SCUR1_31650.2, SCUR1_31650.3, SCUR1_31650.6, SCUR1_31650.7, SCUR1_31650.9, SCUR1_31650.12, SCUR1_31650.13, SCUR1_31650.4, SCUR1_31650.1, SCUR1_31650.14, SCUR1_31650.8
OG0000134	STRK1_18540.1	SCUR1_20900.10, SCUR1_20900.7, SCUR1_20900.9, SCUR1_20900.11, SCUR1_20900.1, SCUR1_20900.8, SCUR1_20900.2, SCUR1_20900.3, SCUR1_20900.4, SCUR1_20900.6, SCUR1_20900.5
OG0000135	STRK1_11780.3, STRK1_11780.4, STRK1_11780.1, STRK1_11780.2	SCUR1_13470.2, SCUR1_13470.1
OG0000136	STRK1_7170.1	SCUR1_7290.7, SCUR1_7290.5, SCUR1_7290.8, SCUR1_7290.9, SCUR1_7320.1, SCUR1_7290.14, SCUR1_7290.4, SCUR1_7290.1, SCUR1_7290.13, SCUR1_7290.12, SCUR1_7290.3, SCUR1_7290.10, SCUR1_7290.11, SCUR1_7290.2, SCUR1_7290.6, SCUR1_7290.16, SCUR1_7290.15
OG0000137	STRK1_41450.1	SCUR1_42250.1
OG0000137	STRK1_41430.1, STRK1_41430.2	SCUR1_42260.1
OG0000137	STRK1_41510.1	SCUR1_42200.1
OG0000137	STRK1_41480.1, STRK1_41490.1	SCUR1_42230.1
OG0000137	STRK1_41470.1	SCUR1_42240.1
OG0000137	STRK1_41460.1	SCUR1_42220.1
OG0000138	STRK1_84500.1	SCUR1_86130.4, SCUR1_86130.5, SCUR1_86130.3, SCUR1_86130.1, SCUR1_86130.2
OG0000138	STRK1_42170.1	SCUR1_45200.5, SCUR1_45200.7, SCUR1_45200.1, SCUR1_45200.2, SCUR1_45200.4, SCUR1_45200.3, SCUR1_45200.6
OG0000139	STRK1_16260.1	SCUR1_3920.3, SCUR1_3920.4, SCUR1_3920.7, SCUR1_3920.1, SCUR1_3920.5, SCUR1_3920.2, SCUR1_3920.8, SCUR1_3920.6
OG0000140	STRK1_76070.1, STRK1_76070.3, STRK1_76070.2	SCUR1_75550.26, SCUR1_75550.36, SCUR1_75550.27, SCUR1_75550.7, SCUR1_75550.24, SCUR1_75550.3, SCUR1_75550.37, SCUR1_75550.10, SCUR1_75550.38, SCUR1_75550.28, SCUR1_75550.23, SCUR1_75550.22, SCUR1_75550.32, SCUR1_75550.21, SCUR1_75550.5, SCUR1_75550.20, SCUR1_75550.29, SCUR1_75550.1, SCUR1_75550.18, SCUR1_75550.31, SCUR1_75550.39, SCUR1_75550.4, SCUR1_75550.35, SCUR1_75550.8, SCUR1_75550.6, SCUR1_75550.30, SCUR1_75550.11, SCUR1_75550.2, SCUR1_75550.34, SCUR1_75550.16, SCUR1_75550.12, SCUR1_75550.13, SCUR1_75550.14, SCUR1_75550.9, SCUR1_75550.15, SCUR1_75550.17, SCUR1_75550.25, SCUR1_75550.19, SCUR1_75550.33
OG0000141	STRK1_61590.1, STRK1_91760.1, STRK1_88230.1	SCUR1_19380.1
OG0000142	STRK1_18420.1	SCUR1_21040.1
OG0000142	STRK1_18430.1, STRK1_18430.2	SCUR1_21030.1, SCUR1_21020.1
OG0000142	STRK1_18440.1, STRK1_18460.1	SCUR1_98490.1, SCUR1_20990.1, SCUR1_20980.1, SCUR1_98500.1
OG0000143	STRK1_65800.1	SCUR1_67650.7, SCUR1_67650.1, SCUR1_67650.2, SCUR1_67650.3, SCUR1_67650.4, SCUR1_67650.5, SCUR1_67650.6
OG0000143	STRK1_65810.1, STRK1_65820.1	SCUR1_67660.1, SCUR1_67670.1
OG0000144	STRK1_48850.1	SCUR1_54730.1
OG0000144	STRK1_24000.1	SCUR1_27640.1
OG0000144	STRK1_52920.1, STRK1_52940.1	SCUR1_57080.1
OG0000145	STRK1_34490.1, STRK1_34490.2, STRK1_34500.1	SCUR1_33330.1, SCUR1_33340.1
OG0000146	STRK1_86910.1	SCUR1_90110.1
OG0000146	STRK1_53240.1	SCUR1_56690.1, SCUR1_56690.2
OG0000146	STRK1_36770.2, STRK1_36770.1, STRK1_36770.3	SCUR1_29170.1, SCUR1_29170.2
OG0000146	STRK1_45220.1	SCUR1_47300.1, SCUR1_47300.3
OG0000147	STRK1_30920.1	SCUR1_36280.12, SCUR1_36280.13, SCUR1_36280.1, SCUR1_36280.10, SCUR1_36280.2, SCUR1_36280.3, SCUR1_36280.4, SCUR1_36280.5, SCUR1_36280.6, SCUR1_36280.7, SCUR1_36280.8, SCUR1_36280.9, SCUR1_36280.11
OG0000148	STRK1_32430.1	SCUR1_97800.2, SCUR1_97800.1, SCUR1_31240.13, SCUR1_31240.17, SCUR1_31240.15, SCUR1_31240.19, SCUR1_31240.10, SCUR1_31240.16, SCUR1_31240.7, SCUR1_31240.1, SCUR1_31240.12, SCUR1_31240.18, SCUR1_31240.8, SCUR1_31240.9, SCUR1_31240.5, SCUR1_31240.6, SCUR1_31240.11, SCUR1_31240.14, SCUR1_31240.2, SCUR1_31240.3, SCUR1_31240.4
OG0000149	STRK1_51730.1, STRK1_51730.2	SCUR1_53880.1, SCUR1_53880.12, SCUR1_53880.16, SCUR1_53880.18, SCUR1_53880.2, SCUR1_53880.3, SCUR1_53880.4, SCUR1_53880.5, SCUR1_53880.6, SCUR1_53880.9, SCUR1_53880.10, SCUR1_53880.11, SCUR1_53880.13, SCUR1_53880.14, SCUR1_53880.15, SCUR1_53880.17, SCUR1_53880.7, SCUR1_53880.8
OG0000151	STRK1_64060.1, STRK1_101510.3, STRK1_101510.2, STRK1_101510.1	SCUR1_63460.4, SCUR1_63460.6, SCUR1_63460.7, SCUR1_63460.8, SCUR1_63460.1, SCUR1_63460.2, SCUR1_63460.10, SCUR1_63460.11, SCUR1_63460.5, SCUR1_63460.9, SCUR1_63460.3
OG0000152	STRK1_50880.1, STRK1_76160.1, STRK1_10370.1, STRK1_10370.2, STRK1_10370.3	SCUR1_11190.1, SCUR1_11080.1, SCUR1_11080.5, SCUR1_11080.2, SCUR1_11080.3, SCUR1_11080.4, SCUR1_11080.6
OG0000153	STRK1_105080.1	SCUR1_50080.1
OG0000154	STRK1_2400.1, STRK1_2400.2, STRK1_2400.3	SCUR1_18440.1
OG0000155	STRK1_28100.2, STRK1_28100.3, STRK1_28090.1, STRK1_28100.1	SCUR1_37160.1
OG0000156	STRK1_18120.1	SCUR1_21230.1, SCUR1_21230.2, SCUR1_21230.4, SCUR1_21230.5, SCUR1_21230.3
OG0000157	STRK1_65550.1	SCUR1_61660.1
OG0000157	STRK1_40030.1	SCUR1_44090.1
OG0000157	STRK1_90020.1, STRK1_90030.1	SCUR1_93070.1
OG0000158	STRK1_3150.1, STRK1_3150.3, STRK1_3150.2, STRK1_3150.4	SCUR1_5550.1
OG0000159	STRK1_59740.1	SCUR1_62110.4, SCUR1_62110.5, SCUR1_62110.1, SCUR1_62110.2, SCUR1_62110.3, SCUR1_62110.7, SCUR1_62110.6
OG0000160	STRK1_5090.1, STRK1_5070.1	SCUR1_14670.1, SCUR1_14670.3, SCUR1_14670.4, SCUR1_14670.2
OG0000161	STRK1_35710.10, STRK1_35710.11, STRK1_35710.13, STRK1_35710.14, STRK1_35710.8, STRK1_35710.9, STRK1_35710.15, STRK1_35710.1, STRK1_35710.12, STRK1_35710.2, STRK1_35710.3, STRK1_35710.4, STRK1_35710.5, STRK1_35710.6, STRK1_35710.7	SCUR1_34910.10, SCUR1_34910.2, SCUR1_34910.7, SCUR1_34910.11, SCUR1_34910.4, SCUR1_34910.8, SCUR1_34910.9, SCUR1_34910.1, SCUR1_34910.5, SCUR1_34910.3, SCUR1_34910.6
OG0000164	STRK1_60530.1	SCUR1_61200.1
OG0000164	STRK1_73910.1	SCUR1_76630.1
OG0000164	STRK1_55190.1	SCUR1_55550.1
OG0000164	STRK1_29660.1	SCUR1_30330.1
OG0000165	STRK1_63320.1	SCUR1_65370.11, SCUR1_65370.5, SCUR1_65370.8, SCUR1_65370.9, SCUR1_65370.10, SCUR1_65370.3, SCUR1_65370.6, SCUR1_65370.12, SCUR1_65370.2, SCUR1_65370.7, SCUR1_65370.1, SCUR1_65370.13, SCUR1_65370.4
OG0000166	STRK1_84550.1	SCUR1_86070.9, SCUR1_86070.6, SCUR1_86070.2, SCUR1_86070.4, SCUR1_86070.5, SCUR1_86070.1, SCUR1_86070.7, SCUR1_86070.8, SCUR1_86070.3
OG0000167	STRK1_74200.2, STRK1_102190.1, STRK1_102190.2, STRK1_74200.1, STRK1_74200.3, STRK1_97390.1, STRK1_97390.2	SCUR1_74220.3, SCUR1_74220.4, SCUR1_74220.1, SCUR1_74220.2, SCUR1_74220.5, SCUR1_74220.6, SCUR1_74220.7
OG0000168	STRK1_1710.1, STRK1_1710.2, STRK1_1710.3, STRK1_1710.4, STRK1_1710.5, STRK1_1330.1, STRK1_1340.1, STRK1_1720.1, STRK1_1720.2	SCUR1_57180.1, SCUR1_1730.1, SCUR1_1720.1, SCUR1_1720.3, SCUR1_1720.2
OG0000169	STRK1_97570.1	SCUR1_44190.2, SCUR1_44190.1, SCUR1_44190.3
OG0000169	STRK1_90390.1	SCUR1_92840.1, SCUR1_92840.2, SCUR1_92840.3
OG0000170	STRK1_97100.1	SCUR1_69940.1
OG0000171	STRK1_59140.1	SCUR1_11870.1, SCUR1_32650.1, SCUR1_17870.1, SCUR1_54130.1, SCUR1_77700.1, SCUR1_39450.1, SCUR1_68370.1, SCUR1_79180.1, SCUR1_77050.1
OG0000172	STRK1_3970.1	SCUR1_18820.1
OG0000173	STRK1_80280.1	SCUR1_81650.1, SCUR1_81650.2, SCUR1_81650.7, SCUR1_81650.8, SCUR1_81650.9, SCUR1_81650.16, SCUR1_81650.17, SCUR1_81650.3, SCUR1_81650.4, SCUR1_81650.5, SCUR1_81650.6, SCUR1_81650.12, SCUR1_81650.13, SCUR1_81650.10, SCUR1_81650.11, SCUR1_81650.14, SCUR1_81650.15
OG0000175	STRK1_39380.1	SCUR1_41410.1
OG0000175	STRK1_39370.1	SCUR1_41400.2, SCUR1_41400.1
OG0000175	STRK1_39360.1	SCUR1_41390.1
OG0000175	STRK1_39350.1	SCUR1_41380.1
OG0000176	STRK1_44100.1, STRK1_83020.1, STRK1_21670.1, STRK1_65730.1	SCUR1_100310.1, SCUR1_93620.1, SCUR1_59030.1, SCUR1_83380.1, SCUR1_24780.1, SCUR1_79620.1, SCUR1_23620.1, SCUR1_82170.1
OG0000177	STRK1_56270.2, STRK1_56270.3, STRK1_56270.4, STRK1_56270.5, STRK1_102550.1, STRK1_56270.1	SCUR1_58670.1, SCUR1_58670.3, SCUR1_58670.2
OG0000178	STRK1_26540.1, STRK1_26540.3, STRK1_26540.2	SCUR1_26130.7, SCUR1_26130.5, SCUR1_26130.1, SCUR1_26130.2, SCUR1_26130.8, SCUR1_26130.4, SCUR1_26130.3, SCUR1_26130.6, SCUR1_26130.9
OG0000179	STRK1_53790.1	SCUR1_56030.1, SCUR1_56030.2, SCUR1_56030.3, SCUR1_56030.4, SCUR1_56030.5, SCUR1_56030.6, SCUR1_56030.7, SCUR1_56030.8
OG0000179	STRK1_53800.1	SCUR1_56040.1
OG0000180	STRK1_79000.1, STRK1_79000.2, STRK1_95040.1, STRK1_95040.2, STRK1_79010.1, STRK1_95050.1, STRK1_95060.1, STRK1_78990.1, STRK1_78980.1, STRK1_78980.2, STRK1_78990.2, STRK1_78990.3, STRK1_78990.4	SCUR1_81160.1, SCUR1_81150.3, SCUR1_81150.2, SCUR1_81150.1, SCUR1_97080.1
OG0000180	STRK1_104300.1	SCUR1_81180.1
OG0000182	STRK1_55980.1	SCUR1_99010.1, SCUR1_57900.1, SCUR1_57900.2, SCUR1_57890.1
OG0000182	STRK1_36970.1	SCUR1_28970.1, SCUR1_28970.4, SCUR1_28970.2, SCUR1_28970.3, SCUR1_28970.5, SCUR1_28970.6
OG0000183	STRK1_33950.3, STRK1_33950.1, STRK1_33950.2	SCUR1_32740.1
OG0000184	STRK1_49380.1, STRK1_49340.1, STRK1_49330.1, STRK1_49350.1	SCUR1_49860.1, SCUR1_49860.2, SCUR1_49860.3, SCUR1_49860.4, SCUR1_49860.5, SCUR1_49860.6, SCUR1_49860.7
OG0000184	STRK1_49320.1	SCUR1_49870.1
OG0000185	STRK1_34010.1	SCUR1_32850.1, SCUR1_32850.4, SCUR1_32850.6, SCUR1_32850.5, SCUR1_32850.3, SCUR1_32850.2
OG0000186	STRK1_70010.1	SCUR1_71460.6, SCUR1_71460.9, SCUR1_71460.4, SCUR1_71460.7, SCUR1_71460.2, SCUR1_71460.8, SCUR1_71460.5, SCUR1_71460.1, SCUR1_71460.12, SCUR1_71460.3, SCUR1_71460.11, SCUR1_71460.10
OG0000187	STRK1_46740.1	SCUR1_52340.7, SCUR1_52340.10, SCUR1_52340.8, SCUR1_52340.2, SCUR1_52340.3, SCUR1_52340.6, SCUR1_52340.5, SCUR1_52340.4, SCUR1_52340.1, SCUR1_52340.9
OG0000188	STRK1_31940.1	SCUR1_31780.2, SCUR1_31780.1, SCUR1_31780.3, SCUR1_31780.6, SCUR1_31780.5, SCUR1_31780.10, SCUR1_31780.8, SCUR1_31780.9, SCUR1_31780.4, SCUR1_31780.7
OG0000189	STRK1_6200.1, STRK1_6200.6, STRK1_6200.9, STRK1_6200.2, STRK1_6200.3, STRK1_6200.4, STRK1_6200.5, STRK1_6200.11, STRK1_6200.8, STRK1_6200.13, STRK1_6200.12, STRK1_6200.10, STRK1_6200.7	SCUR1_6640.10, SCUR1_6640.11, SCUR1_6640.12, SCUR1_6640.6, SCUR1_6640.7, SCUR1_6640.4, SCUR1_6640.1, SCUR1_6640.8, SCUR1_6640.2, SCUR1_6640.3, SCUR1_6640.5, SCUR1_6640.9
OG0000190	STRK1_46160.1, STRK1_46160.2	SCUR1_51710.1
OG0000191	STRK1_33090.1	SCUR1_38100.1
OG0000191	STRK1_33020.1, STRK1_33020.2, STRK1_33020.3	SCUR1_38200.1
OG0000191	STRK1_33080.1	SCUR1_38110.1, SCUR1_38140.1, SCUR1_38150.1
OG0000192	STRK1_64420.1	SCUR1_62900.1
OG0000193	STRK1_55830.1	SCUR1_58100.1
OG0000194	STRK1_74260.1	SCUR1_74160.2, SCUR1_74160.3, SCUR1_74160.6, SCUR1_74160.1, SCUR1_74160.4, SCUR1_74160.5
OG0000195	STRK1_50680.1, STRK1_50680.2	SCUR1_48710.3, SCUR1_48710.2, SCUR1_48710.10, SCUR1_48710.5, SCUR1_48710.7, SCUR1_48710.8, SCUR1_48710.9, SCUR1_48710.1, SCUR1_48710.6, SCUR1_48710.4
OG0000196	STRK1_2310.1, STRK1_87510.1	SCUR1_87850.1
OG0000196	STRK1_10040.2	SCUR1_10720.3
OG0000196	STRK1_10040.3	SCUR1_10720.1
OG0000197	STRK1_36760.1	SCUR1_29180.1, SCUR1_29180.3, SCUR1_29180.6, SCUR1_29180.7, SCUR1_29180.9, SCUR1_29180.8, SCUR1_29180.10, SCUR1_29180.11, SCUR1_29180.2, SCUR1_29180.4, SCUR1_29180.5
OG0000198	STRK1_24300.1	SCUR1_24650.1
OG0000199	STRK1_31630.1, STRK1_31630.2	SCUR1_32230.2, SCUR1_32230.4, SCUR1_32230.3, SCUR1_32230.7, SCUR1_32230.1, SCUR1_32230.5, SCUR1_32230.6
OG0000201	STRK1_106540.1, STRK1_38650.1, STRK1_106550.1, STRK1_106550.2	SCUR1_40620.2, SCUR1_40620.6, SCUR1_40620.1, SCUR1_40620.4, SCUR1_40620.13, SCUR1_40620.11, SCUR1_40620.10, SCUR1_40620.18, SCUR1_40620.5, SCUR1_40620.14, SCUR1_40620.12, SCUR1_40620.3, SCUR1_40620.9, SCUR1_40620.16, SCUR1_40620.15, SCUR1_40620.19, SCUR1_40620.8, SCUR1_40620.17, SCUR1_40620.7
OG0000202	STRK1_49150.1	SCUR1_50060.1, SCUR1_50060.10, SCUR1_50060.11, SCUR1_50060.2, SCUR1_50060.3, SCUR1_50060.4, SCUR1_50060.5, SCUR1_50060.9, SCUR1_50060.6, SCUR1_50060.8, SCUR1_50060.7
OG0000203	STRK1_79300.3, STRK1_79300.2, STRK1_79300.1	SCUR1_81280.3, SCUR1_81280.9, SCUR1_81280.1, SCUR1_81280.4, SCUR1_81280.7, SCUR1_81280.8, SCUR1_81280.10, SCUR1_81280.5, SCUR1_81280.2, SCUR1_81280.6
OG0000204	STRK1_83880.1, STRK1_83920.1	SCUR1_85520.1
OG0000204	STRK1_83900.1, STRK1_83910.1	SCUR1_85450.1, SCUR1_85490.1, SCUR1_85510.1, SCUR1_85440.1
OG0000205	STRK1_2090.1	SCUR1_18690.1
OG0000206	STRK1_35690.6, STRK1_35690.2	SCUR1_34890.2, SCUR1_34890.3
OG0000206	STRK1_35690.4, STRK1_35690.5	SCUR1_34890.1, SCUR1_34890.4
OG0000207	STRK1_36180.1	SCUR1_35720.1
OG0000207	STRK1_36170.1	SCUR1_35730.1
OG0000208	STRK1_70670.1	SCUR1_72100.2, SCUR1_72100.6, SCUR1_72100.1, SCUR1_72100.4, SCUR1_72100.5, SCUR1_72100.3
OG0000209	STRK1_12090.7, STRK1_12090.2, STRK1_12090.3, STRK1_12090.4, STRK1_12090.5, STRK1_12090.6, STRK1_12090.1	SCUR1_8790.3, SCUR1_8790.5, SCUR1_8790.1, SCUR1_8790.2, SCUR1_8790.4
OG0000210	STRK1_82570.1, STRK1_82570.2, STRK1_82580.1, STRK1_82590.1	SCUR1_84220.1, SCUR1_84220.5, SCUR1_84220.9, SCUR1_84220.2, SCUR1_84220.7, SCUR1_84220.11, SCUR1_84220.10, SCUR1_84220.3, SCUR1_84220.6, SCUR1_84220.4, SCUR1_84220.8
OG0000211	STRK1_6370.1	SCUR1_6880.1
OG0000212	STRK1_22730.1	SCUR1_25350.1, SCUR1_25350.2, SCUR1_25350.4, SCUR1_25350.7, SCUR1_25350.3, SCUR1_25350.5, SCUR1_25350.6
OG0000213	STRK1_3000.1	SCUR1_15770.4, SCUR1_15770.7, SCUR1_15770.2, SCUR1_15770.3, SCUR1_15770.6, SCUR1_15770.1, SCUR1_15770.5
OG0000214	STRK1_6400.1, STRK1_6400.2, STRK1_6400.5, STRK1_6400.4, STRK1_6400.3	SCUR1_4670.1, SCUR1_4670.9, SCUR1_4670.13, SCUR1_4670.4, SCUR1_4670.5, SCUR1_4670.3, SCUR1_4670.2, SCUR1_4670.8, SCUR1_4670.10, SCUR1_4670.12, SCUR1_4670.14, SCUR1_4670.7, SCUR1_4670.11, SCUR1_4670.6
OG0000216	STRK1_45300.1, STRK1_57560.1	SCUR1_65320.1, SCUR1_3440.1, SCUR1_51190.1, SCUR1_22290.1, SCUR1_13900.1, SCUR1_21380.1
OG0000217	STRK1_31420.1	SCUR1_32470.10, SCUR1_32470.8, SCUR1_32470.5, SCUR1_32470.9
OG0000218	STRK1_14420.1	SCUR1_16710.2, SCUR1_16710.1, SCUR1_16710.3
OG0000219	STRK1_61660.1	SCUR1_60180.2, SCUR1_60180.4, SCUR1_60180.1, SCUR1_60180.5, SCUR1_60180.6, SCUR1_60180.3, SCUR1_60180.7, SCUR1_60180.8
OG0000220	STRK1_96360.1, STRK1_75400.1, STRK1_75400.2	SCUR1_73340.1, SCUR1_73340.10, SCUR1_73340.11, SCUR1_73340.12, SCUR1_73340.13, SCUR1_73340.2, SCUR1_73340.3, SCUR1_73340.8, SCUR1_73340.9, SCUR1_73340.15, SCUR1_73340.16, SCUR1_73340.14, SCUR1_73340.4, SCUR1_73340.5, SCUR1_73340.6, SCUR1_73340.7
OG0000221	STRK1_9390.1, STRK1_9390.2	SCUR1_9900.2, SCUR1_9900.1
OG0000221	STRK1_17630.1	SCUR1_2320.1
OG0000222	STRK1_72970.1, STRK1_72970.2	SCUR1_75770.1
