Orthogroup	schistosoma_rodhaini	schistosoma_curassoni
OG0000051	SRDH2_12180.1, SRDH2_96950.1	SCUR1_10090.1, SCUR1_27940.1, SCUR1_54100.1, SCUR1_91640.1, SCUR1_60130.1, SCUR1_99320.1, SCUR1_81330.1, SCUR1_80540.1, SCUR1_25720.1, SCUR1_95950.1, SCUR1_30050.1, SCUR1_26350.1, SCUR1_2500.1, SCUR1_54660.1, SCUR1_56870.1, SCUR1_94550.1
OG0000052	SRDH2_29050.1	SCUR1_28750.1
OG0000052	SRDH2_3320.1	SCUR1_3190.1
OG0000052	SRDH2_930.1	SCUR1_96920.1, SCUR1_96910.1, SCUR1_100150.1, SCUR1_850.2, SCUR1_850.1, SCUR1_100150.2
OG0000052	SRDH2_1740.1	SCUR1_2360.1, SCUR1_2360.2
OG0000052	SRDH2_69180.1	SCUR1_66590.1
OG0000053	SRDH2_18960.11, SRDH2_18960.7, SRDH2_18960.1, SRDH2_18960.10, SRDH2_18960.3, SRDH2_18960.4, SRDH2_18960.6, SRDH2_18960.8, SRDH2_18960.9, SRDH2_18960.2, SRDH2_18960.5	SCUR1_97170.1, SCUR1_97170.11, SCUR1_97170.16, SCUR1_97170.4, SCUR1_97170.5, SCUR1_97170.6, SCUR1_97170.7, SCUR1_97170.8, SCUR1_97170.18, SCUR1_97170.19, SCUR1_97170.10, SCUR1_97170.12, SCUR1_97170.13, SCUR1_97170.14, SCUR1_97170.17, SCUR1_97170.2, SCUR1_97170.3, SCUR1_97170.9, SCUR1_97170.15
OG0000054	SRDH2_41060.1, SRDH2_34600.1, SRDH2_94410.1, SRDH2_94400.1, SRDH2_94410.2, SRDH2_46330.1, SRDH2_46330.2, SRDH2_46330.3, SRDH2_46330.4, SRDH2_46330.5, SRDH2_80260.1, SRDH2_91570.1, SRDH2_91570.2, SRDH2_91570.3, SRDH2_91570.4, SRDH2_84440.1, SRDH2_49560.1, SRDH2_49560.2, SRDH2_49560.3, SRDH2_49560.4, SRDH2_49560.5, SRDH2_49560.6, SRDH2_12950.1	SCUR1_70890.1, SCUR1_45490.1
OG0000055	SRDH2_71170.14, SRDH2_71170.2, SRDH2_71170.3, SRDH2_71170.11, SRDH2_71170.16, SRDH2_71170.13, SRDH2_71170.4, SRDH2_71170.5, SRDH2_71170.6, SRDH2_71170.17, SRDH2_71170.23, SRDH2_71170.21, SRDH2_71190.1, SRDH2_71170.1, SRDH2_71170.10, SRDH2_71170.12, SRDH2_71170.15, SRDH2_71170.19, SRDH2_71170.7, SRDH2_71170.8, SRDH2_71170.9, SRDH2_71170.22, SRDH2_71170.18, SRDH2_71170.20	SCUR1_68200.6, SCUR1_68200.24, SCUR1_68200.10, SCUR1_68200.8, SCUR1_68200.9, SCUR1_68200.5, SCUR1_68200.20, SCUR1_68200.21, SCUR1_68200.11, SCUR1_68200.22, SCUR1_68200.15, SCUR1_68200.18, SCUR1_68200.19, SCUR1_68200.2, SCUR1_68200.1, SCUR1_68200.3, SCUR1_68200.4, SCUR1_68200.23, SCUR1_68200.14, SCUR1_68200.17, SCUR1_68200.13, SCUR1_68200.7, SCUR1_68200.12, SCUR1_68200.16, SCUR1_68210.1, SCUR1_68210.3, SCUR1_68210.7, SCUR1_68210.5, SCUR1_68210.6, SCUR1_68210.2, SCUR1_68210.4
OG0000056	SRDH2_41150.1	SCUR1_75460.1
OG0000058	SRDH2_92580.1	SCUR1_88860.1
OG0000058	SRDH2_82490.2, SRDH2_82490.8, SRDH2_82490.1, SRDH2_82490.3, SRDH2_82490.4, SRDH2_82490.5, SRDH2_82490.6, SRDH2_82490.7, SRDH2_82490.9	SCUR1_79800.1
OG0000058	SRDH2_82530.1, SRDH2_82530.2, SRDH2_82530.3, SRDH2_82530.4	SCUR1_79840.1, SCUR1_79840.5
OG0000060	SRDH2_65910.12, SRDH2_65910.5, SRDH2_65910.2, SRDH2_65910.13, SRDH2_65910.15, SRDH2_65910.14, SRDH2_65910.4, SRDH2_65910.18, SRDH2_65910.7, SRDH2_65910.1, SRDH2_65910.10, SRDH2_65910.17, SRDH2_65910.8, SRDH2_65910.3, SRDH2_65910.6, SRDH2_65910.11, SRDH2_65910.19, SRDH2_65910.20, SRDH2_65910.21, SRDH2_65910.16, SRDH2_65910.9	SCUR1_65160.2, SCUR1_65160.3, SCUR1_65160.5, SCUR1_65160.1, SCUR1_65160.4, SCUR1_65160.6
OG0000061	SRDH2_53440.17, SRDH2_53440.18, SRDH2_53440.1, SRDH2_53440.13, SRDH2_53440.6, SRDH2_53440.7, SRDH2_53440.15, SRDH2_53440.10, SRDH2_53440.9, SRDH2_53440.14, SRDH2_53440.16, SRDH2_53440.5, SRDH2_53440.8, SRDH2_53440.3, SRDH2_53440.11, SRDH2_53440.12, SRDH2_53440.2, SRDH2_53440.4	SCUR1_52590.14, SCUR1_52590.15, SCUR1_52590.7, SCUR1_52590.11, SCUR1_52590.12, SCUR1_52590.10, SCUR1_52590.13, SCUR1_52590.16, SCUR1_52590.17, SCUR1_52590.9, SCUR1_52590.8, SCUR1_52590.1, SCUR1_52590.3, SCUR1_52590.4, SCUR1_52590.2, SCUR1_52590.5, SCUR1_52590.6
OG0000062	SRDH2_6280.19, SRDH2_6280.20, SRDH2_6280.5, SRDH2_6280.11, SRDH2_6280.17, SRDH2_6280.3, SRDH2_6280.10, SRDH2_6280.12, SRDH2_6280.15, SRDH2_6280.16, SRDH2_6280.18, SRDH2_6280.9, SRDH2_6280.2, SRDH2_6280.21, SRDH2_6280.25, SRDH2_6280.6, SRDH2_6280.8, SRDH2_6280.28, SRDH2_6280.1, SRDH2_6280.13, SRDH2_6280.22, SRDH2_6280.24, SRDH2_6280.26, SRDH2_6280.4, SRDH2_6280.7, SRDH2_6280.14, SRDH2_6280.23	SCUR1_6120.7, SCUR1_6120.9, SCUR1_6120.5, SCUR1_6120.1, SCUR1_6120.6
OG0000062	SRDH2_6280.27	SCUR1_6120.2, SCUR1_6120.3
OG0000063	SRDH2_39560.39, SRDH2_39560.18, SRDH2_39560.34, SRDH2_39560.38, SRDH2_39560.26, SRDH2_39560.15, SRDH2_39560.32, SRDH2_39560.16, SRDH2_39560.21, SRDH2_39560.30, SRDH2_39560.36, SRDH2_39560.17, SRDH2_39560.28, SRDH2_39560.5, SRDH2_39560.42, SRDH2_39560.43, SRDH2_39560.48, SRDH2_39560.49, SRDH2_39560.47, SRDH2_39560.45, SRDH2_39560.1, SRDH2_39560.12, SRDH2_39560.14, SRDH2_39560.22, SRDH2_39560.23, SRDH2_39560.24, SRDH2_39560.29, SRDH2_39560.3, SRDH2_39560.10, SRDH2_39560.9, SRDH2_39560.8, SRDH2_39560.50, SRDH2_39560.11, SRDH2_39560.2, SRDH2_39560.13, SRDH2_39560.25, SRDH2_39560.27, SRDH2_39560.19, SRDH2_39560.31, SRDH2_39560.46	SCUR1_39570.3, SCUR1_39570.4, SCUR1_39570.10, SCUR1_39570.6, SCUR1_39570.8, SCUR1_39570.1, SCUR1_39570.15, SCUR1_39570.5, SCUR1_39570.7, SCUR1_39570.16, SCUR1_39570.13, SCUR1_39570.14, SCUR1_39570.11, SCUR1_39570.2, SCUR1_39570.9, SCUR1_39570.12
OG0000064	SRDH2_4280.5, SRDH2_4280.4, SRDH2_4280.2, SRDH2_4280.6, SRDH2_4280.1, SRDH2_4280.3	SCUR1_4200.1
OG0000065	SRDH2_23650.1, SRDH2_101090.2, SRDH2_101090.1, SRDH2_101090.3	SCUR1_22980.1
OG0000065	SRDH2_23750.1, SRDH2_101080.1, SRDH2_101080.2, SRDH2_101070.1, SRDH2_23740.1	SCUR1_23010.1, SCUR1_23000.5, SCUR1_23000.1, SCUR1_23000.2, SCUR1_23000.3, SCUR1_23000.4
OG0000066	SRDH2_37830.1	SCUR1_37290.10, SCUR1_37290.8, SCUR1_37290.12, SCUR1_37290.4, SCUR1_37290.7, SCUR1_37290.5, SCUR1_37290.13, SCUR1_37290.14, SCUR1_37290.6, SCUR1_37290.11, SCUR1_37290.2, SCUR1_37290.9
OG0000067	SRDH2_68550.1	SCUR1_67110.2, SCUR1_67110.1, SCUR1_67110.4, SCUR1_67110.5, SCUR1_67110.6, SCUR1_67110.7, SCUR1_67110.9, SCUR1_67110.8, SCUR1_67110.3
OG0000068	SRDH2_54770.2, SRDH2_54770.1	SCUR1_53860.1
OG0000068	SRDH2_97980.1	SCUR1_93300.1
OG0000068	SRDH2_34150.1	SCUR1_36720.2, SCUR1_36720.1
OG0000068	SRDH2_34160.1	SCUR1_36720.3, SCUR1_36720.4
OG0000068	SRDH2_29100.2, SRDH2_29100.1	SCUR1_28800.1
OG0000069	SRDH2_20980.10, SRDH2_20980.5, SRDH2_20980.4, SRDH2_20980.1, SRDH2_20980.3, SRDH2_20980.6, SRDH2_20980.7, SRDH2_20980.8, SRDH2_20980.11, SRDH2_20980.9, SRDH2_20980.2	SCUR1_20660.13, SCUR1_20660.14, SCUR1_20660.18, SCUR1_20660.26, SCUR1_20660.36, SCUR1_20660.27, SCUR1_20660.23, SCUR1_20660.24, SCUR1_20660.28, SCUR1_20660.17, SCUR1_20660.2, SCUR1_20660.20, SCUR1_20660.21, SCUR1_20660.22, SCUR1_20660.25, SCUR1_20660.3, SCUR1_20660.4, SCUR1_20660.6, SCUR1_20660.7, SCUR1_20660.8, SCUR1_20660.1, SCUR1_20660.12, SCUR1_20660.5, SCUR1_20660.10, SCUR1_20660.16, SCUR1_20660.29, SCUR1_20660.30, SCUR1_20660.31, SCUR1_20660.32, SCUR1_20660.33, SCUR1_20660.9, SCUR1_20660.34, SCUR1_20660.35, SCUR1_20660.11, SCUR1_20660.15, SCUR1_20660.19
OG0000070	SRDH2_44020.5, SRDH2_44020.10, SRDH2_44020.4, SRDH2_44020.9, SRDH2_44020.11, SRDH2_44020.14, SRDH2_44020.16, SRDH2_44020.17, SRDH2_44020.6, SRDH2_44020.2, SRDH2_44020.7, SRDH2_44020.8, SRDH2_44020.1, SRDH2_44020.3, SRDH2_44020.12, SRDH2_44020.15, SRDH2_44020.13	SCUR1_43900.6, SCUR1_43900.7, SCUR1_43900.12, SCUR1_43900.8, SCUR1_43900.3, SCUR1_43900.2, SCUR1_43900.1, SCUR1_43900.11, SCUR1_43900.9, SCUR1_43900.5, SCUR1_43900.4, SCUR1_43900.13, SCUR1_43900.14, SCUR1_43900.10
OG0000071	SRDH2_36110.10, SRDH2_36110.12, SRDH2_36110.13, SRDH2_36110.8, SRDH2_36110.14, SRDH2_36110.15, SRDH2_36110.5, SRDH2_36110.6, SRDH2_36110.11, SRDH2_36110.4, SRDH2_36110.9, SRDH2_36110.7, SRDH2_36110.1, SRDH2_36110.2, SRDH2_36110.3	SCUR1_34320.1, SCUR1_34320.3, SCUR1_34320.4, SCUR1_34320.5, SCUR1_34320.2, SCUR1_34320.6
OG0000072	SRDH2_93200.7, SRDH2_93200.5, SRDH2_93200.8, SRDH2_93200.6, SRDH2_93200.1, SRDH2_93200.2, SRDH2_93200.4, SRDH2_93200.3	SCUR1_88280.7, SCUR1_88280.5, SCUR1_88280.3, SCUR1_88280.2, SCUR1_88280.1, SCUR1_88280.8, SCUR1_88280.4, SCUR1_88280.6
OG0000073	SRDH2_56360.1, SRDH2_56360.3, SRDH2_56360.2, SRDH2_56490.2, SRDH2_56490.1, SRDH2_56490.3, SRDH2_56490.4, SRDH2_56490.5, SRDH2_56490.6	SCUR1_55360.1, SCUR1_55360.5, SCUR1_55360.8, SCUR1_55360.9, SCUR1_55360.2, SCUR1_55360.3, SCUR1_55360.4, SCUR1_55360.6, SCUR1_55360.7, SCUR1_55350.4, SCUR1_55350.2, SCUR1_55350.3, SCUR1_55350.5, SCUR1_55350.1
OG0000074	SRDH2_90830.2, SRDH2_90830.1	SCUR1_86750.1, SCUR1_86750.2
OG0000074	SRDH2_90930.1	SCUR1_86850.1, SCUR1_86850.2
OG0000075	SRDH2_35860.1, SRDH2_35860.16, SRDH2_35860.18, SRDH2_35860.19, SRDH2_35860.20, SRDH2_35860.5, SRDH2_35860.6, SRDH2_35860.7, SRDH2_35860.8, SRDH2_35860.13, SRDH2_35860.11, SRDH2_35860.2, SRDH2_35860.4, SRDH2_35860.14, SRDH2_35860.3, SRDH2_35860.10, SRDH2_35860.15, SRDH2_35860.17, SRDH2_35860.9, SRDH2_35860.12	SCUR1_34050.1
OG0000076	SRDH2_3980.1, SRDH2_3980.3, SRDH2_3980.4, SRDH2_3980.2, SRDH2_3980.8, SRDH2_3980.5, SRDH2_3980.6, SRDH2_3980.7	SCUR1_3860.1, SCUR1_3860.2
OG0000077	SRDH2_11180.19, SRDH2_11180.22, SRDH2_11180.30, SRDH2_11180.2, SRDH2_11180.29, SRDH2_11180.1, SRDH2_11180.13, SRDH2_11180.14, SRDH2_11180.15, SRDH2_11180.16, SRDH2_11180.18, SRDH2_11180.5, SRDH2_11180.6, SRDH2_11180.9, SRDH2_11180.26, SRDH2_11180.31, SRDH2_11180.28, SRDH2_11180.10, SRDH2_11180.17, SRDH2_11180.3, SRDH2_11180.12, SRDH2_11180.20, SRDH2_11180.21, SRDH2_11180.4, SRDH2_11180.8, SRDH2_11180.7	SCUR1_10810.3, SCUR1_10810.4, SCUR1_10810.5, SCUR1_10810.2, SCUR1_10810.1, SCUR1_10810.6, SCUR1_10810.7
OG0000078	SRDH2_5620.2, SRDH2_5620.3, SRDH2_5620.5, SRDH2_5620.7, SRDH2_5620.4, SRDH2_5620.1, SRDH2_5620.6, SRDH2_5620.8, SRDH2_5620.10, SRDH2_5620.9, SRDH2_5620.11	SCUR1_5570.1, SCUR1_5570.4, SCUR1_5570.2, SCUR1_5570.3, SCUR1_5570.5, SCUR1_5570.7, SCUR1_5570.6
OG0000079	SRDH2_31040.1	SCUR1_30630.2, SCUR1_30630.1, SCUR1_30630.3
OG0000079	SRDH2_54820.1	SCUR1_53930.3, SCUR1_53930.2, SCUR1_53930.4, SCUR1_53930.6, SCUR1_53930.1, SCUR1_53930.5, SCUR1_53930.7
OG0000080	SRDH2_44420.7, SRDH2_44420.4, SRDH2_44420.6, SRDH2_44420.5, SRDH2_44420.9, SRDH2_44420.2, SRDH2_44420.3, SRDH2_44420.1	SCUR1_44300.10, SCUR1_44300.3, SCUR1_44300.5, SCUR1_44300.4, SCUR1_44300.1, SCUR1_44300.16, SCUR1_44300.11, SCUR1_44300.7, SCUR1_44300.8, SCUR1_44300.15, SCUR1_44300.6, SCUR1_44300.13, SCUR1_44300.2, SCUR1_44300.12, SCUR1_44300.14, SCUR1_44300.9
OG0000081	SRDH2_91410.1, SRDH2_47730.1, SRDH2_91400.1, SRDH2_68250.1, SRDH2_8130.1, SRDH2_100000.1, SRDH2_29680.1, SRDH2_98380.1, SRDH2_53780.1, SRDH2_65010.1, SRDH2_50660.1, SRDH2_42050.1, SRDH2_100330.1	SCUR1_22270.1
OG0000081	SRDH2_20650.1	SCUR1_74360.1
OG0000082	SRDH2_10780.11, SRDH2_10780.12, SRDH2_10780.13, SRDH2_10780.15, SRDH2_10780.18, SRDH2_10780.4, SRDH2_10780.9, SRDH2_10780.7, SRDH2_10780.1, SRDH2_10780.10, SRDH2_10780.14, SRDH2_10780.2, SRDH2_10780.3, SRDH2_10780.5, SRDH2_10780.6, SRDH2_10780.8, SRDH2_10780.16, SRDH2_10780.17	SCUR1_10450.1, SCUR1_10450.2, SCUR1_10450.15, SCUR1_10450.16, SCUR1_10450.18, SCUR1_10450.11, SCUR1_10450.17, SCUR1_10450.3, SCUR1_10450.4, SCUR1_10450.7, SCUR1_10450.9, SCUR1_10450.10, SCUR1_10450.13, SCUR1_10450.14, SCUR1_10450.5, SCUR1_10450.6, SCUR1_10450.8, SCUR1_10450.19, SCUR1_10450.12
OG0000083	SRDH2_30000.1, SRDH2_9700.1, SRDH2_102220.1, SRDH2_79800.1	SCUR1_19640.1, SCUR1_3960.1, SCUR1_99210.1
OG0000084	SRDH2_11840.1, SRDH2_90600.1, SRDH2_70460.1, SRDH2_49280.1, SRDH2_90420.1, SRDH2_90420.2, SRDH2_74570.1, SRDH2_11210.1, SRDH2_10280.1, SRDH2_10280.2, SRDH2_10280.3, SRDH2_49160.1	SCUR1_98510.1
OG0000084	SRDH2_1880.1	SCUR1_1000.1, SCUR1_44670.1, SCUR1_80920.1
OG0000085	SRDH2_34030.12, SRDH2_34030.16, SRDH2_34030.20, SRDH2_34030.21, SRDH2_34030.1, SRDH2_34030.10, SRDH2_34030.11, SRDH2_34030.13, SRDH2_34030.14, SRDH2_34030.17, SRDH2_34030.2, SRDH2_34030.23, SRDH2_34030.6, SRDH2_34030.7, SRDH2_34030.8, SRDH2_34030.9, SRDH2_34030.4, SRDH2_34030.15, SRDH2_34030.18, SRDH2_34030.19, SRDH2_34030.22, SRDH2_34030.3, SRDH2_34030.5, SRDH2_34030.24	SCUR1_36590.1, SCUR1_36590.6, SCUR1_36590.2, SCUR1_36590.3, SCUR1_36590.4, SCUR1_36590.5
OG0000086	SRDH2_75060.1, SRDH2_75060.3, SRDH2_75060.9, SRDH2_75060.12, SRDH2_75060.14, SRDH2_75060.15, SRDH2_75060.13, SRDH2_75060.16, SRDH2_75060.5, SRDH2_75060.8, SRDH2_75060.10, SRDH2_75060.11, SRDH2_75060.7, SRDH2_75060.17, SRDH2_75060.2, SRDH2_75060.4, SRDH2_75060.6	SCUR1_72390.1, SCUR1_72390.6, SCUR1_72390.3, SCUR1_72390.10, SCUR1_72390.8, SCUR1_72390.2, SCUR1_72390.5, SCUR1_72390.12, SCUR1_72390.13, SCUR1_72390.11, SCUR1_72390.7, SCUR1_72390.9, SCUR1_72390.4
OG0000087	SRDH2_53130.2, SRDH2_53130.4, SRDH2_53130.3, SRDH2_53130.7, SRDH2_53130.6, SRDH2_53130.1, SRDH2_53130.5	SCUR1_52940.3, SCUR1_52940.10, SCUR1_52940.8, SCUR1_52940.4, SCUR1_52940.9, SCUR1_52940.1, SCUR1_52940.5, SCUR1_52940.6, SCUR1_52940.7, SCUR1_52940.2
OG0000088	SRDH2_3180.1	SCUR1_3030.5, SCUR1_3030.1, SCUR1_3030.3, SCUR1_3030.2, SCUR1_3030.4
OG0000088	SRDH2_3170.1, SRDH2_3170.2, SRDH2_3170.3	SCUR1_3020.1, SCUR1_3020.2, SCUR1_3020.3, SCUR1_3020.7, SCUR1_3020.5, SCUR1_3020.4, SCUR1_3020.6, SCUR1_3020.9, SCUR1_3020.8
OG0000090	SRDH2_50750.1, SRDH2_50750.4, SRDH2_50750.7, SRDH2_50750.6, SRDH2_50750.10, SRDH2_50750.3, SRDH2_50750.8, SRDH2_50750.9, SRDH2_50750.2, SRDH2_50750.5	SCUR1_49980.5, SCUR1_49980.1, SCUR1_49980.8, SCUR1_49980.2, SCUR1_49980.3, SCUR1_49980.4, SCUR1_49980.6, SCUR1_49980.7
OG0000091	SRDH2_48630.15, SRDH2_48630.4, SRDH2_48630.14, SRDH2_48630.2, SRDH2_48630.9, SRDH2_48630.6, SRDH2_48630.7, SRDH2_48630.8, SRDH2_48630.3, SRDH2_48630.11, SRDH2_48630.16, SRDH2_48630.1, SRDH2_48630.5, SRDH2_48630.12, SRDH2_48630.10, SRDH2_48630.13	SCUR1_47950.1
OG0000092	SRDH2_2270.6, SRDH2_2270.2, SRDH2_2270.1, SRDH2_2270.3, SRDH2_2270.4, SRDH2_2270.5	SCUR1_2070.1, SCUR1_2070.4, SCUR1_2070.2, SCUR1_2070.3, SCUR1_2070.5, SCUR1_2070.6
OG0000092	SRDH2_15150.2, SRDH2_15150.6, SRDH2_15150.1, SRDH2_15150.3, SRDH2_15150.4, SRDH2_15150.5	SCUR1_13260.3, SCUR1_13260.4, SCUR1_13260.8, SCUR1_13260.2, SCUR1_13260.7, SCUR1_13260.5, SCUR1_13260.6, SCUR1_13260.1
OG0000093	SRDH2_40310.1	SCUR1_40300.1
OG0000093	SRDH2_100050.3, SRDH2_100060.1, SRDH2_100050.2, SRDH2_100040.1, SRDH2_100050.1	SCUR1_96410.1, SCUR1_96420.1
OG0000094	SRDH2_8770.1, SRDH2_8770.2, SRDH2_8770.3, SRDH2_8770.4, SRDH2_8770.5, SRDH2_8770.8, SRDH2_8770.9, SRDH2_8770.7, SRDH2_8770.6	SCUR1_8440.11, SCUR1_8440.13, SCUR1_8440.5, SCUR1_8440.9, SCUR1_8440.4, SCUR1_8440.6, SCUR1_8440.7, SCUR1_8440.1, SCUR1_8440.2, SCUR1_8440.3, SCUR1_8440.8, SCUR1_8440.12, SCUR1_8440.16, SCUR1_8440.15, SCUR1_8440.14, SCUR1_8440.10
OG0000095	SRDH2_63030.1, SRDH2_63030.4, SRDH2_63030.5, SRDH2_63030.6, SRDH2_63030.11, SRDH2_63030.8, SRDH2_63030.9, SRDH2_63030.10, SRDH2_63030.7, SRDH2_63030.2, SRDH2_63030.3	SCUR1_61370.7, SCUR1_61370.1, SCUR1_61370.3, SCUR1_61370.5, SCUR1_61370.6, SCUR1_61370.4, SCUR1_61370.9, SCUR1_61370.2, SCUR1_61370.8
OG0000096	SRDH2_32910.7, SRDH2_32910.12, SRDH2_32910.3, SRDH2_32910.9, SRDH2_32910.11, SRDH2_32910.13, SRDH2_32910.10, SRDH2_32910.8, SRDH2_32910.4, SRDH2_32910.2, SRDH2_32910.1, SRDH2_32910.5, SRDH2_32910.6	SCUR1_35430.4, SCUR1_35430.6, SCUR1_35430.10, SCUR1_35430.5, SCUR1_35430.14, SCUR1_35430.8, SCUR1_35430.12, SCUR1_35430.2, SCUR1_35430.15, SCUR1_35430.9, SCUR1_35430.11, SCUR1_35430.7, SCUR1_35430.1, SCUR1_35430.13, SCUR1_35430.3
OG0000097	SRDH2_7020.2, SRDH2_7020.1, SRDH2_7020.3, SRDH2_7020.4, SRDH2_7020.5	SCUR1_6890.25, SCUR1_6890.2, SCUR1_6890.20, SCUR1_6890.24, SCUR1_6890.10, SCUR1_6890.15, SCUR1_6890.17, SCUR1_6890.19, SCUR1_6890.23, SCUR1_6890.5, SCUR1_6890.8, SCUR1_6890.21, SCUR1_6890.16, SCUR1_6890.18, SCUR1_6890.26, SCUR1_6890.6, SCUR1_6890.1, SCUR1_6890.12, SCUR1_6890.13, SCUR1_6890.14, SCUR1_6890.3, SCUR1_6890.4, SCUR1_6890.7, SCUR1_6890.9, SCUR1_6890.11, SCUR1_6890.22
OG0000098	SRDH2_41370.1	SCUR1_94810.1, SCUR1_41240.1
OG0000098	SRDH2_69360.12, SRDH2_69360.9, SRDH2_69360.13, SRDH2_69360.11, SRDH2_69360.14, SRDH2_69360.6, SRDH2_69360.7, SRDH2_69360.2, SRDH2_69360.5, SRDH2_69360.1, SRDH2_69360.4, SRDH2_69360.3, SRDH2_69360.10, SRDH2_69360.8	SCUR1_98370.1, SCUR1_66460.3, SCUR1_66460.1, SCUR1_66460.4, SCUR1_66460.2, SCUR1_66510.1
OG0000099	SRDH2_73740.1	SCUR1_71170.4, SCUR1_71170.3, SCUR1_71170.7, SCUR1_71170.2, SCUR1_71170.1, SCUR1_71170.5, SCUR1_71170.6
OG0000100	SRDH2_78930.1, SRDH2_35080.1, SRDH2_35080.2	SCUR1_32460.1
OG0000100	SRDH2_10010.1, SRDH2_60650.1	SCUR1_36060.1
OG0000102	SRDH2_6050.1	SCUR1_5960.1
OG0000102	SRDH2_60210.6	SCUR1_58590.2
OG0000103	SRDH2_76030.13, SRDH2_76030.6, SRDH2_76030.11, SRDH2_76030.14, SRDH2_76030.15, SRDH2_76030.16, SRDH2_76030.5, SRDH2_76030.17, SRDH2_76030.3, SRDH2_76030.18, SRDH2_76030.1, SRDH2_76030.8, SRDH2_76030.9, SRDH2_76030.19, SRDH2_76030.4, SRDH2_76030.12, SRDH2_76030.10, SRDH2_76030.2, SRDH2_76030.7	SCUR1_73440.1, SCUR1_73440.8, SCUR1_73440.10, SCUR1_73440.4, SCUR1_73440.5, SCUR1_73440.6, SCUR1_73440.7, SCUR1_73440.2, SCUR1_73440.3, SCUR1_73440.9
OG0000104	SRDH2_6230.1, SRDH2_6200.1, SRDH2_6200.16, SRDH2_6200.17, SRDH2_6200.2, SRDH2_6200.3, SRDH2_6200.4, SRDH2_6200.5, SRDH2_6200.7, SRDH2_6200.8, SRDH2_6200.15, SRDH2_6200.13, SRDH2_6200.14, SRDH2_6200.10, SRDH2_6200.11, SRDH2_6200.12, SRDH2_6200.9, SRDH2_6200.6	SCUR1_6110.1, SCUR1_6110.10, SCUR1_6110.11, SCUR1_6110.16, SCUR1_6110.3, SCUR1_6110.7, SCUR1_6110.13, SCUR1_6110.15, SCUR1_6110.4, SCUR1_6110.9, SCUR1_6110.17, SCUR1_6110.14, SCUR1_6110.6, SCUR1_6110.8, SCUR1_6110.12, SCUR1_6110.2, SCUR1_6110.5
OG0000105	SRDH2_7880.13, SRDH2_7910.4, SRDH2_7880.1, SRDH2_7880.10, SRDH2_7880.11, SRDH2_7880.19, SRDH2_7880.4, SRDH2_7880.5, SRDH2_7880.6, SRDH2_7880.7, SRDH2_7880.8, SRDH2_7880.9, SRDH2_7880.15, SRDH2_7880.12, SRDH2_7880.17, SRDH2_7880.16, SRDH2_7880.14, SRDH2_7880.18, SRDH2_7880.3, SRDH2_7880.2, SRDH2_7910.1, SRDH2_7910.3, SRDH2_7910.2	SCUR1_7610.1
OG0000107	SRDH2_57800.1	SCUR1_56400.1
OG0000108	SRDH2_8600.10, SRDH2_8600.11, SRDH2_8600.12, SRDH2_8600.13, SRDH2_8600.9, SRDH2_8600.7, SRDH2_8600.3, SRDH2_8600.2, SRDH2_8600.5, SRDH2_8600.6, SRDH2_8600.4, SRDH2_8600.8, SRDH2_8600.1	SCUR1_8280.1
OG0000110	SRDH2_30270.1	SCUR1_29820.1, SCUR1_29820.2
OG0000110	SRDH2_30240.1	SCUR1_29800.2, SCUR1_29800.4, SCUR1_29800.1, SCUR1_29800.5, SCUR1_29800.3
OG0000110	SRDH2_30280.1	SCUR1_29830.1
OG0000110	SRDH2_30290.3, SRDH2_30290.1, SRDH2_30290.2	SCUR1_29840.2, SCUR1_29840.1
OG0000111	SRDH2_41480.1	SCUR1_41310.1
OG0000111	SRDH2_54050.1	SCUR1_51960.1
OG0000111	SRDH2_31540.1	SCUR1_31180.1, SCUR1_31180.2
OG0000111	SRDH2_31560.1	SCUR1_31210.1
OG0000112	SRDH2_86040.1	SCUR1_82790.7, SCUR1_82790.1, SCUR1_82790.4, SCUR1_82790.5, SCUR1_82790.8, SCUR1_82790.11, SCUR1_82790.10, SCUR1_82790.12, SCUR1_82790.2, SCUR1_82790.13, SCUR1_82790.6, SCUR1_82790.9, SCUR1_82790.3
OG0000113	SRDH2_27640.1, SRDH2_27640.2	SCUR1_57690.5, SCUR1_57690.3, SCUR1_57690.4, SCUR1_57690.6, SCUR1_57690.1, SCUR1_57690.2
OG0000114	SRDH2_97870.1, SRDH2_97870.2, SRDH2_97870.3, SRDH2_97870.4, SRDH2_97870.5, SRDH2_97870.6, SRDH2_97870.7	SCUR1_93190.5, SCUR1_93190.1, SCUR1_93190.7, SCUR1_93190.2, SCUR1_93190.3, SCUR1_93190.6, SCUR1_93190.8, SCUR1_93190.9, SCUR1_93190.4
OG0000115	SRDH2_34280.2, SRDH2_34280.10, SRDH2_34280.5, SRDH2_34280.7, SRDH2_34280.9, SRDH2_34280.3, SRDH2_34280.6, SRDH2_34280.1, SRDH2_34280.12, SRDH2_34280.13, SRDH2_34280.4, SRDH2_34280.8, SRDH2_34280.11	SCUR1_36820.4, SCUR1_36820.5, SCUR1_36820.2, SCUR1_36820.7, SCUR1_36820.9, SCUR1_36820.1, SCUR1_36820.10, SCUR1_36820.3, SCUR1_36820.6, SCUR1_36820.8
