Orthogroup	s.mekongi	fasciola_hepatica
OG0000249	KAK4475119.1	FhHiC23_g15028.t1, FhHiC23_g15376.t1
OG0000250	KAK4473679.1	FhHiC23_g4773.t1, FhHiC23_g4773.t2
OG0000251	KAK4470876.1	FhHiC23_g3222.t1
OG0000252	KAK4473757.1	FhHiC23_g6260.t1
OG0000253	KAK4474966.1	FhHiC23_g11116.t1, FhHiC23_g11116.t4, FhHiC23_g11116.t3, FhHiC23_g11116.t2
OG0000254	KAK4476211.1	FhHiC23_g13286.t1
OG0000255	KAK4472819.1	FhHiC23_g5544.t1
OG0000256	KAK4472234.1, KAK4474108.1	FhHiC23_g3326.t1, FhHiC23_g3327.t1, FhHiC23_g15942.t1, FhHiC23_g15942.t2, FhHiC23_g15941.t1, FhHiC23_g15940.t1, FhHiC23_g15940.t2, FhHiC23_g7466.t1
OG0000257	KAK4472840.1	FhHiC23_g10162.t3, FhHiC23_g10162.t1
OG0000258	KAK4474630.1, KAK4474631.1	FhHiC23_g12915.t1
OG0000259	KAK4472857.1	FhHiC23_g10025.t1
OG0000260	KAK4475472.1	FhHiC23_g15473.t1, FhHiC23_g15473.t2
OG0000261	KAK4471010.1	FhHiC23_g2307.t1, FhHiC23_g2307.t2, FhHiC23_g2305.t1
OG0000262	KAK4472696.1	FhHiC23_g4985.t1
OG0000263	KAK4471877.1	FhHiC23_g8061.t2, FhHiC23_g8061.t1, FhHiC23_g8061.t3
OG0000264	KAK4468105.1	FhHiC23_g3584.t1, FhHiC23_g3584.t2
OG0000264	KAK4475793.1, KAK4467257.1	FhHiC23_g13507.t1
OG0000267	KAK4468325.1, KAK4468328.1	FhHiC23_g4202.t1, FhHiC23_g4238.t1
OG0000268	KAK4470182.1	FhHiC23_g3356.t1
OG0000268	KAK4476119.1	FhHiC23_g13680.t2, FhHiC23_g13680.t1, FhHiC23_g13864.t1
OG0000269	KAK4475673.1, KAK4467473.1	FhHiC23_g12982.t1
OG0000270	KAK4472943.1	FhHiC23_g9687.t1, FhHiC23_g9686.t1
OG0000271	KAK4469463.1	FhHiC23_g36.t1, FhHiC23_g36.t2
OG0000272	KAK4474616.1	FhHiC23_g16207.t2, FhHiC23_g10827.t1
OG0000273	KAK4476008.1	FhHiC23_g12063.t1
OG0000274	KAK4470994.1	FhHiC23_g696.t1, FhHiC23_g696.t2, FhHiC23_g696.t3
OG0000275	KAK4473868.1	FhHiC23_g4968.t1
OG0000276	KAK4470557.1	FhHiC23_g376.t1
OG0000277	KAK4468906.1	FhHiC23_g4344.t1, FhHiC23_g4344.t2
OG0000281	KAK4467957.1	FhHiC23_g4052.t1
OG0000281	KAK4474290.1	FhHiC23_g10797.t1
OG0000281	KAK4474343.1	FhHiC23_g13011.t1
OG0000282	KAK4469862.1	FhHiC23_g3192.t1
OG0000283	KAK4471958.1	FhHiC23_g7893.t1, FhHiC23_g7896.t2, FhHiC23_g7896.t1
OG0000284	KAK4473458.1	FhHiC23_g14077.t1, FhHiC23_g14077.t2, FhHiC23_g14077.t3
OG0000285	KAK4474033.1	FhHiC23_g6443.t1
OG0000286	KAK4473497.1	FhHiC23_g14201.t1, FhHiC23_g14201.t2, FhHiC23_g13965.t1
OG0000287	KAK4470322.1	FhHiC23_g899.t1
OG0000288	KAK4468827.1	FhHiC23_g16819.t1, FhHiC23_g16819.t2, FhHiC23_g16819.t3, FhHiC23_g16819.t4
OG0000289	KAK4474869.1	FhHiC23_g15589.t1
OG0000290	KAK4473084.1	FhHiC23_g10191.t1, FhHiC23_g10191.t2
OG0000290	KAK4475486.1	FhHiC23_g15400.t1, FhHiC23_g15400.t2
OG0000291	KAK4475323.1	FhHiC23_g10897.t1
OG0000292	KAK4472551.1	FhHiC23_g6233.t2, FhHiC23_g6233.t1, FhHiC23_g6233.t3
OG0000293	KAK4473120.1	FhHiC23_g6637.t1, FhHiC23_g3376.t1, FhHiC23_g9306.t1
OG0000293	KAK4471757.1	FhHiC23_g8615.t1
OG0000293	KAK4469130.1	FhHiC23_g1971.t1
OG0000294	KAK4475667.1, KAK4467246.1	FhHiC23_g13370.t1
OG0000295	KAK4468851.1	FhHiC23_g16837.t1, FhHiC23_g16838.t1
OG0000296	KAK4475927.1	FhHiC23_g13388.t1
OG0000296	KAK4475928.1	FhHiC23_g1383.t1
OG0000297	KAK4470949.1	FhHiC23_g2527.t1
OG0000298	KAK4473556.1	FhHiC23_g14252.t1, FhHiC23_g14251.t1
OG0000298	KAK4473971.1	FhHiC23_g14009.t1, FhHiC23_g14009.t2
OG0000299	KAK4471833.1	FhHiC23_g7838.t1
OG0000300	KAK4474560.1	FhHiC23_g11087.t2, FhHiC23_g11087.t1
OG0000301	KAK4470788.1	FhHiC23_g2910.t1
OG0000302	KAK4472070.1	FhHiC23_g7936.t1, FhHiC23_g7936.t2
OG0000304	KAK4474657.1, KAK4474658.1	FhHiC23_g11210.t1
OG0000305	KAK4469933.1	FhHiC23_g62.t2, FhHiC23_g62.t1
OG0000306	KAK4474242.1, KAK4476079.1	FhHiC23_g12553.t2, FhHiC23_g12553.t1, FhHiC23_g12553.t3
OG0000307	KAK4476060.1, KAK4468423.1	FhHiC23_g12864.t4, FhHiC23_g12864.t1, FhHiC23_g12864.t3, FhHiC23_g12864.t2
OG0000311	KAK4475143.1	FhHiC23_g11486.t1
OG0000312	KAK4472510.1	FhHiC23_g5211.t1
OG0000313	KAK4467534.1, KAK4467392.1, KAK4467538.1	FhHiC23_g11477.t1
OG0000314	KAK4473872.1	FhHiC23_g4786.t1, FhHiC23_g4787.t1
OG0000315	KAK4472350.1	FhHiC23_g6036.t1, FhHiC23_g6036.t2
OG0000315	KAK4471203.1	FhHiC23_g6901.t2, FhHiC23_g6901.t3, FhHiC23_g6901.t1
OG0000316	KAK4475212.1	FhHiC23_g10904.t1
OG0000317	KAK4474513.1, KAK4474523.1	FhHiC23_g12826.t2, FhHiC23_g12826.t1
OG0000318	KAK4468970.1, KAK4467294.1	FhHiC23_g8913.t1, FhHiC23_g2171.t1, FhHiC23_g2171.t2
OG0000319	KAK4472555.1	FhHiC23_g6198.t1, FhHiC23_g6198.t2, FhHiC23_g6198.t3
OG0000320	KAK4475005.1	FhHiC23_g15004.t1
OG0000320	KAK4472423.1	FhHiC23_g6220.t1
OG0000320	KAK4469809.1	FhHiC23_g2257.t1, FhHiC23_g2257.t2
OG0000321	KAK4473857.1	FhHiC23_g5944.t1
OG0000322	KAK4473133.1	FhHiC23_g9569.t4, FhHiC23_g9569.t3, FhHiC23_g9569.t2, FhHiC23_g9569.t1
OG0000324	KAK4469242.1	FhHiC23_g1567.t1, FhHiC23_g1567.t2
OG0000325	KAK4470078.1	FhHiC23_g2587.t1
OG0000326	KAK4472025.1	FhHiC23_g7759.t1
OG0000328	KAK4472902.1	FhHiC23_g5277.t1
OG0000329	KAK4474582.1	FhHiC23_g10756.t1
OG0000332	KAK4471340.1	FhHiC23_g7573.t1
OG0000333	KAK4475969.1	FhHiC23_g11619.t1, FhHiC23_g11619.t2
OG0000334	KAK4467411.1, KAK4470467.1	FhHiC23_g2400.t1
OG0000335	KAK4475523.1	FhHiC23_g13358.t1, FhHiC23_g13357.t1
OG0000336	KAK4475727.1	FhHiC23_g12795.t1
OG0000336	KAK4474964.1	FhHiC23_g11235.t1, FhHiC23_g11235.t2
OG0000337	KAK4472168.1	FhHiC23_g5617.t1
OG0000339	KAK4467425.1, KAK4472411.1	FhHiC23_g14236.t1, FhHiC23_g5601.t1
OG0000341	KAK4467467.1	FhHiC23_g6937.t1
OG0000341	KAK4467250.1	FhHiC23_g6786.t1, FhHiC23_g11716.t1, FhHiC23_g1295.t1, FhHiC23_g10314.t1, FhHiC23_g10317.t1, FhHiC23_g1448.t1, FhHiC23_g2931.t1, FhHiC23_g2932.t1, FhHiC23_g15490.t1, FhHiC23_g10752.t1, FhHiC23_g12214.t1, FhHiC23_g7986.t1, FhHiC23_g1294.t1, FhHiC23_g1447.t1, FhHiC23_g10315.t1, FhHiC23_g10316.t1
OG0000342	KAK4475138.1	FhHiC23_g10913.t1
OG0000342	KAK4475770.1	FhHiC23_g12760.t1
OG0000342	KAK4475114.1	FhHiC23_g15297.t1
OG0000343	KAK4472517.1	FhHiC23_g6199.t1
OG0000344	KAK4475916.1	FhHiC23_g12927.t1
OG0000345	KAK4469954.1	FhHiC23_g578.t2, FhHiC23_g578.t1, FhHiC23_g578.t3
OG0000346	KAK4467924.1	FhHiC23_g9674.t1
OG0000347	KAK4472404.1	FhHiC23_g5608.t1
OG0000348	KAK4475811.1, KAK4467403.1, KAK4475810.1	FhHiC23_g12762.t1
OG0000349	KAK4474470.1	FhHiC23_g13497.t1, FhHiC23_g13497.t2
OG0000350	KAK4473804.1	FhHiC23_g5035.t1, FhHiC23_g5035.t2
OG0000351	KAK4475929.1	FhHiC23_g13389.t1
OG0000352	KAK4474141.1	FhHiC23_g6291.t1, FhHiC23_g6292.t1
OG0000353	KAK4470494.1	FhHiC23_g2530.t1, FhHiC23_g290.t2, FhHiC23_g290.t1
OG0000354	KAK4475576.1	FhHiC23_g12375.t2, FhHiC23_g12375.t1
OG0000355	KAK4476092.1	FhHiC23_g13171.t2, FhHiC23_g13171.t1
OG0000356	KAK4476066.1	FhHiC23_g11244.t1, FhHiC23_g11244.t2
OG0000357	KAK4473507.1	FhHiC23_g13991.t1
OG0000359	KAK4474769.1	FhHiC23_g11766.t3, FhHiC23_g11766.t1, FhHiC23_g11766.t2
OG0000360	KAK4475054.1	FhHiC23_g286.t1
OG0000361	KAK4469276.1	FhHiC23_g702.t3, FhHiC23_g702.t1, FhHiC23_g702.t2
OG0000363	KAK4473533.1	FhHiC23_g14310.t1, FhHiC23_g14310.t2
OG0000364	KAK4472841.1	FhHiC23_g9563.t1
OG0000366	KAK4469245.1	FhHiC23_g218.t3, FhHiC23_g218.t1, FhHiC23_g218.t2
OG0000367	KAK4472601.1	FhHiC23_g5906.t1
OG0000368	KAK4475121.1	FhHiC23_g15375.t1, FhHiC23_g15375.t2
OG0000369	KAK4467393.1, KAK4475644.1	FhHiC23_g12468.t1
OG0000370	KAK4473705.1	FhHiC23_g4732.t1, FhHiC23_g4732.t2
OG0000371	KAK4473814.1	FhHiC23_g6466.t1, FhHiC23_g6466.t2
OG0000372	KAK4474367.1, KAK4474369.1	FhHiC23_g12873.t1
OG0000373	KAK4474690.1	FhHiC23_g10982.t1, FhHiC23_g10981.t2, FhHiC23_g10981.t3, FhHiC23_g10981.t1
OG0000374	KAK4473375.1	FhHiC23_g14139.t1
OG0000375	KAK4475736.1, KAK4467517.1	FhHiC23_g13010.t2, FhHiC23_g13010.t1
OG0000376	KAK4471759.1	FhHiC23_g8088.t1, FhHiC23_g8088.t2
OG0000378	KAK4473152.1	FhHiC23_g5255.t1, FhHiC23_g5255.t2
OG0000379	KAK4467588.1	FhHiC23_g13359.t1
OG0000380	KAK4475417.1	FhHiC23_g15109.t1, FhHiC23_g15108.t1, FhHiC23_g15116.t1
OG0000380	KAK4475418.1	FhHiC23_g15106.t1
OG0000381	KAK4469535.1	FhHiC23_g1178.t1
OG0000381	KAK4469537.1	FhHiC23_g1181.t1, FhHiC23_g1180.t1, FhHiC23_g1180.t2, FhHiC23_g1179.t1
OG0000383	KAK4473926.1	FhHiC23_g9223.t1, FhHiC23_g14054.t1, FhHiC23_g14054.t3, FhHiC23_g14054.t2
OG0000384	KAK4472592.1	FhHiC23_g5481.t1, FhHiC23_g6270.t1
OG0000385	KAK4471741.1	FhHiC23_g8172.t1
OG0000385	KAK4471739.1	FhHiC23_g8212.t1, FhHiC23_g8214.t1
OG0000386	KAK4475366.1	FhHiC23_g16443.t1, FhHiC23_g16443.t2, FhHiC23_g16442.t1, FhHiC23_g15019.t1
OG0000387	KAK4475570.1	FhHiC23_g13532.t1
OG0000388	KAK4468526.1	FhHiC23_g4347.t2, FhHiC23_g4347.t1
OG0000389	KAK4470603.1	FhHiC23_g2705.t2, FhHiC23_g2705.t1
OG0000390	KAK4468203.1	FhHiC23_g3668.t1
OG0000391	KAK4474521.1	FhHiC23_g12566.t1, FhHiC23_g12567.t1
OG0000392	KAK4471811.1	FhHiC23_g7851.t1, FhHiC23_g7851.t2
OG0000393	KAK4469470.1	FhHiC23_g53.t1, FhHiC23_g53.t2
OG0000394	KAK4471941.1	FhHiC23_g8471.t1, FhHiC23_g8471.t2
OG0000395	KAK4470950.1	FhHiC23_g2548.t3, FhHiC23_g2548.t2, FhHiC23_g2548.t1
OG0000396	KAK4467519.1, KAK4475731.1	FhHiC23_g13231.t1, FhHiC23_g13231.t2
OG0000397	KAK4470932.1	FhHiC23_g2584.t3, FhHiC23_g2584.t1, FhHiC23_g2584.t2
OG0000398	KAK4475045.1, KAK4475519.1, KAK4475514.1	FhHiC23_g15361.t2, FhHiC23_g15361.t3, FhHiC23_g15361.t1, FhHiC23_g15458.t1, FhHiC23_g15458.t2
OG0000399	KAK4473103.1, KAK4473104.1	FhHiC23_g9940.t1
OG0000400	KAK4473612.1, KAK4473602.1, KAK4474079.1	FhHiC23_g14722.t1, FhHiC23_g14725.t1, FhHiC23_g14728.t1, FhHiC23_g14727.t1
OG0000401	KAK4467755.1	FhHiC23_g9177.t1, FhHiC23_g9177.t2, FhHiC23_g9177.t3
OG0000402	KAK4474603.1	FhHiC23_g10817.t1
OG0000405	KAK4473889.1	FhHiC23_g5442.t1, FhHiC23_g5442.t2
OG0000406	KAK4473809.1	FhHiC23_g6441.t2, FhHiC23_g6441.t1
OG0000407	KAK4471734.1	FhHiC23_g7160.t1
OG0000408	KAK4472973.1	FhHiC23_g9276.t1
OG0000409	KAK4468703.1	FhHiC23_g16168.t1, FhHiC23_g16168.t2
OG0000410	KAK4471325.1	FhHiC23_g7296.t1
OG0000411	KAK4472925.1	FhHiC23_g10118.t1, FhHiC23_g10118.t2, FhHiC23_g10882.t1, FhHiC23_g10883.t1
OG0000412	KAK4470212.1	FhHiC23_g1467.t1
OG0000413	KAK4471924.1	FhHiC23_g7322.t1
OG0000414	KAK4475938.1	FhHiC23_g12586.t1
OG0000415	KAK4472715.1	FhHiC23_g6176.t1
OG0000416	KAK4468438.1	FhHiC23_g16527.t3, FhHiC23_g16527.t1, FhHiC23_g16527.t2, FhHiC23_g16529.t3
OG0000416	KAK4468726.1	FhHiC23_g16130.t2, FhHiC23_g16130.t1
OG0000417	KAK4469705.1	FhHiC23_g327.t1, FhHiC23_g327.t2
OG0000418	KAK4467700.1	FhHiC23_g9417.t1, FhHiC23_g9417.t2
OG0000419	KAK4475912.1, KAK4475910.1	FhHiC23_g12931.t1
OG0000420	KAK4469112.1	FhHiC23_g3059.t1, FhHiC23_g3060.t2
OG0000421	KAK4471594.1	FhHiC23_g6991.t1, FhHiC23_g6991.t2
OG0000422	KAK4469383.1	FhHiC23_g1572.t1, FhHiC23_g1572.t2
OG0000425	KAK4472740.1	FhHiC23_g5889.t1, FhHiC23_g5889.t2
OG0000426	KAK4469886.1, KAK4469884.1	FhHiC23_g1873.t4, FhHiC23_g1873.t3, FhHiC23_g1873.t2, FhHiC23_g1873.t1
OG0000427	KAK4469545.1	FhHiC23_g2187.t1
OG0000428	KAK4473446.1	FhHiC23_g14650.t1, FhHiC23_g14650.t2, FhHiC23_g1389.t1
OG0000429	KAK4467920.1	FhHiC23_g9889.t1
OG0000429	KAK4473670.1	FhHiC23_g14324.t2, FhHiC23_g14324.t1
OG0000430	KAK4472238.1	FhHiC23_g2888.t1, FhHiC23_g2884.t1
OG0000431	KAK4469274.1	FhHiC23_g700.t1, FhHiC23_g700.t2, FhHiC23_g700.t3
OG0000432	KAK4467945.1	FhHiC23_g9661.t2, FhHiC23_g9661.t1
OG0000434	KAK4467761.1	FhHiC23_g12437.t1, FhHiC23_g9208.t1
OG0000435	KAK4469872.1	FhHiC23_g1907.t1
OG0000436	KAK4473268.1	FhHiC23_g9591.t1, FhHiC23_g9591.t2
OG0000437	KAK4475593.1	FhHiC23_g11757.t1
OG0000438	KAK4471311.1	FhHiC23_g7751.t1, FhHiC23_g7751.t2
OG0000439	KAK4468198.1	FhHiC23_g3593.t1, FhHiC23_g3593.t2
OG0000440	KAK4468410.1, KAK4468411.1	FhHiC23_g16588.t1
OG0000441	KAK4476204.1	FhHiC23_g12334.t1, FhHiC23_g12334.t2, FhHiC23_g12334.t3, FhHiC23_g3407.t1
OG0000441	KAK4474578.1	FhHiC23_g12169.t1, FhHiC23_g12169.t2, FhHiC23_g12169.t4
OG0000442	KAK4474032.1	FhHiC23_g5482.t2, FhHiC23_g5482.t1
OG0000443	KAK4475883.1, KAK4475884.1	FhHiC23_g13427.t1, FhHiC23_g13427.t2
OG0000444	KAK4470100.1	FhHiC23_g831.t1
OG0000445	KAK4471266.1, KAK4471265.1	FhHiC23_g7076.t1
OG0000446	KAK4476206.1	FhHiC23_g955.t1, FhHiC23_g960.t3
OG0000447	KAK4469770.1	FhHiC23_g3050.t1, FhHiC23_g3050.t2
OG0000448	KAK4472646.1	FhHiC23_g5761.t1, FhHiC23_g5761.t4, FhHiC23_g5761.t5, FhHiC23_g5761.t2, FhHiC23_g5761.t3
OG0000449	KAK4471127.1	FhHiC23_g7226.t3, FhHiC23_g7226.t2, FhHiC23_g7226.t1, FhHiC23_g7226.t4
OG0000450	KAK4473185.1	FhHiC23_g10194.t1, FhHiC23_g10165.t1, FhHiC23_g10165.t2
OG0000451	KAK4468749.1	FhHiC23_g16604.t1
OG0000452	KAK4473733.1	FhHiC23_g5472.t1
OG0000453	KAK4471747.1	FhHiC23_g7003.t1
OG0000454	KAK4470198.1	FhHiC23_g2824.t1
OG0000455	KAK4467551.1, KAK4467556.1, KAK4467557.1, KAK4467558.1	FhHiC23_g12095.t1
OG0000456	KAK4470105.1	FhHiC23_g2604.t1, FhHiC23_g2604.t2, FhHiC23_g2604.t4, FhHiC23_g2604.t3
OG0000457	KAK4472829.1, KAK4472828.1	FhHiC23_g5250.t4, FhHiC23_g5250.t2, FhHiC23_g5250.t3
OG0000458	KAK4472547.1	FhHiC23_g6446.t1, FhHiC23_g6446.t2
OG0000459	KAK4476162.1	FhHiC23_g13471.t1
OG0000461	KAK4470644.1	FhHiC23_g2553.t2, FhHiC23_g2553.t1, FhHiC23_g2553.t3
OG0000464	KAK4474498.1	FhHiC23_g12146.t1, FhHiC23_g12146.t2
OG0000465	KAK4470509.1	FhHiC23_g593.t1, FhHiC23_g593.t2
OG0000466	KAK4469330.1	FhHiC23_g1818.t1, FhHiC23_g1818.t2
OG0000467	KAK4473827.1	FhHiC23_g14179.t1, FhHiC23_g14181.t1
OG0000468	KAK4470611.1	FhHiC23_g2533.t1, FhHiC23_g2533.t2, FhHiC23_g2533.t3
OG0000469	KAK4475681.1, KAK4475679.1	FhHiC23_g12605.t1
OG0000470	KAK4469640.1	FhHiC23_g1052.t1
OG0000471	KAK4468673.1	FhHiC23_g4332.t1
OG0000472	KAK4473823.1	FhHiC23_g14787.t2, FhHiC23_g14787.t1, FhHiC23_g14786.t1
OG0000473	KAK4475783.1	FhHiC23_g12963.t1
OG0000474	KAK4474977.1	FhHiC23_g15488.t1
OG0000474	KAK4469729.1	FhHiC23_g2166.t1, FhHiC23_g2166.t2
OG0000475	KAK4471300.1, KAK4471299.1	FhHiC23_g8551.t1, FhHiC23_g8553.t1
OG0000476	KAK4475400.1	FhHiC23_g15639.t1
OG0000477	KAK4469093.1	FhHiC23_g203.t1
OG0000479	KAK4472631.1	FhHiC23_g5073.t1
OG0000480	KAK4471463.1	FhHiC23_g7266.t1
OG0000481	KAK4471219.1	FhHiC23_g7614.t2, FhHiC23_g7614.t1
OG0000482	KAK4474371.1	FhHiC23_g13756.t1
OG0000483	KAK4471160.1	FhHiC23_g8435.t1
OG0000484	KAK4467873.1	FhHiC23_g9219.t1
OG0000485	KAK4474743.1	FhHiC23_g11693.t1, FhHiC23_g11697.t1, FhHiC23_g11697.t2, FhHiC23_g11697.t3
OG0000490	KAK4471519.1	FhHiC23_g7771.t1, FhHiC23_g7771.t2
OG0000491	KAK4472485.1	FhHiC23_g5580.t1
OG0000492	KAK4471712.1	FhHiC23_g7373.t1
OG0000493	KAK4469124.1	FhHiC23_g184.t2, FhHiC23_g184.t1
OG0000493	KAK4472786.1, KAK4472785.1	FhHiC23_g4635.t1
OG0000494	KAK4470618.1, KAK4470758.1, KAK4476182.1, KAK4472408.1	FhHiC23_g10863.t1
OG0000495	KAK4475594.1	FhHiC23_g11080.t1, FhHiC23_g11082.t1
OG0000496	KAK4473897.1	FhHiC23_g5347.t1
OG0000497	KAK4475832.1	FhHiC23_g13076.t1, FhHiC23_g13075.t1
OG0000498	KAK4473225.1	FhHiC23_g10257.t2, FhHiC23_g10257.t1
OG0000498	KAK4472209.1	FhHiC23_g6627.t1, FhHiC23_g6629.t1
OG0000499	KAK4470653.1	FhHiC23_g1519.t1
OG0000500	KAK4475112.1	FhHiC23_g14973.t1
OG0000501	KAK4472851.1	FhHiC23_g9614.t1, FhHiC23_g9614.t2, FhHiC23_g9615.t1, FhHiC23_g9615.t2
OG0000502	KAK4474193.1, KAK4474094.1	FhHiC23_g4748.t1
OG0000503	KAK4475659.1	FhHiC23_g12875.t3, FhHiC23_g12875.t1, FhHiC23_g12875.t2
OG0000504	KAK4469069.1	FhHiC23_g626.t1
OG0000505	KAK4473033.1	FhHiC23_g5731.t1, FhHiC23_g5731.t2
OG0000506	KAK4475979.1, KAK4475980.1	FhHiC23_g13425.t1
OG0000507	KAK4472652.1	FhHiC23_g5629.t1, FhHiC23_g5629.t2
OG0000508	KAK4475295.1	FhHiC23_g15064.t1, FhHiC23_g15064.t2, FhHiC23_g15064.t3
OG0000509	KAK4469240.1, KAK4469667.1	FhHiC23_g22.t1, FhHiC23_g19.t1
OG0000512	KAK4469151.1	FhHiC23_g1881.t1
OG0000514	KAK4469103.1	FhHiC23_g3289.t1, FhHiC23_g3290.t1
OG0000515	KAK4474608.1	FhHiC23_g11798.t1, FhHiC23_g11798.t2
OG0000516	KAK4471404.1, KAK4471405.1	FhHiC23_g7104.t1
OG0000517	KAK4472849.1	FhHiC23_g9480.t1
OG0000521	KAK4470167.1	FhHiC23_g2979.t3, FhHiC23_g2979.t1, FhHiC23_g2979.t2, FhHiC23_g2979.t4
OG0000522	KAK4469781.1	FhHiC23_g2242.t1, FhHiC23_g2242.t2
OG0000523	KAK4470425.1	FhHiC23_g674.t1
OG0000524	KAK4474637.1, KAK4467261.1	FhHiC23_g8004.t1
OG0000525	KAK4469434.1	FhHiC23_g6591.t2, FhHiC23_g2202.t1, FhHiC23_g2202.t2, FhHiC23_g2202.t3
OG0000526	KAK4474864.1	FhHiC23_g15281.t1, FhHiC23_g15281.t2
OG0000527	KAK4475122.1	FhHiC23_g15342.t1
OG0000528	KAK4472573.1	FhHiC23_g5951.t2, FhHiC23_g5951.t1
OG0000529	KAK4475249.1	FhHiC23_g15029.t1, FhHiC23_g15029.t2
OG0000529	KAK4473254.1	FhHiC23_g9585.t3, FhHiC23_g9585.t2
OG0000530	KAK4467863.1, KAK4467865.1	FhHiC23_g9868.t2, FhHiC23_g9868.t1
OG0000531	KAK4470778.1	FhHiC23_g3283.t1, FhHiC23_g3283.t2, FhHiC23_g3283.t3
OG0000532	KAK4467382.1, KAK4475786.1	FhHiC23_g13021.t1
OG0000533	KAK4475105.1	FhHiC23_g15454.t1
OG0000534	KAK4470412.1	FhHiC23_g189.t1, FhHiC23_g189.t2
OG0000535	KAK4472091.1	FhHiC23_g7928.t1
OG0000536	KAK4471326.1	FhHiC23_g7971.t1
OG0000537	KAK4469348.1	FhHiC23_g1733.t1, FhHiC23_g1733.t2
OG0000539	KAK4469058.1	FhHiC23_g2184.t1, FhHiC23_g2184.t2, FhHiC23_g2184.t3, FhHiC23_g2184.t4
OG0000540	KAK4475879.1	FhHiC23_g12881.t1, FhHiC23_g12883.t1, FhHiC23_g12883.t2
OG0000541	KAK4472810.1	FhHiC23_g5888.t1, FhHiC23_g5887.t1
OG0000542	KAK4468792.1	FhHiC23_g16015.t1
OG0000543	KAK4475287.1	FhHiC23_g15476.t1, FhHiC23_g15476.t2, FhHiC23_g15476.t3
OG0000544	KAK4470987.1	FhHiC23_g615.t1
OG0000545	KAK4469836.1	FhHiC23_g1987.t1
OG0000545	KAK4470093.1	FhHiC23_g2490.t1
OG0000546	KAK4472420.1	FhHiC23_g6229.t1
OG0000547	KAK4468655.1	FhHiC23_g8659.t1
OG0000548	KAK4472431.1	FhHiC23_g5750.t1
OG0000549	KAK4474391.1	FhHiC23_g10861.t1
OG0000550	KAK4475158.1	FhHiC23_g10667.t1, FhHiC23_g10667.t2, FhHiC23_g10667.t3, FhHiC23_g10666.t2, FhHiC23_g10666.t1
OG0000551	KAK4469308.1	FhHiC23_g1006.t1
OG0000551	KAK4469305.1, KAK4469306.1	FhHiC23_g4746.t1
OG0000551	KAK4473748.1	FhHiC23_g6247.t1
OG0000552	KAK4475830.1	FhHiC23_g13077.t1
OG0000552	KAK4468870.1	FhHiC23_g15968.t1
OG0000553	KAK4467767.1, KAK4467768.1	FhHiC23_g9188.t1, FhHiC23_g9187.t1, FhHiC23_g9187.t2
OG0000554	KAK4474414.1	FhHiC23_g11173.t3, FhHiC23_g11173.t2, FhHiC23_g11173.t1, FhHiC23_g11173.t4
OG0000555	KAK4473577.1, KAK4467388.1	FhHiC23_g14400.t1, FhHiC23_g14297.t1, FhHiC23_g14301.t1
OG0000556	KAK4471444.1	FhHiC23_g7433.t1
OG0000557	KAK4473888.1	FhHiC23_g5443.t1, FhHiC23_g5443.t2
OG0000558	KAK4474954.1	FhHiC23_g34.t1, FhHiC23_g11572.t1, FhHiC23_g11572.t2
OG0000559	KAK4468120.1	FhHiC23_g3882.t1, FhHiC23_g3882.t2
OG0000560	KAK4467821.1	FhHiC23_g9914.t1, FhHiC23_g9914.t2
OG0000561	KAK4467648.1	FhHiC23_g9491.t1, FhHiC23_g9493.t1
OG0000561	KAK4467649.1	FhHiC23_g9496.t1
OG0000562	KAK4468116.1	FhHiC23_g3482.t1, FhHiC23_g3480.t1
OG0000563	KAK4475031.1	FhHiC23_g15092.t1, FhHiC23_g15092.t2
OG0000564	KAK4473434.1	FhHiC23_g13924.t3, FhHiC23_g13924.t1, FhHiC23_g13924.t2
OG0000565	KAK4476074.1	FhHiC23_g4590.t1, FhHiC23_g13120.t2, FhHiC23_g13120.t1
OG0000566	KAK4468294.1	FhHiC23_g14210.t1
OG0000567	KAK4471280.1	FhHiC23_g7239.t1, FhHiC23_g7239.t2
OG0000568	KAK4469792.1	FhHiC23_g2146.t1
OG0000568	KAK4471616.1	FhHiC23_g7464.t1
OG0000569	KAK4476174.1	FhHiC23_g11336.t1
OG0000570	KAK4474697.1, KAK4474698.1	FhHiC23_g10698.t1
OG0000571	KAK4476242.1	FhHiC23_g13016.t1, FhHiC23_g13014.t1, FhHiC23_g13014.t3, FhHiC23_g13014.t2, FhHiC23_g13014.t4, FhHiC23_g13014.t5, FhHiC23_g13014.t6
OG0000572	KAK4472053.1	FhHiC23_g8353.t1
OG0000574	KAK4475572.1	FhHiC23_g13265.t1
OG0000575	KAK4467778.1	FhHiC23_g9972.t1, FhHiC23_g9991.t1
OG0000576	KAK4472513.1	FhHiC23_g14192.t1
OG0000577	KAK4469529.1, KAK4469528.1	FhHiC23_g13859.t1
OG0000580	KAK4472241.1	FhHiC23_g4922.t1
OG0000581	KAK4471936.1, KAK4471935.1	FhHiC23_g8545.t1
OG0000582	KAK4468214.1, KAK4468215.1	FhHiC23_g3901.t1, FhHiC23_g3903.t1, FhHiC23_g3900.t1, FhHiC23_g3904.t1
OG0000582	KAK4468216.1	FhHiC23_g3905.t1
