Orthogroup	s.mekongi	schistosoma_guineensis
OG0000122	KAK4470066.1	SGUI1_80920.11, SGUI1_80920.9, SGUI1_80920.8, SGUI1_80920.1, SGUI1_80920.10, SGUI1_80920.7, SGUI1_80920.4, SGUI1_80920.3, SGUI1_80920.2, SGUI1_80920.5, SGUI1_80920.6
OG0000123	KAK4470855.1	SGUI1_78980.1
OG0000125	KAK4474534.1	SGUI1_1330.3, SGUI1_1330.8, SGUI1_1330.10, SGUI1_1330.7, SGUI1_1330.14, SGUI1_1330.13, SGUI1_1330.9, SGUI1_1330.6, SGUI1_1330.5, SGUI1_1330.4, SGUI1_1330.11, SGUI1_1330.1, SGUI1_1330.2, SGUI1_1330.12
OG0000126	KAK4470546.1	SGUI1_71100.1, SGUI1_71100.10, SGUI1_71100.11, SGUI1_71100.15, SGUI1_71100.18, SGUI1_71100.8, SGUI1_71100.2, SGUI1_71100.6, SGUI1_71100.19, SGUI1_71100.17, SGUI1_71100.13, SGUI1_71100.20, SGUI1_71100.16, SGUI1_71100.4, SGUI1_71100.5, SGUI1_71100.12, SGUI1_71100.14, SGUI1_71100.3, SGUI1_71100.7, SGUI1_71100.9
OG0000127	KAK4475492.1	SGUI1_22280.1
OG0000128	KAK4473532.1	SGUI1_43050.11, SGUI1_43050.12, SGUI1_43050.13, SGUI1_43050.14, SGUI1_43050.15, SGUI1_43050.17, SGUI1_43050.18, SGUI1_43050.19, SGUI1_43050.2, SGUI1_43050.4, SGUI1_43050.5, SGUI1_43050.6, SGUI1_43050.8, SGUI1_43050.3, SGUI1_43050.1, SGUI1_43050.10, SGUI1_43050.16, SGUI1_43050.7, SGUI1_43050.20, SGUI1_43050.9
OG0000129	KAK4474206.1	SGUI1_32060.5, SGUI1_32060.7, SGUI1_32060.1, SGUI1_32060.4, SGUI1_32060.10, SGUI1_32060.8, SGUI1_32060.9, SGUI1_32060.6, SGUI1_32060.2, SGUI1_32060.3
OG0000130	KAK4467983.1	SGUI1_81220.12, SGUI1_81220.8, SGUI1_81220.5, SGUI1_81220.7, SGUI1_81220.9, SGUI1_81220.13, SGUI1_81220.1, SGUI1_81220.4, SGUI1_81220.10, SGUI1_81220.11, SGUI1_81220.2, SGUI1_81220.3, SGUI1_81220.6
OG0000131	KAK4468902.1	SGUI1_86230.1, SGUI1_86210.1
OG0000132	KAK4474101.1	SGUI1_35380.5, SGUI1_35380.6, SGUI1_35380.4, SGUI1_35380.1, SGUI1_35380.3, SGUI1_35380.2
OG0000133	KAK4472626.1	SGUI1_31420.5, SGUI1_31420.15, SGUI1_31420.12, SGUI1_31420.7, SGUI1_31420.4, SGUI1_31420.10, SGUI1_31420.11, SGUI1_31420.9, SGUI1_31420.13, SGUI1_31420.6, SGUI1_31420.1, SGUI1_31420.16, SGUI1_31420.17, SGUI1_31420.18, SGUI1_31420.2, SGUI1_31420.3, SGUI1_31420.8, SGUI1_31420.14
OG0000134	KAK4475011.1	SGUI1_20420.1
OG0000135	KAK4474731.1	SGUI1_12530.1, SGUI1_12620.1
OG0000136	KAK4476189.1	SGUI1_6930.5, SGUI1_6930.1, SGUI1_6930.9, SGUI1_6930.11, SGUI1_6930.10, SGUI1_6930.12, SGUI1_6930.2, SGUI1_6930.3, SGUI1_6930.4, SGUI1_6930.7, SGUI1_6930.6, SGUI1_6930.8
OG0000137	KAK4473443.1, KAK4473442.1, KAK4473441.1	SGUI1_42060.1
OG0000138	KAK4468744.1	SGUI1_88050.3, SGUI1_88050.1, SGUI1_88050.2, SGUI1_88050.4
OG0000138	KAK4473697.1	SGUI1_45000.2, SGUI1_45000.5, SGUI1_45000.1, SGUI1_45000.3, SGUI1_45000.6, SGUI1_45000.4
OG0000139	KAK4475677.1	SGUI1_3940.14, SGUI1_3940.4, SGUI1_3940.5, SGUI1_3940.7, SGUI1_3940.8, SGUI1_3940.1, SGUI1_3940.10, SGUI1_3940.2, SGUI1_3940.3, SGUI1_3940.13, SGUI1_3940.11, SGUI1_3940.12, SGUI1_3940.6, SGUI1_3940.9
OG0000140	KAK4470680.1, KAK4470033.1	SGUI1_76580.2, SGUI1_76580.1, SGUI1_76580.3
OG0000141	KAK4467352.1	SGUI1_79580.1, SGUI1_75680.1, SGUI1_3090.1, SGUI1_75670.1, SGUI1_75670.3, SGUI1_75670.5, SGUI1_75670.4, SGUI1_75670.2, SGUI1_82710.1, SGUI1_58640.1, SGUI1_90630.1, SGUI1_90630.3, SGUI1_90640.1, SGUI1_90630.2, SGUI1_86910.1, SGUI1_86910.2, SGUI1_86910.3, SGUI1_77780.1, SGUI1_86910.4
OG0000142	KAK4475021.1	SGUI1_20560.1
OG0000142	KAK4475019.1, KAK4475022.1	SGUI1_20540.1, SGUI1_20550.1, SGUI1_20530.1
OG0000143	KAK4471520.1	SGUI1_68550.1
OG0000144	KAK4469871.1	SGUI1_54910.1
OG0000144	KAK4473145.1	SGUI1_27330.1
OG0000144	KAK4469772.1	SGUI1_57340.1
OG0000145	KAK4472181.1	SGUI1_33040.1
OG0000146	KAK4468443.1	SGUI1_91800.1
OG0000146	KAK4469748.1	SGUI1_56870.1
OG0000146	KAK4472748.1	SGUI1_28820.1
OG0000146	KAK4469097.1	SGUI1_47170.3, SGUI1_47170.1
OG0000147	KAK4474043.1	SGUI1_36010.6, SGUI1_36010.1, SGUI1_36010.10, SGUI1_36010.2, SGUI1_36010.3, SGUI1_36010.4, SGUI1_36010.7, SGUI1_36010.8, SGUI1_36010.9, SGUI1_36010.5, SGUI1_36010.11
OG0000148	KAK4472662.1	SGUI1_31040.4, SGUI1_31040.1, SGUI1_31040.2, SGUI1_31040.3
OG0000149	KAK4469180.1	SGUI1_54060.1
OG0000151	KAK4471438.1, KAK4471439.1	SGUI1_63970.9, SGUI1_63970.4, SGUI1_63970.5, SGUI1_63970.1, SGUI1_63970.2, SGUI1_63970.7, SGUI1_63970.10, SGUI1_63970.3, SGUI1_63970.6, SGUI1_63970.8
OG0000152	KAK4474412.1	SGUI1_10330.1, SGUI1_10220.2, SGUI1_10220.10, SGUI1_10220.3, SGUI1_10220.1, SGUI1_10220.4, SGUI1_10220.8, SGUI1_10220.9, SGUI1_10220.6, SGUI1_10220.7, SGUI1_10220.5
OG0000153	KAK4469387.1	SGUI1_50190.1
OG0000154	KAK4475184.1, KAK4475186.1	SGUI1_18070.1, SGUI1_18070.2, SGUI1_18070.3, SGUI1_18070.4, SGUI1_18070.5, SGUI1_18070.7, SGUI1_18070.6, SGUI1_18070.8, SGUI1_18070.9, SGUI1_18070.10, SGUI1_18070.11
OG0000155	KAK4473822.1	SGUI1_36860.12, SGUI1_36860.4, SGUI1_36860.6, SGUI1_36860.3, SGUI1_36860.7, SGUI1_36860.1, SGUI1_36860.8, SGUI1_36860.10, SGUI1_36860.11, SGUI1_36860.13, SGUI1_36860.9, SGUI1_36860.5, SGUI1_36860.2
OG0000156	KAK4475038.1	SGUI1_20850.3, SGUI1_20850.2, SGUI1_20850.1
OG0000156	KAK4475039.1	SGUI1_20870.1
OG0000157	KAK4471808.1	SGUI1_62170.1
OG0000157	KAK4472697.1	SGUI1_43930.1
OG0000157	KAK4467690.1	SGUI1_94780.1, SGUI1_94780.2
OG0000158	KAK4475829.1, KAK4473934.1	SGUI1_5160.1
OG0000159	KAK4471746.1	SGUI1_62640.10, SGUI1_62640.11, SGUI1_62640.12, SGUI1_62640.5, SGUI1_62640.3, SGUI1_62640.14, SGUI1_62640.4, SGUI1_62640.8, SGUI1_62640.13, SGUI1_62640.7, SGUI1_62640.6, SGUI1_62640.15, SGUI1_62640.17, SGUI1_62640.1, SGUI1_62640.16, SGUI1_62640.2, SGUI1_62640.9
OG0000160	KAK4467469.1, KAK4467470.1, KAK4467273.1, KAK4474568.1, KAK4467471.1, KAK4469046.1	SGUI1_14330.9, SGUI1_14330.2, SGUI1_14330.11, SGUI1_14330.4, SGUI1_14330.8, SGUI1_14330.10, SGUI1_14330.3, SGUI1_14330.5, SGUI1_14330.1, SGUI1_14330.6, SGUI1_14330.7, SGUI1_14330.13, SGUI1_14330.14, SGUI1_14330.16, SGUI1_14330.12, SGUI1_14330.15
OG0000161	KAK4474169.1	SGUI1_34570.2, SGUI1_34570.3, SGUI1_34570.1, SGUI1_34570.4, SGUI1_34570.5
OG0000164	KAK4471960.1	SGUI1_61710.1
OG0000164	KAK4470406.1	SGUI1_77660.1
OG0000164	KAK4469800.1	SGUI1_55790.1
OG0000164	KAK4472495.1	SGUI1_30150.1
OG0000165	KAK4471264.1	SGUI1_66010.1
OG0000167	KAK4470364.1	SGUI1_75310.1, SGUI1_75310.3, SGUI1_75310.2, SGUI1_75310.4
OG0000168	KAK4467445.1	SGUI1_1870.1, SGUI1_1870.2, SGUI1_1900.4, SGUI1_1900.1, SGUI1_1900.2, SGUI1_1900.3, SGUI1_92910.1, SGUI1_92900.1, SGUI1_1890.2, SGUI1_1890.3, SGUI1_1890.1, SGUI1_1880.1
OG0000169	KAK4467756.1	SGUI1_95020.1
OG0000169	KAK4472610.1	SGUI1_44030.1, SGUI1_44030.3, SGUI1_44030.2
OG0000169	KAK4467718.1, KAK4467716.1, KAK4467717.1	SGUI1_94530.1, SGUI1_94530.2
OG0000170	KAK4470632.1	SGUI1_71010.28, SGUI1_71010.5, SGUI1_71010.19, SGUI1_71010.12, SGUI1_71010.18, SGUI1_71010.22, SGUI1_71010.11, SGUI1_71010.13, SGUI1_71010.14, SGUI1_71010.17, SGUI1_71010.23, SGUI1_71010.1, SGUI1_71010.6, SGUI1_71010.25, SGUI1_71010.10, SGUI1_71010.3, SGUI1_71010.15, SGUI1_71010.16, SGUI1_71010.9, SGUI1_71010.8, SGUI1_71010.4, SGUI1_71010.20, SGUI1_71010.24, SGUI1_71010.30, SGUI1_71010.2, SGUI1_71010.21, SGUI1_71010.27, SGUI1_71010.26, SGUI1_71010.29, SGUI1_71010.7
OG0000172	KAK4475142.1	SGUI1_18480.10, SGUI1_18480.9, SGUI1_18480.1, SGUI1_18480.5, SGUI1_18480.2, SGUI1_18480.3, SGUI1_18480.6, SGUI1_18480.7, SGUI1_18480.4, SGUI1_18480.8
OG0000173	KAK4468268.1	SGUI1_83030.6, SGUI1_83030.5, SGUI1_83030.1, SGUI1_83030.3, SGUI1_83030.4, SGUI1_83030.7, SGUI1_83030.2
OG0000175	KAK4473136.1	SGUI1_41300.1, SGUI1_41270.1
OG0000175	KAK4473125.1	SGUI1_41260.1
OG0000175	KAK4473114.1	SGUI1_41250.1
OG0000175	KAK4473106.1	SGUI1_41240.1
OG0000177	KAK4472104.1	SGUI1_59030.1
OG0000178	KAK4472894.1	SGUI1_25920.9, SGUI1_25920.1, SGUI1_25920.3, SGUI1_25920.7, SGUI1_25920.2, SGUI1_25920.6, SGUI1_25920.8, SGUI1_25920.4, SGUI1_25920.5
OG0000179	KAK4469016.1	SGUI1_56190.1, SGUI1_56190.2, SGUI1_56190.3, SGUI1_56190.4, SGUI1_56190.5, SGUI1_56190.6
OG0000179	KAK4469902.1	SGUI1_56200.2, SGUI1_56200.1
OG0000180	KAK4468049.1	SGUI1_82490.1
OG0000180	KAK4468060.1, KAK4468069.1	SGUI1_82480.1, SGUI1_82460.1, SGUI1_82470.1
OG0000180	KAK4468040.1	SGUI1_82500.1
OG0000182	KAK4471145.1	SGUI1_58230.1
OG0000182	KAK4472799.1	SGUI1_28560.2, SGUI1_28560.4, SGUI1_28560.3, SGUI1_28560.1
OG0000183	KAK4472516.1	SGUI1_32410.1
OG0000184	KAK4469199.1	SGUI1_49940.1, SGUI1_49940.2, SGUI1_49940.3, SGUI1_49940.4
OG0000184	KAK4469198.1	SGUI1_49950.1
OG0000185	KAK4472507.1	SGUI1_32550.7, SGUI1_32550.2, SGUI1_32550.6, SGUI1_32550.8, SGUI1_32550.10, SGUI1_32550.1, SGUI1_32550.3, SGUI1_32550.9, SGUI1_32550.4, SGUI1_32550.5
OG0000186	KAK4470241.1, KAK4470242.1	SGUI1_72540.10, SGUI1_72540.9, SGUI1_72540.8, SGUI1_72540.4, SGUI1_72540.5, SGUI1_72540.1, SGUI1_72540.2, SGUI1_72540.3, SGUI1_72540.7, SGUI1_72540.6
OG0000187	KAK4469682.1	SGUI1_52520.1
OG0000188	KAK4472612.1	SGUI1_31550.10, SGUI1_31550.1, SGUI1_31550.9, SGUI1_31550.2, SGUI1_31550.4, SGUI1_31550.5, SGUI1_31550.6, SGUI1_31550.8, SGUI1_31550.3, SGUI1_31550.7
OG0000189	KAK4476062.1	SGUI1_6370.1, SGUI1_6370.2, SGUI1_6380.2, SGUI1_6380.3, SGUI1_6380.7, SGUI1_6380.9, SGUI1_6380.1, SGUI1_6380.8, SGUI1_6380.6, SGUI1_6380.5, SGUI1_6380.10, SGUI1_6380.4
OG0000190	KAK4469926.1	SGUI1_51910.5, SGUI1_51910.1, SGUI1_51910.4, SGUI1_51910.6, SGUI1_51910.7, SGUI1_51910.2, SGUI1_51910.3
OG0000191	KAK4473909.1	SGUI1_37800.1
OG0000191	KAK4473910.1	SGUI1_37810.1, SGUI1_37840.1
OG0000192	KAK4471381.1	SGUI1_63430.4, SGUI1_63430.1, SGUI1_63430.7, SGUI1_63430.10, SGUI1_63430.9, SGUI1_63430.3, SGUI1_63430.12, SGUI1_63430.2, SGUI1_63430.5, SGUI1_63430.8, SGUI1_63430.11, SGUI1_63430.6
OG0000193	KAK4471157.1	SGUI1_58440.1
OG0000194	KAK4470371.1	SGUI1_75240.6, SGUI1_75240.8, SGUI1_75240.7, SGUI1_75240.1, SGUI1_75240.5, SGUI1_75240.2, SGUI1_75240.3, SGUI1_75240.4
OG0000195	KAK4469314.1	SGUI1_48690.1, SGUI1_48690.6, SGUI1_48690.2, SGUI1_48690.3, SGUI1_48690.4, SGUI1_48690.5
OG0000196	KAK4468938.1	SGUI1_89530.1
OG0000196	KAK4474524.1	SGUI1_13320.1, SGUI1_13320.2
OG0000196	KAK4475932.1	SGUI1_9920.2, SGUI1_9920.1
OG0000197	KAK4472750.1, KAK4472751.1	SGUI1_28830.1
OG0000198	KAK4473170.1	SGUI1_24380.1
OG0000198	KAK4474280.1	SGUI1_14410.1
OG0000199	KAK4472571.1	SGUI1_31950.4, SGUI1_31950.12, SGUI1_31950.2, SGUI1_31950.8, SGUI1_31950.11, SGUI1_31950.3, SGUI1_31950.5, SGUI1_31950.1, SGUI1_31950.10, SGUI1_31950.9, SGUI1_31950.13, SGUI1_31950.6
OG0000201	KAK4473643.1	SGUI1_40430.1
OG0000202	KAK4469384.1	SGUI1_50170.10, SGUI1_50170.5, SGUI1_50170.6, SGUI1_50170.1, SGUI1_50170.11, SGUI1_50170.13, SGUI1_50170.2, SGUI1_50170.4, SGUI1_50170.8, SGUI1_50170.9, SGUI1_50170.3, SGUI1_50170.12, SGUI1_50170.7
OG0000203	KAK4472530.1, KAK4472529.1	SGUI1_82630.4, SGUI1_82630.6, SGUI1_82630.8, SGUI1_82630.10, SGUI1_82630.11, SGUI1_82630.12, SGUI1_82630.5, SGUI1_82630.1, SGUI1_82630.13, SGUI1_82630.2, SGUI1_82630.14, SGUI1_82630.15, SGUI1_82630.9, SGUI1_82630.3, SGUI1_82630.7, SGUI1_82630.16
OG0000204	KAK4468847.1	SGUI1_87040.1, SGUI1_87050.1, SGUI1_87030.1
OG0000205	KAK4475157.1	SGUI1_18350.12, SGUI1_18350.13, SGUI1_18350.2, SGUI1_18350.4, SGUI1_18350.9, SGUI1_18350.7, SGUI1_18350.11, SGUI1_18350.6, SGUI1_18350.8, SGUI1_18350.1, SGUI1_18350.10, SGUI1_18350.5, SGUI1_18350.3
OG0000206	KAK4474171.1	SGUI1_34540.1
OG0000207	KAK4474093.1	SGUI1_35480.1
OG0000207	KAK4474090.1	SGUI1_35510.1
OG0000207	KAK4474092.1	SGUI1_35500.1
OG0000207	KAK4474089.1, KAK4474091.1	SGUI1_35520.1
OG0000208	KAK4470297.1	SGUI1_73140.7, SGUI1_73140.8, SGUI1_73140.6, SGUI1_73140.1, SGUI1_73140.4, SGUI1_73140.5, SGUI1_73140.2, SGUI1_73140.3
OG0000210	KAK4468068.1	SGUI1_85630.2, SGUI1_85630.3, SGUI1_85630.6, SGUI1_85630.1, SGUI1_85630.4, SGUI1_85630.5
OG0000211	KAK4476043.1	SGUI1_6590.1
OG0000212	KAK4473242.1	SGUI1_25120.1, SGUI1_25110.1
OG0000213	KAK4474754.1	SGUI1_15390.4, SGUI1_15390.1, SGUI1_15390.2, SGUI1_15390.3
OG0000215	KAK4471161.1	SGUI1_57610.1, SGUI1_57620.1
OG0000217	KAK4472243.1	SGUI1_32150.4, SGUI1_32150.1, SGUI1_32150.2, SGUI1_32150.5, SGUI1_32150.3
OG0000218	KAK4474847.1	SGUI1_16330.5, SGUI1_16330.6, SGUI1_16330.3, SGUI1_16330.4, SGUI1_16330.1, SGUI1_16330.7, SGUI1_16330.2
OG0000219	KAK4471869.1	SGUI1_60750.3, SGUI1_60750.6, SGUI1_60750.4, SGUI1_60750.1, SGUI1_60750.5, SGUI1_60750.7, SGUI1_60750.2
OG0000220	KAK4470648.1	SGUI1_74380.13, SGUI1_74380.14, SGUI1_74380.2, SGUI1_74380.3, SGUI1_74380.5, SGUI1_74380.6, SGUI1_74380.1, SGUI1_74380.10, SGUI1_74380.11, SGUI1_74380.12, SGUI1_74380.4, SGUI1_74380.9, SGUI1_74380.7, SGUI1_74380.8
OG0000221	KAK4476180.1	SGUI1_9230.1
OG0000221	KAK4467410.1, KAK4475529.1	SGUI1_2530.1
OG0000222	KAK4470706.1	SGUI1_76800.1
OG0000223	KAK4476292.1	SGUI1_9430.1
OG0000224	KAK4475913.1	SGUI1_5740.5, SGUI1_5740.6, SGUI1_5740.7, SGUI1_5740.9, SGUI1_5740.1, SGUI1_5740.2, SGUI1_5740.8, SGUI1_5740.10, SGUI1_5740.11, SGUI1_5740.12, SGUI1_5740.3, SGUI1_5740.4
OG0000225	KAK4475585.1	SGUI1_2970.1, SGUI1_2970.6, SGUI1_2970.3, SGUI1_2970.5, SGUI1_2970.4, SGUI1_2970.2, SGUI1_2990.1, SGUI1_2990.2
OG0000226	KAK4474133.1	SGUI1_35000.1
OG0000227	KAK4471428.1	SGUI1_69300.7, SGUI1_69300.6, SGUI1_69300.8, SGUI1_69300.2, SGUI1_69300.1, SGUI1_69300.4, SGUI1_69300.5, SGUI1_69300.3
OG0000228	KAK4473445.1	SGUI1_42110.1
OG0000229	KAK4472065.1	SGUI1_59430.4, SGUI1_59430.5, SGUI1_59430.1, SGUI1_59430.2, SGUI1_59430.3, SGUI1_59430.6, SGUI1_59430.7, SGUI1_59430.8
OG0000230	KAK4471407.1	SGUI1_63640.6, SGUI1_63640.7, SGUI1_63640.2, SGUI1_63640.3, SGUI1_63640.5, SGUI1_63640.8, SGUI1_63640.1, SGUI1_63640.9, SGUI1_63640.4
OG0000231	KAK4469298.1, KAK4469300.1	SGUI1_48880.1, SGUI1_48920.1, SGUI1_48890.1, SGUI1_48910.1, SGUI1_48870.1
OG0000234	KAK4473948.1	SGUI1_38180.1
OG0000235	KAK4467350.1, KAK4475661.1, KAK4467339.1, KAK4467303.1, KAK4475660.1	SGUI1_3830.1, SGUI1_3840.1, SGUI1_3840.3, SGUI1_3840.2
OG0000236	KAK4469919.1	SGUI1_54580.10, SGUI1_54580.8, SGUI1_54580.1, SGUI1_54580.2, SGUI1_54580.3, SGUI1_54580.4, SGUI1_54580.5, SGUI1_54580.9, SGUI1_54580.11, SGUI1_54580.12, SGUI1_54580.13, SGUI1_54580.6, SGUI1_54580.7
OG0000237	KAK4469703.1	SGUI1_52340.14, SGUI1_52340.1, SGUI1_52340.11, SGUI1_52340.12, SGUI1_52340.7, SGUI1_52340.3, SGUI1_52340.9, SGUI1_52340.15, SGUI1_52340.10, SGUI1_52340.13, SGUI1_52340.2, SGUI1_52340.4, SGUI1_52340.5, SGUI1_52340.6, SGUI1_52340.8
OG0000238	KAK4473873.1	SGUI1_37530.1, SGUI1_37530.5, SGUI1_37530.4, SGUI1_37530.2, SGUI1_37530.3, SGUI1_37530.6, SGUI1_37530.9, SGUI1_37530.8, SGUI1_37530.7, SGUI1_37530.10
OG0000239	KAK4473024.1	SGUI1_27070.2, SGUI1_27070.5, SGUI1_27070.1, SGUI1_27070.7, SGUI1_27070.3, SGUI1_27070.4, SGUI1_27070.6
OG0000240	KAK4472743.1	SGUI1_29160.1
OG0000241	KAK4476019.1, KAK4476020.1	SGUI1_6700.1, SGUI1_6700.2
OG0000241	KAK4473290.1	SGUI1_23500.1, SGUI1_23200.1, SGUI1_23200.2
OG0000242	KAK4475949.1	SGUI1_7060.1
OG0000243	KAK4475854.1, KAK4475855.1	SGUI1_4960.1, SGUI1_4960.3, SGUI1_4960.2
OG0000244	KAK4475963.1	SGUI1_5860.1
OG0000246	KAK4472531.1	SGUI1_82660.9, SGUI1_82660.6, SGUI1_82660.8, SGUI1_82660.11, SGUI1_82660.10, SGUI1_82660.7, SGUI1_82660.4, SGUI1_82660.5, SGUI1_82660.3, SGUI1_82660.2, SGUI1_82660.1
OG0000247	KAK4475795.1	SGUI1_4650.2, SGUI1_4650.1, SGUI1_4650.3
OG0000248	KAK4471206.1	SGUI1_65410.1, SGUI1_65410.4, SGUI1_65410.2, SGUI1_65410.3, SGUI1_65410.5, SGUI1_65410.6, SGUI1_65410.7
OG0000249	KAK4475119.1	SGUI1_18710.7, SGUI1_18710.4, SGUI1_18710.3, SGUI1_18710.1, SGUI1_18710.6, SGUI1_18710.2, SGUI1_18710.5
OG0000250	KAK4473679.1	SGUI1_39930.7, SGUI1_39930.4, SGUI1_39930.3, SGUI1_39930.9, SGUI1_39930.8, SGUI1_39930.5, SGUI1_39930.1, SGUI1_39930.2, SGUI1_39930.6
OG0000251	KAK4470876.1	SGUI1_79160.7, SGUI1_79160.3, SGUI1_79160.4, SGUI1_79160.1, SGUI1_79160.2, SGUI1_79160.6, SGUI1_79160.5
OG0000252	KAK4473757.1	SGUI1_39000.10, SGUI1_39000.4, SGUI1_39000.11, SGUI1_39000.12, SGUI1_39000.3, SGUI1_39000.5, SGUI1_39000.9, SGUI1_39000.2, SGUI1_39000.7, SGUI1_39000.1, SGUI1_39000.8, SGUI1_39000.6
OG0000253	KAK4474966.1	SGUI1_17530.16, SGUI1_17530.12, SGUI1_17530.13, SGUI1_17530.2, SGUI1_17530.14, SGUI1_17530.15, SGUI1_17530.3, SGUI1_17530.7, SGUI1_17530.1, SGUI1_17530.9, SGUI1_17530.11, SGUI1_17530.4, SGUI1_17530.5, SGUI1_17530.10, SGUI1_17530.6, SGUI1_17530.8
OG0000254	KAK4476211.1	SGUI1_8500.1
OG0000255	KAK4472819.1	SGUI1_28360.1
OG0000256	KAK4472234.1, KAK4474108.1	SGUI1_45150.1
OG0000257	KAK4472840.1	SGUI1_25820.1
OG0000258	KAK4474630.1, KAK4474631.1	SGUI1_11560.4, SGUI1_11560.1, SGUI1_11560.2, SGUI1_11560.5, SGUI1_11560.6, SGUI1_11560.3, SGUI1_11560.7
OG0000259	KAK4472857.1	SGUI1_25770.1
OG0000260	KAK4475472.1	SGUI1_21510.16, SGUI1_21510.5, SGUI1_21510.12, SGUI1_21510.14, SGUI1_21510.10, SGUI1_21510.2, SGUI1_21510.13, SGUI1_21510.3, SGUI1_21510.1, SGUI1_21510.15, SGUI1_21510.6, SGUI1_21510.9, SGUI1_21510.8, SGUI1_21510.7, SGUI1_21510.11, SGUI1_21510.4
OG0000261	KAK4471010.1	SGUI1_70650.1
OG0000262	KAK4472696.1	SGUI1_30740.1
OG0000263	KAK4471877.1	SGUI1_64870.4, SGUI1_64870.3, SGUI1_64870.5, SGUI1_64870.1, SGUI1_64870.2
OG0000264	KAK4468105.1	SGUI1_85250.1, SGUI1_85260.1
OG0000265	KAK4474272.1	SGUI1_10340.1, SGUI1_24960.1
OG0000266	KAK4467984.1	SGUI1_81240.1
OG0000267	KAK4468325.1, KAK4468328.1	SGUI1_82000.4, SGUI1_82000.3, SGUI1_82000.6, SGUI1_82000.5, SGUI1_82000.2, SGUI1_82000.7, SGUI1_82000.1
OG0000268	KAK4470182.1	SGUI1_72170.2, SGUI1_72170.1, SGUI1_72170.3
OG0000270	KAK4472943.1	SGUI1_26620.1
OG0000271	KAK4469463.1	SGUI1_51040.2, SGUI1_51040.10, SGUI1_51040.9, SGUI1_51040.4, SGUI1_51040.8, SGUI1_51040.6, SGUI1_51040.5, SGUI1_51040.7, SGUI1_51040.1, SGUI1_51040.3
OG0000272	KAK4474616.1	SGUI1_14580.4, SGUI1_14580.2, SGUI1_14580.3, SGUI1_14580.8, SGUI1_14580.6, SGUI1_14580.7, SGUI1_14580.1, SGUI1_14580.5
OG0000273	KAK4476008.1	SGUI1_6840.2, SGUI1_6840.3, SGUI1_6840.5, SGUI1_6840.11, SGUI1_6840.13, SGUI1_6840.7, SGUI1_6840.14, SGUI1_6840.16, SGUI1_6840.15, SGUI1_6840.17, SGUI1_6840.10, SGUI1_6840.9, SGUI1_6840.12, SGUI1_6840.8, SGUI1_6840.18, SGUI1_6840.4, SGUI1_6840.6, SGUI1_6840.1
OG0000274	KAK4470994.1	SGUI1_80380.3, SGUI1_80380.8, SGUI1_80380.1, SGUI1_80380.2, SGUI1_80380.7, SGUI1_80380.9, SGUI1_80380.4, SGUI1_80380.5, SGUI1_80380.6, SGUI1_80380.10
OG0000275	KAK4473868.1	SGUI1_37400.1
OG0000276	KAK4470557.1	SGUI1_73420.3, SGUI1_73420.1, SGUI1_73420.4, SGUI1_73420.8, SGUI1_73420.6, SGUI1_73420.7, SGUI1_73420.2, SGUI1_73420.5
OG0000277	KAK4468906.1	SGUI1_92790.1
OG0000281	KAK4467957.1	SGUI1_84410.1, SGUI1_84410.2
OG0000281	KAK4474290.1	SGUI1_15560.1
OG0000281	KAK4474343.1	SGUI1_4290.1
OG0000282	KAK4469862.1	SGUI1_54990.1
OG0000283	KAK4471958.1	SGUI1_61690.6, SGUI1_61690.7, SGUI1_61690.8, SGUI1_61690.2, SGUI1_61690.1, SGUI1_61690.5, SGUI1_61690.4, SGUI1_61690.3
OG0000284	KAK4473458.1	SGUI1_42260.2, SGUI1_42260.3, SGUI1_42260.4, SGUI1_42260.6, SGUI1_42260.7, SGUI1_42260.1, SGUI1_42260.12, SGUI1_42260.14, SGUI1_42260.18, SGUI1_42260.9, SGUI1_42260.11, SGUI1_42260.16, SGUI1_42260.15, SGUI1_42260.5, SGUI1_42260.10, SGUI1_42260.13, SGUI1_42260.17, SGUI1_42260.8
OG0000285	KAK4474033.1	SGUI1_36120.1
OG0000286	KAK4473497.1	SGUI1_42660.4, SGUI1_42660.10, SGUI1_42660.6, SGUI1_42660.2, SGUI1_42660.3, SGUI1_42660.5, SGUI1_42660.7, SGUI1_42660.8, SGUI1_42660.9, SGUI1_42660.1
OG0000287	KAK4470322.1	SGUI1_73380.1, SGUI1_73380.2, SGUI1_73380.3
OG0000288	KAK4468827.1	SGUI1_87250.1, SGUI1_87250.2, SGUI1_87250.4, SGUI1_87250.5, SGUI1_87250.3, SGUI1_87250.6
OG0000289	KAK4474869.1	SGUI1_16570.1
OG0000290	KAK4473084.1	SGUI1_27130.2, SGUI1_27130.3, SGUI1_27130.1
OG0000290	KAK4475486.1	SGUI1_21960.1
OG0000291	KAK4475323.1	SGUI1_17620.2, SGUI1_17620.1, SGUI1_17620.4, SGUI1_17620.5, SGUI1_17620.6, SGUI1_17620.3
