Orthogroup	s.mekongi	schmidtea_mediterranea
OG0000267	KAK4468325.1, KAK4468328.1	h1SMcT0002462.1, h1SMcT0002462.2, h1SMcT0006864.2, h1SMcT0006864.3, h1SMcT0006864.4, h1SMcT0019460.1, h1SMcT0019460.2, h1SMcT0019460.4, h1SMcT0019460.3, h1SMcT0019460.5, h1SMcT0019460.6
OG0000268	KAK4470182.1	h1SMcT0021765.1
OG0000268	KAK4476119.1	h1SMcT0002710.1, h1SMcT0002710.2, h1SMcT0003360.1, h1SMcT0005169.3, h1SMcT0005169.5, h1SMcT0005169.1, h1SMcT0005169.2, h1SMcT0005169.4
OG0000269	KAK4475673.1, KAK4467473.1	h1SMcT0002989.1, h1SMcT0011658.1
OG0000270	KAK4472943.1	h1SMcT0001015.1
OG0000271	KAK4469463.1	h1SMcT0018377.1, h1SMcT0018377.2
OG0000272	KAK4474616.1	h1SMcT0006461.1, h1SMcT0002538.4, h1SMcT0002538.3, h1SMcT0002538.2, h1SMcT0002538.1
OG0000273	KAK4476008.1	h1SMcT0016394.1
OG0000274	KAK4470994.1	h1SMcT0011962.1, h1SMcT0011962.3, h1SMcT0011962.2, h1SMcT0011962.4
OG0000275	KAK4473868.1	h1SMcT0015560.1, h1SMcT0015560.2
OG0000276	KAK4470557.1	h1SMcT0018597.1, h1SMcT0018597.2
OG0000277	KAK4468906.1	h1SMcT0001813.1, h1SMcT0001813.5, h1SMcT0001813.4, h1SMcT0001813.3, h1SMcT0001813.2, h1SMcT0001813.6
OG0000281	KAK4467957.1	h1SMcT0002047.1
OG0000281	KAK4474290.1, KAK4474343.1	h1SMcT0012470.1, h1SMcT0012470.2, h1SMcT0010040.1
OG0000283	KAK4471958.1	h1SMcT0009472.1, h1SMcT0009472.2
OG0000285	KAK4474033.1	h1SMcT0000508.1, h1SMcT0000508.2, h1SMcT0022996.1
OG0000286	KAK4473497.1	h1SMcT0000559.1, h1SMcT0000559.2
OG0000287	KAK4470322.1	h1SMcT0016844.1
OG0000288	KAK4468827.1	h1SMcT0014480.1, h1SMcT0014480.2, h1SMcT0014480.3, h1SMcT0014480.4, h1SMcT0014480.5, h1SMcT0014480.6, h1SMcT0014480.7
OG0000289	KAK4474869.1	h1SMcT0004610.1, h1SMcT0004610.2, h1SMcT0004610.3
OG0000290	KAK4473084.1, KAK4475486.1	h1SMcT0003889.1
OG0000291	KAK4475323.1	h1SMcT0012050.3, h1SMcT0012050.1, h1SMcT0012050.2
OG0000292	KAK4472551.1	h1SMcT0018657.1
OG0000293	KAK4473120.1	h1SMcT0000623.1
OG0000293	KAK4471757.1, KAK4469130.1	h1SMcT0002891.2, h1SMcT0002537.1, h1SMcT0002537.2, h1SMcT0005583.1, h1SMcT0021223.1, h1SMcT0011997.2
OG0000294	KAK4475667.1, KAK4467246.1	h1SMcT0010914.1, h1SMcT0017108.1, h1SMcT0017108.2
OG0000295	KAK4468851.1	h1SMcT0022505.1, h1SMcT0022504.1, h1SMcT0022504.2
OG0000296	KAK4475927.1, KAK4475928.1	h1SMcT0018651.1, h1SMcT0006446.1
OG0000297	KAK4470949.1	h1SMcT0018885.1
OG0000298	KAK4473556.1	h1SMcT0001124.1
OG0000298	KAK4473971.1	h1SMcT0015895.1, h1SMcT0015896.1, h1SMcT0015893.2, h1SMcT0003944.1, h1SMcT0008538.1, h1SMcT0008538.2, h1SMcT0010671.4, h1SMcT0010671.3, h1SMcT0010671.1, h1SMcT0010671.2, h1SMcT0014141.1, h1SMcT0000852.2, h1SMcT0000852.1, h1SMcT0000852.4, h1SMcT0000852.3
OG0000299	KAK4471833.1	h1SMcT0004949.1
OG0000300	KAK4474560.1	h1SMcT0019486.1
OG0000302	KAK4472070.1	h1SMcT0018643.1, h1SMcT0000067.1, h1SMcT0000067.4, h1SMcT0000067.2, h1SMcT0000067.3
OG0000304	KAK4474657.1, KAK4474658.1	h1SMcT0004280.3, h1SMcT0004280.1, h1SMcT0004280.2
OG0000305	KAK4469933.1	h1SMcT0016514.3, h1SMcT0016512.1, h1SMcT0016514.1, h1SMcT0016514.2
OG0000306	KAK4474242.1, KAK4476079.1	h1SMcT0008311.1
OG0000307	KAK4476060.1, KAK4468423.1	h1SMcT0019667.1, h1SMcT0019667.2, h1SMcT0010518.2, h1SMcT0010518.1, h1SMcT0010518.3, h1SMcT0010518.4, h1SMcT0012637.1, h1SMcT0012637.3, h1SMcT0012637.2, h1SMcT0006863.1, h1SMcT0012636.1, h1SMcT0012635.1, h1SMcT0011859.1, h1SMcT0011859.2, h1SMcT0011859.3
OG0000313	KAK4467534.1, KAK4467392.1, KAK4467538.1	h1SMcT0002808.1
OG0000315	KAK4472350.1	h1SMcT0020481.1, h1SMcT0020481.3, h1SMcT0020481.2
OG0000315	KAK4471203.1	h1SMcT0018061.3, h1SMcT0018061.1, h1SMcT0018061.2, h1SMcT0018061.4, h1SMcT0005277.4, h1SMcT0005277.3, h1SMcT0005277.1, h1SMcT0005277.7, h1SMcT0005277.2, h1SMcT0005277.5, h1SMcT0005277.6
OG0000316	KAK4475212.1	h1SMcT0009861.1
OG0000317	KAK4474513.1, KAK4474523.1	h1SMcT0016761.1
OG0000318	KAK4468970.1, KAK4467294.1	h1SMcT0019821.1
OG0000320	KAK4475005.1	h1SMcT0000432.1
OG0000320	KAK4472423.1	h1SMcT0013413.1
OG0000320	KAK4469809.1	h1SMcT0003799.1, h1SMcT0001481.1, h1SMcT0001482.1, h1SMcT0009859.1, h1SMcT0011979.1, h1SMcT0006554.1, h1SMcT0019013.1, h1SMcT0019013.2
OG0000321	KAK4473857.1	h1SMcT0004173.2, h1SMcT0004173.1, h1SMcT0004173.3
OG0000322	KAK4473133.1	h1SMcT0021255.1, h1SMcT0021255.2
OG0000323	KAK4474862.1, KAK4474841.1, KAK4474302.1	h1SMcT0014354.1
OG0000324	KAK4469242.1	h1SMcT0017121.1
OG0000325	KAK4470078.1	h1SMcT0000858.1, h1SMcT0000858.2
OG0000326	KAK4472025.1	h1SMcT0001183.1, h1SMcT0001183.2
OG0000328	KAK4472902.1	h1SMcT0000504.1, h1SMcT0000504.2, h1SMcT0000504.3
OG0000329	KAK4474582.1	h1SMcT0022515.1, h1SMcT0022515.2, h1SMcT0011832.1, h1SMcT0011832.2, h1SMcT0017211.1
OG0000332	KAK4471340.1	h1SMcT0001683.3, h1SMcT0001683.2, h1SMcT0001683.1, h1SMcT0017927.1, h1SMcT0021747.1
OG0000333	KAK4475969.1	h1SMcT0015881.1, h1SMcT0015881.2
OG0000334	KAK4467411.1, KAK4470467.1	h1SMcT0001029.1
OG0000335	KAK4475523.1	h1SMcT0018968.1
OG0000336	KAK4475727.1, KAK4474964.1	h1SMcT0022462.2, h1SMcT0022462.1, h1SMcT0022462.3, h1SMcT0023085.2, h1SMcT0023084.1, h1SMcT0023084.2, h1SMcT0023084.3
OG0000337	KAK4472168.1	h1SMcT0020284.2, h1SMcT0020284.1, h1SMcT0020284.3
OG0000340	KAK4467851.1	h1SMcT0013219.1
OG0000341	KAK4467467.1, KAK4467250.1	h1SMcT0007161.1, h1SMcT0016492.1, h1SMcT0000328.1, h1SMcT0022947.1, h1SMcT0022949.1, h1SMcT0022917.1, h1SMcT0022953.1
OG0000342	KAK4475138.1	h1SMcT0000150.1, h1SMcT0013894.1
OG0000342	KAK4475114.1	h1SMcT0005672.1, h1SMcT0006970.1
OG0000343	KAK4472517.1	h1SMcT0003519.3, h1SMcT0003519.1, h1SMcT0003519.2
OG0000344	KAK4475916.1	h1SMcT0004826.1, h1SMcT0004828.1, h1SMcT0004827.1, h1SMcT0004827.2, h1SMcT0004827.3, h1SMcT0004827.4
OG0000345	KAK4469954.1	h1SMcT0020725.1, h1SMcT0012045.1, h1SMcT0012045.12, h1SMcT0012045.11, h1SMcT0012045.6, h1SMcT0012045.9, h1SMcT0012045.16, h1SMcT0012045.10, h1SMcT0012045.15, h1SMcT0012045.13, h1SMcT0012045.3, h1SMcT0012045.5, h1SMcT0012045.2, h1SMcT0012045.8, h1SMcT0012045.14, h1SMcT0012045.4, h1SMcT0012045.7
OG0000346	KAK4467924.1	h1SMcT0021873.1, h1SMcT0011213.1, h1SMcT0011213.2, h1SMcT0011213.3, h1SMcT0011214.1, h1SMcT0015737.3, h1SMcT0015737.1, h1SMcT0015737.2, h1SMcT0015741.4, h1SMcT0015741.5, h1SMcT0015741.6, h1SMcT0015741.2, h1SMcT0015741.7, h1SMcT0015741.3, h1SMcT0015741.1
OG0000347	KAK4472404.1	h1SMcT0006099.1
OG0000349	KAK4474470.1	h1SMcT0010516.1, h1SMcT0010516.2
OG0000350	KAK4473804.1	h1SMcT0011109.1, h1SMcT0011109.2
OG0000351	KAK4475929.1	h1SMcT0006088.1, h1SMcT0006088.2, h1SMcT0006088.3, h1SMcT0006088.4
OG0000352	KAK4474141.1	h1SMcT0005069.2, h1SMcT0005069.3, h1SMcT0005069.1, h1SMcT0005069.4, h1SMcT0005069.5, h1SMcT0005069.6, h1SMcT0013145.1, h1SMcT0013145.3, h1SMcT0013145.2
OG0000353	KAK4470494.1	h1SMcT0013795.1
OG0000354	KAK4475576.1	h1SMcT0021622.2, h1SMcT0021622.1, h1SMcT0021622.3
OG0000355	KAK4476092.1	h1SMcT0009801.1, h1SMcT0011241.1, h1SMcT0011241.2
OG0000357	KAK4473507.1	h1SMcT0008114.1
OG0000360	KAK4475054.1	h1SMcT0011168.1, h1SMcT0011168.2, h1SMcT0011168.3
OG0000361	KAK4469276.1	h1SMcT0003937.1, h1SMcT0003937.2
OG0000362	KAK4471736.1	h1SMcT0006901.1
OG0000365	KAK4471088.1, KAK4472119.1	h1SMcT0008169.2, h1SMcT0008169.8, h1SMcT0008169.3, h1SMcT0008169.6, h1SMcT0008169.1, h1SMcT0008169.4, h1SMcT0008169.7, h1SMcT0008169.5
OG0000366	KAK4469245.1	h1SMcT0003450.1, h1SMcT0003450.2
OG0000369	KAK4467393.1, KAK4475644.1	h1SMcT0006976.1
OG0000370	KAK4473705.1	h1SMcT0011968.1
OG0000371	KAK4473814.1	h1SMcT0000193.6, h1SMcT0000193.7, h1SMcT0000193.5, h1SMcT0000193.2, h1SMcT0000193.4, h1SMcT0000195.3, h1SMcT0000195.1, h1SMcT0000195.2
OG0000372	KAK4474367.1, KAK4474369.1	h1SMcT0007109.1
OG0000373	KAK4474690.1	h1SMcT0018072.1, h1SMcT0018072.2
OG0000374	KAK4473375.1	h1SMcT0003967.1, h1SMcT0003967.2, h1SMcT0003967.3
OG0000375	KAK4475736.1, KAK4467517.1	h1SMcT0006309.1, h1SMcT0006309.2
OG0000376	KAK4471759.1	h1SMcT0010584.1
OG0000378	KAK4473152.1	h1SMcT0015273.2, h1SMcT0015273.1, h1SMcT0015273.3, h1SMcT0010411.6, h1SMcT0010411.1, h1SMcT0010411.4, h1SMcT0010411.5, h1SMcT0010411.8, h1SMcT0010411.7, h1SMcT0010411.3, h1SMcT0010411.2
OG0000380	KAK4475417.1, KAK4475418.1	h1SMcT0014995.1, h1SMcT0014888.1, h1SMcT0014887.1, h1SMcT0014890.1, h1SMcT0014889.1
OG0000381	KAK4469535.1, KAK4469537.1	h1SMcT0021933.1, h1SMcT0021931.1, h1SMcT0021932.1
OG0000384	KAK4472592.1	h1SMcT0002250.1, h1SMcT0002250.2
OG0000385	KAK4471741.1, KAK4471739.1	h1SMcT0015147.1, h1SMcT0010047.1, h1SMcT0010663.1, h1SMcT0010663.2
OG0000386	KAK4475366.1	h1SMcT0018292.1
OG0000387	KAK4475570.1	h1SMcT0018543.1
OG0000388	KAK4468526.1	h1SMcT0015109.8, h1SMcT0015109.10, h1SMcT0015109.3, h1SMcT0015109.14, h1SMcT0015109.5, h1SMcT0015109.12, h1SMcT0015109.2, h1SMcT0015109.7, h1SMcT0015109.4, h1SMcT0015109.6, h1SMcT0015109.9, h1SMcT0015109.1, h1SMcT0015109.13, h1SMcT0015109.11
OG0000389	KAK4470603.1	h1SMcT0010313.1
OG0000390	KAK4468203.1	h1SMcT0018017.1, h1SMcT0018017.2
OG0000391	KAK4474521.1	h1SMcT0007228.1, h1SMcT0007227.1, h1SMcT0007227.2, h1SMcT0007227.3
OG0000392	KAK4471811.1	h1SMcT0006365.2, h1SMcT0006365.3, h1SMcT0006365.4, h1SMcT0006365.1, h1SMcT0006365.5
OG0000394	KAK4471941.1	h1SMcT0009687.1
OG0000395	KAK4470950.1	h1SMcT0012016.3, h1SMcT0012016.1, h1SMcT0012016.2, h1SMcT0012016.4, h1SMcT0012016.5
OG0000396	KAK4467519.1, KAK4475731.1	h1SMcT0022283.1, h1SMcT0022283.3, h1SMcT0022283.2
OG0000397	KAK4470932.1	h1SMcT0011673.4, h1SMcT0011673.1, h1SMcT0011673.3, h1SMcT0011673.2
OG0000398	KAK4475045.1, KAK4475519.1, KAK4475514.1	h1SMcT0001252.2, h1SMcT0022500.1
OG0000401	KAK4467755.1	h1SMcT0015607.5, h1SMcT0015607.2, h1SMcT0015607.6, h1SMcT0015607.4, h1SMcT0015607.1, h1SMcT0015607.3
OG0000405	KAK4473889.1	h1SMcT0005943.1, h1SMcT0005943.2, h1SMcT0001859.3, h1SMcT0001859.1, h1SMcT0001859.2
OG0000406	KAK4473809.1	h1SMcT0021067.2, h1SMcT0021067.4, h1SMcT0021067.7, h1SMcT0021067.1, h1SMcT0021067.3, h1SMcT0021067.8, h1SMcT0021067.6, h1SMcT0021067.5, h1SMcT0021067.9
OG0000407	KAK4471734.1	h1SMcT0011438.1
OG0000409	KAK4468703.1	h1SMcT0020712.1, h1SMcT0020712.2, h1SMcT0020712.3
OG0000410	KAK4471325.1	h1SMcT0010422.1, h1SMcT0010422.2, h1SMcT0010422.3
OG0000412	KAK4470212.1	h1SMcT0008657.1
OG0000413	KAK4471924.1	h1SMcT0013610.1, h1SMcT0009509.1, h1SMcT0009509.2
OG0000414	KAK4475938.1	h1SMcT0005664.1, h1SMcT0011493.1, h1SMcT0011499.1, h1SMcT0011500.1, h1SMcT0011500.2, h1SMcT0011496.1, h1SMcT0011497.1, h1SMcT0011497.2, h1SMcT0011488.1, h1SMcT0011488.2, h1SMcT0011498.1, h1SMcT0011490.1, h1SMcT0011492.1, h1SMcT0011501.1
OG0000415	KAK4472715.1	h1SMcT0002424.1, h1SMcT0002424.2
OG0000416	KAK4468438.1, KAK4468726.1	h1SMcT0020907.1, h1SMcT0011096.1, h1SMcT0013958.1
OG0000417	KAK4469705.1	h1SMcT0021885.1
OG0000419	KAK4475912.1, KAK4475910.1	h1SMcT0006795.1, h1SMcT0008962.1
OG0000420	KAK4469112.1	h1SMcT0008831.1, h1SMcT0014083.1, h1SMcT0017216.1
OG0000421	KAK4471594.1	h1SMcT0018870.1, h1SMcT0018874.1, h1SMcT0018874.2
OG0000422	KAK4469383.1	h1SMcT0001452.1, h1SMcT0001452.2, h1SMcT0001452.3, h1SMcT0001452.4
OG0000423	KAK4473911.1	h1SMcT0004878.2, h1SMcT0004878.3, h1SMcT0004878.4
OG0000425	KAK4472740.1	h1SMcT0001635.1, h1SMcT0001635.2, h1SMcT0001635.3
OG0000426	KAK4469886.1, KAK4469884.1	h1SMcT0007345.1
OG0000427	KAK4469545.1	h1SMcT0018199.1, h1SMcT0018199.2
OG0000429	KAK4467920.1	h1SMcT0006726.4, h1SMcT0006726.1, h1SMcT0006726.2, h1SMcT0006726.3, h1SMcT0018296.1, h1SMcT0018296.2, h1SMcT0006783.1, h1SMcT0006783.3, h1SMcT0006783.2
OG0000429	KAK4473670.1	h1SMcT0007446.1, h1SMcT0007446.2, h1SMcT0007446.3, h1SMcT0007446.4, h1SMcT0013828.1, h1SMcT0013828.2, h1SMcT0004246.1, h1SMcT0004246.2
OG0000430	KAK4472238.1	h1SMcT0004654.1, h1SMcT0004654.2
OG0000431	KAK4469274.1	h1SMcT0013565.1, h1SMcT0013565.2
OG0000435	KAK4469872.1	h1SMcT0001783.2, h1SMcT0001783.1, h1SMcT0001783.3
OG0000436	KAK4473268.1	h1SMcT0014116.1
OG0000437	KAK4475593.1	h1SMcT0005620.1, h1SMcT0005620.2
OG0000438	KAK4471311.1	h1SMcT0011030.2, h1SMcT0011030.1, h1SMcT0011030.3, h1SMcT0011030.4
OG0000439	KAK4468198.1	h1SMcT0015617.1, h1SMcT0022787.2, h1SMcT0015617.2, h1SMcT0015617.3, h1SMcT0022787.1
OG0000441	KAK4476204.1	h1SMcT0008949.1
OG0000441	KAK4474578.1	h1SMcT0010643.1, h1SMcT0022777.3, h1SMcT0022777.1, h1SMcT0022777.2
OG0000442	KAK4474032.1	h1SMcT0006291.1, h1SMcT0012813.1
OG0000444	KAK4470100.1	h1SMcT0010629.1, h1SMcT0010629.2
OG0000445	KAK4471266.1, KAK4471265.1	h1SMcT0010845.2, h1SMcT0010845.1, h1SMcT0010845.3
OG0000447	KAK4469770.1	h1SMcT0018376.1
OG0000448	KAK4472646.1	h1SMcT0002478.1
OG0000449	KAK4471127.1	h1SMcT0001406.1, h1SMcT0001406.2
OG0000450	KAK4473185.1	h1SMcT0007392.5
OG0000451	KAK4468749.1	h1SMcT0022634.1
OG0000452	KAK4473733.1	h1SMcT0011541.1, h1SMcT0011503.1, h1SMcT0011503.3, h1SMcT0011503.2
OG0000453	KAK4471747.1	h1SMcT0016798.1
OG0000454	KAK4470198.1	h1SMcT0014136.1, h1SMcT0003146.1, h1SMcT0003146.2
OG0000455	KAK4467551.1, KAK4467556.1, KAK4467557.1, KAK4467558.1	h1SMcT0015219.1
OG0000456	KAK4470105.1	h1SMcT0019434.2, h1SMcT0019434.4, h1SMcT0019434.5, h1SMcT0019434.1, h1SMcT0019434.3
OG0000457	KAK4472829.1, KAK4472828.1	h1SMcT0014197.1, h1SMcT0014197.2, h1SMcT0014197.3, h1SMcT0014197.4
OG0000458	KAK4472547.1	h1SMcT0018395.1
OG0000459	KAK4476162.1	h1SMcT0005845.1
OG0000460	KAK4474648.1, KAK4467531.1, KAK4474647.1	h1SMcT0022335.1, h1SMcT0022335.2
OG0000461	KAK4470644.1	h1SMcT0004458.8, h1SMcT0004458.5, h1SMcT0004458.10, h1SMcT0004458.3, h1SMcT0004458.2, h1SMcT0004458.6, h1SMcT0004458.4, h1SMcT0004458.1, h1SMcT0004458.7
OG0000462	KAK4473680.1, KAK4474130.1, KAK4467359.1	h1SMcT0008325.1
OG0000464	KAK4474498.1	h1SMcT0021723.1
OG0000465	KAK4470509.1	h1SMcT0014443.1, h1SMcT0014443.2
OG0000466	KAK4469330.1	h1SMcT0003950.1, h1SMcT0003950.2, h1SMcT0003950.3
OG0000467	KAK4473827.1	h1SMcT0001827.1, h1SMcT0021709.1, h1SMcT0021709.2
OG0000468	KAK4470611.1	h1SMcT0019187.1, h1SMcT0019191.4, h1SMcT0019191.3, h1SMcT0019191.6, h1SMcT0019191.2, h1SMcT0019191.5, h1SMcT0019191.1
OG0000469	KAK4475681.1, KAK4475679.1	h1SMcT0010305.1, h1SMcT0010305.2
OG0000470	KAK4469640.1	h1SMcT0017452.1
OG0000471	KAK4468673.1	h1SMcT0012604.4, h1SMcT0012604.3, h1SMcT0012604.1, h1SMcT0012604.2
OG0000472	KAK4473823.1	h1SMcT0016465.1, h1SMcT0016626.1, h1SMcT0007076.1, h1SMcT0019680.1
OG0000473	KAK4475783.1	h1SMcT0021306.1, h1SMcT0021311.1, h1SMcT0021311.2, h1SMcT0021311.3
OG0000474	KAK4474977.1	h1SMcT0018371.1, h1SMcT0018371.2, h1SMcT0003296.1, h1SMcT0014656.1
OG0000474	KAK4469729.1	h1SMcT0016260.1
OG0000475	KAK4471300.1, KAK4471299.1	h1SMcT0005588.1
OG0000476	KAK4475400.1	h1SMcT0020933.1
OG0000477	KAK4469093.1	h1SMcT0011098.1, h1SMcT0011098.2
OG0000479	KAK4472631.1	h1SMcT0022220.1, h1SMcT0022220.2
OG0000480	KAK4471463.1	h1SMcT0004755.1
OG0000481	KAK4471219.1	h1SMcT0008668.4, h1SMcT0008668.5, h1SMcT0008694.1, h1SMcT0008695.1, h1SMcT0008680.1
OG0000482	KAK4474371.1	h1SMcT0012726.1, h1SMcT0012726.2, h1SMcT0009023.1, h1SMcT0021555.3, h1SMcT0021555.4, h1SMcT0021555.5, h1SMcT0021555.1, h1SMcT0021555.2
OG0000485	KAK4474743.1	h1SMcT0000920.1
OG0000489	KAK4469769.1	h1SMcT0003858.1, h1SMcT0003858.2
OG0000490	KAK4471519.1	h1SMcT0020692.2, h1SMcT0020692.1, h1SMcT0020692.3
OG0000491	KAK4472485.1	h1SMcT0002779.1
OG0000492	KAK4471712.1	h1SMcT0004364.1, h1SMcT0004364.2
OG0000493	KAK4469124.1	h1SMcT0000709.3, h1SMcT0000709.2, h1SMcT0000709.1, h1SMcT0000709.4
OG0000493	KAK4472786.1, KAK4472785.1	h1SMcT0020675.1, h1SMcT0020674.1, h1SMcT0000076.1
OG0000494	KAK4470618.1, KAK4470758.1, KAK4476182.1, KAK4472408.1	h1SMcT0001600.1, h1SMcT0016345.1, h1SMcT0008696.1
OG0000495	KAK4475594.1	h1SMcT0009099.10, h1SMcT0009099.2, h1SMcT0009099.6, h1SMcT0009099.3, h1SMcT0009099.5, h1SMcT0009099.1, h1SMcT0009099.8, h1SMcT0009099.4, h1SMcT0009099.7, h1SMcT0009099.9
OG0000496	KAK4473897.1	h1SMcT0021715.1, h1SMcT0021715.2, h1SMcT0021715.3
OG0000497	KAK4475832.1	h1SMcT0003775.1
OG0000498	KAK4472209.1	h1SMcT0017838.1, h1SMcT0017838.2, h1SMcT0017837.6, h1SMcT0017837.5, h1SMcT0017837.7, h1SMcT0017837.2, h1SMcT0017837.1, h1SMcT0017837.3, h1SMcT0017837.4
OG0000499	KAK4470653.1	h1SMcT0006984.1
OG0000501	KAK4472851.1	h1SMcT0018760.1, h1SMcT0018760.2
OG0000502	KAK4474193.1, KAK4474094.1	h1SMcT0010118.2, h1SMcT0002252.1, h1SMcT0002252.4, h1SMcT0002252.2, h1SMcT0002252.3
OG0000503	KAK4475659.1	h1SMcT0002919.1, h1SMcT0002919.2, h1SMcT0002924.1, h1SMcT0002924.2
OG0000504	KAK4469069.1	h1SMcT0019787.1
OG0000505	KAK4473033.1	h1SMcT0004914.1
OG0000508	KAK4475295.1	h1SMcT0011172.1, h1SMcT0011172.2
OG0000509	KAK4469240.1, KAK4469667.1	h1SMcT0015058.1, h1SMcT0019753.1, h1SMcT0019753.2, h1SMcT0019753.3
OG0000510	KAK4470887.1, KAK4470889.1	h1SMcT0001161.4, h1SMcT0001161.5
OG0000512	KAK4469151.1	h1SMcT0012909.1
OG0000514	KAK4469103.1	h1SMcT0021411.1, h1SMcT0021411.2, h1SMcT0021411.3, h1SMcT0021411.4, h1SMcT0021411.5, h1SMcT0021411.6
OG0000515	KAK4474608.1	h1SMcT0007870.1
OG0000516	KAK4471404.1, KAK4471405.1	h1SMcT0022229.1, h1SMcT0022229.2
OG0000517	KAK4472849.1	h1SMcT0011032.1
OG0000521	KAK4470167.1	h1SMcT0003945.1, h1SMcT0003945.2, h1SMcT0003945.3
OG0000522	KAK4469781.1	h1SMcT0011331.1, h1SMcT0011331.2
OG0000523	KAK4470425.1	h1SMcT0012736.1, h1SMcT0012736.2
OG0000524	KAK4474637.1, KAK4467261.1	h1SMcT0004038.1
OG0000525	KAK4469434.1	h1SMcT0008063.1, h1SMcT0008063.2, h1SMcT0007883.1, h1SMcT0021492.1
OG0000526	KAK4474864.1	h1SMcT0011925.1
OG0000527	KAK4475122.1	h1SMcT0022639.4
OG0000529	KAK4475249.1, KAK4473254.1	h1SMcT0006586.1
OG0000530	KAK4467723.1	h1SMcT0000185.1
OG0000530	KAK4467863.1, KAK4467865.1	h1SMcT0007987.1, h1SMcT0007987.2, h1SMcT0012665.1, h1SMcT0012665.2
OG0000531	KAK4470778.1	h1SMcT0018210.3, h1SMcT0018210.1, h1SMcT0018210.2
OG0000532	KAK4467382.1, KAK4475786.1	h1SMcT0009724.1, h1SMcT0009724.2
OG0000534	KAK4470412.1	h1SMcT0010650.1, h1SMcT0018835.1
OG0000535	KAK4472091.1	h1SMcT0019644.1, h1SMcT0019644.3, h1SMcT0019644.2, h1SMcT0019644.4
OG0000536	KAK4471326.1	h1SMcT0014219.1, h1SMcT0014219.2
OG0000537	KAK4469348.1	h1SMcT0006697.1
OG0000539	KAK4469058.1	h1SMcT0004811.1, h1SMcT0004811.4, h1SMcT0004811.3
OG0000540	KAK4475879.1	h1SMcT0021535.1
OG0000542	KAK4468792.1	h1SMcT0000922.1, h1SMcT0015103.1, h1SMcT0004310.1, h1SMcT0011864.1, h1SMcT0011864.2, h1SMcT0011864.3, h1SMcT0014503.1, h1SMcT0014503.2
OG0000544	KAK4470987.1	h1SMcT0006842.1
OG0000545	KAK4469836.1	h1SMcT0002590.1, h1SMcT0008951.3, h1SMcT0008951.1, h1SMcT0008951.2
OG0000545	KAK4470093.1	h1SMcT0006299.1
OG0000546	KAK4472420.1	h1SMcT0006604.1, h1SMcT0006760.1
OG0000547	KAK4468655.1	h1SMcT0008304.1
OG0000549	KAK4474391.1	h1SMcT0012580.1, h1SMcT0005514.1, h1SMcT0005514.2
OG0000550	KAK4475158.1	h1SMcT0015594.1
OG0000551	KAK4469305.1, KAK4469306.1	h1SMcT0011167.1, h1SMcT0011741.1
OG0000551	KAK4471274.1, KAK4473748.1	h1SMcT0005750.1
OG0000552	KAK4475830.1	h1SMcT0021184.1
OG0000552	KAK4468870.1	h1SMcT0012094.1, h1SMcT0012094.2
OG0000553	KAK4467767.1, KAK4467768.1	h1SMcT0019029.2, h1SMcT0019029.1, h1SMcT0019029.3, h1SMcT0019029.4, h1SMcT0004255.2, h1SMcT0004255.1, h1SMcT0004255.11, h1SMcT0004255.3, h1SMcT0004255.4, h1SMcT0004255.6, h1SMcT0004255.7, h1SMcT0004255.8, h1SMcT0004255.9, h1SMcT0004255.10, h1SMcT0004255.12, h1SMcT0004255.5
OG0000554	KAK4474414.1	h1SMcT0003715.1, h1SMcT0003715.2
OG0000555	KAK4473577.1, KAK4467388.1	h1SMcT0005491.1, h1SMcT0021937.1, h1SMcT0021938.1, h1SMcT0021940.1, h1SMcT0013846.1, h1SMcT0013846.2
OG0000557	KAK4473888.1	h1SMcT0006419.1, h1SMcT0006419.2, h1SMcT0006419.3
OG0000558	KAK4474954.1	h1SMcT0021451.5, h1SMcT0021451.6, h1SMcT0021451.9, h1SMcT0021451.10, h1SMcT0021451.7, h1SMcT0021451.8, h1SMcT0021451.11, h1SMcT0021451.2, h1SMcT0021451.3, h1SMcT0021451.4
OG0000559	KAK4468120.1	h1SMcT0021284.1, h1SMcT0021284.2, h1SMcT0021284.3
OG0000560	KAK4467821.1	h1SMcT0006173.1
OG0000561	KAK4467648.1	h1SMcT0005992.1, h1SMcT0005992.2, h1SMcT0005992.3, h1SMcT0005992.4, h1SMcT0005992.5, h1SMcT0005992.6, h1SMcT0005992.7
OG0000561	KAK4467649.1	h1SMcT0000933.1
OG0000562	KAK4468116.1	h1SMcT0021856.10, h1SMcT0021856.4, h1SMcT0021856.3, h1SMcT0021856.1, h1SMcT0021856.6, h1SMcT0021856.9, h1SMcT0021856.2, h1SMcT0021856.7, h1SMcT0021856.8, h1SMcT0021856.5
OG0000564	KAK4473434.1	h1SMcT0004343.4, h1SMcT0004343.1, h1SMcT0004343.6, h1SMcT0004343.2, h1SMcT0004343.3, h1SMcT0004343.5
OG0000565	KAK4476074.1	h1SMcT0018773.4, h1SMcT0018773.3, h1SMcT0018773.2, h1SMcT0022896.1, h1SMcT0022896.2, h1SMcT0000517.3, h1SMcT0000517.4, h1SMcT0000517.5, h1SMcT0000517.1, h1SMcT0000517.2
