Orthogroup	s.mekongi	fasciola_gigantica
OG0000457	KAK4472829.1, KAK4472828.1	FGIG_08921
OG0000458	KAK4472547.1	FGIG_09209
OG0000459	KAK4476162.1	FGIG_09431
OG0000464	KAK4474498.1	FGIG_00328, FGIG_00327
OG0000465	KAK4470509.1	FGIG_00532
OG0000466	KAK4469330.1	FGIG_01561, FGIG_03877, FGIG_01560, FGIG_01559
OG0000467	KAK4473827.1	FGIG_02474, FGIG_02706, FGIG_02707, FGIG_02708, FGIG_02710, FGIG_02709
OG0000468	KAK4470611.1	FGIG_02572
OG0000469	KAK4475681.1, KAK4475679.1	FGIG_03009
OG0000470	KAK4469640.1	FGIG_04092
OG0000471	KAK4468673.1	FGIG_05330, FGIG_05331
OG0000472	KAK4473823.1	FGIG_10508, FGIG_06143
OG0000473	KAK4475783.1	FGIG_06411, FGIG_12123, FGIG_06410
OG0000474	KAK4469729.1	FGIG_07254
OG0000475	KAK4471300.1, KAK4471299.1	FGIG_07645
OG0000476	KAK4475400.1	FGIG_08382, FGIG_08383
OG0000477	KAK4469093.1	FGIG_08447, FGIG_12672
OG0000479	KAK4472631.1	FGIG_09169
OG0000480	KAK4471463.1	FGIG_09555
OG0000481	KAK4471219.1	FGIG_11554, FGIG_10028
OG0000482	KAK4474371.1	FGIG_10421
OG0000483	KAK4471160.1	FGIG_11522, FGIG_10429
OG0000484	KAK4467873.1	FGIG_10469, FGIG_11973
OG0000485	KAK4474743.1	FGIG_10899
OG0000490	KAK4471519.1	FGIG_00244
OG0000491	KAK4472485.1	FGIG_01361
OG0000492	KAK4471712.1	FGIG_01399, FGIG_01400
OG0000493	KAK4469124.1	FGIG_10535, FGIG_02574, FGIG_02575
OG0000493	KAK4472786.1, KAK4472785.1	FGIG_02106
OG0000494	KAK4470618.1, KAK4470758.1, KAK4476182.1, KAK4472408.1	FGIG_02261, FGIG_09004
OG0000495	KAK4475594.1	FGIG_02597, FGIG_02595
OG0000496	KAK4473897.1	FGIG_02657
OG0000497	KAK4475832.1	FGIG_03046
OG0000498	KAK4473225.1	FGIG_08610
OG0000498	KAK4472209.1	FGIG_06356, FGIG_06355, FGIG_09764
OG0000499	KAK4470653.1	FGIG_03308, FGIG_03309
OG0000500	KAK4475112.1	FGIG_05535
OG0000501	KAK4472851.1	FGIG_05786
OG0000502	KAK4474193.1, KAK4474094.1	FGIG_12630, FGIG_06672, FGIG_05947, FGIG_05868, FGIG_09687
OG0000503	KAK4475659.1	FGIG_06020
OG0000504	KAK4469069.1	FGIG_06236
OG0000505	KAK4473033.1	FGIG_06258
OG0000506	KAK4475979.1, KAK4475980.1	FGIG_07761
OG0000507	KAK4472652.1	FGIG_08020, FGIG_08019
OG0000508	KAK4475295.1	FGIG_09651
OG0000509	KAK4469240.1, KAK4469667.1	FGIG_11147, FGIG_09900
OG0000510	KAK4470887.1, KAK4470889.1	FGIG_09919, FGIG_09920
OG0000512	KAK4469151.1	FGIG_10635
OG0000514	KAK4469103.1	FGIG_11731
OG0000515	KAK4474608.1	FGIG_11760, FGIG_11877
OG0000516	KAK4471404.1, KAK4471405.1	FGIG_11912, FGIG_11911
OG0000517	KAK4472849.1	FGIG_11937
OG0000521	KAK4470167.1	FGIG_00188
OG0000522	KAK4469781.1	FGIG_00655
OG0000523	KAK4470425.1	FGIG_00791
OG0000524	KAK4474637.1, KAK4467261.1	FGIG_00872, FGIG_04807
OG0000525	KAK4469434.1	FGIG_03698
OG0000526	KAK4474864.1	FGIG_03947, FGIG_03948, FGIG_03949, FGIG_03950
OG0000527	KAK4475122.1	FGIG_04305, FGIG_04306
OG0000528	KAK4472573.1	FGIG_05456, FGIG_05455
OG0000529	KAK4475249.1	FGIG_05544
OG0000529	KAK4473254.1	FGIG_08863
OG0000530	KAK4467863.1, KAK4467865.1	FGIG_05770
OG0000531	KAK4470778.1	FGIG_05789, FGIG_10492, FGIG_10493
OG0000532	KAK4467382.1, KAK4475786.1	FGIG_07231
OG0000533	KAK4475105.1	FGIG_07562
OG0000534	KAK4470412.1	FGIG_13988, FGIG_07681
OG0000535	KAK4472091.1	FGIG_12466, FGIG_08126, FGIG_08125
OG0000536	KAK4471326.1	FGIG_08935, FGIG_08934
OG0000537	KAK4469348.1	FGIG_12232, FGIG_12182
OG0000539	KAK4469058.1	FGIG_00008
OG0000540	KAK4475879.1	FGIG_00485, FGIG_00487
OG0000541	KAK4472810.1	FGIG_00810
OG0000542	KAK4468792.1	FGIG_00859
OG0000543	KAK4475287.1	FGIG_01118
OG0000544	KAK4470987.1	FGIG_01478, FGIG_01480
OG0000545	KAK4469836.1	FGIG_02161
OG0000545	KAK4470093.1	FGIG_04734
OG0000546	KAK4472420.1	FGIG_02171
OG0000547	KAK4468655.1	FGIG_02243
OG0000548	KAK4472431.1	FGIG_02293
OG0000549	KAK4474391.1	FGIG_02503
OG0000550	KAK4475158.1	FGIG_02524, FGIG_04548
OG0000551	KAK4469305.1, KAK4469306.1	FGIG_11586
OG0000552	KAK4475830.1	FGIG_03044
OG0000552	KAK4468870.1	FGIG_10688
OG0000553	KAK4467767.1, KAK4467768.1	FGIG_06277, FGIG_03255
OG0000554	KAK4474414.1	FGIG_03594, FGIG_03593, FGIG_09273
OG0000555	KAK4473577.1, KAK4467388.1	FGIG_06696, FGIG_03633, FGIG_07782
OG0000556	KAK4471444.1	FGIG_04270
OG0000557	KAK4473888.1	FGIG_04408
OG0000558	KAK4474954.1	FGIG_04989
OG0000559	KAK4468120.1	FGIG_05022, FGIG_05024, FGIG_05023
OG0000560	KAK4467821.1	FGIG_05328
OG0000561	KAK4467648.1	FGIG_05533
OG0000562	KAK4468116.1	FGIG_05555, FGIG_05553
OG0000563	KAK4475031.1	FGIG_06026
OG0000564	KAK4473434.1	FGIG_06399, FGIG_10134
OG0000565	KAK4476074.1	FGIG_06423
OG0000566	KAK4468294.1	FGIG_06842
OG0000567	KAK4471280.1	FGIG_07651
OG0000568	KAK4469792.1	FGIG_08587
OG0000568	KAK4471616.1	FGIG_08255
OG0000568	KAK4467372.1, KAK4467373.1	FGIG_08984
OG0000569	KAK4476174.1	FGIG_08518
OG0000570	KAK4474697.1, KAK4474698.1	FGIG_11175, FGIG_11174, FGIG_08779
OG0000571	KAK4476242.1	FGIG_09381, FGIG_08972
OG0000572	KAK4472053.1	FGIG_10316
OG0000574	KAK4475572.1	FGIG_11179, FGIG_10756
OG0000575	KAK4467778.1	FGIG_10778
OG0000576	KAK4472513.1	FGIG_11079
OG0000580	KAK4472241.1	FGIG_06846
OG0000581	KAK4471936.1, KAK4471935.1	FGIG_01599, FGIG_01600, FGIG_01602
OG0000582	KAK4468214.1, KAK4468215.1	FGIG_08180, FGIG_01623, FGIG_12483, FGIG_04914
OG0000582	KAK4468216.1	FGIG_04913
OG0000583	KAK4471891.1	FGIG_01854
OG0000584	KAK4472904.1	FGIG_02128
OG0000585	KAK4475899.1	FGIG_03970
OG0000586	KAK4472683.1	FGIG_04310
OG0000588	KAK4475516.1, KAK4475517.1	FGIG_04873, FGIG_04872
OG0000589	KAK4469851.1	FGIG_05822
OG0000590	KAK4472757.1	FGIG_06108
OG0000591	KAK4467269.1, KAK4476072.1	FGIG_07049
OG0000592	KAK4472704.1	FGIG_07330
OG0000593	KAK4472608.1	FGIG_07487
OG0000594	KAK4469251.1	FGIG_09951
OG0000595	KAK4469621.1	FGIG_10443
OG0000598	KAK4474284.1	FGIG_00058
OG0000599	KAK4471696.1	FGIG_00310
OG0000600	KAK4471566.1	FGIG_00415
OG0000601	KAK4467638.1	FGIG_00679, FGIG_00677
OG0000601	KAK4473596.1	FGIG_06993, FGIG_06994
OG0000602	KAK4475290.1	FGIG_07880, FGIG_00906
OG0000603	KAK4469417.1	FGIG_01276
OG0000604	KAK4473735.1	FGIG_01861
OG0000605	KAK4473042.1, KAK4473095.1, KAK4475169.1	FGIG_04127, FGIG_05340, FGIG_08932, FGIG_04128, FGIG_06075, FGIG_02168, FGIG_09785, FGIG_11355, FGIG_08151
OG0000606	KAK4469307.1	FGIG_02582
OG0000606	KAK4474888.1	FGIG_02582
OG0000606	KAK4469307.1	FGIG_04619
OG0000606	KAK4474888.1	FGIG_04619
OG0000606	KAK4469307.1	FGIG_05706
OG0000606	KAK4474888.1	FGIG_05706
OG0000606	KAK4468218.1	FGIG_06473
OG0000606	KAK4475669.1	FGIG_04326
OG0000606	KAK4468618.1, KAK4468786.1, KAK4473142.1	FGIG_02444
OG0000606	KAK4467525.1	FGIG_11978
OG0000606	KAK4475857.1	FGIG_11978
OG0000607	KAK4472677.1	FGIG_02390
OG0000608	KAK4469449.1	FGIG_12153, FGIG_02513
OG0000609	KAK4473088.1	FGIG_03553
OG0000610	KAK4467550.1	FGIG_06791
OG0000610	KAK4473384.1	FGIG_04026
OG0000611	KAK4473544.1, KAK4473545.1	FGIG_04031, FGIG_04611, FGIG_04610
OG0000612	KAK4476245.1	FGIG_05075, FGIG_07356
OG0000613	KAK4473830.1	FGIG_05297
OG0000614	KAK4473739.1	FGIG_07551, FGIG_05357, FGIG_05708
OG0000615	KAK4467492.1, KAK4474712.1	FGIG_05820
OG0000616	KAK4471831.1	FGIG_05900, FGIG_05899, FGIG_05901, FGIG_05902
OG0000617	KAK4468298.1	FGIG_06140
OG0000618	KAK4474007.1	FGIG_06230
OG0000619	KAK4475871.1	FGIG_06508
OG0000620	KAK4475311.1	FGIG_06888
OG0000620	KAK4469019.1	FGIG_07590
OG0000621	KAK4472466.1	FGIG_08191
OG0000622	KAK4470587.1	FGIG_08378
OG0000623	KAK4474699.1	FGIG_08778
OG0000624	KAK4472788.1	FGIG_09639
OG0000626	KAK4469865.1	FGIG_10065
OG0000628	KAK4471942.1	FGIG_10311
OG0000629	KAK4473779.1	FGIG_11102, FGIG_11404, FGIG_11103
OG0000630	KAK4472088.1	FGIG_11115
OG0000631	KAK4471440.1, KAK4471947.1	FGIG_11204
OG0000632	KAK4467549.1, KAK4474720.1	FGIG_11309
OG0000633	KAK4469491.1	FGIG_11961, FGIG_11512
OG0000636	KAK4467759.1	FGIG_00195, FGIG_00194
OG0000637	KAK4469224.1	FGIG_00401, FGIG_09972
OG0000638	KAK4471472.1	FGIG_00444, FGIG_00445
OG0000639	KAK4471799.1	FGIG_12024, FGIG_00548
OG0000640	KAK4468114.1	FGIG_07362, FGIG_01307
OG0000641	KAK4476055.1	FGIG_10155
OG0000641	KAK4467404.1, KAK4475738.1	FGIG_06676
OG0000643	KAK4469713.1	FGIG_07634
OG0000643	KAK4469714.1	FGIG_01520
OG0000644	KAK4467799.1	FGIG_02755
OG0000645	KAK4476259.1, KAK4476258.1	FGIG_03205, FGIG_03204
OG0000646	KAK4476243.1	FGIG_06464, FGIG_04063
OG0000647	KAK4471769.1	FGIG_04352
OG0000648	KAK4468712.1	FGIG_04810
OG0000649	KAK4471824.1	FGIG_12167, FGIG_04864
OG0000650	KAK4470771.1, KAK4470770.1, KAK4470769.1	FGIG_05802
OG0000651	KAK4473422.1	FGIG_06711
OG0000652	KAK4473663.1	FGIG_07451, FGIG_11251
OG0000653	KAK4473617.1	FGIG_08008
OG0000654	KAK4472538.1	FGIG_08135
OG0000655	KAK4467993.1	FGIG_08460
OG0000656	KAK4470547.1	FGIG_11331
OG0000657	KAK4468518.1	FGIG_12016
OG0000663	KAK4473924.1	FGIG_00042
OG0000664	KAK4467553.1	FGIG_00049
OG0000665	KAK4470314.1	FGIG_00160, FGIG_00161
OG0000666	KAK4471800.1	FGIG_00549
OG0000667	KAK4475968.1	FGIG_01542
OG0000668	KAK4469499.1	FGIG_01730, FGIG_09027
OG0000669	KAK4471524.1	FGIG_01837
OG0000671	KAK4470732.1	FGIG_08408, FGIG_02086
OG0000672	KAK4472427.1	FGIG_02238
OG0000673	KAK4474792.1, KAK4474791.1	FGIG_09403, FGIG_02862, FGIG_11262
OG0000674	KAK4470823.1	FGIG_03748
OG0000675	KAK4470214.1, KAK4470213.1	FGIG_04836
OG0000676	KAK4467996.1	FGIG_04981
OG0000677	KAK4475848.1	FGIG_08608, FGIG_05149
OG0000678	KAK4474196.1	FGIG_05212, FGIG_08440
OG0000679	KAK4470237.1	FGIG_05421
OG0000680	KAK4474863.1	FGIG_06325
OG0000681	KAK4474159.1	FGIG_07672, FGIG_07674, FGIG_07673
OG0000682	KAK4473529.1	FGIG_08671, FGIG_10440
OG0000683	KAK4469834.1	FGIG_08868
OG0000683	KAK4471596.1	FGIG_11508
OG0000684	KAK4468121.1	FGIG_09603
OG0000685	KAK4470335.1	FGIG_10349
OG0000686	KAK4471839.1	FGIG_10794
OG0000687	KAK4472948.1	FGIG_10988
OG0000688	KAK4475845.1	FGIG_11395
OG0000689	KAK4475573.1	FGIG_11959, FGIG_11996, FGIG_12497
OG0000695	KAK4467842.1	FGIG_01172
OG0000695	KAK4473537.1	FGIG_00165
OG0000696	KAK4475838.1	FGIG_00322
OG0000697	KAK4473658.1	FGIG_00451
OG0000698	KAK4475322.1	FGIG_00723
OG0000699	KAK4472379.1	FGIG_00957
OG0000700	KAK4473015.1	FGIG_01249
OG0000701	KAK4471911.1	FGIG_01998
OG0000702	KAK4468836.1	FGIG_02188
OG0000703	KAK4475702.1	FGIG_02284, FGIG_02283, FGIG_09761, FGIG_07532, FGIG_07531, FGIG_06144
OG0000704	KAK4469568.1	FGIG_02296
OG0000705	KAK4475920.1	FGIG_02537, FGIG_04858
OG0000706	KAK4473560.1	FGIG_03088
OG0000706	KAK4469683.1	FGIG_06242
OG0000707	KAK4467706.1	FGIG_03479, FGIG_13999
OG0000708	KAK4473844.1	FGIG_03513, FGIG_05397
OG0000709	KAK4473581.1	FGIG_03634
OG0000710	KAK4476143.1	FGIG_04123
OG0000711	KAK4470475.1	FGIG_04685
OG0000712	KAK4469473.1	FGIG_04717
OG0000713	KAK4470169.1	FGIG_04850
OG0000714	KAK4469311.1	FGIG_09522, FGIG_05276
OG0000715	KAK4473080.1	FGIG_05565
OG0000716	KAK4474488.1	FGIG_06079, FGIG_11256
OG0000717	KAK4472067.1	FGIG_06905, FGIG_06906
OG0000718	KAK4470744.1	FGIG_07103
OG0000719	KAK4469833.1	FGIG_07183
OG0000721	KAK4469698.1	FGIG_07460
OG0000722	KAK4475859.1	FGIG_07693, FGIG_07988
OG0000723	KAK4470731.1	FGIG_08409
OG0000724	KAK4473416.1	FGIG_08545, FGIG_08543
OG0000725	KAK4470428.1	FGIG_08674, FGIG_12036
OG0000726	KAK4472444.1	FGIG_08836
OG0000726	KAK4472445.1	FGIG_08835
OG0000727	KAK4473799.1	FGIG_09069
OG0000728	KAK4469556.1	FGIG_12215, FGIG_09158
OG0000729	KAK4476249.1	FGIG_12577, FGIG_12004, FGIG_09493, FGIG_11791
OG0000730	KAK4471836.1	FGIG_10454
OG0000731	KAK4470693.1	FGIG_10487
OG0000732	KAK4475629.1	FGIG_11075
OG0000733	KAK4475569.1	FGIG_12111, FGIG_11583
OG0000736	KAK4470813.1	FGIG_00111
OG0000737	KAK4474370.1	FGIG_00338, FGIG_00337, FGIG_00339
OG0000738	KAK4470138.1	FGIG_02670, FGIG_00476, FGIG_08925
OG0000740	KAK4475982.1	FGIG_01427
OG0000741	KAK4468185.1	FGIG_02730
OG0000743	KAK4475498.1	FGIG_03357
OG0000744	KAK4474236.1, KAK4467355.1, KAK4475639.1	FGIG_04615
OG0000745	KAK4473918.1	FGIG_04697, FGIG_11035
OG0000746	KAK4471896.1	FGIG_05601
OG0000747	KAK4473517.1	FGIG_05634
OG0000748	KAK4470051.1, KAK4467349.1, KAK4470183.1	FGIG_05694, FGIG_05760, FGIG_05761
OG0000749	KAK4470073.1	FGIG_05710
OG0000750	KAK4470486.1	FGIG_06338
OG0000751	KAK4475833.1, KAK4475835.1, KAK4475538.1	FGIG_06853, FGIG_12237
OG0000752	KAK4467935.1, KAK4467930.1	FGIG_06872
OG0000754	KAK4469412.1	FGIG_07172
OG0000756	KAK4473770.1	FGIG_07332
OG0000757	KAK4469488.1	FGIG_07577
OG0000758	KAK4474262.1	FGIG_07692
OG0000759	KAK4469520.1	FGIG_08239, FGIG_08240, FGIG_11630, FGIG_08238
OG0000760	KAK4470881.1	FGIG_08405
OG0000761	KAK4469193.1	FGIG_08641
OG0000762	KAK4468368.1	FGIG_11563, FGIG_11679
OG0000762	KAK4468720.1	FGIG_08717
OG0000763	KAK4475061.1	FGIG_10588
OG0000764	KAK4476235.1	FGIG_10711
OG0000765	KAK4469518.1	FGIG_12043, FGIG_11357
OG0000765	KAK4469519.1	FGIG_11560, FGIG_12698
OG0000766	KAK4471386.1	FGIG_11419
OG0000767	KAK4471235.1	FGIG_11449
OG0000768	KAK4473678.1	FGIG_11533, FGIG_12305
OG0000769	KAK4475312.1	FGIG_12118, FGIG_12119
OG0000770	KAK4474961.1	FGIG_12503, FGIG_12181
OG0000773	KAK4473279.1	FGIG_04534, FGIG_00207
OG0000774	KAK4475493.1	FGIG_00300, FGIG_00299
OG0000775	KAK4469163.1	FGIG_00308
OG0000776	KAK4469675.1	FGIG_10546
OG0000776	KAK4469755.1	FGIG_00374
OG0000777	KAK4469700.1	FGIG_00633
OG0000778	KAK4473368.1	FGIG_03692
OG0000779	KAK4467285.1, KAK4467284.1, KAK4475645.1, KAK4467283.1, KAK4467511.1	FGIG_00938
OG0000780	KAK4475273.1	FGIG_01425
OG0000781	KAK4474552.1	FGIG_01631
OG0000781	KAK4476024.1	FGIG_06825
OG0000782	KAK4472624.1	FGIG_01653, FGIG_01652
OG0000783	KAK4469441.1	FGIG_02146, FGIG_11024, FGIG_11880
OG0000784	KAK4472638.1	FGIG_02281
OG0000785	KAK4472075.1, KAK4472076.1	FGIG_02641, FGIG_02640
OG0000786	KAK4473618.1	FGIG_02834
OG0000787	KAK4467917.1, KAK4467919.1, KAK4472011.1	FGIG_03330
OG0000788	KAK4474750.1	FGIG_03424
OG0000789	KAK4473257.1, KAK4473256.1	FGIG_03779
OG0000790	KAK4473741.1	FGIG_08832, FGIG_03836
OG0000791	KAK4473509.1	FGIG_09865, FGIG_04257, FGIG_04256
OG0000792	KAK4469047.1, KAK4475816.1	FGIG_04315
OG0000793	KAK4472249.1	FGIG_04387, FGIG_04388
OG0000794	KAK4474355.1	FGIG_04456
OG0000795	KAK4467676.1	FGIG_09877, FGIG_04474
OG0000796	KAK4474757.1	FGIG_04495, FGIG_08360
OG0000797	KAK4475035.1	FGIG_10416, FGIG_04513
OG0000798	KAK4475964.1	FGIG_04574
OG0000799	KAK4471638.1	FGIG_04575
OG0000800	KAK4476179.1	FGIG_04703
OG0000801	KAK4475245.1	FGIG_04893
OG0000802	KAK4470576.1	FGIG_07812
OG0000802	KAK4472112.1	FGIG_12596, FGIG_05603
OG0000803	KAK4470919.1	FGIG_05677
OG0000804	KAK4473168.1	FGIG_11847, FGIG_05852
OG0000805	KAK4474013.1	FGIG_06069
OG0000806	KAK4470608.1	FGIG_06119
OG0000807	KAK4473307.1, KAK4474358.1	FGIG_06243
OG0000808	KAK4467779.1	FGIG_06270
OG0000809	KAK4468611.1	FGIG_06731, FGIG_11853
OG0000810	KAK4473212.1	FGIG_06961
OG0000811	KAK4474417.1	FGIG_07144
OG0000812	KAK4474440.1	FGIG_07516
OG0000813	KAK4468852.1	FGIG_07818
OG0000814	KAK4471430.1	FGIG_08219
OG0000815	KAK4472012.1	FGIG_08221, FGIG_11100, FGIG_08223
OG0000816	KAK4468020.1	FGIG_08709
OG0000817	KAK4468677.1	FGIG_09135
OG0000818	KAK4474538.1	FGIG_09435
OG0000819	KAK4471251.1	FGIG_09439
OG0000820	KAK4467442.1	FGIG_11717
OG0000820	KAK4473128.1	FGIG_09466
OG0000821	KAK4469272.1	FGIG_09921
OG0000822	KAK4470476.1	FGIG_10054
OG0000823	KAK4467478.1	FGIG_10877
OG0000823	KAK4467922.1	FGIG_10391
OG0000824	KAK4475591.1	FGIG_10848
OG0000825	KAK4470419.1, KAK4470420.1, KAK4470421.1	FGIG_11216
OG0000827	KAK4470549.1	FGIG_12190
OG0000830	KAK4469293.1	FGIG_00108
OG0000831	KAK4473480.1	FGIG_00177
OG0000832	KAK4471871.1	FGIG_00455
OG0000833	KAK4472353.1	FGIG_00489, FGIG_06899
OG0000835	KAK4473919.1	FGIG_00786
OG0000836	KAK4473858.1	FGIG_00855
OG0000837	KAK4472239.1	FGIG_01009
OG0000838	KAK4473759.1	FGIG_01017, FGIG_01016
OG0000839	KAK4473818.1	FGIG_01333
OG0000840	KAK4470970.1, KAK4470978.1	FGIG_01498
OG0000841	KAK4475007.1	FGIG_01937
OG0000842	KAK4471617.1	FGIG_01947
OG0000843	KAK4468285.1	FGIG_02333
OG0000844	KAK4475850.1	FGIG_02635
OG0000845	KAK4468551.1, KAK4467252.1	FGIG_03440
OG0000846	KAK4474858.1	FGIG_04141, FGIG_04373
OG0000847	KAK4476036.1	FGIG_04277
OG0000848	KAK4474163.1	FGIG_04531
OG0000849	KAK4473756.1	FGIG_04536
OG0000850	KAK4473025.1	FGIG_04635
OG0000851	KAK4468610.1	FGIG_04677
OG0000852	KAK4474383.1	FGIG_04776
OG0000853	KAK4468234.1	FGIG_04849, FGIG_06913
OG0000854	KAK4473859.1	FGIG_04960
OG0000855	KAK4467325.1	FGIG_05067
OG0000856	KAK4475581.1	FGIG_05440
OG0000857	KAK4467572.1, KAK4475703.1	FGIG_06616
OG0000858	KAK4467344.1, KAK4467343.1, KAK4475741.1	FGIG_06646
OG0000859	KAK4469232.1	FGIG_07329
OG0000860	KAK4471825.1	FGIG_08877
OG0000860	KAK4471718.1	FGIG_08075
OG0000862	KAK4472465.1	FGIG_09618
OG0000864	KAK4473645.1	FGIG_10031
OG0000865	KAK4472356.1	FGIG_11450
OG0000866	KAK4475812.1	FGIG_11612
OG0000869	KAK4468576.1	FGIG_08036, FGIG_00173, FGIG_10748
OG0000870	KAK4474365.1	FGIG_00458
OG0000871	KAK4472823.1	FGIG_00704, FGIG_00705
OG0000872	KAK4475688.1	FGIG_01168
OG0000873	KAK4468855.1	FGIG_01237
OG0000874	KAK4473534.1	FGIG_09975, FGIG_05621, FGIG_02068
OG0000875	KAK4471728.1	FGIG_02491
OG0000876	KAK4473295.1	FGIG_02493, FGIG_13987
OG0000877	KAK4476016.1	FGIG_02724
OG0000878	KAK4475183.1	FGIG_11660, FGIG_02764
OG0000879	KAK4471099.1	FGIG_03120
OG0000880	KAK4470966.1	FGIG_03926
OG0000881	KAK4475745.1	FGIG_04172
OG0000881	KAK4468637.1	FGIG_04278
OG0000882	KAK4475447.1	FGIG_05170
OG0000882	KAK4473671.1	FGIG_04211
OG0000883	KAK4473672.1	FGIG_04212
OG0000884	KAK4473737.1	FGIG_04519
OG0000885	KAK4474352.1	FGIG_06559, FGIG_04824
OG0000886	KAK4470894.1	FGIG_06109
OG0000887	KAK4475063.1	FGIG_07211
OG0000888	KAK4470877.1, KAK4470878.1	FGIG_07235
OG0000890	KAK4473603.1	FGIG_07609
OG0000891	KAK4473846.1	FGIG_08269
OG0000892	KAK4469720.1	FGIG_08300
OG0000894	KAK4468755.1	FGIG_09025
OG0000895	KAK4472632.1	FGIG_09033, FGIG_10887, FGIG_11622
OG0000896	KAK4475362.1	FGIG_09198, FGIG_11521
OG0000897	KAK4476316.1	FGIG_09238, FGIG_09239
OG0000898	KAK4470204.1	FGIG_09340
OG0000899	KAK4474583.1	FGIG_09861
OG0000900	KAK4475641.1	FGIG_09928, FGIG_10894, FGIG_11511
OG0000901	KAK4471706.1	FGIG_09929
OG0000902	KAK4469829.1	FGIG_10069
OG0000903	KAK4475319.1	FGIG_10099, FGIG_12212
OG0000904	KAK4475874.1	FGIG_10256
OG0000905	KAK4470893.1	FGIG_12473, FGIG_10853
OG0000906	KAK4471295.1	FGIG_11785
OG0000907	KAK4470463.1	FGIG_12114
OG0000910	KAK4476130.1	FGIG_00237
OG0000911	KAK4471170.1	FGIG_01294, FGIG_01295
OG0000912	KAK4475973.1	FGIG_01540
OG0000913	KAK4472644.1	FGIG_01566, FGIG_05409, FGIG_02080, FGIG_02081
OG0000914	KAK4473816.1	FGIG_01782
OG0000915	KAK4472417.1	FGIG_02191
OG0000916	KAK4473712.1	FGIG_02554
OG0000917	KAK4468177.1	FGIG_02688, FGIG_12358, FGIG_11883
OG0000918	KAK4472957.1	FGIG_02932
OG0000919	KAK4468191.1	FGIG_03174
OG0000920	KAK4467644.1	FGIG_03229
OG0000921	KAK4473570.1	FGIG_03378
OG0000923	KAK4473354.1	FGIG_09953
OG0000923	KAK4467730.1	FGIG_03937
OG0000925	KAK4474818.1	FGIG_03997
OG0000926	KAK4472929.1	FGIG_04108, FGIG_04107
OG0000927	KAK4475055.1	FGIG_04164
OG0000928	KAK4474205.1	FGIG_05151
OG0000929	KAK4471201.1	FGIG_05247
OG0000930	KAK4473473.1	FGIG_05414
OG0000931	KAK4470219.1	FGIG_05808, FGIG_05809, FGIG_05812
OG0000932	KAK4476123.1	FGIG_05937
OG0000933	KAK4473701.1	FGIG_06615
OG0000934	KAK4476302.1	FGIG_06893, FGIG_06892
OG0000935	KAK4471482.1	FGIG_06948
OG0000936	KAK4467944.1	FGIG_07247, FGIG_12684
OG0000937	KAK4469907.1	FGIG_08721, FGIG_07320
OG0000938	KAK4471997.1	FGIG_07574
OG0000939	KAK4468842.1	FGIG_08083
OG0000940	KAK4475887.1	FGIG_08529
OG0000941	KAK4472578.1	FGIG_08549
OG0000942	KAK4474779.1	FGIG_08647
OG0000943	KAK4472800.1	FGIG_12262, FGIG_08967
OG0000944	KAK4471183.1	FGIG_08996
OG0000945	KAK4474600.1	FGIG_11567, FGIG_10084
OG0000946	KAK4476224.1	FGIG_10162
OG0000947	KAK4473782.1	FGIG_10405
OG0000948	KAK4468000.1	FGIG_10715
OG0000949	KAK4474797.1, KAK4474796.1	FGIG_11029, FGIG_12400
OG0000950	KAK4469335.1	FGIG_11337
OG0000951	KAK4467725.1, KAK4467726.1	FGIG_11751
OG0000952	KAK4472413.1	FGIG_11963
OG0000953	KAK4471693.1	FGIG_12056
OG0000954	KAK4470079.1	FGIG_12353
OG0000958	KAK4475258.1	FGIG_00120
OG0000959	KAK4470133.1	FGIG_00122
OG0000960	KAK4475503.1	FGIG_00387, FGIG_06998
OG0000961	KAK4473786.1	FGIG_01111
OG0000962	KAK4470465.1	FGIG_01352, FGIG_10661
OG0000963	KAK4475528.1	FGIG_07862, FGIG_01440, FGIG_01439
OG0000964	KAK4473624.1	FGIG_09268, FGIG_01648
OG0000965	KAK4471425.1	FGIG_02037
OG0000966	KAK4474035.1	FGIG_07892
OG0000966	KAK4469278.1	FGIG_02145
OG0000967	KAK4474115.1	FGIG_02147
OG0000968	KAK4475563.1, KAK4475566.1	FGIG_02274
OG0000969	KAK4468356.1, KAK4468355.1	FGIG_04795
OG0000969	KAK4468357.1	FGIG_02776, FGIG_11524
OG0000970	KAK4470288.1	FGIG_03075
OG0000971	KAK4475069.1	FGIG_03179, FGIG_13983
OG0000972	KAK4475919.1	FGIG_11948, FGIG_03784
OG0000973	KAK4473078.1, KAK4473073.1, KAK4473076.1, KAK4473077.1	FGIG_03899
OG0000974	KAK4469802.1	FGIG_04084
OG0000975	KAK4475902.1	FGIG_09679, FGIG_09681, FGIG_04437, FGIG_09882
OG0000976	KAK4476301.1	FGIG_04455
OG0000977	KAK4474438.1	FGIG_04668
OG0000978	KAK4475351.1	FGIG_04760
OG0000979	KAK4467504.1	FGIG_06407, FGIG_04838, FGIG_06406
OG0000980	KAK4469712.1	FGIG_04979
OG0000981	KAK4467302.1	FGIG_05295, FGIG_09246
OG0000982	KAK4471784.1	FGIG_05391
OG0000983	KAK4475242.1	FGIG_05642
OG0000984	KAK4474162.1	FGIG_08758, FGIG_05698
