Orthogroup	s.mekongi	opisthorchis_viverrini
OG0000522	KAK4469781.1	T265_04037
OG0000523	KAK4470425.1	T265_07660
OG0000524	KAK4474637.1, KAK4467261.1	T265_07885
OG0000525	KAK4469434.1	T265_05091
OG0000526	KAK4474864.1	T265_02282, T265_12113
OG0000527	KAK4475122.1	T265_03411
OG0000528	KAK4472573.1	T265_06055
OG0000529	KAK4475249.1	T265_09182, T265_03656
OG0000529	KAK4473254.1	T265_07511
OG0000530	KAK4467863.1, KAK4467865.1	T265_09699
OG0000531	KAK4470778.1	T265_14416, T265_14417
OG0000532	KAK4467382.1, KAK4475786.1	T265_00995, T265_06267
OG0000533	KAK4475105.1	T265_13786
OG0000534	KAK4470412.1	T265_09156
OG0000535	KAK4472091.1	T265_13029, T265_02526, T265_16334
OG0000536	KAK4471326.1	T265_04792
OG0000537	KAK4469348.1	T265_03566
OG0000539	KAK4469058.1	T265_02944
OG0000540	KAK4475879.1	T265_06424
OG0000541	KAK4472810.1	T265_02592
OG0000542	KAK4468792.1	T265_10499
OG0000543	KAK4475287.1	T265_05515
OG0000544	KAK4470987.1	T265_14759
OG0000545	KAK4469836.1	T265_01309
OG0000545	KAK4470093.1	T265_13998
OG0000546	KAK4472420.1	T265_14392
OG0000547	KAK4468655.1	T265_07333
OG0000548	KAK4472431.1	T265_14116
OG0000549	KAK4474391.1	T265_14374, T265_06649, T265_14373, T265_03050, T265_07757
OG0000550	KAK4475158.1	T265_09507, T265_14868
OG0000551	KAK4469305.1, KAK4469306.1	T265_04197, T265_11408, T265_09018, T265_09780, T265_09887
OG0000551	KAK4473748.1	T265_05015
OG0000552	KAK4475830.1	T265_02926, T265_04606
OG0000552	KAK4468870.1	T265_05767
OG0000553	KAK4467767.1, KAK4467768.1	T265_05228, T265_05227
OG0000554	KAK4474414.1	T265_06137
OG0000555	KAK4473577.1, KAK4467388.1	T265_04699, T265_04748, T265_04698
OG0000556	KAK4471444.1	T265_05172
OG0000557	KAK4473888.1	T265_09726
OG0000558	KAK4474954.1	T265_02473, T265_07551
OG0000559	KAK4468120.1	T265_15777, T265_15105
OG0000561	KAK4467648.1	T265_05307
OG0000562	KAK4468116.1	T265_09617, T265_14904, T265_14905
OG0000563	KAK4475031.1	T265_00934
OG0000564	KAK4473434.1	T265_04694
OG0000565	KAK4476074.1	T265_06308
OG0000566	KAK4468294.1	T265_06381
OG0000567	KAK4471280.1	T265_09355
OG0000568	KAK4469792.1	T265_14125
OG0000568	KAK4471616.1	T265_06795
OG0000568	KAK4467372.1, KAK4467373.1	T265_05196
OG0000569	KAK4476174.1	T265_16092, T265_15315, T265_15990
OG0000570	KAK4474697.1, KAK4474698.1	T265_14462
OG0000571	KAK4476242.1	T265_09677
OG0000572	KAK4472053.1	T265_13892
OG0000574	KAK4475572.1	T265_09231
OG0000575	KAK4467778.1	T265_13730
OG0000576	KAK4472513.1	T265_04125
OG0000577	KAK4469529.1, KAK4469528.1	T265_03389
OG0000580	KAK4472241.1	T265_11930
OG0000581	KAK4471936.1, KAK4471935.1	T265_03176, T265_03173
OG0000582	KAK4468214.1, KAK4468215.1	T265_01669, T265_01670, T265_01668, T265_01664, T265_01665, T265_01666
OG0000582	KAK4468216.1	T265_01671
OG0000583	KAK4471891.1	T265_02005
OG0000584	KAK4472904.1	T265_13228
OG0000585	KAK4475899.1	T265_00232
OG0000586	KAK4472683.1	T265_11386
OG0000587	KAK4471204.1	T265_07724
OG0000588	KAK4475516.1, KAK4475517.1	T265_11101, T265_10758
OG0000589	KAK4469851.1	T265_12428, T265_12429, T265_12430, T265_12204, T265_12431, T265_08812, T265_15994, T265_12432, T265_12433, T265_00017
OG0000590	KAK4472757.1	T265_09102
OG0000591	KAK4467269.1, KAK4476072.1	T265_06310
OG0000592	KAK4472704.1	T265_14113
OG0000593	KAK4472608.1	T265_10773
OG0000594	KAK4469251.1	T265_05797, T265_06525
OG0000595	KAK4469621.1	T265_03869
OG0000598	KAK4474284.1	T265_02456
OG0000599	KAK4471696.1	T265_07673
OG0000600	KAK4471566.1	T265_10590
OG0000601	KAK4467638.1	T265_04621, T265_04618
OG0000601	KAK4473596.1	T265_14218
OG0000602	KAK4475290.1	T265_09208, T265_12351
OG0000603	KAK4469417.1	T265_14992, T265_14991, T265_11543
OG0000605	KAK4473042.1, KAK4473095.1, KAK4475169.1	T265_14198
OG0000606	KAK4468218.1	T265_11413, T265_01255
OG0000606	KAK4475669.1	T265_13914
OG0000606	KAK4468618.1, KAK4468786.1	T265_10475
OG0000606	KAK4467525.1	T265_13221
OG0000606	KAK4475857.1	T265_13221
OG0000607	KAK4472677.1	T265_10825
OG0000608	KAK4469449.1	T265_02880, T265_02883
OG0000609	KAK4473088.1	T265_09254
OG0000610	KAK4467550.1	T265_07616, T265_15716
OG0000610	KAK4473384.1	T265_05701
OG0000611	KAK4473544.1, KAK4473545.1	T265_06968
OG0000612	KAK4476245.1	T265_09078
OG0000613	KAK4473830.1	T265_02832
OG0000614	KAK4473739.1	T265_12100
OG0000615	KAK4467492.1, KAK4474712.1	T265_03195
OG0000616	KAK4471831.1	T265_08938
OG0000617	KAK4468298.1	T265_08274
OG0000618	KAK4474007.1	T265_13264
OG0000620	KAK4475311.1	T265_10505
OG0000620	KAK4469019.1	T265_00373, T265_00374
OG0000621	KAK4472466.1	T265_14537
OG0000622	KAK4470587.1	T265_00170
OG0000623	KAK4474699.1	T265_04780, T265_13600
OG0000624	KAK4472788.1	T265_15535, T265_11776, T265_13342
OG0000626	KAK4469865.1	T265_02683, T265_13068
OG0000628	KAK4471942.1	T265_08778, T265_14669, T265_16036
OG0000629	KAK4473779.1	T265_05422
OG0000630	KAK4472088.1	T265_11517
OG0000631	KAK4471440.1, KAK4471947.1	T265_00494
OG0000632	KAK4467549.1, KAK4474720.1	T265_03948
OG0000633	KAK4469491.1	T265_08226
OG0000636	KAK4467759.1	T265_09528
OG0000637	KAK4469224.1	T265_08691
OG0000638	KAK4471472.1	T265_12571, T265_16335
OG0000639	KAK4471799.1	T265_08132
OG0000640	KAK4468114.1	T265_06014
OG0000641	KAK4476055.1	T265_11906
OG0000641	KAK4467404.1, KAK4475738.1	T265_08520
OG0000643	KAK4469713.1	T265_06781
OG0000643	KAK4469714.1	T265_00368
OG0000644	KAK4467799.1	T265_10096
OG0000645	KAK4476259.1, KAK4476258.1	T265_06416, T265_14031
OG0000646	KAK4476243.1	T265_14032, T265_09682
OG0000647	KAK4471769.1	T265_01179
OG0000649	KAK4471824.1	T265_14362
OG0000650	KAK4470771.1, KAK4470770.1, KAK4470769.1	T265_04859
OG0000651	KAK4473422.1	T265_08308
OG0000652	KAK4473663.1	T265_02580, T265_06040
OG0000653	KAK4473617.1	T265_08906
OG0000654	KAK4472538.1	T265_12621
OG0000656	KAK4470547.1	T265_15627
OG0000657	KAK4468518.1	T265_02650
OG0000659	KAK4473415.1	T265_14212
OG0000663	KAK4473924.1	T265_04735, T265_02871
OG0000664	KAK4467553.1	T265_04576
OG0000665	KAK4470314.1	T265_10655
OG0000666	KAK4471800.1	T265_14484
OG0000667	KAK4475968.1	T265_06220
OG0000668	KAK4469499.1	T265_07209
OG0000669	KAK4471524.1	T265_04795
OG0000671	KAK4470732.1	T265_06752
OG0000672	KAK4472427.1	T265_08111
OG0000673	KAK4474792.1, KAK4474791.1	T265_06693, T265_15660, T265_03059
OG0000674	KAK4470823.1	T265_00038
OG0000675	KAK4470214.1, KAK4470213.1	T265_10356
OG0000676	KAK4467996.1	T265_02244
OG0000677	KAK4475848.1	T265_03024
OG0000678	KAK4474196.1	T265_14566
OG0000679	KAK4470237.1	T265_13839
OG0000680	KAK4474863.1	T265_15068
OG0000681	KAK4474159.1	T265_15309
OG0000682	KAK4473529.1	T265_05067
OG0000683	KAK4469834.1	T265_03513
OG0000684	KAK4468121.1	T265_02396
OG0000685	KAK4470335.1	T265_14345
OG0000686	KAK4471839.1	T265_06598
OG0000687	KAK4472948.1	T265_13762
OG0000688	KAK4475845.1	T265_09228
OG0000690	KAK4473380.1	T265_15342
OG0000695	KAK4467842.1	T265_07910
OG0000695	KAK4473537.1	T265_07140
OG0000696	KAK4475838.1	T265_00960
OG0000697	KAK4473658.1	T265_02565
OG0000698	KAK4475322.1	T265_04366
OG0000699	KAK4472379.1	T265_08805
OG0000700	KAK4473015.1	T265_06924, T265_06925
OG0000701	KAK4471911.1	T265_02016
OG0000702	KAK4468836.1	T265_08615
OG0000703	KAK4475702.1	T265_14823, T265_09393, T265_14824
OG0000704	KAK4469568.1	T265_10029
OG0000705	KAK4475920.1	T265_10453
OG0000706	KAK4473560.1	T265_01271, T265_09997
OG0000706	KAK4469683.1	T265_00020
OG0000707	KAK4467706.1	T265_15248, T265_15672
OG0000708	KAK4473844.1	T265_05018
OG0000709	KAK4473581.1	T265_13137
OG0000710	KAK4476143.1	T265_14772
OG0000711	KAK4470475.1	T265_13046
OG0000712	KAK4469473.1	T265_00357
OG0000713	KAK4470169.1	T265_15192
OG0000714	KAK4469311.1	T265_12461
OG0000715	KAK4473080.1	T265_06936, T265_16285
OG0000716	KAK4474488.1	T265_01851
OG0000717	KAK4472067.1	T265_15060
OG0000718	KAK4470744.1	T265_15816
OG0000721	KAK4469698.1	T265_00362
OG0000722	KAK4475859.1	T265_03018, T265_03020
OG0000723	KAK4470731.1	T265_10513, T265_14119
OG0000724	KAK4473416.1	T265_15804, T265_04091, T265_04747
OG0000725	KAK4470428.1	T265_05721
OG0000727	KAK4473799.1	T265_07029
OG0000728	KAK4469556.1	T265_02822
OG0000729	KAK4476249.1	T265_03115
OG0000730	KAK4471836.1	T265_10980
OG0000731	KAK4470693.1	T265_11322
OG0000732	KAK4475629.1	T265_11823
OG0000733	KAK4475569.1	T265_05137, T265_13691, T265_13693
OG0000737	KAK4474370.1	T265_05237
OG0000738	KAK4470138.1	T265_05635, T265_05639
OG0000740	KAK4475982.1	T265_04555
OG0000741	KAK4468185.1	T265_10490
OG0000743	KAK4475498.1	T265_02255
OG0000744	KAK4474236.1, KAK4467355.1, KAK4475639.1	T265_13534
OG0000745	KAK4473918.1	T265_15592, T265_01499
OG0000746	KAK4471896.1	T265_08923
OG0000747	KAK4473517.1	T265_14015
OG0000748	KAK4470051.1, KAK4467349.1, KAK4470183.1	T265_08449, T265_15607, T265_15918, T265_12210
OG0000749	KAK4470073.1	T265_15534
OG0000750	KAK4470486.1	T265_01999
OG0000751	KAK4475833.1, KAK4475835.1, KAK4475538.1	T265_14248
OG0000752	KAK4467935.1, KAK4467930.1	T265_14207
OG0000754	KAK4469412.1	T265_01325
OG0000756	KAK4473770.1	T265_04901
OG0000757	KAK4469488.1	T265_14154
OG0000758	KAK4474262.1	T265_03111
OG0000759	KAK4469520.1	T265_14472, T265_14473, T265_15924
OG0000760	KAK4470881.1	T265_14346
OG0000761	KAK4469193.1	T265_01230
OG0000762	KAK4468368.1	T265_07913
OG0000762	KAK4468720.1	T265_01864
OG0000763	KAK4475061.1	T265_06905
OG0000764	KAK4476235.1	T265_00997
OG0000765	KAK4469518.1	T265_00442
OG0000765	KAK4469519.1	T265_00440
OG0000766	KAK4471386.1	T265_12796
OG0000767	KAK4471235.1	T265_12911
OG0000768	KAK4473678.1	T265_06451
OG0000769	KAK4475312.1	T265_01586
OG0000770	KAK4474961.1	T265_12873
OG0000773	KAK4473279.1	T265_00411
OG0000774	KAK4475493.1	T265_08743
OG0000775	KAK4469163.1	T265_13684
OG0000776	KAK4469675.1	T265_07866
OG0000776	KAK4469755.1	T265_12745
OG0000777	KAK4469700.1	T265_02206
OG0000778	KAK4473368.1	T265_01511, T265_10392, T265_10394
OG0000779	KAK4467285.1, KAK4467284.1, KAK4475645.1, KAK4467283.1, KAK4467511.1	T265_07269
OG0000780	KAK4475273.1	T265_06690
OG0000781	KAK4474552.1	T265_11274
OG0000781	KAK4476024.1	T265_10911
OG0000782	KAK4472624.1	T265_10870, T265_12889
OG0000783	KAK4469441.1	T265_10176
OG0000784	KAK4472638.1	T265_12066
OG0000785	KAK4472075.1, KAK4472076.1	T265_09886
OG0000786	KAK4473618.1	T265_03503
OG0000787	KAK4467917.1, KAK4467919.1, KAK4472011.1	T265_06799
OG0000788	KAK4474750.1	T265_03219
OG0000789	KAK4473257.1, KAK4473256.1	T265_01031
OG0000790	KAK4473741.1	T265_00688
OG0000791	KAK4473509.1	T265_14202, T265_14203
OG0000792	KAK4469047.1, KAK4475816.1	T265_14379
OG0000793	KAK4472249.1	T265_07034
OG0000794	KAK4474355.1	T265_00948
OG0000795	KAK4467676.1	T265_16059
OG0000796	KAK4474757.1	T265_14897
OG0000797	KAK4475035.1	T265_15019
OG0000798	KAK4475964.1	T265_15843
OG0000799	KAK4471638.1	T265_01805
OG0000800	KAK4476179.1	T265_10271, T265_16198
OG0000801	KAK4475245.1	T265_05496
OG0000802	KAK4470576.1	T265_12896
OG0000802	KAK4472112.1	T265_06568
OG0000803	KAK4470919.1	T265_00805
OG0000804	KAK4473168.1	T265_08025
OG0000805	KAK4474013.1	T265_13484
OG0000806	KAK4470608.1	T265_09116
OG0000807	KAK4473307.1, KAK4474358.1	T265_06277
OG0000808	KAK4467771.1	T265_09441
OG0000808	KAK4467779.1	T265_09443
OG0000809	KAK4468611.1	T265_05763
OG0000810	KAK4473212.1	T265_11471
OG0000811	KAK4474417.1	T265_14828
OG0000812	KAK4474440.1	T265_15805
OG0000813	KAK4468852.1	T265_10364
OG0000814	KAK4471430.1	T265_15846, T265_11631
OG0000815	KAK4472012.1	T265_14139, T265_14138
OG0000816	KAK4468020.1	T265_10520, T265_15172
OG0000817	KAK4468677.1	T265_03538
OG0000818	KAK4474538.1	T265_12681
OG0000819	KAK4471251.1	T265_02518
OG0000820	KAK4467442.1	T265_01694
OG0000820	KAK4473128.1	T265_13819
OG0000821	KAK4469272.1	T265_13288
OG0000822	KAK4470476.1	T265_03848
OG0000823	KAK4467478.1	T265_00829
OG0000823	KAK4467922.1	T265_11555
OG0000824	KAK4475591.1	T265_07875
OG0000827	KAK4470028.1, KAK4470550.1	T265_04215, T265_13453, T265_08146, T265_00316
OG0000830	KAK4469293.1	T265_03604
OG0000831	KAK4473480.1	T265_11740
OG0000832	KAK4471871.1	T265_06731
OG0000833	KAK4472353.1	T265_15296
OG0000835	KAK4473919.1	T265_05875
OG0000836	KAK4473858.1	T265_07620, T265_16203
OG0000837	KAK4472239.1	T265_08390
OG0000838	KAK4473759.1	T265_02612
OG0000839	KAK4473818.1	T265_03005
OG0000840	KAK4470970.1, KAK4470978.1	T265_12899
OG0000841	KAK4475007.1	T265_06170
OG0000842	KAK4471617.1	T265_14136
OG0000843	KAK4468285.1	T265_02386
OG0000844	KAK4475850.1	T265_00279
OG0000845	KAK4468551.1, KAK4467252.1	T265_12579
OG0000846	KAK4474858.1	T265_05703
OG0000847	KAK4476036.1	T265_07827, T265_09008, T265_01575, T265_07199
OG0000848	KAK4474163.1	T265_00764
OG0000849	KAK4473756.1	T265_12610
OG0000850	KAK4473025.1	T265_10398
OG0000851	KAK4468610.1	T265_04154
OG0000852	KAK4474383.1	T265_08766
OG0000853	KAK4468234.1	T265_06027
OG0000854	KAK4473859.1	T265_15559, T265_14260, T265_15560
OG0000855	KAK4467325.1	T265_13837, T265_15500
OG0000856	KAK4475581.1	T265_14822
OG0000857	KAK4467572.1, KAK4475703.1	T265_14322
OG0000858	KAK4467344.1, KAK4467343.1, KAK4475741.1	T265_15000
OG0000860	KAK4471825.1	T265_06072
OG0000860	KAK4471718.1	T265_05631
OG0000862	KAK4472465.1	T265_09368, T265_09366, T265_09369
OG0000864	KAK4473645.1	T265_05363
OG0000865	KAK4472356.1	T265_05335
OG0000866	KAK4475812.1	T265_09230
OG0000869	KAK4468576.1	T265_14256
OG0000870	KAK4474365.1	T265_06698
OG0000872	KAK4475688.1	T265_16288, T265_12059
OG0000873	KAK4468855.1	T265_15131
OG0000874	KAK4473534.1	T265_04488, T265_09986, T265_09985
OG0000876	KAK4473295.1	T265_03229
OG0000877	KAK4476016.1	T265_14662
OG0000879	KAK4471099.1	T265_08209
OG0000881	KAK4468637.1	T265_09970
OG0000882	KAK4475447.1	T265_15326
OG0000882	KAK4473671.1	T265_00439, T265_08858
OG0000883	KAK4473672.1	T265_08857
OG0000884	KAK4473737.1	T265_10076, T265_15490
OG0000885	KAK4474352.1	T265_12962, T265_02246
OG0000886	KAK4470894.1	T265_01994
OG0000887	KAK4475063.1	T265_15509
OG0000888	KAK4470877.1, KAK4470878.1	T265_14777, T265_14776
OG0000890	KAK4473603.1	T265_04042, T265_05866
OG0000891	KAK4473846.1	T265_13383, T265_13385
OG0000892	KAK4469720.1	T265_13465, T265_04286
OG0000894	KAK4468755.1	T265_14564, T265_08709
OG0000895	KAK4472632.1	T265_08916
OG0000896	KAK4475362.1	T265_11745, T265_15524
OG0000897	KAK4476316.1	T265_09054
OG0000898	KAK4470204.1	T265_03575
OG0000899	KAK4474583.1	T265_00966
OG0000900	KAK4475641.1	T265_15960
OG0000901	KAK4471706.1	T265_03340
OG0000902	KAK4469829.1	T265_03522
OG0000903	KAK4475319.1	T265_02094
OG0000904	KAK4475874.1	T265_06409
OG0000905	KAK4470893.1	T265_08905
OG0000906	KAK4471295.1	T265_09792
OG0000907	KAK4470463.1	T265_00831
OG0000908	KAK4472964.1, KAK4472965.1, KAK4472963.1	T265_13306
OG0000910	KAK4476130.1	T265_10833
OG0000911	KAK4471170.1	T265_11627, T265_11628
OG0000912	KAK4475973.1	T265_06227
OG0000913	KAK4472644.1	T265_10377, T265_05795, T265_15140
OG0000914	KAK4473816.1	T265_06456
OG0000915	KAK4472417.1	T265_00756
OG0000916	KAK4473712.1	T265_11901
OG0000917	KAK4468177.1	T265_02425
OG0000918	KAK4472957.1	T265_13665
OG0000919	KAK4468191.1	T265_11299
OG0000920	KAK4467644.1	T265_04838
OG0000921	KAK4473570.1	T265_10843
OG0000923	KAK4473354.1	T265_03493
OG0000923	KAK4467730.1	T265_05658
OG0000925	KAK4474818.1	T265_07999
OG0000926	KAK4472929.1	T265_15584
OG0000927	KAK4475055.1	T265_13966
OG0000928	KAK4474205.1	T265_02989
OG0000929	KAK4471201.1	T265_11846
OG0000930	KAK4473473.1	T265_13266
OG0000931	KAK4470219.1	T265_10692
OG0000932	KAK4476123.1	T265_09389
OG0000933	KAK4473701.1	T265_10768
OG0000934	KAK4476302.1	T265_09239
OG0000935	KAK4471482.1	T265_09761
OG0000936	KAK4467944.1	T265_08979
OG0000937	KAK4469907.1	T265_04033
OG0000938	KAK4471997.1	T265_08657, T265_08656
OG0000939	KAK4468842.1	T265_05437
OG0000940	KAK4475887.1	T265_08942, T265_16338
OG0000941	KAK4472578.1	T265_08808
OG0000942	KAK4474779.1	T265_10456
OG0000943	KAK4472800.1	T265_03814
OG0000944	KAK4471183.1	T265_00614
OG0000945	KAK4474600.1	T265_01854
OG0000946	KAK4476224.1	T265_06499
OG0000947	KAK4473782.1	T265_13430
OG0000948	KAK4468000.1	T265_04663
OG0000949	KAK4474797.1, KAK4474796.1	T265_09047, T265_09046, T265_09045
OG0000950	KAK4469335.1	T265_04298
OG0000952	KAK4472413.1	T265_00749
OG0000953	KAK4471693.1	T265_13448
OG0000954	KAK4470079.1	T265_05290
OG0000955	KAK4474643.1	T265_03085
OG0000958	KAK4475258.1	T265_07251
OG0000960	KAK4475503.1	T265_13744
OG0000962	KAK4470465.1	T265_00111
OG0000963	KAK4475528.1	T265_13178
OG0000964	KAK4473624.1	T265_10312
OG0000965	KAK4471425.1	T265_03351
OG0000966	KAK4474035.1	T265_04985
OG0000966	KAK4469278.1	T265_15072
OG0000967	KAK4474115.1	T265_16351
OG0000968	KAK4475563.1, KAK4475566.1	T265_03039
OG0000969	KAK4468356.1, KAK4468355.1	T265_09844, T265_10897, T265_14509, T265_14974
OG0000969	KAK4468357.1	T265_01639
OG0000970	KAK4470288.1	T265_05786
OG0000971	KAK4475069.1	T265_14454
OG0000972	KAK4475919.1	T265_04367
OG0000973	KAK4473078.1, KAK4473073.1, KAK4473076.1, KAK4473077.1	T265_07516
OG0000974	KAK4469802.1	T265_12463
OG0000975	KAK4475902.1	T265_02924, T265_09700
OG0000976	KAK4476301.1	T265_00947
OG0000977	KAK4474438.1	T265_04434
OG0000978	KAK4475351.1	T265_05507
OG0000979	KAK4467504.1	T265_00786
OG0000980	KAK4469712.1	T265_03583
OG0000981	KAK4467302.1	T265_04343
OG0000982	KAK4471784.1	T265_03904
OG0000983	KAK4475242.1	T265_09860
OG0000984	KAK4474162.1	T265_10372, T265_07582
OG0000985	KAK4474794.1	T265_11572
OG0000986	KAK4470291.1	T265_02193, T265_12946
OG0000987	KAK4468141.1	T265_02383
OG0000989	KAK4469139.1	T265_04299
OG0000990	KAK4475767.1, KAK4467314.1	T265_08682
OG0000991	KAK4472089.1	T265_13030
OG0000992	KAK4472362.1	T265_01516
OG0000993	KAK4470814.1	T265_14754
OG0000994	KAK4472179.1, KAK4472284.1	T265_02553
OG0000995	KAK4470067.1	T265_13745
OG0000996	KAK4471910.1	T265_00610
OG0000997	KAK4468590.1	T265_13758
OG0000998	KAK4469022.1	T265_02907
OG0000999	KAK4473903.1	T265_02983
OG0001000	KAK4476027.1	T265_02450
OG0001003	KAK4474199.1	T265_02803
OG0001009	KAK4468774.1	T265_08731
OG0001010	KAK4471864.1	T265_06725
OG0001011	KAK4473707.1	T265_13048
OG0001012	KAK4475869.1	T265_06918
OG0001013	KAK4467552.1, KAK4467336.1, KAK4476126.1	T265_10272, T265_16022
OG0001014	KAK4475686.1	T265_12060, T265_16314
OG0001015	KAK4473951.1	T265_11538, T265_15411, T265_10528, T265_15958
OG0001016	KAK4473870.1	T265_01892
OG0001017	KAK4475241.1	T265_03456
OG0001018	KAK4472436.1	T265_11985
OG0001019	KAK4473453.1	T265_06404, T265_12347
OG0001020	KAK4474384.1	T265_14664
OG0001021	KAK4472739.1	T265_05434
OG0001022	KAK4475364.1	T265_08582
OG0001023	KAK4471384.1	T265_14386
OG0001024	KAK4470827.1	T265_15215
OG0001026	KAK4469225.1	T265_08689
OG0001027	KAK4474354.1	T265_05249
OG0001028	KAK4469796.1	T265_02150
OG0001029	KAK4469208.1	T265_06784
OG0001030	KAK4472814.1	T265_03534
OG0001031	KAK4470821.1	T265_02198
OG0001032	KAK4471932.1	T265_07791
OG0001033	KAK4470208.1	T265_12072
OG0001034	KAK4469007.1, KAK4469010.1	T265_00015
OG0001036	KAK4474919.1	T265_15152
OG0001038	KAK4474755.1	T265_06836
OG0001039	KAK4473079.1	T265_13311
OG0001040	KAK4468300.1	T265_08277
OG0001041	KAK4467710.1	T265_02769, T265_02770
OG0001042	KAK4474426.1	T265_09868, T265_16047
OG0001043	KAK4469557.1	T265_04066
OG0001045	KAK4471626.1	T265_14190
OG0001046	KAK4469663.1	T265_00122
OG0001047	KAK4467816.1	T265_14657, T265_15967
OG0001048	KAK4470819.1	T265_05921
OG0001049	KAK4469820.1	T265_01366
OG0001050	KAK4471737.1	T265_06070
OG0001051	KAK4468758.1	T265_08900
OG0001052	KAK4469823.1	T265_03515, T265_03514
OG0001053	KAK4471433.1	T265_10644
OG0001054	KAK4474485.1, KAK4474484.1	T265_07774
OG0001056	KAK4471152.1	T265_06907
OG0001057	KAK4468746.1	T265_08393
OG0001058	KAK4471917.1, KAK4471918.1	T265_09765, T265_07871
OG0001059	KAK4474872.1	T265_09693
OG0001060	KAK4471301.1	T265_08792, T265_05830, T265_12211
OG0001061	KAK4474418.1, KAK4467307.1, KAK4474419.1	T265_10435
OG0001062	KAK4469297.1	T265_10952
OG0001068	KAK4470504.1	T265_05783
OG0001070	KAK4471390.1	T265_01150
OG0001070	KAK4470698.1	T265_03875
OG0001071	KAK4471223.1, KAK4471222.1	T265_01413, T265_01414
OG0001072	KAK4473457.1	T265_11095
OG0001073	KAK4474855.1	T265_06687
OG0001074	KAK4473040.1	T265_07051
OG0001075	KAK4471794.1	T265_00485
OG0001076	KAK4469186.1	T265_04766
OG0001077	KAK4469392.1, KAK4469391.1	T265_03589
OG0001078	KAK4471959.1	T265_01377
OG0001079	KAK4470324.1	T265_07856
OG0001079	KAK4470554.1	T265_01997
OG0001080	KAK4470619.1	T265_03280, T265_06062
OG0001081	KAK4472281.1	T265_02594
OG0001082	KAK4469312.1	T265_14341
OG0001083	KAK4467695.1	T265_05304
OG0001084	KAK4475334.1	T265_03430
OG0001085	KAK4467681.1	T265_05309
OG0001086	KAK4470175.1	T265_00332
OG0001087	KAK4469641.1	T265_02349, T265_02348, T265_04933
OG0001087	KAK4474021.1	T265_13295
OG0001088	KAK4473163.1	T265_14908
OG0001089	KAK4471220.1	T265_04203
OG0001090	KAK4467837.1	T265_05314
OG0001091	KAK4469323.1	T265_08694
OG0001092	KAK4470091.1	T265_05477
OG0001094	KAK4473987.1	T265_01493
OG0001095	KAK4469671.1	T265_12507, T265_12509
OG0001096	KAK4475079.1	T265_02087
OG0001097	KAK4471387.1	T265_12596, T265_12597
OG0001098	KAK4472593.1	T265_03530
OG0001099	KAK4468783.1	T265_09134
OG0001100	KAK4471534.1	T265_12718
OG0001101	KAK4469623.1	T265_01277
OG0001102	KAK4471719.1	T265_07011
OG0001103	KAK4467708.1	T265_11524, T265_11526
OG0001105	KAK4472587.1	T265_00108
OG0001106	KAK4471497.1	T265_03131
OG0001107	KAK4469144.1, KAK4469142.1	T265_01259
OG0001108	KAK4472830.1	T265_04027
OG0001110	KAK4475672.1	T265_03630
OG0001111	KAK4469284.1	T265_15867
OG0001112	KAK4467791.1, KAK4467789.1, KAK4467788.1	T265_07938
OG0001113	KAK4476086.1, KAK4476087.1	T265_01569
OG0001114	KAK4476057.1	T265_10355
OG0001115	KAK4467699.1	T265_14281
OG0001116	KAK4468369.1	T265_04971
OG0001117	KAK4475302.1	T265_09895, T265_16078
OG0001118	KAK4470222.1	T265_15682
OG0001119	KAK4471218.1	T265_00531
OG0001120	KAK4472630.1, KAK4472629.1	T265_14589, T265_14590
OG0001121	KAK4467341.1	T265_02829
OG0001122	KAK4470945.1	T265_01758
OG0001123	KAK4468721.1	T265_01870
OG0001124	KAK4473908.1	T265_12781
OG0001125	KAK4475252.1, KAK4475264.1	T265_11059, T265_11060, T265_05778
OG0001129	KAK4473879.1, KAK4473880.1	T265_03641
OG0001130	KAK4467488.1, KAK4467490.1, KAK4474435.1	T265_02467
OG0001131	KAK4470638.1, KAK4470637.1	T265_08223
OG0001132	KAK4468209.1	T265_02407
OG0001133	KAK4474780.1	T265_14376, T265_07758, T265_14375
